,INTC US Equity,INTC US Equity,INTC US Equity,INTC US Equity,INTC US Equity
2020-02-29,48.4406,50.2962,47.8161,49.529,60727999.0
2020-03-01,48.4406,50.2962,47.8161,49.529,60727999.0
2020-03-02,49.7698,51.9376,48.6369,51.9019,43140304.0
2020-03-03,51.7681,52.6513,49.4219,49.9304,49740276.0
2020-03-04,50.8582,52.3747,50.0999,52.348,29223071.0
2020-03-05,50.9028,52.3301,50.5013,50.8136,29099163.0
2020-03-06,49.2256,49.9661,48.6547,49.752,36259158.0
2020-03-07,49.2256,49.9661,48.6547,49.752,36259158.0
2020-03-08,49.2256,49.9661,48.6547,49.752,36259158.0
2020-03-09,46.3174,47.0222,44.6046,45.3629,56196983.0
2020-03-10,47.0668,48.173,44.9882,48.1551,36568951.0
2020-03-11,46.7367,47.7626,45.5056,46.0855,38573961.0
2020-03-12,42.8115,44.6858,40.4742,40.6259,50661745.0
2020-03-13,43.0524,49.0651,42.5885,48.5566,48805059.0
2020-03-14,43.0524,49.0651,42.5885,48.5566,48805059.0
2020-03-15,43.0524,49.0651,42.5885,48.5566,48805059.0
2020-03-16,42.3833,46.6118,38.922,39.7962,53878939.0
2020-03-17,40.8177,46.0587,40.3226,44.676,52085162.0
2020-03-18,41.6696,44.6492,40.3226,42.4725,49309879.0
2020-03-19,42.6777,43.9177,40.2869,40.9827,44538030.0
2020-03-20,41.4912,44.0872,40.5634,40.8846,52344045.0
2020-03-21,41.4912,44.0872,40.5634,40.8846,52344045.0
2020-03-22,41.4912,44.0872,40.5634,40.8846,52344045.0
2020-03-23,41.0541,45.0417,40.9588,44.2299,46698478.0
2020-03-24,47.4058,48.7439,45.8089,46.7456,50019753.0
2020-03-25,46.817,47.9812,44.5243,45.7286,41106063.0
2020-03-26,46.1568,49.9126,46.0855,49.5468,41475406.0
2020-03-27,47.6556,48.7439,46.4468,46.7189,31633487.0
2020-03-28,47.6556,48.7439,46.4468,46.7189,31633487.0
2020-03-29,47.6556,48.7439,46.4468,46.7189,31633487.0
2020-03-30,47.272,50.0464,47.1292,49.5022,31628610.0
2020-03-31,49.1186,49.7743,47.4771,48.28,48081861.0
2020-04-01,46.8348,48.7885,45.8803,46.2817,29586562.0
2020-04-02,45.7554,48.6725,45.693,48.4852,27809987.0
2020-04-03,48.0392,49.181,47.04,48.2889,23906062.0
2020-04-04,48.0392,49.181,47.04,48.2889,23906062.0
2020-04-05,48.0392,49.181,47.04,48.2889,23906062.0
2020-04-06,50.5192,52.4283,50.0642,52.1249,32323387.0
2020-04-07,53.472,54.8547,51.9287,52.0982,41410012.0
2020-04-08,52.6245,53.0884,51.6611,52.6156,26719500.0
2020-04-09,52.9546,53.2757,50.0107,50.9741,40515419.0
2020-04-10,52.9546,53.2757,50.0107,50.9741,40515419.0
2020-04-11,52.9546,53.2757,50.0107,50.9741,40515419.0
2020-04-12,52.9546,53.2757,50.0107,50.9741,40515419.0
2020-04-13,50.4657,52.4283,50.4657,52.3658,23251938.0
2020-04-14,53.5593,54.3284,53.0884,54.1143,25673992.0
2020-04-15,53.2936,53.3739,52.0848,52.5175,22841552.0
2020-04-16,53.1776,54.3819,52.4639,54.2303,24433516.0
2020-04-17,55.3276,55.4257,53.3694,53.8467,27385636.0
2020-04-18,55.3276,55.4257,53.3694,53.8467,27385636.0
2020-04-19,55.3276,55.4257,53.3694,53.8467,27385636.0
2020-04-20,52.8823,53.5612,52.5353,52.794,26420309.0
2020-04-21,51.8395,52.2766,49.8947,50.2783,25248033.0
2020-04-22,51.9822,53.9716,51.5718,53.6147,23443745.0
2020-04-23,53.2343,53.6147,52.4639,52.6691,35091952.0
2020-04-24,50.1356,52.9903,50.0464,52.8654,50220505.0
2020-04-25,50.1356,52.9903,50.0464,52.8654,50220505.0
2020-04-26,50.1356,52.9903,50.0464,52.8654,50220505.0
2020-04-27,53.2757,53.3739,52.0848,53.0527,25902236.0
2020-04-28,53.5166,53.7218,51.9733,52.4104,28784707.0
2020-04-29,53.026,55.3365,52.9189,55.1313,30451541.0
2020-04-30,54.7447,54.8994,53.3025,53.5077,26279877.0
2020-05-01,52.4818,52.9189,51.1258,51.2685,21194802.0
2020-05-02,52.4818,52.9189,51.1258,51.2685,21194802.0
2020-05-03,52.4818,52.9189,51.1258,51.2685,21194802.0
2020-05-04,50.9563,51.8038,50.2337,51.7324,18957227.0
2020-05-05,52.4461,52.9011,52.0536,52.4104,17252063.0
2020-05-06,52.9666,53.783,52.8769,53.0922,17848655.0
2020-05-07,53.7651,53.9148,52.859,53.0833,14733519.0
2020-05-08,53.5313,53.6305,52.9756,53.5318,20391091.0
2020-05-09,53.5313,53.6305,52.9756,53.5318,20391091.0
2020-05-10,53.5313,53.6305,52.9756,53.5318,20391091.0
2020-05-11,53.5946,54.5815,53.5677,53.9445,18684439.0
2020-05-12,54.0253,54.402,52.2669,52.3835,16754898.0
2020-05-13,52.4373,53.1371,51.0468,51.8004,21064971.0
2020-05-14,51.4236,53.0653,50.3291,53.0025,21569352.0
2020-05-15,51.4953,52.3656,51.1006,52.2848,21373268.0
2020-05-16,51.4953,52.3656,51.1006,52.2848,21373268.0
2020-05-17,51.4953,52.3656,51.1006,52.2848,21373268.0
2020-05-18,53.5952,54.0791,53.2537,53.7561,20443708.0
2020-05-19,53.9445,55.4158,53.6933,54.088,21865009.0
2020-05-20,54.8686,56.958,54.743,56.609,30583988.0
2020-05-21,56.6045,57.237,55.4607,55.6042,20987740.0
2020-05-22,55.6042,55.9092,55.1018,55.8509,14103013.0
2020-05-23,55.6042,55.9092,55.1018,55.8509,14103013.0
2020-05-24,55.6042,55.9092,55.1018,55.8509,14103013.0
2020-05-25,55.6042,55.9092,55.1018,55.8509,14103013.0
2020-05-26,57.1293,57.542,55.7298,55.9272,20933556.0
2020-05-27,55.9092,57.0486,54.7878,57.0217,19886271.0
2020-05-28,56.5193,56.923,55.1646,55.353,17264131.0
2020-05-29,55.5324,57.1114,55.2812,56.4565,33395738.0
2020-05-30,55.5324,57.1114,55.2812,56.4565,33395738.0
2020-05-31,55.5324,57.1114,55.2812,56.4565,33395738.0
2020-06-01,56.0573,56.2143,55.3171,55.4965,14329044.0
2020-06-02,55.353,55.7747,54.568,55.7298,20702353.0
2020-06-03,56.0259,56.1066,55.2005,55.5593,16737271.0
2020-06-04,55.3889,56.9409,55.0334,56.4924,22010142.0
2020-06-05,56.8422,58.4122,56.6628,57.7214,26813098.0
2020-06-06,56.8422,58.4122,56.6628,57.7214,26813098.0
2020-06-07,56.8422,58.4122,56.6628,57.7214,26813098.0
2020-06-08,57.3895,57.551,56.4654,57.1204,21546178.0
2020-06-09,56.5134,57.1562,56.4296,56.5552,23594133.0
2020-06-10,56.3309,57.6757,56.295,57.2998,21367845.0
2020-06-11,56.5821,56.7884,53.3973,53.5587,26998242.0
2020-06-12,53.9266,54.6891,52.1422,53.2268,30419768.0
2020-06-13,53.9266,54.6891,52.1422,53.2268,30419768.0
2020-06-14,53.9266,54.6891,52.1422,53.2268,30419768.0
2020-06-15,53.2268,54.1508,52.554,53.9176,29651719.0
2020-06-16,55.1646,55.3081,53.3703,54.1867,23226634.0
2020-06-17,54.4918,54.9762,53.8817,54.2675,20454771.0
2020-06-18,54.1419,54.2854,53.2178,53.8997,24899699.0
2020-06-19,54.411,54.6263,53.0205,53.487,60324579.0
2020-06-20,54.411,54.6263,53.0205,53.487,60324579.0
2020-06-21,54.411,54.6263,53.0205,53.487,60324579.0
2020-06-22,53.5857,54.3168,52.7782,53.9086,22846013.0
2020-06-23,53.9983,54.2495,53.7034,53.7561,22809579.0
2020-06-24,53.5049,53.6529,52.6347,53.0115,27764482.0
2020-06-25,52.9128,53.0115,51.5671,52.4912,21906941.0
2020-06-26,52.4732,52.6885,51.1993,51.5851,38477509.0
2020-06-27,52.4732,52.6885,51.1993,51.5851,38477509.0
2020-06-28,52.4732,52.6885,51.1993,51.5851,38477509.0
2020-06-29,51.5581,52.3476,50.9212,52.2758,22150266.0
2020-06-30,52.6706,53.8099,52.5181,53.6754,31542056.0
2020-07-01,53.7471,53.8548,52.7154,52.7603,14748072.0
2020-07-02,53.1012,53.6574,52.9038,53.0474,15578580.0
2020-07-03,53.1012,53.6574,52.9038,53.0474,15578580.0
2020-07-04,53.1012,53.6574,52.9038,53.0474,15578580.0
2020-07-05,53.1012,53.6574,52.9038,53.0474,15578580.0
2020-07-06,52.6796,53.487,52.5719,53.4152,20536717.0
2020-07-07,52.9935,53.4421,52.1592,52.3117,15996487.0
2020-07-08,52.4373,52.6571,51.9708,52.5809,13277868.0
2020-07-09,52.213,52.702,51.7645,52.4104,20683689.0
2020-07-10,51.9888,53.5498,51.8811,53.4062,17742324.0
2020-07-11,51.9888,53.5498,51.8811,53.4062,17742324.0
2020-07-12,51.9888,53.5498,51.8811,53.4062,17742324.0
2020-07-13,53.6843,54.3841,52.3835,52.554,19082943.0
2020-07-14,51.9201,53.155,51.446,52.9128,24190866.0
2020-07-15,52.9577,53.2358,52.4104,52.9577,19986312.0
2020-07-16,52.5181,53.2537,52.3925,53.0563,12425873.0
2020-07-17,53.3075,54.2406,53.1819,53.8279,16322814.0
2020-07-18,53.3075,54.2406,53.1819,53.8279,16322814.0
2020-07-19,53.3075,54.2406,53.1819,53.8279,16322814.0
2020-07-20,53.8997,55.0659,53.2358,54.8596,16868660.0
2020-07-21,55.187,55.5571,54.2226,54.4559,19830305.0
2020-07-22,55.0031,55.4113,54.3841,54.7699,18959921.0
2020-07-23,54.9538,55.3889,53.8099,54.1867,43518551.0
2020-07-24,46.7854,46.8123,44.408,45.3859,182269902.0
2020-07-25,46.7854,46.8123,44.408,45.3859,182269902.0
2020-07-26,46.7854,46.8123,44.408,45.3859,182269902.0
2020-07-27,45.7806,45.8793,44.3766,44.4708,107526547.0
2020-07-28,44.3901,45.0629,44.085,44.1747,62362611.0
2020-07-29,44.399,44.408,42.9726,43.1251,60500806.0
2020-07-30,42.9098,43.5109,42.6945,43.0533,39735185.0
2020-07-31,43.1789,43.3508,42.1383,42.8201,46569883.0
2020-08-01,43.1789,43.3508,42.1383,42.8201,46569883.0
2020-08-02,43.1789,43.3508,42.1383,42.8201,46569883.0
2020-08-03,43.3045,43.6245,42.8291,43.3314,31767139.0
2020-08-04,43.6006,44.085,43.5109,44.0761,29045836.0
2020-08-05,44.6054,44.6054,43.6544,43.8877,29471066.0
2020-08-06,44.0683,44.0954,43.4451,43.8696,23795529.0
2020-08-07,43.8335,43.9419,43.0838,43.3819,36765228.0
2020-08-08,43.8335,43.9419,43.0838,43.3819,36765228.0
2020-08-09,43.8335,43.9419,43.0838,43.3819,36765228.0
2020-08-10,43.5354,44.6103,43.409,44.4567,37442609.0
2020-08-11,44.827,44.9174,43.409,43.5264,35348092.0
2020-08-12,43.9599,44.4928,43.5716,44.4296,30687169.0
2020-08-13,44.4928,44.5561,43.7025,43.8606,24774512.0
2020-08-14,44.0141,44.4477,43.9419,44.1586,22321168.0
2020-08-15,44.0141,44.4477,43.9419,44.1586,22321168.0
2020-08-16,44.0141,44.4477,43.9419,44.1586,22321168.0
2020-08-17,44.3574,44.5335,44.0141,44.1948,20018273.0
2020-08-18,44.4928,44.7728,43.9148,43.9419,19251395.0
2020-08-19,44.0638,44.2399,43.5806,43.6528,27774975.0
2020-08-20,44.9896,45.3419,44.258,44.4115,55081342.0
2020-08-21,44.2761,44.538,43.9419,44.5109,34316470.0
2020-08-22,44.2761,44.538,43.9419,44.5109,34316470.0
2020-08-23,44.2761,44.538,43.9419,44.5109,34316470.0
2020-08-24,44.4928,44.6193,44.0954,44.3845,36295307.0
2020-08-25,44.5741,45.0528,44.4477,44.6464,38384329.0
2020-08-26,44.6103,44.8632,44.4657,44.7548,28616620.0
2020-08-27,44.9715,45.098,44.4115,44.6193,24420613.0
2020-08-28,44.7728,45.8838,44.6735,45.5496,35384684.0
2020-08-29,44.7728,45.8838,44.6735,45.5496,35384684.0
2020-08-30,44.7728,45.8838,44.6735,45.5496,35384684.0
2020-08-31,46.0644,46.5161,45.4503,46.0193,46114133.0
2020-09-01,45.9832,46.0644,45.3599,45.8748,30522707.0
2020-09-02,46.2541,47.5819,46.1457,47.1935,53000730.0
2020-09-03,47.4193,47.5277,45.2832,45.5135,47394340.0
2020-09-04,45.6399,46.2722,44.7006,45.2335,43318369.0
2020-09-05,45.6399,46.2722,44.7006,45.2335,43318369.0
2020-09-06,45.6399,46.2722,44.7006,45.2335,43318369.0
2020-09-07,45.6399,46.2722,44.7006,45.2335,43318369.0
2020-09-08,44.4928,45.0709,44.1225,44.1767,39752694.0
2020-09-09,44.7367,45.1327,44.2941,44.818,33437273.0
2020-09-10,45.1612,45.2425,43.9961,44.2219,32649149.0
2020-09-11,44.496,45.2064,44.2128,44.5109,29333570.0
2020-09-12,44.496,45.2064,44.2128,44.5109,29333570.0
2020-09-13,44.496,45.2064,44.2128,44.5109,29333570.0
2020-09-14,44.1225,44.9083,44.1225,44.6283,27212491.0
2020-09-15,44.9715,45.7032,44.9174,45.1612,27598263.0
2020-09-16,45.6219,46.0915,45.3103,45.4954,26555283.0
2020-09-17,44.5922,45.5993,44.529,45.4503,26959934.0
2020-09-18,45.4593,45.6128,44.2941,45.0619,50123495.0
2020-09-19,45.4593,45.6128,44.2941,45.0619,50123495.0
2020-09-20,45.4593,45.6128,44.2941,45.0619,50123495.0
2020-09-21,44.6103,44.9309,44.1045,44.9083,27377117.0
2020-09-22,45.0619,45.3509,44.6825,45.1161,22290855.0
2020-09-23,45.0077,45.2922,43.9509,44.0954,30078801.0
2020-09-24,43.8335,44.8361,43.7341,44.4025,29343397.0
2020-09-25,44.2219,45.4141,44.0322,45.107,26633411.0
2020-09-26,44.2219,45.4141,44.0322,45.107,26633411.0
2020-09-27,44.2219,45.4141,44.0322,45.107,26633411.0
2020-09-28,45.6219,46.4799,45.3057,46.4528,29652247.0
2020-09-29,46.3399,46.7283,46.0193,46.2361,19687447.0
2020-09-30,46.2812,47.3109,46.1999,46.769,27711346.0
2020-10-01,47.329,47.618,46.9586,47.1844,22127580.0
2020-10-02,46.5161,46.9486,46.0554,46.0735,25811766.0
2020-10-03,46.5161,46.9486,46.0554,46.0735,25811766.0
2020-10-04,46.5161,46.9486,46.0554,46.0735,25811766.0
2020-10-05,46.3354,46.7961,46.3083,46.6877,20883245.0
2020-10-06,46.7057,47.5999,46.2722,46.3986,25642790.0
2020-10-07,46.8322,47.7806,46.778,47.5728,21978673.0
2020-10-08,47.7896,48.3948,47.5728,48.2051,22369537.0
2020-10-09,48.3677,48.6386,47.5728,47.7083,24343898.0
2020-10-10,48.3677,48.6386,47.5728,47.7083,24343898.0
2020-10-11,48.3677,48.6386,47.5728,47.7083,24343898.0
2020-10-12,48.3677,48.9548,48.0606,48.6657,27303474.0
2020-10-13,49.018,49.0361,48.4309,48.6206,20005769.0
2020-10-14,48.7832,49.1354,48.3315,48.3677,21885105.0
2020-10-15,47.6451,48.7561,47.5277,48.6386,18272865.0
2020-10-16,48.6838,49.4064,48.6838,48.9186,23421388.0
2020-10-17,48.6838,49.4064,48.6838,48.9186,23421388.0
2020-10-18,48.6838,49.4064,48.6838,48.9186,23421388.0
2020-10-19,49.1986,50.7883,48.6296,49.298,43537219.0
2020-10-20,49.3161,49.4064,48.1148,48.2593,27224899.0
2020-10-21,47.9974,48.8373,47.7083,48.3225,21866025.0
2020-10-22,47.9793,48.9728,47.9341,48.6838,41522739.0
2020-10-23,43.6709,43.9554,43.0477,43.5354,97322490.0
2020-10-24,43.6709,43.9554,43.0477,43.5354,97322490.0
2020-10-25,43.6709,43.9554,43.0477,43.5354,97322490.0
2020-10-26,43.2193,43.2283,41.7741,42.1986,54161291.0
2020-10-27,41.5303,41.9186,40.9703,41.2232,50130518.0
2020-10-28,40.5457,40.9025,39.9225,39.9677,45066011.0
2020-10-29,39.9587,40.1664,39.6697,39.8412,36796801.0
2020-10-30,39.8322,40.4599,39.3896,39.9948,46794171.0
2020-10-31,39.8322,40.4599,39.3896,39.9948,46794171.0
2020-11-01,39.8322,40.4599,39.3896,39.9948,46794171.0
2020-11-02,40.609,40.6948,39.9587,40.1574,33856742.0
2020-11-03,40.4012,41.0606,40.3741,40.5096,33587541.0
2020-11-04,40.7445,41.6838,40.4464,41.2774,34748153.0
2020-11-05,41.987,42.1963,41.4184,41.5594,31103209.0
2020-11-06,41.432,41.664,40.8498,41.2956,36233675.0
2020-11-07,41.432,41.664,40.8498,41.2956,36233675.0
2020-11-08,41.432,41.664,40.8498,41.2956,36233675.0
2020-11-09,42.4328,43.0788,41.432,41.4866,48481729.0
2020-11-10,41.3047,42.2872,41.1682,41.341,39224462.0
2020-11-11,41.7596,42.2645,41.7232,42.169,31496938.0
2020-11-12,41.9688,42.0234,40.5313,40.8952,42909915.0
2020-11-13,40.9316,41.4684,40.9134,41.3592,30898107.0
2020-11-14,40.9316,41.4684,40.9134,41.3592,30898107.0
2020-11-15,40.9316,41.4684,40.9134,41.3592,30898107.0
2020-11-16,41.8869,42.5329,41.6595,42.0234,36306293.0
2020-11-17,41.6231,41.9597,41.3092,41.4229,31072061.0
2020-11-18,41.4411,41.5639,40.9771,40.9953,32817918.0
2020-11-19,40.868,41.5503,40.6678,41.5048,29469084.0
2020-11-20,41.5412,41.7414,41.241,41.2956,24199278.0
2020-11-21,41.5412,41.7414,41.241,41.2956,24199278.0
2020-11-22,41.5412,41.7414,41.241,41.2956,24199278.0
2020-11-23,41.3774,42.0416,41.3501,41.9051,35489638.0
2020-11-24,42.1144,43.0333,41.8596,42.7694,33901172.0
2020-11-25,42.7876,42.9241,42.3691,42.8058,28126887.0
2020-11-26,42.7876,42.9241,42.3691,42.8058,28126887.0
2020-11-27,43.0879,43.7611,43.0879,43.1697,15921420.0
2020-11-28,43.0879,43.7611,43.0879,43.1697,15921420.0
2020-11-29,43.0879,43.7611,43.0879,43.1697,15921420.0
2020-11-30,43.1424,44.125,43.0014,43.9885,46332671.0
2020-12-01,44.3525,45.6944,44.3161,45.0894,57778192.0
2020-12-02,44.7801,45.5443,44.7437,45.3987,33753518.0
2020-12-03,45.4169,46.4996,45.2896,46.3904,50261151.0
2020-12-04,46.4541,47.9007,46.3995,47.2956,39767719.0
2020-12-05,46.4541,47.9007,46.3995,47.2956,39767719.0
2020-12-06,46.4541,47.9007,46.3995,47.2956,39767719.0
2020-12-07,46.3995,46.6633,45.0894,45.6717,51040300.0
2020-12-08,45.335,46.1448,45.3168,46.1175,28956507.0
2020-12-09,45.7444,46.2524,45.2441,45.5534,34068390.0
2020-12-10,45.1804,46.1448,45.1167,45.7263,33705981.0
2020-12-11,45.6171,45.6171,44.6845,45.2441,29398840.0
2020-12-12,45.6171,45.6171,44.6845,45.2441,29398840.0
2020-12-13,45.6171,45.6171,44.6845,45.2441,29398840.0
2020-12-14,45.3259,46.7088,45.2532,45.9173,33436404.0
2020-12-15,46.3813,46.4086,45.6808,46.0947,25472993.0
2020-12-16,46.1357,46.818,46.1084,46.5087,28350977.0
2020-12-17,46.536,46.6906,45.6899,46.0811,26399017.0
2020-12-18,46.0083,46.1084,42.8604,43.1788,119298410.0
2020-12-19,46.0083,46.1084,42.8604,43.1788,119298410.0
2020-12-20,46.0083,46.1084,42.8604,43.1788,119298410.0
2020-12-21,42.1417,42.2599,41.1591,42.1781,53775701.0
2020-12-22,42.078,42.1599,41.6367,42.0052,32188769.0
2020-12-23,42.0006,42.7876,41.9142,42.3691,22564228.0
2020-12-24,42.3964,42.8422,42.1599,42.824,11865642.0
2020-12-25,42.3964,42.8422,42.1599,42.824,11865642.0
2020-12-26,42.3964,42.8422,42.1599,42.824,11865642.0
2020-12-27,42.3964,42.8422,42.1599,42.824,11865642.0
2020-12-28,42.9332,43.338,42.633,42.824,21269166.0
2020-12-29,42.9605,46.0963,42.2963,44.9347,84531388.0
2020-12-30,44.68,44.7528,44.1796,44.3525,37385409.0
2020-12-31,44.3525,45.6626,44.3252,45.3259,28576790.0
2021-01-01,44.3525,45.6626,44.3252,45.3259,28576790.0
2021-01-02,44.3525,45.6626,44.3252,45.3259,28576790.0
2021-01-03,44.3525,45.6626,44.3252,45.3259,28576790.0
2021-01-04,45.3896,46.7543,44.9453,45.1895,46102459.0
2021-01-05,44.9848,46.2448,44.8801,46.0447,24866563.0
2021-01-06,45.8855,47.4458,45.6717,46.4905,36809644.0
2021-01-07,46.8453,47.9371,46.6724,47.4822,32092336.0
2021-01-08,47.7187,47.7915,46.6451,46.9909,34625379.0
2021-01-09,47.7187,47.7915,46.6451,46.9909,34625379.0
2021-01-10,47.7187,47.7915,46.6451,46.9909,34625379.0
2021-01-11,46.6633,47.5276,46.6269,46.8908,32933279.0
2021-01-12,47.2183,48.9924,46.909,48.4374,39883888.0
2021-01-13,54.1328,54.8151,51.7673,51.8128,124070671.0
2021-01-14,53.1775,54.715,52.6225,53.9053,74680892.0
2021-01-15,53.5414,54.2692,52.3132,52.3859,50265363.0
2021-01-16,53.5414,54.2692,52.3132,52.3859,50265363.0
2021-01-17,53.5414,54.2692,52.3132,52.3859,50265363.0
2021-01-18,53.5414,54.2692,52.3132,52.3859,50265363.0
2021-01-19,52.7135,53.0774,51.9492,52.759,35647144.0
2021-01-20,52.9864,53.878,52.8499,53.3776,28701263.0
2021-01-21,53.7124,58.1813,52.9712,56.8257,87156464.0
2021-01-22,53.5414,54.2419,51.5398,51.5489,85729315.0
2021-01-23,53.5414,54.2419,51.5398,51.5489,85729315.0
2021-01-24,53.5414,54.2419,51.5398,51.5489,85729315.0
2021-01-25,51.2942,51.4034,49.1835,50.439,61968547.0
2021-01-26,50.2889,51.1304,49.9022,50.2297,31485880.0
2021-01-27,49.6839,49.9005,48.492,48.7559,49722945.0
2021-01-28,49.8476,52.2222,49.7657,51.0076,49202558.0
2021-01-29,50.9303,52.0038,50.3617,50.5027,37256225.0
2021-01-30,50.9303,52.0038,50.3617,50.5027,37256225.0
2021-01-31,50.9303,52.0038,50.3617,50.5027,37256225.0
2021-02-01,50.903,52.2131,50.6846,51.5762,26926638.0
2021-02-02,52.0311,53.0228,51.7491,52.7681,23580890.0
2021-02-03,52.6719,53.0683,52.204,52.4769,21893188.0
2021-02-04,52.7309,53.8934,52.3465,53.811,29853778.0
2021-02-05,54.0032,54.0764,53.1978,53.2527,23432611.0
2021-02-06,54.0032,54.0764,53.1978,53.2527,23432611.0
2021-02-07,54.0032,54.0764,53.1978,53.2527,23432611.0
2021-02-08,53.4312,54.2046,53.0421,54.1497,34358295.0
2021-02-09,53.7927,54.287,53.0284,53.8019,28754075.0
2021-02-10,54.2778,54.3877,53.1978,53.8751,16325147.0
2021-02-11,54.0902,55.8247,53.8751,55.5226,27539121.0
2021-02-12,55.4677,57.216,55.3121,56.5752,26214175.0
2021-02-13,55.4677,57.216,55.3121,56.5752,26214175.0
2021-02-14,55.4677,57.216,55.3121,56.5752,26214175.0
2021-02-15,55.4677,57.216,55.3121,56.5752,26214175.0
2021-02-16,56.7491,57.5455,56.4746,57.1793,26326297.0
2021-02-17,56.2823,56.9185,56.0261,56.6119,21065334.0
2021-02-18,55.5089,56.7308,55.5043,56.3922,17846142.0
2021-02-19,56.6668,57.9024,56.6119,57.6736,28290116.0
2021-02-20,56.6668,57.9024,56.6119,57.6736,28290116.0
2021-02-21,56.6668,57.9024,56.6119,57.6736,28290116.0
2021-02-22,56.6393,57.3899,55.5226,55.5684,32288182.0
2021-02-23,55.3579,56.2869,54.1588,55.9437,27374594.0
2021-02-24,55.4036,57.9207,55.2663,57.8384,24669870.0
2021-02-25,57.1198,58.1587,55.0375,55.2847,36393952.0
2021-02-26,55.7332,56.4654,54.6256,55.6325,38216774.0
2021-02-27,55.7332,56.4654,54.6256,55.6325,38216774.0
2021-02-28,55.7332,56.4654,54.6256,55.6325,38216774.0
2021-03-01,56.4929,57.7377,56.4288,57.5546,28503500.0
2021-03-02,57.4814,57.7926,55.9345,56.0535,23320016.0
2021-03-03,55.5043,56.3098,54.6439,54.827,28740357.0
2021-03-04,54.7629,55.1336,53.001,53.39,40210352.0
2021-03-05,54.2412,55.994,53.5547,55.5959,39511670.0
2021-03-06,54.2412,55.994,53.5547,55.5959,39511670.0
2021-03-07,54.2412,55.994,53.5547,55.5959,39511670.0
2021-03-08,55.3466,56.47,54.6622,54.7812,33112387.0
2021-03-09,55.9986,57.8155,55.6874,57.3624,36387479.0
2021-03-10,57.8658,58.6896,56.8681,56.978,27160323.0
2021-03-11,57.6095,58.6621,57.1061,57.9482,30701765.0
2021-03-12,57.3441,57.9391,56.9688,57.5729,20172961.0
2021-03-13,57.3441,57.9391,56.9688,57.5729,20172961.0
2021-03-14,57.3441,57.9391,56.9688,57.5729,20172961.0
2021-03-15,58.2228,58.4654,57.1885,58.3876,21251484.0
2021-03-16,58.7171,60.1634,58.653,59.2937,30186635.0
2021-03-17,58.7843,60.6758,58.3143,60.209,32394652.0
2021-03-18,60.0717,60.1358,58.2594,58.3281,30107865.0
2021-03-19,57.8292,59.4859,57.5912,58.3601,54951650.0
2021-03-20,57.8292,59.4859,57.5912,58.3601,54951650.0
2021-03-21,57.8292,59.4859,57.5912,58.3601,54951650.0
2021-03-22,59.3303,60.7582,59.0923,60.0717,34380148.0
2021-03-23,60.4104,60.4562,57.8201,58.1038,35159952.0
2021-03-24,60.9413,61.7284,56.74,56.7858,74584670.0
2021-03-25,56.4334,57.1519,55.811,56.7675,35401428.0
2021-03-26,56.5661,59.4676,56.5386,59.3761,34705755.0
2021-03-27,56.5661,59.4676,56.5386,59.3761,34705755.0
2021-03-28,56.5661,59.4676,56.5386,59.3761,34705755.0
2021-03-29,58.5901,59.6095,58.2228,59.0374,26161610.0
2021-03-30,58.3692,58.5798,57.8018,58.3692,20709487.0
2021-03-31,58.5889,59.0282,58.1953,58.5798,33013231.0
2021-04-01,59.2434,59.3944,58.1908,59.0832,31416250.0
2021-04-02,59.2434,59.3944,58.1908,59.0832,31416250.0
2021-04-03,59.2434,59.3944,58.1908,59.0832,31416250.0
2021-04-04,59.2434,59.3944,58.1908,59.0832,31416250.0
2021-04-05,59.4493,61.0877,59.2205,60.9047,27947521.0
2021-04-06,60.4668,60.9367,59.7605,60.0076,28771404.0
2021-04-07,60.1083,60.9321,59.8246,60.6392,17793257.0
2021-04-08,61.2982,61.5911,60.7399,61.3715,22224223.0
2021-04-09,61.1404,62.6071,60.987,62.479,27177096.0
2021-04-10,61.1404,62.6071,60.987,62.479,27177096.0
2021-04-11,61.1404,62.6071,60.987,62.479,27177096.0
2021-04-12,62.4241,62.6895,59.2296,59.8658,51266884.0
2021-04-13,60.0534,60.0759,58.772,59.6964,26821990.0
2021-04-14,59.7788,59.8429,58.4333,58.7537,25768415.0
2021-04-15,58.5523,59.6919,58.2868,59.5134,24927676.0
2021-04-16,59.7971,59.971,59.1015,59.2662,24625458.0
2021-04-17,59.7971,59.971,59.1015,59.2662,24625458.0
2021-04-18,59.7971,59.971,59.1015,59.2662,24625458.0
2021-04-19,59.2205,59.2571,57.7285,58.2411,23997675.0
2021-04-20,58.2503,58.3601,57.1244,57.3899,19872123.0
2021-04-21,57.4722,58.3738,57.0237,58.3052,24364209.0
2021-04-22,57.9848,58.4974,57.0054,57.2709,38257616.0
2021-04-23,54.1497,54.9185,52.9964,54.2229,77519832.0
2021-04-24,54.1497,54.9185,52.9964,54.2229,77519832.0
2021-04-25,54.1497,54.9185,52.9964,54.2229,77519832.0
2021-04-26,54.0948,54.4792,53.509,53.7835,39645910.0
2021-04-27,53.5959,53.6646,52.8774,53.0605,38167700.0
2021-04-28,52.6486,53.2344,52.3099,52.7401,30387352.0
2021-04-29,52.9781,53.3625,52.6028,53.3442,23290618.0
2021-04-30,52.7309,53.4815,52.2367,52.6577,30731840.0
