,SOI US Equity,SOI US Equity,SOI US Equity,SOI US Equity,SOI US Equity
2020-03-14,4.4497,4.4879,3.9409,4.4174,676112.0
2020-03-15,4.4497,4.4879,3.9409,4.4174,676112.0
2020-03-16,4.0674,4.4132,3.9522,4.2239,644491.0
2020-03-17,4.2815,4.8043,3.9933,4.6767,619009.0
2020-03-18,4.3721,4.6026,4.1992,4.2321,672499.0
2020-03-19,4.3227,4.6026,4.1086,4.1168,628566.0
2020-03-20,4.1662,4.2486,3.8369,3.9769,754059.0
2020-03-21,4.1662,4.2486,3.8369,3.9769,754059.0
2020-03-22,4.1662,4.2486,3.8369,3.9769,754059.0
2020-03-23,3.9522,4.158,3.7052,3.7463,389804.0
2020-03-24,3.9357,4.4956,3.8369,4.4462,660202.0
2020-03-25,4.4462,4.6767,4.018,4.405,318615.0
2020-03-26,4.545,4.7261,4.1827,4.6191,605607.0
2020-03-27,4.2897,4.7508,4.2156,4.512,429804.0
2020-03-28,4.2897,4.7508,4.2156,4.512,429804.0
2020-03-29,4.2897,4.7508,4.2156,4.512,429804.0
2020-03-30,4.4791,4.6438,4.2321,4.3227,587074.0
2020-03-31,4.4215,4.5944,4.1909,4.3227,672462.0
2020-04-01,4.1662,4.3144,3.9604,4.051,759264.0
2020-04-02,4.1745,4.6109,4.1498,4.4215,628751.0
2020-04-03,4.5285,4.5615,4.1868,4.3803,952705.0
2020-04-04,4.5285,4.5615,4.1868,4.3803,952705.0
2020-04-05,4.5285,4.5615,4.1868,4.3803,952705.0
2020-04-06,4.5615,4.5615,4.1251,4.2568,748585.0
2020-04-07,4.4544,4.6191,4.228,4.3556,749587.0
2020-04-08,4.4215,4.6687,4.3144,4.6685,669906.0
2020-04-09,4.7344,5.1872,4.6191,4.8661,1226437.0
2020-04-10,4.7344,5.1872,4.6191,4.8661,1226437.0
2020-04-11,4.7344,5.1872,4.6191,4.8661,1226437.0
2020-04-12,4.7344,5.1872,4.6191,4.8661,1226437.0
2020-04-13,5.1872,5.2517,4.7591,5.0802,375454.0
2020-04-14,5.1131,5.2119,4.8167,4.9896,287789.0
2020-04-15,4.5038,4.6685,4.2568,4.5038,390722.0
2020-04-16,4.4544,4.5096,4.2733,4.4379,295839.0
2020-04-17,4.5203,4.7261,4.3762,4.5285,872869.0
2020-04-18,4.5203,4.7261,4.3762,4.5285,872869.0
2020-04-19,4.5203,4.7261,4.3762,4.5285,872869.0
2020-04-20,4.3721,4.8908,4.2897,4.4462,849584.0
2020-04-21,4.3885,4.6438,4.2074,4.5615,400246.0
2020-04-22,4.7344,4.8496,4.4709,4.5779,548854.0
2020-04-23,4.8167,5.0884,4.6685,4.9896,735379.0
2020-04-24,5.1049,5.2117,4.7426,4.9402,300871.0
2020-04-25,5.1049,5.2117,4.7426,4.9402,300871.0
2020-04-26,5.1049,5.2117,4.7426,4.9402,300871.0
2020-04-27,4.9484,5.1131,4.7097,5.0225,401994.0
2020-04-28,5.179,5.3683,5.0472,5.3354,314566.0
2020-04-29,5.6318,6.0435,5.6236,5.9118,509346.0
2020-04-30,5.9694,5.9694,5.4425,5.6318,514237.0
2020-05-01,5.9282,6.2658,5.2037,5.3437,849591.0
2020-05-02,5.9282,6.2658,5.2037,5.3437,849591.0
2020-05-03,5.9282,6.2658,5.2037,5.3437,849591.0
2020-05-04,5.3272,5.4095,5.0472,5.3931,429102.0
2020-05-05,5.6401,5.7224,5.2201,5.3025,507439.0
2020-05-06,5.3437,5.4672,4.9747,5.039,845838.0
2020-05-07,5.1378,5.4178,5.0719,5.2201,308069.0
2020-05-08,5.3107,5.7636,5.2695,5.7389,384106.0
2020-05-09,5.3107,5.7636,5.2695,5.7389,384106.0
2020-05-10,5.3107,5.7636,5.2695,5.7389,384106.0
2020-05-11,5.5742,5.6401,5.2695,5.3684,429431.0
2020-05-12,5.3931,5.4754,5.1543,5.2942,586332.0
2020-05-13,5.179,5.2037,4.1662,4.3803,798710.0
2020-05-14,4.4544,4.7467,4.2321,4.512,335399.0
2020-05-15,4.4626,4.6561,4.405,4.6356,428520.0
2020-05-16,4.4626,4.6561,4.405,4.6356,428520.0
2020-05-17,4.4626,4.6561,4.405,4.6356,428520.0
2020-05-18,4.7673,5.2613,4.7673,5.2284,486211.0
2020-05-19,5.1543,5.1625,4.8085,4.8249,378645.0
2020-05-20,4.9649,5.3519,4.9649,5.2366,520323.0
2020-05-21,5.2037,5.3519,5.1707,5.2695,312400.0
2020-05-22,5.3107,5.3107,4.9978,5.1131,196891.0
2020-05-23,5.3107,5.3107,4.9978,5.1131,196891.0
2020-05-24,5.3107,5.3107,4.9978,5.1131,196891.0
2020-05-25,5.3107,5.3107,4.9978,5.1131,196891.0
2020-05-26,5.3766,5.6565,5.2696,5.566,506859.0
2020-05-27,5.7224,5.8129,5.426,5.6071,541446.0
2020-05-28,5.6236,5.8377,5.4425,5.6401,548227.0
2020-05-29,5.5989,5.7224,5.3107,5.7059,1149282.0
2020-05-30,5.5989,5.7224,5.3107,5.7059,1149282.0
2020-05-31,5.5989,5.7224,5.3107,5.7059,1149282.0
2020-06-01,5.6432,5.777,5.4927,5.6599,379779.0
2020-06-02,5.7519,5.986,5.6934,5.9191,178054.0
2020-06-03,6.0194,6.2703,6.0194,6.1783,312441.0
2020-06-04,6.0445,6.4291,5.9693,6.4291,267439.0
2020-06-05,6.7719,7.0979,6.7552,6.8304,348100.0
2020-06-06,6.7719,7.0979,6.7552,6.8304,348100.0
2020-06-07,6.7719,7.0979,6.7552,6.8304,348100.0
2020-06-08,7.2317,7.6079,7.169,7.5745,605297.0
2020-06-09,7.3069,7.3487,6.8973,7.0143,377602.0
2020-06-10,7.0143,7.0143,6.4793,6.6465,378392.0
2020-06-11,6.2034,6.404,5.869,5.9024,408514.0
2020-06-12,6.2786,6.3706,5.9108,6.1532,362577.0
2020-06-13,6.2786,6.3706,5.9108,6.1532,362577.0
2020-06-14,6.2786,6.3706,5.9108,6.1532,362577.0
2020-06-15,5.8188,6.1616,5.6934,5.9776,428068.0
2020-06-16,6.3121,6.4542,6.0863,6.2452,651361.0
2020-06-17,6.3204,6.3204,5.8606,6.0027,378524.0
2020-06-18,5.8857,6.1616,5.8048,6.1281,595246.0
2020-06-19,6.3288,6.3506,5.9358,6.2786,986247.0
2020-06-20,6.3288,6.3506,5.9358,6.2786,986247.0
2020-06-21,6.3288,6.3506,5.9358,6.2786,986247.0
2020-06-22,6.195,6.2619,5.9442,6.1783,381282.0
2020-06-23,6.2703,6.3789,6.1448,6.2368,495638.0
2020-06-24,6.103,6.103,5.6432,5.7268,374339.0
2020-06-25,5.6516,5.9191,5.6516,5.8857,259982.0
2020-06-26,5.7937,5.9526,5.5262,5.9526,1252206.0
2020-06-27,5.7937,5.9526,5.5262,5.9526,1252206.0
2020-06-28,5.7937,5.9526,5.5262,5.9526,1252206.0
2020-06-29,5.9526,6.2117,5.9024,6.0362,442884.0
2020-06-30,6.0194,6.2703,5.9275,6.2034,411847.0
2020-07-01,6.2284,6.3037,5.8773,6.0111,214276.0
2020-07-02,6.1448,6.2452,5.9191,5.9526,258552.0
2020-07-03,6.1448,6.2452,5.9191,5.9526,258552.0
2020-07-04,6.1448,6.2452,5.9191,5.9526,258552.0
2020-07-05,6.1448,6.2452,5.9191,5.9526,258552.0
2020-07-06,6.1532,6.1616,5.8355,6.0529,248897.0
2020-07-07,6.0278,6.6715,5.8523,6.2284,2141201.0
2020-07-08,6.2535,6.3873,5.9264,6.0696,531887.0
2020-07-09,6.0445,6.0445,5.5847,5.6767,818648.0
2020-07-10,5.6014,5.869,5.4342,5.7686,323419.0
2020-07-11,5.6014,5.869,5.4342,5.7686,323419.0
2020-07-12,5.6014,5.869,5.4342,5.7686,323419.0
2020-07-13,5.8439,5.9024,5.685,5.7185,412284.0
2020-07-14,5.685,6.0529,5.6683,5.986,466299.0
2020-07-15,6.1783,6.2502,6.0111,6.1616,326198.0
2020-07-16,6.1365,6.195,5.9693,6.0529,295901.0
2020-07-17,6.0863,6.1657,5.9609,6.0027,140911.0
2020-07-18,6.0863,6.1657,5.9609,6.0027,140911.0
2020-07-19,6.0863,6.1657,5.9609,6.0027,140911.0
2020-07-20,5.9024,6.0194,5.7937,5.8439,286982.0
2020-07-21,5.9609,6.404,5.9484,6.3706,518116.0
2020-07-22,6.287,6.4793,6.1281,6.4124,447173.0
2020-07-23,6.3957,6.6883,6.3622,6.6799,313065.0
2020-07-24,6.6799,6.8052,6.496,6.5963,202426.0
2020-07-25,6.6799,6.8052,6.496,6.5963,202426.0
2020-07-26,6.6799,6.8052,6.496,6.5963,202426.0
2020-07-27,6.6214,6.7301,6.496,6.5545,196998.0
2020-07-28,6.5211,6.5712,6.3121,6.3371,163788.0
2020-07-29,6.3539,6.5127,6.2201,6.496,190683.0
2020-07-30,6.3037,6.5127,6.1281,6.3789,244921.0
2020-07-31,6.0278,6.2201,5.7268,6.0696,410576.0
2020-08-01,6.0278,6.2201,5.7268,6.0696,410576.0
2020-08-02,6.0278,6.2201,5.7268,6.0696,410576.0
2020-08-03,6.0696,6.2368,6.0194,6.1783,190418.0
2020-08-04,6.1616,6.2117,6.0695,6.103,186046.0
2020-08-05,6.195,6.4793,6.1866,6.4709,342875.0
2020-08-06,6.5211,6.5378,6.3288,6.3622,157447.0
2020-08-07,6.3455,6.5587,6.2408,6.5461,393797.0
2020-08-08,6.3455,6.5587,6.2408,6.5461,393797.0
2020-08-09,6.3455,6.5587,6.2408,6.5461,393797.0
2020-08-10,6.5796,6.8053,6.5629,6.7802,309776.0
2020-08-11,6.8973,7.0478,6.705,6.7719,293267.0
2020-08-12,6.914,6.914,6.6966,6.8555,290601.0
2020-08-13,6.6465,6.7635,6.6047,6.6883,195811.0
2020-08-14,6.5963,6.8137,6.5545,6.7552,139805.0
2020-08-15,6.5963,6.8137,6.5545,6.7552,139805.0
2020-08-16,6.5963,6.8137,6.5545,6.7552,139805.0
2020-08-17,6.7133,6.7802,6.5963,6.7301,146131.0
2020-08-18,6.6883,6.7217,6.4542,6.5294,316057.0
2020-08-19,6.5043,6.5796,6.4542,6.4793,87905.0
2020-08-20,6.3539,6.4542,6.2368,6.3957,220680.0
2020-08-21,6.3288,6.3706,6.1866,6.2786,257155.0
2020-08-22,6.3288,6.3706,6.1866,6.2786,257155.0
2020-08-23,6.3288,6.3706,6.1866,6.2786,257155.0
2020-08-24,6.3706,6.6214,6.2953,6.5963,166281.0
2020-08-25,6.6465,6.7217,6.4709,6.5461,144368.0
2020-08-26,6.613,6.613,6.4542,6.5043,216156.0
2020-08-27,6.5294,6.5628,6.4249,6.4876,93511.0
2020-08-28,6.5378,6.7133,6.4458,6.6966,192460.0
2020-08-29,6.5378,6.7133,6.4458,6.6966,192460.0
2020-08-30,6.5378,6.7133,6.4458,6.6966,192460.0
2020-08-31,6.6799,6.6799,6.4542,6.5043,506280.0
2020-09-01,6.5545,6.5629,6.3873,6.4709,211581.0
2020-09-02,6.4375,6.4793,6.3539,6.3789,179159.0
2020-09-03,6.4086,6.54,6.3154,6.4171,214006.0
2020-09-04,6.5442,6.5569,6.3323,6.4171,226206.0
2020-09-05,6.5442,6.5569,6.3323,6.4171,226206.0
2020-09-06,6.5442,6.5569,6.3323,6.4171,226206.0
2020-09-07,6.5442,6.5569,6.3323,6.4171,226206.0
2020-09-08,6.2899,6.3747,6.078,6.2136,288730.0
2020-09-09,6.256,6.3662,6.1119,6.1373,289404.0
2020-09-10,6.1373,6.1543,5.8491,5.8576,270945.0
2020-09-11,5.883,5.883,5.5948,5.6287,208688.0
2020-09-12,5.883,5.883,5.5948,5.6287,208688.0
2020-09-13,5.883,5.883,5.5948,5.6287,208688.0
2020-09-14,5.6372,5.6411,5.4168,5.5609,290510.0
2020-09-15,5.5694,5.7678,5.5524,5.5609,230846.0
2020-09-16,5.6372,5.9678,5.5439,5.9,636698.0
2020-09-17,5.8067,5.9678,5.7347,5.9,485509.0
2020-09-18,5.9169,6.0102,5.6542,5.6796,547366.0
2020-09-19,5.9169,6.0102,5.6542,5.6796,547366.0
2020-09-20,5.9169,6.0102,5.6542,5.6796,547366.0
2020-09-21,5.5185,5.6118,5.3659,5.6033,323347.0
2020-09-22,5.5948,5.6542,5.2727,5.4761,500092.0
2020-09-23,5.4761,5.51,5.2133,5.2642,322342.0
2020-09-24,5.2557,5.4422,5.171,5.2642,333311.0
2020-09-25,5.2473,5.3151,5.1667,5.2388,167570.0
2020-09-26,5.2473,5.3151,5.1667,5.2388,167570.0
2020-09-27,5.2473,5.3151,5.1667,5.2388,167570.0
2020-09-28,5.3235,5.6033,5.3235,5.4761,338704.0
2020-09-29,5.4337,5.5863,5.3405,5.5779,428144.0
2020-09-30,5.5948,5.6542,5.2981,5.3744,253113.0
2020-10-01,5.3066,5.51,5.2939,5.5016,236315.0
2020-10-02,5.3066,5.527,5.2727,5.4677,210013.0
2020-10-03,5.3066,5.527,5.2727,5.4677,210013.0
2020-10-04,5.3066,5.527,5.2727,5.4677,210013.0
2020-10-05,5.527,5.6965,5.4931,5.6542,141787.0
2020-10-06,5.722,5.7347,5.4422,5.4592,443050.0
2020-10-07,5.4846,5.5439,5.3998,5.4422,151024.0
2020-10-08,5.5185,5.6626,5.5185,5.6202,303638.0
2020-10-09,5.6202,5.6372,5.4931,5.5016,171469.0
2020-10-10,5.6202,5.6372,5.4931,5.5016,171469.0
2020-10-11,5.6202,5.6372,5.4931,5.5016,171469.0
2020-10-12,5.4846,5.5609,5.3829,5.527,153008.0
2020-10-13,5.51,5.5694,5.3829,5.4253,96437.0
2020-10-14,5.4253,5.6202,5.4253,5.4846,155210.0
2020-10-15,5.3744,5.5609,5.2981,5.5524,140150.0
2020-10-16,5.4846,5.5694,5.3066,5.3235,104530.0
2020-10-17,5.4846,5.5694,5.3066,5.3235,104530.0
2020-10-18,5.4846,5.5694,5.3066,5.3235,104530.0
2020-10-19,5.3405,5.527,5.2557,5.2642,132709.0
2020-10-20,5.2812,5.4422,5.2812,5.3914,106866.0
2020-10-21,5.3575,5.3998,5.1286,5.1286,134684.0
2020-10-22,5.171,5.4168,5.1201,5.3066,159571.0
2020-10-23,5.332,5.4253,5.2388,5.3405,130971.0
2020-10-24,5.332,5.4253,5.2388,5.3405,130971.0
2020-10-25,5.332,5.4253,5.2388,5.3405,130971.0
2020-10-26,5.2473,5.2557,5.0862,5.154,200637.0
2020-10-27,5.1201,5.1625,5.0608,5.0862,159829.0
2020-10-28,5.0099,5.0489,4.8065,4.9082,190274.0
2020-10-29,4.8404,4.9675,4.7047,4.9167,206840.0
2020-10-30,4.8234,5.1455,4.7895,5.0269,230327.0
2020-10-31,4.8234,5.1455,4.7895,5.0269,230327.0
2020-11-01,4.8234,5.1455,4.7895,5.0269,230327.0
2020-11-02,5.0438,5.3829,5.0099,5.2388,151294.0
2020-11-03,5.3829,5.4677,5.154,5.2049,193000.0
2020-11-04,5.1286,5.2896,4.8912,5.0523,145836.0
2020-11-05,5.0608,5.2388,4.9506,4.959,166070.0
2020-11-06,4.9675,5.0692,4.8827,5.0353,276365.0
2020-11-07,4.9675,5.0692,4.8827,5.0353,276365.0
2020-11-08,4.9675,5.0692,4.8827,5.0353,276365.0
2020-11-09,5.4931,5.7983,5.3914,5.5016,323808.0
2020-11-10,5.6542,5.8746,5.51,5.7813,198018.0
2020-11-11,5.8322,5.8322,5.527,5.6796,138811.0
2020-11-12,5.5948,5.705,5.4083,5.4592,160345.0
2020-11-13,5.5016,5.5948,5.349,5.5355,96991.0
2020-11-14,5.5016,5.5948,5.349,5.5355,96991.0
2020-11-15,5.5016,5.5948,5.349,5.5355,96991.0
2020-11-16,5.7898,5.9763,5.722,5.8915,239282.0
2020-11-17,5.8406,5.9339,5.7644,5.8661,219729.0
2020-11-18,5.9,6.1204,5.8237,5.8237,316796.0
2020-11-19,5.7644,5.9763,5.7188,5.9254,230950.0
2020-11-20,5.8661,5.9508,5.7813,5.8406,283779.0
2020-11-21,5.8661,5.9508,5.7813,5.8406,283779.0
2020-11-22,5.8661,5.9508,5.7813,5.8406,283779.0
2020-11-23,5.8746,6.2052,5.8746,6.078,306483.0
2020-11-24,6.256,6.4001,6.1458,6.3154,291568.0
2020-11-25,6.2853,6.44,5.9671,6.0789,200838.0
2020-11-26,6.2853,6.44,5.9671,6.0789,200838.0
2020-11-27,6.0273,6.0273,5.821,5.9757,80427.0
2020-11-28,6.0273,6.0273,5.821,5.9757,80427.0
2020-11-29,6.0273,6.0273,5.821,5.9757,80427.0
2020-11-30,5.9327,5.9413,5.7608,5.778,255361.0
2020-12-01,5.9241,5.9929,5.735,5.9327,340645.0
2020-12-02,5.9327,6.1735,5.9327,6.1477,274473.0
2020-12-03,6.5432,6.5518,6.1649,6.2509,246335.0
2020-12-04,6.3626,6.6722,6.2423,6.5776,236725.0
2020-12-05,6.3626,6.6722,6.2423,6.5776,236725.0
2020-12-06,6.3626,6.6722,6.2423,6.5776,236725.0
2020-12-07,6.4744,6.7496,6.3798,6.6464,190323.0
2020-12-08,6.5604,7.0677,6.5174,7.0591,279108.0
2020-12-09,7.0935,7.5492,7.0935,7.3772,385904.0
2020-12-10,7.3514,7.8931,7.2927,7.8673,316087.0
2020-12-11,7.7899,8.2714,7.6868,8.2628,332564.0
2020-12-12,7.7899,8.2714,7.6868,8.2628,332564.0
2020-12-13,7.7899,8.2714,7.6868,8.2628,332564.0
2020-12-14,8.4262,8.5036,8.1597,8.3402,413211.0
2020-12-15,8.4606,8.4946,8.1769,8.323,490566.0
2020-12-16,8.3832,8.3832,8.2374,8.3316,320751.0
2020-12-17,8.3488,8.3488,7.8587,7.9791,482347.0
2020-12-18,7.9791,8.0909,7.5148,7.5148,728934.0
2020-12-19,7.9791,8.0909,7.5148,7.5148,728934.0
2020-12-20,7.9791,8.0909,7.5148,7.5148,728934.0
2020-12-21,7.2397,7.4933,7.1537,7.2139,395204.0
2020-12-22,7.1365,7.1881,6.9129,6.9817,351342.0
2020-12-23,7.0591,7.3084,7.0419,7.2912,497517.0
2020-12-24,7.3342,7.36,7.0505,7.1365,80683.0
2020-12-25,7.3342,7.36,7.0505,7.1365,80683.0
2020-12-26,7.3342,7.36,7.0505,7.1365,80683.0
2020-12-27,7.3342,7.36,7.0505,7.1365,80683.0
2020-12-28,7.1967,7.3342,7.0247,7.0505,127376.0
2020-12-29,7.0935,7.2139,6.8871,6.9559,275511.0
2020-12-30,6.9731,7.1623,6.9731,7.0849,146217.0
2020-12-31,7.0505,7.1623,6.9989,6.9989,133133.0
2021-01-01,7.0505,7.1623,6.9989,6.9989,133133.0
2021-01-02,7.0505,7.1623,6.9989,6.9989,133133.0
2021-01-03,7.0505,7.1623,6.9989,6.9989,133133.0
2021-01-04,7.1365,7.2826,6.9258,7.1795,337304.0
2021-01-05,7.2655,7.8415,7.1838,7.5148,409303.0
2021-01-06,7.7212,7.9791,7.6094,7.8243,229550.0
2021-01-07,7.8673,7.9576,7.6954,7.8759,186431.0
2021-01-08,7.9275,7.9533,7.7727,7.7985,322601.0
2021-01-09,7.9275,7.9533,7.7727,7.7985,322601.0
2021-01-10,7.9275,7.9533,7.7727,7.7985,322601.0
2021-01-11,7.6782,8.1941,7.6782,8.1941,279498.0
2021-01-12,8.3144,8.6584,8.2199,8.5552,297373.0
2021-01-13,8.5896,8.5896,8.0823,8.5036,208606.0
2021-01-14,8.5122,9.286,8.5122,9.1742,327794.0
2021-01-15,9.2,9.243,8.7271,8.9077,315526.0
2021-01-16,9.2,9.243,8.7271,8.9077,315526.0
2021-01-17,9.2,9.243,8.7271,8.9077,315526.0
2021-01-18,9.2,9.243,8.7271,8.9077,315526.0
2021-01-19,9.0883,9.0883,8.667,8.9163,274560.0
2021-01-20,9.1313,9.1399,8.5552,8.7443,284074.0
2021-01-21,8.7443,8.8217,8.2628,8.4262,216004.0
2021-01-22,8.2542,8.7443,8.1683,8.7271,214794.0
2021-01-23,8.2542,8.7443,8.1683,8.7271,214794.0
2021-01-24,8.2542,8.7443,8.1683,8.7271,214794.0
2021-01-25,8.7787,8.7787,8.2284,8.4434,189052.0
2021-01-26,8.5122,8.6231,8.2628,8.323,129496.0
2021-01-27,8.1769,8.323,7.777,7.7899,193200.0
2021-01-28,7.8501,7.9791,7.704,7.8759,187843.0
2021-01-29,7.8587,8.0737,7.7555,7.8243,214090.0
2021-01-30,7.8587,8.0737,7.7555,7.8243,214090.0
2021-01-31,7.8587,8.0737,7.7555,7.8243,214090.0
2021-02-01,7.9275,8.1511,7.6782,8.0737,190973.0
2021-02-02,8.3058,8.3402,8.0221,8.1855,160710.0
2021-02-03,8.1855,8.409,8.1683,8.3402,157685.0
2021-02-04,8.3746,8.581,8.1726,8.4692,320612.0
2021-02-05,8.5982,8.6584,8.4176,8.5208,154058.0
2021-02-06,8.5982,8.6584,8.4176,8.5208,154058.0
2021-02-07,8.5982,8.6584,8.4176,8.5208,154058.0
2021-02-08,8.6326,8.9679,8.5724,8.8819,456068.0
2021-02-09,8.9765,9.7159,8.7271,9.5354,1065618.0
2021-02-10,9.8277,10.0083,9.6128,9.9051,542646.0
2021-02-11,10.0169,10.1304,9.372,9.6299,332184.0
2021-02-12,9.7589,10.4984,9.6385,10.464,412179.0
2021-02-13,9.7589,10.4984,9.6385,10.464,412179.0
2021-02-14,9.7589,10.4984,9.6385,10.464,412179.0
2021-02-15,9.7589,10.4984,9.6385,10.464,412179.0
2021-02-16,10.7477,10.7477,10.2318,10.4554,270406.0
2021-02-17,10.4554,10.6101,10.1286,10.2318,330942.0
2021-02-18,10.1802,10.3092,9.7159,9.8879,179900.0
2021-02-19,9.8879,10.0169,9.8088,10.0083,202866.0
2021-02-20,9.8879,10.0169,9.8088,10.0083,202866.0
2021-02-21,9.8879,10.0169,9.8088,10.0083,202866.0
2021-02-22,10.1372,10.3092,9.9309,10.2146,298355.0
2021-02-23,10.2318,10.4812,9.9997,10.4296,416302.0
2021-02-24,10.5156,10.9283,10.3006,10.378,458884.0
2021-02-25,10.6617,10.6617,9.4838,9.8707,599190.0
2021-02-26,10.1286,10.6647,9.9739,10.1544,521872.0
2021-02-27,10.1286,10.6647,9.9739,10.1544,521872.0
2021-02-28,10.1286,10.6647,9.9739,10.1544,521872.0
2021-03-01,10.6273,10.9971,10.1974,10.3608,628975.0
2021-03-02,10.4984,10.6101,9.9825,9.9997,421822.0
2021-03-03,10.0599,10.3694,9.8621,9.8707,331155.0
2021-03-04,9.8707,10.2318,9.6128,10.1716,504320.0
2021-03-05,10.5843,11.0229,10.3178,10.9713,623412.0
2021-03-06,10.5843,11.0229,10.3178,10.9713,623412.0
2021-03-07,10.5843,11.0229,10.3178,10.9713,623412.0
2021-03-08,11.083,11.4528,10.8251,11.4184,460040.0
2021-03-09,11.4356,11.4399,11.0615,11.427,1021979.0
2021-03-10,11.5301,12.1234,11.4442,12.0546,603295.0
2021-03-11,12.0546,12.6393,11.9171,12.4158,701828.0
2021-03-12,12.5067,12.6799,12.2209,12.6626,607715.0
2021-03-13,12.5067,12.6799,12.2209,12.6626,607715.0
2021-03-14,12.5067,12.6799,12.2209,12.6626,607715.0
2021-03-15,12.6366,12.8185,12.1256,12.7838,585878.0
2021-03-16,12.5413,12.8445,12.0996,12.5587,1020395.0
2021-03-17,12.4374,12.8185,12.2209,12.8098,422823.0
2021-03-18,12.8272,13.0567,12.5587,12.5587,1318445.0
2021-03-19,12.5587,12.5846,11.2681,11.2855,682399.0
2021-03-20,12.5587,12.5846,11.2681,11.2855,682399.0
2021-03-21,12.5587,12.5846,11.2681,11.2855,682399.0
2021-03-22,11.2162,11.2595,10.6099,10.8784,413289.0
2021-03-23,10.5839,11.2508,10.5493,10.9823,963393.0
2021-03-24,11.0776,11.45,10.9823,11.1036,404909.0
2021-03-25,11.017,11.2422,10.3565,11.1556,346632.0
2021-03-26,11.3288,11.4327,11.1036,11.3201,259645.0
2021-03-27,11.3288,11.4327,11.1036,11.3201,259645.0
2021-03-28,11.3288,11.4327,11.1036,11.3201,259645.0
2021-03-29,11.3721,11.5472,10.7745,10.7831,170525.0
2021-03-30,10.6965,10.8438,10.5406,10.6186,203134.0
2021-03-31,10.6445,10.7398,10.48,10.6272,264438.0
2021-04-01,10.6445,11.1209,10.5233,11.1036,215437.0
2021-04-02,10.6445,11.1209,10.5233,11.1036,215437.0
2021-04-03,10.6445,11.1209,10.5233,11.1036,215437.0
2021-04-04,10.6445,11.1209,10.5233,11.1036,215437.0
2021-04-05,11.1296,11.1556,10.4194,10.7052,322618.0
2021-04-06,10.7225,11.0381,10.6099,10.6359,147281.0
2021-04-07,10.6445,10.8438,10.4627,10.5233,311315.0
2021-04-08,10.5233,10.7138,10.1335,10.6619,212943.0
2021-04-09,10.3674,10.5579,10.1335,10.1682,245362.0
2021-04-10,10.3674,10.5579,10.1335,10.1682,245362.0
2021-04-11,10.3674,10.5579,10.1335,10.1682,245362.0
2021-04-12,10.1855,10.3327,9.8997,9.9603,177002.0
2021-04-13,9.9257,9.9257,9.6225,9.7438,246094.0
2021-04-14,9.7351,10.4453,9.7178,10.1509,214814.0
2021-04-15,10.1768,10.1768,9.7352,9.9603,127128.0
2021-04-16,10.0556,10.1249,9.6658,9.7005,242998.0
2021-04-17,10.0556,10.1249,9.6658,9.7005,242998.0
2021-04-18,10.0556,10.1249,9.6658,9.7005,242998.0
2021-04-19,9.6052,9.8304,9.5273,9.6745,170057.0
2021-04-20,9.6225,9.7265,9.1548,9.3021,158607.0
2021-04-21,9.0249,9.0769,8.4966,8.9296,1205809.0
2021-04-22,8.7997,9.0163,8.7144,8.7997,417089.0
2021-04-23,8.7218,9.0163,8.6265,8.895,212774.0
2021-04-24,8.7218,9.0163,8.6265,8.895,212774.0
2021-04-25,8.7218,9.0163,8.6265,8.895,212774.0
2021-04-26,8.843,9.0249,8.7391,9.0076,320673.0
2021-04-27,8.895,9.1548,8.8517,9.0163,197799.0
2021-04-28,9.0509,9.6312,9.0509,9.5273,211900.0
2021-04-29,9.5879,9.7178,9.406,9.6745,284753.0
2021-04-30,9.4666,9.6572,9.4406,9.4753,351058.0
2021-05-01,9.4666,9.6572,9.4406,9.4753,351058.0
2021-05-02,9.4666,9.6572,9.4406,9.4753,351058.0
2021-05-03,9.5619,10.1422,9.5619,10.0729,406693.0
2021-05-04,10.1076,10.1682,9.1895,9.1895,510082.0
2021-05-05,8.8777,9.07,8.5919,8.843,522494.0
2021-05-06,8.7911,8.843,8.5052,8.7824,349253.0
2021-05-07,8.7651,9.3194,8.6698,9.3194,520961.0
2021-05-08,8.7651,9.3194,8.6698,9.3194,520961.0
2021-05-09,8.7651,9.3194,8.6698,9.3194,520961.0
2021-05-10,9.3194,9.5706,8.9383,8.9383,300207.0
2021-05-11,8.6611,8.9643,8.6178,8.6611,197290.0
2021-05-12,8.6611,9.1202,8.6611,8.8084,302087.0
2021-05-13,8.7564,8.869,8.5182,8.6611,327675.0
2021-05-14,8.7478,9.1029,8.7434,8.947,231243.0
2021-05-15,8.7478,9.1029,8.7434,8.947,231243.0
2021-05-16,8.7478,9.1029,8.7434,8.947,231243.0
2021-05-17,8.8257,9.0942,8.7824,9.0855,215742.0
2021-05-18,9.0855,9.1202,8.7391,8.7478,156773.0
2021-05-19,8.5052,8.7911,8.41,8.7478,383501.0
2021-05-20,8.7131,8.7131,8.358,8.6178,303564.0
2021-05-21,8.7391,8.869,8.6158,8.6525,157891.0
2021-05-22,8.7391,8.869,8.6158,8.6525,157891.0
2021-05-23,8.7391,8.869,8.6158,8.6525,157891.0
2021-05-24,8.7045,8.817,8.3667,8.5919,292621.0
2021-05-25,8.5572,8.6308,8.1848,8.4013,302861.0
2021-05-26,8.384,8.7131,8.332,8.6352,283414.0
2021-05-27,8.6438,8.8777,8.6005,8.7391,352995.0
