,WDR US Equity,WDR US Equity,WDR US Equity,WDR US Equity,WDR US Equity
2020-03-12,9.3132,11.0682,9.1648,9.9911,3326714.0
2020-03-13,10.5296,11.0774,10.2325,11.031,2572193.0
2020-03-14,10.5296,11.0774,10.2325,11.031,2572193.0
2020-03-15,10.5296,11.0774,10.2325,11.031,2572193.0
2020-03-16,9.4154,11.2353,9.4154,10.6875,2465295.0
2020-03-17,10.8917,12.331,10.7617,12.1546,3337661.0
2020-03-18,11.3189,12.7488,10.8082,11.8203,2709615.0
2020-03-19,11.6624,12.656,11.6346,11.7831,2190434.0
2020-03-20,11.9038,12.0524,10.6039,10.966,3411477.0
2020-03-21,11.9038,12.0524,10.6039,10.966,3411477.0
2020-03-22,11.9038,12.0524,10.6039,10.966,3411477.0
2020-03-23,11.1424,11.4117,10.1768,10.381,1201030.0
2020-03-24,10.8453,11.291,10.2835,10.5389,1650464.0
2020-03-25,10.6875,11.0496,10.3625,10.4832,1654643.0
2020-03-26,10.6782,10.9846,10.1768,10.9475,1577274.0
2020-03-27,10.251,10.8314,10.0282,10.446,1159096.0
2020-03-28,10.251,10.8314,10.0282,10.446,1159096.0
2020-03-29,10.251,10.8314,10.0282,10.446,1159096.0
2020-03-30,10.511,11.0403,10.2975,10.8267,1010045.0
2020-03-31,10.7525,10.836,10.3532,10.5668,859396.0
2020-04-01,10.0282,10.2325,9.8982,10.1025,948359.0
2020-04-02,10.0932,10.6503,10.0189,10.4925,768266.0
2020-04-03,10.4182,10.6225,9.8982,10.1953,1049875.0
2020-04-04,10.4182,10.6225,9.8982,10.1953,1049875.0
2020-04-05,10.4182,10.6225,9.8982,10.1953,1049875.0
2020-04-06,10.576,10.9939,10.4089,10.9382,999046.0
2020-04-07,11.356,11.3932,10.6875,10.8175,1147148.0
2020-04-08,10.9123,11.3773,10.6609,11.2634,1181597.0
2020-04-09,11.4627,12.108,11.2634,12.0605,1986900.0
2020-04-10,11.4627,12.108,11.2634,12.0605,1986900.0
2020-04-11,11.4627,12.108,11.2634,12.0605,1986900.0
2020-04-12,11.4627,12.108,11.2634,12.0605,1986900.0
2020-04-13,11.8897,12.032,11.5975,11.8423,1067343.0
2020-04-14,12.1554,12.2977,11.9561,12.2977,1310474.0
2020-04-15,11.7569,12.0036,11.5481,11.8233,1168232.0
2020-04-16,11.8707,12.0605,11.2634,11.624,1154805.0
2020-04-17,11.9466,12.1364,11.7284,12.0226,936043.0
2020-04-18,11.9466,12.1364,11.7284,12.0226,936043.0
2020-04-19,11.9466,12.1364,11.7284,12.0226,936043.0
2020-04-20,11.8233,12.1934,11.6904,12.07,616313.0
2020-04-21,11.7379,12.0605,11.6525,11.9182,603155.0
2020-04-22,12.0985,12.2028,11.9087,12.0036,599778.0
2020-04-23,11.9277,12.089,11.5196,11.5766,1360083.0
2020-04-24,11.6145,11.8612,11.5007,11.5766,894871.0
2020-04-25,11.6145,11.8612,11.5007,11.5766,894871.0
2020-04-26,11.6145,11.8612,11.5007,11.5766,894871.0
2020-04-27,11.7948,12.4211,11.6999,12.3831,1974800.0
2020-04-28,12.9335,13.9204,12.6204,13.351,2418619.0
2020-04-29,13.7685,13.9014,13.0758,13.7116,1243641.0
2020-04-30,13.4649,13.8824,13.37,13.8065,1081163.0
2020-05-01,13.4554,13.6357,13.2466,13.37,697342.0
2020-05-02,13.4554,13.6357,13.2466,13.37,697342.0
2020-05-03,13.4554,13.6357,13.2466,13.37,697342.0
2020-05-04,13.1043,13.4839,13.0474,13.3795,714008.0
2020-05-05,13.5977,13.7021,12.943,12.9715,1055120.0
2020-05-06,13.0758,13.0948,12.5445,12.7058,731359.0
2020-05-07,12.9145,12.9999,12.758,12.8576,601738.0
2020-05-08,13.0569,13.3747,13.0189,13.332,616697.0
2020-05-09,13.0569,13.3747,13.0189,13.332,616697.0
2020-05-10,13.0569,13.3747,13.0189,13.332,616697.0
2020-05-11,13.1992,13.5645,13.0758,13.4934,1049060.0
2020-05-12,13.5693,13.7021,13.1043,13.1233,1350868.0
2020-05-13,13.0284,13.0284,12.0985,12.2977,958026.0
2020-05-14,12.0795,12.3547,11.8233,12.3072,1408960.0
2020-05-15,12.1934,12.6061,12.089,12.1934,2295236.0
2020-05-16,12.1934,12.6061,12.089,12.1934,2295236.0
2020-05-17,12.1934,12.6061,12.089,12.1934,2295236.0
2020-05-18,12.4875,13.2182,12.4875,13.0284,1309242.0
2020-05-19,12.924,12.943,12.4401,12.4401,1146937.0
2020-05-20,12.6678,12.905,12.6346,12.7722,984291.0
2020-05-21,12.7437,12.9809,12.7105,12.7247,1192007.0
2020-05-22,12.8576,12.8576,12.293,12.535,722092.0
2020-05-23,12.8576,12.8576,12.293,12.535,722092.0
2020-05-24,12.8576,12.8576,12.293,12.535,722092.0
2020-05-25,12.8576,12.8576,12.293,12.535,722092.0
2020-05-26,12.9145,13.1517,12.7058,12.8861,1727054.0
2020-05-27,13.2371,13.37,12.9999,13.3131,1050759.0
2020-05-28,13.4459,13.4459,12.6868,12.6868,792240.0
2020-05-29,12.5065,12.7532,12.1649,12.3737,1268932.0
2020-05-30,12.5065,12.7532,12.1649,12.3737,1268932.0
2020-05-31,12.5065,12.7532,12.1649,12.3737,1268932.0
2020-06-01,12.4591,12.7058,12.2882,12.6204,1151048.0
2020-06-02,12.7532,13.0948,12.6583,13.0284,961860.0
2020-06-03,13.2371,13.778,13.2371,13.6262,1186606.0
2020-06-04,13.5028,13.8112,13.37,13.797,909725.0
2020-06-05,14.3474,15.0495,14.243,14.5941,1833972.0
2020-06-06,14.3474,15.0495,14.243,14.5941,1833972.0
2020-06-07,14.3474,15.0495,14.243,14.5941,1833972.0
2020-06-08,14.8218,15.1634,14.5536,15.1444,1381279.0
2020-06-09,14.8408,15.2109,14.6415,15.0875,875052.0
2020-06-10,15.116,15.1729,14.7079,14.7933,1399930.0
2020-06-11,14.224,14.4992,13.6452,13.7211,1237068.0
2020-06-12,14.2335,14.2335,13.6736,14.0437,1244788.0
2020-06-13,14.2335,14.2335,13.6736,14.0437,1244788.0
2020-06-14,14.2335,14.2335,13.6736,14.0437,1244788.0
2020-06-15,13.6072,14.5087,13.6072,14.3284,1186991.0
2020-06-16,14.9262,14.9262,14.2714,14.4517,805546.0
2020-06-17,14.4423,14.7459,14.3569,14.5277,1024331.0
2020-06-18,14.2999,14.7269,14.262,14.67,683485.0
2020-06-19,14.8693,14.9452,14.5371,14.7839,2362993.0
2020-06-20,14.8693,14.9452,14.5371,14.7839,2362993.0
2020-06-21,14.8693,14.9452,14.5371,14.7839,2362993.0
2020-06-22,14.67,14.7839,14.5466,14.6415,667988.0
2020-06-23,14.8693,14.8882,14.5277,14.6036,708346.0
2020-06-24,14.4233,14.5466,14.1576,14.205,1195084.0
2020-06-25,14.1386,14.4328,14.0912,14.3948,1079344.0
2020-06-26,14.262,14.2904,13.759,13.9678,1536122.0
2020-06-27,14.262,14.2904,13.759,13.9678,1536122.0
2020-06-28,14.262,14.2904,13.759,13.9678,1536122.0
2020-06-29,14.205,14.4707,14.1244,14.3284,857133.0
2020-06-30,14.2335,14.7839,14.2335,14.7174,1114542.0
2020-07-01,14.689,14.7933,14.3497,14.5561,1407436.0
2020-07-02,14.9167,15.5335,14.5656,14.6985,1375246.0
2020-07-03,14.9167,15.5335,14.5656,14.6985,1375246.0
2020-07-04,14.9167,15.5335,14.5656,14.6985,1375246.0
2020-07-05,14.9167,15.5335,14.5656,14.6985,1375246.0
2020-07-06,15.059,15.0875,14.6415,14.7554,698765.0
2020-07-07,14.6415,14.9547,14.5561,14.7364,1125541.0
2020-07-08,14.7839,15.078,14.7079,14.9357,699579.0
2020-07-09,14.9072,15.059,14.224,14.2714,1386272.0
2020-07-10,14.3486,14.9083,14.3486,14.8697,835346.0
2020-07-11,14.3486,14.9083,14.3486,14.8697,835346.0
2020-07-12,14.3486,14.9083,14.3486,14.8697,835346.0
2020-07-13,15.053,15.0627,13.9337,14.4934,1345526.0
2020-07-14,14.5706,14.725,14.3679,14.4644,1016939.0
2020-07-15,14.725,15.1495,14.5416,15.0241,1052254.0
2020-07-16,14.8697,15.1544,14.8311,15.0337,498172.0
2020-07-17,15.0434,15.1109,14.725,14.7443,599360.0
2020-07-18,15.0434,15.1109,14.725,14.7443,599360.0
2020-07-19,15.0434,15.1109,14.725,14.7443,599360.0
2020-07-20,14.5706,14.6381,14.4114,14.4355,617481.0
2020-07-21,14.5223,15.0,14.4934,14.918,909264.0
2020-07-22,14.7925,14.8794,14.3872,14.4355,603774.0
2020-07-23,14.2135,14.7684,14.2135,14.696,999076.0
2020-07-24,14.6864,14.8601,14.3149,14.3679,635961.0
2020-07-25,14.6864,14.8601,14.3149,14.3679,635961.0
2020-07-26,14.6864,14.8601,14.3149,14.3679,635961.0
2020-07-27,14.2425,14.7829,14.2039,14.696,923712.0
2020-07-28,14.3293,14.5995,13.7214,14.146,1687211.0
2020-07-29,14.2328,14.7539,14.0206,14.3293,1150952.0
2020-07-30,14.1267,14.146,13.8565,14.0399,684485.0
2020-07-31,14.0206,14.1669,13.9337,14.0785,1009635.0
2020-08-01,14.0206,14.1669,13.9337,14.0785,1009635.0
2020-08-02,14.0206,14.1669,13.9337,14.0785,1009635.0
2020-08-03,14.0302,14.1267,13.9048,13.9434,870108.0
2020-08-04,13.8855,14.0206,13.7697,13.9241,879005.0
2020-08-05,14.0688,14.5272,13.982,14.503,769501.0
2020-08-06,14.4451,14.4596,14.175,14.3486,711841.0
2020-08-07,14.2714,14.8118,14.2714,14.8022,556419.0
2020-08-08,14.2714,14.8118,14.2714,14.8022,556419.0
2020-08-09,14.2714,14.8118,14.2714,14.8022,556419.0
2020-08-10,14.918,15.164,14.8311,15.0337,855894.0
2020-08-11,15.246,15.4776,15.0,15.053,780665.0
2020-08-12,15.2557,15.4873,14.9373,15.1013,669990.0
2020-08-13,14.9469,15.1324,14.7973,14.8794,511891.0
2020-08-14,14.7443,15.1109,14.7443,14.9566,483768.0
2020-08-15,14.7443,15.1109,14.7443,14.9566,483768.0
2020-08-16,14.7443,15.1109,14.7443,14.9566,483768.0
2020-08-17,14.9758,15.1302,14.8697,15.053,431451.0
2020-08-18,14.9951,15.1881,14.9373,15.1206,560349.0
2020-08-19,15.1013,15.4477,15.1013,15.1881,825033.0
2020-08-20,15.0048,15.1399,14.8408,14.8408,565345.0
2020-08-21,14.7636,14.9951,14.6188,14.7443,547036.0
2020-08-22,14.7636,14.9951,14.6188,14.7443,547036.0
2020-08-23,14.7636,14.9951,14.6188,14.7443,547036.0
2020-08-24,14.8311,15.246,14.7925,15.1881,643683.0
2020-08-25,15.3715,15.4583,15.2267,15.2653,666655.0
2020-08-26,15.2074,15.275,15.0627,15.1109,505865.0
2020-08-27,15.082,15.4294,15.082,15.1399,794681.0
2020-08-28,15.2557,15.2557,14.9662,15.1978,568139.0
2020-08-29,15.2557,15.2557,14.9662,15.1978,568139.0
2020-08-30,15.2557,15.2557,14.9662,15.1978,568139.0
2020-08-31,15.1495,15.4197,15.0916,15.1978,846477.0
2020-09-01,15.1109,15.193,14.9758,15.1399,747139.0
2020-09-02,15.1013,15.5645,15.0723,15.5259,870054.0
2020-09-03,15.5066,15.7382,15.1688,15.2943,840290.0
2020-09-04,15.4969,15.5838,15.1833,15.2267,881419.0
2020-09-05,15.4969,15.5838,15.1833,15.2267,881419.0
2020-09-06,15.4969,15.5838,15.1833,15.2267,881419.0
2020-09-07,15.4969,15.5838,15.1833,15.2267,881419.0
2020-09-08,15.1495,15.1495,14.5802,14.9373,1012684.0
2020-09-09,15.0627,15.3039,14.9373,15.1109,946841.0
2020-09-10,15.1302,15.1495,14.6574,14.6574,774443.0
2020-09-11,14.7153,14.8311,14.4837,14.5223,1038465.0
2020-09-12,14.7153,14.8311,14.4837,14.5223,1038465.0
2020-09-13,14.7153,14.8311,14.4837,14.5223,1038465.0
2020-09-14,14.7153,14.8359,14.5368,14.7539,1142306.0
2020-09-15,14.8118,14.9373,14.7491,14.8311,714243.0
2020-09-16,14.8697,15.2557,14.8022,15.1109,759094.0
2020-09-17,14.9566,15.164,14.9083,14.9855,670306.0
2020-09-18,14.9951,15.1785,14.8504,14.9566,1657990.0
2020-09-19,14.9951,15.1785,14.8504,14.9566,1657990.0
2020-09-20,14.9951,15.1785,14.8504,14.9566,1657990.0
2020-09-21,14.6285,14.8311,14.1267,14.2328,1026012.0
2020-09-22,14.2618,14.4162,14.1171,14.1653,695605.0
2020-09-23,14.175,14.2714,13.4995,13.5091,1605925.0
2020-09-24,13.5284,13.9482,13.4512,13.596,773165.0
2020-09-25,13.4705,13.76,13.4368,13.76,828745.0
2020-09-26,13.4705,13.76,13.4368,13.76,828745.0
2020-09-27,13.4705,13.76,13.4368,13.76,828745.0
2020-09-28,13.9241,14.4982,13.9241,14.4258,852005.0
2020-09-29,14.339,14.3776,14.0206,14.1557,694379.0
2020-09-30,14.2135,14.5127,14.2135,14.3293,883883.0
2020-10-01,14.3293,14.4017,13.8951,14.0399,694220.0
2020-10-02,13.8662,14.6671,13.8613,14.5223,1050296.0
2020-10-03,13.8662,14.6671,13.8613,14.5223,1050296.0
2020-10-04,13.8662,14.6671,13.8613,14.5223,1050296.0
2020-10-05,14.6671,14.8987,14.6526,14.8601,530452.0
2020-10-06,15.053,15.246,14.8311,14.9083,1036479.0
2020-10-07,15.0337,15.4583,15.0144,15.4101,791996.0
2020-10-08,15.8414,16.6942,15.8414,16.5962,1969180.0
2020-10-09,16.6942,16.8021,16.4492,16.6648,1211383.0
2020-10-10,16.6942,16.8021,16.4492,16.6648,1211383.0
2020-10-11,16.6942,16.8021,16.4492,16.6648,1211383.0
2020-10-12,16.6942,16.8903,16.2433,16.3707,830990.0
2020-10-13,16.3315,16.5178,16.3021,16.3707,469011.0
2020-10-14,16.3805,17.6451,16.3462,17.4295,3241846.0
2020-10-15,17.1452,17.5667,16.9589,17.5373,2253342.0
2020-10-16,17.5373,17.6647,17.2236,17.2922,1147714.0
2020-10-17,17.5373,17.6647,17.2236,17.2922,1147714.0
2020-10-18,17.5373,17.6647,17.2236,17.2922,1147714.0
2020-10-19,17.4,17.4491,16.9491,16.9589,594003.0
2020-10-20,17.1452,17.1648,16.8805,16.9491,803756.0
2020-10-21,16.9589,17.0765,16.557,16.557,665040.0
2020-10-22,16.6354,16.7531,16.4198,16.6158,562783.0
2020-10-23,16.7923,16.9883,16.5178,16.5374,931656.0
2020-10-24,16.7923,16.9883,16.5178,16.5374,931656.0
2020-10-25,16.7923,16.9883,16.5178,16.5374,931656.0
2020-10-26,16.3511,16.4786,15.9296,16.2335,1110645.0
2020-10-27,16.1747,16.8315,15.9492,15.9982,1647432.0
2020-10-28,15.6845,15.7826,14.9591,15.1944,1445659.0
2020-10-29,15.2434,15.2924,14.9395,15.1552,709564.0
2020-10-30,15.1062,15.2434,14.7533,15.0474,1282707.0
2020-10-31,15.1062,15.2434,14.7533,15.0474,1282707.0
2020-11-01,15.1062,15.2434,14.7533,15.0474,1282707.0
2020-11-02,15.3022,15.4542,14.7827,15.2728,1032613.0
2020-11-03,15.6159,15.8316,15.4591,15.7336,1107500.0
2020-11-04,15.3709,16.1159,15.2826,15.9688,1079315.0
2020-11-05,15.9786,16.2335,15.8218,16.1845,893620.0
2020-11-06,16.2629,16.3413,15.5865,15.6257,646762.0
2020-11-07,16.2629,16.3413,15.5865,15.6257,646762.0
2020-11-08,16.2629,16.3413,15.5865,15.6257,646762.0
2020-11-09,16.8413,17.3608,16.4982,16.5178,942137.0
2020-11-10,16.655,16.9638,16.606,16.6648,875652.0
2020-11-11,16.7825,16.9687,16.4198,16.606,672345.0
2020-11-12,16.4296,16.508,16.0865,16.2237,898858.0
2020-11-13,16.3609,16.557,16.2825,16.4786,423187.0
2020-11-14,16.3609,16.557,16.2825,16.4786,423187.0
2020-11-15,16.3609,16.557,16.2825,16.4786,423187.0
2020-11-16,16.9589,17.0177,16.7285,16.8021,896626.0
2020-11-17,16.5668,16.7433,16.4002,16.6452,757806.0
2020-11-18,16.7236,16.7236,16.2041,16.2041,683356.0
2020-11-19,16.1159,16.1845,15.8316,15.8806,528540.0
2020-11-20,15.7728,15.7826,15.5081,15.6355,613372.0
2020-11-21,15.7728,15.7826,15.5081,15.6355,613372.0
2020-11-22,15.7728,15.7826,15.5081,15.6355,613372.0
2020-11-23,15.763,16.0473,15.7042,15.8806,698806.0
2020-11-24,16.1649,16.5276,16.0276,16.4884,1107886.0
2020-11-25,16.3217,16.6354,16.0865,16.5864,818615.0
2020-11-26,16.3217,16.6354,16.0865,16.5864,818615.0
2020-11-27,16.6158,16.6354,16.258,16.6256,436951.0
2020-11-28,16.6158,16.6354,16.258,16.6256,436951.0
2020-11-29,16.6158,16.6354,16.258,16.6256,436951.0
2020-11-30,16.4688,16.5668,16.0522,16.1355,1019103.0
2020-12-01,16.3217,16.5962,16.3119,16.5374,700800.0
2020-12-02,16.5374,16.7138,16.4394,16.6746,465065.0
2020-12-03,24.8208,25.1247,24.7669,25.0855,30922912.0
2020-12-04,24.9874,25.0757,24.8992,25.0463,5930416.0
2020-12-05,24.9874,25.0757,24.8992,25.0463,5930416.0
2020-12-06,24.9874,25.0757,24.8992,25.0463,5930416.0
2020-12-07,24.958,25.0561,24.8992,24.9384,3185496.0
2020-12-08,24.9286,25.0561,24.9286,25.0561,1853540.0
2020-12-09,25.0365,25.3894,24.8404,24.8404,2829288.0
2020-12-10,24.9188,25.0757,24.7522,24.762,1471432.0
2020-12-11,24.7032,24.8698,24.6639,24.7424,1433408.0
2020-12-12,24.7032,24.8698,24.6639,24.7424,1433408.0
2020-12-13,24.7032,24.8698,24.6639,24.7424,1433408.0
2020-12-14,24.8208,24.8502,24.6738,24.6934,2237953.0
2020-12-15,24.7032,24.7228,24.6639,24.6934,1839886.0
2020-12-16,24.6934,24.7228,24.6639,24.6738,3900151.0
2020-12-17,24.6934,24.7032,24.6541,24.6541,1113368.0
2020-12-18,24.6541,24.7228,24.6051,24.6738,3995110.0
2020-12-19,24.6541,24.7228,24.6051,24.6738,3995110.0
2020-12-20,24.6541,24.7228,24.6051,24.6738,3995110.0
2020-12-21,24.6541,24.9482,24.6051,24.7032,1598618.0
2020-12-22,24.762,24.762,24.6296,24.6738,1180629.0
2020-12-23,24.7032,24.7473,24.6639,24.6639,488633.0
2020-12-24,24.7228,24.7228,24.6541,24.6541,298948.0
2020-12-25,24.7228,24.7228,24.6541,24.6541,298948.0
2020-12-26,24.7228,24.7228,24.6541,24.6541,298948.0
2020-12-27,24.7228,24.7228,24.6541,24.6541,298948.0
2020-12-28,24.7326,24.8698,24.6934,24.8404,820451.0
2020-12-29,24.8012,25.0169,24.8012,24.9482,840468.0
2020-12-30,24.9776,25.0561,24.8012,24.9678,502663.0
2020-12-31,24.9776,25.0365,24.8992,24.9678,369526.0
2021-01-01,24.9776,25.0365,24.8992,24.9678,369526.0
2021-01-02,24.9776,25.0365,24.8992,24.9678,369526.0
2021-01-03,24.9776,25.0365,24.8992,24.9678,369526.0
2021-01-04,24.9972,25.0561,24.762,24.8208,1202877.0
2021-01-05,24.8208,24.958,24.762,24.8012,1028771.0
2021-01-06,24.9188,24.9874,24.713,24.8894,1225107.0
2021-01-07,24.8992,24.8992,24.7032,24.7816,1277434.0
2021-01-08,24.94,25.0192,24.7766,24.7816,1188389.0
2021-01-09,24.94,25.0192,24.7766,24.7816,1188389.0
2021-01-10,24.94,25.0192,24.7766,24.7816,1188389.0
2021-01-11,24.7816,24.8608,24.7222,24.7816,863400.0
2021-01-12,24.8014,24.9103,24.7618,24.9004,1202035.0
2021-01-13,24.9004,24.9004,24.7519,24.7915,1795058.0
2021-01-14,24.841,24.841,24.7519,24.7915,737689.0
2021-01-15,24.7519,24.8311,24.7321,24.7816,918141.0
2021-01-16,24.7519,24.8311,24.7321,24.7816,918141.0
2021-01-17,24.7519,24.8311,24.7321,24.7816,918141.0
2021-01-18,24.7519,24.8311,24.7321,24.7816,918141.0
2021-01-19,24.7816,24.8905,24.7519,24.8014,645305.0
2021-01-20,24.8113,24.8608,24.7717,24.8311,635925.0
2021-01-21,24.8311,24.9152,24.8212,24.8212,884102.0
2021-01-22,24.8212,24.8806,24.8212,24.8311,671685.0
2021-01-23,24.8212,24.8806,24.8212,24.8311,671685.0
2021-01-24,24.8212,24.8806,24.8212,24.8311,671685.0
2021-01-25,24.8509,24.9301,24.8509,24.9004,1020935.0
2021-01-26,24.9004,24.9944,24.8806,24.9697,579698.0
2021-01-27,24.8509,25.1479,24.7222,24.7816,1044685.0
2021-01-28,24.9004,24.9053,24.7469,24.8014,1042140.0
2021-01-29,24.7915,25.0489,24.7816,25.039,1673603.0
2021-01-30,24.7915,25.0489,24.7816,25.039,1673603.0
2021-01-31,24.7915,25.0489,24.7816,25.039,1673603.0
2021-02-01,24.9895,25.0489,24.8014,24.9994,640660.0
2021-02-02,24.9004,24.9301,24.7816,24.8014,769069.0
2021-02-03,24.8212,24.9004,24.7123,24.8212,1182177.0
2021-02-04,24.7717,24.8509,24.7123,24.8509,945559.0
2021-02-05,24.841,24.8509,24.7519,24.7618,402684.0
2021-02-06,24.841,24.8509,24.7519,24.7618,402684.0
2021-02-07,24.841,24.8509,24.7519,24.7618,402684.0
2021-02-08,24.841,24.9202,24.8113,24.9004,369010.0
2021-02-09,24.8509,24.9499,24.841,24.9499,434757.0
2021-02-10,24.9004,24.9598,24.8707,24.8806,596673.0
2021-02-11,24.8905,24.9301,24.8014,24.9301,425271.0
2021-02-12,24.8905,24.9301,24.8311,24.8311,322713.0
2021-02-13,24.8905,24.9301,24.8311,24.8311,322713.0
2021-02-14,24.8905,24.9301,24.8311,24.8311,322713.0
2021-02-15,24.8905,24.9301,24.8311,24.8311,322713.0
2021-02-16,24.8311,24.9202,24.8212,24.841,383927.0
2021-02-17,24.8212,24.9499,24.7618,24.9103,602957.0
2021-02-18,24.8113,24.9202,24.8113,24.9202,417921.0
2021-02-19,24.9301,24.9499,24.7766,24.8212,1109769.0
2021-02-20,24.9301,24.9499,24.7766,24.8212,1109769.0
2021-02-21,24.9301,24.9499,24.7766,24.8212,1109769.0
2021-02-22,24.841,24.9499,24.8113,24.9202,924622.0
2021-02-23,24.8806,25.0192,24.7618,24.9004,438488.0
2021-02-24,24.9004,25.0291,24.8459,24.9202,643249.0
2021-02-25,24.94,24.94,24.7816,24.8113,686877.0
2021-02-26,24.8311,24.9697,24.8014,24.841,805067.0
2021-02-27,24.8311,24.9697,24.8014,24.841,805067.0
2021-02-28,24.8311,24.9697,24.8014,24.841,805067.0
2021-03-01,24.8509,24.9301,24.8311,24.8509,357872.0
2021-03-02,24.8509,24.9004,24.8014,24.8509,571886.0
2021-03-03,24.8509,24.9301,24.8311,24.841,371055.0
2021-03-04,24.8113,24.8509,24.742,24.7519,1115471.0
2021-03-05,24.8311,24.9598,24.7321,24.9301,956578.0
2021-03-06,24.8311,24.9598,24.7321,24.9301,956578.0
2021-03-07,24.8311,24.9598,24.7321,24.9301,956578.0
2021-03-08,24.9202,24.9895,24.8113,24.841,538859.0
2021-03-09,24.9004,24.94,24.7618,24.7717,792942.0
2021-03-10,24.8311,24.9598,24.8113,24.9103,350304.0
2021-03-11,24.8608,24.9499,24.8212,24.9499,267701.0
2021-03-12,24.9202,24.9895,24.841,24.8509,432147.0
2021-03-13,24.9202,24.9895,24.841,24.8509,432147.0
2021-03-14,24.9202,24.9895,24.841,24.8509,432147.0
2021-03-15,24.8212,24.841,24.7915,24.8113,367316.0
2021-03-16,24.8212,24.8212,24.8014,24.8014,270661.0
2021-03-17,24.8014,24.841,24.7519,24.8212,381430.0
2021-03-18,24.841,24.841,24.7915,24.8014,543822.0
2021-03-19,24.8014,24.8212,24.742,24.7717,2925646.0
2021-03-20,24.8014,24.8212,24.742,24.7717,2925646.0
2021-03-21,24.8014,24.8212,24.742,24.7717,2925646.0
2021-03-22,24.8311,24.8806,24.7915,24.7915,495335.0
2021-03-23,24.8014,24.8311,24.7519,24.7519,842776.0
2021-03-24,24.7915,24.8311,24.7618,24.7816,755892.0
2021-03-25,24.7816,24.8509,24.7816,24.8113,1857187.0
2021-03-26,24.841,24.8509,24.7915,24.841,559683.0
2021-03-27,24.841,24.8509,24.7915,24.841,559683.0
2021-03-28,24.841,24.8509,24.7915,24.841,559683.0
2021-03-29,24.8014,24.8756,24.7222,24.7222,648342.0
2021-03-30,24.7915,24.8905,24.7717,24.8113,376517.0
2021-03-31,24.8113,24.8509,24.8014,24.8014,521122.0
2021-04-01,24.841,24.9103,24.8014,24.9004,792644.0
2021-04-02,24.841,24.9103,24.8014,24.9004,792644.0
2021-04-03,24.841,24.9103,24.8014,24.9004,792644.0
2021-04-04,24.841,24.9103,24.8014,24.9004,792644.0
2021-04-05,24.9202,24.94,24.9103,24.9202,415456.0
2021-04-06,24.9202,24.9598,24.9103,24.9301,479503.0
2021-04-07,24.9301,24.9499,24.9004,24.94,328124.0
2021-04-08,25.0,25.13,24.92,24.93,546668.0
2021-04-09,24.95,24.99,24.92,24.94,485105.0
2021-04-10,24.95,24.99,24.92,24.94,485105.0
2021-04-11,24.95,24.99,24.92,24.94,485105.0
2021-04-12,24.93,24.96,24.93,24.95,566454.0
2021-04-13,24.95,24.96,24.93,24.95,497364.0
2021-04-14,24.95,24.96,24.94,24.95,275159.0
2021-04-15,24.95,24.98,24.95,24.95,223377.0
2021-04-16,24.98,24.98,24.95,24.96,395501.0
2021-04-17,24.98,24.98,24.95,24.96,395501.0
2021-04-18,24.98,24.98,24.95,24.96,395501.0
2021-04-19,24.93,24.97,24.93,24.95,308181.0
2021-04-20,24.95,24.97,24.94,24.96,454556.0
2021-04-21,24.96,24.99,24.96,24.99,193278.0
2021-04-22,24.97,24.99,24.97,24.97,333351.0
2021-04-23,24.98,25.0,24.98,25.0,294190.0
2021-04-24,24.98,25.0,24.98,25.0,294190.0
2021-04-25,24.98,25.0,24.98,25.0,294190.0
2021-04-26,24.98,25.0,24.98,24.99,551162.0
2021-04-27,24.98,25.0,24.98,24.99,409499.0
2021-04-28,24.99,25.0,24.99,24.99,196142.0
2021-04-29,25.0,25.0,24.99,24.99,220024.0
2021-04-30,24.99,25.0,24.98,24.98,5534095.0
2021-05-01,24.99,25.0,24.98,24.98,5534095.0
2021-05-02,24.99,25.0,24.98,24.98,5534095.0
2021-05-03,24.99,25.0,24.98,24.98,5534095.0
2021-05-04,24.99,25.0,24.98,24.98,5534095.0
2021-05-05,24.99,25.0,24.98,24.98,5534095.0
2021-05-06,24.99,25.0,24.98,24.98,5534095.0
2021-05-07,24.99,25.0,24.98,24.98,5534095.0
2021-05-08,24.99,25.0,24.98,24.98,5534095.0
2021-05-09,24.99,25.0,24.98,24.98,5534095.0
2021-05-10,24.99,25.0,24.98,24.98,5534095.0
2021-05-11,24.99,25.0,24.98,24.98,5534095.0
2021-05-12,24.99,25.0,24.98,24.98,5534095.0
2021-05-13,24.99,25.0,24.98,24.98,5534095.0
2021-05-14,24.99,25.0,24.98,24.98,5534095.0
2021-05-15,24.99,25.0,24.98,24.98,5534095.0
2021-05-16,24.99,25.0,24.98,24.98,5534095.0
2021-05-17,24.99,25.0,24.98,24.98,5534095.0
2021-05-18,24.99,25.0,24.98,24.98,5534095.0
2021-05-19,24.99,25.0,24.98,24.98,5534095.0
2021-05-20,24.99,25.0,24.98,24.98,5534095.0
2021-05-21,24.99,25.0,24.98,24.98,5534095.0
2021-05-22,24.99,25.0,24.98,24.98,5534095.0
2021-05-23,24.99,25.0,24.98,24.98,5534095.0
2021-05-24,24.99,25.0,24.98,24.98,5534095.0
2021-05-25,24.99,25.0,24.98,24.98,5534095.0
2021-05-26,24.99,25.0,24.98,24.98,5534095.0
2021-05-27,24.99,25.0,24.98,24.98,5534095.0
