,HLIO US Equity,HLIO US Equity,HLIO US Equity,HLIO US Equity,HLIO US Equity
2021-03-13,72.0833,73.3591,72.0833,72.8881,82254.0
2021-03-14,72.0833,73.3591,72.0833,72.8881,82254.0
2021-03-15,72.5151,72.5151,70.1696,71.3669,89213.0
2021-03-16,71.1314,71.5337,70.4444,70.886,84946.0
2021-03-17,71.7104,73.2217,71.2589,72.2109,90650.0
2021-03-18,72.1324,74.5859,71.7889,72.5249,107357.0
2021-03-19,71.8968,73.7124,69.2667,72.8095,321799.0
2021-03-20,71.8968,73.7124,69.2667,72.8095,321799.0
2021-03-21,71.8968,73.7124,69.2667,72.8095,321799.0
2021-03-22,72.3581,72.3581,68.8643,70.1205,104028.0
2021-03-23,69.4826,70.0371,67.667,68.0302,94698.0
2021-03-24,68.6484,70.7143,67.7554,67.9713,98271.0
2021-03-25,67.6769,69.9831,66.774,69.7182,65451.0
2021-03-26,70.2775,71.9459,70.2677,71.8281,60642.0
2021-03-27,70.2775,71.9459,70.2677,71.8281,60642.0
2021-03-28,70.2775,71.9459,70.2677,71.8281,60642.0
2021-03-29,71.6515,72.3679,69.8654,69.9439,84703.0
2021-03-30,70.199,72.3483,69.8261,71.9459,88676.0
2021-03-31,71.8478,72.8881,71.2197,71.5141,120884.0
2021-04-01,71.4453,72.2412,71.2881,71.7106,99509.0
2021-04-02,71.4453,72.2412,71.2881,71.7106,99509.0
2021-04-03,71.4453,72.2412,71.2881,71.7106,99509.0
2021-04-04,71.4453,72.2412,71.2881,71.7106,99509.0
2021-04-05,72.0447,73.0273,71.1211,71.5829,102986.0
2021-04-06,71.239,72.084,70.3595,70.561,153072.0
2021-04-07,70.3939,70.8754,66.9253,67.6426,174597.0
2021-04-08,67.8883,68.7235,66.1196,68.4091,225960.0
2021-04-09,68.1634,69.0281,67.5345,68.6154,62897.0
2021-04-10,68.1634,69.0281,67.5345,68.6154,62897.0
2021-04-11,68.1634,69.0281,67.5345,68.6154,62897.0
2021-04-12,68.8512,69.2148,68.0651,68.7726,45816.0
2021-04-13,68.6744,68.7825,66.886,67.5542,70852.0
2021-04-14,67.3577,69.2344,67.3577,68.4287,62969.0
2021-04-15,68.9495,69.7061,67.7998,69.6078,58932.0
2021-04-16,70.3251,71.2291,69.0379,69.3131,90070.0
2021-04-17,70.3251,71.2291,69.0379,69.3131,90070.0
2021-04-18,70.3251,71.2291,69.0379,69.3131,90070.0
2021-04-19,69.3032,69.7159,68.414,69.205,80721.0
2021-04-20,69.0183,69.1755,67.8588,68.2518,76889.0
2021-04-21,68.3305,70.3939,68.3305,69.9911,60132.0
2021-04-22,69.9419,70.561,69.0871,69.2443,47045.0
2021-04-23,69.4604,71.6517,69.4604,70.9638,69754.0
2021-04-24,69.4604,71.6517,69.4604,70.9638,69754.0
2021-04-25,69.4604,71.6517,69.4604,70.9638,69754.0
2021-04-26,71.5337,72.3591,71.067,71.3176,46416.0
2021-04-27,71.2881,72.1282,70.0795,71.7991,77179.0
2021-04-28,71.7303,72.0447,71.1112,71.4158,42774.0
2021-04-29,71.5829,72.1037,70.2858,71.3372,51667.0
2021-04-30,70.4824,71.7008,70.2472,71.0228,117270.0
2021-05-01,70.4824,71.7008,70.2472,71.0228,117270.0
2021-05-02,70.4824,71.7008,70.2472,71.0228,117270.0
2021-05-03,71.5534,72.6637,70.7059,71.5534,67434.0
2021-05-04,71.1407,72.7031,70.7477,72.3198,71754.0
2021-05-05,72.3395,73.9903,71.8973,72.9291,96460.0
2021-05-06,73.5874,73.5874,72.0251,73.3909,57706.0
2021-05-07,72.8603,75.1301,72.4476,74.629,54834.0
2021-05-08,72.8603,75.1301,72.4476,74.629,54834.0
2021-05-09,72.8603,75.1301,72.4476,74.629,54834.0
2021-05-10,75.1694,75.641,73.1452,73.607,100097.0
2021-05-11,69.9321,74.7174,69.9321,74.4619,140075.0
2021-05-12,73.0175,74.6781,72.5851,72.9585,140125.0
2021-05-13,72.8603,76.4468,72.8603,76.2306,107964.0
2021-05-14,76.6335,77.7242,76.378,77.3115,93691.0
2021-05-15,76.6335,77.7242,76.378,77.3115,93691.0
2021-05-16,76.6335,77.7242,76.378,77.3115,93691.0
2021-05-17,77.5719,77.6726,75.6017,75.9555,90587.0
2021-05-18,75.8965,76.3583,73.3319,73.5284,97649.0
2021-05-19,72.5164,72.7424,71.7597,72.3297,116970.0
2021-05-20,72.1331,72.1331,68.6056,69.1362,111431.0
2021-05-21,70.1188,70.2564,68.5151,70.0304,134524.0
2021-05-22,70.1188,70.2564,68.5151,70.0304,134524.0
2021-05-23,70.1188,70.2564,68.5151,70.0304,134524.0
2021-05-24,70.0304,70.9442,69.1067,70.4038,67954.0
2021-05-25,70.4136,71.2193,69.3622,69.3622,103452.0
2021-05-26,69.8633,70.7968,69.4768,69.9616,67691.0
2021-05-27,70.4136,71.4944,70.4136,70.8852,92778.0
2021-05-28,70.9344,71.4355,69.5292,69.8142,61967.0
2021-05-29,70.9344,71.4355,69.5292,69.8142,61967.0
2021-05-30,70.9344,71.4355,69.5292,69.8142,61967.0
2021-05-31,70.9344,71.4355,69.5292,69.8142,61967.0
2021-06-01,70.3448,71.1505,69.3229,70.8951,95550.0
2021-06-02,71.3569,71.3962,70.2269,71.2979,80885.0
2021-06-03,70.8951,72.8799,68.8807,72.3984,94046.0
2021-06-04,72.7129,73.273,71.2193,71.9071,47696.0
2021-06-05,72.7129,73.273,71.2193,71.9071,47696.0
2021-06-06,72.7129,73.273,71.2193,71.9071,47696.0
2021-06-07,72.2216,72.9094,69.8142,72.5065,77169.0
2021-06-08,72.3591,73.3516,71.1702,73.1845,54739.0
2021-06-09,73.1845,73.3516,71.239,71.8482,72298.0
2021-06-10,72.3395,72.5164,70.335,70.7182,97093.0
2021-06-11,70.9638,71.5239,70.335,71.3864,41316.0
2021-06-12,70.9638,71.5239,70.335,71.3864,41316.0
2021-06-13,70.9638,71.5239,70.335,71.3864,41316.0
2021-06-14,71.6222,71.8777,70.3939,70.7477,50311.0
2021-06-15,71.0031,72.7129,70.4676,72.7129,63640.0
2021-06-16,73.1845,74.2163,71.9907,73.8527,118349.0
2021-06-17,74.1475,74.1475,70.9884,71.7499,107974.0
2021-06-18,75.2677,75.5133,71.7401,72.3493,326418.0
2021-06-19,75.2677,75.5133,71.7401,72.3493,326418.0
2021-06-20,75.2677,75.5133,71.7401,72.3493,326418.0
2021-06-21,72.6146,75.307,72.6146,75.0122,83044.0
2021-06-22,74.8844,75.5035,74.059,75.0515,104020.0
2021-06-23,75.1006,75.2873,74.3538,74.5798,114447.0
2021-06-24,74.5307,75.9555,74.1278,75.8769,44062.0
2021-06-25,75.9948,76.9381,73.8625,74.5307,797692.0
2021-06-26,75.9948,76.9381,73.8625,74.5307,797692.0
2021-06-27,75.9948,76.9381,73.8625,74.5307,797692.0
2021-06-28,74.6781,76.4468,74.2556,76.2503,79277.0
2021-06-29,76.2306,77.6849,76.2306,77.0953,52584.0
2021-06-30,76.7416,77.5817,76.2208,76.6924,107475.0
2021-07-01,77.0958,77.4106,76.4957,76.9285,44036.0
2021-07-02,76.9777,77.3122,75.7972,76.2989,48278.0
2021-07-03,76.9777,77.3122,75.7972,76.2989,48278.0
2021-07-04,76.9777,77.3122,75.7972,76.2989,48278.0
2021-07-05,76.9777,77.3122,75.7972,76.2989,48278.0
2021-07-06,76.0727,76.3973,73.9871,75.8956,59893.0
2021-07-07,76.0432,77.4401,75.8956,77.3515,79558.0
2021-07-08,75.9251,77.2532,74.2171,76.0825,63148.0
2021-07-09,76.9875,78.0992,76.3383,77.5188,57384.0
2021-07-10,76.9875,78.0992,76.3383,77.5188,57384.0
2021-07-11,76.9875,78.0992,76.3383,77.5188,57384.0
2021-07-12,77.6171,78.2074,76.781,78.1975,64680.0
2021-07-13,78.2762,78.2762,76.358,76.7613,73635.0
2021-07-14,76.9285,77.1745,75.7972,76.2104,44341.0
2021-07-15,75.748,76.2415,74.8184,75.748,63849.0
2021-07-16,76.0628,76.3186,74.2429,74.5675,100547.0
2021-07-17,76.0628,76.3186,74.2429,74.5675,100547.0
2021-07-18,76.0628,76.3186,74.2429,74.5675,100547.0
2021-07-19,73.3871,73.3871,71.3323,72.4427,85662.0
2021-07-20,72.8165,75.9153,72.8165,74.784,129590.0
2021-07-21,75.3742,77.3515,75.3349,76.4957,57639.0
2021-07-22,76.417,77.1253,75.0988,75.8366,48827.0
2021-07-23,76.3776,78.0008,75.3481,77.7352,54761.0
2021-07-24,76.3776,78.0008,75.3481,77.7352,54761.0
2021-07-25,76.3776,78.0008,75.3481,77.7352,54761.0
2021-07-26,77.8237,78.4927,76.4662,77.1941,38756.0
2021-07-27,76.899,77.7254,75.4332,77.686,76092.0
2021-07-28,77.7745,78.5025,76.0727,77.7352,37745.0
2021-07-29,78.2959,80.411,77.8237,79.9683,63430.0
2021-07-30,79.5846,80.5782,78.4828,79.5354,115186.0
2021-07-31,79.5846,80.5782,78.4828,79.5354,115186.0
2021-08-01,79.5846,80.5782,78.4828,79.5354,115186.0
2021-08-02,79.7814,81.257,78.2664,78.8862,73628.0
2021-08-03,78.8862,80.1945,77.3417,79.2797,58269.0
2021-08-04,78.7583,79.5945,78.2566,79.2895,51477.0
2021-08-05,79.5453,80.411,79.5453,80.2437,91991.0
2021-08-06,80.9422,81.6013,79.6633,80.5389,51438.0
2021-08-07,80.9422,81.6013,79.6633,80.5389,51438.0
2021-08-08,80.9422,81.6013,79.6633,80.5389,51438.0
2021-08-09,79.8797,80.1945,78.5025,78.6993,70678.0
2021-08-10,81.6505,84.5427,80.0667,83.7655,221728.0
2021-08-11,84.4443,85.0149,83.1851,83.7065,69113.0
2021-08-12,83.5393,83.618,81.9751,82.3489,92147.0
2021-08-13,82.2702,83.0179,81.0209,82.3686,61405.0
2021-08-14,82.2702,83.0179,81.0209,82.3686,61405.0
2021-08-15,82.2702,83.0179,81.0209,82.3686,61405.0
2021-08-16,82.0833,83.2616,81.1193,82.3096,49414.0
2021-08-17,81.6702,82.0833,79.8839,80.6667,80862.0
2021-08-18,80.2634,80.7454,79.1223,79.319,39683.0
2021-08-19,78.2566,81.6602,77.1449,77.6073,61116.0
2021-08-20,77.4302,78.0795,76.781,77.6958,63713.0
2021-08-21,77.4302,78.0795,76.781,77.6958,63713.0
2021-08-22,77.4302,78.0795,76.781,77.6958,63713.0
2021-08-23,78.3549,79.9387,78.05,78.6894,66848.0
2021-08-24,78.7878,80.3618,78.4041,78.896,65737.0
2021-08-25,79.0141,79.9486,79.0141,79.1911,32793.0
2021-08-26,78.9157,79.0042,76.8006,77.4499,46470.0
2021-08-27,77.9516,79.801,77.8631,79.3092,65546.0
2021-08-28,77.9516,79.801,77.8631,79.3092,65546.0
2021-08-29,77.9516,79.801,77.8631,79.3092,65546.0
2021-08-30,79.6732,80.531,79.4862,80.3421,63011.0
2021-08-31,80.3421,80.9766,79.3092,80.2929,103145.0
2021-09-01,80.2929,82.5654,79.801,82.1423,92183.0
2021-09-02,82.4276,82.5063,81.011,81.5128,67096.0
2021-09-03,82.5654,83.7655,82.408,83.2736,89738.0
2021-09-04,82.5654,83.7655,82.408,83.2736,89738.0
2021-09-05,82.5654,83.7655,82.408,83.2736,89738.0
2021-09-06,82.5654,83.7655,82.408,83.2736,89738.0
2021-09-07,83.618,83.7754,81.9948,82.2702,152171.0
2021-09-08,82.1817,83.3622,81.8079,83.3622,100484.0
2021-09-09,83.9131,84.6017,83.3198,83.618,94841.0
2021-09-10,84.2082,84.4837,82.6736,83.372,87437.0
2021-09-11,84.2082,84.4837,82.6736,83.372,87437.0
2021-09-12,84.2082,84.4837,82.6736,83.372,87437.0
2021-09-13,84.1098,84.2476,82.7867,84.0115,126203.0
2021-09-14,84.5328,85.1919,82.9392,83.4704,102274.0
2021-09-15,83.4015,84.7493,83.3328,84.6706,75425.0
2021-09-16,84.4935,85.5657,82.9293,83.0277,92683.0
2021-09-17,83.2048,85.615,81.5915,84.9755,349199.0
2021-09-18,83.2048,85.615,81.5915,84.9755,349199.0
2021-09-19,83.2048,85.615,81.5915,84.9755,349199.0
2021-09-20,83.1556,83.3032,80.5192,82.5555,171110.0
2021-09-21,83.431,84.0508,81.1488,83.7557,122067.0
2021-09-22,83.9426,85.3099,83.2736,84.582,93571.0
2021-09-23,85.1034,87.2283,84.8476,86.5397,86246.0
2021-09-24,86.8741,87.7005,86.5495,86.8545,94091.0
2021-09-25,86.8741,87.7005,86.5495,86.8545,94091.0
2021-09-26,86.8741,87.7005,86.5495,86.8545,94091.0
2021-09-27,86.9725,89.35,86.6283,88.6055,84129.0
2021-09-28,88.5563,88.9105,85.3493,85.7232,98631.0
2021-09-29,85.7822,85.7822,83.8147,84.1393,98930.0
2021-09-30,84.7001,86.5593,80.7061,80.7749,93156.0
2021-10-01,81.9849,82.5949,79.2305,81.0307,214821.0
2021-10-02,81.9849,82.5949,79.2305,81.0307,214821.0
2021-10-03,81.9849,82.5949,79.2305,81.0307,214821.0
2021-10-04,82.1928,83.8769,80.755,81.8186,133992.0
2021-10-05,81.8186,85.4426,81.2917,85.1965,120656.0
2021-10-06,84.0246,84.8321,82.3603,83.9064,77103.0
2021-10-07,84.1625,87.0283,84.1625,86.5556,204373.0
2021-10-08,86.3488,87.5108,85.5765,87.0086,72405.0
2021-10-09,86.3488,87.5108,85.5765,87.0086,72405.0
2021-10-10,86.3488,87.5108,85.5765,87.0086,72405.0
2021-10-11,86.7919,87.4222,84.5859,84.6844,119468.0
2021-10-12,84.6943,84.8912,82.0057,82.4193,60921.0
2021-10-13,82.2322,84.3212,80.5777,81.2474,52506.0
2021-10-14,82.3406,84.2511,82.0127,83.7784,75733.0
2021-10-15,85.098,85.2753,83.2367,83.3254,81204.0
2021-10-16,85.098,85.2753,83.2367,83.3254,81204.0
2021-10-17,85.098,85.2753,83.2367,83.3254,81204.0
2021-10-18,83.3549,85.9647,83.2663,85.5708,74130.0
2021-10-19,86.0139,87.1169,85.3935,86.6639,40469.0
2021-10-20,86.851,88.0722,86.851,87.5995,36809.0
2021-10-21,87.9737,89.1555,87.5847,88.7025,55678.0
2021-10-22,88.7714,89.6184,87.9442,88.5055,30594.0
2021-10-23,88.7714,89.6184,87.9442,88.5055,30594.0
2021-10-24,88.7714,89.6184,87.9442,88.5055,30594.0
2021-10-25,88.7419,89.8645,88.0623,88.9093,55624.0
2021-10-26,88.8108,89.6873,88.1805,88.9585,49293.0
2021-10-27,88.7419,89.2047,87.5896,87.6192,39610.0
2021-10-28,87.9737,90.7115,87.9737,90.4161,35118.0
2021-10-29,90.2486,91.3319,88.8404,89.6676,112745.0
2021-10-30,90.2486,91.3319,88.8404,89.6676,112745.0
2021-10-31,90.2486,91.3319,88.8404,89.6676,112745.0
2021-11-01,90.1108,90.5687,88.0919,88.5843,112285.0
2021-11-02,89.0078,89.0669,87.9146,88.5351,101398.0
2021-11-03,88.407,89.1456,86.4472,88.4858,102450.0
2021-11-04,89.0964,90.938,88.5055,89.4608,103810.0
2021-11-05,90.6524,92.6614,88.9659,91.8834,151496.0
2021-11-06,90.6524,92.6614,88.9659,91.8834,151496.0
2021-11-07,90.6524,92.6614,88.9659,91.8834,151496.0
2021-11-08,98.4817,103.0808,95.8621,102.7164,273564.0
2021-11-09,103.2778,107.1579,101.3135,106.5769,166262.0
2021-11-10,105.661,110.1813,105.3557,109.0685,188509.0
2021-11-11,109.1965,109.9154,107.6996,108.3003,95037.0
2021-11-12,108.0541,108.714,104.7255,105.8284,124478.0
2021-11-13,108.0541,108.714,104.7255,105.8284,124478.0
2021-11-14,108.0541,108.714,104.7255,105.8284,124478.0
2021-11-15,105.9762,106.8034,105.4148,106.3799,67686.0
2021-11-16,106.3996,108.5958,106.3996,108.2019,52257.0
2021-11-17,107.9852,109.6594,107.2269,109.1768,64092.0
2021-11-18,108.6746,112.9487,108.6746,112.4464,170694.0
2021-11-19,111.3631,113.1455,107.7882,107.9852,80819.0
2021-11-20,111.3631,113.1455,107.7882,107.9852,80819.0
2021-11-21,111.3631,113.1455,107.7882,107.9852,80819.0
2021-11-22,108.7927,109.3621,107.0102,107.0693,131450.0
2021-11-23,106.9314,108.2019,106.1731,107.5617,104568.0
2021-11-24,106.8133,108.5574,105.9466,106.5769,89748.0
2021-11-25,106.8133,108.5574,105.9466,106.5769,89748.0
2021-11-26,104.2035,104.2035,100.0673,101.0915,92306.0
2021-11-27,104.2035,104.2035,100.0673,101.0915,92306.0
2021-11-28,104.2035,104.2035,100.0673,101.0915,92306.0
2021-11-29,103.3369,103.3369,100.8157,101.3672,100521.0
2021-11-30,100.4021,100.9339,98.0878,98.8067,99074.0
2021-12-01,101.6824,101.6824,97.3098,97.4772,137654.0
2021-12-02,98.2651,98.7624,97.103,97.428,193237.0
2021-12-03,98.2158,98.6671,94.6705,96.8765,85051.0
2021-12-04,98.2158,98.6671,94.6705,96.8765,85051.0
2021-12-05,98.2158,98.6671,94.6705,96.8765,85051.0
2021-12-06,98.1469,98.6196,96.5022,98.0878,123455.0
2021-12-07,98.9347,100.9979,98.3408,99.4567,115984.0
2021-12-08,99.4567,100.1362,98.0336,99.2597,66736.0
2021-12-09,97.8514,101.0915,97.2902,100.3233,112442.0
2021-12-10,100.3529,100.9536,98.8953,99.762,112434.0
2021-12-11,100.3529,100.9536,98.8953,99.762,112434.0
2021-12-12,100.3529,100.9536,98.8953,99.762,112434.0
2021-12-13,99.0726,99.2696,97.3393,97.3886,72124.0
2021-12-14,97.3886,97.6052,95.2466,95.478,150296.0
2021-12-15,95.9212,97.9795,93.7743,97.4575,138417.0
2021-12-16,98.3832,98.4817,94.7,94.9561,93227.0
2021-12-17,95.478,96.5712,93.4099,94.572,207887.0
2021-12-18,95.478,96.5712,93.4099,94.572,207887.0
2021-12-19,95.478,96.5712,93.4099,94.572,207887.0
2021-12-20,92.8092,93.1932,90.1994,92.8387,97493.0
2021-12-21,93.8826,95.478,93.5281,95.3598,102500.0
2021-12-22,95.2515,99.2597,95.2515,99.0135,116502.0
2021-12-23,99.0529,102.1846,98.7673,101.5445,97258.0
2021-12-24,99.0529,102.1846,98.7673,101.5445,97258.0
2021-12-25,99.0529,102.1846,98.7673,101.5445,97258.0
2021-12-26,99.0529,102.1846,98.7673,101.5445,97258.0
2021-12-27,101.0915,104.4989,100.6582,104.2724,101528.0
2021-12-28,103.6717,105.2966,101.0915,101.2786,85042.0
2021-12-29,101.3475,104.6959,101.3475,104.558,95212.0
2021-12-30,104.5186,106.2618,103.1891,103.2384,72354.0
2021-12-31,102.9528,104.3414,102.4899,103.5732,45614.0
2022-01-01,102.9528,104.3414,102.4899,103.5732,45614.0
2022-01-02,102.9528,104.3414,102.4899,103.5732,45614.0
2022-01-03,103.3959,104.4005,99.6832,101.2097,86298.0
2022-01-04,102.0081,102.6192,99.879,100.0269,108319.0
2022-01-05,100.4507,100.4507,97.1388,97.4247,91021.0
2022-01-06,97.3162,98.2034,95.9659,98.1146,79330.0
2022-01-07,97.198,98.0548,96.0743,96.2418,82744.0
2022-01-08,97.198,98.0548,96.0743,96.2418,82744.0
2022-01-09,97.198,98.0548,96.0743,96.2418,82744.0
2022-01-10,95.404,95.404,93.2651,95.0985,51329.0
2022-01-11,95.3646,95.3646,92.5455,94.0832,63820.0
2022-01-12,95.1477,95.887,91.8753,91.9443,88959.0
2022-01-13,92.8905,94.7042,91.757,92.447,99696.0
2022-01-14,91.3332,91.3332,86.4353,86.7399,148274.0
2022-01-15,91.3332,91.3332,86.4353,86.7399,148274.0
2022-01-16,91.3332,91.3332,86.4353,86.7399,148274.0
2022-01-17,91.3332,91.3332,86.4353,86.7399,148274.0
2022-01-18,85.3599,85.9415,83.2802,84.1968,127585.0
2022-01-19,84.9065,85.1037,81.0525,81.2102,100244.0
2022-01-20,81.7523,82.2748,77.9969,78.2827,97805.0
2022-01-21,78.4602,79.7317,76.6071,77.6223,155882.0
2022-01-22,78.4602,79.7317,76.6071,77.6223,155882.0
2022-01-23,78.4602,79.7317,76.6071,77.6223,155882.0
2022-01-24,76.2818,81.4961,74.5963,80.747,184710.0
2022-01-25,78.9924,79.8746,75.1926,76.3607,98398.0
2022-01-26,77.6913,79.1764,74.34,75.3159,122777.0
2022-01-27,76.5184,77.1788,70.8901,72.211,166461.0
2022-01-28,71.9054,76.2621,70.7374,75.996,175786.0
2022-01-29,71.9054,76.2621,70.7374,75.996,175786.0
2022-01-30,71.9054,76.2621,70.7374,75.996,175786.0
2022-01-31,75.1187,77.1344,73.8582,75.5327,397427.0
2022-02-01,75.6904,77.4449,74.3499,75.9664,85151.0
2022-02-02,76.065,77.2281,75.1779,75.9763,197910.0
2022-02-03,75.0793,75.8284,72.4968,72.6742,73695.0
2022-02-04,71.9941,73.926,70.146,72.6841,99000.0
2022-02-05,71.9941,73.926,70.146,72.6841,99000.0
2022-02-06,71.9941,73.926,70.146,72.6841,99000.0
2022-02-07,72.3588,76.3705,72.3588,75.9664,227743.0
2022-02-08,74.9906,78.6376,74.9906,78.1448,117442.0
2022-02-09,79.022,80.9786,78.2138,78.8939,147208.0
2022-02-10,76.6268,78.8052,76.3804,77.1788,113989.0
2022-02-11,77.2971,77.8195,74.8723,75.651,55619.0
2022-02-12,77.2971,77.8195,74.8723,75.651,55619.0
2022-02-13,77.2971,77.8195,74.8723,75.651,55619.0
2022-02-14,75.8974,76.8437,74.2365,75.3257,137898.0
2022-02-15,76.3705,78.3222,76.1438,77.5632,57821.0
2022-02-16,77.2872,78.1546,76.0157,76.9127,74694.0
2022-02-17,75.9368,76.0453,73.2804,73.5712,100624.0
2022-02-18,72.9995,75.789,72.9995,74.3499,112616.0
2022-02-19,72.9995,75.789,72.9995,74.3499,112616.0
2022-02-20,72.9995,75.789,72.9995,74.3499,112616.0
2022-02-21,72.9995,75.789,72.9995,74.3499,112616.0
2022-02-22,73.6106,74.754,73.2065,73.4529,101657.0
2022-02-23,74.2415,74.3499,72.3391,72.5067,69412.0
2022-02-24,69.9143,73.7388,69.6568,73.5515,85768.0
2022-02-25,73.8275,75.8974,73.4184,75.4046,101242.0
2022-02-26,73.8275,75.8974,73.4184,75.4046,101242.0
2022-02-27,73.8275,75.8974,73.4184,75.4046,101242.0
2022-02-28,74.1922,77.7308,73.7782,77.2872,204552.0
2022-03-01,77.2774,79.8007,69.52,72.073,230138.0
2022-03-02,72.8221,74.6949,70.4663,74.0739,129256.0
2022-03-03,74.6062,74.9906,73.1523,73.857,94225.0
2022-03-04,72.4771,73.3248,71.6984,72.2701,68632.0
2022-03-05,72.4771,73.3248,71.6984,72.2701,68632.0
2022-03-06,72.4771,73.3248,71.6984,72.2701,68632.0
2022-03-07,72.7728,73.4726,70.9197,71.4027,133280.0
2022-03-08,71.245,72.5116,69.0962,69.796,122676.0
2022-03-09,72.004,73.0094,71.0971,71.1563,75349.0
2022-03-10,69.589,70.0326,68.4851,69.727,76104.0
2022-03-11,69.7566,70.9493,69.5595,69.6876,67525.0
2022-03-12,69.7566,70.9493,69.5595,69.6876,67525.0
2022-03-13,69.7566,70.9493,69.5595,69.6876,67525.0
2022-03-14,71.245,73.5121,70.1115,72.211,127088.0
2022-03-15,72.7629,72.7629,69.9045,71.6491,84618.0
2022-03-16,72.7531,74.0148,71.7773,73.2755,90089.0
2022-03-17,72.5855,75.0201,72.5855,75.0103,64519.0
2022-03-18,75.1779,76.065,73.8373,75.9565,187110.0
2022-03-19,75.1779,76.065,73.8373,75.9565,187110.0
2022-03-20,75.1779,76.065,73.8373,75.9565,187110.0
2022-03-21,75.0694,75.9664,74.4879,75.2469,99637.0
2022-03-22,77.8688,81.8115,77.7603,79.9485,167731.0
2022-03-23,78.7953,78.7953,76.8831,77.5632,110722.0
2022-03-24,78.1546,78.8199,77.7899,78.5587,84879.0
2022-03-25,78.4799,78.746,75.444,75.5327,98518.0
2022-03-26,78.4799,78.746,75.444,75.5327,98518.0
2022-03-27,78.4799,78.746,75.444,75.5327,98518.0
2022-03-28,75.0793,76.1734,73.1966,74.3597,83330.0
2022-03-29,75.5721,77.7603,74.5766,77.6421,136228.0
2022-03-30,77.7012,77.7012,76.3114,76.9225,107981.0
2022-03-31,77.5139,79.8697,77.3168,79.1009,184218.0
2022-04-01,78.7854,79.5986,75.853,77.6223,157632.0
2022-04-02,78.7854,79.5986,75.853,77.6223,157632.0
2022-04-03,78.7854,79.5986,75.853,77.6223,157632.0
2022-04-04,76.9711,76.9809,75.0665,76.1125,273856.0
2022-04-05,75.5402,76.231,74.127,74.9876,164566.0
2022-04-06,73.9416,74.1883,73.0633,74.0205,112078.0
2022-04-07,73.6554,74.5336,72.728,74.504,119530.0
2022-04-08,73.9317,75.9349,73.907,74.1981,120901.0
2022-04-09,73.9317,75.9349,73.907,74.1981,120901.0
2022-04-10,73.9317,75.9349,73.907,74.1981,120901.0
2022-04-11,73.6258,74.8001,73.0386,73.4186,100128.0
2022-04-12,73.9021,75.4908,72.4515,72.8067,82039.0
2022-04-13,72.639,74.6126,71.8003,74.3363,62729.0
2022-04-14,74.6126,74.6126,73.1718,73.3199,124675.0
2022-04-15,74.6126,74.6126,73.1718,73.3199,124675.0
2022-04-16,74.6126,74.6126,73.1718,73.3199,124675.0
2022-04-17,74.6126,74.6126,73.1718,73.3199,124675.0
2022-04-18,72.7475,73.4482,70.8726,71.662,86110.0
2022-04-19,71.6324,74.0846,71.5288,73.7146,145179.0
2022-04-20,74.5336,75.2836,73.4778,73.4975,83053.0
2022-04-21,74.1291,74.1291,72.0765,72.5008,101405.0
2022-04-22,72.0962,72.2344,70.5667,71.1094,116514.0
2022-04-23,72.0962,72.2344,70.5667,71.1094,116514.0
2022-04-24,72.0962,72.2344,70.5667,71.1094,116514.0
2022-04-25,70.2016,71.9581,69.1161,71.6916,98694.0
2022-04-26,70.7246,70.7936,67.3102,67.7543,146311.0
2022-04-27,67.1326,68.5437,66.8563,67.5273,120127.0
2022-04-28,68.3562,68.3562,66.126,67.8924,107462.0
2022-04-29,67.9812,69.2791,65.8399,66.2938,124875.0
2022-04-30,67.9812,69.2791,65.8399,66.2938,124875.0
2022-05-01,67.9812,69.2791,65.8399,66.2938,124875.0
2022-05-02,66.2247,68.5733,65.5636,68.4944,118895.0
2022-05-03,68.2378,69.3628,67.4089,68.4056,100234.0
2022-05-04,68.5733,71.3364,68.2773,71.1686,88605.0
2022-05-05,70.0831,70.0831,66.4714,68.1095,135802.0
2022-05-06,67.8431,68.4648,66.1359,67.774,237210.0
2022-05-07,67.8431,68.4648,66.1359,67.774,237210.0
2022-05-08,67.8431,68.4648,66.1359,67.774,237210.0
2022-05-09,67.3694,68.82,65.5043,66.3234,210865.0
2022-05-10,65.83,67.4286,64.2511,64.8037,158867.0
2022-05-11,65.2478,65.7017,63.7182,64.2906,146623.0
2022-05-12,64.2906,66.3431,63.8712,66.2543,143302.0
2022-05-13,67.1128,67.4385,65.7905,66.6392,73556.0
2022-05-14,67.1128,67.4385,65.7905,66.6392,73556.0
2022-05-15,67.1128,67.4385,65.7905,66.6392,73556.0
2022-05-16,66.0076,66.6688,65.3072,66.1162,54948.0
2022-05-17,67.4286,67.9812,66.8464,67.7247,103852.0
2022-05-18,66.8464,67.8381,64.0932,64.8432,93073.0
2022-05-19,64.0439,65.1984,63.8662,64.4189,83266.0
2022-05-20,65.307,65.307,62.3663,64.2511,140807.0
2022-05-21,65.307,65.307,62.3663,64.2511,140807.0
2022-05-22,65.307,65.307,62.3663,64.2511,140807.0
2022-05-23,65.0998,65.3465,63.4617,64.3991,63002.0
2022-05-24,63.6491,64.1623,61.7643,63.6294,84475.0
2022-05-25,63.1163,65.0109,63.1163,64.3794,63329.0
2022-05-26,64.6754,66.7379,64.6754,66.1458,95335.0
2022-05-27,66.6885,67.547,66.6392,67.4188,72557.0
