,MKC/V US Equity,MKC/V US Equity,MKC/V US Equity,MKC/V US Equity,MKC/V US Equity
2021-03-20,82.0479,82.641,80.7485,80.7485,4204.0
2021-03-21,82.0479,82.641,80.7485,80.7485,4204.0
2021-03-22,81.5206,82.5186,81.5206,82.2173,2308.0
2021-03-23,82.2456,82.5932,82.2456,82.5932,425.0
2021-03-24,80.0329,82.5092,80.0329,82.5092,4066.0
2021-03-25,83.0836,83.206,83.0836,83.206,648.0
2021-03-26,83.206,84.7407,83.206,84.43,7845.0
2021-03-27,83.206,84.7407,83.206,84.43,7845.0
2021-03-28,83.206,84.7407,83.206,84.43,7845.0
2021-03-29,85.6823,85.6823,84.1005,85.1079,6795.0
2021-03-30,85.6823,90.4843,84.6393,84.6393,11444.0
2021-03-31,80.1365,84.3735,80.1365,83.9122,3795.0
2021-04-01,83.2342,83.9122,83.2342,83.7238,3152.0
2021-04-02,83.2342,83.9122,83.2342,83.7238,3152.0
2021-04-03,83.2342,83.9122,83.2342,83.7238,3152.0
2021-04-04,83.2342,83.9122,83.2342,83.7238,3152.0
2021-04-05,84.3641,84.6937,84.2511,84.2511,921.0
2021-04-06,83.4225,84.3724,83.4225,84.3724,672.0
2021-04-07,84.3641,84.3641,83.4971,83.4971,546.0
2021-04-08,83.4225,84.1664,83.4225,84.0251,2884.0
2021-04-09,84.2331,84.252,83.165,83.1745,2493.0
2021-04-10,84.2331,84.252,83.165,83.1745,2493.0
2021-04-11,84.2331,84.252,83.165,83.1745,2493.0
2021-04-12,82.6547,83.7416,82.6547,83.3163,2179.0
2021-04-13,83.184,83.6518,83.184,83.6011,1916.0
2021-04-14,85.0648,85.0648,82.6074,82.884,1491.0
2021-04-15,83.2596,83.4108,83.2596,83.4108,1416.0
2021-04-16,83.7889,84.1197,83.5053,83.7794,1219.0
2021-04-17,83.7889,84.1197,83.5053,83.7794,1219.0
2021-04-18,83.7889,84.1197,83.5053,83.7794,1219.0
2021-04-19,83.6282,83.9117,83.1745,83.9117,971.0
2021-04-20,84.2047,85.6036,84.2047,85.6036,1162.0
2021-04-21,86.2841,88.3824,86.0667,88.3824,3219.0
2021-04-22,86.8606,86.8606,86.1896,86.7756,3289.0
2021-04-23,88.8266,88.8266,86.5582,86.5582,930.0
2021-04-24,88.8266,88.8266,86.5582,86.5582,930.0
2021-04-25,88.8266,88.8266,86.5582,86.5582,930.0
2021-04-26,87.3332,87.3332,85.3484,85.4334,1585.0
2021-04-27,85.2444,85.2661,85.0459,85.0459,469.0
2021-04-28,84.5639,85.0648,84.2047,84.2047,2657.0
2021-04-29,83.7416,85.8821,83.7416,85.3767,6064.0
2021-04-30,85.613,85.8304,85.613,85.8304,703.0
2021-05-01,85.613,85.8304,85.613,85.8304,703.0
2021-05-02,85.613,85.8304,85.613,85.8304,703.0
2021-05-03,86.2841,86.4826,86.062,86.0951,1308.0
2021-05-04,85.7643,86.0763,85.7312,86.0763,408.0
2021-05-05,84.9136,85.3484,84.9136,85.3484,608.0
2021-05-06,84.8758,86.2179,84.8758,85.7572,940.0
2021-05-07,84.9987,84.9987,84.4221,84.4221,479.0
2021-05-08,84.9987,84.9987,84.4221,84.4221,479.0
2021-05-09,84.9987,84.9987,84.4221,84.4221,479.0
2021-05-10,85.1499,85.8399,85.1499,85.3956,1246.0
2021-05-11,85.4996,85.4996,84.2803,84.2803,1134.0
2021-05-12,84.7246,84.9798,83.6471,83.6471,1022.0
2021-05-13,84.6112,85.821,84.6112,84.8096,1325.0
2021-05-14,85.1215,85.1215,84.2614,84.2709,1109.0
2021-05-15,85.1215,85.1215,84.2614,84.2709,1109.0
2021-05-16,85.1215,85.1215,84.2614,84.2709,1109.0
2021-05-17,85.0743,85.3484,84.1291,84.1764,3370.0
2021-05-18,84.5639,84.5639,83.6282,83.7983,2552.0
2021-05-19,84.5922,84.5922,84.3087,84.4032,3134.0
2021-05-20,84.2898,86.2085,84.2898,85.7264,3875.0
2021-05-21,85.2633,85.2633,85.2633,85.2633,1713.0
2021-05-22,85.2633,85.2633,85.2633,85.2633,1713.0
2021-05-23,85.2633,85.2633,85.2633,85.2633,1713.0
2021-05-24,85.3673,85.8682,85.3673,85.821,1133.0
2021-05-25,86.303,86.303,85.0837,85.0837,222.0
2021-05-26,85.0648,85.0648,84.6259,84.6259,544.0
2021-05-27,85.2728,85.2728,81.8985,81.8985,1998.0
2021-05-28,84.3843,84.3843,83.8739,83.8739,643.0
2021-05-29,84.3843,84.3843,83.8739,83.8739,643.0
2021-05-30,84.3843,84.3843,83.8739,83.8739,643.0
2021-05-31,84.3843,84.3843,83.8739,83.8739,643.0
2021-06-01,84.4505,84.4505,83.5951,83.5951,1560.0
2021-06-02,84.1386,84.1386,84.1361,84.1361,697.0
2021-06-03,83.959,84.06,83.959,84.06,1576.0
2021-06-04,84.3654,84.3654,84.3654,84.3654,154.0
2021-06-05,84.3654,84.3654,84.3654,84.3654,154.0
2021-06-06,84.3654,84.3654,84.3654,84.3654,154.0
2021-06-07,84.2142,84.2142,84.2142,84.2142,136.0
2021-06-08,84.2142,84.8758,83.269,83.269,2373.0
2021-06-09,83.4675,83.6754,83.4108,83.6376,1079.0
2021-06-10,83.4486,83.4486,83.373,83.373,582.0
2021-06-11,81.7568,83.7747,81.7568,83.7747,2374.0
2021-06-12,81.7568,83.7747,81.7568,83.7747,2374.0
2021-06-13,81.7568,83.7747,81.7568,83.7747,2374.0
2021-06-14,83.5715,83.855,83.5715,83.6944,1082.0
2021-06-15,84.1764,84.1917,84.1764,84.1917,346.0
2021-06-16,83.7605,83.7605,82.8437,82.976,555.0
2021-06-17,82.1915,82.1915,82.1915,82.1915,455.0
2021-06-18,83.0044,83.0044,81.4827,81.804,2378.0
2021-06-19,83.0044,83.0044,81.4827,81.804,2378.0
2021-06-20,83.0044,83.0044,81.4827,81.804,2378.0
2021-06-21,81.6528,81.6528,81.6528,81.6528,236.0
2021-06-22,82.4184,82.9382,82.4184,82.6351,1484.0
2021-06-23,81.9458,81.9458,81.7568,81.7568,746.0
2021-06-24,81.9174,81.9174,80.9912,81.4638,2260.0
2021-06-25,80.9912,82.4656,80.9912,82.0403,3666.0
2021-06-26,80.9912,82.4656,80.9912,82.0403,3666.0
2021-06-27,80.9912,82.4656,80.9912,82.0403,3666.0
2021-06-28,83.269,83.4675,83.2312,83.4675,1190.0
2021-06-29,83.3541,83.7038,82.5979,82.5979,900.0
2021-06-30,82.0119,83.5148,82.0119,83.2031,6476.0
2021-07-01,82.8059,83.5809,82.2293,83.5809,2661.0
2021-07-02,84.0381,84.0381,84.0381,84.0381,238.0
2021-07-03,84.0381,84.0381,84.0381,84.0381,238.0
2021-07-04,84.0381,84.0381,84.0381,84.0381,238.0
2021-07-05,84.0381,84.0381,84.0381,84.0381,238.0
2021-07-06,83.4675,83.4675,82.891,83.3494,710.0
2021-07-07,83.3541,83.3541,83.1745,83.1745,474.0
2021-07-08,83.1745,83.232,82.7019,82.7019,2207.0
2021-07-09,82.9866,82.9866,82.7114,82.775,501.0
2021-07-10,82.9866,82.9866,82.7114,82.775,501.0
2021-07-11,82.9866,82.9866,82.7114,82.775,501.0
2021-07-12,83.2902,83.2902,81.6013,82.2228,1683.0
2021-07-13,82.237,82.237,81.0604,81.2313,1372.0
2021-07-14,81.6582,81.7721,81.3071,81.7721,1413.0
2021-07-15,81.4779,82.5122,81.4779,82.5122,432.0
2021-07-16,81.4779,82.5122,81.4779,82.5122,300.0
2021-07-17,81.4779,82.5122,81.4779,82.5122,300.0
2021-07-18,81.4779,82.5122,81.4779,82.5122,300.0
2021-07-19,83.091,83.499,83.091,83.499,570.0
2021-07-20,83.6887,84.8558,83.499,83.499,1693.0
2021-07-21,83.5464,83.5464,81.1553,81.1933,11098.0
2021-07-22,81.6392,81.6392,80.3127,80.3867,1144.0
2021-07-23,80.3013,81.4425,80.3013,81.4425,1128.0
2021-07-24,80.3013,81.4425,80.3013,81.4425,1128.0
2021-07-25,80.3013,81.4425,80.3013,81.4425,1128.0
2021-07-26,81.8385,81.8385,80.6429,81.0306,1941.0
2021-07-27,80.8801,81.9447,80.8801,81.9447,2755.0
2021-07-28,81.032,81.032,79.6467,80.1495,2284.0
2021-07-29,80.586,80.586,79.8554,79.8554,1750.0
2021-07-30,80.586,80.586,79.8554,79.8554,25.0
2021-07-31,80.586,80.586,79.8554,79.8554,25.0
2021-08-01,80.586,80.586,79.8554,79.8554,25.0
2021-08-02,79.4853,80.0925,79.4853,79.658,1187.0
2021-08-03,80.4627,80.4627,79.4664,79.4664,570.0
2021-08-04,79.1722,79.1722,78.6219,78.6219,1412.0
2021-08-05,78.4985,78.8987,78.4985,78.8591,989.0
2021-08-06,78.2139,79.2308,78.2139,79.2308,609.0
2021-08-07,78.2139,79.2308,78.2139,79.2308,609.0
2021-08-08,78.2139,79.2308,78.2139,79.2308,609.0
2021-08-09,79.4853,79.5328,78.6503,78.7073,2638.0
2021-08-10,78.527,79.4948,78.527,79.4948,596.0
2021-08-11,79.343,81.5443,79.343,81.5443,829.0
2021-08-12,81.6013,81.6013,81.6013,81.6013,373.0
2021-08-13,81.1933,82.2465,81.1933,82.2465,2579.0
2021-08-14,81.1933,82.2465,81.1933,82.2465,2579.0
2021-08-15,81.1933,82.2465,81.1933,82.2465,2579.0
2021-08-16,81.9239,82.3793,81.9239,82.3793,323.0
2021-08-17,83.034,83.1497,82.8348,82.8348,1257.0
2021-08-18,82.5501,82.5501,82.4742,82.4742,435.0
2021-08-19,81.9049,82.9012,81.9049,82.8632,844.0
2021-08-20,82.6545,83.1524,82.6545,83.1524,610.0
2021-08-21,82.6545,83.1524,82.6545,83.1524,610.0
2021-08-22,82.6545,83.1524,82.6545,83.1524,610.0
2021-08-23,82.4666,82.4666,82.3982,82.3982,892.0
2021-08-24,81.383,81.5064,81.383,81.5064,1362.0
2021-08-25,81.1268,81.1268,81.0984,81.0984,383.0
2021-08-26,81.4495,81.4495,80.1306,80.6915,2109.0
2021-08-27,80.3013,80.3013,80.3013,80.3013,221.0
2021-08-28,80.3013,80.3013,80.3013,80.3013,221.0
2021-08-29,80.3013,80.3013,80.3013,80.3013,221.0
2021-08-30,81.2407,81.2407,81.2407,81.2407,293.0
2021-08-31,81.2407,81.2407,81.2407,81.2407,33.0
2021-09-01,81.4779,83.1669,81.4779,83.1669,1852.0
2021-09-02,82.7304,83.499,82.5596,83.499,6671.0
2021-09-03,83.1479,83.1479,83.1479,83.1479,411.0
2021-09-04,83.1479,83.1479,83.1479,83.1479,411.0
2021-09-05,83.1479,83.1479,83.1479,83.1479,411.0
2021-09-06,83.1479,83.1479,83.1479,83.1479,411.0
2021-09-07,82.8632,82.8632,82.4458,82.5122,1127.0
2021-09-08,83.4515,83.4515,83.4326,83.4326,466.0
2021-09-09,83.1764,83.1764,83.1764,83.1764,555.0
2021-09-10,82.4837,82.4837,81.1458,81.1458,445.0
2021-09-11,82.4837,82.4837,81.1458,81.1458,445.0
2021-09-12,82.4837,82.4837,81.1458,81.1458,445.0
2021-09-13,80.9371,80.9371,80.9371,80.9371,213.0
2021-09-14,80.9371,80.9371,80.9371,80.9371,106.0
2021-09-15,80.9655,81.1363,80.9655,81.1363,711.0
2021-09-16,81.2976,81.5254,81.2976,81.421,437.0
2021-09-17,81.6392,82.0757,80.7188,82.0757,8679.0
2021-09-18,81.6392,82.0757,80.7188,82.0757,8679.0
2021-09-19,81.6392,82.0757,80.7188,82.0757,8679.0
2021-09-20,82.199,82.199,80.9323,81.2597,1073.0
2021-09-21,81.6772,81.6772,81.5254,81.5443,586.0
2021-09-22,81.9144,81.9144,80.7473,80.9655,1827.0
2021-09-23,79.381,81.3925,79.381,80.5851,1036.0
2021-09-24,80.8137,80.8137,80.159,80.159,2758.0
2021-09-25,80.8137,80.8137,80.159,80.159,2758.0
2021-09-26,80.8137,80.8137,80.159,80.159,2758.0
2021-09-27,80.7283,80.7473,79.9503,80.1385,3361.0
2021-09-28,79.9598,79.9598,78.5213,79.3715,1601.0
2021-09-29,78.935,79.7795,78.935,79.7131,857.0
2021-09-30,78.1944,78.2234,78.1569,78.1664,648.0
2021-10-01,78.7452,78.7452,76.6388,76.7621,4714.0
2021-10-02,78.7452,78.7452,76.6388,76.7621,4714.0
2021-10-03,78.7452,78.7452,76.6388,76.7621,4714.0
2021-10-04,76.9234,77.7774,76.6023,76.6023,638.0
2021-10-05,76.9614,76.9614,76.0149,76.0149,1388.0
2021-10-06,75.6615,75.6615,75.2108,75.2108,874.0
2021-10-07,75.2155,76.8475,75.2155,76.6767,2742.0
2021-10-08,76.3241,76.3241,75.3713,75.3713,2018.0
2021-10-09,76.3241,76.3241,75.3713,75.3713,2018.0
2021-10-10,76.3241,76.3241,75.3713,75.3713,2018.0
2021-10-11,75.3903,75.8191,75.3903,75.8191,645.0
2021-10-12,75.0759,75.0759,74.3327,74.3327,933.0
2021-10-13,74.3231,75.1045,73.4179,75.1045,3207.0
2021-10-14,75.438,76.2765,75.438,76.2765,1413.0
2021-10-15,76.5719,76.5719,75.6286,75.9049,2427.0
2021-10-16,76.5719,76.5719,75.6286,75.9049,2427.0
2021-10-17,76.5719,76.5719,75.6286,75.9049,2427.0
2021-10-18,75.762,75.762,75.4427,75.4427,585.0
2021-10-19,75.6857,76.1145,75.6857,76.1145,919.0
2021-10-20,76.6672,77.0483,76.6672,76.7053,3393.0
2021-10-21,76.9435,76.9816,76.5909,76.7243,5763.0
2021-10-22,77.0864,77.5914,76.9721,77.0864,3672.0
2021-10-23,77.0864,77.5914,76.9721,77.0864,3672.0
2021-10-24,77.0864,77.5914,76.9721,77.0864,3672.0
2021-10-25,76.5909,77.0388,76.4671,76.8482,2323.0
2021-10-26,78.9922,78.9922,76.9054,77.2294,1489.0
2021-10-27,76.9626,77.4749,76.7339,76.9911,2300.0
2021-10-28,76.6958,77.2151,76.6958,77.2103,6578.0
2021-10-29,77.7058,77.7058,77.4104,77.4104,513.0
2021-10-30,77.7058,77.7058,77.4104,77.4104,513.0
2021-10-31,77.7058,77.7058,77.4104,77.4104,513.0
2021-11-01,76.6672,76.6672,76.6672,76.6672,315.0
2021-11-02,76.4385,77.1817,75.9395,77.1817,2603.0
2021-11-03,76.8768,78.0965,76.8768,78.0965,861.0
2021-11-04,77.782,77.9535,77.0864,77.0864,1055.0
2021-11-05,76.9054,77.9535,76.9054,77.5482,688.0
2021-11-06,76.9054,77.9535,76.9054,77.5482,688.0
2021-11-07,76.9054,77.9535,76.9054,77.5482,688.0
2021-11-08,76.9054,77.9535,76.9054,77.5482,200.0
2021-11-09,76.8863,76.9417,76.2189,76.8292,973.0
2021-11-10,77.782,77.8011,77.3818,77.3818,599.0
2021-11-11,77.62,77.7725,77.62,77.7725,757.0
2021-11-12,78.5634,78.5634,78.0107,78.0107,2156.0
2021-11-13,78.5634,78.5634,78.0107,78.0107,2156.0
2021-11-14,78.5634,78.5634,78.0107,78.0107,2156.0
2021-11-15,78.8302,78.8302,78.7468,78.7468,225.0
2021-11-16,76.3241,79.44,76.3241,79.2018,2505.0
2021-11-17,79.3161,79.5682,79.3161,79.5682,377.0
2021-11-18,80.0403,80.0403,78.7063,79.1923,7045.0
2021-11-19,79.9927,80.6025,79.9927,80.6025,2616.0
2021-11-20,79.9927,80.6025,79.9927,80.6025,2616.0
2021-11-21,79.9927,80.6025,79.9927,80.6025,2616.0
2021-11-22,80.1546,80.1546,80.1546,80.1546,280.0
2021-11-23,80.7645,81.6411,80.7645,81.6411,7028.0
2021-11-24,81.8031,81.8031,80.9455,81.5038,1484.0
2021-11-25,81.8031,81.8031,80.9455,81.5038,1484.0
2021-11-26,81.4696,82.7274,81.4029,81.7173,3561.0
2021-11-27,81.4696,82.7274,81.4029,81.7173,3561.0
2021-11-28,81.4696,82.7274,81.4029,81.7173,3561.0
2021-11-29,81.5363,82.8894,81.5363,82.8894,1160.0
2021-11-30,82.8227,82.8227,82.5654,82.5654,461.0
2021-12-01,81.8888,83.4992,81.8888,83.4992,796.0
2021-12-02,83.7374,83.7374,83.7374,83.7374,375.0
2021-12-03,82.9846,83.8613,82.9846,83.8327,1638.0
2021-12-04,82.9846,83.8613,82.9846,83.8327,1638.0
2021-12-05,82.9846,83.8613,82.9846,83.8327,1638.0
2021-12-06,84.1852,85.8623,84.1852,85.8623,1124.0
2021-12-07,85.5859,85.5859,83.3563,83.8803,1325.0
2021-12-08,83.8613,84.7093,83.8613,84.7093,533.0
2021-12-09,83.8613,84.7093,83.8613,84.7093,57.0
2021-12-10,83.8994,86.091,83.8994,86.0052,1924.0
2021-12-11,83.8994,86.091,83.8994,86.0052,1924.0
2021-12-12,83.8994,86.091,83.8994,86.0052,1924.0
2021-12-13,87.7394,89.0353,87.7394,88.5589,1561.0
2021-12-14,88.3588,88.3588,87.444,87.7585,2331.0
2021-12-15,87.8633,87.9681,87.6537,87.7489,4496.0
2021-12-16,88.3683,90.093,88.3683,90.093,2237.0
2021-12-17,89.9977,91.2841,89.5308,89.5308,4717.0
2021-12-18,89.9977,91.2841,89.5308,89.5308,4717.0
2021-12-19,89.9977,91.2841,89.5308,89.5308,4717.0
2021-12-20,89.4831,89.5213,89.4831,89.5213,715.0
2021-12-21,89.1306,89.1485,87.7299,89.0639,4893.0
2021-12-22,88.5589,88.7685,88.0729,88.7685,1350.0
2021-12-23,88.4636,89.0448,88.4636,88.616,4603.0
2021-12-24,88.4636,89.0448,88.4636,88.616,4603.0
2021-12-25,88.4636,89.0448,88.4636,88.616,4603.0
2021-12-26,88.4636,89.0448,88.4636,88.616,4603.0
2021-12-27,89.0258,89.1592,89.0258,89.1592,315.0
2021-12-28,90.0072,90.2169,89.9215,90.1042,3165.0
2021-12-29,89.931,89.931,89.931,89.931,350.0
2021-12-30,89.6918,91.1937,89.6918,91.1937,939.0
2021-12-31,90.878,91.7772,90.878,91.2512,786.0
2022-01-01,90.878,91.7772,90.878,91.2512,786.0
2022-01-02,90.878,91.7772,90.878,91.2512,786.0
2022-01-03,91.3946,91.3946,90.5241,91.3659,2870.0
2022-01-04,91.7868,92.5329,91.7868,92.4468,3896.0
2022-01-05,92.1216,93.48,92.1216,92.8008,3151.0
2022-01-06,92.2555,93.547,92.2555,92.4564,1621.0
2022-01-07,92.2331,92.3129,92.2331,92.3129,296.0
2022-01-08,92.2331,92.3129,92.2331,92.3129,296.0
2022-01-09,92.2331,92.3129,92.2331,92.3129,296.0
2022-01-10,92.5903,92.5903,90.1257,90.1257,1115.0
2022-01-11,90.0553,90.4829,89.5866,90.352,1218.0
2022-01-12,90.7728,90.7728,90.2371,90.7728,3468.0
2022-01-13,90.5241,91.4794,90.5241,91.2033,4830.0
2022-01-14,90.8971,92.3321,90.8397,92.3321,1495.0
2022-01-15,90.8971,92.3321,90.8397,92.3321,1495.0
2022-01-16,90.8971,92.3321,90.8397,92.3321,1495.0
2022-01-17,90.8971,92.3321,90.8397,92.3321,1495.0
2022-01-18,91.8059,93.3078,91.3467,93.3078,4438.0
2022-01-19,93.26,93.26,91.7103,91.7103,617.0
2022-01-20,93.26,93.26,91.7103,91.7103,64.0
2022-01-21,91.5763,91.6146,91.5763,91.6146,669.0
2022-01-22,91.5763,91.6146,91.5763,91.6146,669.0
2022-01-23,91.5763,91.6146,91.5763,91.6146,669.0
2022-01-24,91.9207,91.9207,91.9207,91.9207,317.0
2022-01-25,90.4571,90.4571,88.5726,89.2709,1511.0
2022-01-26,90.4571,90.4571,88.5726,89.2709,125.0
2022-01-27,88.3239,94.6949,88.3239,93.4609,2924.0
2022-01-28,93.3174,93.6713,92.7338,93.6139,3674.0
2022-01-29,93.3174,93.6713,92.7338,93.6139,3674.0
2022-01-30,93.3174,93.6713,92.7338,93.6139,3674.0
2022-01-31,93.7478,95.6611,93.7478,95.4506,1744.0
2022-02-01,95.1923,96.1968,94.781,95.8619,3721.0
2022-02-02,96.522,97.096,96.522,97.096,1166.0
2022-02-03,97.4499,99.1049,97.4499,98.7318,1732.0
2022-02-04,99.124,99.124,96.6272,97.823,2288.0
2022-02-05,99.124,99.124,96.6272,97.823,2288.0
2022-02-06,99.124,99.124,96.6272,97.823,2288.0
2022-02-07,97.5743,97.6699,97.5743,97.6699,667.0
2022-02-08,98.1672,98.1674,97.9378,98.159,2370.0
2022-02-09,97.6317,97.8134,97.6317,97.6604,1015.0
2022-02-10,97.3543,97.3543,96.2159,96.3785,2472.0
2022-02-11,95.7376,96.1395,95.7376,96.1395,1291.0
2022-02-12,95.7376,96.1395,95.7376,96.1395,1291.0
2022-02-13,95.7376,96.1395,95.7376,96.1395,1291.0
2022-02-14,96.1489,96.1489,95.8141,95.8141,397.0
2022-02-15,96.1489,96.1489,95.8141,95.8141,65.0
2022-02-16,96.1968,96.1968,93.4991,93.9966,1043.0
2022-02-17,93.9392,94.2261,93.9392,94.2261,220.0
2022-02-18,93.1595,93.1595,93.1595,93.1595,216.0
2022-02-19,93.1595,93.1595,93.1595,93.1595,216.0
2022-02-20,93.1595,93.1595,93.1595,93.1595,216.0
2022-02-21,93.1595,93.1595,93.1595,93.1595,216.0
2022-02-22,92.8008,93.2695,92.6764,92.6764,1313.0
2022-02-23,92.4018,92.5042,92.1981,92.1981,1133.0
2022-02-24,89.9405,89.9405,88.9272,88.9272,917.0
2022-02-25,89.9597,91.9781,89.9597,91.9781,716.0
2022-02-26,89.9597,91.9781,89.9597,91.9781,716.0
2022-02-27,89.9597,91.9781,89.9597,91.9781,716.0
2022-02-28,92.4564,92.4564,90.6006,90.6006,394.0
2022-03-01,90.2945,90.2945,90.2945,90.2945,348.0
2022-03-02,93.1069,93.1088,93.1069,93.1088,814.0
2022-03-03,92.6477,94.9914,92.6477,94.9914,1005.0
2022-03-04,97.4786,99.2197,97.1629,99.2197,1668.0
2022-03-05,97.4786,99.2197,97.1629,99.2197,1668.0
2022-03-06,97.4786,99.2197,97.1629,99.2197,1668.0
2022-03-07,98.5787,102.3765,97.6986,100.0328,5674.0
2022-03-08,97.6125,97.6125,94.6662,94.6662,2486.0
2022-03-09,95.3932,95.3932,94.0348,94.0348,487.0
2022-03-10,94.4844,94.4844,93.4513,93.4513,1052.0
2022-03-11,93.547,94.2261,93.547,94.1592,3521.0
2022-03-12,93.547,94.2261,93.547,94.1592,3521.0
2022-03-13,93.547,94.2261,93.547,94.1592,3521.0
2022-03-14,93.2121,93.8435,93.2121,93.8435,3933.0
2022-03-15,94.3314,94.3314,93.8435,94.0348,3444.0
2022-03-16,93.1834,93.8339,89.8449,92.3906,16621.0
2022-03-17,92.8965,92.8965,91.5094,92.4947,1271.0
2022-03-18,93.0112,93.0112,91.385,91.385,650.0
2022-03-19,93.0112,93.0112,91.385,91.385,650.0
2022-03-20,93.0112,93.0112,91.385,91.385,650.0
2022-03-21,92.179,92.5339,92.179,92.5329,605.0
2022-03-22,93.1739,93.1739,91.5476,92.5329,15500.0
2022-03-23,91.6242,91.6242,91.3659,91.5285,603.0
2022-03-24,92.0355,92.0355,92.0355,92.0355,519.0
2022-03-25,92.7434,93.767,92.7434,93.2695,5260.0
2022-03-26,92.7434,93.767,92.7434,93.2695,5260.0
2022-03-27,92.7434,93.767,92.7434,93.2695,5260.0
2022-03-28,93.7861,93.7861,93.7861,93.7861,373.0
2022-03-29,93.3652,94.6758,91.9972,92.2938,3057.0
2022-03-30,92.6764,92.6764,91.1172,92.5425,3616.0
2022-03-31,94.7045,95.6611,94.6949,95.6611,3949.0
2022-04-01,95.0775,97.7943,95.0775,97.7943,1265.0
2022-04-02,95.0775,97.7943,95.0775,97.7943,1265.0
2022-04-03,95.0775,97.7943,95.0775,97.7943,1265.0
2022-04-04,97.2108,97.2108,95.7759,95.7759,664.0
2022-04-05,95.4219,98.5118,95.4219,98.1387,1701.0
2022-04-06,97.756,98.5883,97.0194,97.0194,2391.0
2022-04-07,98.4351,98.9614,98.4351,98.9614,663.0
2022-04-08,98.3603,98.3603,97.4541,97.8094,3015.0
2022-04-09,98.3603,98.3603,97.4541,97.8094,3015.0
2022-04-10,98.3603,98.3603,97.4541,97.8094,3015.0
2022-04-11,97.4925,98.3562,97.4925,97.9246,2308.0
2022-04-12,97.8574,98.1358,97.8286,98.1358,1792.0
2022-04-13,97.4829,97.8094,96.8109,97.8094,1351.0
2022-04-14,98.3758,98.3758,97.8335,97.8335,518.0
2022-04-15,98.3758,98.3758,97.8335,97.8335,518.0
2022-04-16,98.3758,98.3758,97.8335,97.8335,518.0
2022-04-17,98.3758,98.3758,97.8335,97.8335,518.0
2022-04-18,97.6077,97.6077,96.0045,96.2733,2085.0
2022-04-19,96.4365,97.3677,96.4365,97.2621,568.0
2022-04-20,97.3005,100.6127,97.3005,99.9215,4209.0
2022-04-21,100.4015,100.7663,100.1807,100.7375,2562.0
2022-04-22,99.3533,99.3533,99.3533,99.3533,506.0
2022-04-23,99.3533,99.3533,99.3533,99.3533,506.0
2022-04-24,99.3533,99.3533,99.3533,99.3533,506.0
2022-04-25,99.6718,99.6718,96.8685,97.5668,1988.0
2022-04-26,98.4334,98.5918,97.0221,97.3293,1717.0
2022-04-27,96.9645,98.9806,96.9645,98.9806,1034.0
2022-04-28,98.1166,98.1166,98.1166,98.1166,347.0
2022-04-29,97.7037,97.7037,97.7037,97.7037,163.0
2022-04-30,97.7037,97.7037,97.7037,97.7037,163.0
2022-05-01,97.7037,97.7037,97.7037,97.7037,163.0
2022-05-02,98.0014,98.0014,93.1435,93.1435,1111.0
2022-05-03,98.0014,98.0014,93.1435,93.1435,94.0
2022-05-04,93.4219,93.4219,93.4219,93.4219,622.0
2022-05-05,93.1339,94.5932,92.5483,92.6347,1496.0
2022-05-06,93.1339,94.5932,92.5483,92.6347,125.0
2022-05-07,93.1339,94.5932,92.5483,92.6347,125.0
2022-05-08,93.1339,94.5932,92.5483,92.6347,125.0
2022-05-09,92.7883,94.5548,92.7883,94.1283,1035.0
2022-05-10,94.9292,94.9292,94.9292,94.9292,234.0
2022-05-11,93.9404,94.7132,93.9404,94.6556,894.0
2022-05-12,94.8908,94.8908,94.8908,94.8908,181.0
2022-05-13,93.9884,96.0525,93.9884,96.0429,2610.0
2022-05-14,93.9884,96.0525,93.9884,96.0429,2610.0
2022-05-15,93.9884,96.0525,93.9884,96.0429,2610.0
2022-05-16,96.6861,96.6861,96.2445,96.3789,3529.0
2022-05-17,97.1469,97.1469,95.1788,96.3886,1191.0
2022-05-18,96.0525,96.0525,88.3433,88.3433,2480.0
2022-05-19,87.9977,87.9977,85.5688,86.0968,4846.0
2022-05-20,86.5864,86.5864,86.0392,86.116,761.0
2022-05-21,86.5864,86.5864,86.0392,86.116,761.0
2022-05-22,86.5864,86.5864,86.0392,86.116,761.0
2022-05-23,86.9128,87.6233,86.9128,87.6233,1044.0
2022-05-24,87.9785,87.9785,87.9785,87.9785,164.0
2022-05-25,87.9785,87.9785,87.9785,87.9785,100.0
2022-05-26,90.1194,90.1482,90.1194,90.1482,608.0
2022-05-27,88.9289,88.9961,88.9289,88.9961,262.0
2022-05-28,88.9289,88.9961,88.9289,88.9961,262.0
2022-05-29,88.9289,88.9961,88.9289,88.9961,262.0
2022-05-30,88.9289,88.9961,88.9289,88.9961,262.0
2022-05-31,89.6106,89.6106,88.0841,89.2394,736.0
2022-06-01,86.8744,86.8744,86.8744,86.8744,298.0
2022-06-02,87.2777,87.2777,87.2777,87.2777,466.0
2022-06-03,87.8633,87.8633,86.1352,86.4136,1306.0
2022-06-04,87.8633,87.8633,86.1352,86.4136,1306.0
2022-06-05,87.8633,87.8633,86.1352,86.4136,1306.0
2022-06-06,86.9704,86.9704,86.9704,86.9704,374.0
2022-06-07,86.063,86.063,86.063,86.063,394.0
2022-06-08,85.492,86.2888,85.4536,86.025,3457.0
2022-06-09,86.2024,86.2024,84.3687,84.3687,1999.0
