,CNS US Equity,CNS US Equity,CNS US Equity,CNS US Equity,CNS US Equity
2020-03-14,41.4534,45.5406,39.9913,45.5406,403446.0
2020-03-15,41.4534,45.5406,39.9913,45.5406,403446.0
2020-03-16,41.043,41.043,36.4769,36.8275,235634.0
2020-03-17,37.6826,42.4453,34.707,42.1973,238200.0
2020-03-18,39.1618,39.1618,31.2611,33.9374,403917.0
2020-03-19,33.4329,34.9549,30.9361,33.1337,286098.0
2020-03-20,33.2363,35.5364,30.7023,32.3812,359717.0
2020-03-21,33.2363,35.5364,30.7023,32.3812,359717.0
2020-03-22,33.2363,35.5364,30.7023,32.3812,359717.0
2020-03-23,31.8596,31.8853,28.6617,29.8331,148887.0
2020-03-24,30.6882,35.9297,30.6882,35.6988,260417.0
2020-03-25,35.8955,37.161,34.4847,35.1773,227970.0
2020-03-26,34.7754,37.5971,34.6728,37.2123,186521.0
2020-03-27,35.6219,37.2636,34.63,35.562,144169.0
2020-03-28,35.6219,37.2636,34.63,35.562,144169.0
2020-03-29,35.6219,37.2636,34.63,35.562,144169.0
2020-03-30,35.887,38.4607,34.972,38.2384,182829.0
2020-03-31,37.9562,38.9053,37.161,38.8626,189927.0
2020-04-01,36.8019,38.1101,35.3696,36.2717,258587.0
2020-04-02,35.8271,37.4346,33.0824,34.2281,182054.0
2020-04-03,33.7835,34.2709,32.2273,33.108,137721.0
2020-04-04,33.7835,34.2709,32.2273,33.108,137721.0
2020-04-05,33.7835,34.2709,32.2273,33.108,137721.0
2020-04-06,34.7155,37.0413,34.3419,36.7591,118158.0
2020-04-07,37.999,38.5376,35.8784,36.1777,305189.0
2020-04-08,36.7848,40.8549,36.4171,39.8544,259632.0
2020-04-09,41.2311,44.7881,39.4868,44.5402,348444.0
2020-04-10,41.2311,44.7881,39.4868,44.5402,348444.0
2020-04-11,41.2311,44.7881,39.4868,44.5402,348444.0
2020-04-12,41.2311,44.7881,39.4868,44.5402,348444.0
2020-04-13,43.8561,44.0186,40.2221,41.4192,193618.0
2020-04-14,42.6334,43.2234,40.4957,42.4966,249339.0
2020-04-15,42.5222,42.5222,40.0597,41.1712,240450.0
2020-04-16,40.7523,41.1712,39.3158,40.1623,238676.0
2020-04-17,41.9493,42.223,40.547,42.0349,160923.0
2020-04-18,41.9493,42.223,40.547,42.0349,160923.0
2020-04-19,41.9493,42.223,40.547,42.0349,160923.0
2020-04-20,40.9575,41.4346,39.91,40.6325,143196.0
2020-04-21,39.1789,40.5727,38.6787,40.0255,174267.0
2020-04-22,41.556,42.5479,38.9224,41.2995,177359.0
2020-04-23,39.3329,43.4115,39.3329,42.0691,302047.0
2020-04-24,44.925,46.1648,42.223,45.1302,306674.0
2020-04-25,44.925,46.1648,42.223,45.1302,306674.0
2020-04-26,44.925,46.1648,42.223,45.1302,306674.0
2020-04-27,46.0707,47.8664,45.6518,47.4901,185048.0
2020-04-28,47.8835,50.1152,47.8835,48.5675,208740.0
2020-04-29,50.0981,52.4324,49.739,51.0729,303576.0
2020-04-30,49.7048,50.4487,48.8497,49.3713,235204.0
2020-05-01,48.2683,48.7001,47.4816,48.4564,163028.0
2020-05-02,48.2683,48.7001,47.4816,48.4564,163028.0
2020-05-03,48.2683,48.7001,47.4816,48.4564,163028.0
2020-05-04,47.969,49.0806,47.6697,48.9352,152525.0
2020-05-05,50.0981,51.1413,49.1233,50.1494,180171.0
2020-05-06,50.7308,51.0729,49.3542,49.8501,158518.0
2020-05-07,50.5855,51.945,50.5085,51.8253,152424.0
2020-05-08,53.0053,54.6898,52.7445,54.6385,193024.0
2020-05-09,53.0053,54.6898,52.7445,54.6385,193024.0
2020-05-10,53.0053,54.6898,52.7445,54.6385,193024.0
2020-05-11,54.0399,55.0403,53.3473,54.1682,177972.0
2020-05-12,54.1767,54.5017,51.9963,52.0391,319769.0
2020-05-13,51.4918,52.0305,48.482,49.3285,249302.0
2020-05-14,48.0887,51.6286,47.7125,51.5688,362623.0
2020-05-15,51.4741,53.0319,50.7727,51.2073,592007.0
2020-05-16,51.4741,53.0319,50.7727,51.2073,592007.0
2020-05-17,51.4741,53.0319,50.7727,51.2073,592007.0
2020-05-18,52.92,55.8461,52.92,55.2609,188826.0
2020-05-19,54.6585,55.2609,52.2487,52.2745,134436.0
2020-05-20,53.5741,54.4777,53.0405,54.3659,129585.0
2020-05-21,54.0216,54.9554,53.9915,54.6757,86954.0
2020-05-22,54.9425,55.0759,53.7892,54.9769,70265.0
2020-05-23,54.9425,55.0759,53.7892,54.9769,70265.0
2020-05-24,54.9425,55.0759,53.7892,54.9769,70265.0
2020-05-25,54.9425,55.0759,53.7892,54.9769,70265.0
2020-05-26,55.9408,59.0132,55.9408,57.9891,218835.0
2020-05-27,59.3833,59.8136,57.3953,57.8514,192118.0
2020-05-28,58.5227,58.5227,55.9752,56.0785,203041.0
2020-05-29,55.5105,56.0699,54.2368,54.6929,158980.0
2020-05-30,55.5105,56.0699,54.2368,54.6929,158980.0
2020-05-31,55.5105,56.0699,54.2368,54.6929,158980.0
2020-06-01,54.8048,56.2205,54.8048,55.8375,179160.0
2020-06-02,56.8531,58.3075,56.0785,57.7051,181262.0
2020-06-03,58.7551,60.5882,58.7551,60.4161,128317.0
2020-06-04,59.9513,60.6398,59.3145,60.4763,85033.0
2020-06-05,61.7156,64.6805,61.7156,63.4111,171518.0
2020-06-06,61.7156,64.6805,61.7156,63.4111,171518.0
2020-06-07,61.7156,64.6805,61.7156,63.4111,171518.0
2020-06-08,64.1254,64.3491,62.5676,63.368,133863.0
2020-06-09,62.3008,63.6865,61.5177,63.1098,161621.0
2020-06-10,62.9033,63.368,61.7759,61.8791,135508.0
2020-06-11,59.1509,60.6226,56.9736,57.1285,147669.0
2020-06-12,59.8308,60.1794,57.5588,59.2284,259452.0
2020-06-13,59.8308,60.1794,57.5588,59.2284,259452.0
2020-06-14,59.8308,60.1794,57.5588,59.2284,259452.0
2020-06-15,57.249,61.096,57.249,61.0013,210512.0
2020-06-16,63.4885,63.6778,60.6226,61.9394,234097.0
2020-06-17,62.0685,62.7914,61.6374,62.5418,156413.0
2020-06-18,61.7845,63.5057,61.7845,62.7312,122171.0
2020-06-19,62.7914,62.9635,60.5925,61.0874,373524.0
2020-06-20,62.7914,62.9635,60.5925,61.0874,373524.0
2020-06-21,62.7914,62.9635,60.5925,61.0874,373524.0
2020-06-22,60.855,61.9652,59.5899,61.38,133792.0
2020-06-23,62.1804,62.5935,60.938,61.5091,126805.0
2020-06-24,60.7345,61.3025,58.9358,59.3833,175602.0
2020-06-25,59.1854,60.0718,58.712,59.6329,200958.0
2020-06-26,58.91,58.91,55.3986,55.5621,497185.0
2020-06-27,58.91,58.91,55.3986,55.5621,497185.0
2020-06-28,58.91,58.91,55.3986,55.5621,497185.0
2020-06-29,56.5777,58.1268,55.6224,57.6362,136990.0
2020-06-30,57.4383,58.9186,57.4383,58.5657,242590.0
2020-07-01,59.194,59.435,57.86,58.342,114202.0
2020-07-02,59.6759,60.0202,57.9289,58.1612,98140.0
2020-07-03,59.6759,60.0202,57.9289,58.1612,98140.0
2020-07-04,59.6759,60.0202,57.9289,58.1612,98140.0
2020-07-05,59.6759,60.0202,57.9289,58.1612,98140.0
2020-07-06,59.6243,59.805,58.5313,58.5571,103344.0
2020-07-07,57.6707,58.4194,56.6293,56.7068,126761.0
2020-07-08,56.7154,57.9461,55.9408,56.8014,159106.0
2020-07-09,56.8272,56.9606,54.3831,54.7015,196739.0
2020-07-10,54.8908,57.86,54.8908,57.7912,141908.0
2020-07-11,54.8908,57.86,54.8908,57.7912,141908.0
2020-07-12,54.8908,57.86,54.8908,57.7912,141908.0
2020-07-13,58.3678,58.3678,55.958,56.0613,144498.0
2020-07-14,56.1129,57.7051,56.1129,57.2748,90092.0
2020-07-15,58.4366,59.2886,57.5158,58.9788,165556.0
2020-07-16,58.1268,59.2284,57.6362,58.1698,132215.0
2020-07-17,58.2473,58.8669,57.6448,58.2559,75501.0
2020-07-18,58.2473,58.8669,57.6448,58.2559,75501.0
2020-07-19,58.2473,58.8669,57.6448,58.2559,75501.0
2020-07-20,57.8342,58.5313,57.4555,58.2903,88452.0
2020-07-21,59.1165,59.4522,58.0838,58.6518,70200.0
2020-07-22,58.342,59.1509,58.342,58.953,160254.0
2020-07-23,58.0752,58.5313,54.624,55.1318,173820.0
2020-07-24,55.2609,55.8978,54.5294,54.7101,107388.0
2020-07-25,55.2609,55.8978,54.5294,54.7101,107388.0
2020-07-26,55.2609,55.8978,54.5294,54.7101,107388.0
2020-07-27,54.5638,55.9666,54.2504,55.6052,198453.0
2020-07-28,55.106,55.1447,54.0216,54.056,92887.0
2020-07-29,54.2626,55.0888,53.97,54.5982,100701.0
2020-07-30,53.5052,53.5353,52.4294,52.679,107785.0
2020-07-31,52.593,52.6618,51.3278,51.7926,221225.0
2020-08-01,52.593,52.6618,51.3278,51.7926,221225.0
2020-08-02,52.593,52.6618,51.3278,51.7926,221225.0
2020-08-03,52.4725,52.7737,52.0981,52.5327,159755.0
2020-08-04,52.309,52.309,51.0223,51.6635,93558.0
2020-08-05,52.3348,52.8511,51.9561,52.2315,180668.0
2020-08-06,52.0938,52.1519,51.5344,51.7409,94169.0
2020-08-07,51.4741,52.1239,51.0955,52.0938,87712.0
2020-08-08,51.4741,52.1239,51.0955,52.0938,87712.0
2020-08-09,51.4741,52.1239,51.0955,52.0938,87712.0
2020-08-10,52.395,53.1782,51.5516,52.5069,154963.0
2020-08-11,53.2556,54.5423,53.1007,53.6429,108441.0
2020-08-12,54.4433,55.0974,53.9097,54.1249,170438.0
2020-08-13,53.6601,54.2109,53.6601,54.0818,94339.0
2020-08-14,53.7614,53.7614,53.1812,53.5796,68791.0
2020-08-15,53.7614,53.7614,53.1812,53.5796,68791.0
2020-08-16,53.7614,53.7614,53.1812,53.5796,68791.0
2020-08-17,53.6055,54.1425,53.2765,53.8394,84138.0
2020-08-18,53.7874,54.255,53.6142,53.9779,114396.0
2020-08-19,54.0818,54.4456,52.9647,53.0859,127013.0
2020-08-20,52.4191,53.6229,52.4191,53.2851,101834.0
2020-08-21,52.8175,53.6142,52.5577,53.5536,87525.0
2020-08-22,52.8175,53.6142,52.5577,53.5536,87525.0
2020-08-23,52.8175,53.6142,52.5577,53.5536,87525.0
2020-08-24,54.1771,54.2637,53.6055,54.2464,59101.0
2020-08-25,53.9086,54.2507,52.8435,53.0686,85272.0
2020-08-26,52.9387,53.2072,52.575,52.8868,58787.0
2020-08-27,53.1466,53.8047,52.8954,53.3198,83349.0
2020-08-28,53.7441,53.7441,52.8435,53.2158,71838.0
2020-08-29,53.7441,53.7441,52.8435,53.2158,71838.0
2020-08-30,53.7441,53.7441,52.8435,53.2158,71838.0
2020-08-31,52.956,52.956,52.3498,52.3931,115169.0
2020-09-01,52.1506,53.3631,52.064,53.3024,90548.0
2020-09-02,53.5622,54.0645,52.9907,53.7961,74220.0
2020-09-03,53.5276,53.7181,52.0901,52.5144,97502.0
2020-09-04,53.1639,53.1639,51.1374,52.064,79651.0
2020-09-05,53.1639,53.1639,51.1374,52.064,79651.0
2020-09-06,53.1639,53.1639,51.1374,52.064,79651.0
2020-09-07,53.1639,53.1639,51.1374,52.064,79651.0
2020-09-08,51.2673,51.3106,50.2801,50.332,98030.0
2020-09-09,50.8257,51.4145,50.5572,50.7997,66961.0
2020-09-10,50.8516,51.3106,49.9856,50.1155,145654.0
2020-09-11,50.1415,51.2413,49.8124,50.5312,110734.0
2020-09-12,50.1415,51.2413,49.8124,50.5312,110734.0
2020-09-13,50.1415,51.2413,49.8124,50.5312,110734.0
2020-09-14,51.1461,51.5964,50.9296,51.2673,88792.0
2020-09-15,51.7263,52.497,51.3712,51.4925,79111.0
2020-09-16,51.6657,51.8954,50.5139,50.5572,125272.0
2020-09-17,49.8471,50.332,49.6241,49.8644,110685.0
2020-09-18,50.2541,50.2714,48.9551,49.5959,259179.0
2020-09-19,50.2541,50.2714,48.9551,49.5959,259179.0
2020-09-20,50.2541,50.2714,48.9551,49.5959,259179.0
2020-09-21,48.4788,48.8083,47.0932,47.5782,114252.0
2020-09-22,47.4136,48.271,47.0153,48.193,118724.0
2020-09-23,48.3835,48.7906,46.9893,47.0499,84775.0
2020-09-24,47.1019,48.6174,46.7901,47.5349,85048.0
2020-09-25,47.1278,48.4268,47.1278,48.1237,75717.0
2020-09-26,47.1278,48.4268,47.1278,48.1237,75717.0
2020-09-27,47.1278,48.4268,47.1278,48.1237,75717.0
2020-09-28,48.9638,49.5526,48.8858,49.059,83897.0
2020-09-29,48.9811,49.1456,48.0978,48.5308,67636.0
2020-09-30,48.9291,49.5093,48.0112,48.271,248133.0
2020-10-01,48.3143,48.8858,47.8423,48.4355,111297.0
2020-10-02,47.6215,49.8384,47.6215,49.3188,73438.0
2020-10-03,47.6215,49.8384,47.6215,49.3188,73438.0
2020-10-04,47.6215,49.8384,47.6215,49.3188,73438.0
2020-10-05,49.8211,50.436,49.1803,50.0896,66338.0
2020-10-06,50.0463,50.0982,48.5308,48.6087,130014.0
2020-10-07,49.1283,49.7172,48.4225,49.1976,158348.0
2020-10-08,50.0549,51.7003,49.7691,51.0768,178956.0
2020-10-09,51.6137,51.8692,50.0722,51.2673,153505.0
2020-10-10,51.6137,51.8692,50.0722,51.2673,153505.0
2020-10-11,51.6137,51.8692,50.0722,51.2673,153505.0
2020-10-12,51.4492,51.9601,51.3366,51.7609,68526.0
2020-10-13,51.3539,52.0121,50.8516,51.7003,71561.0
2020-10-14,52.2113,52.4104,51.5011,51.5704,98072.0
2020-10-15,51.0075,52.1073,50.9296,51.4925,96445.0
2020-10-16,51.3972,51.8302,50.8603,51.2587,71868.0
2020-10-17,51.3972,51.8302,50.8603,51.2587,71868.0
2020-10-18,51.3972,51.8302,50.8603,51.2587,71868.0
2020-10-19,51.7176,51.8042,50.1935,50.2541,64134.0
2020-10-20,50.3753,50.8863,50.2801,50.6438,168716.0
2020-10-21,50.817,50.9815,49.518,49.7085,101066.0
2020-10-22,50.5052,51.0681,48.5957,50.0463,171495.0
2020-10-23,50.5485,50.7737,49.5093,50.0116,134142.0
2020-10-24,50.5485,50.7737,49.5093,50.0116,134142.0
2020-10-25,50.5485,50.7737,49.5093,50.0116,134142.0
2020-10-26,49.3102,49.6652,48.678,49.6046,127655.0
2020-10-27,49.466,50.3407,48.8858,49.0244,134317.0
2020-10-28,47.9246,49.2495,47.6041,48.4875,124045.0
2020-10-29,48.3316,49.1933,47.6648,49.0071,146943.0
2020-10-30,48.8945,49.7129,48.1411,48.7646,118956.0
2020-10-31,48.8945,49.7129,48.1411,48.7646,118956.0
2020-11-01,48.8945,49.7129,48.1411,48.7646,118956.0
2020-11-02,49.3535,50.2108,49.3535,50.0549,159932.0
2020-11-03,50.9642,52.142,50.6698,51.3366,85890.0
2020-11-04,50.6178,51.9168,50.1575,51.4492,103342.0
2020-11-05,52.0467,52.7568,51.631,52.0381,77769.0
2020-11-06,52.4884,52.6616,51.1547,51.198,95858.0
2020-11-07,52.4884,52.6616,51.1547,51.198,95858.0
2020-11-08,52.4884,52.6616,51.1547,51.198,95858.0
2020-11-09,54.4715,58.7236,53.0426,56.7058,381554.0
2020-11-10,57.1475,57.8143,55.0085,55.6233,160200.0
2020-11-11,55.9784,56.9483,54.4585,54.714,145339.0
2020-11-12,54.1338,54.1338,52.168,52.6616,188806.0
2020-11-13,53.4681,56.4016,53.2155,56.375,183111.0
2020-11-14,53.4681,56.4016,53.2155,56.375,183111.0
2020-11-15,53.4681,56.4016,53.2155,56.375,183111.0
2020-11-16,57.5803,60.505,57.084,60.4429,259282.0
2020-11-17,59.4769,60.8772,58.5552,60.6734,173028.0
2020-11-18,60.9481,61.4444,59.3617,59.4149,182486.0
2020-11-19,60.4607,60.4607,58.4223,59.8935,121581.0
2020-11-20,59.3528,61.533,59.3263,61.3735,157259.0
2020-11-21,59.3528,61.533,59.3263,61.3735,157259.0
2020-11-22,59.3528,61.533,59.3263,61.3735,157259.0
2020-11-23,62.1357,63.146,61.6217,62.9511,133274.0
2020-11-24,63.8816,66.3011,63.1593,65.5389,217564.0
2020-11-25,65.3174,65.3971,63.7841,64.2627,90023.0
2020-11-26,65.3174,65.3971,63.7841,64.2627,90023.0
2020-11-27,64.2007,64.3957,62.7915,64.2627,48439.0
2020-11-28,64.2007,64.3957,62.7915,64.2627,48439.0
2020-11-29,64.2007,64.3957,62.7915,64.2627,48439.0
2020-11-30,63.4562,64.6704,62.5966,62.7206,122963.0
2020-12-01,63.793,63.9171,62.9511,63.3233,115232.0
2020-12-02,63.3233,64.0323,62.6409,63.5271,154404.0
2020-12-03,63.9791,65.3085,63.1815,64.2539,86553.0
2020-12-04,64.7059,66.8683,64.1652,66.7177,190120.0
2020-12-05,64.7059,66.8683,64.1652,66.7177,190120.0
2020-12-06,64.7059,66.8683,64.1652,66.7177,190120.0
2020-12-07,66.1859,67.8344,66.1859,67.533,101000.0
2020-12-08,67.4355,69.2701,67.4355,69.1549,188903.0
2020-12-09,69.855,69.855,66.8639,67.3646,118626.0
2020-12-10,66.9304,67.3292,65.889,66.4429,74932.0
2020-12-11,65.6187,66.957,65.6187,66.7708,101510.0
2020-12-12,65.6187,66.957,65.6187,66.7708,101510.0
2020-12-13,65.6187,66.957,65.6187,66.7708,101510.0
2020-12-14,67.4621,67.923,66.2923,66.3188,81214.0
2020-12-15,67.0899,67.3646,66.0441,66.7177,152835.0
2020-12-16,67.276,67.8432,66.4695,66.9658,132306.0
2020-12-17,67.1253,67.5064,65.6807,67.1608,147576.0
2020-12-18,67.3558,67.7546,65.7516,65.92,373521.0
2020-12-19,67.3558,67.7546,65.7516,65.92,373521.0
2020-12-20,67.3558,67.7546,65.7516,65.92,373521.0
2020-12-21,65.0072,66.4252,64.4488,65.7162,145402.0
2020-12-22,65.92,66.5404,64.6881,65.211,369714.0
2020-12-23,65.6098,66.5759,65.2553,65.4503,114541.0
2020-12-24,65.8137,66.0175,64.3868,65.0515,42546.0
2020-12-25,65.8137,66.0175,64.3868,65.0515,42546.0
2020-12-26,65.8137,66.0175,64.3868,65.0515,42546.0
2020-12-27,65.8137,66.0175,64.3868,65.0515,42546.0
2020-12-28,65.4858,66.177,64.7236,65.149,72219.0
2020-12-29,65.468,65.468,64.0412,64.5729,61950.0
2020-12-30,64.4577,65.6542,64.2095,65.1047,61228.0
2020-12-31,64.9008,66.0618,64.3381,65.8491,98241.0
2021-01-01,64.9008,66.0618,64.3381,65.8491,98241.0
2021-01-02,64.9008,66.0618,64.3381,65.8491,98241.0
2021-01-03,64.9008,66.0618,64.3381,65.8491,98241.0
2021-01-04,66.4075,66.4695,63.2169,63.2967,109388.0
2021-01-05,63.2612,63.9437,62.5833,63.2524,100080.0
2021-01-06,63.8905,66.372,63.341,65.9732,157268.0
2021-01-07,66.4252,66.4252,64.183,64.635,126160.0
2021-01-08,64.8211,64.8211,62.7472,63.5183,144331.0
2021-01-09,64.8211,64.8211,62.7472,63.5183,144331.0
2021-01-10,64.8211,64.8211,62.7472,63.5183,144331.0
2021-01-11,62.9333,65.1313,62.9245,64.44,78247.0
2021-01-12,64.7059,65.9112,64.0943,65.2287,64103.0
2021-01-13,65.2819,65.5389,64.4577,65.3528,99639.0
2021-01-14,66.0087,66.629,65.5212,66.0618,83813.0
2021-01-15,65.1933,65.468,64.5508,65.2553,96061.0
2021-01-16,65.1933,65.468,64.5508,65.2553,96061.0
2021-01-17,65.1933,65.468,64.5508,65.2553,96061.0
2021-01-18,65.1933,65.468,64.5508,65.2553,96061.0
2021-01-19,65.8403,65.8403,64.7502,65.406,87533.0
2021-01-20,65.4503,65.9865,65.0958,65.8048,97743.0
2021-01-21,66.1682,66.1682,64.8654,65.5389,146700.0
2021-01-22,64.8033,65.5567,64.2893,64.9363,142904.0
2021-01-23,64.8033,65.5567,64.2893,64.9363,142904.0
2021-01-24,64.8033,65.5567,64.2893,64.9363,142904.0
2021-01-25,64.3957,64.6527,63.053,63.8373,105903.0
2021-01-26,64.1564,64.7502,63.4385,63.9703,114124.0
2021-01-27,62.2775,63.084,59.9555,60.6025,179740.0
2021-01-28,61.409,61.9709,60.505,60.9747,174481.0
2021-01-29,60.6734,60.7354,57.4075,58.05,190285.0
2021-01-30,60.6734,60.7354,57.4075,58.05,190285.0
2021-01-31,60.6734,60.7354,57.4075,58.05,190285.0
2021-02-01,58.5286,60.341,57.6468,60.2125,118340.0
2021-02-02,60.6911,60.7177,59.2376,59.8226,121476.0
2021-02-03,59.3528,59.9023,59.1317,59.5567,82704.0
2021-02-04,59.7339,61.0057,59.7339,60.8861,73314.0
2021-02-05,61.3026,61.4655,59.9378,60.0796,199631.0
2021-02-06,61.3026,61.4655,59.9378,60.0796,199631.0
2021-02-07,61.3026,61.4655,59.9378,60.0796,199631.0
2021-02-08,60.2657,60.8506,59.7694,60.7443,98320.0
2021-02-09,60.8063,62.3661,60.3632,62.0737,135890.0
2021-02-10,62.4282,63.2878,61.0013,61.1342,100229.0
2021-02-11,61.3735,62.1667,60.3189,61.2849,68824.0
2021-02-12,61.0279,61.7856,60.505,61.1785,53854.0
2021-02-13,61.0279,61.7856,60.505,61.1785,53854.0
2021-02-14,61.0279,61.7856,60.505,61.1785,53854.0
2021-02-15,61.0279,61.7856,60.505,61.1785,53854.0
2021-02-16,61.5153,61.7014,59.9112,60.0707,80949.0
2021-02-17,59.5212,59.6985,58.4932,58.7325,91938.0
2021-02-18,58.0589,59.4902,57.9526,59.0161,106221.0
2021-02-19,59.3972,59.9289,58.5641,58.6793,72406.0
2021-02-20,59.3972,59.9289,58.5641,58.6793,72406.0
2021-02-21,59.3972,59.9289,58.5641,58.6793,72406.0
2021-02-22,57.9348,58.6678,57.7398,57.9171,92388.0
2021-02-23,57.6246,57.8905,56.0737,56.8536,110437.0
2021-02-24,57.022,58.9806,56.4725,58.635,112102.0
2021-02-25,58.4223,58.4311,56.2243,56.5257,147216.0
2021-02-26,56.9422,57.8639,56.6941,57.0574,161798.0
2021-02-27,56.9422,57.8639,56.6941,57.0574,161798.0
2021-02-28,56.9422,57.8639,56.6941,57.0574,161798.0
2021-03-01,57.6069,59.2199,57.5094,58.9363,118722.0
2021-03-02,58.44,59.4282,58.3248,58.8034,147900.0
2021-03-03,58.9983,60.2568,58.9983,59.539,125978.0
2021-03-04,59.2731,60.1726,57.3056,57.6069,174593.0
2021-03-05,58.2405,58.8652,56.768,58.8028,150403.0
2021-03-06,58.2405,58.8652,56.768,58.8028,150403.0
2021-03-07,58.2405,58.8652,56.768,58.8028,150403.0
2021-03-08,58.776,60.1102,58.5261,59.4543,131409.0
2021-03-09,60.1325,60.659,59.4543,59.5167,130214.0
2021-03-10,59.9005,60.4895,59.0616,59.7666,181455.0
2021-03-11,59.9183,60.4171,58.8652,59.3829,152177.0
2021-03-12,59.3739,60.6501,59.3472,60.6144,130704.0
2021-03-13,59.3739,60.6501,59.3472,60.6144,130704.0
2021-03-14,59.3739,60.6501,59.3472,60.6144,130704.0
2021-03-15,60.668,61.7835,59.9719,61.7835,153316.0
2021-03-16,61.2927,61.8103,60.3824,60.4716,123108.0
2021-03-17,60.4538,60.6233,59.6595,60.4716,124085.0
2021-03-18,60.1682,60.2887,57.7318,57.8122,169446.0
2021-03-19,57.9282,59.2579,57.2232,58.6064,643089.0
2021-03-20,57.9282,59.2579,57.2232,58.6064,643089.0
2021-03-21,57.9282,59.2579,57.2232,58.6064,643089.0
2021-03-22,58.5083,59.2668,58.4547,58.9099,94167.0
2021-03-23,58.4547,58.7715,57.2589,57.5355,168665.0
2021-03-24,58.0799,59.2892,57.4195,57.482,140789.0
2021-03-25,56.9911,57.4106,55.7149,57.3927,122836.0
2021-03-26,57.9103,58.0977,57.2856,58.0888,78216.0
2021-03-27,57.9103,58.0977,57.2856,58.0888,78216.0
2021-03-28,57.9103,58.0977,57.2856,58.0888,78216.0
2021-03-29,57.5801,59.4676,57.5667,58.9902,111313.0
2021-03-30,58.8474,59.133,58.0888,58.1513,99887.0
2021-03-31,58.2762,59.2401,57.8657,58.303,206725.0
2021-04-01,58.8652,60.1147,58.7091,59.954,89591.0
2021-04-02,58.8652,60.1147,58.7091,59.954,89591.0
2021-04-03,58.8652,60.1147,58.7091,59.954,89591.0
2021-04-04,58.8652,60.1147,58.7091,59.954,89591.0
2021-04-05,60.6412,60.8251,59.7845,60.2842,119833.0
2021-04-06,60.3645,60.4672,58.9545,59.008,103397.0
2021-04-07,58.9099,59.133,57.9728,58.2584,88638.0
2021-04-08,58.4012,58.7068,57.8523,58.3476,153267.0
2021-04-09,58.5797,59.3561,58.3566,59.3472,119644.0
2021-04-10,58.5797,59.3561,58.3566,59.3472,119644.0
2021-04-11,58.5797,59.3561,58.3566,59.3472,119644.0
2021-04-12,59.0616,60.4627,59.016,60.2574,93766.0
2021-04-13,60.0611,60.3021,59.1731,59.2579,113804.0
2021-04-14,59.2311,60.3913,58.9902,59.8023,71795.0
2021-04-15,60.0968,60.4716,59.7041,60.3378,81740.0
2021-04-16,60.6858,60.8375,59.7309,60.2307,100889.0
2021-04-17,60.6858,60.8375,59.7309,60.2307,100889.0
2021-04-18,60.6858,60.8375,59.7309,60.2307,100889.0
2021-04-19,60.0522,60.1236,58.892,59.4543,83727.0
2021-04-20,59.0259,59.9629,58.8831,59.597,125047.0
2021-04-21,59.9719,60.9803,59.722,60.9535,110171.0
2021-04-22,61.5158,61.5671,58.4815,59.4989,203963.0
2021-04-23,60.1414,61.5247,59.3293,61.4979,164606.0
2021-04-24,60.1414,61.5247,59.3293,61.4979,164606.0
2021-04-25,60.1414,61.5247,59.3293,61.4979,164606.0
2021-04-26,61.6229,61.9337,60.0879,60.8465,129472.0
2021-04-27,60.8554,60.9,60.0165,60.7126,81079.0
2021-04-28,61.016,61.3998,60.4315,61.2481,86694.0
2021-04-29,61.6229,61.8995,60.7304,61.0963,86957.0
2021-04-30,60.8286,61.0785,60.1147,60.7037,178588.0
2021-05-01,60.8286,61.0785,60.1147,60.7037,178588.0
2021-05-02,60.8286,61.0785,60.1147,60.7037,178588.0
2021-05-03,61.0696,63.4524,60.1771,63.2293,206632.0
2021-05-04,62.6403,64.1306,62.2562,64.0325,268793.0
2021-05-05,64.1485,64.1485,61.4533,62.1673,159562.0
2021-05-06,62.4082,62.9883,61.8995,62.5599,133862.0
2021-05-07,62.6938,63.6219,62.6224,63.1668,110530.0
2021-05-08,62.6938,63.6219,62.6224,63.1668,110530.0
2021-05-09,62.6938,63.6219,62.6224,63.1668,110530.0
2021-05-10,63.3364,63.3631,62.3011,62.435,91914.0
2021-05-11,61.2748,62.9169,60.5341,62.7741,283443.0
2021-05-12,62.3368,62.6492,61.6764,61.7657,120827.0
2021-05-13,61.8906,64.6616,61.8906,64.3002,106372.0
2021-05-14,64.7133,65.7461,64.3272,65.6293,101219.0
2021-05-15,64.7133,65.7461,64.3272,65.6293,101219.0
2021-05-16,64.7133,65.7461,64.3272,65.6293,101219.0
2021-05-17,65.1264,65.9616,64.6774,64.9917,135266.0
2021-05-18,64.9109,65.0097,64.0039,64.1475,76392.0
2021-05-19,63.3842,63.7973,62.8364,63.6267,62115.0
2021-05-20,63.7165,64.2733,63.3842,63.9859,65501.0
2021-05-21,64.6954,65.1893,64.4125,64.8121,69035.0
2021-05-22,64.6954,65.1893,64.4125,64.8121,69035.0
2021-05-23,64.6954,65.1893,64.4125,64.8121,69035.0
2021-05-24,65.0456,65.8898,64.4619,65.5395,74945.0
2021-05-25,65.5485,65.9436,64.8211,64.8839,99937.0
2021-05-26,65.0636,65.4946,64.6325,64.8929,54239.0
2021-05-27,65.1983,65.9706,65.1085,65.6832,150158.0
2021-05-28,65.6832,66.2131,65.2162,65.6742,73929.0
