,WHD US Equity,WHD US Equity,WHD US Equity,WHD US Equity,WHD US Equity
2020-03-14,12.9632,12.9632,11.185,12.2844,2006735.0
2020-03-15,12.9632,12.9632,11.185,12.2844,2006735.0
2020-03-16,11.8064,11.8064,10.9174,10.9652,1477461.0
2020-03-17,11.1659,11.1659,9.818,9.9614,1322342.0
2020-03-18,9.4929,9.579,8.0398,8.0398,1154534.0
2020-03-19,8.1163,11.5387,7.8008,11.2233,1060679.0
2020-03-20,11.5101,11.9403,10.86,11.4049,930612.0
2020-03-21,11.5101,11.9403,10.86,11.4049,930612.0
2020-03-22,11.5101,11.9403,10.86,11.4049,930612.0
2020-03-23,11.4623,11.9976,10.7262,11.1086,622731.0
2020-03-24,11.5865,12.6094,11.5196,12.6094,523358.0
2020-03-25,12.6094,13.1257,11.7347,12.0837,862660.0
2020-03-26,12.2079,12.4374,11.5483,11.8447,400609.0
2020-03-27,11.3667,11.4336,10.2051,10.707,840510.0
2020-03-28,11.3667,11.4336,10.2051,10.707,840510.0
2020-03-29,11.3667,11.4336,10.2051,10.707,840510.0
2020-03-30,10.5636,10.8313,9.3209,10.6497,748721.0
2020-03-31,10.5158,11.6821,10.4585,11.0894,613989.0
2020-04-01,10.6975,10.7166,10.057,10.5158,685263.0
2020-04-02,10.7262,12.1315,10.6688,12.0072,611677.0
2020-04-03,12.0072,12.1793,10.6975,10.9556,658056.0
2020-04-04,12.0072,12.1793,10.6975,10.9556,658056.0
2020-04-05,12.0072,12.1793,10.6975,10.9556,658056.0
2020-04-06,11.9594,13.2978,11.3523,13.1257,783279.0
2020-04-07,13.5176,14.5597,13.0683,13.3742,692821.0
2020-04-08,13.7662,14.9038,13.3456,14.6361,696614.0
2020-04-09,14.77,16.7202,14.4832,15.0377,1059371.0
2020-04-10,14.77,16.7202,14.4832,15.0377,1059371.0
2020-04-11,14.77,16.7202,14.4832,15.0377,1059371.0
2020-04-12,14.77,16.7202,14.4832,15.0377,1059371.0
2020-04-13,15.2384,15.8024,13.9669,14.531,619990.0
2020-04-14,14.6839,15.1698,13.7471,14.2059,523665.0
2020-04-15,13.4507,14.1103,12.7624,13.2117,791501.0
2020-04-16,13.336,13.336,11.4192,11.8351,369684.0
2020-04-17,12.1888,13.1448,12.0263,12.5903,505106.0
2020-04-18,12.1888,13.1448,12.0263,12.5903,505106.0
2020-04-19,12.1888,13.1448,12.0263,12.5903,505106.0
2020-04-20,12.0072,12.3513,11.5101,11.7682,666208.0
2020-04-21,11.4431,12.3227,11.2806,12.1028,675402.0
2020-04-22,12.4278,13.0014,12.2079,12.8006,595417.0
2020-04-23,13.1926,13.8905,12.6668,13.6993,732764.0
2020-04-24,14.3207,14.617,13.3599,13.7949,466877.0
2020-04-25,14.3207,14.617,13.3599,13.7949,466877.0
2020-04-26,14.3207,14.617,13.3599,13.7949,466877.0
2020-04-27,13.8905,14.5788,12.9632,14.3398,495271.0
2020-04-28,14.9994,15.1237,13.8331,14.6935,659022.0
2020-04-29,15.4487,17.4563,15.0377,17.3703,572756.0
2020-04-30,17.3703,18.4983,16.5194,16.9974,908778.0
2020-05-01,16.5863,16.9687,15.0377,15.334,561066.0
2020-05-02,16.5863,16.9687,15.0377,15.334,561066.0
2020-05-03,16.5863,16.9687,15.0377,15.334,561066.0
2020-05-04,15.1141,15.8407,14.3971,15.6686,697238.0
2020-05-05,16.8445,16.854,15.095,15.1332,448591.0
2020-05-06,15.1428,15.6112,14.4354,14.5979,316016.0
2020-05-07,14.8751,15.7546,14.8465,15.0185,487084.0
2020-05-08,15.5826,16.3474,15.3436,16.137,576132.0
2020-05-09,15.5826,16.3474,15.3436,16.137,576132.0
2020-05-10,15.5826,16.3474,15.3436,16.137,576132.0
2020-05-11,15.8502,15.8885,15.2384,15.5826,280265.0
2020-05-12,15.7068,16.7441,15.4009,16.3378,608817.0
2020-05-13,16.1084,16.2518,14.4927,14.8656,560497.0
2020-05-14,14.3971,15.2958,14.053,15.181,467075.0
2020-05-15,15.1715,16.204,14.9421,15.6877,564745.0
2020-05-16,15.1715,16.204,14.9421,15.6877,564745.0
2020-05-17,15.1715,16.204,14.9421,15.6877,564745.0
2020-05-18,16.6533,17.5519,16.6533,17.2077,469180.0
2020-05-19,16.9879,17.3416,15.8311,15.8885,375075.0
2020-05-20,16.5481,17.4754,15.9363,17.4085,638753.0
2020-05-21,17.5232,17.7622,16.8923,17.3989,852530.0
2020-05-22,17.3416,17.5806,16.8158,17.1599,351099.0
2020-05-23,17.3416,17.5806,16.8158,17.1599,351099.0
2020-05-24,17.3416,17.5806,16.8158,17.1599,351099.0
2020-05-25,17.3416,17.5806,16.8158,17.1599,351099.0
2020-05-26,18.0681,18.0681,17.571,17.724,446373.0
2020-05-27,18.4123,18.6991,17.724,18.527,769000.0
2020-05-28,19.0719,19.6646,18.4218,19.2153,501052.0
2020-05-29,18.8216,18.9368,17.7749,18.3222,632824.0
2020-05-30,18.8216,18.9368,17.7749,18.3222,632824.0
2020-05-31,18.8216,18.9368,17.7749,18.3222,632824.0
2020-06-01,18.3415,19.2057,18.1014,18.4759,512765.0
2020-06-02,18.8504,19.3209,18.5287,19.0425,294419.0
2020-06-03,19.4554,19.5418,18.2262,18.9272,761749.0
2020-06-04,18.8312,20.5693,18.5911,20.3581,592074.0
2020-06-05,21.5872,21.8849,20.9534,21.2607,548470.0
2020-06-06,21.5872,21.8849,20.9534,21.2607,548470.0
2020-06-07,21.5872,21.8849,20.9534,21.2607,548470.0
2020-06-08,22.221,23.3734,21.5776,23.2485,508281.0
2020-06-09,22.2786,23.0469,22.0097,22.6147,389641.0
2020-06-10,22.1442,22.1442,20.9534,20.9822,755103.0
2020-06-11,19.7147,20.2716,19.3113,19.369,799356.0
2020-06-12,20.5021,20.5597,18.6776,19.2921,423878.0
2020-06-13,20.5021,20.5597,18.6776,19.2921,423878.0
2020-06-14,20.5021,20.5597,18.6776,19.2921,423878.0
2020-06-15,18.2262,19.7627,18.111,19.6282,468328.0
2020-06-16,20.8574,21.1839,19.3786,19.7243,583884.0
2020-06-17,19.7243,19.7243,18.8552,18.9752,331485.0
2020-06-18,18.6295,19.3786,18.5527,18.956,195516.0
2020-06-19,19.3305,19.6763,18.6583,18.8504,588885.0
2020-06-20,19.3305,19.6763,18.6583,18.8504,588885.0
2020-06-21,19.3305,19.6763,18.6583,18.8504,588885.0
2020-06-22,18.8216,19.2345,18.3222,19.1673,417354.0
2020-06-23,19.3402,19.7819,19.2825,19.4746,460949.0
2020-06-24,19.3305,19.417,18.2646,19.0425,636899.0
2020-06-25,18.9176,19.8299,18.8888,19.5034,494941.0
2020-06-26,19.2057,19.368,18.6776,18.9656,1099866.0
2020-06-27,19.2057,19.368,18.6776,18.9656,1099866.0
2020-06-28,19.2057,19.368,18.6776,18.9656,1099866.0
2020-06-29,19.2153,19.5706,18.7544,18.9848,257510.0
2020-06-30,18.86,20.0316,18.6103,19.8107,284273.0
2020-07-01,19.8491,20.1372,18.8552,19.1289,334021.0
2020-07-02,19.5994,19.8491,19.0905,19.2921,271461.0
2020-07-03,19.5994,19.8491,19.0905,19.2921,271461.0
2020-07-04,19.5994,19.8491,19.0905,19.2921,271461.0
2020-07-05,19.5994,19.8491,19.0905,19.2921,271461.0
2020-07-06,19.7435,20.0027,19.2921,19.8491,239694.0
2020-07-07,19.5994,19.6378,19.0905,19.3594,253290.0
2020-07-08,19.9739,20.31,18.8984,19.1961,456617.0
2020-07-09,19.1097,19.1481,18.3511,18.3799,434717.0
2020-07-10,18.4183,18.8216,18.3126,18.8024,273373.0
2020-07-11,18.4183,18.8216,18.3126,18.8024,273373.0
2020-07-12,18.4183,18.8216,18.3126,18.8024,273373.0
2020-07-13,19.2249,19.2249,18.2838,18.6391,262595.0
2020-07-14,18.6583,19.5898,18.6295,19.417,252897.0
2020-07-15,20.1564,20.9534,19.7243,20.5885,395216.0
2020-07-16,20.3485,20.4925,19.7003,20.0508,406289.0
2020-07-17,19.9451,20.2908,19.8491,20.0892,219113.0
2020-07-18,19.9451,20.2908,19.8491,20.0892,219113.0
2020-07-19,19.9451,20.2908,19.8491,20.0892,219113.0
2020-07-20,19.9835,20.4349,19.7147,19.9355,270285.0
2020-07-21,20.3773,21.7313,20.2332,21.3952,489814.0
2020-07-22,21.0303,21.0303,20.3388,20.7422,390950.0
2020-07-23,20.5309,21.6448,20.4301,21.5104,463996.0
2020-07-24,21.3375,21.5104,20.7521,21.0399,241660.0
2020-07-25,21.3375,21.5104,20.7521,21.0399,241660.0
2020-07-26,21.3375,21.5104,20.7521,21.0399,241660.0
2020-07-27,21.3183,21.7697,20.9342,21.7601,378648.0
2020-07-28,21.3952,21.5344,20.9582,21.2415,408416.0
2020-07-29,21.2415,22.0578,21.0879,22.0001,472021.0
2020-07-30,22.0482,22.5667,20.6772,21.6448,539694.0
2020-07-31,22.6819,22.6819,21.2223,21.7217,387262.0
2020-08-01,22.6819,22.6819,21.2223,21.7217,387262.0
2020-08-02,22.6819,22.6819,21.2223,21.7217,387262.0
2020-08-03,21.9137,22.7636,21.6736,22.5379,279805.0
2020-08-04,22.3939,22.97,21.9185,22.7588,297354.0
2020-08-05,23.2485,23.431,22.9508,23.3926,248609.0
2020-08-06,23.2389,23.3734,22.874,23.0373,177897.0
2020-08-07,22.7876,23.1717,22.4419,23.1333,200721.0
2020-08-08,22.7876,23.1717,22.4419,23.1333,200721.0
2020-08-09,22.7876,23.1717,22.4419,23.1333,200721.0
2020-08-10,23.3061,24.18,23.3061,23.9975,384511.0
2020-08-11,24.5449,24.9578,23.6806,23.8919,325039.0
2020-08-12,24.228,24.6121,23.7671,23.9591,287684.0
2020-08-13,23.7479,24.084,23.6326,23.9591,193057.0
2020-08-14,23.5846,24.1032,23.4886,23.9783,195739.0
2020-08-15,23.5846,24.1032,23.4886,23.9783,195739.0
2020-08-16,23.5846,24.1032,23.4886,23.9783,195739.0
2020-08-17,24.0936,24.3624,23.5846,23.8151,327495.0
2020-08-18,23.6134,23.7959,22.778,22.9316,337678.0
2020-08-19,23.1717,23.5942,22.8164,22.9028,257911.0
2020-08-20,22.5763,22.7012,22.2978,22.3843,220023.0
2020-08-21,22.0386,22.2786,21.472,21.8465,232620.0
2020-08-22,22.0386,22.2786,21.472,21.8465,232620.0
2020-08-23,22.0386,22.2786,21.472,21.8465,232620.0
2020-08-24,22.125,23.0373,21.8465,22.7396,281493.0
2020-08-25,23.2485,23.3493,22.6435,22.8356,257356.0
2020-08-26,22.6819,22.7416,21.664,21.8081,178931.0
2020-08-27,21.9521,22.101,21.6112,21.9617,238368.0
2020-08-28,22.1545,22.5884,21.9714,22.4245,199777.0
2020-08-29,22.1545,22.5884,21.9714,22.4245,199777.0
2020-08-30,22.1545,22.5884,21.9714,22.4245,199777.0
2020-08-31,22.3281,22.5112,21.2772,21.2965,256725.0
2020-09-01,21.0941,21.4797,20.9784,21.2001,345369.0
2020-09-02,21.1037,21.2387,20.7373,20.9398,280071.0
2020-09-03,20.9976,21.4893,20.9398,21.2097,283632.0
2020-09-04,21.5665,21.6233,21.3062,21.3736,169052.0
2020-09-05,21.5665,21.6233,21.3062,21.3736,169052.0
2020-09-06,21.5665,21.6233,21.3062,21.3736,169052.0
2020-09-07,21.5665,21.6233,21.3062,21.3736,169052.0
2020-09-08,20.9687,20.9687,19.619,19.6479,241220.0
2020-09-09,19.9082,20.3614,19.6576,19.8504,353275.0
2020-09-10,19.8215,19.8215,18.6559,18.8092,350879.0
2020-09-11,18.9731,19.7443,18.8188,19.6287,370956.0
2020-09-12,18.9731,19.7443,18.8188,19.6287,370956.0
2020-09-13,18.9731,19.7443,18.8188,19.6287,370956.0
2020-09-14,19.5901,19.6769,18.7899,19.6383,438847.0
2020-09-15,19.6961,19.8504,19.2045,19.6287,317132.0
2020-09-16,19.6865,20.4433,19.6384,19.9661,594064.0
2020-09-17,19.6961,19.9854,19.2141,19.7347,373271.0
2020-09-18,19.7251,20.371,19.4069,20.1011,1360879.0
2020-09-19,19.7251,20.371,19.4069,20.1011,1360879.0
2020-09-20,19.7251,20.371,19.4069,20.1011,1360879.0
2020-09-21,19.3876,19.6576,18.7228,18.9538,361416.0
2020-09-22,19.0213,19.2623,18.6646,18.9731,254275.0
2020-09-23,19.0406,19.137,17.257,17.2859,486630.0
2020-09-24,17.151,17.686,16.8328,17.1992,401432.0
2020-09-25,16.9003,17.6137,16.8521,17.5077,367122.0
2020-09-26,16.9003,17.6137,16.8521,17.5077,367122.0
2020-09-27,16.9003,17.6137,16.8521,17.5077,367122.0
2020-09-28,17.903,18.5103,17.874,18.3079,231798.0
2020-09-29,18.0861,18.9345,18.0379,18.5971,455390.0
2020-09-30,18.7128,19.1563,18.3079,18.5007,330119.0
2020-10-01,18.3561,18.5537,17.9222,18.1247,407922.0
2020-10-02,17.7776,19.7058,17.7005,19.3587,362917.0
2020-10-03,17.7776,19.7058,17.7005,19.3587,362917.0
2020-10-04,17.7776,19.7058,17.7005,19.3587,362917.0
2020-10-05,19.8118,20.13,19.3298,19.6865,184476.0
2020-10-06,20.0818,20.0818,19.137,19.3394,309055.0
2020-10-07,19.3587,19.7347,19.0309,19.513,307773.0
2020-10-08,19.86,20.1589,19.6287,20.1011,210662.0
2020-10-09,20.2264,20.2312,19.5033,19.6479,168439.0
2020-10-10,20.2264,20.2312,19.5033,19.6479,168439.0
2020-10-11,20.2264,20.2312,19.5033,19.6479,168439.0
2020-10-12,19.5997,19.7347,18.9345,19.5708,174653.0
2020-10-13,19.2334,19.5322,18.6067,18.6646,158195.0
2020-10-14,18.8285,19.3394,18.8285,18.8863,175755.0
2020-10-15,18.4332,18.6646,17.9897,18.2886,496024.0
2020-10-16,18.1729,18.626,17.7101,17.8933,269174.0
2020-10-17,18.1729,18.626,17.7101,17.8933,269174.0
2020-10-18,18.1729,18.626,17.7101,17.8933,269174.0
2020-10-19,18.0379,18.3753,17.5366,17.5944,335471.0
2020-10-20,17.8065,18.1343,17.6812,17.8933,191737.0
2020-10-21,17.7198,18.1825,17.5848,17.7776,533874.0
2020-10-22,17.7583,18.1054,17.7294,17.9319,664831.0
2020-10-23,17.9801,18.2066,17.8162,18.0379,556521.0
2020-10-24,17.9801,18.2066,17.8162,18.0379,556521.0
2020-10-25,17.9801,18.2066,17.8162,18.0379,556521.0
2020-10-26,17.7198,17.7198,17.0064,17.0931,462752.0
2020-10-27,17.0256,17.2859,16.8039,16.9678,542660.0
2020-10-28,16.399,16.6593,16.0037,16.1483,531312.0
2020-10-29,15.888,16.6207,15.5313,16.4568,361598.0
2020-10-30,16.4376,16.8135,16.2544,16.3893,547630.0
2020-10-31,16.4376,16.8135,16.2544,16.3893,547630.0
2020-11-01,16.4376,16.8135,16.2544,16.3893,547630.0
2020-11-02,16.4279,17.3245,16.1001,17.2281,521234.0
2020-11-03,17.6137,18.1633,17.2667,17.633,352368.0
2020-11-04,17.5944,17.5944,16.399,17.1124,306768.0
2020-11-05,17.2185,18.3946,17.2185,18.2789,650241.0
2020-11-06,18.4043,18.6646,17.9994,18.144,264338.0
2020-11-07,18.4043,18.6646,17.9994,18.144,264338.0
2020-11-08,18.4043,18.6646,17.9994,18.144,264338.0
2020-11-09,20.1782,23.4464,20.1782,22.8487,650649.0
2020-11-10,22.8198,23.0897,21.8075,22.8776,546955.0
2020-11-11,22.8969,22.9547,21.5086,21.9232,413084.0
2020-11-12,21.4604,22.1353,21.4604,21.7689,310879.0
2020-11-13,22.0581,22.5209,21.9521,22.3763,219856.0
2020-11-14,22.0581,22.5209,21.9521,22.3763,219856.0
2020-11-15,22.0581,22.5209,21.9521,22.3763,219856.0
2020-11-16,23.5235,24.0827,23.0511,24.0441,427974.0
2020-11-17,23.485,23.9352,22.9451,23.7163,570491.0
2020-11-18,23.9188,24.0634,22.8583,22.868,445114.0
2020-11-19,22.5884,23.0319,22.2413,23.0029,217104.0
2020-11-20,22.8198,23.0029,22.1545,22.6462,258685.0
2020-11-21,22.8198,23.0029,22.1545,22.6462,258685.0
2020-11-22,22.8198,23.0029,22.1545,22.6462,258685.0
2020-11-23,23.1475,24.0586,23.1475,23.7935,377062.0
2020-11-24,24.584,25.7698,24.4008,25.1143,426237.0
2020-11-25,24.6708,24.825,24.2466,24.4876,136466.0
2020-11-26,24.6708,24.825,24.2466,24.4876,136466.0
2020-11-27,24.5747,24.6811,23.8684,24.2554,156281.0
2020-11-28,24.5747,24.6811,23.8684,24.2554,156281.0
2020-11-29,24.5747,24.6811,23.8684,24.2554,156281.0
2020-11-30,23.8684,24.3231,22.2817,22.4462,330705.0
2020-12-01,23.1815,24.0329,22.9106,23.7813,566176.0
2020-12-02,23.6652,24.6037,23.6652,24.4005,201808.0
2020-12-03,24.3812,24.7682,24.0716,24.3038,207552.0
2020-12-04,24.8262,26.8773,24.7005,26.8096,481801.0
2020-12-05,24.8262,26.8773,24.7005,26.8096,481801.0
2020-12-06,24.8262,26.8773,24.7005,26.8096,481801.0
2020-12-07,26.4033,26.4516,25.6002,26.2775,275616.0
2020-12-08,25.7163,26.7225,25.7163,26.5097,304484.0
2020-12-09,26.4807,26.9547,25.5809,25.8324,296013.0
2020-12-10,25.5228,26.8725,25.5228,26.442,243280.0
2020-12-11,25.9776,26.6887,25.5083,26.0453,721028.0
2020-12-12,25.9776,26.6887,25.5083,26.0453,721028.0
2020-12-13,25.9776,26.6887,25.5083,26.0453,721028.0
2020-12-14,26.6064,26.7612,25.6728,25.755,375937.0
2020-12-15,26.1227,27.2643,25.8518,27.2353,258976.0
2020-12-16,27.2256,27.2256,26.4903,26.5968,360130.0
2020-12-17,26.6548,26.6935,25.9195,26.1904,208484.0
2020-12-18,26.1324,26.4807,25.339,25.668,814849.0
2020-12-19,26.1324,26.4807,25.339,25.668,814849.0
2020-12-20,26.1324,26.4807,25.339,25.668,814849.0
2020-12-21,24.7005,25.279,24.3715,24.7972,216858.0
2020-12-22,24.594,24.8166,24.0909,24.5747,254018.0
2020-12-23,25.0971,25.6389,24.9375,25.5906,283333.0
2020-12-24,25.6099,25.6099,24.8456,25.0971,68102.0
2020-12-25,25.6099,25.6099,24.8456,25.0971,68102.0
2020-12-26,25.6099,25.6099,24.8456,25.0971,68102.0
2020-12-27,25.6099,25.6099,24.8456,25.0971,68102.0
2020-12-28,25.3487,25.5234,24.8516,25.0971,297683.0
2020-12-29,25.2423,25.2858,24.0039,24.536,240773.0
2020-12-30,24.6424,25.2084,24.5457,24.981,142048.0
2020-12-31,25.1552,25.281,24.7295,25.2229,271614.0
2021-01-01,25.1552,25.281,24.7295,25.2229,271614.0
2021-01-02,25.1552,25.281,24.7295,25.2229,271614.0
2021-01-03,25.1552,25.281,24.7295,25.2229,271614.0
2021-01-04,25.4938,26.2485,25.3293,25.8034,349053.0
2021-01-05,25.9776,27.8352,25.8615,27.6804,478350.0
2021-01-06,28.9091,29.7605,28.4641,29.209,428879.0
2021-01-07,29.567,30.1185,29.18,29.7605,287063.0
2021-01-08,30.2249,30.2781,29.2574,29.5573,209371.0
2021-01-09,30.2249,30.2781,29.2574,29.5573,209371.0
2021-01-10,30.2249,30.2781,29.2574,29.5573,209371.0
2021-01-11,28.5995,28.9865,27.5449,28.0577,238343.0
2021-01-12,28.4447,29.3058,28.2319,28.8704,252354.0
2021-01-13,28.5028,28.5028,27.0321,27.2934,241748.0
2021-01-14,27.2934,28.764,27.2934,28.2125,236724.0
2021-01-15,27.4772,27.8158,26.471,27.2547,387855.0
2021-01-16,27.4772,27.8158,26.471,27.2547,387855.0
2021-01-17,27.4772,27.8158,26.471,27.2547,387855.0
2021-01-18,27.4772,27.8158,26.471,27.2547,387855.0
2021-01-19,27.5256,28.2415,27.1773,27.7675,289931.0
2021-01-20,28.0577,28.585,27.2934,28.3383,324040.0
2021-01-21,28.1835,28.3189,27.0031,27.1579,330802.0
2021-01-22,26.3355,28.1158,26.2485,28.0771,388495.0
2021-01-23,26.3355,28.1158,26.2485,28.0771,388495.0
2021-01-24,26.3355,28.1158,26.2485,28.0771,388495.0
2021-01-25,27.3805,27.3998,25.7454,26.6935,330378.0
2021-01-26,27.0515,27.1869,25.7647,25.9485,163953.0
2021-01-27,25.1745,25.8905,24.1683,24.2167,627650.0
2021-01-28,24.8649,26.0259,24.4102,25.8711,359263.0
2021-01-29,25.6486,25.8324,24.7198,25.3487,374125.0
2021-01-30,25.6486,25.8324,24.7198,25.3487,374125.0
2021-01-31,25.6486,25.8324,24.7198,25.3487,374125.0
2021-02-01,25.8518,25.9147,24.7875,25.7357,295682.0
2021-02-02,26.4323,26.6548,25.5325,25.9389,269288.0
2021-02-03,25.9292,27.4966,25.8034,27.4869,235365.0
2021-02-04,27.661,28.0287,26.7999,27.99,261115.0
2021-02-05,28.4737,28.5898,27.8449,28.0867,287789.0
2021-02-06,28.4737,28.5898,27.8449,28.0867,287789.0
2021-02-07,28.4737,28.5898,27.8449,28.0867,287789.0
2021-02-08,28.3867,29.5184,28.1158,29.0349,195792.0
2021-02-09,28.7543,28.7833,27.8255,28.6576,359693.0
2021-02-10,28.8511,28.8511,27.7094,28.5124,373957.0
2021-02-11,28.5511,28.6382,27.5256,27.8545,303038.0
2021-02-12,27.5643,28.0674,26.8241,27.7771,304823.0
2021-02-13,27.5643,28.0674,26.8241,27.7771,304823.0
2021-02-14,27.5643,28.0674,26.8241,27.7771,304823.0
2021-02-15,27.5643,28.0674,26.8241,27.7771,304823.0
2021-02-16,28.3576,28.9865,28.1158,28.4447,320950.0
2021-02-17,28.3093,28.7446,27.603,28.4157,360278.0
2021-02-18,28.3867,28.8801,27.3224,28.5995,409585.0
2021-02-19,28.5318,29.2768,28.5028,28.8801,361442.0
2021-02-20,28.5318,29.2768,28.5028,28.8801,361442.0
2021-02-21,28.5318,29.2768,28.5028,28.8801,361442.0
2021-02-22,28.8801,30.3023,28.5995,29.6734,315197.0
2021-02-23,29.7799,29.7799,28.377,29.538,278855.0
2021-02-24,29.7025,32.8662,29.7025,32.7985,363507.0
2021-02-25,32.7985,33.6692,30.8635,31.7246,672842.0
2021-02-26,31.5887,31.5936,30.1723,30.9193,429045.0
2021-02-27,31.5887,31.5936,30.1723,30.9193,429045.0
2021-02-28,31.5887,31.5936,30.1723,30.9193,429045.0
2021-03-01,32.0544,33.4224,31.3365,33.3545,446365.0
2021-03-02,33.1216,33.6455,32.2873,32.2873,382031.0
2021-03-03,32.5104,33.1216,32.3261,32.4037,349044.0
2021-03-04,32.5977,34.0336,32.4473,33.6261,493063.0
2021-03-05,34.8485,35.9933,33.4224,35.7896,443594.0
2021-03-06,34.8485,35.9933,33.4224,35.7896,443594.0
2021-03-07,34.8485,35.9933,33.4224,35.7896,443594.0
2021-03-08,35.7896,37.9046,34.9795,37.5262,499137.0
2021-03-09,33.6067,34.8582,30.5798,31.5111,1462056.0
2021-03-10,31.5305,32.85,31.0454,32.4619,4772731.0
2021-03-11,32.5686,33.4127,31.4044,31.841,813708.0
2021-03-12,32.1514,32.3649,31.1619,32.1126,702024.0
2021-03-13,32.1514,32.3649,31.1619,32.1126,702024.0
2021-03-14,32.1514,32.3649,31.1619,32.1126,702024.0
2021-03-15,31.9768,32.4085,31.5014,31.9671,668675.0
2021-03-16,31.4432,31.579,30.0116,30.8029,743885.0
2021-03-17,30.4051,31.2298,30.4051,31.1134,605642.0
2021-03-18,31.7149,31.7149,28.8432,29.3768,767468.0
2021-03-19,29.3962,30.3081,28.9887,29.7745,1977591.0
2021-03-20,29.3962,30.3081,28.9887,29.7745,1977591.0
2021-03-21,29.3962,30.3081,28.9887,29.7745,1977591.0
2021-03-22,29.7066,30.0932,28.7461,29.6387,406268.0
2021-03-23,28.7073,29.5805,28.523,28.6588,541115.0
2021-03-24,29.3185,30.4439,29.2603,29.3574,634374.0
2021-03-25,30.0559,30.5313,28.3872,29.9686,508234.0
2021-03-26,30.6671,31.2492,30.0365,30.8514,644487.0
2021-03-27,30.6671,31.2492,30.0365,30.8514,644487.0
2021-03-28,30.6671,31.2492,30.0365,30.8514,644487.0
2021-03-29,30.5604,30.8611,29.27,29.3768,266244.0
2021-03-30,28.9693,29.7939,28.8626,29.2312,338788.0
2021-03-31,29.2312,30.0704,28.9305,29.7066,387346.0
2021-04-01,29.7648,30.4536,29.5126,30.2596,574062.0
2021-04-02,29.7648,30.4536,29.5126,30.2596,574062.0
2021-04-03,29.7648,30.4536,29.5126,30.2596,574062.0
2021-04-04,29.7648,30.4536,29.5126,30.2596,574062.0
2021-04-05,30.2984,30.4148,29.435,30.0656,365017.0
2021-04-06,30.1917,30.5119,29.532,29.8133,413618.0
2021-04-07,29.8909,30.2596,29.5223,29.9783,215077.0
2021-04-08,29.4544,29.6096,28.882,29.1245,354004.0
2021-04-09,29.2021,29.2894,28.7655,28.785,183274.0
2021-04-10,29.2021,29.2894,28.7655,28.785,183274.0
2021-04-11,29.2021,29.2894,28.7655,28.785,183274.0
2021-04-12,28.8238,29.4253,28.5618,29.2312,275309.0
2021-04-13,28.9887,29.0135,27.7178,27.8439,344684.0
2021-04-14,28.1737,29.726,28.0913,29.2215,319384.0
2021-04-15,29.2894,29.5514,28.1737,28.3193,418762.0
2021-04-16,28.5812,28.5812,27.6984,28.2611,314284.0
2021-04-17,28.5812,28.5812,27.6984,28.2611,314284.0
2021-04-18,28.5812,28.5812,27.6984,28.2611,314284.0
2021-04-19,28.0088,28.6976,27.8148,28.0961,206620.0
2021-04-20,27.7954,27.8924,26.8252,26.8931,316510.0
2021-04-21,26.4468,27.3297,26.4468,27.2909,258575.0
2021-04-22,27.5722,27.8827,26.6263,27.2424,221107.0
2021-04-23,27.2909,28.1406,26.7961,27.8536,310992.0
2021-04-24,27.2909,28.1406,26.7961,27.8536,310992.0
2021-04-25,27.2909,28.1406,26.7961,27.8536,310992.0
2021-04-26,28.0088,28.979,27.9409,28.5327,371473.0
2021-04-27,28.3872,28.6588,27.3685,28.1155,497763.0
2021-04-28,28.1737,29.7551,28.1737,29.5999,246689.0
2021-04-29,29.8521,30.3275,29.2749,29.7066,302742.0
2021-04-30,29.2506,29.7172,28.7073,28.9208,304284.0
2021-05-01,29.2506,29.7172,28.7073,28.9208,304284.0
2021-05-02,29.2506,29.7172,28.7073,28.9208,304284.0
2021-05-03,29.8327,30.541,29.4835,30.3954,283419.0
2021-05-04,30.3857,31.2492,30.0753,31.0551,569756.0
2021-05-05,31.288,32.4619,30.8514,32.3067,479391.0
2021-05-06,32.297,33.1022,31.1716,33.0343,486341.0
2021-05-07,32.9082,34.9358,32.4716,34.9164,536972.0
2021-05-08,32.9082,34.9358,32.4716,34.9164,536972.0
2021-05-09,32.9082,34.9358,32.4716,34.9164,536972.0
2021-05-10,35.3433,36.0709,33.3836,33.3933,429953.0
2021-05-11,32.4813,33.6067,32.2519,33.1119,418368.0
2021-05-12,33.1313,34.3634,33.1313,33.7037,780550.0
2021-05-13,33.1798,33.6746,32.5007,33.1701,342393.0
2021-05-14,33.5582,34.9746,33.5582,34.2567,351029.0
2021-05-15,33.5582,34.9746,33.5582,34.2567,351029.0
2021-05-16,33.5582,34.9746,33.5582,34.2567,351029.0
2021-05-17,33.9269,34.7612,33.5388,34.7127,290141.0
2021-05-18,34.7612,34.9261,33.6261,33.6746,391801.0
2021-05-19,32.6171,33.141,32.1417,32.8791,157811.0
2021-05-20,32.8597,33.3059,31.8798,33.1798,340232.0
2021-05-21,33.8298,34.1015,33.238,33.4515,241359.0
2021-05-22,33.8298,34.1015,33.238,33.4515,241359.0
2021-05-23,33.8298,34.1015,33.238,33.4515,241359.0
2021-05-24,33.7716,33.9463,33.1556,33.7134,193075.0
2021-05-25,33.6649,34.0627,33.141,33.2283,217850.0
2021-05-26,33.1895,33.5485,33.044,33.335,268288.0
2021-05-27,33.7533,34.3272,33.3739,33.7144,336171.0
