,TAP US Equity,TAP US Equity,TAP US Equity,TAP US Equity,TAP US Equity
2021-03-02,41.1857,41.9345,41.0193,41.574,1795489.0
2021-03-03,41.9345,42.5447,41.2689,41.5555,2711738.0
2021-03-04,41.8421,42.9052,41.1487,41.9622,2684039.0
2021-03-05,42.3875,43.1733,42.0639,42.6741,3987045.0
2021-03-06,42.3875,43.1733,42.0639,42.6741,3987045.0
2021-03-07,42.3875,43.1733,42.0639,42.6741,3987045.0
2021-03-08,42.9699,44.5046,42.8682,44.0701,2894561.0
2021-03-09,44.4676,44.4676,42.8682,42.8775,2479769.0
2021-03-10,43.2658,44.2457,43.0531,43.312,2327908.0
2021-03-11,42.7481,43.349,42.2488,42.5077,2876661.0
2021-03-12,42.8128,43.4044,42.6094,43.1086,2350686.0
2021-03-13,42.8128,43.4044,42.6094,43.1086,2350686.0
2021-03-14,42.8128,43.4044,42.6094,43.1086,2350686.0
2021-03-15,43.0901,44.4953,42.9977,44.0423,2912049.0
2021-03-16,43.6725,45.0223,43.2195,44.7542,3362937.0
2021-03-17,44.9853,45.4106,44.3936,44.9853,4040832.0
2021-03-18,45.3181,46.4737,45.3181,45.4383,3318067.0
2021-03-19,44.9298,45.6879,43.7835,45.4845,4444611.0
2021-03-20,44.9298,45.6879,43.7835,45.4845,4444611.0
2021-03-21,44.9298,45.6879,43.7835,45.4845,4444611.0
2021-03-22,45.4845,46.0854,44.9406,46.0854,2466337.0
2021-03-23,46.1317,46.1317,44.6733,45.1055,2912206.0
2021-03-24,45.1332,45.3635,44.6248,44.708,2271928.0
2021-03-25,44.7727,46.6031,44.3983,46.3166,2086924.0
2021-03-26,46.6031,47.5184,46.5107,47.4907,1791331.0
2021-03-27,46.6031,47.5184,46.5107,47.4907,1791331.0
2021-03-28,46.6031,47.5184,46.5107,47.4907,1791331.0
2021-03-29,47.1486,49.2009,47.1393,48.9144,3217038.0
2021-03-30,48.8034,49.2379,47.8697,48.3874,2152117.0
2021-03-31,47.9806,48.4475,47.2595,47.2873,2228811.0
2021-04-01,47.3058,48.0546,46.372,47.9806,1908981.0
2021-04-02,47.3058,48.0546,46.372,47.9806,1908981.0
2021-04-03,47.3058,48.0546,46.372,47.9806,1908981.0
2021-04-04,47.3058,48.0546,46.372,47.9806,1908981.0
2021-04-05,48.3966,49.2287,48.147,48.7664,1803482.0
2021-04-06,48.5353,49.3396,48.1794,48.4521,1977267.0
2021-04-07,48.7295,48.9976,47.6755,47.8142,1886525.0
2021-04-08,47.2873,48.0176,46.8897,47.6848,2915118.0
2021-04-09,47.8697,47.8974,46.1502,46.2241,2166953.0
2021-04-10,47.8697,47.8974,46.1502,46.2241,2166953.0
2021-04-11,47.8697,47.8974,46.1502,46.2241,2166953.0
2021-04-12,46.483,46.9914,46.4183,46.7973,1532302.0
2021-04-13,46.1317,48.2395,46.0669,47.8327,3599716.0
2021-04-14,47.9529,48.1285,46.936,47.2873,2067026.0
2021-04-15,47.352,48.9883,47.352,48.9421,2123150.0
2021-04-16,49.1825,49.543,48.8589,49.4321,1601028.0
2021-04-17,49.1825,49.543,48.8589,49.4321,1601028.0
2021-04-18,49.1825,49.543,48.8589,49.4321,1601028.0
2021-04-19,49.4598,50.0607,48.9245,49.9313,1660903.0
2021-04-20,49.8573,50.3381,48.295,48.4706,1970208.0
2021-04-21,48.7572,49.543,48.4983,49.1547,2161415.0
2021-04-22,49.0715,49.2009,48.2857,48.3319,1588021.0
2021-04-23,48.3042,48.8034,48.0916,48.3227,1486848.0
2021-04-24,48.3042,48.8034,48.0916,48.3227,1486848.0
2021-04-25,48.3042,48.8034,48.0916,48.3227,1486848.0
2021-04-26,48.295,48.9883,47.9899,48.9421,1440116.0
2021-04-27,48.7942,49.0068,48.0361,48.1285,1448768.0
2021-04-28,48.5631,48.8985,47.7218,47.9529,2266614.0
2021-04-29,49.0438,51.5029,48.3966,51.3088,4585118.0
2021-04-30,51.2071,51.318,50.2918,50.8003,2946031.0
2021-05-01,51.2071,51.318,50.2918,50.8003,2946031.0
2021-05-02,51.2071,51.318,50.2918,50.8003,2946031.0
2021-05-03,51.0684,53.0237,50.865,52.8249,2755864.0
2021-05-04,52.7787,53.0745,51.7063,52.1593,2597532.0
2021-05-05,52.0299,52.7232,51.771,52.6493,1449302.0
2021-05-06,53.204,55.5198,53.1207,54.9605,3294332.0
2021-05-07,54.2486,55.1315,54.036,55.0159,2081015.0
2021-05-08,54.2486,55.1315,54.036,55.0159,2081015.0
2021-05-09,54.2486,55.1315,54.036,55.0159,2081015.0
2021-05-10,55.6538,56.4951,54.9142,55.0622,1706548.0
2021-05-11,54.4982,54.8033,52.9081,53.4351,2626744.0
2021-05-12,53.8973,54.0083,53.0283,53.0468,1400585.0
2021-05-13,53.0838,54.0545,52.75,53.8418,1090363.0
2021-05-14,53.962,54.5999,53.5506,53.7864,1063759.0
2021-05-15,53.962,54.5999,53.5506,53.7864,1063759.0
2021-05-16,53.962,54.5999,53.5506,53.7864,1063759.0
2021-05-17,54.0545,54.452,53.5368,53.5553,1362060.0
2021-05-18,53.546,53.6569,51.2348,51.2903,2931248.0
2021-05-19,50.9297,51.4844,49.6447,51.3735,2760038.0
2021-05-20,52.0299,52.8249,51.4798,52.224,2045970.0
2021-05-21,52.3164,52.9266,52.0299,52.8342,2008349.0
2021-05-22,52.3164,52.9266,52.0299,52.8342,2008349.0
2021-05-23,52.3164,52.9266,52.0299,52.8342,2008349.0
2021-05-24,52.8342,53.9204,52.5106,53.3888,2115724.0
2021-05-25,54.1747,54.2579,53.4628,53.6754,1940643.0
2021-05-26,53.2872,53.5922,52.751,53.0375,2436029.0
2021-05-27,53.3888,53.7956,52.8804,53.0468,2916696.0
2021-05-28,53.0838,54.4797,53.0283,53.9158,1912152.0
2021-05-29,53.0838,54.4797,53.0283,53.9158,1912152.0
2021-05-30,53.0838,54.4797,53.0283,53.9158,1912152.0
2021-05-31,53.0838,54.4797,53.0283,53.9158,1912152.0
2021-06-01,54.3503,54.4797,53.6569,53.8049,1460239.0
2021-06-02,54.0822,55.8387,53.6477,55.5614,2776044.0
2021-06-03,55.0529,55.3857,54.6924,55.284,1513438.0
2021-06-04,55.2933,55.7001,54.8819,55.5706,1530089.0
2021-06-05,55.2933,55.7001,54.8819,55.5706,1530089.0
2021-06-06,55.2933,55.7001,54.8819,55.5706,1530089.0
2021-06-07,55.8757,56.0883,55.4874,56.0791,1266004.0
2021-06-08,55.9774,56.5702,55.8202,56.1438,1799528.0
2021-06-09,55.9312,56.4951,55.7278,56.1531,1027711.0
2021-06-10,56.3842,56.8372,56.0976,56.1346,1047903.0
2021-06-11,56.1623,56.1623,54.8495,55.432,1322770.0
2021-06-12,56.1623,56.1623,54.8495,55.432,1322770.0
2021-06-13,56.1623,56.1623,54.8495,55.432,1322770.0
2021-06-14,55.3765,55.6076,54.7756,55.2471,1442660.0
2021-06-15,55.4227,55.4504,53.5368,53.7494,3379305.0
2021-06-16,53.6107,54.2856,53.0468,53.4258,1931102.0
2021-06-17,53.2779,53.4166,51.4983,51.9004,1609660.0
2021-06-18,51.7618,51.8912,50.1162,50.1347,3154794.0
2021-06-19,51.7618,51.8912,50.1162,50.1347,3154794.0
2021-06-20,51.7618,51.8912,50.1162,50.1347,3154794.0
2021-06-21,50.486,51.6464,50.486,51.5029,1925146.0
2021-06-22,51.2533,51.3642,50.6478,50.7726,2909604.0
2021-06-23,50.7911,50.9852,50.1162,50.5877,1512235.0
2021-06-24,50.5877,51.0083,50.2826,50.8095,1206768.0
2021-06-25,50.6616,51.0499,50.4582,50.9205,1491566.0
2021-06-26,50.6616,51.0499,50.4582,50.9205,1491566.0
2021-06-27,50.6616,51.0499,50.4582,50.9205,1491566.0
2021-06-28,51.0037,51.0314,49.8758,50.6894,1082064.0
2021-06-29,50.8743,51.0407,50.2306,50.3196,1143415.0
2021-06-30,50.4213,50.7333,49.2841,49.6355,2161347.0
2021-07-01,49.8388,50.1901,49.7094,49.9036,1378901.0
2021-07-02,49.922,50.1347,49.3211,49.7464,1143234.0
2021-07-03,49.922,50.1347,49.3211,49.7464,1143234.0
2021-07-04,49.922,50.1347,49.3211,49.7464,1143234.0
2021-07-05,49.922,50.1347,49.3211,49.7464,1143234.0
2021-07-06,49.4968,49.5892,47.6386,48.0916,2440075.0
2021-07-07,48.1008,49.1085,47.5369,48.8959,1995156.0
2021-07-08,48.0823,49.3119,48.0084,48.7479,1617818.0
2021-07-09,49.1732,49.6817,48.9328,49.164,1271917.0
2021-07-10,49.1732,49.6817,48.9328,49.164,1271917.0
2021-07-11,49.1732,49.6817,48.9328,49.164,1271917.0
2021-07-12,48.6832,48.8866,48.3134,48.8589,1187595.0
2021-07-13,48.9421,49.1546,47.6663,47.7865,1605686.0
2021-07-14,47.9529,48.2395,47.5646,47.6478,1336323.0
2021-07-15,47.6108,47.8512,46.825,47.1856,1322927.0
2021-07-16,47.4629,48.3294,46.5569,46.6771,1760861.0
2021-07-17,47.4629,48.3294,46.5569,46.6771,1760861.0
2021-07-18,47.4629,48.3294,46.5569,46.6771,1760861.0
2021-07-19,46.2241,46.7696,45.7156,46.5569,2703751.0
2021-07-20,46.5569,47.5692,46.164,47.0839,1704144.0
2021-07-21,47.4352,47.7218,46.6772,46.7696,1420932.0
2021-07-22,46.6864,46.7233,45.8081,46.6401,1784653.0
2021-07-23,46.5847,46.617,45.4845,45.9468,3023648.0
2021-07-24,46.5847,46.617,45.4845,45.9468,3023648.0
2021-07-25,46.5847,46.617,45.4845,45.9468,3023648.0
2021-07-26,45.9745,46.7696,45.7711,46.6771,1832442.0
2021-07-27,46.5015,46.7418,46.03,46.2334,1413746.0
2021-07-28,45.9375,46.1224,45.4106,45.7896,2032942.0
2021-07-29,46.2241,46.677,44.7634,45.6787,3191812.0
2021-07-30,45.9468,46.3628,45.1147,45.1979,1704484.0
2021-07-31,45.9468,46.3628,45.1147,45.1979,1704484.0
2021-08-01,45.9468,46.3628,45.1147,45.1979,1704484.0
2021-08-02,45.1979,46.751,45.1979,45.5307,1934542.0
2021-08-03,45.7156,45.7156,44.7449,45.4198,2020530.0
2021-08-04,45.0593,45.4845,44.3705,44.3936,1531106.0
2021-08-05,44.6432,44.9297,44.4953,44.6525,1220159.0
2021-08-06,44.9761,45.8312,44.7912,45.3921,1351839.0
2021-08-07,44.9761,45.8312,44.7912,45.3921,1351839.0
2021-08-08,44.9761,45.8312,44.7912,45.3921,1351839.0
2021-08-09,45.2996,45.9005,45.1979,45.614,1045698.0
2021-08-10,45.6879,47.4814,45.6787,47.3335,2365985.0
2021-08-11,47.5461,48.2117,47.2826,48.1193,2334783.0
2021-08-12,48.221,48.221,46.5477,46.5662,1300057.0
2021-08-13,46.7326,47.3242,46.5384,46.7233,1110515.0
2021-08-14,46.7326,47.3242,46.5384,46.7233,1110515.0
2021-08-15,46.7326,47.3242,46.5384,46.7233,1110515.0
2021-08-16,46.7418,47.1671,46.1039,46.5754,945462.0
2021-08-17,46.2888,46.728,45.6602,45.9098,1065356.0
2021-08-18,45.9375,46.0485,45.161,45.1887,1097703.0
2021-08-19,45.1517,45.3736,44.255,44.4214,1309725.0
2021-08-20,44.2919,44.4953,44.01,44.181,1531610.0
2021-08-21,44.2919,44.4953,44.01,44.181,1531610.0
2021-08-22,44.2919,44.4953,44.01,44.181,1531610.0
2021-08-23,44.3751,44.9206,44.0285,44.4029,1252566.0
2021-08-24,44.5416,44.9714,44.4121,44.7912,1019012.0
2021-08-25,44.7172,44.7172,44.1255,44.2919,1078425.0
2021-08-26,43.9684,44.1995,43.3212,43.6078,1757450.0
2021-08-27,43.7475,44.5204,43.552,44.241,940806.0
2021-08-28,43.7475,44.5204,43.552,44.241,940806.0
2021-08-29,43.7475,44.5204,43.552,44.241,940806.0
2021-08-30,44.2317,44.4087,43.4868,43.524,1230055.0
2021-08-31,43.5426,44.5204,43.3471,44.2597,2218452.0
2021-09-01,44.4459,44.539,43.7848,44.0176,981711.0
2021-09-02,44.0827,44.3807,43.5985,43.8499,781865.0
2021-09-03,43.8872,43.9803,43.4635,43.7475,842558.0
2021-09-04,43.8872,43.9803,43.4635,43.7475,842558.0
2021-09-05,43.8872,43.9803,43.4635,43.7475,842558.0
2021-09-06,43.8872,43.9803,43.4635,43.7475,842558.0
2021-09-07,43.5426,43.6265,42.6208,42.6673,1730963.0
2021-09-08,42.6859,43.2819,42.2948,43.0957,1347976.0
2021-09-09,42.4997,43.0398,41.9224,42.8815,2282939.0
2021-09-10,43.3564,43.5752,42.4066,42.4345,1530899.0
2021-09-11,43.3564,43.5752,42.4066,42.4345,1530899.0
2021-09-12,43.3564,43.5752,42.4066,42.4345,1530899.0
2021-09-13,42.8163,44.3155,42.6766,43.7103,1531318.0
2021-09-14,43.6265,43.673,42.9886,43.375,1485827.0
2021-09-15,43.3192,43.5147,42.7884,43.3657,1391490.0
2021-09-16,43.2726,43.5287,43.0305,43.1888,1360560.0
2021-09-17,43.0212,43.1702,42.2948,42.6487,3053160.0
2021-09-18,43.0212,43.1702,42.2948,42.6487,3053160.0
2021-09-19,43.0212,43.1702,42.2948,42.6487,3053160.0
2021-09-20,41.941,42.2762,41.4288,41.9969,1821101.0
2021-09-21,42.1645,42.6208,41.5499,41.7175,1586498.0
2021-09-22,42.0993,42.8955,41.8944,42.4904,1668202.0
2021-09-23,42.6394,43.3657,42.6115,43.1702,1508970.0
2021-09-24,43.2074,43.524,43.0584,43.3098,1073470.0
2021-09-25,43.2074,43.524,43.0584,43.3098,1073470.0
2021-09-26,43.2074,43.524,43.0584,43.3098,1073470.0
2021-09-27,43.7661,46.1034,43.6749,45.4423,2615684.0
2021-09-28,45.3305,45.554,44.1759,44.2224,1970072.0
2021-09-29,44.0827,44.5251,43.8686,44.0641,1362034.0
2021-09-30,44.1665,44.2597,43.0212,43.1888,1826002.0
2021-10-01,43.4402,43.9514,43.0305,43.8872,1192502.0
2021-10-02,43.4402,43.9514,43.0305,43.8872,1192502.0
2021-10-03,43.4402,43.9514,43.0305,43.8872,1192502.0
2021-10-04,43.971,44.9037,43.822,44.3342,1522991.0
2021-10-05,44.4087,45.0931,44.0827,44.9301,1141204.0
2021-10-06,44.3993,44.6601,43.0957,44.0641,2261238.0
2021-10-07,44.4459,44.9534,43.7848,43.9431,1535097.0
2021-10-08,44.0082,44.0082,43.4309,43.552,1415435.0
2021-10-09,44.0082,44.0082,43.4309,43.552,1415435.0
2021-10-10,44.0082,44.0082,43.4309,43.552,1415435.0
2021-10-11,43.3471,43.7103,42.6209,42.6953,1574108.0
2021-10-12,42.7139,43.3937,42.5649,42.6208,1073723.0
2021-10-13,42.6115,42.8582,41.9503,42.6394,1080445.0
2021-10-14,42.9467,43.3843,42.7791,43.1422,977685.0
2021-10-15,43.1143,43.403,42.1831,42.4811,1823149.0
2021-10-16,43.1143,43.403,42.1831,42.4811,1823149.0
2021-10-17,43.1143,43.403,42.1831,42.4811,1823149.0
2021-10-18,41.7734,42.1924,41.1402,41.8758,1686977.0
2021-10-19,41.8665,41.9503,41.2147,41.8665,1608878.0
2021-10-20,42.1179,42.6766,42.09,42.2203,1301978.0
2021-10-21,41.9875,42.1924,40.991,41.3916,1634884.0
2021-10-22,41.224,41.494,40.9446,41.3823,1216679.0
2021-10-23,41.224,41.494,40.9446,41.3823,1216679.0
2021-10-24,41.224,41.494,40.9446,41.3823,1216679.0
2021-10-25,41.3264,41.6709,40.5256,40.7491,1915216.0
2021-10-26,40.7491,41.0191,40.1532,40.5535,1576718.0
2021-10-27,40.7118,40.8887,39.925,40.6187,3033328.0
2021-10-28,40.9493,41.0284,39.5385,40.8422,3525019.0
2021-10-29,40.6839,41.9037,40.6839,41.0564,3059025.0
2021-10-30,40.6839,41.9037,40.6839,41.0564,3059025.0
2021-10-31,40.6839,41.9037,40.6839,41.0564,3059025.0
2021-11-01,41.075,42.2064,40.8422,42.0714,1575161.0
2021-11-02,41.9503,42.6301,41.6058,42.4718,1605262.0
2021-11-03,42.4671,44.4925,42.1272,43.6265,2855154.0
2021-11-04,43.4495,43.6823,42.211,43.0305,1646333.0
2021-11-05,43.403,43.8127,43.0026,43.403,1360470.0
2021-11-06,43.403,43.8127,43.0026,43.403,1360470.0
2021-11-07,43.403,43.8127,43.0026,43.403,1360470.0
2021-11-08,43.4588,43.6358,42.6487,42.9187,1209602.0
2021-11-09,42.8163,43.0724,42.2576,42.5463,774440.0
2021-11-10,42.7977,43.2354,42.4345,42.8722,1106179.0
2021-11-11,42.8349,44.2504,42.7232,44.0827,1166389.0
2021-11-12,44.0827,44.6042,43.552,44.3248,1249784.0
2021-11-13,44.0827,44.6042,43.552,44.3248,1249784.0
2021-11-14,44.0827,44.6042,43.552,44.3248,1249784.0
2021-11-15,44.5856,45.9451,44.3714,45.8241,1714403.0
2021-11-16,46.0941,46.2338,44.9022,44.9115,1379325.0
2021-11-17,44.688,44.7904,44.1386,44.4366,1032179.0
2021-11-18,44.2597,44.3062,43.2447,43.3192,1565792.0
2021-11-19,43.105,43.2726,42.4159,42.7511,1069661.0
2021-11-20,43.105,43.2726,42.4159,42.7511,1069661.0
2021-11-21,43.105,43.2726,42.4159,42.7511,1069661.0
2021-11-22,42.9187,44.2504,42.4159,44.2038,1764743.0
2021-11-23,44.6601,44.8463,43.971,44.4459,1371178.0
2021-11-24,44.3155,44.6042,43.8034,44.0082,658023.0
2021-11-25,44.3155,44.6042,43.8034,44.0082,658023.0
2021-11-26,42.7791,42.9187,41.9131,42.4625,913024.0
2021-11-27,42.7791,42.9187,41.9131,42.4625,913024.0
2021-11-28,42.7791,42.9187,41.9131,42.4625,913024.0
2021-11-29,42.7325,42.9281,41.643,42.211,1394378.0
2021-11-30,41.5964,41.9494,41.047,41.3823,3047550.0
2021-12-01,42.1831,42.7884,40.9446,40.9539,1541326.0
2021-12-02,41.5827,42.8218,40.9633,42.5868,2111611.0
2021-12-03,42.6948,43.0748,42.5211,42.9341,1509131.0
2021-12-04,42.6948,43.0748,42.5211,42.9341,1509131.0
2021-12-05,42.6948,43.0748,42.5211,42.9341,1509131.0
2021-12-06,43.5347,45.1957,43.4784,43.957,1747512.0
2021-12-07,43.835,44.3042,43.3892,43.8162,1177105.0
2021-12-08,43.6285,44.079,43.1218,43.2719,1234257.0
2021-12-09,43.0842,43.2625,42.5211,42.7651,1293717.0
2021-12-10,43.1687,43.5816,43.103,43.3845,1217423.0
2021-12-11,43.1687,43.5816,43.103,43.3845,1217423.0
2021-12-12,43.1687,43.5816,43.103,43.3845,1217423.0
2021-12-13,43.3188,43.6848,42.4273,43.1874,1192070.0
2021-12-14,43.3845,43.8913,42.9622,43.0467,1158741.0
2021-12-15,42.9341,43.0185,41.5827,42.1551,1735166.0
2021-12-16,42.4836,43.1968,42.1598,42.2302,2716940.0
2021-12-17,41.9299,42.5118,41.6015,41.9862,4029672.0
2021-12-18,41.9299,42.5118,41.6015,41.9862,4029672.0
2021-12-19,41.9299,42.5118,41.6015,41.9862,4029672.0
2021-12-20,41.5452,41.5818,39.9779,40.7099,2467247.0
2021-12-21,41.0384,41.8455,40.9352,41.7985,2167247.0
2021-12-22,41.7985,42.5399,41.7985,41.9112,2069797.0
2021-12-23,42.127,42.8402,42.127,42.7839,2374299.0
2021-12-24,42.127,42.8402,42.127,42.7839,2374299.0
2021-12-25,42.127,42.8402,42.127,42.7839,2374299.0
2021-12-26,42.127,42.8402,42.127,42.7839,2374299.0
2021-12-27,42.737,42.9528,42.4273,42.8684,984248.0
2021-12-28,42.6244,43.2719,42.6244,42.9528,815406.0
2021-12-29,42.7839,43.1874,42.7745,43.1218,1082333.0
2021-12-30,43.3564,43.5159,43.0185,43.0748,942792.0
2021-12-31,42.9622,43.6473,42.8308,43.4971,1070017.0
2022-01-01,42.9622,43.6473,42.8308,43.4971,1070017.0
2022-01-02,42.9622,43.6473,42.8308,43.4971,1070017.0
2022-01-03,43.6754,44.4637,43.6097,44.4356,1262506.0
2022-01-04,44.8579,46.1436,44.6702,45.8902,1882382.0
2022-01-05,46.0591,46.96,45.9934,46.3688,2497711.0
2022-01-06,46.9975,47.432,46.2749,46.716,2976022.0
2022-01-07,46.8005,47.8422,46.7817,47.5231,2939473.0
2022-01-08,46.8005,47.8422,46.7817,47.5231,2939473.0
2022-01-09,46.8005,47.8422,46.7817,47.5231,2939473.0
2022-01-10,47.5747,48.1706,46.0403,46.2562,2177063.0
2022-01-11,46.1529,46.4298,45.3553,46.2186,1445051.0
2022-01-12,46.1905,46.2186,45.3083,45.5899,1814717.0
2022-01-13,46.1248,47.3542,45.8902,47.1852,1369073.0
2022-01-14,46.9694,48.7149,46.8005,48.5085,1736578.0
2022-01-15,46.9694,48.7149,46.8005,48.5085,1736578.0
2022-01-16,46.9694,48.7149,46.8005,48.5085,1736578.0
2022-01-17,46.9694,48.7149,46.8005,48.5085,1736578.0
2022-01-18,48.424,48.9401,48.1425,48.4709,1929833.0
2022-01-19,48.5835,48.6961,47.1102,47.1477,1222708.0
2022-01-20,46.8662,47.3448,46.1811,46.3312,2057520.0
2022-01-21,46.6597,46.8474,45.4303,45.6274,1682585.0
2022-01-22,46.6597,46.8474,45.4303,45.6274,1682585.0
2022-01-23,46.6597,46.8474,45.4303,45.6274,1682585.0
2022-01-24,45.1676,46.9506,44.9987,46.7911,1814384.0
2022-01-25,46.5189,47.2979,45.6274,47.1289,1338269.0
2022-01-26,47.0069,47.448,44.886,45.4022,2051610.0
2022-01-27,45.4773,46.6409,44.9142,45.1957,1073019.0
2022-01-28,44.7265,45.3083,44.3042,45.2426,894305.0
2022-01-29,44.7265,45.3083,44.3042,45.2426,894305.0
2022-01-30,44.7265,45.3083,44.3042,45.2426,894305.0
2022-01-31,44.6233,45.1394,44.3417,44.7265,1421002.0
2022-02-01,44.6514,45.542,44.4262,45.2708,1089379.0
2022-02-02,45.2239,45.5993,44.8203,45.5242,1183107.0
2022-02-03,45.5805,46.2468,45.2708,45.8151,1361264.0
2022-02-04,45.5242,45.6743,44.4262,44.7734,1660684.0
2022-02-05,45.5242,45.6743,44.4262,44.7734,1660684.0
2022-02-06,45.5242,45.6743,44.4262,44.7734,1660684.0
2022-02-07,44.9893,45.1394,44.4346,44.52,1173093.0
2022-02-08,44.9705,45.9277,44.8391,45.421,1598189.0
2022-02-09,45.6556,46.3641,45.618,46.0779,1148890.0
2022-02-10,45.9089,46.6409,45.6837,46.1999,1358315.0
2022-02-11,46.1529,46.9225,46.0403,46.7254,1332232.0
2022-02-12,46.1529,46.9225,46.0403,46.7254,1332232.0
2022-02-13,46.1529,46.9225,46.0403,46.7254,1332232.0
2022-02-14,46.9882,47.035,45.6931,46.3688,1168387.0
2022-02-15,46.3969,47.082,46.2468,46.472,974053.0
2022-02-16,46.4063,47.265,46.1248,46.3969,926482.0
2022-02-17,46.1154,46.3219,45.4679,45.7494,1059619.0
2022-02-18,45.4866,46.4626,45.4866,45.984,1003412.0
2022-02-19,45.4866,46.4626,45.4866,45.984,1003412.0
2022-02-20,45.4866,46.4626,45.4866,45.984,1003412.0
2022-02-21,45.4866,46.4626,45.4866,45.984,1003412.0
2022-02-22,45.8151,46.1436,45.5523,45.5993,2444762.0
2022-02-23,46.2186,48.0861,45.3177,47.6826,4391400.0
2022-02-24,47.7952,47.7952,44.7077,46.3782,3603340.0
2022-02-25,47.0069,49.6909,46.8615,49.6627,3655023.0
2022-02-26,47.0069,49.6909,46.8615,49.6627,3655023.0
2022-02-27,47.0069,49.6909,46.8615,49.6627,3655023.0
2022-02-28,48.1518,49.0809,47.9923,48.9683,1955500.0
2022-03-01,48.5741,48.8557,46.0966,47.2979,2819885.0
2022-03-02,47.4855,48.2926,47.1766,48.058,2229923.0
2022-03-03,48.4334,48.6539,47.6075,47.9735,1208294.0
2022-03-04,47.1793,48.1342,46.943,48.0964,1925255.0
2022-03-05,47.1793,48.1342,46.943,48.0964,1925255.0
2022-03-06,47.1793,48.1342,46.943,48.0964,1925255.0
2022-03-07,47.6426,49.5714,47.5197,48.7488,3404494.0
2022-03-08,49.2688,49.9779,48.1059,49.1175,3394435.0
2022-03-09,50.0252,50.8761,49.023,49.6186,2784735.0
2022-03-10,49.0892,49.2594,47.2975,47.5953,1971913.0
2022-03-11,47.983,48.7677,47.983,48.0491,1434978.0
2022-03-12,47.983,48.7677,47.983,48.0491,1434978.0
2022-03-13,47.983,48.7677,47.983,48.0491,1434978.0
2022-03-14,48.6921,48.7299,47.5386,48.0397,1330386.0
2022-03-15,48.3517,48.5739,47.6142,48.0775,1222737.0
2022-03-16,48.3517,49.3445,48.1012,49.2877,1404913.0
2022-03-17,49.1459,49.8077,48.5266,49.5335,1203372.0
2022-03-18,49.4485,50.2143,48.8906,50.0725,2600477.0
2022-03-19,49.4485,50.2143,48.8906,50.0725,2600477.0
2022-03-20,49.4485,50.2143,48.8906,50.0725,2600477.0
2022-03-21,50.2616,50.9801,49.6281,49.7794,1429942.0
2022-03-22,50.1103,50.2427,49.3161,49.9968,876390.0
2022-03-23,50.1481,50.479,49.6281,49.6376,937384.0
2022-03-24,49.7605,50.0441,49.4768,50.0347,728483.0
2022-03-25,50.1197,51.0416,50.0536,51.0179,727552.0
2022-03-26,50.1197,51.0416,50.0536,51.0179,727552.0
2022-03-27,50.1197,51.0416,50.0536,51.0179,727552.0
2022-03-28,51.0179,51.0179,49.8881,50.4412,848709.0
2022-03-29,50.9329,51.6798,50.2994,51.1219,906268.0
2022-03-30,51.0085,51.3441,50.9329,51.3394,860659.0
2022-03-31,50.999,51.5285,50.4507,50.4696,1161170.0
2022-04-01,50.479,50.6303,48.711,49.5619,1189735.0
2022-04-02,50.479,50.6303,48.711,49.5619,1189735.0
2022-04-03,50.479,50.6303,48.711,49.5619,1189735.0
2022-04-04,49.4012,49.5241,47.983,49.231,1368187.0
2022-04-05,48.8717,49.543,48.4935,48.5881,1292713.0
2022-04-06,48.503,48.8434,47.7655,47.9924,1370292.0
2022-04-07,47.8979,48.1012,47.0564,47.7371,1517600.0
2022-04-08,48.1532,48.9179,47.8317,48.7488,1137412.0
2022-04-09,48.1532,48.9179,47.8317,48.7488,1137412.0
2022-04-10,48.1532,48.9179,47.8317,48.7488,1137412.0
2022-04-11,48.9852,50.7154,48.9757,49.959,1219850.0
2022-04-12,49.9968,50.8099,49.7794,50.7438,1300724.0
2022-04-13,50.7816,51.5852,50.7154,51.33,1263773.0
2022-04-14,51.5285,52.7671,51.5285,52.578,2333225.0
2022-04-15,51.5285,52.7671,51.5285,52.578,2333225.0
2022-04-16,51.5285,52.7671,51.5285,52.578,2333225.0
2022-04-17,51.5285,52.7671,51.5285,52.578,2333225.0
2022-04-18,52.6725,53.3249,52.3227,52.5969,1501997.0
2022-04-19,52.7671,53.2304,52.6702,52.8238,996133.0
2022-04-20,53.0224,54.0529,52.9089,53.6842,1204735.0
2022-04-21,53.8449,54.3177,52.7576,52.8238,1407368.0
2022-04-22,52.4834,52.6536,50.791,50.8383,1147108.0
2022-04-23,52.4834,52.6536,50.791,50.8383,1147108.0
2022-04-24,52.4834,52.6536,50.791,50.8383,1147108.0
2022-04-25,50.8194,51.5096,49.6659,51.4718,1343356.0
2022-04-26,51.3489,51.746,50.999,51.2165,1039490.0
2022-04-27,51.2165,52.0296,50.4223,51.2732,1119421.0
2022-04-28,51.2449,52.1998,50.8194,52.0958,1384838.0
2022-04-29,52.2092,52.474,51.0274,51.1881,1682155.0
2022-04-30,52.2092,52.474,51.0274,51.1881,1682155.0
2022-05-01,52.2092,52.474,51.0274,51.1881,1682155.0
2022-05-02,51.5474,51.9823,50.4885,51.3583,2101610.0
2022-05-03,51.954,53.3722,49.2121,49.8172,3259200.0
2022-05-04,49.8077,50.5074,48.4368,50.3372,2340699.0
