,AVA US Equity,AVA US Equity,AVA US Equity,AVA US Equity,AVA US Equity
2021-03-14,37.9072,39.751,37.8722,39.3228,537215.0
2021-03-15,39.5849,42.023,39.5675,41.1928,1073747.0
2021-03-16,40.7734,41.42,40.4937,40.7646,442886.0
2021-03-17,40.7734,40.7734,39.716,39.8034,419989.0
2021-03-18,39.9694,40.2665,39.2616,39.384,369304.0
2021-03-19,39.3665,40.5986,39.0519,40.485,1169607.0
2021-03-20,39.3665,40.5986,39.0519,40.485,1169607.0
2021-03-21,39.3665,40.5986,39.0519,40.485,1169607.0
2021-03-22,40.2928,40.6248,39.8995,40.4326,483794.0
2021-03-23,40.0743,40.6073,39.8995,40.4064,467427.0
2021-03-24,40.5636,41.2384,40.1253,40.5724,647811.0
2021-03-25,41.0443,42.0186,40.4675,41.9006,936315.0
2021-03-26,41.6909,42.189,41.0792,42.1802,754383.0
2021-03-27,41.6909,42.189,41.0792,42.1802,754383.0
2021-03-28,41.6909,42.189,41.0792,42.1802,754383.0
2021-03-29,42.0666,42.9405,41.8482,41.8919,486614.0
2021-03-30,41.6996,41.7782,41.1841,41.254,332734.0
2021-03-31,41.2977,41.8395,41.0879,41.7259,464114.0
2021-04-01,41.5773,41.7512,40.8782,41.4462,325027.0
2021-04-02,41.5773,41.7512,40.8782,41.4462,325027.0
2021-04-03,41.5773,41.7512,40.8782,41.4462,325027.0
2021-04-04,41.5773,41.7512,40.8782,41.4462,325027.0
2021-04-05,41.9618,42.722,41.3326,41.4462,717271.0
2021-04-06,41.2715,41.7259,40.7734,41.3326,517025.0
2021-04-07,41.5249,41.787,41.3239,41.7084,333019.0
2021-04-08,41.6909,41.7958,41.1404,41.5773,416317.0
2021-04-09,41.6996,41.8657,41.4025,41.5686,553494.0
2021-04-10,41.6996,41.8657,41.4025,41.5686,553494.0
2021-04-11,41.6996,41.8657,41.4025,41.5686,553494.0
2021-04-12,41.8831,41.9181,41.4025,41.5773,277205.0
2021-04-13,41.2452,41.6996,40.8782,41.4987,524361.0
2021-04-14,41.6035,42.0098,41.4287,41.7259,441250.0
2021-04-15,41.7608,42.0317,41.3938,41.6822,445693.0
2021-04-16,41.953,42.0404,41.2627,41.2802,2890041.0
2021-04-17,41.953,42.0404,41.2627,41.2802,2890041.0
2021-04-18,41.953,42.0404,41.2627,41.2802,2890041.0
2021-04-19,41.2889,41.8045,41.1666,41.6559,571585.0
2021-04-20,41.6385,41.8395,40.9219,41.0967,428987.0
2021-04-21,41.0879,41.2234,40.7122,41.0443,377986.0
2021-04-22,41.2802,41.5423,40.9481,41.0879,510391.0
2021-04-23,41.2103,41.3108,40.6772,40.6947,467164.0
2021-04-24,41.2103,41.3108,40.6772,40.6947,467164.0
2021-04-25,41.2103,41.3108,40.6772,40.6947,467164.0
2021-04-26,40.9132,40.9132,40.0306,40.3364,580329.0
2021-04-27,40.4151,40.4151,39.8384,40.0393,343371.0
2021-04-28,40.2753,40.284,39.716,40.0393,436999.0
2021-04-29,40.0393,40.5374,39.9257,40.1966,307366.0
2021-04-30,40.1704,40.3801,40.0656,40.2141,469294.0
2021-05-01,40.1704,40.3801,40.0656,40.2141,469294.0
2021-05-02,40.1704,40.3801,40.0656,40.2141,469294.0
2021-05-03,40.4151,40.5724,40.1704,40.2141,762541.0
2021-05-04,40.3015,40.6073,40.118,40.2491,472676.0
2021-05-05,40.118,40.7646,39.1655,40.686,518858.0
2021-05-06,40.7297,41.219,40.3627,41.2103,441881.0
2021-05-07,40.9044,41.254,40.852,41.0443,335304.0
2021-05-08,40.9044,41.254,40.852,41.0443,335304.0
2021-05-09,40.9044,41.254,40.852,41.0443,335304.0
2021-05-10,41.1404,41.8569,41.1273,41.3763,284785.0
2021-05-11,41.2889,41.2889,40.4326,40.7384,319275.0
2021-05-12,40.852,41.018,39.8209,39.9257,363521.0
2021-05-13,39.9083,41.1404,39.8471,40.8433,343947.0
2021-05-14,40.9743,41.4113,40.7646,40.9219,265956.0
2021-05-15,40.9743,41.4113,40.7646,40.9219,265956.0
2021-05-16,40.9743,41.4113,40.7646,40.9219,265956.0
2021-05-17,40.8695,41.0443,40.5287,40.7559,411503.0
2021-05-18,40.5899,41.0792,40.5899,40.8782,237967.0
2021-05-19,40.7384,40.7472,39.9388,40.3714,232805.0
2021-05-20,40.4413,40.4413,39.7248,39.8646,282938.0
2021-05-21,39.8908,40.2316,39.7597,40.1704,282521.0
2021-05-22,39.8908,40.2316,39.7597,40.1704,282521.0
2021-05-23,39.8908,40.2316,39.7597,40.1704,282521.0
2021-05-24,40.2403,40.5462,40.1529,40.3102,345928.0
2021-05-25,40.2141,40.3146,39.6636,39.6811,640929.0
2021-05-26,39.7274,40.2125,39.5364,39.9126,365399.0
2021-05-27,40.0714,40.1155,39.5686,39.5951,307397.0
2021-05-28,39.648,40.0537,39.5951,39.9832,309404.0
2021-05-29,39.648,40.0537,39.5951,39.9832,309404.0
2021-05-30,39.648,40.0537,39.5951,39.9832,309404.0
2021-05-31,39.648,40.0537,39.5951,39.9832,309404.0
2021-06-01,40.2125,40.239,39.7627,39.8597,337081.0
2021-06-02,39.8597,40.0361,39.5289,39.8068,325346.0
2021-06-03,39.6921,39.7009,39.3834,39.6921,425652.0
2021-06-04,39.7538,39.9566,39.4451,39.4628,219834.0
2021-06-05,39.7538,39.9566,39.4451,39.4628,219834.0
2021-06-06,39.7538,39.9566,39.4451,39.4628,219834.0
2021-06-07,39.4098,39.498,39.207,39.4275,291801.0
2021-06-08,39.3922,39.7362,39.1981,39.5157,354052.0
2021-06-09,39.6833,39.7185,39.3746,39.5598,734440.0
2021-06-10,39.5421,40.1331,39.3922,39.8773,316767.0
2021-06-11,39.8773,39.9655,39.5951,39.648,218315.0
2021-06-12,39.8773,39.9655,39.5951,39.648,218315.0
2021-06-13,39.8773,39.9655,39.5951,39.648,218315.0
2021-06-14,39.6833,40.0978,39.4187,39.6392,296973.0
2021-06-15,39.7979,40.2125,39.6039,40.0802,326205.0
2021-06-16,40.089,40.1842,39.6744,39.842,239735.0
2021-06-17,39.7185,39.7891,39.3834,39.498,295594.0
2021-06-18,39.2687,39.4098,38.1573,38.2191,602201.0
2021-06-19,39.2687,39.4098,38.1573,38.2191,602201.0
2021-06-20,39.2687,39.4098,38.1573,38.2191,602201.0
2021-06-21,38.3514,39.1805,38.3514,39.1629,217599.0
2021-06-22,39.1629,39.4628,38.9865,39.1629,357766.0
2021-06-23,39.0747,39.154,38.175,38.2102,516147.0
2021-06-24,38.2102,38.369,37.928,38.2279,230453.0
2021-06-25,38.2279,38.5366,38.122,38.4308,654141.0
2021-06-26,38.2279,38.5366,38.122,38.4308,654141.0
2021-06-27,38.2279,38.5366,38.122,38.4308,654141.0
2021-06-28,38.3161,38.6777,37.9809,38.3514,286166.0
2021-06-29,38.2808,38.6689,37.8133,37.8221,357377.0
2021-06-30,37.778,37.9986,37.1959,37.6369,413456.0
2021-07-01,37.8839,38.122,37.6016,37.9015,214031.0
2021-07-02,38.0162,38.0162,37.3635,37.5399,214632.0
2021-07-03,38.0162,38.0162,37.3635,37.5399,214632.0
2021-07-04,38.0162,38.0162,37.3635,37.5399,214632.0
2021-07-05,38.0162,38.0162,37.3635,37.5399,214632.0
2021-07-06,37.6369,37.6369,36.7549,37.5664,244775.0
2021-07-07,37.4076,37.6634,37.24,37.6546,389605.0
2021-07-08,37.434,37.5575,36.8343,37.2135,409203.0
2021-07-09,37.434,37.7428,37.143,37.5134,576238.0
2021-07-10,37.434,37.7428,37.143,37.5134,576238.0
2021-07-11,37.434,37.7428,37.143,37.5134,576238.0
2021-07-12,37.3899,37.6016,37.2224,37.5399,328291.0
2021-07-13,37.4429,37.5223,36.8166,36.8607,285401.0
2021-07-14,37.0459,37.1959,36.5652,37.0195,280343.0
2021-07-15,36.9048,37.7163,36.7637,37.6987,364205.0
2021-07-16,37.7428,38.2102,37.7075,37.928,302348.0
2021-07-17,37.7428,38.2102,37.7075,37.928,302348.0
2021-07-18,37.7428,38.2102,37.7075,37.928,302348.0
2021-07-19,37.5928,37.9724,37.2929,37.8398,372192.0
2021-07-20,37.8574,38.747,37.778,38.4043,455846.0
2021-07-21,38.5454,38.7483,37.7516,37.8398,262567.0
2021-07-22,37.6987,37.9104,37.5046,37.6281,186455.0
2021-07-23,37.681,38.175,37.681,38.0868,208603.0
2021-07-24,37.681,38.175,37.681,38.0868,208603.0
2021-07-25,37.681,38.175,37.681,38.0868,208603.0
2021-07-26,38.2632,38.4308,37.8927,38.2191,169929.0
2021-07-27,38.0779,38.3426,37.7957,38.2014,316207.0
2021-07-28,38.3955,38.6954,37.8398,38.5013,289626.0
2021-07-29,38.7042,38.8233,38.2102,38.2367,244664.0
2021-07-30,38.272,38.6601,37.7604,37.778,426346.0
2021-07-31,38.272,38.6601,37.7604,37.778,426346.0
2021-08-01,38.272,38.6601,37.7604,37.778,426346.0
2021-08-02,37.8751,38.4925,37.6898,37.8927,326487.0
2021-08-03,38.0691,39.0482,37.8486,39.0217,452292.0
2021-08-04,37.9721,38.1485,37.0459,37.7251,674154.0
2021-08-05,37.8045,38.0691,37.4429,38.0427,292026.0
2021-08-06,38.2191,38.2455,37.6281,37.6369,267213.0
2021-08-07,38.2191,38.2455,37.6281,37.6369,267213.0
2021-08-08,38.2191,38.2455,37.6281,37.6369,267213.0
2021-08-09,37.7692,37.8309,37.2753,37.3988,271671.0
2021-08-10,37.2576,37.2665,36.8431,37.1694,258956.0
2021-08-11,37.1518,37.3547,37.0018,37.2135,315867.0
2021-08-12,37.143,37.2576,36.8607,36.9577,201107.0
2021-08-13,37.143,37.143,36.6667,36.8254,220872.0
2021-08-14,37.143,37.143,36.6667,36.8254,220872.0
2021-08-15,37.143,37.143,36.6667,36.8254,220872.0
2021-08-16,36.8254,37.3723,36.7284,37.2753,329733.0
2021-08-17,37.1077,37.9456,36.9842,37.9192,291591.0
2021-08-18,37.859,38.2243,37.0573,37.378,302912.0
2021-08-19,37.1553,37.77,37.1553,37.2711,544695.0
2021-08-20,37.28,38.0372,37.0573,37.9125,475470.0
2021-08-21,37.28,38.0372,37.0573,37.9125,475470.0
2021-08-22,37.28,38.0372,37.0573,37.9125,475470.0
2021-08-23,37.859,37.859,37.3246,37.4582,289002.0
2021-08-24,37.6453,37.6987,36.9593,37.2978,363825.0
2021-08-25,37.3157,37.5606,37.0618,37.1019,580927.0
2021-08-26,36.9059,37.2266,36.5139,36.6743,271771.0
2021-08-27,36.7366,37.0841,36.7099,36.9059,353821.0
2021-08-28,36.7366,37.0841,36.7099,36.9059,353821.0
2021-08-29,36.7366,37.0841,36.7099,36.9059,353821.0
2021-08-30,36.9148,37.1553,36.8257,37.0573,390012.0
2021-08-31,37.0751,37.5205,36.9299,37.28,474520.0
2021-09-01,37.3513,37.6096,37.0796,37.5918,288813.0
2021-09-02,37.6363,38.0105,37.6363,37.9659,353503.0
2021-09-03,38.055,38.2154,37.7655,37.8056,336384.0
2021-09-04,38.055,38.2154,37.7655,37.8056,336384.0
2021-09-05,38.055,38.2154,37.7655,37.8056,336384.0
2021-09-06,38.055,38.2154,37.7655,37.8056,336384.0
2021-09-07,37.7254,37.7522,37.2444,37.7076,349758.0
2021-09-08,37.6631,38.447,37.4136,38.1708,324947.0
2021-09-09,38.1352,38.251,37.7076,37.7076,255298.0
2021-09-10,37.6898,37.6898,36.6476,36.7099,262928.0
2021-09-11,37.6898,37.6898,36.6476,36.7099,262928.0
2021-09-12,37.6898,37.6898,36.6476,36.7099,262928.0
2021-09-13,36.9059,37.0529,36.3113,36.4605,297426.0
2021-09-14,36.5852,36.6119,35.9616,36.1754,434435.0
2021-09-15,36.1487,36.5228,35.8191,36.0596,414789.0
2021-09-16,36.1933,36.1933,35.2401,35.5341,349551.0
2021-09-17,35.73,36.024,35.4272,35.5608,1044097.0
2021-09-18,35.73,36.024,35.4272,35.5608,1044097.0
2021-09-19,35.73,36.024,35.4272,35.5608,1044097.0
2021-09-20,35.2846,35.5073,34.955,35.3114,390921.0
2021-09-21,35.4272,35.6626,34.9461,34.9461,356955.0
2021-09-22,35.1065,35.5608,34.9907,35.0263,273810.0
2021-09-23,35.151,35.4361,34.7591,34.7947,321656.0
2021-09-24,34.7412,35.2846,34.7323,34.9105,328835.0
2021-09-25,34.7412,35.2846,34.7323,34.9105,328835.0
2021-09-26,34.7412,35.2846,34.7323,34.9105,328835.0
2021-09-27,35.0619,35.73,35.0619,35.1243,310498.0
2021-09-28,35.1866,35.4895,34.8481,34.9194,340453.0
2021-09-29,34.8036,35.7835,34.7769,35.4628,470537.0
2021-09-30,35.6053,35.6053,34.8125,34.8481,446280.0
2021-10-01,35.0798,35.2223,34.6076,34.7056,384419.0
2021-10-02,35.0798,35.2223,34.6076,34.7056,384419.0
2021-10-03,35.0798,35.2223,34.6076,34.7056,384419.0
2021-10-04,34.6967,35.7211,34.6967,35.543,314042.0
2021-10-05,35.5519,36.2378,35.4717,36.1576,535285.0
2021-10-06,35.9884,36.8881,35.8013,36.8168,442297.0
2021-10-07,36.7545,37.2621,36.1042,36.2734,697968.0
2021-10-08,36.0685,36.4338,35.8993,35.9616,299797.0
2021-10-09,36.0685,36.4338,35.8993,35.9616,299797.0
2021-10-10,36.0685,36.4338,35.8993,35.9616,299797.0
2021-10-11,35.5875,35.5875,33.6099,34.4473,1401271.0
2021-10-12,34.5809,34.9016,34.2413,34.7412,657652.0
2021-10-13,34.7502,35.1555,34.3315,35.0976,515209.0
2021-10-14,35.2668,36.4427,35.151,36.0774,600918.0
2021-10-15,36.416,37.0395,35.8369,36.3803,3371819.0
2021-10-16,36.416,37.0395,35.8369,36.3803,3371819.0
2021-10-17,36.416,37.0395,35.8369,36.3803,3371819.0
2021-10-18,36.122,36.2645,35.0976,35.4093,350576.0
2021-10-19,35.445,35.445,34.7502,34.9105,476874.0
2021-10-20,34.8927,35.8547,34.8214,35.3292,572414.0
2021-10-21,35.3292,35.4183,34.9105,35.1956,487582.0
2021-10-22,35.1956,35.3826,34.9283,35.1777,313494.0
2021-10-23,35.1956,35.3826,34.9283,35.1777,313494.0
2021-10-24,35.1956,35.3826,34.9283,35.1777,313494.0
2021-10-25,35.1777,35.6053,34.9372,35.6053,413569.0
2021-10-26,35.73,35.8637,35.3381,35.4984,551186.0
2021-10-27,35.4004,36.1398,35.2223,36.122,634768.0
2021-10-28,36.1487,36.4961,35.8547,36.0685,300121.0
2021-10-29,36.0953,36.3001,35.249,35.4628,422205.0
2021-10-30,36.0953,36.3001,35.249,35.4628,422205.0
2021-10-31,36.0953,36.3001,35.249,35.4628,422205.0
2021-11-01,35.4004,36.3892,35.3737,36.22,271664.0
2021-11-02,36.4249,36.4249,35.681,35.7568,283508.0
2021-11-03,35.543,36.4249,35.2401,36.122,347473.0
2021-11-04,36.2912,36.2912,35.0619,35.3826,345692.0
2021-11-05,35.5697,36.2734,35.5073,35.8904,324809.0
2021-11-06,35.5697,36.2734,35.5073,35.8904,324809.0
2021-11-07,35.5697,36.2734,35.5073,35.8904,324809.0
2021-11-08,36.0329,36.0953,35.3203,35.4717,362379.0
2021-11-09,35.5519,35.9616,35.347,35.7568,356547.0
2021-11-10,35.8369,36.416,35.812,36.3269,244376.0
2021-11-11,36.1131,36.2378,35.8815,36.1042,218097.0
2021-11-12,36.0418,36.3447,35.828,35.8369,220536.0
2021-11-13,36.0418,36.3447,35.828,35.8369,220536.0
2021-11-14,36.0418,36.3447,35.828,35.8369,220536.0
2021-11-15,36.024,36.22,35.7389,36.1131,284848.0
2021-11-16,36.0953,36.2823,35.6944,35.8904,265908.0
2021-11-17,35.7479,35.8147,34.9729,35.5519,371071.0
2021-11-18,35.4731,35.7522,35.0049,35.0859,329636.0
2021-11-19,34.8609,35.1805,34.6988,34.9419,392725.0
2021-11-20,34.8609,35.1805,34.6988,34.9419,392725.0
2021-11-21,34.8609,35.1805,34.6988,34.9419,392725.0
2021-11-22,34.9419,35.8152,34.7618,35.5901,293108.0
2021-11-23,35.5991,35.8647,35.374,35.4911,336375.0
2021-11-24,35.5271,35.6261,35.239,35.5271,267134.0
2021-11-25,35.5271,35.6261,35.239,35.5271,267134.0
2021-11-26,35.113,35.167,34.4197,34.9689,229023.0
2021-11-27,35.113,35.167,34.4197,34.9689,229023.0
2021-11-28,35.113,35.167,34.4197,34.9689,229023.0
2021-11-29,35.185,35.4731,34.9959,35.275,314014.0
2021-11-30,35.0229,35.203,34.5457,34.6718,676614.0
2021-12-01,35.0859,35.7234,34.7978,35.0229,368105.0
2021-12-02,35.284,35.5271,35.0139,35.194,331315.0
2021-12-03,35.365,35.5721,34.9599,35.365,405015.0
2021-12-04,35.365,35.5721,34.9599,35.365,405015.0
2021-12-05,35.365,35.5721,34.9599,35.365,405015.0
2021-12-06,35.6712,36.6345,35.365,36.3014,472084.0
2021-12-07,36.1663,36.4725,35.9142,36.1033,309110.0
2021-12-08,36.1213,36.5535,35.9413,36.4274,216855.0
2021-12-09,36.1934,36.4634,35.9052,36.2834,195107.0
2021-12-10,36.5535,36.7876,36.3836,36.7696,272716.0
2021-12-11,36.5535,36.7876,36.3836,36.7696,272716.0
2021-12-12,36.5535,36.7876,36.3836,36.7696,272716.0
2021-12-13,36.7516,37.5123,36.7516,37.3008,511865.0
2021-12-14,37.3188,37.7509,36.8596,36.9406,451141.0
2021-12-15,37.0667,38.1246,36.9541,37.4988,469601.0
2021-12-16,37.4988,38.4532,37.4988,38.012,312270.0
2021-12-17,37.7239,38.0307,36.6885,36.9586,1046195.0
2021-12-18,37.7239,38.0307,36.6885,36.9586,1046195.0
2021-12-19,37.7239,38.0307,36.6885,36.9586,1046195.0
2021-12-20,36.7245,36.8011,36.1123,36.6795,270763.0
2021-12-21,36.9316,37.2467,36.1663,36.3644,312198.0
2021-12-22,36.3464,37.1297,36.2024,37.1207,337741.0
2021-12-23,37.2647,37.4448,37.0036,37.1837,230779.0
2021-12-24,37.2647,37.4448,37.0036,37.1837,230779.0
2021-12-25,37.2647,37.4448,37.0036,37.1837,230779.0
2021-12-26,37.2647,37.4448,37.0036,37.1837,230779.0
2021-12-27,37.1657,37.3818,36.8639,37.2017,185462.0
2021-12-28,37.1837,37.4718,36.9856,37.1927,185704.0
2021-12-29,37.2467,37.886,37.2287,37.6969,235469.0
2021-12-30,37.6609,38.3992,37.6609,38.1381,228685.0
2021-12-31,38.1111,38.4712,37.8026,38.2551,289668.0
2022-01-01,38.1111,38.4712,37.8026,38.2551,289668.0
2022-01-02,38.1111,38.4712,37.8026,38.2551,289668.0
2022-01-03,38.3091,38.6513,37.7239,38.066,255120.0
2022-01-04,38.1651,38.9349,38.075,38.4892,271661.0
2022-01-05,38.5252,38.8673,38.2191,38.3722,197735.0
2022-01-06,38.4532,38.6783,38.2191,38.3992,183335.0
2022-01-07,38.3091,38.9124,38.2641,38.6963,174436.0
2022-01-08,38.3091,38.9124,38.2641,38.6963,174436.0
2022-01-09,38.3091,38.9124,38.2641,38.6963,174436.0
2022-01-10,38.7863,39.0384,38.4892,38.6693,263829.0
2022-01-11,38.6693,38.7863,38.039,38.2551,262665.0
2022-01-12,38.0931,38.6873,38.039,38.4262,475140.0
2022-01-13,38.6513,39.1014,38.3181,38.8943,301558.0
2022-01-14,38.8763,39.3625,38.6152,39.2995,219731.0
2022-01-15,38.8763,39.3625,38.6152,39.2995,219731.0
2022-01-16,38.8763,39.3625,38.6152,39.2995,219731.0
2022-01-17,38.8763,39.3625,38.6152,39.2995,219731.0
2022-01-18,39.1464,39.9567,38.8133,39.5336,412161.0
2022-01-19,39.4345,39.8217,39.1284,39.2275,364130.0
2022-01-20,39.2455,39.8937,39.1172,39.6776,419551.0
2022-01-21,39.9477,40.632,39.1734,39.3985,448662.0
2022-01-22,39.9477,40.632,39.1734,39.3985,448662.0
2022-01-23,39.9477,40.632,39.1734,39.3985,448662.0
2022-01-24,39.3985,39.9387,39.0384,39.6776,542874.0
2022-01-25,39.2905,40.4699,38.7638,39.9117,493199.0
2022-01-26,39.9297,40.578,39.4976,39.7317,620788.0
2022-01-27,39.7317,40.2809,39.2455,39.5966,351264.0
2022-01-28,39.5606,40.1458,39.2005,40.1278,284381.0
2022-01-29,39.5606,40.1458,39.2005,40.1278,284381.0
2022-01-30,39.5606,40.1458,39.2005,40.1278,284381.0
2022-01-31,39.8487,40.0468,39.1738,40.0288,576791.0
2022-02-01,39.8217,40.1953,39.6146,39.9207,471547.0
2022-02-02,39.7587,39.8847,39.3715,39.6776,469382.0
2022-02-03,39.6236,39.9387,39.1374,39.8487,337579.0
2022-02-04,39.6056,40.0378,39.0744,39.7767,255263.0
2022-02-05,39.6056,40.0378,39.0744,39.7767,255263.0
2022-02-06,39.6056,40.0378,39.0744,39.7767,255263.0
2022-02-07,39.5696,40.1458,39.2635,39.9027,263770.0
2022-02-08,40.1548,40.3349,39.7227,39.8757,295756.0
2022-02-09,40.0108,40.0108,39.4886,39.8667,289650.0
2022-02-10,39.2275,39.8307,38.5076,38.7863,409053.0
2022-02-11,38.8403,39.2815,38.5522,38.8583,406708.0
2022-02-12,38.8403,39.2815,38.5522,38.8583,406708.0
2022-02-13,38.8403,39.2815,38.5522,38.8583,406708.0
2022-02-14,38.9754,39.1554,38.4442,38.6603,417489.0
2022-02-15,38.8763,39.358,38.6062,38.7863,249857.0
2022-02-16,38.6963,39.0204,38.3663,38.5252,511506.0
2022-02-17,38.407,38.9346,38.0067,38.9255,258028.0
2022-02-18,38.6617,39.0164,38.4524,38.789,470150.0
2022-02-19,38.6617,39.0164,38.4524,38.789,470150.0
2022-02-20,38.6617,39.0164,38.4524,38.789,470150.0
2022-02-21,38.6617,39.0164,38.4524,38.789,470150.0
2022-02-22,38.9255,39.1074,38.4388,38.6617,461598.0
2022-02-23,38.4706,39.4804,38.4706,38.5616,583859.0
2022-02-24,38.125,39.5986,38.125,39.4804,501574.0
2022-02-25,39.6441,40.6266,39.2894,40.3992,591838.0
2022-02-26,39.6441,40.6266,39.2894,40.3992,591838.0
2022-02-27,39.6441,40.6266,39.2894,40.3992,591838.0
2022-02-28,40.0717,40.7176,39.8352,40.5993,602884.0
2022-03-01,40.6266,41.1997,39.6077,40.0535,431176.0
2022-03-02,40.2081,40.7903,40.0171,40.5265,412933.0
2022-03-03,40.572,41.2452,40.3992,41.1633,498486.0
2022-03-04,40.9632,42.3186,40.6994,42.264,458674.0
2022-03-05,40.9632,42.3186,40.6994,42.264,458674.0
2022-03-06,40.9632,42.3186,40.6994,42.264,458674.0
2022-03-07,42.5278,42.6643,41.8365,42.264,482541.0
2022-03-08,42.3732,42.546,41.2634,41.2634,448441.0
2022-03-09,41.5636,41.5727,40.9086,41.0632,353080.0
2022-03-10,40.7903,41.6818,40.6908,41.5454,371176.0
2022-03-11,41.4089,41.8092,41.1997,41.3725,285737.0
2022-03-12,41.4089,41.8092,41.1997,41.3725,285737.0
2022-03-13,41.4089,41.8092,41.1997,41.3725,285737.0
2022-03-14,41.5181,41.6363,41.1087,41.418,406198.0
2022-03-15,41.6454,41.7,40.9996,41.3452,436742.0
2022-03-16,41.227,41.2361,40.5174,40.9177,681608.0
2022-03-17,40.5993,40.945,40.1718,40.2627,567249.0
2022-03-18,40.5629,40.5629,39.3621,39.7442,1494165.0
2022-03-19,40.5629,40.5629,39.3621,39.7442,1494165.0
2022-03-20,40.5629,40.5629,39.3621,39.7442,1494165.0
2022-03-21,39.8897,41.036,39.6629,40.481,465178.0
2022-03-22,40.6539,40.6539,39.8579,40.1899,386676.0
2022-03-23,40.0535,40.2627,39.6714,39.8716,403190.0
2022-03-24,39.9443,40.1536,39.5168,39.6532,257971.0
2022-03-25,39.7169,40.8176,39.6623,40.7994,251750.0
2022-03-26,39.7169,40.8176,39.6623,40.7994,251750.0
2022-03-27,39.7169,40.8176,39.6623,40.7994,251750.0
2022-03-28,40.5902,41.1633,40.4447,40.9359,364290.0
2022-03-29,41.2634,41.3634,40.6812,41.2816,419949.0
2022-03-30,41.2816,41.6818,41.2042,41.4453,309473.0
2022-03-31,41.318,41.7,40.8722,41.0723,488899.0
2022-04-01,41.0632,41.7546,40.9268,41.6182,475528.0
2022-04-02,41.0632,41.7546,40.9268,41.6182,475528.0
2022-04-03,41.0632,41.7546,40.9268,41.6182,475528.0
2022-04-04,41.5545,41.5545,40.9814,41.3361,371648.0
2022-04-05,41.3361,42.1822,41.3361,41.7637,420916.0
2022-04-06,41.9274,42.3641,41.8638,42.2367,568405.0
2022-04-07,42.3277,42.3914,41.5909,41.8911,528067.0
2022-04-08,42.0912,42.2185,41.5818,41.7819,632952.0
2022-04-09,42.0912,42.2185,41.5818,41.7819,632952.0
2022-04-10,42.0912,42.2185,41.5818,41.7819,632952.0
2022-04-11,41.8456,42.2731,40.6175,40.6994,639827.0
2022-04-12,40.6448,41.3452,40.6084,41.0996,576487.0
2022-04-13,41.136,41.2816,40.1263,40.4901,479130.0
2022-04-14,40.5447,40.9814,40.5265,40.5356,294966.0
2022-04-15,40.5447,40.9814,40.5265,40.5356,294966.0
2022-04-16,40.5447,40.9814,40.5265,40.5356,294966.0
2022-04-17,40.5447,40.9814,40.5265,40.5356,294966.0
2022-04-18,40.5811,40.7812,40.1445,40.5083,384516.0
2022-04-19,40.8631,41.3452,40.663,40.6994,525044.0
2022-04-20,41.0632,41.3271,40.7812,40.7994,318874.0
2022-04-21,40.6903,41.1588,40.572,40.6721,373724.0
2022-04-22,40.6266,40.9905,40.381,40.6994,402506.0
2022-04-23,40.6266,40.9905,40.381,40.6994,402506.0
2022-04-24,40.6266,40.9905,40.381,40.6994,402506.0
2022-04-25,40.7176,40.9177,38.8527,39.3075,475065.0
2022-04-26,39.2439,40.0171,38.9164,38.9892,467351.0
2022-04-27,38.8345,39.3894,38.3706,38.3706,420199.0
2022-04-28,38.6799,38.9073,38.3069,38.3524,319824.0
2022-04-29,38.2068,38.2887,36.8059,36.906,412270.0
2022-04-30,38.2068,38.2887,36.8059,36.906,412270.0
2022-05-01,38.2068,38.2887,36.8059,36.906,412270.0
2022-05-02,37.0879,37.3281,35.8598,36.4329,419400.0
2022-05-03,36.5785,37.0242,36.1327,36.5239,447372.0
2022-05-04,36.6513,38.0795,36.6513,37.9612,608531.0
2022-05-05,37.561,37.8793,36.9242,37.1698,482397.0
2022-05-06,37.0879,38.0886,37.0879,37.943,495048.0
2022-05-07,37.0879,38.0886,37.0879,37.943,495048.0
2022-05-08,37.0879,38.0886,37.0879,37.943,495048.0
2022-05-09,37.6064,38.9983,37.47,38.5525,548001.0
2022-05-10,38.6617,39.2075,37.6883,38.4524,416505.0
2022-05-11,38.7072,39.4258,38.3706,38.9437,546013.0
2022-05-12,39.1347,39.1893,38.0613,38.7435,421186.0
2022-05-13,38.9528,39.253,38.1522,39.0164,426428.0
2022-05-14,38.9528,39.253,38.1522,39.0164,426428.0
2022-05-15,38.9528,39.253,38.1522,39.0164,426428.0
2022-05-16,39.1529,39.5623,38.9528,39.4622,437574.0
2022-05-17,39.7715,39.8079,38.8527,39.7351,225842.0
2022-05-18,40.0262,40.8813,39.6441,39.8443,639177.0
2022-05-19,39.6168,39.6487,38.9801,39.3985,554023.0
2022-05-20,39.1984,39.535,38.7253,39.2712,379746.0
2022-05-21,39.1984,39.535,38.7253,39.2712,379746.0
2022-05-22,39.1984,39.535,38.7253,39.2712,379746.0
2022-05-23,39.6623,39.8534,39.1756,39.4895,414076.0
2022-05-24,39.5805,39.7624,38.93,39.5441,536943.0
2022-05-25,39.7806,40.3264,39.6168,40.1081,546227.0
2022-05-26,40.3562,40.5445,40.1173,40.1357,308240.0
2022-05-27,39.9703,40.4664,39.8968,40.4389,393562.0
2022-05-28,39.9703,40.4664,39.8968,40.4389,393562.0
2022-05-29,39.9703,40.4664,39.8968,40.4389,393562.0
