,ADI US Equity,ADI US Equity,ADI US Equity,ADI US Equity,ADI US Equity
2020-03-01,96.5592,102.2249,96.1319,101.2868,6036781.0
2020-03-02,102.2528,103.5067,99.6057,103.3488,3979561.0
2020-03-03,102.2899,105.1321,98.9834,99.5685,3416121.0
2020-03-04,101.2404,104.5284,99.085,104.4541,2180977.0
2020-03-05,101.2682,104.0918,100.2373,101.1196,2197267.0
2020-03-06,97.5251,99.81,97.07,99.3827,3801183.0
2020-03-07,97.5251,99.81,97.07,99.3827,3801183.0
2020-03-08,97.5251,99.81,97.07,99.3827,3801183.0
2020-03-09,92.5188,96.2341,90.1977,90.5683,4936845.0
2020-03-10,93.0018,95.2403,89.2773,95.1474,4355311.0
2020-03-11,92.3981,93.4848,87.2664,87.689,4168159.0
2020-03-12,83.3979,88.5667,81.0387,83.6023,8483817.0
2020-03-13,88.1256,93.3083,82.9985,92.686,6399368.0
2020-03-14,88.1256,93.3083,82.9985,92.686,6399368.0
2020-03-15,88.1256,93.3083,82.9985,92.686,6399368.0
2020-03-16,83.4444,86.2447,77.1099,77.2863,7287252.0
2020-03-17,80.0078,90.0018,76.4597,88.6457,5555718.0
2020-03-18,81.2152,85.9057,73.4457,76.3761,5726126.0
2020-03-19,76.5712,85.1719,73.7847,83.8902,4464962.0
2020-03-20,85.8314,86.7231,78.8375,79.0232,4567550.0
2020-03-21,85.8314,86.7231,78.8375,79.0232,4567550.0
2020-03-22,85.8314,86.7231,78.8375,79.0232,4567550.0
2020-03-23,79.6734,81.2802,74.7786,79.0975,4063670.0
2020-03-24,83.3886,87.3082,81.2152,87.0574,3651400.0
2020-03-25,86.0636,90.5033,83.3515,87.6426,3860017.0
2020-03-26,87.8005,89.6302,84.3917,86.0265,5063654.0
2020-03-27,82.9056,86.0357,81.9768,82.3576,3009981.0
2020-03-28,82.9056,86.0357,81.9768,82.3576,3009981.0
2020-03-29,82.9056,86.0357,81.9768,82.3576,3009981.0
2020-03-30,83.1657,84.9583,81.3638,84.4939,3268287.0
2020-03-31,84.1131,85.7014,82.8313,83.2679,3432090.0
2020-04-01,79.9149,81.8375,77.7136,78.1037,3231933.0
2020-04-02,77.212,81.9861,76.9984,81.4567,3638215.0
2020-04-03,81.1688,82.4784,79.2601,80.3979,2253789.0
2020-04-04,81.1688,82.4784,79.2601,80.3979,2253789.0
2020-04-05,81.1688,82.4784,79.2601,80.3979,2253789.0
2020-04-06,83.723,89.4398,83.5187,88.9801,3673920.0
2020-04-07,91.973,93.7356,89.0219,89.398,3814769.0
2020-04-08,90.299,94.33,88.9336,94.1814,3001301.0
2020-04-09,94.1257,96.1969,90.9027,91.7572,2806713.0
2020-04-10,94.1257,96.1969,90.9027,91.7572,2806713.0
2020-04-11,94.1257,96.1969,90.9027,91.7572,2806713.0
2020-04-12,94.1257,96.1969,90.9027,91.7572,2806713.0
2020-04-13,90.5776,93.0854,90.4011,92.5746,2348250.0
2020-04-14,94.5529,95.9461,92.9461,95.6861,3178112.0
2020-04-15,93.5591,93.9585,91.2742,93.299,1884096.0
2020-04-16,94.2929,95.0545,92.0544,94.5808,2622038.0
2020-04-17,96.5592,97.2743,94.1675,95.4817,1917047.0
2020-04-18,96.5592,97.2743,94.1675,95.4817,1917047.0
2020-04-19,96.5592,97.2743,94.1675,95.4817,1917047.0
2020-04-20,94.8873,95.6977,92.8811,93.7263,1498285.0
2020-04-21,91.0792,92.0173,89.2123,89.6024,4028101.0
2020-04-22,92.8161,95.4074,92.1938,94.8502,3170599.0
2020-04-23,94.813,96.5406,93.9213,94.5622,2585628.0
2020-04-24,94.3765,98.8533,94.3765,98.3796,2899905.0
2020-04-25,94.3765,98.8533,94.3765,98.3796,2899905.0
2020-04-26,94.3765,98.8533,94.3765,98.3796,2899905.0
2020-04-27,99.0205,100.8317,98.6583,100.3394,1848894.0
2020-04-28,103.033,103.841,99.8379,99.9493,1648713.0
2020-04-29,101.5562,105.9402,101.4261,105.2714,2544272.0
2020-04-30,103.516,104.9556,101.5655,101.7977,2455864.0
2020-05-01,98.7976,99.6521,95.8811,96.2619,2782413.0
2020-05-02,98.7976,99.6521,95.8811,96.2619,2782413.0
2020-05-03,98.7976,99.6521,95.8811,96.2619,2782413.0
2020-05-04,95.7883,96.4477,93.8006,96.039,2550543.0
2020-05-05,98.2124,99.6614,97.6552,98.3982,1818364.0
2020-05-06,99.2249,100.0329,97.3394,97.7573,1328709.0
2020-05-07,99.3456,100.0701,98.296,98.779,1162640.0
2020-05-08,99.4942,102.0484,98.9183,102.0113,1286222.0
2020-05-09,99.4942,102.0484,98.9183,102.0113,1286222.0
2020-05-10,99.4942,102.0484,98.9183,102.0113,1286222.0
2020-05-11,100.3487,101.649,99.615,100.7017,1436587.0
2020-05-12,101.5933,102.7776,98.8719,99.0112,2018503.0
2020-05-13,98.9276,99.7357,95.0731,96.4106,2470145.0
2020-05-14,96.1412,98.0546,93.3083,97.9802,2052972.0
2020-05-15,95.7139,96.1876,92.9647,94.5529,4237511.0
2020-05-16,95.7139,96.1876,92.9647,94.5529,4237511.0
2020-05-17,95.7139,96.1876,92.9647,94.5529,4237511.0
2020-05-18,97.5994,101.389,97.1211,100.6274,2536425.0
2020-05-19,100.1351,102.5221,98.5561,98.7604,3591453.0
2020-05-20,103.7431,107.3427,102.9681,106.4138,4753509.0
2020-05-21,105.3457,106.1073,102.2621,103.1073,3021054.0
2020-05-22,102.8751,103.841,101.7234,103.1537,1765044.0
2020-05-23,102.8751,103.841,101.7234,103.1537,1765044.0
2020-05-24,102.8751,103.841,101.7234,103.1537,1765044.0
2020-05-25,102.8751,103.841,101.7234,103.1537,1765044.0
2020-05-26,105.7637,107.0362,104.5376,104.677,2112511.0
2020-05-27,105.7172,107.1755,103.6785,106.516,1825888.0
2020-05-28,106.6187,106.7961,103.1541,103.621,2274237.0
2020-05-29,103.9479,105.8156,103.1074,105.4794,2913338.0
2020-05-30,103.9479,105.8156,103.1074,105.4794,2913338.0
2020-05-31,103.9479,105.8156,103.1074,105.4794,2913338.0
2020-06-01,104.9378,105.937,103.9665,105.3206,1209503.0
2020-06-02,105.5261,109.1401,105.0031,109.0748,3112799.0
2020-06-03,110.9937,114.7433,110.5596,113.576,3762345.0
2020-06-04,111.9417,114.7339,111.9417,114.2857,1653179.0
2020-06-05,116.5923,118.9643,115.7612,116.3495,3549883.0
2020-06-06,116.5923,118.9643,115.7612,116.3495,3549883.0
2020-06-07,116.5923,118.9643,115.7612,116.3495,3549883.0
2020-06-08,116.7324,117.0592,114.7013,115.5277,1809820.0
2020-06-09,113.9775,116.1347,113.5293,115.2242,2471531.0
2020-06-10,115.976,116.3402,113.9168,114.7526,1892677.0
2020-06-11,112.9596,113.1623,107.7954,108.0008,3210604.0
2020-06-12,111.6055,111.7829,107.8607,110.5783,3138665.0
2020-06-13,111.6055,111.7829,107.8607,110.5783,3138665.0
2020-06-14,111.6055,111.7829,107.8607,110.5783,3138665.0
2020-06-15,108.4677,110.8211,107.4592,110.6623,1695554.0
2020-06-16,115.453,116.1254,112.2499,114.5752,2706381.0
2020-06-17,114.4818,115.5557,113.7907,114.4258,1478878.0
2020-06-18,114.267,115.3036,113.9215,114.6872,1248672.0
2020-06-19,116.1627,116.1627,112.0071,112.2312,4495695.0
2020-06-20,116.1627,116.1627,112.0071,112.2312,4495695.0
2020-06-21,116.1627,116.1627,112.0071,112.2312,4495695.0
2020-06-22,112.0818,112.7448,110.5176,112.53,2034569.0
2020-06-23,114.3978,116.2748,112.9689,115.0981,2693899.0
2020-06-24,114.2857,114.5005,110.7837,111.5682,2102949.0
2020-06-25,111.895,112.3433,109.8312,112.1565,1809135.0
2020-06-26,111.9417,112.0818,109.3923,110.074,2264141.0
2020-06-27,111.9417,112.0818,109.3923,110.074,2264141.0
2020-06-28,111.9417,112.0818,109.3923,110.074,2264141.0
2020-06-29,111.0452,111.4187,109.3642,111.1292,1406154.0
2020-06-30,111.6148,115.0515,111.1386,114.5285,2400514.0
2020-07-01,114.2016,114.323,112.3433,112.4086,1587483.0
2020-07-02,114.3137,114.6872,112.7542,113.2211,1624118.0
2020-07-03,114.3137,114.6872,112.7542,113.2211,1624118.0
2020-07-04,114.3137,114.6872,112.7542,113.2211,1624118.0
2020-07-05,114.3137,114.6872,112.7542,113.2211,1624118.0
2020-07-06,114.8273,116.4055,114.7526,115.4437,1273255.0
2020-07-07,113.6413,116.1386,113.5012,114.5098,1920303.0
2020-07-08,114.9301,115.4203,112.9876,114.7339,1818891.0
2020-07-09,114.3697,116.7651,113.0343,116.032,1840921.0
2020-07-10,116.1814,116.8071,114.6872,116.2655,1769032.0
2020-07-11,116.1814,116.8071,114.6872,116.2655,1769032.0
2020-07-12,116.1814,116.8071,114.6872,116.2655,1769032.0
2020-07-13,113.6787,114.7993,108.7572,109.495,14319974.0
2020-07-14,108.5051,110.4569,106.2825,110.2047,6274059.0
2020-07-15,111.372,111.4654,109.2242,110.102,4159217.0
2020-07-16,109.0,109.1681,107.3098,108.309,4183050.0
2020-07-17,108.7572,109.4203,108.1035,109.0281,2709205.0
2020-07-18,108.7572,109.4203,108.1035,109.0281,2709205.0
2020-07-19,108.7572,109.4203,108.1035,109.0281,2709205.0
2020-07-20,109.2989,110.0553,107.8981,109.3176,3532226.0
2020-07-21,109.5323,109.7191,106.3572,107.0016,5034434.0
2020-07-22,107.0576,107.4031,105.5728,106.3479,4271267.0
2020-07-23,106.049,106.4506,103.1634,104.5362,4216251.0
2020-07-24,103.649,106.4273,103.509,104.7883,3736051.0
2020-07-25,103.649,106.4273,103.509,104.7883,3736051.0
2020-07-26,103.649,106.4273,103.509,104.7883,3736051.0
2020-07-27,105.6382,108.4024,105.442,108.1409,3977538.0
2020-07-28,107.179,108.3183,106.2452,107.7954,4393650.0
2020-07-29,108.2903,109.9666,107.9635,109.7565,3944438.0
2020-07-30,107.151,108.8506,106.6187,108.6078,3164097.0
2020-07-31,108.8226,108.8226,105.8716,107.2537,3293277.0
2020-08-01,108.8226,108.8226,105.8716,107.2537,3293277.0
2020-08-02,108.8226,108.8226,105.8716,107.2537,3293277.0
2020-08-03,108.2063,109.0841,107.4965,108.86,3068195.0
2020-08-04,108.6732,110.2327,108.4397,109.4296,3310260.0
2020-08-05,108.8693,109.0187,107.3284,108.4864,3115198.0
2020-08-06,108.4304,109.4016,107.4592,109.0187,2299225.0
2020-08-07,109.1401,109.5417,107.8794,108.6265,2110808.0
2020-08-08,109.1401,109.5417,107.8794,108.6265,2110808.0
2020-08-09,109.1401,109.5417,107.8794,108.6265,2110808.0
2020-08-10,108.5518,109.551,107.8234,109.0374,3412081.0
2020-08-11,109.5604,111.5308,108.6358,108.8506,4316085.0
2020-08-12,109.4483,111.6615,109.0281,111.3347,3601929.0
2020-08-13,110.4242,111.2553,109.7751,110.2981,2894421.0
2020-08-14,110.7277,111.1853,109.3269,109.4296,2079793.0
2020-08-15,110.7277,111.1853,109.3269,109.4296,2079793.0
2020-08-16,110.7277,111.1853,109.3269,109.4296,2079793.0
2020-08-17,110.5969,110.6608,109.495,109.6724,2592572.0
2020-08-18,110.2047,110.8397,109.439,110.0833,5718013.0
2020-08-19,110.6623,111.5682,109.7384,110.3355,4722421.0
2020-08-20,109.9339,110.6623,108.9253,109.6818,2866941.0
2020-08-21,109.3269,109.4763,108.0849,108.3463,3055989.0
2020-08-22,109.3269,109.4763,108.0849,108.3463,3055989.0
2020-08-23,109.3269,109.4763,108.0849,108.3463,3055989.0
2020-08-24,109.4576,109.7658,108.5331,109.4763,2292302.0
2020-08-25,109.6351,112.0584,109.6351,111.9697,3007009.0
2020-08-26,111.9791,113.2304,111.1106,112.5394,3462986.0
2020-08-27,113.5344,113.5532,110.7183,111.7415,3055446.0
2020-08-28,111.826,112.2859,111.0375,112.2484,2123116.0
2020-08-29,111.826,112.2859,111.0375,112.2484,2123116.0
2020-08-30,111.826,112.2859,111.0375,112.2484,2123116.0
2020-08-31,111.4693,111.6852,109.6388,109.7139,2948174.0
2020-09-01,110.5681,111.5819,109.6952,111.4787,2787316.0
2020-09-02,111.826,115.0081,111.4693,114.3604,5158073.0
2020-09-03,113.9099,113.9193,109.6013,109.9392,5880259.0
2020-09-04,109.9298,111.1267,107.2452,110.2396,3766435.0
2020-09-05,109.9298,111.1267,107.2452,110.2396,3766435.0
2020-09-06,109.9298,111.1267,107.2452,110.2396,3766435.0
2020-09-07,109.9298,111.1267,107.2452,110.2396,3766435.0
2020-09-08,107.3766,109.1132,105.8841,106.0061,5379056.0
2020-09-09,107.9117,109.1179,107.2076,108.381,3698529.0
2020-09-10,108.7095,109.6858,106.7007,107.264,2403914.0
2020-09-11,108.0618,108.6908,105.6025,106.8228,2361878.0
2020-09-12,108.0618,108.6908,105.6025,106.8228,2361878.0
2020-09-13,108.0618,108.6908,105.6025,106.8228,2361878.0
2020-09-14,108.6814,108.6814,106.7195,107.5925,2350918.0
2020-09-15,108.4373,109.8078,108.09,108.9442,2237271.0
2020-09-16,109.836,110.5118,108.3622,108.4749,2476790.0
2020-09-17,105.8935,108.5406,105.6954,108.4092,2537835.0
2020-09-18,108.9254,109.1695,107.095,107.8647,5849921.0
2020-09-19,108.9254,109.1695,107.095,107.8647,5849921.0
2020-09-20,108.9254,109.1695,107.095,107.8647,5849921.0
2020-09-21,106.0437,107.0481,105.0205,106.9448,3282543.0
2020-09-22,107.1419,107.7145,105.9827,107.6676,2220076.0
2020-09-23,107.8459,108.5406,105.3021,105.6025,3149787.0
2020-09-24,105.1238,107.3109,104.6262,105.7714,2255466.0
2020-09-25,104.9172,106.6914,103.8753,106.5224,2293652.0
2020-09-26,104.9172,106.6914,103.8753,106.5224,2293652.0
2020-09-27,104.9172,106.6914,103.8753,106.5224,2293652.0
2020-09-28,108.2496,109.8923,107.7286,109.8829,2071681.0
2020-09-29,108.8785,110.7089,108.7377,109.498,2303840.0
2020-09-30,109.5544,110.9999,109.085,109.5825,3185085.0
2020-10-01,111.6852,112.3047,110.1739,111.6946,3092908.0
2020-10-02,109.3572,110.7183,107.0105,107.0199,3172657.0
2020-10-03,109.3572,110.7183,107.0105,107.0199,3172657.0
2020-10-04,109.3572,110.7183,107.0105,107.0199,3172657.0
2020-10-05,108.2871,109.5356,107.9164,109.4511,4413996.0
2020-10-06,108.8503,111.6383,107.9727,108.4561,3773013.0
2020-10-07,109.9205,111.6852,108.6908,111.3942,4256028.0
2020-10-08,112.5769,113.6752,111.9762,112.9618,3993053.0
2020-10-09,114.8298,116.7823,114.2947,115.7685,3984732.0
2020-10-10,114.8298,116.7823,114.2947,115.7685,3984732.0
2020-10-11,114.8298,116.7823,114.2947,115.7685,3984732.0
2020-10-12,117.0733,118.5752,116.4068,118.378,3053145.0
2020-10-13,118.6033,118.7347,115.7591,116.0125,2439601.0
2020-10-14,116.1252,116.5758,114.98,115.4963,1494931.0
2020-10-15,113.9944,116.9231,113.4875,116.3786,2033103.0
2020-10-16,117.1014,118.1058,115.9656,116.0595,2232510.0
2020-10-17,117.1014,118.1058,115.9656,116.0595,2232510.0
2020-10-18,117.1014,118.1058,115.9656,116.0595,2232510.0
2020-10-19,116.9794,117.5802,114.8251,115.0926,2390888.0
2020-10-20,115.4212,116.8855,114.98,116.0407,2898904.0
2020-10-21,116.4725,118.0964,115.4587,117.1108,3992787.0
2020-10-22,116.9231,117.4675,115.3836,117.1014,2070506.0
2020-10-23,117.5426,117.9415,115.8811,116.5851,2304076.0
2020-10-24,117.5426,117.9415,115.8811,116.5851,2304076.0
2020-10-25,117.5426,117.9415,115.8811,116.5851,2304076.0
2020-10-26,115.8154,116.0689,112.4643,113.7034,2186233.0
2020-10-27,114.1352,114.7078,112.8585,112.9149,2475120.0
2020-10-28,111.6101,112.2109,109.0756,109.3291,3387212.0
2020-10-29,109.1038,112.1264,108.549,111.2158,2680256.0
2020-10-30,110.1176,111.3848,109.1977,111.2628,3099150.0
2020-10-31,110.1176,111.3848,109.1977,111.2628,3099150.0
2020-11-01,110.1176,111.3848,109.1977,111.2628,3099150.0
2020-11-02,112.7741,112.7741,110.4086,111.2158,2445333.0
2020-11-03,112.1733,113.8676,111.9574,112.408,2549906.0
2020-11-04,114.8861,118.6315,113.6001,118.2185,3765494.0
2020-11-05,119.6359,122.9213,119.0821,122.405,3753271.0
2020-11-06,122.9495,125.5778,122.0295,125.3149,3814632.0
2020-11-07,122.9495,125.5778,122.0295,125.3149,3814632.0
2020-11-08,122.9495,125.5778,122.0295,125.3149,3814632.0
2020-11-09,130.0647,131.7731,127.3801,127.4927,5151081.0
2020-11-10,126.723,128.4689,125.6904,126.5165,4742619.0
2020-11-11,127.2486,130.1398,127.2486,128.9571,2515248.0
2020-11-12,128.9289,129.2481,126.1504,127.1736,2013556.0
2020-11-13,129.004,129.4733,127.3613,127.9151,2220393.0
2020-11-14,129.004,129.4733,127.3613,127.9151,2220393.0
2020-11-15,129.004,129.4733,127.3613,127.9151,2220393.0
2020-11-16,129.3325,131.576,128.422,129.5484,3433233.0
2020-11-17,128.591,129.0275,126.8638,127.5396,2978125.0
2020-11-18,127.6147,128.1404,124.8174,125.0615,2359399.0
2020-11-19,123.5878,127.8776,123.4376,127.8212,2473972.0
2020-11-20,128.2437,128.5159,126.4226,126.6103,2295742.0
2020-11-21,128.2437,128.5159,126.4226,126.6103,2295742.0
2020-11-22,128.2437,128.5159,126.4226,126.6103,2295742.0
2020-11-23,126.9858,128.9195,126.8919,128.6661,2884170.0
2020-11-24,129.2481,129.464,124.6954,128.4971,4678146.0
2020-11-25,128.2343,129.4921,126.6855,127.6147,2040208.0
2020-11-26,128.2343,129.4921,126.6855,127.6147,2040208.0
2020-11-27,129.6517,130.0553,128.8209,129.3044,1305724.0
2020-11-28,129.6517,130.0553,128.8209,129.3044,1305724.0
2020-11-29,129.6517,130.0553,128.8209,129.3044,1305724.0
2020-11-30,129.2105,130.782,128.6942,130.5528,3010588.0
2020-12-01,131.4164,133.2093,130.2994,132.1017,3161120.0
2020-12-02,132.0829,132.9559,131.4821,132.036,2193004.0
2020-12-03,132.5451,133.3395,131.3666,131.7626,1734072.0
2020-12-04,131.7626,135.9016,131.2534,135.7414,3349071.0
2020-12-05,131.7626,135.9016,131.2534,135.7414,3349071.0
2020-12-06,131.7626,135.9016,131.2534,135.7414,3349071.0
2020-12-07,136.4108,136.4108,134.3554,135.4962,1734467.0
2020-12-08,135.0625,137.9476,135.0248,137.7779,2837482.0
2020-12-09,137.0896,137.9453,132.8563,133.6765,3019527.0
2020-12-10,132.5357,134.5157,132.1303,133.2051,2704351.0
2020-12-11,132.036,133.9358,131.5174,133.0825,3215957.0
2020-12-12,132.036,133.9358,131.5174,133.0825,3215957.0
2020-12-13,132.036,133.9358,131.5174,133.0825,3215957.0
2020-12-14,133.9405,135.7037,133.5587,134.1951,2214406.0
2020-12-15,136.9576,136.9576,135.2888,135.8262,2554459.0
2020-12-16,136.4862,136.4862,133.4785,134.6382,1583312.0
2020-12-17,135.3454,135.6471,134.4591,135.5622,2354186.0
2020-12-18,136.1279,136.7125,135.2417,136.2976,4230799.0
2020-12-19,136.1279,136.7125,135.2417,136.2976,4230799.0
2020-12-20,136.1279,136.7125,135.2417,136.2976,4230799.0
2020-12-21,133.6294,135.1945,133.2334,134.4402,1827363.0
2020-12-22,134.5722,136.4108,134.5157,136.0336,2163678.0
2020-12-23,136.5239,137.2971,134.9022,135.0342,2200941.0
2020-12-24,135.8734,136.2222,134.8362,136.2128,466385.0
2020-12-25,135.8734,136.2222,134.8362,136.2128,466385.0
2020-12-26,135.8734,136.2222,134.8362,136.2128,466385.0
2020-12-27,135.8734,136.2222,134.8362,136.2128,466385.0
2020-12-28,138.0419,139.0508,136.1845,136.4108,1630801.0
2020-12-29,136.8822,136.9388,134.5817,135.4491,1130938.0
2020-12-30,136.3825,138.2305,136.2411,137.8251,1138772.0
2020-12-31,138.1268,139.3807,137.3725,139.2865,1626778.0
2021-01-01,138.1268,139.3807,137.3725,139.2865,1626778.0
2021-01-02,138.1268,139.3807,137.3725,139.2865,1626778.0
2021-01-03,138.1268,139.3807,137.3725,139.2865,1626778.0
2021-01-04,139.9653,141.9406,136.3542,137.6742,2496642.0
2021-01-05,137.4385,140.1727,136.8452,140.135,1513687.0
2021-01-06,139.2865,143.5858,138.7019,140.7667,2498159.0
2021-01-07,143.1521,147.2818,142.5016,146.7161,2661268.0
2021-01-08,147.1026,150.676,146.9141,147.7815,4204960.0
2021-01-09,147.1026,150.676,146.9141,147.7815,4204960.0
2021-01-10,147.1026,150.676,146.9141,147.7815,4204960.0
2021-01-11,147.2064,150.1009,146.1507,149.2523,2609994.0
2021-01-12,148.0361,150.2329,147.5741,149.9972,2573826.0
2021-01-13,150.8552,152.5334,149.1109,149.422,2622851.0
2021-01-14,150.082,151.6236,150.082,150.346,2028093.0
2021-01-15,148.9978,149.9689,146.6407,148.7338,2338013.0
2021-01-16,148.9978,149.9689,146.6407,148.7338,2338013.0
2021-01-17,148.9978,149.9689,146.6407,148.7338,2338013.0
2021-01-18,148.9978,149.9689,146.6407,148.7338,2338013.0
2021-01-19,149.3985,151.7697,149.2523,151.3643,2992073.0
2021-01-20,152.2034,153.6648,150.4592,150.6949,2296226.0
2021-01-21,151.4303,151.732,148.5546,150.1857,2469486.0
2021-01-22,148.7149,149.8581,146.5369,146.6878,3147156.0
2021-01-23,148.7149,149.8581,146.5369,146.6878,3147156.0
2021-01-24,148.7149,149.8581,146.5369,146.6878,3147156.0
2021-01-25,148.0266,148.3001,143.7744,144.9341,3697109.0
2021-01-26,145.1321,146.6407,143.3447,146.0844,2329108.0
2021-01-27,142.4544,144.0855,138.3615,139.0508,5644562.0
2021-01-28,141.7756,143.1804,139.9634,140.6819,4351965.0
2021-01-29,140.0879,140.9836,138.2682,138.9093,3512758.0
2021-01-30,140.0879,140.9836,138.2682,138.9093,3512758.0
2021-01-31,140.0879,140.9836,138.2682,138.9093,3512758.0
2021-02-01,139.8616,143.5575,138.9046,143.1993,2958608.0
2021-02-02,144.2741,145.4338,142.3578,143.1898,2536652.0
2021-02-03,143.3124,143.699,139.0319,139.145,2703592.0
2021-02-04,139.3807,142.0396,138.5982,141.917,2027583.0
2021-02-05,143.0484,143.2464,140.1162,140.2576,2169328.0
2021-02-06,143.0484,143.2464,140.1162,140.2576,2169328.0
2021-02-07,143.0484,143.2464,140.1162,140.2576,2169328.0
2021-02-08,141.5776,144.5381,140.2576,144.4438,2296013.0
2021-02-09,143.9724,144.7361,143.0602,144.1138,1689291.0
2021-02-10,145.8581,145.9429,142.9353,144.4721,1761840.0
2021-02-11,145.7732,149.9265,145.7732,149.7238,2981585.0
2021-02-12,149.9029,152.1752,148.8846,151.5906,2387914.0
2021-02-13,149.9029,152.1752,148.8846,151.5906,2387914.0
2021-02-14,149.9029,152.1752,148.8846,151.5906,2387914.0
2021-02-15,149.9029,152.1752,148.8846,151.5906,2387914.0
2021-02-16,153.5423,154.5794,151.1946,151.3172,3172413.0
2021-02-17,148.1681,152.8446,146.1409,150.6195,3815946.0
2021-02-18,148.9129,149.6955,146.7632,149.0543,3808456.0
2021-02-19,151.4492,155.0037,150.8552,154.438,2944031.0
2021-02-20,151.4492,155.0037,150.8552,154.438,2944031.0
2021-02-21,151.4492,155.0037,150.8552,154.438,2944031.0
2021-02-22,153.0331,154.0726,149.4126,150.1386,3510227.0
2021-02-23,148.3661,149.6012,144.5475,148.6866,3022283.0
2021-02-24,147.5741,152.6654,146.2918,152.5146,2748906.0
2021-02-25,150.2705,151.6435,145.1479,145.5172,3282579.0
2021-02-26,148.2442,149.371,144.1726,147.5435,5574151.0
2021-02-27,148.2442,149.371,144.1726,147.5435,5574151.0
2021-02-28,148.2442,149.371,144.1726,147.5435,5574151.0
2021-03-01,148.7366,150.3463,146.7955,150.1664,3385690.0
2021-03-02,150.9428,150.9428,145.8486,146.0948,3016494.0
2021-03-03,145.0343,146.7671,141.5781,141.9758,2665947.0
2021-03-04,141.2657,141.6444,134.6943,136.8437,4870042.0
2021-03-05,141.0857,141.6728,135.7737,140.9721,4040153.0
2021-03-06,141.0857,141.6728,135.7737,140.9721,4040153.0
2021-03-07,141.0857,141.6728,135.7737,140.9721,4040153.0
2021-03-08,139.9211,141.616,136.1335,136.4081,3996375.0
2021-03-09,140.8301,143.0837,140.2998,141.4929,5203369.0
2021-03-10,143.292,143.4719,139.2772,139.2961,3137413.0
2021-03-11,142.364,144.04,142.0232,143.0079,4462146.0
2021-03-12,140.707,141.8717,139.7128,141.5971,3658533.0
2021-03-13,140.707,141.8717,139.7128,141.5971,3658533.0
2021-03-14,140.707,141.8717,139.7128,141.5971,3658533.0
2021-03-15,141.6728,143.0837,140.101,142.9795,2113191.0
2021-03-16,144.2459,146.3031,143.8696,144.949,2324553.0
2021-03-17,142.4303,146.6392,142.0989,145.9717,2852783.0
2021-03-18,143.3109,145.1384,141.3509,141.5118,3853407.0
2021-03-19,141.4645,145.0721,139.8927,143.8412,4624903.0
2021-03-20,141.4645,145.0721,139.8927,143.8412,4624903.0
2021-03-21,141.4645,145.0721,139.8927,143.8412,4624903.0
2021-03-22,145.0816,148.0169,145.0816,146.2936,3321634.0
2021-03-23,146.3788,146.7386,141.6823,142.4966,2505424.0
2021-03-24,144.2483,145.7918,142.222,142.4493,2792999.0
2021-03-25,140.5555,142.8943,138.728,141.9379,2725303.0
2021-03-26,140.5366,149.0112,140.1389,148.765,3686203.0
2021-03-27,140.5366,149.0112,140.1389,148.765,3686203.0
2021-03-28,140.5366,149.0112,140.1389,148.765,3686203.0
2021-03-29,146.7955,147.9128,143.9453,145.6781,2751718.0
2021-03-30,144.0684,145.2804,143.453,144.504,2114094.0
2021-03-31,146.0285,147.8181,145.4509,146.8428,3457075.0
2021-04-01,149.0206,151.9654,148.5472,151.8613,3345796.0
2021-04-02,149.0206,151.9654,148.5472,151.8613,3345796.0
2021-04-03,149.0206,151.9654,148.5472,151.8613,3345796.0
2021-04-04,149.0206,151.9654,148.5472,151.8613,3345796.0
2021-04-05,153.5467,155.1958,152.0696,154.8061,2628373.0
2021-04-06,153.6793,154.4273,151.2742,153.1206,2422061.0
2021-04-07,153.0922,153.3763,150.2042,150.9807,2062824.0
2021-04-08,153.0354,153.613,151.028,153.5089,2599546.0
2021-04-09,152.259,153.3668,151.6624,152.6756,2250494.0
2021-04-10,152.259,153.3668,151.6624,152.6756,2250494.0
2021-04-11,152.259,153.3668,151.6624,152.6756,2250494.0
2021-04-12,152.1075,152.3442,150.5167,151.2458,2026743.0
2021-04-13,152.0223,152.401,149.0017,150.7061,1704620.0
2021-04-14,149.3331,152.098,149.2763,150.0433,1596398.0
2021-04-15,151.5015,152.7514,150.2611,152.1738,1816032.0
2021-04-16,152.4389,152.7608,150.6872,151.0375,1862017.0
2021-04-17,152.4389,152.7608,150.6872,151.0375,1862017.0
2021-04-18,152.4389,152.7608,150.6872,151.0375,1862017.0
2021-04-19,150.0622,150.5546,147.4299,148.5756,3405026.0
2021-04-20,146.6724,147.9601,145.413,146.2652,2339678.0
2021-04-21,147.231,149.9296,145.9338,149.8823,2713111.0
2021-04-22,148.9165,149.7308,146.6818,147.1174,2487856.0
2021-04-23,148.3768,151.4731,147.8181,150.5735,3415473.0
2021-04-24,148.3768,151.4731,147.8181,150.5735,3415473.0
2021-04-25,148.3768,151.4731,147.8181,150.5735,3415473.0
2021-04-26,150.2042,153.3006,149.8634,152.1075,2705503.0
2021-04-27,152.7703,153.3195,150.9996,151.0754,3232502.0
2021-04-28,150.0811,150.3273,146.8002,147.7707,3304556.0
2021-04-29,148.2253,149.7119,145.8296,149.6172,5833014.0
2021-04-30,147.2784,148.0027,144.4661,145.0248,4035021.0
2021-05-01,147.2784,148.0027,144.4661,145.0248,4035021.0
