,MUR US Equity,MUR US Equity,MUR US Equity,MUR US Equity,MUR US Equity
2021-03-01,15.6864,16.0205,15.2733,15.575,3329993.0
2021-03-02,15.575,16.3454,15.2873,15.3244,4185523.0
2021-03-03,15.5007,16.6981,15.4079,16.2062,3779425.0
2021-03-04,16.5403,18.0883,16.3918,17.4778,5134894.0
2021-03-05,18.0997,18.4617,17.385,18.4617,8458223.0
2021-03-06,18.0997,18.4617,17.385,18.4617,8458223.0
2021-03-07,18.0997,18.4617,17.385,18.4617,8458223.0
2021-03-08,18.638,19.0546,17.0183,17.3293,4965538.0
2021-03-09,17.2643,17.4499,16.5969,16.9394,3603768.0
2021-03-10,17.0694,17.7377,16.8373,17.6077,3104625.0
2021-03-11,17.7655,18.4988,17.6448,18.4709,3832364.0
2021-03-12,18.7123,18.9072,18.3781,18.768,3586254.0
2021-03-13,18.7123,18.9072,18.3781,18.768,3586254.0
2021-03-14,18.7123,18.9072,18.3781,18.768,3586254.0
2021-03-15,18.4245,18.7494,18.1368,18.6194,2577313.0
2021-03-16,18.1554,18.3039,16.9023,16.9766,5433947.0
2021-03-17,16.893,17.6077,16.7631,17.6077,2450947.0
2021-03-18,17.3942,17.4035,15.8349,15.9927,4546070.0
2021-03-19,16.0391,17.2411,15.6957,17.0972,6387512.0
2021-03-20,16.0391,17.2411,15.6957,17.0972,6387512.0
2021-03-21,16.0391,17.2411,15.6957,17.0972,6387512.0
2021-03-22,16.8652,17.0322,16.002,16.1226,3335647.0
2021-03-23,15.3615,16.0298,15.0923,15.2965,4298250.0
2021-03-24,15.8256,16.1597,15.5054,15.5471,2828431.0
2021-03-25,14.9717,15.6307,14.526,15.5843,3277225.0
2021-03-26,16.1505,16.2897,15.5936,16.0576,2493058.0
2021-03-27,16.1505,16.2897,15.5936,16.0576,2493058.0
2021-03-28,16.1505,16.2897,15.5936,16.0576,2493058.0
2021-03-29,15.7699,15.9463,15.148,15.4729,2236848.0
2021-03-30,15.2594,15.7049,15.083,15.4543,2020972.0
2021-03-31,15.4172,15.5286,15.1387,15.2316,2391913.0
2021-04-01,15.3894,16.1783,15.278,16.169,2478614.0
2021-04-02,15.3894,16.1783,15.278,16.169,2478614.0
2021-04-03,15.3894,16.1783,15.278,16.169,2478614.0
2021-04-04,15.3894,16.1783,15.278,16.169,2478614.0
2021-04-05,16.002,16.0298,15.0645,15.1295,2694787.0
2021-04-06,15.3894,16.0205,15.3429,15.5379,2736321.0
2021-04-07,15.5564,16.0484,15.4265,15.8534,3021274.0
2021-04-08,15.6028,15.6771,15.1016,15.4543,2529023.0
2021-04-09,15.3801,15.6677,15.1573,15.2408,1508915.0
2021-04-10,15.3801,15.6677,15.1573,15.2408,1508915.0
2021-04-11,15.3801,15.6677,15.1573,15.2408,1508915.0
2021-04-12,15.5564,15.8906,15.1852,15.2501,1787539.0
2021-04-13,15.2223,15.4822,15.0823,15.2223,1766295.0
2021-04-14,15.575,16.4939,15.4636,16.1041,2670824.0
2021-04-15,16.299,16.3083,15.937,16.1319,2605314.0
2021-04-16,16.169,16.2526,15.626,15.6864,1605429.0
2021-04-17,16.169,16.2526,15.626,15.6864,1605429.0
2021-04-18,16.169,16.2526,15.626,15.6864,1605429.0
2021-04-19,15.7235,16.0112,15.3522,15.4915,1949831.0
2021-04-20,15.3151,15.4915,14.1827,14.5354,3328153.0
2021-04-21,14.1363,14.8185,13.8393,14.7211,2031552.0
2021-04-22,14.8046,14.8881,14.2942,14.5354,2399408.0
2021-04-23,14.5169,14.9995,14.4055,14.8881,2160497.0
2021-04-24,14.5169,14.9995,14.4055,14.8881,2160497.0
2021-04-25,14.5169,14.9995,14.4055,14.8881,2160497.0
2021-04-26,14.7582,15.5007,14.7211,15.2687,2518777.0
2021-04-27,15.3894,15.7606,15.1852,15.6678,1941855.0
2021-04-28,15.7792,16.5774,15.756,16.4289,2821705.0
2021-04-29,16.7352,17.0694,16.1458,16.4475,2092213.0
2021-04-30,16.1041,16.5217,15.6771,15.7142,2687659.0
2021-05-01,16.1041,16.5217,15.6771,15.7142,2687659.0
2021-05-02,16.1041,16.5217,15.6771,15.7142,2687659.0
2021-05-03,15.937,16.2897,15.7421,16.1783,2108407.0
2021-05-04,16.299,16.4289,15.5843,16.1133,2333589.0
2021-05-05,16.3547,17.4787,15.9648,17.1436,3714879.0
2021-05-06,17.0322,17.2179,16.3267,17.0694,2585171.0
2021-05-07,16.9487,18.3131,16.5867,18.276,3923406.0
2021-05-08,16.9487,18.3131,16.5867,18.276,3923406.0
2021-05-09,16.9487,18.3131,16.5867,18.276,3923406.0
2021-05-10,18.5638,19.2506,18.4524,18.8329,3571883.0
2021-05-11,17.9976,18.8701,17.4963,18.6844,3159444.0
2021-05-12,18.9257,20.1602,18.5939,18.6844,3858271.0
2021-05-13,18.2575,18.8329,17.5149,17.8026,3078811.0
2021-05-14,18.2184,19.0966,18.2184,18.9378,2398174.0
2021-05-15,18.2184,19.0966,18.2184,18.9378,2398174.0
2021-05-16,18.2184,19.0966,18.2184,18.9378,2398174.0
2021-05-17,18.8163,20.0589,18.6949,20.0309,2692772.0
2021-05-18,19.9188,20.2924,19.5451,19.5824,2853253.0
2021-05-19,18.8911,19.4329,18.6995,19.3021,2781840.0
2021-05-20,19.3115,19.7786,18.8724,19.6105,2659390.0
2021-05-21,20.0215,20.1523,19.489,19.5731,1922563.0
2021-05-22,20.0215,20.1523,19.489,19.5731,1922563.0
2021-05-23,20.0215,20.1523,19.489,19.5731,1922563.0
2021-05-24,19.9188,20.5074,19.3956,20.47,2253037.0
2021-05-25,20.3766,20.5541,19.2975,19.3395,2810474.0
2021-05-26,19.4423,20.0029,19.2087,19.8907,1959865.0
2021-05-27,19.9001,20.5541,19.8534,20.2645,2730374.0
2021-05-28,20.4513,20.512,20.0402,20.2645,1817638.0
2021-05-29,20.4513,20.512,20.0402,20.2645,1817638.0
2021-05-30,20.4513,20.512,20.0402,20.2645,1817638.0
2021-05-31,20.4513,20.512,20.0402,20.2645,1817638.0
2021-06-01,20.5541,22.1984,20.5541,22.1704,4170338.0
2021-06-02,22.4133,23.2635,21.8154,22.8804,2976473.0
2021-06-03,22.6375,23.1187,22.3572,22.6562,1822246.0
2021-06-04,22.9365,23.086,22.2171,22.6001,1626411.0
2021-06-05,22.9365,23.086,22.2171,22.6001,1626411.0
2021-06-06,22.9365,23.086,22.2171,22.6001,1626411.0
2021-06-07,22.6375,22.9739,22.3666,22.46,1644283.0
2021-06-08,22.0116,22.6469,21.6846,22.3199,1773490.0
2021-06-09,22.3572,22.5347,21.8808,21.9275,2139614.0
2021-06-10,22.4133,22.6401,21.4978,22.0302,2015379.0
2021-06-11,22.2731,22.4787,21.9181,22.1517,1057429.0
2021-06-12,22.2731,22.4787,21.9181,22.1517,1057429.0
2021-06-13,22.2731,22.4787,21.9181,22.1517,1057429.0
2021-06-14,22.3759,22.8898,21.9321,22.0956,2132384.0
2021-06-15,22.2918,22.9692,22.133,22.9085,2099162.0
2021-06-16,22.7123,23.3476,22.46,23.0486,2126526.0
2021-06-17,22.8898,23.2261,21.0492,21.7126,3617574.0
2021-06-18,21.3295,22.0676,20.9838,21.5444,4095269.0
2021-06-19,21.3295,22.0676,20.9838,21.5444,4095269.0
2021-06-20,21.3295,22.0676,20.9838,21.5444,4095269.0
2021-06-21,21.8621,23.3009,21.6565,23.2915,2515889.0
2021-06-22,23.2074,23.796,22.9764,23.3569,3055167.0
2021-06-23,23.7493,24.0763,23.2915,23.3009,2632653.0
2021-06-24,23.2541,24.0576,23.1981,23.8521,2512100.0
2021-06-25,24.1417,24.2632,23.3849,23.6278,19533841.0
2021-06-26,24.1417,24.2632,23.3849,23.6278,19533841.0
2021-06-27,24.1417,24.2632,23.3849,23.6278,19533841.0
2021-06-28,23.3569,23.3943,21.7406,21.9462,3532871.0
2021-06-29,22.2451,22.3946,21.5818,21.6565,2070536.0
2021-06-30,21.9648,22.0956,21.4136,21.75,3245332.0
2021-07-01,22.8244,23.5718,22.4312,23.0393,2935841.0
2021-07-02,22.8524,22.9271,22.5347,22.6001,1568743.0
2021-07-03,22.8524,22.9271,22.5347,22.6001,1568743.0
2021-07-04,22.8524,22.9271,22.5347,22.6001,1568743.0
2021-07-05,22.8524,22.9271,22.5347,22.6001,1568743.0
2021-07-06,22.5534,22.5534,21.096,21.4603,3088612.0
2021-07-07,21.4603,21.9057,20.797,21.3108,1785103.0
2021-07-08,20.7596,21.5351,20.6101,21.2548,1669974.0
2021-07-09,21.7313,22.0956,21.2361,21.9929,1879305.0
2021-07-10,21.7313,22.0956,21.2361,21.9929,1879305.0
2021-07-11,21.7313,22.0956,21.2361,21.9929,1879305.0
2021-07-12,21.6098,21.9088,21.1707,21.6192,1516333.0
2021-07-13,21.4043,21.5444,20.9465,21.2361,1662517.0
2021-07-14,21.5351,21.9462,19.788,19.9935,2790226.0
2021-07-15,19.7039,20.1477,19.3395,19.5077,2285276.0
2021-07-16,19.8253,19.8814,18.6108,18.6762,2317655.0
2021-07-17,19.8253,19.8814,18.6108,18.6762,2317655.0
2021-07-18,19.8253,19.8814,18.6108,18.6762,2317655.0
2021-07-19,17.7606,18.1343,17.2281,17.7886,3441045.0
2021-07-20,17.7886,18.6482,17.5364,18.3959,2786709.0
2021-07-21,18.9191,19.8347,18.7042,19.7599,2699192.0
2021-07-22,19.7132,19.7413,19.0499,19.3862,1983117.0
2021-07-23,19.5544,19.5824,18.9471,19.3582,1518365.0
2021-07-24,19.5544,19.5824,18.9471,19.3582,1518365.0
2021-07-25,19.5544,19.5824,18.9471,19.3582,1518365.0
2021-07-26,19.3582,20.5541,19.3582,20.5261,1784149.0
2021-07-27,20.3018,20.3018,19.5264,19.8534,1852963.0
2021-07-28,20.0776,20.6569,19.6759,20.4046,1670001.0
2021-07-29,20.8717,21.3669,20.5915,20.7783,2595394.0
2021-07-30,20.498,20.7316,20.0402,20.2831,1922845.0
2021-07-31,20.498,20.7316,20.0402,20.2831,1922845.0
2021-08-01,20.498,20.7316,20.0402,20.2831,1922845.0
2021-08-02,20.115,20.4139,19.2741,19.2835,2343118.0
2021-08-03,19.2181,20.0356,18.9191,19.8534,2320132.0
2021-08-04,19.19,19.6759,18.7089,18.7509,2411836.0
2021-08-05,19.3956,20.5588,19.1246,19.8253,3086328.0
2021-08-06,20.2084,20.5821,19.7926,20.143,1721582.0
2021-08-07,20.2084,20.5821,19.7926,20.143,1721582.0
2021-08-08,20.2084,20.5821,19.7926,20.143,1721582.0
2021-08-09,19.5357,20.1804,19.4703,19.8907,1604110.0
2021-08-10,20.2925,21.0399,20.0215,20.8811,1912653.0
2021-08-11,20.6195,21.1894,20.3579,21.124,1735869.0
2021-08-12,21.124,21.4416,20.6008,21.0212,1168006.0
2021-08-13,20.9977,20.9977,20.3777,20.4059,1342707.0
2021-08-14,20.9977,20.9977,20.3777,20.4059,1342707.0
2021-08-15,20.9977,20.9977,20.3777,20.4059,1342707.0
2021-08-16,20.0113,20.0207,19.2362,19.5039,1564109.0
2021-08-17,19.2785,20.2086,19.1009,19.6731,2167386.0
2021-08-18,19.8234,20.2086,19.1751,19.2315,2024337.0
2021-08-19,18.8369,18.9402,17.7236,18.2074,2620660.0
2021-08-20,17.9726,18.3859,17.6954,18.198,2234161.0
2021-08-21,17.9726,18.3859,17.6954,18.198,2234161.0
2021-08-22,17.9726,18.3859,17.6954,18.198,2234161.0
2021-08-23,18.9684,19.3253,18.8087,19.2033,1997364.0
2021-08-24,19.5415,20.1475,19.4852,20.0958,1912588.0
2021-08-25,20.1804,20.5562,19.767,20.4246,1214784.0
2021-08-26,20.2931,20.3965,19.4898,19.5697,1466968.0
2021-08-27,20.0019,20.8192,19.9596,20.6407,1920430.0
2021-08-28,20.0019,20.8192,19.9596,20.6407,1920430.0
2021-08-29,20.0019,20.8192,19.9596,20.6407,1920430.0
2021-08-30,20.932,21.0259,20.2649,20.2931,1215996.0
2021-08-31,20.0958,20.5938,19.9173,19.9737,2140553.0
2021-09-01,19.9267,20.0019,19.1798,19.4288,2164012.0
2021-09-02,19.8234,20.7817,19.8234,20.434,2414981.0
2021-09-03,20.4059,20.434,19.5791,19.6824,2087928.0
2021-09-04,20.4059,20.434,19.5791,19.6824,2087928.0
2021-09-05,20.4059,20.434,19.5791,19.6824,2087928.0
2021-09-06,20.4059,20.434,19.5791,19.6824,2087928.0
2021-09-07,19.363,20.0395,19.3348,19.5133,1679712.0
2021-09-08,19.7106,19.8703,18.5832,18.6302,2018171.0
2021-09-09,18.3765,19.3912,18.2639,19.0624,1860574.0
2021-09-10,19.5885,19.6167,18.8745,18.8933,1392011.0
2021-09-11,19.5885,19.6167,18.8745,18.8933,1392011.0
2021-09-12,19.5885,19.6167,18.8745,18.8933,1392011.0
2021-09-13,19.3348,20.1522,19.2788,19.8609,2115705.0
2021-09-14,20.1992,20.1992,18.9966,19.2315,1685724.0
2021-09-15,19.8703,20.8098,19.7294,20.8004,2277866.0
2021-09-16,20.6125,20.6125,20.03,20.2555,1651067.0
2021-09-17,20.2649,20.5938,19.767,19.8516,3313428.0
2021-09-18,20.2649,20.5938,19.767,19.8516,3313428.0
2021-09-19,20.2649,20.5938,19.767,19.8516,3313428.0
2021-09-20,18.9684,19.3724,18.3014,18.7242,2495436.0
2021-09-21,19.1094,19.2033,18.5269,18.9027,1718782.0
2021-09-22,19.4664,20.3025,19.3631,19.9267,2096139.0
2021-09-23,20.1945,20.8474,19.8891,20.7629,1616630.0
2021-09-24,20.3307,21.1105,20.2274,20.9602,1774378.0
2021-09-25,20.3307,21.1105,20.2274,20.9602,1774378.0
2021-09-26,20.3307,21.1105,20.2274,20.9602,1774378.0
2021-09-27,21.5896,23.1586,21.5802,22.8673,3100852.0
2021-09-28,23.2995,23.4029,22.6513,22.9519,2773031.0
2021-09-29,22.7922,23.4968,22.3328,23.4686,2016051.0
2021-09-30,23.525,23.7223,22.9237,23.4592,2274560.0
2021-10-01,23.7786,24.8779,23.7223,24.7651,2315257.0
2021-10-02,23.7786,24.8779,23.7223,24.7651,2315257.0
2021-10-03,23.7786,24.8779,23.7223,24.7651,2315257.0
2021-10-04,25.2443,26.0053,25.047,26.0053,3491266.0
2021-10-05,26.4374,26.8414,25.1315,25.6389,2840928.0
2021-10-06,25.1503,25.7328,24.5302,24.906,2639558.0
2021-10-07,25.1597,26.32,24.7839,26.1274,3019126.0
2021-10-08,26.2589,27.7997,26.2589,27.7245,2567409.0
2021-10-09,26.2589,27.7997,26.2589,27.7245,2567409.0
2021-10-10,26.2589,27.7997,26.2589,27.7245,2567409.0
2021-10-11,28.1849,28.4198,27.3957,27.4427,1827202.0
2021-10-12,27.2266,27.95,27.1148,27.4051,1406108.0
2021-10-13,26.7381,27.2548,26.4186,26.9166,1631482.0
2021-10-14,27.4521,27.6541,26.6638,26.9541,1600670.0
2021-10-15,27.5366,27.8373,26.7897,26.7944,1842534.0
2021-10-16,27.5366,27.8373,26.7897,26.7944,1842534.0
2021-10-17,27.5366,27.8373,26.7897,26.7944,1842534.0
2021-10-18,27.236,27.7527,26.3717,26.5971,2184310.0
2021-10-19,26.6159,27.3112,26.3623,27.0575,1830620.0
2021-10-20,26.5971,27.3722,26.2683,27.3487,1373017.0
2021-10-21,27.2172,27.2924,26.1932,26.4468,1390336.0
2021-10-22,26.7193,26.8884,26.0522,26.879,1425300.0
2021-10-23,26.7193,26.8884,26.0522,26.879,1425300.0
2021-10-24,26.7193,26.8884,26.0522,26.879,1425300.0
2021-10-25,27.4709,27.8373,26.9917,27.2454,1452807.0
2021-10-26,27.3675,27.4615,26.785,26.9823,1159564.0
2021-10-27,26.2119,26.6535,25.4603,25.6295,1582868.0
2021-10-28,25.6576,26.3529,25.6576,26.3435,1017994.0
2021-10-29,26.3435,26.5032,25.2724,26.1462,1794152.0
2021-10-30,26.3435,26.5032,25.2724,26.1462,1794152.0
2021-10-31,26.3435,26.5032,25.2724,26.1462,1794152.0
2021-11-01,26.7756,27.4004,26.6817,27.2454,1704003.0
2021-11-02,26.9354,27.6963,26.6065,27.1514,1594957.0
2021-11-03,26.4374,27.142,26.118,26.2119,1851762.0
2021-11-04,27.4427,27.5169,25.3006,25.8549,2436326.0
2021-11-05,26.5971,27.1327,25.9677,27.0387,1710399.0
2021-11-06,26.5971,27.1327,25.9677,27.0387,1710399.0
2021-11-07,26.5971,27.1327,25.9677,27.0387,1710399.0
2021-11-08,27.5742,29.1244,27.4843,28.4386,3085567.0
2021-11-09,28.0252,28.8237,27.3769,28.7392,2562109.0
2021-11-10,28.7486,28.7862,26.6065,26.879,2504288.0
2021-11-11,26.926,27.6635,26.7662,26.8414,2042141.0
2021-11-12,26.4498,27.0524,26.1148,26.563,1631015.0
2021-11-13,26.4498,27.0524,26.1148,26.563,1631015.0
2021-11-14,26.4498,27.0524,26.1148,26.563,1631015.0
2021-11-15,26.4404,26.8461,25.7454,26.7046,1604742.0
2021-11-16,26.6951,26.8933,26.0818,26.5819,1385679.0
2021-11-17,26.3743,26.7329,25.5817,25.7232,1745541.0
2021-11-18,25.7232,26.2045,25.2325,26.044,1605070.0
2021-11-19,25.0627,25.3552,24.5437,24.8456,2181553.0
2021-11-20,25.0627,25.3552,24.5437,24.8456,2181553.0
2021-11-21,25.0627,25.3552,24.5437,24.8456,2181553.0
2021-11-22,24.8834,26.195,24.8268,25.6383,2045981.0
2021-11-23,26.2516,27.7143,26.2516,27.6765,2688493.0
2021-11-24,27.2236,28.1342,27.0915,27.167,1736414.0
2021-11-25,27.2236,28.1342,27.0915,27.167,1736414.0
2021-11-26,24.8645,25.1476,23.8171,24.3455,2294517.0
2021-11-27,24.8645,25.1476,23.8171,24.3455,2294517.0
2021-11-28,24.8645,25.1476,23.8171,24.3455,2294517.0
2021-11-29,25.6005,26.0063,24.6758,25.4496,2255243.0
2021-11-30,24.5059,25.3646,24.2606,25.0815,2426085.0
2021-12-01,26.1856,26.1856,24.0719,24.0907,1975152.0
2021-12-02,23.7699,25.6666,23.5242,25.4496,2289801.0
2021-12-03,26.1761,26.4121,24.5154,25.0155,1967675.0
2021-12-04,26.1761,26.4121,24.5154,25.0155,1967675.0
2021-12-05,26.1761,26.4121,24.5154,25.0155,1967675.0
2021-12-06,25.8364,26.3366,25.0721,25.8647,1631363.0
2021-12-07,26.9782,28.1766,26.7895,27.5727,2306663.0
2021-12-08,27.7614,27.8181,26.8933,27.1103,1843555.0
2021-12-09,27.082,27.1198,26.3083,26.4781,1080851.0
2021-12-10,27.016,27.0773,25.8364,26.8272,1586163.0
2021-12-11,27.016,27.0773,25.8364,26.8272,1586163.0
2021-12-12,27.016,27.0773,25.8364,26.8272,1586163.0
2021-12-13,26.195,26.6574,25.6666,25.7326,1901657.0
2021-12-14,25.3269,25.6855,24.8598,25.1004,2400425.0
2021-12-15,24.94,25.1806,23.8086,25.0721,1731394.0
2021-12-16,25.5062,26.1007,24.7418,24.7796,1672690.0
2021-12-17,24.4493,24.5909,23.4963,23.685,4831650.0
2021-12-18,24.4493,24.5909,23.4963,23.685,4831650.0
2021-12-19,24.4493,24.5909,23.4963,23.685,4831650.0
2021-12-20,22.6376,23.166,22.1752,22.864,1904100.0
2021-12-21,23.4113,24.3266,23.3358,24.204,1678583.0
2021-12-22,24.0813,24.5248,23.5906,24.4021,1311076.0
2021-12-23,24.5909,24.8566,24.2687,24.3078,1006385.0
2021-12-24,24.5909,24.8566,24.2687,24.3078,1006385.0
2021-12-25,24.5909,24.8566,24.2687,24.3078,1006385.0
2021-12-26,24.5909,24.8566,24.2687,24.3078,1006385.0
2021-12-27,24.2512,25.4401,23.7416,25.4307,1128176.0
2021-12-28,25.4779,25.6666,24.9023,25.0438,850517.0
2021-12-29,24.9023,25.1476,24.6192,24.7418,612743.0
2021-12-30,24.8645,25.1665,24.4587,24.5059,844268.0
2021-12-31,24.4116,24.8079,24.2983,24.638,702718.0
2022-01-01,24.4116,24.8079,24.2983,24.638,702718.0
2022-01-02,24.4116,24.8079,24.2983,24.638,702718.0
2022-01-03,24.7796,26.1195,24.7513,26.1101,1934872.0
2022-01-04,26.6857,28.4078,26.5658,28.1955,2660407.0
2022-01-05,28.7334,29.4883,27.4312,27.535,2438919.0
2022-01-06,29.0353,29.3901,28.2144,28.9127,1776823.0
2022-01-07,29.0542,29.3238,28.7334,29.0731,1076839.0
2022-01-08,29.0542,29.3238,28.7334,29.0731,1076839.0
2022-01-09,29.0542,29.3238,28.7334,29.0731,1076839.0
2022-01-10,29.0731,29.1486,27.5067,27.9596,1454134.0
2022-01-11,28.5635,29.7242,27.8558,29.6204,1641006.0
2022-01-12,29.9129,30.3092,29.3845,29.6581,1266585.0
2022-01-13,29.526,29.9978,28.7805,28.941,1309922.0
2022-01-14,29.0448,30.0733,29.0165,30.0733,1662488.0
2022-01-15,29.0448,30.0733,29.0165,30.0733,1662488.0
2022-01-16,29.0448,30.0733,29.0165,30.0733,1662488.0
2022-01-17,29.0448,30.0733,29.0165,30.0733,1662488.0
2022-01-18,30.6678,31.0547,29.3467,29.8468,1707499.0
2022-01-19,30.3187,30.3187,28.9013,29.4977,1790231.0
2022-01-20,28.9881,30.1771,28.6956,28.7617,1642320.0
2022-01-21,28.1672,28.5446,27.4029,27.8086,2862539.0
2022-01-22,28.1672,28.5446,27.4029,27.8086,2862539.0
2022-01-23,28.1672,28.5446,27.4029,27.8086,2862539.0
2022-01-24,26.8933,28.6956,26.2988,28.5069,2687930.0
2022-01-25,28.1106,30.3989,27.4689,30.1111,2230269.0
2022-01-26,30.4979,31.083,28.4503,29.0353,2670482.0
2022-01-27,29.8091,30.3187,28.2238,29.5166,2555662.0
2022-01-28,29.5354,29.8468,28.4078,29.6298,2103513.0
2022-01-29,29.5354,29.8468,28.4078,29.6298,2103513.0
2022-01-30,29.5354,29.8468,28.4078,29.6298,2103513.0
2022-01-31,29.4883,30.2504,28.6579,29.8185,1743461.0
2022-02-01,29.6676,31.1019,29.5071,31.0264,2534560.0
2022-02-02,30.715,31.2812,29.8563,30.9886,2279972.0
2022-02-03,30.6112,31.5642,30.3847,31.2245,2788286.0
2022-02-04,31.5926,33.3241,31.4982,31.9511,2029422.0
2022-02-05,31.5926,33.3241,31.4982,31.9511,2029422.0
2022-02-06,31.5926,33.3241,31.4982,31.9511,2029422.0
2022-02-07,31.8756,32.1682,31.083,31.5454,1638474.0
2022-02-08,31.1396,31.3095,29.2651,29.6109,2307435.0
2022-02-09,29.6676,30.1582,29.46,30.0261,1614746.0
2022-02-10,29.743,31.2812,29.6676,30.1111,1493466.0
2022-02-11,31.4289,32.7866,30.9549,32.6898,2679926.0
2022-02-12,31.4289,32.7866,30.9549,32.6898,2679926.0
2022-02-13,31.4289,32.7866,30.9549,32.6898,2679926.0
2022-02-14,32.4339,32.5571,31.5616,31.8745,2318431.0
2022-02-15,30.5187,31.4479,30.0637,31.1729,1765106.0
2022-02-16,31.6991,32.1589,30.495,30.7273,1709695.0
2022-02-17,30.8032,31.6754,30.6704,31.135,1652388.0
2022-02-18,30.3955,31.4005,30.2248,31.0686,1768907.0
2022-02-19,30.3955,31.4005,30.2248,31.0686,1768907.0
2022-02-20,30.3955,31.4005,30.2248,31.0686,1768907.0
2022-02-21,30.3955,31.4005,30.2248,31.0686,1768907.0
2022-02-22,32.2348,32.4244,30.1585,30.5661,1798392.0
2022-02-23,31.0307,31.7892,30.7368,31.0497,1720263.0
2022-02-24,32.0167,32.1779,29.9785,31.2393,2327471.0
2022-02-25,31.3246,31.4763,30.3386,31.4384,2171097.0
2022-02-26,31.3246,31.4763,30.3386,31.4384,2171097.0
2022-02-27,31.3246,31.4763,30.3386,31.4384,2171097.0
2022-02-28,31.154,33.2966,31.1159,32.87,2339071.0
2022-03-01,33.3914,34.1309,32.7752,33.4199,2782962.0
2022-03-02,34.1309,34.6334,33.6948,33.9698,1874479.0
2022-03-03,33.3819,33.8275,32.8605,33.4673,1445500.0
2022-03-04,33.581,35.4772,33.581,35.4108,2145641.0
2022-03-05,33.581,35.4772,33.581,35.4108,2145641.0
2022-03-06,33.581,35.4772,33.581,35.4108,2145641.0
2022-03-07,35.8944,36.6813,34.6619,35.5341,2783582.0
2022-03-08,36.5959,37.3639,33.7043,34.7946,2285024.0
2022-03-09,33.3725,35.0411,32.5761,34.5481,1941696.0
2022-03-10,34.9273,35.6384,34.2921,35.2023,1437303.0
2022-03-11,34.4912,35.6763,34.2731,34.9178,1401716.0
2022-03-12,34.4912,35.6763,34.2731,34.9178,1401716.0
2022-03-13,34.4912,35.6763,34.2731,34.9178,1401716.0
2022-03-14,34.3869,35.2023,33.4199,35.1928,2900572.0
2022-03-15,33.6853,35.1549,33.2871,34.6334,2292481.0
2022-03-16,34.6239,35.3255,34.1783,34.823,1784696.0
2022-03-17,36.0271,36.6339,35.591,36.3968,1733437.0
2022-03-18,36.5106,37.051,36.1314,36.6908,2976199.0
2022-03-19,36.5106,37.051,36.1314,36.6908,2976199.0
2022-03-20,36.5106,37.051,36.1314,36.6908,2976199.0
2022-03-21,37.5156,38.9377,37.4492,38.9282,2078953.0
2022-03-22,38.7386,38.8998,37.8095,38.8808,1404358.0
2022-03-23,39.7625,40.1323,38.8239,39.3075,1533191.0
2022-03-24,39.6014,40.0944,39.1559,39.4023,1347881.0
2022-03-25,39.3359,40.9571,39.1652,40.9097,1429076.0
2022-03-26,39.3359,40.9571,39.1652,40.9097,1429076.0
2022-03-27,39.3359,40.9571,39.1652,40.9097,1429076.0
2022-03-28,38.1508,38.3594,36.084,37.4303,5016002.0
2022-03-29,36.4632,37.9138,35.4776,37.8664,2546114.0
2022-03-30,38.568,39.4686,38.2551,38.4637,1983581.0
2022-03-31,37.8285,39.5255,37.7147,38.293,2974718.0
2022-04-01,38.3215,39.2885,38.056,39.279,1400287.0
2022-04-02,38.3215,39.2885,38.056,39.279,1400287.0
2022-04-03,38.3215,39.2885,38.056,39.279,1400287.0
2022-04-04,39.8858,40.3693,39.0136,39.4971,1406078.0
2022-04-05,39.9048,40.3693,37.7431,37.8285,1132438.0
2022-04-06,38.5774,38.7765,37.563,38.4163,1360473.0
2022-04-07,39.3169,39.8691,38.1698,39.0799,1956725.0
2022-04-08,39.3549,40.1418,38.8713,40.0564,1821305.0
2022-04-09,39.3549,40.1418,38.8713,40.0564,1821305.0
2022-04-10,39.3549,40.1418,38.8713,40.0564,1821305.0
2022-04-11,39.4876,39.4876,38.2173,38.5774,1293073.0
2022-04-12,39.5255,40.6443,38.8713,38.8713,1645214.0
2022-04-13,39.6772,40.2176,38.6106,39.5919,1227467.0
2022-04-14,39.7246,40.54,39.5966,40.2366,1003366.0
2022-04-15,39.7246,40.54,39.5966,40.2366,1003366.0
2022-04-16,39.7246,40.54,39.5966,40.2366,1003366.0
2022-04-17,39.7246,40.54,39.5966,40.2366,1003366.0
2022-04-18,40.6443,42.3129,40.3598,41.507,2058869.0
2022-04-19,41.2226,42.1069,40.6537,41.0519,1657818.0
2022-04-20,41.5829,42.1801,41.2415,41.3458,1461974.0
2022-04-21,41.782,42.0569,38.0465,38.2646,2113076.0
2022-04-22,38.2646,38.7386,36.577,36.7002,1810643.0
2022-04-23,38.2646,38.7386,36.577,36.7002,1810643.0
2022-04-24,38.2646,38.7386,36.577,36.7002,1810643.0
2022-04-25,35.3634,36.3968,33.9224,36.0176,2647125.0
2022-04-26,36.2926,36.9752,35.3729,35.3824,1532113.0
2022-04-27,35.4677,36.1029,34.3585,35.7427,1792462.0
2022-04-28,36.174,37.3449,34.861,36.8709,1238633.0
2022-04-29,36.9088,37.4966,35.5151,36.1029,2082895.0
2022-04-30,36.9088,37.4966,35.5151,36.1029,2082895.0
2022-05-01,36.9088,37.4966,35.5151,36.1029,2082895.0
2022-05-02,35.3255,36.1978,34.4533,35.3634,1866212.0
