,2061517D US Equity,2061517D US Equity,2061517D US Equity,2061517D US Equity,2061517D US Equity
2020-04-13,96.79,98.32,94.29,96.73,294985.0
2020-04-14,98.56,100.51,98.26,100.07,403818.0
2020-04-15,98.29,99.28,96.3613,96.52,317849.0
2020-04-16,97.3,97.91,95.83,97.41,379326.0
2020-04-17,99.99,101.18,97.949,100.35,587322.0
2020-04-18,99.99,101.18,97.949,100.35,587322.0
2020-04-19,99.99,101.18,97.949,100.35,587322.0
2020-04-20,97.36,100.32,96.7,97.34,681090.0
2020-04-21,95.88,95.88,91.16,91.99,594722.0
2020-04-22,93.98,96.3,93.02,95.96,362412.0
2020-04-23,97.08,98.67,95.83,95.83,340356.0
2020-04-24,95.95,96.59,93.29,94.45,416943.0
2020-04-25,95.95,96.59,93.29,94.45,416943.0
2020-04-26,95.95,96.59,93.29,94.45,416943.0
2020-04-27,94.66,96.62,94.66,96.0,525288.0
2020-04-28,97.44,98.23,95.75,96.56,447333.0
2020-04-29,98.16,103.58,97.86,102.66,395421.0
2020-04-30,101.82,103.98,100.2656,102.25,372086.0
2020-05-01,99.68,102.74,94.02,95.04,504396.0
2020-05-02,99.68,102.74,94.02,95.04,504396.0
2020-05-03,99.68,102.74,94.02,95.04,504396.0
2020-05-04,94.83,99.61,94.29,99.51,674957.0
2020-05-05,101.22,103.58,101.22,102.32,511246.0
2020-05-06,102.81,104.6872,100.86,103.73,606530.0
2020-05-07,101.15,104.29,99.09,99.77,1294273.0
2020-05-08,100.89,103.405,98.41,100.53,586091.0
2020-05-09,100.89,103.405,98.41,100.53,586091.0
2020-05-10,100.89,103.405,98.41,100.53,586091.0
2020-05-11,99.58,101.02,98.77,99.93,601285.0
2020-05-12,100.22,100.435,97.84,98.6,802815.0
2020-05-13,98.21,98.775,91.97,93.52,634681.0
2020-05-14,92.71,94.2677,91.15,93.89,532914.0
2020-05-15,92.96,94.675,92.1,93.76,417814.0
2020-05-16,92.96,94.675,92.1,93.76,417814.0
2020-05-17,92.96,94.675,92.1,93.76,417814.0
2020-05-18,96.38,97.265,93.74,93.99,872295.0
2020-05-19,95.31,96.5,94.86,94.87,620781.0
2020-05-20,95.07,96.57,94.81,95.23,387031.0
2020-05-21,95.0,95.7,93.02,94.33,555065.0
2020-05-22,94.7,95.0,93.11,94.97,442993.0
2020-05-23,94.7,95.0,93.11,94.97,442993.0
2020-05-24,94.7,95.0,93.11,94.97,442993.0
2020-05-25,94.7,95.0,93.11,94.97,442993.0
2020-05-26,96.63,98.68,95.8,97.43,737094.0
2020-05-27,98.6,101.9,97.875,101.68,676617.0
2020-05-28,102.42,106.1005,101.41,104.73,1169669.0
2020-05-29,104.8,106.03,102.54,105.64,656989.0
2020-05-30,104.8,106.03,102.54,105.64,656989.0
2020-05-31,104.8,106.03,102.54,105.64,656989.0
2020-06-01,105.07,110.47,105.06,110.04,565401.0
2020-06-02,110.37,110.65,106.78,109.31,381728.0
2020-06-03,110.33,113.08,109.6,112.49,470918.0
2020-06-04,110.87,112.23,107.82,108.58,449682.0
2020-06-05,111.21,112.02,109.56,110.32,563185.0
2020-06-06,111.21,112.02,109.56,110.32,563185.0
2020-06-07,111.21,112.02,109.56,110.32,563185.0
2020-06-08,111.12,111.65,108.68,111.53,502121.0
2020-06-09,109.88,110.71,107.62,108.28,434999.0
2020-06-10,108.6,108.6,106.05,107.04,316174.0
2020-06-11,103.14,104.15,97.7901,97.85,637470.0
2020-06-12,101.58,102.85,97.19,99.64,478074.0
2020-06-13,101.58,102.85,97.19,99.64,478074.0
2020-06-14,101.58,102.85,97.19,99.64,478074.0
2020-06-15,97.54,102.66,97.3,101.45,563272.0
2020-06-16,104.95,105.3,102.75,103.34,356247.0
2020-06-17,103.57,105.67,100.8,100.99,411762.0
2020-06-18,103.61,103.61,100.62,101.15,440744.0
2020-06-19,103.0,103.0399,99.59,100.53,985698.0
2020-06-20,103.0,103.0399,99.59,100.53,985698.0
2020-06-21,103.0,103.0399,99.59,100.53,985698.0
2020-06-22,99.43,102.76,99.43,102.72,331900.0
2020-06-23,103.24,104.89,103.24,103.93,383068.0
2020-06-24,102.88,103.67,100.04,100.9,491412.0
2020-06-25,100.58,102.75,98.66,102.74,366037.0
2020-06-26,101.95,103.3,100.66,101.57,676550.0
2020-06-27,101.95,103.3,100.66,101.57,676550.0
2020-06-28,101.95,103.3,100.66,101.57,676550.0
2020-06-29,101.9,103.44,99.41,103.44,362283.0
2020-06-30,103.29,104.04,100.83,103.61,456957.0
2020-07-01,104.68,105.17,102.985,103.85,329656.0
2020-07-02,104.82,106.175,104.0,104.09,228645.0
2020-07-03,104.82,106.175,104.0,104.09,228645.0
2020-07-04,104.82,106.175,104.0,104.09,228645.0
2020-07-05,104.82,106.175,104.0,104.09,228645.0
2020-07-06,106.1,106.16,102.915,103.86,495322.0
2020-07-07,103.88,105.01,101.96,102.11,264780.0
2020-07-08,102.19,103.89,101.58,103.8,284544.0
2020-07-09,104.68,104.77,101.91,104.31,392314.0
2020-07-10,104.16,104.16,99.3,99.46,601841.0
2020-07-11,104.16,104.16,99.3,99.46,601841.0
2020-07-12,104.16,104.16,99.3,99.46,601841.0
2020-07-13,99.82,102.72,95.6,96.29,1290846.0
2020-07-14,95.57,96.27,93.55,94.06,590555.0
2020-07-15,95.18,98.3,94.41,97.25,693714.0
2020-07-16,96.3,97.28,94.5949,95.02,663602.0
2020-07-17,95.23,95.75,93.935,95.05,336807.0
2020-07-18,95.23,95.75,93.935,95.05,336807.0
2020-07-19,95.23,95.75,93.935,95.05,336807.0
2020-07-20,94.52,97.68,94.52,96.04,447316.0
2020-07-21,97.05,98.245,96.5,97.0,382600.0
2020-07-22,96.9,98.635,96.68,97.59,315286.0
2020-07-23,99.71,99.87,96.17,96.63,319265.0
2020-07-24,95.65,96.765,94.37,96.24,393227.0
2020-07-25,95.65,96.765,94.37,96.24,393227.0
2020-07-26,95.65,96.765,94.37,96.24,393227.0
2020-07-27,96.51,97.63,96.15,97.33,296416.0
2020-07-28,97.15,98.13,95.81,96.0,216687.0
2020-07-29,96.59,97.6483,96.47,97.06,256761.0
2020-07-30,95.81,97.74,94.08,96.95,300706.0
2020-07-31,97.38,97.38,95.25,97.26,313540.0
2020-08-01,97.38,97.38,95.25,97.26,313540.0
2020-08-02,97.38,97.38,95.25,97.26,313540.0
2020-08-03,98.0,99.35,97.02,98.42,325742.0
2020-08-04,98.26,99.82,97.52,99.82,489225.0
2020-08-05,100.52,103.43,99.975,102.38,328877.0
2020-08-06,102.21,102.815,100.74,102.08,227030.0
2020-08-07,101.43,102.85,101.16,102.84,288307.0
2020-08-08,101.43,102.85,101.16,102.84,288307.0
2020-08-09,101.43,102.85,101.16,102.84,288307.0
2020-08-10,102.67,103.37,101.3,101.65,364856.0
2020-08-11,102.62,103.1,97.05,97.3,612355.0
2020-08-12,97.06,99.33,97.04,97.71,899634.0
2020-08-13,125.45,134.96,123.0,126.12,2404768.0
2020-08-14,126.64,126.64,118.24,118.9,707940.0
2020-08-15,126.64,126.64,118.24,118.9,707940.0
2020-08-16,126.64,126.64,118.24,118.9,707940.0
2020-08-17,118.57,122.74,118.57,121.27,458076.0
2020-08-18,121.69,122.47,119.15,121.69,392270.0
2020-08-19,121.29,123.37,120.51,122.54,326211.0
2020-08-20,122.0,124.18,121.2465,123.81,392139.0
2020-08-21,124.2,125.54,123.19,123.46,359578.0
2020-08-22,124.2,125.54,123.19,123.46,359578.0
2020-08-23,124.2,125.54,123.19,123.46,359578.0
2020-08-24,124.98,125.8,123.8,125.37,295680.0
2020-08-25,125.55,126.18,123.508,126.17,212048.0
2020-08-26,126.94,128.11,126.14,127.87,320999.0
2020-08-27,128.12,128.565,125.71,126.83,226229.0
2020-08-28,127.85,128.6451,126.75,127.96,143521.0
2020-08-29,127.85,128.6451,126.75,127.96,143521.0
2020-08-30,127.85,128.6451,126.75,127.96,143521.0
2020-08-31,128.32,128.86,126.4657,127.03,214713.0
2020-09-01,128.08,131.39,127.31,130.75,354952.0
2020-09-02,131.41,132.925,130.59,132.61,362283.0
2020-09-03,131.46,131.46,126.915,129.77,380717.0
2020-09-04,130.1,130.1,124.74,127.96,472432.0
2020-09-05,130.1,130.1,124.74,127.96,472432.0
2020-09-06,130.1,130.1,124.74,127.96,472432.0
2020-09-07,130.1,130.1,124.74,127.96,472432.0
2020-09-08,124.85,125.495,122.1593,123.59,611203.0
2020-09-09,126.44,126.67,123.52,125.95,268232.0
2020-09-10,126.67,127.78,123.185,124.23,455812.0
2020-09-11,124.42,124.99,122.645,123.78,425356.0
2020-09-12,124.42,124.99,122.645,123.78,425356.0
2020-09-13,124.42,124.99,122.645,123.78,425356.0
2020-09-14,125.78,128.02,124.53,126.86,453721.0
2020-09-15,127.67,131.035,127.67,129.31,306026.0
2020-09-16,130.16,131.72,129.3,129.8,418567.0
2020-09-17,127.67,130.21,127.52,129.51,340679.0
2020-09-18,130.25,131.0,126.48,129.2,1134394.0
2020-09-19,130.25,131.0,126.48,129.2,1134394.0
2020-09-20,130.25,131.0,126.48,129.2,1134394.0
2020-09-21,126.01,128.42,123.55,128.34,278174.0
2020-09-22,129.57,130.83,127.27,130.45,361746.0
2020-09-23,129.47,131.67,124.06,124.44,274114.0
2020-09-24,122.66,125.31,120.644,124.41,418800.0
2020-09-25,124.81,128.165,123.37,127.75,229485.0
2020-09-26,124.81,128.165,123.37,127.75,229485.0
2020-09-27,124.81,128.165,123.37,127.75,229485.0
2020-09-28,129.17,130.27,127.58,128.27,365002.0
2020-09-29,128.76,130.123,126.89,127.21,436125.0
2020-09-30,127.0,128.66,125.4,126.59,492749.0
2020-10-01,127.95,129.13,126.82,127.76,244558.0
2020-10-02,125.53,127.565,125.33,126.54,292642.0
2020-10-03,125.53,127.565,125.33,126.54,292642.0
2020-10-04,125.53,127.565,125.33,126.54,292642.0
2020-10-05,127.16,128.16,123.83,125.74,432552.0
2020-10-06,125.22,127.89,123.93,124.18,257980.0
2020-10-07,125.4,128.255,125.21,127.75,298163.0
2020-10-08,128.25,129.37,127.54,128.9,202924.0
2020-10-09,130.31,133.16,129.0,132.4,232159.0
2020-10-10,130.31,133.16,129.0,132.4,232159.0
2020-10-11,130.31,133.16,129.0,132.4,232159.0
2020-10-12,133.99,134.8975,131.83,133.93,211149.0
2020-10-13,133.93,135.6,133.48,133.61,222305.0
2020-10-14,133.95,134.84,132.265,133.08,244589.0
2020-10-15,130.58,134.83,128.24,134.56,257396.0
2020-10-16,134.99,135.89,130.8497,133.04,290993.0
2020-10-17,134.99,135.89,130.8497,133.04,290993.0
2020-10-18,134.99,135.89,130.8497,133.04,290993.0
2020-10-19,133.78,136.46,131.54,131.94,191904.0
2020-10-20,132.5,133.28,131.2,131.85,268342.0
2020-10-21,132.84,133.05,129.62,130.01,297032.0
2020-10-22,130.54,131.8,128.71,130.35,418295.0
2020-10-23,130.62,132.83,128.7,129.49,250699.0
2020-10-24,130.62,132.83,128.7,129.49,250699.0
2020-10-25,130.62,132.83,128.7,129.49,250699.0
2020-10-26,128.01,129.14,122.28,123.84,350312.0
2020-10-27,123.94,127.745,119.87,120.25,300120.0
2020-10-28,117.79,117.79,114.1,114.19,448919.0
2020-10-29,113.68,115.23,111.72,111.9,548948.0
2020-10-30,110.79,114.98,108.15,109.81,709592.0
2020-10-31,110.79,114.98,108.15,109.81,709592.0
2020-11-01,110.79,114.98,108.15,109.81,709592.0
2020-11-02,110.92,112.43,108.46,111.09,671634.0
2020-11-03,113.11,114.88,112.12,112.46,448486.0
2020-11-04,115.98,120.345,114.04,119.5,476013.0
2020-11-05,121.79,122.62,120.33,120.85,505833.0
2020-11-06,116.64,118.31,110.64,116.16,418859.0
2020-11-07,116.64,118.31,110.64,116.16,418859.0
2020-11-08,116.64,118.31,110.64,116.16,418859.0
2020-11-09,117.27,125.59,116.66,117.68,473318.0
2020-11-10,116.84,120.84,115.34,119.59,470768.0
2020-11-11,118.54,120.93,117.51,119.31,301945.0
2020-11-12,119.49,120.81,115.92,116.33,253951.0
2020-11-13,118.76,121.165,117.675,120.76,255475.0
2020-11-14,118.76,121.165,117.675,120.76,255475.0
2020-11-15,118.76,121.165,117.675,120.76,255475.0
2020-11-16,121.08,125.59,119.02,125.37,406655.0
2020-11-17,124.67,130.04,124.25,129.91,585447.0
2020-11-18,129.4,130.74,127.44,128.48,367804.0
2020-11-19,128.06,131.6,127.4508,131.04,193698.0
2020-11-20,131.02,132.36,130.69,131.09,346007.0
2020-11-21,131.02,132.36,130.69,131.09,346007.0
2020-11-22,131.02,132.36,130.69,131.09,346007.0
2020-11-23,132.2,133.5,131.17,132.85,217782.0
2020-11-24,132.8,134.94,132.1296,132.96,250196.0
2020-11-25,133.67,135.68,133.375,134.99,286729.0
2020-11-26,133.67,135.68,133.375,134.99,286729.0
2020-11-27,134.23,136.31,133.2,134.55,235678.0
2020-11-28,134.23,136.31,133.2,134.55,235678.0
2020-11-29,134.23,136.31,133.2,134.55,235678.0
2020-11-30,134.17,134.94,132.85,134.45,287039.0
2020-12-01,135.65,135.65,131.35,133.82,366828.0
2020-12-02,133.03,133.34,131.1,131.93,196784.0
2020-12-03,131.41,133.97,130.2712,132.65,230660.0
2020-12-04,133.43,136.325,133.26,135.7,438307.0
2020-12-05,133.43,136.325,133.26,135.7,438307.0
2020-12-06,133.43,136.325,133.26,135.7,438307.0
2020-12-07,135.54,139.07,135.54,137.88,232291.0
2020-12-08,137.24,138.51,133.58,133.78,341407.0
2020-12-09,134.81,135.395,129.83,130.58,577646.0
2020-12-10,130.06,134.61,128.94,134.33,288431.0
2020-12-11,134.05,135.795,132.75,134.87,292500.0
2020-12-12,134.05,135.795,132.75,134.87,292500.0
2020-12-13,134.05,135.795,132.75,134.87,292500.0
2020-12-14,135.41,137.345,134.6,135.97,319550.0
2020-12-15,137.1,137.83,133.39,133.61,283826.0
2020-12-16,133.58,135.37,132.72,132.9,320623.0
2020-12-17,134.33,134.56,131.33,132.0,435739.0
2020-12-18,132.33,132.39,128.86,129.87,894213.0
2020-12-19,132.33,132.39,128.86,129.87,894213.0
2020-12-20,132.33,132.39,128.86,129.87,894213.0
2020-12-21,128.67,131.09,127.44,131.01,376217.0
2020-12-22,131.42,133.98,131.41,131.95,281770.0
2020-12-23,131.35,133.89,130.79,131.08,264353.0
2020-12-24,131.21,131.94,128.52,130.51,152884.0
2020-12-25,131.21,131.94,128.52,130.51,152884.0
2020-12-26,131.21,131.94,128.52,130.51,152884.0
2020-12-27,131.21,131.94,128.52,130.51,152884.0
2020-12-28,131.93,131.99,128.57,128.58,216538.0
2020-12-29,129.77,130.7,128.11,129.7,228883.0
2020-12-30,129.68,131.44,128.86,130.94,729102.0
2020-12-31,130.62,132.47,127.8826,130.25,415938.0
2021-01-01,130.62,132.47,127.8826,130.25,415938.0
2021-01-02,130.62,132.47,127.8826,130.25,415938.0
2021-01-03,130.62,132.47,127.8826,130.25,415938.0
2021-01-04,130.3,132.4,129.7,130.7,396009.0
2021-01-05,131.2,132.51,130.06,131.25,265292.0
2021-01-06,130.6,139.18,128.52,137.73,530896.0
2021-01-07,138.09,142.28,133.15,141.44,487974.0
2021-01-08,142.71,145.41,140.36,142.59,315235.0
2021-01-09,142.71,145.41,140.36,142.59,315235.0
2021-01-10,142.71,145.41,140.36,142.59,315235.0
2021-01-11,141.53,143.33,139.4525,143.03,218857.0
2021-01-12,143.13,145.17,141.205,144.63,344737.0
2021-01-13,144.86,144.99,139.0,140.97,362360.0
2021-01-14,141.07,144.64,140.51,141.4,314191.0
2021-01-15,141.89,145.0,140.99,141.8,444791.0
2021-01-16,141.89,145.0,140.99,141.8,444791.0
2021-01-17,141.89,145.0,140.99,141.8,444791.0
2021-01-18,141.89,145.0,140.99,141.8,444791.0
2021-01-19,143.86,145.9,143.415,144.15,475865.0
2021-01-20,145.29,147.53,144.36,144.78,328675.0
2021-01-21,145.32,145.745,143.42,143.65,336028.0
2021-01-22,142.77,143.85,141.47,142.38,189382.0
2021-01-23,142.77,143.85,141.47,142.38,189382.0
2021-01-24,142.77,143.85,141.47,142.38,189382.0
2021-01-25,141.88,144.01,138.685,142.17,317302.0
2021-01-26,143.21,145.39,140.62,142.75,447753.0
2021-01-27,141.81,142.75,137.73,138.32,719009.0
2021-01-28,134.51,140.91,130.47,134.72,786151.0
2021-01-29,135.05,136.11,132.38,133.9,1143843.0
2021-01-30,135.05,136.11,132.38,133.9,1143843.0
2021-01-31,135.05,136.11,132.38,133.9,1143843.0
2021-02-01,134.0,135.79,131.38,134.13,485986.0
2021-02-02,134.06,137.4,133.86,136.86,653341.0
2021-02-03,142.38,143.4285,139.46,142.05,923208.0
2021-02-04,142.76,144.54,142.05,144.14,471633.0
2021-02-05,145.0,151.69,144.01,151.44,904868.0
2021-02-06,145.0,151.69,144.01,151.44,904868.0
2021-02-07,145.0,151.69,144.01,151.44,904868.0
2021-02-08,152.3,157.12,152.16,157.03,423687.0
2021-02-09,156.11,160.8,156.11,158.48,539400.0
2021-02-10,158.14,160.0,155.64,155.96,414126.0
2021-02-11,156.24,157.57,155.28,156.82,267113.0
2021-02-12,157.41,158.9,155.3585,158.65,405034.0
2021-02-13,157.41,158.9,155.3585,158.65,405034.0
2021-02-14,157.41,158.9,155.3585,158.65,405034.0
2021-02-15,157.41,158.9,155.3585,158.65,405034.0
2021-02-16,162.24,162.56,155.505,157.24,317492.0
2021-02-17,155.83,157.5099,154.42,156.14,209237.0
2021-02-18,155.16,156.955,152.86,155.3,279732.0
2021-02-19,156.35,157.87,154.96,155.35,198455.0
2021-02-20,156.35,157.87,154.96,155.35,198455.0
2021-02-21,156.35,157.87,154.96,155.35,198455.0
2021-02-22,154.22,154.6,151.55,153.14,308273.0
2021-02-23,153.02,154.21,149.12,153.5,328207.0
2021-02-24,152.23,155.11,151.03,154.34,255446.0
2021-02-25,154.47,154.9,149.8975,150.48,287057.0
2021-02-26,150.85,152.77,148.63,150.51,305390.0
2021-02-27,150.85,152.77,148.63,150.51,305390.0
2021-02-28,150.85,152.77,148.63,150.51,305390.0
2021-03-01,153.38,154.415,152.58,153.66,244816.0
2021-03-02,154.46,154.46,150.51,151.61,204677.0
2021-03-03,151.02,152.865,149.125,149.94,348718.0
2021-03-04,150.45,153.37,146.375,148.36,421401.0
2021-03-05,149.89,150.1412,144.96,149.5,453906.0
2021-03-06,149.89,150.1412,144.96,149.5,453906.0
2021-03-07,149.89,150.1412,144.96,149.5,453906.0
2021-03-08,150.49,151.1924,146.081,146.48,242409.0
2021-03-09,148.45,152.61,144.875,151.23,332558.0
2021-03-10,152.93,155.13,148.69,149.23,359659.0
2021-03-11,150.06,153.28,150.06,151.33,331251.0
2021-03-12,150.0,151.5844,149.25,150.54,342386.0
2021-03-13,150.0,151.5844,149.25,150.54,342386.0
2021-03-14,150.0,151.5844,149.25,150.54,342386.0
2021-03-15,150.17,151.57,149.68,150.8,277872.0
2021-03-16,152.14,152.36,148.92,150.0,193811.0
2021-03-17,148.73,150.41,147.24,149.53,272533.0
2021-03-18,148.88,151.26,144.11,145.13,472489.0
2021-03-19,144.91,149.93,144.07,148.82,482110.0
2021-03-20,144.91,149.93,144.07,148.82,482110.0
2021-03-21,144.91,149.93,144.07,148.82,482110.0
2021-03-22,148.91,151.3,148.6,150.0,379954.0
2021-03-23,150.0,150.5,147.67,148.46,212851.0
2021-03-24,149.27,149.33,143.05,143.06,405495.0
2021-03-25,143.07,147.965,141.08,143.0,602158.0
2021-03-26,143.24,145.18,142.44,144.9,439229.0
2021-03-27,143.24,145.18,142.44,144.9,439229.0
2021-03-28,143.24,145.18,142.44,144.9,439229.0
2021-03-29,144.9,145.99,142.456,144.23,392089.0
2021-03-30,144.24,144.24,143.0,143.55,284065.0
2021-03-31,143.69,146.77,142.47,144.33,510307.0
2021-04-01,145.3,153.2399,145.3,153.0,557917.0
2021-04-02,145.3,153.2399,145.3,153.0,557917.0
2021-04-03,145.3,153.2399,145.3,153.0,557917.0
2021-04-04,145.3,153.2399,145.3,153.0,557917.0
2021-04-05,154.12,154.39,151.95,152.63,563422.0
2021-04-06,152.31,154.02,150.21,153.0,399047.0
2021-04-07,152.71,154.44,149.68,152.04,207814.0
2021-04-08,153.05,154.62,152.39,154.06,320063.0
2021-04-09,154.65,155.27,151.83,153.07,223869.0
2021-04-10,154.65,155.27,151.83,153.07,223869.0
2021-04-11,154.65,155.27,151.83,153.07,223869.0
2021-04-12,152.51,154.105,152.01,153.41,239092.0
2021-04-13,153.15,154.78,149.975,151.21,299349.0
2021-04-14,151.7,152.66,150.18,150.48,256290.0
2021-04-15,151.36,152.7,150.74,151.5,319051.0
2021-04-16,152.4,152.84,147.85,152.68,301260.0
2021-04-17,152.4,152.84,147.85,152.68,301260.0
2021-04-18,152.4,152.84,147.85,152.68,301260.0
2021-04-19,152.5,153.74,149.37,149.67,308375.0
2021-04-20,149.03,150.98,148.46,149.38,194520.0
2021-04-21,150.08,152.49,149.48,152.01,246695.0
2021-04-22,153.18,153.18,148.47,149.22,197872.0
2021-04-23,149.0,151.15,149.0,150.87,180705.0
2021-04-24,149.0,151.15,149.0,150.87,180705.0
2021-04-25,149.0,151.15,149.0,150.87,180705.0
2021-04-26,151.13,153.51,150.35,153.37,195728.0
2021-04-27,152.99,153.7,150.27,152.54,184761.0
2021-04-28,153.33,154.805,152.23,152.89,263755.0
2021-04-29,130.99,137.3397,130.99,132.64,2849922.0
2021-04-30,131.33,133.34,128.72,130.84,1162270.0
2021-05-01,131.33,133.34,128.72,130.84,1162270.0
2021-05-02,131.33,133.34,128.72,130.84,1162270.0
2021-05-03,132.0,132.385,128.62,129.89,563139.0
2021-05-04,128.98,129.665,126.13,128.41,592697.0
2021-05-05,128.17,129.5,127.495,128.52,433920.0
