,SYF US Equity,SYF US Equity,SYF US Equity,SYF US Equity,SYF US Equity
2020-03-01,25.5374,25.9915,24.9942,25.9114,17476048.0
2020-03-02,26.0716,27.0689,25.9559,27.06,10614550.0
2020-03-03,26.9086,27.3093,25.5641,25.7066,9562622.0
2020-03-04,26.1518,26.9621,25.9025,26.8374,8613899.0
2020-03-05,25.8579,26.597,25.8045,26.0538,10808356.0
2020-03-06,25.0209,25.7066,24.7137,25.1545,10763688.0
2020-03-07,25.0209,25.7066,24.7137,25.1545,10763688.0
2020-03-08,25.0209,25.7066,24.7137,25.1545,10763688.0
2020-03-09,23.2312,23.4004,21.9846,22.2784,10877444.0
2020-03-10,23.2668,23.525,21.8866,23.3915,11415707.0
2020-03-11,22.7058,23.0175,21.5394,21.8065,14891218.0
2020-03-12,20.088,21.3524,19.2777,19.2955,14723600.0
2020-03-13,20.8448,21.5127,19.7852,21.4859,13296773.0
2020-03-14,20.8448,21.5127,19.7852,21.4859,13296773.0
2020-03-15,20.8448,21.5127,19.7852,21.4859,13296773.0
2020-03-16,17.3633,17.8174,15.805,15.8941,16192480.0
2020-03-17,16.4016,16.7934,14.3358,15.5468,18349862.0
2020-03-18,14.3804,14.7721,10.8187,12.4036,13580912.0
2020-03-19,12.1365,13.6947,10.9611,13.0002,15389675.0
2020-03-20,13.3297,13.5345,11.807,11.9406,12911058.0
2020-03-21,13.3297,13.5345,11.807,11.9406,12911058.0
2020-03-22,13.3297,13.5345,11.807,11.9406,12911058.0
2020-03-23,11.8248,11.9673,10.9077,11.3974,14916762.0
2020-03-24,12.3591,13.579,12.181,13.1249,12388306.0
2020-03-25,14.0598,15.4177,13.4543,14.8345,13320001.0
2020-03-26,15.2708,17.6838,15.1372,16.9448,18978471.0
2020-03-27,15.9564,16.1879,15.0037,15.2263,11821146.0
2020-03-28,15.9564,16.1879,15.0037,15.2263,11821146.0
2020-03-29,15.9564,16.1879,15.0037,15.2263,11821146.0
2020-03-30,15.0838,15.1372,14.3002,14.9324,7263835.0
2020-03-31,14.8523,14.9944,14.2112,14.3269,10747885.0
2020-04-01,13.3297,13.5345,12.4303,12.9201,12834505.0
2020-04-02,12.7598,13.4721,12.2077,12.742,9770119.0
2020-04-03,12.5016,12.6975,11.5577,11.7981,12080003.0
2020-04-04,12.5016,12.6975,11.5577,11.7981,12080003.0
2020-04-05,12.5016,12.6975,11.5577,11.7981,12080003.0
2020-04-06,12.7509,13.953,12.6173,13.7927,11558229.0
2020-04-07,15.1372,16.1968,14.2112,14.3536,14933762.0
2020-04-08,14.7454,15.1639,14.3403,14.9769,9894695.0
2020-04-09,15.8852,16.8468,15.44,15.6893,13614051.0
2020-04-10,15.8852,16.8468,15.44,15.6893,13614051.0
2020-04-11,15.8852,16.8468,15.44,15.6893,13614051.0
2020-04-12,15.8852,16.8468,15.44,15.6893,13614051.0
2020-04-13,15.8674,16.0455,14.367,14.4427,11938875.0
2020-04-14,14.6564,15.1194,13.8906,14.1578,10696724.0
2020-04-15,13.3029,13.6146,12.9646,13.3118,8363071.0
2020-04-16,13.2228,13.3564,12.4838,12.6173,9833903.0
2020-04-17,13.4721,13.9797,13.3475,13.9084,11646340.0
2020-04-18,13.4721,13.9797,13.3475,13.9084,11646340.0
2020-04-19,13.4721,13.9797,13.3475,13.9084,11646340.0
2020-04-20,13.481,14.2334,13.1605,13.8817,10747612.0
2020-04-21,13.3564,14.2334,12.9201,13.5077,10929115.0
2020-04-22,13.9173,14.3982,13.579,14.2913,9970270.0
2020-04-23,14.3002,14.8523,14.2824,14.3358,9048078.0
2020-04-24,14.4694,15.1506,14.416,15.1105,12224514.0
2020-04-25,14.4694,15.1506,14.416,15.1105,12224514.0
2020-04-26,14.4694,15.1506,14.416,15.1105,12224514.0
2020-04-27,15.2886,15.8317,15.1995,15.6893,11560345.0
2020-04-28,16.6064,17.1229,16.3749,16.6866,10486355.0
2020-04-29,17.7907,19.0373,17.6838,18.7434,14835418.0
2020-04-30,18.1469,18.6188,17.292,17.6215,10494868.0
2020-05-01,16.7931,16.8922,16.2528,16.667,8218547.0
2020-05-02,16.7931,16.8922,16.2528,16.667,8218547.0
2020-05-03,16.7931,16.8922,16.2528,16.667,8218547.0
2020-05-04,16.1628,16.7121,15.8206,16.595,7775318.0
2020-05-05,17.0182,17.4234,16.1628,16.2078,7899778.0
2020-05-06,16.3879,16.586,15.5415,15.5775,6320774.0
2020-05-07,15.8296,16.532,15.7576,16.1988,8191632.0
2020-05-08,16.64,16.8201,16.478,16.7661,4907820.0
2020-05-09,16.64,16.8201,16.478,16.7661,4907820.0
2020-05-10,16.64,16.8201,16.478,16.7661,4907820.0
2020-05-11,16.3699,16.4149,15.7891,15.9647,6252705.0
2020-05-12,15.9917,16.3159,15.2714,15.2894,5827455.0
2020-05-13,15.0643,15.1183,14.1818,14.2899,14054369.0
2020-05-14,13.8667,15.4695,13.6596,15.3704,11878177.0
2020-05-15,15.1183,15.4244,14.8167,14.8932,6019174.0
2020-05-16,15.1183,15.4244,14.8167,14.8932,6019174.0
2020-05-17,15.1183,15.4244,14.8167,14.8932,6019174.0
2020-05-18,15.8927,16.3069,15.8116,16.1718,7788995.0
2020-05-19,16.0277,16.4308,15.5145,15.8747,8177877.0
2020-05-20,16.2619,16.5905,16.1898,16.3069,8362393.0
2020-05-21,16.2799,16.532,16.0728,16.3249,4733866.0
2020-05-22,16.2799,16.3429,15.7981,16.0728,4521222.0
2020-05-23,16.2799,16.3429,15.7981,16.0728,4521222.0
2020-05-24,16.2799,16.3429,15.7981,16.0728,4521222.0
2020-05-25,16.2799,16.3429,15.7981,16.0728,4521222.0
2020-05-26,17.1083,17.7791,17.0182,17.5405,6925984.0
2020-05-27,18.8641,19.2693,18.1573,19.2243,14811825.0
2020-05-28,19.8186,20.1157,18.9181,19.1252,10115732.0
2020-05-29,18.5039,19.0172,18.2158,18.3419,9237387.0
2020-05-30,18.5039,19.0172,18.2158,18.3419,9237387.0
2020-05-31,18.5039,19.0172,18.2158,18.3419,9237387.0
2020-06-01,18.4319,19.1613,18.1798,18.9992,5751414.0
2020-06-02,19.3774,20.1607,19.3593,19.8726,11442634.0
2020-06-03,20.611,21.7005,20.4849,21.3313,11010823.0
2020-06-04,21.0882,22.0426,20.656,21.9076,8537252.0
2020-06-05,24.0866,24.762,22.8305,22.9791,13584632.0
2020-06-06,24.0866,24.762,22.8305,22.9791,13584632.0
2020-06-07,24.0866,24.762,22.8305,22.9791,13584632.0
2020-06-08,24.2307,24.3117,23.5239,24.1947,11088653.0
2020-06-09,23.2042,23.5599,22.835,23.2852,6656081.0
2020-06-10,23.0421,23.1502,21.7455,21.9436,8059145.0
2020-06-11,19.9536,20.9981,19.8006,19.9446,9077452.0
2020-06-12,21.4123,21.4484,20.1697,21.4033,9480513.0
2020-06-13,21.4123,21.4484,20.1697,21.4033,9480513.0
2020-06-14,21.4123,21.4484,20.1697,21.4033,9480513.0
2020-06-15,20.4489,22.1957,20.2889,21.9616,9095590.0
2020-06-16,23.3753,23.4203,21.9076,22.6549,9950281.0
2020-06-17,22.745,22.9521,22.2047,22.2858,11956560.0
2020-06-18,21.7635,22.3308,21.6284,21.8355,9068424.0
2020-06-19,22.4028,22.4298,21.0387,21.4033,14823217.0
2020-06-20,22.4028,22.4298,21.0387,21.4033,14823217.0
2020-06-21,22.4028,22.4298,21.0387,21.4033,14823217.0
2020-06-22,21.1872,21.696,20.8721,21.4213,11375391.0
2020-06-23,21.7545,22.0697,21.4078,21.5384,10912105.0
2020-06-24,20.9351,21.0252,19.8726,19.8906,8393091.0
2020-06-25,19.7285,20.5389,19.5304,20.4849,7674532.0
2020-06-26,20.0077,20.0887,19.1252,19.2603,11816495.0
2020-06-27,20.0077,20.0887,19.1252,19.2603,11816495.0
2020-06-28,20.0077,20.0887,19.1252,19.2603,11816495.0
2020-06-29,19.5755,19.9626,19.2018,19.7645,5313052.0
2020-06-30,19.6025,20.0707,19.4854,19.9536,4662013.0
2020-07-01,20.0797,20.4129,19.2693,19.4584,5988211.0
2020-07-02,20.1247,20.5524,19.6295,19.6835,7211943.0
2020-07-03,20.1247,20.5524,19.6295,19.6835,7211943.0
2020-07-04,20.1247,20.5524,19.6295,19.6835,7211943.0
2020-07-05,20.1247,20.5524,19.6295,19.6835,7211943.0
2020-07-06,20.2418,20.5929,20.0887,20.5299,4960260.0
2020-07-07,20.3318,20.4129,19.5935,19.6205,4684178.0
2020-07-08,19.5935,20.1157,19.4674,20.0977,5180996.0
2020-07-09,20.0527,20.0707,18.9451,19.2153,5288391.0
2020-07-10,19.2603,20.3318,19.1613,20.3138,4884583.0
2020-07-11,19.2603,20.3318,19.1613,20.3138,4884583.0
2020-07-12,19.2603,20.3318,19.1613,20.3138,4884583.0
2020-07-13,20.647,20.8991,20.0527,20.4309,7377253.0
2020-07-14,20.3228,20.6695,19.9446,20.2148,6947279.0
2020-07-15,20.4849,21.4033,20.4759,21.2863,7054808.0
2020-07-16,21.0882,21.7275,20.9351,21.3853,4541338.0
2020-07-17,21.3403,21.4574,20.719,20.8991,6367785.0
2020-07-18,21.3403,21.4574,20.719,20.8991,6367785.0
2020-07-19,21.3403,21.4574,20.719,20.8991,6367785.0
2020-07-20,20.8451,20.9576,20.1427,20.1517,6842180.0
2020-07-21,19.8546,20.8991,19.5124,20.3858,8415429.0
2020-07-22,20.0257,20.8451,19.9356,20.638,4752067.0
2020-07-23,20.4399,21.1602,20.3948,21.0612,7382624.0
2020-07-24,21.1602,21.4664,20.8721,21.2142,7298558.0
2020-07-25,21.1602,21.4664,20.8721,21.2142,7298558.0
2020-07-26,21.1602,21.4664,20.8721,21.2142,7298558.0
2020-07-27,21.0702,21.4394,20.6019,21.3763,5637061.0
2020-07-28,21.1692,21.4303,20.719,20.782,4834716.0
2020-07-29,20.782,21.4394,20.683,21.4123,4075716.0
2020-07-30,20.8991,20.9936,20.4579,20.8631,4594703.0
2020-07-31,20.9085,20.9085,19.904,20.1176,6281211.0
2020-08-01,20.9085,20.9085,19.904,20.1176,6281211.0
2020-08-02,20.9085,20.9085,19.904,20.1176,6281211.0
2020-08-03,20.2722,20.8994,20.0358,20.654,6037274.0
2020-08-04,20.6176,20.8903,20.4994,20.5904,4207964.0
2020-08-05,20.8449,21.2631,20.6267,21.2085,5664644.0
2020-08-06,20.9722,21.2176,20.8085,20.9903,4311503.0
2020-08-07,20.7813,21.5358,20.4994,21.5358,5086852.0
2020-08-08,20.7813,21.5358,20.4994,21.5358,5086852.0
2020-08-09,20.7813,21.5358,20.4994,21.5358,5086852.0
2020-08-10,21.5721,22.7267,21.554,22.3539,7728498.0
2020-08-11,23.2266,23.7494,22.7539,22.8176,5512346.0
2020-08-12,23.3176,23.3721,21.8812,22.4903,5416040.0
2020-08-13,22.1812,22.5176,21.9812,22.4539,4459899.0
2020-08-14,22.1812,22.9448,21.9767,22.663,3860156.0
2020-08-15,22.1812,22.9448,21.9767,22.663,3860156.0
2020-08-16,22.1812,22.9448,21.9767,22.663,3860156.0
2020-08-17,22.5448,22.6176,22.0176,22.1358,4962541.0
2020-08-18,22.2176,22.3176,21.713,21.7994,4975240.0
2020-08-19,21.9358,22.2994,21.7267,21.9176,4647008.0
2020-08-20,21.554,21.9267,21.5085,21.763,4431740.0
2020-08-21,21.7267,22.0676,21.654,21.7358,2264115.0
2020-08-22,21.7267,22.0676,21.654,21.7358,2264115.0
2020-08-23,21.7267,22.0676,21.654,21.7358,2264115.0
2020-08-24,21.9085,22.963,21.754,22.9539,5358154.0
2020-08-25,23.263,23.3812,22.463,22.6358,3955677.0
2020-08-26,22.5267,22.7357,22.1209,22.2267,3012471.0
2020-08-27,22.2994,23.4039,22.2672,23.2539,5587798.0
2020-08-28,23.4085,23.5721,23.1176,23.4357,3140864.0
2020-08-29,23.4085,23.5721,23.1176,23.4357,3140864.0
2020-08-30,23.4085,23.5721,23.1176,23.4357,3140864.0
2020-08-31,23.4266,23.4266,22.5539,22.5539,5755793.0
2020-09-01,22.4085,22.8994,22.1721,22.5994,3633709.0
2020-09-02,22.6085,22.7357,22.2812,22.563,6939288.0
2020-09-03,22.7812,23.5266,22.363,22.8357,7629383.0
2020-09-04,23.3176,24.0812,23.0721,23.7903,7218231.0
2020-09-05,23.3176,24.0812,23.0721,23.7903,7218231.0
2020-09-06,23.3176,24.0812,23.0721,23.7903,7218231.0
2020-09-07,23.3176,24.0812,23.0721,23.7903,7218231.0
2020-09-08,23.2812,23.7266,23.0085,23.2085,5358966.0
2020-09-09,23.4539,23.5039,22.8548,23.2721,3077736.0
2020-09-10,23.4448,24.1721,23.013,23.0903,5687178.0
2020-09-11,23.1721,23.4994,22.9721,23.4448,3330314.0
2020-09-12,23.1721,23.4994,22.9721,23.4448,3330314.0
2020-09-13,23.1721,23.4994,22.9721,23.4448,3330314.0
2020-09-14,23.6448,24.8902,23.6448,24.5084,5575785.0
2020-09-15,24.5993,24.6721,24.063,24.0812,4964087.0
2020-09-16,24.2266,25.3766,23.7584,25.0811,7267458.0
2020-09-17,24.6175,25.2084,24.4448,25.1266,4944214.0
2020-09-18,24.9539,25.2402,24.6012,24.7539,5310045.0
2020-09-19,24.9539,25.2402,24.6012,24.7539,5310045.0
2020-09-20,24.9539,25.2402,24.6012,24.7539,5310045.0
2020-09-21,23.7266,24.0812,23.3312,23.5448,6442576.0
2020-09-22,23.5539,23.8812,22.8357,23.2812,5322111.0
2020-09-23,23.3903,23.8903,22.6994,22.8176,5876619.0
2020-09-24,22.6176,23.1403,21.9994,22.5176,4978574.0
2020-09-25,22.3358,22.9721,22.2903,22.8539,3443567.0
2020-09-26,22.3358,22.9721,22.2903,22.8539,3443567.0
2020-09-27,22.3358,22.9721,22.2903,22.8539,3443567.0
2020-09-28,23.4994,23.8721,23.3176,23.4448,3322087.0
2020-09-29,23.4903,23.6085,22.9767,23.2266,3377412.0
2020-09-30,23.3448,24.1948,23.2266,23.7903,6467741.0
2020-10-01,24.0448,24.2721,23.7376,24.2266,5059787.0
2020-10-02,23.7539,25.0902,23.5266,24.963,3597365.0
2020-10-03,23.7539,25.0902,23.5266,24.963,3597365.0
2020-10-04,23.7539,25.0902,23.5266,24.963,3597365.0
2020-10-05,25.3448,25.8902,25.2993,25.7993,4232076.0
2020-10-06,26.2266,26.3902,24.6993,24.9993,5768205.0
2020-10-07,25.4084,26.0993,25.3539,25.7266,3930884.0
2020-10-08,25.972,26.5402,25.8084,26.4993,3265709.0
2020-10-09,26.5811,26.8084,26.0538,26.2175,6596024.0
2020-10-10,26.5811,26.8084,26.0538,26.2175,6596024.0
2020-10-11,26.5811,26.8084,26.0538,26.2175,6596024.0
2020-10-12,26.5266,26.5266,26.1369,26.2447,4034787.0
2020-10-13,26.0084,26.272,25.7299,25.9448,3181633.0
2020-10-14,26.0629,26.4038,25.9357,26.0629,2827108.0
2020-10-15,25.7357,26.4901,25.5629,26.4538,2565369.0
2020-10-16,26.6447,27.1493,26.5538,26.7084,3656599.0
2020-10-17,26.6447,27.1493,26.5538,26.7084,3656599.0
2020-10-18,26.6447,27.1493,26.5538,26.7084,3656599.0
2020-10-19,26.9175,27.2584,26.3947,26.4356,5455288.0
2020-10-20,25.5084,25.8266,24.9357,25.0993,11557937.0
2020-10-21,25.0175,25.1357,24.3675,24.4175,6723727.0
2020-10-22,24.7721,25.5084,24.563,25.4175,5013602.0
2020-10-23,25.6629,25.8448,24.6902,25.2266,7351507.0
2020-10-24,25.6629,25.8448,24.6902,25.2266,7351507.0
2020-10-25,25.6629,25.8448,24.6902,25.2266,7351507.0
2020-10-26,24.7902,24.8084,23.9721,24.4448,5266669.0
2020-10-27,24.4448,24.5421,23.8357,23.8448,3668936.0
2020-10-28,23.0812,23.4766,22.613,22.8812,6082836.0
2020-10-29,22.7994,23.2766,22.5085,23.1448,4320945.0
2020-10-30,22.9339,23.2457,22.4387,22.9431,4695281.0
2020-10-31,22.9339,23.2457,22.4387,22.9431,4695281.0
2020-11-01,22.9339,23.2457,22.4387,22.9431,4695281.0
2020-11-02,23.3924,24.0022,23.2457,23.8051,3552634.0
2020-11-03,24.5203,24.7129,24.2223,24.447,3985191.0
2020-11-04,23.7867,25.043,23.0889,24.3186,6709689.0
2020-11-05,24.6304,25.3639,24.6028,25.1989,4233290.0
2020-11-06,25.2447,25.4602,24.4378,24.5753,3108385.0
2020-11-07,25.2447,25.4602,24.4378,24.5753,3108385.0
2020-11-08,25.2447,25.4602,24.4378,24.5753,3108385.0
2020-11-09,27.5005,28.4267,27.2805,27.3722,11257262.0
2020-11-10,27.3905,27.8398,27.1154,27.1521,5692152.0
2020-11-11,27.2713,27.3309,26.1801,26.9595,5649214.0
2020-11-12,26.5194,27.3492,26.3176,26.6936,4225212.0
2020-11-13,27.0604,27.7298,26.9045,27.528,4021739.0
2020-11-14,27.0604,27.7298,26.9045,27.528,4021739.0
2020-11-15,27.0604,27.7298,26.9045,27.528,4021739.0
2020-11-16,28.4267,28.9035,28.0416,28.5276,6004523.0
2020-11-17,28.014,28.2066,27.1016,28.0324,3914654.0
2020-11-18,28.0782,28.7568,27.5831,27.5831,4522820.0
2020-11-19,27.3263,27.6656,27.0329,27.5556,3129039.0
2020-11-20,27.308,27.3905,26.8861,27.0054,4045870.0
2020-11-21,27.308,27.3905,26.8861,27.0054,4045870.0
2020-11-22,27.308,27.3905,26.8861,27.0054,4045870.0
2020-11-23,27.5831,28.335,27.363,28.0874,3396300.0
2020-11-24,28.8852,29.3345,28.5734,29.3162,5505470.0
2020-11-25,28.9769,28.9769,28.4221,28.7751,3173250.0
2020-11-26,28.9769,28.9769,28.4221,28.7751,3173250.0
2020-11-27,28.6101,28.7155,28.2983,28.5092,1351073.0
2020-11-28,28.6101,28.7155,28.2983,28.5092,1351073.0
2020-11-29,28.6101,28.7155,28.2983,28.5092,1351073.0
2020-11-30,28.9769,29.2612,27.9086,27.9407,6726547.0
2020-12-01,28.6559,29.3804,28.5092,28.8577,4775003.0
2020-12-02,28.7935,29.7701,28.4542,29.6463,4440842.0
2020-12-03,29.5179,30.0131,29.3895,29.6646,3168804.0
2020-12-04,30.0406,30.2974,29.5087,30.2332,4127188.0
2020-12-05,30.0406,30.2974,29.5087,30.2332,4127188.0
2020-12-06,30.0406,30.2974,29.5087,30.2332,4127188.0
2020-12-07,30.1048,30.2148,29.6463,29.8664,4580562.0
2020-12-08,29.4079,29.8205,29.2272,29.7013,3836956.0
2020-12-09,29.848,30.1231,29.3895,29.6646,4979804.0
2020-12-10,29.6188,30.357,29.2428,30.2423,4741263.0
2020-12-11,29.903,29.9856,29.3512,29.5913,4805238.0
2020-12-12,29.903,29.9856,29.3512,29.5913,4805238.0
2020-12-13,29.903,29.9856,29.3512,29.5913,4805238.0
2020-12-14,30.0314,30.0589,29.0136,29.2612,3039129.0
2020-12-15,29.6646,30.0406,29.0686,30.0131,4375068.0
2020-12-16,30.1873,30.3524,29.605,30.224,3083916.0
2020-12-17,30.3432,30.5633,30.0864,30.5358,3046965.0
2020-12-18,30.4532,30.4899,29.4996,29.6646,8973935.0
2020-12-19,30.4532,30.4899,29.4996,29.6646,8973935.0
2020-12-20,30.4532,30.4899,29.4996,29.6646,8973935.0
2020-12-21,29.9856,31.0722,29.6279,30.6091,6644718.0
2020-12-22,30.7283,31.1181,30.4807,30.4991,3663365.0
2020-12-23,30.8109,31.5445,30.7513,31.2969,2976334.0
2020-12-24,31.3611,31.3611,30.82,31.141,844443.0
2020-12-25,31.3611,31.3611,30.82,31.141,844443.0
2020-12-26,31.3611,31.3611,30.82,31.141,844443.0
2020-12-27,31.3611,31.3611,30.82,31.141,844443.0
2020-12-28,31.3336,31.6545,31.1318,31.1318,1903184.0
2020-12-29,31.2419,31.3702,30.6733,31.1135,2217026.0
2020-12-30,31.1777,31.7737,31.1135,31.4436,2617542.0
2020-12-31,31.3702,31.8929,31.2694,31.8287,2331659.0
2021-01-01,31.3702,31.8929,31.2694,31.8287,2331659.0
2021-01-02,31.3702,31.8929,31.2694,31.8287,2331659.0
2021-01-03,31.3702,31.8929,31.2694,31.8287,2331659.0
2021-01-04,32.0947,32.1313,31.2419,31.306,6207590.0
2021-01-05,31.4069,32.0763,31.3565,31.8837,5154191.0
2021-01-06,32.5898,34.2496,32.2414,33.8186,10200043.0
2021-01-07,34.1946,34.3229,33.3693,33.6627,8355637.0
2021-01-08,33.7911,33.9011,33.0483,33.5435,4614975.0
2021-01-09,33.7911,33.9011,33.0483,33.5435,4614975.0
2021-01-10,33.7911,33.9011,33.0483,33.5435,4614975.0
2021-01-11,32.9933,33.4976,32.6448,33.2776,4701412.0
2021-01-12,33.4059,33.9745,33.2042,33.5252,3777903.0
2021-01-13,33.626,34.8089,33.571,34.3046,7977660.0
2021-01-14,34.5797,35.9277,34.4055,35.6801,10254773.0
2021-01-15,35.0565,35.9323,34.6989,35.5517,7955723.0
2021-01-16,35.0565,35.9323,34.6989,35.5517,7955723.0
2021-01-17,35.0565,35.9323,34.6989,35.5517,7955723.0
2021-01-18,35.0565,35.9323,34.6989,35.5517,7955723.0
2021-01-19,36.3862,36.6429,36.0285,36.4045,7771888.0
2021-01-20,36.6796,37.3123,36.2761,36.5971,5688925.0
2021-01-21,36.2119,36.6338,34.9098,35.0015,7097087.0
2021-01-22,34.4697,34.5338,34.0845,34.2679,5598213.0
2021-01-23,34.4697,34.5338,34.0845,34.2679,5598213.0
2021-01-24,34.4697,34.5338,34.0845,34.2679,5598213.0
2021-01-25,33.892,33.9286,32.5807,33.5893,6013565.0
2021-01-26,33.8553,33.9011,32.4156,32.4431,5316897.0
2021-01-27,32.223,32.7824,31.3152,31.5261,9433487.0
2021-01-28,31.9388,33.085,31.4161,32.9108,11743395.0
2021-01-29,31.9754,32.8741,30.6366,30.8567,12483537.0
2021-01-30,31.9754,32.8741,30.6366,30.8567,12483537.0
2021-01-31,31.9754,32.8741,30.6366,30.8567,12483537.0
2021-02-01,31.7554,31.9663,31.1685,31.8104,7520438.0
2021-02-02,32.1864,33.2409,32.1653,33.0483,8212020.0
2021-02-03,33.0392,33.4059,32.6907,33.1125,5291849.0
2021-02-04,33.214,34.7178,33.214,34.2658,8455097.0
2021-02-05,34.6902,34.8931,34.3027,34.4041,4858889.0
2021-02-06,34.6902,34.8931,34.3027,34.4041,4858889.0
2021-02-07,34.6902,34.8931,34.3027,34.4041,4858889.0
2021-02-08,34.644,34.8344,34.2012,34.7547,7481482.0
2021-02-09,34.6994,34.8193,34.2289,34.2473,7013050.0
2021-02-10,34.5518,34.9854,33.9797,34.9485,4124652.0
2021-02-11,34.9485,35.0269,33.9982,34.3949,2945637.0
2021-02-12,34.4318,34.7916,34.0536,34.275,2992158.0
2021-02-13,34.4318,34.7916,34.0536,34.275,2992158.0
2021-02-14,34.4318,34.7916,34.0536,34.275,2992158.0
2021-02-15,34.4318,34.7916,34.0536,34.275,2992158.0
2021-02-16,34.561,35.0869,34.2242,34.9669,3757312.0
2021-02-17,34.7824,35.3406,34.4226,34.5702,4642891.0
2021-02-18,34.1919,34.5241,33.6292,33.8137,4937032.0
2021-02-19,34.1919,35.3498,34.1181,35.133,5612726.0
2021-02-20,34.1919,35.3498,34.1181,35.133,5612726.0
2021-02-21,34.1919,35.3498,34.1181,35.133,5612726.0
2021-02-22,35.0131,36.3324,35.0038,35.8157,6068832.0
2021-02-23,35.9818,36.194,35.0684,35.5021,6820879.0
2021-02-24,35.6681,37.1997,35.6128,37.1074,8010194.0
2021-02-25,37.3657,37.458,35.7189,36.0003,7490960.0
2021-02-26,35.7696,36.4062,35.0408,35.6866,7518187.0
2021-02-27,35.7696,36.4062,35.0408,35.6866,7518187.0
2021-02-28,35.7696,36.4062,35.0408,35.6866,7518187.0
2021-03-01,36.4062,37.3104,36.3509,36.9044,8210993.0
2021-03-02,36.7476,37.172,36.3878,36.4985,6106571.0
2021-03-03,36.7568,37.7302,36.6369,37.0151,5423464.0
2021-03-04,36.6922,37.0705,34.8378,35.8988,8090787.0
2021-03-05,36.6738,37.1074,34.9854,36.9967,7214810.0
2021-03-06,36.6738,37.1074,34.9854,36.9967,7214810.0
2021-03-07,36.6738,37.1074,34.9854,36.9967,7214810.0
2021-03-08,37.375,38.0208,36.9413,37.4949,8167866.0
2021-03-09,37.3288,37.5825,36.5538,37.0613,6960005.0
2021-03-10,37.3473,38.6205,37.3381,38.3898,6144280.0
2021-03-11,38.2238,39.497,38.0577,39.3586,5369642.0
2021-03-12,39.6907,39.8937,39.2755,39.3955,4044485.0
2021-03-13,39.6907,39.8937,39.2755,39.3955,4044485.0
2021-03-14,39.6907,39.8937,39.2755,39.3955,4044485.0
2021-03-15,39.5154,39.6815,38.3991,39.5062,6448617.0
2021-03-16,39.3678,39.3816,38.113,38.9342,6820222.0
2021-03-17,39.1833,39.8199,38.6389,39.8014,7243802.0
2021-03-18,40.069,40.235,37.8178,38.0669,8054680.0
2021-03-19,37.4672,38.3068,36.923,37.7994,9836018.0
2021-03-20,37.4672,38.3068,36.923,37.7994,9836018.0
2021-03-21,37.4672,38.3068,36.923,37.7994,9836018.0
2021-03-22,37.6979,37.7901,37.1305,37.4026,6843480.0
2021-03-23,36.9598,37.2689,35.4744,35.7973,9354386.0
2021-03-24,36.4431,36.9367,36.1848,36.4339,9934028.0
2021-03-25,36.0741,37.6979,35.2806,37.5779,8072426.0
2021-03-26,38.436,38.6389,37.2642,38.1223,6159094.0
2021-03-27,38.436,38.6389,37.2642,38.1223,6159094.0
2021-03-28,38.436,38.6389,37.2642,38.1223,6159094.0
2021-03-29,37.5226,37.7901,36.7337,37.1812,7423405.0
2021-03-30,37.4303,38.113,37.4303,37.8824,6312627.0
2021-03-31,37.7717,38.3898,37.4949,37.5133,5550303.0
2021-04-01,37.7717,38.5928,37.6794,38.436,5775937.0
2021-04-02,37.7717,38.5928,37.6794,38.436,5775937.0
2021-04-03,37.7717,38.5928,37.6794,38.436,5775937.0
2021-04-04,37.7717,38.5928,37.6794,38.436,5775937.0
2021-04-05,38.8973,39.2202,38.602,38.9526,7898722.0
2021-04-06,38.7958,39.2156,38.6482,38.9249,5310882.0
2021-04-07,39.0633,39.6999,38.9434,39.2017,5536258.0
2021-04-08,38.9342,39.0633,38.2238,38.9803,4697052.0
2021-04-09,39.5615,39.7553,38.97,39.4877,6593831.0
2021-04-10,39.5615,39.7553,38.97,39.4877,6593831.0
2021-04-11,39.5615,39.7553,38.97,39.4877,6593831.0
2021-04-12,39.497,39.8937,39.2525,39.8106,4670994.0
2021-04-13,39.5154,39.6723,38.0669,38.2514,7508706.0
2021-04-14,37.1904,38.7496,37.1074,38.2883,6786719.0
2021-04-15,38.4729,38.4729,37.541,38.0854,5439876.0
2021-04-16,38.5098,38.8788,38.1038,38.1869,4526811.0
2021-04-17,38.5098,38.8788,38.1038,38.1869,4526811.0
2021-04-18,38.5098,38.8788,38.1038,38.1869,4526811.0
2021-04-19,38.1223,38.2514,37.3381,37.5779,10066924.0
2021-04-20,37.3657,37.3657,36.0464,36.5077,4631706.0
2021-04-21,36.1479,37.0889,35.6589,37.0705,6107949.0
2021-04-22,37.2642,37.4488,36.683,36.7937,3443240.0
2021-04-23,36.7199,37.7348,36.4985,37.5318,3181647.0
2021-04-24,36.7199,37.7348,36.4985,37.5318,3181647.0
2021-04-25,36.7199,37.7348,36.4985,37.5318,3181647.0
2021-04-26,37.6425,38.5651,37.6425,38.2607,4549900.0
2021-04-27,36.6369,37.7255,36.5354,37.5779,9905398.0
2021-04-28,37.9008,39.7461,37.8455,39.6999,8877467.0
2021-04-29,40.0136,41.13,39.866,41.0008,9386701.0
2021-04-30,40.6948,41.0008,40.3796,40.5557,6888198.0
2021-05-01,40.6948,41.0008,40.3796,40.5557,6888198.0
