,CG US Equity,CG US Equity,CG US Equity,CG US Equity,CG US Equity
2020-03-10,20.8553,21.4351,19.0121,20.3274,3052607.0
2020-03-11,19.739,20.1281,18.8736,19.3409,3050689.0
2020-03-12,17.541,18.6832,16.3641,17.965,4618447.0
2020-03-13,18.9342,20.5524,18.1813,20.4486,3398792.0
2020-03-14,18.9342,20.5524,18.1813,20.4486,3398792.0
2020-03-15,18.9342,20.5524,18.1813,20.4486,3398792.0
2020-03-16,17.264,17.6621,14.2785,16.1131,5827397.0
2020-03-17,16.4939,17.091,15.2304,15.8622,2814672.0
2020-03-18,15.0574,15.066,13.1622,14.7804,6083696.0
2020-03-19,14.867,17.5496,14.4258,17.29,5544375.0
2020-03-20,17.8611,19.1505,16.1823,16.7794,4317063.0
2020-03-21,17.8611,19.1505,16.1823,16.7794,4317063.0
2020-03-22,17.8611,19.1505,16.1823,16.7794,4317063.0
2020-03-23,16.0179,16.416,15.0141,15.7583,4775554.0
2020-03-24,16.7708,17.7054,16.5718,17.3333,2108461.0
2020-03-25,17.6967,20.2755,17.4198,19.4188,3978305.0
2020-03-26,19.4794,21.288,19.3409,20.5351,2335534.0
2020-03-27,19.4621,20.1544,18.7092,19.6784,2358403.0
2020-03-28,19.4621,20.1544,18.7092,19.6784,2358403.0
2020-03-29,19.4621,20.1544,18.7092,19.6784,2358403.0
2020-03-30,19.5659,20.0331,18.6486,19.4837,1520370.0
2020-03-31,19.4967,19.726,18.5534,18.7352,1956444.0
2020-04-01,18.1381,18.1381,16.8746,17.0564,2232281.0
2020-04-02,16.8746,17.8265,16.8054,17.4717,1172740.0
2020-04-03,17.2814,17.6936,16.3121,17.2121,1880233.0
2020-04-04,17.2814,17.6936,16.3121,17.2121,1880233.0
2020-04-05,17.2814,17.6936,16.3121,17.2121,1880233.0
2020-04-06,18.0169,19.064,18.0083,18.8823,1317036.0
2020-04-07,19.8601,20.414,18.9169,19.2284,2180735.0
2020-04-08,19.6438,20.0073,18.9954,19.8774,1897285.0
2020-04-09,19.9034,21.5822,19.8948,20.8207,2717094.0
2020-04-10,19.9034,21.5822,19.8948,20.8207,2717094.0
2020-04-11,19.9034,21.5822,19.8948,20.8207,2717094.0
2020-04-12,19.9034,21.5822,19.8948,20.8207,2717094.0
2020-04-13,20.3967,20.6649,18.6054,19.739,2097437.0
2020-04-14,20.3361,20.7774,20.0159,20.7774,1335347.0
2020-04-15,20.8034,20.8034,19.488,19.6265,1619359.0
2020-04-16,19.6351,19.8861,19.038,19.6265,1101004.0
2020-04-17,20.2496,20.5005,19.6395,19.8601,1440566.0
2020-04-18,20.2496,20.5005,19.6395,19.8601,1440566.0
2020-04-19,20.2496,20.5005,19.6395,19.8601,1440566.0
2020-04-20,19.6351,19.6351,18.8996,18.9255,1829534.0
2020-04-21,18.5102,18.6356,17.9996,18.1727,2294758.0
2020-04-22,18.3284,18.8996,18.2419,18.7698,1273289.0
2020-04-23,18.8736,19.514,18.839,19.2111,996260.0
2020-04-24,19.2371,19.6092,19.0467,19.54,1044025.0
2020-04-25,19.2371,19.6092,19.0467,19.54,1044025.0
2020-04-26,19.2371,19.6092,19.0467,19.54,1044025.0
2020-04-27,19.8774,21.2447,19.752,21.1495,978728.0
2020-04-28,21.6341,22.2572,21.2274,21.4697,1488168.0
2020-04-29,21.7813,22.811,21.7813,22.4649,1700626.0
2020-04-30,20.3361,21.4957,19.5616,20.2842,3186155.0
2020-05-01,19.938,20.0505,18.6919,19.1938,1947657.0
2020-05-02,19.938,20.0505,18.6919,19.1938,1947657.0
2020-05-03,19.938,20.0505,18.6919,19.1938,1947657.0
2020-05-04,18.7698,19.0294,18.4832,19.0207,1739808.0
2020-05-05,19.2111,20.3318,19.1765,20.0678,4743221.0
2020-05-06,20.3361,20.7774,19.938,19.9553,2662179.0
2020-05-07,20.388,20.8813,20.1631,20.6822,2048870.0
2020-05-08,21.1928,21.3269,20.8467,21.2447,1363547.0
2020-05-09,21.1928,21.3269,20.8467,21.2447,1363547.0
2020-05-10,21.1928,21.3269,20.8467,21.2447,1363547.0
2020-05-11,21.1398,21.7081,20.9737,21.4895,1998328.0
2020-05-12,21.5245,21.9704,21.201,21.2884,2120662.0
2020-05-13,21.3147,21.9485,20.2306,20.5453,2847520.0
2020-05-14,20.0295,20.8338,19.5486,20.7464,1879572.0
2020-05-15,20.4841,20.6852,20.0645,20.5278,1172507.0
2020-05-16,20.4841,20.6852,20.0645,20.5278,1172507.0
2020-05-17,20.4841,20.6852,20.0645,20.5278,1172507.0
2020-05-18,21.1136,22.1802,21.0874,21.8917,2203264.0
2020-05-19,21.9441,22.696,21.4633,21.8217,1388649.0
2020-05-20,22.2414,22.8621,22.1365,22.6698,1386312.0
2020-05-21,22.8184,23.2468,22.7397,23.1681,1653908.0
2020-05-22,22.8534,23.544,22.6529,23.4479,1653842.0
2020-05-23,22.8534,23.544,22.6529,23.4479,1653842.0
2020-05-24,22.8534,23.544,22.6529,23.4479,1653842.0
2020-05-25,22.8534,23.544,22.6529,23.4479,1653842.0
2020-05-26,23.85,25.2882,23.7364,24.3484,5039962.0
2020-05-27,24.8292,25.3538,24.1211,24.5582,3426477.0
2020-05-28,24.8729,25.1134,24.0424,24.4533,2067002.0
2020-05-29,24.6544,25.1877,23.7189,24.1823,8902126.0
2020-05-30,24.6544,25.1877,23.7189,24.1823,8902126.0
2020-05-31,24.6544,25.1877,23.7189,24.1823,8902126.0
2020-06-01,24.1823,25.0478,24.0599,24.5844,2071083.0
2020-06-02,24.9429,25.4937,24.7331,25.2664,2149786.0
2020-06-03,25.45,26.3854,25.2139,26.2892,3013601.0
2020-06-04,26.1144,26.7351,25.8609,26.0095,2583811.0
2020-06-05,26.7788,27.5132,25.7647,25.9308,3735842.0
2020-06-06,26.7788,27.5132,25.7647,25.9308,3735842.0
2020-06-07,26.7788,27.5132,25.7647,25.9308,3735842.0
2020-06-08,26.4554,26.9712,25.957,26.8313,3102013.0
2020-06-09,25.9745,26.5603,25.6073,26.1843,2184628.0
2020-06-10,26.2018,26.4641,25.8434,26.1931,2169258.0
2020-06-11,24.9166,25.109,24.3965,24.5145,2356318.0
2020-06-12,25.3538,25.7559,24.8292,25.686,1586463.0
2020-06-13,25.3538,25.7559,24.8292,25.686,1586463.0
2020-06-14,25.3538,25.7559,24.8292,25.686,1586463.0
2020-06-15,24.7331,27.1897,24.5757,26.9012,5629968.0
2020-06-16,27.3471,27.8542,26.3024,26.7176,3262339.0
2020-06-17,27.0761,27.4695,26.639,26.9275,6345619.0
2020-06-18,26.5778,27.2378,26.2018,27.0499,4957928.0
2020-06-19,27.723,27.723,25.8521,26.0969,11545118.0
2020-06-20,27.723,27.723,25.8521,26.0969,11545118.0
2020-06-21,27.723,27.723,25.8521,26.0969,11545118.0
2020-06-22,25.9133,26.2281,24.8117,25.4237,5807110.0
2020-06-23,25.9308,26.2281,25.45,25.651,4646325.0
2020-06-24,25.2838,25.721,24.5495,24.8205,1914438.0
2020-06-25,24.6806,25.4325,24.5669,24.8205,1894671.0
2020-06-26,24.6981,24.8904,22.967,23.1419,9113469.0
2020-06-27,24.6981,24.8904,22.967,23.1419,9113469.0
2020-06-28,24.6981,24.8904,22.967,23.1419,9113469.0
2020-06-29,23.4042,24.0424,23.1419,23.8588,1440990.0
2020-06-30,23.92,24.5276,23.7539,24.3921,2107077.0
2020-07-01,24.5145,24.8117,23.8605,24.3833,1585443.0
2020-07-02,24.8117,24.9166,24.309,24.4533,1451884.0
2020-07-03,24.8117,24.9166,24.309,24.4533,1451884.0
2020-07-04,24.8117,24.9166,24.309,24.4533,1451884.0
2020-07-05,24.8117,24.9166,24.309,24.4533,1451884.0
2020-07-06,24.9691,25.0128,24.4358,24.5932,882310.0
2020-07-07,24.2435,24.3746,23.6052,23.6664,1154857.0
2020-07-08,23.6402,24.9778,23.5091,24.9166,2077013.0
2020-07-09,24.8992,25.0041,24.0599,24.6281,1280173.0
2020-07-10,24.6281,24.7156,24.3047,24.6981,897203.0
2020-07-11,24.6281,24.7156,24.3047,24.6981,897203.0
2020-07-12,24.6281,24.7156,24.3047,24.6981,897203.0
2020-07-13,25.1789,25.1809,23.9375,23.9899,1265088.0
2020-07-14,23.85,24.9691,23.7976,24.9166,1207695.0
2020-07-15,25.2838,25.5898,25.039,25.4587,1354431.0
2020-07-16,25.2664,25.38,25.0303,25.2314,408866.0
2020-07-17,25.2401,25.5461,25.0915,25.3975,433901.0
2020-07-18,25.2401,25.5461,25.0915,25.3975,433901.0
2020-07-19,25.2401,25.5461,25.0915,25.3975,433901.0
2020-07-20,25.2226,25.6685,25.2226,25.3975,749760.0
2020-07-21,25.4762,26.0707,25.2576,25.8609,1282217.0
2020-07-22,25.8346,26.0751,25.651,25.7035,527531.0
2020-07-23,25.5636,25.8958,25.2052,25.3713,607972.0
2020-07-24,25.1877,25.3101,24.9341,25.1002,453918.0
2020-07-25,25.1877,25.3101,24.9341,25.1002,453918.0
2020-07-26,25.1877,25.3101,24.9341,25.1002,453918.0
2020-07-27,25.074,25.6292,24.9604,25.4849,638683.0
2020-07-28,25.3975,25.5723,25.1789,25.2576,552435.0
2020-07-29,25.45,26.027,25.3276,25.8871,1146266.0
2020-07-30,25.6947,25.8783,25.2838,25.6073,1071024.0
2020-07-31,25.5636,25.5986,24.532,24.8904,751273.0
2020-08-01,25.5636,25.5986,24.532,24.8904,751273.0
2020-08-02,25.5636,25.5986,24.532,24.8904,751273.0
2020-08-03,24.9079,25.2401,24.3659,24.7855,2343033.0
2020-08-04,24.4008,24.6981,23.9375,24.3833,3485521.0
2020-08-05,24.3047,24.7068,24.1123,24.6806,1255241.0
2020-08-06,24.532,24.7637,24.1779,24.2172,896070.0
2020-08-07,23.9637,24.2085,23.7014,24.0249,1476504.0
2020-08-08,23.9637,24.2085,23.7014,24.0249,1476504.0
2020-08-09,23.9637,24.2085,23.7014,24.0249,1476504.0
2020-08-10,24.2013,24.2366,23.7337,24.0072,868154.0
2020-08-11,23.9631,24.2609,23.7337,23.7867,1683165.0
2020-08-12,24.0425,24.3337,23.8881,24.0778,742575.0
2020-08-13,24.1043,24.3205,23.7249,23.822,679844.0
2020-08-14,23.7514,24.0425,23.6896,23.9455,723988.0
2020-08-15,23.7514,24.0425,23.6896,23.9455,723988.0
2020-08-16,23.7514,24.0425,23.6896,23.9455,723988.0
2020-08-17,24.0249,24.2102,23.8661,24.1572,765424.0
2020-08-18,24.2013,24.8101,23.9984,24.1396,1222951.0
2020-08-19,24.1131,24.2807,23.9631,23.9808,963264.0
2020-08-20,23.822,23.822,23.2573,23.2838,855205.0
2020-08-21,23.3014,23.5132,23.1955,23.469,632397.0
2020-08-22,23.3014,23.5132,23.1955,23.469,632397.0
2020-08-23,23.3014,23.5132,23.1955,23.469,632397.0
2020-08-24,23.4779,23.5705,23.1249,23.4867,904734.0
2020-08-25,23.6543,23.6852,23.2308,23.2749,1167017.0
2020-08-26,23.3985,24.0249,22.5338,23.769,885110.0
2020-08-27,23.7867,23.8396,23.3367,23.4867,906907.0
2020-08-28,23.4337,23.5132,22.4897,23.0014,1319312.0
2020-08-29,23.4337,23.5132,22.4897,23.0014,1319312.0
2020-08-30,23.4337,23.5132,22.4897,23.0014,1319312.0
2020-08-31,23.1073,23.1867,22.7279,22.772,1070157.0
2020-09-01,22.772,24.1396,22.6044,23.4779,1314015.0
2020-09-02,23.4249,23.8749,23.1249,23.7161,912896.0
2020-09-03,23.6014,23.672,22.5514,22.8338,1077819.0
2020-09-04,22.9485,23.319,22.0839,22.7808,815943.0
2020-09-05,22.9485,23.319,22.0839,22.7808,815943.0
2020-09-06,22.9485,23.319,22.0839,22.7808,815943.0
2020-09-07,22.9485,23.319,22.0839,22.7808,815943.0
2020-09-08,22.2074,22.3573,21.3515,22.0309,1892323.0
2020-09-09,22.1985,22.6397,21.828,22.5956,968610.0
2020-09-10,22.7632,23.1691,22.2647,22.3044,1068834.0
2020-09-11,22.5338,22.8603,22.1721,22.2074,1286137.0
2020-09-12,22.5338,22.8603,22.1721,22.2074,1286137.0
2020-09-13,22.5338,22.8603,22.1721,22.2074,1286137.0
2020-09-14,22.3662,22.7897,22.1015,22.525,1033824.0
2020-09-15,22.6838,22.975,22.4985,22.772,803835.0
2020-09-16,22.9308,23.1338,22.6309,22.7632,1102336.0
2020-09-17,22.3221,22.3221,21.8633,21.9603,1030804.0
2020-09-18,22.0574,22.1544,21.6868,21.8191,1646807.0
2020-09-19,22.0574,22.1544,21.6868,21.8191,1646807.0
2020-09-20,22.0574,22.1544,21.6868,21.8191,1646807.0
2020-09-21,21.2721,21.7574,21.2104,21.6427,1078472.0
2020-09-22,21.7486,21.8808,21.1839,21.678,1094906.0
2020-09-23,21.678,21.9162,21.1398,21.2368,849513.0
2020-09-24,21.3074,21.3074,20.7163,20.7957,877049.0
2020-09-25,20.7163,21.1442,20.7163,20.9016,1096443.0
2020-09-26,20.7163,21.1442,20.7163,20.9016,1096443.0
2020-09-27,20.7163,21.1442,20.7163,20.9016,1096443.0
2020-09-28,21.2104,21.9427,21.2104,21.828,544526.0
2020-09-29,21.8809,21.9471,21.6692,21.7133,601755.0
2020-09-30,21.678,21.978,21.5897,21.7662,503108.0
2020-10-01,22.0132,22.1544,21.6736,21.9515,864630.0
2020-10-02,21.3604,22.5691,21.3604,22.3221,619457.0
2020-10-03,21.3604,22.5691,21.3604,22.3221,619457.0
2020-10-04,21.3604,22.5691,21.3604,22.3221,619457.0
2020-10-05,22.5956,22.9838,22.4941,22.9573,682330.0
2020-10-06,22.7897,23.2926,22.6485,22.7367,933604.0
2020-10-07,22.9308,23.1249,22.6309,22.8691,1151960.0
2020-10-08,23.2308,23.5661,23.0191,23.5573,897055.0
2020-10-09,23.6278,23.7249,23.3367,23.6455,767076.0
2020-10-10,23.6278,23.7249,23.3367,23.6455,767076.0
2020-10-11,23.6278,23.7249,23.3367,23.6455,767076.0
2020-10-12,24.1749,24.2446,23.6338,23.7249,621197.0
2020-10-13,23.9102,23.9896,23.5308,23.619,673701.0
2020-10-14,23.6455,24.0514,23.5749,23.6896,621727.0
2020-10-15,23.3896,24.166,23.1514,24.0602,782325.0
2020-10-16,24.0425,24.6601,23.9719,24.4219,1412535.0
2020-10-17,24.0425,24.6601,23.9719,24.4219,1412535.0
2020-10-18,24.0425,24.6601,23.9719,24.4219,1412535.0
2020-10-19,24.6866,24.916,24.4131,24.4396,1636337.0
2020-10-20,24.6601,24.7881,24.3249,24.3866,475527.0
2020-10-21,24.519,24.519,23.919,24.2013,723516.0
2020-10-22,24.2366,24.6425,24.1396,24.4043,862066.0
2020-10-23,24.6601,24.6866,23.9455,24.2278,554415.0
2020-10-24,24.6601,24.6866,23.9455,24.2278,554415.0
2020-10-25,24.6601,24.6866,23.9455,24.2278,554415.0
2020-10-26,23.9367,24.0633,23.0279,23.1602,655684.0
2020-10-27,23.0279,23.4558,22.675,22.7367,553782.0
2020-10-28,22.2779,22.2779,21.678,22.1985,1110743.0
2020-10-29,22.2338,22.6485,21.5545,22.5514,799193.0
2020-10-30,22.5426,23.0014,21.6339,21.9868,905700.0
2020-10-31,22.5426,23.0014,21.6339,21.9868,905700.0
2020-11-01,22.5426,23.0014,21.6339,21.9868,905700.0
2020-11-02,22.1721,22.7456,22.0265,22.4015,885258.0
2020-11-03,22.825,23.0014,22.2779,22.3573,1141423.0
2020-11-04,22.375,23.5837,22.375,23.3543,1686627.0
2020-11-05,23.9984,25.0086,23.8043,24.166,1748554.0
2020-11-06,24.5719,24.5719,23.7867,24.1043,676473.0
2020-11-07,24.5719,24.5719,23.7867,24.1043,676473.0
2020-11-08,24.5719,24.5719,23.7867,24.1043,676473.0
2020-11-09,25.1639,25.6091,24.4783,24.6297,1465951.0
2020-11-10,24.4783,25.0482,24.2022,24.9235,803630.0
2020-11-11,25.1105,25.1371,24.4605,24.6742,775792.0
2020-11-12,24.5762,24.692,24.2646,24.4338,1389029.0
2020-11-13,24.6653,24.9057,24.3892,24.7543,886304.0
2020-11-14,24.6653,24.9057,24.3892,24.7543,886304.0
2020-11-15,24.6653,24.9057,24.3892,24.7543,886304.0
2020-11-16,25.2173,25.44,24.692,25.3331,1090709.0
2020-11-17,25.2619,25.5112,24.8701,25.4934,1943530.0
2020-11-18,25.529,25.7427,24.8434,24.8968,936461.0
2020-11-19,24.8345,24.9547,24.5495,24.7543,1934623.0
2020-11-20,25.5646,25.5646,24.7009,24.879,1531119.0
2020-11-21,25.5646,25.5646,24.7009,24.879,1531119.0
2020-11-22,25.5646,25.5646,24.7009,24.879,1531119.0
2020-11-23,25.0125,25.4667,24.7009,24.7187,1237025.0
2020-11-24,25.0838,25.8318,24.8879,25.5557,1559868.0
2020-11-25,25.4934,25.7249,25.2352,25.618,559298.0
2020-11-26,25.4934,25.7249,25.2352,25.618,559298.0
2020-11-27,25.7605,25.8496,25.4311,25.4934,1151715.0
2020-11-28,25.7605,25.8496,25.4311,25.4934,1151715.0
2020-11-29,25.7605,25.8496,25.4311,25.4934,1151715.0
2020-11-30,25.4311,25.5112,25.0393,25.2975,1564008.0
2020-12-01,25.6002,25.9119,25.2797,25.529,1028468.0
2020-12-02,25.5824,25.9119,25.4168,25.6982,1332160.0
2020-12-03,25.7516,26.0544,25.5557,25.6537,769515.0
2020-12-04,25.805,25.9564,25.6537,25.8852,1081114.0
2020-12-05,25.805,25.9564,25.6537,25.8852,1081114.0
2020-12-06,25.805,25.9564,25.6537,25.8852,1081114.0
2020-12-07,26.0187,26.4907,26.0187,26.1256,1199767.0
2020-12-08,26.09,26.5575,26.09,26.5174,1338431.0
2020-12-09,26.7133,26.8736,26.4328,26.7133,1966888.0
2020-12-10,26.7133,26.7133,25.8674,26.464,2065772.0
2020-12-11,26.2057,26.6955,26.1612,26.3927,625096.0
2020-12-12,26.2057,26.6955,26.1612,26.3927,625096.0
2020-12-13,26.2057,26.6955,26.1612,26.3927,625096.0
2020-12-14,26.5085,26.6287,26.0722,26.179,1146779.0
2020-12-15,26.4194,26.9982,26.4105,26.9715,866990.0
2020-12-16,27.1318,27.6928,26.9537,27.5147,1444338.0
2020-12-17,27.5414,27.8263,27.3989,27.7373,1360425.0
2020-12-18,27.6839,27.6839,27.203,27.4702,1758214.0
2020-12-19,27.6839,27.6839,27.203,27.4702,1758214.0
2020-12-20,27.6839,27.6839,27.203,27.4702,1758214.0
2020-12-21,27.0962,27.5948,26.8112,27.4613,2220420.0
2020-12-22,27.5058,27.8931,27.1407,27.5859,1361998.0
2020-12-23,27.8085,28.2716,27.6661,27.9421,653417.0
2020-12-24,27.9243,28.1447,27.6037,27.9243,351101.0
2020-12-25,27.9243,28.1447,27.6037,27.9243,351101.0
2020-12-26,27.9243,28.1447,27.6037,27.9243,351101.0
2020-12-27,27.9243,28.1447,27.6037,27.9243,351101.0
2020-12-28,28.1291,28.2449,27.9065,27.9955,694883.0
2020-12-29,28.1647,28.2359,27.8263,27.8352,625706.0
2020-12-30,27.9688,28.5209,27.8798,27.9777,416662.0
2020-12-31,27.8887,28.3161,27.7017,27.9955,531918.0
2021-01-01,27.8887,28.3161,27.7017,27.9955,531918.0
2021-01-02,27.8887,28.3161,27.7017,27.9955,531918.0
2021-01-03,27.8887,28.3161,27.7017,27.9955,531918.0
2021-01-04,28.138,28.138,27.0784,27.7017,1482517.0
2021-01-05,27.6037,28.0401,27.5085,27.9955,826014.0
2021-01-06,27.9777,28.2983,27.2921,27.6304,1736872.0
2021-01-07,27.7996,28.325,27.6972,28.0222,686840.0
2021-01-08,28.227,28.699,28.0579,28.6366,2061242.0
2021-01-09,28.227,28.699,28.0579,28.6366,2061242.0
2021-01-10,28.227,28.699,28.0579,28.6366,2061242.0
2021-01-11,28.2894,29.2332,28.0846,29.0373,597461.0
2021-01-12,29.3045,30.1771,29.26,29.7497,2495108.0
2021-01-13,29.9901,29.999,29.2421,29.5271,1668655.0
2021-01-14,29.7497,30.3285,29.438,30.0614,1383900.0
2021-01-15,29.6518,30.097,29.2511,30.0079,1571434.0
2021-01-16,29.6518,30.097,29.2511,30.0079,1571434.0
2021-01-17,29.6518,30.097,29.2511,30.0079,1571434.0
2021-01-18,29.6518,30.097,29.2511,30.0079,1571434.0
2021-01-19,30.2929,30.8904,30.2929,30.5244,1048577.0
2021-01-20,30.3285,30.9429,30.3285,30.7336,1377262.0
2021-01-21,30.9785,30.9785,30.2751,30.3641,1314323.0
2021-01-22,30.1237,30.3018,29.5627,29.7408,948468.0
2021-01-23,30.1237,30.3018,29.5627,29.7408,948468.0
2021-01-24,30.1237,30.3018,29.5627,29.7408,948468.0
2021-01-25,29.7408,29.9189,29.1798,29.3935,1020812.0
2021-01-26,30.1771,30.2751,28.7702,28.8593,1632963.0
2021-01-27,28.4853,28.5921,27.764,28.0401,2853883.0
2021-01-28,28.3606,29.4024,28.1113,29.2332,1147990.0
2021-01-29,29.1442,29.2065,28.2627,28.7346,1045071.0
2021-01-30,29.1442,29.2065,28.2627,28.7346,1045071.0
2021-01-31,29.1442,29.2065,28.2627,28.7346,1045071.0
2021-02-01,28.9839,29.4291,28.8771,29.1264,1546002.0
2021-02-02,29.1976,30.0435,29.1976,29.812,1440963.0
2021-02-03,29.7942,30.0435,29.349,30.0168,1823251.0
2021-02-04,30.097,32.1806,30.0614,32.145,2817512.0
2021-02-05,33.1512,33.1512,32.234,32.5902,1424625.0
2021-02-06,33.1512,33.1512,32.234,32.5902,1424625.0
2021-02-07,33.1512,33.1512,32.234,32.5902,1424625.0
2021-02-08,32.9286,33.0175,32.2429,32.5991,1483478.0
2021-02-09,32.6971,33.4896,32.6169,33.2135,2043541.0
2021-02-10,33.5786,33.6677,32.9197,33.3115,2109078.0
2021-02-11,33.5964,33.6276,32.5368,33.1156,1743451.0
2021-02-12,33.4742,33.4742,33.0797,33.3128,1424671.0
2021-02-13,33.4742,33.4742,33.0797,33.3128,1424671.0
2021-02-14,33.4742,33.4742,33.0797,33.3128,1424671.0
2021-02-15,33.4742,33.4742,33.0797,33.3128,1424671.0
2021-02-16,33.3935,33.5995,33.1245,33.3128,1473829.0
2021-02-17,32.9632,33.2949,32.506,32.7659,1980327.0
2021-02-18,32.7211,32.748,32.1026,32.3446,1927010.0
2021-02-19,32.8108,33.017,32.5418,32.7211,1873342.0
2021-02-20,32.8108,33.017,32.5418,32.7211,1873342.0
2021-02-21,32.8108,33.017,32.5418,32.7211,1873342.0
2021-02-22,32.5956,32.6762,32.2643,32.4163,1980726.0
2021-02-23,32.3536,32.6315,31.5557,32.4791,2580582.0
2021-02-24,32.2998,32.6315,31.5826,31.9053,1677375.0
2021-02-25,31.7978,32.0219,30.8206,30.9013,1134746.0
2021-02-26,30.973,31.1075,29.969,30.7041,2773183.0
2021-02-27,30.973,31.1075,29.969,30.7041,2773183.0
2021-02-28,30.973,31.1075,29.969,30.7041,2773183.0
2021-03-01,31.3675,31.6095,30.8206,31.5019,1191773.0
2021-03-02,31.5019,31.8784,31.3675,31.7081,1302172.0
2021-03-03,31.9322,31.9322,31.4481,31.493,1496066.0
2021-03-04,31.4033,31.7619,30.731,31.4033,1405592.0
2021-03-05,31.5557,31.8247,30.8385,30.973,1380228.0
2021-03-06,31.5557,31.8247,30.8385,30.973,1380228.0
2021-03-07,31.5557,31.8247,30.8385,30.973,1380228.0
2021-03-08,31.0806,31.6274,30.9282,31.5557,1191069.0
2021-03-09,31.7978,32.5508,31.6767,32.1743,1542539.0
2021-03-10,32.6225,32.8915,32.3177,32.5687,2132496.0
2021-03-11,32.7301,33.1425,32.6584,32.9766,2276147.0
2021-03-12,32.7659,32.9901,32.5418,32.7749,2228265.0
2021-03-13,32.7659,32.9901,32.5418,32.7749,2228265.0
2021-03-14,32.7659,32.9901,32.5418,32.7749,2228265.0
2021-03-15,32.9721,33.5997,32.7749,33.4786,1011147.0
2021-03-16,33.5997,33.8507,33.1245,33.3128,1098975.0
2021-03-17,33.1694,33.5728,32.8466,33.4383,1010404.0
2021-03-18,33.3845,33.4473,32.3894,32.6046,1420055.0
2021-03-19,32.6135,32.9094,32.2024,32.7032,2578800.0
2021-03-20,32.6135,32.9094,32.2024,32.7032,2578800.0
2021-03-21,32.6135,32.9094,32.2024,32.7032,2578800.0
2021-03-22,32.5687,33.3397,32.5418,33.1873,1105200.0
2021-03-23,33.1604,33.3576,32.757,32.8915,2174590.0
2021-03-24,33.0259,33.5548,32.8825,32.9542,1965099.0
2021-03-25,32.8825,33.259,32.3356,33.0349,953967.0
2021-03-26,33.0618,33.1694,32.5329,32.9811,1293133.0
2021-03-27,33.0618,33.1694,32.5329,32.9811,1293133.0
2021-03-28,33.0618,33.1694,32.5329,32.9811,1293133.0
2021-03-29,32.9183,33.0797,32.5239,32.6225,2504403.0
2021-03-30,32.4611,33.2949,32.4522,33.268,1753670.0
2021-03-31,33.3307,33.5997,32.7928,32.9542,2412056.0
2021-04-01,33.2142,33.5728,32.9811,33.519,900087.0
2021-04-02,33.2142,33.5728,32.9811,33.519,900087.0
2021-04-03,33.2142,33.5728,32.9811,33.519,900087.0
2021-04-04,33.2142,33.5728,32.9811,33.519,900087.0
2021-04-05,33.779,34.1644,33.5728,33.6355,1076814.0
2021-04-06,33.7252,33.7252,33.3666,33.4383,1409004.0
2021-04-07,33.5279,34.0838,33.4473,34.0658,1018612.0
2021-04-08,34.3348,34.4692,33.9134,34.021,840368.0
2021-04-09,34.5947,34.5947,33.8686,34.0748,793007.0
2021-04-10,34.5947,34.5947,33.8686,34.0748,793007.0
2021-04-11,34.5947,34.5947,33.8686,34.0748,793007.0
2021-04-12,34.0389,34.1017,33.8327,34.0658,1095912.0
2021-04-13,34.1913,34.4961,33.7879,34.4379,1049645.0
2021-04-14,34.3168,35.4643,34.3168,34.9533,1276968.0
2021-04-15,34.8189,35.1057,34.7471,34.9937,697126.0
2021-04-16,35.1864,35.6884,35.034,35.5898,825758.0
2021-04-17,35.1864,35.6884,35.034,35.5898,825758.0
2021-04-18,35.1864,35.6884,35.034,35.5898,825758.0
2021-04-19,35.6346,35.8498,35.4554,35.7108,1044938.0
2021-04-20,35.7153,35.8139,34.9444,35.2133,713045.0
2021-04-21,35.1237,35.7108,35.1237,35.5988,1131530.0
2021-04-22,35.787,36.7776,35.6167,36.065,1524759.0
2021-04-23,36.1187,37.2483,36.1008,37.2304,1114551.0
2021-04-24,36.1187,37.2483,36.1008,37.2304,1114551.0
2021-04-25,36.1187,37.2483,36.1008,37.2304,1114551.0
2021-04-26,37.4365,37.4993,37.069,37.2752,1294740.0
2021-04-27,37.3559,37.822,37.2841,37.6831,822806.0
2021-04-28,37.6661,38.2254,37.6158,38.1179,1653181.0
2021-04-29,38.1717,38.4944,37.3648,37.9879,1799075.0
2021-04-30,37.6696,38.3554,37.6696,38.2434,1227299.0
2021-05-01,37.6696,38.3554,37.6696,38.2434,1227299.0
2021-05-02,37.6696,38.3554,37.6696,38.2434,1227299.0
2021-05-03,38.5751,39.1398,38.4182,38.8888,1227002.0
2021-05-04,38.8978,38.9516,37.7862,38.6378,1045579.0
2021-05-05,39.0054,39.727,38.8171,39.5701,1153516.0
2021-05-06,39.7584,40.2066,39.3819,40.1708,970405.0
2021-05-07,39.8929,40.5473,39.355,40.3232,2094058.0
2021-05-08,39.8929,40.5473,39.355,40.3232,2094058.0
2021-05-09,39.8929,40.5473,39.355,40.3232,2094058.0
2021-05-10,40.3502,40.6252,40.0663,40.1249,1298709.0
2021-05-11,39.5389,39.6381,38.4075,39.0882,1455382.0
2021-05-12,39.2324,39.291,37.2221,37.5015,2318590.0
2021-05-13,37.7269,38.4571,37.5466,38.2678,1902955.0
2021-05-14,38.4932,39.3316,38.2948,39.2234,1402994.0
2021-05-15,38.4932,39.3316,38.2948,39.2234,1402994.0
