,CG US Equity,CG US Equity,CG US Equity,CG US Equity,CG US Equity
2019-07-25,20.6834,20.8418,20.2666,20.7751,1252502.0
2019-07-26,20.8001,20.9752,20.6084,20.8084,1284305.0
2019-07-27,20.8001,20.9752,20.6084,20.8084,1284305.0
2019-07-28,20.8001,20.9752,20.6084,20.8084,1284305.0
2019-07-29,20.9168,20.9168,20.1832,20.55,782051.0
2019-07-30,20.5583,20.6417,20.2916,20.575,1440926.0
2019-07-31,21.5921,21.6671,19.8372,19.8831,4840907.0
2019-08-01,20.3749,20.3749,19.2703,19.4079,5388720.0
2019-08-02,19.3412,19.3412,18.7243,19.1328,1610917.0
2019-08-03,19.3412,19.3412,18.7243,19.1328,1610917.0
2019-08-04,19.3412,19.3412,18.7243,19.1328,1610917.0
2019-08-05,18.7743,18.8326,17.9239,18.7493,2077399.0
2019-08-06,18.966,19.5204,18.8993,19.4746,1249480.0
2019-08-07,19.1578,19.5913,18.816,19.5579,760641.0
2019-08-08,19.5913,20.0081,19.4829,19.708,851551.0
2019-08-09,19.725,19.7564,19.0796,19.1051,849225.0
2019-08-10,19.725,19.7564,19.0796,19.1051,849225.0
2019-08-11,19.725,19.7564,19.0796,19.1051,849225.0
2019-08-12,18.9268,18.9268,18.1524,18.4173,1169387.0
2019-08-13,18.3749,18.9693,18.1796,18.706,1497068.0
2019-08-14,18.29,18.5192,18.0182,18.222,1016570.0
2019-08-15,18.3409,18.4598,17.6107,17.8909,1542153.0
2019-08-16,18.0098,18.5447,17.8654,18.4343,918817.0
2019-08-17,18.0098,18.5447,17.8654,18.4343,918817.0
2019-08-18,18.0098,18.5447,17.8654,18.4343,918817.0
2019-08-19,18.9268,19.0542,18.6975,18.74,969957.0
2019-08-20,18.6381,19.0117,18.5362,18.8249,891750.0
2019-08-21,19.0202,19.3683,18.8079,19.2749,1169995.0
2019-08-22,19.5212,19.6522,19.1051,19.3259,1094176.0
2019-08-23,19.258,19.3429,18.6466,18.6975,596923.0
2019-08-24,19.258,19.3429,18.6466,18.6975,596923.0
2019-08-25,19.258,19.3429,18.6466,18.6975,596923.0
2019-08-26,18.8079,18.9608,18.5022,18.5107,909679.0
2019-08-27,18.7655,19.0881,18.5956,19.0202,913426.0
2019-08-28,18.9268,19.2325,18.7867,19.1985,391587.0
2019-08-29,19.3174,19.6061,19.2495,19.4957,889618.0
2019-08-30,19.5212,19.6146,19.1306,19.3429,630241.0
2019-08-31,19.5212,19.6146,19.1306,19.3429,630241.0
2019-09-01,19.5212,19.6146,19.1306,19.3429,630241.0
2019-09-02,19.5212,19.6146,19.1306,19.3429,630241.0
2019-09-03,19.0712,19.2579,18.5532,18.8249,796120.0
2019-09-04,19.0202,19.775,18.6721,19.5891,1121045.0
2019-09-05,19.9542,20.7524,19.8014,20.5826,1752074.0
2019-09-06,20.7015,21.2109,20.5656,20.8373,999763.0
2019-09-07,20.7015,21.2109,20.5656,20.8373,999763.0
2019-09-08,20.7015,21.2109,20.5656,20.8373,999763.0
2019-09-09,20.8458,21.3807,20.7864,21.3213,924112.0
2019-09-10,21.2958,21.4996,20.5656,20.7524,1037663.0
2019-09-11,20.8458,21.4317,20.6335,21.16,1085789.0
2019-09-12,21.2789,22.077,21.2364,21.7629,1856415.0
2019-09-13,21.9072,22.2261,21.4402,21.8987,1103275.0
2019-09-14,21.9072,22.2261,21.4402,21.8987,1103275.0
2019-09-15,21.9072,22.2261,21.4402,21.8987,1103275.0
2019-09-16,21.6525,22.1874,21.4444,22.128,1265735.0
2019-09-17,22.1195,22.2468,21.9836,22.094,817721.0
2019-09-18,21.9581,22.1874,21.7544,22.1789,828439.0
2019-09-19,22.2129,22.9261,22.1789,22.5865,1489065.0
2019-09-20,22.595,22.9176,22.4082,22.5865,837328.0
2019-09-21,22.595,22.9176,22.4082,22.5865,837328.0
2019-09-22,22.595,22.9176,22.4082,22.5865,837328.0
2019-09-23,22.5186,22.6969,22.1619,22.5016,1096067.0
2019-09-24,22.4591,22.8752,22.2468,22.4167,1486995.0
2019-09-25,22.1365,22.8158,22.094,22.7308,1006425.0
2019-09-26,22.8242,22.8752,22.6295,22.7139,661316.0
2019-09-27,22.8582,22.9389,21.661,21.8138,3368188.0
2019-09-28,22.8582,22.9389,21.661,21.8138,3368188.0
2019-09-29,22.8582,22.9389,21.661,21.8138,3368188.0
2019-09-30,21.8393,21.8393,21.2789,21.7034,1489869.0
2019-10-01,21.7713,22.06,21.0496,21.1939,1577372.0
2019-10-02,20.8118,21.0241,19.9118,20.659,1761530.0
2019-10-03,20.7694,21.1005,20.3024,21.0496,809027.0
2019-10-04,21.1005,21.3638,20.9598,21.0581,1202212.0
2019-10-05,21.1005,21.3638,20.9598,21.0581,1202212.0
2019-10-06,21.1005,21.3638,20.9598,21.0581,1202212.0
2019-10-07,20.9562,21.2789,20.7609,21.177,798230.0
2019-10-08,21.092,21.4147,20.8373,21.1685,992591.0
2019-10-09,21.2958,21.7119,21.2576,21.4996,425723.0
2019-10-10,21.3553,21.9242,21.3553,21.7459,456185.0
2019-10-11,21.8647,22.3403,21.694,21.8817,547922.0
2019-10-12,21.8647,22.3403,21.694,21.8817,547922.0
2019-10-13,21.8647,22.3403,21.694,21.8817,547922.0
2019-10-14,21.8563,22.077,21.6694,21.9157,1318034.0
2019-10-15,22.0346,22.5186,21.9497,22.4761,643550.0
2019-10-16,22.4506,22.6917,22.336,22.595,427237.0
2019-10-17,22.612,23.0535,22.612,23.0365,599408.0
2019-10-18,22.9261,23.1724,22.8073,22.9092,826132.0
2019-10-19,22.9261,23.1724,22.8073,22.9092,826132.0
2019-10-20,22.9261,23.1724,22.8073,22.9092,826132.0
2019-10-21,22.9941,23.4611,22.9516,23.3677,991557.0
2019-10-22,23.4271,23.58,22.9431,22.9941,538625.0
2019-10-23,22.9007,23.6479,22.8752,23.2913,824964.0
2019-10-24,23.3167,23.3592,22.4846,23.0195,1014169.0
2019-10-25,22.8837,23.4356,22.7393,23.2063,942841.0
2019-10-26,22.8837,23.4356,22.7393,23.2063,942841.0
2019-10-27,22.8837,23.4356,22.7393,23.2063,942841.0
2019-10-28,23.3507,23.7158,22.7648,23.3507,1612871.0
2019-10-29,23.2148,23.6564,23.2148,23.3507,836110.0
2019-10-30,23.2828,23.6155,23.1724,23.3677,748904.0
2019-10-31,23.7413,23.7413,23.0832,23.1639,717423.0
2019-11-01,23.3507,23.8092,23.1384,23.7668,1183133.0
2019-11-02,23.3507,23.8092,23.1384,23.7668,1183133.0
2019-11-03,23.3507,23.8092,23.1384,23.7668,1183133.0
2019-11-04,23.8347,23.8856,23.563,23.7583,976284.0
2019-11-05,23.9026,23.9451,23.3932,23.7583,850458.0
2019-11-06,23.6054,23.7753,23.2403,23.3847,1555719.0
2019-11-07,23.6224,23.7413,23.1045,23.3507,841898.0
2019-11-08,23.3335,23.72,23.2562,23.5225,691141.0
2019-11-09,23.3335,23.72,23.2562,23.5225,691141.0
2019-11-10,23.3335,23.72,23.2562,23.5225,691141.0
2019-11-11,23.3593,23.72,23.282,23.6427,428630.0
2019-11-12,23.7458,24.0206,23.5311,23.9948,940816.0
2019-11-13,23.9433,24.0549,23.6942,23.9605,1098245.0
2019-11-14,23.969,24.1837,23.9605,24.1752,898981.0
2019-11-15,24.2181,24.4586,24.1064,24.3899,339763.0
2019-11-16,24.2181,24.4586,24.1064,24.3899,339763.0
2019-11-17,24.2181,24.4586,24.1064,24.3899,339763.0
2019-11-18,24.3899,24.5015,24.2524,24.2954,842656.0
2019-11-19,24.4156,24.4586,24.1923,24.3555,729541.0
2019-11-20,24.2524,24.7677,24.2524,24.5273,930175.0
2019-11-21,24.4414,24.8708,24.4199,24.5273,777414.0
2019-11-22,24.699,24.699,24.4757,24.553,449503.0
2019-11-23,24.699,24.699,24.4757,24.553,449503.0
2019-11-24,24.699,24.699,24.4757,24.553,449503.0
2019-11-25,24.9051,24.9996,24.6303,24.8192,1029723.0
2019-11-26,24.7591,26.0216,24.7591,25.3775,1856559.0
2019-11-27,25.3345,25.7038,25.0683,25.6609,703251.0
2019-11-28,25.3345,25.7038,25.0683,25.6609,703251.0
2019-11-29,25.5922,25.7897,25.5149,25.5922,422964.0
2019-11-30,25.5922,25.7897,25.5149,25.5922,422964.0
2019-12-01,25.5922,25.7897,25.5149,25.5922,422964.0
2019-12-02,25.4891,25.6008,25.3002,25.4462,791145.0
2019-12-03,24.9395,25.1885,24.45,24.5702,1367747.0
2019-12-04,24.7248,25.3345,24.7248,25.1027,864481.0
2019-12-05,25.1284,25.5321,25.1027,25.3002,830750.0
2019-12-06,25.3603,25.6093,25.2229,25.3259,869772.0
2019-12-07,25.3603,25.6093,25.2229,25.3259,869772.0
2019-12-08,25.3603,25.6093,25.2229,25.3259,869772.0
2019-12-09,25.3259,25.5836,25.0425,25.0511,779327.0
2019-12-10,25.0855,25.6523,25.0254,25.2744,685299.0
2019-12-11,25.2315,25.9872,25.2315,25.9185,1074636.0
2019-12-12,25.7639,25.9013,25.5063,25.6179,1259172.0
2019-12-13,25.5063,25.7553,24.9738,25.4977,1157102.0
2019-12-14,25.5063,25.7553,24.9738,25.4977,1157102.0
2019-12-15,25.5063,25.7553,24.9738,25.4977,1157102.0
2019-12-16,25.678,26.1246,25.5492,26.0473,1044227.0
2019-12-17,26.1504,26.6703,26.0645,26.262,1200985.0
2019-12-18,26.2706,26.6914,26.2706,26.4767,897871.0
2019-12-19,26.262,27.1466,26.1934,26.8632,2146271.0
2019-12-20,27.1037,27.1037,26.6657,26.8117,858327.0
2019-12-21,27.1037,27.1037,26.6657,26.8117,858327.0
2019-12-22,27.1037,27.1037,26.6657,26.8117,858327.0
2019-12-23,26.8718,26.9371,26.4135,26.6399,1326613.0
2019-12-24,26.6227,26.8675,26.4939,26.7515,256900.0
2019-12-25,26.6227,26.8675,26.4939,26.7515,256900.0
2019-12-26,26.7515,26.846,26.3479,26.8374,817064.0
2019-12-27,26.8288,27.0075,26.6399,26.8117,616818.0
2019-12-28,26.8288,27.0075,26.6399,26.8117,616818.0
2019-12-29,26.8288,27.0075,26.6399,26.8117,616818.0
2019-12-30,26.8117,27.5416,26.7344,27.2668,1280890.0
2019-12-31,27.3184,27.9109,27.2582,27.5502,1362637.0
2020-01-01,27.3184,27.9109,27.2582,27.5502,1362637.0
2020-01-02,27.6962,27.8767,26.9061,27.4987,11276111.0
2020-01-03,27.4815,27.4815,26.2792,27.0092,2935562.0
2020-01-04,27.4815,27.4815,26.2792,27.0092,2935562.0
2020-01-05,27.4815,27.4815,26.2792,27.0092,2935562.0
2020-01-06,26.9319,27.1294,26.4166,27.0092,2962130.0
2020-01-07,26.8804,27.1294,26.8653,26.9233,1430164.0
2020-01-08,27.0435,27.0736,26.8417,27.0349,1369003.0
2020-01-09,27.2239,27.4729,26.9491,27.284,2272376.0
2020-01-10,27.3785,27.3785,27.0006,27.0865,3707689.0
2020-01-11,27.3785,27.3785,27.0006,27.0865,3707689.0
2020-01-12,27.3785,27.3785,27.0006,27.0865,3707689.0
2020-01-13,27.0951,27.3098,26.9834,27.1724,3705932.0
2020-01-14,27.2668,27.5588,26.9405,26.992,2034428.0
2020-01-15,26.992,27.6962,26.9577,27.4815,2094512.0
2020-01-16,27.576,28.3317,27.576,28.2888,1822339.0
2020-01-17,28.555,28.6065,28.3146,28.5808,1547374.0
2020-01-18,28.555,28.6065,28.3146,28.5808,1547374.0
2020-01-19,28.555,28.6065,28.3146,28.5808,1547374.0
2020-01-20,28.555,28.6065,28.3146,28.5808,1547374.0
2020-01-21,28.5293,29.1562,28.4348,28.6924,1632655.0
2020-01-22,29.0274,29.5255,28.7697,29.4396,3782667.0
2020-01-23,29.5512,29.6543,29.1991,29.5856,1290549.0
2020-01-24,29.8947,30.0407,28.7354,28.9587,1925042.0
2020-01-25,29.8947,30.0407,28.7354,28.9587,1925042.0
2020-01-26,29.8947,30.0407,28.7354,28.9587,1925042.0
2020-01-27,28.2544,28.4434,27.7993,28.263,1829525.0
2020-01-28,27.8336,28.7525,27.8336,28.4777,1508054.0
2020-01-29,28.7783,29.0875,28.5894,28.9243,1797847.0
2020-01-30,28.5636,29.0445,27.6705,28.0397,5606405.0
2020-01-31,28.014,28.0913,27.3269,27.8937,1640298.0
2020-02-01,28.014,28.0913,27.3269,27.8937,1640298.0
2020-02-02,28.014,28.0913,27.3269,27.8937,1640298.0
2020-02-03,28.0312,28.3575,27.5416,27.6533,1933069.0
2020-02-04,27.9453,28.9243,27.9453,28.7697,3463808.0
2020-02-05,28.2115,28.7697,27.3699,28.0483,4737410.0
2020-02-06,27.868,28.014,27.1466,27.868,3504238.0
2020-02-07,27.7735,28.4863,27.7048,28.2287,2324021.0
2020-02-08,27.7735,28.4863,27.7048,28.2287,2324021.0
2020-02-09,27.7735,28.4863,27.7048,28.2287,2324021.0
2020-02-10,28.2201,28.8203,28.2201,28.6924,1898311.0
2020-02-11,28.4863,29.0789,28.4863,28.8556,1299678.0
2020-02-12,28.847,29.0703,28.6838,28.9329,821128.0
2020-02-13,28.8642,28.9415,28.1857,28.2888,2420971.0
2020-02-14,28.1677,28.358,27.5013,27.8042,1879369.0
2020-02-15,28.1677,28.358,27.5013,27.8042,1879369.0
2020-02-16,28.1677,28.358,27.5013,27.8042,1879369.0
2020-02-17,28.1677,28.358,27.5013,27.8042,1879369.0
2020-02-18,27.7782,28.1071,27.2158,27.6917,3589989.0
2020-02-19,27.7609,28.1071,27.2775,27.4754,2746549.0
2020-02-20,27.5706,27.709,26.7052,27.1379,2073224.0
2020-02-21,26.9302,27.2071,26.5321,27.06,1721556.0
2020-02-22,26.9302,27.2071,26.5321,27.06,1721556.0
2020-02-23,26.9302,27.2071,26.5321,27.06,1721556.0
2020-02-24,25.9264,26.9561,25.5629,26.7485,2834236.0
2020-02-25,26.8956,27.0495,25.3033,25.3379,4159462.0
2020-02-26,25.4418,26.0738,25.3466,25.8052,2688084.0
2020-02-27,24.9398,25.5006,24.2995,24.9831,2650510.0
2020-02-28,24.0226,24.9571,23.313,24.6283,4373781.0
2020-02-29,24.0226,24.9571,23.313,24.6283,4373781.0
2020-03-01,24.0226,24.9571,23.313,24.6283,4373781.0
2020-03-02,24.7322,26.4542,24.7322,26.4196,2451832.0
2020-03-03,26.3937,26.861,24.5158,25.2946,4550028.0
2020-03-04,25.8052,26.0042,24.8187,25.0783,2025580.0
2020-03-05,24.386,25.2081,24.2562,24.7668,3377675.0
2020-03-06,24.2302,24.5385,22.2226,22.8197,3074777.0
2020-03-07,24.2302,24.5385,22.2226,22.8197,3074777.0
2020-03-08,24.2302,24.5385,22.2226,22.8197,3074777.0
2020-03-09,20.7688,21.8332,19.5053,20.1024,4738545.0
