,BRKL US Equity,BRKL US Equity,BRKL US Equity,BRKL US Equity,BRKL US Equity
2022-05-31,13.1706,13.1797,12.9419,12.9602,540117.0
2022-06-01,13.0608,13.2071,12.9145,13.0791,428741.0
2022-06-02,13.0608,13.1614,12.8596,13.1614,357301.0
2022-06-03,13.0517,13.2876,12.9511,13.0517,393951.0
2022-06-04,13.0517,13.2876,12.9511,13.0517,393951.0
2022-06-05,13.0517,13.2876,12.9511,13.0517,393951.0
2022-06-06,13.2163,13.2163,13.0334,13.0517,268547.0
2022-06-07,13.0059,13.0334,12.9328,12.9968,281483.0
2022-06-08,13.0059,13.0059,12.6904,12.7498,249817.0
2022-06-09,12.7498,12.759,12.4023,12.4389,425180.0
2022-06-10,12.2742,12.4197,12.1599,12.2468,396379.0
2022-06-11,12.2742,12.4197,12.1599,12.2468,396379.0
2022-06-12,12.2742,12.4197,12.1599,12.2468,396379.0
2022-06-13,12.0822,12.2514,12.0181,12.073,384274.0
2022-06-14,12.073,12.2971,12.0456,12.2102,318630.0
2022-06-15,12.2925,12.4754,12.2356,12.3383,389117.0
2022-06-16,12.1828,12.1828,11.9267,12.009,439224.0
2022-06-17,12.137,12.3565,12.0181,12.0273,586544.0
2022-06-18,12.137,12.3565,12.0181,12.0273,586544.0
2022-06-19,12.137,12.3565,12.0181,12.0273,586544.0
2022-06-20,12.137,12.3565,12.0181,12.0273,586544.0
2022-06-21,12.1645,12.32,12.0456,12.2285,420893.0
2022-06-22,12.1187,12.3474,12.1142,12.3291,377213.0
2022-06-23,12.2925,12.3017,11.9998,12.1005,305013.0
2022-06-24,12.1553,12.3017,12.1462,12.1828,549613.0
2022-06-25,12.1553,12.3017,12.1462,12.1828,549613.0
2022-06-26,12.1553,12.3017,12.1462,12.1828,549613.0
2022-06-27,12.2559,12.3748,12.2102,12.2925,314144.0
2022-06-28,12.3291,12.3977,12.1828,12.2285,269279.0
2022-06-29,12.2834,12.3383,12.1462,12.1553,241888.0
2022-06-30,11.9907,12.2574,11.945,12.1736,335148.0
2022-07-01,12.1279,12.3657,12.0364,12.3565,383163.0
2022-07-02,12.1279,12.3657,12.0364,12.3565,383163.0
2022-07-03,12.1279,12.3657,12.0364,12.3565,383163.0
2022-07-04,12.1279,12.3657,12.0364,12.3565,383163.0
2022-07-05,12.2102,12.384,12.0639,12.384,351616.0
2022-07-06,12.32,12.3748,12.1553,12.2651,225359.0
2022-07-07,12.3291,12.4114,12.1645,12.1828,212102.0
2022-07-08,12.3565,12.3565,12.073,12.1828,180212.0
2022-07-09,12.3565,12.3565,12.073,12.1828,180212.0
2022-07-10,12.3565,12.3565,12.073,12.1828,180212.0
2022-07-11,12.1005,12.2194,12.0273,12.073,145809.0
2022-07-12,12.0456,12.2285,11.945,12.0822,148338.0
2022-07-13,12.0822,12.0822,11.9221,11.9816,245930.0
2022-07-14,11.8901,11.9816,11.6157,11.7163,186176.0
2022-07-15,11.945,12.1462,11.8855,12.0639,264049.0
2022-07-16,11.945,12.1462,11.8855,12.0639,264049.0
2022-07-17,11.945,12.1462,11.8855,12.0639,264049.0
2022-07-18,12.1553,12.3108,11.9816,12.0547,245384.0
2022-07-19,12.1919,12.4125,12.1472,12.3474,258093.0
2022-07-20,12.32,12.4672,12.2742,12.4297,211122.0
2022-07-21,12.4023,12.4937,12.2834,12.4754,198746.0
2022-07-22,12.5029,12.5212,12.3291,12.4572,186806.0
2022-07-23,12.5029,12.5212,12.3291,12.4572,186806.0
2022-07-24,12.5029,12.5212,12.3291,12.4572,186806.0
2022-07-25,12.5303,12.6584,12.5303,12.5852,253887.0
2022-07-26,12.5303,12.6492,12.5303,12.5761,177138.0
2022-07-27,12.5944,12.8139,12.4754,12.7407,220482.0
2022-07-28,12.695,13.1248,12.5578,12.9785,345561.0
2022-07-29,12.9053,13.0151,12.6035,12.6492,308906.0
2022-07-30,12.9053,13.0151,12.6035,12.6492,308906.0
2022-07-31,12.9053,13.0151,12.6035,12.6492,308906.0
2022-08-01,12.6126,12.9236,12.4846,12.7956,337827.0
2022-08-02,12.7956,12.9373,12.6218,12.6218,147560.0
2022-08-03,12.6675,12.7864,12.5303,12.7041,188375.0
2022-08-04,12.6401,12.6401,12.4663,12.5029,346236.0
2022-08-05,12.5395,12.5761,12.4572,12.5303,182477.0
2022-08-06,12.5395,12.5761,12.4572,12.5303,182477.0
2022-08-07,12.5395,12.5761,12.4572,12.5303,182477.0
2022-08-08,12.5578,12.6584,12.4937,12.5852,192895.0
2022-08-09,12.5852,12.6218,12.4937,12.6035,237017.0
2022-08-10,12.7041,12.7773,12.6309,12.6767,237144.0
2022-08-11,12.7228,12.8521,12.7136,12.8152,162312.0
2022-08-12,12.889,13.0506,12.8336,13.0367,230344.0
2022-08-13,12.889,13.0506,12.8336,13.0367,230344.0
2022-08-14,12.889,13.0506,12.8336,13.0367,230344.0
2022-08-15,12.9536,13.1014,12.9398,13.0829,179490.0
2022-08-16,13.0552,13.2122,13.009,13.1845,222825.0
2022-08-17,13.0552,13.166,13.0442,13.0829,379013.0
2022-08-18,13.0737,13.0829,12.9352,13.046,186232.0
2022-08-19,13.0183,13.0275,12.8429,12.9721,387591.0
2022-08-20,13.0183,13.0275,12.8429,12.9721,387591.0
2022-08-21,13.0183,13.0275,12.8429,12.9721,387591.0
2022-08-22,12.8982,12.8982,12.649,12.7228,465250.0
2022-08-23,12.7782,12.8244,12.4828,12.5197,234327.0
2022-08-24,12.4551,12.4551,12.2612,12.2612,226755.0
2022-08-25,12.3443,12.4274,12.2612,12.3535,341111.0
2022-08-26,12.372,12.372,12.0858,12.1319,243426.0
2022-08-27,12.372,12.372,12.0858,12.1319,243426.0
2022-08-28,12.372,12.372,12.0858,12.1319,243426.0
2022-08-29,12.0581,12.0673,11.7164,11.7534,217709.0
2022-08-30,11.7534,11.7718,11.5888,11.6795,214428.0
2022-08-31,11.6795,11.7118,11.4764,11.5133,262365.0
2022-09-01,11.6334,11.818,11.3656,11.5872,293498.0
2022-09-02,11.6518,11.8088,11.5623,11.6518,332678.0
2022-09-03,11.6518,11.8088,11.5623,11.6518,332678.0
2022-09-04,11.6518,11.8088,11.5623,11.6518,332678.0
2022-09-05,11.6518,11.8088,11.5623,11.6518,332678.0
2022-09-06,11.661,11.8272,11.3471,11.578,665131.0
2022-09-07,11.541,11.5595,11.301,11.5318,532397.0
2022-09-08,11.4672,11.6795,11.3748,11.5964,366617.0
2022-09-09,11.7164,11.8042,11.6241,11.7811,405544.0
2022-09-10,11.7164,11.8042,11.6241,11.7811,405544.0
2022-09-11,11.7164,11.8042,11.6241,11.7811,405544.0
2022-09-12,11.9103,12.0119,11.8388,11.8642,438507.0
2022-09-13,11.7441,11.7718,11.4533,11.541,347943.0
2022-09-14,11.541,11.541,11.3841,11.4672,324508.0
2022-09-15,11.4764,11.6426,11.4118,11.5595,337343.0
2022-09-16,11.5595,11.8411,11.4302,11.7811,1134352.0
2022-09-17,11.5595,11.8411,11.4302,11.7811,1134352.0
2022-09-18,11.5595,11.8411,11.4302,11.7811,1134352.0
2022-09-19,11.698,11.9657,11.6841,11.8919,280265.0
2022-09-20,11.8365,11.9196,11.7626,11.8826,464741.0
2022-09-21,11.8919,12.0027,11.7718,11.8088,245440.0
2022-09-22,11.8734,11.8734,11.698,11.7718,252667.0
2022-09-23,11.6334,11.7765,11.601,11.7072,307702.0
2022-09-24,11.6334,11.7765,11.601,11.7072,307702.0
2022-09-25,11.6334,11.7765,11.601,11.7072,307702.0
2022-09-26,11.6149,11.7626,11.4949,11.5133,234283.0
2022-09-27,11.4672,11.6518,11.2456,11.3194,496304.0
2022-09-28,11.3194,11.3933,11.1994,11.1994,435236.0
2022-09-29,11.1255,11.144,10.9178,11.0332,348469.0
2022-09-30,11.0332,11.1255,10.7562,10.7562,359520.0
2022-10-01,11.0332,11.1255,10.7562,10.7562,359520.0
2022-10-02,11.0332,11.1255,10.7562,10.7562,359520.0
2022-10-03,10.9317,11.0055,10.6962,10.9224,356866.0
2022-10-04,11.0332,11.3425,11.0332,11.3287,432410.0
2022-10-05,11.2456,11.4025,11.1117,11.3656,362758.0
2022-10-06,11.3379,11.3518,11.1532,11.2271,255716.0
2022-10-07,11.1902,11.1902,10.9409,10.9594,325686.0
2022-10-08,11.1902,11.1902,10.9409,10.9594,325686.0
2022-10-09,11.1902,11.1902,10.9409,10.9594,325686.0
2022-10-10,10.9778,11.1856,10.9778,11.0425,259235.0
2022-10-11,11.0148,11.3194,10.9824,11.2271,346572.0
2022-10-12,11.2179,11.301,11.0886,11.1856,256304.0
2022-10-13,11.144,11.8088,11.0886,11.698,380485.0
2022-10-14,11.7995,11.975,11.6057,11.6795,307348.0
2022-10-15,11.7995,11.975,11.6057,11.6795,307348.0
2022-10-16,11.7995,11.975,11.6057,11.6795,307348.0
2022-10-17,11.7534,11.9842,11.7534,11.8919,332958.0
2022-10-18,12.0488,12.1966,11.878,11.938,326914.0
2022-10-19,11.818,12.0027,11.7072,11.7811,255545.0
2022-10-20,11.7718,11.8549,11.3425,11.4395,281682.0
2022-10-21,11.541,11.7164,11.4672,11.6241,270379.0
2022-10-22,11.541,11.7164,11.4672,11.6241,270379.0
2022-10-23,11.541,11.7164,11.4672,11.6241,270379.0
2022-10-24,11.6241,11.8365,11.6241,11.7441,342877.0
2022-10-25,11.7349,11.9888,11.7164,11.9196,303217.0
2022-10-26,11.938,12.0211,11.7072,11.7349,280477.0
2022-10-27,12.1227,12.4089,11.9934,12.0119,452179.0
2022-10-28,12.1873,12.7228,12.1873,12.6028,728538.0
2022-10-29,12.1873,12.7228,12.1873,12.6028,728538.0
2022-10-30,12.1873,12.7228,12.1873,12.6028,728538.0
2022-10-31,12.5843,12.829,12.4181,12.6951,791914.0
2022-11-01,12.7505,12.7598,12.5105,12.5659,395857.0
2022-11-02,12.5197,12.6582,12.2612,12.3812,457294.0
2022-11-03,12.2612,12.2704,11.8549,11.938,255842.0
2022-11-04,12.0211,12.3904,12.0211,12.3627,316248.0
2022-11-05,12.0211,12.3904,12.0211,12.3627,316248.0
2022-11-06,12.0211,12.3904,12.0211,12.3627,316248.0
2022-11-07,12.4551,12.5889,12.3904,12.4274,336419.0
2022-11-08,12.4181,12.492,12.2335,12.3443,319826.0
2022-11-09,12.3303,12.4515,12.2557,12.4049,346682.0
2022-11-10,12.6008,13.0298,12.5868,12.9179,698085.0
2022-11-11,12.9179,13.0578,12.8153,12.8526,343005.0
2022-11-12,12.9179,13.0578,12.8153,12.8526,343005.0
2022-11-13,12.9179,13.0578,12.8153,12.8526,343005.0
2022-11-14,12.8526,13.249,12.5821,12.8992,634054.0
2022-11-15,13.0298,13.1417,12.7593,12.8899,369188.0
2022-11-16,12.8992,12.8992,12.694,12.7313,633917.0
2022-11-17,12.7127,12.8806,12.6194,12.8433,282781.0
2022-11-18,13.0671,13.1884,12.9168,13.1884,487963.0
2022-11-19,13.0671,13.1884,12.9168,13.1884,487963.0
2022-11-20,13.0671,13.1884,12.9168,13.1884,487963.0
2022-11-21,13.179,13.263,13.0485,13.235,463348.0
2022-11-22,13.3096,13.3842,13.235,13.3096,268757.0
2022-11-23,13.2723,13.3469,13.1604,13.179,213931.0
2022-11-24,13.2723,13.3469,13.1604,13.179,213931.0
2022-11-25,13.3003,13.3917,13.2402,13.3842,217678.0
2022-11-26,13.3003,13.3917,13.2402,13.3842,217678.0
2022-11-27,13.3003,13.3917,13.2402,13.3842,217678.0
2022-11-28,13.3283,13.4215,13.0764,13.1697,287022.0
2022-11-29,13.1138,13.2257,13.0391,13.1044,167279.0
2022-11-30,13.0858,13.3003,12.778,13.263,431965.0
2022-12-01,13.3096,13.3143,12.9505,13.0485,261005.0
2022-12-02,12.9086,13.0811,12.8806,13.0391,261101.0
2022-12-03,12.9086,13.0811,12.8806,13.0391,261101.0
2022-12-04,12.9086,13.0811,12.8806,13.0391,261101.0
2022-12-05,13.0112,13.0112,12.6008,12.6474,265749.0
2022-12-06,12.6101,12.7966,12.6101,12.7127,285312.0
2022-12-07,12.694,12.8013,12.5821,12.6101,288892.0
2022-12-08,12.6381,12.7034,12.5075,12.6101,325474.0
2022-12-09,12.5914,13.3283,12.5075,12.7593,391994.0
2022-12-10,12.5914,13.3283,12.5075,12.7593,391994.0
2022-12-11,12.5914,13.3283,12.5075,12.7593,391994.0
2022-12-12,12.7873,13.0438,12.6614,13.0018,348021.0
2022-12-13,13.1324,13.3469,12.9179,13.0298,850755.0
2022-12-14,13.0298,13.0298,12.7687,12.7687,634285.0
2022-12-15,12.6847,12.6847,12.4002,12.4329,333937.0
2022-12-16,12.3769,12.7407,12.265,12.3303,2058391.0
2022-12-17,12.3769,12.7407,12.265,12.3303,2058391.0
2022-12-18,12.3769,12.7407,12.265,12.3303,2058391.0
2022-12-19,12.3769,12.6987,12.3769,12.6287,347322.0
2022-12-20,12.6101,12.7547,12.6008,12.7407,499300.0
2022-12-21,12.8433,13.1697,12.7687,13.0018,339353.0
2022-12-22,12.8992,12.8992,12.6627,12.8433,235367.0
2022-12-23,12.8619,13.0485,12.8619,12.9832,144776.0
2022-12-24,12.8619,13.0485,12.8619,12.9832,144776.0
2022-12-25,12.8619,13.0485,12.8619,12.9832,144776.0
2022-12-26,12.8619,13.0485,12.8619,12.9832,144776.0
2022-12-27,13.0298,13.0298,12.9086,12.9365,133467.0
2022-12-28,12.9272,13.0391,12.8246,12.8713,188853.0
2022-12-29,12.8899,13.0382,12.8153,12.9272,299314.0
2022-12-30,12.9272,13.3283,12.9086,13.1977,1221089.0
2022-12-31,12.9272,13.3283,12.9086,13.1977,1221089.0
2023-01-01,12.9272,13.3283,12.9086,13.1977,1221089.0
2023-01-02,12.9272,13.3283,12.9086,13.1977,1221089.0
2023-01-03,13.2723,14.4568,12.293,12.4049,1250378.0
2023-01-04,12.5262,12.8433,12.3956,12.722,3464490.0
2023-01-05,12.6194,12.7034,12.459,12.6194,557092.0
2023-01-06,12.7034,13.1511,12.7034,13.0112,655308.0
2023-01-07,12.7034,13.1511,12.7034,13.0112,655308.0
2023-01-08,12.7034,13.1511,12.7034,13.0112,655308.0
2023-01-09,13.0391,13.1044,12.8246,12.8992,532903.0
2023-01-10,12.8992,13.1557,12.7593,12.9365,883358.0
2023-01-11,13.0018,13.0578,12.8339,12.9645,721926.0
2023-01-12,12.9832,13.0951,12.7873,12.9086,1199738.0
2023-01-13,12.7966,12.9645,12.6287,12.8992,452028.0
2023-01-14,12.7966,12.9645,12.6287,12.8992,452028.0
2023-01-15,12.7966,12.9645,12.6287,12.8992,452028.0
2023-01-16,12.7966,12.9645,12.6287,12.8992,452028.0
2023-01-17,12.8806,12.9645,12.7687,12.7966,371151.0
2023-01-18,12.7127,12.7127,12.4515,12.4888,367743.0
2023-01-19,12.3769,12.5821,12.292,12.4609,1073440.0
2023-01-20,12.5728,12.6148,12.4049,12.4888,594185.0
2023-01-21,12.5728,12.6148,12.4049,12.4888,594185.0
2023-01-22,12.5728,12.6148,12.4049,12.4888,594185.0
2023-01-23,12.4609,12.8246,12.4142,12.7174,756437.0
2023-01-24,12.7593,12.7873,12.5914,12.6474,420630.0
2023-01-25,12.6194,12.6194,12.4469,12.5262,343828.0
2023-01-26,12.1531,12.4422,11.3789,11.8173,1280196.0
2023-01-27,11.724,12.1717,11.724,12.0691,624010.0
2023-01-28,11.724,12.1717,11.724,12.0691,624010.0
2023-01-29,11.724,12.1717,11.724,12.0691,624010.0
2023-01-30,11.9386,11.9712,11.6494,11.6774,725200.0
2023-01-31,11.7427,12.2184,11.6774,12.1997,1113035.0
2023-02-01,12.1997,12.5541,12.1064,12.3956,841844.0
2023-02-02,12.4609,12.8433,12.3676,12.8433,769453.0
2023-02-03,12.7873,13.0578,12.7873,12.9179,555171.0
2023-02-04,12.7873,13.0578,12.7873,12.9179,555171.0
2023-02-05,12.7873,13.0578,12.7873,12.9179,555171.0
2023-02-06,12.8992,12.9645,12.694,12.7873,487609.0
2023-02-07,12.722,12.8619,12.5914,12.75,703029.0
2023-02-08,12.7313,12.8433,12.6567,12.7034,471635.0
2023-02-09,12.7269,12.8023,12.595,12.6421,502623.0
2023-02-10,12.661,12.7646,12.595,12.6704,469543.0
2023-02-11,12.661,12.7646,12.595,12.6704,469543.0
2023-02-12,12.661,12.7646,12.595,12.6704,469543.0
2023-02-13,12.6516,12.7175,12.6327,12.7175,587322.0
2023-02-14,12.7269,12.7458,12.5008,12.595,437304.0
2023-02-15,12.482,12.6939,12.3737,12.6798,489082.0
2023-02-16,12.6139,12.7269,12.4396,12.595,436861.0
2023-02-17,12.6045,12.7222,12.5432,12.6751,592669.0
2023-02-18,12.6045,12.7222,12.5432,12.6751,592669.0
2023-02-19,12.6045,12.7222,12.5432,12.6751,592669.0
2023-02-20,12.6045,12.7222,12.5432,12.6751,592669.0
2023-02-21,12.5668,12.5903,12.4066,12.4443,486632.0
2023-02-22,12.4255,12.5197,12.1923,12.3407,756085.0
2023-02-23,12.416,12.5385,12.3642,12.482,428844.0
2023-02-24,12.4537,12.4914,12.2182,12.3313,306224.0
2023-02-25,12.4537,12.4914,12.2182,12.3313,306224.0
2023-02-26,12.4537,12.4914,12.2182,12.3313,306224.0
2023-02-27,12.3972,12.5102,12.2559,12.2653,332249.0
2023-02-28,12.2559,12.303,12.1805,12.2088,624534.0
2023-03-01,12.0958,12.1805,11.9026,12.0769,392686.0
2023-03-02,11.9921,12.1052,11.8555,11.9168,507573.0
2023-03-03,11.9544,12.0863,11.832,12.0487,463941.0
2023-03-04,11.9544,12.0863,11.832,12.0487,463941.0
2023-03-05,11.9544,12.0863,11.832,12.0487,463941.0
2023-03-06,12.011,12.0204,11.4928,11.5588,1006245.0
2023-03-07,11.54,11.5918,11.2809,11.361,629876.0
2023-03-08,11.361,11.474,11.295,11.4646,558141.0
2023-03-09,11.3704,11.3704,10.7015,10.8711,783714.0
2023-03-10,10.7298,10.8523,10.2682,10.645,1196984.0
2023-03-11,10.7298,10.8523,10.2682,10.645,1196984.0
2023-03-12,10.7298,10.8523,10.2682,10.645,1196984.0
2023-03-13,10.2682,10.5508,9.6088,9.9856,1417628.0
2023-03-14,10.6733,10.8428,10.2635,10.3247,1404426.0
2023-03-15,10.061,10.4001,9.9102,10.3341,956452.0
2023-03-16,10.1928,10.8711,10.0892,10.6073,723046.0
2023-03-17,10.2494,10.353,9.8537,10.0515,2059018.0
2023-03-18,10.2494,10.353,9.8537,10.0515,2059018.0
2023-03-19,10.2494,10.353,9.8537,10.0515,2059018.0
2023-03-20,10.2776,10.5037,9.8678,9.9102,835902.0
2023-03-21,10.287,10.5414,10.141,10.2776,740979.0
2023-03-22,10.2776,10.3624,9.8631,9.8725,597992.0
2023-03-23,10.0421,10.0421,9.6182,9.637,680640.0
2023-03-24,9.5334,9.9856,9.5334,9.9385,947985.0
2023-03-25,9.5334,9.9856,9.5334,9.9385,947985.0
2023-03-26,9.5334,9.9856,9.5334,9.9385,947985.0
2023-03-27,10.0704,10.2305,9.9667,10.0044,497643.0
2023-03-28,9.9762,10.1081,9.8867,9.9856,416416.0
2023-03-29,10.0986,10.1081,9.6888,9.8443,789400.0
2023-03-30,9.9856,10.0139,9.6936,9.7972,842223.0
2023-03-31,9.8914,9.962,9.8019,9.8914,490219.0
2023-04-01,9.8914,9.962,9.8019,9.8914,490219.0
2023-04-02,9.8914,9.962,9.8019,9.8914,490219.0
2023-04-03,9.9479,10.0515,9.7595,9.8443,478557.0
2023-04-04,9.9008,9.9385,9.5994,9.8254,638132.0
2023-04-05,9.7124,9.816,9.6653,9.7595,501892.0
2023-04-06,9.7312,9.9291,9.6936,9.9008,403034.0
2023-04-07,9.7312,9.9291,9.6936,9.9008,403034.0
2023-04-08,9.7312,9.9291,9.6936,9.9008,403034.0
2023-04-09,9.7312,9.9291,9.6936,9.9008,403034.0
2023-04-10,9.8631,10.0798,9.7595,9.9291,1038793.0
2023-04-11,9.995,9.995,9.8113,9.8537,321010.0
2023-04-12,9.9385,9.995,9.7407,9.7783,643015.0
2023-04-13,9.7878,9.882,9.6936,9.8349,426087.0
2023-04-14,10.0327,10.061,9.6182,9.6747,469738.0
2023-04-15,10.0327,10.061,9.6182,9.6747,469738.0
2023-04-16,10.0327,10.061,9.6182,9.6747,469738.0
2023-04-17,9.6747,9.8631,9.524,9.8537,479227.0
2023-04-18,9.9008,9.9008,9.5523,9.6936,342947.0
2023-04-19,9.7124,9.9008,9.6465,9.7972,502972.0
2023-04-20,9.6747,9.7501,9.5334,9.6653,682537.0
2023-04-21,9.637,9.6794,9.458,9.5428,428415.0
2023-04-22,9.637,9.6794,9.458,9.5428,428415.0
2023-04-23,9.637,9.6794,9.458,9.5428,428415.0
2023-04-24,9.4957,9.8914,9.4675,9.5052,375393.0
2023-04-25,9.4204,9.4863,9.232,9.2414,506462.0
2023-04-26,9.1754,9.3921,9.1754,9.3073,816219.0
2023-04-27,9.2979,9.4015,9.166,9.2037,752298.0
2023-04-28,9.2037,9.2885,8.9305,8.987,961553.0
2023-04-29,9.2037,9.2885,8.9305,8.987,961553.0
2023-04-30,9.2037,9.2885,8.9305,8.987,961553.0
2023-05-01,8.9588,8.987,8.3935,8.4312,735255.0
2023-05-02,8.4501,8.4501,7.5834,7.753,1134303.0
2023-05-03,7.7624,7.9414,7.5127,7.5457,1392852.0
2023-05-04,7.3102,7.4704,6.5943,7.2348,2267347.0
2023-05-05,7.6399,7.8661,7.4704,7.6682,1178555.0
2023-05-06,7.6399,7.8661,7.4704,7.6682,1178555.0
2023-05-07,7.6399,7.8661,7.4704,7.6682,1178555.0
2023-05-08,7.8848,7.8848,7.4185,7.4327,788154.0
2023-05-09,7.4138,8.0073,7.2254,7.329,526628.0
2023-05-10,7.4609,7.4986,7.2207,7.3008,627334.0
2023-05-11,7.2289,7.3152,7.1234,7.2289,642350.0
2023-05-12,7.2864,7.3056,7.1138,7.2864,605713.0
2023-05-13,7.2864,7.3056,7.1138,7.2864,605713.0
2023-05-14,7.2864,7.3056,7.1138,7.2864,605713.0
2023-05-15,7.2768,7.5932,7.2481,7.5644,797270.0
2023-05-16,7.574,7.6795,7.3343,7.3439,654237.0
2023-05-17,7.5165,7.9767,7.411,7.9767,855617.0
2023-05-18,7.9,8.039,7.7945,7.9767,793960.0
2023-05-19,8.0007,8.145,7.7178,7.8233,684136.0
2023-05-20,8.0007,8.145,7.7178,7.8233,684136.0
2023-05-21,8.0007,8.145,7.7178,7.8233,684136.0
2023-05-22,7.9479,8.2403,7.8664,8.2164,586649.0
2023-05-23,8.2356,8.6286,8.2068,8.3889,510689.0
2023-05-24,8.3314,8.3506,8.2164,8.2451,463668.0
2023-05-25,8.1493,8.2739,8.0055,8.1205,380411.0
2023-05-26,8.1493,8.3123,8.0917,8.2931,514957.0
2023-05-27,8.1493,8.3123,8.0917,8.2931,514957.0
2023-05-28,8.1493,8.3123,8.0917,8.2931,514957.0
2023-05-29,8.1493,8.3123,8.0917,8.2931,514957.0
2023-05-30,8.2931,8.3602,8.0822,8.178,413362.0
2023-05-31,8.1109,8.2068,7.8233,7.8808,789966.0
2023-06-01,7.9479,8.1589,7.8425,7.9863,468125.0
2023-06-02,8.1589,8.5903,8.1301,8.5615,598380.0
2023-06-03,8.1589,8.5903,8.1301,8.5615,598380.0
2023-06-04,8.1589,8.5903,8.1301,8.5615,598380.0
2023-06-05,8.5711,8.5807,8.1684,8.3027,556990.0
2023-06-06,8.2643,8.8923,8.2451,8.8396,830332.0
2023-06-07,8.9642,9.434,8.9594,9.3669,858629.0
2023-06-08,9.3285,9.3956,9.0601,9.2135,536830.0
2023-06-09,9.2039,9.2278,9.0121,9.0792,476033.0
2023-06-10,9.2039,9.2278,9.0121,9.0792,476033.0
2023-06-11,9.2039,9.2278,9.0121,9.0792,476033.0
2023-06-12,9.0601,9.3093,8.9258,8.993,478172.0
2023-06-13,8.993,9.2422,8.9354,9.1559,462366.0
2023-06-14,9.1559,9.3093,8.8587,8.8971,489844.0
2023-06-15,8.8396,9.1559,8.83,9.1176,495883.0
2023-06-16,9.1943,9.1943,8.8683,8.9738,1292288.0
2023-06-17,9.1943,9.1943,8.8683,8.9738,1292288.0
2023-06-18,9.1943,9.1943,8.8683,8.9738,1292288.0
2023-06-19,9.1943,9.1943,8.8683,8.9738,1292288.0
2023-06-20,8.9642,8.9642,8.8108,8.8587,429713.0
2023-06-21,8.8396,8.8587,8.7245,8.7437,383567.0
2023-06-22,8.7245,8.7245,8.4617,8.6286,486369.0
2023-06-23,8.4944,8.6382,8.3506,8.4273,836901.0
2023-06-24,8.4944,8.6382,8.3506,8.4273,836901.0
2023-06-25,8.4944,8.6382,8.3506,8.4273,836901.0
2023-06-26,8.4273,8.5903,8.4129,8.4273,374411.0
2023-06-27,8.4752,8.5759,8.3362,8.3985,377463.0
2023-06-28,8.3698,8.3794,8.2643,8.3506,400172.0
2023-06-29,8.4273,8.6382,8.4273,8.5615,354187.0
2023-06-30,8.6095,8.6095,8.3602,8.3794,486277.0
2023-07-01,8.6095,8.6095,8.3602,8.3794,486277.0
2023-07-02,8.6095,8.6095,8.3602,8.3794,486277.0
2023-07-03,8.4177,8.5621,8.4177,8.504,213703.0
2023-07-04,8.4177,8.5621,8.4177,8.504,213703.0
2023-07-05,8.4752,8.5519,8.3314,8.4273,424118.0
2023-07-06,8.3123,8.317,8.1109,8.2931,422604.0
2023-07-07,8.2835,8.5519,8.2739,8.5136,718260.0
2023-07-08,8.2835,8.5519,8.2739,8.5136,718260.0
2023-07-09,8.2835,8.5519,8.2739,8.5136,718260.0
2023-07-10,8.4656,8.7437,8.4513,8.5807,489042.0
2023-07-11,8.5807,8.6862,8.4944,8.5999,370566.0
2023-07-12,8.782,8.9163,8.7389,8.8012,804864.0
2023-07-13,8.8683,9.2902,8.8396,9.2806,789615.0
2023-07-14,9.3189,9.3189,8.9834,9.1176,579049.0
2023-07-15,9.3189,9.3189,8.9834,9.1176,579049.0
2023-07-16,9.3189,9.3189,8.9834,9.1176,579049.0
2023-07-17,9.1176,9.2518,9.0217,9.108,418970.0
2023-07-18,9.1176,9.5011,9.1176,9.4531,474620.0
2023-07-19,9.4627,9.7983,9.434,9.7695,467100.0
2023-07-20,9.7599,9.7599,9.5874,9.712,599899.0
2023-07-21,9.8079,9.8079,9.5682,9.6161,690094.0
2023-07-22,9.8079,9.8079,9.5682,9.6161,690094.0
2023-07-23,9.8079,9.8079,9.5682,9.6161,690094.0
2023-07-24,9.597,10.0763,9.597,9.9996,434973.0
2023-07-25,9.9805,10.0955,9.9038,10.038,934504.0
2023-07-26,10.2393,10.5269,10.1722,10.4406,603232.0
2023-07-27,10.4694,10.7043,10.2681,10.4311,949042.0
2023-07-28,10.4982,10.6516,10.1076,10.201,1530482.0
2023-07-29,10.4982,10.6516,10.1076,10.201,1530482.0
2023-07-30,10.4982,10.6516,10.1076,10.201,1530482.0
2023-07-31,10.2105,10.479,10.1051,10.2393,646923.0
2023-08-01,10.2393,10.2393,10.0188,10.1626,908199.0
2023-08-02,10.0667,10.1722,9.9133,10.1243,612143.0
2023-08-03,10.0955,10.3975,10.0332,10.3352,298225.0
2023-08-04,10.3256,10.4119,10.2585,10.3064,228304.0
2023-08-05,10.3256,10.4119,10.2585,10.3064,228304.0
2023-08-06,10.3256,10.4119,10.2585,10.3064,228304.0
2023-08-07,10.3064,10.4454,10.1914,10.4023,420427.0
2023-08-08,10.1914,10.2681,9.875,10.2489,297414.0
2023-08-09,10.2297,10.2489,10.0428,10.1818,446495.0
2023-08-10,10.1866,10.3226,10.075,10.1284,337896.0
2023-08-11,10.1187,10.1964,10.0322,10.1575,439763.0
2023-08-12,10.1187,10.1964,10.0322,10.1575,439763.0
2023-08-13,10.1187,10.1964,10.0322,10.1575,439763.0
