,HSY US Equity,HSY US Equity,HSY US Equity,HSY US Equity,HSY US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-02-20,146.3419,147.7795,145.9732,147.5491,716714.0
2020-02-21,147.2634,148.3324,145.9272,147.7426,1028175.0
2020-02-22,147.2634,148.3324,145.9272,147.7426,1028175.0
2020-02-23,147.2634,148.3324,145.9272,147.7426,1028175.0
2020-02-24,146.8856,148.3048,145.7721,146.4709,1083626.0
2020-02-25,146.5815,147.8855,144.5817,144.978,1466644.0
2020-02-26,144.978,149.0604,144.9595,145.9548,1144369.0
2020-02-27,145.448,147.3187,139.9463,140.0385,1580786.0
2020-02-28,137.4028,138.0664,129.9475,132.6937,2127656.0
2020-02-29,137.4028,138.0664,129.9475,132.6937,2127656.0
2020-03-01,137.4028,138.0664,129.9475,132.6937,2127656.0
2020-03-02,132.9978,140.619,132.9978,140.4071,1280476.0
2020-03-03,141.0982,144.2868,139.6791,141.4484,1342307.0
2020-03-04,143.7523,148.4015,142.8123,148.3232,1002281.0
2020-03-05,146.3695,147.7795,144.7107,146.5262,974080.0
2020-03-06,142.6372,145.071,140.9692,144.0288,1118357.0
2020-03-07,142.6372,145.071,140.9692,144.0288,1118357.0
2020-03-08,142.6372,145.071,140.9692,144.0288,1118357.0
2020-03-09,138.3705,142.0659,136.3891,139.1538,1221622.0
2020-03-10,140.9692,142.7939,136.3891,142.4253,1900329.0
2020-03-11,138.352,139.9095,135.298,137.0987,1076736.0
2020-03-12,127.1644,131.4957,122.4185,122.4461,2478477.0
2020-03-13,129.0997,129.1181,121.0822,128.8693,1905048.0
2020-03-14,129.0997,129.1181,121.0822,128.8693,1905048.0
2020-03-15,129.0997,129.1181,121.0822,128.8693,1905048.0
2020-03-16,118.3821,125.8651,106.1716,116.0506,1974584.0
2020-03-17,118.3637,133.2467,117.7831,128.1874,2678816.0
2020-03-18,121.8379,126.2152,102.8264,107.001,3029013.0
2020-03-19,106.9641,117.7278,105.9873,112.2354,1806455.0
2020-03-20,110.7148,116.386,107.4341,108.4939,1763078.0
2020-03-21,110.7148,116.386,107.4341,108.4939,1763078.0
2020-03-22,110.7148,116.386,107.4341,108.4939,1763078.0
2020-03-23,108.5123,112.8528,101.2597,102.6881,1917294.0
2020-03-24,105.6555,113.544,105.2569,112.3552,1523090.0
2020-03-25,113.7928,120.5293,111.8483,116.2441,2003641.0
2020-03-26,116.2257,122.6396,116.2257,122.0591,1440635.0
2020-03-27,118.9166,124.879,118.7046,120.5754,1521374.0
2020-03-28,118.9166,124.879,118.7046,120.5754,1521374.0
2020-03-29,118.9166,124.879,118.7046,120.5754,1521374.0
