,HSY US Equity,HSY US Equity,HSY US Equity,HSY US Equity,HSY US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-03-30,122.8332,127.745,122.8332,126.9709,1348248.0
2020-03-31,126.1139,127.2197,121.6997,122.1051,2162857.0
2020-04-01,118.3176,123.1649,117.7278,121.331,1412262.0
2020-04-02,119.6354,125.7821,119.6077,125.0817,2134822.0
2020-04-03,124.2984,129.4499,124.2984,128.8048,1469010.0
2020-04-04,124.2984,129.4499,124.2984,128.8048,1469010.0
2020-04-05,124.2984,129.4499,124.2984,128.8048,1469010.0
2020-04-06,132.2882,132.7029,127.2289,130.7308,1294918.0
2020-04-07,130.9981,133.2743,129.0444,130.0397,1367993.0
2020-04-08,130.5097,132.7398,129.5144,131.5141,779686.0
2020-04-09,131.5694,135.7901,131.5326,132.62,952507.0
2020-04-10,131.5694,135.7901,131.5326,132.62,952507.0
2020-04-11,131.5694,135.7901,131.5326,132.62,952507.0
2020-04-12,131.5694,135.7901,131.5326,132.62,952507.0
2020-04-13,131.9657,133.09,130.0581,131.4589,1683892.0
2020-04-14,132.5647,135.8915,130.6387,134.6658,1152145.0
2020-04-15,134.6566,135.2372,130.6571,131.4128,1715645.0
2020-04-16,132.7214,135.1635,131.4797,134.0392,1443093.0
2020-04-17,135.8362,136.1772,132.6661,134.97,1164262.0
2020-04-18,135.8362,136.1772,132.6661,134.97,1164262.0
2020-04-19,135.8362,136.1772,132.6661,134.97,1164262.0
2020-04-20,132.0118,135.7441,131.8367,133.2374,1048735.0
2020-04-21,134.7672,134.7672,129.7079,130.5097,1236100.0
2020-04-22,131.4036,134.0668,131.3206,132.0394,1293686.0
2020-04-23,129.0168,130.8715,125.2108,126.1692,2165408.0
2020-04-24,125.3582,125.8835,122.9253,125.091,1416028.0
2020-04-25,125.3582,125.8835,122.9253,125.091,1416028.0
2020-04-26,125.3582,125.8835,122.9253,125.091,1416028.0
2020-04-27,125.8374,126.8788,124.5012,124.5104,1318659.0
2020-04-28,124.5104,125.4411,123.3124,123.7178,1167187.0
2020-04-29,124.0127,124.3261,121.7181,123.8653,1909895.0
2020-04-30,124.0404,124.3076,121.6444,122.0406,1216220.0
2020-05-01,121.1283,123.2571,120.1422,122.142,1153410.0
2020-05-02,121.1283,123.2571,120.1422,122.142,1153410.0
2020-05-03,121.1283,123.2571,120.1422,122.142,1153410.0
2020-05-04,121.543,121.6444,119.7183,120.9532,1109586.0
2020-05-05,121.2665,122.4738,119.5755,121.0546,1135615.0
2020-05-06,121.6812,122.5475,120.9348,121.3955,858160.0
2020-05-07,122.6765,122.8516,120.1607,120.2897,979163.0
2020-05-08,121.8748,123.2617,121.4693,122.741,831328.0
2020-05-09,121.8748,123.2617,121.4693,122.741,831328.0
2020-05-10,121.8748,123.2617,121.4693,122.741,831328.0
2020-05-11,122.6857,124.5841,122.4922,122.5198,1087164.0
2020-05-12,123.3584,124.1233,122.0222,122.0775,663385.0
2020-05-13,121.9853,123.1465,120.5109,121.5246,803287.0
2020-05-14,121.4877,122.2157,119.3313,120.7505,1151167.0
2020-05-15,120.6307,122.999,119.8473,120.1515,2602758.0
2020-05-16,120.6307,122.999,119.8473,120.1515,2602758.0
2020-05-17,120.6307,122.999,119.8473,120.1515,2602758.0
2020-05-18,121.5614,122.4277,118.7046,121.8932,1789354.0
2020-05-19,121.1928,121.878,119.3589,120.6399,1170648.0
2020-05-20,121.4785,121.9485,120.4648,120.9256,1137664.0
2020-05-21,120.6966,120.9376,117.8692,118.685,2597308.0
2020-05-22,119.0836,121.028,118.2864,120.7522,899979.0
2020-05-23,119.0836,121.028,118.2864,120.7522,899979.0
2020-05-24,119.0836,121.028,118.2864,120.7522,899979.0
2020-05-25,119.0836,121.028,118.2864,120.7522,899979.0
2020-05-26,122.1335,122.2447,118.4996,118.9075,1719569.0
2020-05-27,118.9724,123.5333,117.7673,123.3386,1443851.0
2020-05-28,125.0535,126.2401,123.8299,126.0547,1372739.0
2020-05-29,125.6654,126.9446,124.0895,125.7766,2912028.0
2020-05-30,125.6654,126.9446,124.0895,125.7766,2912028.0
2020-05-31,125.6654,126.9446,124.0895,125.7766,2912028.0
2020-06-01,125.9527,127.3711,124.9794,126.4719,746113.0
2020-06-02,126.2679,127.1857,125.3873,127.1671,2057611.0
2020-06-03,127.575,127.8809,124.3861,124.4232,980953.0
2020-06-04,124.0524,125.2111,122.8009,123.6908,1133365.0
2020-06-05,124.2656,126.3328,123.5611,125.5541,1304553.0
2020-06-06,124.2656,126.3328,123.5611,125.5541,1304553.0
2020-06-07,124.2656,126.3328,123.5611,125.5541,1304553.0
2020-06-08,124.8311,125.8415,123.6538,125.7673,1987694.0
2020-06-09,125.5171,125.5171,123.1624,123.6074,1276912.0
2020-06-10,124.247,125.8044,123.0837,125.4429,1352278.0
2020-06-11,124.7013,125.4336,119.6491,119.6676,1189699.0
2020-06-12,121.1879,121.7627,118.3142,119.6862,1085794.0
2020-06-13,121.1879,121.7627,118.3142,119.6862,1085794.0
2020-06-14,121.1879,121.7627,118.3142,119.6862,1085794.0
2020-06-15,117.9712,120.6966,116.8032,120.6317,1183099.0
2020-06-16,122.8658,123.4591,121.0581,122.9029,789541.0
2020-06-17,123.2459,123.714,122.2911,122.6248,910406.0
2020-06-18,122.0315,123.2644,121.7812,122.8658,595452.0
2020-06-19,123.3293,123.8901,119.955,120.0013,3297253.0
2020-06-20,123.3293,123.8901,119.955,120.0013,3297253.0
2020-06-21,123.3293,123.8901,119.955,120.0013,3297253.0
2020-06-22,120.0662,121.8461,119.9643,121.0303,993079.0
2020-06-23,122.5414,122.8658,120.5205,120.743,1072521.0
2020-06-24,119.8623,120.4556,117.6653,118.6386,969741.0
2020-06-25,118.24,119.4173,117.4329,119.2783,1112339.0
2020-06-26,119.3524,120.0153,116.4463,116.6641,1539284.0
2020-06-27,119.3524,120.0153,116.4463,116.6641,1539284.0
2020-06-28,119.3524,120.0153,116.4463,116.6641,1539284.0
2020-06-29,116.9515,118.8982,116.3397,118.2956,797750.0
2020-06-30,118.8889,120.8357,118.5552,120.1589,2200364.0
2020-07-01,120.298,121.4289,120.0384,120.6224,1292280.0
2020-07-02,121.4846,122.0686,119.7696,120.3814,1287362.0
2020-07-03,121.4846,122.0686,119.7696,120.3814,1287362.0
2020-07-04,121.4846,122.0686,119.7696,120.3814,1287362.0
2020-07-05,121.4846,122.0686,119.7696,120.3814,1287362.0
2020-07-06,121.9203,121.9203,119.1809,120.0013,986160.0
2020-07-07,119.5842,120.437,119.1948,119.8159,1097042.0
2020-07-08,119.5657,120.0477,117.8878,119.1392,1024432.0
2020-07-09,118.7406,118.8611,116.8588,117.4984,810954.0
2020-07-10,117.1276,118.6479,116.7012,118.4254,661434.0
2020-07-11,117.1276,118.6479,116.7012,118.4254,661434.0
2020-07-12,117.1276,118.6479,116.7012,118.4254,661434.0
2020-07-13,119.0002,119.5193,118.2678,118.5459,1248679.0
2020-07-14,118.2586,122.3189,118.1102,122.1798,1856693.0
2020-07-15,123.1717,123.7835,121.8646,122.3652,1155587.0
2020-07-16,122.8102,125.619,122.5043,124.6364,1614772.0
2020-07-17,124.5715,127.1486,124.1358,126.4441,2708258.0
2020-07-18,124.5715,127.1486,124.1358,126.4441,2708258.0
2020-07-19,124.5715,127.1486,124.1358,126.4441,2708258.0
2020-07-20,126.2957,126.5553,124.8496,125.619,1080076.0
2020-07-21,125.8044,128.1776,125.7673,127.2876,1162458.0
2020-07-22,127.1022,128.363,126.2587,128.3537,1589711.0
2020-07-23,132.5623,135.8532,132.0154,135.6493,2281393.0
2020-07-24,136.2982,136.8358,134.3793,135.0467,1162150.0
2020-07-25,136.2982,136.8358,134.3793,135.0467,1162150.0
2020-07-26,136.2982,136.8358,134.3793,135.0467,1162150.0
2020-07-27,135.3063,136.0201,133.8694,135.6122,879555.0
2020-07-28,135.3433,136.1128,134.5925,135.0931,919440.0
2020-07-29,135.0467,135.9459,134.6666,135.1672,863872.0
2020-07-30,134.4534,135.0467,133.6284,134.6852,774019.0
2020-07-31,134.3885,134.852,132.9424,134.7964,1757059.0
2020-08-01,134.3885,134.852,132.9424,134.7964,1757059.0
2020-08-02,134.3885,134.852,132.9424,134.7964,1757059.0
2020-08-03,134.7223,135.6307,133.8323,134.3607,1060143.0
2020-08-04,133.786,135.0652,133.6191,133.7674,974031.0
2020-08-05,133.9714,134.3236,131.5936,131.8856,709462.0
2020-08-06,131.4684,133.2576,131.385,133.1834,617989.0
2020-08-07,132.5716,133.7906,132.3398,133.4152,671897.0
2020-08-08,132.5716,133.7906,132.3398,133.4152,671897.0
2020-08-09,132.5716,133.7906,132.3398,133.4152,671897.0
2020-08-10,133.7489,134.1846,133.0536,133.4152,561601.0
2020-08-11,133.8601,133.9528,131.5333,132.1081,998564.0
2020-08-12,132.5345,136.0201,132.0988,135.3619,878684.0
2020-08-13,135.8069,136.2611,134.815,135.8717,734862.0
2020-08-14,135.779,136.2055,135.0699,135.4082,513958.0
2020-08-15,135.779,136.2055,135.0699,135.4082,513958.0
2020-08-16,135.779,136.2055,135.0699,135.4082,513958.0
2020-08-17,135.6493,138.0224,135.1765,137.5033,863891.0
2020-08-18,137.3735,139.3109,136.5763,138.6713,1046325.0
2020-08-19,137.6145,138.1058,136.8544,136.9749,1220100.0
2020-08-20,136.5871,138.7775,136.4007,137.7056,1241242.0
2020-08-21,137.9759,138.2089,136.7735,137.4167,707486.0
2020-08-22,137.9759,138.2089,136.7735,137.4167,707486.0
2020-08-23,137.9759,138.2089,136.7735,137.4167,707486.0
2020-08-24,137.9479,139.0664,137.1557,138.7309,436801.0
2020-08-25,139.5325,139.5325,137.92,138.5724,503726.0
2020-08-26,138.3021,139.3274,137.2815,139.0198,1042531.0
2020-08-27,139.7282,140.4366,138.4792,138.6004,646534.0
2020-08-28,138.7961,139.1317,137.1974,139.0664,406957.0
2020-08-29,138.7961,139.1317,137.1974,139.0664,406957.0
2020-08-30,138.7961,139.1317,137.1974,139.0664,406957.0
2020-08-31,138.7122,139.4393,138.3745,138.5445,682391.0
2020-09-01,138.5445,138.647,136.6617,138.3394,644640.0
2020-09-02,137.9573,140.3807,137.9573,139.2715,773493.0
2020-09-03,139.5698,141.844,137.0065,138.2835,861882.0
2020-09-04,138.7682,139.4113,136.3261,138.6936,779532.0
2020-09-05,138.7682,139.4113,136.3261,138.6936,779532.0
2020-09-06,138.7682,139.4113,136.3261,138.6936,779532.0
2020-09-07,138.7682,139.4113,136.3261,138.6936,779532.0
2020-09-08,138.4792,138.9732,135.3238,135.6364,924286.0
2020-09-09,136.8108,138.9359,136.671,137.687,624218.0
2020-09-10,137.3794,137.8268,135.0865,135.2915,694948.0
2020-09-11,135.5711,136.9227,135.2449,135.6177,484404.0
2020-09-12,135.5711,136.9227,135.2449,135.6177,484404.0
2020-09-13,135.5711,136.9227,135.2449,135.6177,484404.0
2020-09-14,136.2236,136.8294,134.667,134.6857,585604.0
2020-09-15,134.8534,136.424,133.9866,134.5365,882319.0
2020-09-16,135.3847,136.1583,133.4367,133.4646,629194.0
2020-09-17,132.8681,132.8681,130.0812,130.9573,857724.0
2020-09-18,131.3022,131.9081,128.739,129.4846,1567924.0
2020-09-19,131.3022,131.9081,128.739,129.4846,1567924.0
2020-09-20,131.3022,131.9081,128.739,129.4846,1567924.0
2020-09-21,128.6271,129.2516,125.8402,127.6951,1291215.0
2020-09-22,127.6764,128.9144,127.2663,128.0958,623009.0
2020-09-23,128.6831,129.0839,124.8988,125.2157,1084134.0
2020-09-24,125.3928,128.5432,125.3835,128.3102,963889.0
2020-09-25,127.8442,130.0835,127.229,130.0439,684939.0
2020-09-26,127.8442,130.0835,127.229,130.0439,684939.0
2020-09-27,127.8442,130.0835,127.229,130.0439,684939.0
2020-09-28,130.7802,132.2809,130.1651,130.8734,589910.0
2020-09-29,132.6351,133.0825,130.7709,131.6005,735261.0
2020-09-30,131.8242,134.5925,131.6284,133.6044,798517.0
2020-10-01,133.7443,134.7043,132.0852,134.1544,759662.0
2020-10-02,133.7536,134.2662,132.4393,133.213,535654.0
2020-10-03,133.7536,134.2662,132.4393,133.213,535654.0
2020-10-04,133.7536,134.2662,132.4393,133.213,535654.0
2020-10-05,133.4553,134.3501,132.933,134.0052,432715.0
2020-10-06,133.679,133.9959,131.5073,131.9453,680343.0
2020-10-07,132.3741,134.2942,132.1224,133.6697,615258.0
2020-10-08,133.4367,134.3688,132.9893,133.7629,474316.0
2020-10-09,134.4526,136.4659,134.0793,135.7389,612694.0
2020-10-10,134.4526,136.4659,134.0793,135.7389,612694.0
2020-10-11,134.4526,136.4659,134.0793,135.7389,612694.0
2020-10-12,137.0345,138.8521,136.5778,138.0225,601634.0
2020-10-13,137.4073,139.2156,137.137,138.7402,574279.0
2020-10-14,138.4233,140.0265,138.1903,139.3181,576978.0
2020-10-15,138.4792,140.5951,138.0318,140.2036,579589.0
2020-10-16,140.6789,141.35,139.635,139.7375,912213.0
2020-10-17,140.6789,141.35,139.635,139.7375,912213.0
2020-10-18,140.6789,141.35,139.635,139.7375,912213.0
2020-10-19,140.3714,140.5112,137.2582,137.4819,614242.0
2020-10-20,138.5445,139.0758,136.7642,136.904,434715.0
2020-10-21,136.4473,137.3141,135.2263,135.6923,688587.0
2020-10-22,136.0092,136.1583,134.6484,135.5618,442573.0
2020-10-23,136.4566,136.7083,135.916,136.4007,383672.0
2020-10-24,136.4566,136.7083,135.916,136.4007,383672.0
2020-10-25,136.4566,136.7083,135.916,136.4007,383672.0
2020-10-26,135.9813,135.9813,133.4553,134.406,610599.0
2020-10-27,134.7975,135.0305,132.691,132.8215,825133.0
2020-10-28,131.0692,132.2063,128.739,128.8136,858284.0
2020-10-29,128.5432,129.988,127.2057,128.4687,710810.0
2020-10-30,127.8162,128.8229,126.6045,128.1238,783864.0
2020-10-31,127.8162,128.8229,126.6045,128.1238,783864.0
2020-11-01,127.8162,128.8229,126.6045,128.1238,783864.0
2020-11-02,130.1744,132.3555,129.727,131.2183,1266214.0
2020-11-03,132.1877,134.7416,132.1318,133.0266,569798.0
2020-11-04,134.0332,136.6337,133.3994,134.1637,985035.0
2020-11-05,135.6923,136.3448,134.0799,134.7789,923599.0
2020-11-06,138.7868,140.4925,136.8388,139.2529,1354941.0
2020-11-07,138.7868,140.4925,136.8388,139.2529,1354941.0
2020-11-08,138.7868,140.4925,136.8388,139.2529,1354941.0
2020-11-09,142.2075,143.9971,139.4486,139.5511,1168401.0
2020-11-10,139.9799,143.1303,139.3088,141.9186,987701.0
2020-11-11,142.5431,143.382,141.2568,143.2235,697170.0
2020-11-12,143.5311,143.7082,141.5831,143.1303,584487.0
2020-11-13,143.6057,143.8387,141.9,143.5404,580392.0
2020-11-14,143.6057,143.8387,141.9,143.5404,580392.0
2020-11-15,143.6057,143.8387,141.9,143.5404,580392.0
2020-11-16,144.4259,144.9246,143.3447,144.5844,784111.0
2020-11-17,144.0251,144.4445,142.2309,142.5431,701006.0
2020-11-18,143.0837,143.9039,140.3341,140.4086,678171.0
2020-11-19,139.7002,140.4779,138.3508,140.0,659417.0
2020-11-20,139.7095,139.9644,137.7792,138.482,600645.0
2020-11-21,139.7095,139.9644,137.7792,138.482,600645.0
2020-11-22,139.7095,139.9644,137.7792,138.482,600645.0
2020-11-23,138.2008,139.0161,137.1045,137.5917,656963.0
2020-11-24,138.3133,139.5034,137.8635,138.8849,2261499.0
2020-11-25,139.0817,139.9344,138.5054,138.8287,1565286.0
2020-11-26,139.0817,139.9344,138.5054,138.8287,1565286.0
2020-11-27,139.1004,139.1098,137.1888,138.735,1252908.0
2020-11-28,139.1004,139.1098,137.1888,138.735,1252908.0
2020-11-29,139.1004,139.1098,137.1888,138.735,1252908.0
2020-11-30,138.1259,138.7162,137.0295,138.585,1507420.0
2020-12-01,139.6252,140.6841,138.7725,140.5998,1325479.0
2020-12-02,140.5998,142.2397,139.1051,139.8595,1094650.0
2020-12-03,139.6252,140.7403,139.5128,140.403,719353.0
2020-12-04,140.5623,141.5931,140.4526,141.3775,1002547.0
2020-12-05,140.5623,141.5931,140.4526,141.3775,1002547.0
2020-12-06,140.5623,141.5931,140.4526,141.3775,1002547.0
2020-12-07,142.249,143.1018,139.3253,140.2999,879889.0
2020-12-08,139.7189,142.1553,139.4753,141.1526,814281.0
2020-12-09,140.984,143.0947,139.7189,142.5676,1179124.0
2020-12-10,142.7457,143.1955,140.2624,140.2812,899783.0
2020-12-11,139.6158,140.7497,139.6065,139.7283,608687.0
2020-12-12,139.6158,140.7497,139.6065,139.7283,608687.0
2020-12-13,139.6158,140.7497,139.6065,139.7283,608687.0
2020-12-14,140.1593,142.0429,139.6674,139.7564,579571.0
2020-12-15,140.1031,141.3307,139.8314,140.7778,689139.0
2020-12-16,140.7122,142.1272,140.0656,140.8247,743555.0
2020-12-17,141.5931,143.1721,140.8903,142.071,797065.0
2020-12-18,142.3334,142.7644,140.6841,141.3869,1717323.0
2020-12-19,142.3334,142.7644,140.6841,141.3869,1717323.0
2020-12-20,142.3334,142.7644,140.6841,141.3869,1717323.0
2020-12-21,139.6346,140.9746,137.6105,140.2437,846072.0
2020-12-22,140.0094,140.2437,138.8755,139.2691,559984.0
2020-12-23,140.075,140.8387,139.7845,140.0469,580120.0
2020-12-24,139.9063,140.7309,139.4753,140.5154,188232.0
2020-12-25,139.9063,140.7309,139.4753,140.5154,188232.0
2020-12-26,139.9063,140.7309,139.4753,140.5154,188232.0
2020-12-27,139.9063,140.7309,139.4753,140.5154,188232.0
2020-12-28,141.6493,142.3334,140.9652,142.249,432858.0
2020-12-29,142.8956,143.3454,141.7149,141.9117,518710.0
2020-12-30,141.9773,142.4364,140.909,141.0589,387599.0
2020-12-31,140.9277,142.9425,140.1031,142.7457,479323.0
2021-01-01,140.9277,142.9425,140.1031,142.7457,479323.0
2021-01-02,140.9277,142.9425,140.1031,142.7457,479323.0
2021-01-03,140.9277,142.9425,140.1031,142.7457,479323.0
2021-01-04,143.3829,143.7671,140.1781,141.4057,861607.0
2021-01-05,141.4806,142.0054,140.1031,141.2464,678545.0
2021-01-06,142.2584,144.245,141.415,141.743,835779.0
2021-01-07,141.7243,142.7363,140.7872,141.6587,600101.0
2021-01-08,141.9304,142.7551,141.3635,142.4646,552587.0
2021-01-09,141.9304,142.7551,141.3635,142.4646,552587.0
2021-01-10,141.9304,142.7551,141.3635,142.4646,552587.0
2021-01-11,142.2959,142.8394,140.403,140.6654,613721.0
2021-01-12,140.2156,141.2651,138.9505,139.9813,621729.0
2021-01-13,139.9532,142.2303,139.576,140.4873,709668.0
2021-01-14,140.8528,141.1526,138.0696,138.1446,836687.0
2021-01-15,137.8354,140.0805,137.6386,139.1192,1193696.0
2021-01-16,137.8354,140.0805,137.6386,139.1192,1193696.0
2021-01-17,137.8354,140.0805,137.6386,139.1192,1193696.0
2021-01-18,137.8354,140.0805,137.6386,139.1192,1193696.0
2021-01-19,139.6721,140.8903,138.8533,139.3909,790270.0
2021-01-20,139.4378,140.328,138.3133,140.2156,872791.0
2021-01-21,140.5623,140.5623,138.9224,139.6065,826515.0
2021-01-22,139.4846,140.1687,138.4351,138.8755,643239.0
2021-01-23,139.4846,140.1687,138.4351,138.8755,643239.0
2021-01-24,139.4846,140.1687,138.4351,138.8755,643239.0
2021-01-25,138.5476,140.6279,137.7136,138.2477,1114392.0
2021-01-26,138.2852,140.4686,136.4766,140.1125,1167137.0
2021-01-27,139.6158,140.0984,136.4485,136.992,1251769.0
2021-01-28,137.1982,139.8688,136.9077,138.8849,1220801.0
2021-01-29,138.079,140.2905,136.1767,136.2892,1366644.0
2021-01-30,138.079,140.2905,136.1767,136.2892,1366644.0
2021-01-31,138.079,140.2905,136.1767,136.2892,1366644.0
2021-02-01,136.486,137.1607,135.5208,135.98,848062.0
2021-02-02,136.5797,139.1379,136.0549,137.8635,1001901.0
2021-02-03,137.8447,138.482,136.411,137.3575,890135.0
2021-02-04,138.5569,140.5623,136.1674,137.9572,1273320.0
2021-02-05,138.5944,139.9967,137.3668,137.3762,825536.0
2021-02-06,138.5944,139.9967,137.3668,137.3762,825536.0
2021-02-07,138.5944,139.9967,137.3668,137.3762,825536.0
2021-02-08,141.7336,141.8461,138.0603,139.9344,2026184.0
2021-02-09,139.822,141.743,139.7658,140.2062,1090021.0
2021-02-10,140.8621,141.1714,139.8314,140.5623,883720.0
2021-02-11,140.1687,141.2932,140.0469,140.9559,871355.0
2021-02-12,140.4217,142.2115,140.2718,141.8555,785709.0
2021-02-13,140.4217,142.2115,140.2718,141.8555,785709.0
2021-02-14,140.4217,142.2115,140.2718,141.8555,785709.0
2021-02-15,140.4217,142.2115,140.2718,141.8555,785709.0
2021-02-16,141.7055,142.7363,140.7028,141.8555,1197589.0
2021-02-17,141.4338,142.8675,141.3588,141.7711,864849.0
2021-02-18,141.1342,144.9497,141.1342,144.1301,1390560.0
2021-02-19,144.2525,144.6765,140.1356,140.2298,1166040.0
2021-02-20,144.2525,144.6765,140.1356,140.2298,1166040.0
2021-02-21,144.2525,144.6765,140.1356,140.2298,1166040.0
2021-02-22,140.4653,140.4653,138.0159,139.6646,862054.0
2021-02-23,140.4182,141.7419,138.5812,139.4102,1477928.0
2021-02-24,139.4008,139.9001,138.6,139.0239,774656.0
2021-02-25,138.9015,140.503,138.7649,139.0239,1589892.0
2021-02-26,139.4762,140.3052,137.1304,137.2151,1053866.0
2021-02-27,139.4762,140.3052,137.1304,137.2151,1053866.0
2021-02-28,139.4762,140.3052,137.1304,137.2151,1053866.0
2021-03-01,137.7144,139.3443,136.339,136.7818,1177230.0
2021-03-02,136.697,137.9971,135.265,136.9325,969620.0
2021-03-03,136.8571,137.3659,135.8962,136.0093,1100980.0
2021-03-04,136.4615,140.4701,136.0941,137.6297,1251059.0
2021-03-05,138.1949,142.0716,137.6014,141.6712,1031682.0
2021-03-06,138.1949,142.0716,137.6014,141.6712,1031682.0
2021-03-07,138.1949,142.0716,137.6014,141.6712,1031682.0
2021-03-08,142.5379,145.6657,141.3697,142.9996,1112904.0
2021-03-09,142.9807,144.3467,141.7843,141.8408,953009.0
2021-03-10,141.577,144.62,140.4182,143.8098,1121090.0
2021-03-11,143.0655,144.2337,142.7546,143.1032,959298.0
2021-03-12,143.6213,144.0264,142.4531,143.6119,756683.0
2021-03-13,143.6213,144.0264,142.4531,143.6119,756683.0
2021-03-14,143.6213,144.0264,142.4531,143.6119,756683.0
2021-03-15,144.4881,144.6388,142.5191,144.441,773372.0
2021-03-16,144.8461,145.3359,143.7909,144.6011,916455.0
2021-03-17,146.4664,146.8339,144.7895,145.6091,995773.0
2021-03-18,145.1193,147.3991,145.0816,147.0317,673176.0
2021-03-19,147.5781,147.8607,145.6939,145.741,1455294.0
2021-03-20,147.5781,147.8607,145.6939,145.741,1455294.0
2021-03-21,147.5781,147.8607,145.6939,145.741,1455294.0
2021-03-22,145.1664,147.5498,145.0245,147.3237,801741.0
2021-03-23,147.5122,148.1339,146.8228,147.8325,689964.0
2021-03-24,147.0129,149.0854,145.9483,148.1528,977376.0
2021-03-25,148.6709,149.4246,147.1353,147.9455,937188.0
2021-03-26,148.2658,150.0652,147.4839,150.0464,676538.0
2021-03-27,148.2658,150.0652,147.4839,150.0464,676538.0
2021-03-28,148.2658,150.0652,147.4839,150.0464,676538.0
2021-03-29,149.6036,152.3451,149.4623,151.7987,818678.0
2021-03-30,151.582,152.2038,149.255,149.6601,1019283.0
2021-03-31,149.2173,150.4515,148.5485,149.0007,1170674.0
2021-04-01,149.0289,150.2819,147.2295,149.5659,932277.0
2021-04-02,149.0289,150.2819,147.2295,149.5659,932277.0
2021-04-03,149.0289,150.2819,147.2295,149.5659,932277.0
2021-04-04,149.0289,150.2819,147.2295,149.5659,932277.0
2021-04-05,149.7638,152.0011,149.3775,150.1217,979737.0
2021-04-06,150.3573,152.1943,150.0087,151.4501,941468.0
2021-04-07,151.6762,152.016,150.6493,151.2711,771819.0
2021-04-08,151.2051,151.7327,150.1689,150.8377,995336.0
2021-04-09,151.3276,151.4972,149.434,150.2631,714231.0
2021-04-10,151.3276,151.4972,149.434,150.2631,714231.0
2021-04-11,151.3276,151.4972,149.434,150.2631,714231.0
2021-04-12,150.3196,151.0073,149.7669,150.3573,942726.0
2021-04-13,149.3681,150.3997,149.0235,149.6224,1136713.0
2021-04-14,149.6601,149.8297,147.7854,149.0289,889338.0
2021-04-15,151.6762,152.0059,150.3384,151.582,1079558.0
2021-04-16,151.9682,152.1755,150.8472,151.6668,1260671.0
2021-04-17,151.9682,152.1755,150.8472,151.6668,1260671.0
2021-04-18,151.9682,152.1755,150.8472,151.6668,1260671.0
2021-04-19,151.6856,152.2509,150.2819,151.6573,771969.0
2021-04-20,151.3465,153.7393,150.9979,152.7973,836812.0
2021-04-21,153.3625,154.493,153.3625,153.5038,929832.0
2021-04-22,153.5509,153.9466,152.2104,152.8444,825941.0
2021-04-23,152.8161,153.1741,151.8191,152.0813,682518.0
2021-04-24,152.8161,153.1741,151.8191,152.0813,682518.0
2021-04-25,152.8161,153.1741,151.8191,152.0813,682518.0
2021-04-26,152.2791,152.2791,149.613,149.8203,762014.0
2021-04-27,149.8768,150.216,148.7934,149.5188,1063097.0
2021-04-28,150.037,151.6291,149.321,149.6601,1320933.0
2021-04-29,150.7529,155.9156,150.2678,154.7097,1609223.0
2021-04-30,154.4271,155.4351,153.7111,154.7851,1190999.0
2021-05-01,154.4271,155.4351,153.7111,154.7851,1190999.0
2021-05-02,154.4271,155.4351,153.7111,154.7851,1190999.0
2021-05-03,155.1619,158.0824,154.7568,157.0838,1125462.0
2021-05-04,157.2251,158.2049,156.1605,157.2439,1261230.0
2021-05-05,157.0649,159.1399,156.3301,158.61,960305.0
2021-05-06,159.4767,160.8992,158.1954,158.8643,951129.0
2021-05-07,158.8643,159.3354,157.7056,158.7324,780934.0
2021-05-08,158.8643,159.3354,157.7056,158.7324,780934.0
2021-05-09,158.8643,159.3354,157.7056,158.7324,780934.0
2021-05-10,159.081,161.229,159.0057,160.447,1385206.0
2021-05-11,161.879,162.1899,158.6571,159.1375,986684.0
2021-05-12,159.26,159.7028,157.7432,157.894,1071406.0
2021-05-13,157.5737,162.5479,157.4229,161.6623,1462665.0
2021-05-14,162.0863,163.5842,161.2007,161.2007,840340.0
2021-05-15,162.0863,163.5842,161.2007,161.2007,840340.0
2021-05-16,162.0863,163.5842,161.2007,161.2007,840340.0
2021-05-17,161.3138,163.7632,160.8239,162.5008,1123032.0
2021-05-18,162.3406,164.1442,162.3406,162.7834,1372525.0
2021-05-19,162.2087,163.0566,161.2101,162.3029,998850.0
2021-05-20,162.4298,164.8434,162.2926,163.8306,1006614.0
2021-05-21,164.2944,165.3924,163.9915,164.4648,904460.0
2021-05-22,164.2944,165.3924,163.9915,164.4648,904460.0
2021-05-23,164.2944,165.3924,163.9915,164.4648,904460.0
2021-05-24,164.7014,165.7236,164.4553,164.7866,725464.0
2021-05-25,164.7677,165.4018,163.0592,165.3734,766591.0
2021-05-26,165.0516,165.8562,164.4837,164.9759,814801.0
2021-05-27,164.9759,165.5485,163.7549,164.1714,1026035.0
2021-05-28,164.2376,164.9002,163.7644,163.7928,871121.0
2021-05-29,164.2376,164.9002,163.7644,163.7928,871121.0
2021-05-30,164.2376,164.9002,163.7644,163.7928,871121.0
2021-05-31,164.2376,164.9002,163.7644,163.7928,871121.0
2021-06-01,164.3701,165.2599,162.6759,163.4142,752196.0
2021-06-02,164.001,164.8955,163.49,164.2566,767783.0
2021-06-03,163.9915,165.2883,163.4236,165.2031,758142.0
2021-06-04,165.5059,166.159,164.9002,165.5438,599121.0
2021-06-05,165.5059,166.159,164.9002,165.5438,599121.0
2021-06-06,165.5059,166.159,164.9002,165.5438,599121.0
