,SC US Equity,SC US Equity,SC US Equity,SC US Equity,SC US Equity
2020-03-07,21.1764,21.8217,20.9597,21.4872,1925935.0
2020-03-08,21.1764,21.8217,20.9597,21.4872,1925935.0
2020-03-09,20.3192,20.4322,18.699,18.8308,2145688.0
2020-03-10,19.4619,20.1684,18.8403,20.0271,993540.0
2020-03-11,19.4713,19.8482,19.0003,19.4148,1932968.0
2020-03-12,18.0112,18.3456,17.2199,17.5214,1572448.0
2020-03-13,18.7272,18.746,16.8596,18.6706,1211558.0
2020-03-14,18.7272,18.746,16.8596,18.6706,1211558.0
2020-03-15,18.7272,18.746,16.8596,18.6706,1211558.0
2020-03-16,16.3156,16.4663,14.9968,14.9968,1583742.0
2020-03-17,14.9497,15.2982,12.9432,14.5729,2208265.0
2020-03-18,13.5178,13.612,11.0498,12.3215,2325456.0
2020-03-19,11.9541,12.7454,10.8049,11.7563,2462630.0
2020-03-20,11.8693,12.7454,10.7719,10.8237,1872793.0
2020-03-21,11.8693,12.7454,10.7719,10.8237,1872793.0
2020-03-22,11.8693,12.7454,10.7719,10.8237,1872793.0
2020-03-23,10.8614,11.0875,9.1752,9.5237,2329457.0
2020-03-24,10.0418,12.2932,9.9947,12.1519,1857670.0
2020-03-25,12.3969,15.9577,12.3215,14.7896,3079926.0
2020-03-26,15.1569,17.4837,14.9309,15.1569,2183466.0
2020-03-27,14.5541,14.7236,13.5649,14.0077,1000648.0
2020-03-28,14.5541,14.7236,13.5649,14.0077,1000648.0
2020-03-29,14.5541,14.7236,13.5649,14.0077,1000648.0
2020-03-30,13.7157,14.0454,12.9526,13.7722,1311044.0
2020-03-31,13.7345,13.8971,12.8396,13.1034,1864872.0
2020-04-01,12.2932,12.2932,11.3088,11.6527,1879404.0
2020-04-02,11.5019,12.6795,11.3135,12.086,2027054.0
2020-04-03,11.9258,12.0106,10.9273,11.1817,3047393.0
2020-04-04,11.9258,12.0106,10.9273,11.1817,3047393.0
2020-04-05,11.9258,12.0106,10.9273,11.1817,3047393.0
2020-04-06,12.2461,12.9338,12.1237,12.4063,1271500.0
2020-04-07,13.4142,13.9888,12.8019,13.1881,1774710.0
2020-04-08,13.6403,14.4033,13.0657,14.0925,1290630.0
2020-04-09,14.7896,15.9435,14.6106,15.562,1345899.0
2020-04-10,14.7896,15.9435,14.6106,15.562,1345899.0
2020-04-11,14.7896,15.9435,14.6106,15.562,1345899.0
2020-04-12,14.7896,15.9435,14.6106,15.562,1345899.0
2020-04-13,15.6656,15.6656,14.1867,14.2997,733726.0
2020-04-14,14.6294,14.8838,13.2918,13.6497,1090367.0
2020-04-15,12.67,13.1269,12.5853,12.7737,1569213.0
2020-04-16,12.6418,12.7454,11.7186,11.8976,1472820.0
2020-04-17,12.8113,13.2258,12.5099,13.1128,1279763.0
2020-04-18,12.8113,13.2258,12.5099,13.1128,1279763.0
2020-04-19,12.8113,13.2258,12.5099,13.1128,1279763.0
2020-04-20,12.557,12.9809,12.0766,12.5664,963297.0
2020-04-21,11.7845,12.0483,11.5396,11.8034,1401330.0
2020-04-22,12.1613,12.1613,11.4454,11.6527,997567.0
2020-04-23,11.6903,12.2838,11.6056,11.9918,783953.0
2020-04-24,12.2085,12.3356,11.7374,12.2179,841472.0
2020-04-25,12.2085,12.3356,11.7374,12.2179,841472.0
2020-04-26,12.2085,12.3356,11.7374,12.2179,841472.0
2020-04-27,12.265,12.8679,12.265,12.6889,867838.0
2020-04-28,13.7345,14.5635,13.4472,13.8287,1104942.0
2020-04-29,14.3374,16.1555,14.2338,16.0613,1703309.0
2020-04-30,15.8258,16.0142,14.6012,14.6859,1779374.0
2020-05-01,14.1019,14.2903,13.7863,14.0736,988787.0
2020-05-02,14.1019,14.2903,13.7863,14.0736,988787.0
2020-05-03,14.1019,14.2903,13.7863,14.0736,988787.0
2020-05-04,13.6497,14.262,13.1222,14.2055,991450.0
2020-05-05,14.5164,15.0156,14.1302,14.2149,1237272.0
2020-05-06,15.0722,15.1475,14.116,14.1396,1095128.0
2020-05-07,14.1961,14.9968,14.1961,14.5164,735070.0
2020-05-08,14.8891,15.3287,14.8508,15.0898,597239.0
2020-05-09,14.8891,15.3287,14.8508,15.0898,597239.0
2020-05-10,14.8891,15.3287,14.8508,15.0898,597239.0
2020-05-11,14.8126,14.9369,14.373,14.4304,1040271.0
2020-05-12,14.5164,14.7553,13.5512,13.5703,869312.0
2020-05-13,13.3983,13.4078,12.4999,12.7006,1344501.0
2020-05-14,12.4235,14.1437,12.2228,14.0863,1792597.0
2020-05-15,13.8092,14.2201,13.5798,13.7614,1039096.0
2020-05-16,13.8092,14.2201,13.5798,13.7614,1039096.0
2020-05-17,13.8092,14.2201,13.5798,13.7614,1039096.0
2020-05-18,14.5833,15.1471,14.5562,14.9273,1223756.0
2020-05-19,14.7935,15.214,14.4017,14.8413,973914.0
2020-05-20,15.0993,15.7014,15.0706,15.128,1096845.0
2020-05-21,15.0898,15.4337,14.8604,14.8986,911683.0
2020-05-22,14.8986,15.1758,14.5403,14.784,859907.0
2020-05-23,14.8986,15.1758,14.5403,14.784,859907.0
2020-05-24,14.8986,15.1758,14.5403,14.784,859907.0
2020-05-25,14.8986,15.1758,14.5403,14.784,859907.0
2020-05-26,15.5867,16.2939,15.3956,15.9594,1063661.0
2020-05-27,16.9055,17.2591,16.399,17.1922,941890.0
2020-05-28,17.4789,17.5028,16.4372,16.5137,750232.0
2020-05-29,16.0454,16.2652,15.5676,15.7969,1449539.0
2020-05-30,16.0454,16.2652,15.5676,15.7969,1449539.0
2020-05-31,16.0454,16.2652,15.5676,15.7969,1449539.0
2020-06-01,15.8256,17.1922,15.7014,17.1157,946265.0
2020-06-02,17.498,17.6318,16.9151,17.0106,1114998.0
2020-06-03,17.5936,18.1526,17.4598,17.8612,1086777.0
2020-06-04,17.7369,18.7404,17.3451,18.7404,1039561.0
2020-06-05,20.4701,20.881,19.6865,20.2598,1870686.0
2020-06-06,20.4701,20.881,19.6865,20.2598,1870686.0
2020-06-07,20.4701,20.881,19.6865,20.2598,1870686.0
2020-06-08,20.881,21.1343,20.4032,20.6994,1602505.0
2020-06-09,19.8489,20.0783,19.4284,19.7629,886239.0
2020-06-10,19.524,19.6387,18.6352,18.7977,1006944.0
2020-06-11,17.3833,17.8612,17.0727,17.2973,884855.0
2020-06-12,18.4441,18.5779,17.5171,18.1383,637905.0
2020-06-13,18.4441,18.5779,17.5171,18.1383,637905.0
2020-06-14,18.4441,18.5779,17.5171,18.1383,637905.0
2020-06-15,17.1731,18.3676,17.1014,18.1765,1113303.0
2020-06-16,19.352,19.4045,18.1956,18.5014,960919.0
2020-06-17,18.5014,18.7212,18.3103,18.3581,694802.0
2020-06-18,17.8994,18.4537,17.8707,18.2625,589629.0
2020-06-19,18.683,18.7977,17.6605,17.9949,1571630.0
2020-06-20,18.683,18.7977,17.6605,17.9949,1571630.0
2020-06-21,18.683,18.7977,17.6605,17.9949,1571630.0
2020-06-22,17.8229,18.2434,17.5601,18.0905,631061.0
2020-06-23,18.5014,18.6161,18.0523,18.0618,652149.0
2020-06-24,17.6796,17.7274,17.0871,17.3164,888093.0
2020-06-25,17.1349,18.1001,16.9342,18.0332,1334994.0
2020-06-26,17.67,17.7943,17.1253,17.4693,2828251.0
2020-06-27,17.67,17.7943,17.1253,17.4693,2828251.0
2020-06-28,17.67,17.7943,17.1253,17.4693,2828251.0
2020-06-29,17.67,18.1096,17.2209,18.0141,1109761.0
2020-06-30,17.9567,18.1001,17.3977,17.5936,1829884.0
2020-07-01,17.6031,18.0141,16.9246,16.9437,822240.0
2020-07-02,17.4789,17.7751,17.0393,17.0966,777249.0
2020-07-03,17.4789,17.7751,17.0393,17.0966,777249.0
2020-07-04,17.4789,17.7751,17.0393,17.0966,777249.0
2020-07-05,17.4789,17.7751,17.0393,17.0966,777249.0
2020-07-06,17.7178,18.3103,17.67,18.1956,726570.0
2020-07-07,17.9854,17.9854,16.9533,17.0488,779229.0
2020-07-08,17.0966,17.756,16.8195,17.5267,817326.0
2020-07-09,17.4693,17.5362,16.4181,16.5424,660195.0
2020-07-10,16.5806,16.8004,15.9498,16.7526,1252905.0
2020-07-11,16.5806,16.8004,15.9498,16.7526,1252905.0
2020-07-12,16.5806,16.8004,15.9498,16.7526,1252905.0
2020-07-13,16.9437,17.6318,16.7813,17.2113,511425.0
2020-07-14,17.1157,17.2304,16.7964,17.0393,369538.0
2020-07-15,16.8004,17.5076,16.6092,17.3738,842352.0
2020-07-16,17.2591,17.8038,17.0775,17.5553,492895.0
2020-07-17,17.6414,17.7348,17.0202,17.0297,804893.0
2020-07-18,17.6414,17.7348,17.0202,17.0297,804893.0
2020-07-19,17.6414,17.7348,17.0202,17.0297,804893.0
2020-07-20,16.9151,17.1587,16.7813,16.8959,500444.0
2020-07-21,17.1826,17.5362,17.0966,17.3069,771543.0
2020-07-22,17.2304,18.0427,17.0966,17.6222,933175.0
2020-07-23,17.4789,17.9089,17.4693,17.498,692673.0
2020-07-24,17.4693,17.6031,17.1349,17.326,906175.0
2020-07-25,17.4693,17.6031,17.1349,17.326,906175.0
2020-07-26,17.4693,17.6031,17.1349,17.326,906175.0
2020-07-27,17.1062,17.1062,16.7717,17.0871,638646.0
2020-07-28,17.068,17.6509,17.068,17.4311,754555.0
2020-07-29,17.2113,17.3816,15.9403,16.571,1641507.0
2020-07-30,16.0741,16.3464,15.7683,16.2939,1271218.0
2020-07-31,16.2174,17.6796,16.2174,17.5458,2245010.0
2020-08-01,16.2174,17.6796,16.2174,17.5458,2245010.0
2020-08-02,16.2174,17.6796,16.2174,17.5458,2245010.0
2020-08-03,17.7178,18.3915,17.6031,17.8516,1760969.0
2020-08-04,17.6605,18.0714,17.498,17.6222,1227052.0
2020-08-05,17.8134,18.5206,17.8134,18.4537,1321382.0
2020-08-06,18.339,18.6257,18.1574,18.2243,863107.0
2020-08-07,18.0045,18.1956,17.584,18.1383,762787.0
2020-08-08,18.0045,18.1956,17.584,18.1383,762787.0
2020-08-09,18.0045,18.1956,17.584,18.1383,762787.0
2020-08-10,18.2912,18.941,18.2912,18.4919,987683.0
2020-08-11,18.9793,19.1131,17.4216,17.5745,1316093.0
2020-08-12,17.8743,17.9227,17.1827,17.5648,804449.0
2020-08-13,17.352,17.5551,17.0038,17.1586,421486.0
2020-08-14,16.9361,17.4971,16.8297,17.2553,616037.0
2020-08-15,16.9361,17.4971,16.8297,17.2553,616037.0
2020-08-16,16.9361,17.4971,16.8297,17.2553,616037.0
2020-08-17,17.3907,17.3907,16.8974,17.0522,449144.0
2020-08-18,17.1005,17.323,16.6943,16.733,409681.0
2020-08-19,16.7813,16.9748,16.4815,16.704,637116.0
2020-08-20,16.4041,16.6556,16.3364,16.4718,363322.0
2020-08-21,16.5008,16.6943,16.4041,16.5395,368826.0
2020-08-22,16.5008,16.6943,16.4041,16.5395,368826.0
2020-08-23,16.5008,16.6943,16.4041,16.5395,368826.0
2020-08-24,16.6556,17.2166,16.6072,17.0715,388777.0
2020-08-25,17.1972,17.3907,16.6556,16.762,377792.0
2020-08-26,16.704,16.7523,16.3848,16.5782,510659.0
2020-08-27,16.6653,17.2553,16.5299,17.0618,473569.0
2020-08-28,17.3036,17.3036,17.0328,17.2843,357781.0
2020-08-29,17.3036,17.3036,17.0328,17.2843,357781.0
2020-08-30,17.3036,17.3036,17.0328,17.2843,357781.0
2020-08-31,17.2069,17.2069,16.5299,16.6459,765575.0
2020-09-01,16.4331,16.762,16.3267,16.5299,400832.0
2020-09-02,16.5202,17.0328,16.4815,16.9748,439668.0
2020-09-03,17.0715,17.5503,16.7426,17.0425,439881.0
2020-09-04,17.4681,17.6518,17.2456,17.4681,750670.0
2020-09-05,17.4681,17.6518,17.2456,17.4681,750670.0
2020-09-06,17.4681,17.6518,17.2456,17.4681,750670.0
2020-09-07,17.4681,17.6518,17.2456,17.4681,750670.0
2020-09-08,17.2456,17.2456,16.7233,16.8394,822142.0
2020-09-09,17.0038,17.0038,16.5299,16.8394,686523.0
2020-09-10,16.8877,17.2359,16.5589,16.6169,550939.0
2020-09-11,16.6072,16.9651,16.172,16.8877,1297313.0
2020-09-12,16.6072,16.9651,16.172,16.8877,1297313.0
2020-09-13,16.6072,16.9651,16.172,16.8877,1297313.0
2020-09-14,16.9748,17.323,16.7426,16.8007,981895.0
2020-09-15,16.8781,16.9264,16.3122,16.6943,844579.0
2020-09-16,16.791,17.9517,16.5879,17.7195,1289703.0
2020-09-17,17.4777,17.9275,17.1586,17.8936,1049550.0
2020-09-18,18.0484,18.0871,17.5841,17.6422,3138988.0
2020-09-19,18.0484,18.0871,17.5841,17.6422,3138988.0
2020-09-20,18.0484,18.0871,17.5841,17.6422,3138988.0
2020-09-21,17.1199,17.1199,16.3461,16.6846,1262493.0
2020-09-22,16.7136,17.0715,16.3751,16.5782,1044880.0
2020-09-23,16.6749,16.9554,15.9882,16.0076,584242.0
2020-09-24,15.9012,16.2494,15.5046,15.9205,624692.0
2020-09-25,15.8044,16.1333,15.6594,16.0462,334510.0
2020-09-26,15.8044,16.1333,15.6594,16.0462,334510.0
2020-09-27,15.8044,16.1333,15.6594,16.0462,334510.0
2020-09-28,16.3558,16.9941,16.3558,16.6556,470698.0
2020-09-29,16.6653,17.1295,16.4186,16.7523,524858.0
2020-09-30,16.9361,17.6712,16.9361,17.5938,1107363.0
2020-10-01,17.6518,17.9904,17.2263,17.9807,533185.0
2020-10-02,17.7099,18.7835,17.5551,18.6287,665051.0
2020-10-03,17.7099,18.7835,17.5551,18.6287,665051.0
2020-10-04,17.7099,18.7835,17.5551,18.6287,665051.0
2020-10-05,18.9963,19.2574,18.7835,19.1607,650102.0
2020-10-06,19.6733,19.7701,18.5997,18.6094,642461.0
2020-10-07,18.8512,19.2574,18.59,18.7448,714961.0
2020-10-08,18.9963,19.1607,18.8028,19.0737,702403.0
2020-10-09,19.2768,19.4799,18.9431,19.2864,2010641.0
2020-10-10,19.2768,19.4799,18.9431,19.2864,2010641.0
2020-10-11,19.2768,19.4799,18.9431,19.2864,2010641.0
2020-10-12,19.3928,19.6637,19.151,19.4799,604555.0
2020-10-13,19.3928,19.8861,19.2187,19.4896,1004462.0
2020-10-14,19.5863,19.7797,19.3541,19.4896,2462995.0
2020-10-15,19.1607,19.4702,18.9189,19.3348,1109162.0
2020-10-16,19.4315,20.2053,19.2091,19.9442,1005168.0
2020-10-17,19.4315,20.2053,19.2091,19.9442,1005168.0
2020-10-18,19.4315,20.2053,19.2091,19.9442,1005168.0
2020-10-19,20.1956,20.5632,19.9732,20.0215,872870.0
2020-10-20,20.0989,20.6309,20.0989,20.186,461901.0
2020-10-21,20.0602,20.3794,19.9925,20.0312,479817.0
2020-10-22,20.0892,20.6164,20.0409,20.5245,352455.0
2020-10-23,20.7276,20.9501,20.3988,20.6889,430303.0
2020-10-24,20.7276,20.9501,20.3988,20.6889,430303.0
2020-10-25,20.7276,20.9501,20.3988,20.6889,430303.0
2020-10-26,20.4084,20.4084,19.891,20.1279,345911.0
2020-10-27,20.0312,20.3842,19.8861,20.244,711789.0
2020-10-28,19.7701,20.7179,19.122,20.2537,1096006.0
2020-10-29,20.2053,20.5922,19.9828,20.1279,594970.0
2020-10-30,20.1376,20.1376,19.1994,19.6733,534000.0
2020-10-31,20.1376,20.1376,19.1994,19.6733,534000.0
2020-11-01,20.1376,20.1376,19.1994,19.6733,534000.0
2020-11-02,20.0022,20.5051,19.9974,20.4955,450830.0
2020-11-03,20.9114,21.1242,20.7083,21.0178,518546.0
2020-11-04,20.6502,21.0371,20.0699,20.4471,433215.0
2020-11-05,20.5342,21.0081,20.481,20.5729,498630.0
2020-11-06,20.6309,20.7276,20.2827,20.4181,428823.0
2020-11-07,20.6309,20.7276,20.2827,20.4181,428823.0
2020-11-08,20.6309,20.7276,20.2827,20.4181,428823.0
2020-11-09,22.0624,23.0973,21.6465,21.6852,637285.0
2020-11-10,21.7335,22.072,21.4975,21.7142,440749.0
2020-11-11,21.7819,21.8206,21.1774,21.5884,376278.0
2020-11-12,21.3176,21.6271,20.9984,21.2112,347433.0
2020-11-13,21.337,22.0334,21.337,21.9366,197774.0
2020-11-14,21.337,22.0334,21.337,21.9366,197774.0
2020-11-15,21.337,22.0334,21.337,21.9366,197774.0
2020-11-16,22.517,22.9329,22.2365,22.7975,281333.0
2020-11-17,22.3429,22.7588,22.0866,22.6911,208203.0
2020-11-18,22.8265,23.0876,22.4299,22.4396,289356.0
2020-11-19,22.2848,22.2897,21.7819,22.1784,270226.0
2020-11-20,22.0624,22.2848,21.4434,21.5691,413293.0
2020-11-21,22.0624,22.2848,21.4434,21.5691,413293.0
2020-11-22,22.0624,22.2848,21.4434,21.5691,413293.0
2020-11-23,21.8496,22.4396,21.8012,22.3042,348972.0
2020-11-24,22.6717,22.9522,22.4783,22.7975,485896.0
2020-11-25,22.6137,22.6814,22.2752,22.5363,130203.0
2020-11-26,22.6137,22.6814,22.2752,22.5363,130203.0
2020-11-27,22.4106,22.488,22.043,22.1398,90398.0
2020-11-28,22.4106,22.488,22.043,22.1398,90398.0
2020-11-29,22.4106,22.488,22.043,22.1398,90398.0
2020-11-30,22.2655,22.5363,21.3466,21.3756,578350.0
2020-12-01,21.7819,22.3816,21.6803,22.3816,407542.0
2020-12-02,22.3139,22.8555,21.985,22.8071,381095.0
2020-12-03,22.8168,22.9135,22.3284,22.4396,218941.0
2020-12-04,22.7201,23.0489,22.3235,22.4396,290331.0
2020-12-05,22.7201,23.0489,22.3235,22.4396,290331.0
2020-12-06,22.7201,23.0489,22.3235,22.4396,290331.0
2020-12-07,22.2558,22.3622,21.9753,22.3139,235373.0
2020-12-08,22.0334,22.3912,21.8979,22.1398,238153.0
2020-12-09,22.1978,22.3429,21.7045,22.0334,436605.0
2020-12-10,22.3235,22.4396,22.0382,22.3622,463478.0
2020-12-11,21.9753,22.1107,21.3853,21.5207,310056.0
2020-12-12,21.9753,22.1107,21.3853,21.5207,310056.0
2020-12-13,21.9753,22.1107,21.3853,21.5207,310056.0
2020-12-14,21.7722,21.8786,20.7083,21.2306,506319.0
2020-12-15,21.5304,22.1784,21.0903,22.0817,573703.0
2020-12-16,22.0237,22.0237,20.9211,20.9307,866679.0
2020-12-17,20.9984,21.1242,20.2711,20.6212,660450.0
2020-12-18,20.5729,20.7953,19.6927,20.1473,2585968.0
2020-12-19,20.5729,20.7953,19.6927,20.1473,2585968.0
2020-12-20,20.5729,20.7953,19.6927,20.1473,2585968.0
2020-12-21,20.215,20.776,20.0022,20.5148,1509360.0
2020-12-22,20.5729,20.6792,19.9828,20.1666,838697.0
2020-12-23,20.2633,21.1629,20.2633,20.9017,465725.0
2020-12-24,20.8437,20.892,20.3407,20.5438,176460.0
2020-12-25,20.8437,20.892,20.3407,20.5438,176460.0
2020-12-26,20.8437,20.892,20.3407,20.5438,176460.0
2020-12-27,20.8437,20.892,20.3407,20.5438,176460.0
2020-12-28,20.6599,21.0081,20.5729,20.747,611994.0
2020-12-29,20.7953,20.7953,20.4471,20.6212,404675.0
2020-12-30,20.6696,21.3563,20.5342,21.0855,1385876.0
2020-12-31,20.9501,21.337,20.8437,21.2983,431363.0
2021-01-01,20.9501,21.337,20.8437,21.2983,431363.0
2021-01-02,20.9501,21.337,20.8437,21.2983,431363.0
2021-01-03,20.9501,21.337,20.8437,21.2983,431363.0
2021-01-04,21.4917,21.5884,20.5342,20.5535,759318.0
2021-01-05,20.776,21.1435,20.6309,20.8824,605903.0
2021-01-06,21.2886,21.9366,20.7856,21.5401,1104301.0
2021-01-07,21.0758,21.5401,20.5632,20.9597,957425.0
2021-01-08,21.0758,21.0758,19.897,20.3794,927130.0
2021-01-09,21.0758,21.0758,19.897,20.3794,927130.0
2021-01-10,21.0758,21.0758,19.897,20.3794,927130.0
2021-01-11,20.0989,20.7179,20.0989,20.6212,475226.0
2021-01-12,20.8533,21.2886,20.5825,21.2306,711089.0
2021-01-13,21.424,22.2268,21.424,21.5207,841760.0
2021-01-14,21.7045,22.6911,21.5884,22.6137,888832.0
2021-01-15,22.3816,22.9232,22.0653,22.8458,1174915.0
2021-01-16,22.3816,22.9232,22.0653,22.8458,1174915.0
2021-01-17,22.3816,22.9232,22.0653,22.8458,1174915.0
2021-01-18,22.3816,22.9232,22.0653,22.8458,1174915.0
2021-01-19,23.3875,24.1806,23.1553,23.5422,1088285.0
2021-01-20,23.5229,23.697,22.8198,23.2714,534429.0
2021-01-21,23.2521,23.3971,22.4976,22.5943,348285.0
2021-01-22,22.2848,22.6427,22.0817,22.633,511483.0
2021-01-23,22.2848,22.6427,22.0817,22.633,511483.0
2021-01-24,22.2848,22.6427,22.0817,22.633,511483.0
2021-01-25,22.5073,22.9232,22.1204,22.4009,483449.0
2021-01-26,22.5266,22.9522,22.28,22.5363,709288.0
2021-01-27,22.1881,22.6717,21.3853,21.5691,704861.0
2021-01-28,21.9076,22.7007,21.8206,22.4493,523671.0
2021-01-29,22.3235,22.4396,21.2499,21.3756,2140144.0
2021-01-30,22.3235,22.4396,21.2499,21.3756,2140144.0
2021-01-31,22.3235,22.4396,21.2499,21.3756,2140144.0
2021-02-01,21.5014,22.0624,21.3176,22.0043,551985.0
2021-02-02,22.1881,22.9909,22.1494,22.8845,940103.0
2021-02-03,22.7975,23.9291,21.5497,23.4165,2188445.0
2021-02-04,25.3219,26.0957,24.4611,25.1381,1998098.0
2021-02-05,25.525,25.6314,25.0269,25.0704,817024.0
2021-02-06,25.525,25.6314,25.0269,25.0704,817024.0
2021-02-07,25.525,25.6314,25.0269,25.0704,817024.0
2021-02-08,25.1478,25.3896,24.906,25.1285,675856.0
2021-02-09,24.9447,25.0995,24.7126,24.848,1921865.0
2021-02-10,25.0414,25.1575,24.8286,24.8383,977618.0
2021-02-11,24.7416,25.0463,24.4611,25.0221,1761295.0
2021-02-12,24.9254,25.143,24.7609,24.7706,1806241.0
2021-02-13,24.9254,25.143,24.7609,24.7706,1806241.0
2021-02-14,24.9254,25.143,24.7609,24.7706,1806241.0
2021-02-15,24.9254,25.143,24.7609,24.7706,1806241.0
2021-02-16,24.8963,25.5057,24.7996,25.3896,2589469.0
2021-02-17,25.4186,26.1441,25.4186,25.7765,917984.0
2021-02-18,25.6411,25.9216,25.2736,25.3896,1115076.0
2021-02-19,25.5347,25.8539,25.3606,25.38,760648.0
2021-02-20,25.5347,25.8539,25.3606,25.38,760648.0
2021-02-21,25.5347,25.8539,25.3606,25.38,760648.0
2021-02-22,25.0995,25.5347,25.0511,25.2929,353653.0
2021-02-23,25.409,25.525,24.7803,25.1962,737945.0
2021-02-24,25.3509,25.6701,24.964,24.9737,1322320.0
2021-02-25,25.1188,25.1188,23.755,23.9098,709377.0
2021-02-26,23.7647,24.4804,23.5616,24.1806,773842.0
2021-02-27,23.7647,24.4804,23.5616,24.1806,773842.0
2021-02-28,23.7647,24.4804,23.5616,24.1806,773842.0
2021-03-01,24.7899,24.9931,24.5191,24.5288,522470.0
2021-03-02,24.5385,24.9834,24.4224,24.7513,945048.0
2021-03-03,24.906,25.97,24.906,25.1478,1381333.0
2021-03-04,24.9834,26.3472,24.8673,25.6121,2345870.0
2021-03-05,25.9409,26.2311,24.9447,25.1672,1477443.0
2021-03-06,25.9409,26.2311,24.9447,25.1672,1477443.0
2021-03-07,25.9409,26.2311,24.9447,25.1672,1477443.0
2021-03-08,25.3219,26.1054,25.3219,25.7475,819981.0
2021-03-09,25.525,25.7862,25.1478,25.1865,823257.0
2021-03-10,25.3026,26.086,25.3026,25.9409,1053317.0
2021-03-11,25.97,26.6277,25.7765,26.4729,1267868.0
2021-03-12,26.589,27.0629,26.3762,26.4923,697896.0
2021-03-13,26.589,27.0629,26.3762,26.4923,697896.0
2021-03-14,26.589,27.0629,26.3762,26.4923,697896.0
2021-03-15,26.5213,26.7921,26.039,26.5987,1157259.0
2021-03-16,26.6373,26.6954,26.0667,26.2311,605204.0
2021-03-17,26.3375,26.9275,26.2898,26.6954,1234740.0
2021-03-18,26.9662,27.4885,26.5116,26.5696,1386980.0
2021-03-19,26.3278,26.3955,25.5734,25.8829,2089778.0
2021-03-20,26.3278,26.3955,25.5734,25.8829,2089778.0
2021-03-21,26.3278,26.3955,25.5734,25.8829,2089778.0
2021-03-22,25.8152,26.0328,25.4477,26.028,1697580.0
2021-03-23,25.8636,26.6276,25.4283,25.5347,1525991.0
2021-03-24,25.7959,26.2408,25.3896,25.3896,723958.0
2021-03-25,25.2832,26.1537,24.906,26.0183,1426692.0
2021-03-26,26.1855,27.0213,26.1855,26.5493,1446131.0
2021-03-27,26.1855,27.0213,26.1855,26.5493,1446131.0
2021-03-28,26.1855,27.0213,26.1855,26.5493,1446131.0
2021-03-29,26.4215,26.8541,25.9986,26.4018,1138482.0
2021-03-30,26.5001,26.6454,26.2445,26.5788,871423.0
2021-03-31,26.5198,26.9328,26.451,26.6083,1259175.0
2021-04-01,26.5198,26.858,26.451,26.7558,668035.0
2021-04-02,26.5198,26.858,26.451,26.7558,668035.0
2021-04-03,26.5198,26.858,26.451,26.7558,668035.0
2021-04-04,26.5198,26.858,26.451,26.7558,668035.0
2021-04-05,27.2179,27.3851,26.9918,27.2966,649082.0
2021-04-06,27.3753,27.6014,26.9918,27.2474,1068963.0
2021-04-07,27.3163,28.3979,27.3163,28.3193,1183990.0
2021-04-08,28.3291,28.5651,28.0243,28.4372,834363.0
2021-04-09,28.6044,28.6536,28.1816,28.5356,786903.0
2021-04-10,28.6044,28.6536,28.1816,28.5356,786903.0
2021-04-11,28.6044,28.6536,28.1816,28.5356,786903.0
2021-04-12,28.7519,29.7155,28.7519,29.6959,748892.0
2021-04-13,29.6467,29.7254,29.1256,29.2337,656007.0
2021-04-14,29.2042,29.6664,29.1157,29.4992,642158.0
2021-04-15,29.7254,30.1777,29.2436,30.1482,696933.0
2021-04-16,30.4825,30.7874,30.3154,30.6497,794571.0
2021-04-17,30.4825,30.7874,30.3154,30.6497,794571.0
2021-04-18,30.4825,30.7874,30.3154,30.6497,794571.0
2021-04-19,30.9643,30.9643,30.5219,30.7185,489162.0
2021-04-20,30.5219,30.5858,29.6762,30.0302,396901.0
2021-04-21,29.8434,30.5219,29.7057,30.4334,503023.0
2021-04-22,30.4432,30.5317,29.8827,29.981,290661.0
2021-04-23,30.0204,30.925,29.7155,30.8759,446168.0
2021-04-24,30.0204,30.925,29.7155,30.8759,446168.0
2021-04-25,30.0204,30.925,29.7155,30.8759,446168.0
2021-04-26,31.1315,31.5543,31.1118,31.2298,560250.0
2021-04-27,31.1413,31.9772,31.0135,31.9477,580182.0
2021-04-28,31.9575,32.7245,31.2987,31.6035,1054600.0
2021-04-29,32.4295,33.2751,31.9477,33.1178,1363389.0
2021-04-30,33.0883,33.5996,33.0686,33.3735,697011.0
2021-05-01,33.0883,33.5996,33.0686,33.3735,697011.0
2021-05-02,33.0883,33.5996,33.0686,33.3735,697011.0
2021-05-03,33.9733,34.1208,33.4718,33.6291,551118.0
2021-05-04,33.462,34.1208,33.167,33.7471,650850.0
2021-05-05,33.9929,34.7811,33.7569,34.3076,659243.0
2021-05-06,34.4158,34.7206,33.5603,34.4453,813042.0
2021-05-07,34.2671,35.5634,33.9406,35.5535,539954.0
2021-05-08,34.2671,35.5634,33.9406,35.5535,539954.0
2021-05-09,34.2671,35.5634,33.9406,35.5535,539954.0
2021-05-10,35.7514,36.1472,35.227,35.2962,714698.0
2021-05-11,34.8608,35.0983,34.1187,34.752,736138.0
2021-05-12,34.8806,35.1577,33.8515,33.9802,478572.0
2021-05-13,33.8218,35.0785,33.7229,34.9103,659682.0
2021-05-14,35.3754,36.0582,35.0983,35.9394,571752.0
2021-05-15,35.3754,36.0582,35.0983,35.9394,571752.0
2021-05-16,35.3754,36.0582,35.0983,35.9394,571752.0
