,DKS US Equity,DKS US Equity,DKS US Equity,DKS US Equity,DKS US Equity
2020-03-02,31.6782,31.6782,30.2746,31.4112,1871242.0
2020-03-03,31.3424,31.859,29.9388,30.2833,1792666.0
2020-03-04,30.6621,30.9956,29.9991,30.9549,1520776.0
2020-03-05,30.3091,30.4382,28.7248,29.4136,2145439.0
2020-03-06,28.5525,30.2833,28.1565,30.1197,2217434.0
2020-03-07,28.5525,30.2833,28.1565,30.1197,2217434.0
2020-03-08,28.5525,30.2833,28.1565,30.1197,2217434.0
2020-03-09,28.079,30.1369,27.6743,29.6891,4248852.0
2020-03-10,32.8664,33.7016,28.9831,30.886,7295318.0
2020-03-11,30.0766,30.3435,26.2105,26.3138,3985326.0
2020-03-12,24.9275,25.0739,22.1895,23.2484,3579713.0
2020-03-13,24.385,24.7639,21.1733,23.1796,4193019.0
2020-03-14,24.385,24.7639,21.1733,23.1796,4193019.0
2020-03-15,24.385,24.7639,21.1733,23.1796,4193019.0
2020-03-16,20.2348,20.2434,17.6602,18.2457,3204630.0
2020-03-17,18.5729,18.8571,15.5076,16.0156,3390204.0
2020-03-18,15.5334,16.4806,11.5898,14.526,4262135.0
2020-03-19,14.1685,16.5547,12.5806,16.3266,4300403.0
2020-03-20,16.3617,16.5898,14.5633,14.7475,3208046.0
2020-03-21,16.3617,16.5898,14.5633,14.7475,3208046.0
2020-03-22,16.3617,16.5898,14.5633,14.7475,3208046.0
2020-03-23,14.5457,15.6599,12.7034,14.9405,3854840.0
2020-03-24,16.2565,17.4771,15.3616,17.1513,3099720.0
2020-03-25,17.4233,19.1691,16.5635,18.3181,3461017.0
2020-03-26,18.7041,20.2657,18.0386,19.2919,2734510.0
2020-03-27,18.3094,19.4554,17.5373,19.0726,2153195.0
2020-03-28,18.3094,19.4554,17.5373,19.0726,2153195.0
2020-03-29,18.3094,19.4554,17.5373,19.0726,2153195.0
2020-03-30,18.7656,19.5025,17.3882,19.4235,2300209.0
2020-03-31,19.3709,19.5551,18.4322,18.6515,2000719.0
2020-04-01,17.397,17.7479,15.502,15.5985,2890688.0
2020-04-02,15.5458,16.7302,15.4932,16.4144,1570472.0
2020-04-03,16.0985,16.2038,15.3704,16.0722,2034799.0
2020-04-04,16.0985,16.2038,15.3704,16.0722,2034799.0
2020-04-05,16.0985,16.2038,15.3704,16.0722,2034799.0
2020-04-06,16.932,19.6867,16.6863,19.4674,3831783.0
2020-04-07,21.2659,22.9327,20.6079,20.9237,4290053.0
2020-04-08,21.143,22.8713,20.9764,22.3099,2580718.0
2020-04-09,23.2486,24.3715,22.8801,24.1961,4149933.0
2020-04-10,23.2486,24.3715,22.8801,24.1961,4149933.0
2020-04-11,23.2486,24.3715,22.8801,24.1961,4149933.0
2020-04-12,23.2486,24.3715,22.8801,24.1961,4149933.0
2020-04-13,24.1171,24.2136,21.5642,21.8449,2178107.0
2020-04-14,20.757,23.2661,20.0026,22.9942,9777933.0
2020-04-15,21.9326,22.7573,21.8103,22.0291,9615443.0
2020-04-16,21.9765,22.1519,21.1694,21.7133,4506210.0
2020-04-17,22.9503,23.4416,22.0116,23.2398,4979095.0
2020-04-18,22.9503,23.4416,22.0116,23.2398,4979095.0
2020-04-19,22.9503,23.4416,22.0116,23.2398,4979095.0
2020-04-20,22.3713,23.6521,22.3011,23.2749,3387515.0
2020-04-21,22.3888,23.424,22.3888,23.1258,2025710.0
2020-04-22,23.696,23.9066,22.4283,22.5204,3167792.0
2020-04-23,22.4853,23.582,22.0905,23.0117,2372474.0
2020-04-24,22.9942,24.4329,22.6901,24.2487,2618112.0
2020-04-25,22.9942,24.4329,22.6901,24.2487,2618112.0
2020-04-26,22.9942,24.4329,22.6901,24.2487,2618112.0
2020-04-27,24.5294,26.1612,24.0908,26.0823,3306392.0
2020-04-28,26.9508,27.2579,24.8891,25.5822,2975203.0
2020-04-29,26.9684,27.8369,26.4946,27.5912,2858663.0
2020-04-30,26.7578,26.9069,25.7357,25.784,2400223.0
2020-05-01,25.1436,25.4769,23.5205,23.8715,2471762.0
2020-05-02,25.1436,25.4769,23.5205,23.8715,2471762.0
2020-05-03,25.1436,25.4769,23.5205,23.8715,2471762.0
2020-05-04,23.1872,24.1259,22.7661,23.8978,2016037.0
2020-05-05,24.3978,24.8804,23.8276,24.0382,1401700.0
2020-05-06,24.275,24.5996,23.74,24.3715,1093629.0
2020-05-07,24.7839,25.5471,24.2838,24.3891,1082326.0
2020-05-08,25.2401,26.2402,24.8277,26.1525,1901529.0
2020-05-09,25.2401,26.2402,24.8277,26.1525,1901529.0
2020-05-10,25.2401,26.2402,24.8277,26.1525,1901529.0
2020-05-11,25.4769,26.6262,25.4769,26.2139,1954873.0
2020-05-12,26.3367,26.7403,24.8716,25.0207,4422634.0
2020-05-13,24.819,25.2006,23.1959,23.7574,4875659.0
2020-05-14,23.038,24.0382,22.4502,23.9504,5204050.0
2020-05-15,23.6785,24.4505,23.31,24.3803,4396384.0
2020-05-16,23.6785,24.4505,23.31,24.3803,4396384.0
2020-05-17,23.6785,24.4505,23.31,24.3803,4396384.0
2020-05-18,26.0823,26.5297,25.6173,26.0121,3826206.0
2020-05-19,26.0121,26.3191,25.2488,25.3717,2068556.0
2020-05-20,25.9244,26.6262,25.3629,25.4418,3362622.0
2020-05-21,26.1788,27.3895,25.4331,27.0561,5031462.0
2020-05-22,27.1263,28.2317,26.6964,28.1527,2641921.0
2020-05-23,27.1263,28.2317,26.6964,28.1527,2641921.0
2020-05-24,27.1263,28.2317,26.6964,28.1527,2641921.0
2020-05-25,27.1263,28.2317,26.6964,28.1527,2641921.0
2020-05-26,29.8284,30.5478,29.5301,30.267,4172312.0
2020-05-27,31.1794,32.2848,30.2232,31.9865,3469107.0
2020-05-28,32.1269,32.4427,30.4249,30.6443,2250723.0
2020-05-29,30.2495,31.7409,29.7494,31.6356,3786544.0
2020-05-30,30.2495,31.7409,29.7494,31.6356,3786544.0
2020-05-31,30.2495,31.7409,29.7494,31.6356,3786544.0
2020-06-01,31.8462,32.6006,31.1443,31.9865,4932598.0
2020-06-02,32.934,33.5481,31.6106,33.1621,8116913.0
2020-06-03,34.1184,34.4342,32.0699,32.2322,5420046.0
2020-06-04,32.5656,33.0481,31.3329,32.3287,3926804.0
2020-06-05,33.7499,34.7062,33.1446,33.7236,3198377.0
2020-06-06,33.7499,34.7062,33.1446,33.7236,3198377.0
2020-06-07,33.7499,34.7062,33.1446,33.7236,3198377.0
2020-06-08,34.75,35.2501,33.9692,34.5395,4309868.0
2020-06-09,34.4342,35.4563,33.6271,34.4167,2725394.0
2020-06-10,34.3114,34.5132,33.1095,33.3551,1815332.0
2020-06-11,31.3549,32.1708,30.4074,31.7321,2740230.0
2020-06-12,33.5306,34.6272,33.0832,34.5746,3987656.0
2020-06-13,33.5306,34.6272,33.0832,34.5746,3987656.0
2020-06-14,33.5306,34.6272,33.0832,34.5746,3987656.0
2020-06-15,33.3551,34.8115,33.0744,34.2938,2960710.0
2020-06-16,35.8905,36.3204,35.0308,35.5923,4017192.0
2020-06-17,35.68,36.6801,35.3554,35.9783,1905138.0
2020-06-18,35.5572,36.2064,34.9694,35.987,1654598.0
2020-06-19,36.8026,36.8556,34.6897,34.8312,2680495.0
2020-06-20,36.8026,36.8556,34.6897,34.8312,2680495.0
2020-06-21,36.8026,36.8556,34.6897,34.8312,2680495.0
2020-06-22,34.619,36.9529,34.4775,36.5462,2868371.0
2020-06-23,37.0501,37.1208,36.0069,36.6346,2489428.0
2020-06-24,37.1827,37.4656,35.2201,36.1749,2669456.0
2020-06-25,35.8301,36.3915,35.1317,35.7417,1974418.0
2020-06-26,35.6091,36.6258,34.8488,35.1052,2064370.0
2020-06-27,35.6091,36.6258,34.8488,35.1052,2064370.0
2020-06-28,35.6091,36.6258,34.8488,35.1052,2064370.0
2020-06-29,36.0246,36.9617,35.2378,36.7318,2056112.0
2020-06-30,36.5285,37.0147,36.25,36.4755,1973332.0
2020-07-01,36.4666,37.0943,35.5251,35.9008,1824438.0
2020-07-02,36.8202,37.1031,35.5384,36.0335,1712427.0
2020-07-03,36.8202,37.1031,35.5384,36.0335,1712427.0
2020-07-04,36.8202,37.1031,35.5384,36.0335,1712427.0
2020-07-05,36.8202,37.1031,35.5384,36.0335,1712427.0
2020-07-06,36.8114,37.0147,35.9406,36.1484,1733345.0
2020-07-07,35.7506,36.0688,35.1229,35.1848,1878747.0
2020-07-08,35.0875,35.7064,34.7959,35.6268,1562017.0
2020-07-09,35.4058,35.9362,33.5581,34.2742,3044127.0
2020-07-10,34.4775,35.4677,34.3184,35.2555,1913273.0
2020-07-11,34.4775,35.4677,34.3184,35.2555,1913273.0
2020-07-12,34.4775,35.4677,34.3184,35.2555,1913273.0
2020-07-13,35.5826,36.174,34.2477,34.2565,2138241.0
2020-07-14,34.1504,34.4333,33.3106,34.4157,2331372.0
2020-07-15,35.618,36.113,34.2875,35.9008,2182675.0
2020-07-16,35.4411,36.6523,35.4411,36.4932,1330720.0
2020-07-17,36.6346,36.8998,36.1395,36.2456,1026398.0
2020-07-18,36.6346,36.8998,36.1395,36.2456,1026398.0
2020-07-19,36.6346,36.8998,36.1395,36.2456,1026398.0
2020-07-20,35.8213,36.281,35.1317,35.8743,1090953.0
2020-07-21,37.1297,38.4248,36.9971,37.9872,3634287.0
2020-07-22,37.7485,39.437,37.6247,39.2514,3128288.0
2020-07-23,39.384,40.4934,38.4999,39.0569,2995363.0
2020-07-24,38.8977,39.6315,38.5441,39.4282,1375624.0
2020-07-25,38.8977,39.6315,38.5441,39.4282,1375624.0
2020-07-26,38.8977,39.6315,38.5441,39.4282,1375624.0
2020-07-27,39.6492,40.8515,39.2469,40.7012,1522769.0
2020-07-28,40.6747,41.3554,39.8702,39.9144,1483368.0
2020-07-29,40.2415,42.0626,40.2143,41.373,2748787.0
2020-07-30,40.8868,41.3642,40.5597,40.8868,1889971.0
2020-07-31,41.0283,41.0725,39.9144,40.3299,1469066.0
2020-08-01,41.0283,41.0725,39.9144,40.3299,1469066.0
2020-08-02,41.0283,41.0725,39.9144,40.3299,1469066.0
2020-08-03,40.4713,40.5509,39.2867,39.5077,1456460.0
2020-08-04,39.4724,40.6923,39.269,40.6923,1098171.0
2020-08-05,40.9576,41.4349,40.7542,41.3819,1503882.0
2020-08-06,41.152,41.8946,40.2085,40.3918,2435923.0
2020-08-07,40.2238,40.8957,39.8392,40.489,1515281.0
2020-08-08,40.2238,40.8957,39.8392,40.489,1515281.0
2020-08-09,40.2238,40.8957,39.8392,40.489,1515281.0
2020-08-10,42.1156,42.2397,40.5642,41.2228,2378253.0
2020-08-11,41.8593,42.3809,41.2846,41.4791,1497949.0
2020-08-12,41.8327,42.1068,39.9232,40.7896,2818613.0
2020-08-13,40.5686,41.6869,40.1,40.9045,1453495.0
2020-08-14,40.9929,41.9388,40.1884,40.9399,1447541.0
2020-08-15,40.9929,41.9388,40.1884,40.9399,1447541.0
2020-08-16,40.9929,41.9388,40.1884,40.9399,1447541.0
2020-08-17,41.5322,41.5322,40.0956,40.436,1799650.0
2020-08-18,40.5597,40.7454,39.2337,39.6934,3368505.0
2020-08-19,39.3398,41.2228,39.3398,41.099,2056684.0
2020-08-20,40.2945,40.7807,39.7818,39.9851,1755058.0
2020-08-21,40.1796,41.0062,40.1796,40.9133,1806538.0
2020-08-22,40.1796,41.0062,40.1796,40.9133,1806538.0
2020-08-23,40.1796,41.0062,40.1796,40.9133,1806538.0
2020-08-24,41.32,42.319,40.6747,42.2659,2713412.0
2020-08-25,42.1687,42.1687,40.2857,41.2581,3695375.0
2020-08-26,47.3845,48.1802,44.6176,47.7293,19303257.0
2020-08-27,47.3492,50.5671,46.7568,46.8541,7197777.0
2020-08-28,47.5171,48.4896,46.9248,46.9955,2835601.0
2020-08-29,47.5171,48.4896,46.9248,46.9955,2835601.0
2020-08-30,47.5171,48.4896,46.9248,46.9955,2835601.0
2020-08-31,47.1193,48.357,46.6596,47.8442,2061779.0
2020-09-01,47.6851,50.3018,47.3492,50.0366,3688601.0
2020-09-02,50.3903,50.6113,48.3658,49.6211,1844287.0
2020-09-03,49.3117,50.0896,48.0206,48.4277,2311576.0
2020-09-04,48.631,49.3692,47.137,48.5338,1399232.0
2020-09-05,48.631,49.3692,47.137,48.5338,1399232.0
2020-09-06,48.631,49.3692,47.137,48.5338,1399232.0
2020-09-07,48.631,49.3692,47.137,48.5338,1399232.0
2020-09-08,47.526,48.578,47.2077,47.8884,2371058.0
2020-09-09,48.3923,50.0808,48.3393,49.8421,2569139.0
2020-09-10,50.1111,51.3156,49.6133,49.6844,2583628.0
2020-09-11,50.0666,51.1423,49.4888,50.0133,1629269.0
2020-09-12,50.0666,51.1423,49.4888,50.0133,1629269.0
2020-09-13,50.0666,51.1423,49.4888,50.0133,1629269.0
2020-09-14,50.7689,51.7823,50.4667,50.9378,2160394.0
2020-09-15,51.4801,51.8179,50.5467,51.0623,3046337.0
2020-09-16,51.3823,52.4046,51.0489,51.7912,2496394.0
2020-09-17,50.9645,52.3957,50.6711,52.049,2575500.0
2020-09-18,52.4491,53.0491,51.2401,51.9423,2062057.0
2020-09-19,52.4491,53.0491,51.2401,51.9423,2062057.0
2020-09-20,52.4491,53.0491,51.2401,51.9423,2062057.0
2020-09-21,50.6711,51.329,49.5066,50.9645,2173178.0
2020-09-22,51.1156,51.6845,49.6044,49.8977,2021862.0
2020-09-23,51.1156,52.049,50.1289,50.2,2039171.0
2020-09-24,50.0044,50.0044,48.2176,48.7065,2152315.0
2020-09-25,49.3377,50.3689,49.0088,49.6844,2170599.0
2020-09-26,49.3377,50.3689,49.0088,49.6844,2170599.0
2020-09-27,49.3377,50.3689,49.0088,49.6844,2170599.0
2020-09-28,50.3955,51.9068,50.3955,51.3912,1961314.0
2020-09-29,51.4801,51.6223,50.6178,50.7867,1577535.0
2020-09-30,50.8045,52.0668,50.7511,51.4534,1795962.0
2020-10-01,51.7468,53.7025,51.7468,53.5603,3531071.0
2020-10-02,52.0046,54.1692,51.6845,53.4891,2087899.0
2020-10-03,52.0046,54.1692,51.6845,53.4891,2087899.0
2020-10-04,52.0046,54.1692,51.6845,53.4891,2087899.0
2020-10-05,53.7647,55.3649,53.5603,55.2315,1960432.0
2020-10-06,55.516,55.8582,52.7335,53.258,2511423.0
2020-10-07,53.8536,54.7693,53.8358,53.9603,1555552.0
2020-10-08,54.5648,54.6715,53.9381,54.6092,2211670.0
2020-10-09,54.8848,55.7382,53.8625,54.0136,1635872.0
2020-10-10,54.8848,55.7382,53.8625,54.0136,1635872.0
2020-10-11,54.8848,55.7382,53.8625,54.0136,1635872.0
2020-10-12,54.387,55.156,53.4891,53.987,2576076.0
2020-10-13,54.1381,55.3204,53.7025,55.1515,1849713.0
2020-10-14,55.7827,56.0316,54.0047,55.4093,2379123.0
2020-10-15,54.8315,56.156,54.627,56.0494,2123892.0
2020-10-16,56.0938,56.2627,54.5737,54.6537,1489410.0
2020-10-17,56.0938,56.2627,54.5737,54.6537,1489410.0
2020-10-18,56.0938,56.2627,54.5737,54.6537,1489410.0
2020-10-19,54.6804,55.6138,54.1692,54.3603,1497390.0
2020-10-20,54.7781,54.7781,53.7025,53.7114,867789.0
2020-10-21,53.6047,54.1648,53.2047,53.5069,1515787.0
2020-10-22,53.8536,54.0492,52.4224,52.9202,1378968.0
2020-10-23,53.1513,53.5692,51.489,52.9647,1414563.0
2020-10-24,53.1513,53.5692,51.489,52.9647,1414563.0
2020-10-25,53.1513,53.5692,51.489,52.9647,1414563.0
2020-10-26,52.0224,52.4579,50.88,51.9868,2255583.0
2020-10-27,52.0579,52.1001,50.7245,51.2578,1315810.0
2020-10-28,50.04,51.1245,49.5155,49.8266,1428978.0
2020-10-29,49.9866,50.5079,49.2044,49.9422,990949.0
2020-10-30,49.9599,51.0178,49.4621,50.36,2024197.0
2020-10-31,49.9599,51.0178,49.4621,50.36,2024197.0
2020-11-01,49.9599,51.0178,49.4621,50.36,2024197.0
2020-11-02,50.7333,51.0489,49.4488,50.0311,2551829.0
2020-11-03,50.6,51.7823,50.3422,51.3112,1335641.0
2020-11-04,51.1423,51.8268,50.2533,50.4311,1491558.0
2020-11-05,51.0089,51.489,50.2622,50.5111,1086090.0
2020-11-06,50.6533,50.68,49.5688,50.2711,1099341.0
2020-11-07,50.6533,50.68,49.5688,50.2711,1099341.0
2020-11-08,50.6533,50.68,49.5688,50.2711,1099341.0
2020-11-09,52.9113,53.338,46.6441,46.7686,4489941.0
2020-11-10,46.9552,48.4043,46.3063,47.6486,2393857.0
2020-11-11,47.8975,48.1198,45.9774,47.702,2971625.0
2020-11-12,47.5597,47.702,45.4618,45.7462,2218781.0
2020-11-13,46.2263,46.6352,45.2306,45.2484,2705265.0
2020-11-14,46.2263,46.6352,45.2306,45.2484,2705265.0
2020-11-15,46.2263,46.6352,45.2306,45.2484,2705265.0
2020-11-16,45.8618,47.0175,45.4618,47.0086,2648474.0
2020-11-17,46.5463,47.542,46.0307,47.4264,1925611.0
2020-11-18,47.4264,48.9821,47.4086,48.262,2557957.0
2020-11-19,48.2531,50.0577,48.1821,49.7555,2616934.0
2020-11-20,50.5822,52.7335,50.44,52.0135,5921438.0
2020-11-21,50.5822,52.7335,50.44,52.0135,5921438.0
2020-11-22,50.5822,52.7335,50.44,52.0135,5921438.0
2020-11-23,52.2179,53.3602,51.8935,52.2802,5135909.0
2020-11-24,52.4491,53.498,49.5332,52.4402,8061844.0
2020-11-25,52.0046,53.498,50.9734,53.3914,3886059.0
2020-11-26,52.0046,53.498,50.9734,53.3914,3886059.0
2020-11-27,53.3825,53.8536,52.4579,52.8846,1838890.0
2020-11-28,53.3825,53.8536,52.4579,52.8846,1838890.0
2020-11-29,53.3825,53.8536,52.4579,52.8846,1838890.0
2020-11-30,53.1869,53.2669,50.4222,50.5022,4738823.0
2020-12-01,51.0178,51.3823,49.6933,50.7956,2041164.0
2020-12-02,50.3244,51.2223,49.3466,50.8845,1967747.0
2020-12-03,50.8667,52.2624,50.3155,50.6711,2139685.0
2020-12-04,50.5378,51.0889,49.6044,49.9155,2676557.0
2020-12-05,50.5378,51.0889,49.6044,49.9155,2676557.0
2020-12-06,50.5378,51.0889,49.6044,49.9155,2676557.0
2020-12-07,49.7822,49.9199,47.9687,49.3555,2752646.0
2020-12-08,49.6044,50.1022,48.9776,49.8888,3659997.0
2020-12-09,50.2,50.6,47.6397,48.4043,3588010.0
2020-12-10,47.9237,49.2201,47.5124,48.8088,4980999.0
2020-12-11,48.4959,48.6479,47.2442,47.879,2683281.0
2020-12-12,48.4959,48.6479,47.2442,47.879,2683281.0
2020-12-13,48.4959,48.6479,47.2442,47.879,2683281.0
2020-12-14,47.6465,48.3618,47.0027,47.262,2722068.0
2020-12-15,46.8686,47.7583,46.055,47.4498,2572438.0
2020-12-16,47.7538,48.5227,46.6004,46.6272,2293737.0
2020-12-17,47.262,47.2881,46.578,47.1637,1377507.0
2020-12-18,47.8968,48.3439,46.3322,46.9133,2381709.0
2020-12-19,47.8968,48.3439,46.3322,46.9133,2381709.0
2020-12-20,47.8968,48.3439,46.3322,46.9133,2381709.0
2020-12-21,46.3232,47.9415,46.2159,47.6912,1550851.0
2020-12-22,48.0667,49.8907,47.946,49.5062,3017177.0
2020-12-23,49.8549,50.6864,49.5152,49.8907,1666240.0
2020-12-24,49.9801,49.9801,49.1396,49.7029,821395.0
2020-12-25,49.9801,49.9801,49.1396,49.7029,821395.0
2020-12-26,49.9801,49.9801,49.1396,49.7029,821395.0
2020-12-27,49.9801,49.9801,49.1396,49.7029,821395.0
2020-12-28,50.3914,51.5805,49.7208,51.1871,2697913.0
2020-12-29,50.9636,51.1782,49.3095,50.15,1656352.0
2020-12-30,50.4629,51.2721,50.0159,50.3914,1210666.0
2020-12-31,50.8563,50.8563,49.8013,50.2573,1268801.0
2021-01-01,50.8563,50.8563,49.8013,50.2573,1268801.0
2021-01-02,50.8563,50.8563,49.8013,50.2573,1268801.0
2021-01-03,50.8563,50.8563,49.8013,50.2573,1268801.0
2021-01-04,50.3109,50.597,49.2648,50.0874,1631665.0
2021-01-05,50.0606,53.4403,49.846,52.6266,3947397.0
2021-01-06,52.412,55.595,52.412,55.4609,2774407.0
2021-01-07,55.4341,56.4712,55.2642,56.0153,3019819.0
2021-01-08,56.5696,57.7945,55.6934,57.4816,2437954.0
2021-01-09,56.5696,57.7945,55.6934,57.4816,2437954.0
2021-01-10,56.5696,57.7945,55.6934,57.4816,2437954.0
2021-01-11,57.1329,58.5634,56.7752,57.8035,3151115.0
2021-01-12,58.4114,60.5752,58.1868,60.0387,2041778.0
2021-01-13,59.5201,59.8062,58.7691,58.8406,1410552.0
2021-01-14,59.3324,60.0387,58.9255,59.9761,1475004.0
2021-01-15,59.1446,60.0834,58.0583,59.3055,1505861.0
2021-01-16,59.1446,60.0834,58.0583,59.3055,1505861.0
2021-01-17,59.1446,60.0834,58.0583,59.3055,1505861.0
2021-01-18,59.1446,60.0834,58.0583,59.3055,1505861.0
2021-01-19,59.6274,59.7258,57.4011,58.8674,2631490.0
2021-01-20,59.4575,60.3159,59.2608,60.0476,1044525.0
2021-01-21,60.6646,61.2994,60.4232,60.602,1652260.0
2021-01-22,60.1996,61.0133,58.8048,60.906,1780133.0
2021-01-23,60.1996,61.0133,58.8048,60.906,1780133.0
2021-01-24,60.1996,61.0133,58.8048,60.906,1780133.0
2021-01-25,62.2114,65.0725,60.7987,61.3351,2578849.0
2021-01-26,61.7822,62.1398,59.6274,61.2904,1954700.0
2021-01-27,62.569,63.5257,59.9403,62.9445,3328083.0
2021-01-28,62.9803,63.1949,60.0655,60.897,2928398.0
2021-01-29,60.8166,62.4528,59.6453,59.9135,2089560.0
2021-01-30,60.8166,62.4528,59.6453,59.9135,2089560.0
2021-01-31,60.8166,62.4528,59.6453,59.9135,2089560.0
2021-02-01,60.5662,61.4424,59.7705,61.3977,1619722.0
2021-02-02,61.0848,62.8909,60.5036,62.6405,2344475.0
2021-02-03,63.1055,64.6701,62.569,64.6522,1407230.0
2021-02-04,65.2692,66.6997,65.1619,66.208,2147194.0
2021-02-05,66.2706,67.7726,65.4838,67.6296,1572225.0
2021-02-06,66.2706,67.7726,65.4838,67.6296,1572225.0
2021-02-07,66.2706,67.7726,65.4838,67.6296,1572225.0
2021-02-08,67.9783,70.0884,67.9783,69.3284,1276315.0
2021-02-09,68.8813,69.8201,68.2912,69.0691,1435938.0
2021-02-10,69.7128,70.294,67.9872,69.4714,1719566.0
2021-02-11,70.4102,71.814,67.9515,68.1213,1629714.0
2021-02-12,66.816,68.1213,66.6461,67.0395,1982978.0
2021-02-13,66.816,68.1213,66.6461,67.0395,1982978.0
2021-02-14,66.816,68.1213,66.6461,67.0395,1982978.0
2021-02-15,66.816,68.1213,66.6461,67.0395,1982978.0
2021-02-16,67.3703,67.6207,65.3407,66.1454,1517914.0
2021-02-17,65.9487,66.3868,64.5127,65.0546,1613787.0
2021-02-18,65.2066,65.6805,63.6509,65.4301,1633168.0
2021-02-19,65.5374,67.1468,65.5016,66.7355,1083814.0
2021-02-20,65.5374,67.1468,65.5016,66.7355,1083814.0
2021-02-21,65.5374,67.1468,65.5016,66.7355,1083814.0
2021-02-22,66.2795,67.8799,66.1454,66.5299,1275638.0
2021-02-23,64.9831,66.0828,62.8104,65.5106,1055159.0
2021-02-24,65.904,67.2004,64.9652,67.1289,1064310.0
2021-02-25,67.3435,67.7726,65.1261,65.3049,993164.0
2021-02-26,65.6,65.9129,63.329,63.8118,1867249.0
2021-02-27,65.6,65.9129,63.329,63.8118,1867249.0
2021-02-28,65.6,65.9129,63.329,63.8118,1867249.0
2021-03-01,64.6522,67.263,64.5807,66.1633,1046584.0
2021-03-02,65.9487,67.8442,65.1976,65.2245,1231006.0
2021-03-03,65.8414,66.7444,64.6791,64.7327,1075465.0
2021-03-04,64.4555,65.4033,60.9686,62.4617,1476798.0
2021-03-05,62.7121,64.1873,59.69,64.0979,2120303.0
2021-03-06,62.7121,64.1873,59.69,64.0979,2120303.0
2021-03-07,62.7121,64.1873,59.69,64.0979,2120303.0
2021-03-08,65.4212,70.1331,65.1351,68.5595,4383297.0
2021-03-09,66.5299,67.2898,63.1859,64.2141,4923013.0
2021-03-10,63.9191,64.2588,62.3929,63.9549,3019448.0
2021-03-11,64.3751,66.7354,63.329,65.895,2447632.0
2021-03-12,65.6805,68.0141,64.8758,67.6296,1700094.0
2021-03-13,65.6805,68.0141,64.8758,67.6296,1700094.0
2021-03-14,65.6805,68.0141,64.8758,67.6296,1700094.0
2021-03-15,67.9336,70.6069,67.5312,70.0079,1724571.0
2021-03-16,68.2733,68.7383,67.2451,68.47,1967341.0
2021-03-17,69.7754,70.6338,68.2644,70.3298,1299863.0
2021-03-18,70.6554,71.6155,69.1912,69.7212,1148356.0
2021-03-19,69.4158,72.865,68.8589,72.38,1982180.0
2021-03-20,69.4158,72.865,68.8589,72.38,1982180.0
2021-03-21,69.4158,72.865,68.8589,72.38,1982180.0
2021-03-22,72.5866,72.6855,69.8739,71.0416,1228551.0
2021-03-23,70.1613,71.2302,67.1702,67.6552,1405003.0
2021-03-24,67.9067,68.8409,65.9216,66.3618,1456908.0
2021-03-25,64.9515,69.6403,64.7899,68.7691,2110384.0
2021-03-26,69.7391,71.6075,68.7152,70.2152,1964374.0
2021-03-27,69.7391,71.6075,68.7152,70.2152,1964374.0
2021-03-28,69.7391,71.6075,68.7152,70.2152,1964374.0
2021-03-29,70.341,70.835,66.8468,67.6463,1380597.0
2021-03-30,66.9366,70.2961,66.7211,69.6044,2201335.0
2021-03-31,69.5595,70.4128,67.408,68.4008,1210447.0
2021-04-01,69.326,71.2572,68.8679,71.2033,2244739.0
2021-04-02,69.326,71.2572,68.8679,71.2033,2244739.0
2021-04-03,69.326,71.2572,68.8679,71.2033,2244739.0
2021-04-04,69.326,71.2572,68.8679,71.2033,2244739.0
2021-04-05,71.9398,72.7393,70.2173,72.353,1667199.0
2021-04-06,73.0357,75.4968,72.865,73.6734,2017544.0
2021-04-07,73.2513,74.0866,72.1554,73.0716,1677719.0
2021-04-08,73.386,73.9698,72.0027,73.5656,1522436.0
2021-04-09,74.2124,74.8771,73.5207,73.7992,1407187.0
2021-04-10,74.2124,74.8771,73.5207,73.7992,1407187.0
2021-04-11,74.2124,74.8771,73.5207,73.7992,1407187.0
2021-04-12,73.8261,75.1376,73.0986,75.0028,1360338.0
2021-04-13,74.8591,75.1645,72.8381,73.8171,1339180.0
2021-04-14,73.7992,74.9489,73.1884,73.3231,1513174.0
2021-04-15,73.5297,74.0732,72.4878,73.4668,957695.0
2021-04-16,73.5656,76.0358,73.5387,75.7663,1846740.0
2021-04-17,73.5656,76.0358,73.5387,75.7663,1846740.0
2021-04-18,73.5656,76.0358,73.5387,75.7663,1846740.0
2021-04-19,76.7274,76.9789,75.1106,75.7124,1546883.0
2021-04-20,75.4609,75.5867,73.0626,74.4279,1691812.0
2021-04-21,74.5537,76.3502,74.1091,75.955,1398582.0
2021-04-22,76.7544,76.97,74.9858,75.937,975081.0
2021-04-23,76.5658,77.5987,75.9729,77.1945,935142.0
2021-04-24,76.5658,77.5987,75.9729,77.1945,935142.0
2021-04-25,76.5658,77.5987,75.9729,77.1945,935142.0
2021-04-26,77.6436,77.7852,74.4738,75.3352,970277.0
2021-04-27,75.5867,77.1182,75.0792,75.2453,2135147.0
2021-04-28,74.8232,75.1465,73.9609,74.2932,1138937.0
2021-04-29,75.1914,75.8202,73.6734,74.6705,1467671.0
2021-04-30,74.1764,74.3561,72.2362,74.1764,1384377.0
2021-05-01,74.1764,74.3561,72.2362,74.1764,1384377.0
2021-05-02,74.1764,74.3561,72.2362,74.1764,1384377.0
2021-05-03,75.1555,77.6077,75.0567,77.2304,1624117.0
