,MA US Equity,MA US Equity,MA US Equity,MA US Equity,MA US Equity
2020-04-23,253.676,256.639,249.647,250.224,4270555.0
2020-04-24,252.737,254.106,247.26,253.06,3824653.0
2020-04-25,252.737,254.106,247.26,253.06,3824653.0
2020-04-26,252.737,254.106,247.26,253.06,3824653.0
2020-04-27,254.488,259.862,253.793,259.28,4099856.0
2020-04-28,264.443,266.644,257.167,258.771,4343984.0
2020-04-29,272.316,278.722,270.171,277.44,8505034.0
2020-04-30,272.296,275.426,267.387,268.913,5898945.0
2020-05-01,262.781,267.954,261.327,262.82,5067781.0
2020-05-02,262.781,267.954,261.327,262.82,5067781.0
2020-05-03,262.781,267.954,261.327,262.82,5067781.0
2020-05-04,259.651,264.121,257.216,263.328,3747543.0
2020-05-05,270.741,271.729,267.279,267.944,3926219.0
2020-05-06,270.859,270.859,265.568,266.438,3261886.0
2020-05-07,271.69,276.228,271.133,272.335,4372140.0
2020-05-08,277.157,277.176,273.343,276.218,3217825.0
2020-05-09,277.157,277.176,273.343,276.218,3217825.0
2020-05-10,277.157,277.176,273.343,276.218,3217825.0
2020-05-11,273.343,276.58,271.514,275.035,4056915.0
2020-05-12,274.272,276.11,266.116,266.116,4031360.0
2020-05-13,266.301,269.988,258.37,263.231,4802058.0
2020-05-14,264.248,271.446,258.145,271.201,6294224.0
2020-05-15,269.959,272.991,267.27,272.795,3813349.0
2020-05-16,269.959,272.991,267.27,272.795,3813349.0
2020-05-17,269.959,272.991,267.27,272.795,3813349.0
2020-05-18,279.171,285.654,278.722,283.514,6042025.0
2020-05-19,282.8,291.259,281.157,284.325,5211843.0
2020-05-20,289.235,294.516,288.883,292.218,4592216.0
2020-05-21,292.775,293.326,286.301,287.778,3944062.0
2020-05-22,288.56,290.262,286.556,288.413,2896997.0
2020-05-23,288.56,290.262,286.556,288.413,2896997.0
2020-05-24,288.56,290.262,286.556,288.413,2896997.0
2020-05-25,288.56,290.262,286.556,288.413,2896997.0
2020-05-26,297.909,298.281,295.288,296.648,5246877.0
2020-05-27,297.303,298.017,285.681,293.166,5148255.0
2020-05-28,294.35,303.171,292.257,295.641,4523502.0
2020-05-29,295.347,297.724,292.286,294.262,4932889.0
2020-05-30,295.347,297.724,292.286,294.262,4932889.0
2020-05-31,295.347,297.724,292.286,294.262,4932889.0
2020-06-01,294.174,296.384,291.337,294.76,2845182.0
2020-06-02,298.271,299.367,295.044,296.902,4131348.0
2020-06-03,298.75,301.323,295.552,300.305,3429657.0
2020-06-04,298.711,299.86,292.746,294.731,4147708.0
2020-06-05,300.051,305.303,298.913,305.009,5058183.0
2020-06-06,300.051,305.303,298.913,305.009,5058183.0
2020-06-07,300.051,305.303,298.913,305.009,5058183.0
2020-06-08,304.208,306.667,300.286,303.572,3724300.0
2020-06-09,302.956,306.564,301.411,304.628,3314761.0
2020-06-10,305.508,309.097,303.454,306.251,4088971.0
2020-06-11,298.291,299.738,284.648,284.834,6505272.0
2020-06-12,292.208,293.381,284.482,291.23,4512221.0
2020-06-13,292.208,293.381,284.482,291.23,4512221.0
2020-06-14,292.208,293.381,284.482,291.23,4512221.0
2020-06-15,283.611,292.335,282.389,290.624,5935314.0
2020-06-16,299.171,302.281,293.499,297.772,4018536.0
2020-06-17,298.281,300.706,296.403,297.068,2566402.0
2020-06-18,295.181,298.379,293.88,298.134,2776578.0
2020-06-19,302.682,302.682,289.968,289.968,4533491.0
2020-06-20,302.682,302.682,289.968,289.968,4533491.0
2020-06-21,302.682,302.682,289.968,289.968,4533491.0
2020-06-22,293.0,298.232,291.169,297.733,3489209.0
2020-06-23,300.266,303.591,297.714,300.12,3801490.0
2020-06-24,298.281,298.785,286.604,287.533,5086046.0
2020-06-25,287.68,291.817,284.268,291.445,3294769.0
2020-06-26,290.34,291.538,282.8,282.966,4922491.0
2020-06-27,290.34,291.538,282.8,282.966,4922491.0
2020-06-28,290.34,291.538,282.8,282.966,4922491.0
2020-06-29,284.922,286.692,278.868,286.477,3642182.0
2020-06-30,286.633,290.066,284.599,289.186,4283481.0
2020-07-01,289.44,296.589,288.619,294.535,3801254.0
2020-07-02,297.626,300.129,294.672,295.758,3290139.0
2020-07-03,297.626,300.129,294.672,295.758,3290139.0
2020-07-04,297.626,300.129,294.672,295.758,3290139.0
2020-07-05,297.626,300.129,294.672,295.758,3290139.0
2020-07-06,299.895,300.545,296.491,298.838,3013275.0
2020-07-07,296.511,301.01,292.804,293.303,3633458.0
2020-07-08,294.674,295.291,291.237,293.93,4115338.0
2020-07-09,293.411,294.488,284.539,288.485,5043174.0
2020-07-10,287.907,290.806,285.459,289.553,3030945.0
2020-07-11,287.907,290.806,285.459,289.553,3030945.0
2020-07-12,287.907,290.806,285.459,289.553,3030945.0
2020-07-13,291.687,292.432,284.013,284.167,4853693.0
2020-07-14,285.949,292.902,282.668,292.755,4795870.0
2020-07-15,296.721,300.418,295.144,299.385,5257336.0
2020-07-16,296.692,297.24,292.716,293.147,3312109.0
2020-07-17,295.477,298.914,293.205,297.759,3170227.0
2020-07-18,295.477,298.914,293.205,297.759,3170227.0
2020-07-19,295.477,298.914,293.205,297.759,3170227.0
2020-07-20,295.663,308.462,295.663,305.495,5279419.0
2020-07-21,306.514,307.537,299.953,301.226,3563246.0
2020-07-22,301.745,307.072,301.745,306.876,3303094.0
2020-07-23,307.052,310.666,302.322,303.478,3118539.0
2020-07-24,300.129,304.291,298.229,300.56,2500686.0
2020-07-25,300.129,304.291,298.229,300.56,2500686.0
2020-07-26,300.129,304.291,298.229,300.56,2500686.0
2020-07-27,300.697,303.576,299.682,302.459,2311575.0
2020-07-28,302.107,303.772,299.688,299.982,2116279.0
2020-07-29,298.19,305.201,297.818,302.89,3542405.0
2020-07-30,297.7,306.337,296.76,302.597,3941573.0
2020-07-31,303.576,303.664,299.277,302.136,4684553.0
2020-08-01,303.576,303.664,299.277,302.136,4684553.0
2020-08-02,303.576,303.664,299.277,302.136,4684553.0
2020-08-03,304.555,307.003,302.89,306.112,3908500.0
2020-08-04,306.024,309.148,304.653,307.875,3409339.0
2020-08-05,309.814,322.848,309.324,321.203,5799100.0
2020-08-06,320.615,324.351,319.146,323.298,4839813.0
2020-08-07,321.203,321.526,317.217,321.222,3662668.0
2020-08-08,321.203,321.526,317.217,321.222,3662668.0
2020-08-09,321.203,321.526,317.217,321.222,3662668.0
2020-08-10,320.41,322.907,315.187,316.189,3752382.0
2020-08-11,318.265,327.617,316.874,321.732,5273319.0
2020-08-12,321.849,324.532,319.44,320.841,3126682.0
2020-08-13,319.176,322.996,318.876,319.43,2527126.0
2020-08-14,318.921,320.85,318.079,320.028,1444904.0
2020-08-15,318.921,320.85,318.079,320.028,1444904.0
2020-08-16,318.921,320.85,318.079,320.028,1444904.0
2020-08-17,320.224,324.366,319.905,323.387,2904051.0
2020-08-18,323.357,324.532,319.587,324.141,3022140.0
2020-08-19,323.201,327.529,323.161,325.512,3420991.0
2020-08-20,323.347,330.996,323.347,330.33,2966407.0
2020-08-21,330.996,331.779,329.008,330.114,2681080.0
2020-08-22,330.996,331.779,329.008,330.114,2681080.0
2020-08-23,330.996,331.779,329.008,330.114,2681080.0
2020-08-24,332.327,336.705,331.73,336.519,2753906.0
2020-08-25,337.567,341.239,336.215,340.455,2862965.0
2020-08-26,340.788,344.989,338.34,343.746,3511970.0
2020-08-27,344.441,350.581,343.315,348.623,3811724.0
2020-08-28,350.072,359.639,348.779,358.533,3544720.0
2020-08-29,350.072,359.639,348.779,358.533,3544720.0
2020-08-30,350.072,359.639,348.779,358.533,3544720.0
2020-08-31,359.032,359.032,350.277,350.767,3948240.0
2020-09-01,350.297,351.991,346.233,349.504,4412230.0
2020-09-02,349.984,354.107,348.898,353.225,4127221.0
2020-09-03,351.041,351.502,334.188,336.715,6297442.0
2020-09-04,335.892,339.799,319.783,328.068,6571423.0
2020-09-05,335.892,339.799,319.783,328.068,6571423.0
2020-09-06,335.892,339.799,319.783,328.068,6571423.0
2020-09-07,335.892,339.799,319.783,328.068,6571423.0
2020-09-08,321.947,328.753,320.126,323.044,4425652.0
2020-09-09,330.398,335.657,325.482,332.602,3344928.0
2020-09-10,335.402,337.978,324.278,325.982,2845917.0
2020-09-11,327.774,327.774,320.527,323.308,2920670.0
2020-09-12,327.774,327.774,320.527,323.308,2920670.0
2020-09-13,327.774,327.774,320.527,323.308,2920670.0
2020-09-14,328.028,332.954,327.098,331.583,3416441.0
2020-09-15,335.637,336.803,331.515,332.112,2396398.0
2020-09-16,334.208,338.869,332.744,334.766,3049084.0
2020-09-17,330.153,336.597,329.037,332.396,3713239.0
2020-09-18,331.201,334.066,326.462,328.312,4006023.0
2020-09-19,331.201,334.066,326.462,328.312,4006023.0
2020-09-20,331.201,334.066,326.462,328.312,4006023.0
2020-09-21,322.642,324.797,314.162,321.056,4466047.0
2020-09-22,322.682,329.066,318.373,328.361,3375282.0
2020-09-23,327.901,328.224,316.767,317.805,2893892.0
2020-09-24,316.502,323.925,314.524,321.408,3706328.0
2020-09-25,318.902,326.569,315.425,324.905,3077606.0
2020-09-26,318.902,326.569,315.425,324.905,3077606.0
2020-09-27,318.902,326.569,315.425,324.905,3077606.0
2020-09-28,329.634,333.512,328.851,331.378,3122503.0
2020-09-29,331.378,333.659,328.861,329.262,2703855.0
2020-09-30,329.723,336.529,329.448,331.162,3285410.0
2020-10-01,335.148,339.515,333.228,336.254,2503643.0
2020-10-02,331.26,335.51,329.047,331.808,2184840.0
2020-10-03,331.26,335.51,329.047,331.808,2184840.0
2020-10-04,331.26,335.51,329.047,331.808,2184840.0
2020-10-05,334.599,336.137,331.946,336.137,2081554.0
2020-10-06,334.971,339.182,329.252,330.437,2553410.0
2020-10-07,334.697,337.508,333.282,336.773,3068268.0
2020-10-08,338.254,340.881,337.499,338.391,1991848.0
2020-10-09,341.175,346.44,340.205,345.489,3116763.0
2020-10-10,341.175,346.44,340.205,345.489,3116763.0
2020-10-11,341.175,346.44,340.205,345.489,3116763.0
2020-10-12,348.048,348.048,343.95,345.146,2943192.0
2020-10-13,344.548,344.617,338.264,339.067,2523751.0
2020-10-14,338.989,340.391,334.509,335.989,2234659.0
2020-10-15,331.675,332.959,326.298,331.94,3728078.0
2020-10-16,333.342,338.223,332.587,332.754,3326354.0
2020-10-17,333.342,338.223,332.587,332.754,3326354.0
2020-10-18,333.342,338.223,332.587,332.754,3326354.0
2020-10-19,333.459,334.616,323.959,325.175,2937563.0
2020-10-20,326.518,330.205,325.185,325.224,2679689.0
2020-10-21,325.979,329.734,324.812,326.891,2725252.0
2020-10-22,326.842,328.807,322.802,327.067,2256296.0
2020-10-23,329.116,329.116,321.881,323.155,2945459.0
2020-10-24,329.116,329.116,321.881,323.155,2945459.0
2020-10-25,329.116,329.116,321.881,323.155,2945459.0
2020-10-26,320.018,320.832,308.076,311.831,5173344.0
2020-10-27,312.655,313.297,306.238,310.9,4314917.0
2020-10-28,295.782,296.086,282.948,285.674,11518248.0
2020-10-29,287.458,289.517,281.919,287.439,9582260.0
2020-10-30,284.174,286.135,275.693,282.988,6893575.0
2020-10-31,284.174,286.135,275.693,282.988,6893575.0
2020-11-01,284.174,286.135,275.693,282.988,6893575.0
2020-11-02,288.478,289.063,282.478,284.292,5095018.0
2020-11-03,288.684,294.458,286.066,289.605,4097715.0
2020-11-04,299.115,306.596,296.321,301.184,4790140.0
2020-11-05,308.969,313.096,307.439,310.331,3794406.0
2020-11-06,309.792,310.292,304.018,307.498,2978524.0
2020-11-07,309.792,310.292,304.018,307.498,2978524.0
2020-11-08,309.792,310.292,304.018,307.498,2978524.0
2020-11-09,340.126,350.009,334.224,337.813,10933692.0
2020-11-10,333.332,339.087,326.91,328.224,5330365.0
2020-11-11,330.803,331.087,324.587,325.881,2969922.0
2020-11-12,322.616,326.567,319.905,321.861,3208585.0
2020-11-13,323.832,329.528,320.93,328.469,2393997.0
2020-11-14,323.832,329.528,320.93,328.469,2393997.0
2020-11-15,323.832,329.528,320.93,328.469,2393997.0
2020-11-16,335.107,335.94,326.646,328.881,3313117.0
2020-11-17,326.646,331.156,324.244,329.91,3412853.0
2020-11-18,329.94,334.273,328.298,329.361,3203424.0
2020-11-19,328.92,332.518,324.93,327.342,2718742.0
2020-11-20,328.224,328.592,316.675,316.675,4144864.0
2020-11-21,328.224,328.592,316.675,316.675,4144864.0
2020-11-22,328.224,328.592,316.675,316.675,4144864.0
2020-11-23,319.822,326.675,318.018,325.538,3220817.0
2020-11-24,330.312,337.371,327.572,335.685,3530834.0
2020-11-25,336.979,336.979,332.696,334.636,2535198.0
2020-11-26,336.979,336.979,332.696,334.636,2535198.0
2020-11-27,336.116,336.165,330.999,332.43,1402271.0
2020-11-28,336.116,336.165,330.999,332.43,1402271.0
2020-11-29,336.116,336.165,330.999,332.43,1402271.0
2020-11-30,331.048,331.425,323.714,329.92,4276207.0
2020-12-01,333.018,335.92,331.008,332.244,4210598.0
2020-12-02,330.185,333.577,327.459,333.558,2972421.0
2020-12-03,331.93,335.612,327.577,328.577,3080295.0
2020-12-04,330.322,337.611,329.224,337.607,4323636.0
2020-12-05,330.322,337.611,329.224,337.607,4323636.0
2020-12-06,330.322,337.611,329.224,337.607,4323636.0
2020-12-07,336.636,341.175,333.391,334.283,2389808.0
2020-12-08,331.656,336.116,330.106,334.116,2224649.0
2020-12-09,333.744,335.018,328.136,330.254,2962586.0
2020-12-10,328.097,328.964,324.704,325.028,3506826.0
2020-12-11,320.685,325.072,319.155,321.008,4178111.0
2020-12-12,320.685,325.072,319.155,321.008,4178111.0
2020-12-13,320.685,325.072,319.155,321.008,4178111.0
2020-12-14,322.557,332.116,321.175,324.665,3552615.0
2020-12-15,326.636,328.653,321.204,327.116,3106678.0
2020-12-16,327.42,327.459,322.802,325.597,3393284.0
2020-12-17,327.989,331.705,326.871,330.303,2725483.0
2020-12-18,329.92,334.911,327.802,333.665,8443730.0
2020-12-19,329.92,334.911,327.802,333.665,8443730.0
2020-12-20,329.92,334.911,327.802,333.665,8443730.0
2020-12-21,326.685,329.567,320.832,327.822,3642516.0
2020-12-22,327.616,328.655,325.106,325.734,2404432.0
2020-12-23,327.587,328.646,322.587,322.783,2760577.0
2020-12-24,324.175,329.783,323.881,329.42,1308938.0
2020-12-25,324.175,329.783,323.881,329.42,1308938.0
2020-12-26,324.175,329.783,323.881,329.42,1308938.0
2020-12-27,324.175,329.783,323.881,329.42,1308938.0
2020-12-28,331.244,338.822,330.273,337.724,3449092.0
2020-12-29,340.969,341.92,338.009,339.871,2823004.0
2020-12-30,341.852,350.813,340.411,348.587,4200633.0
2020-12-31,348.078,352.372,346.332,349.95,2881763.0
2021-01-01,348.078,352.372,346.332,349.95,2881763.0
2021-01-02,348.078,352.372,346.332,349.95,2881763.0
2021-01-03,348.078,352.372,346.332,349.95,2881763.0
2021-01-04,350.989,351.112,340.559,344.607,4638353.0
2021-01-05,341.97,346.087,338.672,340.617,2990661.0
2021-01-06,343.558,347.097,337.813,340.744,3967023.0
2021-01-07,342.55,345.908,341.991,343.444,3100154.0
2021-01-08,344.916,348.47,343.08,347.36,3371500.0
2021-01-09,344.916,348.47,343.08,347.36,3371500.0
2021-01-10,344.916,348.47,343.08,347.36,3371500.0
2021-01-11,345.652,346.938,341.412,341.814,2403454.0
2021-01-12,340.715,341.618,329.867,336.631,4858101.0
2021-01-13,343.198,343.345,337.917,339.978,4126032.0
2021-01-14,342.295,343.169,320.698,320.934,8712154.0
2021-01-15,321.533,323.643,315.977,317.331,7911519.0
2021-01-16,321.533,323.643,315.977,317.331,7911519.0
2021-01-17,321.533,323.643,315.977,317.331,7911519.0
2021-01-18,321.533,323.643,315.977,317.331,7911519.0
2021-01-19,320.993,323.094,318.706,319.962,4625193.0
2021-01-20,323.938,331.732,323.094,328.768,5081012.0
2021-01-21,328.277,330.682,325.666,328.306,3487267.0
2021-01-22,324.331,329.003,322.878,322.956,3846597.0
2021-01-23,324.331,329.003,322.878,322.956,3846597.0
2021-01-24,324.331,329.003,322.878,322.956,3846597.0
2021-01-25,321.503,323.899,311.412,323.153,6257704.0
2021-01-26,323.948,324.478,319.844,321.69,3503147.0
2021-01-27,314.485,317.076,307.377,309.704,7449381.0
2021-01-28,321.091,322.966,316.07,318.333,6906363.0
2021-01-29,317.861,319.707,306.651,310.489,7627177.0
2021-01-30,317.861,319.707,306.651,310.489,7627177.0
2021-01-31,317.861,319.707,306.651,310.489,7627177.0
2021-02-01,315.024,317.587,311.756,315.663,4930713.0
2021-02-02,317.518,329.995,317.518,328.238,5686040.0
2021-02-03,327.717,329.838,324.998,326.716,4036757.0
2021-02-04,329.219,336.955,328.915,334.579,4537693.0
2021-02-05,336.238,338.015,331.202,332.537,2964784.0
2021-02-06,336.238,338.015,331.202,332.537,2964784.0
2021-02-07,336.238,338.015,331.202,332.537,2964784.0
2021-02-08,333.764,335.227,329.376,330.849,2652788.0
2021-02-09,329.789,330.054,323.948,327.325,2993284.0
2021-02-10,328.856,329.317,326.157,328.081,4246298.0
2021-02-11,339.164,343.179,334.01,336.582,5110767.0
2021-02-12,335.07,336.827,330.525,334.746,3025276.0
2021-02-13,335.07,336.827,330.525,334.746,3025276.0
2021-02-14,335.07,336.827,330.525,334.746,3025276.0
2021-02-15,335.07,336.827,330.525,334.746,3025276.0
2021-02-16,336.906,337.691,331.87,334.952,2917059.0
2021-02-17,332.822,334.14,329.681,331.143,2267080.0
2021-02-18,328.355,333.715,326.731,332.253,2394934.0
2021-02-19,332.233,332.778,324.929,327.06,4095761.0
2021-02-20,332.233,332.778,324.929,327.06,4095761.0
2021-02-21,332.233,332.778,324.929,327.06,4095761.0
2021-02-22,323.948,337.809,322.74,334.412,4940348.0
2021-02-23,334.402,347.782,332.204,343.993,6326937.0
2021-02-24,346.398,362.026,344.141,360.583,7467407.0
2021-02-25,357.874,360.583,345.75,348.067,5207519.0
2021-02-26,350.531,352.799,340.754,347.36,4868472.0
2021-02-27,350.531,352.799,340.754,347.36,4868472.0
2021-02-28,350.531,352.799,340.754,347.36,4868472.0
2021-03-01,354.065,359.725,352.593,356.244,4383130.0
2021-03-02,355.361,359.886,352.75,356.166,3559271.0
2021-03-03,353.398,358.728,348.931,353.643,3692276.0
2021-03-04,353.496,354.998,338.355,343.09,4571998.0
2021-03-05,348.411,355.15,340.062,354.261,4643227.0
2021-03-06,348.411,355.15,340.062,354.261,4643227.0
2021-03-07,348.411,355.15,340.062,354.261,4643227.0
2021-03-08,355.754,375.446,355.155,364.52,7213336.0
2021-03-09,368.122,380.217,365.887,369.615,5832779.0
2021-03-10,369.693,376.957,366.159,374.7,4509457.0
2021-03-11,378.43,382.357,375.583,377.33,3729655.0
2021-03-12,374.15,376.892,372.28,375.691,2467524.0
2021-03-13,374.15,376.892,372.28,375.691,2467524.0
2021-03-14,374.15,376.892,372.28,375.691,2467524.0
2021-03-15,376.28,380.747,371.696,374.759,4216398.0
2021-03-16,375.681,378.214,371.74,375.367,3445088.0
2021-03-17,374.847,378.037,368.977,371.735,3240916.0
2021-03-18,368.152,368.589,358.345,360.269,7205724.0
2021-03-19,358.11,359.562,343.719,349.972,12224317.0
2021-03-20,358.11,359.562,343.719,349.972,12224317.0
2021-03-21,358.11,359.562,343.719,349.972,12224317.0
2021-03-22,349.412,355.017,347.508,351.827,4140708.0
2021-03-23,352.71,352.71,347.027,348.754,3756440.0
2021-03-24,350.531,358.296,349.471,353.054,3549982.0
2021-03-25,351.444,352.877,347.655,351.788,2961996.0
2021-03-26,353.329,359.886,350.708,359.425,2741425.0
2021-03-27,353.329,359.886,350.708,359.425,2741425.0
2021-03-28,353.329,359.886,350.708,359.425,2741425.0
2021-03-29,357.56,358.649,352.033,356.254,4055044.0
2021-03-30,354.163,357.884,350.551,351.631,2885757.0
2021-03-31,352.995,354.87,349.255,349.52,4372765.0
2021-04-01,350.492,356.735,348.725,356.637,3701843.0
2021-04-02,350.492,356.735,348.725,356.637,3701843.0
2021-04-03,350.492,356.735,348.725,356.637,3701843.0
2021-04-04,350.492,356.735,348.725,356.637,3701843.0
2021-04-05,360.073,363.725,357.658,361.565,2180282.0
2021-04-06,358.208,363.95,355.852,362.792,2662240.0
2021-04-07,362.37,367.102,362.233,364.274,2958447.0
2021-04-08,366.594,372.796,366.348,371.253,3528391.0
2021-04-09,369.621,373.818,368.009,373.552,2429302.0
2021-04-10,369.621,373.818,368.009,373.552,2429302.0
2021-04-11,369.621,373.818,368.009,373.552,2429302.0
2021-04-12,371.587,374.398,369.719,373.316,2896632.0
2021-04-13,372.55,373.572,370.329,371.636,2652779.0
2021-04-14,370.525,374.407,369.154,371.823,2317388.0
2021-04-15,374.624,380.717,374.427,379.852,2942155.0
2021-04-16,382.319,382.417,377.081,379.538,2725766.0
2021-04-17,382.319,382.417,377.081,379.538,2725766.0
2021-04-18,382.319,382.417,377.081,379.538,2725766.0
2021-04-19,378.29,381.084,374.771,375.597,3361053.0
2021-04-20,373.66,374.761,367.144,370.162,3135947.0
2021-04-21,372.088,377.503,370.201,376.52,2466385.0
2021-04-22,376.501,382.811,375.43,376.776,3713712.0
2021-04-23,377.749,383.184,376.874,380.412,2295300.0
2021-04-24,377.749,383.184,376.874,380.412,2295300.0
2021-04-25,377.749,383.184,376.874,380.412,2295300.0
2021-04-26,381.169,386.191,380.452,380.815,2255026.0
2021-04-27,381.553,383.725,379.508,382.388,2270000.0
2021-04-28,383.99,394.604,383.99,388.855,4065306.0
2021-04-29,384.776,385.651,377.213,382.27,4637096.0
2021-04-30,376.285,378.388,369.159,375.498,4043225.0
2021-05-01,376.285,378.388,369.159,375.498,4043225.0
2021-05-02,376.285,378.388,369.159,375.498,4043225.0
2021-05-03,378.85,380.221,370.378,372.884,3344081.0
2021-05-04,370.594,371.714,365.198,369.454,3321356.0
2021-05-05,371.439,373.12,361.709,362.8,2993878.0
2021-05-06,364.766,369.277,359.419,369.031,3787276.0
2021-05-07,370.781,372.137,367.144,368.953,2936035.0
2021-05-08,370.781,372.137,367.144,368.953,2936035.0
2021-05-09,370.781,372.137,367.144,368.953,2936035.0
2021-05-10,369.336,369.542,359.134,360.048,3193732.0
2021-05-11,354.81,362.594,353.1,361.297,3073389.0
2021-05-12,358.486,359.105,349.532,350.495,3293468.0
2021-05-13,353.159,356.608,351.773,353.837,2626369.0
2021-05-14,356.795,358.45,355.286,357.66,2959734.0
2021-05-15,356.795,358.45,355.286,357.66,2959734.0
2021-05-16,356.795,358.45,355.286,357.66,2959734.0
2021-05-17,356.078,357.807,351.911,357.061,2511792.0
2021-05-18,360.697,363.488,356.648,356.834,3421210.0
2021-05-19,351.193,354.947,349.267,354.78,3578231.0
2021-05-20,356.707,363.066,356.264,361.385,4087452.0
2021-05-21,362.8,366.132,361.149,361.287,2708772.0
2021-05-22,362.8,366.132,361.149,361.287,2708772.0
2021-05-23,362.8,366.132,361.149,361.287,2708772.0
2021-05-24,363.724,367.326,363.292,365.985,2351777.0
2021-05-25,366.722,367.331,360.52,360.913,3916510.0
2021-05-26,362.663,363.552,355.832,356.422,3101919.0
2021-05-27,358.289,360.102,354.348,355.783,5416264.0
2021-05-28,357.257,359.134,354.225,354.387,3625914.0
2021-05-29,357.257,359.134,354.225,354.387,3625914.0
2021-05-30,357.257,359.134,354.225,354.387,3625914.0
2021-05-31,357.257,359.134,354.225,354.387,3625914.0
2021-06-01,358.22,359.124,353.365,353.611,3119928.0
2021-06-02,357.287,364.795,356.648,360.55,3531164.0
2021-06-03,357.12,360.392,355.518,355.606,2606231.0
2021-06-04,358.053,360.333,357.454,359.734,2295380.0
2021-06-05,358.053,360.333,357.454,359.734,2295380.0
2021-06-06,358.053,360.333,357.454,359.734,2295380.0
2021-06-07,361.483,364.972,357.041,357.827,2133427.0
2021-06-08,358.731,361.365,356.992,358.987,3224152.0
2021-06-09,360.638,362.977,357.09,357.09,2521216.0
2021-06-10,358.427,359.36,355.744,358.043,2460441.0
2021-06-11,359.262,360.55,357.552,359.223,2708482.0
2021-06-12,359.262,360.55,357.552,359.223,2708482.0
2021-06-13,359.262,360.55,357.552,359.223,2708482.0
2021-06-14,359.714,360.333,355.876,360.225,2515618.0
2021-06-15,361.027,362.417,356.51,361.798,3562471.0
2021-06-16,363.036,363.036,355.095,357.572,3081046.0
2021-06-17,357.257,362.81,355.026,360.982,3824917.0
2021-06-18,355.901,364.014,355.783,361.11,5009378.0
2021-06-19,355.901,364.014,355.783,361.11,5009378.0
2021-06-20,355.901,364.014,355.783,361.11,5009378.0
2021-06-21,362.289,369.985,359.911,366.682,3094644.0
2021-06-22,367.567,372.255,365.631,371.547,3582650.0
2021-06-23,371.508,372.212,367.862,368.697,2241911.0
2021-06-24,372.491,373.533,366.496,368.314,2788325.0
2021-06-25,369.002,373.13,366.913,373.09,3983881.0
2021-06-26,369.002,373.13,366.913,373.09,3983881.0
2021-06-27,369.002,373.13,366.913,373.09,3983881.0
2021-06-28,374.378,374.378,358.849,361.365,4800274.0
2021-06-29,362.672,365.012,361.591,361.68,3394538.0
2021-06-30,361.631,363.813,358.014,358.82,2884914.0
2021-07-01,359.763,364.835,359.321,364.343,3108496.0
2021-07-02,366.289,369.041,365.759,368.589,2787034.0
2021-07-03,366.289,369.041,365.759,368.589,2787034.0
2021-07-04,366.289,369.041,365.759,368.589,2787034.0
2021-07-05,366.289,369.041,365.759,368.589,2787034.0
2021-07-06,370.181,371.739,365.12,369.66,2740460.0
2021-07-07,370.319,371.655,366.053,367.498,3176557.0
2021-07-08,361.614,364.655,359.794,364.261,2808993.0
2021-07-09,365.894,367.498,363.966,366.967,2404802.0
2021-07-10,365.894,367.498,363.966,366.967,2404802.0
2021-07-11,365.894,367.498,363.966,366.967,2404802.0
2021-07-12,368.994,370.047,366.121,369.545,2648393.0
2021-07-13,369.535,380.447,369.535,377.564,5161005.0
2021-07-14,376.846,385.358,376.846,384.541,4140829.0
2021-07-15,383.891,387.001,381.244,383.98,3772968.0
2021-07-16,386.853,387.158,379.158,380.92,2706530.0
2021-07-17,386.853,387.158,379.158,380.92,2706530.0
2021-07-18,386.853,387.158,379.158,380.92,2706530.0
2021-07-19,371.946,372.536,357.545,359.597,6814430.0
2021-07-20,361.122,370.568,359.42,368.394,3542605.0
2021-07-21,370.007,374.803,369.043,373.973,2393131.0
2021-07-22,374.209,376.728,371.011,376.039,4180644.0
2021-07-23,378.922,388.182,378.922,386.961,3720272.0
2021-07-24,378.922,388.182,378.922,386.961,3720272.0
2021-07-25,378.922,388.182,378.922,386.961,3720272.0
2021-07-26,385.397,386.597,382.051,386.509,2285814.0
2021-07-27,383.754,388.949,379.709,384.019,2783822.0
2021-07-28,385.348,385.456,376.202,377.299,3372571.0
2021-07-29,381.294,388.418,381.294,382.583,3774017.0
2021-07-30,382.77,382.77,376.944,379.759,2533294.0
2021-07-31,382.77,382.77,376.944,379.759,2533294.0
2021-08-01,382.77,382.77,376.944,379.759,2533294.0
2021-08-02,383.065,383.734,367.813,369.25,3430303.0
2021-08-03,370.627,370.637,353.811,361.712,6328497.0
2021-08-04,361.398,363.346,357.609,362.116,3203182.0
2021-08-05,362.303,366.003,361.122,365.983,2562647.0
2021-08-06,365.471,369.486,365.058,368.531,2038730.0
2021-08-07,365.471,369.486,365.058,368.531,2038730.0
2021-08-08,365.471,369.486,365.058,368.531,2038730.0
2021-08-09,368.197,368.502,362.982,364.743,2400796.0
2021-08-10,366.327,366.78,358.278,361.949,3225280.0
2021-08-11,362.647,364.035,357.924,358.406,3267708.0
2021-08-12,356.763,357.403,352.119,356.182,3803216.0
2021-08-13,356.458,357.678,354.854,356.94,2304638.0
2021-08-14,356.458,357.678,354.854,356.94,2304638.0
2021-08-15,356.458,357.678,354.854,356.94,2304638.0
2021-08-16,354.726,357.983,350.908,357.737,2937742.0
