,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity
2021-05-02,211.8309,214.5267,211.2298,214.2637,3953489.0
2021-05-03,216.039,216.917,213.4183,214.3201,3182883.0
2021-05-04,213.2211,219.7962,211.6712,219.242,4040671.0
2021-05-05,220.3786,224.8027,217.7767,223.4407,3641978.0
2021-05-06,223.5534,226.3551,221.6748,222.6798,4526952.0
2021-05-07,221.3366,227.2073,219.0072,226.3619,3327927.0
2021-05-08,221.3366,227.2073,219.0072,226.3619,3327927.0
2021-05-09,221.3366,227.2073,219.0072,226.3619,3327927.0
2021-05-10,228.7195,230.8611,227.8648,227.8836,3752901.0
2021-05-11,224.286,228.2404,222.182,224.7745,3163104.0
2021-05-12,226.6249,228.4659,222.0925,222.9147,3668456.0
2021-05-13,221.7124,226.3619,220.3322,225.4977,2228784.0
2021-05-14,227.3106,228.5786,225.5071,227.5266,2041605.0
2021-05-15,227.3106,228.5786,225.5071,227.5266,2041605.0
2021-05-16,227.3106,228.5786,225.5071,227.5266,2041605.0
2021-05-17,228.0057,230.5512,226.484,229.9312,1998409.0
2021-05-18,229.9312,230.6357,224.8778,224.9342,2436216.0
2021-05-19,221.7687,222.6892,217.8612,222.492,3143099.0
2021-05-20,223.065,223.1777,218.4718,220.7261,3339453.0
2021-05-21,222.2384,224.8682,220.7449,222.8395,2479364.0
2021-05-22,222.2384,224.8682,220.7449,222.8395,2479364.0
2021-05-23,222.2384,224.8682,220.7449,222.8395,2479364.0
2021-05-24,223.2622,225.1596,221.8814,224.5397,2372692.0
2021-05-25,224.9717,227.2073,222.3699,222.7738,2265689.0
2021-05-26,222.9992,224.9623,222.2572,223.281,2070014.0
2021-05-27,226.8409,228.5959,224.4269,226.6343,3594666.0
2021-05-28,227.226,227.5548,224.2954,226.4464,2290920.0
2021-05-29,227.226,227.5548,224.2954,226.4464,2290920.0
2021-05-30,227.226,227.5548,224.2954,226.4464,2290920.0
2021-05-31,227.226,227.5548,224.2954,226.4464,2290920.0
2021-06-01,229.1986,230.0627,227.1321,228.0245,2475954.0
2021-06-02,228.3156,230.2224,226.0895,228.682,2348762.0
2021-06-03,227.7145,231.4811,226.2492,229.0389,1923166.0
2021-06-04,230.2412,231.7159,227.6112,229.208,1837906.0
2021-06-05,230.2412,231.7159,227.6112,229.208,1837906.0
2021-06-06,230.2412,231.7159,227.6112,229.208,1837906.0
2021-06-07,229.2362,229.4992,224.1358,225.2066,2330672.0
2021-06-08,224.8684,226.5685,221.7311,225.5823,2212400.0
2021-06-09,224.4927,224.6712,220.2189,220.4067,2919581.0
2021-06-10,221.8063,222.2853,211.8873,212.0282,6281841.0
2021-06-11,212.5636,214.0852,206.6742,207.3035,8734875.0
2021-06-12,212.5636,214.0852,206.6742,207.3035,8734875.0
2021-06-13,212.5636,214.0852,206.6742,207.3035,8734875.0
2021-06-14,206.7117,208.4964,202.5131,205.7161,7213293.0
2021-06-15,206.5427,207.3786,203.133,206.1388,5055865.0
2021-06-16,205.7161,206.073,203.5463,203.9784,4156853.0
2021-06-17,203.7999,205.021,195.2626,196.7364,7995293.0
2021-06-18,193.6649,198.9531,193.0261,196.1822,7156360.0
2021-06-19,193.6649,198.9531,193.0261,196.1822,7156360.0
2021-06-20,193.6649,198.9531,193.0261,196.1822,7156360.0
2021-06-21,198.7089,202.1655,198.568,200.2681,5633857.0
2021-06-22,200.5311,201.7898,198.3614,200.193,3776376.0
2021-06-23,200.6345,203.612,199.6764,200.8129,3283361.0
2021-06-24,203.396,208.4588,202.2595,206.026,6827569.0
2021-06-25,207.7544,208.2898,202.2031,203.18,11274169.0
2021-06-26,207.7544,208.2898,202.2031,203.18,11274169.0
2021-06-27,207.7544,208.2898,202.2031,203.18,11274169.0
2021-06-28,203.3115,203.6214,200.5983,203.1424,3171958.0
2021-06-29,204.805,205.4249,201.5644,202.0434,3443372.0
2021-06-30,201.5926,204.7204,201.0618,204.4198,3249543.0
2021-07-01,205.857,206.4487,203.0297,203.5557,2426331.0
2021-07-02,204.448,205.1149,202.4943,204.542,2434363.0
2021-07-03,204.448,205.1149,202.4943,204.542,2434363.0
2021-07-04,204.448,205.1149,202.4943,204.542,2434363.0
2021-07-05,204.448,205.1149,202.4943,204.542,2434363.0
2021-07-06,204.2132,204.3541,198.5121,200.5593,4348120.0
2021-07-07,199.7797,202.0058,198.3426,201.6583,2707653.0
2021-07-08,197.253,200.9163,197.1872,199.2349,3723814.0
2021-07-09,202.7949,205.3239,201.3859,204.2226,3163754.0
2021-07-10,202.7949,205.3239,201.3859,204.2226,3163754.0
2021-07-11,202.7949,205.3239,201.3859,204.2226,3163754.0
2021-07-12,202.9076,205.6597,201.8086,205.3122,2509045.0
2021-07-13,205.6691,205.7537,201.6677,202.128,2373273.0
2021-07-14,202.1937,202.548,198.3989,198.7934,3185200.0
2021-07-15,197.516,200.4372,197.3657,198.5774,2737875.0
2021-07-16,199.5637,199.7864,194.4445,195.3274,4368752.0
2021-07-17,199.5637,199.7864,194.4445,195.3274,4368752.0
2021-07-18,199.5637,199.7864,194.4445,195.3274,4368752.0
2021-07-19,191.0118,192.4094,188.141,191.7767,5391082.0
2021-07-20,191.739,197.0178,191.0449,196.3851,3934667.0
2021-07-21,197.1028,199.2181,196.0215,199.0009,3407298.0
2021-07-22,199.2559,199.6148,196.9328,197.5183,1931542.0
2021-07-23,197.8394,198.661,196.2907,197.8677,2302578.0
2021-07-24,197.8394,198.661,196.2907,197.8677,2302578.0
2021-07-25,197.8394,198.661,196.2907,197.8677,2302578.0
2021-07-26,198.1605,200.2664,197.8394,199.2842,2157931.0
2021-07-27,195.9791,199.3126,195.4787,198.2171,2471965.0
2021-07-28,198.3116,200.8519,196.5173,199.6714,3246866.0
2021-07-29,202.0889,202.5706,198.0188,200.7291,3419668.0
2021-07-30,196.3285,197.0556,191.8428,195.2425,5834914.0
2021-07-31,196.3285,197.0556,191.8428,195.2425,5834914.0
2021-08-01,196.3285,197.0556,191.8428,195.2425,5834914.0
2021-08-02,196.4229,199.1641,193.5427,193.741,3977107.0
2021-08-03,193.8826,197.6411,192.1073,196.8951,3580499.0
2021-08-04,196.6306,197.9244,192.9949,193.1366,2948671.0
2021-08-05,193.826,196.0971,193.3067,195.658,2685825.0
2021-08-06,197.3767,198.6799,196.0924,196.7534,2677128.0
2021-08-07,197.3767,198.6799,196.0924,196.7534,2677128.0
2021-08-08,197.3767,198.6799,196.0924,196.7534,2677128.0
2021-08-09,195.7524,198.1983,194.6475,197.2634,2747219.0
2021-08-10,198.3116,202.9388,197.3295,202.155,4193557.0
2021-08-11,203.7226,210.1819,202.6272,209.3226,7794082.0
2021-08-12,209.8703,211.3057,206.3101,207.9816,4446237.0
2021-08-13,207.6417,208.2743,205.6113,206.4046,2049416.0
2021-08-14,207.6417,208.2743,205.6113,206.4046,2049416.0
2021-08-15,207.6417,208.2743,205.6113,206.4046,2049416.0
2021-08-16,205.2619,205.8663,202.41,205.5924,3134276.0
2021-08-17,204.1854,204.3459,198.8593,201.5601,4022806.0
2021-08-18,200.6724,201.664,198.0472,198.1322,2947719.0
2021-08-19,196.5834,197.3258,191.8995,193.0705,4788141.0
2021-08-20,193.9865,195.7241,192.2584,193.5332,2765514.0
2021-08-21,193.9865,195.7241,192.2584,193.5332,2765514.0
2021-08-22,193.9865,195.7241,192.2584,193.5332,2765514.0
2021-08-23,195.7146,198.0755,194.3737,197.4994,2827365.0
2021-08-24,198.0755,201.3996,197.8677,200.7574,2485926.0
2021-08-25,201.3051,203.6943,200.3419,202.8066,2599798.0
2021-08-26,202.5706,202.5706,198.7649,199.4826,2513944.0
2021-08-27,200.4458,202.1206,200.4033,200.9841,2511382.0
2021-08-28,200.4458,202.1206,200.4033,200.9841,2511382.0
2021-08-29,200.4458,202.1206,200.4033,200.9841,2511382.0
2021-08-30,201.3524,201.8434,199.067,199.6809,1922125.0
2021-08-31,199.5203,200.4788,198.7082,199.1332,2857877.0
2021-09-01,199.1332,199.2465,195.1103,196.3851,4122888.0
2021-09-02,197.2917,201.0974,197.2917,199.9925,2922282.0
2021-09-03,199.3976,200.9557,198.3116,198.661,2513016.0
2021-09-04,199.3976,200.9557,198.3116,198.661,2513016.0
2021-09-05,199.3976,200.9557,198.3116,198.661,2513016.0
2021-09-06,199.3976,200.9557,198.3116,198.661,2513016.0
2021-09-07,198.3493,198.6348,196.2765,196.6401,2643189.0
2021-09-08,195.5919,196.5404,193.3727,195.2614,2603093.0
2021-09-09,195.0064,196.5645,193.4907,193.9865,2778162.0
2021-09-10,195.573,196.3096,193.4199,193.5993,2551174.0
2021-09-11,195.573,196.3096,193.4199,193.5993,2551174.0
2021-09-12,195.573,196.3096,193.4199,193.5993,2551174.0
2021-09-13,195.6296,196.2907,192.5794,194.7231,2699131.0
2021-09-14,194.572,194.6286,190.4169,191.0685,3757600.0
2021-09-15,190.9174,195.0914,190.6341,194.2792,3342723.0
2021-09-16,194.0148,194.9025,191.5312,192.2678,3120141.0
2021-09-17,191.3518,191.9562,188.3488,188.6321,6355040.0
2021-09-18,191.3518,191.9562,188.3488,188.6321,6355040.0
2021-09-19,191.3518,191.9562,188.3488,188.6321,6355040.0
2021-09-20,182.3144,183.1927,177.9846,180.1991,9151051.0
2021-09-21,181.3134,181.9839,176.5728,179.2737,5699855.0
2021-09-22,181.3134,183.6743,180.5202,180.6996,3924417.0
2021-09-23,182.1728,186.6017,182.1161,185.6763,3367778.0
2021-09-24,184.7603,186.7812,184.0804,185.8652,2199472.0
2021-09-25,184.7603,186.7812,184.0804,185.8652,2199472.0
2021-09-26,184.7603,186.7812,184.0804,185.8652,2199472.0
2021-09-27,186.6017,190.7474,186.6017,188.8682,3033101.0
2021-09-28,189.057,190.653,187.6877,189.3876,3247465.0
2021-09-29,189.3215,189.9636,186.6962,186.8567,2954707.0
2021-09-30,187.565,187.8051,180.964,181.2851,4984013.0
2021-10-01,182.1633,184.968,180.5957,183.5138,3695489.0
2021-10-02,182.1633,184.968,180.5957,183.5138,3695489.0
2021-10-03,182.1633,184.968,180.5957,183.5138,3695489.0
2021-10-04,183.9009,185.0058,181.7006,182.3805,2864563.0
2021-10-05,182.0311,183.5799,180.1141,181.7856,3074591.0
2021-10-06,179.4248,181.6817,177.3472,181.1812,3777660.0
2021-10-07,182.9471,185.4591,182.8338,184.8547,3510517.0
2021-10-08,184.9019,185.6385,183.9009,184.2976,2713300.0
2021-10-09,184.9019,185.6385,183.9009,184.2976,2713300.0
2021-10-10,184.9019,185.6385,183.9009,184.2976,2713300.0
2021-10-11,185.4119,186.1963,181.9556,182.1539,2015161.0
2021-10-12,181.6156,182.8098,179.0281,179.3492,4706721.0
2021-10-13,179.8969,180.6052,177.2717,178.4238,3254395.0
2021-10-14,182.7772,183.9576,181.8918,183.5138,5214380.0
2021-10-15,185.053,188.3488,184.4298,187.9427,4736339.0
2021-10-16,185.053,188.3488,184.4298,187.9427,4736339.0
2021-10-17,185.053,188.3488,184.4298,187.9427,4736339.0
2021-10-18,186.394,187.6216,184.6611,187.1495,2809428.0
2021-10-19,187.5461,190.2658,187.4139,189.9447,2627001.0
2021-10-20,189.9636,193.7599,189.3688,192.825,2936002.0
2021-10-21,190.3791,191.0402,188.6226,190.8891,3071279.0
2021-10-22,190.5187,192.1377,189.1513,190.5282,2632391.0
2021-10-23,190.5187,192.1377,189.1513,190.5282,2632391.0
2021-10-24,190.5187,192.1377,189.1513,190.5282,2632391.0
2021-10-25,191.1264,193.054,190.3952,192.0095,3294689.0
2021-10-26,192.5222,192.5555,189.4077,189.5691,2933573.0
2021-10-27,190.1484,190.3193,186.0368,186.2362,3406655.0
2021-10-28,187.4041,194.184,187.1098,193.7946,4462713.0
2021-10-29,197.4979,199.1691,192.9875,193.7187,4292216.0
2021-10-30,197.4979,199.1691,192.9875,193.7187,4292216.0
2021-10-31,197.4979,199.1691,192.9875,193.7187,4292216.0
2021-11-01,193.9846,196.4439,193.5288,195.0196,3215180.0
2021-11-02,195.3709,197.327,192.7596,196.6718,3429632.0
2021-11-03,195.8552,196.1559,191.6392,193.2819,3136978.0
2021-11-04,193.7092,194.5543,192.3893,193.3199,2543452.0
2021-11-05,195.1145,198.343,194.8771,195.4944,2591253.0
2021-11-06,195.1145,198.343,194.8771,195.4944,2591253.0
2021-11-07,195.1145,198.343,194.8771,195.4944,2591253.0
2021-11-08,204.9994,205.5501,200.5935,203.4421,5944657.0
2021-11-09,204.3252,204.6955,198.419,199.2261,3310255.0
2021-11-10,198.7133,199.361,196.0166,196.2445,3261766.0
2021-11-11,197.3935,199.8243,197.3935,198.0107,4819820.0
2021-11-12,198.7893,200.0617,197.7923,198.7133,2017961.0
2021-11-13,198.7893,200.0617,197.7923,198.7133,2017961.0
2021-11-14,198.7893,200.0617,197.7923,198.7133,2017961.0
2021-11-15,199.4065,200.0617,196.33,197.232,2392576.0
2021-11-16,197.5074,197.6783,194.9056,195.0671,2138038.0
2021-11-17,194.6587,194.8392,190.7181,192.7406,3135672.0
2021-11-18,193.016,193.4338,190.5377,191.2593,2121099.0
2021-11-19,190.7846,192.6837,189.5881,190.3288,2980754.0
2021-11-20,190.7846,192.6837,189.5881,190.3288,2980754.0
2021-11-21,190.7846,192.6837,189.5881,190.3288,2980754.0
2021-11-22,191.3258,194.2156,189.9964,192.1709,2597280.0
2021-11-23,192.8071,195.2,191.4208,194.9721,3127919.0
2021-11-24,193.3863,197.7543,192.8356,196.6243,3880485.0
2021-11-25,193.3863,197.7543,192.8356,196.6243,3880485.0
2021-11-26,190.8605,191.2878,186.6958,188.705,3495977.0
2021-11-27,190.8605,191.2878,186.6958,188.705,3495977.0
2021-11-28,190.8605,191.2878,186.6958,188.705,3495977.0
2021-11-29,191.0789,191.3353,183.53,186.0368,4559906.0
2021-11-30,184.057,186.8534,181.8873,183.5964,6358024.0
2021-12-01,187.613,188.4202,181.7068,181.8113,3427043.0
2021-12-02,182.6089,187.651,182.1341,186.8629,3445667.0
2021-12-03,187.6985,189.3317,185.8659,187.8219,3250927.0
2021-12-04,187.6985,189.3317,185.8659,187.8219,3250927.0
2021-12-05,187.6985,189.3317,185.8659,187.8219,3250927.0
2021-12-06,189.5122,193.0065,188.337,191.1264,2838436.0
2021-12-07,193.035,195.8077,192.8214,194.1745,2817980.0
2021-12-08,194.0985,195.7982,193.3389,193.8896,2341218.0
2021-12-09,192.8546,194.6303,190.7466,193.8326,1646581.0
2021-12-10,195.0386,195.5133,191.9145,193.1964,3315166.0
2021-12-11,195.0386,195.5133,191.9145,193.1964,3315166.0
2021-12-12,195.0386,195.5133,191.9145,193.1964,3315166.0
2021-12-13,193.5383,193.9466,190.3383,191.0979,1868491.0
2021-12-14,189.911,193.6902,189.7233,191.4682,2248789.0
2021-12-15,190.8605,192.3798,188.6148,192.3323,2193723.0
2021-12-16,194.6587,197.7249,194.3264,195.7697,2856763.0
2021-12-17,194.6113,194.8961,191.0789,191.2119,6090692.0
2021-12-18,194.6113,194.8961,191.0789,191.2119,6090692.0
2021-12-19,194.6113,194.8961,191.0789,191.2119,6090692.0
2021-12-20,187.5846,187.5846,183.3211,185.6,3605081.0
2021-12-21,187.0623,188.9804,186.8154,188.3062,2303378.0
2021-12-22,190.8415,193.1432,190.6991,191.9525,3558681.0
2021-12-23,193.1584,196.8427,193.035,195.7982,2669627.0
2021-12-24,193.1584,196.8427,193.035,195.7982,2669627.0
2021-12-25,193.1584,196.8427,193.035,195.7982,2669627.0
2021-12-26,193.1584,196.8427,193.035,195.7982,2669627.0
2021-12-27,195.5513,196.4629,194.7917,195.9691,1711554.0
2021-12-28,195.7792,197.7543,195.7412,196.197,1393179.0
2021-12-29,195.8647,198.0297,195.6843,196.8712,1334998.0
2021-12-30,196.8712,198.3715,195.5418,195.6843,1465937.0
2021-12-31,195.7982,197.2605,195.2949,196.311,1374493.0
2022-01-01,195.7982,197.2605,195.2949,196.311,1374493.0
2022-01-02,195.7982,197.2605,195.2949,196.311,1374493.0
2022-01-03,196.8712,198.0771,195.4185,196.5579,2056574.0
2022-01-04,197.7733,207.8765,197.4504,207.0789,5242311.0
2022-01-05,207.1739,212.0926,207.1739,208.6647,5378170.0
2022-01-06,210.3169,211.4706,207.0599,210.7917,3913240.0
2022-01-07,211.276,214.5709,211.0196,212.8807,3673408.0
2022-01-08,211.276,214.5709,211.0196,212.8807,3673408.0
2022-01-09,211.276,214.5709,211.0196,212.8807,3673408.0
2022-01-10,213.6024,214.365,209.4826,210.4593,3734923.0
2022-01-11,210.8012,210.8866,205.6641,208.8546,2944280.0
2022-01-12,210.9151,212.4059,208.9685,211.181,2506917.0
2022-01-13,211.6463,216.3846,211.4089,215.5489,5002349.0
2022-01-14,213.384,218.0558,212.3033,217.3911,3970581.0
2022-01-15,213.384,218.0558,212.3033,217.3911,3970581.0
2022-01-16,213.384,218.0558,212.3033,217.3911,3970581.0
2022-01-17,213.384,218.0558,212.3033,217.3911,3970581.0
2022-01-18,216.2231,218.8059,215.416,218.2742,5413526.0
2022-01-19,219.133,219.2761,210.8031,211.4997,4991706.0
2022-01-20,210.9462,211.7,206.1373,206.7002,3545647.0
2022-01-21,207.5399,207.5399,202.6828,204.2766,3754746.0
2022-01-22,207.5399,207.5399,202.6828,204.2766,3754746.0
2022-01-23,207.5399,207.5399,202.6828,204.2766,3754746.0
2022-01-24,201.481,205.1163,197.1872,204.5056,5108332.0
2022-01-25,202.3588,206.8911,197.6071,204.4866,4554269.0
2022-01-26,205.1449,208.8471,202.5114,204.4675,3558514.0
2022-01-27,205.3453,207.912,200.5172,202.4447,3683378.0
2022-01-28,196.1663,198.4658,187.7792,191.9393,10747251.0
2022-01-29,196.1663,198.4658,187.7792,191.9393,10747251.0
2022-01-30,196.1663,198.4658,187.7792,191.9393,10747251.0
2022-01-31,190.3077,192.3592,185.7564,192.321,6178996.0
2022-02-01,191.5958,196.3571,191.345,195.9373,4026634.0
2022-02-02,193.8858,196.3666,192.1683,195.5461,3492301.0
2022-02-03,195.6033,196.4334,190.9184,191.3955,2748216.0
2022-02-04,191.0329,191.7914,187.4834,189.3154,3930776.0
2022-02-05,191.0329,191.7914,187.4834,189.3154,3930776.0
2022-02-06,191.0329,191.7914,187.4834,189.3154,3930776.0
2022-02-07,189.7257,192.2924,188.9483,190.6607,2402040.0
2022-02-08,191.0806,193.0366,190.0978,192.2637,2407233.0
2022-02-09,193.3515,194.7446,192.8229,194.2675,2743749.0
2022-02-10,193.2847,197.2731,192.321,193.7618,3538497.0
2022-02-11,194.0957,195.2694,190.9565,192.0157,3826746.0
2022-02-12,194.0957,195.2694,190.9565,192.0157,3826746.0
2022-02-13,194.0957,195.2694,190.9565,192.0157,3826746.0
2022-02-14,191.739,192.4546,189.0291,190.7275,2730533.0
2022-02-15,191.5004,195.0785,190.8417,194.0862,2752883.0
2022-02-16,193.7999,195.9993,193.695,194.3056,2254146.0
2022-02-17,191.7867,192.5118,185.5274,185.8136,4699629.0
2022-02-18,184.4969,186.6533,182.412,183.1515,4385219.0
2022-02-19,184.4969,186.6533,182.412,183.1515,4385219.0
2022-02-20,184.4969,186.6533,182.412,183.1515,4385219.0
2022-02-21,184.4969,186.6533,182.412,183.1515,4385219.0
2022-02-22,183.1515,185.9663,181.8157,182.4454,3487950.0
2022-02-23,182.932,183.5036,177.8273,178.1135,3550352.0
2022-02-24,173.6862,176.7777,171.4344,176.2243,5919467.0
2022-02-25,176.4628,179.311,175.6804,178.4856,3594597.0
2022-02-26,176.4628,179.311,175.6804,178.4856,3594597.0
2022-02-27,176.4628,179.311,175.6804,178.4856,3594597.0
2022-02-28,175.8903,180.1173,175.2539,178.9818,5168542.0
2022-03-01,179.1631,179.5925,172.3599,174.4495,5110599.0
2022-03-02,176.7109,184.6877,176.5201,183.7812,5849898.0
2022-03-03,184.4587,187.5693,183.5236,185.9186,4429733.0
2022-03-04,182.3405,187.0254,181.5876,186.6914,4334724.0
2022-03-05,182.3405,187.0254,181.5876,186.6914,4334724.0
2022-03-06,182.3405,187.0254,181.5876,186.6914,4334724.0
2022-03-07,185.8613,194.1721,184.7481,187.6838,6912345.0
2022-03-08,194.5251,205.04,193.695,200.3741,9318635.0
2022-03-09,202.8263,203.8091,197.941,200.1642,4798346.0
2022-03-10,199.7921,207.5495,198.6375,202.0821,4886260.0
2022-03-11,202.5687,207.788,202.5687,204.9827,4045469.0
2022-03-12,202.5687,207.788,202.5687,204.9827,4045469.0
2022-03-13,202.5687,207.788,202.5687,204.9827,4045469.0
2022-03-14,206.3853,208.4678,203.1698,205.5648,3530852.0
2022-03-15,206.2136,207.4158,200.8607,206.538,4364197.0
2022-03-16,207.5303,209.4291,202.5878,206.1754,4378696.0
2022-03-17,205.4503,211.6142,204.5152,211.5378,3600411.0
2022-03-18,209.4196,211.5378,208.0074,210.784,4105116.0
2022-03-19,209.4196,211.5378,208.0074,210.784,4105116.0
2022-03-20,209.4196,211.5378,208.0074,210.784,4105116.0
2022-03-21,210.8699,216.6426,210.8604,213.4557,2902157.0
2022-03-22,214.1713,215.4976,211.1919,212.5015,2461494.0
2022-03-23,211.5283,214.4766,211.5283,211.9863,2001683.0
2022-03-24,212.3393,214.6866,211.3565,212.0244,2110867.0
2022-03-25,211.9099,213.5416,211.0035,213.1217,1581139.0
2022-03-26,211.9099,213.5416,211.0035,213.1217,1581139.0
2022-03-27,211.9099,213.5416,211.0035,213.1217,1581139.0
2022-03-28,212.1485,212.4729,208.9998,211.6809,3072496.0
2022-03-29,210.6791,211.2802,206.6143,210.9081,3667796.0
2022-03-30,211.8241,215.5261,210.5837,212.8546,2507574.0
2022-03-31,212.9786,214.8679,212.2344,212.6065,3152202.0
2022-04-01,214.0664,215.1827,208.1649,209.6963,2618304.0
2022-04-02,214.0664,215.1827,208.1649,209.6963,2618304.0
2022-04-03,214.0664,215.1827,208.1649,209.6963,2618304.0
2022-04-04,209.1143,211.2072,206.6716,210.6886,2181439.0
2022-04-05,209.9157,212.1771,205.2785,206.1182,3582110.0
2022-04-06,205.2594,207.1773,203.7566,206.2995,2783265.0
2022-04-07,205.5838,206.3949,203.7708,206.0037,2253777.0
2022-04-08,205.8987,207.8882,204.2194,207.0819,2450251.0
2022-04-09,205.8987,207.8882,204.2194,207.0819,2450251.0
2022-04-10,205.8987,207.8882,204.2194,207.0819,2450251.0
2022-04-11,207.0819,208.7326,205.8606,206.1468,2494683.0
2022-04-12,205.5743,209.4186,205.1259,206.767,2508300.0
2022-04-13,206.9865,209.6104,206.4808,208.265,1899033.0
2022-04-14,209.8299,218.7084,208.5895,217.3678,5337892.0
2022-04-15,209.8299,218.7084,208.5895,217.3678,5337892.0
2022-04-16,209.8299,218.7084,208.5895,217.3678,5337892.0
2022-04-17,209.8299,218.7084,208.5895,217.3678,5337892.0
2022-04-18,217.549,223.6318,217.549,219.381,3643982.0
2022-04-19,219.6959,222.2626,217.1388,221.5184,2689367.0
2022-04-20,222.8446,225.5354,221.9191,224.3045,2907678.0
2022-04-21,226.3655,226.9953,221.0317,221.9096,3571429.0
2022-04-22,218.9759,220.3085,206.704,207.3751,5053696.0
2022-04-23,218.9759,220.3085,206.704,207.3751,5053696.0
2022-04-24,218.9759,220.3085,206.704,207.3751,5053696.0
2022-04-25,206.426,208.0463,200.9228,207.7586,4145466.0
2022-04-26,207.2122,209.1968,200.7119,201.6227,4176665.0
2022-04-27,202.3993,206.6561,198.7465,205.1317,3358258.0
2022-04-28,198.8663,204.173,193.6652,203.6744,6094275.0
2022-04-29,203.9237,208.2476,201.4885,201.8528,3404011.0
2022-04-30,203.9237,208.2476,201.4885,201.8528,3404011.0
2022-05-01,203.9237,208.2476,201.4885,201.8528,3404011.0
2022-05-02,201.3351,203.986,199.0917,203.3197,2639509.0
2022-05-03,203.1567,206.4774,202.0925,204.8057,2121130.0
2022-05-04,206.0809,214.0767,205.0023,213.4056,3023650.0
2022-05-05,213.2235,213.9425,204.9495,207.0204,3005558.0
2022-05-06,208.0559,208.0559,201.6707,205.7932,2268402.0
2022-05-07,208.0559,208.0559,201.6707,205.7932,2268402.0
2022-05-08,208.0559,208.0559,201.6707,205.7932,2268402.0
2022-05-09,203.2813,203.3005,196.9632,197.7782,2929874.0
2022-05-10,199.6477,200.8749,193.0804,194.6143,3040550.0
2022-05-11,197.0783,201.0571,195.1896,196.7427,2552410.0
2022-05-12,195.2088,196.8674,191.0718,194.6527,3282072.0
2022-05-13,196.6852,197.9412,194.5472,195.899,2323800.0
2022-05-14,196.6852,197.9412,194.5472,195.899,2323800.0
2022-05-15,196.6852,197.9412,194.5472,195.899,2323800.0
2022-05-16,196.5606,200.5777,195.2759,198.641,2540976.0
2022-05-17,204.0196,204.9495,200.5106,204.2976,2275933.0
2022-05-18,205.0167,208.9091,198.9574,199.3601,4723284.0
2022-05-19,197.3659,200.6448,193.3824,198.2288,2887724.0
2022-05-20,197.9316,198.1041,186.0336,189.6577,5404500.0
2022-05-21,197.9316,198.1041,186.0336,189.6577,5404500.0
2022-05-22,197.9316,198.1041,186.0336,189.6577,5404500.0
2022-05-23,191.6806,197.0112,190.9424,195.7265,3246553.0
2022-05-24,193.6748,197.2125,192.9845,197.1646,2467967.0
2022-05-25,196.5414,201.4214,196.3688,200.6736,3080246.0
2022-05-26,202.8211,204.8201,201.7186,204.2017,2015957.0
2022-05-27,206.1288,208.6503,205.3234,208.1805,2020431.0
2022-05-28,206.1288,208.6503,205.3234,208.1805,2020431.0
2022-05-29,206.1288,208.6503,205.3234,208.1805,2020431.0
2022-05-30,206.1288,208.6503,205.3234,208.1805,2020431.0
2022-05-31,205.9275,209.0913,204.6811,206.9437,3773508.0
2022-06-01,209.446,209.9637,205.4577,208.5927,2314030.0
2022-06-02,210.5294,211.7278,208.2859,210.9225,1784213.0
2022-06-03,209.2447,214.8533,209.2447,213.7028,2222739.0
2022-06-04,209.2447,214.8533,209.2447,213.7028,2222739.0
2022-06-05,209.2447,214.8533,209.2447,213.7028,2222739.0
2022-06-06,213.7028,215.489,213.0796,214.4027,1565510.0
2022-06-07,212.84,217.8925,212.5044,217.7295,1799081.0
2022-06-08,215.9942,222.7629,215.3519,220.3181,4171344.0
2022-06-09,218.0459,218.7947,214.3931,214.4411,3047339.0
2022-06-10,210.4431,211.1334,206.1384,206.3014,2605398.0
2022-06-11,210.4431,211.1334,206.1384,206.3014,2605398.0
2022-06-12,210.4431,211.1334,206.1384,206.3014,2605398.0
2022-06-13,200.9324,201.2105,196.4455,198.3438,3559596.0
2022-06-14,199.4751,201.0762,196.8003,198.1617,2359013.0
2022-06-15,198.9191,200.0408,194.7486,197.5001,2343231.0
2022-06-16,192.7736,192.9461,185.2762,186.7527,4789903.0
2022-06-17,187.606,189.581,182.9944,184.6914,7226161.0
2022-06-18,187.606,189.581,182.9944,184.6914,7226161.0
2022-06-19,187.606,189.581,182.9944,184.6914,7226161.0
2022-06-20,187.606,189.581,182.9944,184.6914,7226161.0
2022-06-21,188.9674,190.2329,185.8706,188.2675,2755355.0
2022-06-22,182.1603,184.8352,179.96,180.0799,4012246.0
2022-06-23,178.8814,179.5046,168.7572,171.2978,6667926.0
2022-06-24,173.8576,177.9419,171.9689,177.8364,4868921.0
2022-06-25,173.8576,177.9419,171.9689,177.8364,4868921.0
2022-06-26,173.8576,177.9419,171.9689,177.8364,4868921.0
2022-06-27,180.3195,182.237,178.1528,179.8498,3061090.0
2022-06-28,182.1316,185.1324,179.6964,179.706,3327704.0
2022-06-29,179.5909,179.8306,174.6151,175.9093,2436919.0
2022-06-30,172.8222,174.6246,169.8118,171.3841,4197106.0
2022-07-01,171.9114,173.8385,166.5521,170.9335,3423158.0
2022-07-02,171.9114,173.8385,166.5521,170.9335,3423158.0
2022-07-03,171.9114,173.8385,166.5521,170.9335,3423158.0
