,UCBI US Equity,UCBI US Equity,UCBI US Equity,UCBI US Equity,UCBI US Equity
2021-03-13,32.9862,33.5268,32.6884,33.4077,402899.0
2021-03-14,32.9862,33.5268,32.6884,33.4077,402899.0
2021-03-15,33.5817,33.5817,32.2715,32.7204,329134.0
2021-03-16,32.3173,32.5298,31.795,32.4639,308273.0
2021-03-17,32.922,32.9358,32.0699,32.3631,418428.0
2021-03-18,32.8579,33.6001,32.3173,32.4547,320026.0
2021-03-19,31.0986,32.9678,31.0528,32.8304,1530138.0
2021-03-20,31.0986,32.9678,31.0528,32.8304,1530138.0
2021-03-21,31.0986,32.9678,31.0528,32.8304,1530138.0
2021-03-22,32.4639,32.4639,31.2819,31.5659,298657.0
2021-03-23,31.1536,31.456,30.1457,30.3931,387251.0
2021-03-24,30.8879,31.6576,30.1823,30.2465,454818.0
2021-03-25,30.0815,31.3552,29.9258,31.1719,462896.0
2021-03-26,31.8316,32.299,31.3643,32.244,399776.0
2021-03-27,31.8316,32.299,31.3643,32.244,399776.0
2021-03-28,31.8316,32.299,31.3643,32.244,399776.0
2021-03-29,31.7217,32.189,30.8421,31.062,405400.0
2021-03-30,31.4468,32.1523,31.4102,31.5109,273555.0
2021-03-31,31.5751,32.2623,31.0528,31.2636,410673.0
2021-04-01,31.0528,31.6576,30.7871,31.3643,299401.0
2021-04-02,31.0528,31.6576,30.7871,31.3643,299401.0
2021-04-03,31.0528,31.6576,30.7871,31.3643,299401.0
2021-04-04,31.0528,31.6576,30.7871,31.3643,299401.0
2021-04-05,31.9416,31.9947,30.9245,31.3369,377453.0
2021-04-06,31.4102,31.9049,30.7413,30.9887,292432.0
2021-04-07,31.3185,31.5339,30.6588,30.8146,267892.0
2021-04-08,30.6588,30.7504,29.9899,30.7138,300920.0
2021-04-09,31.0345,31.2361,30.7229,31.1811,225281.0
2021-04-10,31.0345,31.2361,30.7229,31.1811,225281.0
2021-04-11,31.0345,31.2361,30.7229,31.1811,225281.0
2021-04-12,31.1719,31.6576,31.1719,31.4743,168546.0
2021-04-13,31.1994,31.1994,30.1924,30.3748,306312.0
2021-04-14,30.3289,31.2452,30.3289,31.0803,308837.0
2021-04-15,30.9795,31.2544,30.0174,30.7504,258830.0
2021-04-16,31.2636,31.4376,30.8146,30.9978,218194.0
2021-04-17,31.2636,31.4376,30.8146,30.9978,218194.0
2021-04-18,31.2636,31.4376,30.8146,30.9978,218194.0
2021-04-19,30.952,31.685,30.4389,30.9429,222352.0
2021-04-20,30.5305,30.7688,29.2019,29.3119,492675.0
2021-04-21,29.4585,30.1823,28.9087,29.6234,548117.0
2021-04-22,29.5043,30.4114,29.2752,29.2752,262689.0
2021-04-23,29.3943,30.8283,29.2477,30.613,373192.0
2021-04-24,29.3943,30.8283,29.2477,30.613,373192.0
2021-04-25,29.3943,30.8283,29.2477,30.613,373192.0
2021-04-26,31.2727,31.3735,30.3473,30.4481,317059.0
2021-04-27,30.2007,30.6588,30.0357,30.503,270018.0
2021-04-28,30.5672,31.3094,30.2556,30.6771,338581.0
2021-04-29,31.1628,31.4468,30.3931,30.5489,237961.0
2021-04-30,30.3473,30.6496,29.9578,29.9808,386728.0
2021-05-01,30.3473,30.6496,29.9578,29.9808,386728.0
2021-05-02,30.3473,30.6496,29.9578,29.9808,386728.0
2021-05-03,30.3839,30.7092,29.7975,30.5489,454993.0
2021-05-04,30.5122,30.897,29.9166,30.8604,261371.0
2021-05-05,30.9062,31.4835,30.4389,31.2819,331690.0
2021-05-06,31.6667,31.8133,31.0162,31.8133,344487.0
2021-05-07,31.2544,31.85,31.0528,31.8225,285565.0
2021-05-08,31.2544,31.85,31.0528,31.8225,285565.0
2021-05-09,31.2544,31.85,31.0528,31.8225,285565.0
2021-05-10,31.8958,32.3448,31.4835,31.5109,536094.0
2021-05-11,31.0528,31.6301,30.7504,31.007,203186.0
2021-05-12,31.3002,31.4193,29.9166,30.1365,339973.0
2021-05-13,30.0632,31.9783,30.0632,31.8042,597316.0
2021-05-14,32.134,32.5555,31.6942,32.4456,311448.0
2021-05-15,32.134,32.5555,31.6942,32.4456,311448.0
2021-05-16,32.134,32.5555,31.6942,32.4456,311448.0
2021-05-17,32.1523,32.3173,31.7263,32.2898,305171.0
2021-05-18,32.2165,32.299,30.6955,31.346,193007.0
2021-05-19,31.062,32.3631,30.361,31.6484,501346.0
2021-05-20,31.4835,32.079,31.0528,31.85,350656.0
2021-05-21,32.2165,32.5005,31.9324,32.1615,346467.0
2021-05-22,32.2165,32.5005,31.9324,32.1615,346467.0
2021-05-23,32.2165,32.5005,31.9324,32.1615,346467.0
2021-05-24,32.2165,32.2165,31.4102,31.5568,265445.0
2021-05-25,31.5568,31.8362,30.3748,30.4022,417152.0
2021-05-26,30.4206,30.9978,30.3564,30.9612,266027.0
2021-05-27,31.5568,31.795,31.1169,31.7309,577766.0
2021-05-28,31.6667,31.7217,31.3094,31.685,316745.0
2021-05-29,31.6667,31.7217,31.3094,31.685,316745.0
2021-05-30,31.6667,31.7217,31.3094,31.685,316745.0
2021-05-31,31.6667,31.7217,31.3094,31.685,316745.0
2021-06-01,32.0241,32.1523,31.2315,31.8133,521943.0
2021-06-02,32.0607,32.1019,31.2452,31.3552,300373.0
2021-06-03,31.3369,31.5751,31.0986,31.4835,402660.0
2021-06-04,31.401,31.8042,31.1719,31.7309,239676.0
2021-06-05,31.401,31.8042,31.1719,31.7309,239676.0
2021-06-06,31.401,31.8042,31.1719,31.7309,239676.0
2021-06-07,31.8042,31.8683,31.4743,31.5751,292236.0
2021-06-08,31.3277,31.9599,31.1261,31.8133,243134.0
2021-06-09,31.5842,31.7217,31.346,31.4102,324167.0
2021-06-10,31.8046,31.8046,30.7962,30.8146,261871.0
2021-06-11,31.0253,31.2636,30.8604,31.0162,279681.0
2021-06-12,31.0253,31.2636,30.8604,31.0162,279681.0
2021-06-13,31.0253,31.2636,30.8604,31.0162,279681.0
2021-06-14,30.9148,31.1774,30.256,30.5831,354725.0
2021-06-15,30.6844,31.3847,30.3711,31.0254,308529.0
2021-06-16,30.8134,31.781,30.4495,31.5967,370206.0
2021-06-17,31.6335,31.6427,30.1039,30.1592,651535.0
2021-06-18,29.422,29.9657,28.9982,29.0995,906228.0
2021-06-19,29.422,29.9657,28.9982,29.0995,906228.0
2021-06-20,29.422,29.9657,28.9982,29.0995,906228.0
2021-06-21,29.4681,30.3896,29.4681,30.15,348682.0
2021-06-22,30.2237,30.3066,29.8643,30.1684,335692.0
2021-06-23,30.3619,30.514,29.9749,30.0486,790531.0
2021-06-24,30.2329,30.4449,29.9381,30.3158,290211.0
2021-06-25,30.5094,30.6568,29.4773,29.8551,1690004.0
2021-06-26,30.5094,30.6568,29.4773,29.8551,1690004.0
2021-06-27,30.5094,30.6568,29.4773,29.8551,1690004.0
2021-06-28,29.8459,29.9933,29.1272,29.2746,468421.0
2021-06-29,29.4865,29.7169,28.7862,28.9521,376688.0
2021-06-30,28.7309,29.5879,28.7309,29.4958,465688.0
2021-07-01,29.6893,29.9288,29.4266,29.8367,351433.0
2021-07-02,29.8367,29.8459,29.2746,29.3115,226044.0
2021-07-03,29.8367,29.8459,29.2746,29.3115,226044.0
2021-07-04,29.8367,29.8459,29.2746,29.3115,226044.0
2021-07-05,29.8367,29.8459,29.2746,29.3115,226044.0
2021-07-06,29.1548,29.3115,28.3163,28.4453,302833.0
2021-07-07,28.2334,28.6388,27.9938,28.2702,465873.0
2021-07-08,27.6528,28.2472,27.4501,27.9938,530513.0
2021-07-09,28.6112,29.0995,28.4269,29.0535,308153.0
2021-07-10,28.6112,29.0995,28.4269,29.0535,308153.0
2021-07-11,28.6112,29.0995,28.4269,29.0535,308153.0
2021-07-12,28.6757,29.5787,28.4361,29.5326,654754.0
2021-07-13,29.7048,29.7048,28.4729,28.6296,405842.0
2021-07-14,28.6941,29.1087,28.0636,28.2887,451133.0
2021-07-15,27.6344,28.4177,27.3396,28.3716,1223990.0
2021-07-16,28.6664,28.6664,27.5238,27.5791,407762.0
2021-07-17,28.6664,28.6664,27.5238,27.5791,407762.0
2021-07-18,28.6664,28.6664,27.5238,27.5791,407762.0
2021-07-19,26.9065,27.1875,26.1877,26.4089,549129.0
2021-07-20,26.6116,27.5883,26.372,26.6485,778115.0
2021-07-21,26.3582,27.5423,26.2799,26.4918,459482.0
2021-07-22,26.3075,26.326,25.6164,25.8376,661651.0
2021-07-23,26.3628,26.4642,26.0495,26.4273,300516.0
2021-07-24,26.3628,26.4642,26.0495,26.4273,300516.0
2021-07-25,26.3628,26.4642,26.0495,26.4273,300516.0
2021-07-26,26.4457,26.9433,26.4457,26.6024,349782.0
2021-07-27,26.326,26.8233,26.1693,26.6116,254311.0
2021-07-28,26.6761,27.0723,26.2522,26.7683,336332.0
2021-07-29,27.0355,27.1921,26.7314,26.842,247171.0
2021-07-30,26.7498,27.1737,26.5195,26.5471,365163.0
2021-07-31,26.7498,27.1737,26.5195,26.5471,365163.0
2021-08-01,26.7498,27.1737,26.5195,26.5471,365163.0
2021-08-02,26.6761,27.3672,26.372,26.4273,385907.0
2021-08-03,26.6392,27.0263,26.1877,26.8235,435070.0
2021-08-04,26.4181,26.9157,26.326,26.3997,253657.0
2021-08-05,26.4734,27.1184,26.3075,26.9341,253598.0
2021-08-06,27.3856,28.0767,27.1276,28.0122,521220.0
2021-08-07,27.3856,28.0767,27.1276,28.0122,521220.0
2021-08-08,27.3856,28.0767,27.1276,28.0122,521220.0
2021-08-09,28.0491,28.4084,27.7542,28.0122,276377.0
2021-08-10,28.0951,28.3992,27.2474,28.2887,238432.0
2021-08-11,28.2794,28.7678,27.9754,28.7402,234255.0
2021-08-12,28.7402,28.777,28.39,28.6757,271860.0
2021-08-13,28.7954,28.7954,28.2887,28.6388,225939.0
2021-08-14,28.7954,28.7954,28.2887,28.6388,225939.0
2021-08-15,28.7954,28.7954,28.2887,28.6388,225939.0
2021-08-16,28.4545,28.5927,27.9846,28.3624,246230.0
2021-08-17,28.1044,28.3347,27.8003,28.1044,366303.0
2021-08-18,28.0399,28.1873,27.5791,27.6344,237057.0
2021-08-19,27.3396,27.5883,26.7913,27.0447,319371.0
2021-08-20,26.9986,27.8694,26.9525,27.4593,358062.0
2021-08-21,26.9986,27.8694,26.9525,27.4593,358062.0
2021-08-22,26.9986,27.8694,26.9525,27.4593,358062.0
2021-08-23,27.7358,27.9109,27.639,27.8095,249828.0
2021-08-24,27.8648,28.0767,27.6252,27.6528,201746.0
2021-08-25,27.7081,28.1136,27.5699,27.6528,255468.0
2021-08-26,27.7173,27.9109,27.3303,27.3672,302583.0
2021-08-27,27.4225,28.3624,27.4225,28.2702,305928.0
2021-08-28,27.4225,28.3624,27.4225,28.2702,305928.0
2021-08-29,27.4225,28.3624,27.4225,28.2702,305928.0
2021-08-30,28.0583,28.3255,27.6528,27.7081,261676.0
2021-08-31,27.7726,28.1228,27.6528,27.8003,406436.0
2021-09-01,27.874,27.9846,27.4041,27.6989,274823.0
2021-09-02,27.7819,28.0859,27.6068,27.616,322003.0
2021-09-03,27.745,27.7542,27.5331,27.6805,532981.0
2021-09-04,27.745,27.7542,27.5331,27.6805,532981.0
2021-09-05,27.745,27.7542,27.5331,27.6805,532981.0
2021-09-06,27.745,27.7542,27.5331,27.6805,532981.0
2021-09-07,27.8187,28.0951,27.5883,27.6344,338311.0
2021-09-08,27.4593,27.5699,27.1921,27.2935,397561.0
2021-09-09,27.1829,27.639,27.0723,27.0723,314056.0
2021-09-10,27.2566,27.4409,26.326,26.3905,306383.0
2021-09-11,27.2566,27.4409,26.326,26.3905,306383.0
2021-09-12,27.2566,27.4409,26.326,26.3905,306383.0
2021-09-13,26.5932,26.8512,26.2983,26.7314,377069.0
2021-09-14,26.8335,26.9262,26.0541,26.2582,441435.0
2021-09-15,26.2303,27.0097,26.2303,26.9077,756266.0
2021-09-16,27.0005,27.1396,26.5737,26.685,447185.0
2021-09-17,26.8056,26.9912,26.4252,26.9077,1206946.0
2021-09-18,26.8056,26.9912,26.4252,26.9077,1206946.0
2021-09-19,26.8056,26.9912,26.4252,26.9077,1206946.0
2021-09-20,26.0819,26.3669,25.6272,26.286,488564.0
2021-09-21,26.453,26.5087,25.9613,26.0448,469555.0
2021-09-22,26.3788,27.0747,26.2953,26.7407,489389.0
2021-09-23,26.917,27.933,26.9077,27.752,373416.0
2021-09-24,27.7613,28.4294,27.585,28.2809,429900.0
2021-09-25,27.7613,28.4294,27.585,28.2809,429900.0
2021-09-26,27.7613,28.4294,27.585,28.2809,429900.0
2021-09-27,28.6242,29.6356,28.3737,29.218,513858.0
2021-09-28,29.3943,29.784,29.1716,29.6541,902457.0
2021-09-29,29.7098,30.4242,29.3943,30.3314,634188.0
2021-09-30,30.6098,30.9435,30.2851,30.4521,1001316.0
2021-10-01,30.5077,31.083,30.2758,30.8418,794077.0
2021-10-02,30.5077,31.083,30.2758,30.8418,794077.0
2021-10-03,30.5077,31.083,30.2758,30.8418,794077.0
2021-10-04,30.851,31.2407,30.4335,31.0923,453794.0
2021-10-05,31.1758,31.2593,30.6562,30.6655,456255.0
2021-10-06,30.1598,30.6005,29.6174,30.5634,313922.0
2021-10-07,30.916,31.2315,29.5521,31.2222,271515.0
2021-10-08,31.25,31.5469,30.582,31.4356,265697.0
2021-10-09,31.25,31.5469,30.582,31.4356,265697.0
2021-10-10,31.25,31.5469,30.582,31.4356,265697.0
2021-10-11,31.7232,31.7418,30.9902,30.9995,314233.0
2021-10-12,30.8603,31.2222,30.7026,31.1108,361612.0
2021-10-13,31.0181,31.0181,30.5727,30.8047,420483.0
2021-10-14,31.1758,31.7232,30.8905,31.6676,450214.0
2021-10-15,32.2428,32.2428,31.4588,31.5098,440382.0
2021-10-16,32.2428,32.2428,31.4588,31.5098,440382.0
2021-10-17,32.2428,32.2428,31.4588,31.5098,440382.0
2021-10-18,31.7882,31.7882,31.2129,31.4913,318180.0
2021-10-19,31.4913,31.6026,31.0923,31.6026,436308.0
2021-10-20,31.9923,32.5026,31.5516,32.4377,978672.0
2021-10-21,32.5676,33.0686,32.2799,32.9573,741543.0
2021-10-22,32.9573,33.4026,32.8738,33.1614,490987.0
2021-10-23,32.9573,33.4026,32.8738,33.1614,490987.0
2021-10-24,32.9573,33.4026,32.8738,33.1614,490987.0
2021-10-25,33.4026,33.4769,32.7624,33.3099,348817.0
2021-10-26,33.4026,33.4676,33.0129,33.2263,434782.0
2021-10-27,32.9387,33.0686,32.1779,32.2243,364622.0
2021-10-28,32.266,32.8274,32.266,32.4841,394434.0
2021-10-29,32.5305,32.7903,32.0294,32.3263,433322.0
2021-10-30,32.5305,32.7903,32.0294,32.3263,433322.0
2021-10-31,32.5305,32.7903,32.0294,32.3263,433322.0
2021-11-01,32.6975,33.1428,32.4841,33.1336,384810.0
2021-11-02,33.1243,33.1985,32.8311,32.9202,290056.0
2021-11-03,32.8181,34.015,32.8181,33.8666,455430.0
2021-11-04,33.8109,33.8109,33.0222,33.7274,476853.0
2021-11-05,34.0521,34.4697,33.8202,34.0707,417499.0
2021-11-06,34.0521,34.4697,33.8202,34.0707,417499.0
2021-11-07,34.0521,34.4697,33.8202,34.0707,417499.0
2021-11-08,34.1542,34.3769,33.7274,33.8294,404644.0
2021-11-09,33.6903,33.9454,33.2356,33.3099,530139.0
2021-11-10,33.4026,33.7367,33.3566,33.5882,444963.0
2021-11-11,33.6949,34.182,33.4026,33.9408,276934.0
2021-11-12,33.9315,34.0521,33.449,33.616,283460.0
2021-11-13,33.9315,34.0521,33.449,33.616,283460.0
2021-11-14,33.9315,34.0521,33.449,33.616,283460.0
2021-11-15,33.7831,33.7923,33.3284,33.4769,426737.0
2021-11-16,33.4954,33.5882,33.1614,33.347,461173.0
2021-11-17,33.1985,33.3377,32.6975,32.9944,460428.0
2021-11-18,33.0408,33.4258,32.7903,33.3377,399449.0
2021-11-19,33.115,33.5233,32.8552,33.4583,435752.0
2021-11-20,33.115,33.5233,32.8552,33.4583,435752.0
2021-11-21,33.115,33.5233,32.8552,33.4583,435752.0
2021-11-22,33.8758,34.5532,33.6903,34.0614,677227.0
2021-11-23,34.2563,34.4326,34.0985,34.3212,308786.0
2021-11-24,34.2934,34.4511,33.9965,34.1078,244946.0
2021-11-25,34.2934,34.4511,33.9965,34.1078,244946.0
2021-11-26,33.0222,33.0501,31.6026,32.1315,406005.0
2021-11-27,33.0222,33.0501,31.6026,32.1315,406005.0
2021-11-28,33.0222,33.0501,31.6026,32.1315,406005.0
2021-11-29,32.6975,32.7624,31.8902,32.3171,692858.0
2021-11-30,31.8902,32.5026,31.4681,31.7975,513158.0
2021-12-01,32.4933,33.2263,31.4727,31.5284,695361.0
2021-12-02,31.6026,32.9016,31.2825,32.5861,608943.0
2021-12-03,32.6604,32.781,31.7418,32.0665,595315.0
2021-12-04,32.6604,32.781,31.7418,32.0665,595315.0
2021-12-05,32.6604,32.781,31.7418,32.0665,595315.0
2021-12-06,32.5768,33.4212,32.4006,32.9944,505354.0
2021-12-07,33.282,33.5418,32.2057,32.4469,334086.0
2021-12-08,32.4841,32.7337,32.3078,32.3913,290408.0
2021-12-09,32.0294,32.2335,31.7975,31.9088,270361.0
2021-12-10,31.983,32.048,31.3428,31.9274,386174.0
2021-12-11,31.983,32.048,31.3428,31.9274,386174.0
2021-12-12,31.983,32.048,31.3428,31.9274,386174.0
2021-12-13,31.7418,32.0294,31.1851,31.4078,380938.0
2021-12-14,31.4731,32.3691,31.2957,31.8838,493038.0
2021-12-15,32.0238,32.4158,31.1837,31.3424,1106720.0
2021-12-16,31.8091,32.6118,31.6131,32.0238,662951.0
2021-12-17,31.8558,32.3131,30.5584,31.3797,3560073.0
2021-12-18,31.8558,32.3131,30.5584,31.3797,3560073.0
2021-12-19,31.8558,32.3131,30.5584,31.3797,3560073.0
2021-12-20,30.8664,31.5547,30.3717,30.9877,1170936.0
2021-12-21,31.2771,31.8371,31.0344,31.4077,626983.0
2021-12-22,31.0531,31.6131,31.0531,31.6131,334922.0
2021-12-23,31.7904,32.2664,31.7904,32.0798,202866.0
2021-12-24,31.7904,32.2664,31.7904,32.0798,202866.0
2021-12-25,31.7904,32.2664,31.7904,32.0798,202866.0
2021-12-26,31.7904,32.2664,31.7904,32.0798,202866.0
2021-12-27,32.1264,32.6118,31.9118,32.4624,274667.0
2021-12-28,32.4624,33.6096,32.4624,33.3678,769717.0
2021-12-29,33.3678,34.0258,32.9851,33.8625,1164286.0
2021-12-30,33.7692,34.4505,33.1111,33.1531,1437211.0
2021-12-31,32.9945,33.8718,32.9945,33.5451,4989165.0
2022-01-01,32.9945,33.8718,32.9945,33.5451,4989165.0
2022-01-02,32.9945,33.8718,32.9945,33.5451,4989165.0
2022-01-03,33.6478,34.3665,33.3771,33.7505,1281395.0
2022-01-04,33.5872,35.3269,33.5872,34.6839,856060.0
2022-01-05,34.7025,35.2345,33.6105,34.2638,926849.0
2022-01-06,34.6745,35.6826,34.5158,35.5799,820054.0
2022-01-07,35.5986,35.9299,35.1412,35.8506,604995.0
2022-01-08,35.5986,35.9299,35.1412,35.8506,604995.0
2022-01-09,35.5986,35.9299,35.1412,35.8506,604995.0
2022-01-10,36.0782,36.0792,35.4679,35.9812,726921.0
2022-01-11,35.7012,36.0372,35.3559,35.7759,555932.0
2022-01-12,35.8599,36.0277,35.3279,35.7386,1126556.0
2022-01-13,35.7759,36.5413,35.7759,36.1399,601548.0
2022-01-14,35.6826,36.5506,35.3932,36.4853,519179.0
2022-01-15,35.6826,36.5506,35.3932,36.4853,519179.0
2022-01-16,35.6826,36.5506,35.3932,36.4853,519179.0
2022-01-17,35.6826,36.5506,35.3932,36.4853,519179.0
2022-01-18,36.6906,36.6999,35.7759,35.9252,982995.0
2022-01-19,36.4012,36.5179,33.9512,34.2265,997119.0
2022-01-20,34.1145,34.6932,33.3398,33.4611,1055939.0
2022-01-21,33.0318,33.8018,32.6865,32.8078,1029778.0
2022-01-22,33.0318,33.8018,32.6865,32.8078,1029778.0
2022-01-23,33.0318,33.8018,32.6865,32.8078,1029778.0
2022-01-24,32.3971,33.4518,32.3038,33.3118,1294657.0
2022-01-25,33.1018,33.5638,32.5044,33.3771,1497150.0
2022-01-26,33.7785,34.3292,33.1905,33.6758,1007882.0
2022-01-27,34.0305,34.3945,32.567,32.7425,782614.0
2022-01-28,32.7985,33.085,31.7811,32.6678,809914.0
2022-01-29,32.7985,33.085,31.7811,32.6678,809914.0
2022-01-30,32.7985,33.085,31.7811,32.6678,809914.0
2022-01-31,32.4064,33.1065,32.0518,33.0318,825998.0
2022-02-01,32.9851,33.4695,32.3971,33.3678,732232.0
2022-02-02,32.9945,33.5358,32.7891,33.5171,814301.0
2022-02-03,33.4705,33.9278,33.1531,33.2091,681659.0
2022-02-04,33.4611,33.8905,32.9571,33.7038,569367.0
2022-02-05,33.4611,33.8905,32.9571,33.7038,569367.0
2022-02-06,33.4611,33.8905,32.9571,33.7038,569367.0
2022-02-07,33.7038,34.5812,33.5358,34.4505,798804.0
2022-02-08,34.7305,35.3745,34.6559,35.2625,722412.0
2022-02-09,34.9079,35.4772,34.4122,34.6279,624450.0
2022-02-10,34.5345,35.0852,34.0305,34.2452,803128.0
2022-02-11,33.9838,34.6652,33.6478,33.8158,630236.0
2022-02-12,33.9838,34.6652,33.6478,33.8158,630236.0
2022-02-13,33.9838,34.6652,33.6478,33.8158,630236.0
2022-02-14,34.0958,34.3572,33.4425,33.6852,900564.0
2022-02-15,34.0678,34.6745,34.0678,34.6185,510597.0
2022-02-16,34.4225,35.5332,34.4225,35.4119,1359692.0
2022-02-17,35.0759,35.3512,34.6003,34.9172,1299617.0
2022-02-18,34.8799,35.9906,34.228,35.3279,2133085.0
2022-02-19,34.8799,35.9906,34.228,35.3279,2133085.0
2022-02-20,34.8799,35.9906,34.228,35.3279,2133085.0
2022-02-21,34.8799,35.9906,34.228,35.3279,2133085.0
2022-02-22,35.1319,35.4399,33.8998,35.0012,1220057.0
2022-02-23,35.1879,35.4865,34.3012,34.4598,782697.0
2022-02-24,32.8358,34.0118,32.7518,33.8905,1055144.0
2022-02-25,33.6198,35.6826,33.6198,35.6172,814431.0
2022-02-26,33.6198,35.6826,33.6198,35.6172,814431.0
2022-02-27,33.6198,35.6826,33.6198,35.6172,814431.0
2022-02-28,34.7679,36.2332,34.5625,36.0839,767778.0
2022-03-01,35.7292,35.9719,33.9278,34.5158,993786.0
2022-03-02,34.6745,36.1399,34.5999,35.4679,926247.0
2022-03-03,35.7012,35.7759,35.1879,35.5706,546018.0
2022-03-04,34.8892,34.8925,34.0492,34.3198,461592.0
2022-03-05,34.8892,34.8925,34.0492,34.3198,461592.0
2022-03-06,34.8892,34.8925,34.0492,34.3198,461592.0
2022-03-07,33.9838,34.6745,32.9291,33.0131,606303.0
2022-03-08,33.2651,34.2078,33.0411,33.4051,737091.0
2022-03-09,34.2265,34.7305,33.8998,34.0772,569806.0
2022-03-10,33.6198,34.5812,33.6198,34.5625,600640.0
2022-03-11,34.8052,35.5986,34.5812,35.2905,648424.0
2022-03-12,34.8052,35.5986,34.5812,35.2905,648424.0
2022-03-13,34.8052,35.5986,34.5812,35.2905,648424.0
2022-03-14,35.6941,36.3981,35.3187,35.4783,507382.0
2022-03-15,35.6378,35.788,34.6054,35.0277,502910.0
2022-03-16,34.7462,36.0602,34.7462,35.8443,905643.0
2022-03-17,35.375,35.6294,34.962,35.3281,598414.0
2022-03-18,35.3656,35.3656,34.061,34.4552,2747015.0
2022-03-19,35.3656,35.3656,34.061,34.4552,2747015.0
2022-03-20,35.3656,35.3656,34.061,34.4552,2747015.0
2022-03-21,34.6241,35.0747,33.7794,34.183,798412.0
2022-03-22,34.5678,35.0747,34.3989,34.4927,518952.0
2022-03-23,34.0798,34.1642,32.8033,32.8596,494349.0
2022-03-24,33.0849,33.2632,32.625,32.9723,507390.0
2022-03-25,32.9629,33.9296,32.8127,33.8545,476157.0
2022-03-26,32.9629,33.9296,32.8127,33.8545,476157.0
2022-03-27,32.9629,33.9296,32.8127,33.8545,476157.0
2022-03-28,33.6011,33.9531,32.9629,33.5354,465072.0
2022-03-29,33.817,34.4364,33.7043,34.3613,711568.0
2022-03-30,34.0798,34.6711,33.0473,33.3852,564841.0
2022-03-31,33.3383,33.7513,32.625,32.6625,640246.0
2022-04-01,32.9816,33.2914,31.9961,32.0337,928412.0
2022-04-02,32.9816,33.2914,31.9961,32.0337,928412.0
2022-04-03,32.9816,33.2914,31.9961,32.0337,928412.0
2022-04-04,32.0055,32.0243,30.9919,31.7052,665408.0
2022-04-05,31.3861,31.921,31.0294,31.0951,654959.0
2022-04-06,30.4287,30.8135,30.1753,30.2973,1003051.0
2022-04-07,30.5319,30.5319,29.584,29.6872,714162.0
2022-04-08,29.7154,30.0439,29.2086,29.4432,770309.0
2022-04-09,29.7154,30.0439,29.2086,29.4432,770309.0
2022-04-10,29.7154,30.0439,29.2086,29.4432,770309.0
2022-04-11,29.3681,30.0439,29.3681,29.5277,525706.0
2022-04-12,29.584,29.9125,29.0772,29.34,672345.0
2022-04-13,29.2273,29.706,28.9364,29.6966,470426.0
2022-04-14,29.6309,29.9031,29.0537,29.1335,469638.0
2022-04-15,29.6309,29.9031,29.0537,29.1335,469638.0
2022-04-16,29.6309,29.9031,29.0537,29.1335,469638.0
2022-04-17,29.6309,29.9031,29.0537,29.1335,469638.0
2022-04-18,29.0678,29.4901,28.8894,29.3587,516915.0
2022-04-19,29.4526,30.2598,29.3869,30.1565,594602.0
2022-04-20,30.5695,30.9168,30.119,30.2222,690902.0
2022-04-21,30.485,30.7009,29.5746,29.7999,719377.0
2022-04-22,29.8186,30.5507,29.5371,29.7999,974986.0
2022-04-23,29.8186,30.5507,29.5371,29.7999,974986.0
2022-04-24,29.8186,30.5507,29.5371,29.7999,974986.0
2022-04-25,29.6403,29.9031,29.0115,29.7342,785256.0
2022-04-26,29.2367,29.9031,29.1147,29.1992,788913.0
2022-04-27,29.1335,29.5136,28.927,29.0678,486774.0
2022-04-28,29.34,29.7332,28.5703,29.0865,454663.0
2022-04-29,29.0678,29.1974,28.1573,28.2887,460868.0
2022-04-30,29.0678,29.1974,28.1573,28.2887,460868.0
2022-05-01,29.0678,29.1974,28.1573,28.2887,460868.0
2022-05-02,28.5515,29.4338,27.7866,28.5328,598789.0
2022-05-03,28.5703,28.9364,28.3263,28.6736,448949.0
2022-05-04,28.7674,29.8092,28.1292,29.7435,449245.0
2022-05-05,29.0772,29.4807,28.4577,28.8144,377648.0
2022-05-06,28.6829,28.7768,27.7631,28.2512,448489.0
2022-05-07,28.6829,28.7768,27.7631,28.2512,448489.0
2022-05-08,28.6829,28.7768,27.7631,28.2512,448489.0
2022-05-09,28.1386,28.636,27.6599,28.3826,431131.0
2022-05-10,28.636,29.3681,27.4628,28.0072,491037.0
2022-05-11,28.1198,28.6829,27.7068,27.7162,592126.0
2022-05-12,27.6505,28.1573,27.2751,28.0259,486691.0
2022-05-13,28.2324,28.5046,27.9602,27.9884,370819.0
2022-05-14,28.2324,28.5046,27.9602,27.9884,370819.0
2022-05-15,28.2324,28.5046,27.9602,27.9884,370819.0
2022-05-16,27.9133,28.1667,27.444,27.7256,349952.0
2022-05-17,28.2043,28.6266,28.1207,28.5422,360480.0
2022-05-18,28.101,28.2794,27.7538,28.0916,664729.0
2022-05-19,27.7444,28.223,27.6646,27.8476,594549.0
2022-05-20,28.101,28.27,27.322,28.0259,493487.0
2022-05-21,28.101,28.27,27.322,28.0259,493487.0
2022-05-22,28.101,28.27,27.322,28.0259,493487.0
2022-05-23,28.5046,28.9645,28.1996,28.6923,484623.0
2022-05-24,28.6829,28.6829,27.9039,28.4389,553397.0
2022-05-25,28.4765,29.1241,28.4108,28.7017,365281.0
