,EQH US Equity,EQH US Equity,EQH US Equity,EQH US Equity,EQH US Equity
2020-03-03,19.3321,20.0267,18.642,18.6554,8056041.0
2020-03-04,19.1184,19.2876,18.3882,19.2163,6038361.0
2020-03-05,18.4951,18.7177,17.8985,17.9341,5750879.0
2020-03-06,16.9741,17.4855,16.5255,16.8306,7093511.0
2020-03-07,16.9741,17.4855,16.5255,16.8306,7093511.0
2020-03-08,16.9741,17.4855,16.5255,16.8306,7093511.0
2020-03-09,15.4041,15.6104,13.7533,13.7982,5729573.0
2020-03-10,14.794,15.6912,14.2109,15.6912,7794013.0
2020-03-11,15.0363,15.0403,14.1077,14.1929,6678831.0
2020-03-12,13.0177,13.2509,12.0398,12.6857,6682886.0
2020-03-13,13.7803,14.5698,12.9369,14.489,6268475.0
2020-03-14,13.7803,14.5698,12.9369,14.489,6268475.0
2020-03-15,13.7803,14.5698,12.9369,14.489,6268475.0
2020-03-16,13.9059,13.9059,11.8514,11.8873,6959150.0
2020-03-17,12.1205,12.1593,11.1606,11.6361,6789063.0
2020-03-18,10.8197,10.8645,8.9895,10.3173,6884162.0
2020-03-19,10.0212,10.721,9.8148,10.1019,6132484.0
2020-03-20,10.3173,10.5505,9.3752,9.5367,7462642.0
2020-03-21,10.3173,10.5505,9.3752,9.5367,7462642.0
2020-03-22,10.3173,10.5505,9.3752,9.5367,7462642.0
2020-03-23,9.3483,9.6175,8.8728,9.3483,7703214.0
2020-03-24,10.1647,12.1026,9.9674,12.0398,5964952.0
2020-03-25,12.4884,14.5428,12.1116,13.6995,6375142.0
2020-03-26,13.6995,14.6954,13.4663,14.175,5542686.0
2020-03-27,13.2958,13.9148,12.7506,13.3407,4291813.0
2020-03-28,13.2958,13.9148,12.7506,13.3407,4291813.0
2020-03-29,13.2958,13.9148,12.7506,13.3407,4291813.0
2020-03-30,13.2061,14.0584,13.0311,13.87,3882385.0
2020-03-31,13.5739,13.9507,12.8921,12.9639,4451128.0
2020-04-01,12.5422,12.605,11.8245,11.986,3744728.0
2020-04-02,11.8245,12.3807,11.6002,12.0129,3785749.0
2020-04-03,11.9142,12.1474,11.2772,11.6809,3315152.0
2020-04-04,11.9142,12.1474,11.2772,11.6809,3315152.0
2020-04-05,11.9142,12.1474,11.2772,11.6809,3315152.0
2020-04-06,12.7306,13.224,12.5691,12.7934,3645500.0
2020-04-07,14.0584,14.1122,12.7754,12.901,4698756.0
2020-04-08,12.901,14.0404,12.8382,13.9597,2565686.0
2020-04-09,14.6056,15.6104,14.4573,14.9017,4218720.0
2020-04-10,14.6056,15.6104,14.4573,14.9017,4218720.0
2020-04-11,14.6056,15.6104,14.4573,14.9017,4218720.0
2020-04-12,14.6056,15.6104,14.4573,14.9017,4218720.0
2020-04-13,14.8568,14.8568,13.852,14.4262,5693551.0
2020-04-14,14.8389,15.0273,14.3814,14.5967,5764674.0
2020-04-15,13.7175,13.9597,13.3631,13.4932,3243904.0
2020-04-16,13.3586,13.5111,12.7037,12.9459,4948294.0
2020-04-17,13.9059,14.2423,13.7175,14.1301,6662679.0
2020-04-18,13.9059,14.2423,13.7175,14.1301,6662679.0
2020-04-19,13.9059,14.2423,13.7175,14.1301,6662679.0
2020-04-20,13.5739,14.1301,13.4663,13.7533,3422027.0
2020-04-21,13.0984,13.2779,12.6319,13.1253,3992123.0
2020-04-22,13.5919,13.8161,13.2599,13.7803,7796610.0
2020-04-23,14.0135,14.3365,13.7175,13.7533,2484420.0
2020-04-24,13.8789,14.3724,13.5829,14.3544,2770574.0
2020-04-25,13.8789,14.3724,13.5829,14.3544,2770574.0
2020-04-26,13.8789,14.3724,13.5829,14.3544,2770574.0
2020-04-27,14.5518,14.8568,14.4262,14.7312,3007910.0
2020-04-28,16.2026,16.7947,15.7899,16.1757,5105566.0
2020-04-29,17.0279,17.324,16.7588,17.01,3147703.0
2020-04-30,16.4807,17.001,16.2564,16.4358,4173950.0
2020-05-01,15.8617,16.0321,15.449,15.5566,3069020.0
2020-05-02,15.8617,16.0321,15.449,15.5566,3069020.0
2020-05-03,15.8617,16.0321,15.449,15.5566,3069020.0
2020-05-04,15.2247,15.3862,14.9196,15.2875,2720167.0
2020-05-05,15.5566,15.8796,14.9062,15.0004,3653804.0
2020-05-06,15.1798,15.2875,14.6236,14.7133,2132791.0
2020-05-07,15.0363,15.8886,14.9107,15.6643,4031244.0
2020-05-08,16.1577,16.3057,15.5773,16.0142,3077301.0
2020-05-09,16.1577,16.3057,15.5773,16.0142,3077301.0
2020-05-10,16.1577,16.3057,15.5773,16.0142,3077301.0
2020-05-11,15.7271,15.8213,15.2964,15.3862,2798865.0
2020-05-12,15.5028,15.763,14.7223,14.7312,3696919.0
2020-05-13,14.5428,14.7312,13.7354,13.8789,2086579.0
2020-05-14,13.4842,14.6684,13.036,14.6684,4314461.0
2020-05-15,14.4262,15.0632,14.2109,14.803,3536079.0
2020-05-16,14.4262,15.0632,14.2109,14.803,3536079.0
2020-05-17,14.4262,15.0632,14.2109,14.803,3536079.0
2020-05-18,15.6822,16.6601,15.6822,16.3102,3732334.0
2020-05-19,16.2026,16.2026,15.3772,15.4579,2376290.0
2020-05-20,16.0231,16.3461,15.7989,15.8796,2347145.0
2020-05-21,15.8437,16.3147,15.7002,16.1577,3063474.0
2020-05-22,16.1936,16.3013,15.6822,15.8796,1764510.0
2020-05-23,16.1936,16.3013,15.6822,15.8796,1764510.0
2020-05-24,16.1936,16.3013,15.6822,15.8796,1764510.0
2020-05-25,16.1936,16.3013,15.6822,15.8796,1764510.0
2020-05-26,16.6691,17.4676,16.5391,17.2792,3237917.0
2020-05-27,18.3288,18.8133,17.8264,18.0328,4426894.0
2020-05-28,18.4185,18.4903,17.5483,17.629,3711440.0
2020-05-29,17.2851,17.6019,17.0589,17.2942,4436287.0
2020-05-30,17.2851,17.6019,17.0589,17.2942,4436287.0
2020-05-31,17.2851,17.6019,17.0589,17.2942,4436287.0
2020-06-01,17.3394,17.9367,17.1946,17.5747,1995428.0
2020-06-02,17.6471,18.0544,17.629,17.8281,2431293.0
2020-06-03,18.3892,19.1585,18.1811,18.9775,2641238.0
2020-06-04,18.8417,19.7738,18.6155,19.7376,4159506.0
2020-06-05,21.5024,21.8915,19.896,20.0815,4457522.0
2020-06-06,21.5024,21.8915,19.896,20.0815,4457522.0
2020-06-07,21.5024,21.8915,19.896,20.0815,4457522.0
2020-06-08,20.5974,21.068,20.4616,20.8598,5504078.0
2020-06-09,19.991,20.4435,19.6925,20.0182,4008137.0
2020-06-10,19.8191,20.1901,19.249,19.5657,5703458.0
2020-06-11,18.1811,18.9232,17.5114,17.5295,4336827.0
2020-06-12,18.5793,18.6698,18.0815,18.6426,4055982.0
2020-06-13,18.5793,18.6698,18.0815,18.6426,4055982.0
2020-06-14,18.5793,18.6698,18.0815,18.6426,4055982.0
2020-06-15,17.7376,18.9729,17.5114,18.7784,4140777.0
2020-06-16,19.8553,19.8824,18.6607,19.0408,6046834.0
2020-06-17,19.077,19.1856,18.172,18.2535,4460737.0
2020-06-18,17.9458,18.4254,17.8281,18.1087,5270871.0
2020-06-19,18.5974,18.6064,17.4254,17.81,6373800.0
2020-06-20,18.5974,18.6064,17.4254,17.81,6373800.0
2020-06-21,18.5974,18.6064,17.4254,17.81,6373800.0
2020-06-22,17.7195,17.9594,17.3304,17.7105,2545446.0
2020-06-23,18.0996,18.344,17.6652,17.8281,3269556.0
2020-06-24,17.5114,17.5747,16.7014,17.0227,5389299.0
2020-06-25,16.8236,18.0046,16.8055,17.8824,6060309.0
2020-06-26,17.4752,17.5747,17.0498,17.1856,5892593.0
2020-06-27,17.4752,17.5747,17.0498,17.1856,5892593.0
2020-06-28,17.4752,17.5747,17.0498,17.1856,5892593.0
2020-06-29,17.3847,17.3847,16.9593,17.2037,2083853.0
2020-06-30,17.0408,17.5928,16.9548,17.4571,2145891.0
2020-07-01,17.4118,17.6924,16.9684,17.0679,2677021.0
2020-07-02,17.5657,17.8734,17.1584,17.2127,3149716.0
2020-07-03,17.5657,17.8734,17.1584,17.2127,3149716.0
2020-07-04,17.5657,17.8734,17.1584,17.2127,3149716.0
2020-07-05,17.5657,17.8734,17.1584,17.2127,3149716.0
2020-07-06,17.7738,18.1539,17.3756,17.5747,3429584.0
2020-07-07,17.3304,17.4209,17.0227,17.0951,2200926.0
2020-07-08,17.0227,17.6652,17.0227,17.3756,2435664.0
2020-07-09,17.2489,17.4028,16.344,16.4164,2682252.0
2020-07-10,16.3802,17.3937,16.3802,17.3847,3022390.0
2020-07-11,16.3802,17.3937,16.3802,17.3847,3022390.0
2020-07-12,16.3802,17.3937,16.3802,17.3847,3022390.0
2020-07-13,17.7286,18.0001,17.4842,17.6562,3476582.0
2020-07-14,17.6833,17.801,17.344,17.7557,2265516.0
2020-07-15,18.3259,18.706,17.8462,18.6245,2488662.0
2020-07-16,18.3892,18.9322,18.2971,18.525,2930552.0
2020-07-17,18.5069,18.6969,18.2399,18.3621,1722739.0
2020-07-18,18.5069,18.6969,18.2399,18.3621,1722739.0
2020-07-19,18.5069,18.6969,18.2399,18.3621,1722739.0
2020-07-20,18.1901,18.3349,17.9639,18.0815,2090272.0
2020-07-21,18.172,18.5069,18.1449,18.2444,2389656.0
2020-07-22,18.1449,18.6336,18.0815,18.4254,3397900.0
2020-07-23,18.2987,18.7603,18.2987,18.6336,2524065.0
2020-07-24,18.6969,18.7603,18.344,18.3711,1926393.0
2020-07-25,18.6969,18.7603,18.344,18.3711,1926393.0
2020-07-26,18.6969,18.7603,18.344,18.3711,1926393.0
2020-07-27,18.2263,18.439,17.8643,18.353,1637580.0
2020-07-28,18.2082,18.4707,18.0906,18.1358,1505516.0
2020-07-29,18.1268,18.7331,18.1268,18.7241,2693971.0
2020-07-30,18.1901,18.3756,17.9232,18.3259,1818389.0
2020-07-31,18.4345,18.5612,18.0906,18.5159,2397414.0
2020-08-01,18.4345,18.5612,18.0906,18.5159,2397414.0
2020-08-02,18.4345,18.5612,18.0906,18.5159,2397414.0
2020-08-03,18.5883,18.9594,18.4707,18.8417,1867582.0
2020-08-04,18.7422,18.9775,18.6517,18.7874,1947341.0
2020-08-05,19.1404,19.7648,18.5295,19.0499,3737043.0
2020-08-06,18.8055,18.9594,18.3575,18.6517,2906469.0
2020-08-07,18.534,19.448,18.3259,19.4118,1785159.0
2020-08-08,18.534,19.448,18.3259,19.4118,1785159.0
2020-08-09,18.534,19.448,18.3259,19.4118,1785159.0
2020-08-10,19.5304,19.9227,19.5122,19.6946,2001536.0
2020-08-11,20.3149,20.5703,19.8497,19.8679,2259519.0
2020-08-12,20.3058,20.3149,19.5031,19.649,2293278.0
2020-08-13,19.4118,19.8679,19.3115,19.8041,2021139.0
2020-08-14,19.5943,19.9683,19.576,19.8862,1810736.0
2020-08-15,19.5943,19.9683,19.576,19.8862,1810736.0
2020-08-16,19.5943,19.9683,19.576,19.8862,1810736.0
2020-08-17,19.8862,19.9227,19.4346,19.5578,2223353.0
2020-08-18,19.4848,19.7037,19.1108,19.1747,2685058.0
2020-08-19,19.1747,19.5943,19.0834,19.1382,2458766.0
2020-08-20,18.8371,19.2203,18.7189,19.0013,1901125.0
2020-08-21,18.9466,19.1291,18.8371,18.8371,1503568.0
2020-08-22,18.9466,19.1291,18.8371,18.8371,1503568.0
2020-08-23,18.9466,19.1291,18.8371,18.8371,1503568.0
2020-08-24,19.047,19.795,18.9557,19.6399,1770392.0
2020-08-25,19.8406,20.0048,19.4894,19.5669,2434182.0
2020-08-26,19.6125,19.6216,19.2385,19.3024,2491356.0
2020-08-27,19.3115,19.8634,19.248,19.5578,3689758.0
2020-08-28,19.8315,19.9957,19.3936,19.7129,2442477.0
2020-08-29,19.8315,19.9957,19.3936,19.7129,2442477.0
2020-08-30,19.8315,19.9957,19.3936,19.7129,2442477.0
2020-08-31,19.722,19.722,19.2659,19.3297,4009927.0
2020-09-01,19.2203,19.5897,19.0561,19.2476,2240425.0
2020-09-02,19.7037,19.7585,19.3297,19.6764,2900992.0
2020-09-03,19.8862,20.2055,19.2203,19.2568,2941608.0
2020-09-04,19.6946,19.6946,18.8098,19.1291,3229271.0
2020-09-05,19.6946,19.6946,18.8098,19.1291,3229271.0
2020-09-06,19.6946,19.6946,18.8098,19.1291,3229271.0
2020-09-07,19.6946,19.6946,18.8098,19.1291,3229271.0
2020-09-08,18.8189,18.8873,18.1347,18.1621,3302528.0
2020-09-09,18.3263,18.4631,18.153,18.2442,2255643.0
2020-09-10,18.3263,18.4312,17.5783,17.5874,3061680.0
2020-09-11,17.6422,17.9432,17.4415,17.8976,2436047.0
2020-09-12,17.6422,17.9432,17.4415,17.8976,2436047.0
2020-09-13,17.6422,17.9432,17.4415,17.8976,2436047.0
2020-09-14,18.0435,18.2807,17.8884,18.1074,2206152.0
2020-09-15,18.1347,18.1621,17.2408,17.332,2981979.0
2020-09-16,17.3867,17.633,17.2225,17.3959,4829850.0
2020-09-17,17.1404,17.5783,16.9306,17.4232,3227451.0
2020-09-18,17.4141,17.7562,17.2864,17.4141,5373796.0
2020-09-19,17.4141,17.7562,17.2864,17.4141,5373796.0
2020-09-20,17.4141,17.7562,17.2864,17.4141,5373796.0
2020-09-21,16.8759,17.0766,15.9363,16.0914,4528626.0
2020-09-22,16.064,16.47,16.0549,16.3742,3848154.0
2020-09-23,16.3742,16.8622,16.2373,16.2738,2612315.0
2020-09-24,16.3103,16.6843,15.8086,16.3559,2788357.0
2020-09-25,16.1826,16.5384,16.137,16.3468,1849522.0
2020-09-26,16.1826,16.5384,16.137,16.3468,1849522.0
2020-09-27,16.1826,16.5384,16.137,16.3468,1849522.0
2020-09-28,16.7573,17.1906,16.7254,16.9762,2692393.0
2020-09-29,16.958,17.0538,16.584,16.7299,1653172.0
2020-09-30,16.8485,16.9489,16.4244,16.6387,1895362.0
2020-10-01,16.7938,17.2134,16.6752,16.9762,2688197.0
2020-10-02,16.5475,17.1632,16.5475,17.1039,1734740.0
2020-10-03,16.5475,17.1632,16.5475,17.1039,1734740.0
2020-10-04,16.5475,17.1632,16.5475,17.1039,1734740.0
2020-10-05,17.4415,17.8063,17.3138,17.7243,2432340.0
2020-10-06,17.9705,18.4312,17.633,17.6513,3516420.0
2020-10-07,17.8611,18.4814,17.779,18.3993,3076110.0
2020-10-08,18.5909,19.2933,18.5179,19.2841,4672209.0
2020-10-09,19.5578,19.5578,18.9831,18.9831,2389996.0
2020-10-10,19.5578,19.5578,18.9831,18.9831,2389996.0
2020-10-11,19.5578,19.5578,18.9831,18.9831,2389996.0
2020-10-12,19.0926,19.5578,19.0105,19.4301,2261197.0
2020-10-13,19.275,19.3571,18.787,18.8007,2119569.0
2020-10-14,18.8736,19.0743,18.4996,18.5179,2118471.0
2020-10-15,18.2625,18.8782,18.1347,18.7733,2503026.0
2020-10-16,18.8371,18.8463,18.4095,18.4814,1849507.0
2020-10-17,18.8371,18.8463,18.4095,18.4814,1849507.0
2020-10-18,18.8371,18.8463,18.4095,18.4814,1849507.0
2020-10-19,18.5817,18.6593,18.0983,18.1439,2214834.0
2020-10-20,18.4175,18.7094,18.2077,18.2077,2249807.0
2020-10-21,18.1439,18.381,18.0526,18.08,3211588.0
2020-10-22,18.1347,18.6547,17.9432,18.5179,2728999.0
2020-10-23,18.7277,18.9922,18.6365,18.7824,2712278.0
2020-10-24,18.7277,18.9922,18.6365,18.7824,2712278.0
2020-10-25,18.7277,18.9922,18.6365,18.7824,2712278.0
2020-10-26,18.4814,18.5452,17.6513,17.9249,2302008.0
2020-10-27,17.8428,17.9888,16.8668,16.8759,3263607.0
2020-10-28,17.2864,18.7277,16.8212,18.3993,6745552.0
2020-10-29,18.2351,19.5031,18.1712,19.3571,5646377.0
2020-10-30,19.1473,19.6125,19.0287,19.6034,4774446.0
2020-10-31,19.1473,19.6125,19.0287,19.6034,4774446.0
2020-11-01,19.1473,19.6125,19.0287,19.6034,4774446.0
2020-11-02,20.023,20.584,19.9318,20.0139,4617152.0
2020-11-03,20.543,20.7574,20.2055,20.4518,4139518.0
2020-11-04,19.9774,21.0128,19.3845,20.2876,4046767.0
2020-11-05,19.7585,21.3913,19.7585,20.9626,3798832.0
2020-11-06,21.218,21.218,20.5156,20.616,2819336.0
2020-11-07,21.218,21.218,20.5156,20.616,2819336.0
2020-11-08,21.218,21.218,20.5156,20.616,2819336.0
2020-11-09,22.6867,23.1884,22.0481,22.0573,4673200.0
2020-11-10,22.0664,22.714,21.8474,22.5407,4076896.0
2020-11-11,22.6046,22.7688,22.2214,22.413,3458895.0
2020-11-12,22.0937,22.2853,21.9113,22.0481,4140620.0
2020-11-13,22.3309,22.5544,22.2579,22.4495,3040897.0
2020-11-14,22.3309,22.5544,22.2579,22.4495,3040897.0
2020-11-15,22.3309,22.5544,22.2579,22.4495,3040897.0
2020-11-16,22.9603,23.0972,22.3583,22.4313,4427323.0
2020-11-17,22.1667,22.4769,22.0436,22.2032,4027579.0
2020-11-18,22.4495,23.161,22.2123,22.4769,2954518.0
2020-11-19,22.185,22.8144,22.1393,22.5498,3906602.0
2020-11-20,22.458,22.8897,22.3937,22.7244,3020461.0
2020-11-21,22.458,22.8897,22.3937,22.7244,3020461.0
2020-11-22,22.458,22.8897,22.3937,22.7244,3020461.0
2020-11-23,23.0642,23.4133,22.9448,23.0183,3932584.0
2020-11-24,23.4684,24.5339,23.3627,24.3593,4832240.0
2020-11-25,24.0746,24.2905,23.8725,24.2307,2734851.0
2020-11-26,24.0746,24.2905,23.8725,24.2307,2734851.0
2020-11-27,24.1848,24.2491,23.8082,23.8817,1182203.0
2020-11-28,24.1848,24.2491,23.8082,23.8817,1182203.0
2020-11-29,24.1848,24.2491,23.8082,23.8817,1182203.0
2020-11-30,23.7347,24.1205,23.225,23.3122,4775780.0
2020-12-01,23.9552,24.3088,23.7439,24.2216,3606281.0
2020-12-02,24.1022,24.442,24.0287,24.4145,2740491.0
2020-12-03,24.4145,24.4328,24.1665,24.2859,2279890.0
2020-12-04,24.6257,24.9931,24.5568,24.9105,1885696.0
2020-12-05,24.6257,24.9931,24.5568,24.9105,1885696.0
2020-12-06,24.6257,24.9931,24.5568,24.9105,1885696.0
2020-12-07,24.6441,24.8002,24.1435,24.3318,1954261.0
2020-12-08,23.9827,24.5752,23.9827,24.442,2430835.0
2020-12-09,24.69,24.8553,24.1802,24.3318,3320932.0
2020-12-10,23.946,24.3869,23.8266,24.2767,1810699.0
2020-12-11,23.9276,24.0838,23.6291,23.8725,1659481.0
2020-12-12,23.9276,24.0838,23.6291,23.8725,1659481.0
2020-12-13,23.9276,24.0838,23.6291,23.8725,1659481.0
2020-12-14,24.2583,24.2583,23.1974,23.2112,2619543.0
2020-12-15,23.597,23.698,23.1147,23.6704,3874540.0
2020-12-16,23.8266,23.8266,23.2296,23.5878,2747062.0
2020-12-17,23.8358,23.8679,23.45,23.7623,4286252.0
2020-12-18,23.7256,23.8817,22.9356,23.1193,5373436.0
2020-12-19,23.7256,23.8817,22.9356,23.1193,5373436.0
2020-12-20,23.7256,23.8817,22.9356,23.1193,5373436.0
2020-12-21,22.9999,23.0826,22.5636,22.8254,3087988.0
2020-12-22,22.8621,23.0688,22.7427,22.8162,2157123.0
2020-12-23,23.0642,23.5327,23.0642,23.303,1342499.0
2020-12-24,23.3306,23.3673,22.9907,23.055,778213.0
2020-12-25,23.3306,23.3673,22.9907,23.055,778213.0
2020-12-26,23.3306,23.3673,22.9907,23.055,778213.0
2020-12-27,23.3306,23.3673,22.9907,23.055,778213.0
2020-12-28,23.1469,23.5878,23.0183,23.0275,994114.0
2020-12-29,23.1469,23.2847,22.807,22.8346,934806.0
2020-12-30,22.853,23.4776,22.807,23.1744,952794.0
2020-12-31,23.1469,23.5832,22.9999,23.5051,1169677.0
2021-01-01,23.1469,23.5832,22.9999,23.5051,1169677.0
2021-01-02,23.1469,23.5832,22.9999,23.5051,1169677.0
2021-01-03,23.1469,23.5832,22.9999,23.5051,1169677.0
2021-01-04,23.6521,23.6704,22.5912,22.706,3125080.0
2021-01-05,22.7152,23.2801,22.5958,23.0918,2033178.0
2021-01-06,23.698,25.1024,23.698,24.9105,5574009.0
2021-01-07,25.1768,25.2595,24.5506,24.6165,2368656.0
2021-01-08,24.7727,24.8094,24.2859,24.543,1838582.0
2021-01-09,24.7727,24.8094,24.2859,24.543,1838582.0
2021-01-10,24.7727,24.8094,24.2859,24.543,1838582.0
2021-01-11,24.2399,24.7911,24.194,24.6349,1775453.0
2021-01-12,24.9013,25.4937,24.8094,25.434,3355635.0
2021-01-13,25.2228,25.434,25.0161,25.186,2736024.0
2021-01-14,25.3881,25.8336,25.1676,25.6177,2493936.0
2021-01-15,25.333,25.4616,24.814,25.2595,4264749.0
2021-01-16,25.333,25.4616,24.814,25.2595,4264749.0
2021-01-17,25.333,25.4616,24.814,25.2595,4264749.0
2021-01-18,25.333,25.4616,24.814,25.2595,4264749.0
2021-01-19,25.3973,25.7601,25.2916,25.4524,4367590.0
2021-01-20,25.6545,25.7004,25.1676,25.2228,2889489.0
2021-01-21,25.1493,25.3559,25.0207,25.0299,3356888.0
2021-01-22,24.7543,24.9472,24.6165,24.7268,2616752.0
2021-01-23,24.7543,24.9472,24.6165,24.7268,2616752.0
2021-01-24,24.7543,24.9472,24.6165,24.7268,2616752.0
2021-01-25,24.4788,24.7773,24.2675,24.4879,2188056.0
2021-01-26,24.69,24.7635,23.8082,23.8266,3292149.0
2021-01-27,23.3673,23.551,22.6417,22.7244,3982205.0
2021-01-28,22.9999,23.6796,22.9861,23.4133,3860936.0
2021-01-29,23.2204,23.4179,22.559,22.7611,5504694.0
2021-01-30,23.2204,23.4179,22.559,22.7611,5504694.0
2021-01-31,23.2204,23.4179,22.559,22.7611,5504694.0
2021-02-01,22.9816,23.1101,22.6601,23.0091,2704202.0
2021-02-02,23.3673,23.597,23.1928,23.2663,4008278.0
2021-02-03,23.4316,23.6842,23.2709,23.6061,3842471.0
2021-02-04,23.7072,24.1649,23.597,24.1113,3535036.0
2021-02-05,24.341,24.6211,24.194,24.5706,3179735.0
2021-02-06,24.341,24.6211,24.194,24.5706,3179735.0
2021-02-07,24.341,24.6211,24.194,24.5706,3179735.0
2021-02-08,24.6441,25.1309,24.6073,24.9656,2864115.0
2021-02-09,24.9472,25.4111,24.8462,25.333,2155399.0
2021-02-10,25.4524,25.581,25.2274,25.4156,2368711.0
2021-02-11,25.4891,25.5351,24.8737,25.2871,2658250.0
2021-02-12,25.4156,25.6269,24.9288,25.1217,2119159.0
2021-02-13,25.4156,25.6269,24.9288,25.1217,2119159.0
2021-02-14,25.4156,25.6269,24.9288,25.1217,2119159.0
2021-02-15,25.4156,25.6269,24.9288,25.1217,2119159.0
2021-02-16,25.434,25.9392,25.3973,25.7096,3899901.0
2021-02-17,25.6545,26.0081,25.3697,25.5994,2830941.0
2021-02-18,25.7371,25.9025,25.3238,25.581,3444083.0
2021-02-19,25.7647,26.4444,25.682,26.3525,3188371.0
2021-02-20,25.7647,26.4444,25.682,26.3525,3188371.0
2021-02-21,25.7647,26.4444,25.682,26.3525,3188371.0
2021-02-22,26.2515,27.2711,26.1137,26.9588,4859804.0
2021-02-23,27.1517,27.2343,26.4077,26.6832,3196744.0
2021-02-24,26.7383,28.2799,26.7383,28.2263,4697639.0
2021-02-25,28.4652,28.8096,27.3262,27.3997,8629125.0
2021-02-26,27.2894,27.8222,26.8669,27.1609,4191113.0
2021-02-27,27.2894,27.8222,26.8669,27.1609,4191113.0
2021-02-28,27.2894,27.8222,26.8669,27.1609,4191113.0
2021-03-01,27.5926,27.9921,27.5834,27.7946,3002546.0
2021-03-02,27.8314,28.0335,27.6755,27.8497,2464389.0
2021-03-03,27.9144,28.718,27.8775,28.1176,3648194.0
2021-03-04,27.9421,28.3384,27.1108,27.6742,4054041.0
2021-03-05,28.0992,28.4963,27.3509,28.3393,3764018.0
2021-03-06,28.0992,28.4963,27.3509,28.3393,3764018.0
2021-03-07,28.0992,28.4963,27.3509,28.3393,3764018.0
2021-03-08,28.7457,29.6787,28.7088,29.1337,4708755.0
2021-03-09,28.7735,29.5032,28.5241,28.7827,3834555.0
2021-03-10,29.0044,29.5586,28.9074,29.4847,4131164.0
2021-03-11,29.5586,29.8172,29.2954,29.3739,4885499.0
2021-03-12,29.7433,29.8727,29.4062,29.808,3827695.0
2021-03-13,29.7433,29.8727,29.4062,29.808,3827695.0
2021-03-14,29.7433,29.8727,29.4062,29.808,3827695.0
2021-03-15,29.808,30.2514,29.7064,30.0851,4206580.0
2021-03-16,29.8911,29.9189,29.1522,29.3554,4364987.0
2021-03-17,29.5678,30.1498,29.3831,30.1128,3468578.0
2021-03-18,30.2976,31.1197,29.9373,30.0389,6558817.0
2021-03-19,30.0574,30.5377,29.614,30.1313,5667844.0
2021-03-20,30.0574,30.5377,29.614,30.1313,5667844.0
2021-03-21,30.0574,30.5377,29.614,30.1313,5667844.0
2021-03-22,29.808,30.0436,29.3646,29.9189,4670172.0
2021-03-23,29.6879,29.9835,28.4779,28.598,3600224.0
2021-03-24,28.9767,29.4478,28.3486,28.3855,2679710.0
2021-03-25,28.3855,29.1937,28.0022,29.1337,2515377.0
2021-03-26,29.4016,29.7526,28.8474,29.4201,2041422.0
2021-03-27,29.4016,29.7526,28.8474,29.4201,2041422.0
2021-03-28,29.4016,29.7526,28.8474,29.4201,2041422.0
2021-03-29,28.9767,29.4755,28.6626,29.1891,2596614.0
2021-03-30,29.4201,30.1775,29.3024,29.9373,2333696.0
2021-03-31,29.9281,30.4084,29.8357,30.1313,7187852.0
2021-04-01,30.1313,30.6209,29.9927,30.4916,1928071.0
2021-04-02,30.1313,30.6209,29.9927,30.4916,1928071.0
2021-04-03,30.1313,30.6209,29.9927,30.4916,1928071.0
2021-04-04,30.1313,30.6209,29.9927,30.4916,1928071.0
2021-04-05,30.8703,31.092,30.5424,30.8148,1606005.0
2021-04-06,30.7317,31.1289,30.6209,30.6393,1776211.0
2021-04-07,30.6024,30.9165,30.5608,30.7964,1500866.0
2021-04-08,30.6763,30.9303,30.3253,30.7594,2054282.0
2021-04-09,31.0088,31.1213,30.5146,30.7132,2755722.0
2021-04-10,31.0088,31.1213,30.5146,30.7132,2755722.0
2021-04-11,31.0088,31.1213,30.5146,30.7132,2755722.0
2021-04-12,30.7964,31.1012,30.7132,31.0088,2064227.0
2021-04-13,30.8795,30.995,30.353,30.7687,3307709.0
2021-04-14,30.704,31.443,30.704,31.1843,2988856.0
2021-04-15,31.2952,31.443,30.8333,30.9904,2460742.0
2021-04-16,31.2952,31.6092,31.1104,31.1289,2088868.0
2021-04-17,31.2952,31.6092,31.1104,31.1289,2088868.0
2021-04-18,31.2952,31.6092,31.1104,31.1289,2088868.0
2021-04-19,31.1751,31.5076,30.9442,31.055,2935833.0
2021-04-20,30.741,30.9996,29.8311,30.1498,2771460.0
2021-04-21,30.1036,30.9072,30.0112,30.8887,1540390.0
2021-04-22,30.7502,31.0781,30.3022,30.5932,2153406.0
2021-04-23,30.5932,31.3691,30.5562,31.3321,2352057.0
2021-04-24,30.5932,31.3691,30.5562,31.3321,2352057.0
2021-04-25,30.5932,31.3691,30.5562,31.3321,2352057.0
2021-04-26,31.5169,31.9233,31.4522,31.5538,1879992.0
2021-04-27,31.6092,31.8863,31.4568,31.8032,1806142.0
2021-04-28,32.0064,32.2558,31.8032,31.8586,2449258.0
2021-04-29,32.2651,32.496,31.951,32.1265,1730503.0
2021-04-30,32.0157,32.108,31.5815,31.6185,3474919.0
2021-05-01,32.0157,32.108,31.5815,31.6185,3474919.0
2021-05-02,32.0157,32.108,31.5815,31.6185,3474919.0
2021-05-03,31.9602,32.3066,31.6277,31.9325,3475228.0
2021-05-04,31.757,31.9602,31.1659,31.9141,2775977.0
