,PFSI US Equity,PFSI US Equity,PFSI US Equity,PFSI US Equity,PFSI US Equity
2020-03-14,30.2564,30.7302,25.8596,27.6032,1543670.0
2020-03-15,30.2564,30.7302,25.8596,27.6032,1543670.0
2020-03-16,25.5848,25.9497,20.3542,20.6195,1932482.0
2020-03-17,23.8508,25.7459,21.4534,23.178,2997155.0
2020-03-18,21.1122,21.7566,12.4465,16.5638,2839177.0
2020-03-19,16.3648,17.3456,14.4412,16.0142,2320054.0
2020-03-20,16.4975,18.3263,16.0663,16.9902,1544788.0
2020-03-21,16.4975,18.3263,16.0663,16.9902,1544788.0
2020-03-22,16.4975,18.3263,16.0663,16.9902,1544788.0
2020-03-23,17.464,18.9233,15.6352,18.2221,1274230.0
2020-03-24,18.6959,19.9088,18.061,18.9517,895451.0
2020-03-25,18.9802,22.003,18.3168,20.9701,972409.0
2020-03-26,21.2638,24.95,21.2638,24.4383,1237015.0
2020-03-27,23.6328,24.3151,22.4578,22.7516,889709.0
2020-03-28,23.6328,24.3151,22.4578,22.7516,889709.0
2020-03-29,23.6328,24.3151,22.4578,22.7516,889709.0
2020-03-30,22.9032,23.0453,19.9846,21.0175,749282.0
2020-03-31,20.8564,22.2869,20.5626,20.9511,726950.0
2020-04-01,19.9088,20.3921,16.8007,17.5303,808536.0
2020-04-02,17.4545,18.042,16.8197,16.9713,730001.0
2020-04-03,15.7205,16.7344,13.8063,16.3459,2390754.0
2020-04-04,15.7205,16.7344,13.8063,16.3459,2390754.0
2020-04-05,15.7205,16.7344,13.8063,16.3459,2390754.0
2020-04-06,17.265,19.4824,17.265,18.9138,1084388.0
2020-04-07,19.9846,21.5433,19.1318,19.2929,1535739.0
2020-04-08,20.0225,23.6139,20.0225,22.7895,1140369.0
2020-04-09,23.9266,25.9733,22.96,23.7939,1711924.0
2020-04-10,23.9266,25.9733,22.96,23.7939,1711924.0
2020-04-11,23.9266,25.9733,22.96,23.7939,1711924.0
2020-04-12,23.9266,25.9733,22.96,23.7939,1711924.0
2020-04-13,25.31,25.329,23.8318,25.2153,1021412.0
2020-04-14,26.0776,26.3287,24.3245,24.6846,1072557.0
2020-04-15,23.0643,24.6846,22.2304,24.5899,1251651.0
2020-04-16,24.2961,25.31,23.6991,24.6467,903033.0
2020-04-17,25.6985,26.1818,25.0731,26.0965,952683.0
2020-04-18,25.6985,26.1818,25.0731,26.0965,952683.0
2020-04-19,25.6985,26.1818,25.0731,26.0965,952683.0
2020-04-20,25.8881,25.9923,24.5425,25.0731,852231.0
2020-04-21,24.1824,26.324,24.0118,26.2292,561556.0
2020-04-22,26.8736,27.1389,25.4616,26.0776,546631.0
2020-04-23,26.1155,26.9494,25.727,25.8975,328540.0
2020-04-24,25.8975,26.2387,24.6372,25.6227,613211.0
2020-04-25,25.8975,26.2387,24.6372,25.6227,613211.0
2020-04-26,25.8975,26.2387,24.6372,25.6227,613211.0
2020-04-27,26.0586,27.4705,25.6796,27.2431,406711.0
2020-04-28,27.48,28.0865,26.9636,27.3568,688939.0
2020-04-29,28.1338,30.1522,28.0603,29.8205,494908.0
2020-04-30,28.9867,29.4415,28.1528,28.5887,558981.0
2020-05-01,28.0107,28.2665,26.0776,26.8546,682666.0
2020-05-02,28.0107,28.2665,26.0776,26.8546,682666.0
2020-05-03,28.0107,28.2665,26.0776,26.8546,682666.0
2020-05-04,26.1344,26.8404,25.3385,26.7409,374369.0
2020-05-05,27.281,28.6361,27.1484,27.3758,547803.0
2020-05-06,27.5369,27.8022,26.324,26.4945,368034.0
2020-05-07,26.9967,27.6885,26.6414,27.2431,601639.0
2020-05-08,28.674,30.3038,28.3025,28.6455,1077815.0
2020-05-09,28.674,30.3038,28.3025,28.6455,1077815.0
2020-05-10,28.674,30.3038,28.3025,28.6455,1077815.0
2020-05-11,28.6171,29.1667,27.5037,27.7453,830468.0
2020-05-12,27.8211,28.3802,26.7077,27.0062,989926.0
2020-05-13,26.9588,27.0741,25.6246,26.1723,727971.0
2020-05-14,25.6038,27.3189,25.0068,27.2715,550775.0
2020-05-15,27.1669,27.6474,26.7006,27.4523,544107.0
2020-05-16,27.1669,27.6474,26.7006,27.4523,544107.0
2020-05-17,27.1669,27.6474,26.7006,27.4523,544107.0
2020-05-18,28.6037,28.9653,27.4809,27.6141,817425.0
2020-05-19,27.4523,29.3364,27.1383,28.3087,597149.0
2020-05-20,29.4316,30.7067,29.2793,30.2499,785633.0
2020-05-21,30.6971,31.3728,30.1452,30.6496,692896.0
2020-05-22,30.4783,30.7733,29.6314,30.7542,656693.0
2020-05-23,30.4783,30.7733,29.6314,30.7542,656693.0
2020-05-24,30.4783,30.7733,29.6314,30.7542,656693.0
2020-05-25,30.4783,30.7733,29.6314,30.7542,656693.0
2020-05-26,32.134,32.5622,31.0207,31.3157,919387.0
2020-05-27,32.0293,33.2568,30.8684,33.1141,965483.0
2020-05-28,33.1807,33.2949,31.6868,31.8105,618970.0
2020-05-29,31.1634,32.0674,30.7828,31.9532,733599.0
2020-05-30,31.1634,32.0674,30.7828,31.9532,733599.0
2020-05-31,31.1634,32.0674,30.7828,31.9532,733599.0
2020-06-01,32.0674,33.2472,31.544,32.5622,710135.0
2020-06-02,32.7715,33.8563,32.7715,33.333,545782.0
2020-06-03,33.9705,34.7127,33.49,33.5518,573633.0
2020-06-04,33.1331,34.0276,32.4196,33.9895,598575.0
2020-06-05,34.8935,36.0925,33.333,33.5328,777166.0
2020-06-06,34.8935,36.0925,33.333,33.5328,777166.0
2020-06-07,34.8935,36.0925,33.333,33.5328,777166.0
2020-06-08,33.961,35.1124,33.961,34.3797,1000840.0
2020-06-09,33.5137,34.2845,33.371,33.7612,592648.0
2020-06-10,33.8658,34.7032,33.1426,33.7136,513460.0
2020-06-11,35.3502,36.2733,33.3615,35.8736,1429049.0
2020-06-12,37.1106,37.3675,35.2265,36.0829,1138537.0
2020-06-13,37.1106,37.3675,35.2265,36.0829,1138537.0
2020-06-14,37.1106,37.3675,35.2265,36.0829,1138537.0
2020-06-15,36.2257,39.7084,35.3312,39.4134,1682460.0
2020-06-16,40.4411,40.7836,38.6807,40.1461,1211612.0
2020-06-17,40.4411,40.6813,39.0423,39.9177,770521.0
2020-06-18,39.4324,40.8693,39.166,39.9082,717872.0
2020-06-19,40.2603,41.0501,39.147,39.7084,1352331.0
2020-06-20,40.2603,41.0501,39.147,39.7084,1352331.0
2020-06-21,40.2603,41.0501,39.147,39.7084,1352331.0
2020-06-22,39.499,39.8416,37.9194,39.204,972237.0
2020-06-23,39.7274,40.4744,39.2802,39.6989,1241655.0
2020-06-24,39.3182,40.0129,37.9861,39.8035,1021299.0
2020-06-25,39.3373,40.9263,39.0518,40.6694,1128895.0
2020-06-26,40.2317,40.8502,39.3468,40.2032,3939829.0
2020-06-27,40.2317,40.8502,39.3468,40.2032,3939829.0
2020-06-28,40.2317,40.8502,39.3468,40.2032,3939829.0
2020-06-29,40.7075,40.7741,38.1859,38.89,850187.0
2020-06-30,38.2335,39.8892,38.0622,39.7655,845082.0
2020-07-01,39.7179,39.9463,39.0518,39.6893,802335.0
2020-07-02,40.403,40.6504,38.4428,38.557,490859.0
2020-07-03,40.403,40.6504,38.4428,38.557,490859.0
2020-07-04,40.403,40.6504,38.4428,38.557,490859.0
2020-07-05,40.403,40.6504,38.4428,38.557,490859.0
2020-07-06,39.48,40.1461,38.6712,39.0803,565417.0
2020-07-07,39.0518,39.2495,37.742,37.929,738644.0
2020-07-08,37.8624,38.8377,37.5293,38.3191,407992.0
2020-07-09,38.3572,38.6807,37.4532,38.2906,604901.0
2020-07-10,38.1859,39.166,37.7386,39.1374,437905.0
2020-07-11,38.1859,39.166,37.7386,39.1374,437905.0
2020-07-12,38.1859,39.166,37.7386,39.1374,437905.0
2020-07-13,39.499,39.813,38.3001,38.4143,526085.0
2020-07-14,37.634,38.538,37.5959,38.4809,467955.0
2020-07-15,39.5181,40.6885,39.2992,40.403,526060.0
2020-07-16,40.0795,41.2213,39.6418,40.6694,559914.0
2020-07-17,40.6694,41.9445,40.5362,41.6591,451694.0
2020-07-18,40.6694,41.9445,40.5362,41.6591,451694.0
2020-07-19,40.6694,41.9445,40.5362,41.6591,451694.0
2020-07-20,41.8303,42.4251,41.5772,41.7828,544262.0
2020-07-21,42.3632,42.4298,41.2404,41.8494,534908.0
2020-07-22,41.9826,42.877,41.8779,42.4108,473637.0
2020-07-23,42.1539,43.0007,41.6299,42.23,604475.0
2020-07-24,42.0968,42.1161,41.0976,41.4116,517142.0
2020-07-25,42.0968,42.1161,41.0976,41.4116,517142.0
2020-07-26,42.0968,42.1161,41.0976,41.4116,517142.0
2020-07-27,41.4783,42.858,41.012,42.8295,599994.0
2020-07-28,42.6296,44.265,42.6296,43.6668,533341.0
2020-07-29,44.0094,44.8563,43.5907,44.8277,452333.0
2020-07-30,44.0094,46.6547,43.781,46.4454,750569.0
2020-07-31,46.2741,46.4359,44.7373,45.922,780235.0
2020-08-01,46.2741,46.4359,44.7373,45.922,780235.0
2020-08-02,46.2741,46.4359,44.7373,45.922,780235.0
2020-08-03,45.7888,46.6071,45.4177,46.3978,834051.0
2020-08-04,46.3026,46.8355,45.6461,46.7784,501393.0
2020-08-05,47.2827,47.9774,46.531,47.5587,765750.0
2020-08-06,47.5397,48.7957,47.3208,48.044,956746.0
2020-08-07,53.2775,53.2775,47.8109,49.0336,1418050.0
2020-08-08,53.2775,53.2775,47.8109,49.0336,1418050.0
2020-08-09,53.2775,53.2775,47.8109,49.0336,1418050.0
2020-08-10,49.557,51.3649,48.9004,49.4428,1174547.0
2020-08-11,49.7378,50.8225,49.4428,49.7568,942852.0
2020-08-12,50.5085,51.0319,49.7568,50.4324,1001436.0
2020-08-13,49.3571,49.9376,44.3044,45.9696,2072390.0
2020-08-14,46.3991,48.0791,46.2941,47.2487,1005794.0
2020-08-15,46.3991,48.0791,46.2941,47.2487,1005794.0
2020-08-16,46.3991,48.0791,46.2941,47.2487,1005794.0
2020-08-17,47.4873,47.6496,46.0555,47.3059,488624.0
2020-08-18,47.0673,47.0864,45.521,46.2082,735530.0
2020-08-19,46.4087,46.905,45.8264,46.2655,744613.0
2020-08-20,45.6832,46.3896,45.0151,46.0364,491641.0
2020-08-21,45.626,46.9337,45.626,46.5709,829504.0
2020-08-22,45.626,46.9337,45.626,46.5709,829504.0
2020-08-23,45.626,46.9337,45.626,46.5709,829504.0
2020-08-24,47.0673,49.0527,47.0482,48.8141,810549.0
2020-08-25,48.9763,49.297,46.59,47.9455,531184.0
2020-08-26,47.7259,48.5707,47.43,48.4323,456943.0
2020-08-27,48.9,49.7877,48.4513,48.4895,693511.0
2020-08-28,49.2913,50.6658,49.2197,50.6086,591026.0
2020-08-29,49.2913,50.6658,49.2197,50.6086,591026.0
2020-08-30,49.2913,50.6658,49.2197,50.6086,591026.0
2020-08-31,51.4485,51.5344,50.3222,50.3222,557500.0
2020-09-01,50.3986,51.5535,49.5061,51.4008,470600.0
2020-09-02,51.7922,51.9258,49.864,51.1335,436933.0
2020-09-03,50.5895,50.8281,47.4901,48.6613,713877.0
2020-09-04,48.7472,49.3868,45.5878,48.2509,745590.0
2020-09-05,48.7472,49.3868,45.5878,48.2509,745590.0
2020-09-06,48.7472,49.3868,45.5878,48.2509,745590.0
2020-09-07,48.7472,49.3868,45.5878,48.2509,745590.0
2020-09-08,47.6877,50.0454,47.0577,48.3177,578831.0
2020-09-09,48.8236,51.0858,48.6232,50.5704,682999.0
2020-09-10,51.2958,52.4587,50.4367,50.5417,657556.0
2020-09-11,50.4749,51.6871,49.3486,51.3626,625586.0
2020-09-12,50.4749,51.6871,49.3486,51.3626,625586.0
2020-09-13,50.4749,51.6871,49.3486,51.3626,625586.0
2020-09-14,51.9258,55.2571,51.9258,55.0566,830007.0
2020-09-15,55.868,57.7484,54.2262,54.9993,794049.0
2020-09-16,55.4575,56.6029,54.6175,55.4098,651455.0
2020-09-17,54.4362,55.7534,54.0639,54.9898,542321.0
2020-09-18,55.4193,57.5336,55.1234,56.3548,1552612.0
2020-09-19,55.4193,57.5336,55.1234,56.3548,1552612.0
2020-09-20,55.4193,57.5336,55.1234,56.3548,1552612.0
2020-09-21,55.028,56.1448,53.5867,54.5698,740295.0
2020-09-22,54.6557,55.1998,53.1571,53.4339,613514.0
2020-09-23,54.7225,57.0134,53.558,53.7012,650070.0
2020-09-24,53.3671,53.9685,51.5535,52.8326,590165.0
2020-09-25,52.8517,53.8539,52.5176,53.2812,335699.0
2020-09-26,52.8517,53.8539,52.5176,53.2812,335699.0
2020-09-27,52.8517,53.8539,52.5176,53.2812,335699.0
2020-09-28,54.4266,56.3929,53.9303,55.8393,617473.0
2020-09-29,55.5721,56.0493,55.1148,55.6961,271401.0
2020-09-30,55.6961,56.6793,55.2952,55.4766,709532.0
2020-10-01,56.1829,56.6507,54.2262,56.0589,615639.0
2020-10-02,54.4171,57.6529,54.4075,57.2329,534385.0
2020-10-03,54.4171,57.6529,54.4075,57.2329,534385.0
2020-10-04,54.4171,57.6529,54.4075,57.2329,534385.0
2020-10-05,57.8534,59.2088,57.042,57.6529,586552.0
2020-10-06,58.3211,59.2565,56.3357,56.4311,636921.0
2020-10-07,57.2329,58.0347,55.6866,57.3093,723871.0
2020-10-08,57.7388,58.8556,56.5457,58.407,405672.0
2020-10-09,59.5428,62.9791,59.3424,62.3205,1186561.0
2020-10-10,59.5428,62.9791,59.3424,62.3205,1186561.0
2020-10-11,59.5428,62.9791,59.3424,62.3205,1186561.0
2020-10-12,62.5878,63.1032,61.1178,62.9982,553040.0
2020-10-13,63.1414,64.1054,62.101,63.5518,514959.0
2020-10-14,64.0959,64.6877,62.7054,63.1605,499373.0
2020-10-15,62.0723,64.0482,61.1273,63.7618,374037.0
2020-10-16,63.7618,64.0864,62.3014,62.9791,397950.0
2020-10-17,63.7618,64.0864,62.3014,62.9791,397950.0
2020-10-18,63.7618,64.0864,62.3014,62.9791,397950.0
2020-10-19,63.4946,64.0577,59.9199,60.7742,741668.0
2020-10-20,60.9746,61.5426,58.9606,59.161,854739.0
2020-10-21,59.6097,59.7624,55.7439,55.9539,931142.0
2020-10-22,55.6675,56.0857,53.2621,54.3789,1427437.0
2020-10-23,54.3789,56.1448,53.9685,55.6198,727895.0
2020-10-24,54.3789,56.1448,53.9685,55.6198,727895.0
2020-10-25,54.3789,56.1448,53.9685,55.6198,727895.0
2020-10-26,55.028,55.2475,51.6108,52.2408,900391.0
2020-10-27,52.174,52.9334,50.0979,50.9713,909449.0
2020-10-28,49.6922,51.0858,49.0813,49.2054,826814.0
2020-10-29,49.1577,49.9308,47.745,49.005,804434.0
2020-10-30,48.6709,49.1672,47.4084,48.5086,566708.0
2020-10-31,48.6709,49.1672,47.4084,48.5086,566708.0
2020-11-01,48.6709,49.1672,47.4084,48.5086,566708.0
2020-11-02,48.7186,49.7495,48.1459,48.8141,612064.0
2020-11-03,49.9022,50.8376,49.3581,50.1313,602715.0
2020-11-04,50.1122,53.7394,50.1122,52.9758,1043258.0
2020-11-05,54.0925,56.2688,53.5103,54.1785,951845.0
2020-11-06,55.1998,56.0779,51.7063,52.3649,1341172.0
2020-11-07,55.1998,56.0779,51.7063,52.3649,1341172.0
2020-11-08,55.1998,56.0779,51.7063,52.3649,1341172.0
2020-11-09,53.9303,54.4075,47.7641,49.2531,2522916.0
2020-11-10,50.1981,53.8635,49.9022,52.6894,1193389.0
2020-11-11,52.8994,54.188,52.0976,53.6821,931253.0
2020-11-12,53.3003,54.7416,52.5558,54.0925,822229.0
2020-11-13,54.6189,54.6859,52.9728,53.5757,587914.0
2020-11-14,54.6189,54.6859,52.9728,53.5757,587914.0
2020-11-15,54.6189,54.6859,52.9728,53.5757,587914.0
2020-11-16,54.0734,55.5589,53.8533,54.5041,757695.0
2020-11-17,54.2361,54.9222,52.5708,53.7289,449790.0
2020-11-18,53.6715,55.0879,53.3939,53.5375,707481.0
2020-11-19,53.7289,54.7041,53.2121,54.5806,770791.0
2020-11-20,54.2457,54.6189,52.8675,53.7097,786081.0
2020-11-21,54.2457,54.6189,52.8675,53.7097,786081.0
2020-11-22,54.2457,54.6189,52.8675,53.7097,786081.0
2020-11-23,54.0734,56.1215,54.0734,54.6764,731514.0
2020-11-24,54.8199,55.6143,54.2265,54.7051,868525.0
2020-11-25,54.8965,56.1789,53.4226,54.6285,1006149.0
2020-11-26,54.8965,56.1789,53.4226,54.6285,1006149.0
2020-11-27,54.5328,55.2984,53.7672,54.9922,341517.0
2020-11-28,54.5328,55.2984,53.7672,54.9922,341517.0
2020-11-29,54.5328,55.2984,53.7672,54.9922,341517.0
2020-11-30,55.241,56.7436,54.5328,55.1645,1123762.0
2020-12-01,56.0067,57.5474,55.3463,56.4469,797677.0
2020-12-02,56.667,58.0835,55.7961,57.892,700434.0
2020-12-03,57.8059,58.3227,56.2555,57.1551,724330.0
2020-12-04,57.4231,57.7581,55.8727,56.1502,572183.0
2020-12-05,57.4231,57.7581,55.8727,56.1502,572183.0
2020-12-06,57.4231,57.7581,55.8727,56.1502,572183.0
2020-12-07,55.6238,56.5139,54.7242,55.6238,586126.0
2020-12-08,55.2219,56.6575,55.0879,55.8631,594975.0
2020-12-09,56.1406,57.0403,55.8344,56.2651,601664.0
2020-12-10,56.3512,57.1934,55.8822,56.8967,526663.0
2020-12-11,56.5522,57.7389,56.3033,57.1743,548959.0
2020-12-12,56.5522,57.7389,56.3033,57.1743,548959.0
2020-12-13,56.5522,57.7389,56.3033,57.1743,548959.0
2020-12-14,58.763,59.1353,56.8202,57.1168,618562.0
2020-12-15,56.8871,59.8349,56.8202,59.6147,867381.0
2020-12-16,60.0933,61.8351,59.8875,61.1939,728966.0
2020-12-17,61.9978,63.3377,60.8589,62.0552,692137.0
2020-12-18,62.3423,62.8435,59.988,61.481,1423022.0
2020-12-19,62.3423,62.8435,59.988,61.481,1423022.0
2020-12-20,62.3423,62.8435,59.988,61.481,1423022.0
2020-12-21,60.6005,64.0555,59.9028,63.2994,864176.0
2020-12-22,63.5387,66.8213,63.4238,66.5055,688164.0
2020-12-23,66.6491,66.9936,65.3283,65.4336,753919.0
2020-12-24,65.3188,65.4336,61.5288,62.4668,528691.0
2020-12-25,65.3188,65.4336,61.5288,62.4668,528691.0
2020-12-26,65.3188,65.4336,61.5288,62.4668,528691.0
2020-12-27,65.3188,65.4336,61.5288,62.4668,528691.0
2020-12-28,63.309,63.6438,60.4761,61.347,561631.0
2020-12-29,61.5001,61.6341,58.8491,60.4761,691415.0
2020-12-30,60.4857,62.7825,60.4378,62.3519,423041.0
2020-12-31,62.5529,63.1654,61.4523,62.8017,619620.0
2021-01-01,62.5529,63.1654,61.4523,62.8017,619620.0
2021-01-02,62.5529,63.1654,61.4523,62.8017,619620.0
2021-01-03,62.5529,63.1654,61.4523,62.8017,619620.0
2021-01-04,63.4238,63.7014,57.5188,59.5286,1216830.0
2021-01-05,58.9927,60.0167,57.7431,58.8587,728380.0
2021-01-06,58.3801,58.3801,55.04,55.509,1564198.0
2021-01-07,55.7387,57.3944,54.2457,55.9205,1386448.0
2021-01-08,56.466,56.9828,53.8054,54.8678,988059.0
2021-01-09,56.466,56.9828,53.8054,54.8678,988059.0
2021-01-10,56.466,56.9828,53.8054,54.8678,988059.0
2021-01-11,54.2361,55.796,53.9299,54.4084,796006.0
2021-01-12,54.1404,55.8918,54.1404,55.308,590813.0
2021-01-13,55.643,56.4086,54.8773,54.9826,744786.0
2021-01-14,55.0305,55.5856,54.7912,55.0113,618645.0
2021-01-15,54.2744,54.8391,53.7193,54.1021,869623.0
2021-01-16,54.2744,54.8391,53.7193,54.1021,869623.0
2021-01-17,54.2744,54.8391,53.7193,54.1021,869623.0
2021-01-18,54.2744,54.8391,53.7193,54.1021,869623.0
2021-01-19,54.3414,55.4707,53.5375,55.1645,1013417.0
2021-01-20,55.1645,58.0366,55.1645,57.9495,976611.0
2021-01-21,58.3801,59.988,57.8059,58.6673,1068762.0
2021-01-22,58.1409,58.3706,56.4469,57.1264,1186240.0
2021-01-23,58.1409,58.3706,56.4469,57.1264,1186240.0
2021-01-24,58.1409,58.3706,56.4469,57.1264,1186240.0
2021-01-25,56.7149,58.6481,55.4037,58.4184,1348968.0
2021-01-26,59.0022,59.9401,57.1743,57.2413,813290.0
2021-01-27,55.9779,56.9731,54.1691,54.9922,1366793.0
2021-01-28,55.5186,57.691,55.1836,57.1073,1146492.0
2021-01-29,56.801,57.7293,55.509,55.509,696691.0
2021-01-30,56.801,57.7293,55.509,55.509,696691.0
2021-01-31,56.801,57.7293,55.509,55.509,696691.0
2021-02-01,55.6813,58.1983,55.3272,58.026,861165.0
2021-02-02,58.8395,60.6388,58.6673,60.3038,783718.0
2021-02-03,60.4091,61.1077,59.1075,60.0741,591847.0
2021-02-04,60.0837,62.6677,60.0837,61.3949,1195423.0
2021-02-05,62.2084,62.8879,60.0837,61.7585,1078295.0
2021-02-06,62.2084,62.8879,60.0837,61.7585,1078295.0
2021-02-07,62.2084,62.8879,60.0837,61.7585,1078295.0
2021-02-08,61.9882,62.8687,60.5431,61.5767,517135.0
2021-02-09,61.7298,61.7777,58.9639,59.4616,669795.0
2021-02-10,60.3134,61.0282,58.9831,60.189,482110.0
2021-02-11,60.7362,61.9172,60.381,61.8883,444950.0
2021-02-12,61.2739,62.7428,60.981,62.4068,551828.0
2021-02-13,61.2739,62.7428,60.981,62.4068,551828.0
2021-02-14,61.2739,62.7428,60.981,62.4068,551828.0
2021-02-15,61.2739,62.7428,60.981,62.4068,551828.0
2021-02-16,63.1269,65.988,62.6853,62.8389,912280.0
2021-02-17,62.2532,64.8647,61.9268,62.7524,1181570.0
2021-02-18,62.2628,62.8677,59.9201,60.8706,751499.0
2021-02-19,60.9282,61.6675,60.573,61.2067,471808.0
2021-02-20,60.9282,61.6675,60.573,61.2067,471808.0
2021-02-21,60.9282,61.6675,60.573,61.2067,471808.0
2021-02-22,60.4866,61.1107,58.4224,58.9984,1410463.0
2021-02-23,58.0863,59.9105,57.472,59.4209,710257.0
2021-02-24,59.2481,60.9762,58.0671,59.8433,737126.0
2021-02-25,60.0161,60.5346,56.2525,56.5022,1166841.0
2021-02-26,56.6942,58.0383,55.6573,56.8478,1642019.0
2021-02-27,56.6942,58.0383,55.6573,56.8478,1642019.0
2021-02-28,56.6942,58.0383,55.6573,56.8478,1642019.0
2021-03-01,57.9807,59.2961,57.4431,59.0464,750371.0
2021-03-02,59.2481,60.813,58.624,59.6513,956366.0
2021-03-03,59.5649,60.4962,57.5199,57.7023,819932.0
2021-03-04,57.3663,58.816,54.8028,55.302,1297522.0
2021-03-05,55.9357,59.6321,54.4475,59.152,1735533.0
2021-03-06,55.9357,59.6321,54.4475,59.152,1735533.0
2021-03-07,55.9357,59.6321,54.4475,59.152,1735533.0
2021-03-08,59.5265,62.0804,58.8928,59.2193,1132742.0
2021-03-09,60.285,63.7365,60.285,62.5988,1306231.0
2021-03-10,64.0582,65.2583,62.6276,62.8965,1032520.0
2021-03-11,63.5397,63.8913,62.378,63.3285,634037.0
2021-03-12,62.9349,63.3669,62.2532,63.0789,532465.0
2021-03-13,62.9349,63.3669,62.2532,63.0789,532465.0
2021-03-14,62.9349,63.3669,62.2532,63.0789,532465.0
2021-03-15,62.9349,64.2406,62.5123,63.7413,491207.0
2021-03-16,63.5013,63.5637,61.994,62.4548,647924.0
2021-03-17,62.8389,63.7317,61.9268,63.6357,674552.0
2021-03-18,63.2997,68.1578,62.3108,62.618,2135075.0
2021-03-19,61.2067,61.3219,58.0863,59.7665,2781657.0
2021-03-20,61.2067,61.3219,58.0863,59.7665,2781657.0
2021-03-21,61.2067,61.3219,58.0863,59.7665,2781657.0
2021-03-22,59.2865,61.5715,58.4896,61.0243,1059170.0
2021-03-23,60.7266,61.1011,58.9888,59.3825,1228117.0
2021-03-24,60.2658,61.5139,59.4593,59.5361,854589.0
2021-03-25,58.7584,62.1956,57.9519,61.8787,944086.0
2021-03-26,62.6468,63.3573,61.3027,62.5316,828450.0
2021-03-27,62.6468,63.3573,61.3027,62.5316,828450.0
2021-03-28,62.6468,63.3573,61.3027,62.5316,828450.0
2021-03-29,61.7923,64.9319,61.3603,64.2598,1399228.0
2021-03-30,64.8839,65.2007,63.3477,64.375,1127690.0
2021-03-31,65.0951,66.6601,63.6549,64.2022,710959.0
2021-04-01,63.6261,64.5958,62.7044,63.0501,645191.0
2021-04-02,63.6261,64.5958,62.7044,63.0501,645191.0
2021-04-03,63.6261,64.5958,62.7044,63.0501,645191.0
2021-04-04,63.6261,64.5958,62.7044,63.0501,645191.0
2021-04-05,62.7812,62.9157,59.6705,60.4578,777839.0
2021-04-06,59.1905,59.4401,56.7614,57.5103,1413095.0
2021-04-07,57.2798,58.3648,56.723,57.6447,581668.0
2021-04-08,57.5391,57.6255,56.5406,56.8094,844313.0
2021-04-09,56.5982,56.8093,55.5901,56.3389,694045.0
2021-04-10,56.5982,56.8093,55.5901,56.3389,694045.0
2021-04-11,56.5982,56.8093,55.5901,56.3389,694045.0
2021-04-12,56.6078,56.8766,55.7821,56.2045,675494.0
2021-04-13,56.2621,56.963,55.5901,55.7053,561743.0
2021-04-14,55.7053,56.8958,55.0428,56.8286,1078068.0
2021-04-15,57.2318,57.8463,56.0136,57.3855,776426.0
2021-04-16,57.6927,58.1247,56.0029,56.7998,791501.0
2021-04-17,57.6927,58.1247,56.0029,56.7998,791501.0
2021-04-18,57.6927,58.1247,56.0029,56.7998,791501.0
2021-04-19,56.627,57.1262,55.8913,56.7614,451492.0
2021-04-20,56.771,56.7902,54.6876,55.2732,889852.0
2021-04-21,54.8604,56.4926,54.3611,56.0989,476582.0
2021-04-22,56.3677,56.5598,55.4098,55.7917,482943.0
2021-04-23,55.8493,56.3629,55.5901,56.2621,422548.0
2021-04-24,55.8493,56.3629,55.5901,56.2621,422548.0
2021-04-25,55.8493,56.3629,55.5901,56.2621,422548.0
2021-04-26,56.8382,57.6591,56.2237,57.3375,546708.0
2021-04-27,57.8847,58.5376,57.3951,58.1631,532005.0
2021-04-28,58.1823,58.2784,56.7806,56.9054,545605.0
2021-04-29,57.5967,58.8544,57.0782,57.6831,731901.0
2021-04-30,57.5583,58.1727,57.3663,57.8079,384577.0
2021-05-01,57.5583,58.1727,57.3663,57.8079,384577.0
2021-05-02,57.5583,58.1727,57.3663,57.8079,384577.0
2021-05-03,58.0959,58.6432,56.9534,57.155,415757.0
2021-05-04,57.0302,57.9903,56.4446,57.3951,408067.0
2021-05-05,57.5295,58.5952,56.6846,57.6447,545259.0
2021-05-06,57.6447,57.7311,53.9291,55.3116,1096505.0
2021-05-07,53.5738,56.7326,52.9114,54.7644,845465.0
2021-05-08,53.5738,56.7326,52.9114,54.7644,845465.0
2021-05-09,53.5738,56.7326,52.9114,54.7644,845465.0
2021-05-10,53.7371,56.9054,53.6891,55.7917,1087592.0
2021-05-11,54.2363,56.2669,54.2363,55.7629,842441.0
2021-05-12,55.5997,55.9741,54.1403,54.3227,1052636.0
2021-05-13,54.8412,57.0782,54.8412,56.4254,935266.0
2021-05-14,56.9359,58.3232,56.9359,58.0438,891527.0
2021-05-15,56.9359,58.3232,56.9359,58.0438,891527.0
2021-05-16,56.9359,58.3232,56.9359,58.0438,891527.0
2021-05-17,57.803,59.5082,57.7548,58.8916,822573.0
2021-05-18,59.2095,59.4215,58.4774,58.5544,646654.0
2021-05-19,57.9571,59.5467,57.803,59.1228,690046.0
2021-05-20,59.2866,59.5756,58.3714,59.1517,636308.0
2021-05-21,59.9995,60.3752,59.4889,60.0862,599233.0
2021-05-22,59.9995,60.3752,59.4889,60.0862,599233.0
2021-05-23,59.9995,60.3752,59.4889,60.0862,599233.0
2021-05-24,60.4908,61.3964,60.0958,60.6642,734925.0
