,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-03-05,78.7912,79.1307,78.2658,78.7832,2511854.0
2019-03-06,78.7832,79.834,78.4436,78.8963,2644587.0
2019-03-07,78.8802,78.9852,77.514,77.9667,3638046.0
2019-03-08,77.0047,77.1583,75.8569,76.2368,3334118.0
2019-03-09,77.0047,77.1583,75.8569,76.2368,3334118.0
2019-03-10,77.0047,77.1583,75.8569,76.2368,3334118.0
2019-03-11,76.9077,78.2496,76.6491,78.1445,2257371.0
2019-03-12,78.4436,79.4137,78.2092,78.7266,2362589.0
2019-03-13,79.2601,79.499,78.7185,79.2843,2294506.0
2019-03-14,79.4218,79.7613,78.9367,79.5996,1663011.0
2019-03-15,79.2197,80.6747,79.1388,79.64,3785836.0
