,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity,PSX US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-03-16,79.2197,80.6747,79.1388,79.64,3785836.0
2019-03-17,79.2197,80.6747,79.1388,79.64,3785836.0
2019-03-18,79.7047,80.2463,79.0176,79.8017,2530779.0
2019-03-19,80.2625,81.1678,79.6724,79.9391,2932645.0
2019-03-20,79.737,80.2786,79.0944,79.3652,3292605.0
2019-03-21,79.252,80.1412,79.1146,79.6643,2124044.0
2019-03-22,78.9933,79.2035,77.1826,77.5868,1856948.0
2019-03-23,78.9933,79.2035,77.1826,77.5868,1856948.0
2019-03-24,78.9933,79.2035,77.1826,77.5868,1856948.0
2019-03-25,77.4089,77.5787,76.738,77.4898,1357466.0
2019-03-26,78.1365,79.4703,78.1365,79.2358,2284663.0
2019-03-27,79.0176,79.4541,78.3871,78.6296,1657384.0
2019-03-28,78.2577,78.6296,76.924,77.3362,2530144.0
2019-03-29,78.096,78.3386,76.3742,76.932,2900374.0
2019-03-30,78.096,78.3386,76.3742,76.932,2900374.0
2019-03-31,78.096,78.3386,76.3742,76.932,2900374.0
2019-04-01,77.611,77.8374,76.5197,76.8512,2635258.0
2019-04-02,77.0694,77.4251,75.8811,76.4066,2594750.0
2019-04-03,76.7622,77.902,76.6572,76.8269,2096066.0
2019-04-04,77.2473,78.3062,76.447,78.2981,2146848.0
2019-04-05,78.282,79.3167,77.8657,79.0499,2705248.0
2019-04-06,78.282,79.3167,77.8657,79.0499,2705248.0
2019-04-07,78.282,79.3167,77.8657,79.0499,2705248.0
2019-04-08,79.1227,79.9149,78.5811,79.4622,2332436.0
2019-04-09,78.9287,79.4137,78.379,78.7104,2352789.0
2019-04-10,79.1388,80.3029,78.9287,79.7128,1792063.0
2019-04-11,79.8421,80.5616,79.349,79.6319,1486176.0
2019-04-12,80.4807,80.6181,78.379,78.5487,2223657.0
2019-04-13,80.4807,80.6181,78.379,78.5487,2223657.0
2019-04-14,80.4807,80.6181,78.379,78.5487,2223657.0
2019-04-15,78.282,78.5406,77.6353,77.7969,1934410.0
2019-04-16,77.7242,77.8939,76.4874,77.5868,1829595.0
2019-04-17,78.1365,78.577,77.5544,77.9748,1591586.0
2019-04-18,77.9748,78.2092,76.6733,77.1341,2400062.0
2019-04-19,77.9748,78.2092,76.6733,77.1341,2400062.0
2019-04-20,77.9748,78.2092,76.6733,77.1341,2400062.0
2019-04-21,77.9748,78.2092,76.6733,77.1341,2400062.0
2019-04-22,77.7565,78.7185,77.4639,78.5245,1927348.0
2019-04-23,78.7185,79.155,78.0799,78.7346,2461002.0
2019-04-24,78.7023,78.7023,76.0185,76.2126,2974074.0
2019-04-25,76.1075,77.6353,75.6063,76.9724,2745440.0
2019-04-26,76.6733,77.223,75.9862,76.7299,2091493.0
2019-04-27,76.6733,77.223,75.9862,76.7299,2091493.0
2019-04-28,76.6733,77.223,75.9862,76.7299,2091493.0
2019-04-29,76.9967,77.5383,76.6976,77.0856,2651246.0
2019-04-30,77.1988,78.1203,75.7033,76.2045,3303289.0
2019-05-01,76.1883,76.7057,74.1916,74.2401,3350690.0
2019-05-02,74.1674,74.3371,71.8393,72.0252,3708797.0
2019-05-03,72.6638,73.2135,72.3728,72.3971,2811129.0
2019-05-04,72.6638,73.2135,72.3728,72.3971,2811129.0
2019-05-05,72.6638,73.2135,72.3728,72.3971,2811129.0
2019-05-06,71.3947,71.7003,70.3115,70.3519,3427454.0
2019-05-07,69.8426,70.0528,68.5897,69.9639,3421727.0
2019-05-08,70.0609,70.3277,69.099,69.4385,3095319.0
2019-05-09,69.0828,69.5713,67.6762,69.3172,3393720.0
2019-05-10,69.3253,70.4247,68.3472,70.0447,3094911.0
2019-05-11,69.3253,70.4247,68.3472,70.0447,3094911.0
2019-05-12,69.3253,70.4247,68.3472,70.0447,3094911.0
2019-05-13,69.196,70.0084,68.4927,69.3495,3065641.0
2019-05-14,69.6325,70.651,69.5597,70.263,2450292.0
2019-05-15,70.0932,70.8531,69.6406,70.5702,2059992.0
2019-05-16,70.7318,71.7544,70.7278,71.3785,2645722.0
2019-05-17,70.6925,70.8395,69.1898,69.2633,2562450.0
2019-05-18,70.6925,70.8395,69.1898,69.2633,2562450.0
2019-05-19,70.6925,70.8395,69.1898,69.2633,2562450.0
2019-05-20,69.1163,69.9656,68.8468,69.0264,2106492.0
2019-05-21,69.1734,70.7251,69.1571,70.3658,2722744.0
2019-05-22,70.0146,70.472,69.6635,69.9085,2111624.0
2019-05-23,68.8468,68.8876,66.9766,67.1889,3020026.0
2019-05-24,67.7932,68.3731,67.1644,67.7361,2661630.0
2019-05-25,67.7932,68.3731,67.1644,67.7361,2661630.0
2019-05-26,67.7932,68.3731,67.1644,67.7361,2661630.0
2019-05-27,67.7932,68.3731,67.1644,67.7361,2661630.0
2019-05-28,67.7279,67.9974,67.2624,67.3931,3105057.0
2019-05-29,66.7724,67.6136,66.6009,67.5809,2232015.0
2019-05-30,67.3114,67.7973,66.4171,67.0174,2449628.0
2019-05-31,65.9394,66.7805,65.531,65.9884,2785005.0
2019-06-01,65.9394,66.7805,65.531,65.9884,2785005.0
2019-06-02,65.9394,66.7805,65.531,65.9884,2785005.0
2019-06-03,66.0864,67.1889,65.825,67.1317,3144766.0
2019-06-04,67.9239,68.7978,67.8912,68.6998,2781842.0
2019-06-05,69.1489,69.3204,67.6217,69.2796,3097024.0
2019-06-06,69.2306,70.1943,68.5364,69.3368,2837567.0
2019-06-07,69.7043,70.1861,68.9938,69.8431,2623685.0
2019-06-08,69.7043,70.1861,68.9938,69.8431,2623685.0
2019-06-09,69.7043,70.1861,68.9938,69.8431,2623685.0
2019-06-10,70.0718,70.864,69.9656,70.1535,3026707.0
2019-06-11,70.6925,71.203,69.1816,69.1816,2736701.0
2019-06-12,68.8794,69.7492,67.7361,67.9892,3232777.0
2019-06-13,68.6753,70.0228,68.6181,69.6145,3029685.0
2019-06-14,69.5981,70.1371,69.0918,69.9003,1830547.0
2019-06-15,69.5981,70.1371,69.0918,69.9003,1830547.0
2019-06-16,69.5981,70.1371,69.0918,69.9003,1830547.0
2019-06-17,69.8186,70.6353,69.8186,70.1616,2003390.0
2019-06-18,70.5128,71.6317,70.5128,70.8885,2336682.0
2019-06-19,70.9865,71.8522,70.521,71.5418,2901702.0
2019-06-20,72.7424,74.5472,72.3585,74.1797,4082579.0
2019-06-21,74.6452,75.0699,73.5019,73.9756,6129787.0
2019-06-22,74.6452,75.0699,73.5019,73.9756,6129787.0
2019-06-23,74.6452,75.0699,73.5019,73.9756,6129787.0
2019-06-24,73.7959,74.5146,72.9629,73.3059,2360756.0
2019-06-25,73.0282,73.9919,72.7342,73.363,3343756.0
2019-06-26,74.3186,76.3685,73.9347,75.7559,3816179.0
2019-06-27,75.6743,75.9111,74.7596,74.9311,2086373.0
2019-06-28,75.2414,76.4746,75.1434,76.393,4442560.0
2019-06-29,75.2414,76.4746,75.1434,76.393,4442560.0
2019-06-30,75.2414,76.4746,75.1434,76.393,4442560.0
2019-07-01,77.471,77.8507,76.4583,76.8176,2673167.0
2019-07-02,76.54,78.5245,76.001,78.1733,4112269.0
2019-07-03,78.402,79.2514,78.2877,79.235,2035536.0
2019-07-04,78.402,79.2514,78.2877,79.235,2035536.0
2019-07-05,78.9574,79.5045,78.1407,79.0554,1955952.0
2019-07-06,78.9574,79.5045,78.1407,79.0554,1955952.0
2019-07-07,78.9574,79.5045,78.1407,79.0554,1955952.0
2019-07-08,78.8512,80.4784,78.8512,79.186,3044531.0
2019-07-09,79.2105,80.3131,78.8839,79.8067,2369966.0
2019-07-10,80.2151,80.8194,79.6352,80.1252,1954622.0
2019-07-11,80.5744,81.3829,80.0027,81.3339,2446840.0
2019-07-12,81.0562,82.1955,81.0562,81.9383,1842401.0
2019-07-13,81.0562,82.1955,81.0562,81.9383,1842401.0
2019-07-14,81.0562,82.1955,81.0562,81.9383,1842401.0
2019-07-15,81.9546,82.608,81.1706,82.4936,3089539.0
2019-07-16,82.4855,83.1143,81.5136,82.7958,2625551.0
2019-07-17,82.804,83.3348,81.8974,82.3139,2254372.0
2019-07-18,81.8321,83.245,81.5299,83.2368,2467999.0
2019-07-19,83.5716,84.0127,83.1388,83.2695,3972941.0
2019-07-20,83.5716,84.0127,83.1388,83.2695,3972941.0
2019-07-21,83.5716,84.0127,83.1388,83.2695,3972941.0
2019-07-22,83.8003,84.2413,82.9183,83.7513,1967810.0
2019-07-23,84.1188,84.3271,83.2858,83.5635,1873750.0
2019-07-24,83.3348,83.9718,82.7795,83.6451,2924353.0
2019-07-25,83.882,83.9882,81.6524,82.951,3649042.0
2019-07-26,83.588,83.8248,82.0526,83.5635,2267327.0
2019-07-27,83.588,83.8248,82.0526,83.5635,2267327.0
2019-07-28,83.588,83.8248,82.0526,83.5635,2267327.0
2019-07-29,83.2286,84.2985,82.755,83.9637,2275185.0
2019-07-30,83.5961,84.6497,82.9673,84.617,1465867.0
2019-07-31,84.6333,85.3112,82.8775,83.7595,2415888.0
2019-08-01,83.2613,84.6088,82.8203,83.294,2153198.0
2019-08-02,83.1061,83.2205,81.2033,81.2768,2075611.0
2019-08-03,83.1061,83.2205,81.2033,81.2768,2075611.0
2019-08-04,83.1061,83.2205,81.2033,81.2768,2075611.0
2019-08-05,79.9537,80.3171,77.5772,78.108,3034848.0
2019-08-06,78.8594,79.6597,78.4347,79.5535,2164451.0
2019-08-07,78.0998,79.8108,77.6343,79.4882,2349829.0
2019-08-08,80.2886,82.2731,79.9374,82.2486,2311903.0
2019-08-09,82.1016,82.4528,81.3094,82.0281,2005576.0
2019-08-10,82.1016,82.4528,81.3094,82.0281,2005576.0
2019-08-11,82.1016,82.4528,81.3094,82.0281,2005576.0
2019-08-12,81.7259,81.7831,79.8802,80.2886,2069671.0
2019-08-13,79.9701,82.608,79.3004,81.4564,2286185.0
2019-08-14,79.7169,80.6071,79.3249,79.6515,2529810.0
2019-08-15,79.9701,80.4029,78.7124,79.6025,2089861.0
2019-08-16,80.0681,80.9337,79.7659,80.7132,2118447.0
2019-08-17,80.0681,80.9337,79.7659,80.7132,2118447.0
2019-08-18,80.0681,80.9337,79.7659,80.7132,2118447.0
2019-08-19,81.8341,82.1885,80.8533,81.3973,2747905.0
2019-08-20,81.4302,82.1638,80.8203,81.3313,1904478.0
2019-08-21,82.0978,82.4193,81.0017,81.8423,1988298.0
2019-08-22,81.8011,82.3616,80.944,81.15,1946057.0
2019-08-23,80.3423,81.4879,78.0758,78.4467,3305150.0
2019-08-24,80.3423,81.4879,78.0758,78.4467,3305150.0
2019-08-25,80.3423,81.4879,78.0758,78.4467,3305150.0
2019-08-26,79.1472,79.4522,78.3807,79.378,1568102.0
2019-08-27,79.9302,80.3505,77.7626,77.9027,2585973.0
2019-08-28,77.9192,79.8313,77.9192,79.2626,2318121.0
2019-08-29,80.0374,81.15,79.9797,80.8698,2372544.0
2019-08-30,81.3231,82.2132,80.878,81.2901,1932545.0
2019-08-31,81.3231,82.2132,80.878,81.2901,1932545.0
2019-09-01,81.3231,82.2132,80.878,81.2901,1932545.0
2019-09-02,81.3231,82.2132,80.878,81.2901,1932545.0
2019-09-03,80.1775,82.0978,79.9714,81.9825,2140081.0
2019-09-04,82.6995,82.922,81.6857,82.1638,1664622.0
2019-09-05,82.9138,83.6556,82.2132,82.2544,2668725.0
2019-09-06,82.5264,83.5567,81.9412,83.1693,2117513.0
2019-09-07,82.5264,83.5567,81.9412,83.1693,2117513.0
2019-09-08,82.5264,83.5567,81.9412,83.1693,2117513.0
2019-09-09,83.6968,84.6776,83.2517,84.2078,2396158.0
2019-09-10,84.4138,85.6419,84.2737,84.8589,2367199.0
2019-09-11,85.1309,85.8962,84.1501,84.455,1924459.0
2019-09-12,83.6061,84.5663,82.9962,84.2243,1868513.0
2019-09-13,84.8342,85.2463,84.1377,84.7023,1688406.0
2019-09-14,84.8342,85.2463,84.1377,84.7023,1688406.0
2019-09-15,84.8342,85.2463,84.1377,84.7023,1688406.0
2019-09-16,84.1583,86.5402,84.0841,85.7408,4654402.0
2019-09-17,85.4935,85.6584,84.0347,84.2325,2498681.0
2019-09-18,83.7792,85.0155,83.3671,84.8836,1819116.0
2019-09-19,85.2792,85.7078,84.5539,84.9578,1340630.0
2019-09-20,85.238,85.749,84.7847,85.1144,9414955.0
2019-09-21,85.238,85.749,84.7847,85.1144,9414955.0
2019-09-22,85.238,85.749,84.7847,85.1144,9414955.0
2019-09-23,84.9001,86.3931,84.9001,85.9303,2470693.0
2019-09-24,85.8809,86.0375,84.3396,85.4029,2611169.0
2019-09-25,85.2133,86.9688,84.8094,86.5897,3350078.0
2019-09-26,86.2353,86.5773,84.9825,86.1776,1768405.0
2019-09-27,86.3836,86.9358,84.8754,85.4358,2297000.0
2019-09-28,86.3836,86.9358,84.8754,85.4358,2297000.0
2019-09-29,86.3836,86.9358,84.8754,85.4358,2297000.0
2019-09-30,85.2215,85.6748,84.3479,84.3973,1806025.0
2019-10-01,85.0237,85.3122,83.1034,83.2682,1898518.0
2019-10-02,82.7489,82.7984,80.1115,80.9687,2281153.0
2019-10-03,80.5731,81.5044,79.9055,81.4879,2071307.0
2019-10-04,81.8176,83.227,81.7682,83.1281,2097649.0
2019-10-05,81.8176,83.227,81.7682,83.1281,2097649.0
2019-10-06,81.8176,83.227,81.7682,83.1281,2097649.0
2019-10-07,83.4578,84.2696,83.0209,83.5402,2476961.0
2019-10-08,83.1446,83.6968,82.7407,83.0951,2057961.0
2019-10-09,84.0347,85.3616,83.8699,84.6528,1837299.0
2019-10-10,85.4029,87.9496,85.2627,87.8589,3788992.0
2019-10-11,88.1886,89.1777,87.7106,87.8013,2396358.0
2019-10-12,88.1886,89.1777,87.7106,87.8013,2396358.0
2019-10-13,88.1886,89.1777,87.7106,87.8013,2396358.0
2019-10-14,87.3644,88.3452,87.1831,87.9002,1430466.0
2019-10-15,87.7765,89.1117,87.4963,88.4359,1634310.0
2019-10-16,88.0155,88.8233,87.315,87.5787,1869186.0
2019-10-17,88.1886,88.4029,87.6859,88.3617,1768646.0
2019-10-18,88.1886,88.9963,87.9516,88.3535,3015994.0
2019-10-19,88.1886,88.9963,87.9516,88.3535,3015994.0
2019-10-20,88.1886,88.9963,87.9516,88.3535,3015994.0
2019-10-21,89.0128,89.4826,88.6584,89.1777,1669346.0
2019-10-22,89.5815,90.5211,89.0683,89.6474,1583112.0
2019-10-23,89.6474,90.0018,89.2848,89.837,2342765.0
2019-10-24,90.2573,91.4607,89.9854,91.1804,3478032.0
2019-10-25,92.4991,96.4305,92.2272,94.3041,6245871.0
2019-10-26,92.4991,96.4305,92.2272,94.3041,6245871.0
2019-10-27,92.4991,96.4305,92.2272,94.3041,6245871.0
2019-10-28,94.7822,98.017,94.7822,96.6366,4706822.0
2019-10-29,96.0102,98.7218,95.8948,98.046,3838397.0
2019-10-30,98.2603,98.2603,95.7382,95.9772,2286659.0
2019-10-31,96.1421,96.6284,94.6997,96.2822,3940607.0
2019-11-01,96.9498,97.741,96.7602,97.5844,2248758.0
2019-11-02,96.9498,97.741,96.7602,97.5844,2248758.0
2019-11-03,96.9498,97.741,96.7602,97.5844,2248758.0
2019-11-04,98.4663,98.5364,96.9333,97.6998,2031562.0
2019-11-05,98.0789,98.8125,97.1229,98.013,2268947.0
2019-11-06,98.2273,98.4004,97.0569,97.6009,2130305.0
2019-11-07,98.2026,98.73,97.5803,98.5487,2386393.0
2019-11-08,97.9883,98.8372,97.3372,98.6559,1577558.0
2019-11-09,97.9883,98.8372,97.3372,98.6559,1577558.0
2019-11-10,97.9883,98.8372,97.3372,98.6559,1577558.0
2019-11-11,97.7905,98.7548,97.5432,97.5927,1634279.0
2019-11-12,97.9635,98.5487,96.8921,97.3372,2178390.0
2019-11-13,96.719,98.013,96.5295,97.6091,1555439.0
2019-11-14,97.7905,98.557,97.5679,98.4416,1507850.0
2019-11-15,98.998,98.998,97.8436,98.2921,1636697.0
2019-11-16,98.998,98.998,97.8436,98.2921,1636697.0
2019-11-17,98.998,98.998,97.8436,98.2921,1636697.0
2019-11-18,98.1177,98.5495,97.6028,98.5329,1365005.0
2019-11-19,97.8769,98.7904,97.1876,97.5115,2781514.0
2019-11-20,97.3869,97.3869,95.0367,96.382,4337044.0
2019-11-21,96.6312,98.5578,96.2492,98.3004,2401328.0
2019-11-22,98.7239,98.7571,96.4983,96.8554,2261036.0
2019-11-23,98.7239,98.7571,96.4983,96.8554,2261036.0
2019-11-24,98.7239,98.7571,96.4983,96.8554,2261036.0
2019-11-25,97.1627,97.1627,95.6429,95.8506,2758857.0
2019-11-26,95.9419,96.1329,94.7128,94.9454,4118139.0
2019-11-27,95.4436,95.7675,94.7045,95.2443,2290451.0
2019-11-28,95.4436,95.7675,94.7045,95.2443,2290451.0
2019-11-29,95.0201,95.618,94.8125,95.2692,1105696.0
2019-11-30,95.0201,95.618,94.8125,95.2692,1105696.0
2019-12-01,95.0201,95.618,94.8125,95.2692,1105696.0
2019-12-02,95.3938,96.382,94.7211,94.9454,2418315.0
2019-12-03,94.4056,94.4056,93.3592,93.6333,4624610.0
2019-12-04,94.2893,94.6713,93.3675,93.4838,2128875.0
2019-12-05,93.6582,94.0153,93.1516,93.4589,1688644.0
2019-12-06,93.8907,94.9374,93.7993,94.3059,2142636.0
2019-12-07,93.8907,94.9374,93.7993,94.3059,2142636.0
2019-12-08,93.8907,94.9374,93.7993,94.3059,2142636.0
2019-12-09,94.007,94.0734,92.8859,92.9772,1660473.0
2019-12-10,93.2596,93.4838,92.753,92.9523,2215780.0
2019-12-11,92.9606,93.5502,92.5786,93.1848,1652617.0
2019-12-12,93.1184,94.6464,92.944,94.4471,1619110.0
2019-12-13,94.5717,95.2194,93.5876,93.8326,1621930.0
2019-12-14,94.5717,95.2194,93.5876,93.8326,1621930.0
2019-12-15,94.5717,95.2194,93.5876,93.8326,1621930.0
2019-12-16,93.9571,95.1945,93.6665,94.7876,2097715.0
2019-12-17,94.8042,95.4602,93.6,93.8658,2671965.0
2019-12-18,94.0817,94.6173,93.5004,93.8741,3074781.0
2019-12-19,94.1814,94.3557,93.4173,93.6831,1924496.0
2019-12-20,94.4969,94.7959,93.7163,94.1315,4666850.0
2019-12-21,94.4969,94.7959,93.7163,94.1315,4666850.0
2019-12-22,94.4969,94.7959,93.7163,94.1315,4666850.0
2019-12-23,94.173,94.3973,93.1848,93.5668,1937506.0
2019-12-24,93.5502,94.0402,93.5004,94.007,1190781.0
2019-12-25,93.5502,94.0402,93.5004,94.007,1190781.0
2019-12-26,93.4838,94.007,92.8859,93.0602,1147896.0
2019-12-27,93.3509,93.3509,91.7897,91.8478,1427480.0
2019-12-28,93.3509,93.3509,91.7897,91.8478,1427480.0
2019-12-29,93.3509,93.3509,91.7897,91.8478,1427480.0
2019-12-30,91.7647,92.3876,91.4575,91.6568,1712035.0
2019-12-31,91.5322,92.5205,91.3827,92.5205,1695942.0
2020-01-01,91.5322,92.5205,91.3827,92.5205,1695942.0
2020-01-02,93.0769,93.9904,92.4955,93.1765,1469773.0
2020-01-03,92.3876,93.3592,89.8464,90.0955,2237135.0
2020-01-04,92.3876,93.3592,89.8464,90.0955,2237135.0
2020-01-05,92.3876,93.3592,89.8464,90.0955,2237135.0
2020-01-06,89.8879,90.054,89.0326,89.5308,3917122.0
2020-01-07,88.9661,89.8713,88.6423,89.8049,2690090.0
2020-01-08,89.9544,90.054,86.209,86.4499,3452638.0
2020-01-09,85.8519,87.7537,84.8886,87.7121,3127698.0
2020-01-10,87.7288,88.6506,87.0395,87.0893,1910747.0
2020-01-11,87.7288,88.6506,87.0395,87.0893,1910747.0
2020-01-12,87.7288,88.6506,87.0395,87.0893,1910747.0
2020-01-13,87.1308,88.0443,86.8153,87.4464,2243088.0
2020-01-14,87.4215,88.5758,87.1873,88.3433,2753817.0
2020-01-15,87.6706,87.7869,86.4665,87.1059,2386282.0
2020-01-16,87.6623,87.7537,86.0762,86.1924,2568201.0
2020-01-17,86.1924,86.3253,85.1378,85.7938,2781995.0
2020-01-18,86.1924,86.3253,85.1378,85.7938,2781995.0
2020-01-19,86.1924,86.3253,85.1378,85.7938,2781995.0
2020-01-20,86.1924,86.3253,85.1378,85.7938,2781995.0
2020-01-21,85.1211,85.5281,84.6312,84.9883,2102017.0
2020-01-22,85.3703,85.5281,84.3447,84.5897,2505423.0
2020-01-23,84.2824,84.8139,83.045,84.7724,3520509.0
2020-01-24,84.6229,84.6976,82.5218,83.3108,2120500.0
2020-01-25,84.6229,84.6976,82.5218,83.3108,2120500.0
2020-01-26,84.6229,84.6976,82.5218,83.3108,2120500.0
2020-01-27,81.6083,81.6748,80.2339,80.4872,2472985.0
2020-01-28,80.9274,81.3011,80.2298,80.2962,2926859.0
2020-01-29,80.7031,82.1398,79.3503,79.5571,2395608.0
2020-01-30,79.0838,80.18,78.4775,80.0637,2610444.0
2020-01-31,78.8097,78.8346,74.9149,75.8782,6451028.0
2020-02-01,78.8097,78.8346,74.9149,75.8782,6451028.0
2020-02-02,78.8097,78.8346,74.9149,75.8782,6451028.0
2020-02-03,75.8118,75.8865,73.445,73.8852,4307459.0
2020-02-04,75.2139,75.4547,73.3121,73.6775,3427940.0
2020-02-05,75.0478,77.4727,74.9999,76.9329,3100723.0
2020-02-06,77.2236,77.29,74.782,74.9232,2606346.0
2020-02-07,74.7156,75.1474,74.126,75.0146,2481483.0
2020-02-08,74.7156,75.1474,74.126,75.0146,2481483.0
2020-02-09,74.7156,75.1474,74.126,75.0146,2481483.0
2020-02-10,74.6243,75.6042,74.4249,74.9564,2171395.0
2020-02-11,75.5211,75.554,74.3668,74.9647,2682937.0
2020-02-12,76.0609,76.6506,75.1142,75.6872,2361351.0
2020-02-13,75.571,75.9571,74.8817,75.0229,2727711.0
2020-02-14,75.0899,75.6855,74.3266,75.048,2254908.0
2020-02-15,75.0899,75.6855,74.3266,75.048,2254908.0
2020-02-16,75.0899,75.6855,74.3266,75.048,2254908.0
2020-02-17,75.0899,75.6855,74.3266,75.048,2254908.0
2020-02-18,74.4105,74.7376,73.0349,73.815,4543080.0
2020-02-19,74.2344,74.4273,72.7413,74.1169,2441873.0
2020-02-20,74.2428,75.7358,74.1589,75.6519,2905910.0
2020-02-21,75.0899,75.6268,74.3895,74.8635,2406868.0
2020-02-22,75.0899,75.6268,74.3895,74.8635,2406868.0
2020-02-23,75.0899,75.6268,74.3895,74.8635,2406868.0
2020-02-24,72.6574,73.7143,72.0786,72.6071,3732757.0
2020-02-25,72.8336,73.2278,69.0086,69.4616,4212064.0
2020-02-26,69.7048,70.2416,67.3394,67.3813,4159813.0
2020-02-27,66.0141,66.0476,62.273,62.2898,6900538.0
2020-02-28,60.1424,63.2208,59.8824,62.793,7138472.0
2020-02-29,60.1424,63.2208,59.8824,62.793,7138472.0
2020-03-01,60.1424,63.2208,59.8824,62.793,7138472.0
2020-03-02,63.137,63.2867,60.5786,63.0027,5279387.0
2020-03-03,63.2963,65.0746,60.4779,61.1154,5710315.0
2020-03-04,62.0884,62.7176,60.7464,62.6001,4201827.0
2020-03-05,60.5199,61.9207,59.9956,60.3773,5724919.0
2020-03-06,58.7164,59.6895,57.0556,58.1293,6374474.0
2020-03-07,58.7164,59.6895,57.0556,58.1293,6374474.0
2020-03-08,58.7164,59.6895,57.0556,58.1293,6374474.0
2020-03-09,52.5512,57.9615,50.4961,52.0815,7993839.0
2020-03-10,55.3193,56.0906,50.5716,53.1468,7035372.0
2020-03-11,51.2007,51.725,45.3962,46.2602,8448739.0
2020-03-12,42.7959,42.9553,37.5869,38.9206,11492097.0
2020-03-13,42.5359,45.6353,39.1303,45.5975,6997585.0
2020-03-14,42.5359,45.6353,39.1303,45.5975,6997585.0
2020-03-15,42.5359,45.6353,39.1303,45.5975,6997585.0
2020-03-16,39.231,48.3069,38.0147,40.4892,7192788.0
2020-03-17,41.1686,42.5485,38.5515,39.1471,6274518.0
2020-03-18,37.6121,39.3652,33.5858,36.0435,6970763.0
2020-03-19,36.2784,39.1219,35.0705,38.3167,4936139.0
2020-03-20,39.5833,42.7456,38.0458,40.5563,7605062.0
2020-03-21,39.5833,42.7456,38.0458,40.5563,7605062.0
2020-03-22,39.5833,42.7456,38.0458,40.5563,7605062.0
2020-03-23,40.0027,40.2627,34.735,35.3054,6075837.0
2020-03-24,38.3754,38.8519,35.5654,38.2328,5476034.0
2020-03-25,38.7445,44.3729,36.6223,42.3597,6516942.0
2020-03-26,43.1146,47.5939,42.8295,45.6227,6014909.0
2020-03-27,43.685,45.5807,41.9823,43.8863,4191468.0
2020-03-28,43.685,45.5807,41.9823,43.8863,4191468.0
2020-03-29,43.685,45.5807,41.9823,43.8863,4191468.0
2020-03-30,42.5023,46.0756,40.8415,45.4298,5207896.0
2020-03-31,46.7299,47.3926,43.6599,45.002,4743844.0
2020-04-01,43.1734,43.4921,41.1351,41.5293,4143185.0
2020-04-02,43.1985,47.057,41.9906,43.3831,5169006.0
2020-04-03,44.4567,44.7503,42.2255,43.2992,3587494.0
2020-04-04,44.4567,44.7503,42.2255,43.2992,3587494.0
2020-04-05,44.4567,44.7503,42.2255,43.2992,3587494.0
2020-04-06,45.371,48.5921,44.8216,48.1643,5347793.0
2020-04-07,50.471,51.6369,48.6592,49.1792,5281147.0
2020-04-08,50.0096,53.8514,49.8167,53.432,3754830.0
2020-04-09,56.2923,56.5691,49.8251,51.6034,5316775.0
2020-04-10,56.2923,56.5691,49.8251,51.6034,5316775.0
2020-04-11,56.2923,56.5691,49.8251,51.6034,5316775.0
2020-04-12,56.2923,56.5691,49.8251,51.6034,5316775.0
2020-04-13,52.9287,53.5158,51.1504,51.6369,3438279.0
2020-04-14,51.8466,52.3499,50.3955,51.2259,3496922.0
2020-04-15,48.9108,48.9863,46.1847,47.3674,4093093.0
2020-04-16,46.948,47.3003,44.5909,44.9013,4363342.0
2020-04-17,46.0924,50.0684,45.8324,49.9341,5601686.0
2020-04-18,46.0924,50.0684,45.8324,49.9341,5601686.0
2020-04-19,46.0924,50.0684,45.8324,49.9341,5601686.0
2020-04-20,47.812,50.5591,47.4009,48.7514,3468482.0
2020-04-21,46.5621,48.6508,45.6395,47.6442,3287125.0
2020-04-22,50.0516,50.2193,48.1055,48.8018,3073447.0
2020-04-23,50.3871,50.8652,48.9527,50.3032,3419823.0
2020-04-24,51.1672,51.6831,49.9345,50.7729,3400340.0
2020-04-25,51.1672,51.6831,49.9345,50.7729,3400340.0
2020-04-26,51.1672,51.6831,49.9345,50.7729,3400340.0
2020-04-27,50.8736,53.7885,50.4713,53.2558,3234507.0
2020-04-28,54.6482,56.762,53.8765,56.4852,3851930.0
2020-04-29,58.7164,61.9039,58.297,61.6523,5191398.0
2020-04-30,61.6607,63.4402,60.4024,61.3755,5993424.0
2020-05-01,59.1778,59.8656,54.7405,55.6632,6626638.0
2020-05-02,59.1778,59.8656,54.7405,55.6632,6626638.0
2020-05-03,59.1778,59.8656,54.7405,55.6632,6626638.0
2020-05-04,55.3696,62.4156,55.1096,61.6355,7575846.0
2020-05-05,63.3299,64.3952,61.9962,63.0782,6934417.0
2020-05-06,63.5983,63.9925,60.2431,60.3186,5971967.0
2020-05-07,61.8955,63.4389,60.8386,61.4929,3588376.0
2020-05-08,62.6001,64.9572,61.8871,64.6384,3278985.0
2020-05-09,62.6001,64.9572,61.8871,64.6384,3278985.0
2020-05-10,62.6001,64.9572,61.8871,64.6384,3278985.0
2020-05-11,63.8835,65.2046,63.6235,64.3113,3442156.0
2020-05-12,64.6887,64.8984,61.6439,61.6774,3117400.0
2020-05-13,61.2329,61.5348,59.1526,59.5804,3687456.0
2020-05-14,58.3809,61.0567,56.9298,60.1844,3159700.0
