,IP US Equity,IP US Equity,IP US Equity,IP US Equity,IP US Equity
2020-03-03,29.8552,30.7031,28.7483,29.0937,3869566.0
2020-03-04,29.5805,29.8435,29.133,29.7689,3503486.0
2020-03-05,28.8504,29.345,28.4029,28.6777,3016510.0
2020-03-06,27.665,28.3008,27.3745,28.0339,4050085.0
2020-03-07,27.665,28.3008,27.3745,28.0339,4050085.0
2020-03-08,27.665,28.3008,27.3745,28.0339,4050085.0
2020-03-09,26.1027,26.6837,24.9566,25.3412,4441782.0
2020-03-10,26.456,26.8878,25.3412,26.825,4154404.0
2020-03-11,25.9065,26.0713,24.7132,25.302,4733492.0
2020-03-12,23.7711,24.2657,22.4601,22.468,5229888.0
2020-03-13,23.8653,26.2676,23.0018,26.2519,6027353.0
2020-03-14,23.8653,26.2676,23.0018,26.2519,6027353.0
2020-03-15,23.8653,26.2676,23.0018,26.2519,6027353.0
2020-03-16,22.5936,26.1891,22.1382,23.3315,5667996.0
2020-03-17,23.8889,26.3225,22.8212,26.2911,5868037.0
2020-03-18,24.0224,26.2833,23.4336,24.2971,4239519.0
2020-03-19,24.148,24.3521,22.8369,23.6534,3683651.0
2020-03-20,23.6612,24.4777,22.7741,23.1667,5237116.0
2020-03-21,23.6612,24.4777,22.7741,23.1667,5237116.0
2020-03-22,23.6612,24.4777,22.7741,23.1667,5237116.0
2020-03-23,22.7113,23.3315,20.7095,20.7801,6809433.0
2020-03-24,22.0205,22.4915,20.8586,21.9106,4952484.0
2020-03-25,22.0205,23.9517,20.9136,22.6093,5897731.0
2020-03-26,22.8997,24.7053,22.7741,24.3442,4422693.0
2020-03-27,23.5592,24.7917,23.2059,24.0381,3839478.0
2020-03-28,23.5592,24.7917,23.2059,24.0381,3839478.0
2020-03-29,23.5592,24.7917,23.2059,24.0381,3839478.0
2020-03-30,24.0538,24.7681,23.622,24.5954,3238990.0
2020-03-31,24.3992,24.8231,23.7083,24.4384,4565975.0
2020-04-01,23.3001,24.411,22.9861,23.6691,3988239.0
2020-04-02,23.4493,24.6504,23.43,23.9281,3387665.0
2020-04-03,23.6769,24.3285,22.8919,23.0568,3734745.0
2020-04-04,23.6769,24.3285,22.8919,23.0568,3734745.0
2020-04-05,23.6769,24.3285,22.8919,23.0568,3734745.0
2020-04-06,24.2343,24.9644,24.0224,24.7524,6067748.0
2020-04-07,25.5139,25.8672,24.2265,24.25,4242206.0
2020-04-08,24.5169,26.2048,24.4541,26.0007,4117416.0
2020-04-09,26.2911,27.398,26.1891,26.825,4155926.0
2020-04-10,26.2911,27.398,26.1891,26.825,4155926.0
2020-04-11,26.2911,27.398,26.1891,26.825,4155926.0
2020-04-12,26.2911,27.398,26.1891,26.825,4155926.0
2020-04-13,26.7936,27.2253,26.087,27.0134,3835979.0
2020-04-14,27.3823,27.3823,25.7338,26.3618,4200138.0
2020-04-15,25.561,25.7416,24.462,24.9644,4112716.0
2020-04-16,24.9644,25.2313,23.5121,23.9203,4177706.0
2020-04-17,24.5169,25.3726,24.3835,25.0037,6540732.0
2020-04-18,24.5169,25.3726,24.3835,25.0037,6540732.0
2020-04-19,24.5169,25.3726,24.3835,25.0037,6540732.0
2020-04-20,24.7446,24.7721,24.0655,24.1637,3139760.0
2020-04-21,23.5435,24.0616,23.4179,23.6455,3083108.0
2020-04-22,24.0773,24.1951,23.4218,23.5278,3110909.0
2020-04-23,23.8261,24.3285,23.7319,23.9753,3373077.0
2020-04-24,24.3992,24.619,23.9753,24.4384,4175700.0
2020-04-25,24.3992,24.619,23.9753,24.4384,4175700.0
2020-04-26,24.3992,24.619,23.9753,24.4384,4175700.0
2020-04-27,24.5876,25.8908,24.5719,25.7573,4223919.0
2020-04-28,26.5266,28.3754,26.3618,28.0653,8936578.0
2020-04-29,28.8347,29.3214,28.5285,28.6698,4481830.0
2020-04-30,26.299,27.5394,25.9222,26.8878,3882490.0
2020-05-01,26.456,26.6994,25.9536,26.6209,2737816.0
2020-05-02,26.456,26.6994,25.9536,26.6209,2737816.0
2020-05-03,26.456,26.6994,25.9536,26.6209,2737816.0
2020-05-04,26.299,26.4717,25.7809,26.1969,2491875.0
2020-05-05,26.6287,26.6915,25.8829,25.985,3712888.0
2020-05-06,26.1263,26.4089,25.2313,25.2549,3047807.0
2020-05-07,25.6003,26.248,25.4276,25.5924,3140208.0
2020-05-08,26.0478,26.9977,25.9771,26.9663,1931308.0
2020-05-09,26.0478,26.9977,25.9771,26.9663,1931308.0
2020-05-10,26.0478,26.9977,25.9771,26.9663,1931308.0
2020-05-11,26.4638,26.5423,25.8515,25.9614,2112788.0
2020-05-12,26.0556,26.3304,25.1764,25.2156,2083503.0
2020-05-13,25.0979,25.1214,23.8339,24.2186,2586883.0
2020-05-14,23.9281,24.8074,23.3629,24.7838,3146569.0
2020-05-15,24.3442,24.4934,23.8889,24.3756,2727761.0
2020-05-16,24.3442,24.4934,23.8889,24.3756,2727761.0
2020-05-17,24.3442,24.4934,23.8889,24.3756,2727761.0
2020-05-18,25.3412,26.0713,25.2955,25.7495,4006371.0
2020-05-19,25.4982,25.7416,24.8859,25.1293,1765813.0
2020-05-20,25.4354,26.2166,25.408,25.9065,2310274.0
2020-05-21,25.7966,26.4167,25.7495,25.8515,1808375.0
2020-05-22,25.8358,25.9065,25.2549,25.6238,2982787.0
2020-05-23,25.8358,25.9065,25.2549,25.6238,2982787.0
2020-05-24,25.8358,25.9065,25.2549,25.6238,2982787.0
2020-05-25,25.8358,25.9065,25.2549,25.6238,2982787.0
2020-05-26,26.3038,27.5001,26.0884,27.3805,2998509.0
2020-05-27,28.1143,28.7683,27.9149,28.5848,2642524.0
2020-05-28,28.7204,28.8241,27.556,27.9867,2684116.0
2020-05-29,27.7554,27.867,26.886,27.1572,6160690.0
2020-05-30,27.7554,27.867,26.886,27.1572,6160690.0
2020-05-31,27.7554,27.867,26.886,27.1572,6160690.0
2020-06-01,27.1731,27.8989,27.1484,27.6995,2689516.0
2020-06-02,27.8511,28.5769,27.7954,28.0983,2325679.0
2020-06-03,28.7124,29.7094,28.513,29.4462,2729118.0
2020-06-04,29.191,30.1879,28.8321,30.172,2931399.0
2020-06-05,31.2168,32.0941,30.7383,31.1291,3235598.0
2020-06-06,31.2168,32.0941,30.7383,31.1291,3235598.0
2020-06-07,31.2168,32.0941,30.7383,31.1291,3235598.0
2020-06-08,31.2647,31.7432,30.9656,31.6555,2639860.0
2020-06-09,31.0254,31.0653,30.3554,30.5548,2073818.0
2020-06-10,30.3395,30.3873,29.2707,29.3266,2218515.0
2020-06-11,27.9946,28.6008,26.8102,27.0535,3265625.0
2020-06-12,28.3934,28.4094,27.213,27.8511,2418967.0
2020-06-13,28.3934,28.4094,27.213,27.8511,2418967.0
2020-06-14,28.3934,28.4094,27.213,27.8511,2418967.0
2020-06-15,26.894,28.2578,26.6308,27.9627,3290675.0
2020-06-16,28.9916,29.3585,28.1462,28.4811,2849778.0
2020-06-17,28.529,28.7045,27.9787,28.0584,2487342.0
2020-06-18,27.7873,28.3137,27.6517,27.9787,2239724.0
2020-06-19,28.537,28.6167,27.6517,27.8032,8923435.0
2020-06-20,28.537,28.6167,27.6517,27.8032,8923435.0
2020-06-21,28.537,28.6167,27.6517,27.8032,8923435.0
2020-06-22,27.5958,27.6118,26.9339,27.4523,2671964.0
2020-06-23,27.6676,28.0425,27.5161,27.7952,2567416.0
2020-06-24,27.4922,27.4922,26.7345,26.7823,3150497.0
2020-06-25,26.5909,26.9857,25.9927,26.9418,1962059.0
2020-06-26,26.7743,27.0535,26.4473,26.9578,3694317.0
2020-06-27,26.7743,27.0535,26.4473,26.9578,3694317.0
2020-06-28,26.7743,27.0535,26.4473,26.9578,3694317.0
2020-06-29,27.3645,28.2498,27.3007,27.9228,2554231.0
2020-06-30,27.7474,28.3216,27.4682,28.0824,2528278.0
2020-07-01,28.186,28.3615,27.532,27.7633,2343458.0
2020-07-02,28.1222,28.5529,27.9388,28.194,2051998.0
2020-07-03,28.1222,28.5529,27.9388,28.194,2051998.0
2020-07-04,28.1222,28.5529,27.9388,28.194,2051998.0
2020-07-05,28.1222,28.5529,27.9388,28.194,2051998.0
2020-07-06,28.8879,29.0953,28.3137,28.6646,2626815.0
2020-07-07,28.3057,28.3695,27.883,28.1063,3249535.0
2020-07-08,27.9946,28.0505,26.9737,27.229,3019974.0
2020-07-09,27.1253,27.229,26.2719,26.4075,2766550.0
2020-07-10,26.5032,27.5879,26.5032,27.548,1975112.0
2020-07-11,26.5032,27.5879,26.5032,27.548,1975112.0
2020-07-12,26.5032,27.5879,26.5032,27.548,1975112.0
2020-07-13,27.5958,28.0584,27.3167,27.6357,2640720.0
2020-07-14,27.6756,28.4413,27.4922,28.2818,3358705.0
2020-07-15,29.175,29.3425,28.5808,28.9597,2717414.0
2020-07-16,28.9517,30.0484,28.8002,29.8211,3511941.0
2020-07-17,29.9487,29.9487,29.3425,29.4462,2411262.0
2020-07-18,29.9487,29.9487,29.3425,29.4462,2411262.0
2020-07-19,29.9487,29.9487,29.3425,29.4462,2411262.0
2020-07-20,29.2229,29.3744,28.8081,28.9916,2101281.0
2020-07-21,28.9118,29.5658,28.9118,29.199,1517818.0
2020-07-22,29.1032,29.3824,28.856,29.2309,1701023.0
2020-07-23,29.1431,29.4143,28.9597,29.2149,1597767.0
2020-07-24,29.3505,29.4701,28.86,28.9677,1370165.0
2020-07-25,29.3505,29.4701,28.86,28.9677,1370165.0
2020-07-26,29.3505,29.4701,28.86,28.9677,1370165.0
2020-07-27,28.9198,29.4462,28.6486,29.3904,2197683.0
2020-07-28,29.2947,29.3744,28.7244,28.848,2550407.0
2020-07-29,29.0075,29.4781,28.7922,29.3106,3134678.0
2020-07-30,29.7253,30.0204,28.2219,28.521,3651234.0
2020-07-31,28.1541,28.3376,27.3965,27.7474,4047941.0
2020-08-01,28.1541,28.3376,27.3965,27.7474,4047941.0
2020-08-02,28.1541,28.3376,27.3965,27.7474,4047941.0
2020-08-03,28.0903,28.4492,27.8032,28.2658,3794527.0
2020-08-04,28.0983,28.4333,27.8909,28.1382,3285924.0
2020-08-05,28.4173,28.7842,28.3615,28.3775,2842609.0
2020-08-06,28.3137,28.6008,28.1222,28.1302,2678690.0
2020-08-07,27.2529,28.3295,27.0535,28.3057,4476253.0
2020-08-08,27.2529,28.3295,27.0535,28.3057,4476253.0
2020-08-09,27.2529,28.3295,27.0535,28.3057,4476253.0
2020-08-10,28.4492,28.9836,28.3416,28.9597,2662236.0
2020-08-11,29.7493,30.5708,29.4342,29.526,3513842.0
2020-08-12,29.7812,29.8769,29.0634,29.2867,2727902.0
2020-08-13,29.0541,29.6689,28.9733,29.5152,2755145.0
2020-08-14,29.2806,30.227,29.1916,30.1461,3031360.0
2020-08-15,29.2806,30.227,29.1916,30.1461,3031360.0
2020-08-16,29.2806,30.227,29.1916,30.1461,3031360.0
2020-08-17,30.1623,30.1623,29.5435,29.6284,1830314.0
2020-08-18,29.5071,29.7336,29.2644,29.313,1749956.0
2020-08-19,29.3939,29.8145,29.1997,29.2806,1596294.0
2020-08-20,28.9166,29.1431,28.6902,28.86,1606078.0
2020-08-21,28.5526,28.771,28.1563,28.4556,2642357.0
2020-08-22,28.5526,28.771,28.1563,28.4556,2642357.0
2020-08-23,28.5526,28.771,28.1563,28.4556,2642357.0
2020-08-24,28.9247,30.2674,28.8843,30.1461,3019697.0
2020-08-25,30.2917,30.3564,29.2722,29.2887,1921622.0
2020-08-26,29.1916,29.313,28.9288,29.2564,1550181.0
2020-08-27,29.2806,29.8185,29.2644,29.6042,1754786.0
2020-08-28,29.685,30.0167,29.5799,29.8711,1692110.0
2020-08-29,29.685,30.0167,29.5799,29.8711,1692110.0
2020-08-30,29.685,30.0167,29.5799,29.8711,1692110.0
2020-08-31,29.863,29.863,29.2321,29.3372,2796784.0
2020-09-01,29.2968,30.3564,29.0622,30.3483,3303406.0
2020-09-02,30.4292,31.4403,30.1981,31.416,5364032.0
2020-09-03,31.4726,31.9822,30.5991,31.0116,4098653.0
2020-09-04,31.5859,31.8285,31.0417,31.5697,3878020.0
2020-09-05,31.5859,31.8285,31.0417,31.5697,3878020.0
2020-09-06,31.5859,31.8285,31.0417,31.5697,3878020.0
2020-09-07,31.5859,31.8285,31.0417,31.5697,3878020.0
2020-09-08,31.4484,31.5778,30.1421,30.1785,4609304.0
2020-09-09,30.6638,31.3028,30.3807,30.9711,3006836.0
2020-09-10,31.0844,31.327,30.6961,30.7123,2378606.0
2020-09-11,30.8741,31.6587,30.6638,31.4807,2383134.0
2020-09-12,30.8741,31.6587,30.6638,31.4807,2383134.0
2020-09-13,30.8741,31.6587,30.6638,31.4807,2383134.0
2020-09-14,31.8447,33.147,31.7638,32.9933,5252506.0
2020-09-15,33.1631,33.7779,32.9771,33.697,3949595.0
2020-09-16,33.8992,34.2794,33.5029,33.9073,3537232.0
2020-09-17,33.4624,34.8617,33.0903,34.6919,4556729.0
2020-09-18,34.4411,34.8456,33.9639,34.0124,4662173.0
2020-09-19,34.4411,34.8456,33.9639,34.0124,4662173.0
2020-09-20,34.4411,34.8456,33.9639,34.0124,4662173.0
2020-09-21,33.2521,33.5595,32.5646,33.1955,2833341.0
2020-09-22,33.058,33.333,32.6103,32.9852,1976328.0
2020-09-23,32.9528,33.0135,31.7234,31.7638,3045981.0
2020-09-24,31.8528,32.3138,31.3028,31.7153,1960499.0
2020-09-25,31.3513,33.5757,31.0439,33.2926,6106463.0
2020-09-26,31.3513,33.5757,31.0439,33.2926,6106463.0
2020-09-27,31.3513,33.5757,31.0439,33.2926,6106463.0
2020-09-28,33.5757,33.7779,32.9003,33.3006,3374410.0
2020-09-29,33.3734,33.3734,32.1925,32.5808,2808480.0
2020-09-30,32.6374,33.1712,32.516,32.7911,2483344.0
2020-10-01,32.9933,33.2935,32.2208,32.3138,2721325.0
2020-10-02,31.7962,32.9771,31.6668,32.7425,2809325.0
2020-10-03,31.7962,32.9771,31.6668,32.7425,2809325.0
2020-10-04,31.7962,32.9771,31.6668,32.7425,2809325.0
2020-10-05,33.2036,33.8264,33.058,33.5109,2410416.0
2020-10-06,33.5676,33.7617,32.8639,32.8962,2674438.0
2020-10-07,33.2359,33.9558,33.1348,33.8183,2810319.0
2020-10-08,33.8183,34.3845,33.8021,34.3683,2069757.0
2020-10-09,35.2257,35.7515,34.5139,34.5139,4655123.0
2020-10-10,35.2257,35.7515,34.5139,34.5139,4655123.0
2020-10-11,35.2257,35.7515,34.5139,34.5139,4655123.0
2020-10-12,35.5412,36.4147,35.072,35.9699,4521764.0
2020-10-13,35.6544,36.1074,35.161,35.5978,2726152.0
2020-10-14,35.8081,36.3824,35.8081,36.1235,2919293.0
2020-10-15,35.6625,36.892,35.5614,36.8434,3760906.0
2020-10-16,37.4986,37.8626,37.0618,37.6442,4910443.0
2020-10-17,37.4986,37.8626,37.0618,37.6442,4910443.0
2020-10-18,37.4986,37.8626,37.0618,37.6442,4910443.0
2020-10-19,37.8302,38.0405,37.4986,37.7655,3224217.0
2020-10-20,38.1861,38.267,37.3045,37.531,2846671.0
2020-10-21,37.442,38.0647,37.2721,37.5957,2366387.0
2020-10-22,37.4743,37.7736,37.2479,37.6846,1754933.0
2020-10-23,37.8626,38.1619,37.4663,37.531,1954043.0
2020-10-24,37.8626,38.1619,37.4663,37.531,1954043.0
2020-10-25,37.8626,38.1619,37.4663,37.531,1954043.0
2020-10-26,36.9567,37.2517,36.3339,36.6331,2457928.0
2020-10-27,36.5442,36.6331,35.8647,35.889,2704934.0
2020-10-28,35.1853,35.525,34.5382,34.7808,3555053.0
2020-10-29,34.5948,35.8647,34.3605,35.4603,2988740.0
2020-10-30,35.3713,35.7013,34.9345,35.3875,2553014.0
2020-10-31,35.3713,35.7013,34.9345,35.3875,2553014.0
2020-11-01,35.3713,35.7013,34.9345,35.3875,2553014.0
2020-11-02,36.0265,36.621,35.6301,36.439,2677459.0
2020-11-03,37.1346,37.8221,36.8434,37.628,2905222.0
2020-11-04,37.1993,37.4986,36.1883,36.4714,2182508.0
2020-11-05,36.803,38.4369,36.6089,37.9273,2751747.0
2020-11-06,38.1052,38.3236,37.2074,37.6038,2015366.0
2020-11-07,38.1052,38.3236,37.2074,37.6038,2015366.0
2020-11-08,38.1052,38.3236,37.2074,37.6038,2015366.0
2020-11-09,39.3024,40.7098,38.2347,38.3075,3768128.0
2020-11-10,38.4773,39.5288,38.1538,39.4884,2993007.0
2020-11-11,39.6421,39.8612,38.8979,39.3671,3285272.0
2020-11-12,38.9545,39.1001,37.531,38.0891,2773878.0
2020-11-13,38.5163,39.3096,38.5163,39.1624,2409127.0
2020-11-14,38.5163,39.3096,38.5163,39.1624,2409127.0
2020-11-15,38.5163,39.3096,38.5163,39.1624,2409127.0
2020-11-16,40.4135,41.0841,39.8656,40.8551,4005789.0
2020-11-17,40.5444,41.3131,40.16,40.9614,5626640.0
2020-11-18,41.0677,41.3867,40.5198,40.528,3022942.0
2020-11-19,40.1846,40.3726,39.6694,40.2582,3474422.0
2020-11-20,40.2254,40.6834,39.8207,40.4217,3369774.0
2020-11-21,40.2254,40.6834,39.8207,40.4217,3369774.0
2020-11-22,40.2254,40.6834,39.8207,40.4217,3369774.0
2020-11-23,40.9941,41.3131,40.7243,40.896,2771044.0
2020-11-24,41.3131,42.5152,41.2967,42.417,2920538.0
2020-11-25,41.9018,42.1554,41.3785,41.7628,2309930.0
2020-11-26,41.9018,42.1554,41.3785,41.7628,2309930.0
2020-11-27,41.4275,41.8773,41.1168,41.4521,920007.0
2020-11-28,41.4275,41.8773,41.1168,41.4521,920007.0
2020-11-29,41.4275,41.8773,41.1168,41.4521,920007.0
2020-11-30,41.3131,41.3952,40.3399,40.4626,3427025.0
2020-12-01,41.0759,41.3785,40.4871,40.7652,2537003.0
2020-12-02,40.6261,41.1377,40.4708,40.7733,1713948.0
2020-12-03,40.6997,40.8469,39.1624,39.4486,4541186.0
2020-12-04,39.8738,40.1191,39.3014,39.9638,4050225.0
2020-12-05,39.8738,40.1191,39.3014,39.9638,4050225.0
2020-12-06,39.8738,40.1191,39.3014,39.9638,4050225.0
2020-12-07,39.9965,39.9965,39.2114,39.8002,3136702.0
2020-12-08,39.5631,40.16,39.4805,40.1437,2124690.0
2020-12-09,40.0701,40.6997,40.0701,40.5117,2646364.0
2020-12-10,40.0782,40.4544,39.6326,39.7757,2118110.0
2020-12-11,39.5549,39.9801,39.3014,39.7675,1853183.0
2020-12-12,39.5549,39.9801,39.3014,39.7675,1853183.0
2020-12-13,39.5549,39.9801,39.3014,39.7675,1853183.0
2020-12-14,40.3399,40.4054,39.2523,39.2605,2506898.0
2020-12-15,39.6612,40.1927,39.5692,40.1927,2397155.0
2020-12-16,40.4054,40.6016,40.1927,40.3236,2229770.0
2020-12-17,40.4381,40.7161,39.9883,40.6834,1982468.0
2020-12-18,40.6834,40.986,40.3236,40.8715,5516143.0
2020-12-19,40.6834,40.986,40.3236,40.8715,5516143.0
2020-12-20,40.6834,40.986,40.3236,40.8715,5516143.0
2020-12-21,40.1764,40.5035,39.5222,40.4626,3462202.0
2020-12-22,40.6752,40.8756,40.3236,40.3972,2166077.0
2020-12-23,40.667,40.8592,40.3154,40.5198,2332212.0
2020-12-24,40.6752,40.7243,40.2295,40.6916,439146.0
2020-12-25,40.6752,40.7243,40.2295,40.6916,439146.0
2020-12-26,40.6752,40.7243,40.2295,40.6916,439146.0
2020-12-27,40.6752,40.7243,40.2295,40.6916,439146.0
2020-12-28,40.896,40.9816,40.3236,40.389,1426552.0
2020-12-29,40.4789,40.5607,39.9147,40.0455,1037960.0
2020-12-30,40.111,40.712,40.111,40.5934,1187354.0
2020-12-31,40.5198,40.7202,40.0701,40.6589,1357116.0
2021-01-01,40.5198,40.7202,40.0701,40.6589,1357116.0
2021-01-02,40.5198,40.7202,40.0701,40.6589,1357116.0
2021-01-03,40.5198,40.7202,40.0701,40.6589,1357116.0
2021-01-04,40.5934,40.8715,39.3627,39.653,2650076.0
2021-01-05,39.8656,41.1004,39.8656,40.6752,2214682.0
2021-01-06,41.6238,43.66,41.2967,43.2103,3536569.0
2021-01-07,43.243,43.409,42.5397,42.5806,2601510.0
2021-01-08,42.7278,42.8586,41.4161,42.0981,2029890.0
2021-01-09,42.7278,42.8586,41.4161,42.0981,2029890.0
2021-01-10,42.7278,42.8586,41.4161,42.0981,2029890.0
2021-01-11,41.6238,43.0385,41.5584,42.6051,2381007.0
2021-01-12,42.646,43.2839,42.349,43.0385,2190812.0
2021-01-13,42.1717,42.4375,41.1372,41.542,3142515.0
2021-01-14,41.5584,41.677,40.8306,40.8715,2417067.0
2021-01-15,40.5689,41.3131,39.9719,41.0923,3529833.0
2021-01-16,40.5689,41.3131,39.9719,41.0923,3529833.0
2021-01-17,40.5689,41.3131,39.9719,41.0923,3529833.0
2021-01-18,40.5689,41.3131,39.9719,41.0923,3529833.0
2021-01-19,41.5747,41.8855,41.1822,41.1986,3012395.0
2021-01-20,41.5666,41.7874,41.1495,41.6974,3334904.0
2021-01-21,41.3131,42.6705,41.2395,42.2453,2961159.0
2021-01-22,41.9427,42.4825,41.4112,42.2208,1574349.0
2021-01-23,41.9427,42.4825,41.4112,42.2208,1574349.0
2021-01-24,41.9427,42.4825,41.4112,42.2208,1574349.0
2021-01-25,42.5233,43.3166,41.4275,42.3843,3463514.0
2021-01-26,42.6542,43.1121,42.2044,42.2371,2005099.0
2021-01-27,41.493,42.1226,40.9124,41.2313,3184057.0
2021-01-28,41.6238,41.8937,40.9246,41.0105,3408283.0
2021-01-29,40.8878,41.6811,40.0047,41.1413,5862754.0
2021-01-30,40.8878,41.6811,40.0047,41.1413,5862754.0
2021-01-31,40.8878,41.6811,40.0047,41.1413,5862754.0
2021-02-01,41.6565,41.8445,39.9392,40.7161,4673620.0
2021-02-02,41.1004,41.6402,40.7161,41.1577,3210968.0
2021-02-03,40.9696,41.6892,40.6834,41.3948,3340158.0
2021-02-04,39.3259,40.0782,38.0093,38.2301,6368735.0
2021-02-05,38.4264,38.8434,38.0666,38.4591,4899349.0
2021-02-06,38.4264,38.8434,38.0666,38.4591,4899349.0
2021-02-07,38.4264,38.8434,38.0666,38.4591,4899349.0
2021-02-08,38.7617,39.1297,38.4264,39.1215,2997643.0
2021-02-09,39.0969,39.4077,38.9932,39.3341,2527984.0
2021-02-10,39.4486,39.7103,38.9906,39.5794,2431702.0
2021-02-11,39.7021,39.7021,38.8843,39.3913,2837841.0
2021-02-12,39.3014,40.5771,39.2523,40.2173,3555721.0
2021-02-13,39.3014,40.5771,39.2523,40.2173,3555721.0
2021-02-14,39.3014,40.5771,39.2523,40.2173,3555721.0
2021-02-15,39.3014,40.5771,39.2523,40.2173,3555721.0
2021-02-16,40.4135,40.5245,39.8002,40.2254,3505726.0
2021-02-17,40.0622,40.4424,39.7648,40.0788,2314909.0
2021-02-18,39.8143,40.2275,39.4838,39.5334,2246711.0
2021-02-19,39.6408,40.5953,39.5251,40.4506,2855226.0
2021-02-20,39.6408,40.5953,39.5251,40.4506,2855226.0
2021-02-21,39.6408,40.5953,39.5251,40.4506,2855226.0
2021-02-22,40.4341,41.0704,40.0788,40.8225,3226192.0
2021-02-23,40.8969,41.6819,40.5168,41.4588,3414245.0
2021-02-24,41.5084,42.2025,41.3183,41.9794,2452145.0
2021-02-25,42.0042,42.5413,41.3431,41.6571,2101816.0
2021-02-26,41.3844,41.7067,40.7068,41.0291,3259074.0
2021-02-27,41.3844,41.7067,40.7068,41.0291,3259074.0
2021-02-28,41.3844,41.7067,40.7068,41.0291,3259074.0
2021-03-01,41.5662,42.9049,41.4505,42.7727,4330133.0
2021-03-02,42.9215,43.5082,42.6405,43.1942,4260815.0
2021-03-03,43.3842,44.4089,43.1446,43.9792,3934161.0
2021-03-04,43.8635,44.4916,42.3567,43.0124,3159221.0
2021-03-05,43.5165,44.8965,43.2024,44.7477,3152958.0
2021-03-06,43.5165,44.8965,43.2024,44.7477,3152958.0
2021-03-07,43.5165,44.8965,43.2024,44.7477,3152958.0
2021-03-08,44.5866,47.0864,44.5866,46.0286,5422388.0
2021-03-09,45.4006,46.1939,45.1031,45.2766,3369362.0
2021-03-10,45.0618,45.7063,44.4585,45.1361,4157318.0
2021-03-11,45.1609,45.3345,44.3263,44.5494,4268234.0
2021-03-12,44.6238,44.9295,44.4461,44.6403,3527573.0
2021-03-13,44.6238,44.9295,44.4461,44.6403,3527573.0
2021-03-14,44.6238,44.9295,44.4461,44.6403,3527573.0
2021-03-15,44.6321,44.7237,43.5603,44.1693,3628093.0
2021-03-16,44.0123,44.0867,43.1446,43.8387,2594676.0
2021-03-17,43.7478,44.8965,43.7065,44.756,2553116.0
2021-03-18,45.1444,45.508,44.3924,44.5577,2175169.0
2021-03-19,44.4337,45.0039,43.9875,44.2767,10202983.0
2021-03-20,44.4337,45.0039,43.9875,44.2767,10202983.0
2021-03-21,44.4337,45.0039,43.9875,44.2767,10202983.0
2021-03-22,43.7644,43.7644,42.7479,43.4917,4225140.0
2021-03-23,43.2272,43.6074,42.3348,42.5909,2658578.0
2021-03-24,42.9049,44.1114,42.9049,43.1363,3052567.0
2021-03-25,43.3677,45.0452,43.2562,44.9048,2833833.0
2021-03-26,45.3675,45.5906,44.723,45.5411,2237266.0
2021-03-27,45.3675,45.5906,44.723,45.5411,2237266.0
2021-03-28,45.3675,45.5906,44.723,45.5411,2237266.0
2021-03-29,45.4502,45.8633,44.8056,45.0618,2141029.0
2021-03-30,44.9957,45.4873,44.7073,45.4502,2537172.0
2021-03-31,45.3014,45.6815,44.6568,44.6816,3298271.0
2021-04-01,44.6321,44.8717,44.0701,44.8634,2545932.0
2021-04-02,44.6321,44.8717,44.0701,44.8634,2545932.0
2021-04-03,44.6321,44.8717,44.0701,44.8634,2545932.0
2021-04-04,44.6321,44.8717,44.0701,44.8634,2545932.0
2021-04-05,45.4088,45.5163,44.88,45.2022,2749191.0
2021-04-06,44.9791,45.7559,44.9791,45.6154,2432659.0
2021-04-07,45.9294,46.0782,45.2518,45.4006,2155773.0
2021-04-08,44.7643,45.3221,44.5807,45.1361,1910444.0
2021-04-09,45.5245,45.7146,44.8717,45.4006,1610452.0
2021-04-10,45.5245,45.7146,44.8717,45.4006,1610452.0
2021-04-11,45.5245,45.7146,44.8717,45.4006,1610452.0
2021-04-12,45.4915,46.2683,45.4915,46.2269,2691320.0
2021-04-13,45.946,46.0947,45.1527,45.6815,1823308.0
2021-04-14,45.4997,46.1112,45.4502,45.9873,2431180.0
2021-04-15,46.2765,47.1029,45.9881,46.8302,2914407.0
2021-04-16,47.2021,47.5846,46.9294,47.4086,2920824.0
2021-04-17,47.2021,47.5846,46.9294,47.4086,2920824.0
2021-04-18,47.2021,47.5846,46.9294,47.4086,2920824.0
2021-04-19,47.5904,47.6566,46.8153,47.2516,1800783.0
2021-04-20,47.2103,47.4004,46.0865,46.6153,1905667.0
2021-04-21,46.5162,47.2021,46.5162,47.0285,1296242.0
2021-04-22,47.1112,47.1359,46.1774,46.1774,2676057.0
2021-04-23,46.3839,46.9707,46.2187,46.9211,2854468.0
2021-04-24,46.3839,46.9707,46.2187,46.9211,2854468.0
2021-04-25,46.3839,46.9707,46.2187,46.9211,2854468.0
2021-04-26,47.0698,47.5409,46.7558,47.0368,1783427.0
2021-04-27,46.4583,47.4293,46.3302,47.1773,2480351.0
2021-04-28,47.3921,48.0449,47.2021,47.6483,4251565.0
2021-04-29,48.1441,48.7143,47.2434,48.0119,2690532.0
2021-04-30,47.7392,48.3672,47.5904,47.9293,2632331.0
2021-05-01,47.7392,48.3672,47.5904,47.9293,2632331.0
2021-05-02,47.7392,48.3672,47.5904,47.9293,2632331.0
2021-05-03,48.2681,49.1234,48.1772,48.706,2093228.0
