,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity
2022-05-30,54.8191,56.3394,52.9418,53.6927,27659.0
2022-05-31,53.4363,54.2239,52.9509,54.2239,71607.0
2022-06-01,53.6011,53.9217,52.0535,53.8484,23531.0
2022-06-02,54.0682,55.3686,53.2806,55.3686,15228.0
2022-06-03,54.0865,54.5902,53.9583,54.2422,19790.0
2022-06-04,54.0865,54.5902,53.9583,54.2422,19790.0
2022-06-05,54.0865,54.5902,53.9583,54.2422,19790.0
2022-06-06,54.3521,55.5793,54.3521,55.4053,28019.0
2022-06-07,54.9395,56.2478,54.7596,56.0646,23287.0
2022-06-08,55.4785,55.4785,54.4345,55.0939,23363.0
2022-06-09,55.799,59.3886,55.799,58.2808,30566.0
2022-06-10,57.8321,59.54,57.6947,58.3449,29175.0
2022-06-11,57.8321,59.54,57.6947,58.3449,29175.0
2022-06-12,57.8321,59.54,57.6947,58.3449,29175.0
2022-06-13,57.4383,57.4383,54.5719,54.8466,31399.0
2022-06-14,54.929,55.3778,53.6103,54.1964,33154.0
2022-06-15,54.6543,55.2038,53.3905,55.0206,59580.0
2022-06-16,53.7792,53.7792,51.8152,52.825,51989.0
2022-06-17,54.4648,54.6593,53.0937,54.0849,96409.0
2022-06-18,54.4648,54.6593,53.0937,54.0849,96409.0
2022-06-19,54.4648,54.6593,53.0937,54.0849,96409.0
2022-06-20,54.4648,54.6593,53.0937,54.0849,96409.0
2022-06-21,55.2986,55.7525,53.9722,55.7155,72474.0
2022-06-22,54.9373,55.1967,54.122,55.0114,75450.0
2022-06-23,55.104,57.9482,55.104,57.7165,35337.0
2022-06-24,58.365,60.6163,58.0871,59.5787,156388.0
2022-06-25,58.365,60.6163,58.0871,59.5787,156388.0
2022-06-26,58.365,60.6163,58.0871,59.5787,156388.0
2022-06-27,60.0419,61.3111,59.2822,60.4866,27651.0
2022-06-28,60.4958,61.5612,58.0315,58.0779,15037.0
2022-06-29,58.3465,58.3558,57.5081,58.328,19226.0
2022-06-30,57.7073,58.5133,57.0819,57.7073,35192.0
2022-07-01,57.5498,58.4947,57.1977,58.4484,14562.0
2022-07-02,57.5498,58.4947,57.1977,58.4484,14562.0
2022-07-03,57.5498,58.4947,57.1977,58.4484,14562.0
2022-07-04,57.5498,58.4947,57.1977,58.4484,14562.0
2022-07-05,57.6332,57.6332,55.486,57.1607,19880.0
2022-07-06,57.5266,57.5266,55.7433,56.6326,13842.0
2022-07-07,57.3923,57.7258,56.8596,56.9847,15124.0
2022-07-08,55.7803,57.1607,55.7525,56.1138,22372.0
2022-07-09,55.7803,57.1607,55.7525,56.1138,22372.0
2022-07-10,55.7803,57.1607,55.7525,56.1138,22372.0
2022-07-11,56.1138,57.1144,55.9471,57.1144,34796.0
2022-07-12,57.1144,58.152,57.1144,57.6424,31047.0
2022-07-13,57.5683,57.5683,57.0958,57.2348,18650.0
2022-07-14,56.9291,57.4108,55.5487,57.3923,15111.0
2022-07-15,58.5411,58.9486,57.6356,58.1705,21654.0
2022-07-16,58.5411,58.9486,57.6356,58.1705,21654.0
2022-07-17,58.5411,58.9486,57.6356,58.1705,21654.0
2022-07-18,58.9765,59.1062,58.189,58.4021,14897.0
2022-07-19,59.0228,61.1675,59.0228,60.6626,11847.0
2022-07-20,61.1258,61.1258,60.3754,60.9405,7597.0
2022-07-21,61.0887,62.5247,61.0887,62.5247,8870.0
2022-07-22,62.6451,63.0157,62.0986,62.6174,12117.0
2022-07-23,62.6451,63.0157,62.0986,62.6174,12117.0
2022-07-24,62.6451,63.0157,62.0986,62.6174,12117.0
2022-07-25,62.6359,63.6457,62.6359,62.9972,14675.0
2022-07-26,62.5896,62.5896,61.7465,61.8484,12763.0
2022-07-27,61.9318,63.5438,61.9318,63.2751,9604.0
2022-07-28,63.6272,64.1738,63.3492,64.1738,14383.0
2022-07-29,64.3313,64.813,64.3313,64.6833,13524.0
2022-07-30,64.3313,64.813,64.3313,64.6833,13524.0
2022-07-31,64.3313,64.813,64.3313,64.6833,13524.0
2022-08-01,64.3961,65.305,64.2432,64.6277,16563.0
2022-08-02,64.8223,64.8223,63.4975,64.007,9692.0
2022-08-03,64.4887,64.4887,63.377,63.8402,14923.0
2022-08-04,63.5901,63.5901,62.4228,63.0528,15997.0
2022-08-05,62.6822,63.0435,62.3857,62.7378,8216.0
2022-08-06,62.6822,63.0435,62.3857,62.7378,8216.0
2022-08-07,62.6822,63.0435,62.3857,62.7378,8216.0
2022-08-08,63.1084,63.9885,63.1084,63.8958,6326.0
2022-08-09,63.9792,64.4517,63.7291,64.3405,20624.0
2022-08-10,64.8037,65.9572,64.6648,64.8408,14816.0
2022-08-11,65.3133,65.8413,64.9149,65.795,14716.0
2022-08-12,65.9432,66.2397,65.443,66.1841,13595.0
2022-08-13,65.9432,66.2397,65.443,66.1841,13595.0
2022-08-14,65.9432,66.2397,65.443,66.1841,13595.0
2022-08-15,66.3509,66.3509,65.0353,65.6375,15913.0
2022-08-16,65.5171,66.0729,65.48,65.9154,13949.0
2022-08-17,65.3133,65.3133,64.5907,65.0631,12993.0
2022-08-18,64.8501,65.5356,64.5629,65.5356,13385.0
2022-08-19,65.0075,65.0075,64.3869,64.7667,15682.0
2022-08-20,65.0075,65.0075,64.3869,64.7667,15682.0
2022-08-21,65.0075,65.0075,64.3869,64.7667,15682.0
2022-08-22,64.1552,64.3961,63.8402,64.146,13931.0
2022-08-23,64.4702,64.4702,63.5901,63.5994,9829.0
2022-08-24,63.6735,64.2247,63.1454,63.2844,9248.0
2022-08-25,63.7939,63.9236,63.3307,63.8402,10540.0
2022-08-26,63.9236,63.9236,61.8577,61.8577,13274.0
2022-08-27,63.9236,63.9236,61.8577,61.8577,13274.0
2022-08-28,63.9236,63.9236,61.8577,61.8577,13274.0
2022-08-29,61.8577,62.0986,61.1443,61.7465,8212.0
2022-08-30,62.0522,62.4043,61.0795,62.0986,15583.0
2022-08-31,62.4135,62.4135,60.3754,60.468,40703.0
2022-09-01,60.7738,61.3574,59.0228,59.0228,36916.0
2022-09-02,60.3291,61.237,59.9678,60.4032,15425.0
2022-09-03,60.3291,61.237,59.9678,60.4032,15425.0
2022-09-04,60.3291,61.237,59.9678,60.4032,15425.0
2022-09-05,60.3291,61.237,59.9678,60.4032,15425.0
2022-09-06,60.5514,60.5514,59.3841,59.9029,15134.0
2022-09-07,59.8566,61.237,59.8566,61.2184,12518.0
2022-09-08,61.2184,61.2184,59.764,60.7274,14030.0
2022-09-09,61.2833,61.6724,60.3291,61.6539,14519.0
2022-09-10,61.2833,61.6724,60.3291,61.6539,14519.0
2022-09-11,61.2833,61.6724,60.3291,61.6539,14519.0
2022-09-12,62.2375,63.0528,62.0337,62.219,14845.0
2022-09-13,61.4871,61.6956,60.5051,60.7367,23465.0
2022-09-14,61.1629,61.1629,59.4582,60.2642,31170.0
2022-09-15,60.0768,60.8547,60.0768,60.6391,18946.0
2022-09-16,60.3767,60.3767,57.7712,59.477,65310.0
2022-09-17,60.3767,60.3767,57.7712,59.477,65310.0
2022-09-18,60.3767,60.3767,57.7712,59.477,65310.0
2022-09-19,59.0458,62.4574,59.0458,62.4574,24499.0
2022-09-20,62.0731,62.0731,59.3645,59.9081,27305.0
2022-09-21,60.2361,61.1968,59.7019,60.133,26126.0
2022-09-22,61.0703,61.0703,58.0805,58.3054,34461.0
2022-09-23,58.0055,58.0055,56.7309,57.5931,30137.0
2022-09-24,58.0055,58.0055,56.7309,57.5931,30137.0
2022-09-25,58.0055,58.0055,56.7309,57.5931,30137.0
2022-09-26,57.6494,58.2773,57.0683,57.4994,31473.0
2022-09-27,57.9118,58.3617,55.3959,55.878,25779.0
2022-09-28,56.3185,57.565,56.0936,57.2182,17006.0
2022-09-29,56.5528,56.5528,55.0813,55.8874,19408.0
2022-09-30,56.1123,57.6025,56.1123,56.9839,26099.0
2022-10-01,56.1123,57.6025,56.1123,56.9839,26099.0
2022-10-02,56.1123,57.6025,56.1123,56.9839,26099.0
2022-10-03,57.9774,58.596,57.9774,58.5022,11103.0
2022-10-04,59.0458,60.6391,59.0458,60.6391,18142.0
2022-10-05,60.2268,61.0328,59.2802,60.6954,17530.0
2022-10-06,60.6954,60.6954,59.2989,59.5145,19166.0
2022-10-07,59.1208,59.1208,58.0336,58.2117,16281.0
2022-10-08,59.1208,59.1208,58.0336,58.2117,16281.0
2022-10-09,59.1208,59.1208,58.0336,58.2117,16281.0
2022-10-10,58.5022,59.5894,58.5022,59.2333,15896.0
2022-10-11,59.3832,61.2858,58.9896,61.2483,28620.0
2022-10-12,61.2015,61.2015,59.8331,59.9456,23942.0
2022-10-13,58.8771,59.7488,57.9868,59.4863,21723.0
2022-10-14,59.6738,60.3111,59.6385,59.7863,17710.0
2022-10-15,59.6738,60.3111,59.6385,59.7863,17710.0
2022-10-16,59.6738,60.3111,59.6385,59.7863,17710.0
2022-10-17,60.761,62.2043,60.7048,62.2043,13211.0
2022-10-18,63.0666,64.4537,63.0666,64.4537,16454.0
2022-10-19,64.1632,64.6693,63.0666,63.8914,20756.0
2022-10-20,64.3787,64.3787,62.8042,63.3665,16790.0
2022-10-21,64.1913,66.4313,63.8567,66.2813,23300.0
2022-10-22,64.1913,66.4313,63.8567,66.2813,23300.0
2022-10-23,64.1913,66.4313,63.8567,66.2813,23300.0
2022-10-24,66.4969,67.6028,65.9158,67.3872,20765.0
2022-10-25,67.0123,68.3456,66.45,68.0246,19043.0
2022-10-26,68.4463,68.9805,67.5934,67.659,19811.0
2022-10-27,68.3807,68.6525,66.5531,66.9186,18323.0
2022-10-28,67.3404,69.2711,67.0873,69.0461,17870.0
2022-10-29,67.3404,69.2711,67.0873,69.0461,17870.0
2022-10-30,67.3404,69.2711,67.0873,69.0461,17870.0
2022-10-31,68.4182,68.4182,66.1876,66.3657,24030.0
2022-11-01,66.6562,66.8436,65.6346,66.0564,17879.0
2022-11-02,65.3722,67.331,65.2691,65.316,19646.0
2022-11-03,64.8005,66.3619,64.8005,66.2344,15203.0
2022-11-04,67.003,69.093,67.003,69.093,10203.0
2022-11-05,67.003,69.093,67.003,69.093,10203.0
2022-11-06,67.003,69.093,67.003,69.093,10203.0
2022-11-07,69.1211,70.0677,68.7181,69.8241,19646.0
2022-11-08,70.0115,70.4707,69.1774,69.3836,20214.0
2022-11-09,69.571,69.7584,67.8746,68.2026,19208.0
2022-11-10,70.3864,71.1643,70.0302,70.302,21107.0
2022-11-11,70.2927,70.9497,69.6272,70.6863,19533.0
2022-11-12,70.2927,70.9497,69.6272,70.6863,19533.0
2022-11-13,70.2927,70.9497,69.6272,70.6863,19533.0
2022-11-14,70.2927,72.8982,70.2927,71.8766,17997.0
2022-11-15,72.1671,73.6855,72.1671,72.4296,11794.0
2022-11-16,72.5139,72.5139,71.258,72.3733,17654.0
2022-11-17,71.9797,72.214,71.2487,72.214,10217.0
2022-11-18,72.9357,72.9544,72.3921,72.6733,12334.0
2022-11-19,72.9357,72.9544,72.3921,72.6733,12334.0
2022-11-20,72.9357,72.9544,72.3921,72.6733,12334.0
2022-11-21,72.6545,73.1981,72.3565,73.0575,15141.0
2022-11-22,73.6573,75.1148,73.6573,74.4915,19278.0
2022-11-23,75.1007,75.1288,73.6292,74.2384,10835.0
2022-11-24,75.1007,75.1288,73.6292,74.2384,10835.0
2022-11-25,74.0416,74.4118,73.9104,74.1728,3486.0
2022-11-26,74.0416,74.4118,73.9104,74.1728,3486.0
2022-11-27,74.0416,74.4118,73.9104,74.1728,3486.0
2022-11-28,73.5917,73.5917,72.7201,72.7201,9489.0
2022-11-29,72.7389,73.3762,72.7389,73.0481,7453.0
2022-11-30,72.9076,72.9076,67.4528,70.4239,67909.0
2022-12-01,70.7613,71.7173,70.5176,71.6048,28148.0
2022-12-02,71.7829,73.4699,71.3049,73.2168,22179.0
2022-12-03,71.7829,73.4699,71.3049,73.2168,22179.0
2022-12-04,71.7829,73.4699,71.3049,73.2168,22179.0
2022-12-05,72.767,72.767,70.9066,71.8672,17916.0
2022-12-06,72.364,72.6733,71.9984,72.6545,15945.0
2022-12-07,73.1606,73.3199,72.2805,72.4296,18873.0
2022-12-08,71.183,71.6704,68.4932,69.1774,27329.0
2022-12-09,69.3554,69.3554,67.9496,68.3057,18254.0
2022-12-10,69.3554,69.3554,67.9496,68.3057,18254.0
2022-12-11,69.3554,69.3554,67.9496,68.3057,18254.0
2022-12-12,68.137,70.7051,67.3029,70.3583,18199.0
2022-12-13,71.3892,71.8485,69.168,69.8615,44290.0
2022-12-14,69.3836,72.064,69.3836,71.811,21950.0
2022-12-15,71.8299,71.8299,69.5775,69.975,13197.0
2022-12-16,69.2179,70.505,69.0949,70.0318,44989.0
2022-12-17,69.2179,70.505,69.0949,70.0318,44989.0
2022-12-18,69.2179,70.505,69.0949,70.0318,44989.0
2022-12-19,70.6469,70.6469,69.6249,70.1075,10525.0
2022-12-20,70.5712,71.6596,70.5428,70.5996,16282.0
2022-12-21,71.4798,72.9088,70.9593,72.6438,23330.0
2022-12-22,72.1611,72.1611,71.2716,71.9246,11251.0
2022-12-23,71.9246,73.2211,71.9246,72.9372,10673.0
2022-12-24,71.9246,73.2211,71.9246,72.9372,10673.0
2022-12-25,71.9246,73.2211,71.9246,72.9372,10673.0
2022-12-26,71.9246,73.2211,71.9246,72.9372,10673.0
2022-12-27,73.5618,75.0665,73.3587,74.6501,20928.0
2022-12-28,75.1517,75.1517,72.8709,72.9183,13691.0
2022-12-29,73.893,75.0192,73.893,74.1769,15836.0
2022-12-30,74.6028,74.6028,73.4388,74.035,13170.0
2022-12-31,74.6028,74.6028,73.4388,74.035,13170.0
2023-01-01,74.6028,74.6028,73.4388,74.035,13170.0
2023-01-02,74.6028,74.6028,73.4388,74.035,13170.0
2023-01-03,74.8772,74.8772,73.1217,74.2621,25176.0
2023-01-04,74.934,76.382,74.7069,74.7069,26840.0
2023-01-05,75.1138,75.1138,73.5712,74.6312,35502.0
2023-01-06,75.3126,75.7101,73.6848,73.9214,23643.0
2023-01-07,75.3126,75.7101,73.6848,73.9214,23643.0
2023-01-08,75.3126,75.7101,73.6848,73.9214,23643.0
2023-01-09,74.3851,74.669,74.035,74.1012,18453.0
2023-01-10,74.4703,75.2085,73.5807,75.1801,21179.0
2023-01-11,75.5397,76.4198,75.0665,75.2558,28948.0
2023-01-12,75.5586,77.5366,75.5276,76.9025,27654.0
2023-01-13,76.9593,78.076,76.1549,77.7164,24775.0
2023-01-14,76.9593,78.076,76.1549,77.7164,24775.0
2023-01-15,76.9593,78.076,76.1549,77.7164,24775.0
2023-01-16,76.9593,78.076,76.1549,77.7164,24775.0
2023-01-17,78.1706,78.1706,76.2116,76.3536,18015.0
2023-01-18,76.7416,76.7416,74.953,75.0855,28114.0
2023-01-19,75.2747,76.2353,74.3284,75.2085,19884.0
2023-01-20,75.7195,75.9656,75.076,75.5681,22232.0
2023-01-21,75.7195,75.9656,75.076,75.5681,22232.0
2023-01-22,75.7195,75.9656,75.076,75.5681,22232.0
2023-01-23,75.5492,76.1549,74.423,74.7921,18277.0
2023-01-24,74.3662,75.1517,73.8268,74.7448,10047.0
2023-01-25,74.7448,75.1328,74.0066,75.1328,13232.0
2023-01-26,75.5397,76.3441,75.5397,76.3441,5725.0
2023-01-27,75.9467,76.912,75.8047,75.8047,14065.0
2023-01-28,75.9467,76.912,75.8047,75.8047,14065.0
2023-01-29,75.9467,76.912,75.8047,75.8047,14065.0
2023-01-30,76.1643,77.1107,76.0981,76.2022,18847.0
2023-01-31,76.7038,78.1801,76.5239,77.9814,26699.0
2023-02-01,77.4514,78.5965,76.6375,78.1044,19831.0
2023-02-02,78.218,79.8173,78.2085,79.5902,19204.0
2023-02-03,79.2874,79.3158,78.4924,78.5681,18224.0
2023-02-04,79.2874,79.3158,78.4924,78.5681,18224.0
2023-02-05,79.2874,79.3158,78.4924,78.5681,18224.0
2023-02-06,78.5492,78.6911,78.0192,78.6722,20210.0
2023-02-07,78.1233,78.8899,77.5224,78.5492,21194.0
2023-02-08,77.9151,78.0807,77.0823,77.3,15460.0
2023-02-09,77.934,78.218,75.6817,75.6817,14687.0
2023-02-10,75.9656,76.5334,75.5965,76.1643,10000.0
2023-02-11,75.9656,76.5334,75.5965,76.1643,10000.0
2023-02-12,75.9656,76.5334,75.5965,76.1643,10000.0
2023-02-13,76.382,77.7069,76.1643,77.6028,8656.0
2023-02-14,77.6691,78.6249,77.5366,77.9151,10856.0
2023-02-15,78.1139,79.0224,78.1139,78.9277,14912.0
2023-02-16,78.218,78.7479,78.0192,78.6438,17127.0
2023-02-17,78.8236,79.2874,78.7148,79.0792,12989.0
2023-02-18,78.8236,79.2874,78.7148,79.0792,12989.0
2023-02-19,78.8236,79.2874,78.7148,79.0792,12989.0
2023-02-20,78.8236,79.2874,78.7148,79.0792,12989.0
2023-02-21,78.2937,78.2937,75.3126,75.5019,26704.0
2023-02-22,75.0855,76.8504,75.0855,76.5807,14240.0
2023-02-23,77.0728,77.423,76.6186,77.2527,8646.0
2023-02-24,77.2527,77.3757,76.2022,77.2716,23861.0
2023-02-25,77.2527,77.3757,76.2022,77.2716,23861.0
2023-02-26,77.2527,77.3757,76.2022,77.2716,23861.0
2023-02-27,77.688,78.3599,77.1687,77.3662,19567.0
2023-02-28,77.9246,78.4924,77.3378,77.8678,19406.0
2023-03-01,77.8867,80.3189,77.8867,79.77,20845.0
2023-03-02,77.5366,77.5366,71.7069,72.0287,23901.0
2023-03-03,71.669,73.5618,71.3378,73.2022,17244.0
2023-03-04,71.669,73.5618,71.3378,73.2022,17244.0
2023-03-05,71.669,73.5618,71.3378,73.2022,17244.0
2023-03-06,73.5239,73.5239,70.3299,70.7037,26486.0
2023-03-07,70.7889,70.7889,69.6012,69.9088,23461.0
2023-03-08,70.0791,70.0791,67.9545,68.8299,19911.0
2023-03-09,68.9813,68.9813,67.2684,67.3536,19397.0
2023-03-10,67.5618,67.5618,65.7731,66.4545,21300.0
2023-03-11,67.5618,67.5618,65.7731,66.4545,21300.0
2023-03-12,67.5618,67.5618,65.7731,66.4545,21300.0
2023-03-13,66.2368,67.1548,65.9293,66.7952,27521.0
2023-03-14,68.5271,68.5271,66.2084,66.852,39094.0
2023-03-15,65.546,66.4734,64.8267,65.7163,59016.0
2023-03-16,65.1615,67.9646,64.7788,67.0749,55243.0
2023-03-17,67.0366,67.228,65.8407,67.1897,74959.0
2023-03-18,67.0366,67.228,65.8407,67.1897,74959.0
2023-03-19,67.0366,67.228,65.8407,67.1897,74959.0
2023-03-20,67.8689,69.8589,67.8502,69.3136,54019.0
2023-03-21,70.2894,70.2894,69.5528,69.6006,39228.0
2023-03-22,69.7058,70.4452,69.2083,69.3614,20377.0
2023-03-23,69.7154,70.2368,68.7156,69.2753,18277.0
2023-03-24,69.0457,70.189,68.5578,70.0215,16706.0
2023-03-25,69.0457,70.189,68.5578,70.0215,16706.0
2023-03-26,69.0457,70.189,68.5578,70.0215,16706.0
2023-03-27,70.5095,70.9591,70.4521,70.7008,12808.0
2023-03-28,70.6817,71.6719,70.6817,71.1792,8509.0
2023-03-29,71.935,72.1013,71.1616,71.6766,12987.0
2023-03-30,71.8394,72.4707,71.7723,72.0689,12105.0
2023-03-31,72.8725,73.2074,72.5186,73.2074,15128.0
2023-04-01,72.8725,73.2074,72.5186,73.2074,15128.0
2023-04-02,72.8725,73.2074,72.5186,73.2074,15128.0
2023-04-03,73.4561,73.6283,72.8247,73.1213,12082.0
2023-04-04,73.1882,73.1882,71.3609,71.801,14387.0
2023-04-05,71.8489,72.0305,71.0452,71.7532,12676.0
2023-04-06,71.935,71.935,70.7965,71.0548,19312.0
2023-04-07,71.935,71.935,70.7965,71.0548,19312.0
2023-04-08,71.935,71.935,70.7965,71.0548,19312.0
2023-04-09,71.935,71.935,70.7965,71.0548,19312.0
2023-04-10,71.1792,72.5042,71.1792,72.1837,24341.0
2023-04-11,72.1837,74.9103,72.1454,74.5946,22256.0
2023-04-12,75.1782,75.2643,73.8866,74.4798,8153.0
2023-04-13,74.7094,74.7094,73.8198,74.365,5552.0
2023-04-14,74.5468,74.6711,73.7144,74.2311,14853.0
2023-04-15,74.5468,74.6711,73.7144,74.2311,14853.0
2023-04-16,74.5468,74.6711,73.7144,74.2311,14853.0
2023-04-17,74.2502,74.6709,72.6652,74.298,9091.0
2023-04-18,74.7668,74.8625,74.0206,74.8625,10665.0
2023-04-19,74.8625,75.3313,74.1258,74.7573,14645.0
2023-04-20,75.1208,76.0775,75.1208,76.0584,13044.0
2023-04-21,76.1445,76.7281,75.6566,76.7089,18885.0
2023-04-22,76.1445,76.7281,75.6566,76.7089,18885.0
2023-04-23,76.1445,76.7281,75.6566,76.7089,18885.0
2023-04-24,76.996,77.3691,76.7295,76.8716,11409.0
2023-04-25,76.5367,76.5367,75.073,75.5705,11010.0
2023-04-26,74.9199,75.4469,73.3605,73.724,13144.0
2023-04-27,74.0876,74.7668,73.4274,74.7668,7051.0
2023-04-28,74.6233,75.6279,74.6233,75.3313,11619.0
2023-04-29,74.6233,75.6279,74.6233,75.3313,11619.0
2023-04-30,74.6233,75.6279,74.6233,75.3313,11619.0
2023-05-01,75.8001,75.867,75.4748,75.8096,10256.0
2023-05-02,75.7809,75.7809,73.705,74.8912,17508.0
2023-05-03,75.293,75.5705,74.4321,74.6137,12806.0
2023-05-04,73.9441,73.9441,72.4324,72.5855,17676.0
2023-05-05,72.7099,74.7668,72.7099,74.5755,14519.0
2023-05-06,72.7099,74.7668,72.7099,74.5755,14519.0
2023-05-07,72.7099,74.7668,72.7099,74.5755,14519.0
2023-05-08,74.5755,74.585,73.8675,74.3937,7956.0
2023-05-09,74.0302,74.0971,72.9108,72.9108,12842.0
2023-05-10,73.4274,73.4274,72.0593,72.6621,13853.0
2023-05-11,72.7386,72.7989,71.2557,71.868,10445.0
2023-05-12,72.0211,73.1978,71.9637,73.1978,11958.0
2023-05-13,72.0211,73.1978,71.9637,73.1978,11958.0
2023-05-14,72.0211,73.1978,71.9637,73.1978,11958.0
2023-05-15,73.0926,73.2081,72.3607,72.9491,16086.0
2023-05-16,72.9491,72.9491,69.8398,69.9546,38371.0
2023-05-17,70.6338,70.6338,69.9163,70.0215,60389.0
2023-05-18,70.0215,70.3181,69.6676,69.8398,53970.0
2023-05-19,70.5382,70.8921,69.3614,69.8302,51928.0
2023-05-20,70.5382,70.8921,69.3614,69.8302,51928.0
2023-05-21,70.5382,70.8921,69.3614,69.8302,51928.0
2023-05-22,69.8398,70.6147,69.7776,70.6051,29259.0
2023-05-23,70.0789,71.3035,69.8398,70.8826,33975.0
2023-05-24,70.9878,70.9878,69.2849,69.2849,12515.0
2023-05-25,69.084,69.084,67.6393,67.9168,23880.0
2023-05-26,67.9359,68.6343,67.6585,67.8115,30268.0
2023-05-27,67.9359,68.6343,67.6585,67.8115,30268.0
2023-05-28,67.9359,68.6343,67.6585,67.8115,30268.0
2023-05-29,67.9359,68.6343,67.6585,67.8115,30268.0
2023-05-30,67.802,67.967,66.8644,67.1897,15254.0
2023-05-31,67.6011,67.6011,66.0608,66.9218,44670.0
2023-06-01,67.0844,67.0844,66.1086,66.3573,12960.0
2023-06-02,66.9696,68.3856,66.5965,68.2995,82442.0
2023-06-03,66.9696,68.3856,66.5965,68.2995,82442.0
2023-06-04,66.9696,68.3856,66.5965,68.2995,82442.0
2023-06-05,68.2708,68.4573,66.9314,68.2229,27974.0
2023-06-06,68.4334,69.7345,68.4047,68.7778,30405.0
2023-06-07,69.2179,71.1696,68.8831,70.6721,41822.0
2023-06-08,72.2124,77.0629,71.9254,76.6802,40833.0
2023-06-09,77.283,78.5315,76.5895,77.9048,26532.0
2023-06-10,77.283,78.5315,76.5895,77.9048,26532.0
2023-06-11,77.283,78.5315,76.5895,77.9048,26532.0
2023-06-12,77.9718,78.7085,76.5463,78.3353,25492.0
2023-06-13,78.3353,78.6606,77.2543,77.9909,16332.0
2023-06-14,77.7422,77.9622,76.1445,76.3741,18972.0
2023-06-15,76.1713,77.5523,75.4083,77.3302,20447.0
2023-06-16,77.4558,77.4558,76.5769,77.3689,36220.0
2023-06-17,77.4558,77.4558,76.5769,77.3689,36220.0
2023-06-18,77.4558,77.4558,76.5769,77.3689,36220.0
2023-06-19,77.4558,77.4558,76.5769,77.3689,36220.0
2023-06-20,77.2626,77.2626,75.6015,75.756,13405.0
2023-06-21,75.8815,75.8815,74.0948,74.2494,20052.0
2023-06-22,74.3653,74.3653,72.9359,73.6892,17652.0
2023-06-23,72.9745,74.2203,72.362,72.9939,52756.0
2023-06-24,72.9745,74.2203,72.362,72.9939,52756.0
2023-06-25,72.9745,74.2203,72.362,72.9939,52756.0
2023-06-26,72.9166,73.6409,72.9166,73.0711,15747.0
2023-06-27,72.9166,74.655,72.8104,73.8631,15575.0
2023-06-28,74.259,74.259,72.9214,73.3029,10629.0
2023-06-29,73.3609,74.8578,73.3609,74.2783,7960.0
2023-06-30,74.4425,75.5725,74.4425,74.6067,11766.0
2023-07-01,74.4425,75.5725,74.4425,74.6067,11766.0
2023-07-02,74.4425,75.5725,74.4425,74.6067,11766.0
2023-07-03,75.0317,76.2582,75.0317,76.094,7749.0
2023-07-04,75.0317,76.2582,75.0317,76.094,7749.0
2023-07-05,76.0554,76.0554,73.8727,73.9596,13945.0
2023-07-06,73.9886,73.9886,72.4434,72.791,19055.0
2023-07-07,73.2546,73.9548,72.086,72.424,22818.0
2023-07-08,73.2546,73.9548,72.086,72.424,22818.0
2023-07-09,73.2546,73.9548,72.086,72.424,22818.0
2023-07-10,72.7041,75.1958,72.7041,74.1818,15965.0
2023-07-11,74.5488,75.0896,74.4101,74.9351,10068.0
2023-07-12,75.6304,77.1854,74.8095,76.1906,13820.0
2023-07-13,76.5286,77.195,75.8043,76.8184,9254.0
2023-07-14,76.8184,76.8184,75.8139,76.432,8134.0
2023-07-15,76.8184,76.8184,75.8139,76.432,8134.0
2023-07-16,76.8184,76.8184,75.8139,76.432,8134.0
2023-07-17,76.2968,76.5383,75.7946,75.7946,11602.0
2023-07-18,75.5725,76.7797,75.331,76.6349,14209.0
2023-07-19,76.9439,76.9922,75.9298,76.857,9931.0
2023-07-20,76.9053,77.2626,75.9781,76.1906,24671.0
2023-07-21,76.4127,76.4127,74.7323,74.8868,20307.0
2023-07-22,76.4127,76.4127,74.7323,74.8868,20307.0
2023-07-23,76.4127,76.4127,74.7323,74.8868,20307.0
2023-07-24,74.8482,76.0263,74.3653,75.3021,13909.0
2023-07-25,75.331,76.7701,75.331,76.0361,10098.0
2023-07-26,76.2968,76.2968,75.1669,75.36,8363.0
2023-07-27,75.9395,77.0173,75.9395,76.1423,8946.0
2023-07-28,76.857,77.5668,76.3644,76.3644,7410.0
2023-07-29,76.857,77.5668,76.3644,76.3644,7410.0
2023-07-30,76.857,77.5668,76.3644,76.3644,7410.0
2023-07-31,76.6349,76.9439,75.7946,76.3644,9930.0
2023-08-01,76.4803,77.1467,76.0845,76.7314,7166.0
2023-08-02,76.9246,77.1177,75.6594,75.8429,17560.0
2023-08-03,76.1713,77.2916,75.0896,76.7507,15344.0
2023-08-04,77.3978,77.3978,75.9733,76.2582,9466.0
2023-08-05,77.3978,77.3978,75.9733,76.2582,9466.0
2023-08-06,77.3978,77.3978,75.9733,76.2582,9466.0
2023-08-07,76.065,77.3109,76.065,76.4417,10234.0
2023-08-08,75.6015,75.6015,74.4618,74.5005,6892.0
2023-08-09,75.0317,75.2634,74.7323,75.022,12513.0
2023-08-10,75.4952,75.628,74.4908,75.1089,15020.0
2023-08-11,74.6067,74.7665,74.0755,74.1818,11939.0
2023-08-12,74.6067,74.7665,74.0755,74.1818,11939.0
2023-08-13,74.6067,74.7665,74.0755,74.1818,11939.0
