,PGR US Equity,PGR US Equity,PGR US Equity,PGR US Equity,PGR US Equity
2020-03-01,69.0498,70.018,66.0713,67.4637,7029908.0
2020-03-02,67.8694,72.766,67.8602,72.7383,4671555.0
2020-03-03,72.5631,73.7435,70.2762,71.226,3930595.0
2020-03-04,71.9545,74.8777,71.7424,74.7394,3717090.0
2020-03-05,72.6461,74.6656,72.4063,74.2691,4157784.0
2020-03-06,71.8623,74.6748,71.5764,74.2506,4836079.0
2020-03-07,71.8623,74.6748,71.5764,74.2506,4836079.0
2020-03-08,71.8623,74.6748,71.5764,74.2506,4836079.0
2020-03-09,69.5477,71.4473,67.685,69.4278,6472611.0
2020-03-10,71.2445,71.9268,68.7916,71.89,4653636.0
2020-03-11,69.6584,69.7644,67.5375,69.2619,5388130.0
2020-03-12,64.3376,67.6389,62.8253,64.1993,7255090.0
2020-03-13,67.7127,72.0559,65.4811,71.9914,5919198.0
2020-03-14,67.7127,72.0559,65.4811,71.9914,5919198.0
2020-03-15,67.7127,72.0559,65.4811,71.9914,5919198.0
2020-03-16,62.2628,69.2019,61.4052,67.3161,5809895.0
2020-03-17,69.2619,72.517,67.247,71.2721,6868752.0
2020-03-18,67.5743,68.8727,63.4385,66.5323,4979201.0
2020-03-19,65.7946,66.1635,61.064,61.8202,6030089.0
2020-03-20,61.9677,66.2741,60.1142,62.9636,6943398.0
2020-03-21,61.9677,66.2741,60.1142,62.9636,6943398.0
2020-03-22,61.9677,66.2741,60.1142,62.9636,6943398.0
2020-03-23,61.7833,63.3786,57.3386,61.3683,5880342.0
2020-03-24,64.7065,66.2926,61.894,63.6645,5913125.0
2020-03-25,63.6184,67.1133,62.8069,64.5036,4536418.0
2020-03-26,65.3428,70.6358,64.6512,69.9166,4861681.0
2020-03-27,67.1041,68.9207,66.0251,67.8141,4481936.0
2020-03-28,67.1041,68.9207,66.0251,67.8141,4481936.0
2020-03-29,67.1041,68.9207,66.0251,67.8141,4481936.0
2020-03-30,68.395,70.8479,67.4268,70.2485,4367625.0
2020-03-31,69.5201,69.8981,67.6481,68.0907,3865774.0
2020-04-01,65.8038,67.4084,65.2183,66.726,4397332.0
2020-04-02,66.2741,71.5027,66.1542,70.599,3836411.0
2020-04-03,70.2947,70.7742,69.0885,70.0272,2745934.0
2020-04-04,70.2947,70.7742,69.0885,70.0272,2745934.0
2020-04-05,70.2947,70.7742,69.0885,70.0272,2745934.0
2020-04-06,71.7909,72.4187,68.4021,70.1657,4435294.0
2020-04-07,71.9109,72.5757,69.6302,69.8056,4580982.0
2020-04-08,70.2673,72.5295,68.9192,71.8463,4076358.0
2020-04-09,72.8619,74.5701,72.1325,74.2285,4811819.0
2020-04-10,72.8619,74.5701,72.1325,74.2285,4811819.0
2020-04-11,72.8619,74.5701,72.1325,74.2285,4811819.0
2020-04-12,72.8619,74.5701,72.1325,74.2285,4811819.0
2020-04-13,73.8684,73.8684,70.9783,71.1907,2625311.0
2020-04-14,73.0097,75.2073,72.6865,74.3024,2912498.0
2020-04-15,68.6145,73.9469,67.1094,73.1759,3223844.0
2020-04-16,73.0558,73.7207,71.9109,73.0281,2877770.0
2020-04-17,74.8195,76.5554,73.1858,76.1768,3507681.0
2020-04-18,74.8195,76.5554,73.1858,76.1768,3507681.0
2020-04-19,74.8195,76.5554,73.1858,76.1768,3507681.0
2020-04-20,75.4196,75.8998,74.6717,75.6597,2881678.0
2020-04-21,73.9053,76.1953,73.656,75.0226,4441940.0
2020-04-22,76.2137,76.4907,75.2857,76.1676,2323866.0
2020-04-23,76.3892,76.3892,74.9672,75.355,2667675.0
2020-04-24,75.8813,76.6108,74.681,76.5184,2439619.0
2020-04-25,75.8813,76.6108,74.681,76.5184,2439619.0
2020-04-26,75.8813,76.6108,74.681,76.5184,2439619.0
2020-04-27,76.6385,76.9155,75.9367,76.6015,5399643.0
2020-04-28,77.1832,77.4048,74.7641,74.921,3263959.0
2020-04-29,75.4935,75.4935,73.2405,73.6837,4780564.0
2020-04-30,72.7604,73.2959,70.9691,71.3753,3852553.0
2020-05-01,70.5443,71.2461,69.7225,70.3412,2869109.0
2020-05-02,70.5443,71.2461,69.7225,70.3412,2869109.0
2020-05-03,70.5443,71.2461,69.7225,70.3412,2869109.0
2020-05-04,70.0549,70.2396,69.0762,70.0365,2928818.0
2020-05-05,70.2027,72.5665,70.2027,72.0586,2475826.0
2020-05-06,72.5849,72.7604,70.1011,70.3504,2548699.0
2020-05-07,71.0983,71.56,68.5037,69.187,3725317.0
2020-05-08,69.9441,70.1103,68.2636,68.5776,4333816.0
2020-05-09,69.9441,70.1103,68.2636,68.5776,4333816.0
2020-05-10,69.9441,70.1103,68.2636,68.5776,4333816.0
2020-05-11,68.0051,68.3652,67.4188,67.5619,2808299.0
2020-05-12,67.7373,67.8804,66.1122,66.657,3300758.0
2020-05-13,66.3154,67.8758,65.789,67.1833,3968678.0
2020-05-14,66.7309,68.1898,66.4077,68.0882,4001810.0
2020-05-15,67.9682,70.5813,67.1371,70.3689,5593003.0
2020-05-16,67.9682,70.5813,67.1371,70.3689,5593003.0
2020-05-17,67.9682,70.5813,67.1371,70.3689,5593003.0
2020-05-18,71.3938,71.8647,69.8333,70.7475,3360503.0
2020-05-19,70.2673,71.8924,70.018,70.0549,2610530.0
2020-05-20,70.5628,70.8675,68.9285,69.1501,2902941.0
2020-05-21,68.8084,69.6718,67.1371,69.2701,3899842.0
2020-05-22,69.3994,69.9349,68.5776,68.9931,2165979.0
2020-05-23,69.3994,69.9349,68.5776,68.9931,2165979.0
2020-05-24,69.3994,69.9349,68.5776,68.9931,2165979.0
2020-05-25,69.3994,69.9349,68.5776,68.9931,2165979.0
2020-05-26,70.0826,70.512,68.0143,68.4483,5212724.0
2020-05-27,69.5471,71.3938,68.3883,70.609,4687927.0
2020-05-28,71.3938,71.5231,70.0919,70.7198,2613762.0
2020-05-29,70.886,71.9109,70.5905,71.7262,4412423.0
2020-05-30,70.886,71.9109,70.5905,71.7262,4412423.0
2020-05-31,70.886,71.9109,70.5905,71.7262,4412423.0
2020-06-01,71.7909,72.8342,71.3015,72.3356,1749282.0
2020-06-02,72.548,73.2036,72.2895,73.0189,2205154.0
2020-06-03,73.7114,73.7114,72.2987,73.0466,2288448.0
2020-06-04,72.5665,72.9173,71.6246,72.7604,2766445.0
2020-06-05,74.1731,76.3615,72.7419,75.5951,3837965.0
2020-06-06,74.1731,76.3615,72.7419,75.5951,3837965.0
2020-06-07,74.1731,76.3615,72.7419,75.5951,3837965.0
2020-06-08,75.2811,75.4289,74.3208,75.2627,3052283.0
2020-06-09,74.7918,75.3088,74.0531,74.8102,2468568.0
2020-06-10,74.6163,75.5628,73.813,74.1269,2413791.0
2020-06-11,72.7327,73.1112,70.0088,70.1011,3302477.0
2020-06-12,71.4769,72.271,69.2516,70.729,2344430.0
2020-06-13,71.4769,72.271,69.2516,70.729,2344430.0
2020-06-14,71.4769,72.271,69.2516,70.729,2344430.0
2020-06-15,69.6025,73.416,69.4825,73.2128,3258666.0
2020-06-16,74.9672,75.3458,72.8619,74.2654,3456165.0
2020-06-17,74.6256,75.0318,73.0845,73.1389,2714127.0
2020-06-18,72.8619,75.3919,72.5665,74.6717,2863510.0
2020-06-19,76.7862,76.7862,73.7668,74.7825,4509782.0
2020-06-20,76.7862,76.7862,73.7668,74.7825,4509782.0
2020-06-21,76.7862,76.7862,73.7668,74.7825,4509782.0
2020-06-22,74.367,75.4612,74.1269,74.6256,1869976.0
2020-06-23,75.2719,75.6505,73.8499,73.9238,1786390.0
2020-06-24,73.3052,73.5729,71.2645,71.3661,3611633.0
2020-06-25,71.4769,73.8407,71.3384,73.7761,2242569.0
2020-06-26,73.1112,74.1362,71.4215,71.9201,3733595.0
2020-06-27,73.1112,74.1362,71.4215,71.9201,3733595.0
2020-06-28,73.1112,74.1362,71.4215,71.9201,3733595.0
2020-06-29,72.1325,73.1851,71.9063,72.391,2806329.0
2020-06-30,72.4834,74.3301,72.4003,73.97,2597997.0
2020-07-01,73.8315,74.6071,73.536,73.6837,2970042.0
2020-07-02,74.3208,74.3208,72.7604,73.1574,2493819.0
2020-07-03,74.3208,74.3208,72.7604,73.1574,2493819.0
2020-07-04,74.3208,74.3208,72.7604,73.1574,2493819.0
2020-07-05,74.3208,74.3208,72.7604,73.1574,2493819.0
2020-07-06,74.1374,74.4148,73.2129,73.4255,2312855.0
2020-07-07,73.1297,73.2683,71.8538,72.1312,2559719.0
2020-07-08,72.1682,72.575,70.5595,71.5302,3326515.0
2020-07-09,71.5395,72.085,70.4116,71.9185,2764986.0
2020-07-10,72.3623,74.8493,72.3438,74.6644,2313792.0
2020-07-11,72.3623,74.8493,72.3438,74.6644,2313792.0
2020-07-12,72.3623,74.8493,72.3438,74.6644,2313792.0
2020-07-13,74.8123,75.1821,73.6661,74.2668,2266415.0
2020-07-14,74.5442,78.1313,74.3778,78.1221,6820732.0
2020-07-15,78.5843,79.9619,77.9834,79.4072,3965169.0
2020-07-16,79.3702,80.9789,79.25,80.5351,2652358.0
2020-07-17,80.7662,81.136,79.8694,81.0158,2659045.0
2020-07-18,80.7662,81.136,79.8694,81.0158,2659045.0
2020-07-19,80.7662,81.136,79.8694,81.0158,2659045.0
2020-07-20,81.0806,81.737,80.8309,81.4781,1825413.0
2020-07-21,81.4041,82.643,81.4041,82.1438,1712591.0
2020-07-22,82.4211,83.4104,81.8387,83.3364,1789059.0
2020-07-23,83.1792,83.8726,81.6723,81.9496,1999907.0
2020-07-24,82.153,82.435,80.9049,81.2285,2204357.0
2020-07-25,82.153,82.435,80.9049,81.2285,2204357.0
2020-07-26,82.153,82.435,80.9049,81.2285,2204357.0
2020-07-27,81.21,81.6353,80.2485,80.7107,2060079.0
2020-07-28,80.9234,81.2007,80.1191,80.8217,2470202.0
2020-07-29,80.4426,82.5228,80.4426,82.2085,1880520.0
2020-07-30,81.2562,82.5829,81.0621,81.8387,2119893.0
2020-07-31,81.5428,83.586,81.4596,83.5213,4016496.0
2020-08-01,81.5428,83.586,81.4596,83.5213,4016496.0
2020-08-02,81.5428,83.586,81.4596,83.5213,4016496.0
2020-08-03,83.8541,84.3441,82.8834,83.1053,2134399.0
2020-08-04,82.8187,83.6415,82.68,83.4381,2198087.0
2020-08-05,84.1592,84.8803,83.7201,83.7802,2446491.0
2020-08-06,83.8541,84.4828,82.1992,82.8464,2514610.0
2020-08-07,82.569,83.9188,82.569,83.8819,1735406.0
2020-08-08,82.569,83.9188,82.569,83.8819,1735406.0
2020-08-09,82.569,83.9188,82.569,83.8819,1735406.0
2020-08-10,84.1222,84.2609,82.9388,83.3179,2410688.0
2020-08-11,84.0668,84.2424,82.1622,82.3009,2468168.0
2020-08-12,83.2347,83.6507,82.0236,82.2917,2058888.0
2020-08-13,81.7092,82.3287,81.2932,82.3194,1994849.0
2020-08-14,82.2824,82.7976,81.9126,82.2547,1731176.0
2020-08-15,82.2824,82.7976,81.9126,82.2547,1731176.0
2020-08-16,82.2824,82.7976,81.9126,82.2547,1731176.0
2020-08-17,81.8664,83.0036,81.7924,82.1253,1709131.0
2020-08-18,82.2455,83.17,82.19,82.9666,1510248.0
2020-08-19,83.3549,84.15,83.1607,83.586,2728041.0
2020-08-20,83.4658,84.1777,83.2902,83.9836,1663186.0
2020-08-21,84.3349,85.0505,83.9558,84.8896,2085578.0
2020-08-22,84.3349,85.0505,83.9558,84.8896,2085578.0
2020-08-23,84.3349,85.0505,83.9558,84.8896,2085578.0
2020-08-24,85.056,85.3703,84.529,85.056,2535029.0
2020-08-25,85.472,86.0083,84.7971,85.7679,2443850.0
2020-08-26,85.1207,85.7355,84.6122,85.2132,1603644.0
2020-08-27,85.509,86.8126,85.509,86.2671,1407342.0
2020-08-28,86.6092,86.7386,86.0868,86.6092,1425815.0
2020-08-29,86.6092,86.7386,86.0868,86.6092,1425815.0
2020-08-30,86.6092,86.7386,86.0868,86.6092,1425815.0
2020-08-31,86.6369,88.1531,86.073,87.8665,2169154.0
2020-09-01,87.6447,88.0977,86.0499,86.7849,2426199.0
2020-09-02,87.0067,88.167,86.2117,87.8296,1774056.0
2020-09-03,88.375,88.939,85.6662,86.2486,2378030.0
2020-09-04,86.8958,87.8758,85.4489,85.9251,2059469.0
2020-09-05,86.8958,87.8758,85.4489,85.9251,2059469.0
2020-09-06,86.8958,87.8758,85.4489,85.9251,2059469.0
2020-09-07,86.8958,87.8758,85.4489,85.9251,2059469.0
2020-09-08,86.0637,86.0637,83.7848,84.8803,2398180.0
2020-09-09,85.3703,88.2082,85.3703,87.5245,1826886.0
2020-09-10,87.3396,88.375,87.0437,87.2286,1912046.0
2020-09-11,87.1824,88.449,87.0715,87.8111,1494686.0
2020-09-12,87.1824,88.449,87.0715,87.8111,1494686.0
2020-09-13,87.1824,88.449,87.0715,87.8111,1494686.0
2020-09-14,88.4582,89.2903,88.1716,88.9945,1838728.0
2020-09-15,89.0962,89.5862,87.7741,87.9035,1764153.0
2020-09-16,88.6524,88.9852,87.8758,87.9035,1808456.0
2020-09-17,87.2656,88.7448,86.7294,88.2271,2322295.0
2020-09-18,87.9405,90.1594,87.7741,89.5492,3894584.0
2020-09-19,87.9405,90.1594,87.7741,89.5492,3894584.0
2020-09-20,87.9405,90.1594,87.7741,89.5492,3894584.0
2020-09-21,88.4675,90.0299,88.1624,90.0114,2740777.0
2020-09-22,89.4105,90.4275,86.4243,87.2933,2923131.0
2020-09-23,87.3118,87.5522,84.2609,84.3071,2881259.0
2020-09-24,84.8064,85.8973,84.0298,85.2409,1810422.0
2020-09-25,84.4273,85.8141,84.3164,85.6107,1676776.0
2020-09-26,84.4273,85.8141,84.3164,85.6107,1676776.0
2020-09-27,84.4273,85.8141,84.3164,85.6107,1676776.0
2020-09-28,86.4983,87.7972,86.2117,86.8866,1826941.0
2020-09-29,87.0252,87.6169,86.526,87.0437,1744740.0
2020-09-30,87.2517,87.8203,86.4335,87.5245,3119620.0
2020-10-01,87.9035,88.2364,85.7217,86.4058,2006342.0
2020-10-02,85.8603,88.1069,85.4258,87.0992,1586944.0
2020-10-03,85.8603,88.1069,85.4258,87.0992,1586944.0
2020-10-04,85.8603,88.1069,85.4258,87.0992,1586944.0
2020-10-05,87.996,88.8234,87.1639,88.7356,1325172.0
2020-10-06,88.9392,89.1984,87.4122,88.0322,1971317.0
2020-10-07,88.1526,89.7722,88.1526,89.2261,2305569.0
2020-10-08,89.5778,90.7161,89.1336,90.6699,1392953.0
2020-10-09,90.7347,92.4561,90.4015,92.4376,1919552.0
2020-10-10,90.7347,92.4561,90.4015,92.4376,1919552.0
2020-10-11,90.7347,92.4561,90.4015,92.4376,1919552.0
2020-10-12,92.5394,93.9461,92.0674,93.8258,2081191.0
2020-10-13,93.798,94.4459,92.5116,92.7985,2206865.0
2020-10-14,93.0761,94.3996,92.1414,92.2247,2107837.0
2020-10-15,88.9762,91.6787,88.8592,90.2441,2740769.0
2020-10-16,90.8642,90.8642,89.004,89.3279,2815676.0
2020-10-17,90.8642,90.8642,89.004,89.3279,2815676.0
2020-10-18,90.8642,90.8642,89.004,89.3279,2815676.0
2020-10-19,90.1886,90.5125,88.3654,88.6431,1459949.0
2020-10-20,89.2354,89.5223,87.2086,87.5417,1934682.0
2020-10-21,87.7824,88.6431,86.3756,86.6255,2098530.0
2020-10-22,86.3941,88.1202,85.9499,87.3566,1918242.0
2020-10-23,87.514,88.0785,87.2872,87.5695,1562571.0
2020-10-24,87.514,88.0785,87.2872,87.5695,1562571.0
2020-10-25,87.514,88.0785,87.2872,87.5695,1562571.0
2020-10-26,86.8846,87.4677,85.6815,86.8476,1699973.0
2020-10-27,86.9217,87.7361,86.5792,86.8106,1505476.0
2020-10-28,85.6075,86.5237,84.3488,84.7468,1978500.0
2020-10-29,84.7005,85.1262,83.3678,84.2748,2176823.0
2020-10-30,84.1915,85.228,83.3956,85.0522,2205577.0
2020-10-31,84.1915,85.228,83.3956,85.0522,2205577.0
2020-11-01,84.1915,85.228,83.3956,85.0522,2205577.0
2020-11-02,86.1535,87.6065,85.6815,87.3659,1913922.0
2020-11-03,87.625,89.0133,87.1438,87.4307,2678690.0
2020-11-04,87.0049,90.2719,87.0049,88.7171,2979399.0
2020-11-05,89.6056,90.7347,88.8652,90.0405,2268511.0
2020-11-06,90.6143,91.1419,89.3372,90.6143,1976843.0
2020-11-07,90.6143,91.1419,89.3372,90.6143,1976843.0
2020-11-08,90.6143,91.1419,89.3372,90.6143,1976843.0
2020-11-09,92.382,92.8633,83.6362,83.6547,5748834.0
2020-11-10,84.0526,86.4126,82.0629,85.7463,4402526.0
2020-11-11,86.2553,87.1623,85.228,85.8111,2612707.0
2020-11-12,86.1535,87.7638,85.4501,87.625,2740321.0
2020-11-13,87.9212,88.8096,87.4862,88.532,2018875.0
2020-11-14,87.9212,88.8096,87.4862,88.532,2018875.0
2020-11-15,87.9212,88.8096,87.4862,88.532,2018875.0
2020-11-16,87.8842,89.0688,87.8842,88.7541,2291244.0
2020-11-17,88.0137,88.5135,86.7643,87.8564,2272625.0
2020-11-18,87.6343,88.3376,86.8846,87.4122,1942011.0
2020-11-19,86.5885,87.8194,86.0795,87.2456,2129648.0
2020-11-20,87.4584,87.9489,85.9221,86.1998,2562339.0
2020-11-21,87.4584,87.9489,85.9221,86.1998,2562339.0
2020-11-22,87.4584,87.9489,85.9221,86.1998,2562339.0
2020-11-23,86.1905,86.5237,85.1725,86.0054,2492601.0
2020-11-24,84.2933,84.682,80.943,82.0258,5955151.0
2020-11-25,82.1369,82.794,81.4705,82.7385,2250170.0
2020-11-26,82.1369,82.794,81.4705,82.7385,2250170.0
2020-11-27,82.2665,82.7986,80.7116,81.8407,1113468.0
2020-11-28,82.2665,82.7986,80.7116,81.8407,1113468.0
2020-11-29,82.2665,82.7986,80.7116,81.8407,1113468.0
2020-11-30,81.9055,82.0536,79.7954,80.6191,4022304.0
2020-12-01,81.304,82.5626,81.1003,82.5163,3097981.0
2020-12-02,83.2475,84.1637,82.1647,82.5534,2524509.0
2020-12-03,82.0073,82.6459,81.2392,81.7204,3240665.0
2020-12-04,81.7112,82.9236,81.0217,82.8495,2229099.0
2020-12-05,81.7112,82.9236,81.0217,82.8495,2229099.0
2020-12-06,81.7112,82.9236,81.0217,82.8495,2229099.0
2020-12-07,83.7657,84.5154,82.7755,83.5251,3141846.0
2020-12-08,82.285,87.3659,82.0906,85.9221,4211786.0
2020-12-09,85.4409,86.9309,85.2558,86.6255,2833617.0
2020-12-10,86.5977,87.5695,85.8111,87.1808,3402719.0
2020-12-11,86.8476,87.9767,86.8476,87.3566,1968103.0
2020-12-12,86.8476,87.9767,86.8476,87.3566,1968103.0
2020-12-13,86.8476,87.9767,86.8476,87.3566,1968103.0
2020-12-14,87.5787,88.9022,87.079,87.0882,2608082.0
2020-12-15,87.5602,89.5038,87.4584,89.4853,2876953.0
2020-12-16,89.9295,90.7254,88.5135,89.1798,2446175.0
2020-12-17,89.4575,91.2159,88.9577,89.1336,3615392.0
2020-12-18,89.1798,90.0128,88.532,89.7259,5330301.0
2020-12-19,89.1798,90.0128,88.532,89.7259,5330301.0
2020-12-20,89.1798,90.0128,88.532,89.7259,5330301.0
2020-12-21,89.6241,90.7624,88.5505,90.6421,2486158.0
2020-12-22,90.42,91.3085,90.2719,90.6884,1751030.0
2020-12-23,91.327,91.4843,90.0776,90.2441,3062721.0
2020-12-24,90.1423,91.1234,90.0174,90.9845,724657.0
2020-12-25,90.1423,91.1234,90.0174,90.9845,724657.0
2020-12-26,90.1423,91.1234,90.0174,90.9845,724657.0
2020-12-27,90.1423,91.1234,90.0174,90.9845,724657.0
2020-12-28,91.364,91.5861,89.9572,90.8087,1338798.0
2020-12-29,91.1511,91.5676,90.3089,90.4107,1221706.0
2020-12-30,90.966,91.1604,90.0498,90.1516,1477859.0
2020-12-31,90.5311,91.5676,90.0035,91.5121,1440170.0
2021-01-01,90.5311,91.5676,90.0035,91.5121,1440170.0
2021-01-02,90.5311,91.5676,90.0035,91.5121,1440170.0
2021-01-03,90.5311,91.5676,90.0035,91.5121,1440170.0
2021-01-04,90.3089,90.9012,88.7819,89.8925,2485336.0
2021-01-05,90.1794,90.3552,88.1155,89.7259,2623234.0
2021-01-06,89.402,91.5398,88.8467,91.4288,2833646.0
2021-01-07,91.7685,92.5353,91.3316,91.9626,2698279.0
2021-01-08,90.2639,92.0694,90.115,91.7296,1685399.0
2021-01-09,90.2639,92.0694,90.115,91.7296,1685399.0
2021-01-10,90.2639,92.0694,90.115,91.7296,1685399.0
2021-01-11,91.4481,92.3412,91.1181,92.3023,1759696.0
2021-01-12,92.0888,93.2245,91.7685,92.2829,2090188.0
2021-01-13,92.2926,92.71,91.652,92.147,2072529.0
2021-01-14,92.5159,92.8071,90.6231,90.7104,1602326.0
2021-01-15,90.7104,92.2247,90.1474,92.0208,3053270.0
2021-01-16,90.7104,92.2247,90.1474,92.0208,3053270.0
2021-01-17,90.7104,92.2247,90.1474,92.0208,3053270.0
2021-01-18,90.7104,92.2247,90.1474,92.0208,3053270.0
2021-01-19,92.215,94.2971,91.487,93.3701,3463315.0
2021-01-20,93.1274,94.0107,92.5353,93.2439,1474935.0
2021-01-21,93.3313,93.8069,91.4967,91.4967,1695304.0
2021-01-22,91.2443,91.5064,89.5941,89.6038,2688327.0
2021-01-23,91.2443,91.5064,89.5941,89.6038,2688327.0
2021-01-24,91.2443,91.5064,89.5941,89.6038,2688327.0
2021-01-25,89.565,90.8463,88.7011,89.7106,3119588.0
2021-01-26,89.8174,90.1086,88.4681,89.0311,2595764.0
2021-01-27,88.1284,88.6526,84.168,84.4883,4866917.0
2021-01-28,84.9543,87.0703,84.2554,85.8958,6292494.0
2021-01-29,85.5949,86.4588,84.1777,84.6339,4756746.0
2021-01-30,85.5949,86.4588,84.1777,84.6339,4756746.0
2021-01-31,85.5949,86.4588,84.1777,84.6339,4756746.0
2021-02-01,84.9251,85.5367,82.9644,83.6632,5151698.0
2021-02-02,84.3913,85.6823,84.0127,84.2068,3261257.0
2021-02-03,83.6438,84.5369,83.3623,84.4107,2726316.0
2021-02-04,84.401,85.6337,83.7797,85.5561,3279967.0
2021-02-05,85.7405,86.3423,84.8863,84.9057,2216318.0
2021-02-06,85.7405,86.3423,84.8863,84.9057,2216318.0
2021-02-07,85.7405,86.3423,84.8863,84.9057,2216318.0
2021-02-08,85.3425,85.4396,83.3817,83.6438,3958323.0
2021-02-09,83.9059,84.3088,82.8285,83.7409,4551510.0
2021-02-10,84.2457,84.4204,82.547,83.0226,3265321.0
2021-02-11,83.1003,84.2068,82.6343,83.838,2475761.0
2021-02-12,83.4788,84.0806,83.2361,83.7409,2326852.0
2021-02-13,83.4788,84.0806,83.2361,83.7409,2326852.0
2021-02-14,83.4788,84.0806,83.2361,83.7409,2326852.0
2021-02-15,83.4788,84.0806,83.2361,83.7409,2326852.0
2021-02-16,83.9642,84.6048,82.4014,82.6343,3846903.0
2021-02-17,82.5858,83.8962,82.5858,83.7215,4094048.0
2021-02-18,83.7506,85.9249,83.4885,85.5173,2920988.0
2021-02-19,85.857,86.1191,84.4883,84.5077,2580702.0
2021-02-20,85.857,86.1191,84.4883,84.5077,2580702.0
2021-02-21,85.857,86.1191,84.4883,84.5077,2580702.0
2021-02-22,84.4495,85.527,83.8962,85.2163,2646866.0
2021-02-23,85.8473,87.8372,85.4202,87.1189,4797088.0
2021-02-24,87.1189,88.3322,85.1581,85.1678,3659514.0
2021-02-25,85.1678,86.0414,84.0903,84.5563,3552821.0
2021-02-26,85.0416,85.1096,82.9935,83.4303,4540226.0
2021-02-27,85.0416,85.1096,82.9935,83.4303,4540226.0
2021-02-28,85.0416,85.1096,82.9935,83.4303,4540226.0
2021-03-01,83.9447,85.6629,83.9447,85.0707,2193161.0
2021-03-02,85.1969,86.6238,84.7698,86.1094,2911465.0
2021-03-03,85.8182,87.7304,85.294,86.255,2788946.0
2021-03-04,86.0802,86.6821,84.2165,84.4398,3305375.0
2021-03-05,85.3717,87.1674,84.2942,86.9345,3341538.0
2021-03-06,85.3717,87.1674,84.2942,86.9345,3341538.0
2021-03-07,85.3717,87.1674,84.2942,86.9345,3341538.0
2021-03-08,86.8956,89.8805,86.09,88.3517,3192882.0
2021-03-09,87.8275,88.5555,87.4683,87.5363,2919444.0
2021-03-10,87.7789,90.1377,87.4732,89.5165,2869700.0
2021-03-11,89.4194,90.8317,88.6234,90.0698,2998323.0
2021-03-12,90.6036,90.691,89.8174,90.3124,1766837.0
2021-03-13,90.6036,90.691,89.8174,90.3124,1766837.0
2021-03-14,90.6036,90.691,89.8174,90.3124,1766837.0
2021-03-15,90.5939,90.9531,89.9824,90.6425,1869668.0
2021-03-16,90.0698,90.7978,89.3417,90.6328,1955012.0
2021-03-17,88.6234,90.0891,87.6431,88.4293,3543570.0
2021-03-18,88.7205,88.7593,87.3713,87.7013,2491869.0
2021-03-19,88.1187,88.9049,86.9053,88.274,5568739.0
2021-03-20,88.1187,88.9049,86.9053,88.274,5568739.0
2021-03-21,88.1187,88.9049,86.9053,88.274,5568739.0
2021-03-22,87.6236,88.5846,87.1577,87.4877,1684135.0
2021-03-23,87.3421,88.672,87.3421,88.0896,1936087.0
2021-03-24,88.206,91.1278,87.6042,89.7786,3203815.0
2021-03-25,90.3221,91.7442,89.9339,91.4675,4315905.0
2021-03-26,91.5743,92.6712,91.0841,92.4576,2874885.0
2021-03-27,91.5743,92.6712,91.0841,92.4576,2874885.0
2021-03-28,91.5743,92.6712,91.0841,92.4576,2874885.0
2021-03-29,92.2441,94.1369,91.3608,93.3798,2410475.0
2021-03-30,93.2148,93.5448,92.0305,92.7488,2162230.0
2021-03-31,92.7488,92.875,91.9141,92.8071,3383039.0
2021-04-01,92.6518,93.0303,91.9723,92.7488,2487909.0
2021-04-02,92.6518,93.0303,91.9723,92.7488,2487909.0
2021-04-03,92.6518,93.0303,91.9723,92.7488,2487909.0
2021-04-04,92.6518,93.0303,91.9723,92.7488,2487909.0
2021-04-05,93.0886,94.4378,93.0012,93.8845,2139570.0
2021-04-06,94.0497,94.1178,92.5242,92.7282,2478470.0
2021-04-07,92.7865,93.5007,92.5339,93.1461,2146611.0
2021-04-08,92.9809,93.4473,91.5368,92.291,2319532.0
2021-04-09,92.8448,93.253,92.427,92.9712,2197029.0
2021-04-10,92.8448,93.253,92.427,92.9712,2197029.0
2021-04-11,92.8448,93.253,92.427,92.9712,2197029.0
2021-04-12,93.0878,93.7388,92.7185,93.6999,2537583.0
2021-04-13,93.5736,95.1283,93.3404,94.5356,3404034.0
2021-04-14,94.4579,94.8854,94.1858,94.4287,2194908.0
2021-04-15,94.9728,98.6167,94.7494,97.5575,4481298.0
2021-04-16,97.4215,97.7616,95.8862,95.964,4278511.0
2021-04-17,97.4215,97.7616,95.8862,95.964,4278511.0
2021-04-18,97.4215,97.7616,95.8862,95.964,4278511.0
2021-04-19,95.721,96.547,94.6036,96.479,2000135.0
2021-04-20,96.5761,97.713,96.3867,96.9648,1606482.0
2021-04-21,97.5284,98.4418,97.1689,98.3446,2412871.0
2021-04-22,97.8782,98.0628,96.7025,97.3146,1621113.0
2021-04-23,97.4215,98.1406,97.1106,97.9073,1788541.0
2021-04-24,97.4215,98.1406,97.1106,97.9073,1788541.0
2021-04-25,97.4215,98.1406,97.1106,97.9073,1788541.0
2021-04-26,97.9656,98.1794,96.9259,97.0328,2702385.0
2021-04-27,96.8968,97.2369,96.6151,97.0814,1480906.0
2021-04-28,97.5381,97.7519,96.6053,97.5187,1386821.0
2021-04-29,97.5575,99.1511,97.5187,99.0637,1724033.0
2021-04-30,98.8985,99.3443,97.8199,97.8879,2364347.0
2021-05-01,98.8985,99.3443,97.8199,97.8879,2364347.0
2021-05-02,98.8985,99.3443,97.8199,97.8879,2364347.0
