,BWA US Equity,BWA US Equity,BWA US Equity,BWA US Equity,BWA US Equity
2020-03-03,26.497,26.9848,25.447,25.8273,5201035.0
2020-03-04,26.1084,26.1498,25.1494,26.0754,4169168.0
2020-03-05,25.29,25.4388,24.4467,24.7195,3744924.0
2020-03-06,23.9754,24.5294,23.5745,23.868,5598801.0
2020-03-07,23.9754,24.5294,23.5745,23.868,5598801.0
2020-03-08,23.9754,24.5294,23.5745,23.868,5598801.0
2020-03-09,22.4542,23.066,21.52,21.5366,4257151.0
2020-03-10,22.5121,22.9834,21.6771,22.9751,5597180.0
2020-03-11,22.3716,22.6444,21.6688,22.1484,5441682.0
2020-03-12,20.1972,22.9834,19.2217,20.3543,4710853.0
2020-03-13,21.2472,21.8094,19.6103,21.2141,4991141.0
2020-03-14,21.2472,21.8094,19.6103,21.2141,4991141.0
2020-03-15,21.2472,21.8094,19.6103,21.2141,4991141.0
2020-03-16,19.3126,20.3295,18.8125,19.0563,4210796.0
2020-03-17,19.3209,19.5991,17.1135,18.428,5951643.0
2020-03-18,17.2293,18.0891,14.0546,16.3116,3967639.0
2020-03-19,15.675,18.2544,15.0963,17.3698,4971781.0
2020-03-20,17.7005,18.6099,16.1462,16.9482,4303013.0
2020-03-21,17.7005,18.6099,16.1462,16.9482,4303013.0
2020-03-22,17.7005,18.6099,16.1462,16.9482,4303013.0
2020-03-23,16.8986,17.932,16.1876,17.4855,3872631.0
2020-03-24,18.8993,19.4821,17.5434,18.8414,4834678.0
2020-03-25,19.4118,20.3998,17.5186,19.6103,5211612.0
2020-03-26,19.7756,20.7098,19.1225,20.6189,4196473.0
2020-03-27,19.5028,19.9906,18.6099,19.5937,3271745.0
2020-03-28,19.5028,19.9906,18.6099,19.5937,3271745.0
2020-03-29,19.5028,19.9906,18.6099,19.5937,3271745.0
2020-03-30,19.3457,20.4535,18.6926,20.3213,3810951.0
2020-03-31,21.148,22.0987,20.0484,20.1476,7920610.0
2020-04-01,19.0729,19.5276,18.5603,18.7339,4577123.0
2020-04-02,18.4776,19.4201,18.0229,18.4198,4104256.0
2020-04-03,18.519,18.767,17.4855,17.6013,4128794.0
2020-04-04,18.519,18.767,17.4855,17.6013,4128794.0
2020-04-05,18.519,18.767,17.4855,17.6013,4128794.0
2020-04-06,18.6512,20.6189,18.1304,20.4453,4132728.0
2020-04-07,21.7102,21.9665,20.222,20.3957,3162238.0
2020-04-08,20.7512,21.3795,20.2468,21.1067,3005044.0
2020-04-09,21.6936,22.4046,21.1315,21.2803,4216498.0
2020-04-10,21.6936,22.4046,21.1315,21.2803,4216498.0
2020-04-11,21.6936,22.4046,21.1315,21.2803,4216498.0
2020-04-12,21.6936,22.4046,21.1315,21.2803,4216498.0
2020-04-13,21.5448,21.8921,20.2551,21.6275,2230838.0
2020-04-14,21.7515,22.5617,21.7019,22.479,3187726.0
2020-04-15,21.1728,22.0243,21.0405,21.8838,2523594.0
2020-04-16,21.6936,21.983,21.0653,21.5366,3187715.0
2020-04-17,22.5948,23.19,22.0243,22.3054,3917337.0
2020-04-18,22.5948,23.19,22.0243,22.3054,3917337.0
2020-04-19,22.5948,23.19,22.0243,22.3054,3917337.0
2020-04-20,21.5696,22.0037,21.0488,21.0984,2923794.0
2020-04-21,20.2965,21.2348,20.065,21.0901,2277907.0
2020-04-22,21.5862,21.8177,20.9,21.2059,2426878.0
2020-04-23,21.3051,22.4129,21.2224,22.0326,2859369.0
2020-04-24,22.5865,22.5865,21.735,22.3881,2519161.0
2020-04-25,22.5865,22.5865,21.735,22.3881,2519161.0
2020-04-26,22.5865,22.5865,21.735,22.3881,2519161.0
2020-04-27,22.4873,23.4009,22.2476,23.1983,3104472.0
2020-04-28,24.025,24.2317,23.3347,23.6034,2548424.0
2020-04-29,24.2979,24.9262,24.116,24.5294,2244192.0
2020-04-30,24.1325,24.1987,23.5001,23.6199,3390670.0
2020-05-01,23.0082,23.1156,22.0657,22.4542,2448677.0
2020-05-02,23.0082,23.1156,22.0657,22.4542,2448677.0
2020-05-03,23.0082,23.1156,22.0657,22.4542,2448677.0
2020-05-04,22.0409,22.5535,21.8094,22.3385,2580283.0
2020-05-05,22.8593,23.2396,22.231,22.2889,2626985.0
2020-05-06,23.6861,23.6861,22.446,23.2066,9996113.0
2020-05-07,23.8432,24.4798,22.9255,23.0164,4936192.0
2020-05-08,23.5951,24.3888,23.4711,24.2979,3957200.0
2020-05-09,23.5951,24.3888,23.4711,24.2979,3957200.0
2020-05-10,23.5951,24.3888,23.4711,24.2979,3957200.0
2020-05-11,23.9341,24.3971,23.4381,24.1904,5458037.0
2020-05-12,24.3888,24.5872,23.3223,23.3306,2980147.0
2020-05-13,23.2066,23.2893,21.4539,21.7763,3866026.0
2020-05-14,21.0653,23.0082,20.809,22.9916,6106700.0
2020-05-15,22.6775,23.0908,22.5038,22.9586,3626190.0
2020-05-16,22.6775,23.0908,22.5038,22.9586,3626190.0
2020-05-17,22.6775,23.0908,22.5038,22.9586,3626190.0
2020-05-18,24.0581,24.6699,23.8101,24.4219,2355021.0
2020-05-19,24.364,24.7112,23.8762,23.8845,3253792.0
2020-05-20,24.4467,24.8063,24.24,24.5955,3517121.0
2020-05-21,24.5624,24.951,24.2152,24.7195,2793973.0
2020-05-22,24.9427,24.9841,24.0995,24.6699,3759510.0
2020-05-23,24.9427,24.9841,24.0995,24.6699,3759510.0
2020-05-24,24.9427,24.9841,24.0995,24.6699,3759510.0
2020-05-25,24.9427,24.9841,24.0995,24.6699,3759510.0
2020-05-26,25.8273,26.311,25.6868,26.0588,4117104.0
2020-05-27,26.745,27.0344,26.1167,26.9021,5023975.0
2020-05-28,27.1253,27.208,26.2159,26.5383,4094721.0
2020-05-29,26.2474,26.796,25.7986,26.7212,4547321.0
2020-05-30,26.2474,26.796,25.7986,26.7212,4547321.0
2020-05-31,26.2474,26.796,25.7986,26.7212,4547321.0
2020-06-01,26.9456,28.1508,26.7046,27.6438,2985887.0
2020-06-02,28.051,28.2671,27.411,28.2089,3813258.0
2020-06-03,28.7824,29.3642,28.4417,28.5331,4235985.0
2020-06-04,28.2422,29.065,27.9762,29.065,3548667.0
2020-06-05,30.8353,31.3714,30.2369,30.9933,5171748.0
2020-06-06,30.8353,31.3714,30.2369,30.9933,5171748.0
2020-06-07,30.8353,31.3714,30.2369,30.9933,5171748.0
2020-06-08,31.4254,31.6665,30.9808,31.1844,2944626.0
2020-06-09,30.32,30.9226,29.9543,30.4613,3044124.0
2020-06-10,30.4115,30.4198,29.4058,29.5637,3069172.0
2020-06-11,27.9596,28.4915,26.929,27.1451,3323214.0
2020-06-12,28.6245,28.6744,27.1617,27.8848,3084086.0
2020-06-13,28.6245,28.6744,27.1617,27.8848,3084086.0
2020-06-14,28.6245,28.6744,27.1617,27.8848,3084086.0
2020-06-15,26.796,28.1981,26.491,28.1424,2575315.0
2020-06-16,29.2395,29.2894,27.6438,27.9263,5756731.0
2020-06-17,27.9347,28.6661,27.5191,27.7102,2855393.0
2020-06-18,27.3196,28.0593,27.0952,27.6354,2584553.0
2020-06-19,28.3419,28.7492,27.7435,28.4583,5361694.0
2020-06-20,28.3419,28.7492,27.7435,28.4583,5361694.0
2020-06-21,28.3419,28.7492,27.7435,28.4583,5361694.0
2020-06-22,28.3668,28.756,27.9513,28.4915,2392809.0
2020-06-23,29.065,29.6385,28.5788,29.439,4147283.0
2020-06-24,29.0899,29.0899,27.4942,27.5773,2242084.0
2020-06-25,27.3362,27.918,26.8625,27.8432,2321755.0
2020-06-26,27.81,27.8266,27.2116,27.6188,3111483.0
2020-06-27,27.81,27.8266,27.2116,27.6188,3111483.0
2020-06-28,27.81,27.8266,27.2116,27.6188,3111483.0
2020-06-29,27.9596,29.2063,27.8017,29.1564,2494559.0
2020-06-30,28.9154,29.6052,28.6079,29.3393,2938818.0
2020-07-01,29.331,29.6551,28.292,28.4583,2593309.0
2020-07-02,29.2645,29.8878,28.9112,29.2479,2545943.0
2020-07-03,29.2645,29.8878,28.9112,29.2479,2545943.0
2020-07-04,29.2645,29.8878,28.9112,29.2479,2545943.0
2020-07-05,29.2645,29.8878,28.9112,29.2479,2545943.0
2020-07-06,29.9211,30.0458,28.9237,29.3808,2171341.0
2020-07-07,29.0983,29.3933,28.9819,29.1232,2129613.0
2020-07-08,28.932,29.3393,28.7326,29.0318,1947423.0
2020-07-09,29.2063,29.2063,28.0435,28.5913,1653258.0
2020-07-10,28.7159,29.5138,28.5829,29.5138,2332498.0
2020-07-11,28.7159,29.5138,28.5829,29.5138,2332498.0
2020-07-12,28.7159,29.5138,28.5829,29.5138,2332498.0
2020-07-13,29.9211,30.0873,29.1814,29.2977,2891871.0
2020-07-14,29.3975,30.1787,29.0983,30.1538,2022014.0
2020-07-15,30.7522,31.4379,29.9294,31.2177,2891542.0
2020-07-16,30.8769,31.6332,30.694,31.3922,2303529.0
2020-07-17,31.5751,31.6083,30.852,31.1595,4694366.0
2020-07-18,31.5751,31.6083,30.852,31.1595,4694366.0
2020-07-19,31.5751,31.6083,30.852,31.1595,4694366.0
2020-07-20,31.0514,31.5958,31.0348,31.3922,3128129.0
2020-07-21,31.7413,31.9158,31.2758,31.334,3139390.0
2020-07-22,31.2094,32.0322,31.1179,31.841,1687546.0
2020-07-23,32.0322,32.4228,31.5834,32.1901,3269781.0
2020-07-24,31.9158,32.1569,31.6083,31.8826,1427734.0
2020-07-25,31.9158,32.1569,31.6083,31.8826,1427734.0
2020-07-26,31.9158,32.1569,31.6083,31.8826,1427734.0
2020-07-27,31.9657,32.4519,31.5834,32.3979,1388134.0
2020-07-28,32.2732,32.5641,31.9823,31.9989,2232985.0
2020-07-29,32.0821,32.3688,31.8327,32.348,1905989.0
2020-07-30,31.7163,31.8161,30.8437,30.8437,2265333.0
2020-07-31,30.7605,30.9101,29.9751,30.4198,3299447.0
2020-08-01,30.7605,30.9101,29.9751,30.4198,3299447.0
2020-08-02,30.7605,30.9101,29.9751,30.4198,3299447.0
2020-08-03,30.6359,30.8727,30.4779,30.694,2186434.0
2020-08-04,30.9268,30.9642,30.3741,30.8852,4742800.0
2020-08-05,31.0348,32.481,30.8353,32.1818,5347774.0
2020-08-06,31.9906,32.4478,31.6499,32.1485,3684442.0
2020-08-07,31.7995,32.4145,31.6249,32.3397,2203448.0
2020-08-08,31.7995,32.4145,31.6249,32.3397,2203448.0
2020-08-09,31.7995,32.4145,31.6249,32.3397,2203448.0
2020-08-10,32.589,33.736,32.5807,33.6529,3065945.0
2020-08-11,34.4259,35.2404,34.3261,34.6918,3155787.0
2020-08-12,35.0243,35.257,34.297,34.5007,3282948.0
2020-08-13,34.2929,34.6669,34.0435,34.0435,1598792.0
2020-08-14,34.0186,34.8248,33.9106,34.7334,2737787.0
2020-08-15,34.0186,34.8248,33.9106,34.7334,2737787.0
2020-08-16,34.0186,34.8248,33.9106,34.7334,2737787.0
2020-08-17,34.9827,35.1739,34.4092,34.5672,1936789.0
2020-08-18,34.5173,34.8581,34.1848,34.2513,1430169.0
2020-08-19,34.3428,34.5921,33.9687,34.0851,2227538.0
2020-08-20,33.628,34.0394,33.5001,33.7942,2492200.0
2020-08-21,33.5199,33.9022,33.3869,33.736,1484089.0
2020-08-22,33.5199,33.9022,33.3869,33.736,1484089.0
2020-08-23,33.5199,33.9022,33.3869,33.736,1484089.0
2020-08-24,34.0352,34.5505,33.7028,34.3926,1954165.0
2020-08-25,34.5505,34.6503,33.761,34.0768,2186436.0
2020-08-26,34.0435,34.5755,33.7942,34.5173,3214665.0
2020-08-27,34.7999,34.7999,33.7984,33.8773,3536080.0
2020-08-28,33.9854,34.5173,33.8025,34.4342,2252865.0
2020-08-29,33.9854,34.5173,33.8025,34.4342,2252865.0
2020-08-30,33.9854,34.5173,33.8025,34.4342,2252865.0
2020-08-31,34.6512,34.6512,33.875,33.875,3361198.0
2020-09-01,33.7415,34.793,33.416,34.7012,2673785.0
2020-09-02,34.9349,35.9239,34.8431,35.8279,2950541.0
2020-09-03,35.7611,35.9865,34.793,35.2187,2932980.0
2020-09-04,35.686,35.9614,34.7178,35.1102,2322851.0
2020-09-05,35.686,35.9614,34.7178,35.1102,2322851.0
2020-09-06,35.686,35.9614,34.7178,35.1102,2322851.0
2020-09-07,35.686,35.9614,34.7178,35.1102,2322851.0
2020-09-08,34.6428,35.7027,34.1671,34.7263,2653492.0
2020-09-09,35.0517,35.4774,34.9766,35.2938,1923015.0
2020-09-10,35.8362,36.024,34.743,34.768,2064528.0
2020-09-11,34.8681,35.5358,34.7596,35.3605,2667087.0
2020-09-12,34.8681,35.5358,34.7596,35.3605,2667087.0
2020-09-13,34.8681,35.5358,34.7596,35.3605,2667087.0
2020-09-14,35.6276,35.7945,35.3272,35.7361,3062989.0
2020-09-15,35.8863,36.0699,35.2687,35.2771,2094660.0
2020-09-16,35.1018,35.1269,32.9486,33.0154,4773686.0
2020-09-17,32.7567,33.5412,32.4646,33.0321,3802333.0
2020-09-18,33.0404,33.1907,32.3561,32.5481,3488226.0
2020-09-19,33.0404,33.1907,32.3561,32.5481,3488226.0
2020-09-20,33.0404,33.1907,32.3561,32.5481,3488226.0
2020-09-21,32.0557,32.2476,30.9707,31.2211,2671264.0
2020-09-22,31.2545,31.4882,30.8873,31.2211,2257664.0
2020-09-23,31.3964,31.8721,31.2002,31.2127,2092477.0
2020-09-24,31.1376,31.4589,30.6619,30.904,2230967.0
2020-09-25,30.7204,30.929,30.3281,30.7204,1591978.0
2020-09-26,30.7204,30.929,30.3281,30.7204,1591978.0
2020-09-27,30.7204,30.929,30.3281,30.7204,1591978.0
2020-09-28,31.5382,31.9597,31.3129,31.7218,3221735.0
2020-09-29,31.7719,32.1057,31.6634,31.7385,1662728.0
2020-09-30,31.9889,32.5981,31.7886,32.3311,4094354.0
2020-10-01,32.7734,33.3409,32.619,32.9987,6720869.0
2020-10-02,32.2059,32.957,31.2294,32.715,4556165.0
2020-10-03,32.2059,32.957,31.2294,32.715,4556165.0
2020-10-04,32.2059,32.957,31.2294,32.715,4556165.0
2020-10-05,33.1072,34.5009,32.8318,34.117,4653640.0
2020-10-06,34.5427,34.8515,33.3075,33.3325,12487505.0
2020-10-07,33.875,35.0017,33.7623,34.6678,3384342.0
2020-10-08,35.0517,35.252,33.2658,33.4577,4119997.0
2020-10-09,33.5913,34.1504,33.0238,33.0655,3263927.0
2020-10-10,33.5913,34.1504,33.0238,33.0655,3263927.0
2020-10-11,33.5913,34.1504,33.0238,33.0655,3263927.0
2020-10-12,33.3826,33.9167,32.7734,32.8986,1870534.0
2020-10-13,32.765,33.2407,32.4312,32.5063,2134351.0
2020-10-14,32.8652,33.0404,32.1642,32.1808,2522247.0
2020-10-15,31.7218,32.7483,31.4882,32.7233,2210751.0
2020-10-16,32.9904,33.1489,32.2309,32.2893,1909767.0
2020-10-17,32.9904,33.1489,32.2309,32.2893,1909767.0
2020-10-18,32.9904,33.1489,32.2309,32.2893,1909767.0
2020-10-19,32.3394,32.6065,31.9722,32.2643,3352478.0
2020-10-20,32.9153,33.3075,32.5814,32.7901,3247716.0
2020-10-21,32.8068,33.3492,32.8068,33.0655,3405128.0
2020-10-22,32.7066,33.5913,32.6732,33.5412,4009713.0
2020-10-23,33.9418,34.3257,33.0947,33.174,2350986.0
2020-10-24,33.9418,34.3257,33.0947,33.174,2350986.0
2020-10-25,33.9418,34.3257,33.0947,33.174,2350986.0
2020-10-26,32.6732,32.8068,31.63,32.1141,3114028.0
2020-10-27,31.9972,32.0723,31.1645,31.3296,3063731.0
2020-10-28,30.4616,30.8956,30.1111,30.5868,2871712.0
2020-10-29,30.7788,30.7996,29.1681,29.577,5028531.0
2020-10-30,29.5687,29.8023,28.6256,29.1931,2994826.0
2020-10-31,29.5687,29.8023,28.6256,29.1931,2994826.0
2020-11-01,29.5687,29.8023,28.6256,29.1931,2994826.0
2020-11-02,29.4769,30.2697,29.4769,29.7105,2930713.0
2020-11-03,30.2196,30.929,30.0527,30.3281,3418140.0
2020-11-04,29.9192,30.349,29.3767,29.9108,2615226.0
2020-11-05,30.2947,31.0959,30.2947,30.8956,2631836.0
2020-11-06,31.0959,31.3129,30.2363,30.4032,2831958.0
2020-11-07,31.0959,31.3129,30.2363,30.4032,2831958.0
2020-11-08,31.0959,31.3129,30.2363,30.4032,2831958.0
2020-11-09,31.9889,32.8819,31.4923,31.7051,2913050.0
2020-11-10,32.1391,32.715,31.6801,32.3811,3407746.0
2020-11-11,32.7066,32.836,31.847,32.1808,1685142.0
2020-11-12,31.2378,31.5966,29.8691,30.2697,5024128.0
2020-11-13,30.5785,31.63,30.5242,31.4297,3398263.0
2020-11-14,30.5785,31.63,30.5242,31.4297,3398263.0
2020-11-15,30.5785,31.63,30.5242,31.4297,3398263.0
2020-11-16,32.0723,32.3394,31.6425,32.3311,2109450.0
2020-11-17,31.8136,32.2101,31.3546,31.7135,1881870.0
2020-11-18,31.8387,32.6065,31.7135,32.0139,2437193.0
2020-11-19,31.7469,32.1725,31.1376,31.4715,2322298.0
2020-11-20,31.3212,31.509,31.0792,31.3463,2004808.0
2020-11-21,31.3212,31.509,31.0792,31.3463,2004808.0
2020-11-22,31.3212,31.509,31.0792,31.3463,2004808.0
2020-11-23,31.605,32.6899,31.605,32.5981,3321172.0
2020-11-24,33.2074,33.8416,32.9236,33.7749,2375501.0
2020-11-25,33.441,33.6079,32.5981,32.6399,1468284.0
2020-11-26,33.441,33.6079,32.5981,32.6399,1468284.0
2020-11-27,32.6482,32.9653,32.4646,32.9653,862765.0
2020-11-28,32.6482,32.9653,32.4646,32.9653,862765.0
2020-11-29,32.6482,32.9653,32.4646,32.9653,862765.0
2020-11-30,32.9318,33.1078,32.2361,32.563,4144983.0
2020-12-01,33.2168,33.2587,32.4289,32.4457,2478885.0
2020-12-02,32.2026,32.5546,32.1104,32.3619,1587966.0
2020-12-03,32.4792,32.6636,32.1775,32.4289,1551751.0
2020-12-04,32.5798,33.4599,32.5798,33.418,2033160.0
2020-12-05,32.5798,33.4599,32.5798,33.418,2033160.0
2020-12-06,32.5798,33.4599,32.5798,33.418,2033160.0
2020-12-07,33.3509,33.5688,32.5714,32.8731,2225160.0
2020-12-08,32.9234,33.6359,32.7726,32.9821,3572277.0
2020-12-09,33.0743,33.4808,32.9905,33.4096,2718690.0
2020-12-10,33.1581,33.1581,32.0266,32.0853,2516240.0
2020-12-11,31.7835,31.859,30.5933,30.6101,3645584.0
2020-12-12,31.7835,31.859,30.5933,30.6101,3645584.0
2020-12-13,31.7835,31.859,30.5933,30.6101,3645584.0
2020-12-14,31.1381,31.2877,30.3922,30.4592,3371812.0
2020-12-15,30.9034,31.6159,30.7442,31.5991,2225056.0
2020-12-16,31.8841,32.2613,31.553,32.1942,2050862.0
2020-12-17,32.3367,32.6971,32.0643,32.6887,2238380.0
2020-12-18,32.6887,32.6929,32.0014,32.3702,5467604.0
2020-12-19,32.6887,32.6929,32.0014,32.3702,5467604.0
2020-12-20,32.6887,32.6929,32.0014,32.3702,5467604.0
2020-12-21,31.8003,32.3032,31.398,32.3032,2020901.0
2020-12-22,32.3199,32.8857,32.035,32.7809,2363016.0
2020-12-23,33.1078,33.7951,32.9234,33.2084,1620656.0
2020-12-24,33.1916,33.1916,32.387,32.6552,567107.0
2020-12-25,33.1916,33.1916,32.387,32.6552,567107.0
2020-12-26,33.1916,33.1916,32.387,32.6552,567107.0
2020-12-27,33.1916,33.1916,32.387,32.6552,567107.0
2020-12-28,32.957,33.309,32.8564,32.8899,998604.0
2020-12-29,33.0994,33.1497,32.1523,32.3116,1078437.0
2020-12-30,32.387,32.9151,32.3116,32.848,1475671.0
2020-12-31,32.9486,32.9486,32.3451,32.387,1211958.0
2021-01-01,32.9486,32.9486,32.3451,32.387,1211958.0
2021-01-02,32.9486,32.9486,32.3451,32.387,1211958.0
2021-01-03,32.9486,32.9486,32.3451,32.387,1211958.0
2021-01-04,32.6804,32.8061,31.6494,31.9009,1838490.0
2021-01-05,31.7416,32.8815,31.7416,32.6552,1693576.0
2021-01-06,32.6887,33.8748,32.6887,33.6694,2736427.0
2021-01-07,34.1891,34.6836,33.8538,34.4489,2259229.0
2021-01-08,34.3483,34.4824,33.4096,33.77,2059449.0
2021-01-09,34.3483,34.4824,33.4096,33.77,2059449.0
2021-01-10,34.3483,34.4824,33.4096,33.77,2059449.0
2021-01-11,33.2587,33.8706,33.1078,33.6778,1294931.0
2021-01-12,34.1388,35.0692,33.9041,34.5076,3152610.0
2021-01-13,34.4238,34.7004,33.485,33.6526,2246763.0
2021-01-14,33.8957,34.0298,32.9276,33.1916,2819675.0
2021-01-15,32.7893,32.9821,31.8631,32.3535,4637976.0
2021-01-16,32.7893,32.9821,31.8631,32.3535,4637976.0
2021-01-17,32.7893,32.9821,31.8631,32.3535,4637976.0
2021-01-18,32.7893,32.9821,31.8631,32.3535,4637976.0
2021-01-19,32.6552,33.1414,32.1691,32.9402,2374121.0
2021-01-20,33.5353,34.298,33.1497,34.2645,2263509.0
2021-01-21,34.2897,36.7958,34.2813,36.5443,4586542.0
2021-01-22,36.318,36.4186,35.5469,35.8738,2198493.0
2021-01-23,36.318,36.4186,35.5469,35.8738,2198493.0
2021-01-24,36.318,36.4186,35.5469,35.8738,2198493.0
2021-01-25,35.681,36.536,35.3793,36.4689,2194886.0
2021-01-26,36.9215,37.4663,36.4102,36.8461,3178442.0
2021-01-27,36.7539,38.9583,36.4857,37.634,7918718.0
2021-01-28,37.5418,37.7597,35.2368,35.5469,3088687.0
2021-01-29,35.3374,36.494,34.8931,35.1949,2735006.0
2021-01-30,35.3374,36.494,34.8931,35.1949,2735006.0
2021-01-31,35.3374,36.494,34.8931,35.1949,2735006.0
2021-02-01,35.3793,35.6391,34.7674,35.2703,3116717.0
2021-02-02,35.5888,35.6559,34.6165,34.6501,2003641.0
2021-02-03,34.7171,35.8654,34.3819,35.79,2344889.0
2021-02-04,36.075,36.2962,35.4673,35.7984,2035464.0
2021-02-05,36.2175,36.3097,35.5302,36.1253,1861113.0
2021-02-06,36.2175,36.3097,35.5302,36.1253,1861113.0
2021-02-07,36.2175,36.3097,35.5302,36.1253,1861113.0
2021-02-08,36.2594,36.603,35.8403,36.4102,2440009.0
2021-02-09,36.1923,36.3097,35.7145,35.966,1469893.0
2021-02-10,36.318,37.1772,36.0163,36.6198,2805825.0
2021-02-11,38.1369,38.3464,34.9392,35.9073,3961580.0
2021-02-12,35.6894,35.9156,34.4824,35.1949,2690093.0
2021-02-13,35.6894,35.9156,34.4824,35.1949,2690093.0
2021-02-14,35.6894,35.9156,34.4824,35.1949,2690093.0
2021-02-15,35.6894,35.9156,34.4824,35.1949,2690093.0
2021-02-16,36.8796,37.1981,35.7565,36.6952,3875199.0
2021-02-17,36.7204,37.6759,36.2845,37.3574,4879228.0
2021-02-18,37.0556,37.2987,36.0163,36.0917,2620610.0
2021-02-19,36.6282,37.0137,35.9828,36.5108,2476613.0
2021-02-20,36.6282,37.0137,35.9828,36.5108,2476613.0
2021-02-21,36.6282,37.0137,35.9828,36.5108,2476613.0
2021-02-22,36.251,37.4663,36.2091,37.416,1909835.0
2021-02-23,37.0472,37.6591,36.0582,37.6172,2966518.0
2021-02-24,37.8016,38.7152,37.6843,38.556,2750083.0
2021-02-25,38.7487,38.8242,37.4328,37.81,1893750.0
2021-02-26,37.9867,38.298,36.9182,37.8605,3216716.0
2021-02-27,37.9867,38.298,36.9182,37.8605,3216716.0
2021-02-28,37.9867,38.298,36.9182,37.8605,3216716.0
2021-03-01,38.1886,38.4747,37.566,38.054,1844106.0
2021-03-02,38.1549,39.4338,37.8941,38.8869,2016705.0
2021-03-03,39.1393,40.7126,38.9711,39.8124,3202342.0
2021-03-04,39.7367,39.9302,38.1928,39.1309,2167671.0
2021-03-05,39.4674,41.209,39.2908,41.0912,3681575.0
2021-03-06,39.4674,41.209,39.2908,41.0912,3681575.0
2021-03-07,39.4674,41.209,39.2908,41.0912,3681575.0
2021-03-08,41.4951,42.5131,41.31,41.8232,3276748.0
2021-03-09,41.7391,42.3785,41.1501,41.1501,3071812.0
2021-03-10,41.209,42.3533,41.0618,41.9831,2360885.0
2021-03-11,41.9578,42.0672,40.536,41.3521,2547297.0
2021-03-12,41.4783,42.4374,41.1838,42.3448,1684178.0
2021-03-13,41.4783,42.4374,41.1838,42.3448,1684178.0
2021-03-14,41.4783,42.4374,41.1838,42.3448,1684178.0
2021-03-15,42.429,42.5702,41.8148,42.5299,1789466.0
2021-03-16,42.3364,42.4542,40.9146,41.0323,1503388.0
2021-03-17,41.0323,41.7811,40.7295,41.7811,2532924.0
2021-03-18,41.4951,41.9242,40.334,40.5191,2067670.0
2021-03-19,40.4939,41.3983,40.09,41.2427,4667168.0
2021-03-20,40.4939,41.3983,40.09,41.2427,4667168.0
2021-03-21,40.4939,41.3983,40.09,41.2427,4667168.0
2021-03-22,40.8725,41.1333,39.9218,40.4939,2138057.0
2021-03-23,39.7367,39.7367,37.1285,37.2715,3513862.0
2021-03-24,37.5492,37.9699,36.5732,36.5985,3268199.0
2021-03-25,35.9506,37.0191,35.7824,36.7667,2793003.0
2021-03-26,37.7679,38.5504,37.1958,38.4831,3438698.0
2021-03-27,37.7679,38.5504,37.1958,38.4831,3438698.0
2021-03-28,37.7679,38.5504,37.1958,38.4831,3438698.0
2021-03-29,38.7439,39.3665,38.0203,38.1129,2662749.0
2021-03-30,38.2475,39.2403,37.9446,39.1477,1882640.0
2021-03-31,39.215,39.3749,38.5878,39.0047,1613074.0
2021-04-01,39.215,39.3539,37.9951,38.9542,1844343.0
2021-04-02,39.215,39.3539,37.9951,38.9542,1844343.0
2021-04-03,39.215,39.3539,37.9951,38.9542,1844343.0
2021-04-04,39.215,39.3539,37.9951,38.9542,1844343.0
2021-04-05,39.215,39.6272,38.8099,39.3665,1675219.0
2021-04-06,39.3749,39.7703,39.1141,39.2655,1808105.0
2021-04-07,39.1898,39.4506,38.0792,38.2811,2493418.0
2021-04-08,38.1213,38.8364,37.5408,38.7018,1982400.0
2021-04-09,38.9963,39.2823,38.6429,39.1057,1412927.0
2021-04-10,38.9963,39.2823,38.6429,39.1057,1412927.0
2021-04-11,38.9963,39.2823,38.6429,39.1057,1412927.0
2021-04-12,40.3677,40.3761,39.337,40.0311,2485282.0
2021-04-13,40.2078,40.4097,39.1393,39.6946,2083280.0
2021-04-14,39.5852,40.6453,39.5852,39.9302,1689054.0
2021-04-15,40.1153,40.4182,39.6946,40.2835,1821422.0
2021-04-16,40.5528,41.4783,40.5275,41.1922,2512006.0
2021-04-17,40.5528,41.4783,40.5275,41.1922,2512006.0
2021-04-18,40.5528,41.4783,40.5275,41.1922,2512006.0
2021-04-19,40.9314,41.7138,40.5275,41.4951,2110041.0
2021-04-20,41.3521,41.5119,39.8944,40.3256,1909858.0
2021-04-21,40.1826,42.2944,40.0648,42.185,2366714.0
2021-04-22,42.4374,42.5047,41.1501,41.6802,1913941.0
2021-04-23,41.9578,43.0852,41.8569,42.8833,1763643.0
2021-04-24,41.9578,43.0852,41.8569,42.8833,1763643.0
2021-04-25,41.9578,43.0852,41.8569,42.8833,1763643.0
2021-04-26,43.1189,43.6489,42.3869,42.4795,1667826.0
2021-04-27,42.3112,42.5972,42.084,42.1597,1632580.0
2021-04-28,42.1177,42.8244,42.0924,42.4542,1235819.0
2021-04-29,42.572,42.572,40.9566,41.5287,2117934.0
2021-04-30,41.2511,41.6718,40.6664,40.8725,1878959.0
2021-05-01,41.2511,41.6718,40.6664,40.8725,1878959.0
2021-05-02,41.2511,41.6718,40.6664,40.8725,1878959.0
2021-05-03,41.1585,41.6129,40.8388,41.4446,2074847.0
2021-05-04,41.0492,41.1922,40.0311,40.8052,2052478.0
2021-05-05,41.6381,43.06,41.4867,43.0095,2675858.0
