,CINF US Equity,CINF US Equity,CINF US Equity,CINF US Equity,CINF US Equity
2020-03-13,75.7766,80.7784,74.9741,80.7606,1517617.0
2020-03-14,75.7766,80.7784,74.9741,80.7606,1517617.0
2020-03-15,75.7766,80.7784,74.9741,80.7606,1517617.0
2020-03-16,74.1984,79.0755,69.5889,70.008,1414824.0
2020-03-17,71.8498,76.7823,65.6863,76.3511,1556688.0
2020-03-18,71.5982,76.9979,69.2173,76.7015,1273899.0
2020-03-19,75.5155,76.7733,69.1813,73.6108,1390264.0
2020-03-20,73.6377,73.6377,65.6594,67.4114,1491457.0
2020-03-21,73.6377,73.6377,65.6594,67.4114,1491457.0
2020-03-22,73.6377,73.6377,65.6594,67.4114,1491457.0
2020-03-23,65.6774,67.618,59.0198,59.9991,1461779.0
2020-03-24,62.4699,71.158,62.4699,70.0978,1465313.0
2020-03-25,70.7357,71.8048,65.6235,66.6926,1261979.0
2020-03-26,67.6719,71.4904,64.9855,70.7267,1072877.0
2020-03-27,67.6899,71.0412,66.8649,68.238,800471.0
2020-03-28,67.6899,71.0412,66.8649,68.238,800471.0
2020-03-29,67.6899,71.0412,66.8649,68.238,800471.0
2020-03-30,68.1481,72.3799,66.495,71.6431,954604.0
2020-03-31,70.7537,74.2576,66.9801,67.7887,2029694.0
2020-04-01,64.6351,68.5165,64.0273,66.0996,1195092.0
2020-04-02,65.1563,68.5075,64.2219,65.5156,976166.0
2020-04-03,64.8418,66.9532,63.3863,63.8175,963260.0
2020-04-04,64.8418,66.9532,63.3863,63.8175,963260.0
2020-04-05,64.8418,66.9532,63.3863,63.8175,963260.0
2020-04-06,66.9172,70.4931,66.2703,69.5497,960763.0
2020-04-07,72.4158,74.5092,71.4185,71.7689,1014087.0
2020-04-08,71.2568,73.4924,70.1337,72.8471,750191.0
2020-04-09,73.9432,75.6952,73.3143,75.0932,1231360.0
2020-04-10,73.9432,75.6952,73.3143,75.0932,1231360.0
2020-04-11,73.9432,75.6952,73.3143,75.0932,1231360.0
2020-04-12,73.9432,75.6952,73.3143,75.0932,1231360.0
2020-04-13,75.4885,75.4885,73.1256,74.2487,609554.0
2020-04-14,76.3151,78.705,75.6503,78.2558,1472121.0
2020-04-15,76.1893,76.8183,74.1858,74.5182,1234468.0
2020-04-16,74.8686,75.3448,73.0537,74.0959,879706.0
2020-04-17,76.4768,77.4562,74.8776,77.0878,769994.0
2020-04-18,76.4768,77.4562,74.8776,77.0878,769994.0
2020-04-19,76.4768,77.4562,74.8776,77.0878,769994.0
2020-04-20,76.2522,76.2837,73.1436,74.1049,623052.0
2020-04-21,72.1732,73.5658,71.4634,72.0295,560079.0
2020-04-22,74.2397,74.2397,71.4634,71.5982,567711.0
2020-04-23,71.7869,72.6674,69.981,70.4392,508332.0
2020-04-24,71.4545,71.4545,69.379,70.556,522181.0
2020-04-25,71.4545,71.4545,69.379,70.556,522181.0
2020-04-26,71.4545,71.4545,69.379,70.556,522181.0
2020-04-27,71.715,74.1229,71.0142,73.7006,686119.0
2020-04-28,68.5345,69.4149,64.0332,64.5183,3936370.0
2020-04-29,65.7133,65.8083,63.2425,63.2695,1620503.0
2020-04-30,62.4519,62.7394,58.894,59.1186,2354410.0
2020-05-01,57.8967,58.3459,53.9075,54.7611,2993727.0
2020-05-02,57.8967,58.3459,53.9075,54.7611,2993727.0
2020-05-03,57.8967,58.3459,53.9075,54.7611,2993727.0
2020-05-04,54.4466,54.5095,52.7126,54.0378,2016882.0
2020-05-05,53.9075,55.0396,52.4251,53.0091,1646359.0
2020-05-06,52.2993,53.0001,47.6722,47.7261,2042209.0
2020-05-07,48.0765,50.6641,48.0676,49.4242,1404394.0
2020-05-08,50.3137,50.5621,48.6695,50.0711,1236785.0
2020-05-09,50.3137,50.5621,48.6695,50.0711,1236785.0
2020-05-10,50.3137,50.5621,48.6695,50.0711,1236785.0
2020-05-11,49.8572,49.8877,47.9687,48.382,1419610.0
2020-05-12,48.5168,48.6516,46.2257,46.2257,1498399.0
2020-05-13,45.8214,45.9472,43.3327,43.6112,1678576.0
2020-05-14,42.8295,45.9921,41.392,45.3542,1718564.0
2020-05-15,44.7522,45.1835,43.2967,44.2491,2585735.0
2020-05-16,44.7522,45.1835,43.2967,44.2491,2585735.0
2020-05-17,44.7522,45.1835,43.2967,44.2491,2585735.0
2020-05-18,45.7945,48.3191,45.7945,47.7711,1765556.0
2020-05-19,47.7082,47.8699,46.0101,46.8007,1887251.0
2020-05-20,47.1961,48.8897,46.7019,48.1215,1331828.0
2020-05-21,48.1305,51.9938,47.7351,51.6165,2162148.0
2020-05-22,51.7333,51.7333,50.0922,51.4997,1341849.0
2020-05-23,51.7333,51.7333,50.0922,51.4997,1341849.0
2020-05-24,51.7333,51.7333,50.0922,51.4997,1341849.0
2020-05-25,51.7333,51.7333,50.0922,51.4997,1341849.0
2020-05-26,53.7818,54.9498,53.072,53.2247,1561554.0
2020-05-27,55.7045,56.2435,53.9165,55.1654,2566798.0
2020-05-28,55.7045,55.983,53.7638,54.4197,1553600.0
2020-05-29,53.4673,53.638,51.7872,52.9642,1743566.0
2020-05-30,53.4673,53.638,51.7872,52.9642,1743566.0
2020-05-31,53.4673,53.638,51.7872,52.9642,1743566.0
2020-06-01,52.6424,54.0603,52.1847,53.5841,1006990.0
2020-06-02,54.4287,55.417,53.3954,54.6173,873716.0
2020-06-03,56.4053,58.0674,55.7763,57.3846,1437728.0
2020-06-04,56.8275,58.0944,55.992,58.0674,936080.0
2020-06-05,61.5534,62.7259,59.8284,61.796,1723021.0
2020-06-06,61.5534,62.7259,59.8284,61.796,1723021.0
2020-06-07,61.5534,62.7259,59.8284,61.796,1723021.0
2020-06-08,63.566,64.2129,62.2455,64.1769,1461203.0
2020-06-09,62.6316,63.2336,61.1312,61.823,1050992.0
2020-06-10,61.221,61.4506,58.5705,58.6065,1678478.0
2020-06-11,55.5607,56.558,52.3533,52.7036,1708593.0
2020-06-12,54.8599,55.8701,53.5661,54.833,1136797.0
2020-06-13,54.8599,55.8701,53.5661,54.833,1136797.0
2020-06-14,54.8599,55.8701,53.5661,54.833,1136797.0
2020-06-15,53.2337,56.2346,52.6677,55.6506,1371874.0
2020-06-16,58.962,59.3975,56.2221,57.3562,1216539.0
2020-06-17,57.6011,57.7327,56.0679,56.3038,1006312.0
2020-06-18,55.7413,58.5265,55.705,57.2745,1166593.0
2020-06-19,57.1566,58.5084,56.1223,57.3108,6678379.0
2020-06-20,57.1566,58.5084,56.1223,57.3108,6678379.0
2020-06-21,57.1566,58.5084,56.1223,57.3108,6678379.0
2020-06-22,56.5578,57.1566,55.333,56.9751,1774586.0
2020-06-23,57.4106,58.3995,57.2655,57.8733,1342085.0
2020-06-24,57.1112,57.1566,54.9883,56.2584,1531659.0
2020-06-25,55.7504,57.9278,55.4963,57.828,1049496.0
2020-06-26,56.8481,57.5286,55.9318,56.2494,1918092.0
2020-06-27,56.8481,57.5286,55.9318,56.2494,1918092.0
2020-06-28,56.8481,57.5286,55.9318,56.2494,1918092.0
2020-06-29,57.1838,57.9368,56.2494,57.837,1075712.0
2020-06-30,57.1203,58.4177,57.1203,58.0911,1295562.0
2020-07-01,58.0185,58.5265,57.2201,58.1546,1032487.0
2020-07-02,59.3431,60.6132,58.3723,58.8532,1461000.0
2020-07-03,59.3431,60.6132,58.3723,58.8532,1461000.0
2020-07-04,59.3431,60.6132,58.3723,58.8532,1461000.0
2020-07-05,59.3431,60.6132,58.3723,58.8532,1461000.0
2020-07-06,60.2231,62.1283,60.0396,61.7473,2111664.0
2020-07-07,61.2664,62.9902,60.7674,61.965,2072694.0
2020-07-08,61.7654,62.7906,61.4777,62.7271,1093112.0
2020-07-09,62.5729,62.6727,59.8602,61.0578,1278097.0
2020-07-10,61.2211,64.0608,60.9489,63.9428,1147366.0
2020-07-11,61.2211,64.0608,60.9489,63.9428,1147366.0
2020-07-12,61.2211,64.0608,60.9489,63.9428,1147366.0
2020-07-13,64.4781,64.8501,63.3259,63.589,1360651.0
2020-07-14,63.7432,66.0386,63.2714,65.966,1372926.0
2020-07-15,66.7916,67.717,65.34,66.7008,1252459.0
2020-07-16,66.2926,69.0053,66.0658,68.7784,1080766.0
2020-07-17,68.9508,70.1212,67.8258,69.5496,1123491.0
2020-07-18,68.9508,70.1212,67.8258,69.5496,1123491.0
2020-07-19,68.9508,70.1212,67.8258,69.5496,1123491.0
2020-07-20,69.0053,70.0395,67.9891,69.9125,1313791.0
2020-07-21,69.5677,71.6635,69.477,70.9014,1084394.0
2020-07-22,70.6927,72.9881,70.3298,72.7794,1091949.0
2020-07-23,72.8429,75.2018,72.7975,75.0022,1109018.0
2020-07-24,75.3106,75.9638,74.3081,75.5102,1082579.0
2020-07-25,75.3106,75.9638,74.3081,75.5102,1082579.0
2020-07-26,75.3106,75.9638,74.3081,75.5102,1082579.0
2020-07-27,75.8921,75.8921,73.9498,74.8026,965744.0
2020-07-28,75.2653,77.5425,73.5596,75.6644,1474497.0
2020-07-29,76.236,76.236,74.5848,75.7007,1269932.0
2020-07-30,73.9588,74.3399,71.0556,72.4074,1112002.0
2020-07-31,71.981,72.598,70.0395,70.7018,2517908.0
2020-08-01,71.981,72.598,70.0395,70.7018,2517908.0
2020-08-02,71.981,72.598,70.0395,70.7018,2517908.0
2020-08-03,70.8923,71.7633,70.0577,71.1282,785983.0
2020-08-04,71.3006,71.3006,69.9397,70.2754,764050.0
2020-08-05,70.7018,72.9155,70.7018,72.1806,836831.0
2020-08-06,71.0197,72.4392,71.0197,72.0808,485406.0
2020-08-07,71.9357,74.3308,71.7225,74.0949,729074.0
2020-08-08,71.9357,74.3308,71.7225,74.0949,729074.0
2020-08-09,71.9357,74.3308,71.7225,74.0949,729074.0
2020-08-10,74.7028,76.0001,73.8318,75.6826,679293.0
2020-08-11,76.8257,77.9961,75.1564,75.4104,800759.0
2020-08-12,76.236,76.4719,73.4734,73.4961,1165727.0
2020-08-13,72.6342,72.8248,71.5365,72.1988,981262.0
2020-08-14,72.226,73.8409,71.6816,72.6796,605423.0
2020-08-15,72.226,73.8409,71.6816,72.6796,605423.0
2020-08-16,72.226,73.8409,71.6816,72.6796,605423.0
2020-08-17,72.6524,72.6977,70.5748,70.974,558905.0
2020-08-18,71.0828,71.981,70.6111,71.6544,549538.0
2020-08-19,71.3006,72.3711,70.6383,70.9558,450390.0
2020-08-20,69.9306,71.2189,69.9306,70.7472,409770.0
2020-08-21,70.6474,71.2643,69.9406,70.1665,385872.0
2020-08-22,70.6474,71.2643,69.9406,70.1665,385872.0
2020-08-23,70.6474,71.2643,69.9406,70.1665,385872.0
2020-08-24,70.5294,72.2078,70.1937,72.1443,473812.0
2020-08-25,72.2169,72.8973,71.7088,71.9901,396451.0
2020-08-26,71.6544,71.6816,70.856,71.2189,385892.0
2020-08-27,71.1917,73.8046,71.1917,72.9971,406655.0
2020-08-28,73.5687,73.5687,72.2804,72.9336,356579.0
2020-08-29,73.5687,73.5687,72.2804,72.9336,356579.0
2020-08-30,73.5687,73.5687,72.2804,72.9336,356579.0
2020-08-31,72.7159,72.9336,71.7542,72.0445,585254.0
2020-09-01,71.6907,72.6252,71.3362,72.5798,554340.0
2020-09-02,72.3621,74.6211,72.0899,74.0949,579280.0
2020-09-03,74.7844,76.1997,72.5254,73.1151,528386.0
2020-09-04,74.5939,74.9387,72.6161,73.5596,631596.0
2020-09-05,74.5939,74.9387,72.6161,73.5596,631596.0
2020-09-06,74.5939,74.9387,72.6161,73.5596,631596.0
2020-09-07,74.5939,74.9387,72.6161,73.5596,631596.0
2020-09-08,72.9699,73.1423,70.5205,71.8086,703434.0
2020-09-09,71.6998,72.979,71.0556,71.5274,786864.0
2020-09-10,71.854,71.8994,69.6313,70.0667,847947.0
2020-09-11,69.976,70.6202,69.0325,69.7855,682173.0
2020-09-12,69.976,70.6202,69.0325,69.7855,682173.0
2020-09-13,69.976,70.6202,69.0325,69.7855,682173.0
2020-09-14,70.1575,71.5728,70.1575,70.4659,732950.0
2020-09-15,70.8316,71.0785,69.2956,69.4693,497244.0
2020-09-16,69.7436,71.2065,69.5699,70.5848,699905.0
2020-09-17,69.9448,71.4625,69.3185,70.8042,840338.0
2020-09-18,70.3836,71.874,70.2648,71.3254,1741462.0
2020-09-19,70.3836,71.874,70.2648,71.3254,1741462.0
2020-09-20,70.3836,71.874,70.2648,71.3254,1741462.0
2020-09-21,69.4602,70.9505,67.467,68.9756,1155685.0
2020-09-22,68.6739,70.3196,68.2716,69.3779,980542.0
2020-09-23,69.4968,70.7071,68.3539,68.5276,1803261.0
2020-09-24,69.195,71.2431,67.6681,69.771,600008.0
2020-09-25,68.9116,70.5116,68.1527,70.2831,627639.0
2020-09-26,68.9116,70.5116,68.1527,70.2831,627639.0
2020-09-27,68.9116,70.5116,68.1527,70.2831,627639.0
2020-09-28,71.6088,73.2089,70.9139,72.2488,792973.0
2020-09-29,71.5357,71.9837,70.1093,71.2157,576374.0
2020-09-30,71.7917,72.5688,70.7036,71.2888,787755.0
2020-10-01,71.2522,72.0202,69.5333,69.9356,667713.0
2020-10-02,68.6922,71.5082,68.6922,71.1151,499402.0
2020-10-03,68.6922,71.5082,68.6922,71.1151,499402.0
2020-10-04,68.6922,71.5082,68.6922,71.1151,499402.0
2020-10-05,74.05,75.6958,73.474,75.0009,837254.0
2020-10-06,75.4215,75.6226,72.7792,73.0717,735424.0
2020-10-07,73.4557,74.2512,71.7094,72.6328,697350.0
2020-10-08,73.1631,74.4066,72.5231,73.73,423937.0
2020-10-09,74.3883,74.6352,72.5277,72.8614,592571.0
2020-10-10,74.3883,74.6352,72.5277,72.8614,592571.0
2020-10-11,74.3883,74.6352,72.5277,72.8614,592571.0
2020-10-12,73.2454,75.1106,72.9848,74.2603,492250.0
2020-10-13,73.9769,74.754,72.0385,72.3677,553236.0
2020-10-14,72.8157,73.6569,72.002,72.0202,385797.0
2020-10-15,71.1608,72.4225,70.4019,72.066,613149.0
2020-10-16,72.2671,72.7023,71.4077,71.8465,539204.0
2020-10-17,72.2671,72.7023,71.4077,71.8465,539204.0
2020-10-18,72.2671,72.7023,71.4077,71.8465,539204.0
2020-10-19,72.1391,72.5231,70.9322,71.0145,453096.0
2020-10-20,72.0568,73.282,71.3642,72.9803,560926.0
2020-10-21,72.9803,77.3425,72.9803,77.0672,652753.0
2020-10-22,74.0592,74.0592,69.579,70.1642,1821969.0
2020-10-23,70.6762,71.8527,69.8533,70.7676,1589505.0
2020-10-24,70.6762,71.8527,69.8533,70.7676,1589505.0
2020-10-25,70.6762,71.8527,69.8533,70.7676,1589505.0
2020-10-26,70.5299,70.7676,69.6339,70.2282,1070609.0
2020-10-27,70.8956,72.578,67.2933,67.5218,1209427.0
2020-10-28,68.2337,68.2337,64.6326,65.0715,1207782.0
2020-10-29,65.0258,66.8544,64.1206,65.5104,840999.0
2020-10-30,64.9709,66.0681,63.9286,64.6783,1306635.0
2020-10-31,64.9709,66.0681,63.9286,64.6783,1306635.0
2020-11-01,64.9709,66.0681,63.9286,64.6783,1306635.0
2020-11-02,66.1321,66.4064,65.0989,66.0315,590539.0
2020-11-03,67.531,68.5184,67.0098,67.3756,666413.0
2020-11-04,65.7115,67.403,65.1081,66.0955,775766.0
2020-11-05,66.0315,68.8476,65.8395,68.1619,476651.0
2020-11-06,68.427,68.6556,67.3893,67.8876,420268.0
2020-11-07,68.427,68.6556,67.3893,67.8876,420268.0
2020-11-08,68.427,68.6556,67.3893,67.8876,420268.0
2020-11-09,74.8638,80.3633,74.6352,78.3839,1371936.0
2020-11-10,77.945,79.6365,77.4147,79.2159,994299.0
2020-11-11,79.8102,79.8742,76.2261,77.2775,820294.0
2020-11-12,76.8387,76.985,75.138,75.8786,577502.0
2020-11-13,76.6192,77.6524,70.7402,72.0294,2530838.0
2020-11-14,76.6192,77.6524,70.7402,72.0294,2530838.0
2020-11-15,76.6192,77.6524,70.7402,72.0294,2530838.0
2020-11-16,74.0409,74.562,72.4134,72.9986,1315108.0
2020-11-17,72.2397,73.3277,70.1185,72.8751,940188.0
2020-11-18,72.8706,74.2512,72.3768,72.6877,573981.0
2020-11-19,72.1117,72.1117,70.2346,71.6362,828966.0
2020-11-20,71.5997,72.1208,70.5116,70.7676,825149.0
2020-11-21,71.5997,72.1208,70.5116,70.7676,825149.0
2020-11-22,71.5997,72.1208,70.5116,70.7676,825149.0
2020-11-23,71.3985,71.7734,70.5574,70.9779,695079.0
2020-11-24,72.4774,73.5746,71.3254,72.7426,861579.0
2020-11-25,71.9197,72.322,70.7196,71.8008,537710.0
2020-11-26,71.9197,72.322,70.7196,71.8008,537710.0
2020-11-27,71.5814,72.6054,70.6854,71.1425,370486.0
2020-11-28,71.5814,72.6054,70.6854,71.1425,370486.0
2020-11-29,71.5814,72.6054,70.6854,71.1425,370486.0
2020-11-30,70.4659,71.554,69.0305,69.8076,3184249.0
2020-12-01,71.2157,73.5746,70.4751,73.1449,1108475.0
2020-12-02,72.7791,73.7666,71.554,73.0808,858923.0
2020-12-03,72.8157,74.7358,72.4683,74.6992,860441.0
2020-12-04,74.8729,76.2471,74.7358,75.8512,886455.0
2020-12-05,74.8729,76.2471,74.7358,75.8512,886455.0
2020-12-06,74.8729,76.2471,74.7358,75.8512,886455.0
2020-12-07,74.9552,75.1746,72.9528,73.3094,520708.0
2020-12-08,73.0443,74.6443,72.6054,74.2969,410019.0
2020-12-09,75.3118,75.5001,73.7117,74.3609,494427.0
2020-12-10,74.5163,74.7038,73.5381,74.0317,606539.0
2020-12-11,73.0534,74.082,72.3677,73.3003,551060.0
2020-12-12,73.0534,74.082,72.3677,73.3003,551060.0
2020-12-13,73.0534,74.082,72.3677,73.3003,551060.0
2020-12-14,74.0409,75.3255,72.6283,72.7883,964286.0
2020-12-15,73.1199,75.1559,72.3691,74.5571,816929.0
2020-12-16,74.5018,76.1877,74.2623,75.5797,998350.0
2020-12-17,75.9113,77.7999,75.7271,77.6525,912706.0
2020-12-18,78.1961,78.9883,76.068,76.5009,2524218.0
2020-12-19,78.1961,78.9883,76.068,76.5009,2524218.0
2020-12-20,78.1961,78.9883,76.068,76.5009,2524218.0
2020-12-21,76.4825,77.5327,75.0246,77.4314,829305.0
2020-12-22,77.0445,77.7032,76.5194,77.3485,5001198.0
2020-12-23,78.8594,80.9782,78.1039,78.9607,1220902.0
2020-12-24,78.9699,79.4327,77.5788,78.5185,226472.0
2020-12-25,78.9699,79.4327,77.5788,78.5185,226472.0
2020-12-26,78.9699,79.4327,77.5788,78.5185,226472.0
2020-12-27,78.9699,79.4327,77.5788,78.5185,226472.0
2020-12-28,78.5922,80.665,78.454,80.49,585563.0
2020-12-29,81.3744,81.706,79.3384,79.4397,727278.0
2020-12-30,79.3568,80.2597,79.2279,79.6516,411644.0
2020-12-31,79.8175,80.5729,78.7903,80.49,446652.0
2021-01-01,79.8175,80.5729,78.7903,80.49,446652.0
2021-01-02,79.8175,80.5729,78.7903,80.49,446652.0
2021-01-03,79.8175,80.5729,78.7903,80.49,446652.0
2021-01-04,80.9045,81.3375,77.2656,77.846,974674.0
2021-01-05,78.0947,78.8686,76.114,77.109,574821.0
2021-01-06,79.0068,81.1855,78.2329,80.7387,731692.0
2021-01-07,81.3007,81.3652,79.9649,80.7756,650732.0
2021-01-08,80.9967,80.9967,79.7345,80.8677,685995.0
2021-01-09,80.9967,80.9967,79.7345,80.8677,685995.0
2021-01-10,80.9967,80.9967,79.7345,80.8677,685995.0
2021-01-11,80.6466,82.2311,80.034,81.6876,600065.0
2021-01-12,82.1574,86.4413,81.6508,85.1884,686726.0
2021-01-13,84.5619,85.4003,83.0879,84.5803,847870.0
2021-01-14,85.3266,86.3768,83.7005,86.128,901963.0
2021-01-15,86.1188,87.3817,85.0225,86.3215,909737.0
2021-01-16,86.1188,87.3817,85.0225,86.3215,909737.0
2021-01-17,86.1188,87.3817,85.0225,86.3215,909737.0
2021-01-18,86.1188,87.3817,85.0225,86.3215,909737.0
2021-01-19,85.5117,87.1691,85.5117,86.386,772146.0
2021-01-20,86.5058,86.9111,84.2763,85.1976,528843.0
2021-01-21,85.0318,85.2575,81.3099,81.3283,800263.0
2021-01-22,80.7571,80.923,77.9749,80.4439,1344628.0
2021-01-23,80.7571,80.923,77.9749,80.4439,1344628.0
2021-01-24,80.7571,80.923,77.9749,80.4439,1344628.0
2021-01-25,79.7161,81.9824,78.466,81.5126,983378.0
2021-01-26,82.093,82.2035,79.928,79.9464,1382282.0
2021-01-27,78.4816,79.2785,77.3485,77.6157,2367923.0
2021-01-28,78.325,79.495,78.0947,78.887,753478.0
2021-01-29,78.7488,78.8225,76.98,77.4683,1138636.0
2021-01-30,78.7488,78.8225,76.98,77.4683,1138636.0
2021-01-31,78.7488,78.8225,76.98,77.4683,1138636.0
2021-02-01,78.4264,81.0519,77.846,80.5268,808206.0
2021-02-02,81.098,81.098,79.3845,80.2504,726400.0
2021-02-03,79.928,80.1767,78.5323,79.3384,464045.0
2021-02-04,79.4674,81.2454,78.9883,80.4623,629629.0
2021-02-05,80.7502,81.0024,79.8082,79.8819,495901.0
2021-02-06,80.7502,81.0024,79.8082,79.8819,495901.0
2021-02-07,80.7502,81.0024,79.8082,79.8819,495901.0
2021-02-08,80.2136,80.9045,79.6701,80.7571,515859.0
2021-02-09,81.0796,81.8074,79.7806,80.3149,1095956.0
2021-02-10,80.6097,82.3233,79.9637,82.0285,758744.0
2021-02-11,83.8249,87.5191,83.5034,84.175,1330629.0
2021-02-12,83.742,85.2621,83.4933,85.1423,578258.0
2021-02-13,83.742,85.2621,83.4933,85.1423,578258.0
2021-02-14,83.742,85.2621,83.4933,85.1423,578258.0
2021-02-15,83.742,85.2621,83.4933,85.1423,578258.0
2021-02-16,86.1373,86.1373,83.3919,83.6683,2655521.0
2021-02-17,84.1934,86.4505,83.6775,86.4136,684684.0
2021-02-18,85.0778,87.9245,85.0778,87.2243,818532.0
2021-02-19,87.5744,89.4446,87.5744,88.6799,661372.0
2021-02-20,87.5744,89.4446,87.5744,88.6799,661372.0
2021-02-21,87.5744,89.4446,87.5744,88.6799,661372.0
2021-02-22,87.9521,89.6841,87.7771,89.3432,2411607.0
2021-02-23,90.2829,91.3608,88.9379,90.6606,694887.0
2021-02-24,90.9278,93.4244,90.6975,92.9453,625973.0
2021-02-25,93.7376,94.0416,90.9923,90.9923,1020669.0
2021-02-26,90.9278,92.0425,89.5275,90.1631,1100327.0
2021-02-27,90.9278,92.0425,89.5275,90.1631,1100327.0
2021-02-28,90.9278,92.0425,89.5275,90.1631,1100327.0
2021-03-01,91.1857,94.2535,91.1857,93.1941,1057178.0
2021-03-02,92.6874,93.452,91.6648,92.107,526981.0
2021-03-03,92.0978,94.3456,91.9596,93.1296,982454.0
2021-03-04,93.1204,93.7376,90.541,92.0057,855831.0
2021-03-05,93.4336,96.4369,92.2037,96.05,667923.0
2021-03-06,93.4336,96.4369,92.2037,96.05,667923.0
2021-03-07,93.4336,96.4369,92.2037,96.05,667923.0
2021-03-08,96.7225,99.8547,95.8381,98.5926,643617.0
2021-03-09,98.0307,99.6981,96.5382,97.1555,657651.0
2021-03-10,98.0767,98.9427,97.1739,97.8833,529309.0
2021-03-11,97.395,97.7635,96.0776,96.4922,578531.0
2021-03-12,98.5926,99.2467,97.8188,99.1362,522140.0
2021-03-13,98.5926,99.2467,97.8188,99.1362,522140.0
2021-03-14,98.5926,99.2467,97.8188,99.1362,522140.0
2021-03-15,98.7124,100.4075,97.5378,100.3522,740098.0
2021-03-16,99.3052,99.3793,96.5995,98.601,684819.0
2021-03-17,99.5739,99.5739,97.6373,98.499,820461.0
2021-03-18,99.4256,100.899,97.8967,99.8797,1252038.0
2021-03-19,98.7863,100.3059,97.5446,99.1477,4507168.0
2021-03-20,98.7863,100.3059,97.5446,99.1477,4507168.0
2021-03-21,98.7863,100.3059,97.5446,99.1477,4507168.0
2021-03-22,99.2867,99.8009,97.598,98.0913,562090.0
2021-03-23,97.2018,98.1955,96.3817,96.9609,650677.0
2021-03-24,97.9245,98.7678,96.8867,96.9423,589044.0
2021-03-25,97.2574,98.4712,95.6636,98.2952,526010.0
2021-03-26,98.6102,99.0179,96.757,98.0265,837668.0
2021-03-27,98.6102,99.0179,96.757,98.0265,837668.0
2021-03-28,98.6102,99.0179,96.757,98.0265,837668.0
2021-03-29,97.0906,97.9338,95.2559,96.4049,850760.0
2021-03-30,96.4049,97.7577,96.4049,97.3686,717473.0
2021-03-31,96.9423,96.9701,95.4783,95.5246,691051.0
2021-04-01,95.3393,97.2481,94.6814,96.4975,719881.0
2021-04-02,95.3393,97.2481,94.6814,96.4975,719881.0
2021-04-03,95.3393,97.2481,94.6814,96.4975,719881.0
2021-04-04,95.3393,97.2481,94.6814,96.4975,719881.0
2021-04-05,97.1091,98.1006,96.8589,97.8411,698448.0
2021-04-06,97.628,98.2396,96.8404,98.1747,499426.0
2021-04-07,98.221,98.3878,96.7199,97.5261,487373.0
2021-04-08,97.3964,97.5585,96.6829,96.8497,518167.0
2021-04-09,97.4983,97.628,96.1825,97.3778,902091.0
2021-04-10,97.4983,97.628,96.1825,97.3778,902091.0
2021-04-11,97.4983,97.628,96.1825,97.3778,902091.0
2021-04-12,97.7114,98.7585,97.6095,98.6566,588649.0
2021-04-13,98.5732,98.8233,97.6558,97.7114,663068.0
2021-04-14,98.0821,98.7955,97.8689,98.221,533558.0
2021-04-15,98.3322,98.8604,97.8087,98.6844,643600.0
2021-04-16,98.9994,99.6573,98.0728,98.601,690480.0
2021-04-17,98.9994,99.6573,98.0728,98.601,690480.0
2021-04-18,98.9994,99.6573,98.0728,98.601,690480.0
2021-04-19,99.055,99.472,97.8875,99.3515,623440.0
2021-04-20,99.7129,100.4727,98.5639,99.1199,427556.0
2021-04-21,99.37,101.9275,98.8604,101.7792,729181.0
2021-04-22,101.3437,102.2055,100.5839,100.8526,494564.0
2021-04-23,101.6032,102.187,100.8248,101.3345,528102.0
2021-04-24,101.6032,102.187,100.8248,101.3345,528102.0
2021-04-25,101.6032,102.187,100.8248,101.3345,528102.0
2021-04-26,101.7514,102.8541,100.4171,101.0194,640622.0
2021-04-27,100.7322,101.8441,100.2503,100.4727,726054.0
2021-04-28,100.5839,100.6238,98.4898,98.9253,704652.0
2021-04-29,101.9738,104.0124,100.8526,103.3174,1050066.0
2021-04-30,103.227,104.7073,102.2055,104.4108,1866500.0
2021-05-01,103.227,104.7073,102.2055,104.4108,1866500.0
2021-05-02,103.227,104.7073,102.2055,104.4108,1866500.0
2021-05-03,106.227,106.9636,103.8178,106.4679,944661.0
2021-05-04,106.2085,108.0339,105.8193,107.7652,756424.0
2021-05-05,106.2076,109.4979,106.2076,109.0439,883672.0
2021-05-06,109.7296,111.0083,109.0439,110.9342,542195.0
2021-05-07,108.9049,111.6755,108.8771,111.518,864373.0
2021-05-08,108.9049,111.6755,108.8771,111.518,864373.0
2021-05-09,108.9049,111.6755,108.8771,111.518,864373.0
2021-05-10,112.5002,113.7882,111.7218,111.8423,888751.0
2021-05-11,111.5458,111.5458,109.1922,109.4794,689408.0
2021-05-12,110.0076,110.6377,108.1914,108.3767,499118.0
2021-05-13,107.9505,111.6569,107.3019,111.2307,559291.0
2021-05-14,110.7489,112.7967,109.6694,112.0832,415745.0
2021-05-15,110.7489,112.7967,109.6694,112.0832,415745.0
2021-05-16,110.7489,112.7967,109.6694,112.0832,415745.0
2021-05-17,111.7589,112.3334,110.8786,111.379,326097.0
2021-05-18,111.5828,111.5828,110.2995,110.4894,463039.0
2021-05-19,109.5813,110.9527,108.3906,110.8508,780575.0
2021-05-20,110.545,112.9449,109.7111,112.2778,613246.0
2021-05-21,112.1666,113.3758,110.8137,111.4531,515137.0
2021-05-22,112.1666,113.3758,110.8137,111.4531,515137.0
