,D US Equity,D US Equity,D US Equity,D US Equity,D US Equity
2021-03-03,60.4929,61.0943,59.9524,60.6498,5016295.0
2021-03-04,60.6497,61.415,59.6822,59.8141,5721505.0
2021-03-05,60.2979,61.6613,59.7173,61.4502,8083406.0
2021-03-06,60.2979,61.6613,59.7173,61.4502,8083406.0
2021-03-07,60.2979,61.6613,59.7173,61.4502,8083406.0
2021-03-08,61.5733,64.2122,61.3183,63.3326,11148306.0
2021-03-09,63.5085,64.5421,63.249,64.1594,6026952.0
2021-03-10,64.1682,65.0127,63.9571,64.3969,4858891.0
2021-03-11,64.1242,64.7312,63.6229,63.7108,3147407.0
2021-03-12,64.133,64.9863,63.9087,64.6872,3476865.0
2021-03-13,64.133,64.9863,63.9087,64.6872,3476865.0
2021-03-14,64.133,64.9863,63.9087,64.6872,3476865.0
2021-03-15,64.6608,65.6548,64.6608,65.5668,3213841.0
2021-03-16,65.1622,65.7691,64.9511,65.3469,4107677.0
2021-03-17,65.4437,65.4437,64.3002,64.3617,3756231.0
2021-03-18,64.5201,64.9863,64.0187,64.652,3115899.0
2021-03-19,64.6256,65.215,64.0011,64.5201,9090693.0
2021-03-20,64.6256,65.215,64.0011,64.5201,9090693.0
2021-03-21,64.6256,65.215,64.0011,64.5201,9090693.0
2021-03-22,64.5641,65.0303,64.1594,64.652,3366331.0
2021-03-23,64.7488,65.5668,64.5201,65.2502,3245826.0
2021-03-24,64.7752,65.7251,64.6872,65.2326,2379698.0
2021-03-25,65.558,67.0006,65.3425,66.165,4310150.0
2021-03-26,66.1606,66.7455,65.6108,66.6575,3613245.0
2021-03-27,66.1606,66.7455,65.6108,66.6575,3613245.0
2021-03-28,66.1606,66.7455,65.6108,66.6575,3613245.0
2021-03-29,66.4464,67.9858,66.4288,67.4668,4223737.0
2021-03-30,67.0094,67.0886,66.0638,66.4376,2661964.0
2021-03-31,66.165,66.9566,66.0858,66.8159,3447801.0
2021-04-01,66.7103,66.7103,65.8615,66.6048,2630889.0
2021-04-02,66.7103,66.7103,65.8615,66.6048,2630889.0
2021-04-03,66.7103,66.7103,65.8615,66.6048,2630889.0
2021-04-04,66.7103,66.7103,65.8615,66.6048,2630889.0
2021-04-05,66.596,67.5372,66.508,67.2117,2915200.0
2021-04-06,66.895,67.2733,66.5256,67.1853,2448538.0
2021-04-07,67.2117,67.5284,66.7191,67.0446,3060266.0
2021-04-08,67.4052,67.7615,66.9566,67.0358,2624513.0
2021-04-09,67.2469,67.5108,66.8862,67.1149,2075056.0
2021-04-10,67.2469,67.5108,66.8862,67.1149,2075056.0
2021-04-11,67.2469,67.5108,66.8862,67.1149,2075056.0
2021-04-12,67.2469,67.7747,66.9654,67.0798,2396486.0
2021-04-13,66.8511,68.3816,66.6927,68.1441,3527008.0
2021-04-14,67.8802,68.276,67.5899,68.1001,2946786.0
2021-04-15,68.0913,68.9973,67.9858,68.883,3683080.0
2021-04-16,69.2084,69.6658,69.0589,69.3932,3645390.0
2021-04-17,69.2084,69.6658,69.0589,69.3932,3645390.0
2021-04-18,69.2084,69.6658,69.0589,69.3932,3645390.0
2021-04-19,69.5075,69.6878,68.8654,69.2612,2956806.0
2021-04-20,69.4283,70.8445,69.204,70.4663,3981375.0
2021-04-21,71.0293,71.1172,70.3783,70.5455,4597047.0
2021-04-22,70.3519,70.8797,69.7538,69.8594,3076930.0
2021-04-23,69.8418,70.0529,69.4196,69.8242,3283738.0
2021-04-24,69.8418,70.0529,69.4196,69.8242,3283738.0
2021-04-25,69.8418,70.0529,69.4196,69.8242,3283738.0
2021-04-26,69.9561,69.9649,69.0501,69.2084,2671009.0
2021-04-27,69.0501,69.1996,68.6763,68.8654,2290321.0
2021-04-28,69.0325,69.1293,68.2848,68.2936,3464191.0
2021-04-29,68.4256,69.5339,68.364,69.5075,2992462.0
2021-04-30,69.7802,70.3168,69.314,70.2816,3237979.0
2021-05-01,69.7802,70.3168,69.314,70.2816,3237979.0
2021-05-02,69.7802,70.3168,69.314,70.2816,3237979.0
2021-05-03,70.2816,71.3195,70.176,70.695,3100505.0
2021-05-04,70.6422,70.8577,69.4899,69.8506,3691752.0
2021-05-05,69.7098,69.8594,68.1221,68.5663,4167271.0
2021-05-06,68.8038,69.1733,68.2453,69.0325,3356895.0
2021-05-07,69.0413,69.6834,68.6455,69.0061,2670934.0
2021-05-08,69.0413,69.6834,68.6455,69.0061,2670934.0
2021-05-09,69.0413,69.6834,68.6455,69.0061,2670934.0
2021-05-10,69.2348,70.3344,68.883,69.8945,4243597.0
2021-05-11,70.2288,70.5103,68.8751,69.1645,4544013.0
2021-05-12,69.1469,69.1733,67.8098,67.8538,3249107.0
2021-05-13,67.8626,69.4899,67.5723,68.9446,2797119.0
2021-05-14,69.1821,69.6131,68.6543,68.6719,3334283.0
2021-05-15,69.1821,69.6131,68.6543,68.6719,3334283.0
2021-05-16,69.1821,69.6131,68.6543,68.6719,3334283.0
2021-05-17,68.7686,69.3492,68.265,68.32,3120485.0
2021-05-18,68.0034,68.2848,67.5636,67.8714,3807218.0
2021-05-19,67.7483,67.9154,67.071,67.7131,3388164.0
2021-05-20,67.7923,68.5795,67.546,67.9418,3390661.0
2021-05-21,68.1705,68.8478,68.0385,68.8126,5472319.0
2021-05-22,68.1705,68.8478,68.0385,68.8126,5472319.0
2021-05-23,68.1705,68.8478,68.0385,68.8126,5472319.0
2021-05-24,69.0237,69.1205,67.7923,67.8098,3695103.0
2021-05-25,67.7131,67.8186,66.3849,66.8599,5383347.0
2021-05-26,66.8071,67.0623,66.3673,66.8071,3428749.0
2021-05-27,66.7983,66.983,66.2881,66.4025,5900167.0
2021-05-28,66.7983,67.1413,66.6663,66.9742,4708026.0
2021-05-29,66.7983,67.1413,66.6663,66.9742,4708026.0
2021-05-30,66.7983,67.1413,66.6663,66.9742,4708026.0
2021-05-31,66.7983,67.1413,66.6663,66.9742,4708026.0
2021-06-01,67.0798,67.1941,66.0506,66.4552,3410777.0
2021-06-02,66.7015,67.5899,66.4288,67.1941,3554773.0
2021-06-03,67.0078,68.3205,66.795,68.0367,3859531.0
2021-06-04,68.1963,68.5068,67.6952,67.8682,3357111.0
2021-06-05,68.1963,68.5068,67.6952,67.8682,3357111.0
2021-06-06,68.1963,68.5068,67.6952,67.8682,3357111.0
2021-06-07,67.8504,67.9037,67.4824,67.7706,3111870.0
2021-06-08,67.9303,67.9923,66.7684,67.2384,3616911.0
2021-06-09,67.4957,67.9569,67.2473,67.8504,2882332.0
2021-06-10,68.0367,68.7995,67.7972,68.693,2936218.0
2021-06-11,68.5245,68.6221,68.0634,68.5777,2205638.0
2021-06-12,68.5245,68.6221,68.0634,68.5777,2205638.0
2021-06-13,68.5245,68.6221,68.0634,68.5777,2205638.0
2021-06-14,68.6575,69.4425,68.5156,69.4203,3320613.0
2021-06-15,69.4469,69.6154,69.1276,69.2873,3630897.0
2021-06-16,69.5356,69.6243,67.8061,67.8504,3916433.0
2021-06-17,67.6464,68.5156,67.4424,68.0988,4510359.0
2021-06-18,67.6287,67.7795,66.2894,66.3604,7225591.0
2021-06-19,67.6287,67.7795,66.2894,66.3604,7225591.0
2021-06-20,67.6287,67.7795,66.2894,66.3604,7225591.0
2021-06-21,66.5289,67.5178,66.1593,67.3183,3640106.0
2021-06-22,67.1675,67.713,67.0167,67.0965,2734268.0
2021-06-23,66.9014,66.928,65.8814,66.1209,2482249.0
2021-06-24,66.112,66.4579,65.7307,66.1741,2854434.0
2021-06-25,65.9435,66.6265,65.8371,66.6176,2468775.0
2021-06-26,65.9435,66.6265,65.8371,66.6176,2468775.0
2021-06-27,65.9435,66.6265,65.8371,66.6176,2468775.0
2021-06-28,66.7772,67.1231,66.5156,66.7329,2047975.0
2021-06-29,66.3426,66.7329,65.0211,65.1985,3312509.0
2021-06-30,65.2517,65.4912,64.9945,65.2517,2818417.0
2021-07-01,65.3582,66.0056,64.8437,65.7307,2500972.0
2021-07-02,65.8903,66.0677,65.3227,65.8194,1831390.0
2021-07-03,65.8903,66.0677,65.3227,65.8194,1831390.0
2021-07-04,65.8903,66.0677,65.3227,65.8194,1831390.0
2021-07-05,65.8903,66.0677,65.3227,65.8194,1831390.0
2021-07-06,66.0411,66.8837,65.6774,66.8659,3562092.0
2021-07-07,66.5555,67.3538,66.4225,67.0877,2280950.0
2021-07-08,66.928,67.6287,66.7861,67.3626,2527677.0
2021-07-09,67.4513,67.4681,66.5112,67.0078,2163319.0
2021-07-10,67.4513,67.4681,66.5112,67.0078,2163319.0
2021-07-11,67.4513,67.4681,66.5112,67.0078,2163319.0
2021-07-12,66.7418,67.0877,66.3959,67.0078,2327576.0
2021-07-13,66.7595,66.9458,65.8992,66.0766,2065983.0
2021-07-14,66.0056,66.999,65.7393,66.7329,2662052.0
2021-07-15,66.6176,67.5577,66.5378,67.5311,3210663.0
2021-07-16,67.7263,68.7551,67.407,68.4358,3402192.0
2021-07-17,67.7263,68.7551,67.407,68.4358,3402192.0
2021-07-18,67.7263,68.7551,67.407,68.4358,3402192.0
2021-07-19,68.2939,69.2961,66.6353,67.2828,5314888.0
2021-07-20,67.407,68.1076,66.9546,67.1143,3701240.0
2021-07-21,67.1941,67.2384,66.2451,66.2717,3022343.0
2021-07-22,66.4934,66.6531,65.8327,65.979,3317309.0
2021-07-23,66.1653,66.8571,65.8903,66.8039,3353911.0
2021-07-24,66.1653,66.8571,65.8903,66.8039,3353911.0
2021-07-25,66.1653,66.8571,65.8903,66.8039,3353911.0
2021-07-26,66.795,66.8571,66.2007,66.5999,3190124.0
2021-07-27,66.8127,68.5422,66.2894,68.1431,3188489.0
2021-07-28,68.1076,68.1875,66.7595,67.1764,2358706.0
2021-07-29,67.1409,67.3981,66.5599,66.9724,2053548.0
2021-07-30,66.9635,67.5755,66.2362,66.4047,3338964.0
2021-07-31,66.9635,67.5755,66.2362,66.4047,3338964.0
2021-08-01,66.9635,67.5755,66.2362,66.4047,3338964.0
2021-08-02,66.52,67.1675,66.3693,66.8305,2779736.0
2021-08-03,66.9901,67.7351,66.6353,66.9635,2697302.0
2021-08-04,66.52,66.9768,66.0234,66.9369,2835319.0
2021-08-05,67.0965,67.5267,66.6353,67.4779,2519809.0
2021-08-06,67.407,67.744,67.0611,67.407,2974720.0
2021-08-07,67.407,67.744,67.0611,67.407,2974720.0
2021-08-08,67.407,67.744,67.0611,67.407,2974720.0
2021-08-09,67.3981,67.5844,66.8127,67.407,3031419.0
2021-08-10,67.4513,68.183,67.1498,67.7972,3931875.0
2021-08-11,67.6198,68.387,67.5311,68.2318,3919170.0
2021-08-12,68.1343,68.7418,68.081,68.6132,2914749.0
2021-08-13,68.7108,69.1365,68.3826,68.9236,2552894.0
2021-08-14,68.7108,69.1365,68.3826,68.9236,2552894.0
2021-08-15,68.7108,69.1365,68.3826,68.9236,2552894.0
2021-08-16,69.1187,69.9259,68.9148,69.5888,3083466.0
2021-08-17,69.5888,69.8993,69.0389,69.7307,2245094.0
2021-08-18,69.7307,69.8283,68.7861,69.1631,2903975.0
2021-08-19,69.4026,70.3411,69.0744,70.121,4125973.0
2021-08-20,70.2806,71.039,69.7928,70.999,3742896.0
2021-08-21,70.2806,71.039,69.7928,70.999,3742896.0
2021-08-22,70.2806,71.039,69.7928,70.999,3742896.0
2021-08-23,70.8571,70.8837,69.9791,70.05,4145325.0
2021-08-24,70.0589,70.1121,69.5001,69.6598,2860838.0
2021-08-25,69.4913,69.8106,69.1897,69.6775,2622155.0
2021-08-26,69.5001,69.7041,69.0034,69.58,2170313.0
2021-08-27,69.6775,69.8194,69.1986,69.3494,3143662.0
2021-08-28,69.6775,69.8194,69.1986,69.3494,3143662.0
2021-08-29,69.6775,69.8194,69.1986,69.3494,3143662.0
2021-08-30,69.3494,69.7219,69.0833,69.4469,2147091.0
2021-08-31,69.0744,69.6066,68.6797,69.0389,4361615.0
2021-09-01,69.101,70.1565,69.0212,70.05,3128769.0
2021-09-02,70.1663,70.6401,70.1663,70.5328,2073309.0
2021-09-03,70.5418,71.2123,69.8891,70.0769,2134348.0
2021-09-04,70.5418,71.2123,69.8891,70.0769,2134348.0
2021-09-05,70.5418,71.2123,69.8891,70.0769,2134348.0
2021-09-06,70.5418,71.2123,69.8891,70.0769,2134348.0
2021-09-07,69.8265,69.8534,68.3558,68.4139,3647540.0
2021-09-08,68.3066,69.8444,68.0563,69.5941,3233251.0
2021-09-09,69.3616,70.5507,69.1917,70.1484,4458456.0
2021-09-10,70.1037,70.1037,68.8699,69.1113,3323100.0
2021-09-11,70.1037,70.1037,68.8699,69.1113,3323100.0
2021-09-12,70.1037,70.1037,68.8699,69.1113,3323100.0
2021-09-13,69.5673,69.5673,68.2619,68.4318,3133273.0
2021-09-14,68.5838,68.8609,67.8551,68.0831,3191810.0
2021-09-15,67.9132,68.3513,67.5109,67.5467,3028666.0
2021-09-16,67.502,67.8506,66.6973,66.9923,3522207.0
2021-09-17,66.8314,67.2507,66.2369,66.2682,7593314.0
2021-09-18,66.8314,67.2507,66.2369,66.2682,7593314.0
2021-09-19,66.8314,67.2507,66.2369,66.2682,7593314.0
2021-09-20,66.2592,67.4394,65.991,66.6973,4545906.0
2021-09-21,66.7062,67.3589,66.3129,66.6168,3216937.0
2021-09-22,66.6526,67.1443,66.1698,66.9119,3363243.0
2021-09-23,67.0549,67.3857,66.2592,66.3933,4030691.0
2021-09-24,66.5185,67.0639,66.3129,66.6794,3087453.0
2021-09-25,66.5185,67.0639,66.3129,66.6794,3087453.0
2021-09-26,66.5185,67.0639,66.3129,66.6794,3087453.0
2021-09-27,66.8135,67.4215,65.9016,65.991,2902025.0
2021-09-28,65.9016,66.0446,65.1059,65.392,3233535.0
2021-09-29,65.4456,66.894,65.3115,66.4738,2614800.0
2021-09-30,66.6884,66.742,65.2132,65.2847,4304982.0
2021-10-01,65.7764,65.7854,64.5247,64.632,3803259.0
2021-10-02,65.7764,65.7854,64.5247,64.632,3803259.0
2021-10-03,65.7764,65.7854,64.5247,64.632,3803259.0
2021-10-04,64.9628,65.7675,64.5605,65.5797,4042390.0
2021-10-05,65.5171,66.3486,65.0433,65.0701,4861270.0
2021-10-06,65.0254,66.3307,64.6588,66.3129,3602925.0
2021-10-07,66.2592,67.0996,65.9821,66.0268,3015517.0
2021-10-08,65.8569,66.1698,64.9494,64.9986,2960001.0
2021-10-09,65.8569,66.1698,64.9494,64.9986,2960001.0
2021-10-10,65.8569,66.1698,64.9494,64.9986,2960001.0
2021-10-11,64.8376,65.0573,64.2386,64.48,2781977.0
2021-10-12,64.4532,65.1506,64.3817,64.8376,2200142.0
2021-10-13,64.8376,65.6512,64.5337,65.5976,3123182.0
2021-10-14,65.7138,66.4738,65.4546,65.8479,3113080.0
2021-10-15,66.0089,66.0268,65.1729,65.3562,2719227.0
2021-10-16,66.0089,66.0268,65.1729,65.3562,2719227.0
2021-10-17,66.0089,66.0268,65.1729,65.3562,2719227.0
2021-10-18,64.7661,64.9522,64.0911,64.337,2981561.0
2021-10-19,65.763,67.4483,65.4724,67.2516,5127796.0
2021-10-20,67.4662,68.7224,67.3947,68.4765,3394594.0
2021-10-21,68.6374,69.5673,68.5391,69.1023,3777541.0
2021-10-22,69.3259,69.5136,68.8431,69.1023,2150557.0
2021-10-23,69.3259,69.5136,68.8431,69.1023,2150557.0
2021-10-24,69.3259,69.5136,68.8431,69.1023,2150557.0
2021-10-25,68.8431,69.0755,68.3513,68.396,2253290.0
2021-10-26,68.3603,69.1292,68.1636,68.4765,2477636.0
2021-10-27,68.6374,68.8699,67.9132,67.9401,2406931.0
2021-10-28,67.9848,68.4318,67.8417,68.253,2453108.0
2021-10-29,68.1546,68.6106,67.654,67.8864,3050475.0
2021-10-30,68.1546,68.6106,67.654,67.8864,3050475.0
2021-10-31,68.1546,68.6106,67.654,67.8864,3050475.0
2021-11-01,67.8864,67.8864,67.2516,67.4215,2390084.0
2021-11-02,67.6003,68.8431,66.8851,67.493,2722775.0
2021-11-03,67.35,67.8775,66.8582,67.4841,2326325.0
2021-11-04,67.3857,67.797,66.675,67.4483,3459425.0
2021-11-05,67.8506,68.548,67.502,68.4229,2588467.0
2021-11-06,67.8506,68.548,67.502,68.4229,2588467.0
2021-11-07,67.8506,68.548,67.502,68.4229,2588467.0
2021-11-08,68.2977,68.3334,65.6065,66.6794,4094103.0
2021-11-09,66.5096,67.2963,66.286,66.6794,3425539.0
2021-11-10,66.9923,67.6987,66.9208,67.6629,2825404.0
2021-11-11,67.4573,67.629,66.8672,67.1175,2780257.0
2021-11-12,67.2695,67.3947,66.7912,66.8225,3213743.0
2021-11-13,67.2695,67.3947,66.7912,66.8225,3213743.0
2021-11-14,67.2695,67.3947,66.7912,66.8225,3213743.0
2021-11-15,67.0102,67.8596,66.6526,67.8417,3156267.0
2021-11-16,67.9043,68.2351,67.3187,67.4215,3824979.0
2021-11-17,67.1622,67.5109,66.6437,67.3679,3046327.0
2021-11-18,67.4036,67.6718,66.9745,67.2248,3325605.0
2021-11-19,67.4215,67.4215,66.286,66.3307,5532062.0
2021-11-20,67.4215,67.4215,66.286,66.3307,5532062.0
2021-11-21,67.4215,67.4215,66.286,66.3307,5532062.0
2021-11-22,66.143,66.5364,65.6691,66.1966,4119588.0
2021-11-23,66.3307,67.3232,66.0357,66.894,2482063.0
2021-11-24,66.9298,67.1175,66.4291,66.9655,2374783.0
2021-11-25,66.9298,67.1175,66.4291,66.9655,2374783.0
2021-11-26,66.6884,66.9923,65.7585,65.8658,2021134.0
2021-11-27,66.6884,66.9923,65.7585,65.8658,2021134.0
2021-11-28,66.6884,66.9923,65.7585,65.8658,2021134.0
2021-11-29,66.4023,66.7957,65.7585,66.5364,4182711.0
2021-11-30,66.1609,66.1609,63.6128,63.6575,6593644.0
2021-12-01,63.9883,65.1148,63.3177,63.3446,4016201.0
2021-12-02,63.4799,65.4013,63.4799,64.8059,4081052.0
2021-12-03,65.1126,65.9426,64.2827,65.8884,3673184.0
2021-12-04,65.1126,65.9426,64.2827,65.8884,3673184.0
2021-12-05,65.1126,65.9426,64.2827,65.8884,3673184.0
2021-12-06,66.2042,67.7918,66.0328,67.0161,4774969.0
2021-12-07,67.1153,68.1707,66.9168,68.0715,5676533.0
2021-12-08,68.0715,68.5045,67.4851,67.7738,3491060.0
2021-12-09,67.9091,69.2262,67.5212,68.73,5358537.0
2021-12-10,68.8473,69.1268,68.3241,68.5225,3111832.0
2021-12-11,68.8473,69.1268,68.3241,68.5225,3111832.0
2021-12-12,68.8473,69.1268,68.3241,68.5225,3111832.0
2021-12-13,68.4323,69.6592,68.1437,69.2352,2629459.0
2021-12-14,69.2262,69.5329,68.703,69.0999,3261902.0
2021-12-15,69.3885,70.6064,69.0457,70.5432,3235542.0
2021-12-16,70.3628,71.5265,70.3357,70.877,3252582.0
2021-12-17,70.8229,71.4092,69.0367,69.1269,6600582.0
2021-12-18,70.8229,71.4092,69.0367,69.1269,6600582.0
2021-12-19,70.8229,71.4092,69.0367,69.1269,6600582.0
2021-12-20,68.5496,70.3989,68.4234,70.3267,4520317.0
2021-12-21,70.6244,70.886,69.2803,69.587,2395285.0
2021-12-22,69.2983,69.8576,69.0097,69.596,1717281.0
2021-12-23,69.6862,70.1463,69.4697,69.7674,1851108.0
2021-12-24,69.6862,70.1463,69.4697,69.7674,1851108.0
2021-12-25,69.6862,70.1463,69.4697,69.7674,1851108.0
2021-12-26,69.6862,70.1463,69.4697,69.7674,1851108.0
2021-12-27,69.8757,69.9902,69.4793,69.8486,1430706.0
2021-12-28,69.8486,70.3808,69.8486,70.2816,1236227.0
2021-12-29,70.3628,70.8499,70.2275,70.7417,1517860.0
2021-12-30,70.877,70.9762,70.3448,70.7868,1752294.0
2021-12-31,70.6785,71.1025,70.3448,70.868,1975477.0
2022-01-01,70.6785,71.1025,70.3448,70.868,1975477.0
2022-01-02,70.6785,71.1025,70.3448,70.868,1975477.0
2022-01-03,70.9582,70.9582,69.7764,70.6785,2348688.0
2022-01-04,70.7056,71.31,70.3989,70.453,2872862.0
2022-01-05,71.2559,72.3203,70.7417,71.4543,3971587.0
2022-01-06,71.4182,72.5819,71.2017,71.319,3460798.0
2022-01-07,71.0484,72.6992,70.6334,72.3564,2762570.0
2022-01-08,71.0484,72.6992,70.6334,72.3564,2762570.0
2022-01-09,71.0484,72.6992,70.6334,72.3564,2762570.0
2022-01-10,72.6631,72.8165,71.7168,72.0136,3073312.0
2022-01-11,72.167,72.3273,70.8589,71.3822,2921232.0
2022-01-12,71.1386,71.8603,70.8499,71.5535,2343950.0
2022-01-13,70.8499,71.9604,70.7507,71.9414,3052868.0
2022-01-14,71.9414,72.0858,71.1115,71.4182,2580630.0
2022-01-15,71.9414,72.0858,71.1115,71.4182,2580630.0
2022-01-16,71.9414,72.0858,71.1115,71.4182,2580630.0
2022-01-17,71.9414,72.0858,71.1115,71.4182,2580630.0
2022-01-18,70.9852,71.0845,70.0471,70.7778,2722727.0
2022-01-19,70.6875,71.8873,70.5071,71.2919,3681717.0
2022-01-20,71.1927,72.4827,71.1837,71.3461,2982155.0
2022-01-21,72.0226,72.5639,71.247,71.5445,3831299.0
2022-01-22,72.0226,72.5639,71.247,71.5445,3831299.0
2022-01-23,72.0226,72.5639,71.247,71.5445,3831299.0
2022-01-24,71.3551,71.8061,69.3164,70.7958,4993088.0
2022-01-25,69.9208,70.895,69.6501,70.3448,3195105.0
2022-01-26,70.1373,71.0123,69.3525,69.8757,3538054.0
2022-01-27,70.5703,71.5084,70.1192,70.5522,3137625.0
2022-01-28,70.435,71.7159,69.8215,71.6798,2686001.0
2022-01-29,70.435,71.7159,69.8215,71.6798,2686001.0
2022-01-30,70.435,71.7159,69.8215,71.6798,2686001.0
2022-01-31,70.9492,73.1232,70.2726,72.7623,5568150.0
2022-02-01,72.5909,72.9518,71.6077,72.194,3626253.0
2022-02-02,72.1399,73.5021,71.743,73.3577,3496182.0
2022-02-03,73.2946,73.6735,72.7894,73.0781,2371099.0
2022-02-04,72.4556,73.024,71.6302,72.3293,2404727.0
2022-02-05,72.4556,73.024,71.6302,72.3293,2404727.0
2022-02-06,72.4556,73.024,71.6302,72.3293,2404727.0
2022-02-07,72.2752,72.7037,71.734,72.3203,2227704.0
2022-02-08,72.7172,72.9067,72.2933,72.4647,1972023.0
2022-02-09,72.8706,73.0149,72.1219,72.4556,2219344.0
2022-02-10,71.6347,71.9866,70.3628,70.5883,3727746.0
2022-02-11,70.895,71.7295,70.5432,71.337,3108857.0
2022-02-12,70.895,71.7295,70.5432,71.337,3108857.0
2022-02-13,70.895,71.7295,70.5432,71.337,3108857.0
2022-02-14,71.6077,71.6708,70.2185,71.0394,3595157.0
2022-02-15,71.4814,71.7881,70.1914,70.5161,2428752.0
2022-02-16,70.4801,71.2559,70.1192,70.9672,2518913.0
2022-02-17,70.9852,71.6167,70.2094,71.3912,2843294.0
2022-02-18,71.0935,71.9685,70.7597,71.4002,3557550.0
2022-02-19,71.0935,71.9685,70.7597,71.4002,3557550.0
2022-02-20,71.0935,71.9685,70.7597,71.4002,3557550.0
2022-02-21,71.0935,71.9685,70.7597,71.4002,3557550.0
2022-02-22,71.8422,72.388,70.9672,71.5987,3478410.0
2022-02-23,71.6798,71.9775,69.9478,70.038,2623594.0
2022-02-24,69.9298,70.2094,68.3692,69.605,4151275.0
2022-02-25,70.5522,72.0226,70.3448,71.8873,4573528.0
2022-02-26,70.5522,72.0226,70.3448,71.8873,4573528.0
2022-02-27,70.5522,72.0226,70.3448,71.8873,4573528.0
2022-02-28,71.3822,72.0407,71.0304,71.743,4773263.0
2022-03-01,71.4814,72.4466,70.7326,71.5265,2856961.0
2022-03-02,71.6257,72.7443,71.5355,72.3113,2605631.0
2022-03-03,72.4364,73.8736,72.4364,73.4279,3608084.0
2022-03-04,73.1459,75.2654,72.7775,75.229,3630734.0
2022-03-05,73.1459,75.2654,72.7775,75.229,3630734.0
2022-03-06,73.1459,75.2654,72.7775,75.229,3630734.0
2022-03-07,75.2745,76.1205,74.5742,75.8203,4188126.0
2022-03-08,75.9568,76.5299,74.1829,74.192,2993163.0
2022-03-09,74.8015,74.9016,73.4825,73.6826,2768713.0
2022-03-10,73.5553,74.9016,73.0549,74.7833,2518899.0
2022-03-11,74.6378,75.3837,74.4103,74.8288,2462432.0
2022-03-12,74.6378,75.3837,74.4103,74.8288,2462432.0
2022-03-13,74.6378,75.3837,74.4103,74.8288,2462432.0
2022-03-14,75.1926,75.7112,73.4279,73.9737,3121156.0
2022-03-15,74.5923,74.6923,73.2551,73.7008,5470417.0
2022-03-16,73.6098,73.91,71.4812,73.4643,4869004.0
2022-03-17,73.7281,75.7566,73.5371,75.2199,5911757.0
2022-03-18,75.2108,75.6839,73.6735,73.9282,7643245.0
2022-03-19,75.2108,75.6839,73.6735,73.9282,7643245.0
2022-03-20,75.2108,75.6839,73.6735,73.9282,7643245.0
2022-03-21,74.2193,75.1654,74.0556,74.4376,2681420.0
2022-03-22,74.7196,75.0471,73.7063,74.283,2197112.0
2022-03-23,74.374,74.8743,73.6098,74.2557,2449565.0
2022-03-24,74.3285,75.2927,74.0647,74.8652,2215106.0
2022-03-25,75.5019,76.4935,74.9016,76.3843,2730926.0
2022-03-26,75.5019,76.4935,74.9016,76.3843,2730926.0
2022-03-27,75.5019,76.4935,74.9016,76.3843,2730926.0
2022-03-28,76.3934,76.7391,75.7521,76.6299,1633909.0
2022-03-29,76.6845,77.2303,76.0659,77.2212,2673070.0
2022-03-30,77.3122,77.7124,76.8755,77.7124,1942026.0
2022-03-31,77.4941,77.9489,77.0484,77.294,3618627.0
2022-04-01,77.2303,78.5948,76.3481,78.5311,2736512.0
2022-04-02,77.2303,78.5948,76.3481,78.5311,2736512.0
2022-04-03,77.2303,78.5948,76.3481,78.5311,2736512.0
2022-04-04,78.0308,78.0854,76.8482,77.6396,1818960.0
2022-04-05,77.7488,79.086,77.4395,78.3128,3303106.0
2022-04-06,78.6494,80.1048,77.9034,79.9047,4223557.0
2022-04-07,79.8319,79.9047,78.9723,79.741,2472530.0
2022-04-08,80.1685,80.496,79.4317,80.3959,2368751.0
2022-04-09,80.1685,80.496,79.4317,80.3959,2368751.0
2022-04-10,80.1685,80.496,79.4317,80.3959,2368751.0
2022-04-11,80.3049,80.7598,79.3862,79.6136,2921443.0
2022-04-12,79.1861,80.1776,78.7858,79.4953,2843030.0
2022-04-13,79.7137,79.932,78.7312,79.3134,2562931.0
2022-04-14,79.8137,80.1721,79.4499,79.5044,3310091.0
2022-04-15,79.8137,80.1721,79.4499,79.5044,3310091.0
2022-04-16,79.8137,80.1721,79.4499,79.5044,3310091.0
2022-04-17,79.8137,80.1721,79.4499,79.5044,3310091.0
2022-04-18,80.0593,80.0912,78.4856,78.9859,2758471.0
2022-04-19,79.3407,79.4772,78.5038,79.1133,2644879.0
2022-04-20,79.7046,79.9957,78.9223,79.1315,2893449.0
2022-04-21,79.1042,79.7319,78.6403,78.7312,3583653.0
2022-04-22,78.7312,78.7858,77.1393,77.2212,2641069.0
2022-04-23,78.7312,78.7858,77.1393,77.2212,2641069.0
2022-04-24,78.7312,78.7858,77.1393,77.2212,2641069.0
2022-04-25,77.5214,77.7033,75.5929,76.921,3843066.0
2022-04-26,76.5935,77.4122,75.9841,76.0204,2854806.0
2022-04-27,76.0113,76.7391,75.2836,75.8476,2763140.0
2022-04-28,76.0841,76.6299,75.5747,76.2933,2944540.0
2022-04-29,76.1205,76.1205,74.1966,74.2648,4137175.0
2022-04-30,76.1205,76.1205,74.1966,74.2648,4137175.0
2022-05-01,76.1205,76.1205,74.1966,74.2648,4137175.0
2022-05-02,74.5741,75.1108,72.9913,73.7281,3109056.0
2022-05-03,74.1829,75.0471,73.437,73.8918,3124073.0
2022-05-04,73.8191,75.2745,73.5098,75.0562,3719137.0
