,QCOM US Equity,QCOM US Equity,QCOM US Equity,QCOM US Equity,QCOM US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-02-10,78.8063,80.4909,78.5521,80.4591,7481257.0
2020-02-11,81.1584,83.0654,80.7315,81.7305,9452795.0
2020-02-12,83.2289,83.9463,82.9019,83.2924,9824153.0
2020-02-13,82.6658,82.9836,81.5281,81.7577,8428261.0
2020-02-14,82.2299,82.457,80.6316,81.3672,6256463.0
2020-02-15,82.2299,82.457,80.6316,81.3672,6256463.0
2020-02-16,82.2299,82.457,80.6316,81.3672,6256463.0
2020-02-17,82.2299,82.457,80.6316,81.3672,6256463.0
2020-02-18,79.7599,80.8223,79.4829,79.9415,7251738.0
2020-02-19,80.7497,82.2935,80.5045,82.239,7820938.0
2020-02-20,82.466,83.4377,80.5318,81.2492,9754899.0
2020-02-21,80.4228,80.8496,78.3977,79.0334,12260942.0
2020-02-22,80.4228,80.8496,78.3977,79.0334,12260942.0
2020-02-23,80.4228,80.8496,78.3977,79.0334,12260942.0
2020-02-24,76.191,77.0355,75.1103,75.6642,12158495.0
2020-02-25,76.2273,76.645,72.3224,72.8491,14724971.0
2020-02-26,73.5574,74.4928,71.8229,72.3405,13137752.0
2020-02-27,70.043,71.0056,68.4084,68.9624,17898302.0
2020-02-28,66.9827,72.4768,66.6012,71.1055,20905483.0
2020-02-29,66.9827,72.4768,66.6012,71.1055,20905483.0
2020-03-01,66.9827,72.4768,66.6012,71.1055,20905483.0
2020-03-02,71.7548,73.2941,70.043,73.1578,15043364.0
2020-03-03,73.394,75.0558,70.6787,71.3416,16356235.0
2020-03-04,72.4217,74.9755,71.4423,74.8748,9894894.0
2020-03-05,72.7329,74.4812,72.0373,72.4675,9396192.0
2020-03-06,69.8679,71.4698,69.4102,70.9114,11536522.0
2020-03-07,69.8679,71.4698,69.4102,70.9114,11536522.0
2020-03-08,69.8679,71.4698,69.4102,70.9114,11536522.0
2020-03-09,66.2706,69.6574,65.7489,66.4903,13898507.0
2020-03-10,68.4674,72.3485,67.8816,72.2112,13615617.0
2020-03-11,69.8313,71.2043,67.4789,68.3027,13385129.0
2020-03-12,63.6344,66.3896,61.3278,61.3461,19386245.0
2020-03-13,65.1539,70.1791,61.5658,69.3919,15971421.0
2020-03-14,65.1539,70.1791,61.5658,69.3919,15971421.0
2020-03-15,65.1539,70.1791,61.5658,69.3919,15971421.0
2020-03-16,62.4994,65.1448,59.0028,59.0211,16134663.0
2020-03-17,60.3301,63.8999,56.9342,63.0303,16864536.0
2020-03-18,58.179,60.0097,53.0897,56.0097,18381232.0
2020-03-19,55.9456,61.8312,54.0417,59.4971,17127375.0
2020-03-20,59.5246,62.2248,55.6435,55.7534,16591457.0
2020-03-21,59.5246,62.2248,55.6435,55.7534,16591457.0
2020-03-22,59.5246,62.2248,55.6435,55.7534,16591457.0
2020-03-23,56.3392,59.369,54.1058,57.2362,14920274.0
2020-03-24,60.4124,61.8953,56.925,59.9182,18966796.0
2020-03-25,60.3209,61.2912,57.1721,57.7397,15969793.0
2020-03-26,58.5818,63.758,57.8953,63.1402,15837897.0
2020-03-27,60.8701,63.2683,60.3484,60.9525,9739098.0
2020-03-28,60.8701,63.2683,60.3484,60.9525,9739098.0
2020-03-29,60.8701,63.2683,60.3484,60.9525,9739098.0
2020-03-30,61.5017,63.6161,60.4674,63.1859,9880831.0
2020-03-31,63.4331,64.4033,61.0166,61.9228,13216270.0
2020-04-01,59.4971,62.8839,59.4971,60.3209,14167923.0
2020-04-02,60.2935,62.4811,59.7809,62.2614,15432867.0
2020-04-03,61.9502,62.8747,59.0852,59.7076,8600729.0
2020-04-04,61.9502,62.8747,59.0852,59.7076,8600729.0
2020-04-05,61.9502,62.8747,59.0852,59.7076,8600729.0
2020-04-06,62.7008,65.3278,61.9228,64.9434,12153091.0
2020-04-07,67.424,68.559,64.861,66.5727,11285559.0
2020-04-08,67.4606,68.0784,66.2889,67.1219,10695607.0
2020-04-09,68.3027,68.5041,64.0738,65.52,15465069.0
2020-04-10,68.3027,68.5041,64.0738,65.52,15465069.0
2020-04-11,68.3027,68.5041,64.0738,65.52,15465069.0
2020-04-12,68.3027,68.5041,64.0738,65.52,15465069.0
2020-04-13,65.639,67.2867,65.3919,67.0944,7896541.0
2020-04-14,68.6505,71.0899,68.6276,70.9846,11314132.0
2020-04-15,69.4415,69.8771,67.7626,69.5567,9951706.0
2020-04-16,70.353,71.1128,68.9983,70.3439,8819658.0
2020-04-17,70.7741,71.6254,69.0899,69.7215,9925952.0
2020-04-18,70.7741,71.6254,69.0899,69.7215,9925952.0
2020-04-19,70.7741,71.6254,69.0899,69.7215,9925952.0
2020-04-20,68.6708,69.7764,67.8267,68.0189,7217667.0
2020-04-21,67.1036,67.7077,65.6757,65.758,9273758.0
2020-04-22,67.5429,68.9617,66.591,68.3576,7367881.0
2020-04-23,68.6505,69.7215,67.5155,67.5613,7673845.0
2020-04-24,67.6619,69.6665,67.424,69.6025,6073839.0
2020-04-25,67.6619,69.6665,67.424,69.6025,6073839.0
2020-04-26,67.6619,69.6665,67.424,69.6025,6073839.0
2020-04-27,70.1059,71.2319,69.099,69.5475,7219462.0
2020-04-28,70.5804,71.1952,68.797,68.916,6250473.0
2020-04-29,70.6368,72.5316,70.3256,72.2844,11950168.0
2020-04-30,73.4744,74.0236,70.7375,72.0098,17113450.0
2020-05-01,70.3439,71.0212,68.3576,69.2363,9742126.0
2020-05-02,70.3439,71.0212,68.3576,69.2363,9742126.0
2020-05-03,70.3439,71.0212,68.3576,69.2363,9742126.0
2020-05-04,68.797,69.5109,67.8176,69.2729,7202849.0
2020-05-05,70.2524,72.138,70.0784,71.0579,7540822.0
2020-05-06,72.138,73.3554,71.8725,72.1929,8179660.0
2020-05-07,72.9526,73.3828,71.6346,72.1563,7295662.0
2020-05-08,72.9526,74.2249,72.6414,73.7398,7892235.0
2020-05-09,72.9526,74.2249,72.6414,73.7398,7892235.0
2020-05-10,72.9526,74.2249,72.6414,73.7398,7892235.0
2020-05-11,73.4927,74.3897,72.8062,73.6666,6604560.0
2020-05-12,74.408,74.8657,71.7627,71.781,7318108.0
2020-05-13,72.1837,72.7787,70.2524,71.3965,9584756.0
2020-05-14,70.9389,73.2272,69.9961,73.1082,9956772.0
2020-05-15,68.3484,71.1219,68.0738,69.3553,29597762.0
2020-05-16,68.3484,71.1219,68.0738,69.3553,29597762.0
2020-05-17,68.3484,71.1219,68.0738,69.3553,29597762.0
2020-05-18,70.7283,73.392,70.6734,73.1723,13196132.0
2020-05-19,72.9984,73.3645,71.3965,71.4789,8118408.0
2020-05-20,73.1906,75.0213,72.9435,73.8039,11379190.0
2020-05-21,72.7421,73.3101,71.281,71.3965,8141452.0
2020-05-22,71.6345,72.0922,70.7466,72.0373,5530399.0
2020-05-23,71.6345,72.0922,70.7466,72.0373,5530399.0
2020-05-24,71.6345,72.0922,70.7466,72.0373,5530399.0
2020-05-25,71.6345,72.0922,70.7466,72.0373,5530399.0
2020-05-26,73.4011,73.749,71.1906,71.4148,10067335.0
2020-05-27,71.6437,72.6048,69.7123,72.5773,9125850.0
2020-05-28,73.4469,74.5819,71.1494,71.4972,11170860.0
2020-05-29,72.0373,74.3256,71.305,74.0327,10562462.0
2020-05-30,72.0373,74.3256,71.305,74.0327,10562462.0
2020-05-31,72.0373,74.3256,71.305,74.0327,10562462.0
2020-06-01,73.1265,73.6666,72.5316,72.9801,6477494.0
2020-06-02,73.1631,77.6939,73.1448,77.4652,13255332.0
2020-06-03,78.3599,79.2824,77.1331,77.5851,13029318.0
2020-06-04,77.4375,79.9742,77.4375,79.3654,12108965.0
2020-06-05,81.1733,82.5385,81.0073,81.6807,11882086.0
2020-06-06,81.1733,82.5385,81.0073,81.6807,11882086.0
2020-06-07,81.1733,82.5385,81.0073,81.6807,11882086.0
2020-06-08,82.0958,84.4018,81.487,84.2819,9748317.0
2020-06-09,83.2304,83.3779,82.1511,82.7876,7327712.0
2020-06-10,83.2488,84.9922,83.0459,83.9498,9079720.0
2020-06-11,81.7452,82.1465,77.4006,77.5021,15241704.0
2020-06-12,79.5591,80.3801,77.0501,78.6275,10113214.0
2020-06-13,79.5591,80.3801,77.0501,78.6275,10113214.0
2020-06-14,79.5591,80.3801,77.0501,78.6275,10113214.0
2020-06-15,77.1792,79.8543,76.6535,79.6882,9861051.0
2020-06-16,82.9259,83.4241,80.952,82.5754,12646623.0
2020-06-17,83.6454,84.019,82.3725,82.9628,7620251.0
2020-06-18,82.8798,83.4702,82.1234,82.9444,5709537.0
2020-06-19,82.8983,83.2488,80.7444,81.9205,23213755.0
2020-06-20,82.8983,83.2488,80.7444,81.9205,23213755.0
2020-06-21,82.8983,83.2488,80.7444,81.9205,23213755.0
2020-06-22,81.8375,82.5016,80.8136,82.2157,8028040.0
2020-06-23,83.1473,83.5809,82.1972,82.4186,7778700.0
2020-06-24,82.2569,82.8614,80.6383,82.2249,8208755.0
2020-06-25,81.819,82.5201,80.5461,82.0589,7062645.0
2020-06-26,82.1603,82.7691,80.749,81.1918,9126471.0
2020-06-27,82.1603,82.7691,80.749,81.1918,9126471.0
2020-06-28,82.1603,82.7691,80.749,81.1918,9126471.0
2020-06-29,81.3683,82.2341,79.9557,82.105,5870389.0
2020-06-30,82.2803,84.7985,82.0958,84.1343,9378521.0
2020-07-01,83.9498,84.2173,82.6308,82.8153,6990619.0
2020-07-02,84.0236,85.3243,83.7561,84.7431,8317278.0
2020-07-03,84.0236,85.3243,83.7561,84.7431,8317278.0
2020-07-04,84.0236,85.3243,83.7561,84.7431,8317278.0
2020-07-05,84.0236,85.3243,83.7561,84.7431,8317278.0
2020-07-06,85.9792,86.4773,84.9553,85.7117,6933086.0
2020-07-07,85.7578,86.2928,84.78,84.9922,6722402.0
2020-07-08,86.0345,86.3389,85.1767,86.2744,6692687.0
2020-07-09,86.6618,86.6618,84.3465,86.0161,6287666.0
2020-07-10,85.7855,86.2651,84.4572,85.3335,5687563.0
2020-07-11,85.7855,86.2651,84.4572,85.3335,5687563.0
2020-07-12,85.7855,86.2651,84.4572,85.3335,5687563.0
2020-07-13,86.0622,86.8232,84.1251,84.245,7606351.0
2020-07-14,83.8115,85.4349,82.2803,85.2136,6570953.0
2020-07-15,85.7209,85.7209,83.9498,85.3704,6154056.0
2020-07-16,84.184,84.6297,83.6454,84.1251,6178667.0
2020-07-17,84.5679,85.2827,83.9406,85.0752,5985862.0
2020-07-18,84.5679,85.2827,83.9406,85.0752,5985862.0
2020-07-19,84.5679,85.2827,83.9406,85.0752,5985862.0
2020-07-20,85.0403,86.0345,84.2173,85.9423,5407473.0
2020-07-21,86.2928,86.5695,84.6878,85.149,7099738.0
2020-07-22,85.5456,86.053,84.5586,85.4165,4366672.0
2020-07-23,85.7024,85.7578,82.3067,82.7138,9438516.0
2020-07-24,82.2895,83.2857,80.7214,81.9943,9519999.0
2020-07-25,82.2895,83.2857,80.7214,81.9943,9519999.0
2020-07-26,82.2895,83.2857,80.7214,81.9943,9519999.0
2020-07-27,83.0389,85.6379,82.3356,85.5087,8021665.0
2020-07-28,85.0208,85.4073,83.544,84.3557,5818417.0
2020-07-29,84.9368,86.3574,84.6232,85.8131,11453035.0
2020-07-30,94.4747,99.3359,92.8881,98.8747,42122507.0
2020-07-31,97.4634,99.394,96.4026,97.4172,16770274.0
2020-08-01,97.4634,99.394,96.4026,97.4172,16770274.0
2020-08-02,97.4634,99.394,96.4026,97.4172,16770274.0
2020-08-03,99.0684,104.234,98.7309,101.0885,18903474.0
2020-08-04,100.9962,102.4076,100.2306,102.343,10205396.0
2020-08-05,102.3891,103.7358,101.5405,102.7488,7970393.0
2020-08-06,102.6013,102.7212,101.4021,102.4444,6392228.0
2020-08-07,101.4759,102.4352,97.777,99.8524,11155935.0
2020-08-08,101.4759,102.4352,97.777,99.8524,11155935.0
2020-08-09,101.4759,102.4352,97.777,99.8524,11155935.0
2020-08-10,100.1753,100.535,97.5211,98.1091,10087130.0
2020-08-11,97.9615,103.3208,96.6147,100.3874,17802960.0
2020-08-12,101.8264,107.2318,101.1438,106.8075,18672313.0
2020-08-13,107.1857,107.1857,104.0218,104.6121,9958426.0
2020-08-14,104.5107,105.636,103.8373,104.9165,6640963.0
2020-08-15,104.5107,105.636,103.8373,104.9165,6640963.0
2020-08-16,104.5107,105.636,103.8373,104.9165,6640963.0
2020-08-17,104.5015,105.6084,102.0478,103.4776,10282991.0
2020-08-18,104.1509,104.5845,102.8688,103.3392,6387011.0
2020-08-19,103.6159,104.6675,102.1585,102.426,7747599.0
2020-08-20,101.4667,102.3707,101.1623,102.0755,7200318.0
2020-08-21,101.6788,104.3723,101.4206,104.234,8546881.0
2020-08-22,101.6788,104.3723,101.4206,104.234,8546881.0
2020-08-23,101.6788,104.3723,101.4206,104.234,8546881.0
2020-08-24,105.4977,107.0012,104.483,106.9182,10234997.0
2020-08-25,107.1027,108.0159,105.5622,106.9551,6207980.0
2020-08-26,107.2318,107.5086,106.2356,107.0381,7487404.0
2020-08-27,107.3979,109.0121,106.4016,107.0197,8206185.0
2020-08-28,107.6561,109.0859,107.158,109.0306,6280250.0
2020-08-29,107.6561,109.0859,107.158,109.0306,6280250.0
2020-08-30,107.6561,109.0859,107.158,109.0306,6280250.0
2020-08-31,109.1524,111.6687,108.9568,109.8607,9694649.0
2020-09-01,111.6871,113.0616,110.2389,112.545,9101301.0
2020-09-02,114.3069,114.9282,112.9623,114.2328,9167699.0
2020-09-03,112.4893,112.8695,107.2033,107.973,13560803.0
2020-09-04,107.2868,109.2621,104.2172,107.5465,11064279.0
2020-09-05,107.2868,109.2621,104.2172,107.5465,11064279.0
2020-09-06,107.2868,109.2621,104.2172,107.5465,11064279.0
2020-09-07,107.2868,109.2621,104.2172,107.5465,11064279.0
2020-09-08,103.8092,105.6083,101.6577,101.7968,10245172.0
2020-09-09,105.2377,107.361,104.143,105.7381,9708449.0
2020-09-10,106.786,107.3981,103.466,104.2729,6166312.0
2020-09-11,105.1446,106.5032,104.2358,105.1817,6740182.0
2020-09-12,105.1446,106.5032,104.2358,105.1817,6740182.0
2020-09-13,105.1446,106.5032,104.2358,105.1817,6740182.0
2020-09-14,106.8695,107.0457,104.4676,105.2188,5397303.0
2020-09-15,106.5913,109.2528,106.4522,108.1121,8773740.0
2020-09-16,109.429,109.429,106.2203,106.2389,6342106.0
2020-09-17,103.7906,107.296,102.9375,106.5356,7418146.0
2020-09-18,106.684,107.0457,101.8246,102.65,15443195.0
2020-09-19,106.684,107.0457,101.8246,102.65,15443195.0
2020-09-20,106.684,107.0457,101.8246,102.65,15443195.0
2020-09-21,101.2311,103.9946,100.4336,103.7906,8197611.0
2020-09-22,104.4305,105.9514,102.3949,105.5526,6911176.0
2020-09-23,105.3857,105.6546,102.075,102.5387,6553322.0
2020-09-24,101.4444,105.0611,101.3053,104.041,6848958.0
2020-09-25,105.3022,107.3424,103.6793,106.1832,11717993.0
2020-09-26,105.3022,107.3424,103.6793,106.1832,11717993.0
2020-09-27,105.3022,107.3424,103.6793,106.1832,11717993.0
2020-09-28,107.5372,110.1144,106.5727,109.8649,9043578.0
2020-09-29,109.5588,110.5882,108.6871,108.854,5687851.0
2020-09-30,108.9653,110.5928,108.431,109.1322,5829731.0
2020-10-01,111.2188,111.4738,109.1508,110.8386,5316766.0
