,QCOM US Equity,QCOM US Equity,QCOM US Equity,QCOM US Equity,QCOM US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-10-02,108.2976,110.0411,107.0457,107.0828,5834337.0
2020-10-03,108.2976,110.0411,107.0457,107.0828,5834337.0
2020-10-04,108.2976,110.0411,107.0457,107.0828,5834337.0
2020-10-05,108.4089,111.8865,108.2512,111.766,5835936.0
2020-10-06,111.701,113.6207,110.4491,110.8571,7636963.0
2020-10-07,112.429,114.3997,111.8865,114.0936,7410347.0
2020-10-08,114.9932,115.392,112.9901,113.4538,4757536.0
2020-10-09,114.9283,116.7459,113.8711,115.8,11073412.0
2020-10-10,114.9283,116.7459,113.8711,115.8,11073412.0
2020-10-11,114.9283,116.7459,113.8711,115.8,11073412.0
2020-10-12,118.4241,118.4241,115.8763,117.4878,7893835.0
2020-10-13,118.2111,118.8696,116.2915,118.2019,7605706.0
2020-10-14,119.7042,122.8016,119.5651,120.4461,13183613.0
2020-10-15,118.0535,119.7552,117.4507,119.2405,7377948.0
2020-10-16,120.2792,120.7336,118.4569,119.6578,6626992.0
2020-10-17,120.2792,120.7336,118.4569,119.6578,6626992.0
2020-10-18,120.2792,120.7336,118.4569,119.6578,6626992.0
2020-10-19,120.6747,122.375,118.4244,119.0921,5765840.0
2020-10-20,119.7969,119.936,118.2482,118.9809,4413343.0
2020-10-21,118.7397,120.9469,117.191,119.2127,4343992.0
2020-10-22,120.103,120.1772,117.6455,119.055,3897002.0
2020-10-23,119.2498,119.7227,117.868,119.5187,3943056.0
2020-10-24,119.2498,119.7227,117.868,119.5187,3943056.0
2020-10-25,119.2498,119.7227,117.868,119.5187,3943056.0
2020-10-26,118.2668,119.324,115.3641,117.0334,6065923.0
2020-10-27,117.3209,117.7382,116.0968,116.7645,5825518.0
2020-10-28,114.5295,114.8263,112.2575,112.749,8234821.0
2020-10-29,113.1941,118.4152,113.0365,117.256,7053259.0
2020-10-30,114.6964,116.1478,112.7675,114.3997,7814462.0
2020-10-31,114.6964,116.1478,112.7675,114.3997,7814462.0
2020-11-01,114.6964,116.1478,112.7675,114.3997,7814462.0
2020-11-02,115.4569,117.0056,113.5187,114.9654,5860276.0
2020-11-03,116.3286,117.7011,115.6331,116.3379,5832837.0
2020-11-04,119.9314,120.1586,116.9128,119.6022,12608904.0
2020-11-05,135.2276,137.9918,131.5281,134.8481,27910877.0
2020-11-06,135.4045,135.6104,133.5034,134.4771,7278458.0
2020-11-07,135.4045,135.6104,133.5034,134.4771,7278458.0
2020-11-08,135.4045,135.6104,133.5034,134.4771,7278458.0
2020-11-09,138.5575,138.5575,132.0938,132.2514,10666303.0
2020-11-10,129.9686,132.7708,128.4678,129.933,12019876.0
2020-11-11,134.0042,137.3334,133.5405,136.9625,10222700.0
2020-11-12,136.8512,137.7229,132.678,133.457,8585640.0
2020-11-13,134.9663,135.627,132.8264,133.7816,5902150.0
2020-11-14,134.9663,135.627,132.8264,133.7816,5902150.0
2020-11-15,134.9663,135.627,132.8264,133.7816,5902150.0
2020-11-16,134.6533,138.4091,134.0505,138.2422,7598487.0
2020-11-17,138.1958,138.9656,136.4928,137.9362,7438646.0
2020-11-18,138.3999,142.1928,136.2391,136.3689,12124506.0
2020-11-19,135.9157,138.4555,134.8944,136.8141,7743707.0
2020-11-20,137.5096,138.27,135.3396,135.423,5555858.0
2020-11-21,137.5096,138.27,135.3396,135.423,5555858.0
2020-11-22,137.5096,138.27,135.3396,135.423,5555858.0
2020-11-23,132.0103,136.3226,131.5746,133.3736,11654921.0
2020-11-24,132.9748,135.7012,130.8604,135.3303,10807321.0
2020-11-25,135.3488,136.777,133.5776,133.6147,6398910.0
2020-11-26,135.3488,136.777,133.5776,133.6147,6398910.0
2020-11-27,134.9223,135.794,133.2623,133.3828,3878048.0
2020-11-28,134.9223,135.794,133.2623,133.3828,3878048.0
2020-11-29,134.9223,135.794,133.2623,133.3828,3878048.0
2020-11-30,134.1243,136.5915,133.5868,136.4802,8712502.0
2020-12-01,137.9826,141.3211,137.0592,140.2731,11910501.0
2020-12-02,140.18,141.0927,139.3511,139.6863,7800326.0
2020-12-03,140.6736,142.2885,139.3697,139.6212,6355269.0
2020-12-04,139.9844,147.2397,139.705,146.802,12759949.0
2020-12-05,139.9844,147.2397,139.705,146.802,12759949.0
2020-12-06,139.9844,147.2397,139.705,146.802,12759949.0
2020-12-07,147.6682,148.0593,145.9544,147.1745,7009334.0
2020-12-08,146.653,148.3574,145.1758,147.901,6088312.0
2020-12-09,147.7147,150.0152,144.8741,145.3118,7947152.0
2020-12-10,143.8216,147.0162,142.2476,145.0603,7522238.0
2020-12-11,138.9971,139.9564,132.1517,134.3776,25923148.0
2020-12-12,138.9971,139.9564,132.1517,134.3776,25923148.0
2020-12-13,138.9971,139.9564,132.1517,134.3776,25923148.0
2020-12-14,134.955,137.6094,133.4928,136.2496,12258492.0
2020-12-15,139.1182,139.6258,137.004,138.1775,6619794.0
2020-12-16,138.904,140.1148,136.6408,139.4628,6610887.0
2020-12-17,140.5106,140.8506,138.1962,139.2672,7039049.0
2020-12-18,140.4451,140.4451,136.0948,137.3021,13288322.0
2020-12-19,140.4451,140.4451,136.0948,137.3021,13288322.0
2020-12-20,140.4451,140.4451,136.0948,137.3021,13288322.0
2020-12-21,135.0528,137.2462,134.4986,136.7246,7024570.0
2020-12-22,136.5488,136.9388,134.7874,136.2962,5753843.0
2020-12-23,137.4976,141.1393,136.7898,136.8736,5186736.0
2020-12-24,137.656,138.6805,137.0972,138.578,2120165.0
2020-12-25,137.656,138.6805,137.0972,138.578,2120165.0
2020-12-26,137.656,138.6805,137.0972,138.578,2120165.0
2020-12-27,137.656,138.6805,137.0972,138.578,2120165.0
2020-12-28,140.2824,140.7015,137.3207,137.6001,4576625.0
2020-12-29,138.7457,138.7643,136.9388,138.2986,3543794.0
2020-12-30,138.8854,141.2045,138.7016,139.6584,3965615.0
2020-12-31,140.0047,142.0893,139.7981,141.8844,4941702.0
2021-01-01,140.0047,142.0893,139.7981,141.8844,4941702.0
2021-01-02,140.0047,142.0893,139.7981,141.8844,4941702.0
2021-01-03,140.0047,142.0893,139.7981,141.8844,4941702.0
2021-01-04,142.5084,144.5015,137.0402,138.3079,9826976.0
2021-01-05,138.4476,142.2197,138.3079,141.9682,8507227.0
2021-01-06,141.13,143.3094,139.2114,140.8133,7174615.0
2021-01-07,141.8751,145.6843,141.8099,145.0138,8482308.0
2021-01-08,146.4388,146.7182,143.9334,145.8893,6252391.0
2021-01-09,146.4388,146.7182,143.9334,145.8893,6252391.0
2021-01-10,146.4388,146.7182,143.9334,145.8893,6252391.0
2021-01-11,145.3863,147.277,144.2873,145.3956,5148685.0
2021-01-12,145.8893,146.1035,143.3932,143.8496,4385653.0
2021-01-13,144.5388,147.0889,143.1045,146.6157,5479883.0
2021-01-14,148.4566,151.9804,147.6216,149.8103,10102399.0
2021-01-15,149.7358,149.8196,146.1128,146.3084,8607363.0
2021-01-16,149.7358,149.8196,146.1128,146.3084,8607363.0
2021-01-17,149.7358,149.8196,146.1128,146.3084,8607363.0
2021-01-18,149.7358,149.8196,146.1128,146.3084,8607363.0
2021-01-19,148.0314,152.8372,147.575,152.5299,8208973.0
2021-01-20,153.4147,156.4137,153.1539,153.3029,7943314.0
2021-01-21,154.4252,155.0632,152.1294,153.4426,6306238.0
2021-01-22,152.7441,152.9997,150.4343,151.2725,5062340.0
2021-01-23,152.7441,152.9997,150.4343,151.2725,5062340.0
2021-01-24,152.7441,152.9997,150.4343,151.2725,5062340.0
2021-01-25,153.0421,155.5801,150.6299,153.1167,5370818.0
2021-01-26,152.9304,153.3495,149.8662,151.3936,6554240.0
2021-01-27,147.6123,149.6985,142.2104,143.1231,9854009.0
2021-01-28,145.554,148.0593,142.6015,144.8741,8087365.0
2021-01-29,149.2482,149.6101,144.129,145.554,9502087.0
2021-01-30,149.2482,149.6101,144.129,145.554,9502087.0
2021-01-31,149.2482,149.6101,144.129,145.554,9502087.0
2021-02-01,146.5691,151.2539,145.7495,150.4902,8265129.0
2021-02-02,153.2191,154.0294,150.2294,153.4706,6926487.0
2021-02-03,156.0751,156.0784,150.6951,151.1608,14156672.0
2021-02-04,139.8726,141.3628,135.2344,137.8143,46141763.0
2021-02-05,138.6339,138.6805,134.6942,135.8305,24695403.0
2021-02-06,138.6339,138.6805,134.6942,135.8305,24695403.0
2021-02-07,138.6339,138.6805,134.6942,135.8305,24695403.0
2021-02-08,137.004,137.4697,135.3276,137.2648,12181636.0
2021-02-09,137.4231,138.3079,135.8864,136.082,11681305.0
2021-02-10,137.4883,137.6094,134.4614,135.5138,11701313.0
2021-02-11,135.7746,136.5104,133.679,135.5697,11600207.0
2021-02-12,135.579,141.0089,134.9224,137.8236,9155244.0
2021-02-13,135.579,141.0089,134.9224,137.8236,9155244.0
2021-02-14,135.579,141.0089,134.9224,137.8236,9155244.0
2021-02-15,135.579,141.0089,134.9224,137.8236,9155244.0
2021-02-16,138.7736,139.4628,136.0354,137.0599,10211876.0
2021-02-17,135.8165,136.8084,133.577,134.8153,11950269.0
2021-02-18,133.6883,134.7687,133.1482,134.033,8411408.0
2021-02-19,134.8432,135.8398,133.6418,134.9923,10012495.0
2021-02-20,134.8432,135.8398,133.6418,134.9923,10012495.0
2021-02-21,134.8432,135.8398,133.6418,134.9923,10012495.0
2021-02-22,132.4869,134.2285,129.5345,129.8884,12763905.0
2021-02-23,127.0198,128.9756,125.2129,127.709,14425295.0
2021-02-24,127.0384,131.4903,125.8205,131.4158,13146248.0
2021-02-25,129.9815,131.1643,125.7531,126.2281,12701091.0
2021-02-26,127.3737,128.6683,125.4551,126.8428,11772558.0
2021-02-27,127.3737,128.6683,125.4551,126.8428,11772558.0
2021-02-28,127.3737,128.6683,125.4551,126.8428,11772558.0
2021-03-01,128.0629,130.0467,127.0943,129.9163,9428359.0
2021-03-02,130.3913,130.4844,127.383,127.6345,8693234.0
2021-03-03,126.8952,127.438,123.0958,123.2081,14862729.0
2021-03-04,123.8538,125.585,118.4542,119.5959,15831073.0
2021-03-05,122.5156,122.7458,117.35,121.4207,13292042.0
2021-03-06,122.5156,122.7458,117.35,121.4207,13292042.0
2021-03-07,122.5156,122.7458,117.35,121.4207,13292042.0
2021-03-08,120.7188,121.4406,115.0947,115.2912,15256055.0
2021-03-09,119.2075,121.5798,118.2203,120.8218,13130246.0
2021-03-10,122.2816,122.684,119.4462,119.6614,12492295.0
2021-03-11,122.5998,124.6867,121.664,123.283,11920179.0
2021-03-12,121.5611,121.9635,119.4274,121.6359,9365665.0
2021-03-13,121.5611,121.9635,119.4274,121.6359,9365665.0
2021-03-14,121.5611,121.9635,119.4274,121.6359,9365665.0
2021-03-15,121.7108,123.3017,120.8311,123.1894,7810042.0
2021-03-16,124.3591,126.7454,123.8005,125.0703,10434701.0
2021-03-17,122.8806,126.8952,121.3552,125.323,10781520.0
2021-03-18,123.938,125.0236,121.3365,121.4207,9587535.0
2021-03-19,121.4581,123.9755,120.8779,122.6092,17599879.0
2021-03-20,121.4581,123.9755,120.8779,122.6092,17599879.0
2021-03-21,121.4581,123.9755,120.8779,122.6092,17599879.0
2021-03-22,124.4246,126.8484,124.0831,125.4821,9036884.0
2021-03-23,125.3979,125.7301,122.9759,124.0129,7425650.0
2021-03-24,124.4527,124.5182,118.9502,119.0157,10962260.0
2021-03-25,118.5291,119.4447,116.4048,119.1093,10460762.0
2021-03-26,118.9034,124.7896,118.8847,124.4527,11071560.0
2021-03-27,118.9034,124.7896,118.8847,124.4527,11071560.0
2021-03-28,118.9034,124.7896,118.8847,124.4527,11071560.0
2021-03-29,124.0316,124.7802,121.4394,122.8431,9750057.0
2021-03-30,121.8137,122.8151,120.7797,121.7576,7097298.0
2021-03-31,122.553,124.9487,122.1881,124.0784,8361293.0
2021-04-01,125.8658,129.5455,125.0236,128.9446,14069555.0
2021-04-02,125.8658,129.5455,125.0236,128.9446,14069555.0
2021-04-03,125.8658,129.5455,125.0236,128.9446,14069555.0
2021-04-04,125.8658,129.5455,125.0236,128.9446,14069555.0
2021-04-05,130.1143,131.4806,129.3563,131.3215,12562765.0
2021-04-06,130.8723,131.2279,128.7995,129.1972,9099981.0
2021-04-07,129.4499,130.9659,128.5796,130.4793,6958516.0
2021-04-08,131.0127,131.359,129.8991,131.3309,7304948.0
2021-04-09,130.9226,131.6491,129.9646,131.5461,6033171.0
2021-04-10,130.9226,131.6491,129.9646,131.5461,6033171.0
2021-04-11,130.9226,131.6491,129.9646,131.5461,6033171.0
