,KNX US Equity,KNX US Equity,KNX US Equity,KNX US Equity,KNX US Equity
2021-03-01,42.4982,43.7893,42.3041,42.9545,1668821.0
2021-03-02,43.003,43.8281,42.6438,43.2845,1357502.0
2021-03-03,43.3233,44.6144,42.8768,43.9834,1389680.0
2021-03-04,45.0823,45.6074,43.1958,43.2638,2849212.0
2021-03-05,43.6237,44.3433,42.6707,44.071,2112192.0
2021-03-06,43.6237,44.3433,42.6707,44.071,2112192.0
2021-03-07,43.6237,44.3433,42.6707,44.071,2112192.0
2021-03-08,44.4599,44.7031,44.0418,44.071,2898604.0
2021-03-09,44.4891,44.9462,42.9429,43.5459,3361652.0
2021-03-10,43.3416,43.682,42.3303,43.3319,2048730.0
2021-03-11,42.7874,44.1973,42.6998,43.8279,2015552.0
2021-03-12,44.246,44.8781,43.8473,44.81,1305119.0
2021-03-13,44.246,44.8781,43.8473,44.81,1305119.0
2021-03-14,44.246,44.8781,43.8473,44.81,1305119.0
2021-03-15,44.528,44.6253,43.5264,44.5086,1770479.0
2021-03-16,44.5669,44.5669,43.4583,43.7112,1103450.0
2021-03-17,43.6723,44.2752,43.0671,43.6237,1689259.0
2021-03-18,43.6917,45.6658,43.6917,44.5766,1964540.0
2021-03-19,44.4891,44.7906,43.9154,44.3724,4353407.0
2021-03-20,44.4891,44.7906,43.9154,44.3724,4353407.0
2021-03-21,44.4891,44.7906,43.9154,44.3724,4353407.0
2021-03-22,44.6058,44.7614,43.682,43.9932,1326748.0
2021-03-23,43.7112,44.2071,42.9818,43.1666,1470658.0
2021-03-24,43.4097,44.0418,43.2444,43.4292,1223479.0
2021-03-25,43.1861,44.6593,42.7874,44.4988,2066268.0
2021-03-26,45.0726,46.8619,44.7517,46.4535,2039665.0
2021-03-27,45.0726,46.8619,44.7517,46.4535,2039665.0
2021-03-28,45.0726,46.8619,44.7517,46.4535,2039665.0
2021-03-29,46.2492,47.2411,45.9818,46.7257,1669345.0
2021-03-30,46.9202,48.0969,46.7452,47.7176,2605151.0
2021-03-31,47.5037,48.0094,46.3368,46.7646,1796762.0
2021-04-01,46.8035,47.4551,46.3465,47.4162,1504146.0
2021-04-02,46.8035,47.4551,46.3465,47.4162,1504146.0
2021-04-03,46.8035,47.4551,46.3465,47.4162,1504146.0
2021-04-04,46.8035,47.4551,46.3465,47.4162,1504146.0
2021-04-05,47.776,48.4664,47.6301,48.2719,1295837.0
2021-04-06,47.9413,49.1277,47.8096,48.3303,2050502.0
2021-04-07,48.7873,48.7873,48.0191,48.3205,1273596.0
2021-04-08,48.1941,48.199,47.4745,48.1066,1529637.0
2021-04-09,48.4178,48.8068,48.2525,48.6998,1037345.0
2021-04-10,48.4178,48.8068,48.2525,48.6998,1037345.0
2021-04-11,48.4178,48.8068,48.2525,48.6998,1037345.0
2021-04-12,48.515,48.904,48.1358,48.6512,1794406.0
2021-04-13,48.729,48.7581,47.4356,48.5636,1140481.0
2021-04-14,48.622,48.7387,48.0483,48.3594,996797.0
2021-04-15,48.797,48.9915,48.3983,48.5734,1655670.0
2021-04-16,48.9137,49.2346,48.4275,48.7581,1572793.0
2021-04-17,48.9137,49.2346,48.4275,48.7581,1572793.0
2021-04-18,48.9137,49.2346,48.4275,48.7581,1572793.0
2021-04-19,48.8748,48.9721,47.9024,48.447,1661339.0
2021-04-20,48.6512,49.1568,47.5426,47.9121,2087786.0
2021-04-21,47.5134,47.7954,45.0142,45.2768,3822066.0
2021-04-22,45.2768,46.0972,45.0434,45.5005,1997524.0
2021-04-23,45.481,45.6949,44.8489,45.4518,1641593.0
2021-04-24,45.481,45.6949,44.8489,45.4518,1641593.0
2021-04-25,45.481,45.6949,44.8489,45.4518,1641593.0
2021-04-26,45.6852,45.6852,44.7517,44.9364,1277531.0
2021-04-27,44.9462,45.5102,44.9364,45.2185,1849398.0
2021-04-28,45.1893,45.3157,44.5086,45.024,1458802.0
2021-04-29,45.4421,46.3465,45.233,46.1325,1692936.0
2021-04-30,45.9381,46.2492,45.3546,45.8214,1330452.0
2021-05-01,45.9381,46.2492,45.3546,45.8214,1330452.0
2021-05-02,45.9381,46.2492,45.3546,45.8214,1330452.0
2021-05-03,46.1812,46.6334,45.836,46.2687,1165345.0
2021-05-04,46.2881,47.1731,46.0936,47.1633,1210651.0
2021-05-05,47.1828,47.6787,46.9468,47.28,1288152.0
2021-05-06,47.4842,47.6398,47.0564,47.4842,1294174.0
2021-05-07,47.4842,48.1066,47.0272,48.0094,1573780.0
2021-05-08,47.4842,48.1066,47.0272,48.0094,1573780.0
2021-05-09,47.4842,48.1066,47.0272,48.0094,1573780.0
2021-05-10,48.3497,49.5507,48.3205,48.7095,1633660.0
2021-05-11,48.4664,48.5831,47.0855,47.2411,1719214.0
2021-05-12,47.0855,47.4356,46.5896,46.5896,1350473.0
2021-05-13,46.6868,47.8829,46.6479,47.6009,1230492.0
2021-05-14,47.7954,48.0385,47.3578,47.5329,857163.0
2021-05-15,47.7954,48.0385,47.3578,47.5329,857163.0
2021-05-16,47.7954,48.0385,47.3578,47.5329,857163.0
2021-05-17,47.2995,47.6884,47.0077,47.5426,679502.0
2021-05-18,47.7662,48.0288,47.3092,47.3773,840380.0
2021-05-19,46.9591,47.0758,46.2006,46.8813,1221260.0
2021-05-20,46.823,47.0855,46.2687,46.5701,1150720.0
2021-05-21,46.9591,47.3773,46.891,47.0175,1090531.0
2021-05-22,46.9591,47.3773,46.891,47.0175,1090531.0
2021-05-23,46.9591,47.3773,46.891,47.0175,1090531.0
2021-05-24,47.1925,47.4745,46.9202,47.1147,759997.0
2021-05-25,47.1731,47.2897,45.9867,46.0159,1326336.0
2021-05-26,46.2298,46.5507,45.6755,46.4437,1297462.0
2021-05-27,46.5215,47.3189,46.4486,46.6382,2727244.0
2021-05-28,46.5604,46.8133,46.0159,46.4146,1021060.0
2021-05-29,46.5604,46.8133,46.0159,46.4146,1021060.0
2021-05-30,46.5604,46.8133,46.0159,46.4146,1021060.0
2021-05-31,46.5604,46.8133,46.0159,46.4146,1021060.0
2021-06-01,46.6771,47.3578,46.5215,47.0564,1060025.0
2021-06-02,47.1536,47.1536,45.9818,46.3076,1293786.0
2021-06-03,46.2394,46.6876,45.8593,46.3076,1240533.0
2021-06-04,46.3661,46.3661,45.031,45.9958,1333940.0
2021-06-05,46.3661,46.3661,45.031,45.9958,1333940.0
2021-06-06,46.3661,46.3661,45.031,45.9958,1333940.0
2021-06-07,45.8983,46.1517,45.1674,45.5865,1118658.0
2021-06-08,45.5085,46.2199,45.3916,46.1322,953160.0
2021-06-09,46.1712,46.8533,45.9763,46.2784,1649659.0
2021-06-10,46.4343,46.522,44.8459,45.0602,1421151.0
2021-06-11,45.2259,45.5377,45.0846,45.5183,1199140.0
2021-06-12,45.2259,45.5377,45.0846,45.5183,1199140.0
2021-06-13,45.2259,45.5377,45.0846,45.5183,1199140.0
2021-06-14,45.4111,45.489,44.8556,45.2551,1095351.0
2021-06-15,45.4403,45.7667,45.031,45.6157,1236093.0
2021-06-16,45.567,45.7424,45.0359,45.2454,858477.0
2021-06-17,45.3428,45.4236,43.5693,43.9591,1769080.0
2021-06-18,43.5693,43.7544,43.0918,43.579,2084932.0
2021-06-19,43.5693,43.7544,43.0918,43.579,2084932.0
2021-06-20,43.5693,43.7544,43.0918,43.579,2084932.0
2021-06-21,43.8909,44.6266,43.8275,44.3196,1155599.0
2021-06-22,45.0602,45.4305,44.7192,44.8653,1795969.0
2021-06-23,44.8166,45.2064,44.3586,44.6607,906866.0
2021-06-24,44.7192,45.0213,44.495,44.651,937740.0
2021-06-25,44.7679,44.9531,44.5925,44.7484,2748880.0
2021-06-26,44.7679,44.9531,44.5925,44.7484,2748880.0
2021-06-27,44.7679,44.9531,44.5925,44.7484,2748880.0
2021-06-28,44.534,44.6948,43.7349,44.4073,1633553.0
2021-06-29,44.4463,44.841,44.0955,44.6315,948022.0
2021-06-30,44.5243,44.8449,44.1881,44.3001,1510932.0
2021-07-01,44.5145,44.8848,44.3099,44.651,1614153.0
2021-07-02,44.5438,44.7582,44.1442,44.3489,1305395.0
2021-07-03,44.5438,44.7582,44.1442,44.3489,1305395.0
2021-07-04,44.5438,44.7582,44.1442,44.3489,1305395.0
2021-07-05,44.5438,44.7582,44.1442,44.3489,1305395.0
2021-07-06,45.3916,46.3076,45.0018,46.0835,3234931.0
2021-07-07,46.3661,48.6366,46.3661,48.4515,3971170.0
2021-07-08,47.857,48.3888,46.863,48.1396,1897299.0
2021-07-09,48.7146,49.2408,48.2663,48.5099,1592358.0
2021-07-10,48.7146,49.2408,48.2663,48.5099,1592358.0
2021-07-11,48.7146,49.2408,48.2663,48.5099,1592358.0
2021-07-12,48.2858,48.7243,48.0227,48.354,1678085.0
2021-07-13,48.4807,48.8315,48.1932,48.6464,1299748.0
2021-07-14,48.812,49.4065,48.6756,48.8802,1304821.0
2021-07-15,48.8413,49.8645,48.6853,49.1141,2181936.0
2021-07-16,49.2505,49.4162,47.3893,47.5647,2351635.0
2021-07-17,49.2505,49.4162,47.3893,47.5647,2351635.0
2021-07-18,49.2505,49.4162,47.3893,47.5647,2351635.0
2021-07-19,46.7851,46.863,45.5475,46.1127,2211031.0
2021-07-20,46.064,47.2772,46.064,46.8436,2279848.0
2021-07-21,46.0055,46.7753,44.6997,46.0542,2823861.0
2021-07-22,46.8728,47.6037,46.0152,46.9215,2431160.0
2021-07-23,46.8825,47.2626,46.5025,47.1359,1654480.0
2021-07-24,46.8825,47.2626,46.5025,47.1359,1654480.0
2021-07-25,46.8825,47.2626,46.5025,47.1359,1654480.0
2021-07-26,47.0579,47.7879,47.0287,47.5549,1312122.0
2021-07-27,47.4477,47.5988,47.019,47.1359,1115452.0
2021-07-28,46.9897,47.4185,46.6194,47.2431,1267201.0
2021-07-29,47.5842,48.7633,47.5842,48.3443,1502090.0
2021-07-30,48.2273,48.7,47.9837,48.4222,1516781.0
2021-07-31,48.2273,48.7,47.9837,48.4222,1516781.0
2021-08-01,48.2273,48.7,47.9837,48.4222,1516781.0
2021-08-02,48.6561,49.231,47.974,47.9934,1510606.0
2021-08-03,48.0032,48.9192,47.7011,48.5197,1622592.0
2021-08-04,48.2858,48.5294,47.7108,48.1689,1524432.0
2021-08-05,48.5002,48.6366,47.5618,47.9155,1016502.0
2021-08-06,48.0422,48.432,47.6231,47.9155,1341858.0
2021-08-07,48.0422,48.432,47.6231,47.9155,1341858.0
2021-08-08,48.0422,48.432,47.6231,47.9155,1341858.0
2021-08-09,47.7011,47.9545,47.4818,47.6816,940350.0
2021-08-10,47.7986,48.203,47.4088,47.6134,987336.0
2021-08-11,47.5647,48.5879,47.1359,48.5489,1078169.0
2021-08-12,48.7243,49.0751,48.3345,48.5197,727976.0
2021-08-13,48.5976,49.4406,48.4612,49.231,1467312.0
2021-08-14,48.5976,49.4406,48.4612,49.231,1467312.0
2021-08-15,48.5976,49.4406,48.4612,49.231,1467312.0
2021-08-16,48.9874,49.1531,48.4125,48.9874,803323.0
2021-08-17,48.9192,48.9192,47.8687,48.5489,767591.0
2021-08-18,48.4125,48.8802,47.7888,47.7986,957233.0
2021-08-19,47.2723,47.9252,46.9118,47.5257,1182302.0
2021-08-20,47.5452,48.8607,47.5452,48.6366,1455763.0
2021-08-21,47.5452,48.8607,47.5452,48.6366,1455763.0
2021-08-22,47.5452,48.8607,47.5452,48.6366,1455763.0
2021-08-23,48.9046,49.9229,48.8413,49.1823,1071137.0
2021-08-24,49.231,49.6793,48.8413,49.0361,869311.0
2021-08-25,48.9874,49.5429,48.7633,49.4552,829419.0
2021-08-26,49.4552,49.6501,49.1726,49.5526,515339.0
2021-08-27,49.7183,51.0144,49.7183,50.5369,1423249.0
2021-08-28,49.7183,51.0144,49.7183,50.5369,1423249.0
2021-08-29,49.7183,51.0144,49.7183,50.5369,1423249.0
2021-08-30,50.7707,51.984,50.7025,51.6965,1407020.0
2021-08-31,51.599,51.8524,50.4686,50.6051,1796267.0
2021-09-01,50.5856,51.7062,50.0204,51.5113,978123.0
2021-09-02,51.7652,52.1655,51.609,51.9214,938367.0
2021-09-03,51.8238,52.722,51.7066,51.9312,1372433.0
2021-09-04,51.8238,52.722,51.7066,51.9312,1372433.0
2021-09-05,51.8238,52.722,51.7066,51.9312,1372433.0
2021-09-06,51.8238,52.722,51.7066,51.9312,1372433.0
2021-09-07,52.1069,52.6439,51.4625,51.4723,1463542.0
2021-09-08,51.5797,51.6871,50.9548,51.0622,1247195.0
2021-09-09,51.2282,51.3063,49.5392,50.1738,1626250.0
2021-09-10,50.4569,51.0818,50.2031,50.5936,1555505.0
2021-09-11,50.4569,51.0818,50.2031,50.5936,1555505.0
2021-09-12,50.4569,51.0818,50.2031,50.5936,1555505.0
2021-09-13,51.0818,51.2575,49.959,50.6619,1340815.0
2021-09-14,50.7205,50.9744,49.8467,50.496,1719643.0
2021-09-15,51.5797,51.8775,50.6522,51.5504,2098556.0
2021-09-16,51.6285,51.9117,51.1208,51.3259,1568608.0
2021-09-17,51.3649,51.6188,50.5448,50.6424,9523461.0
2021-09-18,51.3649,51.6188,50.5448,50.6424,9523461.0
2021-09-19,51.3649,51.6188,50.5448,50.6424,9523461.0
2021-09-20,49.5294,50.535,49.0119,50.496,1520152.0
2021-09-21,50.7889,51.4235,50.6034,51.0915,1605424.0
2021-09-22,51.4723,51.648,50.9256,50.9841,1283812.0
2021-09-23,51.0427,51.5114,50.3349,50.7498,1295113.0
2021-09-24,50.6034,51.1306,50.2031,50.8474,1096451.0
2021-09-25,50.6034,51.1306,50.2031,50.8474,1096451.0
2021-09-26,50.6034,51.1306,50.2031,50.8474,1096451.0
2021-09-27,50.9158,51.8824,50.7889,51.5406,954619.0
2021-09-28,51.4821,52.0093,51.3259,51.5699,996820.0
2021-09-29,51.5797,51.7994,50.8636,50.9353,981571.0
2021-09-30,51.0622,51.3405,49.9199,49.9395,1567290.0
2021-10-01,50.1445,50.1445,48.4066,48.9729,1845891.0
2021-10-02,50.1445,50.1445,48.4066,48.9729,1845891.0
2021-10-03,50.1445,50.1445,48.4066,48.9729,1845891.0
2021-10-04,49.09,49.5098,48.3578,48.5335,1297478.0
2021-10-05,48.5824,49.4318,48.4164,49.1389,1808510.0
2021-10-06,49.0119,49.1389,48.1723,48.9631,1081077.0
2021-10-07,49.2463,49.893,48.3236,48.4457,1521411.0
2021-10-08,48.3676,48.6507,46.7078,46.9616,1855530.0
2021-10-09,48.3676,48.6507,46.7078,46.9616,1855530.0
2021-10-10,48.3676,48.6507,46.7078,46.9616,1855530.0
2021-10-11,46.9226,47.1081,46.2684,46.2977,1104517.0
2021-10-12,46.3075,47.2155,46.0536,46.6297,1656651.0
2021-10-13,46.7761,47.1179,46.2294,46.3075,1268205.0
2021-10-14,46.7761,47.8306,46.5223,47.401,2107827.0
2021-10-15,47.938,48.6409,47.7134,48.2895,1782573.0
2021-10-16,47.938,48.6409,47.7134,48.2895,1782573.0
2021-10-17,47.938,48.6409,47.7134,48.2895,1782573.0
2021-10-18,48.1235,49.4122,48.0551,49.2463,1904108.0
2021-10-19,49.793,49.8906,48.9534,49.5489,1707421.0
2021-10-20,52.9856,53.1223,50.6668,53.0344,3774523.0
2021-10-21,53.5617,55.446,52.9889,55.4069,3123721.0
2021-10-22,55.5338,55.817,54.3427,54.948,2146187.0
2021-10-23,55.5338,55.817,54.3427,54.948,2146187.0
2021-10-24,55.5338,55.817,54.3427,54.948,2146187.0
2021-10-25,56.2466,56.3052,54.0205,54.167,2403604.0
2021-10-26,54.4794,55.0164,53.6495,53.8741,1454372.0
2021-10-27,53.6398,54.1767,53.1418,53.425,1289334.0
2021-10-28,53.7179,55.5143,53.6983,55.2117,1377859.0
2021-10-29,54.6356,55.5827,54.1865,55.3483,1989886.0
2021-10-30,54.6356,55.5827,54.1865,55.3483,1989886.0
2021-10-31,54.6356,55.5827,54.1865,55.3483,1989886.0
2021-11-01,55.4167,56.3344,55.0262,56.1978,1207555.0
2021-11-02,56.3344,56.7933,55.7486,56.0513,1584083.0
2021-11-03,55.6901,57.9454,55.6705,57.8282,1822428.0
2021-11-04,57.8282,58.2285,57.0276,57.7306,1605639.0
2021-11-05,57.9747,58.6719,56.2319,56.2759,2121954.0
2021-11-06,57.9747,58.6719,56.2319,56.2759,2121954.0
2021-11-07,57.9747,58.6719,56.2319,56.2759,2121954.0
2021-11-08,56.393,56.9983,56.022,56.8031,1323828.0
2021-11-09,56.7836,57.9942,56.7152,57.9747,1162855.0
2021-11-10,57.8282,57.8478,56.354,57.6037,1050285.0
2021-11-11,57.7306,58.0723,57.3538,57.7697,732555.0
2021-11-12,57.9161,59.0389,57.6624,58.8436,1018767.0
2021-11-13,57.9161,59.0389,57.6624,58.8436,1018767.0
2021-11-14,57.9161,59.0389,57.6624,58.8436,1018767.0
2021-11-15,58.8534,59.1658,57.9552,58.0723,1085503.0
2021-11-16,58.2969,58.8339,57.6623,57.6818,1414962.0
2021-11-17,57.6623,57.7071,56.7445,57.2815,1143549.0
2021-11-18,57.2815,57.5158,55.5631,56.3735,1293931.0
2021-11-19,56.1782,56.393,55.5241,55.651,1464060.0
2021-11-20,56.1782,56.393,55.5241,55.651,1464060.0
2021-11-21,56.1782,56.393,55.5241,55.651,1464060.0
2021-11-22,55.8853,57.4084,55.446,56.6273,1188502.0
2021-11-23,56.8031,57.5646,56.1001,57.0179,1230446.0
2021-11-24,56.7543,57.0569,56.0611,56.7152,843502.0
2021-11-25,56.7543,57.0569,56.0611,56.7152,843502.0
2021-11-26,55.612,56.5395,55.1628,56.0318,844447.0
2021-11-27,55.612,56.5395,55.1628,56.0318,844447.0
2021-11-28,55.612,56.5395,55.1628,56.0318,844447.0
2021-11-29,56.2563,57.0684,55.9439,56.4614,1377121.0
2021-11-30,56.1392,56.7933,55.6168,55.8951,2654061.0
2021-12-01,56.393,56.8519,54.8358,55.2605,1741409.0
2021-12-02,55.2605,55.7984,54.478,55.3192,1650503.0
2021-12-03,55.5637,56.9721,55.4268,56.1994,1356029.0
2021-12-04,55.5637,56.9721,55.4268,56.1994,1356029.0
2021-12-05,55.5637,56.9721,55.4268,56.1994,1356029.0
2021-12-06,56.8938,59.2314,56.6591,58.3218,2700212.0
2021-12-07,59.251,60.1019,58.716,59.1434,1771239.0
2021-12-08,59.6715,59.9112,58.0675,58.7228,1208439.0
2021-12-09,59.1238,59.9522,58.4685,58.7522,1389297.0
2021-12-10,58.8304,59.9551,58.8304,59.6226,1142767.0
2021-12-11,58.8304,59.9551,58.8304,59.6226,1142767.0
2021-12-12,58.8304,59.9551,58.8304,59.6226,1142767.0
2021-12-13,60.2193,60.5127,59.1532,59.9161,1613421.0
2021-12-14,59.4759,60.2946,59.0749,59.4172,1172534.0
2021-12-15,59.427,59.6422,58.6544,59.3488,1175203.0
2021-12-16,59.6226,60.0725,57.6665,58.0284,1451482.0
2021-12-17,57.8034,58.224,57.2753,57.6861,3731759.0
2021-12-18,57.8034,58.224,57.2753,57.6861,3731759.0
2021-12-19,57.8034,58.224,57.2753,57.6861,3731759.0
2021-12-20,57.0601,57.0601,55.417,56.4244,1181235.0
2021-12-21,56.7276,57.1775,56.3755,57.0503,1160638.0
2021-12-22,57.1775,57.422,56.7276,57.0406,663578.0
2021-12-23,57.0503,57.8034,56.8841,57.6567,831406.0
2021-12-24,57.0503,57.8034,56.8841,57.6567,831406.0
2021-12-25,57.0503,57.8034,56.8841,57.6567,831406.0
2021-12-26,57.0503,57.8034,56.8841,57.6567,831406.0
2021-12-27,57.823,59.7498,57.823,59.5737,955295.0
2021-12-28,59.4662,60.0139,59.4172,59.6813,701681.0
2021-12-29,59.7107,60.454,59.4955,60.2975,698847.0
2021-12-30,60.454,60.9235,59.3977,59.4172,1017435.0
2021-12-31,59.1825,59.965,59.0945,59.6031,712105.0
2022-01-01,59.1825,59.965,59.0945,59.6031,712105.0
2022-01-02,59.1825,59.965,59.0945,59.6031,712105.0
2022-01-03,60.1508,60.7572,58.8206,59.2412,795442.0
2022-01-04,59.0847,60.3562,58.8891,59.8574,1068453.0
2022-01-05,60.0432,60.7279,59.3683,59.4662,1218415.0
2022-01-06,58.3903,58.9967,57.3633,57.9697,1871960.0
2022-01-07,57.823,57.8328,56.1016,57.2557,1150505.0
2022-01-08,57.823,57.8328,56.1016,57.2557,1150505.0
2022-01-09,57.823,57.8328,56.1016,57.2557,1150505.0
2022-01-10,57.2264,57.2264,55.3485,56.6787,1185672.0
2022-01-11,56.9819,57.0464,55.2214,56.5124,1362864.0
2022-01-12,56.8743,56.9868,56.0527,56.5515,1289800.0
2022-01-13,56.4831,56.6787,55.8278,56.1994,1406825.0
2022-01-14,55.7789,55.9843,54.0379,55.5441,1618981.0
2022-01-15,55.7789,55.9843,54.0379,55.5441,1618981.0
2022-01-16,55.7789,55.9843,54.0379,55.5441,1618981.0
2022-01-17,55.7789,55.9843,54.0379,55.5441,1618981.0
2022-01-18,54.791,56.4244,54.5269,56.0821,1503306.0
2022-01-19,56.3364,57.1286,55.3854,56.0821,1818442.0
2022-01-20,56.4342,56.9134,55.1431,55.1529,895913.0
2022-01-21,54.7421,55.906,54.2335,54.3802,1236792.0
2022-01-22,54.7421,55.906,54.2335,54.3802,1236792.0
2022-01-23,54.7421,55.906,54.2335,54.3802,1236792.0
2022-01-24,53.4902,56.1114,53.3044,55.906,1569165.0
2022-01-25,55.1333,55.1871,53.4609,54.1553,1543887.0
2022-01-26,55.0942,55.7495,52.3556,52.962,2530158.0
2022-01-27,53.8227,54.7128,52.8642,53.3435,2156914.0
2022-01-28,53.5684,54.3215,53.1088,54.3118,1383053.0
2022-01-29,53.5684,54.3215,53.1088,54.3118,1383053.0
2022-01-30,53.5684,54.3215,53.1088,54.3118,1383053.0
2022-01-31,54.3313,55.3681,53.9205,55.3387,1312361.0
2022-02-01,55.4952,55.9843,54.5269,55.5246,1102343.0
2022-02-02,55.3681,56.2972,55.216,56.131,1526798.0
2022-02-03,55.7593,56.4928,55.3974,55.4952,704532.0
2022-02-04,55.5441,55.9549,53.8423,54.5661,982170.0
2022-02-05,55.5441,55.9549,53.8423,54.5661,982170.0
2022-02-06,55.5441,55.9549,53.8423,54.5661,982170.0
2022-02-07,54.478,54.9279,53.5195,53.7151,1068500.0
2022-02-08,53.989,55.5246,53.989,55.0355,974950.0
2022-02-09,55.5148,56.1896,55.4512,55.7104,795279.0
2022-02-10,55.016,55.7104,54.1162,54.4291,1022207.0
2022-02-11,54.3313,54.9377,53.6173,54.1162,1286277.0
2022-02-12,54.3313,54.9377,53.6173,54.1162,1286277.0
2022-02-13,54.3313,54.9377,53.6173,54.1162,1286277.0
2022-02-14,54.214,54.7519,53.5587,53.7641,919462.0
2022-02-15,54.0575,54.5367,53.2555,53.5587,1778669.0
2022-02-16,53.0012,53.6173,51.6514,52.8838,1974196.0
2022-02-17,52.561,52.8642,52.1503,52.5024,1544720.0
2022-02-18,52.4926,53.3435,52.2578,52.6882,1810089.0
2022-02-19,52.4926,53.3435,52.2578,52.6882,1810089.0
2022-02-20,52.4926,53.3435,52.2578,52.6882,1810089.0
2022-02-21,52.4926,53.3435,52.2578,52.6882,1810089.0
2022-02-22,52.3165,52.9816,51.1037,51.1526,1742266.0
2022-02-23,51.1331,51.6808,50.5658,50.7321,2993102.0
2022-02-24,49.9105,51.6612,49.441,51.3678,1898411.0
2022-02-25,51.4558,53.3816,51.358,53.1479,1496459.0
2022-02-26,51.4558,53.3816,51.358,53.1479,1496459.0
2022-02-27,51.4558,53.3816,51.358,53.1479,1496459.0
2022-02-28,52.4534,53.4511,52.2383,53.2848,2052372.0
2022-03-01,52.6784,53.2848,52.0845,52.6295,1583114.0
2022-03-02,52.9034,54.2042,52.9034,53.0892,1576242.0
2022-03-03,53.2951,53.9714,52.6775,53.6773,1594565.0
2022-03-04,54.0792,54.2557,52.5207,53.3931,2286906.0
2022-03-05,54.0792,54.2557,52.5207,53.3931,2286906.0
2022-03-06,54.0792,54.2557,52.5207,53.3931,2286906.0
2022-03-07,52.9422,53.1284,50.7367,50.8837,1979419.0
2022-03-08,50.7465,50.8886,49.0997,49.1095,1612460.0
2022-03-09,50.1387,51.2562,50.0799,50.9327,1942647.0
2022-03-10,50.2955,50.8445,49.9917,50.7367,1126488.0
2022-03-11,51.2366,51.9815,50.3348,50.3544,1580911.0
2022-03-12,51.2366,51.9815,50.3348,50.3544,1580911.0
2022-03-13,51.2366,51.9815,50.3348,50.3544,1580911.0
2022-03-14,50.5798,51.0307,49.8839,50.619,1144740.0
2022-03-15,51.2562,52.0404,50.972,51.7267,1250754.0
2022-03-16,51.9815,55.2261,51.9619,55.1477,2794962.0
2022-03-17,54.8634,55.2554,53.7558,54.0792,1713182.0
2022-03-18,54.0694,55.3731,53.4519,55.0203,2097336.0
2022-03-19,54.0694,55.3731,53.4519,55.0203,2097336.0
2022-03-20,54.0694,55.3731,53.4519,55.0203,2097336.0
2022-03-21,54.5497,55.1379,53.692,54.089,1365639.0
2022-03-22,54.3929,54.6478,53.6283,53.893,1011464.0
2022-03-23,53.5695,53.7656,52.4226,52.5109,1383274.0
2022-03-24,52.8245,53.1774,51.5208,52.3834,1972167.0
2022-03-25,52.5109,52.7461,51.0307,51.8639,1782947.0
2022-03-26,52.5109,52.7461,51.0307,51.8639,1782947.0
2022-03-27,52.5109,52.7461,51.0307,51.8639,1782947.0
2022-03-28,51.8345,52.305,51.4865,52.2952,1028590.0
2022-03-29,52.7363,53.942,52.3442,52.9226,1217471.0
2022-03-30,52.5207,52.8147,51.0797,51.364,1804460.0
2022-03-31,51.1974,51.6287,49.2271,49.4624,1942020.0
2022-04-01,49.1634,49.5016,45.5635,46.3942,6886381.0
2022-04-02,49.1634,49.5016,45.5635,46.3942,6886381.0
2022-04-03,49.1634,49.5016,45.5635,46.3942,6886381.0
2022-04-04,46.4531,46.9328,45.3944,45.8747,2920038.0
2022-04-05,45.463,46.5021,44.2769,44.522,3585994.0
2022-04-06,44.1005,45.3552,43.8358,45.0121,4243288.0
2022-04-07,45.2082,45.9629,44.4142,45.2278,3332951.0
2022-04-08,44.5122,46.404,43.7084,46.1688,3655688.0
2022-04-09,44.5122,46.404,43.7084,46.1688,3655688.0
2022-04-10,44.5122,46.404,43.7084,46.1688,3655688.0
2022-04-11,46.257,46.7471,45.1297,45.4238,2040393.0
2022-04-12,45.5708,46.0414,44.3946,44.7082,1530385.0
2022-04-13,44.8063,45.8845,44.7377,45.8551,1267814.0
2022-04-14,45.6101,45.9825,44.8896,45.1395,1342589.0
2022-04-15,45.6101,45.9825,44.8896,45.1395,1342589.0
2022-04-16,45.6101,45.9825,44.8896,45.1395,1342589.0
2022-04-17,45.6101,45.9825,44.8896,45.1395,1342589.0
2022-04-18,44.8161,45.316,44.4926,44.9043,1576663.0
2022-04-19,45.4532,46.5854,45.1297,46.3746,2217482.0
2022-04-20,46.8844,48.1881,46.6491,47.2078,3875600.0
2022-04-21,48.3743,49.2565,46.7226,48.0312,4068433.0
2022-04-22,47.5019,47.796,46.8549,46.8844,1349833.0
2022-04-23,47.5019,47.796,46.8549,46.8844,1349833.0
2022-04-24,47.5019,47.796,46.8549,46.8844,1349833.0
2022-04-25,47.0314,48.9134,46.5707,48.8056,2173882.0
2022-04-26,48.5507,48.9722,46.2962,46.4923,2627147.0
2022-04-27,46.703,47.296,46.1982,46.9432,1968743.0
2022-04-28,47.4431,48.2175,46.8549,48.2077,1707031.0
2022-04-29,47.8156,48.6586,46.8255,46.9432,1702641.0
2022-04-30,47.8156,48.6586,46.8255,46.9432,1702641.0
2022-05-01,47.8156,48.6586,46.8255,46.9432,1702641.0
2022-05-02,47.2764,47.9822,46.4531,47.3549,1686052.0
2022-05-03,47.149,48.6439,46.7961,48.3547,1562401.0
