,CLR US Equity,CLR US Equity,CLR US Equity,CLR US Equity,CLR US Equity
2022-05-06,61.7731,62.2909,59.3934,61.9025,1444930.0
2022-05-07,61.7731,62.2909,59.3934,61.9025,1444930.0
2022-05-08,61.7731,62.2909,59.3934,61.9025,1444930.0
2022-05-09,60.0207,60.0207,54.2954,54.7833,1768415.0
2022-05-10,55.3509,57.1332,53.9668,55.7591,1644819.0
2022-05-11,57.402,59.3137,55.7989,56.0678,1282054.0
2022-05-12,55.4106,57.0037,54.1261,56.5656,1256429.0
2022-05-13,57.631,59.2341,56.8444,57.6011,1715705.0
2022-05-14,57.631,59.2341,56.8444,57.6011,1715705.0
2022-05-15,57.631,59.2341,56.8444,57.6011,1715705.0
2022-05-16,58.1189,59.8116,58.0293,59.2142,1245394.0
2022-05-17,60.0505,61.5341,59.6124,61.0064,1426175.0
2022-05-18,61.5142,61.5142,57.7206,58.6466,1267718.0
2022-05-19,57.0137,59.6548,56.8145,58.7163,1065281.0
2022-05-20,59.2639,60.2099,57.7804,59.5228,1169932.0
2022-05-21,59.2639,60.2099,57.7804,59.5228,1169932.0
2022-05-22,59.2639,60.2099,57.7804,59.5228,1169932.0
2022-05-23,60.0605,62.9779,59.5328,62.9679,2468133.0
2022-05-24,61.9623,62.9779,60.1202,61.2553,1344312.0
2022-05-25,61.7333,63.9089,61.3947,63.8541,1842473.0
2022-05-26,64.4615,66.184,64.4615,65.7858,1539439.0
2022-05-27,65.3078,68.7131,64.9394,68.7131,1222930.0
2022-05-28,65.3078,68.7131,64.9394,68.7131,1222930.0
2022-05-29,65.3078,68.7131,64.9394,68.7131,1222930.0
2022-05-30,65.3078,68.7131,64.9394,68.7131,1222930.0
2022-05-31,70.0474,71.6803,66.8113,67.7772,2427328.0
2022-06-01,68.9322,69.6391,67.4486,68.6832,1638159.0
2022-06-02,68.0161,68.3447,66.7317,67.3092,1500935.0
2022-06-03,67.4785,69.1413,66.5923,68.8027,1188273.0
2022-06-04,67.4785,69.1413,66.5923,68.8027,1188273.0
2022-06-05,67.4785,69.1413,66.5923,68.8027,1188273.0
2022-06-06,69.9876,71.3716,68.9023,70.6149,2180567.0
2022-06-07,70.2863,72.6411,70.2067,72.3375,1280050.0
2022-06-08,72.6362,73.0842,71.5608,72.3175,1197711.0
2022-06-09,71.4015,73.2236,70.8439,71.74,1150858.0
2022-06-10,70.2565,71.6006,68.9322,70.1868,1508650.0
2022-06-11,70.2565,71.6006,68.9322,70.1868,1508650.0
2022-06-12,70.2565,71.6006,68.9322,70.1868,1508650.0
2022-06-13,67.8369,67.8369,63.6848,64.2225,2088135.0
2022-06-14,74.5579,75.1652,71.8894,73.9007,9607841.0
2022-06-15,72.447,73.9903,70.4855,71.3019,4990742.0
2022-06-16,69.6989,71.8944,68.8426,69.201,4680719.0
2022-06-17,68.743,69.1612,63.8443,65.5468,4817887.0
2022-06-18,68.743,69.1612,63.8443,65.5468,4817887.0
2022-06-19,68.743,69.1612,63.8443,65.5468,4817887.0
2022-06-20,68.743,69.1612,63.8443,65.5468,4817887.0
2022-06-21,67.2893,67.5382,65.6165,66.3832,2793781.0
2022-06-22,64.2225,67.1499,63.5853,64.7702,2907657.0
2022-06-23,65.6762,65.9749,62.1116,63.9437,2605055.0
2022-06-24,64.8299,66.6072,64.2225,64.9394,3730744.0
2022-06-25,64.8299,66.6072,64.2225,64.9394,3730744.0
2022-06-26,64.8299,66.6072,64.2225,64.9394,3730744.0
2022-06-27,65.7957,67.588,65.3178,66.9906,2065040.0
2022-06-28,67.6776,68.7032,66.2537,67.3988,1340601.0
2022-06-29,68.2949,68.6235,65.2182,65.965,1448793.0
2022-06-30,64.9693,66.4429,64.1429,65.0689,1374952.0
2022-07-01,65.9949,66.3334,63.7048,65.3775,1195815.0
2022-07-02,65.9949,66.3334,63.7048,65.3775,1195815.0
2022-07-03,65.9949,66.3334,63.7048,65.3775,1195815.0
2022-07-04,65.9949,66.3334,63.7048,65.3775,1195815.0
2022-07-05,64.5611,65.1087,61.7731,63.8342,1796766.0
2022-07-06,62.5995,63.7048,60.4488,62.8485,2388930.0
2022-07-07,64.6407,65.4522,63.5006,64.4814,1352410.0
2022-07-08,65.3377,65.7161,63.645,64.9295,756600.0
2022-07-09,65.3377,65.7161,63.645,64.9295,756600.0
2022-07-10,65.3377,65.7161,63.645,64.9295,756600.0
2022-07-11,64.2225,65.2182,63.3662,64.4814,724471.0
2022-07-12,62.2909,63.3961,61.4794,62.6891,1106621.0
2022-07-13,61.8926,64.0234,61.8926,63.0277,1354012.0
2022-07-14,60.7575,62.958,60.6281,62.8584,2135186.0
2022-07-15,64.0632,64.113,62.1614,62.8883,1142066.0
2022-07-16,64.0632,64.113,62.1614,62.8883,1142066.0
2022-07-17,64.0632,64.113,62.1614,62.8883,1142066.0
2022-07-18,64.0234,65.2979,63.7745,64.4117,1312984.0
2022-07-19,64.0533,66.3882,63.654,65.955,1043259.0
2022-07-20,65.1983,66.423,64.5212,66.2239,776357.0
2022-07-21,64.5511,65.2282,62.9879,64.5312,1195129.0
2022-07-22,63.9039,64.7104,63.0078,63.197,1046453.0
2022-07-23,63.9039,64.7104,63.0078,63.197,1046453.0
2022-07-24,63.9039,64.7104,63.0078,63.197,1046453.0
2022-07-25,63.9836,65.6862,63.7346,65.3676,1076256.0
2022-07-26,66.3234,66.7018,64.3221,65.4174,1181495.0
2022-07-27,65.8256,66.9783,65.2182,66.8512,824126.0
2022-07-28,67.2096,67.3789,65.7061,66.9706,856242.0
2022-07-29,67.2793,69.1014,67.0105,68.5936,1846124.0
2022-07-30,67.2793,69.1014,67.0105,68.5936,1846124.0
2022-07-31,67.2793,69.1014,67.0105,68.5936,1846124.0
2022-08-01,67.359,68.0261,66.2239,67.6378,829477.0
2022-08-02,67.3391,68.0112,66.7815,67.5282,659661.0
2022-08-03,68.0759,68.4742,65.9252,66.6421,1110974.0
2022-08-04,66.3931,66.7616,64.5113,64.81,1111303.0
2022-08-05,64.68,68.04,64.07,66.51,1089899.0
2022-08-06,64.68,68.04,64.07,66.51,1089899.0
2022-08-07,64.68,68.04,64.07,66.51,1089899.0
2022-08-08,66.26,66.98,65.62,66.13,995436.0
2022-08-09,67.29,68.02,66.78,67.53,569204.0
2022-08-10,67.52,68.23,66.3443,67.63,677758.0
2022-08-11,68.47,69.23,67.7,68.57,950081.0
2022-08-12,68.12,68.81,67.6,68.61,563231.0
2022-08-13,68.12,68.81,67.6,68.61,563231.0
2022-08-14,68.12,68.81,67.6,68.61,563231.0
2022-08-15,66.33,68.87,65.15,68.06,935439.0
2022-08-16,68.41,69.2,66.781,67.6,1100408.0
2022-08-17,67.43,68.94,67.2654,68.26,629650.0
2022-08-18,68.75,70.625,68.75,70.56,2421063.0
2022-08-19,70.5,70.94,69.55,69.57,1189117.0
2022-08-20,70.5,70.94,69.55,69.57,1189117.0
2022-08-21,70.5,70.94,69.55,69.57,1189117.0
2022-08-22,69.0,70.025,67.7,69.54,1528133.0
2022-08-23,70.83,71.28,69.92,70.8,1013297.0
2022-08-24,71.1,71.95,70.21,71.8,767954.0
2022-08-25,72.0,72.05,70.71,71.49,534538.0
2022-08-26,71.41,71.89,70.51,70.76,647929.0
2022-08-27,71.41,71.89,70.51,70.76,647929.0
2022-08-28,71.41,71.89,70.51,70.76,647929.0
2022-08-29,70.84,72.7,70.68,72.31,960663.0
2022-08-30,71.03,71.21,69.0,70.03,1248535.0
2022-08-31,68.17,70.62,67.32,69.83,991644.0
2022-09-01,68.9,69.4,67.98,68.35,1097434.0
2022-09-02,69.47,71.05,68.84,69.57,898255.0
2022-09-03,69.47,71.05,68.84,69.57,898255.0
2022-09-04,69.47,71.05,68.84,69.57,898255.0
2022-09-05,69.47,71.05,68.84,69.57,898255.0
2022-09-06,69.64,69.87,68.07,68.69,1240018.0
2022-09-07,67.1,69.0,66.05,68.37,2233564.0
2022-09-08,68.75,69.69,68.19,69.42,1598399.0
2022-09-09,70.5,71.11,69.81,70.36,1013925.0
2022-09-10,70.5,71.11,69.81,70.36,1013925.0
2022-09-11,70.5,71.11,69.81,70.36,1013925.0
2022-09-12,71.42,71.47,70.61,70.88,924444.0
2022-09-13,70.0,71.3,69.49,69.73,984878.0
2022-09-14,70.64,72.05,70.45,71.87,1291412.0
2022-09-15,70.46,71.38,69.85,70.89,873397.0
2022-09-16,70.69,70.69,68.76,69.84,1762711.0
2022-09-17,70.69,70.69,68.76,69.84,1762711.0
2022-09-18,70.69,70.69,68.76,69.84,1762711.0
2022-09-19,68.45,70.31,68.19,70.25,1081278.0
2022-09-20,70.01,70.33,69.0501,69.69,1068351.0
2022-09-21,70.78,70.95,69.06,69.08,1073668.0
2022-09-22,70.33,70.48,67.87,67.88,1124299.0
2022-09-23,65.58,66.34,63.55,64.05,2620939.0
2022-09-24,65.58,66.34,63.55,64.05,2620939.0
2022-09-25,65.58,66.34,63.55,64.05,2620939.0
2022-09-26,64.005,65.16,61.75,62.65,2287018.0
2022-09-27,63.79,64.525,62.99,63.7,999990.0
2022-09-28,64.2,67.25,64.0,66.98,1249688.0
2022-09-29,66.47,66.84,64.98,66.58,822524.0
2022-09-30,66.01,67.255,65.4,66.81,719276.0
2022-10-01,66.01,67.255,65.4,66.81,719276.0
2022-10-02,66.01,67.255,65.4,66.81,719276.0
2022-10-03,69.09,69.28,67.84,68.28,1837336.0
2022-10-04,69.11,69.98,68.58,69.75,1349042.0
2022-10-05,69.98,70.81,68.6801,69.65,1222157.0
2022-10-06,69.22,70.5,68.95,69.76,1257333.0
2022-10-07,69.77,70.7,68.95,69.7,1167879.0
2022-10-08,69.77,70.7,68.95,69.7,1167879.0
2022-10-09,69.77,70.7,68.95,69.7,1167879.0
2022-10-10,69.99,70.73,68.18,68.75,838871.0
2022-10-11,67.57,69.56,67.41,69.03,871227.0
2022-10-12,68.48,69.89,67.875,69.37,582768.0
2022-10-13,68.27,71.41,68.13,70.46,1178088.0
2022-10-14,69.72,70.72,68.04,68.22,962014.0
2022-10-15,69.72,70.72,68.04,68.22,962014.0
2022-10-16,69.72,70.72,68.04,68.22,962014.0
2022-10-17,73.96,74.14,73.85,74.14,23753189.0
2022-10-18,73.95,74.0,73.37,73.68,15666449.0
2022-10-19,73.72,73.92,73.54,73.57,8480666.0
2022-10-20,73.72,73.85,73.59,73.79,7999644.0
2022-10-21,73.82,74.08,73.69,74.0,7653607.0
2022-10-22,73.82,74.08,73.69,74.0,7653607.0
2022-10-23,73.82,74.08,73.69,74.0,7653607.0
2022-10-24,73.89,74.21,73.83,73.9,5902270.0
2022-10-25,73.95,73.99,73.87,73.93,5237621.0
2022-10-26,73.94,74.03,73.89,73.89,5367560.0
2022-10-27,73.93,74.065,73.9,73.9,4914004.0
2022-10-28,74.0,74.01,73.89,73.97,4954166.0
2022-10-29,74.0,74.01,73.89,73.97,4954166.0
2022-10-30,74.0,74.01,73.89,73.97,4954166.0
2022-10-31,73.97,74.16,73.94,73.97,5592639.0
2022-11-01,74.0,74.025,73.87,73.94,4995292.0
2022-11-02,73.96,74.06,73.92,73.97,3625262.0
2022-11-03,73.95,74.14,73.95,74.05,2919078.0
2022-11-04,74.14,74.19,74.0,74.15,3151437.0
2022-11-05,74.14,74.19,74.0,74.15,3151437.0
2022-11-06,74.14,74.19,74.0,74.15,3151437.0
2022-11-07,74.1,74.21,74.1,74.14,4168653.0
2022-11-08,74.13,74.2,74.08,74.08,3911273.0
2022-11-09,74.1,74.14,73.97,73.98,3164717.0
2022-11-10,74.1,74.19,74.03,74.05,4509448.0
2022-11-11,74.15,74.18,74.11,74.18,2921795.0
2022-11-12,74.15,74.18,74.11,74.18,2921795.0
2022-11-13,74.15,74.18,74.11,74.18,2921795.0
2022-11-14,74.16,74.19,74.13,74.15,2598126.0
2022-11-15,74.17,74.18,74.07,74.07,4390482.0
2022-11-16,74.11,74.14,74.08,74.12,2435517.0
2022-11-17,74.12,74.22,74.1,74.17,2519797.0
2022-11-18,74.13,74.24,74.13,74.2,3288666.0
2022-11-19,74.13,74.24,74.13,74.2,3288666.0
2022-11-20,74.13,74.24,74.13,74.2,3288666.0
2022-11-21,74.21,74.24,74.2,74.24,3698880.0
2022-11-22,74.27,74.28,74.25,74.27,3538802.0
2022-11-23,74.27,74.28,74.25,74.27,3538802.0
2022-11-24,74.27,74.28,74.25,74.27,3538802.0
2022-11-25,74.27,74.28,74.25,74.27,3538802.0
2022-11-26,74.27,74.28,74.25,74.27,3538802.0
2022-11-27,74.27,74.28,74.25,74.27,3538802.0
2022-11-28,74.27,74.28,74.25,74.27,3538802.0
2022-11-29,74.27,74.28,74.25,74.27,3538802.0
2022-11-30,74.27,74.28,74.25,74.27,3538802.0
2022-12-01,74.27,74.28,74.25,74.27,3538802.0
2022-12-02,74.27,74.28,74.25,74.27,3538802.0
2022-12-03,74.27,74.28,74.25,74.27,3538802.0
2022-12-04,74.27,74.28,74.25,74.27,3538802.0
2022-12-05,74.27,74.28,74.25,74.27,3538802.0
2022-12-06,74.27,74.28,74.25,74.27,3538802.0
2022-12-07,74.27,74.28,74.25,74.27,3538802.0
2022-12-08,74.27,74.28,74.25,74.27,3538802.0
2022-12-09,74.27,74.28,74.25,74.27,3538802.0
2022-12-10,74.27,74.28,74.25,74.27,3538802.0
2022-12-11,74.27,74.28,74.25,74.27,3538802.0
2022-12-12,74.27,74.28,74.25,74.27,3538802.0
2022-12-13,74.27,74.28,74.25,74.27,3538802.0
2022-12-14,74.27,74.28,74.25,74.27,3538802.0
2022-12-15,74.27,74.28,74.25,74.27,3538802.0
2022-12-16,74.27,74.28,74.25,74.27,3538802.0
2022-12-17,74.27,74.28,74.25,74.27,3538802.0
2022-12-18,74.27,74.28,74.25,74.27,3538802.0
2022-12-19,74.27,74.28,74.25,74.27,3538802.0
2022-12-20,74.27,74.28,74.25,74.27,3538802.0
2022-12-21,74.27,74.28,74.25,74.27,3538802.0
2022-12-22,74.27,74.28,74.25,74.27,3538802.0
2022-12-23,74.27,74.28,74.25,74.27,3538802.0
2022-12-24,74.27,74.28,74.25,74.27,3538802.0
2022-12-25,74.27,74.28,74.25,74.27,3538802.0
2022-12-26,74.27,74.28,74.25,74.27,3538802.0
2022-12-27,74.27,74.28,74.25,74.27,3538802.0
2022-12-28,74.27,74.28,74.25,74.27,3538802.0
2022-12-29,74.27,74.28,74.25,74.27,3538802.0
2022-12-30,74.27,74.28,74.25,74.27,3538802.0
2022-12-31,74.27,74.28,74.25,74.27,3538802.0
2023-01-01,74.27,74.28,74.25,74.27,3538802.0
2023-01-02,74.27,74.28,74.25,74.27,3538802.0
2023-01-03,74.27,74.28,74.25,74.27,3538802.0
2023-01-04,74.27,74.28,74.25,74.27,3538802.0
2023-01-05,74.27,74.28,74.25,74.27,3538802.0
2023-01-06,74.27,74.28,74.25,74.27,3538802.0
2023-01-07,74.27,74.28,74.25,74.27,3538802.0
2023-01-08,74.27,74.28,74.25,74.27,3538802.0
2023-01-09,74.27,74.28,74.25,74.27,3538802.0
2023-01-10,74.27,74.28,74.25,74.27,3538802.0
2023-01-11,74.27,74.28,74.25,74.27,3538802.0
2023-01-12,74.27,74.28,74.25,74.27,3538802.0
2023-01-13,74.27,74.28,74.25,74.27,3538802.0
2023-01-14,74.27,74.28,74.25,74.27,3538802.0
2023-01-15,74.27,74.28,74.25,74.27,3538802.0
2023-01-16,74.27,74.28,74.25,74.27,3538802.0
2023-01-17,74.27,74.28,74.25,74.27,3538802.0
2023-01-18,74.27,74.28,74.25,74.27,3538802.0
2023-01-19,74.27,74.28,74.25,74.27,3538802.0
2023-01-20,74.27,74.28,74.25,74.27,3538802.0
2023-01-21,74.27,74.28,74.25,74.27,3538802.0
2023-01-22,74.27,74.28,74.25,74.27,3538802.0
2023-01-23,74.27,74.28,74.25,74.27,3538802.0
2023-01-24,74.27,74.28,74.25,74.27,3538802.0
2023-01-25,74.27,74.28,74.25,74.27,3538802.0
2023-01-26,74.27,74.28,74.25,74.27,3538802.0
2023-01-27,74.27,74.28,74.25,74.27,3538802.0
2023-01-28,74.27,74.28,74.25,74.27,3538802.0
2023-01-29,74.27,74.28,74.25,74.27,3538802.0
2023-01-30,74.27,74.28,74.25,74.27,3538802.0
2023-01-31,74.27,74.28,74.25,74.27,3538802.0
2023-02-01,74.27,74.28,74.25,74.27,3538802.0
2023-02-02,74.27,74.28,74.25,74.27,3538802.0
2023-02-03,74.27,74.28,74.25,74.27,3538802.0
2023-02-04,74.27,74.28,74.25,74.27,3538802.0
2023-02-05,74.27,74.28,74.25,74.27,3538802.0
2023-02-06,74.27,74.28,74.25,74.27,3538802.0
2023-02-07,74.27,74.28,74.25,74.27,3538802.0
2023-02-08,74.27,74.28,74.25,74.27,3538802.0
2023-02-09,74.27,74.28,74.25,74.27,3538802.0
2023-02-10,74.27,74.28,74.25,74.27,3538802.0
2023-02-11,74.27,74.28,74.25,74.27,3538802.0
2023-02-12,74.27,74.28,74.25,74.27,3538802.0
2023-02-13,74.27,74.28,74.25,74.27,3538802.0
2023-02-14,74.27,74.28,74.25,74.27,3538802.0
2023-02-15,74.27,74.28,74.25,74.27,3538802.0
2023-02-16,74.27,74.28,74.25,74.27,3538802.0
2023-02-17,74.27,74.28,74.25,74.27,3538802.0
2023-02-18,74.27,74.28,74.25,74.27,3538802.0
2023-02-19,74.27,74.28,74.25,74.27,3538802.0
2023-02-20,74.27,74.28,74.25,74.27,3538802.0
2023-02-21,74.27,74.28,74.25,74.27,3538802.0
2023-02-22,74.27,74.28,74.25,74.27,3538802.0
2023-02-23,74.27,74.28,74.25,74.27,3538802.0
2023-02-24,74.27,74.28,74.25,74.27,3538802.0
2023-02-25,74.27,74.28,74.25,74.27,3538802.0
2023-02-26,74.27,74.28,74.25,74.27,3538802.0
2023-02-27,74.27,74.28,74.25,74.27,3538802.0
2023-02-28,74.27,74.28,74.25,74.27,3538802.0
2023-03-01,74.27,74.28,74.25,74.27,3538802.0
2023-03-02,74.27,74.28,74.25,74.27,3538802.0
2023-03-03,74.27,74.28,74.25,74.27,3538802.0
2023-03-04,74.27,74.28,74.25,74.27,3538802.0
2023-03-05,74.27,74.28,74.25,74.27,3538802.0
2023-03-06,74.27,74.28,74.25,74.27,3538802.0
2023-03-07,74.27,74.28,74.25,74.27,3538802.0
2023-03-08,74.27,74.28,74.25,74.27,3538802.0
2023-03-09,74.27,74.28,74.25,74.27,3538802.0
2023-03-10,74.27,74.28,74.25,74.27,3538802.0
2023-03-11,74.27,74.28,74.25,74.27,3538802.0
2023-03-12,74.27,74.28,74.25,74.27,3538802.0
2023-03-13,74.27,74.28,74.25,74.27,3538802.0
2023-03-14,74.27,74.28,74.25,74.27,3538802.0
2023-03-15,74.27,74.28,74.25,74.27,3538802.0
2023-03-16,74.27,74.28,74.25,74.27,3538802.0
2023-03-17,74.27,74.28,74.25,74.27,3538802.0
2023-03-18,74.27,74.28,74.25,74.27,3538802.0
2023-03-19,74.27,74.28,74.25,74.27,3538802.0
2023-03-20,74.27,74.28,74.25,74.27,3538802.0
2023-03-21,74.27,74.28,74.25,74.27,3538802.0
2023-03-22,74.27,74.28,74.25,74.27,3538802.0
2023-03-23,74.27,74.28,74.25,74.27,3538802.0
2023-03-24,74.27,74.28,74.25,74.27,3538802.0
2023-03-25,74.27,74.28,74.25,74.27,3538802.0
2023-03-26,74.27,74.28,74.25,74.27,3538802.0
2023-03-27,74.27,74.28,74.25,74.27,3538802.0
2023-03-28,74.27,74.28,74.25,74.27,3538802.0
2023-03-29,74.27,74.28,74.25,74.27,3538802.0
2023-03-30,74.27,74.28,74.25,74.27,3538802.0
2023-03-31,74.27,74.28,74.25,74.27,3538802.0
2023-04-01,74.27,74.28,74.25,74.27,3538802.0
2023-04-02,74.27,74.28,74.25,74.27,3538802.0
2023-04-03,74.27,74.28,74.25,74.27,3538802.0
2023-04-04,74.27,74.28,74.25,74.27,3538802.0
2023-04-05,74.27,74.28,74.25,74.27,3538802.0
2023-04-06,74.27,74.28,74.25,74.27,3538802.0
2023-04-07,74.27,74.28,74.25,74.27,3538802.0
2023-04-08,74.27,74.28,74.25,74.27,3538802.0
2023-04-09,74.27,74.28,74.25,74.27,3538802.0
2023-04-10,74.27,74.28,74.25,74.27,3538802.0
2023-04-11,74.27,74.28,74.25,74.27,3538802.0
2023-04-12,74.27,74.28,74.25,74.27,3538802.0
2023-04-13,74.27,74.28,74.25,74.27,3538802.0
2023-04-14,74.27,74.28,74.25,74.27,3538802.0
2023-04-15,74.27,74.28,74.25,74.27,3538802.0
2023-04-16,74.27,74.28,74.25,74.27,3538802.0
2023-04-17,74.27,74.28,74.25,74.27,3538802.0
2023-04-18,74.27,74.28,74.25,74.27,3538802.0
2023-04-19,74.27,74.28,74.25,74.27,3538802.0
2023-04-20,74.27,74.28,74.25,74.27,3538802.0
2023-04-21,74.27,74.28,74.25,74.27,3538802.0
2023-04-22,74.27,74.28,74.25,74.27,3538802.0
2023-04-23,74.27,74.28,74.25,74.27,3538802.0
2023-04-24,74.27,74.28,74.25,74.27,3538802.0
2023-04-25,74.27,74.28,74.25,74.27,3538802.0
2023-04-26,74.27,74.28,74.25,74.27,3538802.0
2023-04-27,74.27,74.28,74.25,74.27,3538802.0
2023-04-28,74.27,74.28,74.25,74.27,3538802.0
2023-04-29,74.27,74.28,74.25,74.27,3538802.0
2023-04-30,74.27,74.28,74.25,74.27,3538802.0
2023-05-01,74.27,74.28,74.25,74.27,3538802.0
2023-05-02,74.27,74.28,74.25,74.27,3538802.0
2023-05-03,74.27,74.28,74.25,74.27,3538802.0
2023-05-04,74.27,74.28,74.25,74.27,3538802.0
2023-05-05,74.27,74.28,74.25,74.27,3538802.0
2023-05-06,74.27,74.28,74.25,74.27,3538802.0
2023-05-07,74.27,74.28,74.25,74.27,3538802.0
2023-05-08,74.27,74.28,74.25,74.27,3538802.0
2023-05-09,74.27,74.28,74.25,74.27,3538802.0
2023-05-10,74.27,74.28,74.25,74.27,3538802.0
2023-05-11,74.27,74.28,74.25,74.27,3538802.0
2023-05-12,74.27,74.28,74.25,74.27,3538802.0
2023-05-13,74.27,74.28,74.25,74.27,3538802.0
2023-05-14,74.27,74.28,74.25,74.27,3538802.0
2023-05-15,74.27,74.28,74.25,74.27,3538802.0
2023-05-16,74.27,74.28,74.25,74.27,3538802.0
2023-05-17,74.27,74.28,74.25,74.27,3538802.0
2023-05-18,74.27,74.28,74.25,74.27,3538802.0
2023-05-19,74.27,74.28,74.25,74.27,3538802.0
2023-05-20,74.27,74.28,74.25,74.27,3538802.0
2023-05-21,74.27,74.28,74.25,74.27,3538802.0
2023-05-22,74.27,74.28,74.25,74.27,3538802.0
2023-05-23,74.27,74.28,74.25,74.27,3538802.0
2023-05-24,74.27,74.28,74.25,74.27,3538802.0
2023-05-25,74.27,74.28,74.25,74.27,3538802.0
2023-05-26,74.27,74.28,74.25,74.27,3538802.0
2023-05-27,74.27,74.28,74.25,74.27,3538802.0
2023-05-28,74.27,74.28,74.25,74.27,3538802.0
2023-05-29,74.27,74.28,74.25,74.27,3538802.0
2023-05-30,74.27,74.28,74.25,74.27,3538802.0
2023-05-31,74.27,74.28,74.25,74.27,3538802.0
2023-06-01,74.27,74.28,74.25,74.27,3538802.0
2023-06-02,74.27,74.28,74.25,74.27,3538802.0
2023-06-03,74.27,74.28,74.25,74.27,3538802.0
2023-06-04,74.27,74.28,74.25,74.27,3538802.0
2023-06-05,74.27,74.28,74.25,74.27,3538802.0
2023-06-06,74.27,74.28,74.25,74.27,3538802.0
2023-06-07,74.27,74.28,74.25,74.27,3538802.0
2023-06-08,74.27,74.28,74.25,74.27,3538802.0
2023-06-09,74.27,74.28,74.25,74.27,3538802.0
2023-06-10,74.27,74.28,74.25,74.27,3538802.0
2023-06-11,74.27,74.28,74.25,74.27,3538802.0
2023-06-12,74.27,74.28,74.25,74.27,3538802.0
2023-06-13,74.27,74.28,74.25,74.27,3538802.0
2023-06-14,74.27,74.28,74.25,74.27,3538802.0
2023-06-15,74.27,74.28,74.25,74.27,3538802.0
2023-06-16,74.27,74.28,74.25,74.27,3538802.0
2023-06-17,74.27,74.28,74.25,74.27,3538802.0
2023-06-18,74.27,74.28,74.25,74.27,3538802.0
2023-06-19,74.27,74.28,74.25,74.27,3538802.0
2023-06-20,74.27,74.28,74.25,74.27,3538802.0
2023-06-21,74.27,74.28,74.25,74.27,3538802.0
2023-06-22,74.27,74.28,74.25,74.27,3538802.0
2023-06-23,74.27,74.28,74.25,74.27,3538802.0
2023-06-24,74.27,74.28,74.25,74.27,3538802.0
2023-06-25,74.27,74.28,74.25,74.27,3538802.0
2023-06-26,74.27,74.28,74.25,74.27,3538802.0
2023-06-27,74.27,74.28,74.25,74.27,3538802.0
2023-06-28,74.27,74.28,74.25,74.27,3538802.0
2023-06-29,74.27,74.28,74.25,74.27,3538802.0
2023-06-30,74.27,74.28,74.25,74.27,3538802.0
2023-07-01,74.27,74.28,74.25,74.27,3538802.0
2023-07-02,74.27,74.28,74.25,74.27,3538802.0
2023-07-03,74.27,74.28,74.25,74.27,3538802.0
2023-07-04,74.27,74.28,74.25,74.27,3538802.0
2023-07-05,74.27,74.28,74.25,74.27,3538802.0
2023-07-06,74.27,74.28,74.25,74.27,3538802.0
2023-07-07,74.27,74.28,74.25,74.27,3538802.0
2023-07-08,74.27,74.28,74.25,74.27,3538802.0
2023-07-09,74.27,74.28,74.25,74.27,3538802.0
2023-07-10,74.27,74.28,74.25,74.27,3538802.0
2023-07-11,74.27,74.28,74.25,74.27,3538802.0
2023-07-12,74.27,74.28,74.25,74.27,3538802.0
2023-07-13,74.27,74.28,74.25,74.27,3538802.0
2023-07-14,74.27,74.28,74.25,74.27,3538802.0
2023-07-15,74.27,74.28,74.25,74.27,3538802.0
2023-07-16,74.27,74.28,74.25,74.27,3538802.0
2023-07-17,74.27,74.28,74.25,74.27,3538802.0
2023-07-18,74.27,74.28,74.25,74.27,3538802.0
2023-07-19,74.27,74.28,74.25,74.27,3538802.0
2023-07-20,74.27,74.28,74.25,74.27,3538802.0
2023-07-21,74.27,74.28,74.25,74.27,3538802.0
2023-07-22,74.27,74.28,74.25,74.27,3538802.0
2023-07-23,74.27,74.28,74.25,74.27,3538802.0
2023-07-24,74.27,74.28,74.25,74.27,3538802.0
2023-07-25,74.27,74.28,74.25,74.27,3538802.0
2023-07-26,74.27,74.28,74.25,74.27,3538802.0
2023-07-27,74.27,74.28,74.25,74.27,3538802.0
2023-07-28,74.27,74.28,74.25,74.27,3538802.0
2023-07-29,74.27,74.28,74.25,74.27,3538802.0
2023-07-30,74.27,74.28,74.25,74.27,3538802.0
2023-07-31,74.27,74.28,74.25,74.27,3538802.0
2023-08-01,74.27,74.28,74.25,74.27,3538802.0
2023-08-02,74.27,74.28,74.25,74.27,3538802.0
2023-08-03,74.27,74.28,74.25,74.27,3538802.0
2023-08-04,74.27,74.28,74.25,74.27,3538802.0
2023-08-05,74.27,74.28,74.25,74.27,3538802.0
2023-08-06,74.27,74.28,74.25,74.27,3538802.0
2023-08-07,74.27,74.28,74.25,74.27,3538802.0
2023-08-08,74.27,74.28,74.25,74.27,3538802.0
2023-08-09,74.27,74.28,74.25,74.27,3538802.0
2023-08-10,74.27,74.28,74.25,74.27,3538802.0
2023-08-11,74.27,74.28,74.25,74.27,3538802.0
2023-08-12,74.27,74.28,74.25,74.27,3538802.0
2023-08-13,74.27,74.28,74.25,74.27,3538802.0
2023-08-14,74.27,74.28,74.25,74.27,3538802.0
2023-08-15,74.27,74.28,74.25,74.27,3538802.0
2023-08-16,74.27,74.28,74.25,74.27,3538802.0
2023-08-17,74.27,74.28,74.25,74.27,3538802.0
2023-08-18,74.27,74.28,74.25,74.27,3538802.0
2023-08-19,74.27,74.28,74.25,74.27,3538802.0
