,KFRC US Equity,KFRC US Equity,KFRC US Equity,KFRC US Equity,KFRC US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-02-05,29.9634,30.4484,29.7119,29.9724,84111.0
2019-02-06,30.17,31.8675,29.0562,31.7777,220856.0
2019-02-07,31.6699,31.9753,31.0701,31.8765,135033.0
2019-02-08,31.8765,32.64,31.8316,32.3436,196159.0
2019-02-09,31.8765,32.64,31.8316,32.3436,196159.0
2019-02-10,31.8765,32.64,31.8316,32.3436,196159.0
2019-02-11,32.5322,32.9543,32.3346,32.8286,93451.0
2019-02-12,32.9094,33.3675,32.7118,33.143,125068.0
2019-02-13,33.2597,33.2912,32.6939,32.9813,137146.0
2019-02-14,32.8106,33.4663,32.8106,33.2687,109900.0
2019-02-15,33.4484,34.4453,33.4484,34.2477,137122.0
2019-02-16,33.4484,34.4453,33.4484,34.2477,137122.0
2019-02-17,33.4484,34.4453,33.4484,34.2477,137122.0
2019-02-18,33.4484,34.4453,33.4484,34.2477,137122.0
2019-02-19,34.1938,34.5262,33.9873,34.4902,135471.0
2019-02-20,34.4813,34.8316,34.2657,34.7148,107134.0
2019-02-21,34.7687,34.863,34.3016,34.5262,234687.0
2019-02-22,34.5352,34.8854,34.4543,34.6789,96880.0
2019-02-23,34.5352,34.8854,34.4543,34.6789,96880.0
2019-02-24,34.5352,34.8854,34.4543,34.6789,96880.0
2019-02-25,34.8585,35.1549,34.4094,34.4094,80170.0
2019-02-26,34.4364,34.6429,33.9962,34.0052,70806.0
2019-02-27,33.9513,33.9962,33.4933,33.7178,54319.0
2019-02-28,33.7268,33.7897,33.1879,33.2418,103813.0
2019-03-01,33.5651,33.7358,33.0981,33.1789,91761.0
2019-03-02,33.5651,33.7358,33.0981,33.1789,91761.0
2019-03-03,33.5651,33.7358,33.0981,33.1789,91761.0
2019-03-04,33.2328,33.3136,32.5322,32.5861,117224.0
2019-03-05,32.5771,33.0801,32.0876,32.7927,200771.0
2019-03-06,32.8106,32.8106,31.5801,31.7238,144568.0
2019-03-07,31.8863,31.9495,31.2905,31.6426,112264.0
2019-03-08,31.3356,31.9586,31.2408,31.8683,106555.0
2019-03-09,31.3356,31.9586,31.2408,31.8683,106555.0
2019-03-10,31.3356,31.9586,31.2408,31.8683,106555.0
2019-03-11,31.8412,32.0316,31.6065,31.9676,95083.0
2019-03-12,32.0488,32.3197,31.6245,31.9044,141651.0
2019-03-13,32.0037,32.428,31.7419,32.2836,60631.0
2019-03-14,32.2023,32.5002,32.1165,32.3016,86131.0
2019-03-15,32.3377,32.5995,32.0669,32.1572,217443.0
2019-03-16,32.3377,32.5995,32.0669,32.1572,217443.0
2019-03-17,32.3377,32.5995,32.0669,32.1572,217443.0
2019-03-18,32.1572,32.5544,31.9947,32.4551,54789.0
2019-03-19,32.4641,32.5679,32.2113,32.2474,116473.0
2019-03-20,32.2384,32.5995,31.769,32.0669,73639.0
2019-03-21,31.8863,32.6537,31.6336,32.4731,64908.0
2019-03-22,32.2836,32.4551,30.7849,30.8752,110807.0
2019-03-23,32.2836,32.4551,30.7849,30.8752,110807.0
2019-03-24,32.2836,32.4551,30.7849,30.8752,110807.0
2019-03-25,30.7759,31.3717,30.478,30.803,113873.0
2019-03-26,30.803,31.462,30.803,31.0738,45333.0
2019-03-27,30.9745,31.3988,30.7172,31.2454,87645.0
2019-03-28,31.2544,31.6426,31.0648,31.4891,50299.0
2019-03-29,31.4981,31.9405,31.3988,31.7058,131828.0
2019-03-30,31.4981,31.9405,31.3988,31.7058,131828.0
2019-03-31,31.4981,31.9405,31.3988,31.7058,131828.0
2019-04-01,31.8954,32.3558,31.6426,32.2384,120865.0
2019-04-02,32.428,32.4822,31.778,32.428,77916.0
2019-04-03,32.4912,32.9065,32.3558,32.5724,83500.0
