,KFRC US Equity,KFRC US Equity,KFRC US Equity,KFRC US Equity,KFRC US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-04-04,32.5273,32.9471,32.4009,32.5905,78001.0
2019-04-05,32.7169,33.254,32.6808,33.1863,68557.0
2019-04-06,32.7169,33.254,32.6808,33.1863,68557.0
2019-04-07,32.7169,33.254,32.6808,33.1863,68557.0
2019-04-08,33.1231,33.5393,32.8072,33.2225,53448.0
2019-04-09,33.1322,33.1322,32.4461,32.4912,64377.0
2019-04-10,32.5002,33.2586,32.5002,33.0148,73607.0
2019-04-11,33.1683,33.394,32.992,33.1502,62130.0
2019-04-12,33.394,33.6919,32.7891,33.1051,78148.0
2019-04-13,33.394,33.6919,32.7891,33.1051,78148.0
2019-04-14,33.394,33.6919,32.7891,33.1051,78148.0
2019-04-15,33.2315,33.6919,33.1412,33.5745,49507.0
2019-04-16,33.6648,33.6648,33.069,33.2134,66809.0
2019-04-17,33.2225,33.2225,32.5995,32.9065,108370.0
2019-04-18,32.8252,33.1141,32.6627,33.0329,134006.0
2019-04-19,32.8252,33.1141,32.6627,33.0329,134006.0
2019-04-20,32.8252,33.1141,32.6627,33.0329,134006.0
2019-04-21,32.8252,33.1141,32.6627,33.0329,134006.0
2019-04-22,32.9968,33.087,32.6898,32.9697,81212.0
2019-04-23,32.9697,33.7461,32.9697,33.719,156576.0
2019-04-24,33.6468,33.8815,33.2992,33.4301,101681.0
2019-04-25,33.2856,33.2856,32.2836,32.6988,95305.0
2019-04-26,32.7711,33.4391,32.6356,33.412,63695.0
2019-04-27,32.7711,33.4391,32.6356,33.412,63695.0
2019-04-28,32.7711,33.4391,32.6356,33.412,63695.0
2019-04-29,33.403,33.6197,33.1051,33.394,64269.0
2019-04-30,33.1773,33.362,32.5183,32.5183,190526.0
2019-05-01,31.0558,32.3422,28.4377,31.5342,231877.0
2019-05-02,31.2363,32.261,31.2363,31.9315,106871.0
2019-05-03,31.9947,32.8613,31.9947,32.4641,139425.0
2019-05-04,31.9947,32.8613,31.9947,32.4641,139425.0
2019-05-05,31.9947,32.8613,31.9947,32.4641,139425.0
2019-05-06,32.0759,32.7891,31.8728,32.6808,78159.0
2019-05-07,32.3468,32.4077,31.7148,31.8683,82874.0
2019-05-08,31.8592,32.3197,31.4801,32.1391,191682.0
2019-05-09,31.8141,32.5631,31.602,31.8954,104534.0
2019-05-10,31.8231,31.9224,31.3717,31.8322,142787.0
2019-05-11,31.8231,31.9224,31.3717,31.8322,142787.0
2019-05-12,31.8231,31.9224,31.3717,31.8322,142787.0
2019-05-13,31.1822,31.6426,31.0648,31.5252,103397.0
2019-05-14,31.5433,32.2745,31.453,32.103,83934.0
2019-05-15,31.9495,32.3442,31.8322,32.112,103617.0
2019-05-16,32.1843,33.1954,32.1843,32.4099,114402.0
2019-05-17,32.2023,32.2023,31.4169,31.453,135753.0
2019-05-18,32.2023,32.2023,31.4169,31.453,135753.0
2019-05-19,32.2023,32.2023,31.4169,31.453,135753.0
2019-05-20,31.2724,32.4822,30.8752,32.0669,103038.0
2019-05-21,32.4099,33.0509,32.0443,32.8343,108959.0
2019-05-22,32.7079,33.069,32.5815,33.06,85805.0
2019-05-23,32.7259,32.9832,32.3829,32.9065,184325.0
2019-05-24,33.0329,33.1412,32.7801,33.078,142090.0
2019-05-25,33.0329,33.1412,32.7801,33.078,142090.0
2019-05-26,33.0329,33.1412,32.7801,33.078,142090.0
2019-05-27,33.0329,33.1412,32.7801,33.078,142090.0
2019-05-28,33.0961,33.2225,32.753,32.9877,110486.0
2019-05-29,32.7169,32.7891,32.2926,32.5905,278087.0
2019-05-30,32.7169,32.9787,32.2294,32.4641,90190.0
2019-05-31,32.1662,32.2836,31.1822,31.3717,156686.0
2019-06-01,32.1662,32.2836,31.1822,31.3717,156686.0
2019-06-02,32.1662,32.2836,31.1822,31.3717,156686.0
2019-06-03,31.5072,31.9721,31.3266,31.6877,170157.0
2019-06-04,31.9224,32.437,31.8141,32.2745,87525.0
2019-06-05,32.3016,32.5544,31.8954,32.0398,84530.0
2019-06-06,32.1487,32.2667,31.0235,31.5317,106964.0
2019-06-07,31.5407,32.1124,31.3683,31.6587,123153.0
2019-06-08,31.5407,32.1124,31.3683,31.6587,123153.0
2019-06-09,31.5407,32.1124,31.3683,31.6587,123153.0
2019-06-10,31.6769,32.3665,31.6769,32.3574,110956.0
2019-06-11,32.5933,32.8519,32.312,32.7294,132958.0
2019-06-12,32.6931,33.0016,32.185,32.8383,64549.0
2019-06-13,32.9472,33.1287,32.7203,33.1105,90523.0
2019-06-14,33.047,33.2784,32.6659,33.0379,91923.0
2019-06-15,33.047,33.2784,32.6659,33.0379,91923.0
2019-06-16,33.047,33.2784,32.6659,33.0379,91923.0
2019-06-17,33.0289,33.0379,32.6115,32.6659,138605.0
2019-06-18,32.6931,33.1196,31.7313,32.9926,129980.0
2019-06-19,32.9926,33.1831,32.6659,33.1015,112097.0
2019-06-20,33.4281,33.5279,33.0561,33.41,98835.0
2019-06-21,33.2103,33.2103,31.6496,31.7132,249186.0
2019-06-22,33.2103,33.2103,31.6496,31.7132,249186.0
2019-06-23,33.2103,33.2103,31.6496,31.7132,249186.0
2019-06-24,31.9037,32.4391,31.6315,31.7767,202738.0
2019-06-25,31.8674,32.1033,31.4682,31.7676,129039.0
2019-06-26,31.7857,31.9718,31.2413,31.2867,95372.0
2019-06-27,31.3139,31.7222,30.9782,31.695,141767.0
2019-06-28,31.7494,32.1668,31.695,31.8402,167136.0
2019-06-29,31.7494,32.1668,31.695,31.8402,167136.0
2019-06-30,31.7494,32.1668,31.695,31.8402,167136.0
2019-07-01,32.1305,32.4844,31.6224,31.7494,128559.0
2019-07-02,31.7585,32.2667,31.577,32.1668,93206.0
2019-07-03,32.3755,32.3937,31.9854,32.0761,53400.0
2019-07-04,32.3755,32.3937,31.9854,32.0761,53400.0
2019-07-05,31.8765,32.185,31.7222,32.1487,81036.0
2019-07-06,31.8765,32.185,31.7222,32.1487,81036.0
2019-07-07,31.8765,32.185,31.7222,32.1487,81036.0
2019-07-08,31.9944,32.244,31.9491,31.9581,135315.0
2019-07-09,31.813,31.8946,31.3184,31.7404,79354.0
2019-07-10,31.94,32.9653,31.94,32.4663,119660.0
2019-07-11,32.5298,32.5298,31.568,31.7948,91786.0
2019-07-12,31.8583,32.6296,31.7404,32.4754,126124.0
2019-07-13,31.8583,32.6296,31.7404,32.4754,126124.0
2019-07-14,31.8583,32.6296,31.7404,32.4754,126124.0
2019-07-15,32.2485,32.5661,32.1396,32.4935,56863.0
2019-07-16,32.4028,32.7022,32.1714,32.2848,65210.0
2019-07-17,32.3302,32.4164,32.0489,32.0489,76610.0
2019-07-18,32.185,32.4345,31.9037,32.2031,126342.0
2019-07-19,32.0761,32.7203,32.0761,32.5026,175122.0
2019-07-20,32.0761,32.7203,32.0761,32.5026,175122.0
2019-07-21,32.0761,32.7203,32.0761,32.5026,175122.0
2019-07-22,32.6024,32.8383,32.2349,32.4028,77430.0
2019-07-23,32.4754,32.8655,32.1487,32.7657,81078.0
2019-07-24,32.8383,34.1041,32.8383,33.9362,142526.0
2019-07-25,33.7911,33.8818,32.9835,33.0742,108977.0
2019-07-26,33.2376,33.8727,33.1831,33.6913,85160.0
2019-07-27,33.2376,33.8727,33.1831,33.6913,85160.0
2019-07-28,33.2376,33.8727,33.1831,33.6913,85160.0
2019-07-29,33.5461,33.5461,33.0652,33.1105,113610.0
2019-07-30,32.8111,33.0198,32.4572,32.92,161289.0
2019-07-31,31.2685,33.0379,30.6334,30.9328,251037.0
2019-08-01,31.2322,32.2621,30.4973,31.2232,200307.0
2019-08-02,31.1233,31.9672,30.7695,31.0871,162125.0
2019-08-03,31.1233,31.9672,30.7695,31.0871,162125.0
2019-08-04,31.1233,31.9672,30.7695,31.0871,162125.0
2019-08-05,30.5608,30.5608,29.8439,30.216,170227.0
2019-08-06,30.216,30.8058,29.7713,30.0799,185670.0
2019-08-07,29.7532,30.96,29.5263,30.6787,135855.0
2019-08-08,30.8511,31.5498,30.588,31.45,87854.0
2019-08-09,31.4591,31.4591,30.6697,30.9147,71244.0
2019-08-10,31.4591,31.4591,30.6697,30.9147,71244.0
2019-08-11,31.4591,31.4591,30.6697,30.9147,71244.0
2019-08-12,30.6515,30.8784,30.3748,30.7332,75381.0
2019-08-13,30.6424,31.1415,29.6897,30.4973,68569.0
2019-08-14,30.0073,30.1978,29.7804,29.9256,156598.0
2019-08-15,29.8984,29.9211,29.2269,29.6262,109336.0
2019-08-16,29.8258,30.4882,29.8212,30.3884,110278.0
2019-08-17,29.8258,30.4882,29.8212,30.3884,110278.0
2019-08-18,29.8258,30.4882,29.8212,30.3884,110278.0
2019-08-19,30.706,30.8012,30.2795,30.3158,131678.0
2019-08-20,30.3702,30.461,29.9437,30.0617,51173.0
2019-08-21,30.2886,30.4882,30.0708,30.2613,64716.0
2019-08-22,30.3521,30.5426,29.9528,30.1524,74145.0
2019-08-23,30.0254,30.3158,29.1725,29.2814,158951.0
2019-08-24,30.0254,30.3158,29.1725,29.2814,158951.0
2019-08-25,30.0254,30.3158,29.1725,29.2814,158951.0
2019-08-26,29.608,29.6897,29.1906,29.6806,63620.0
2019-08-27,29.8439,29.9347,29.0182,29.236,108591.0
2019-08-28,29.118,29.7759,29.0727,29.6443,65060.0
2019-08-29,29.7078,30.0436,29.6352,29.8076,85990.0
2019-08-30,29.9619,30.2613,29.2904,29.5263,107130.0
2019-08-31,29.9619,30.2613,29.2904,29.5263,107130.0
2019-09-01,29.9619,30.2613,29.2904,29.5263,107130.0
2019-09-02,29.9619,30.2613,29.2904,29.5263,107130.0
2019-09-03,29.2541,29.4447,28.8367,29.2995,129152.0
2019-09-04,29.5263,29.7532,29.236,29.363,120047.0
2019-09-05,29.7371,30.9416,29.582,30.6405,152023.0
2019-09-06,30.5766,30.5766,29.6459,29.8557,95575.0
2019-09-07,30.5766,30.5766,29.6459,29.8557,95575.0
2019-09-08,30.5766,30.5766,29.6459,29.8557,95575.0
2019-09-09,30.0291,30.3941,29.6687,30.2481,91608.0
2019-09-10,30.1751,30.2937,29.6276,30.1112,224274.0
2019-09-11,30.3393,30.7956,29.9561,30.6587,110129.0
2019-09-12,30.7499,31.0693,30.3348,30.604,130153.0
2019-09-13,30.7591,31.2244,30.4853,31.0967,125806.0
2019-09-14,30.7591,31.2244,30.4853,31.0967,125806.0
2019-09-15,30.7591,31.2244,30.4853,31.0967,125806.0
2019-09-16,30.9781,31.7537,30.5948,31.4434,110280.0
2019-09-17,31.2974,31.6077,30.8047,31.4708,83847.0
2019-09-18,31.416,31.5301,30.9781,31.2062,79912.0
2019-09-19,31.2792,31.7719,30.9142,30.9416,114970.0
2019-09-20,30.9324,31.2609,30.7499,30.9781,388497.0
2019-09-21,30.9324,31.2609,30.7499,30.9781,388497.0
2019-09-22,30.9324,31.2609,30.7499,30.9781,388497.0
2019-09-23,31.0146,31.9088,30.7682,31.6624,264282.0
2019-09-24,31.6533,32.219,31.2974,31.6442,167245.0
2019-09-25,31.6807,32.7756,31.4434,32.5931,131846.0
2019-09-26,32.6661,34.4272,32.6661,34.3268,272591.0
2019-09-27,34.6005,34.9564,34.2356,34.7465,159769.0
2019-09-28,34.6005,34.9564,34.2356,34.7465,159769.0
2019-09-29,34.6005,34.9564,34.2356,34.7465,159769.0
2019-09-30,34.7557,35.0385,34.5002,34.523,141481.0
2019-10-01,34.6462,34.7922,33.241,33.4965,206752.0
2019-10-02,33.4782,34.3633,32.9946,34.0257,506459.0
2019-10-03,33.8249,34.1352,33.3231,33.8067,224463.0
2019-10-04,33.8888,34.8925,33.7246,34.8743,137793.0
2019-10-05,33.8888,34.8925,33.7246,34.8743,137793.0
2019-10-06,33.8888,34.8925,33.7246,34.8743,137793.0
2019-10-07,34.6188,35.586,34.2994,34.7922,181913.0
2019-10-08,34.5002,35.294,33.9253,34.272,194581.0
2019-10-09,34.345,34.783,33.5695,33.9892,147995.0
2019-10-10,33.9801,34.1169,33.7793,34.0348,113984.0
2019-10-11,34.3542,34.8651,34.1717,34.2082,140611.0
2019-10-12,34.3542,34.8651,34.1717,34.2082,140611.0
2019-10-13,34.3542,34.8651,34.1717,34.2082,140611.0
2019-10-14,33.9618,34.5549,33.2683,33.7976,123033.0
2019-10-15,33.7246,34.2264,33.6333,33.9892,112547.0
2019-10-16,33.8706,34.0713,33.6835,34.0074,83545.0
2019-10-17,34.1717,34.6188,34.1717,34.5184,87272.0
2019-10-18,34.272,34.9016,34.272,34.4272,99177.0
2019-10-19,34.272,34.9016,34.272,34.4272,99177.0
2019-10-20,34.272,34.9016,34.272,34.4272,99177.0
2019-10-21,34.6188,35.3214,34.6188,35.0933,122491.0
2019-10-22,35.0933,35.3008,34.929,35.1298,102088.0
2019-10-23,35.1936,35.9271,35.1663,35.7685,107497.0
2019-10-24,35.8415,36.0787,35.5951,35.7776,229587.0
2019-10-25,35.7685,36.6171,35.6772,36.024,224352.0
2019-10-26,35.7685,36.6171,35.6772,36.024,224352.0
2019-10-27,35.7685,36.6171,35.6772,36.024,224352.0
2019-10-28,36.097,36.4118,35.7685,36.0878,119915.0
2019-10-29,36.0878,36.6855,36.0149,36.5076,84343.0
2019-10-30,37.4018,37.4109,35.0659,36.7722,187366.0
2019-10-31,36.9638,37.3927,35.8623,37.3288,169646.0
2019-11-01,37.5569,37.8033,36.8178,37.785,156393.0
2019-11-02,37.5569,37.8033,36.8178,37.785,156393.0
2019-11-03,37.5569,37.8033,36.8178,37.785,156393.0
2019-11-04,37.7485,38.2686,37.6482,37.931,102219.0
2019-11-05,37.9401,38.9073,37.9401,38.3781,102573.0
2019-11-06,38.5241,38.5241,37.6573,37.7577,101935.0
2019-11-07,37.8306,38.036,37.5022,37.7942,123434.0
2019-11-08,37.7942,37.8763,37.3379,37.5843,70657.0
2019-11-09,37.7942,37.8763,37.3379,37.5843,70657.0
2019-11-10,37.7942,37.8763,37.3379,37.5843,70657.0
2019-11-11,37.4018,37.6664,37.0003,37.3014,115500.0
2019-11-12,37.3105,37.3197,36.8087,37.1372,92267.0
2019-11-13,37.0642,37.0642,36.0422,36.1882,149036.0
2019-11-14,36.024,36.4985,36.024,36.4574,211528.0
2019-11-15,36.4985,36.6992,35.8324,36.4118,183311.0
2019-11-16,36.4985,36.6992,35.8324,36.4118,183311.0
2019-11-17,36.4985,36.6992,35.8324,36.4118,183311.0
2019-11-18,36.3251,36.6171,36.0787,36.3981,79871.0
2019-11-19,36.3525,36.5213,35.8871,36.0513,225051.0
2019-11-20,36.0696,36.3342,35.3396,35.7685,142715.0
2019-11-21,35.732,35.732,35.0294,35.4309,110150.0
2019-11-22,35.513,35.6407,35.3396,35.5039,57169.0
2019-11-23,35.513,35.6407,35.3396,35.5039,57169.0
2019-11-24,35.513,35.6407,35.3396,35.5039,57169.0
2019-11-25,35.5495,36.1289,35.1845,35.9601,86979.0
2019-11-26,35.9145,36.5806,35.7051,36.2202,192775.0
2019-11-27,36.4255,36.5167,35.9692,36.1608,82367.0
2019-11-28,36.4255,36.5167,35.9692,36.1608,82367.0
2019-11-29,36.0787,36.4163,35.9601,36.0605,50873.0
2019-11-30,36.0787,36.4163,35.9601,36.0605,50873.0
2019-12-01,36.0787,36.4163,35.9601,36.0605,50873.0
2019-12-02,36.2247,36.243,35.6955,36.0696,140322.0
2019-12-03,35.6681,36.389,35.6499,36.2795,119965.0
2019-12-04,36.3342,36.7585,35.9875,36.1791,123026.0
2019-12-05,36.1974,36.3624,36.0554,36.2891,97510.0
2019-12-06,36.4174,36.5733,36.1012,36.2158,200877.0
2019-12-07,36.4174,36.5733,36.1012,36.2158,200877.0
2019-12-08,36.4174,36.5733,36.1012,36.2158,200877.0
2019-12-09,36.1516,36.8757,36.0233,36.8482,132847.0
2019-12-10,36.7291,37.1232,36.5549,36.8437,132530.0
2019-12-11,36.8207,37.2607,36.5366,37.2424,100369.0
2019-12-12,37.1232,37.467,36.6603,37.2791,197569.0
2019-12-13,37.3249,37.499,36.8574,37.3432,164394.0
2019-12-14,37.3249,37.499,36.8574,37.3432,164394.0
2019-12-15,37.3249,37.499,36.8574,37.3432,164394.0
2019-12-16,37.5724,37.8932,36.7841,36.8757,169342.0
2019-12-17,36.8757,37.1782,36.7062,36.9857,172628.0
2019-12-18,37.1416,37.1416,36.6008,36.8391,174259.0
2019-12-19,36.7932,37.3524,36.3441,37.2974,210564.0
2019-12-20,37.334,38.269,37.0499,37.8657,555935.0
2019-12-21,37.334,38.269,37.0499,37.8657,555935.0
2019-12-22,37.334,38.269,37.0499,37.8657,555935.0
2019-12-23,37.8199,38.0215,36.7199,37.3615,140398.0
2019-12-24,37.2882,37.444,37.0132,37.4074,114012.0
2019-12-25,37.2882,37.444,37.0132,37.4074,114012.0
2019-12-26,37.4257,37.4532,36.7382,36.8849,159900.0
2019-12-27,36.8574,36.9032,36.4633,36.5916,75426.0
2019-12-28,36.8574,36.9032,36.4633,36.5916,75426.0
2019-12-29,36.8574,36.9032,36.4633,36.5916,75426.0
2019-12-30,36.5274,36.5274,36.0966,36.4999,73759.0
2019-12-31,36.4449,36.6741,36.2524,36.3899,91583.0
2020-01-01,36.4449,36.6741,36.2524,36.3899,91583.0
2020-01-02,36.5458,36.8024,35.6291,36.3899,160323.0
2020-01-03,36.0416,36.5458,35.9325,36.3349,78951.0
2020-01-04,36.0416,36.5458,35.9325,36.3349,78951.0
2020-01-05,36.0416,36.5458,35.9325,36.3349,78951.0
2020-01-06,36.1699,36.3349,35.7575,36.1974,78776.0
2020-01-07,36.0141,36.2249,35.6841,36.0783,92715.0
2020-01-08,36.1883,36.5641,35.9774,36.2616,68934.0
2020-01-09,36.4358,36.5549,36.0691,36.092,90659.0
2020-01-10,36.1883,36.2708,35.6841,36.1424,113104.0
2020-01-11,36.1883,36.2708,35.6841,36.1424,113104.0
2020-01-12,36.1883,36.2708,35.6841,36.1424,113104.0
2020-01-13,36.2249,36.4541,36.012,36.4266,121416.0
2020-01-14,36.3808,36.3899,35.8766,36.1287,103699.0
2020-01-15,35.9499,36.4128,35.91,36.1791,123164.0
2020-01-16,36.3349,37.0658,36.3349,36.6282,101322.0
2020-01-17,36.7657,36.7657,36.2066,36.3899,65318.0
2020-01-18,36.7657,36.7657,36.2066,36.3899,65318.0
2020-01-19,36.7657,36.7657,36.2066,36.3899,65318.0
2020-01-20,36.7657,36.7657,36.2066,36.3899,65318.0
2020-01-21,36.2433,36.3166,35.7666,35.9133,81003.0
2020-01-22,35.9499,36.2249,35.9224,36.0141,59560.0
2020-01-23,35.9133,35.9133,35.3633,35.7391,57531.0
2020-01-24,35.8216,35.8216,35.0608,35.2625,74983.0
2020-01-25,35.8216,35.8216,35.0608,35.2625,74983.0
2020-01-26,35.8216,35.8216,35.0608,35.2625,74983.0
2020-01-27,34.8683,35.4091,34.5933,35.2533,126039.0
2020-01-28,35.3175,35.5375,35.07,35.1433,134081.0
2020-01-29,35.1525,35.4183,34.7308,34.8225,72036.0
2020-01-30,34.63,34.8958,34.3734,34.8408,74841.0
2020-01-31,34.795,34.9944,33.86,33.9609,140529.0
2020-02-01,34.795,34.9944,33.86,33.9609,140529.0
2020-02-02,34.795,34.9944,33.86,33.9609,140529.0
2020-02-03,34.0617,34.3459,33.7913,34.0067,123675.0
2020-02-04,34.3367,34.4467,33.9609,34.2542,91722.0
2020-02-05,33.0443,33.3651,31.9672,32.2468,282553.0
2020-02-06,32.256,32.4851,30.9773,31.7152,194505.0
2020-02-07,31.5868,31.7426,30.1386,30.8169,175958.0
2020-02-08,31.5868,31.7426,30.1386,30.8169,175958.0
2020-02-09,31.5868,31.7426,30.1386,30.8169,175958.0
2020-02-10,30.5694,31.1468,30.3036,30.9635,213841.0
2020-02-11,31.0094,31.5547,30.9819,31.3897,178559.0
2020-02-12,31.5502,31.8435,31.431,31.4677,184455.0
2020-02-13,31.4218,31.7701,31.266,31.5135,80720.0
2020-02-14,31.5043,31.6327,30.9727,31.101,101128.0
2020-02-15,31.5043,31.6327,30.9727,31.101,101128.0
2020-02-16,31.5043,31.6327,30.9727,31.101,101128.0
2020-02-17,31.5043,31.6327,30.9727,31.101,101128.0
2020-02-18,31.0827,31.3027,30.7573,31.1468,117127.0
2020-02-19,31.101,31.1743,30.4869,31.0414,123922.0
2020-02-20,30.9085,31.321,30.7985,31.2385,129368.0
2020-02-21,31.211,31.211,30.5235,30.9727,68588.0
2020-02-22,31.211,31.211,30.5235,30.9727,68588.0
2020-02-23,31.211,31.211,30.5235,30.9727,68588.0
2020-02-24,30.0377,30.4502,29.6344,30.2761,170885.0
2020-02-25,30.3311,30.3311,28.8186,28.8736,220340.0
2020-02-26,28.9378,29.3503,28.1862,28.3603,143331.0
2020-02-27,27.9295,29.0203,27.5812,28.012,201362.0
2020-02-28,27.3795,28.2595,27.0587,27.9203,299521.0
2020-02-29,27.3795,28.2595,27.0587,27.9203,299521.0
2020-03-01,27.3795,28.2595,27.0587,27.9203,299521.0
2020-03-02,28.0303,28.2503,27.3245,28.0303,119801.0
2020-03-03,28.0395,28.5986,27.6087,28.1678,217384.0
2020-03-04,28.507,29.9507,28.1862,29.7536,229544.0
2020-03-05,29.3016,29.8458,29.191,29.5783,244857.0
2020-03-06,28.9327,30.2516,28.6007,30.1686,196782.0
2020-03-07,28.9327,30.2516,28.6007,30.1686,196782.0
2020-03-08,28.9327,30.2516,28.6007,30.1686,196782.0
2020-03-09,29.357,29.357,26.3041,26.4702,185162.0
2020-03-10,26.9866,27.7983,25.4003,27.1527,343431.0
2020-03-11,26.2765,27.0973,26.0275,26.9405,169434.0
2020-03-12,25.8153,26.7376,23.9707,24.0906,282640.0
2020-03-13,25.1513,25.3265,23.8462,25.3265,294887.0
2020-03-14,25.1513,25.3265,23.8462,25.3265,294887.0
2020-03-15,25.1513,25.3265,23.8462,25.3265,294887.0
2020-03-16,23.0761,23.7678,20.5305,20.6596,239887.0
2020-03-17,20.9456,22.2737,18.9995,21.7111,326117.0
2020-03-18,20.4106,21.4989,19.3407,20.1985,233325.0
2020-03-19,20.7611,23.9154,20.0786,23.2236,220416.0
2020-03-20,23.2421,23.528,21.5358,22.5965,326716.0
2020-03-21,23.2421,23.528,21.5358,22.5965,326716.0
2020-03-22,23.2421,23.528,21.5358,22.5965,326716.0
2020-03-23,22.6979,22.6979,20.9824,22.0708,277290.0
2020-03-24,23.0761,23.8139,22.4212,23.6664,192272.0
2020-03-25,23.5557,25.0959,22.6887,23.86,192490.0
2020-03-26,24.1183,24.9115,23.5465,24.3581,149911.0
2020-03-27,23.5649,24.1367,22.5596,23.3989,205454.0
2020-03-28,23.5649,24.1367,22.5596,23.3989,205454.0
2020-03-29,23.5649,24.1367,22.5596,23.3989,205454.0
2020-03-30,23.5465,24.8929,23.2513,24.3304,167603.0
2020-03-31,24.0906,24.8377,23.279,23.5833,182044.0
2020-04-01,22.3936,23.9062,22.3475,23.4358,188395.0
2020-04-02,23.3989,24.4319,23.3067,23.7586,140115.0
2020-04-03,23.5557,23.9615,22.9377,23.5926,136995.0
2020-04-04,23.5557,23.9615,22.9377,23.5926,136995.0
2020-04-05,23.5557,23.9615,22.9377,23.5926,136995.0
2020-04-06,24.2751,24.5149,23.0669,23.9062,159051.0
2020-04-07,24.561,25.3542,23.5465,24.2474,211622.0
2020-04-08,24.561,26.2949,24.2843,25.7046,135683.0
2020-04-09,26.2949,27.5585,25.9214,27.1896,141248.0
2020-04-10,26.2949,27.5585,25.9214,27.1896,141248.0
2020-04-11,26.2949,27.5585,25.9214,27.1896,141248.0
2020-04-12,26.2949,27.5585,25.9214,27.1896,141248.0
2020-04-13,26.8206,27.1896,26.341,26.5071,100326.0
2020-04-14,26.876,26.9682,25.1882,25.4648,192458.0
2020-04-15,24.5518,25.3542,24.0722,24.5241,163988.0
2020-04-16,24.6255,25.0129,23.2605,24.0629,144811.0
2020-04-17,24.7731,25.677,24.5333,25.428,93885.0
2020-04-18,24.7731,25.677,24.5333,25.428,93885.0
2020-04-19,24.7731,25.677,24.5333,25.428,93885.0
2020-04-20,25.8707,27.023,24.9115,25.1974,106506.0
2020-04-21,24.3489,25.9076,24.2197,25.7139,132360.0
2020-04-22,26.4333,26.7653,25.3542,25.6585,76919.0
2020-04-23,25.7784,26.6731,25.7784,26.092,71495.0
2020-04-24,26.2857,26.4333,25.4556,25.76,55691.0
2020-04-25,26.2857,26.4333,25.4556,25.76,55691.0
2020-04-26,26.2857,26.4333,25.4556,25.76,55691.0
2020-04-27,25.926,27.0235,25.926,26.8483,82203.0
2020-04-28,27.457,27.5954,26.8575,27.291,94111.0
2020-04-29,28.1764,29.44,27.8398,29.2555,118125.0
2020-04-30,28.6191,29.5599,27.4524,27.623,111018.0
2020-05-01,27.5031,27.9458,26.8483,27.8721,122710.0
2020-05-02,27.5031,27.9458,26.8483,27.8721,122710.0
2020-05-03,27.5031,27.9458,26.8483,27.8721,122710.0
2020-05-04,27.7337,28.2271,27.0326,27.4386,102270.0
2020-05-05,27.5769,28.0335,27.1896,27.5216,183506.0
2020-05-06,27.4294,27.8536,26.959,27.1065,105322.0
2020-05-07,28.0657,28.3701,27.3832,27.5031,159798.0
2020-05-08,28.2041,28.7944,27.8721,28.5453,122502.0
2020-05-09,28.2041,28.7944,27.8721,28.5453,122502.0
2020-05-10,28.2041,28.7944,27.8721,28.5453,122502.0
2020-05-11,28.1856,28.1856,26.8575,27.0143,153276.0
2020-05-12,26.959,27.1619,25.7508,26.1197,147942.0
2020-05-13,25.8799,26.1197,24.9115,25.6309,112464.0
2020-05-14,25.0314,25.3357,24.1552,25.1144,113843.0
2020-05-15,25.0314,26.2396,25.0314,25.9537,134221.0
2020-05-16,25.0314,26.2396,25.0314,25.9537,134221.0
2020-05-17,25.0314,26.2396,25.0314,25.9537,134221.0
2020-05-18,27.1527,27.8029,27.1527,27.6415,128602.0
2020-05-19,27.4847,27.7614,26.9774,27.0328,86132.0
2020-05-20,27.54,28.3424,27.2541,27.7891,84760.0
2020-05-21,27.7706,28.4992,27.7706,27.992,63722.0
2020-05-22,28.1026,28.1026,27.2818,27.5124,59901.0
2020-05-23,28.1026,28.1026,27.2818,27.5124,59901.0
2020-05-24,28.1026,28.1026,27.2818,27.5124,59901.0
2020-05-25,28.1026,28.1026,27.2818,27.5124,59901.0
2020-05-26,28.5822,29.0115,28.1026,28.7667,169736.0
2020-05-27,29.0434,29.772,28.6929,29.7167,129315.0
2020-05-28,29.6521,29.6521,27.706,27.8997,207972.0
2020-05-29,27.6046,28.0473,27.3002,27.8536,175452.0
2020-05-30,27.6046,28.0473,27.3002,27.8536,175452.0
2020-05-31,27.6046,28.0473,27.3002,27.8536,175452.0
2020-06-01,27.992,28.3886,27.8444,27.8444,127064.0
2020-06-02,28.2779,28.2779,27.6046,27.7245,105879.0
2020-06-03,28.6468,30.2701,28.2594,29.9472,116306.0
2020-06-04,29.6317,30.105,29.0471,29.3255,104438.0
2020-06-05,30.3927,30.8474,30.0957,30.2349,110345.0
2020-06-06,30.3927,30.8474,30.0957,30.2349,110345.0
2020-06-07,30.3927,30.8474,30.0957,30.2349,110345.0
2020-06-08,30.5876,30.866,30.1236,30.6525,104489.0
2020-06-09,30.04,30.8845,29.9472,30.5319,251161.0
2020-06-10,30.5783,30.5783,29.1584,29.2419,106749.0
2020-06-11,28.1562,28.3974,27.2281,27.4045,140727.0
2020-06-12,28.5088,28.5088,26.1516,26.9312,116241.0
2020-06-13,28.5088,28.5088,26.1516,26.9312,116241.0
2020-06-14,28.5088,28.5088,26.1516,26.9312,116241.0
2020-06-15,26.1145,27.7571,25.9939,27.5901,133175.0
2020-06-16,28.4253,28.9543,27.9009,28.3974,144873.0
