,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity
2021-09-07,349.553,351.452,344.776,345.072,869171.0
2021-09-08,344.966,348.543,344.601,346.534,560260.0
2021-09-09,346.466,347.87,342.976,343.053,1259303.0
2021-09-10,344.082,344.332,339.284,340.476,669303.0
2021-09-11,344.082,344.332,339.284,340.476,669303.0
2021-09-12,344.082,344.332,339.284,340.476,669303.0
2021-09-13,342.053,343.793,336.303,340.091,647918.0
2021-09-14,341.399,342.13,335.678,338.197,848628.0
2021-09-15,338.466,343.457,337.904,342.053,611534.0
2021-09-16,343.034,343.37,335.822,336.207,584288.0
2021-09-17,337.38,342.063,333.668,336.765,1901907.0
2021-09-18,337.38,342.063,333.668,336.765,1901907.0
2021-09-19,337.38,342.063,333.668,336.765,1901907.0
2021-09-20,333.62,338.12,331.88,335.39,634803.0
2021-09-21,335.409,336.87,331.62,331.861,535216.0
2021-09-22,333.678,336.985,332.515,335.111,585929.0
2021-09-23,337.582,339.226,334.851,337.409,845242.0
2021-09-24,338.611,343.399,338.092,342.015,608718.0
2021-09-25,338.611,343.399,338.092,342.015,608718.0
2021-09-26,338.611,343.399,338.092,342.015,608718.0
2021-09-27,342.918,347.427,342.918,343.466,613081.0
2021-09-28,342.986,347.111,342.688,344.514,767232.0
2021-09-29,344.976,351.918,342.12,349.014,762276.0
2021-09-30,349.601,350.611,346.043,346.293,981587.0
2021-10-01,347.813,348.928,342.76,347.034,587801.0
2021-10-02,347.813,348.928,342.76,347.034,587801.0
2021-10-03,347.813,348.928,342.76,347.034,587801.0
2021-10-04,347.736,353.154,347.582,351.601,893850.0
2021-10-05,351.322,356.981,349.803,355.649,569731.0
2021-10-06,354.514,362.947,352.461,362.803,840021.0
2021-10-07,363.457,369.081,363.457,367.976,696188.0
2021-10-08,368.476,375.894,367.322,374.726,690343.0
2021-10-09,368.476,375.894,367.322,374.726,690343.0
2021-10-10,368.476,375.894,367.322,374.726,690343.0
2021-10-11,375.033,381.322,372.918,378.033,790249.0
2021-10-12,377.514,379.466,374.12,375.062,715078.0
2021-10-13,374.495,374.918,368.822,373.745,671205.0
2021-10-14,375.283,377.706,373.976,374.937,514726.0
2021-10-15,376.033,381.456,376.033,380.149,664977.0
2021-10-16,376.033,381.456,376.033,380.149,664977.0
2021-10-17,376.033,381.456,376.033,380.149,664977.0
2021-10-18,378.745,381.552,377.437,378.735,422508.0
2021-10-19,380.351,383.966,377.716,383.937,445799.0
2021-10-20,383.399,386.543,382.216,385.456,340308.0
2021-10-21,384.61,387.841,381.697,387.274,398826.0
2021-10-22,388.158,390.677,384.966,390.581,523990.0
2021-10-23,388.158,390.677,384.966,390.581,523990.0
2021-10-24,388.158,390.677,384.966,390.581,523990.0
2021-10-25,390.014,392.331,388.043,390.975,473893.0
2021-10-26,379.427,383.408,377.572,381.312,1590349.0
2021-10-27,379.956,380.802,372.562,373.216,1009254.0
2021-10-28,365.918,366.68,340.524,344.841,2011179.0
2021-10-29,338.457,345.822,338.457,343.476,1351059.0
2021-10-30,338.457,345.822,338.457,343.476,1351059.0
2021-10-31,338.457,345.822,338.457,343.476,1351059.0
2021-11-01,343.265,346.92,339.341,341.197,777785.0
2021-11-02,343.265,344.486,336.861,339.611,933463.0
2021-11-03,336.553,341.101,336.053,340.486,675362.0
2021-11-04,339.678,345.706,339.678,342.938,988880.0
2021-11-05,347.111,352.437,344.736,350.351,1106039.0
2021-11-06,347.111,352.437,344.736,350.351,1106039.0
2021-11-07,347.111,352.437,344.736,350.351,1106039.0
2021-11-08,350.957,351.394,346.495,349.293,523928.0
2021-11-09,349.707,351.87,346.755,350.495,550721.0
2021-11-10,349.793,352.782,347.466,348.168,562454.0
2021-11-11,347.159,347.688,343.265,346.091,475443.0
2021-11-12,345.774,346.996,344.591,345.813,493649.0
2021-11-13,345.774,346.996,344.591,345.813,493649.0
2021-11-14,345.774,346.996,344.591,345.813,493649.0
2021-11-15,346.63,347.678,345.447,346.149,961620.0
2021-11-16,346.591,347.327,340.928,340.957,801057.0
2021-11-17,341.765,343.048,340.149,340.341,784794.0
2021-11-18,340.726,340.726,332.592,337.899,1438885.0
2021-11-19,338.101,340.861,334.313,339.543,788989.0
2021-11-20,338.101,340.861,334.313,339.543,788989.0
2021-11-21,338.101,340.861,334.313,339.543,788989.0
2021-11-22,340.803,351.28,339.736,349.178,942954.0
2021-11-23,349.601,354.082,348.082,350.197,776001.0
2021-11-24,350.37,354.13,346.918,347.466,607063.0
2021-11-25,350.37,354.13,346.918,347.466,607063.0
2021-11-26,340.697,345.043,339.673,341.846,524157.0
2021-11-27,340.697,345.043,339.673,341.846,524157.0
2021-11-28,340.697,345.043,339.673,341.846,524157.0
2021-11-29,343.14,346.501,340.542,344.173,532844.0
2021-11-30,341.972,342.628,336.39,336.844,1276280.0
2021-12-01,337.635,340.822,334.053,334.12,711988.0
2021-12-02,336.496,343.604,335.945,340.484,700662.0
2021-12-03,340.513,345.886,340.513,345.574,746426.0
2021-12-04,340.513,345.886,340.513,345.574,746426.0
2021-12-05,340.513,345.886,340.513,345.574,746426.0
2021-12-06,348.838,354.767,347.669,351.484,1096083.0
2021-12-07,350.682,352.556,348.384,350.238,919230.0
2021-12-08,351.078,354.734,349.939,351.609,467460.0
2021-12-09,350.161,355.723,348.519,355.25,753747.0
2021-12-10,355.579,359.108,353.454,358.341,480302.0
2021-12-11,355.579,359.108,353.454,358.341,480302.0
2021-12-12,355.579,359.108,353.454,358.341,480302.0
2021-12-13,358.495,365.96,358.186,364.396,904849.0
2021-12-14,363.739,369.215,362.609,363.324,906788.0
2021-12-15,363.826,366.646,361.373,365.835,672045.0
2021-12-16,367.158,369.939,364.579,365.738,721421.0
2021-12-17,366.472,367.496,363.623,364.521,1139483.0
2021-12-18,366.472,367.496,363.623,364.521,1139483.0
2021-12-19,366.472,367.496,363.623,364.521,1139483.0
2021-12-20,363.314,364.241,354.42,357.269,860815.0
2021-12-21,358.698,367.158,358.263,365.516,798292.0
2021-12-22,365.516,367.94,365.516,366.791,715178.0
2021-12-23,367.476,371.001,366.984,368.104,610481.0
2021-12-24,367.476,371.001,366.984,368.104,610481.0
2021-12-25,367.476,371.001,366.984,368.104,610481.0
2021-12-26,367.476,371.001,366.984,368.104,610481.0
2021-12-27,368.413,371.629,368.123,371.04,362205.0
2021-12-28,369.582,374.647,368.91,372.121,307844.0
2021-12-29,372.121,373.49,371.049,371.793,365350.0
2021-12-30,372.527,374.439,371.03,371.349,375923.0
2021-12-31,370.847,374.903,370.822,373.802,414113.0
2022-01-01,370.847,374.903,370.822,373.802,414113.0
2022-01-02,370.847,374.903,370.822,373.802,414113.0
2022-01-03,373.686,374.767,369.62,372.315,662142.0
2022-01-04,374.256,384.212,374.256,383.382,740687.0
2022-01-05,377.636,385.868,376.805,381.45,1072638.0
2022-01-06,383.932,386.124,380.88,383.652,764344.0
2022-01-07,384.666,387.399,382.503,386.694,908652.0
2022-01-08,384.666,387.399,382.503,386.694,908652.0
2022-01-09,384.666,387.399,382.503,386.694,908652.0
2022-01-10,391.117,392.894,385.555,388.442,1018124.0
2022-01-11,384.067,387.921,381.943,386.868,605030.0
2022-01-12,387.563,388.442,380.156,381.972,714844.0
2022-01-13,381.972,386.163,380.852,383.98,665340.0
2022-01-14,383.662,390.151,382.31,389.62,936138.0
2022-01-15,383.662,390.151,382.31,389.62,936138.0
2022-01-16,383.662,390.151,382.31,389.62,936138.0
2022-01-17,383.662,390.151,382.31,389.62,936138.0
2022-01-18,389.509,390.151,382.319,387.863,774771.0
2022-01-19,389.234,394.951,387.718,387.882,570156.0
2022-01-20,387.727,390.54,383.372,383.787,844123.0
2022-01-21,386.057,393.628,384.183,385.139,928094.0
2022-01-22,386.057,393.628,384.183,385.139,928094.0
2022-01-23,386.057,393.628,384.183,385.139,928094.0
2022-01-24,384.357,390.876,381.199,389.244,1303342.0
2022-01-25,386.008,391.663,379.538,389.36,987794.0
2022-01-26,388.722,394.739,385.506,389.408,1111207.0
2022-01-27,376.39,377.79,358.63,361.17,1797907.0
2022-01-28,357.751,367.689,356.68,367.167,920980.0
2022-01-29,357.751,367.689,356.68,367.167,920980.0
2022-01-30,357.751,367.689,356.68,367.167,920980.0
2022-01-31,363.845,365.178,354.304,357.22,1141873.0
2022-02-01,357.211,359.181,352.121,357.877,898371.0
2022-02-02,354.806,359.171,352.73,358.263,764780.0
2022-02-03,359.731,361.948,355.385,360.996,676062.0
2022-02-04,359.538,362.068,354.42,357.075,532465.0
2022-02-05,359.538,362.068,354.42,357.075,532465.0
2022-02-06,359.538,362.068,354.42,357.075,532465.0
2022-02-07,357.838,362.725,355.583,360.369,539776.0
2022-02-08,361.46,366.974,358.92,366.317,607487.0
2022-02-09,367.08,371.484,366.602,371.185,702779.0
2022-02-10,369.639,373.097,366.906,368.925,906230.0
2022-02-11,369.862,387.467,367.23,385.632,1772582.0
2022-02-12,369.862,387.467,367.23,385.632,1772582.0
2022-02-13,369.862,387.467,367.23,385.632,1772582.0
2022-02-14,383.391,383.72,369.659,377.211,1709981.0
2022-02-15,373.908,375.583,367.264,371.581,787689.0
2022-02-16,371.793,380.745,371.61,380.166,1086073.0
2022-02-17,379.306,387.602,377.988,384.463,887994.0
2022-02-18,383.874,385.777,377.665,377.838,1472275.0
2022-02-19,383.874,385.777,377.665,377.838,1472275.0
2022-02-20,383.874,385.777,377.665,377.838,1472275.0
2022-02-21,383.874,385.777,377.665,377.838,1472275.0
2022-02-22,381.334,382.918,373.618,377.336,719212.0
2022-02-23,378.949,381.074,371.648,372.846,666169.0
2022-02-24,382.059,389.089,376.618,381.933,1548310.0
2022-02-25,381.371,398.571,381.371,397.204,1259997.0
2022-02-26,381.371,398.571,381.371,397.204,1259997.0
2022-02-27,381.371,398.571,381.371,397.204,1259997.0
2022-02-28,401.703,429.462,401.334,428.686,2603789.0
2022-03-01,430.809,443.181,430.213,442.221,2236523.0
2022-03-02,438.023,443.617,422.791,439.594,1784570.0
2022-03-03,438.634,441.242,427.939,436.006,1426112.0
2022-03-04,440.321,458.549,436.317,454.312,1686619.0
2022-03-05,440.321,458.549,436.317,454.312,1686619.0
2022-03-06,440.321,458.549,436.317,454.312,1686619.0
2022-03-07,458.044,475.886,457.589,463.406,2401834.0
2022-03-08,461.671,463.251,434.561,435.541,2448174.0
2022-03-09,428.085,442.939,424.139,436.229,1730812.0
2022-03-10,436.782,449.027,428.39,431.081,1442948.0
2022-03-11,434.057,436.171,422.432,423.024,1175925.0
2022-03-12,434.057,436.171,422.432,423.024,1175925.0
2022-03-13,434.057,436.171,422.432,423.024,1175925.0
2022-03-14,425.932,429.18,418.103,427.988,913846.0
2022-03-15,430.043,434.726,423.576,434.193,827494.0
2022-03-16,417.323,429.626,403.564,411.515,1878142.0
2022-03-17,417.924,421.753,411.699,415.752,978437.0
2022-03-18,415.015,420.222,411.437,414.928,1826075.0
2022-03-19,415.015,420.222,411.437,414.928,1826075.0
2022-03-20,415.015,420.222,411.437,414.928,1826075.0
2022-03-21,421.996,434.629,418.961,433.01,1293524.0
2022-03-22,433.505,434.368,425.195,432.719,741325.0
2022-03-23,434.368,438.246,429.054,433.32,587142.0
2022-03-24,433.388,441.29,432.506,440.738,665071.0
2022-03-25,439.564,446.419,439.564,444.238,480506.0
2022-03-26,439.564,446.419,439.564,444.238,480506.0
2022-03-27,439.564,446.419,439.564,444.238,480506.0
2022-03-28,440.049,441.93,431.071,433.204,661245.0
2022-03-29,421.463,436.898,418.253,432.729,893807.0
2022-03-30,435.812,442.599,434.843,439.535,624039.0
2022-03-31,436.278,443.995,433.107,433.611,648123.0
2022-04-01,432.991,441.019,430.547,440.951,699236.0
2022-04-02,432.991,441.019,430.547,440.951,699236.0
2022-04-03,432.991,441.019,430.547,440.951,699236.0
2022-04-04,441.571,442.653,430.843,438.527,713262.0
2022-04-05,436.782,449.396,436.782,440.195,576234.0
2022-04-06,441.155,452.222,441.038,447.418,806355.0
2022-04-07,446.002,458.258,445.062,456.445,761639.0
2022-04-08,458.374,462.737,445.367,449.551,909497.0
2022-04-09,458.374,462.737,445.367,449.551,909497.0
2022-04-10,458.374,462.737,445.367,449.551,909497.0
2022-04-11,452.188,456.619,447.651,448.077,869235.0
2022-04-12,449.212,452.479,445.338,449.183,632575.0
2022-04-13,453.759,455.756,446.322,450.385,563041.0
2022-04-14,454.224,455.941,449.236,452.983,1120338.0
2022-04-15,454.224,455.941,449.236,452.983,1120338.0
2022-04-16,454.224,455.941,449.236,452.983,1120338.0
2022-04-17,454.224,455.941,449.236,452.983,1120338.0
2022-04-18,452.983,458.966,448.016,451.413,569331.0
2022-04-19,451.529,459.431,449.377,450.278,542508.0
2022-04-20,451.733,454.855,448.407,449.299,603519.0
2022-04-21,450.511,451.364,429.544,429.956,947861.0
2022-04-22,430.237,442.764,430.164,433.786,727153.0
2022-04-23,430.237,442.764,430.164,433.786,727153.0
2022-04-24,430.237,442.764,430.164,433.786,727153.0
2022-04-25,430.48,431.454,420.939,430.509,608208.0
2022-04-26,431.149,438.711,427.009,429.045,614264.0
2022-04-27,430.664,436.976,426.388,426.388,838389.0
2022-04-28,423.702,436.089,419.233,431.624,1112926.0
2022-04-29,433.989,435.667,424.701,426.029,945657.0
2022-04-30,433.989,435.667,424.701,426.029,945657.0
2022-05-01,433.989,435.667,424.701,426.029,945657.0
2022-05-02,423.819,431.1,418.777,425.273,759919.0
2022-05-03,430.926,439.434,426.31,437.519,1076234.0
2022-05-04,439.768,449.881,436.569,448.494,792219.0
2022-05-05,449.144,455.916,443.234,452.46,1559743.0
2022-05-06,450.249,455.175,443.753,454.438,925442.0
2022-05-07,450.249,455.175,443.753,454.438,925442.0
2022-05-08,450.249,455.175,443.753,454.438,925442.0
2022-05-09,451.781,452.712,438.585,440.166,880831.0
2022-05-10,438.682,442.463,433.529,436.278,923970.0
2022-05-11,435.996,444.422,431.527,432.894,805318.0
2022-05-12,434.484,437.189,429.229,437.063,942050.0
2022-05-13,437.984,440.621,433.728,439.051,576889.0
2022-05-14,437.984,440.621,433.728,439.051,576889.0
2022-05-15,437.984,440.621,433.728,439.051,576889.0
2022-05-16,439.865,447.282,439.167,444.141,586613.0
2022-05-17,444.626,448.145,439.676,445.304,580928.0
2022-05-18,445.256,448.213,437.528,441.029,758086.0
2022-05-19,435.706,439.594,425.835,434.852,758675.0
2022-05-20,436.481,437.166,424.206,429.84,636971.0
2022-05-21,436.481,437.166,424.206,429.84,636971.0
2022-05-22,436.481,437.166,424.206,429.84,636971.0
2022-05-23,433.059,444.325,432.719,442.871,561544.0
2022-05-24,441.717,458.064,441.717,456.765,794084.0
2022-05-25,456.803,459.987,452.945,453.391,594361.0
2022-05-26,456.406,461.991,452.431,453.206,760463.0
2022-05-27,453.644,458.413,450.17,458.131,646003.0
2022-05-28,453.644,458.413,450.17,458.131,646003.0
2022-05-29,453.644,458.413,450.17,458.131,646003.0
2022-05-30,453.644,458.413,450.17,458.131,646003.0
2022-05-31,453.469,456.116,444.584,455.415,1762623.0
2022-06-01,455.23,459.25,446.45,451.795,798607.0
2022-06-02,453.566,454.471,437.626,450.452,1151449.0
2022-06-03,449.771,465.76,449.771,465.536,872478.0
2022-06-04,449.771,465.76,449.771,465.536,872478.0
2022-06-05,449.771,465.76,449.771,465.536,872478.0
2022-06-06,466.412,470.957,464.651,466.013,586688.0
2022-06-07,465.955,479.093,463.903,478.859,742973.0
2022-06-08,474.733,478.353,459.396,459.775,853110.0
2022-06-09,457.644,458.607,450.024,450.501,843617.0
2022-06-10,447.027,453.343,440.847,451.377,964822.0
2022-06-11,447.027,453.343,440.847,451.377,964822.0
2022-06-12,447.027,453.343,440.847,451.377,964822.0
2022-06-13,447.435,453.265,445.285,448.321,1328016.0
2022-06-14,447.63,450.54,436.511,442.268,818548.0
2022-06-15,444.02,450.238,435.679,446.151,874398.0
2022-06-16,442.453,446.433,435.563,436.974,1055211.0
2022-06-17,435.008,439.621,424.371,432.02,1368658.0
2022-06-18,435.008,439.621,424.371,432.02,1368658.0
2022-06-19,435.008,439.621,424.371,432.02,1368658.0
2022-06-20,435.008,439.621,424.371,432.02,1368658.0
2022-06-21,436.604,452.311,436.58,451.328,780508.0
2022-06-22,442.034,451.562,440.857,446.306,539945.0
2022-06-23,446.151,448.293,437.392,444.0,614461.0
2022-06-24,447.659,451.951,443.377,451.26,807831.0
2022-06-25,447.659,451.951,443.377,451.26,807831.0
2022-06-26,447.659,451.951,443.377,451.26,807831.0
2022-06-27,449.002,456.303,448.9,454.296,542606.0
2022-06-28,455.571,461.108,451.717,452.204,583218.0
2022-06-29,455.445,455.445,446.997,449.421,586907.0
2022-06-30,445.82,467.171,445.82,465.731,1354951.0
2022-07-01,465.731,474.806,460.924,473.322,607111.0
2022-07-02,465.731,474.806,460.924,473.322,607111.0
2022-07-03,465.731,474.806,460.924,473.322,607111.0
2022-07-04,465.731,474.806,460.924,473.322,607111.0
2022-07-05,466.208,467.318,443.236,451.902,1254425.0
2022-07-06,452.418,471.95,451.051,468.942,899663.0
2022-07-07,467.123,473.799,465.668,466.519,612708.0
2022-07-08,467.745,470.246,465.77,467.541,380926.0
2022-07-09,467.745,470.246,465.77,467.541,380926.0
2022-07-10,467.745,470.246,465.77,467.541,380926.0
2022-07-11,465.78,468.845,459.921,462.753,497183.0
2022-07-12,463.892,465.575,454.939,456.301,534854.0
2022-07-13,452.496,464.113,451.552,452.72,531503.0
2022-07-14,446.579,449.362,442.54,446.676,571414.0
2022-07-15,450.579,450.751,442.803,448.827,1451909.0
2022-07-16,450.579,450.751,442.803,448.827,1451909.0
2022-07-17,450.579,450.751,442.803,448.827,1451909.0
2022-07-18,450.579,451.931,436.176,437.207,706201.0
2022-07-19,432.186,445.966,431.242,445.119,751411.0
2022-07-20,445.713,448.409,440.01,443.835,594020.0
2022-07-21,442.132,442.93,436.76,441.626,528495.0
2022-07-22,445.1,450.832,437.937,439.728,864775.0
2022-07-23,445.1,450.832,437.937,439.728,864775.0
2022-07-24,445.1,450.832,437.937,439.728,864775.0
2022-07-25,439.767,447.406,439.008,441.158,826542.0
2022-07-26,440.993,442.9,432.39,432.721,702565.0
2022-07-27,433.626,435.66,429.558,433.85,744640.0
2022-07-28,426.629,443.65,422.23,442.268,1016733.0
2022-07-29,445.44,466.928,443.825,466.052,1199119.0
2022-07-30,445.44,466.928,443.825,466.052,1199119.0
2022-07-31,445.44,466.928,443.825,466.052,1199119.0
2022-08-01,468.456,475.073,459.551,462.87,933433.0
2022-08-02,468.913,475.258,459.527,468.144,687637.0
2022-08-03,467.123,471.122,458.384,468.826,845102.0
2022-08-04,469.069,473.112,464.704,465.215,654922.0
2022-08-05,462.919,465.546,456.792,464.777,522362.0
2022-08-06,462.919,465.546,456.792,464.777,522362.0
2022-08-07,462.919,465.546,456.792,464.777,522362.0
2022-08-08,466.101,467.201,453.279,457.44,614193.0
2022-08-09,461.274,469.244,460.32,461.021,667495.0
2022-08-10,461.76,462.257,456.948,460.447,711307.0
2022-08-11,461.284,461.595,455.269,457.693,690445.0
2022-08-12,457.897,466.889,456.632,466.714,701738.0
2022-08-13,457.897,466.889,456.632,466.714,701738.0
2022-08-14,457.897,466.889,456.632,466.714,701738.0
2022-08-15,465.147,476.29,462.344,473.808,586170.0
2022-08-16,472.31,475.492,470.266,472.475,500797.0
2022-08-17,469.77,482.989,469.682,479.297,852036.0
2022-08-18,480.737,483.861,477.274,479.657,591957.0
2022-08-19,478.927,480.007,474.752,477.584,606597.0
2022-08-20,478.927,480.007,474.752,477.584,606597.0
2022-08-21,478.927,480.007,474.752,477.584,606597.0
2022-08-22,474.908,479.91,470.762,471.2,607711.0
2022-08-23,469.886,472.592,466.797,469.925,451542.0
2022-08-24,472.183,477.141,471.58,475.774,612645.0
2022-08-25,475.871,481.331,473.721,481.214,375340.0
2022-08-26,481.82,485.121,473.358,473.773,448573.0
2022-08-27,481.82,485.121,473.358,473.773,448573.0
2022-08-28,481.82,485.121,473.358,473.773,448573.0
2022-08-29,468.812,477.718,465.931,474.437,499467.0
2022-08-30,475.208,475.355,467.435,469.671,573716.0
2022-08-31,469.866,471.292,465.803,466.8,725072.0
2022-09-01,464.817,470.169,463.88,469.075,564069.0
2022-09-02,472.659,474.007,463.626,465.784,512120.0
2022-09-03,472.659,474.007,463.626,465.784,512120.0
2022-09-04,472.659,474.007,463.626,465.784,512120.0
2022-09-05,472.659,474.007,463.626,465.784,512120.0
2022-09-06,465.638,472.855,465.56,468.509,569262.0
2022-09-07,466.614,476.79,464.827,476.361,512349.0
2022-09-08,475.667,478.353,470.036,478.265,584904.0
2022-09-09,478.011,483.783,474.886,479.906,704597.0
2022-09-10,478.011,483.783,474.886,479.906,704597.0
2022-09-11,478.011,483.783,474.886,479.906,704597.0
2022-09-12,479.554,479.613,470.184,471.009,918453.0
2022-09-13,468.343,475.985,454.358,457.952,836560.0
2022-09-14,461.741,473.841,460.8,473.529,1157422.0
2022-09-15,471.429,476.341,467.337,473.724,757982.0
2022-09-16,472.044,476.428,469.056,473.841,1115534.0
2022-09-17,472.044,476.428,469.056,473.841,1115534.0
2022-09-18,472.044,476.428,469.056,473.841,1115534.0
2022-09-19,471.878,481.039,469.788,476.644,843016.0
2022-09-20,476.634,484.466,469.769,482.435,875761.0
2022-09-21,493.656,503.422,481.078,481.332,1246802.0
2022-09-22,481.234,488.91,470.97,484.838,1206775.0
2022-09-23,480.365,480.365,462.981,467.61,877726.0
2022-09-24,480.365,480.365,462.981,467.61,877726.0
2022-09-25,480.365,480.365,462.981,467.61,877726.0
2022-09-26,466.204,470.736,461.302,463.265,657177.0
2022-09-27,466.165,467.972,460.208,463.04,1023762.0
2022-09-28,464.393,474.476,453.411,472.366,948300.0
2022-09-29,469.407,470.814,453.635,459.466,910944.0
2022-09-30,455.579,462.903,455.579,459.309,1134560.0
2022-10-01,455.579,462.903,455.579,459.309,1134560.0
2022-10-02,455.579,462.903,455.579,459.309,1134560.0
2022-10-03,465.286,478.46,462.903,474.339,910597.0
2022-10-04,476.986,485.482,475.609,478.802,985752.0
2022-10-05,475.599,478.04,469.427,473.109,620892.0
2022-10-06,472.396,474.915,469.73,473.87,604935.0
2022-10-07,473.802,484.896,471.712,484.476,1097676.0
2022-10-08,473.802,484.896,471.712,484.476,1097676.0
2022-10-09,473.802,484.896,471.712,484.476,1097676.0
2022-10-10,487.142,497.084,486.341,492.035,1375677.0
2022-10-11,492.328,502.514,491.478,495.434,836483.0
2022-10-12,496.239,496.239,480.677,480.853,972731.0
2022-10-13,476.663,491.273,474.993,489.701,922014.0
2022-10-14,484.095,485.34,452.268,453.323,1643004.0
2022-10-15,484.095,485.34,452.268,453.323,1643004.0
2022-10-16,484.095,485.34,452.268,453.323,1643004.0
2022-10-17,456.272,467.493,455.345,463.968,1122620.0
2022-10-18,468.763,497.953,467.767,494.935,1853190.0
2022-10-19,493.021,504.692,489.776,498.949,1342707.0
2022-10-20,499.779,504.399,497.236,500.443,878076.0
2022-10-21,500.561,513.051,497.572,510.424,1054269.0
2022-10-22,500.561,513.051,497.572,510.424,1054269.0
2022-10-23,500.561,513.051,497.572,510.424,1054269.0
2022-10-24,515.268,522.124,512.001,513.647,866696.0
2022-10-25,508.188,515.639,505.336,514.418,763804.0
2022-10-26,517.163,522.68,512.592,518.559,941440.0
2022-10-27,500.58,525.219,496.107,522.973,1689581.0
2022-10-28,527.436,543.247,518.569,535.278,1316742.0
2022-10-29,527.436,543.247,518.569,535.278,1316742.0
2022-10-30,527.436,543.247,518.569,535.278,1316742.0
2022-10-31,532.046,540.698,531.231,536.157,1088982.0
2022-11-01,536.753,537.232,521.753,523.335,1303102.0
2022-11-02,521.548,527.046,517.426,517.885,1111952.0
2022-11-03,515.678,518.906,513.168,513.207,1199979.0
2022-11-04,513.686,514.819,498.07,510.532,1241991.0
2022-11-05,513.686,514.819,498.07,510.532,1241991.0
2022-11-06,513.686,514.819,498.07,510.532,1241991.0
2022-11-07,510.805,524.995,508.374,522.251,804586.0
2022-11-08,520.854,529.443,519.868,528.266,652569.0
2022-11-09,528.003,530.474,520.337,520.659,601678.0
2022-11-10,528.12,528.12,511.459,519.145,1220082.0
2022-11-11,505.844,506.684,478.724,481.166,2267441.0
2022-11-12,505.844,506.684,478.724,481.166,2267441.0
2022-11-13,505.844,506.684,478.724,481.166,2267441.0
2022-11-14,484.388,488.363,467.259,470.462,2186448.0
2022-11-15,473.646,498.061,468.688,488.998,1902759.0
2022-11-16,487.318,495.79,484.427,493.305,1067053.0
2022-11-17,493.119,507.621,493.002,506.703,950987.0
2022-11-18,506.694,512.504,503.754,508.237,863540.0
2022-11-19,506.694,512.504,503.754,508.237,863540.0
2022-11-20,506.694,512.504,503.754,508.237,863540.0
2022-11-21,509.496,519.975,508.305,515.512,861615.0
2022-11-22,517.504,521.274,511.176,512.368,635383.0
2022-11-23,512.162,513.461,506.235,510.112,553648.0
2022-11-24,512.162,513.461,506.235,510.112,553648.0
2022-11-25,516.245,519.107,511.552,517.186,254357.0
2022-11-26,516.245,519.107,511.552,517.186,254357.0
2022-11-27,516.245,519.107,511.552,517.186,254357.0
2022-11-28,514.139,519.832,511.905,514.296,490632.0
2022-11-29,514.286,519.018,512.649,517.696,385674.0
2022-11-30,517.304,524.104,513.884,522.536,786568.0
2022-12-01,523.839,524.623,511.082,519.606,568254.0
2022-12-02,517.921,538.782,516.755,534.598,843649.0
2022-12-03,517.921,538.782,516.755,534.598,843649.0
2022-12-04,517.921,538.782,516.755,534.598,843649.0
2022-12-05,528.64,532.236,523.08,530.512,671112.0
2022-12-06,532.834,532.834,517.705,521.086,576662.0
2022-12-07,521.448,530.032,519.212,529.316,583059.0
2022-12-08,534.01,535.725,528.386,529.65,378796.0
2022-12-09,528.131,534.725,518.166,518.274,589617.0
2022-12-10,528.131,534.725,518.166,518.274,589617.0
2022-12-11,528.131,534.725,518.166,518.274,589617.0
2022-12-12,519.802,525.084,515.315,524.388,540520.0
2022-12-13,526.181,526.23,512.787,514.991,853678.0
2022-12-14,518.087,526.828,514.364,521.056,575919.0
2022-12-15,521.987,522.614,512.071,517.833,483255.0
2022-12-16,516.539,521.644,511.091,519.185,1429134.0
2022-12-17,516.539,521.644,511.091,519.185,1429134.0
2022-12-18,516.539,521.644,511.091,519.185,1429134.0
2022-12-19,518.901,527.151,515.844,521.781,783745.0
2022-12-20,522.869,529.904,517.519,518.891,642058.0
2022-12-21,520.292,529.659,519.097,527.925,518639.0
2022-12-22,528.131,531.168,515.765,520.655,434599.0
2022-12-23,520.988,525.436,519.19,523.986,475826.0
2022-12-24,520.988,525.436,519.19,523.986,475826.0
2022-12-25,520.988,525.436,519.19,523.986,475826.0
2022-12-26,520.988,525.436,519.19,523.986,475826.0
2022-12-27,527.151,533.069,526.171,530.277,454538.0
2022-12-28,532.491,534.372,529.346,529.512,718112.0
2022-12-29,529.326,533.246,527.352,531.07,487209.0
2022-12-30,531.982,535.842,528.631,534.607,564872.0
2022-12-31,531.982,535.842,528.631,534.607,564872.0
2023-01-01,531.982,535.842,528.631,534.607,564872.0
2023-01-02,531.982,535.842,528.631,534.607,564872.0
2023-01-03,533.931,536.753,527.053,529.434,615240.0
2023-01-04,525.064,529.454,511.837,515.834,939793.0
2023-01-05,515.912,522.947,512.395,517.862,766654.0
2023-01-06,519.126,529.939,494.865,510.905,1084733.0
2023-01-07,519.126,529.939,494.865,510.905,1084733.0
2023-01-08,519.126,529.939,494.865,510.905,1084733.0
2023-01-09,507.584,507.584,478.277,485.42,1853180.0
2023-01-10,486.948,492.181,481.05,485.792,902249.0
2023-01-11,486.194,489.285,479.619,482.99,944004.0
2023-01-12,481.794,484.038,476.092,478.14,1097818.0
