,WBS US Equity,WBS US Equity,WBS US Equity,WBS US Equity,WBS US Equity
2021-03-12,56.0033,56.5453,55.4704,56.3375,718217.0
2021-03-13,56.0033,56.5453,55.4704,56.3375,718217.0
2021-03-14,56.0033,56.5453,55.4704,56.3375,718217.0
2021-03-15,56.7259,56.7259,54.5581,54.9374,450679.0
2021-03-16,54.802,55.0549,53.1761,54.3955,645799.0
2021-03-17,55.2807,55.8136,54.6484,55.6239,444340.0
2021-03-18,56.2291,57.6383,54.6032,54.8742,654137.0
2021-03-19,54.1968,55.0323,53.2935,54.2781,1821307.0
2021-03-20,54.1968,55.0323,53.2935,54.2781,1821307.0
2021-03-21,54.1968,55.0323,53.2935,54.2781,1821307.0
2021-03-22,53.7813,53.7813,51.7579,52.3812,624103.0
2021-03-23,51.6585,52.1282,49.7888,50.3578,854452.0
2021-03-24,51.234,51.9928,49.8068,49.8249,403776.0
2021-03-25,49.6352,51.7489,48.7139,51.4869,704673.0
2021-03-26,52.4444,53.0135,51.0804,52.1644,484411.0
2021-03-27,52.4444,53.0135,51.0804,52.1644,484411.0
2021-03-28,52.4444,53.0135,51.0804,52.1644,484411.0
2021-03-29,51.2972,51.9386,49.4907,49.9694,551221.0
2021-03-30,50.8275,51.3153,50.2675,50.9992,621260.0
2021-03-31,50.683,51.2521,49.7255,49.7797,570572.0
2021-04-01,49.7797,50.8095,49.0571,50.7733,461228.0
2021-04-02,49.7797,50.8095,49.0571,50.7733,461228.0
2021-04-03,49.7797,50.8095,49.0571,50.7733,461228.0
2021-04-04,49.7797,50.8095,49.0571,50.7733,461228.0
2021-04-05,51.4869,51.776,49.9513,50.1952,522252.0
2021-04-06,49.9694,50.8366,49.8339,50.5204,528764.0
2021-04-07,50.8366,51.0533,50.2223,50.6288,335664.0
2021-04-08,50.2043,50.7282,49.2468,50.5294,269315.0
2021-04-09,51.0443,51.0895,50.403,50.9721,512365.0
2021-04-10,51.0443,51.0895,50.403,50.9721,512365.0
2021-04-11,51.0443,51.0895,50.403,50.9721,512365.0
2021-04-12,51.234,51.8031,50.9721,51.3334,273048.0
2021-04-13,50.6288,50.9314,49.5087,49.7346,308021.0
2021-04-14,49.6894,51.8573,49.6894,51.4237,398065.0
2021-04-15,51.5682,51.5682,49.7165,50.8546,414180.0
2021-04-16,51.6043,52.3179,51.1979,51.8211,326803.0
2021-04-17,51.6043,52.3179,51.1979,51.8211,326803.0
2021-04-18,51.6043,52.3179,51.1979,51.8211,326803.0
2021-04-19,46.1395,49.7888,46.0672,48.8764,2101711.0
2021-04-20,48.1177,48.3616,45.173,45.6608,2053459.0
2021-04-21,45.1459,46.415,44.8749,46.0672,1462621.0
2021-04-22,46.564,46.677,45.0194,45.6879,1208894.0
2021-04-23,45.8143,48.4835,45.6698,48.1629,1375460.0
2021-04-24,45.8143,48.4835,45.6698,48.1629,1375460.0
2021-04-25,45.8143,48.4835,45.6698,48.1629,1375460.0
2021-04-26,48.7771,49.3507,48.3887,48.5513,1023935.0
2021-04-27,48.6958,49.2016,48.3254,49.1294,749409.0
2021-04-28,49.1203,49.572,48.6687,48.9577,657465.0
2021-04-29,49.8971,49.8971,48.6958,49.0661,735855.0
2021-04-30,48.7139,49.7075,47.657,47.7925,1052090.0
2021-05-01,48.7139,49.7075,47.657,47.7925,1052090.0
2021-05-02,48.7139,49.7075,47.657,47.7925,1052090.0
2021-05-03,48.488,48.7681,47.3047,47.8738,707624.0
2021-05-04,47.6645,49.7851,47.0638,49.7669,992052.0
2021-05-05,49.776,50.8409,49.3027,50.4131,559529.0
2021-05-06,50.7135,50.8864,49.8306,50.5769,550507.0
2021-05-07,49.5485,50.9228,49.1935,50.8318,612196.0
2021-05-08,49.5485,50.9228,49.1935,50.8318,612196.0
2021-05-09,49.5485,50.9228,49.1935,50.8318,612196.0
2021-05-10,51.4871,51.9149,50.2038,50.3403,758973.0
2021-05-11,49.6759,50.9137,49.5303,50.2129,763081.0
2021-05-12,51.1958,51.5235,48.2834,48.3471,628223.0
2021-05-13,48.2106,50.6133,48.2106,50.3585,786204.0
2021-05-14,50.5496,51.5326,50.3494,51.2504,940976.0
2021-05-15,50.5496,51.5326,50.3494,51.2504,940976.0
2021-05-16,50.5496,51.5326,50.3494,51.2504,940976.0
2021-05-17,51.1776,52.5338,50.6953,52.4336,863810.0
2021-05-18,52.4791,52.9797,51.8511,51.8967,1025742.0
2021-05-19,51.1867,52.1606,50.2584,52.0696,909547.0
2021-05-20,52.0332,52.0332,50.7226,51.4962,678586.0
2021-05-21,51.7874,52.6066,51.5053,52.0332,408395.0
2021-05-22,51.7874,52.6066,51.5053,52.0332,408395.0
2021-05-23,51.7874,52.6066,51.5053,52.0332,408395.0
2021-05-24,52.3244,52.3244,51.2049,51.4689,425245.0
2021-05-25,51.5781,52.3699,49.7225,49.8215,513427.0
2021-05-26,49.9398,51.032,49.6031,50.9683,406121.0
2021-05-27,52.1606,52.2152,51.5144,52.106,503753.0
2021-05-28,52.3972,52.4882,50.9683,51.5872,716593.0
2021-05-29,52.3972,52.4882,50.9683,51.5872,716593.0
2021-05-30,52.3972,52.4882,50.9683,51.5872,716593.0
2021-05-31,52.3972,52.4882,50.9683,51.5872,716593.0
2021-06-01,52.2243,52.7522,51.9149,52.643,631862.0
2021-06-02,52.9342,52.9342,51.7874,51.8056,454536.0
2021-06-03,51.8056,52.2971,51.5326,51.8238,552092.0
2021-06-04,51.8329,51.8329,50.8318,51.5417,597399.0
2021-06-05,51.8329,51.8329,50.8318,51.5417,597399.0
2021-06-06,51.8329,51.8329,50.8318,51.5417,597399.0
2021-06-07,51.9695,52.2334,51.5326,52.1151,383480.0
2021-06-08,51.5781,52.825,50.8864,52.7249,652943.0
2021-06-09,52.6976,52.6976,51.6782,52.106,673862.0
2021-06-10,52.7886,52.8523,51.6236,51.7692,1344470.0
2021-06-11,52.015,52.6157,51.569,51.9695,645864.0
2021-06-12,52.015,52.6157,51.569,51.9695,645864.0
2021-06-13,52.015,52.6157,51.569,51.9695,645864.0
2021-06-14,52.1515,52.379,50.1947,50.5041,1123356.0
2021-06-15,50.6042,51.8784,50.1401,51.2595,491645.0
2021-06-16,50.8136,52.5064,50.0308,52.2698,535698.0
2021-06-17,52.6612,52.6976,48.5564,48.6838,802512.0
2021-06-18,47.7555,48.4381,46.8408,47.3277,2334188.0
2021-06-19,47.7555,48.4381,46.8408,47.3277,2334188.0
2021-06-20,47.7555,48.4381,46.8408,47.3277,2334188.0
2021-06-21,48.0558,49.7578,47.7191,49.7032,674172.0
2021-06-22,49.6122,49.908,48.8203,49.5485,438755.0
2021-06-23,49.958,50.2857,49.5985,49.9125,415307.0
2021-06-24,50.1583,50.9865,49.8306,50.7408,562554.0
2021-06-25,51.1139,52.2425,50.5496,52.0423,868448.0
2021-06-26,51.1139,52.2425,50.5496,52.0423,868448.0
2021-06-27,51.1139,52.2425,50.5496,52.0423,868448.0
2021-06-28,51.4598,51.7601,49.5849,49.867,1170995.0
2021-06-29,50.3858,51.0411,48.925,49.1389,627237.0
2021-06-30,48.8203,49.3937,48.4563,48.5473,1097792.0
2021-07-01,49.0388,49.7715,48.7566,49.4484,862072.0
2021-07-02,49.3664,49.3664,48.0194,48.4563,537555.0
2021-07-03,49.3664,49.3664,48.0194,48.4563,537555.0
2021-07-04,49.3664,49.3664,48.0194,48.4563,537555.0
2021-07-05,49.3664,49.3664,48.0194,48.4563,537555.0
2021-07-06,48.2379,48.2379,46.4449,46.6087,698466.0
2021-07-07,46.0899,46.818,45.653,45.9898,555916.0
2021-07-08,44.8794,45.3117,44.1695,44.6155,1002934.0
2021-07-09,45.826,46.8089,45.2253,46.7816,647039.0
2021-07-10,45.826,46.8089,45.2253,46.7816,647039.0
2021-07-11,45.826,46.8089,45.2253,46.7816,647039.0
2021-07-12,46.1263,46.8999,45.4164,46.8544,444475.0
2021-07-13,46.4904,46.6314,44.9886,45.4528,581376.0
2021-07-14,45.7076,46.3629,44.3424,45.0705,757256.0
2021-07-15,44.3879,45.7805,44.1695,45.38,796354.0
2021-07-16,45.6894,45.8032,43.4869,43.5961,556725.0
2021-07-17,45.6894,45.8032,43.4869,43.5961,556725.0
2021-07-18,45.6894,45.8032,43.4869,43.5961,556725.0
2021-07-19,41.9669,42.8134,41.5028,41.8759,714131.0
2021-07-20,41.885,44.0967,41.7394,43.141,757852.0
2021-07-21,43.7326,44.6701,43.7326,43.9511,681876.0
2021-07-22,44.0239,44.0239,42.24,43.05,1171103.0
2021-07-23,43.769,44.0421,42.9863,43.5506,829593.0
2021-07-24,43.769,44.0421,42.9863,43.5506,829593.0
2021-07-25,43.769,44.0421,42.9863,43.5506,829593.0
2021-07-26,43.769,44.4516,43.4687,43.8236,688663.0
2021-07-27,43.4141,43.8327,42.7497,43.3413,547549.0
2021-07-28,43.7235,44.3697,42.8225,43.8327,636542.0
2021-07-29,44.4334,44.4698,43.405,44.0421,618175.0
2021-07-30,43.8509,44.6155,43.4232,43.7781,1104804.0
2021-07-31,43.8509,44.6155,43.4232,43.7781,1104804.0
2021-08-01,43.8509,44.6155,43.4232,43.7781,1104804.0
2021-08-02,43.8148,45.2925,43.2825,43.6221,884452.0
2021-08-03,43.7506,44.5858,42.741,44.5766,798480.0
2021-08-04,43.8883,44.8244,43.5854,44.3472,695057.0
2021-08-05,44.2829,45.1089,44.2829,44.9437,676632.0
2021-08-06,45.889,47.0821,45.6229,46.5682,815760.0
2021-08-07,45.889,47.0821,45.6229,46.5682,815760.0
2021-08-08,45.889,47.0821,45.6229,46.5682,815760.0
2021-08-09,46.302,47.1831,45.889,46.5957,1516557.0
2021-08-10,46.5223,47.3483,45.9533,47.3116,1575580.0
2021-08-11,47.4584,47.7246,46.6416,47.6236,908313.0
2021-08-12,47.7246,48.0183,46.7013,47.2106,825618.0
2021-08-13,47.4034,47.4676,46.2515,46.3938,950842.0
2021-08-14,47.4034,47.4676,46.2515,46.3938,950842.0
2021-08-15,47.4034,47.4676,46.2515,46.3938,950842.0
2021-08-16,46.2194,46.6324,45.6229,46.4764,1005823.0
2021-08-17,45.9624,45.9624,44.5491,45.1456,717618.0
2021-08-18,44.9483,45.8248,44.5582,44.8428,528248.0
2021-08-19,44.1911,44.6959,42.9246,43.4294,917895.0
2021-08-20,43.4294,44.7326,43.154,44.6959,471834.0
2021-08-21,43.4294,44.7326,43.154,44.6959,471834.0
2021-08-22,43.4294,44.7326,43.154,44.6959,471834.0
2021-08-23,45.0171,45.4485,44.7143,45.1732,480970.0
2021-08-24,45.3292,45.9992,45.2925,45.9257,618497.0
2021-08-25,46.0726,47.1005,45.8156,46.302,479373.0
2021-08-26,46.458,46.5039,45.4944,45.5219,325278.0
2021-08-27,45.6504,47.2932,45.6504,47.2565,443599.0
2021-08-28,45.6504,47.2932,45.6504,47.2565,443599.0
2021-08-29,45.6504,47.2932,45.6504,47.2565,443599.0
2021-08-30,47.3391,47.4447,45.8431,45.889,469824.0
2021-08-31,45.9992,46.816,45.6045,46.3663,685790.0
2021-09-01,46.4213,46.4213,45.4393,45.7881,442931.0
2021-09-02,45.7055,46.3204,45.4714,45.9992,475003.0
2021-09-03,46.1644,46.3846,45.3934,45.632,561834.0
2021-09-04,46.1644,46.3846,45.3934,45.632,561834.0
2021-09-05,46.1644,46.3846,45.3934,45.632,561834.0
2021-09-06,46.1644,46.3846,45.3934,45.632,561834.0
2021-09-07,45.7881,46.5774,45.3475,45.4118,407514.0
2021-09-08,45.0538,45.2833,44.5124,44.6867,299181.0
2021-09-09,44.5124,45.5036,44.4206,45.164,462442.0
2021-09-10,45.5127,45.5311,44.5582,44.6041,423280.0
2021-09-11,45.5127,45.5311,44.5582,44.6041,423280.0
2021-09-12,45.5127,45.5311,44.5582,44.6041,423280.0
2021-09-13,45.1456,45.7146,44.7739,45.32,569960.0
2021-09-14,45.2741,45.4026,43.8148,44.182,690398.0
2021-09-15,44.0994,45.3099,44.0994,45.2649,470981.0
2021-09-16,45.5494,45.8248,44.8161,45.0355,397718.0
2021-09-17,45.2558,45.7881,44.5399,44.6867,2056604.0
2021-09-18,45.2558,45.7881,44.5399,44.6867,2056604.0
2021-09-19,45.2558,45.7881,44.5399,44.6867,2056604.0
2021-09-20,43.1999,43.434,42.1445,43.1265,712091.0
2021-09-21,43.3101,43.6772,42.8787,43.4202,697996.0
2021-09-22,44.0535,44.8703,43.902,44.4114,474515.0
2021-09-23,44.9437,46.7517,44.8244,46.7058,542027.0
2021-09-24,46.5406,47.6328,46.3663,47.4034,673197.0
2021-09-25,46.5406,47.6328,46.3663,47.4034,673197.0
2021-09-26,46.5406,47.6328,46.3663,47.4034,673197.0
2021-09-27,48.2385,50.3219,48.0504,49.9456,780864.0
2021-09-28,50.2577,50.5146,49.5051,49.606,775835.0
2021-09-29,49.8814,50.276,49.3307,50.12,702079.0
2021-09-30,50.5055,50.6202,49.8079,49.9823,1024891.0
2021-10-01,50.2301,51.7353,50.1521,51.46,679849.0
2021-10-02,50.2301,51.7353,50.1521,51.46,679849.0
2021-10-03,50.2301,51.7353,50.1521,51.46,679849.0
2021-10-04,51.46,52.1299,51.0332,51.671,734576.0
2021-10-05,52.185,52.3869,51.3774,51.6527,894745.0
2021-10-06,51.0745,51.2397,49.6427,51.203,650948.0
2021-10-07,51.8179,52.1116,51.3865,51.7812,454071.0
2021-10-08,51.5058,52.1942,51.3039,51.8546,493536.0
2021-10-09,51.5058,52.1942,51.3039,51.8546,493536.0
2021-10-10,51.5058,52.1942,51.3039,51.8546,493536.0
2021-10-11,52.2034,52.3869,51.359,51.4141,809024.0
2021-10-12,51.102,51.9647,50.9552,51.8821,669522.0
2021-10-13,51.7628,51.928,50.5513,51.7628,747085.0
2021-10-14,52.3869,52.5154,51.5426,52.4879,615817.0
2021-10-15,53.2129,53.3598,52.286,52.2951,728154.0
2021-10-16,53.2129,53.3598,52.286,52.2951,728154.0
2021-10-17,53.2129,53.3598,52.286,52.2951,728154.0
2021-10-18,52.0014,53.0844,51.9556,52.3594,575961.0
2021-10-19,52.5705,52.6072,51.9739,52.3594,721595.0
2021-10-20,52.2125,53.8554,51.8087,53.7911,876031.0
2021-10-21,53.6993,53.6993,52.3869,52.7357,816400.0
2021-10-22,52.7357,53.3781,52.4144,53.3598,436648.0
2021-10-23,52.7357,53.3781,52.4144,53.3598,436648.0
2021-10-24,52.7357,53.3781,52.4144,53.3598,436648.0
2021-10-25,53.4837,54.0114,53.3689,53.9471,481291.0
2021-10-26,54.0297,54.0297,52.8917,53.0294,410251.0
2021-10-27,52.6531,52.6531,50.6339,50.6798,545529.0
2021-10-28,50.8909,51.6619,50.8267,51.6435,564375.0
2021-10-29,51.7445,51.9188,51.2948,51.359,999920.0
2021-10-30,51.7445,51.9188,51.2948,51.359,999920.0
2021-10-31,51.7445,51.9188,51.2948,51.359,999920.0
2021-11-01,51.9005,53.4607,51.6435,53.4148,544781.0
2021-11-02,53.4424,53.58,52.5292,52.7816,508173.0
2021-11-03,52.4603,54.6171,52.4603,54.3326,809283.0
2021-11-04,54.0206,54.0206,52.6898,53.0752,552158.0
2021-11-05,53.8645,54.406,53.2863,53.8737,445028.0
2021-11-06,53.8645,54.406,53.2863,53.8737,445028.0
2021-11-07,53.8645,54.406,53.2863,53.8737,445028.0
2021-11-08,54.2064,54.7793,53.4117,53.9199,407869.0
2021-11-09,53.4209,54.2618,52.9311,54.0493,515195.0
2021-11-10,54.1786,54.5668,53.5965,53.8737,614198.0
2021-11-11,53.9199,54.5021,53.8645,54.077,231138.0
2021-11-12,54.04,54.2803,53.2268,53.846,291825.0
2021-11-13,54.04,54.2803,53.2268,53.846,291825.0
2021-11-14,54.04,54.2803,53.2268,53.846,291825.0
2021-11-15,54.2803,54.5206,53.8367,54.2433,350338.0
2021-11-16,54.2618,55.0842,53.7166,54.5483,464432.0
2021-11-17,54.3173,54.3727,53.4671,54.0215,318089.0
2021-11-18,54.1879,54.3912,53.4024,53.7443,272003.0
2021-11-19,52.848,53.0697,51.9655,52.6909,325944.0
2021-11-20,52.848,53.0697,51.9655,52.6909,325944.0
2021-11-21,52.848,53.0697,51.9655,52.6909,325944.0
2021-11-22,53.4671,54.3819,53.1991,53.4763,332412.0
2021-11-23,53.809,55.2044,53.7443,55.1304,426462.0
2021-11-24,54.9133,55.3522,54.5483,54.6314,314780.0
2021-11-25,54.9133,55.3522,54.5483,54.6314,314780.0
2021-11-26,52.118,52.2381,50.4639,51.4896,645388.0
2021-11-27,52.118,52.2381,50.4639,51.4896,645388.0
2021-11-28,52.118,52.2381,50.4639,51.4896,645388.0
2021-11-29,52.4876,52.6447,50.7134,51.0368,540295.0
2021-11-30,49.9094,50.4823,49.3642,49.7985,595128.0
2021-12-01,51.1662,51.776,48.6065,48.6157,482935.0
2021-12-02,49.318,50.852,48.6249,50.5655,655415.0
2021-12-03,50.547,50.9398,48.7543,49.2071,485027.0
2021-12-04,50.547,50.9398,48.7543,49.2071,485027.0
2021-12-05,50.547,50.9398,48.7543,49.2071,485027.0
2021-12-06,50.7318,51.6282,50.1404,50.8612,931545.0
2021-12-07,51.3325,51.7391,50.3345,50.5655,609144.0
2021-12-08,50.5655,51.0922,49.7985,50.0942,733828.0
2021-12-09,49.7153,50.7318,49.355,50.0665,471926.0
2021-12-10,50.4823,50.5239,48.9761,50.2236,735410.0
2021-12-11,50.4823,50.5239,48.9761,50.2236,735410.0
2021-12-12,50.4823,50.5239,48.9761,50.2236,735410.0
2021-12-13,49.854,49.988,48.3385,48.357,685850.0
2021-12-14,48.4771,49.7893,48.4771,48.8005,927121.0
2021-12-15,48.9761,49.7061,47.8949,49.2533,742427.0
2021-12-16,49.8632,50.852,49.3827,49.6876,843753.0
2021-12-17,49.2995,49.3088,47.784,48.4309,1803447.0
2021-12-18,49.2995,49.3088,47.784,48.4309,1803447.0
2021-12-19,49.2995,49.3088,47.784,48.4309,1803447.0
2021-12-20,47.7655,47.9688,46.3425,47.8025,1851630.0
2021-12-21,48.551,49.9371,48.551,49.8447,883523.0
2021-12-22,49.3919,50.6025,49.3919,50.5193,733733.0
2021-12-23,50.9721,51.6282,50.6764,51.083,577958.0
2021-12-24,50.9721,51.6282,50.6764,51.083,577958.0
2021-12-25,50.9721,51.6282,50.6764,51.083,577958.0
2021-12-26,50.9721,51.6282,50.6764,51.083,577958.0
2021-12-27,51.3048,51.9516,50.6209,51.9331,414059.0
2021-12-28,51.6929,52.5061,51.6929,51.9054,436802.0
2021-12-29,52.1826,52.7232,51.7114,52.4044,651389.0
2021-12-30,52.6077,52.8942,51.8315,51.8869,429842.0
2021-12-31,51.6559,52.0995,51.5589,51.6005,407754.0
2022-01-01,51.6559,52.0995,51.5589,51.6005,407754.0
2022-01-02,51.6559,52.0995,51.5589,51.6005,407754.0
2022-01-03,52.4876,53.6334,52.3813,53.3747,853175.0
2022-01-04,54.114,55.5925,53.9107,54.9918,864224.0
2022-01-05,55.3892,55.9529,54.7978,54.844,830110.0
2022-01-06,55.3892,57.7179,55.3892,57.1634,1197011.0
2022-01-07,57.034,58.4294,56.4888,58.3647,1260767.0
2022-01-08,57.034,58.4294,56.4888,58.3647,1260767.0
2022-01-09,57.034,58.4294,56.4888,58.3647,1260767.0
2022-01-10,59.1409,59.1409,57.7761,58.9007,1043878.0
2022-01-11,59.1964,59.7139,58.1614,59.4551,964866.0
2022-01-12,59.4551,60.065,58.1716,58.374,1026318.0
2022-01-13,58.6697,59.603,58.3093,58.4756,724324.0
2022-01-14,57.6994,59.3442,57.3205,59.298,863478.0
2022-01-15,57.6994,59.3442,57.3205,59.298,863478.0
2022-01-16,57.6994,59.3442,57.3205,59.298,863478.0
2022-01-17,57.6994,59.3442,57.3205,59.298,863478.0
2022-01-18,59.5383,59.6769,58.1429,58.6235,857549.0
2022-01-19,58.8914,58.8914,56.7291,56.7661,1271421.0
2022-01-20,57.0063,59.9726,56.4888,56.6552,1967695.0
2022-01-21,58.2169,58.2169,55.7311,55.9251,2069089.0
2022-01-22,58.2169,58.2169,55.7311,55.9251,2069089.0
2022-01-23,58.2169,58.2169,55.7311,55.9251,2069089.0
2022-01-24,55.3153,55.7126,53.2084,55.3984,2065637.0
2022-01-25,55.2136,56.4334,53.5041,55.8327,1840185.0
2022-01-26,56.4796,56.9324,54.7285,55.4539,1771333.0
2022-01-27,56.0306,57.2214,53.7328,54.384,1630203.0
2022-01-28,54.6073,55.212,53.7235,54.7003,3711089.0
2022-01-29,54.6073,55.212,53.7235,54.7003,3711089.0
2022-01-30,54.6073,55.212,53.7235,54.7003,3711089.0
2022-01-31,54.1421,55.0538,52.7746,52.8491,14483179.0
2022-02-01,53.3235,56.2097,53.1747,56.0399,4155843.0
2022-02-02,56.4771,57.1562,55.0631,55.2399,2801268.0
2022-02-03,55.4352,56.1981,54.8166,55.0817,1806604.0
2022-02-04,55.3143,56.8027,55.3143,56.5423,3067086.0
2022-02-05,55.3143,56.8027,55.3143,56.5423,3067086.0
2022-02-06,55.3143,56.8027,55.3143,56.5423,3067086.0
2022-02-07,56.3469,56.7469,55.812,56.0213,1771073.0
2022-02-08,56.6353,57.6679,56.0213,57.64,1803763.0
2022-02-09,57.2586,58.1889,57.2586,57.3795,1512545.0
2022-02-10,57.2586,58.3914,57.1516,57.6772,1705649.0
2022-02-11,57.1283,58.2819,56.3748,56.9516,1706601.0
2022-02-12,57.1283,58.2819,56.3748,56.9516,1706601.0
2022-02-13,57.1283,58.2819,56.3748,56.9516,1706601.0
2022-02-14,57.1842,57.733,56.3376,56.8958,1799043.0
2022-02-15,57.64,58.2912,57.2586,58.1796,1025425.0
2022-02-16,57.5935,58.8214,57.4818,57.6586,1098701.0
2022-02-17,57.3423,57.5004,55.919,55.9841,1008861.0
2022-02-18,55.4724,56.3516,55.2864,55.5376,1138100.0
2022-02-19,55.4724,56.3516,55.2864,55.5376,1138100.0
2022-02-20,55.4724,56.3516,55.2864,55.5376,1138100.0
2022-02-21,55.4724,56.3516,55.2864,55.5376,1138100.0
2022-02-22,55.398,56.1143,55.0724,55.4073,1176986.0
2022-02-23,55.8446,56.2027,54.4631,54.6259,1349552.0
2022-02-24,52.2723,52.877,50.8862,52.6351,1346793.0
2022-02-25,53.2584,55.9004,53.2119,55.7329,1177712.0
2022-02-26,53.2584,55.9004,53.2119,55.7329,1177712.0
2022-02-27,53.2584,55.9004,53.2119,55.7329,1177712.0
2022-02-28,53.8631,56.1888,53.8631,56.012,2779292.0
2022-03-01,55.2864,55.5097,51.5467,51.956,2049798.0
2022-03-02,52.3095,55.0724,52.3095,54.7003,1412808.0
2022-03-03,54.7096,55.1282,53.8259,54.3375,1274786.0
2022-03-04,52.7653,53.3793,51.1374,52.049,1821629.0
2022-03-05,52.7653,53.3793,51.1374,52.049,1821629.0
2022-03-06,52.7653,53.3793,51.1374,52.049,1821629.0
2022-03-07,51.5932,52.0769,48.514,48.5512,1875569.0
2022-03-08,49.6303,50.1513,47.2509,48.8117,2534938.0
2022-03-09,51.1467,52.2072,50.435,50.8397,1484691.0
2022-03-10,50.021,51.0536,49.8722,50.9978,1402054.0
2022-03-11,51.1839,52.2444,51.128,51.5374,1725537.0
2022-03-12,51.1839,52.2444,51.128,51.5374,1725537.0
2022-03-13,51.1839,52.2444,51.128,51.5374,1725537.0
2022-03-14,52.663,54.1979,52.4956,53.3514,2004890.0
2022-03-15,53.77,54.4491,52.8398,53.5654,1756840.0
2022-03-16,54.384,55.6027,53.6705,55.0166,1054908.0
2022-03-17,53.9375,54.4491,53.4537,53.6584,961923.0
2022-03-18,53.5375,53.7886,52.2351,53.6956,3481631.0
2022-03-19,53.5375,53.7886,52.2351,53.6956,3481631.0
2022-03-20,53.5375,53.7886,52.2351,53.6956,3481631.0
2022-03-21,53.7049,54.3561,53.1886,53.7979,1046613.0
2022-03-22,54.691,55.3143,54.0305,55.0259,1285723.0
2022-03-23,54.5515,54.7189,53.0909,53.1933,662910.0
2022-03-24,53.8165,54.0956,52.8305,53.7793,765872.0
2022-03-25,53.9561,55.5841,53.8817,55.519,1013919.0
2022-03-26,53.9561,55.5841,53.8817,55.519,1013919.0
2022-03-27,53.9561,55.5841,53.8817,55.519,1013919.0
2022-03-28,54.9887,55.0399,54.2352,54.9422,719160.0
2022-03-29,56.1888,56.2632,54.7933,55.3143,983541.0
2022-03-30,55.3422,55.4166,53.2026,53.6677,1020960.0
2022-03-31,53.2305,54.1328,52.1979,52.2072,872677.0
2022-04-01,53.2119,53.277,51.3839,51.7792,1387282.0
2022-04-02,53.2119,53.277,51.3839,51.7792,1387282.0
2022-04-03,53.2119,53.277,51.3839,51.7792,1387282.0
2022-04-04,51.5095,51.5653,50.3745,50.7187,1303246.0
2022-04-05,50.421,51.0443,49.4535,49.5466,801695.0
2022-04-06,49.2117,49.3512,48.2535,48.4954,1134850.0
2022-04-07,48.6628,48.6628,46.672,46.6906,1695290.0
2022-04-08,47.0441,47.2581,46.3929,46.5139,2251477.0
2022-04-09,47.0441,47.2581,46.3929,46.5139,2251477.0
2022-04-10,47.0441,47.2581,46.3929,46.5139,2251477.0
2022-04-11,46.4674,47.807,46.4441,46.7371,1007736.0
2022-04-12,46.7371,47.4721,45.7883,46.0952,1086311.0
2022-04-13,45.7324,47.0906,45.4534,47.0627,709556.0
2022-04-14,46.979,47.3186,46.5139,46.9418,1017496.0
2022-04-15,46.979,47.3186,46.5139,46.9418,1017496.0
2022-04-16,46.979,47.3186,46.5139,46.9418,1017496.0
2022-04-17,46.979,47.3186,46.5139,46.9418,1017496.0
2022-04-18,46.6534,47.379,46.4767,47.2395,1142391.0
2022-04-19,47.7232,48.7931,47.7232,48.6163,1035143.0
2022-04-20,49.1,49.6489,48.9605,49.2582,1012084.0
2022-04-21,49.8908,50.0117,47.993,48.2442,1188019.0
2022-04-22,48.0488,48.0674,46.5604,46.6069,893462.0
2022-04-23,48.0488,48.0674,46.5604,46.6069,893462.0
2022-04-24,48.0488,48.0674,46.5604,46.6069,893462.0
2022-04-25,46.2627,46.765,44.8859,46.5883,1004853.0
2022-04-26,45.7696,46.4301,45.0347,45.1185,853179.0
2022-04-27,45.1836,45.7045,44.5696,45.2766,1420792.0
2022-04-28,46.486,47.8349,46.058,47.6674,1733236.0
2022-04-29,47.4069,48.086,46.4115,46.5046,1709348.0
2022-04-30,47.4069,48.086,46.4115,46.5046,1709348.0
2022-05-01,47.4069,48.086,46.4115,46.5046,1709348.0
2022-05-02,46.9139,46.979,45.351,46.4953,1458422.0
2022-05-03,46.7278,47.4441,46.3371,47.0534,739956.0
2022-05-04,46.9139,47.9,46.1511,47.8721,1354392.0
2022-05-05,47.1186,47.2581,45.2952,45.9929,1027799.0
2022-05-06,46.0301,46.0952,44.2719,44.8022,954419.0
2022-05-07,46.0301,46.0952,44.2719,44.8022,954419.0
2022-05-08,46.0301,46.0952,44.2719,44.8022,954419.0
2022-05-09,44.1045,44.5324,43.444,43.8905,1102558.0
2022-05-10,44.4394,44.5603,42.5509,43.6486,882257.0
2022-05-11,43.8926,44.7839,42.7479,42.8698,852321.0
2022-05-12,42.701,43.4516,42.1849,43.2452,1251105.0
2022-05-13,43.6486,44.4274,43.3953,43.9864,756637.0
2022-05-14,43.6486,44.4274,43.3953,43.9864,756637.0
2022-05-15,43.6486,44.4274,43.3953,43.9864,756637.0
2022-05-16,43.6955,43.977,42.8323,43.4703,716892.0
2022-05-17,44.4461,45.3891,44.4461,45.3281,820492.0
2022-05-18,44.7182,44.9114,43.3305,43.4891,1164500.0
2022-05-19,42.701,43.4938,42.3819,42.7197,937000.0
2022-05-20,42.7291,43.3953,41.8002,43.0481,1191236.0
2022-05-21,42.7291,43.3953,41.8002,43.0481,1191236.0
2022-05-22,42.7291,43.3953,41.8002,43.0481,1191236.0
