,KOP US Equity,KOP US Equity,KOP US Equity,KOP US Equity,KOP US Equity
2020-03-15,13.8857,13.8955,12.5661,13.8759,296334.0
2020-03-16,11.8176,13.3244,10.7245,10.9313,215420.0
2020-03-17,11.1873,12.0835,10.429,11.6994,261634.0
2020-03-18,10.6851,11.3745,8.8534,9.9859,329803.0
2020-03-19,10.0647,11.5566,9.848,10.8919,251385.0
2020-03-20,11.0495,11.9456,9.3556,9.3556,332348.0
2020-03-21,11.0495,11.9456,9.3556,9.3556,332348.0
2020-03-22,11.0495,11.9456,9.3556,9.3556,332348.0
2020-03-23,9.5526,10.3897,8.5087,9.198,222866.0
2020-03-24,10.1041,10.5669,9.6117,10.4487,210784.0
2020-03-25,10.6556,11.8669,10.1435,11.1578,320016.0
2020-03-26,11.4335,13.0492,11.3745,12.4085,242466.0
2020-03-27,11.729,12.3986,11.3449,11.4926,223735.0
2020-03-28,11.729,12.3986,11.3449,11.4926,223735.0
2020-03-29,11.729,12.3986,11.3449,11.4926,223735.0
2020-03-30,11.3646,12.4873,11.2563,12.4085,195059.0
2020-03-31,12.507,12.7236,11.7388,12.182,267023.0
2020-04-01,11.532,11.66,9.848,9.917,255785.0
2020-04-02,9.6904,10.1912,9.0799,9.3261,208002.0
2020-04-03,9.3064,9.523,8.1246,8.2526,282186.0
2020-04-04,9.3064,9.523,8.1246,8.2526,282186.0
2020-04-05,9.3064,9.523,8.1246,8.2526,282186.0
2020-04-06,8.8632,10.3897,8.8632,10.3601,294786.0
2020-04-07,11.0987,11.8225,10.3306,10.4094,375623.0
2020-04-08,10.8525,14.1221,10.5571,13.6001,446115.0
2020-04-09,13.6887,15.2643,13.1077,13.6198,399317.0
2020-04-10,13.6887,15.2643,13.1077,13.6198,399317.0
2020-04-11,13.6887,15.2643,13.1077,13.6198,399317.0
2020-04-12,13.6887,15.2643,13.1077,13.6198,399317.0
2020-04-13,13.5903,13.9546,12.7611,12.9994,282276.0
2020-04-14,13.5115,13.9743,13.1077,13.3835,245120.0
2020-04-15,12.4873,12.6744,11.8176,11.8275,209098.0
2020-04-16,11.9259,11.9259,10.69,11.1086,270683.0
2020-04-17,11.5616,12.1623,11.5616,11.8767,197763.0
2020-04-18,11.5616,12.1623,11.5616,11.8767,197763.0
2020-04-19,11.5616,12.1623,11.5616,11.8767,197763.0
2020-04-20,11.4434,11.66,10.7836,10.9116,202577.0
2020-04-21,10.4881,10.9707,10.2025,10.3897,223642.0
2020-04-22,10.8328,10.951,10.3503,10.5768,169940.0
2020-04-23,10.6359,11.3144,10.6359,11.1676,395617.0
2020-04-24,11.4729,11.4729,10.2912,11.0199,159969.0
2020-04-25,11.4729,11.4729,10.2912,11.0199,159969.0
2020-04-26,11.4729,11.4729,10.2912,11.0199,159969.0
2020-04-27,10.9018,11.7881,10.8328,11.5517,221462.0
2020-04-28,11.8176,13.6986,11.7063,13.1274,399389.0
2020-04-29,13.7774,16.0917,13.413,15.9538,546227.0
2020-04-30,15.3531,15.9735,14.9,15.5205,446638.0
2020-05-01,14.969,15.55,13.3342,13.5016,353390.0
2020-05-02,14.969,15.55,13.3342,13.5016,353390.0
2020-05-03,14.969,15.55,13.3342,13.5016,353390.0
2020-05-04,13.0092,14.3978,12.8714,13.5312,294906.0
2020-05-05,13.8759,14.4372,12.9403,13.0683,236664.0
2020-05-06,13.2357,13.5312,12.2115,12.2608,149491.0
2020-05-07,12.4282,13.6789,12.4183,13.1077,248585.0
2020-05-08,13.5903,15.3334,13.4707,15.2644,247485.0
2020-05-09,13.5903,15.3334,13.4707,15.2644,247485.0
2020-05-10,13.5903,15.3334,13.4707,15.2644,247485.0
2020-05-11,14.7425,15.0773,13.5509,15.0379,276858.0
2020-05-12,15.1659,15.1659,13.0979,13.1569,356954.0
2020-05-13,13.0486,13.541,11.6305,11.8176,266945.0
2020-05-14,11.2563,12.1844,10.7442,11.8767,237003.0
2020-05-15,11.985,12.0638,11.4138,11.7684,176888.0
2020-05-16,11.985,12.0638,11.4138,11.7684,176888.0
2020-05-17,11.985,12.0638,11.4138,11.7684,176888.0
2020-05-18,12.7039,14.1713,12.7039,14.063,290283.0
2020-05-19,13.9645,15.2152,13.4327,14.644,378640.0
2020-05-20,15.0478,16.003,14.8016,15.5993,316716.0
2020-05-21,16.0523,16.131,15.4198,15.7076,312255.0
2020-05-22,15.7962,15.9193,15.4318,15.7371,266619.0
2020-05-23,15.7962,15.9193,15.4318,15.7371,266619.0
2020-05-24,15.7962,15.9193,15.4318,15.7371,266619.0
2020-05-25,15.7962,15.9193,15.4318,15.7371,266619.0
2020-05-26,16.5447,17.2242,15.9095,16.909,480577.0
2020-05-27,17.5886,18.14,17.0075,18.012,280616.0
2020-05-28,18.6324,18.6324,16.4363,16.5939,297245.0
2020-05-29,16.4265,17.0371,15.7667,16.3182,412483.0
2020-05-30,16.4265,17.0371,15.7667,16.3182,412483.0
2020-05-31,16.4265,17.0371,15.7667,16.3182,412483.0
2020-06-01,16.4166,17.7757,16.1507,17.2045,235001.0
2020-06-02,17.431,17.8741,17.0469,17.5295,322475.0
2020-06-03,18.0514,18.8196,17.559,18.6029,260051.0
2020-06-04,18.4946,20.474,18.2681,20.0112,310572.0
2020-06-05,21.2028,22.1974,20.7892,20.8975,261110.0
2020-06-06,21.2028,22.1974,20.7892,20.8975,261110.0
2020-06-07,21.2028,22.1974,20.7892,20.8975,261110.0
2020-06-08,21.4785,22.4436,21.4785,22.3845,290196.0
2020-06-09,21.9512,22.1482,20.1884,21.0157,211044.0
2020-06-10,20.7596,20.7596,18.5143,18.6226,345509.0
2020-06-11,16.8696,17.756,15.9636,16.1212,247381.0
2020-06-12,17.3424,17.9628,16.3083,17.0075,226496.0
2020-06-13,17.3424,17.9628,16.3083,17.0075,226496.0
2020-06-14,17.3424,17.9628,16.3083,17.0075,226496.0
2020-06-15,15.875,16.845,15.6465,16.7121,198655.0
2020-06-16,17.3522,18.2681,17.0666,17.6673,308018.0
2020-06-17,18.8393,20.2868,18.1006,18.1302,377271.0
2020-06-18,18.2582,19.4597,17.9726,19.3907,338307.0
2020-06-19,19.9225,20.0899,18.7112,19.0756,321810.0
2020-06-20,19.9225,20.0899,18.7112,19.0756,321810.0
2020-06-21,19.9225,20.0899,18.7112,19.0756,321810.0
2020-06-22,18.8097,19.1642,18.2967,18.9968,141125.0
2020-06-23,19.4301,19.4301,18.3469,18.8393,191841.0
2020-06-24,18.2878,18.3469,17.3128,17.687,171587.0
2020-06-25,17.3227,18.012,17.0962,17.9529,286459.0
2020-06-26,17.6575,17.7264,16.5348,16.9878,417819.0
2020-06-27,17.6575,17.7264,16.5348,16.9878,417819.0
2020-06-28,17.6575,17.7264,16.5348,16.9878,417819.0
2020-06-29,17.431,18.534,17.2537,18.1203,168903.0
2020-06-30,17.8446,18.7605,17.5689,18.5537,157102.0
2020-07-01,18.5241,19.0067,17.7757,17.8249,99043.0
2020-07-02,18.5635,19.0877,17.7806,18.1006,142897.0
2020-07-03,18.5635,19.0877,17.7806,18.1006,142897.0
2020-07-04,18.5635,19.0877,17.7806,18.1006,142897.0
2020-07-05,18.5635,19.0877,17.7806,18.1006,142897.0
2020-07-06,18.8688,18.8688,17.9431,18.3469,171436.0
2020-07-07,18.0317,18.0317,17.4507,17.4605,181565.0
2020-07-08,17.362,18.14,17.2098,17.9529,390319.0
2020-07-09,18.0613,18.0613,17.1221,17.3128,188613.0
2020-07-10,17.1454,18.5734,17.1454,18.4453,115628.0
2020-07-11,17.1454,18.5734,17.1454,18.4453,115628.0
2020-07-12,17.1454,18.5734,17.1454,18.4453,115628.0
2020-07-13,18.987,19.4794,18.5044,18.7211,188853.0
2020-07-14,18.6718,19.2332,18.3567,19.2036,163825.0
2020-07-15,19.893,20.149,19.5582,19.9028,264948.0
2020-07-16,19.8142,20.0998,19.44,19.7945,258157.0
2020-07-17,19.8536,20.4642,19.7945,20.3165,136312.0
2020-07-18,19.8536,20.4642,19.7945,20.3165,136312.0
2020-07-19,19.8536,20.4642,19.7945,20.3165,136312.0
2020-07-20,20.0309,20.5823,19.4006,19.5089,158551.0
2020-07-21,19.7059,20.927,19.7059,20.7005,151678.0
2020-07-22,20.4051,20.9763,20.2475,20.5134,125758.0
2020-07-23,20.3361,21.2816,20.3361,21.0255,167297.0
2020-07-24,20.9861,21.0157,20.0407,20.1983,98659.0
2020-07-25,20.9861,21.0157,20.0407,20.1983,98659.0
2020-07-26,20.9861,21.0157,20.0407,20.1983,98659.0
2020-07-27,22.5224,25.1025,21.902,24.689,495283.0
2020-07-28,24.6988,25.9397,24.2458,24.7087,298227.0
2020-07-29,24.7185,25.7329,23.8519,25.7033,309590.0
2020-07-30,25.2306,25.7033,24.7678,25.0041,186436.0
2020-07-31,24.7185,25.6934,24.2163,24.7875,203426.0
2020-08-01,24.7185,25.6934,24.2163,24.7875,203426.0
2020-08-02,24.7185,25.6934,24.2163,24.7875,203426.0
2020-08-03,25.1912,25.3556,24.1473,24.9549,193333.0
2020-08-04,24.8367,25.0337,24.4428,24.945,99403.0
2020-08-05,25.5064,26.3434,25.073,26.1662,182873.0
2020-08-06,25.9889,25.9889,25.3094,25.5556,98876.0
2020-08-07,25.2897,25.7132,24.7678,25.6738,176363.0
2020-08-08,25.2897,25.7132,24.7678,25.6738,176363.0
2020-08-09,25.2897,25.7132,24.7678,25.6738,176363.0
2020-08-10,25.7033,26.5109,25.7033,25.9298,141779.0
2020-08-11,26.4912,26.7964,25.1912,25.3389,168822.0
2020-08-12,25.9594,25.9594,25.2503,25.8904,89244.0
2020-08-13,25.5654,26.1366,25.5457,25.8215,86401.0
2020-08-14,25.4867,26.1859,25.142,25.7919,172733.0
2020-08-15,25.4867,26.1859,25.142,25.7919,172733.0
2020-08-16,25.4867,26.1859,25.142,25.7919,172733.0
2020-08-17,25.6836,26.3889,25.0238,25.2109,85014.0
2020-08-18,25.1124,25.6836,25.1026,25.2503,216843.0
2020-08-19,25.4177,26.048,25.2109,25.3783,157184.0
2020-08-20,24.8465,25.2799,24.5905,24.8367,99483.0
2020-08-21,24.62,24.9007,24.0193,24.4723,124530.0
2020-08-22,24.62,24.9007,24.0193,24.4723,124530.0
2020-08-23,24.62,24.9007,24.0193,24.4723,124530.0
2020-08-24,24.62,25.6148,24.4139,25.2995,144488.0
2020-08-25,25.5556,25.8904,23.7228,24.6693,200180.0
2020-08-26,24.5314,24.945,24.3443,24.62,114852.0
2020-08-27,24.8465,25.1223,24.0193,24.3541,151687.0
2020-08-28,24.5314,24.6693,23.9602,24.4723,105826.0
2020-08-29,24.5314,24.6693,23.9602,24.4723,105826.0
2020-08-30,24.5314,24.6693,23.9602,24.4723,105826.0
2020-08-31,24.3541,24.3541,23.6549,23.6943,125657.0
2020-09-01,23.3693,24.3049,22.8572,24.0784,138434.0
2020-09-02,24.0193,24.0193,23.2709,23.7042,107191.0
2020-09-03,23.7436,23.9799,22.2073,22.2467,209383.0
2020-09-04,22.9557,23.3496,22.158,23.005,244297.0
2020-09-05,22.9557,23.3496,22.158,23.005,244297.0
2020-09-06,22.9557,23.3496,22.158,23.005,244297.0
2020-09-07,22.9557,23.3496,22.158,23.005,244297.0
2020-09-08,22.6504,22.9951,22.3451,22.3747,108912.0
2020-09-09,22.6012,22.8613,22.0399,22.2959,106347.0
2020-09-10,22.5224,22.7588,22.0399,22.0891,100328.0
2020-09-11,22.1777,22.483,21.833,21.8823,91221.0
2020-09-12,22.1777,22.483,21.833,21.8823,91221.0
2020-09-13,22.1777,22.483,21.833,21.8823,91221.0
2020-09-14,22.0792,22.2762,21.5672,21.9414,111910.0
2020-09-15,22.0891,22.4535,21.6963,21.8626,92673.0
2020-09-16,21.8921,22.1285,21.4194,21.449,117173.0
2020-09-17,21.2717,22.936,21.0846,22.1876,206863.0
2020-09-18,22.3648,22.9533,21.8724,22.227,345015.0
2020-09-19,22.3648,22.9533,21.8724,22.227,345015.0
2020-09-20,22.3648,22.9533,21.8724,22.227,345015.0
2020-09-21,21.3702,21.3702,19.9718,20.3854,218156.0
2020-09-22,20.7793,21.6466,20.6513,21.4391,161501.0
2020-09-23,21.3603,21.7543,19.1051,19.765,200386.0
2020-09-24,19.3809,20.1687,18.6324,19.7945,142655.0
2020-09-25,19.4498,20.3903,19.4498,19.9324,96603.0
2020-09-26,19.4498,20.3903,19.4498,19.9324,96603.0
2020-09-27,19.4498,20.3903,19.4498,19.9324,96603.0
2020-09-28,20.2968,20.932,20.2968,20.5627,113650.0
2020-09-29,20.5331,21.0157,20.3952,20.5036,169579.0
2020-09-30,20.6414,21.3702,20.2672,20.5922,129976.0
2020-10-01,20.7498,21.0058,20.4346,20.7005,181219.0
2020-10-02,20.0703,21.9315,20.0703,21.705,115423.0
2020-10-03,20.0703,21.9315,20.0703,21.705,115423.0
2020-10-04,20.0703,21.9315,20.0703,21.705,115423.0
2020-10-05,22.0103,22.3747,21.5672,22.0399,107038.0
2020-10-06,22.5323,23.4383,22.1679,22.355,139065.0
2020-10-07,22.6603,23.2659,22.5027,22.7883,185364.0
2020-10-08,23.2906,23.389,22.6701,23.3398,89977.0
2020-10-09,23.5466,23.8864,23.197,23.4383,97668.0
2020-10-10,23.5466,23.8864,23.197,23.4383,97668.0
2020-10-11,23.5466,23.8864,23.197,23.4383,97668.0
2020-10-12,23.3496,24.0095,23.2823,23.9405,79913.0
2020-10-13,23.5072,23.9602,23.0148,23.5368,164531.0
2020-10-14,23.4875,24.2655,23.4678,24.0882,80335.0
2020-10-15,23.5958,24.5905,23.261,24.4428,119562.0
2020-10-16,24.62,25.0927,24.2836,24.3837,121550.0
2020-10-17,24.62,25.0927,24.2836,24.3837,121550.0
2020-10-18,24.62,25.0927,24.2836,24.3837,121550.0
2020-10-19,24.4428,25.398,24.2557,24.4132,116219.0
2020-10-20,24.6693,25.2109,24.2163,25.0435,118637.0
2020-10-21,25.0435,25.2602,23.911,23.9405,121281.0
2020-10-22,23.9307,24.1818,23.4777,24.0489,81012.0
2020-10-23,24.2064,25.0287,24.0095,24.8268,90966.0
2020-10-24,24.2064,25.0287,24.0095,24.8268,90966.0
2020-10-25,24.2064,25.0287,24.0095,24.8268,90966.0
2020-10-26,25.6048,26.373,23.3595,24.2951,314844.0
2020-10-27,24.5609,24.5609,22.0596,22.3353,161508.0
2020-10-28,21.5672,22.3845,21.38,22.1383,137386.0
2020-10-29,22.03,23.0247,21.833,22.8868,132851.0
2020-10-30,22.808,22.808,21.7641,22.0891,142127.0
2020-10-31,22.808,22.808,21.7641,22.0891,142127.0
2020-11-01,22.808,22.808,21.7641,22.0891,142127.0
2020-11-02,22.5815,23.4186,22.1777,23.3299,128287.0
2020-11-03,23.9208,24.4428,23.6352,23.7436,127088.0
2020-11-04,23.8667,24.2064,22.4436,22.6701,106102.0
2020-11-05,22.9853,24.2655,22.8375,23.9898,92585.0
2020-11-06,24.2557,24.4625,22.7489,22.8178,95631.0
2020-11-07,24.2557,24.4625,22.7489,22.8178,95631.0
2020-11-08,24.2557,24.4625,22.7489,22.8178,95631.0
2020-11-09,24.3837,26.6389,24.0882,24.1473,234971.0
2020-11-10,24.5413,26.0677,24.1867,25.6147,182865.0
2020-11-11,25.9101,26.0775,25.0632,25.6935,162586.0
2020-11-12,25.4867,25.723,24.9844,25.3094,180650.0
2020-11-13,25.6147,26.1809,25.1026,25.3586,134705.0
2020-11-14,25.6147,26.1809,25.1026,25.3586,134705.0
2020-11-15,25.6147,26.1809,25.1026,25.3586,134705.0
2020-11-16,26.1957,26.4321,25.5278,26.3927,190002.0
2020-11-17,26.0578,26.7571,25.6541,26.3139,111492.0
2020-11-18,26.5896,27.0525,25.6344,25.6442,125713.0
2020-11-19,25.595,25.6048,23.7436,24.7875,201599.0
2020-11-20,25.2208,26.3336,25.073,26.0874,182578.0
2020-11-21,25.2208,26.3336,25.073,26.0874,182578.0
2020-11-22,25.2208,26.3336,25.073,26.0874,182578.0
2020-11-23,26.5404,27.3873,26.1563,27.1411,161716.0
2020-11-24,27.5744,28.7857,26.9836,28.2047,177218.0
2020-11-25,28.0668,28.1358,27.4267,28.0668,110575.0
2020-11-26,28.0668,28.1358,27.4267,28.0668,110575.0
2020-11-27,28.0865,28.2736,27.4858,27.8206,52531.0
2020-11-28,28.0865,28.2736,27.4858,27.8206,52531.0
2020-11-29,28.0865,28.2736,27.4858,27.8206,52531.0
2020-11-30,27.4661,27.5843,26.6487,26.6586,402468.0
2020-12-01,27.4858,27.4858,26.4813,27.279,121322.0
2020-12-02,27.2002,27.6237,26.9443,27.5055,78127.0
2020-12-03,27.8009,27.8108,26.6438,27.151,133949.0
2020-12-04,27.2888,28.771,27.151,28.5888,181940.0
2020-12-05,27.2888,28.771,27.151,28.5888,181940.0
2020-12-06,27.2888,28.771,27.151,28.5888,181940.0
2020-12-07,28.8744,29.4948,28.2146,28.3426,163487.0
2020-12-08,28.1259,28.7267,26.629,26.8654,327030.0
2020-12-09,27.0919,28.4312,27.0919,27.5646,212810.0
2020-12-10,27.3676,27.4169,26.6586,26.8949,130881.0
2020-12-11,26.6389,26.7177,25.8412,26.0972,138306.0
2020-12-12,26.6389,26.7177,25.8412,26.0972,138306.0
2020-12-13,26.6389,26.7177,25.8412,26.0972,138306.0
2020-12-14,26.698,27.8403,26.6389,27.1214,231890.0
2020-12-15,27.4366,28.4017,27.1313,28.1949,152346.0
2020-12-16,28.4115,28.4312,27.2692,27.6335,117931.0
2020-12-17,27.8206,28.057,27.2593,27.8699,205719.0
2020-12-18,27.8699,28.2146,26.8654,26.8654,911009.0
2020-12-19,27.8699,28.2146,26.8654,26.8654,911009.0
2020-12-20,27.8699,28.2146,26.8654,26.8654,911009.0
2020-12-21,26.5896,28.0668,26.1465,28.0274,300193.0
2020-12-22,27.9881,28.3524,27.5154,28.2933,192474.0
2020-12-23,28.51,29.5539,28.51,29.0713,165853.0
2020-12-24,29.0516,29.4554,28.707,29.0024,37474.0
2020-12-25,29.0516,29.4554,28.707,29.0024,37474.0
2020-12-26,29.0516,29.4554,28.707,29.0024,37474.0
2020-12-27,29.0516,29.4554,28.707,29.0024,37474.0
2020-12-28,29.3372,29.9971,29.2427,29.938,151399.0
2020-12-29,30.1743,30.1743,28.9827,29.3372,241653.0
2020-12-30,29.416,30.0463,29.0615,29.9281,114451.0
2020-12-31,29.9478,30.9228,29.6819,30.6864,140151.0
2021-01-01,29.9478,30.9228,29.6819,30.6864,140151.0
2021-01-02,29.9478,30.9228,29.6819,30.6864,140151.0
2021-01-03,29.9478,30.9228,29.6819,30.6864,140151.0
2021-01-04,30.9129,31.2182,29.2191,29.3865,301200.0
2021-01-05,29.0615,30.4205,29.0615,30.0364,140534.0
2021-01-06,30.775,32.981,30.6372,32.6068,310588.0
2021-01-07,32.9712,33.2666,32.331,33.0499,160837.0
2021-01-08,33.2174,33.2174,32.0356,32.656,147572.0
2021-01-09,33.2174,33.2174,32.0356,32.656,147572.0
2021-01-10,33.2174,33.2174,32.0356,32.656,147572.0
2021-01-11,32.0553,32.8924,32.0553,32.656,94597.0
2021-01-12,32.7446,34.665,32.6954,34.5961,195607.0
2021-01-13,34.4188,34.5813,33.3454,33.9363,213790.0
2021-01-14,34.3794,34.9408,34.2711,34.6158,151316.0
2021-01-15,34.7241,35.6301,34.0446,35.2067,227154.0
2021-01-16,34.7241,35.6301,34.0446,35.2067,227154.0
2021-01-17,34.7241,35.6301,34.0446,35.2067,227154.0
2021-01-18,34.7241,35.6301,34.0446,35.2067,227154.0
2021-01-19,35.6991,36.1274,34.9605,35.3741,210541.0
2021-01-20,35.5119,35.8862,34.7733,35.4725,114418.0
2021-01-21,35.5415,36.0142,34.6847,34.7241,140922.0
2021-01-22,34.1332,35.1673,33.7196,35.1279,133211.0
2021-01-23,34.1332,35.1673,33.7196,35.1279,133211.0
2021-01-24,34.1332,35.1673,33.7196,35.1279,133211.0
2021-01-25,34.8324,35.5316,33.9188,34.2317,93822.0
2021-01-26,34.6355,34.7832,33.8722,34.1332,120250.0
2021-01-27,33.1484,33.6704,32.1144,33.306,183710.0
2021-01-28,33.887,34.2071,32.203,33.434,241753.0
2021-01-29,34.9408,36.2308,32.6757,32.7742,210979.0
2021-01-30,34.9408,36.2308,32.6757,32.7742,210979.0
2021-01-31,34.9408,36.2308,32.6757,32.7742,210979.0
2021-02-01,33.1484,34.3696,32.6954,34.2612,92973.0
2021-02-02,34.8029,34.8977,34.1972,34.2711,100738.0
2021-02-03,34.2514,34.9998,33.7196,34.6749,104048.0
2021-02-04,34.6749,34.9309,33.887,34.4779,265580.0
2021-02-05,34.9309,34.9309,33.7787,34.6946,103733.0
2021-02-06,34.9309,34.9309,33.7787,34.6946,103733.0
2021-02-07,34.9309,34.9309,33.7787,34.6946,103733.0
2021-02-08,34.9309,36.2111,34.468,35.9945,101741.0
2021-02-09,35.8862,35.9157,34.9998,35.5119,94072.0
2021-02-10,35.8468,35.8468,34.5468,35.2067,96779.0
2021-02-11,35.2559,35.5809,34.084,35.5415,109474.0
2021-02-12,35.4922,36.0043,34.9998,35.2657,72626.0
2021-02-13,35.4922,36.0043,34.9998,35.2657,72626.0
2021-02-14,35.4922,36.0043,34.9998,35.2657,72626.0
2021-02-15,35.4922,36.0043,34.9998,35.2657,72626.0
2021-02-16,35.6301,35.64,34.6453,34.8817,109132.0
2021-02-17,34.4779,35.118,34.1628,34.8029,78928.0
2021-02-18,34.5665,34.6847,33.6901,33.9264,100871.0
2021-02-19,34.1234,35.4824,34.1234,35.4529,124570.0
2021-02-20,34.1234,35.4824,34.1234,35.4529,124570.0
2021-02-21,34.1234,35.4824,34.1234,35.4529,124570.0
2021-02-22,35.3938,36.8562,35.3938,36.6839,143672.0
2021-02-23,36.6149,37.1073,36.1422,36.6051,127258.0
2021-02-24,34.4484,35.768,31.0902,35.2067,396706.0
2021-02-25,35.2165,35.443,33.9264,34.084,165945.0
2021-02-26,33.8772,33.8772,32.7003,32.9022,173511.0
2021-02-27,33.8772,33.8772,32.7003,32.9022,173511.0
2021-02-28,33.8772,33.8772,32.7003,32.9022,173511.0
2021-03-01,33.5128,35.0097,33.5128,34.4287,255069.0
2021-03-02,34.3499,35.0688,33.3158,34.34,128235.0
2021-03-03,34.7438,36.0238,34.7438,35.1771,156780.0
2021-03-04,34.9703,35.315,33.4931,33.7491,154937.0
2021-03-05,34.4484,34.9605,33.4636,34.9112,161305.0
2021-03-06,34.4484,34.9605,33.4636,34.9112,161305.0
2021-03-07,34.4484,34.9605,33.4636,34.9112,161305.0
2021-03-08,34.9506,35.7975,34.9014,35.1476,162676.0
2021-03-09,35.6498,35.6498,34.2415,34.2711,103394.0
2021-03-10,34.3696,35.2756,34.3696,35.1673,151251.0
2021-03-11,35.4233,36.6149,35.3642,36.024,138414.0
2021-03-12,35.9551,36.9005,35.7384,36.7035,102565.0
2021-03-13,35.9551,36.9005,35.7384,36.7035,102565.0
2021-03-14,35.9551,36.9005,35.7384,36.7035,102565.0
2021-03-15,36.5755,36.7971,35.6301,36.2013,77520.0
2021-03-16,36.0437,36.5361,34.8127,35.6695,132823.0
2021-03-17,35.6695,36.3589,35.1968,36.2604,84111.0
2021-03-18,36.2111,38.555,35.9846,36.3589,268796.0
2021-03-19,36.5558,37.1566,35.7115,36.6937,380214.0
2021-03-20,36.5558,37.1566,35.7115,36.6937,380214.0
2021-03-21,36.5558,37.1566,35.7115,36.6937,380214.0
2021-03-22,36.4573,37.0339,35.3741,35.5513,137007.0
2021-03-23,34.8718,35.0786,32.4984,33.1878,243976.0
2021-03-24,33.6901,34.5862,32.2621,32.2621,158327.0
2021-03-25,31.947,33.9067,31.3955,33.6605,207559.0
2021-03-26,34.2514,35.1082,33.887,34.8127,138056.0
2021-03-27,34.2514,35.1082,33.887,34.8127,138056.0
2021-03-28,34.2514,35.1082,33.887,34.8127,138056.0
2021-03-29,34.5862,35.1673,33.3355,33.3552,110132.0
2021-03-30,33.3848,34.8915,33.0992,34.7142,121604.0
2021-03-31,34.8029,35.2165,33.759,34.2317,179215.0
2021-04-01,34.3597,34.6749,33.5817,34.1037,120817.0
2021-04-02,34.3597,34.6749,33.5817,34.1037,120817.0
2021-04-03,34.3597,34.6749,33.5817,34.1037,120817.0
2021-04-04,34.3597,34.6749,33.5817,34.1037,120817.0
2021-04-05,34.5665,34.9211,34.1923,34.409,128100.0
2021-04-06,34.3597,34.862,33.7294,33.8772,86271.0
2021-04-07,33.956,33.956,33.2863,33.2961,95938.0
2021-04-08,33.3552,33.3552,32.4321,32.9712,101140.0
2021-04-09,33.0204,33.9067,33.0007,33.6802,85470.0
2021-04-10,33.0204,33.9067,33.0007,33.6802,85470.0
2021-04-11,33.0204,33.9067,33.0007,33.6802,85470.0
2021-04-12,33.8378,34.132,33.4832,33.9067,65456.0
2021-04-13,33.8082,33.8082,32.331,32.853,366279.0
2021-04-14,32.9219,34.1825,32.9219,33.3454,79070.0
2021-04-15,33.5226,33.887,32.8136,33.7885,79397.0
2021-04-16,34.3597,34.5862,33.6901,34.0249,78159.0
2021-04-17,34.3597,34.5862,33.6901,34.0249,78159.0
2021-04-18,34.3597,34.5862,33.6901,34.0249,78159.0
2021-04-19,34.0052,34.3105,33.0817,33.4931,114043.0
2021-04-20,33.3454,33.6901,31.7894,32.0454,226285.0
2021-04-21,31.9568,33.2666,31.8091,33.178,81799.0
2021-04-22,33.1583,33.1878,32.4197,32.4886,96351.0
2021-04-23,32.6954,34.0446,32.6954,33.6901,78978.0
2021-04-24,32.6954,34.0446,32.6954,33.6901,78978.0
2021-04-25,32.6954,34.0446,32.6954,33.6901,78978.0
2021-04-26,33.887,34.468,33.6901,33.9166,89567.0
2021-04-27,33.8969,33.8969,33.2961,33.6211,66113.0
2021-04-28,33.4143,33.887,33.2567,33.562,59990.0
2021-04-29,33.887,34.2218,33.237,33.2863,66607.0
2021-04-30,32.853,33.237,32.5969,32.7348,170844.0
2021-05-01,32.853,33.237,32.5969,32.7348,170844.0
2021-05-02,32.853,33.237,32.5969,32.7348,170844.0
2021-05-03,33.0795,34.3794,33.0795,33.631,188037.0
2021-05-04,33.178,34.7339,33.178,34.4385,77762.0
2021-05-05,34.6552,34.9408,33.9855,34.4582,86125.0
2021-05-06,34.3893,35.2559,34.2071,35.1968,263492.0
2021-05-07,37.3732,38.8406,36.6051,37.6391,192529.0
2021-05-08,37.3732,38.8406,36.6051,37.6391,192529.0
2021-05-09,37.3732,38.8406,36.6051,37.6391,192529.0
2021-05-10,38.2497,38.4073,36.2702,36.3884,151023.0
2021-05-11,35.7877,36.5558,35.4922,36.0142,92780.0
2021-05-12,35.6695,35.8566,33.5768,33.7688,129239.0
2021-05-13,33.9461,34.6552,32.853,33.4636,128449.0
2021-05-14,33.6999,34.665,33.2764,34.6256,121529.0
2021-05-15,33.6999,34.665,33.2764,34.6256,121529.0
2021-05-16,33.6999,34.665,33.2764,34.6256,121529.0
2021-05-17,34.468,35.0023,34.2711,34.6059,81711.0
2021-05-18,34.8718,35.0853,33.7098,33.8969,89691.0
2021-05-19,33.3651,34.3794,32.6757,32.9908,82028.0
2021-05-20,33.2272,33.2272,32.4492,32.9712,71490.0
2021-05-21,33.4537,34.0052,33.0992,33.3946,70257.0
2021-05-22,33.4537,34.0052,33.0992,33.3946,70257.0
2021-05-23,33.4537,34.0052,33.0992,33.3946,70257.0
2021-05-24,33.759,33.759,32.9416,33.2272,53423.0
2021-05-25,33.4242,33.7787,32.7053,32.7151,159987.0
2021-05-26,33.0401,33.2961,32.8431,33.1484,95627.0
2021-05-27,33.7491,34.3499,33.4931,33.7984,95167.0
2021-05-28,33.9953,34.2317,33.0992,34.1431,82597.0
2021-05-29,33.9953,34.2317,33.0992,34.1431,82597.0
2021-05-30,33.9953,34.2317,33.0992,34.1431,82597.0
