,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity
2020-04-28,289.822,297.947,282.586,285.793,2048045.0
2020-04-29,292.971,293.483,283.465,284.431,1757196.0
2020-04-30,279.456,285.088,278.722,282.943,1916526.0
2020-05-01,277.91,279.224,274.452,276.355,1151967.0
2020-05-02,277.91,279.224,274.452,276.355,1151967.0
2020-05-03,277.91,279.224,274.452,276.355,1151967.0
2020-05-04,273.689,278.355,271.534,276.075,1187777.0
2020-05-05,279.794,288.426,278.548,285.388,1049704.0
2020-05-06,284.818,287.349,279.118,279.543,881034.0
2020-05-07,284.557,287.668,282.982,285.552,1282637.0
2020-05-08,289.822,289.822,285.745,287.552,851989.0
2020-05-09,289.822,289.822,285.745,287.552,851989.0
2020-05-10,289.822,289.822,285.745,287.552,851989.0
2020-05-11,284.064,292.988,282.716,290.479,1206009.0
2020-05-12,294.614,296.749,289.059,289.059,1303868.0
2020-05-13,287.639,292.218,282.084,284.412,1642456.0
2020-05-14,281.523,290.073,280.238,289.938,1253732.0
2020-05-15,288.267,294.295,287.243,292.855,1960778.0
2020-05-16,288.267,294.295,287.243,292.855,1960778.0
2020-05-17,288.267,294.295,287.243,292.855,1960778.0
2020-05-18,300.497,305.525,300.082,301.057,1773091.0
2020-05-19,301.183,306.525,300.13,300.536,1237740.0
2020-05-20,304.661,306.308,301.782,303.347,801243.0
2020-05-21,303.627,306.062,298.739,300.217,725210.0
2020-05-22,300.391,302.023,297.087,301.28,621524.0
2020-05-23,300.391,302.023,297.087,301.28,621524.0
2020-05-24,300.391,302.023,297.087,301.28,621524.0
2020-05-25,300.391,302.023,297.087,301.28,621524.0
2020-05-26,308.124,308.734,301.289,302.393,1695355.0
2020-05-27,306.798,306.798,298.327,305.384,1182909.0
2020-05-28,307.65,313.217,304.774,308.647,1928700.0
2020-05-29,310.409,315.618,308.216,314.669,1935836.0
2020-05-30,310.409,315.618,308.216,314.669,1935836.0
2020-05-31,310.409,315.618,308.216,314.669,1935836.0
2020-06-01,315.666,319.074,313.072,316.876,892323.0
2020-06-02,315.444,317.38,313.013,316.944,1280258.0
2020-06-03,319.607,323.983,316.218,322.763,1058932.0
2020-06-04,320.555,322.976,314.011,316.964,1209060.0
2020-06-05,321.891,324.002,319.127,322.753,1522241.0
2020-06-06,321.891,324.002,319.127,322.753,1522241.0
2020-06-07,321.891,324.002,319.127,322.753,1522241.0
2020-06-08,320.342,322.472,315.513,321.407,1116809.0
2020-06-09,318.755,320.323,316.266,317.177,966559.0
2020-06-10,318.503,323.45,315.734,320.633,1136350.0
2020-06-11,314.65,315.792,296.739,297.252,1663514.0
2020-06-12,304.397,308.086,300.127,306.817,1168665.0
2020-06-13,304.397,308.086,300.127,306.817,1168665.0
2020-06-14,304.397,308.086,300.127,306.817,1168665.0
2020-06-15,300.127,310.68,298.298,309.47,998309.0
2020-06-16,319.49,319.49,308.899,314.582,918878.0
2020-06-17,316.218,319.079,314.795,315.928,896707.0
2020-06-18,314.204,317.331,313.023,316.402,726309.0
2020-06-19,321.688,322.395,311.048,313.42,1932699.0
2020-06-20,321.688,322.395,311.048,313.42,1932699.0
2020-06-21,321.688,322.395,311.048,313.42,1932699.0
2020-06-22,313.401,316.518,310.554,315.966,1330386.0
2020-06-23,319.055,321.95,316.596,318.096,889956.0
2020-06-24,314.214,316.044,306.324,307.844,1298209.0
2020-06-25,308.24,317.796,305.936,317.38,1051903.0
2020-06-26,314.553,317.486,310.913,311.358,2563823.0
2020-06-27,314.553,317.486,310.913,311.358,2563823.0
2020-06-28,314.553,317.486,310.913,311.358,2563823.0
2020-06-29,314.795,314.795,308.105,311.058,1298222.0
2020-06-30,311.368,320.052,310.215,318.987,1823443.0
2020-07-01,319.897,325.429,318.222,323.866,963242.0
2020-07-02,327.574,328.485,322.008,322.637,707918.0
2020-07-03,327.574,328.485,322.008,322.637,707918.0
2020-07-04,327.574,328.485,322.008,322.637,707918.0
2020-07-05,327.574,328.485,322.008,322.637,707918.0
2020-07-06,327.817,333.088,326.848,330.159,1296503.0
2020-07-07,328.581,334.613,328.581,330.324,836785.0
2020-07-08,334.39,343.452,334.39,343.036,1121156.0
2020-07-09,342.668,345.427,338.311,341.487,1126447.0
2020-07-10,341.777,343.055,337.43,340.606,821104.0
2020-07-11,341.777,343.055,337.43,340.606,821104.0
2020-07-12,341.777,343.055,337.43,340.606,821104.0
2020-07-13,341.777,345.103,333.287,335.068,919729.0
2020-07-14,333.945,340.606,332.899,340.441,724580.0
2020-07-15,345.698,345.698,339.076,343.501,613247.0
2020-07-16,341.835,343.36,335.804,338.379,624583.0
2020-07-17,340.277,343.781,338.476,343.394,577783.0
2020-07-18,340.277,343.781,338.476,343.394,577783.0
2020-07-19,340.277,343.781,338.476,343.394,577783.0
2020-07-20,341.371,347.867,341.371,346.686,597695.0
2020-07-21,347.567,348.051,342.005,343.53,612021.0
2020-07-22,342.61,346.831,342.378,345.098,634661.0
2020-07-23,343.685,346.25,335.194,337.169,1383336.0
2020-07-24,336.298,341.09,334.448,338.824,860886.0
2020-07-25,336.298,341.09,334.448,338.824,860886.0
2020-07-26,336.298,341.09,334.448,338.824,860886.0
2020-07-27,338.979,344.183,338.263,340.131,1057902.0
2020-07-28,345.214,345.214,332.677,336.53,1185255.0
2020-07-29,337.14,348.535,337.14,348.399,1036260.0
2020-07-30,343.075,345.272,337.551,341.148,1122594.0
2020-07-31,342.397,343.442,333.742,339.095,1126780.0
2020-08-01,342.397,343.442,333.742,339.095,1126780.0
2020-08-02,342.397,343.442,333.742,339.095,1126780.0
2020-08-03,341.526,343.965,338.408,339.512,673340.0
2020-08-04,337.401,339.725,331.234,334.758,1116345.0
2020-08-05,335.968,338.805,334.642,336.327,712909.0
2020-08-06,336.085,341.497,335.32,341.342,623311.0
2020-08-07,338.853,340.296,330.779,336.21,827960.0
2020-08-08,338.853,340.296,330.779,336.21,827960.0
2020-08-09,338.853,340.296,330.779,336.21,827960.0
2020-08-10,334.013,334.313,329.637,333.112,552668.0
2020-08-11,333.945,338.573,330.847,332.764,745146.0
2020-08-12,336.375,341.758,335.978,338.069,522326.0
2020-08-13,336.327,345.117,336.327,344.788,723042.0
2020-08-14,343.191,346.357,339.676,341.051,530850.0
2020-08-15,343.191,346.357,339.676,341.051,530850.0
2020-08-16,343.191,346.357,339.676,341.051,530850.0
2020-08-17,342.019,348.39,342.019,345.766,618798.0
2020-08-18,345.776,350.742,345.146,348.651,561314.0
2020-08-19,350.268,351.536,346.357,346.705,1018980.0
2020-08-20,343.81,349.968,343.704,349.716,735509.0
2020-08-21,350.268,351.793,346.938,350.481,722498.0
2020-08-22,350.268,351.793,346.938,350.481,722498.0
2020-08-23,350.268,351.793,346.938,350.481,722498.0
2020-08-24,352.485,353.376,346.841,348.535,588534.0
2020-08-25,350.31,350.431,346.42,347.73,528249.0
2020-08-26,347.245,356.372,346.425,353.462,676869.0
2020-08-27,354.743,356.498,349.068,353.045,600611.0
2020-08-28,354.646,356.042,352.337,355.81,509904.0
2020-08-29,354.646,356.042,352.337,355.81,509904.0
2020-08-30,354.646,356.042,352.337,355.81,509904.0
2020-08-31,358.031,358.181,353.327,355.412,775310.0
2020-09-01,355.218,358.661,353.879,357.323,564890.0
2020-09-02,359.02,368.458,358.627,367.042,764867.0
2020-09-03,365.092,365.364,341.183,343.064,1352424.0
2020-09-04,343.035,345.809,327.64,334.81,1274971.0
2020-09-05,343.035,345.809,327.64,334.81,1274971.0
2020-09-06,343.035,345.809,327.64,334.81,1274971.0
2020-09-07,343.035,345.809,327.64,334.81,1274971.0
2020-09-08,329.456,334.548,324.984,330.426,1054960.0
2020-09-09,335.605,345.654,334.519,341.212,842932.0
2020-09-10,341.018,344.029,332.24,334.131,679609.0
2020-09-11,336.886,340.669,335.312,338.312,681872.0
2020-09-12,336.886,340.669,335.312,338.312,681872.0
2020-09-13,336.886,340.669,335.312,338.312,681872.0
2020-09-14,341.93,346.091,341.425,342.482,628485.0
2020-09-15,346.682,349.699,343.976,346.469,779327.0
2020-09-16,345.179,349.219,344.965,346.799,907133.0
2020-09-17,342.065,347.439,338.564,341.163,783664.0
2020-09-18,341.551,344.112,338.273,340.465,992722.0
2020-09-19,341.551,344.112,338.273,340.465,992722.0
2020-09-20,341.551,344.112,338.273,340.465,992722.0
2020-09-21,335.489,340.659,331.813,340.348,1129835.0
2020-09-22,340.775,342.793,334.214,339.65,748171.0
2020-09-23,339.99,341.585,332.395,332.754,628097.0
2020-09-24,332.89,337.928,331.813,335.479,644394.0
2020-09-25,334.742,344.214,334.17,342.25,578870.0
2020-09-26,334.742,344.214,334.17,342.25,578870.0
2020-09-27,334.742,344.214,334.17,342.25,578870.0
2020-09-28,346.479,348.874,344.451,344.868,741489.0
2020-09-29,345.247,349.495,343.899,346.256,580868.0
2020-09-30,346.275,352.783,344.936,349.767,1012012.0
2020-10-01,353.928,357.084,350.431,352.803,650276.0
2020-10-02,349.059,354.52,346.339,352.075,719508.0
2020-10-03,349.059,354.52,346.339,352.075,719508.0
2020-10-04,349.059,354.52,346.339,352.075,719508.0
2020-10-05,354.714,354.985,351.105,354.005,517274.0
2020-10-06,356.198,356.198,343.414,343.666,776319.0
2020-10-07,345.227,348.05,341.309,344.238,703068.0
2020-10-08,344.985,349.938,344.413,346.469,547833.0
2020-10-09,348.195,348.904,345.363,346.042,812242.0
2020-10-10,348.195,348.904,345.363,346.042,812242.0
2020-10-11,348.195,348.904,345.363,346.042,812242.0
2020-10-12,350.776,353.152,347.419,349.272,687219.0
2020-10-13,349.272,349.272,341.852,343.365,1163930.0
2020-10-14,346.256,346.614,339.815,340.95,812011.0
2020-10-15,337.361,340.979,334.907,337.012,962980.0
2020-10-16,337.545,341.406,336.275,337.71,1109623.0
2020-10-17,337.545,341.406,336.275,337.71,1109623.0
2020-10-18,337.545,341.406,336.275,337.71,1109623.0
2020-10-19,338.758,341.658,330.193,330.901,731609.0
2020-10-20,330.106,333.53,329.107,329.931,1032538.0
2020-10-21,332.22,334.359,327.138,327.758,691084.0
2020-10-22,327.438,329.611,324.267,327.118,1001918.0
2020-10-23,328.816,329.48,325.062,327.293,688550.0
2020-10-24,328.816,329.48,325.062,327.293,688550.0
2020-10-25,328.816,329.48,325.062,327.293,688550.0
2020-10-26,323.151,326.231,320.474,323.529,893574.0
2020-10-27,320.086,325.935,318.966,320.911,1482729.0
2020-10-28,315.246,319.664,312.443,316.885,1505588.0
2020-10-29,317.574,319.514,309.911,315.954,876582.0
2020-10-30,313.743,319.873,309.455,313.034,1464438.0
2020-10-31,313.743,319.873,309.455,313.034,1464438.0
2020-11-01,313.743,319.873,309.455,313.034,1464438.0
2020-11-02,318.699,325.421,315.983,318.069,1305121.0
2020-11-03,321.997,327.729,319.669,324.693,1186591.0
2020-11-04,328.127,346.944,327.923,340.552,1603683.0
2020-11-05,347.303,350.009,342.065,345.295,1317463.0
2020-11-06,344.791,346.071,337.662,343.714,1072286.0
2020-11-07,344.791,346.071,337.662,343.714,1072286.0
2020-11-08,344.791,346.071,337.662,343.714,1072286.0
2020-11-09,357.129,357.206,335.247,336.003,1316137.0
2020-11-10,334.762,336.566,323.588,325.033,1488579.0
2020-11-11,327.535,337.565,326.876,333.636,975903.0
2020-11-12,334.044,334.859,328.331,331.454,697879.0
2020-11-13,333.045,334.509,327.419,331.648,941261.0
2020-11-14,333.045,334.509,327.419,331.648,941261.0
2020-11-15,333.045,334.509,327.419,331.648,941261.0
2020-11-16,330.765,334.985,327.312,329.417,1407720.0
2020-11-17,328.137,330.94,326.148,326.546,1052236.0
2020-11-18,327.71,329.184,324.8,326.371,943535.0
2020-11-19,327.904,329.747,324.509,328.457,1111233.0
2020-11-20,327.846,332.167,326.531,328.117,825258.0
2020-11-21,327.846,332.167,326.531,328.117,825258.0
2020-11-22,327.846,332.167,326.531,328.117,825258.0
2020-11-23,329.068,331.279,323.612,326.992,893248.0
2020-11-24,327.138,329.47,324.475,324.815,1469701.0
2020-11-25,325.942,328.649,324.514,328.537,1013862.0
2020-11-26,325.942,328.649,324.514,328.537,1013862.0
2020-11-27,330.928,334.456,329.616,331.968,407732.0
2020-11-28,330.928,334.456,329.616,331.968,407732.0
2020-11-29,330.928,334.456,329.616,331.968,407732.0
2020-11-30,333.679,343.232,332.629,341.891,3327255.0
2020-12-01,342.814,342.814,323.634,324.922,2256158.0
2020-12-02,329.101,329.159,321.472,323.911,1713058.0
2020-12-03,321.073,325.194,316.505,317.429,1745578.0
2020-12-04,321.501,329.956,319.79,329.908,3059722.0
2020-12-05,321.501,329.956,319.79,329.908,3059722.0
2020-12-06,321.501,329.956,319.79,329.908,3059722.0
2020-12-07,328.722,330.627,323.488,326.788,1691421.0
2020-12-08,325.874,327.459,323.765,324.319,1637353.0
2020-12-09,324.854,325.733,314.8,318.08,2000275.0
2020-12-10,318.031,319.926,314.746,316.671,1475172.0
2020-12-11,315.767,319.785,314.173,315.689,1428977.0
2020-12-12,315.767,319.785,314.173,315.689,1428977.0
2020-12-13,315.767,319.785,314.173,315.689,1428977.0
2020-12-14,318.226,319.538,314.183,314.581,1666882.0
2020-12-15,315.66,317.497,314.173,314.737,1207606.0
2020-12-16,316.35,316.35,310.752,311.85,1809053.0
2020-12-17,313.813,313.813,307.535,312.035,3021620.0
2020-12-18,312.219,314.328,310.188,313.434,2981126.0
2020-12-19,312.219,314.328,310.188,313.434,2981126.0
2020-12-20,312.219,314.328,310.188,313.434,2981126.0
2020-12-21,309.741,310.927,302.918,310.596,2211518.0
2020-12-22,309.595,311.247,306.077,309.965,1627645.0
2020-12-23,311.004,312.53,304.745,304.814,1047557.0
2020-12-24,304.425,308.03,304.425,307.681,490838.0
2020-12-25,304.425,308.03,304.425,307.681,490838.0
2020-12-26,304.425,308.03,304.425,307.681,490838.0
2020-12-27,304.425,308.03,304.425,307.681,490838.0
2020-12-28,309.965,310.052,305.533,309.1,1030460.0
2020-12-29,311.481,313.833,310.8,312.453,1058642.0
2020-12-30,313.638,315.174,311.743,314.532,1340023.0
2020-12-31,315.184,319.606,314.217,319.489,1014196.0
2021-01-01,315.184,319.606,314.217,319.489,1014196.0
2021-01-02,315.184,319.606,314.217,319.489,1014196.0
2021-01-03,315.184,319.606,314.217,319.489,1014196.0
2021-01-04,322.385,327.264,321.209,323.882,3231324.0
2021-01-05,322.453,325.243,315.955,319.217,2012776.0
2021-01-06,317.866,321.187,315.038,319.615,1638315.0
2021-01-07,320.16,324.096,317.215,319.819,1856707.0
2021-01-08,321.89,321.89,313.619,317.662,1493885.0
2021-01-09,321.89,321.89,313.619,317.662,1493885.0
2021-01-10,321.89,321.89,313.619,317.662,1493885.0
2021-01-11,315.631,316.301,309.731,310.227,1545588.0
2021-01-12,310.761,310.761,304.454,306.981,2271502.0
2021-01-13,305.756,306.65,302.607,303.278,1936883.0
2021-01-14,304.153,307.506,296.426,297.573,1910647.0
2021-01-15,297.787,299.07,295.007,297.349,2701832.0
2021-01-16,297.787,299.07,295.007,297.349,2701832.0
2021-01-17,297.787,299.07,295.007,297.349,2701832.0
2021-01-18,297.787,299.07,295.007,297.349,2701832.0
2021-01-19,298.856,305.29,298.088,304.337,2224039.0
2021-01-20,308.75,315.329,306.152,312.89,2799556.0
2021-01-21,311.111,313.91,307.685,308.789,1622348.0
2021-01-22,307.865,311.597,306.203,306.281,1519115.0
2021-01-23,307.865,311.597,306.203,306.281,1519115.0
2021-01-24,307.865,311.597,306.203,306.281,1519115.0
2021-01-25,307.156,309.275,302.95,306.077,1453796.0
2021-01-26,306.505,312.015,304.473,310.042,1479847.0
2021-01-27,309.158,318.439,294.968,297.69,3074958.0
2021-01-28,300.032,314.576,298.438,310.003,2722048.0
2021-01-29,305.824,311.15,303.098,308.089,2734549.0
2021-01-30,305.824,311.15,303.098,308.089,2734549.0
2021-01-31,305.824,311.15,303.098,308.089,2734549.0
2021-02-01,310.761,313.813,308.264,312.793,1774650.0
2021-02-02,315.116,322.813,314.965,320.821,2397000.0
2021-02-03,320.723,320.723,315.057,315.135,1705099.0
2021-02-04,315.563,319.236,315.135,319.217,1172460.0
2021-02-05,319.703,323.114,314.387,314.911,2153270.0
2021-02-06,319.703,323.114,314.387,314.911,2153270.0
2021-02-07,319.703,323.114,314.387,314.911,2153270.0
2021-02-08,316.408,317.127,313.862,316.292,1250422.0
2021-02-09,320.723,328.955,317.497,323.046,3154645.0
2021-02-10,325.554,327.381,321.345,323.639,1810399.0
2021-02-11,324.951,330.258,323.639,329.849,1627453.0
2021-02-12,328.178,330.977,327.76,329.908,2033681.0
2021-02-13,328.178,330.977,327.76,329.908,2033681.0
2021-02-14,328.178,330.977,327.76,329.908,2033681.0
2021-02-15,328.178,330.977,327.76,329.908,2033681.0
2021-02-16,332.386,332.386,327.041,328.819,2280085.0
2021-02-17,325.933,329.558,325.213,329.402,1344948.0
2021-02-18,327.614,331.453,327.614,328.946,1154963.0
2021-02-19,329.597,332.308,328.965,329.704,1251795.0
2021-02-20,329.597,332.308,328.965,329.704,1251795.0
2021-02-21,329.597,332.308,328.965,329.704,1251795.0
2021-02-22,329.704,329.704,322.269,323.921,1542062.0
2021-02-23,323.327,323.327,314.715,316.771,2261563.0
2021-02-24,317.569,323.59,314.033,323.21,1662982.0
2021-02-25,322.917,327.048,320.94,322.002,2584223.0
2021-02-26,323.453,324.651,317.944,320.842,1690966.0
2021-02-27,323.453,324.651,317.944,320.842,1690966.0
2021-02-28,323.453,324.651,317.944,320.842,1690966.0
2021-03-01,322.947,330.136,321.632,328.801,1175146.0
2021-03-02,327.515,328.684,324.125,324.33,1748492.0
2021-03-03,321.651,323.083,317.842,318.086,1690285.0
2021-03-04,317.793,325.898,317.082,319.07,2134285.0
2021-03-05,321.466,326.152,318.846,325.869,2235632.0
2021-03-06,321.466,326.152,318.846,325.869,2235632.0
2021-03-07,321.466,326.152,318.846,325.869,2235632.0
2021-03-08,325.372,337.695,324.846,333.857,1854634.0
2021-03-09,338.358,342.283,333.019,333.273,2063334.0
2021-03-10,334.627,336.078,331.646,335.445,1263204.0
2021-03-11,336.857,337.744,333.876,336.214,1702547.0
2021-03-12,336.214,337.276,332.474,336.672,1226528.0
2021-03-13,336.214,337.276,332.474,336.672,1226528.0
2021-03-14,336.214,337.276,332.474,336.672,1226528.0
2021-03-15,335.63,342.692,335.63,342.4,1511595.0
2021-03-16,343.18,348.693,338.786,339.595,1332872.0
2021-03-17,339.078,342.205,336.789,341.134,1493045.0
2021-03-18,341.514,343.131,334.256,339.449,1718339.0
2021-03-19,338.075,340.588,337.325,338.387,2316966.0
2021-03-20,338.075,340.588,337.325,338.387,2316966.0
2021-03-21,338.075,340.588,337.325,338.387,2316966.0
2021-03-22,337.023,341.64,335.737,336.604,922148.0
2021-03-23,336.653,339.332,333.74,337.861,1619489.0
2021-03-24,338.085,344.046,337.305,342.692,1069015.0
2021-03-25,342.761,342.761,338.801,342.215,1388836.0
2021-03-26,342.673,350.291,341.991,350.252,1152738.0
2021-03-27,342.673,350.291,341.991,350.252,1152738.0
2021-03-28,342.673,350.291,341.991,350.252,1152738.0
2021-03-29,349.395,352.783,348.976,352.385,1464429.0
2021-03-30,349.882,350.335,343.199,343.657,1261788.0
2021-03-31,344.368,346.531,342.488,343.745,1116220.0
2021-04-01,350.145,353.583,346.316,353.272,1242845.0
2021-04-02,350.145,353.583,346.316,353.272,1242845.0
2021-04-03,350.145,353.583,346.316,353.272,1242845.0
2021-04-04,350.145,353.583,346.316,353.272,1242845.0
2021-04-05,353.807,358.88,352.025,357.675,997519.0
2021-04-06,356.613,358.766,354.923,356.389,937216.0
2021-04-07,355.785,357.587,350.111,351.859,1259955.0
2021-04-08,354.976,359.526,352.638,356.155,945949.0
2021-04-09,356.925,359.75,354.275,359.555,1323668.0
2021-04-10,356.925,359.75,354.275,359.555,1323668.0
2021-04-11,356.925,359.75,354.275,359.555,1323668.0
2021-04-12,359.009,362.156,356.73,361.513,1035534.0
2021-04-13,359.623,365.029,359.623,363.325,947785.0
2021-04-14,364.464,367.046,361.415,362.409,893123.0
2021-04-15,364.65,366.676,363.325,365.37,965756.0
2021-04-16,368.351,368.536,364.494,368.293,2062265.0
2021-04-17,368.351,368.536,364.494,368.293,2062265.0
2021-04-18,368.351,368.536,364.494,368.293,2062265.0
2021-04-19,367.747,369.257,366.082,366.705,977833.0
2021-04-20,365.302,369.501,363.295,369.257,1516568.0
2021-04-21,370.173,373.261,369.579,372.862,1180630.0
2021-04-22,371.196,375.501,371.04,373.397,1052829.0
2021-04-23,375.083,379.359,373.69,378.102,1234114.0
2021-04-24,375.083,379.359,373.69,378.102,1234114.0
2021-04-25,375.083,379.359,373.69,378.102,1234114.0
2021-04-26,378.297,378.297,373.485,374.001,924181.0
2021-04-27,375.696,376.446,371.361,374.206,1288029.0
2021-04-28,377.216,378.375,370.231,370.251,1551073.0
2021-04-29,375.044,383.372,372.589,382.544,1663123.0
2021-04-30,380.927,384.722,378.434,380.294,1492394.0
2021-05-01,380.927,384.722,378.434,380.294,1492394.0
2021-05-02,380.927,384.722,378.434,380.294,1492394.0
2021-05-03,380.898,383.928,380.09,383.713,1030978.0
2021-05-04,382.233,386.86,381.122,386.86,1735589.0
2021-05-05,387.707,388.243,381.2,381.921,1080042.0
2021-05-06,383.606,383.908,376.008,379.495,1612972.0
2021-05-07,380.655,381.492,378.745,380.606,1069023.0
2021-05-08,380.655,381.492,378.745,380.606,1069023.0
2021-05-09,380.655,381.492,378.745,380.606,1069023.0
2021-05-10,382.467,385.759,379.788,380.265,1319452.0
2021-05-11,375.044,376.325,368.4,369.851,1902825.0
2021-05-12,367.718,368.265,358.503,360.13,1690017.0
2021-05-13,362.565,370.601,361.542,369.881,1888076.0
2021-05-14,370.202,371.137,367.504,369.355,1563325.0
2021-05-15,370.202,371.137,367.504,369.355,1563325.0
2021-05-16,370.202,371.137,367.504,369.355,1563325.0
2021-05-17,369.296,369.296,363.724,365.253,1561406.0
2021-05-18,365.137,365.253,360.441,360.548,1027247.0
2021-05-19,357.421,361.191,354.704,361.084,1128619.0
2021-05-20,361.961,367.582,361.902,364.844,1150925.0
2021-05-21,365.75,369.52,365.4,367.738,1539693.0
2021-05-22,365.75,369.52,365.4,367.738,1539693.0
2021-05-23,365.75,369.52,365.4,367.738,1539693.0
2021-05-24,368.303,373.417,368.225,369.247,1205878.0
2021-05-25,371.326,372.493,369.208,369.55,952454.0
2021-05-26,370.38,372.098,368.33,369.628,871490.0
2021-05-27,369.491,373.767,368.174,371.453,1226634.0
2021-05-28,374.284,374.45,369.726,370.409,1760868.0
2021-05-29,374.284,374.45,369.726,370.409,1760868.0
2021-05-30,374.284,374.45,369.726,370.409,1760868.0
2021-05-31,374.284,374.45,369.726,370.409,1760868.0
2021-06-01,373.054,373.22,364.035,364.542,1415215.0
2021-06-02,364.386,371.707,364.386,370.76,1380201.0
2021-06-03,369.56,373.445,366.27,372.244,1471023.0
2021-06-04,372.8,375.934,371.961,375.397,938239.0
2021-06-05,372.8,375.934,371.961,375.397,938239.0
2021-06-06,372.8,375.934,371.961,375.397,938239.0
2021-06-07,375.612,376.461,371.551,372.127,800285.0
2021-06-08,372.137,375.426,370.038,375.211,1179584.0
2021-06-09,377.222,377.749,374.772,375.426,969119.0
2021-06-10,374.831,378.315,373.308,377.496,831682.0
2021-06-11,379.253,383.557,378.159,383.118,1085607.0
2021-06-12,379.253,383.557,378.159,383.118,1085607.0
2021-06-13,379.253,383.557,378.159,383.118,1085607.0
2021-06-14,379.575,387.052,378.911,386.905,1375444.0
2021-06-15,389.287,389.58,385.705,386.564,1813849.0
2021-06-16,387.569,389.59,381.39,383.382,1346008.0
2021-06-17,384.328,391.688,384.133,390.605,2122080.0
2021-06-18,389.063,389.795,380.443,381.381,2394857.0
2021-06-19,389.063,389.795,380.443,381.381,2394857.0
2021-06-20,389.063,389.795,380.443,381.381,2394857.0
2021-06-21,383.45,390.634,380.463,389.98,1431797.0
2021-06-22,389.375,395.222,387.393,394.217,1343184.0
2021-06-23,394.012,395.144,391.073,391.259,1254526.0
2021-06-24,394.431,402.611,392.547,401.362,2135607.0
2021-06-25,401.03,403.07,397.848,402.514,1980275.0
2021-06-26,401.03,403.07,397.848,402.514,1980275.0
2021-06-27,401.03,403.07,397.848,402.514,1980275.0
2021-06-28,402.162,404.866,400.63,400.991,1058322.0
2021-06-29,396.061,402.025,392.987,400.776,1709457.0
2021-06-30,400.083,401.713,398.453,400.649,1469439.0
2021-07-01,402.104,404.124,400.727,402.357,938651.0
2021-07-02,403.285,405.295,401.908,404.729,874201.0
2021-07-03,403.285,405.295,401.908,404.729,874201.0
2021-07-04,403.285,405.295,401.908,404.729,874201.0
2021-07-05,403.285,405.295,401.908,404.729,874201.0
2021-07-06,405.091,406.701,400.376,405.745,1166586.0
2021-07-07,406.955,409.932,404.446,409.151,714105.0
2021-07-08,404.934,409.298,404.837,407.101,1418108.0
2021-07-09,407.384,409.464,400.962,404.778,1534876.0
2021-07-10,407.384,409.464,400.962,404.778,1534876.0
2021-07-11,407.384,409.464,400.962,404.778,1534876.0
2021-07-12,406.457,407.755,399.204,401.918,1581725.0
2021-07-13,400.981,402.987,398.287,399.185,1143128.0
2021-07-14,399.234,400.991,397.833,400.776,810924.0
2021-07-15,399.351,403.138,399.351,401.694,845907.0
2021-07-16,403.246,405.344,401.801,404.524,905754.0
2021-07-17,403.246,405.344,401.801,404.524,905754.0
2021-07-18,403.246,405.344,401.801,404.524,905754.0
2021-07-19,401.742,405.056,396.403,399.38,1226600.0
2021-07-20,400.698,409.366,399.0,406.438,922698.0
2021-07-21,408.165,410.576,406.711,407.101,985485.0
2021-07-22,408.888,409.464,406.052,408.605,822030.0
2021-07-23,410.654,412.607,407.804,408.507,994796.0
2021-07-24,410.654,412.607,407.804,408.507,994796.0
2021-07-25,410.654,412.607,407.804,408.507,994796.0
2021-07-26,406.691,408.878,398.755,403.529,1166973.0
2021-07-27,402.553,405.51,398.18,402.933,1828562.0
2021-07-28,405.286,406.496,399.517,401.762,1474260.0
2021-07-29,409.776,417.712,406.067,413.456,1833265.0
2021-07-30,413.924,419.664,412.431,418.483,1571963.0
2021-07-31,413.924,419.664,412.431,418.483,1571963.0
2021-08-01,413.924,419.664,412.431,418.483,1571963.0
2021-08-02,420.318,425.745,418.317,423.881,1968871.0
2021-08-03,423.783,425.667,418.258,425.638,1645301.0
2021-08-04,425.638,434.023,423.969,429.005,2280694.0
2021-08-05,430.587,433.232,426.389,431.172,1391066.0
2021-08-06,430.489,431.822,426.878,431.036,1140150.0
2021-08-07,430.489,431.822,426.878,431.036,1140150.0
2021-08-08,430.489,431.822,426.878,431.036,1140150.0
2021-08-09,430.44,431.446,424.11,425.696,1238536.0
2021-08-10,428.293,428.293,422.949,424.115,879652.0
2021-08-11,425.15,426.751,420.806,423.246,1035703.0
2021-08-12,425.472,426.594,422.114,426.321,923092.0
2021-08-13,427.541,431.504,426.038,431.192,1022148.0
2021-08-14,427.541,431.504,426.038,431.192,1022148.0
2021-08-15,427.541,431.504,426.038,431.192,1022148.0
2021-08-16,430.304,435.633,427.981,435.458,1086864.0
2021-08-17,433.691,434.647,430.831,433.574,950024.0
2021-08-18,434.374,434.374,419.488,419.732,1694789.0
2021-08-19,414.764,424.789,412.694,423.578,1584990.0
2021-08-20,423.315,428.752,421.538,427.073,1621952.0
2021-08-21,423.315,428.752,421.538,427.073,1621952.0
2021-08-22,423.315,428.752,421.538,427.073,1621952.0
2021-08-23,429.455,431.826,426.443,428.537,873975.0
2021-08-24,430.118,430.948,426.565,427.151,854172.0
2021-08-25,427.444,428.549,423.758,428.148,572795.0
2021-08-26,429.361,429.361,424.159,427.474,543551.0
