,INTU US Equity,INTU US Equity,INTU US Equity,INTU US Equity,INTU US Equity
2021-08-25,567.283,572.835,541.44,545.96,2237826.0
2021-08-26,538.171,546.942,536.683,543.041,1557011.0
2021-08-27,544.997,556.415,544.053,556.11,1414248.0
2021-08-28,544.997,556.415,544.053,556.11,1414248.0
2021-08-29,544.997,556.415,544.053,556.11,1414248.0
2021-08-30,557.29,558.439,553.751,555.747,893865.0
2021-08-31,557.26,557.26,553.467,556.277,1231171.0
2021-09-01,557.447,557.918,552.897,553.349,1259555.0
2021-09-02,553.909,555.467,545.993,550.067,1086273.0
2021-09-03,549.782,556.896,548.349,553.467,762599.0
2021-09-04,549.782,556.896,548.349,553.467,762599.0
2021-09-05,549.782,556.896,548.349,553.467,762599.0
2021-09-06,549.782,556.896,548.349,553.467,762599.0
2021-09-07,553.958,553.958,545.862,550.735,882037.0
2021-09-08,549.782,558.606,548.475,557.732,918160.0
2021-09-09,558.655,562.91,556.744,557.889,775329.0
2021-09-10,561.485,563.048,557.186,557.525,1088594.0
2021-09-11,561.485,563.048,557.186,557.525,1088594.0
2021-09-12,561.485,563.048,557.186,557.525,1088594.0
2021-09-13,560.287,561.544,541.683,547.738,1192945.0
2021-09-14,556.12,561.281,553.241,558.4,1182791.0
2021-09-15,560.1,562.433,554.789,562.173,1025729.0
2021-09-16,560.994,564.738,558.076,562.93,1000007.0
2021-09-17,562.891,562.891,550.932,552.091,1860851.0
2021-09-18,562.891,562.891,550.932,552.091,1860851.0
2021-09-19,562.891,562.891,550.932,552.091,1860851.0
2021-09-20,543.405,550.48,538.0,544.771,1300042.0
2021-09-21,550.018,550.146,543.896,545.606,758148.0
2021-09-22,550.863,555.187,544.024,553.025,911270.0
2021-09-23,556.346,568.266,555.265,567.342,1235097.0
2021-09-24,563.431,569.111,560.434,567.882,1168689.0
2021-09-25,563.431,569.111,560.434,567.882,1168689.0
2021-09-26,563.431,569.111,560.434,567.882,1168689.0
2021-09-27,562.9,563.863,551.551,557.162,1279118.0
2021-09-28,550.706,553.005,535.023,535.544,1647661.0
2021-09-29,539.347,543.543,535.573,537.431,994873.0
2021-09-30,539.848,544.859,529.845,530.139,1540915.0
2021-10-01,531.839,536.566,524.018,534.522,1439951.0
2021-10-02,531.839,536.566,524.018,534.522,1439951.0
2021-10-03,531.839,536.566,524.018,534.522,1439951.0
2021-10-04,530.316,532.119,509.986,516.225,1456264.0
2021-10-05,519.871,527.604,517.257,524.086,958298.0
2021-10-06,517.277,528.587,516.874,525.325,977795.0
2021-10-07,529.496,535.97,528.424,529.063,955575.0
2021-10-08,530.372,532.664,520.907,522.56,937012.0
2021-10-09,530.372,532.664,520.907,522.56,937012.0
2021-10-10,530.372,532.664,520.907,522.56,937012.0
2021-10-11,520.228,524.862,516.578,516.942,1025263.0
2021-10-12,518.526,524.803,515.692,518.555,873062.0
2021-10-13,525.639,530.943,523.667,526.318,866603.0
2021-10-14,534.593,541.057,533.264,535.016,1068922.0
2021-10-15,536.216,544.363,534.514,543.261,1602664.0
2021-10-16,536.216,544.363,534.514,543.261,1602664.0
2021-10-17,536.216,544.363,534.514,543.261,1602664.0
2021-10-18,543.851,555.707,539.433,555.461,1321811.0
2021-10-19,558.993,563.893,554.871,563.568,977970.0
2021-10-20,565.083,566.402,559.741,561.335,836310.0
2021-10-21,560.813,569.599,556.194,569.029,729580.0
2021-10-22,571.538,582.095,570.652,581.278,991808.0
2021-10-23,571.538,582.095,570.652,581.278,991808.0
2021-10-24,571.538,582.095,570.652,581.278,991808.0
2021-10-25,581.278,594.491,580.245,592.848,1104581.0
2021-10-26,595.82,603.474,592.75,598.801,1418597.0
2021-10-27,599.401,607.371,597.118,603.248,1457715.0
2021-10-28,603.268,610.411,596.056,605.491,1066795.0
2021-10-29,603.474,616.501,601.034,615.901,1038244.0
2021-10-30,603.474,616.501,601.034,615.901,1038244.0
2021-10-31,603.474,616.501,601.034,615.901,1038244.0
2021-11-01,618.4,619.826,597.522,598.998,1246644.0
2021-11-02,602.225,615.571,600.66,608.423,1024542.0
2021-11-03,609.919,615.576,599.44,612.831,1093905.0
2021-11-04,611.267,621.381,610.315,615.596,1267235.0
2021-11-05,618.065,619.167,602.914,605.078,1428213.0
2021-11-06,618.065,619.167,602.914,605.078,1428213.0
2021-11-07,618.065,619.167,602.914,605.078,1428213.0
2021-11-08,609.033,609.506,598.407,605.334,1222768.0
2021-11-09,606.023,608.167,601.369,602.904,1205081.0
2021-11-10,601.536,608.03,593.832,594.246,1197320.0
2021-11-11,597.463,600.754,596.144,597.089,684294.0
2021-11-12,601.084,618.252,601.084,616.885,1182582.0
2021-11-13,601.084,618.252,601.084,616.885,1182582.0
2021-11-14,601.084,618.252,601.084,616.885,1182582.0
2021-11-15,618.065,622.749,612.516,616.048,1402451.0
2021-11-16,616.068,636.061,615.861,635.352,1331737.0
2021-11-17,633.207,634.162,619.689,624.825,1321893.0
2021-11-18,626.261,626.458,616.339,618.803,1328849.0
2021-11-19,704.332,705.306,670.477,681.181,3616570.0
2021-11-20,704.332,705.306,670.477,681.181,3616570.0
2021-11-21,704.332,705.306,670.477,681.181,3616570.0
2021-11-22,680.808,682.333,650.16,650.966,2177106.0
2021-11-23,642.229,661.307,638.343,659.821,2112651.0
2021-11-24,650.838,673.615,649.044,672.976,1715066.0
2021-11-25,650.838,673.615,649.044,672.976,1715066.0
2021-11-26,672.976,679.912,653.013,656.161,1279285.0
2021-11-27,672.976,679.912,653.013,656.161,1279285.0
2021-11-28,672.976,679.912,653.013,656.161,1279285.0
2021-11-29,663.462,686.032,663.462,683.464,2009260.0
2021-11-30,658.168,670.58,641.492,641.787,4185985.0
2021-12-01,657.135,664.072,647.001,653.19,5184989.0
2021-12-02,649.559,666.886,649.559,661.287,1962020.0
2021-12-03,660.608,662.596,624.746,637.517,2277214.0
2021-12-04,660.608,662.596,624.746,637.517,2277214.0
2021-12-05,660.608,662.596,624.746,637.517,2277214.0
2021-12-06,639.514,641.551,629.223,634.939,1686968.0
2021-12-07,643.674,663.58,643.42,662.448,1615384.0
2021-12-08,662.32,665.302,656.033,662.212,1332797.0
2021-12-09,663.167,669.286,652.029,654.784,1180179.0
2021-12-10,659.506,667.299,656.142,667.023,1276680.0
2021-12-11,659.506,667.299,656.142,667.023,1276680.0
2021-12-12,659.506,667.299,656.142,667.023,1276680.0
2021-12-13,667.073,673.045,657.627,657.962,1430834.0
2021-12-14,645.073,646.45,616.748,629.173,1865970.0
2021-12-15,634.811,638.284,615.173,637.054,2555034.0
2021-12-16,638.54,639.514,614.74,623.742,1954679.0
2021-12-17,611.385,621.558,602.323,610.273,4336031.0
2021-12-18,611.385,621.558,602.323,610.273,4336031.0
2021-12-19,611.385,621.558,602.323,610.273,4336031.0
2021-12-20,599.283,604.429,589.611,594.885,2236746.0
2021-12-21,600.7,613.057,591.363,611.06,1875795.0
2021-12-22,610.952,622.227,606.78,621.479,1014630.0
2021-12-23,621.479,628.514,620.584,625.464,759830.0
2021-12-24,621.479,628.514,620.584,625.464,759830.0
2021-12-25,621.479,628.514,620.584,625.464,759830.0
2021-12-26,621.479,628.514,620.584,625.464,759830.0
2021-12-27,628.79,643.115,627.717,642.249,1068771.0
2021-12-28,647.257,648.216,636.966,639.307,955871.0
2021-12-29,638.628,640.281,631.731,637.586,651261.0
2021-12-30,637.592,640.213,632.096,632.991,776362.0
2021-12-31,633.945,636.917,628.426,632.853,821517.0
2022-01-01,633.945,636.917,628.426,632.853,821517.0
2022-01-02,633.945,636.917,628.426,632.853,821517.0
2022-01-03,629.715,635.205,611.267,621.292,1360704.0
2022-01-04,621.292,621.292,596.361,608.354,1998921.0
2022-01-05,599.608,604.783,583.615,584.131,2296013.0
2022-01-06,577.342,586.242,570.859,576.939,1789057.0
2022-01-07,577.658,580.17,555.328,559.061,2275300.0
2022-01-08,577.658,580.17,555.328,559.061,2275300.0
2022-01-09,577.658,580.17,555.328,559.061,2275300.0
2022-01-10,545.231,562.341,535.711,561.652,2956743.0
2022-01-11,557.721,570.931,550.156,570.054,1696464.0
2022-01-12,576.049,580.741,567.178,568.616,1433704.0
2022-01-13,572.191,573.807,543.439,544.64,1633371.0
2022-01-14,543.074,548.994,535.263,542.542,1722603.0
2022-01-15,543.074,548.994,535.263,542.542,1722603.0
2022-01-16,543.074,548.994,535.263,542.542,1722603.0
2022-01-17,543.074,548.994,535.263,542.542,1722603.0
2022-01-18,531.244,540.676,528.077,529.766,1888288.0
2022-01-19,533.992,550.206,532.712,537.184,1904687.0
2022-01-20,543.833,557.997,535.627,536.465,1923993.0
2022-01-21,538.799,544.483,519.916,520.635,2574858.0
2022-01-22,538.799,544.483,519.916,520.635,2574858.0
2022-01-23,538.799,544.483,519.916,520.635,2574858.0
2022-01-24,518.123,527.708,492.867,526.673,2850271.0
2022-01-25,509.169,520.931,501.398,508.263,2418222.0
2022-01-26,524.073,528.811,492.266,499.881,2503085.0
2022-01-27,508.682,518.118,505.604,509.475,2486193.0
2022-01-28,512.371,528.2,498.59,526.811,1760655.0
2022-01-29,512.371,528.2,498.59,526.811,1760655.0
2022-01-30,512.371,528.2,498.59,526.811,1760655.0
2022-01-31,527.826,548.305,524.073,546.916,2209442.0
2022-02-01,548.068,553.437,539.981,552.432,1706306.0
2022-02-02,554.328,556.411,546.098,553.88,1245498.0
2022-02-03,535.726,544.493,525.59,527.57,1372588.0
2022-02-04,523.078,542.04,523.078,535.874,1504542.0
2022-02-05,523.078,542.04,523.078,535.874,1504542.0
2022-02-06,523.078,542.04,523.078,535.874,1504542.0
2022-02-07,536.248,547.576,534.376,537.115,1411634.0
2022-02-08,531.205,548.07,530.348,545.931,915575.0
2022-02-09,557.623,571.275,556.539,570.724,1670914.0
2022-02-10,554.195,567.286,544.059,549.23,1594277.0
2022-02-11,551.417,553.289,524.694,527.786,1250525.0
2022-02-12,551.417,553.289,524.694,527.786,1250525.0
2022-02-13,551.417,553.289,524.694,527.786,1250525.0
2022-02-14,528.112,530.259,516.301,521.128,1165436.0
2022-02-15,529.688,531.256,508.042,519.877,2170511.0
2022-02-16,518.094,522.482,504.043,520.241,1318418.0
2022-02-17,515.444,518.025,487.312,488.75,2145443.0
2022-02-18,490.242,491.203,471.581,473.994,2323266.0
2022-02-19,490.242,491.203,471.581,473.994,2323266.0
2022-02-20,490.242,491.203,471.581,473.994,2323266.0
2022-02-21,490.242,491.203,471.581,473.994,2323266.0
2022-02-22,472.743,486.967,469.729,476.014,2282895.0
2022-02-23,484.544,484.544,458.579,460.007,1799540.0
2022-02-24,451.142,490.838,443.518,489.686,2683667.0
2022-02-25,481.702,484.761,467.503,479.885,2846463.0
2022-02-26,481.702,484.761,467.503,479.885,2846463.0
2022-02-27,481.702,484.761,467.503,479.885,2846463.0
2022-02-28,471.67,477.205,456.455,467.267,2525365.0
2022-03-01,469.0,477.304,458.874,461.563,2176743.0
2022-03-02,465.04,482.011,460.992,478.722,2083149.0
2022-03-03,482.81,485.489,461.962,465.622,1640356.0
2022-03-04,463.76,467.523,454.057,457.988,1611860.0
2022-03-05,463.76,467.523,454.057,457.988,1611860.0
2022-03-06,463.76,467.523,454.057,457.988,1611860.0
2022-03-07,457.269,459.751,429.973,430.84,2312735.0
2022-03-08,431.865,448.433,425.679,435.588,2668961.0
2022-03-09,449.644,462.923,445.232,457.781,1950593.0
2022-03-10,453.259,453.259,436.701,445.596,1756284.0
2022-03-11,450.718,454.983,431.943,432.741,2303338.0
2022-03-12,450.718,454.983,431.943,432.741,2303338.0
2022-03-13,450.718,454.983,431.943,432.741,2303338.0
2022-03-14,433.332,438.612,416.695,418.271,2353906.0
2022-03-15,421.394,434.879,419.168,433.096,1953415.0
2022-03-16,438.336,451.043,431.431,451.043,2487526.0
2022-03-17,448.019,467.887,446.443,466.656,2680697.0
2022-03-18,468.567,476.078,460.854,472.684,3112924.0
2022-03-19,468.567,476.078,460.854,472.684,3112924.0
2022-03-20,468.567,476.078,460.854,472.684,3112924.0
2022-03-21,465.986,469.36,456.618,459.514,2044668.0
2022-03-22,459.475,471.537,459.002,468.862,1979960.0
2022-03-23,464.114,464.912,452.865,454.53,1718673.0
2022-03-24,457.209,460.224,446.256,458.657,1567165.0
2022-03-25,460.519,462.016,446.039,452.471,1312288.0
2022-03-26,460.519,462.016,446.039,452.471,1312288.0
2022-03-27,460.519,462.016,446.039,452.471,1312288.0
2022-03-28,453.644,474.492,451.339,473.305,2085040.0
2022-03-29,480.82,482.751,468.675,478.092,1918126.0
2022-03-30,473.758,474.309,461.209,464.883,1747841.0
2022-03-31,470.517,481.54,466.478,473.64,2647909.0
2022-04-01,473.443,480.19,469.926,476.683,1316214.0
2022-04-02,473.443,480.19,469.926,476.683,1316214.0
2022-04-03,473.443,480.19,469.926,476.683,1316214.0
2022-04-04,478.112,500.107,477.737,498.078,2326754.0
2022-04-05,494.389,498.773,483.647,488.622,1632743.0
2022-04-06,478.003,486.199,474.865,482.869,2041374.0
2022-04-07,477.363,490.986,476.979,487.597,1568187.0
2022-04-08,486.601,486.601,474.956,476.264,1717571.0
2022-04-09,486.601,486.601,474.956,476.264,1717571.0
2022-04-10,486.601,486.601,474.956,476.264,1717571.0
2022-04-11,471.855,472.111,458.411,466.893,1595587.0
2022-04-12,473.354,477.891,454.889,455.333,1509719.0
2022-04-13,458.026,466.795,453.735,464.013,1477828.0
2022-04-14,461.33,462.884,453.617,458.776,1646050.0
2022-04-15,461.33,462.884,453.617,458.776,1646050.0
2022-04-16,461.33,462.884,453.617,458.776,1646050.0
2022-04-17,461.33,462.884,453.617,458.776,1646050.0
2022-04-18,455.392,467.712,454.327,462.652,989347.0
2022-04-19,459.949,479.046,458.578,478.464,1184250.0
2022-04-20,480.94,485.664,474.681,475.386,1184599.0
2022-04-21,478.227,484.929,457.247,459.308,1426554.0
2022-04-22,459.91,461.646,436.75,437.253,1699316.0
2022-04-23,459.91,461.646,436.75,437.253,1699316.0
2022-04-24,459.91,461.646,436.75,437.253,1699316.0
2022-04-25,435.576,441.336,427.695,440.843,2094006.0
2022-04-26,438.496,439.206,415.375,415.612,2218193.0
2022-04-27,415.434,422.98,410.492,412.554,1927944.0
2022-04-28,418.216,441.908,416.046,438.525,1794610.0
2022-04-29,435.556,436.473,411.942,413.047,1898453.0
2022-04-30,435.556,436.473,411.942,413.047,1898453.0
2022-05-01,435.556,436.473,411.942,413.047,1898453.0
2022-05-02,414.359,422.072,407.602,421.194,1778755.0
2022-05-03,423.769,427.635,419.863,424.972,1324326.0
2022-05-04,426.116,442.244,412.465,441.82,1599307.0
2022-05-05,431.907,433.761,399.257,404.278,2110575.0
2022-05-06,400.648,400.998,385.487,390.321,1989652.0
2022-05-07,400.648,400.998,385.487,390.321,1989652.0
2022-05-08,400.648,400.998,385.487,390.321,1989652.0
2022-05-09,381.562,385.606,358.811,362.012,3485197.0
2022-05-10,376.472,378.247,359.541,366.135,2271027.0
2022-05-11,361.854,371.303,349.687,351.319,2563418.0
2022-05-12,337.904,350.629,334.738,349.07,3267985.0
2022-05-13,357.168,371.811,355.699,366.697,1894194.0
2022-05-14,357.168,371.811,355.699,366.697,1894194.0
2022-05-15,357.168,371.811,355.699,366.697,1894194.0
2022-05-16,365.06,365.286,351.536,354.693,1554840.0
2022-05-17,364.073,368.635,354.328,366.805,1643259.0
2022-05-18,359.191,363.817,347.107,348.498,1721112.0
2022-05-19,350.718,364.093,349.83,357.395,2102856.0
2022-05-20,362.811,366.726,351.418,362.771,1921565.0
2022-05-21,362.811,366.726,351.418,362.771,1921565.0
2022-05-22,362.811,366.726,351.418,362.771,1921565.0
2022-05-23,366.095,366.934,358.056,366.312,1799444.0
2022-05-24,358.16,360.724,350.895,354.081,2877707.0
2022-05-25,367.713,390.192,358.549,383.16,5277109.0
2022-05-26,381.029,408.362,380.595,400.885,3508247.0
2022-05-27,405.402,417.071,405.097,416.726,2932366.0
2022-05-28,405.402,417.071,405.097,416.726,2932366.0
2022-05-29,405.402,417.071,405.097,416.726,2932366.0
2022-05-30,405.402,417.071,405.097,416.726,2932366.0
2022-05-31,414.102,419.212,406.951,408.815,4297665.0
2022-06-01,414.487,418.807,400.821,402.808,1598493.0
2022-06-02,403.785,421.431,402.917,421.046,1453401.0
2022-06-03,411.025,414.951,399.854,403.38,1519020.0
2022-06-04,411.025,414.951,399.854,403.38,1519020.0
2022-06-05,411.025,414.951,399.854,403.38,1519020.0
2022-06-06,410.906,414.142,401.211,403.4,859916.0
2022-06-07,398.606,413.047,397.66,410.976,1218136.0
2022-06-08,409.683,414.457,406.743,408.815,1335070.0
2022-06-09,403.972,408.776,394.661,395.095,1186291.0
2022-06-10,385.083,388.042,373.68,376.028,2197349.0
2022-06-11,385.083,388.042,373.68,376.028,2197349.0
2022-06-12,385.083,388.042,373.68,376.028,2197349.0
2022-06-13,363.274,367.91,356.833,359.033,2191421.0
2022-06-14,361.814,366.056,354.939,359.812,1401531.0
2022-06-15,365.346,381.522,363.452,373.385,1830498.0
2022-06-16,360.483,365.355,350.382,354.732,2106231.0
2022-06-17,358.106,370.051,357.602,364.675,2776218.0
2022-06-18,358.106,370.051,357.602,364.675,2776218.0
2022-06-19,358.106,370.051,357.602,364.675,2776218.0
2022-06-20,358.106,370.051,357.602,364.675,2776218.0
2022-06-21,371.905,377.813,369.301,372.29,2019049.0
2022-06-22,366.707,385.823,366.5,375.653,1773518.0
2022-06-23,382.035,396.012,375.614,395.292,2111723.0
2022-06-24,402.216,413.964,401.782,411.932,2633016.0
2022-06-25,402.216,413.964,401.782,411.932,2633016.0
2022-06-26,402.216,413.964,401.782,411.932,2633016.0
2022-06-27,409.703,414.28,397.334,399.208,1783824.0
2022-06-28,400.224,404.189,379.254,381.029,1631091.0
2022-06-29,384.072,387.204,377.527,384.353,1066313.0
2022-06-30,382.42,384.274,371.057,380.191,1670438.0
2022-07-01,377.291,385.803,372.931,383.021,1133780.0
2022-07-02,377.291,385.803,372.931,383.021,1133780.0
2022-07-03,377.291,385.803,372.931,383.021,1133780.0
2022-07-04,377.291,385.803,372.931,383.021,1133780.0
2022-07-05,379.53,394.883,375.15,394.769,1591443.0
2022-07-06,397.847,403.015,391.327,399.395,1356385.0
2022-07-07,393.926,406.009,392.451,405.245,1585073.0
2022-07-08,397.587,404.889,393.452,401.935,1173100.0
2022-07-09,397.587,404.889,393.452,401.935,1173100.0
2022-07-10,397.587,404.889,393.452,401.935,1173100.0
2022-07-11,399.801,402.063,390.632,397.736,1021457.0
2022-07-12,400.265,401.134,376.562,381.246,1611341.0
2022-07-13,372.472,382.52,369.469,378.716,1255507.0
2022-07-14,376.019,378.766,366.322,375.318,1312393.0
2022-07-15,383.39,389.713,378.084,388.251,1520736.0
2022-07-16,383.39,389.713,378.084,388.251,1520736.0
2022-07-17,383.39,389.713,378.084,388.251,1520736.0
2022-07-18,391.304,395.206,382.085,383.597,1085706.0
2022-07-19,392.855,399.736,386.462,399.02,1358903.0
2022-07-20,403.456,417.377,401.026,415.411,1663629.0
2022-07-21,415.54,431.634,415.54,429.491,2076372.0
2022-07-22,431.457,440.655,424.022,429.53,1590349.0
2022-07-23,431.457,440.655,424.022,429.53,1590349.0
2022-07-24,431.457,440.655,424.022,429.53,1590349.0
2022-07-25,426.438,427.534,417.012,421.092,1026658.0
2022-07-26,418.78,419.403,404.504,409.256,1539996.0
2022-07-27,413.099,431.877,411.716,427.969,1758543.0
2022-07-28,429.698,444.755,425.86,443.214,1754042.0
2022-07-29,439.904,454.072,439.904,450.703,2178555.0
2022-07-30,439.904,454.072,439.904,450.703,2178555.0
2022-07-31,439.904,454.072,439.904,450.703,2178555.0
2022-08-01,443.412,451.059,439.124,443.086,1696809.0
2022-08-02,437.681,445.882,435.735,441.613,1064759.0
2022-08-03,446.06,461.285,444.815,460.168,1565410.0
2022-08-04,460.168,462.253,452.709,460.712,1421374.0
2022-08-05,451.009,465.01,449.765,463.37,933781.0
2022-08-06,451.009,465.01,449.765,463.37,933781.0
2022-08-07,451.009,465.01,449.765,463.37,933781.0
2022-08-08,465.672,470.641,458.271,461.166,1218980.0
2022-08-09,455.248,460.494,453.114,456.532,1068017.0
2022-08-10,472.064,473.843,468.715,472.361,1408777.0
2022-08-11,480.531,483.407,469.821,473.032,1259571.0
2022-08-12,474.88,481.759,469.762,480.828,1178722.0
2022-08-13,474.88,481.759,469.762,480.828,1178722.0
2022-08-14,474.88,481.759,469.762,480.828,1178722.0
2022-08-15,479.385,484.355,477.903,483.367,830838.0
2022-08-16,477.103,484.948,475.29,482.33,1031551.0
2022-08-17,472.578,478.042,469.189,472.568,1422646.0
2022-08-18,471.58,474.949,466.423,472.03,1160229.0
2022-08-19,463.804,465.118,454.26,458.39,1509572.0
2022-08-20,463.804,465.118,454.26,458.39,1509572.0
2022-08-21,463.804,465.118,454.26,458.39,1509572.0
2022-08-22,451.256,451.968,439.677,440.774,1692793.0
2022-08-23,446.554,447.611,439.054,444.172,2339729.0
2022-08-24,473.902,481.954,459.753,460.188,3587397.0
2022-08-25,459.23,461.097,452.205,460.267,1701836.0
2022-08-26,461.354,462.243,442.473,443.086,1777839.0
2022-08-27,461.354,462.243,442.473,443.086,1777839.0
2022-08-28,461.354,462.243,442.473,443.086,1777839.0
2022-08-29,432.998,441.04,430.943,431.565,1796632.0
2022-08-30,434.727,438.501,423.029,428.008,1250998.0
2022-08-31,433.828,435.992,424.709,426.605,1294254.0
2022-09-01,422.268,423.063,410.674,420.401,1994253.0
2022-09-02,427.554,428.779,412.991,415.026,1299923.0
2022-09-03,427.554,428.779,412.991,415.026,1299923.0
2022-09-04,427.554,428.779,412.991,415.026,1299923.0
2022-09-05,427.554,428.779,412.991,415.026,1299923.0
2022-09-06,415.461,417.565,408.772,413.742,1391021.0
2022-09-07,416.241,433.462,413.989,430.073,1421921.0
2022-09-08,424.373,435.587,422.505,433.778,1131073.0
2022-09-09,436.081,447.176,436.031,444.637,1292190.0
2022-09-10,436.081,447.176,436.031,444.637,1292190.0
2022-09-11,436.081,447.176,436.031,444.637,1292190.0
2022-09-12,451.849,454.477,444.489,449.913,1250320.0
2022-09-13,429.056,434.421,422.886,424.165,1697766.0
2022-09-14,425.578,432.02,420.628,431.605,1475305.0
2022-09-15,428.043,431.694,414.631,417.061,1468240.0
2022-09-16,413.682,419.304,409.058,417.931,2095746.0
2022-09-17,413.682,419.304,409.058,417.931,2095746.0
2022-09-18,413.682,419.304,409.058,417.931,2095746.0
2022-09-19,410.303,419.131,410.077,418.612,1269989.0
2022-09-20,415.026,416.142,409.118,412.813,1271437.0
2022-09-21,417.081,422.792,403.604,403.782,1485940.0
2022-09-22,399.969,401.777,390.711,391.956,2261463.0
2022-09-23,390.167,390.721,381.74,389.249,1680833.0
2022-09-24,390.167,390.721,381.74,389.249,1680833.0
2022-09-25,390.167,390.721,381.74,389.249,1680833.0
2022-09-26,389.634,399.978,388.384,391.057,1819195.0
2022-09-27,394.91,402.409,390.494,395.967,1624379.0
2022-09-28,399.218,407.063,394.031,404.385,1710594.0
2022-09-29,396.333,399.939,389.397,392.055,1999240.0
2022-09-30,390.533,398.17,382.372,382.678,2001502.0
2022-10-01,390.533,398.17,382.372,382.678,2001502.0
2022-10-02,390.533,398.17,382.372,382.678,2001502.0
2022-10-03,384.654,394.742,383.35,392.045,1819044.0
2022-10-04,401.569,409.75,400.324,407.072,1788891.0
2022-10-05,400.443,412.437,395.987,408.624,1200803.0
2022-10-06,408.198,413.078,403.1,407.159,1282677.0
2022-10-07,398.091,399.635,387.43,388.984,1414346.0
2022-10-08,398.091,399.635,387.43,388.984,1414346.0
2022-10-09,398.091,399.635,387.43,388.984,1414346.0
2022-10-10,389.024,390.917,375.868,383.718,1305335.0
2022-10-11,380.432,385.51,370.741,379.6,1786776.0
2022-10-12,382.57,395.745,379.224,384.134,2210662.0
2022-10-13,369.345,394.953,367.256,391.776,1731654.0
2022-10-14,398.289,399.002,375.73,376.264,1804634.0
2022-10-15,398.289,399.002,375.73,376.264,1804634.0
2022-10-16,398.289,399.002,375.73,376.264,1804634.0
2022-10-17,389.252,401.041,387.826,399.655,2311597.0
2022-10-18,411.643,415.751,397.448,404.516,1704579.0
2022-10-19,404.684,408.035,395.735,398.002,1291883.0
2022-10-20,399.141,404.476,393.944,397.091,1399133.0
2022-10-21,399.932,414.375,391.815,412.959,1488927.0
2022-10-22,399.932,414.375,391.815,412.959,1488927.0
2022-10-23,399.932,414.375,391.815,412.959,1488927.0
2022-10-24,415.751,416.81,401.051,413.533,1411898.0
2022-10-25,416.572,429.401,416.087,427.709,1292028.0
2022-10-26,421.304,432.707,415.84,420.096,1355356.0
2022-10-27,425.877,427.303,415.879,417.731,998512.0
2022-10-28,417.731,428.431,412.4,427.421,1169625.0
2022-10-29,417.731,428.431,412.4,427.421,1169625.0
2022-10-30,417.731,428.431,412.4,427.421,1169625.0
2022-10-31,423.234,426.442,419.517,423.175,1038535.0
2022-11-01,429.094,429.747,383.144,390.776,4241904.0
2022-11-02,398.448,404.852,380.927,381.135,2702592.0
2022-11-03,372.038,378.749,360.644,361.297,3252131.0
2022-11-04,367.9,367.9,349.062,357.536,3187821.0
2022-11-05,367.9,367.9,349.062,357.536,3187821.0
2022-11-06,367.9,367.9,349.062,357.536,3187821.0
2022-11-07,359.882,366.752,353.863,366.366,1650158.0
2022-11-08,368.682,387.143,366.385,378.699,2668592.0
2022-11-09,373.156,375.809,364.406,364.821,1446963.0
2022-11-10,393.33,399.665,384.075,399.16,3088323.0
2022-11-11,398.185,407.767,394.607,403.912,1720185.0
2022-11-12,398.185,407.767,394.607,403.912,1720185.0
2022-11-13,398.185,407.767,394.607,403.912,1720185.0
2022-11-14,396.003,399.487,387.084,393.637,1801837.0
2022-11-15,410.306,412.266,397.715,402.902,2076375.0
2022-11-16,402.902,402.981,386.876,389.677,1260116.0
2022-11-17,380.709,384.56,374.195,378.016,2050259.0
2022-11-18,384.54,385.49,366.197,376.225,2046170.0
2022-11-19,384.54,385.49,366.197,376.225,2046170.0
2022-11-20,384.54,385.49,366.197,376.225,2046170.0
2022-11-21,372.76,376.551,368.395,371.206,1429458.0
2022-11-22,376.146,390.014,371.206,388.262,2298740.0
2022-11-23,386.47,396.052,386.114,391.845,1489068.0
2022-11-24,386.47,396.052,386.114,391.845,1489068.0
2022-11-25,390.855,391.825,387.519,388.499,861769.0
2022-11-26,390.855,391.825,387.519,388.499,861769.0
2022-11-27,390.855,391.825,387.519,388.499,861769.0
2022-11-28,390.39,394.666,379.6,381.738,1691577.0
2022-11-29,377.769,381.436,373.611,375.868,1716339.0
2022-11-30,371.691,407.327,370.216,403.466,4902337.0
2022-12-01,403.763,413.989,400.903,411.861,1943059.0
2022-12-02,397.804,405.03,396.111,403.793,1876030.0
2022-12-03,397.804,405.03,396.111,403.793,1876030.0
2022-12-04,397.804,405.03,396.111,403.793,1876030.0
2022-12-05,397.101,400.106,389.202,391.142,1499032.0
2022-12-06,391.449,391.489,381.263,385.837,1209860.0
2022-12-07,384.134,390.202,381.491,384.718,968668.0
2022-12-08,387.638,402.605,385.52,401.259,1525725.0
2022-12-09,400.101,401.724,395.24,395.785,1061329.0
2022-12-10,400.101,401.724,395.24,395.785,1061329.0
2022-12-11,400.101,401.724,395.24,395.785,1061329.0
2022-12-12,396.676,406.822,394.3,406.624,1810523.0
2022-12-13,427.738,437.508,417.938,424.056,3247691.0
2022-12-14,422.215,429.842,411.94,414.682,1631448.0
2022-12-15,406.782,410.96,390.251,392.518,1741524.0
2022-12-16,388.757,390.004,376.699,381.085,3565663.0
2022-12-17,388.757,390.004,376.699,381.085,3565663.0
2022-12-18,388.757,390.004,376.699,381.085,3565663.0
2022-12-19,384.807,384.807,373.681,379.64,1535452.0
2022-12-20,378.007,386.114,376.967,383.164,1320220.0
