,TDS US Equity,TDS US Equity,TDS US Equity,TDS US Equity,TDS US Equity
2021-03-11,19.6801,19.8168,18.7577,18.8337,1308586.0
2021-03-12,18.9277,19.4749,18.9106,19.4236,809688.0
2021-03-13,18.9277,19.4749,18.9106,19.4236,809688.0
2021-03-14,18.9277,19.4749,18.9106,19.4236,809688.0
2021-03-15,19.6544,20.2956,19.5775,20.0049,1723822.0
2021-03-16,19.9489,20.2763,19.5699,19.8628,1346821.0
2021-03-17,19.8973,20.2935,19.7853,20.0695,1100074.0
2021-03-18,19.9403,20.216,19.458,19.5269,1179393.0
2021-03-19,19.5269,19.7164,19.3374,19.5958,3728943.0
2021-03-20,19.5269,19.7164,19.3374,19.5958,3728943.0
2021-03-21,19.5269,19.7164,19.3374,19.5958,3728943.0
2021-03-22,19.5441,19.5958,19.2254,19.2426,1295743.0
2021-03-23,19.2512,19.3546,18.588,18.6138,1306372.0
2021-03-24,18.6569,18.8722,18.433,18.476,1067592.0
2021-03-25,18.476,19.0531,18.1616,19.0273,865703.0
2021-03-26,19.1651,19.4924,19.0445,19.3632,678580.0
2021-03-27,19.1651,19.4924,19.0445,19.3632,678580.0
2021-03-28,19.1651,19.4924,19.0445,19.3632,678580.0
2021-03-29,19.2857,19.8111,19.2771,19.5786,1142302.0
2021-03-30,19.6475,19.7078,19.2599,19.5872,803713.0
2021-03-31,19.4752,19.8929,19.4752,19.7767,1348657.0
2021-04-01,19.6647,20.0265,19.5634,20.0265,920206.0
2021-04-02,19.6647,20.0265,19.5634,20.0265,920206.0
2021-04-03,19.6647,20.0265,19.5634,20.0265,920206.0
2021-04-04,19.6647,20.0265,19.5634,20.0265,920206.0
2021-04-05,20.2504,20.7198,20.1298,20.5691,1015857.0
2021-04-06,20.2849,20.463,19.8886,20.0178,678230.0
2021-04-07,20.0265,20.4399,19.9576,20.4313,903260.0
2021-04-08,20.5433,20.5605,20.2073,20.3882,816164.0
2021-04-09,20.4657,20.5519,19.9834,20.0092,533336.0
2021-04-10,20.4657,20.5519,19.9834,20.0092,533336.0
2021-04-11,20.4657,20.5519,19.9834,20.0092,533336.0
2021-04-12,20.1126,20.4227,19.992,20.4055,672479.0
2021-04-13,20.4055,20.4744,20.147,20.2504,571632.0
2021-04-14,20.147,20.3624,20.1212,20.1987,560074.0
2021-04-15,20.2073,20.4485,20.2073,20.3882,485758.0
2021-04-16,20.5433,20.5777,20.3107,20.4313,561561.0
2021-04-17,20.5433,20.5777,20.3107,20.4313,561561.0
2021-04-18,20.5433,20.5777,20.3107,20.4313,561561.0
2021-04-19,20.4657,20.5174,20.3107,20.5174,838405.0
2021-04-20,20.5002,20.5088,19.9274,20.1901,699877.0
2021-04-21,20.2763,20.638,20.1557,20.5088,564924.0
2021-04-22,20.4313,20.5691,20.2935,20.4485,1197565.0
2021-04-23,20.4313,20.6552,20.2935,20.483,775138.0
2021-04-24,20.4313,20.6552,20.2935,20.483,775138.0
2021-04-25,20.4313,20.6552,20.2935,20.483,775138.0
2021-04-26,20.6208,20.638,20.1557,20.1643,860841.0
2021-04-27,20.1126,20.2332,19.9834,20.1126,917382.0
2021-04-28,20.1298,20.216,19.9662,20.1126,872590.0
2021-04-29,20.2935,20.5519,20.1972,20.2246,1025339.0
2021-04-30,20.104,20.147,19.4924,19.7939,5948451.0
2021-05-01,20.104,20.147,19.4924,19.7939,5948451.0
2021-05-02,20.104,20.147,19.4924,19.7939,5948451.0
2021-05-03,19.8973,20.371,19.6216,20.216,1375721.0
2021-05-04,20.1384,20.5476,19.9662,20.4916,1713123.0
2021-05-05,20.483,20.7672,20.3365,20.7586,834312.0
2021-05-06,20.8534,21.5511,20.6811,21.4994,1217243.0
2021-05-07,21.2926,21.6113,20.4055,21.3013,1298334.0
2021-05-08,21.2926,21.6113,20.4055,21.3013,1298334.0
2021-05-09,21.2926,21.6113,20.4055,21.3013,1298334.0
2021-05-10,21.4735,22.421,21.4649,21.9645,1090539.0
2021-05-11,21.8525,22.1454,21.6544,21.8267,1158169.0
2021-05-12,21.775,21.93,21.3702,21.4563,866730.0
2021-05-13,21.3788,21.8611,21.3013,21.775,1256478.0
2021-05-14,22.0679,22.3797,21.8698,22.154,767886.0
2021-05-15,22.0679,22.3797,21.8698,22.154,767886.0
2021-05-16,22.0679,22.3797,21.8698,22.154,767886.0
2021-05-17,21.999,22.2488,21.8008,21.8611,485883.0
2021-05-18,21.663,21.7406,21.3529,21.5597,890117.0
2021-05-19,21.3529,21.887,21.1462,21.8439,889265.0
2021-05-20,21.9645,22.1023,21.6889,21.9731,872921.0
2021-05-21,22.0334,22.1497,21.8267,21.9645,809622.0
2021-05-22,22.0334,22.1497,21.8267,21.9645,809622.0
2021-05-23,22.0334,22.1497,21.8267,21.9645,809622.0
2021-05-24,21.9645,22.1971,21.8482,22.0334,546295.0
2021-05-25,21.9903,21.9903,21.4563,21.4821,1424988.0
2021-05-26,21.4821,21.9731,21.284,21.8008,924178.0
2021-05-27,22.0162,22.2057,21.7836,22.0248,784709.0
2021-05-28,21.9645,22.2746,21.9335,22.154,809723.0
2021-05-29,21.9645,22.2746,21.9335,22.154,809723.0
2021-05-30,21.9645,22.2746,21.9335,22.154,809723.0
2021-05-31,21.9645,22.2746,21.9335,22.154,809723.0
2021-06-01,22.1626,22.5072,22.1109,22.4727,686264.0
2021-06-02,22.4813,22.4813,22.0291,22.1282,800451.0
2021-06-03,21.9903,22.3177,21.8353,22.2746,469822.0
2021-06-04,22.3349,22.5761,22.1368,22.5588,435076.0
2021-06-05,22.3349,22.5761,22.1368,22.5588,435076.0
2021-06-06,22.3349,22.5761,22.1368,22.5588,435076.0
2021-06-07,22.6105,22.8345,22.4555,22.4985,620891.0
2021-06-08,22.4813,22.7397,22.4038,22.7053,566434.0
2021-06-09,22.6622,22.7828,22.477,22.5847,868713.0
2021-06-10,22.8,22.8086,22.533,22.5502,458613.0
2021-06-11,22.688,22.7742,22.5588,22.6536,483319.0
2021-06-12,22.688,22.7742,22.5588,22.6536,483319.0
2021-06-13,22.688,22.7742,22.5588,22.6536,483319.0
2021-06-14,22.3544,22.4151,21.1491,21.2012,1441904.0
2021-06-15,21.1838,21.4916,20.8803,21.2879,1003616.0
2021-06-16,21.1925,21.1925,20.6635,20.8716,1536001.0
2021-06-17,20.7416,20.8196,20.321,20.4641,1155418.0
2021-06-18,20.1693,20.2517,19.5926,19.8484,3463375.0
2021-06-19,20.1693,20.2517,19.5926,19.8484,3463375.0
2021-06-20,20.1693,20.2517,19.5926,19.8484,3463375.0
2021-06-21,20.1173,20.3514,19.9438,20.2733,1216590.0
2021-06-22,20.2386,20.3817,20.1519,20.2386,1031523.0
2021-06-23,20.2473,20.3254,19.8831,19.8918,1119742.0
2021-06-24,19.9525,20.6722,19.8918,20.5421,1554184.0
2021-06-25,20.5595,20.6765,20.256,20.4121,14706121.0
2021-06-26,20.5595,20.6765,20.256,20.4121,14706121.0
2021-06-27,20.5595,20.6765,20.256,20.4121,14706121.0
2021-06-28,20.2473,20.3254,19.558,19.8224,1159730.0
2021-06-29,19.8484,19.9048,19.4192,19.4843,909524.0
2021-06-30,19.4236,19.6924,19.3394,19.649,1227556.0
2021-07-01,19.6924,19.9265,19.5623,19.727,1030252.0
2021-07-02,19.7617,20.204,19.6924,20.0305,1462952.0
2021-07-03,19.7617,20.204,19.6924,20.0305,1462952.0
2021-07-04,19.7617,20.204,19.6924,20.0305,1462952.0
2021-07-05,19.7617,20.204,19.6924,20.0305,1462952.0
2021-07-06,20.0132,20.1433,19.5796,19.7877,902134.0
2021-07-07,19.6317,19.8224,19.4062,19.6924,812794.0
2021-07-08,19.4149,19.4843,19.1721,19.2848,957199.0
2021-07-09,19.5363,19.8571,19.4597,19.7531,1150785.0
2021-07-10,19.5363,19.8571,19.4597,19.7531,1150785.0
2021-07-11,19.5363,19.8571,19.4597,19.7531,1150785.0
2021-07-12,19.6143,19.8398,19.5103,19.6143,781782.0
2021-07-13,19.5103,19.623,19.4452,19.545,829987.0
2021-07-14,19.5016,19.727,19.016,19.0507,760522.0
2021-07-15,18.938,19.068,18.7385,18.9293,845312.0
2021-07-16,19.094,19.2588,18.9813,19.0767,776033.0
2021-07-17,19.094,19.2588,18.9813,19.0767,776033.0
2021-07-18,19.094,19.2588,18.9813,19.0767,776033.0
2021-07-19,18.7906,19.597,18.7906,19.597,1489284.0
2021-07-20,19.6403,20.0869,19.6056,19.7877,1695191.0
2021-07-21,19.9178,20.0392,19.5276,19.545,890412.0
2021-07-22,19.7097,19.7097,19.4149,19.5016,725162.0
2021-07-23,19.7357,19.9091,19.5363,19.8398,934878.0
2021-07-24,19.7357,19.9091,19.5363,19.8398,934878.0
2021-07-25,19.7357,19.9091,19.5363,19.8398,934878.0
2021-07-26,19.9352,20.3947,19.9178,20.1606,768129.0
2021-07-27,19.9785,20.1519,19.8398,20.0219,473955.0
2021-07-28,20.0219,20.0739,19.597,19.6924,520610.0
2021-07-29,19.9265,20.0132,19.7097,19.7877,739423.0
2021-07-30,19.649,19.8745,19.2761,19.3802,2141026.0
2021-07-31,19.649,19.8745,19.2761,19.3802,2141026.0
2021-08-01,19.649,19.8745,19.2761,19.3802,2141026.0
2021-08-02,18.7299,18.7559,17.3425,17.4812,3421741.0
2021-08-03,17.4725,17.8541,17.3425,17.5766,1262553.0
2021-08-04,17.2384,17.3771,16.5794,16.8135,1067921.0
2021-08-05,16.8916,17.117,16.8048,16.9609,944462.0
2021-08-06,16.4753,16.9783,16.0591,16.7788,1146194.0
2021-08-07,16.4753,16.9783,16.0591,16.7788,1146194.0
2021-08-08,16.4753,16.9783,16.0591,16.7788,1146194.0
2021-08-09,16.9262,17.6461,16.8699,17.3945,1047763.0
2021-08-10,17.2991,17.6373,17.2904,17.5246,628818.0
2021-08-11,17.6546,17.698,17.4292,17.698,720037.0
2021-08-12,17.8974,17.8974,17.6634,17.724,569131.0
2021-08-13,17.6633,17.9061,17.5419,17.802,693471.0
2021-08-14,17.6633,17.9061,17.5419,17.802,693471.0
2021-08-15,17.6633,17.9061,17.5419,17.802,693471.0
2021-08-16,17.7153,17.7413,17.1257,17.1517,867983.0
2021-08-17,17.0823,17.4032,17.0606,17.3945,533816.0
2021-08-18,17.3945,17.4647,17.091,17.091,422273.0
2021-08-19,16.9869,17.1343,16.6748,16.8742,1065019.0
2021-08-20,16.8309,17.2124,16.8309,17.169,459881.0
2021-08-21,16.8309,17.2124,16.8309,17.169,459881.0
2021-08-22,16.8309,17.2124,16.8309,17.169,459881.0
2021-08-23,17.3078,17.4942,17.1517,17.4465,553853.0
2021-08-24,17.4378,17.4985,17.2731,17.3511,503733.0
2021-08-25,17.4639,17.5419,17.1864,17.195,365587.0
2021-08-26,17.117,17.2904,16.9132,16.9523,456342.0
2021-08-27,16.9869,17.3598,16.9002,17.3251,489094.0
2021-08-28,16.9869,17.3598,16.9002,17.3251,489094.0
2021-08-29,16.9869,17.3598,16.9002,17.3251,489094.0
2021-08-30,17.3598,17.4812,17.1127,17.4725,397914.0
2021-08-31,17.4032,17.6286,17.3815,17.6199,500599.0
2021-09-01,17.6806,17.7281,17.5246,17.6546,457201.0
2021-09-02,17.6806,17.8714,17.5853,17.802,468489.0
2021-09-03,17.7847,17.9755,17.672,17.8887,442084.0
2021-09-04,17.7847,17.9755,17.672,17.8887,442084.0
2021-09-05,17.7847,17.9755,17.672,17.8887,442084.0
2021-09-06,17.7847,17.9755,17.672,17.8887,442084.0
2021-09-07,17.7934,17.9408,17.5072,17.5159,475227.0
2021-09-08,17.5419,17.6113,17.3078,17.4899,510310.0
2021-09-09,17.4465,17.4725,17.1777,17.2557,580142.0
2021-09-10,17.3511,17.3511,16.9002,17.091,689434.0
2021-09-11,17.3511,17.3511,16.9002,17.091,689434.0
2021-09-12,17.3511,17.3511,16.9002,17.091,689434.0
2021-09-13,17.2297,17.4812,17.0823,17.2644,727889.0
2021-09-14,17.3213,17.3913,16.7614,16.8664,482184.0
2021-09-15,16.8489,17.1944,16.7439,17.1026,698668.0
2021-09-16,17.1376,17.2163,16.8751,17.0763,590223.0
2021-09-17,17.1113,17.4525,17.0676,17.3563,1967727.0
2021-09-18,17.1113,17.4525,17.0676,17.3563,1967727.0
2021-09-19,17.1113,17.4525,17.0676,17.3563,1967727.0
2021-09-20,17.0413,17.1376,16.7351,16.9276,711981.0
2021-09-21,16.9364,17.1813,16.8139,16.8226,586545.0
2021-09-22,16.9538,17.1288,16.6389,16.6564,651582.0
2021-09-23,16.7177,17.0807,16.6564,16.9101,598464.0
2021-09-24,16.8926,17.0063,16.6214,16.7964,587975.0
2021-09-25,16.8926,17.0063,16.6214,16.7964,587975.0
2021-09-26,16.8926,17.0063,16.6214,16.7964,587975.0
2021-09-27,16.8489,17.3825,16.7964,17.1988,561202.0
2021-09-28,17.225,17.365,16.9276,17.0151,768578.0
2021-09-29,17.0326,17.4805,16.8926,17.3825,543155.0
2021-09-30,17.4612,17.4612,17.0107,17.0588,840662.0
2021-10-01,17.0938,17.3738,16.8576,17.2338,879956.0
2021-10-02,17.0938,17.3738,16.8576,17.2338,879956.0
2021-10-03,17.0938,17.3738,16.8576,17.2338,879956.0
2021-10-04,17.2338,17.6624,17.225,17.3825,548784.0
2021-10-05,17.3825,17.5137,17.1813,17.2163,586678.0
2021-10-06,17.0676,17.1113,16.6827,17.0763,702852.0
2021-10-07,17.1726,17.4875,17.1463,17.2513,767522.0
2021-10-08,17.2513,17.2513,16.8795,16.9538,583210.0
2021-10-09,17.2513,17.2513,16.8795,16.9538,583210.0
2021-10-10,17.2513,17.2513,16.8795,16.9538,583210.0
2021-10-11,16.9845,17.1857,16.9014,16.9189,696421.0
2021-10-12,16.9538,17.1113,16.8139,16.8664,513158.0
2021-10-13,16.8489,17.0063,16.6652,16.8314,467055.0
2021-10-14,16.9276,17.0851,16.7876,16.9451,491711.0
2021-10-15,17.1026,17.295,16.9888,16.9976,707857.0
2021-10-16,17.1026,17.295,16.9888,16.9976,707857.0
2021-10-17,17.1026,17.295,16.9888,16.9976,707857.0
2021-10-18,16.9014,17.0326,16.6127,16.6214,619317.0
2021-10-19,16.7089,17.0063,16.6127,17.0063,440602.0
2021-10-20,17.1026,17.365,17.0676,17.2163,792437.0
2021-10-21,17.225,17.3124,16.9626,17.0763,800814.0
2021-10-22,17.1376,17.1726,16.8489,16.9713,589836.0
2021-10-23,17.1376,17.1726,16.8489,16.9713,589836.0
2021-10-24,17.1376,17.1726,16.8489,16.9713,589836.0
2021-10-25,16.9713,17.3213,16.7614,17.26,890831.0
2021-10-26,17.2863,17.2863,16.8314,16.8489,894559.0
2021-10-27,16.7789,16.783,15.9522,16.3065,1761401.0
2021-10-28,16.2977,16.464,16.079,16.2802,1921852.0
2021-10-29,16.3327,16.4377,16.0003,16.394,4936411.0
2021-10-30,16.3327,16.4377,16.0003,16.394,4936411.0
2021-10-31,16.3327,16.4377,16.0003,16.394,4936411.0
2021-11-01,16.5777,17.4612,16.5252,17.3213,1124194.0
2021-11-02,17.365,17.3913,16.7876,17.0676,776750.0
2021-11-03,17.1463,17.8287,17.1113,17.5137,955693.0
2021-11-04,17.61,17.7324,17.19,17.3038,896635.0
2021-11-05,17.575,17.9949,17.0938,17.1113,887658.0
2021-11-06,17.575,17.9949,17.0938,17.1113,887658.0
2021-11-07,17.575,17.9949,17.0938,17.1113,887658.0
2021-11-08,17.1551,17.4525,17.0894,17.4437,712572.0
2021-11-09,17.4962,17.5732,17.0588,17.3388,546923.0
2021-11-10,17.2863,17.6799,17.2775,17.54,584480.0
2021-11-11,17.6887,17.9074,17.4962,17.8811,580899.0
2021-11-12,17.8374,17.8811,17.4612,17.4875,721804.0
2021-11-13,17.8374,17.8811,17.4612,17.4875,721804.0
2021-11-14,17.8374,17.8811,17.4612,17.4875,721804.0
2021-11-15,17.4962,17.6012,17.0938,17.2075,680020.0
2021-11-16,17.1769,17.2688,16.9888,17.0238,507407.0
2021-11-17,17.0151,17.33,16.9713,17.2863,643509.0
2021-11-18,17.365,17.4262,17.0326,17.1813,554264.0
2021-11-19,16.9451,17.0851,16.3502,16.4552,671066.0
2021-11-20,16.9451,17.0851,16.3502,16.4552,671066.0
2021-11-21,16.9451,17.0851,16.3502,16.4552,671066.0
2021-11-22,16.4552,16.9976,16.4552,16.7177,540794.0
2021-11-23,16.6214,17.1288,16.6214,17.0588,541360.0
2021-11-24,16.9976,17.0938,16.7876,16.9101,430474.0
2021-11-25,16.9976,17.0938,16.7876,16.9101,430474.0
2021-11-26,16.4202,16.6127,16.2365,16.4902,485815.0
2021-11-27,16.4202,16.6127,16.2365,16.4902,485815.0
2021-11-28,16.4202,16.6127,16.2365,16.4902,485815.0
2021-11-29,16.5952,16.5952,16.0003,16.0878,670535.0
2021-11-30,15.9478,15.994,15.2567,15.4667,1042098.0
2021-12-01,15.7291,15.9391,15.0992,15.0992,767505.0
2021-12-02,15.073,15.7247,15.0293,15.5454,646154.0
2021-12-03,15.4929,15.9303,15.4098,15.8516,715231.0
2021-12-04,15.4929,15.9303,15.4098,15.8516,715231.0
2021-12-05,15.4929,15.9303,15.4098,15.8516,715231.0
2021-12-06,16.5864,17.3213,16.4727,17.2075,2057298.0
2021-12-07,17.225,17.2382,16.8226,17.0588,1113757.0
2021-12-08,17.0063,17.3738,16.9888,17.0676,1100220.0
2021-12-09,16.8839,17.1376,16.7089,16.9189,1111371.0
2021-12-10,17.0063,17.4437,16.967,17.3388,1058336.0
2021-12-11,17.0063,17.4437,16.967,17.3388,1058336.0
2021-12-12,17.0063,17.4437,16.967,17.3388,1058336.0
2021-12-13,17.0851,17.19,16.7002,17.0851,1040012.0
2021-12-14,17.0718,17.7427,17.01,17.6544,1497724.0
2021-12-15,17.7074,17.8045,17.1777,17.469,1178284.0
2021-12-16,17.469,18.0958,17.4293,17.8751,1539239.0
2021-12-17,17.8663,17.981,16.9306,16.9306,19475051.0
2021-12-18,17.8663,17.981,16.9306,16.9306,19475051.0
2021-12-19,17.8663,17.981,16.9306,16.9306,19475051.0
2021-12-20,16.7629,17.2042,16.3392,17.1424,1639200.0
2021-12-21,17.3013,18.3782,17.1954,18.3429,1480310.0
2021-12-22,18.3076,18.5151,17.9016,18.4312,890510.0
2021-12-23,18.5371,18.6431,18.1664,18.2105,685756.0
2021-12-24,18.5371,18.6431,18.1664,18.2105,685756.0
2021-12-25,18.5371,18.6431,18.1664,18.2105,685756.0
2021-12-26,18.5371,18.6431,18.1664,18.2105,685756.0
2021-12-27,18.237,18.2723,17.7603,18.0252,525554.0
2021-12-28,17.9634,18.4489,17.9413,17.9987,565341.0
2021-12-29,18.0516,18.0869,17.778,17.7868,722339.0
2021-12-30,17.778,18.1046,17.7773,17.981,750139.0
2021-12-31,17.9457,18.034,17.7692,17.7868,444912.0
2022-01-01,17.9457,18.034,17.7692,17.7868,444912.0
2022-01-02,17.9457,18.034,17.7692,17.7868,444912.0
2022-01-03,17.9634,18.2723,17.9192,18.1752,647674.0
2022-01-04,18.2105,18.5018,18.1929,18.3694,748047.0
2022-01-05,18.5107,18.9521,18.2414,18.2811,788600.0
2022-01-06,18.4753,18.4753,17.778,17.7957,727791.0
2022-01-07,17.6809,18.3871,17.6368,18.3606,1220758.0
2022-01-08,17.6809,18.3871,17.6368,18.3606,1220758.0
2022-01-09,17.6809,18.3871,17.6368,18.3606,1220758.0
2022-01-10,18.4312,18.5901,17.8001,17.9722,974242.0
2022-01-11,18.0516,18.1443,17.6897,18.034,865968.0
2022-01-12,18.0163,18.2988,17.76,17.8133,624890.0
2022-01-13,17.9369,18.2811,17.7957,18.0869,561778.0
2022-01-14,17.9722,18.2105,17.7868,18.2017,637229.0
2022-01-15,17.9722,18.2105,17.7868,18.2017,637229.0
2022-01-16,17.9722,18.2105,17.7868,18.2017,637229.0
2022-01-17,17.9722,18.2105,17.7868,18.2017,637229.0
2022-01-18,18.0958,18.1002,17.5485,17.7603,812561.0
2022-01-19,17.7515,17.7868,17.2042,17.4249,610182.0
2022-01-20,17.4073,17.8045,17.2793,17.319,909818.0
2022-01-21,17.2837,17.6279,17.0718,17.116,738596.0
2022-01-22,17.2837,17.6279,17.0718,17.116,738596.0
2022-01-23,17.2837,17.6279,17.0718,17.116,738596.0
2022-01-24,16.9306,17.575,16.9306,17.4867,1081776.0
2022-01-25,17.2572,17.853,17.2219,17.7074,1037881.0
2022-01-26,17.8221,18.0958,16.9835,17.1777,1338338.0
2022-01-27,17.1071,17.5794,16.9968,17.2307,1068826.0
2022-01-28,17.2307,17.6456,17.1071,17.6368,1083010.0
2022-01-29,17.2307,17.6456,17.1071,17.6368,1083010.0
2022-01-30,17.2307,17.6456,17.1071,17.6368,1083010.0
2022-01-31,17.4337,17.6368,16.6569,17.4779,5847227.0
2022-02-01,17.3013,17.6721,17.0983,17.6279,883626.0
2022-02-02,17.6191,17.8928,17.4999,17.8398,713255.0
2022-02-03,17.9016,18.3871,17.8398,18.3076,875471.0
2022-02-04,18.1399,18.2105,17.7868,18.0605,853550.0
2022-02-05,18.1399,18.2105,17.7868,18.0605,853550.0
2022-02-06,18.1399,18.2105,17.7868,18.0605,853550.0
2022-02-07,18.0869,18.0915,17.6809,17.9545,961990.0
2022-02-08,18.0296,18.4312,17.9281,18.3782,583692.0
2022-02-09,18.3871,18.5636,18.1223,18.2988,625146.0
2022-02-10,18.1223,18.3076,17.8486,17.9369,747708.0
2022-02-11,17.9016,18.2988,17.6632,18.1399,588338.0
2022-02-12,17.9016,18.2988,17.6632,18.1399,588338.0
2022-02-13,17.9016,18.2988,17.6632,18.1399,588338.0
2022-02-14,18.2194,18.2194,17.6456,18.0428,576924.0
2022-02-15,18.184,18.568,17.9281,18.4577,519842.0
2022-02-16,18.3782,18.5813,18.2194,18.4489,433884.0
2022-02-17,18.2282,18.29,17.8751,18.0958,709410.0
2022-02-18,17.8486,18.1752,16.145,16.348,1824217.0
2022-02-19,17.8486,18.1752,16.145,16.348,1824217.0
2022-02-20,17.8486,18.1752,16.145,16.348,1824217.0
2022-02-21,17.8486,18.1752,16.145,16.348,1824217.0
2022-02-22,16.0788,16.2685,15.1916,15.2005,1600863.0
2022-02-23,15.0416,15.1563,14.459,14.5119,1620608.0
2022-02-24,14.0882,14.7635,13.8499,14.7326,1324993.0
2022-02-25,14.7767,15.3682,14.7591,15.3417,1133560.0
2022-02-26,14.7767,15.3682,14.7591,15.3417,1133560.0
2022-02-27,14.7767,15.3682,14.7591,15.3417,1133560.0
2022-02-28,15.068,15.5535,15.0416,15.3152,951804.0
2022-03-01,15.1298,15.3329,14.8209,15.1916,769795.0
2022-03-02,15.2622,15.7124,15.249,15.5271,796737.0
2022-03-03,15.5447,15.783,15.3947,15.633,1024258.0
2022-03-04,15.43,15.8537,15.3417,15.8537,752962.0
2022-03-05,15.43,15.8537,15.3417,15.8537,752962.0
2022-03-06,15.43,15.8537,15.3417,15.8537,752962.0
2022-03-07,15.8713,16.6481,15.6712,16.5422,878929.0
2022-03-08,16.6128,16.9482,16.3921,16.5157,890776.0
2022-03-09,16.5069,16.6834,16.2553,16.4274,613843.0
2022-03-10,16.2244,16.5334,16.1714,16.5334,666330.0
2022-03-11,16.6216,16.8864,16.4363,16.6393,577244.0
2022-03-12,16.6216,16.8864,16.4363,16.6393,577244.0
2022-03-13,16.6216,16.8864,16.4363,16.6393,577244.0
2022-03-14,16.8175,17.0898,16.6571,16.9067,942659.0
2022-03-15,16.9334,17.1027,16.7551,16.7908,567735.0
2022-03-16,16.7997,16.9156,16.5056,16.8888,858362.0
2022-03-17,16.773,17.0225,16.5947,16.8532,745958.0
2022-03-18,16.7908,16.9067,16.5323,16.5591,1926254.0
2022-03-19,16.7908,16.9067,16.5323,16.5591,1926254.0
2022-03-20,16.7908,16.9067,16.5323,16.5591,1926254.0
2022-03-21,16.568,16.7919,16.4254,16.4789,974552.0
2022-03-22,16.5234,16.5992,16.1758,16.3452,630913.0
2022-03-23,16.4165,16.4432,16.2204,16.3184,526744.0
2022-03-24,16.3987,16.4789,16.1848,16.4165,568620.0
2022-03-25,16.5145,16.9156,16.3184,16.8532,783838.0
2022-03-26,16.5145,16.9156,16.3184,16.8532,783838.0
2022-03-27,16.5145,16.9156,16.3184,16.8532,783838.0
2022-03-28,16.8175,16.8175,16.3987,16.6215,690445.0
2022-03-29,16.6215,16.8532,16.519,16.8264,611455.0
2022-03-30,16.871,17.0225,16.7284,16.8175,522274.0
2022-03-31,16.8086,16.978,16.6215,16.8264,703971.0
2022-04-01,16.9156,17.5483,16.7819,17.5483,1390375.0
2022-04-02,16.9156,17.5483,16.7819,17.5483,1390375.0
2022-04-03,16.9156,17.5483,16.7819,17.5483,1390375.0
2022-04-04,17.4681,17.5617,17.1651,17.4503,704311.0
2022-04-05,17.3612,17.6286,17.1206,17.3077,808301.0
2022-04-06,17.4147,17.5573,17.0225,17.4147,753240.0
2022-04-07,17.5038,17.789,17.2453,17.6553,911935.0
2022-04-08,17.7177,18.3371,17.6999,18.2435,739235.0
2022-04-09,17.7177,18.3371,17.6999,18.2435,739235.0
2022-04-10,17.7177,18.3371,17.6999,18.2435,739235.0
2022-04-11,18.3772,18.7159,17.8424,17.8781,1041266.0
2022-04-12,17.9672,18.3683,17.8692,18.1544,786422.0
2022-04-13,18.1098,18.5376,18.0207,18.4841,640985.0
2022-04-14,18.4574,18.6713,18.1989,18.3683,854612.0
2022-04-15,18.4574,18.6713,18.1989,18.3683,854612.0
2022-04-16,18.4574,18.6713,18.1989,18.3683,854612.0
2022-04-17,18.4574,18.6713,18.1989,18.3683,854612.0
2022-04-18,18.3594,18.6406,18.0519,18.1276,799062.0
2022-04-19,17.6375,17.6464,15.9351,16.8086,1662384.0
2022-04-20,16.8354,17.3077,16.8175,17.1295,1072670.0
2022-04-21,17.2721,17.4236,17.0314,17.2721,948619.0
2022-04-22,17.1206,17.1473,16.773,17.0849,960687.0
2022-04-23,17.1206,17.1473,16.773,17.0849,960687.0
2022-04-24,17.1206,17.1473,16.773,17.0849,960687.0
2022-04-25,17.0314,17.0671,16.3095,16.8888,1261106.0
2022-04-26,16.7284,16.7551,16.4254,16.4521,1067480.0
2022-04-27,16.5056,16.7551,16.2204,16.6125,1209174.0
2022-04-28,16.7551,17.0448,16.461,16.9512,891830.0
2022-04-29,16.8621,16.969,16.1848,16.3274,5432422.0
2022-04-30,16.8621,16.969,16.1848,16.3274,5432422.0
2022-05-01,16.8621,16.969,16.1848,16.3274,5432422.0
2022-05-02,16.5234,16.9601,16.1001,16.4521,1270303.0
2022-05-03,16.4967,16.8354,16.4967,16.6125,1151981.0
2022-05-04,16.7195,17.3968,16.6215,17.3166,1018311.0
2022-05-05,17.1651,17.379,16.7686,16.978,678483.0
2022-05-06,17.4681,17.4681,16.5056,16.7284,876405.0
2022-05-07,17.4681,17.4681,16.5056,16.7284,876405.0
2022-05-08,17.4681,17.4681,16.5056,16.7284,876405.0
2022-05-09,16.4878,16.8443,16.3095,16.47,839765.0
2022-05-10,16.4165,16.7017,15.6055,15.7748,1015056.0
2022-05-11,15.7837,16.1491,15.5921,15.6233,1036225.0
2022-05-12,15.6946,15.8461,15.4317,15.6946,986066.0
2022-05-13,15.6322,15.9085,15.4985,15.5965,890380.0
2022-05-14,15.6322,15.9085,15.4985,15.5965,890380.0
2022-05-15,15.6322,15.9085,15.4985,15.5965,890380.0
2022-05-16,15.552,15.7748,15.4985,15.6144,1000718.0
2022-05-17,15.8194,16.0154,15.6678,15.9709,698017.0
2022-05-18,15.8996,15.953,15.3114,15.4361,1152261.0
2022-05-19,15.3827,15.8238,15.3737,15.6411,1231659.0
2022-05-20,15.7659,15.8817,15.2935,15.552,833971.0
2022-05-21,15.7659,15.8817,15.2935,15.552,833971.0
