,HUBG US Equity,HUBG US Equity,HUBG US Equity,HUBG US Equity,HUBG US Equity
2021-03-13,33.0328,34.1196,32.9031,33.96,658500.0
2021-03-14,33.0328,34.1196,32.9031,33.96,658500.0
2021-03-15,33.955,34.1196,33.0004,33.3219,484498.0
2021-03-16,33.1574,33.6584,32.3971,32.8732,508682.0
2021-03-17,32.7486,33.818,32.4046,33.3867,663326.0
2021-03-18,33.6609,34.2442,33.3119,33.9002,571236.0
2021-03-19,33.7756,34.1993,33.0527,33.0527,924470.0
2021-03-20,33.7756,34.1993,33.0527,33.0527,924470.0
2021-03-21,33.7756,34.1993,33.0527,33.0527,924470.0
2021-03-22,33.2521,33.302,32.3498,32.5941,324192.0
2021-03-23,32.2999,33.689,31.6792,31.7615,385132.0
2021-03-24,31.9759,32.624,31.8911,31.9709,381518.0
2021-03-25,31.9659,32.4694,31.4574,32.2451,345612.0
2021-03-26,32.7486,33.8354,32.6614,33.7307,479204.0
2021-03-27,32.7486,33.8354,32.6614,33.7307,479204.0
2021-03-28,32.7486,33.8354,32.6614,33.7307,479204.0
2021-03-29,33.5562,34.3539,33.1773,33.5263,476900.0
2021-03-30,33.5712,34.0548,33.1574,33.8803,340530.0
2021-03-31,33.8204,34.2193,33.1873,33.5413,380016.0
2021-04-01,33.4615,33.8354,33.2908,33.8254,218664.0
2021-04-02,33.4615,33.8354,33.2908,33.8254,218664.0
2021-04-03,33.4615,33.8354,33.2908,33.8254,218664.0
2021-04-04,33.4615,33.8354,33.2908,33.8254,218664.0
2021-04-05,33.9501,34.2342,33.6809,34.1096,272308.0
2021-04-06,34.3439,34.3489,33.1125,33.2222,475282.0
2021-04-07,33.0976,33.6809,32.4704,32.7137,326338.0
2021-04-08,32.9181,33.2471,32.275,32.8932,476602.0
2021-04-09,33.0278,33.4067,32.9081,33.1973,352766.0
2021-04-10,33.0278,33.4067,32.9081,33.1973,352766.0
2021-04-11,33.0278,33.4067,32.9081,33.1973,352766.0
2021-04-12,33.1724,33.8155,33.0278,33.6759,315302.0
2021-04-13,33.6061,33.8628,33.2421,33.5313,422608.0
2021-04-14,33.5662,34.4735,33.4615,34.3788,731678.0
2021-04-15,34.4586,34.9272,34.1719,34.5383,522326.0
2021-04-16,34.7926,35.0401,34.4386,34.4386,516654.0
2021-04-17,34.7926,35.0401,34.4386,34.4386,516654.0
2021-04-18,34.7926,35.0401,34.4386,34.4386,516654.0
2021-04-19,34.5882,34.7776,33.6509,33.985,262884.0
2021-04-20,34.0548,34.4037,33.4116,33.7108,207548.0
2021-04-21,33.7357,33.8603,33.1424,33.1923,342374.0
2021-04-22,33.1424,33.3169,32.7685,32.7885,317304.0
2021-04-23,32.943,33.1674,32.8084,32.8932,243036.0
2021-04-24,32.943,33.1674,32.8084,32.8932,243036.0
2021-04-25,32.943,33.1674,32.8084,32.8932,243036.0
2021-04-26,33.0577,33.0577,32.0357,32.1553,267496.0
2021-04-27,32.2052,32.8383,31.9111,32.3248,391190.0
2021-04-28,32.285,32.5093,31.3901,32.4246,617144.0
2021-04-29,32.7037,33.4067,32.629,33.0527,462250.0
2021-04-30,32.7187,32.968,32.4694,32.7636,311074.0
2021-05-01,32.7187,32.968,32.4694,32.7636,311074.0
2021-05-02,32.7187,32.968,32.4694,32.7636,311074.0
2021-05-03,32.948,33.8603,32.948,33.7357,769312.0
2021-05-04,33.7855,34.4287,33.307,34.2143,461982.0
2021-05-05,34.4486,35.0169,33.956,34.9571,630470.0
2021-05-06,36.8715,36.8715,34.1445,34.7577,659858.0
2021-05-07,34.8923,36.3929,34.5982,36.3081,610788.0
2021-05-08,34.8923,36.3929,34.5982,36.3081,610788.0
2021-05-09,34.8923,36.3929,34.5982,36.3081,610788.0
2021-05-10,36.5574,37.3401,36.3929,36.5973,467134.0
2021-05-11,36.2383,36.6571,35.3908,35.8694,413828.0
2021-05-12,35.8295,36.0638,35.012,35.0867,435028.0
2021-05-13,35.0468,36.2482,35.0468,36.2184,306106.0
2021-05-14,36.2533,37.0011,36.0115,37.0011,457418.0
2021-05-15,36.2533,37.0011,36.0115,37.0011,457418.0
2021-05-16,36.2533,37.0011,36.0115,37.0011,457418.0
2021-05-17,36.9911,37.365,36.5075,37.1108,376012.0
2021-05-18,37.1257,37.355,36.2732,36.3206,1082482.0
2021-05-19,35.9542,36.3281,34.7427,34.9421,439824.0
2021-05-20,34.8624,35.0967,34.3642,34.7627,415330.0
2021-05-21,35.0468,35.2936,34.4984,34.6929,420020.0
2021-05-22,35.0468,35.2936,34.4984,34.6929,420020.0
2021-05-23,35.0468,35.2936,34.4984,34.6929,420020.0
2021-05-24,34.8923,35.2581,34.4287,34.9521,186892.0
2021-05-25,34.9172,34.9945,34.1395,34.1395,243212.0
2021-05-26,34.1395,34.5633,33.98,34.5284,315824.0
2021-05-27,34.7477,35.0269,34.6879,34.7377,269212.0
2021-05-28,35.0668,35.0668,34.4486,34.8026,197054.0
2021-05-29,35.0668,35.0668,34.4486,34.8026,197054.0
2021-05-30,35.0668,35.0668,34.4486,34.8026,197054.0
2021-05-31,35.0668,35.0668,34.4486,34.8026,197054.0
2021-06-01,34.9222,35.3908,34.5284,35.2811,302494.0
2021-06-02,35.4756,35.5504,34.1345,34.2891,366532.0
2021-06-03,34.319,34.3788,33.6659,34.2442,336274.0
2021-06-04,34.314,34.8275,33.1175,33.4715,351100.0
2021-06-05,34.314,34.8275,33.1175,33.4715,351100.0
2021-06-06,34.314,34.8275,33.1175,33.4715,351100.0
2021-06-07,33.5961,33.9401,33.1574,33.5064,428426.0
2021-06-08,33.4715,33.7706,33.1724,33.3518,405570.0
2021-06-09,33.282,33.626,32.6464,32.7785,418876.0
2021-06-10,32.968,33.7482,32.3996,32.5093,426476.0
2021-06-11,32.7336,33.1275,32.3946,33.0577,1152590.0
2021-06-12,32.7336,33.1275,32.3946,33.0577,1152590.0
2021-06-13,32.7336,33.1275,32.3946,33.0577,1152590.0
2021-06-14,33.4017,36.3929,33.3618,33.6011,1057568.0
2021-06-15,33.5861,34.1644,33.3174,33.9949,396144.0
2021-06-16,33.98,34.5034,33.4166,33.7207,525500.0
2021-06-17,33.6609,34.1021,32.3996,32.629,358670.0
2021-06-18,32.2152,32.3722,31.6817,32.0457,943752.0
2021-06-19,32.2152,32.3722,31.6817,32.0457,943752.0
2021-06-20,32.2152,32.3722,31.6817,32.0457,943752.0
2021-06-21,32.3498,33.0976,32.275,33.0078,349716.0
2021-06-22,33.626,33.6809,32.7935,33.616,333608.0
2021-06-23,33.5662,33.8628,32.9779,33.0677,400398.0
2021-06-24,33.2621,33.2995,32.7636,33.0627,214470.0
2021-06-25,33.1724,33.4964,32.8682,33.0726,802988.0
2021-06-26,33.1724,33.4964,32.8682,33.0726,802988.0
2021-06-27,33.1724,33.4964,32.8682,33.0726,802988.0
2021-06-28,33.287,33.6609,32.7137,33.0677,367510.0
2021-06-29,33.1724,33.4664,32.7636,33.0776,172454.0
2021-06-30,32.9131,33.1823,32.8234,32.8932,277246.0
2021-07-01,33.1923,34.2841,32.8932,34.2691,578778.0
2021-07-02,34.2143,34.3788,33.635,33.9401,472520.0
2021-07-03,34.2143,34.3788,33.635,33.9401,472520.0
2021-07-04,34.2143,34.3788,33.635,33.9401,472520.0
2021-07-05,34.2143,34.3788,33.635,33.9401,472520.0
2021-07-06,34.3788,34.3788,33.1275,33.4465,404816.0
2021-07-07,33.3219,34.0049,33.2322,33.8304,335376.0
2021-07-08,33.2471,33.3119,32.5741,32.8383,379192.0
2021-07-09,33.4814,33.5562,32.9929,33.4615,194948.0
2021-07-10,33.4814,33.5562,32.9929,33.4615,194948.0
2021-07-11,33.4814,33.5562,32.9929,33.4615,194948.0
2021-07-12,33.2222,33.5537,33.0078,33.5064,214460.0
2021-07-13,33.4216,33.6958,33.0776,33.1225,236950.0
2021-07-14,33.1674,33.5512,33.1175,33.3468,175168.0
2021-07-15,33.1175,33.7332,33.0909,33.4565,281194.0
2021-07-16,33.5313,33.6609,32.103,32.1803,573858.0
2021-07-17,33.5313,33.6609,32.103,32.1803,573858.0
2021-07-18,33.5313,33.6609,32.103,32.1803,573858.0
2021-07-19,31.5372,31.8512,31.1882,31.5372,459068.0
2021-07-20,31.6917,32.604,31.4923,31.9809,385248.0
2021-07-21,32.0207,32.4046,31.6568,31.8014,311924.0
2021-07-22,31.8812,32.1204,31.4574,31.8762,246326.0
2021-07-23,31.931,32.5342,31.6468,32.5043,265596.0
2021-07-24,31.931,32.5342,31.6468,32.5043,265596.0
2021-07-25,31.931,32.5342,31.6468,32.5043,265596.0
2021-07-26,32.5392,32.7536,32.0507,32.3548,284514.0
2021-07-27,32.0756,32.0756,31.5322,31.946,262414.0
2021-07-28,32.0257,32.3548,31.258,31.8612,243868.0
2021-07-29,32.1902,33.0427,31.7416,32.8284,560048.0
2021-07-30,32.3448,34.0348,31.5771,33.0427,609340.0
2021-07-31,32.3448,34.0348,31.5771,33.0427,609340.0
2021-08-01,32.3448,34.0348,31.5771,33.0427,609340.0
2021-08-02,33.0029,33.3768,32.0507,32.6688,449644.0
2021-08-03,32.7785,33.5163,32.2301,33.297,414454.0
2021-08-04,33.1973,33.4465,31.5571,31.5671,412444.0
2021-08-05,31.592,31.8712,31.0885,31.3328,431136.0
2021-08-06,31.6917,32.1504,31.3727,31.9061,215272.0
2021-08-07,31.6917,32.1504,31.3727,31.9061,215272.0
2021-08-08,31.6917,32.1504,31.3727,31.9061,215272.0
2021-08-09,31.9161,32.1304,31.3477,31.3677,149966.0
2021-08-10,31.3278,31.7814,31.1732,31.6518,244376.0
2021-08-11,31.6967,32.3996,31.3328,32.3946,165752.0
2021-08-12,32.3298,32.6165,32.1653,32.3996,228666.0
2021-08-13,32.3597,33.4814,31.4624,33.4665,536132.0
2021-08-14,32.3597,33.4814,31.4624,33.4665,536132.0
2021-08-15,32.3597,33.4814,31.4624,33.4665,536132.0
2021-08-16,33.307,33.9251,32.8109,33.7158,478960.0
2021-08-17,33.5263,33.7307,33.0677,33.3668,442198.0
2021-08-18,33.3319,34.282,32.9231,33.0677,423450.0
2021-08-19,32.7386,33.0078,32.27,32.5641,901170.0
2021-08-20,32.609,33.5014,32.609,33.4515,475748.0
2021-08-21,32.609,33.5014,32.609,33.4515,475748.0
2021-08-22,32.609,33.5014,32.609,33.4515,475748.0
2021-08-23,33.641,34.0622,33.4266,33.6858,206346.0
2021-08-24,33.6958,33.9152,33.2621,33.2671,217288.0
2021-08-25,33.2521,33.8703,33.1574,33.7507,206978.0
2021-08-26,33.8155,33.8155,33.4116,33.616,199720.0
2021-08-27,33.6609,34.8225,33.6539,34.7377,381510.0
2021-08-28,33.6609,34.8225,33.6539,34.7377,381510.0
2021-08-29,33.6609,34.8225,33.6539,34.7377,381510.0
2021-08-30,34.7826,35.1559,34.324,35.0618,331028.0
2021-08-31,34.9172,35.1465,34.658,34.997,432178.0
2021-09-01,34.3987,35.331,34.3987,35.0568,304088.0
2021-09-02,35.2363,35.7248,35.0269,35.6301,353222.0
2021-09-03,35.5504,35.7946,35.0319,35.1615,282486.0
2021-09-04,35.5504,35.7946,35.0319,35.1615,282486.0
2021-09-05,35.5504,35.7946,35.0319,35.1615,282486.0
2021-09-06,35.5504,35.7946,35.0319,35.1615,282486.0
2021-09-07,35.0518,35.4058,34.7826,34.8325,201978.0
2021-09-08,34.6979,35.0518,34.3364,34.997,317266.0
2021-09-09,34.5682,34.9421,33.4017,33.6011,411880.0
2021-09-10,33.9102,34.3663,33.7706,34.1844,279186.0
2021-09-11,33.9102,34.3663,33.7706,34.1844,279186.0
2021-09-12,33.9102,34.3663,33.7706,34.1844,279186.0
2021-09-13,34.3938,34.3938,33.7656,34.1046,298372.0
2021-09-14,34.1345,34.1345,33.4914,33.9251,291668.0
2021-09-15,34.0697,34.7826,33.9251,34.648,395958.0
2021-09-16,34.6929,35.0917,34.5682,34.8973,310400.0
2021-09-17,34.9721,34.9721,33.7806,34.0747,1254574.0
2021-09-18,34.9721,34.9721,33.7806,34.0747,1254574.0
2021-09-19,34.9721,34.9721,33.7806,34.0747,1254574.0
2021-09-20,33.5562,34.1894,33.1798,34.1744,293400.0
2021-09-21,34.5234,34.5882,33.5313,34.5333,353852.0
2021-09-22,34.7477,34.9621,34.4187,34.5433,192914.0
2021-09-23,34.7078,35.3098,34.7078,34.8873,214950.0
2021-09-24,34.8125,35.2114,34.1545,34.8923,301032.0
2021-09-25,34.8125,35.2114,34.1545,34.8923,301032.0
2021-09-26,34.8125,35.2114,34.1545,34.8923,301032.0
2021-09-27,34.987,35.9143,34.987,35.5254,252600.0
2021-09-28,35.6451,35.6451,34.7926,34.8175,260544.0
2021-09-29,34.8973,35.316,34.7028,35.0319,200644.0
2021-09-30,35.1017,35.341,34.2691,34.2741,230922.0
2021-10-01,34.4785,35.1116,33.98,34.5184,356618.0
2021-10-02,34.4785,35.1116,33.98,34.5184,356618.0
2021-10-03,34.4785,35.1116,33.98,34.5184,356618.0
2021-10-04,34.5084,34.977,34.1295,34.9072,295710.0
2021-10-05,35.0967,35.6052,34.8225,35.3011,298310.0
2021-10-06,34.9471,35.6102,34.7427,35.5753,216540.0
2021-10-07,35.8844,36.0987,35.4855,35.5603,306414.0
2021-10-08,35.4955,35.7124,34.992,35.2712,215398.0
2021-10-09,35.4955,35.7124,34.992,35.2712,215398.0
2021-10-10,35.4955,35.7124,34.992,35.2712,215398.0
2021-10-11,35.316,35.4307,35.0967,35.1515,92400.0
2021-10-12,35.2014,35.67,35.1017,35.6351,196622.0
2021-10-13,35.5653,35.7149,35.2512,35.6251,145708.0
2021-10-14,35.8943,36.2682,35.8345,35.999,162878.0
2021-10-15,36.7917,37.041,36.0539,36.3081,624150.0
2021-10-16,36.7917,37.041,36.0539,36.3081,624150.0
2021-10-17,36.7917,37.041,36.0539,36.3081,624150.0
2021-10-18,36.0788,37.0086,36.0788,36.5275,204372.0
2021-10-19,36.7568,37.0559,36.1436,36.5474,427550.0
2021-10-20,36.7319,37.2354,36.4776,37.1905,357276.0
2021-10-21,37.2902,37.7015,37.2653,37.6143,236170.0
2021-10-22,37.714,38.9055,37.6392,38.7659,331776.0
2021-10-23,37.714,38.9055,37.6392,38.7659,331776.0
2021-10-24,37.714,38.9055,37.6392,38.7659,331776.0
2021-10-25,39.2146,39.3641,38.8756,38.9753,394136.0
2021-10-26,39.1149,39.1149,38.5017,38.8058,372472.0
2021-10-27,38.736,39.3292,38.4094,38.4468,402138.0
2021-10-28,38.5266,39.6184,38.5135,39.3591,416650.0
2021-10-29,39.8826,40.8797,38.8855,39.1697,469414.0
2021-10-30,39.8826,40.8797,38.8855,39.1697,469414.0
2021-10-31,39.8826,40.8797,38.8855,39.1697,469414.0
2021-11-01,39.2694,40.8597,38.9179,40.755,388754.0
2021-11-02,40.7401,40.9145,39.9723,40.0521,243342.0
2021-11-03,40.1119,41.3732,39.4638,41.2785,239070.0
2021-11-04,41.453,41.9764,41.4231,41.8717,347178.0
2021-11-05,42.3254,42.9561,41.0841,41.3034,549976.0
2021-11-06,42.3254,42.9561,41.0841,41.3034,549976.0
2021-11-07,42.3254,42.9561,41.0841,41.3034,549976.0
2021-11-08,41.4779,41.9764,41.1389,41.6624,276958.0
2021-11-09,41.4978,41.8767,41.1339,41.2187,240488.0
2021-11-10,41.0043,41.2685,40.5058,40.7401,202706.0
2021-11-11,40.775,41.448,40.5008,41.4081,252536.0
2021-11-12,41.3682,42.5946,41.2561,42.2157,406670.0
2021-11-13,41.3682,42.5946,41.2561,42.2157,406670.0
2021-11-14,41.3682,42.5946,41.2561,42.2157,406670.0
2021-11-15,42.1758,42.6968,41.7795,42.6096,318762.0
2021-11-16,42.4999,43.3549,42.2656,43.2826,322974.0
2021-11-17,43.0632,43.3673,42.6943,42.9087,306990.0
2021-11-18,43.0283,43.0283,41.3234,41.5527,628636.0
2021-11-19,41.4978,41.8717,41.0292,41.6624,524842.0
2021-11-20,41.4978,41.8717,41.0292,41.6624,524842.0
2021-11-21,41.4978,41.8717,41.0292,41.6624,524842.0
2021-11-22,41.8867,42.9685,41.5555,42.4151,269142.0
2021-11-23,42.3503,42.6993,41.8468,42.2606,340384.0
2021-11-24,42.0462,42.278,41.792,42.0063,178132.0
2021-11-25,42.0462,42.278,41.792,42.0063,178132.0
2021-11-26,40.8847,41.3184,40.5456,40.755,266662.0
2021-11-27,40.8847,41.3184,40.5456,40.755,266662.0
2021-11-28,40.8847,41.3184,40.5456,40.755,266662.0
2021-11-29,41.2286,41.3408,40.2515,40.436,464952.0
2021-11-30,40.0322,40.75,38.3571,38.721,601852.0
2021-12-01,39.9574,39.9973,38.0979,38.1377,435278.0
2021-12-02,38.3571,39.3542,37.8685,39.2295,217406.0
2021-12-03,39.4439,40.2216,38.9603,39.5237,264980.0
2021-12-04,39.4439,40.2216,38.9603,39.5237,264980.0
2021-12-05,39.4439,40.2216,38.9603,39.5237,264980.0
2021-12-06,39.9973,41.6873,39.4588,41.2137,430910.0
2021-12-07,41.5627,42.3254,41.1888,41.3383,258380.0
2021-12-08,41.443,41.5826,40.7999,41.2835,173770.0
2021-12-09,41.0691,41.7027,40.9395,41.2984,164870.0
2021-12-10,41.4929,42.1609,41.2187,41.9465,215846.0
2021-12-11,41.4929,42.1609,41.2187,41.9465,215846.0
2021-12-12,41.4929,42.1609,41.2187,41.9465,215846.0
2021-12-13,41.9864,42.2955,41.3053,41.802,259386.0
2021-12-14,41.5726,42.3028,41.2923,41.4829,166886.0
2021-12-15,41.6324,41.8668,41.1888,41.5128,410272.0
2021-12-16,41.802,41.8119,40.441,40.5955,416666.0
2021-12-17,40.5108,40.8647,39.2146,39.3591,1193428.0
2021-12-18,40.5108,40.8647,39.2146,39.3591,1193428.0
2021-12-19,40.5108,40.8647,39.2146,39.3591,1193428.0
2021-12-20,39.0251,39.3591,38.2998,39.0351,393244.0
2021-12-21,39.3292,40.0122,39.2819,39.7081,411438.0
2021-12-22,39.8377,40.1244,39.3442,40.0122,244916.0
2021-12-23,40.2764,40.7251,39.9075,40.2066,139692.0
2021-12-24,40.2764,40.7251,39.9075,40.2066,139692.0
2021-12-25,40.2764,40.7251,39.9075,40.2066,139692.0
2021-12-26,40.2764,40.7251,39.9075,40.2066,139692.0
2021-12-27,40.3263,41.1539,39.7879,41.094,219372.0
2021-12-28,41.1937,41.6175,40.8647,41.4679,212136.0
2021-12-29,41.6673,42.4899,41.433,42.3354,226746.0
2021-12-30,42.2307,42.4002,41.782,41.9565,171246.0
2021-12-31,41.8817,42.4151,41.6025,41.9964,159356.0
2022-01-01,41.8817,42.4151,41.6025,41.9964,159356.0
2022-01-02,41.8817,42.4151,41.6025,41.9964,159356.0
2022-01-03,43.4745,43.4745,41.1788,41.5776,195878.0
2022-01-04,42.6719,43.1829,41.3283,42.9536,236924.0
2022-01-05,43.0084,43.0134,41.0143,41.1239,254092.0
2022-01-06,41.2984,41.5103,40.6553,41.2635,454204.0
2022-01-07,41.1289,41.2137,39.8128,40.072,356222.0
2022-01-08,41.1289,41.2137,39.8128,40.072,356222.0
2022-01-09,41.1289,41.2137,39.8128,40.072,356222.0
2022-01-10,40.0371,40.0371,39.0102,39.7281,288258.0
2022-01-11,39.7181,39.8263,38.883,39.6234,225940.0
2022-01-12,39.7929,40.2266,39.7181,40.1817,292310.0
2022-01-13,40.2715,40.765,40.1446,40.5207,243576.0
2022-01-14,40.3712,40.5357,39.6358,40.1917,331772.0
2022-01-15,40.3712,40.5357,39.6358,40.1917,331772.0
2022-01-16,40.3712,40.5357,39.6358,40.1917,331772.0
2022-01-17,40.3712,40.5357,39.6358,40.1917,331772.0
2022-01-18,39.7854,40.1169,39.2402,39.6283,253350.0
2022-01-19,39.8926,40.0671,39.1398,39.394,289280.0
2022-01-20,39.5536,40.0371,38.6238,38.6363,202844.0
2022-01-21,38.377,39.5386,38.2148,38.6811,308682.0
2022-01-22,38.377,39.5386,38.2148,38.6811,308682.0
2022-01-23,38.377,39.5386,38.2148,38.6811,308682.0
2022-01-24,38.2125,39.9125,37.8735,39.7081,297226.0
2022-01-25,39.3492,39.5436,37.9882,38.5515,337256.0
2022-01-26,39.1149,39.4987,37.2952,37.9483,271380.0
2022-01-27,38.0181,38.8207,36.5903,36.8166,366034.0
2022-01-28,36.9662,37.5794,36.1735,37.5794,295824.0
2022-01-29,36.9662,37.5794,36.1735,37.5794,295824.0
2022-01-30,36.9662,37.5794,36.1735,37.5794,295824.0
2022-01-31,37.2852,37.8386,37.1357,37.7489,252450.0
2022-02-01,37.8935,38.3571,37.5545,38.053,342680.0
2022-02-02,38.058,38.5264,37.5345,38.2674,358302.0
2022-02-03,38.1278,38.5166,37.6417,37.7937,196012.0
2022-02-04,37.7638,37.8262,36.1785,36.7369,244600.0
2022-02-05,37.7638,37.8262,36.1785,36.7369,244600.0
2022-02-06,37.7638,37.8262,36.1785,36.7369,244600.0
2022-02-07,36.7568,37.2092,36.3779,36.9363,257514.0
2022-02-08,37.1407,37.9981,36.9762,37.7289,289108.0
2022-02-09,41.6025,42.8588,39.5187,39.8676,1224234.0
2022-02-10,39.1149,40.5207,38.731,39.3691,857224.0
2022-02-11,39.4588,40.1867,38.9204,39.5286,684638.0
2022-02-12,39.4588,40.1867,38.9204,39.5286,684638.0
2022-02-13,39.4588,40.1867,38.9204,39.5286,684638.0
2022-02-14,39.7181,40.1568,39.1597,39.4539,526516.0
2022-02-15,39.5386,40.254,39.3841,39.8178,577132.0
2022-02-16,39.9075,40.2814,39.5785,40.1069,419862.0
2022-02-17,39.758,39.8976,39.1448,39.4838,381430.0
2022-02-18,39.3691,39.9175,39.07,39.6932,794954.0
2022-02-19,39.3691,39.9175,39.07,39.6932,794954.0
2022-02-20,39.3691,39.9175,39.07,39.6932,794954.0
2022-02-21,39.3691,39.9175,39.07,39.6932,794954.0
2022-02-22,39.4987,39.6483,38.9354,39.0401,348588.0
2022-02-23,39.1198,39.3342,38.3372,38.402,321136.0
2022-02-24,37.6442,39.6034,37.4498,39.3791,330664.0
2022-02-25,39.2794,41.1539,39.2794,40.9295,423502.0
2022-02-26,39.2794,41.1539,39.2794,40.9295,423502.0
2022-02-27,39.2794,41.1539,39.2794,40.9295,423502.0
2022-02-28,40.3263,42.2307,40.2864,42.0761,623534.0
2022-03-01,42.0113,42.6893,41.3333,41.777,507560.0
2022-03-02,41.7571,43.0682,41.3932,42.3553,448108.0
2022-03-03,42.6245,43.0981,42.4027,42.5896,349778.0
2022-03-04,41.5178,42.7492,41.2573,42.5348,320056.0
2022-03-05,41.5178,42.7492,41.2573,42.5348,320056.0
2022-03-06,41.5178,42.7492,41.2573,42.5348,320056.0
2022-03-07,42.4301,42.4301,41.0292,41.3832,586868.0
2022-03-08,41.2635,42.4201,39.5087,39.5735,611436.0
2022-03-09,40.0621,40.5905,39.8826,40.3512,346652.0
2022-03-10,39.6732,41.0342,39.6732,40.765,269178.0
2022-03-11,40.9694,41.2885,39.2046,39.2594,510336.0
2022-03-12,40.9694,41.2885,39.2046,39.2594,510336.0
2022-03-13,40.9694,41.2885,39.2046,39.2594,510336.0
2022-03-14,39.5237,39.8003,38.6113,39.1847,327556.0
2022-03-15,39.3492,39.6134,38.1776,39.0201,363058.0
2022-03-16,39.4339,41.2685,39.4339,41.1788,331342.0
2022-03-17,40.8298,41.0591,40.3412,41.0093,281406.0
2022-03-18,41.2286,41.4281,40.1468,41.3583,737500.0
2022-03-19,41.2286,41.4281,40.1468,41.3583,737500.0
2022-03-20,41.2286,41.4281,40.1468,41.3583,737500.0
2022-03-21,41.114,42.0743,40.7451,41.094,290436.0
2022-03-22,41.2735,42.0712,40.8797,41.2735,236028.0
2022-03-23,40.9644,41.0741,40.5606,40.6753,345556.0
2022-03-24,40.8099,41.0043,40.2964,40.3313,349826.0
2022-03-25,40.3313,40.5407,39.6583,40.0671,304944.0
2022-03-26,40.3313,40.5407,39.6583,40.0671,304944.0
2022-03-27,40.3313,40.5407,39.6583,40.0671,304944.0
2022-03-28,40.0671,40.5307,39.5935,39.6583,647464.0
2022-03-29,40.1817,41.4131,39.8327,41.1389,857706.0
2022-03-30,40.9445,41.3234,40.092,40.1817,273024.0
2022-03-31,39.3392,39.7281,37.6392,38.4917,939752.0
2022-04-01,38.9005,39.3741,34.6131,34.9671,1316912.0
2022-04-02,38.9005,39.3741,34.6131,34.9671,1316912.0
2022-04-03,38.9005,39.3741,34.6131,34.9671,1316912.0
2022-04-04,35.1116,35.2811,34.0847,34.1943,746912.0
2022-04-05,33.9002,34.3738,32.2949,32.7835,2198186.0
2022-04-06,32.5392,32.6938,31.0985,31.3278,1299930.0
2022-04-07,31.5372,31.5372,30.3158,31.0735,1098100.0
2022-04-08,30.909,31.3053,30.3656,30.5949,661470.0
2022-04-09,30.909,31.3053,30.3656,30.5949,661470.0
2022-04-10,30.909,31.3053,30.3656,30.5949,661470.0
2022-04-11,30.3556,31.5023,30.3158,30.585,831558.0
2022-04-12,30.7545,31.5397,30.57,30.8342,954040.0
2022-04-13,30.6498,31.6419,30.6498,31.6419,339820.0
2022-04-14,31.587,31.8662,30.9838,31.0735,526380.0
2022-04-15,31.587,31.8662,30.9838,31.0735,526380.0
2022-04-16,31.587,31.8662,30.9838,31.0735,526380.0
2022-04-17,31.587,31.8662,30.9838,31.0735,526380.0
2022-04-18,31.1234,31.5422,30.5301,30.8292,467768.0
2022-04-19,30.914,32.1204,30.7894,31.8812,616708.0
2022-04-20,32.2401,32.5791,31.8662,32.1254,366676.0
2022-04-21,32.5243,32.5741,31.926,32.1952,372312.0
2022-04-22,31.9958,32.1354,31.587,31.592,460860.0
2022-04-23,31.9958,32.1354,31.587,31.592,460860.0
2022-04-24,31.9958,32.1354,31.587,31.592,460860.0
2022-04-25,31.3776,32.7935,31.248,32.7636,595106.0
2022-04-26,33.1773,33.5861,32.1653,32.4395,725830.0
2022-04-27,32.3298,32.5292,31.8313,32.2501,398206.0
2022-04-28,32.5891,33.6609,32.3149,33.2023,530210.0
2022-04-29,37.9932,38.2275,33.3718,33.4814,2956632.0
2022-04-30,37.9932,38.2275,33.3718,33.4814,2956632.0
2022-05-01,37.9932,38.2275,33.3718,33.4814,2956632.0
2022-05-02,33.7656,36.5225,33.7656,36.2084,1682264.0
2022-05-03,35.9193,37.0509,35.5624,36.7668,1013918.0
2022-05-04,37.1008,39.065,37.0385,39.065,805914.0
2022-05-05,38.4767,38.8606,37.4099,37.9682,736386.0
2022-05-06,37.7439,38.5067,36.9113,37.9134,538994.0
2022-05-07,37.7439,38.5067,36.9113,37.9134,538994.0
2022-05-08,37.7439,38.5067,36.9113,37.9134,538994.0
2022-05-09,37.9632,38.2973,37.2204,37.4448,554166.0
2022-05-10,37.7937,37.9981,36.2284,37.0958,470200.0
2022-05-11,37.0808,37.5594,36.0663,36.4826,394018.0
2022-05-12,36.4427,36.9712,35.5454,36.9113,422798.0
2022-05-13,36.9213,37.6641,36.6372,36.7618,428032.0
2022-05-14,36.9213,37.6641,36.6372,36.7618,428032.0
2022-05-15,36.9213,37.6641,36.6372,36.7618,428032.0
2022-05-16,36.7369,37.8835,35.6501,35.9691,461670.0
2022-05-17,36.5325,37.7339,36.5325,37.5993,362866.0
2022-05-18,37.5644,37.5644,34.7377,34.8723,676136.0
2022-05-19,34.663,35.4806,33.9052,34.4187,547426.0
2022-05-20,34.8773,35.0568,33.8653,34.992,336172.0
2022-05-21,34.8773,35.0568,33.8653,34.992,336172.0
2022-05-22,34.8773,35.0568,33.8653,34.992,336172.0
2022-05-23,35.331,35.6949,34.8798,35.5155,529614.0
2022-05-24,35.321,35.5055,34.658,35.0767,407788.0
2022-05-25,35.0767,37.2653,34.9397,36.8416,526832.0
2022-05-26,36.8116,37.7987,36.5175,36.5723,950186.0
