,SYY US Equity,SYY US Equity,SYY US Equity,SYY US Equity,SYY US Equity
2020-03-01,60.6585,60.9173,58.472,59.4805,5832031.0
2020-03-02,59.891,62.3675,59.8107,62.1845,5054981.0
2020-03-03,61.9168,65.3794,60.2122,61.1314,4131938.0
2020-03-04,61.7294,63.068,60.4889,63.0502,3063897.0
2020-03-05,61.7472,62.4121,59.7571,60.3729,3987232.0
2020-03-06,58.9182,60.0605,58.124,59.7482,3331262.0
2020-03-07,58.9182,60.0605,58.124,59.7482,3331262.0
2020-03-08,58.9182,60.0605,58.124,59.7482,3331262.0
2020-03-09,55.7769,56.9192,53.7689,54.6613,4898633.0
2020-03-10,55.9643,56.0981,53.1543,55.7055,4385831.0
2020-03-11,54.4115,55.054,48.575,49.2175,7360158.0
2020-03-12,44.5501,46.0048,38.8118,38.8296,9736201.0
2020-03-13,43.3721,44.1039,38.6065,42.0067,15153522.0
2020-03-14,43.3721,44.1039,38.6065,42.0067,15153522.0
2020-03-15,43.3721,44.1039,38.6065,42.0067,15153522.0
2020-03-16,36.3397,37.84,33.4661,33.6892,10264162.0
2020-03-17,33.9302,34.2515,28.5935,31.2886,17467731.0
2020-03-18,30.0035,30.0035,23.2032,27.8795,26221599.0
2020-03-19,27.7099,36.1256,25.6664,33.1181,11766452.0
2020-03-20,37.2054,40.7662,31.4135,31.5295,13695342.0
2020-03-21,37.2054,40.7662,31.4135,31.5295,13695342.0
2020-03-22,37.2054,40.7662,31.4135,31.5295,13695342.0
2020-03-23,30.8602,32.9664,28.888,32.3684,11719191.0
2020-03-24,35.0725,38.3745,33.8052,34.7869,10948111.0
2020-03-25,35.2867,41.9621,35.1885,40.7394,10269102.0
2020-03-26,42.1316,48.218,41.9442,47.7272,10604056.0
2020-03-27,44.6483,47.4059,43.622,45.0231,9237817.0
2020-03-28,44.6483,47.4059,43.622,45.0231,9237817.0
2020-03-29,44.6483,47.4059,43.622,45.0231,9237817.0
2020-03-30,44.2288,44.6126,40.5609,41.3641,7373500.0
2020-03-31,41.0964,42.9973,40.6502,40.7216,5557039.0
2020-04-01,37.4642,38.1068,34.8137,37.366,7411564.0
2020-04-02,36.9781,39.2199,36.4549,37.2488,4878223.0
2020-04-03,36.6263,36.9872,33.5591,35.634,6871602.0
2020-04-04,36.6263,36.9872,33.5591,35.634,6871602.0
2020-04-05,36.6263,36.9872,33.5591,35.634,6871602.0
2020-04-06,37.9344,41.0828,37.4653,40.6047,6654878.0
2020-04-07,43.8794,44.7635,41.2723,41.5609,6634883.0
2020-04-08,42.6525,45.1063,41.9038,42.6255,5878435.0
2020-04-09,44.2403,47.524,43.9967,44.7364,6393245.0
2020-04-10,44.2403,47.524,43.9967,44.7364,6393245.0
2020-04-11,44.2403,47.524,43.9967,44.7364,6393245.0
2020-04-12,44.2403,47.524,43.9967,44.7364,6393245.0
2020-04-13,44.7906,44.9349,41.0197,42.445,3125875.0
2020-04-14,43.3201,45.0341,42.7157,43.5907,3716961.0
2020-04-15,41.2091,41.8767,39.7838,41.588,4823559.0
2020-04-16,41.5609,42.5495,40.0544,41.2632,6002284.0
2020-04-17,44.6643,46.234,44.3756,45.386,8095709.0
2020-04-18,44.6643,46.234,44.3756,45.386,8095709.0
2020-04-19,44.6643,46.234,44.3756,45.386,8095709.0
2020-04-20,44.556,45.7288,43.9335,44.7545,3802248.0
2020-04-21,44.0237,45.1514,43.4375,44.2944,6100145.0
2020-04-22,45.3318,47.3075,44.574,46.3242,4999738.0
2020-04-23,44.3034,46.3242,43.9426,44.8808,8694141.0
2020-04-24,45.7378,49.0396,45.5213,47.8848,7246441.0
2020-04-25,45.7378,49.0396,45.5213,47.8848,7246441.0
2020-04-26,45.7378,49.0396,45.5213,47.8848,7246441.0
2020-04-27,48.2637,50.068,47.9931,49.5448,7303414.0
2020-04-28,50.7897,52.3143,50.3296,50.3747,7775329.0
2020-04-29,52.5128,53.2164,51.5745,52.8646,5109760.0
2020-04-30,51.9173,52.4135,50.4108,50.7626,7067510.0
2020-05-01,49.1659,49.4906,47.3619,47.5962,3836852.0
2020-05-02,49.1659,49.4906,47.3619,47.5962,3836852.0
2020-05-03,49.1659,49.4906,47.3619,47.5962,3836852.0
2020-05-04,46.8294,48.7419,46.5136,48.5614,4510370.0
2020-05-05,49.3012,50.068,45.4491,45.5934,7370083.0
2020-05-06,45.9904,46.9827,45.2867,46.8023,6034144.0
2020-05-07,46.9737,48.3269,46.1528,47.1631,4513428.0
2020-05-08,47.8848,48.2412,46.9286,48.0743,2470736.0
2020-05-09,47.8848,48.2412,46.9286,48.0743,2470736.0
2020-05-10,47.8848,48.2412,46.9286,48.0743,2470736.0
2020-05-11,48.0563,48.0563,46.3603,46.6399,3777058.0
2020-05-12,46.8113,47.4969,44.4297,44.4568,4616600.0
2020-05-13,44.4297,44.4658,41.3805,42.1203,5348126.0
2020-05-14,41.1009,43.3742,39.8469,43.284,5468870.0
2020-05-15,42.7878,43.1577,41.7323,42.9592,7649041.0
2020-05-16,42.7878,43.1577,41.7323,42.9592,7649041.0
2020-05-17,42.7878,43.1577,41.7323,42.9592,7649041.0
2020-05-18,45.3679,48.4171,45.3273,47.542,6196023.0
2020-05-19,47.2804,48.2096,45.5303,46.3512,3769822.0
2020-05-20,47.5781,48.0292,46.9557,47.4338,3562577.0
2020-05-21,47.4428,48.5704,47.0368,47.3436,3555544.0
2020-05-22,47.6232,47.6323,46.1618,46.685,3537489.0
2020-05-23,47.6232,47.6323,46.1618,46.685,3537489.0
2020-05-24,47.6232,47.6323,46.1618,46.685,3537489.0
2020-05-25,47.6232,47.6323,46.1618,46.685,3537489.0
2020-05-26,48.4893,50.1853,47.93,49.7162,4736810.0
2020-05-27,50.5191,52.0978,49.9417,51.3761,5737944.0
2020-05-28,51.8903,51.9625,49.9507,50.4739,4973685.0
2020-05-29,49.8605,51.0513,49.1208,49.7613,9024525.0
2020-05-30,49.8605,51.0513,49.1208,49.7613,9024525.0
2020-05-31,49.8605,51.0513,49.1208,49.7613,9024525.0
2020-06-01,50.6454,52.1158,50.1492,51.5836,3068996.0
2020-06-02,51.7008,52.0346,50.6183,51.0964,2869796.0
2020-06-03,52.3143,53.8118,52.2331,53.3156,3076363.0
2020-06-04,52.8556,53.6585,51.7279,52.8556,2880136.0
2020-06-05,57.1677,58.0789,55.156,55.5619,6726916.0
2020-06-06,57.1677,58.0789,55.156,55.5619,6726916.0
2020-06-07,57.1677,58.0789,55.156,55.5619,6726916.0
2020-06-08,58.6472,58.6472,56.9963,57.8353,6450097.0
2020-06-09,56.7347,56.7347,54.2629,55.3815,5418691.0
2020-06-10,55.4537,55.5529,51.358,51.4122,6988044.0
2020-06-11,48.5885,49.9237,47.8262,48.1465,6348657.0
2020-06-12,50.2214,50.6544,47.542,48.9494,4364317.0
2020-06-13,50.2214,50.6544,47.542,48.9494,4364317.0
2020-06-14,50.2214,50.6544,47.542,48.9494,4364317.0
2020-06-15,47.3526,49.6169,46.7419,49.5087,4327056.0
2020-06-16,51.1325,52.1158,49.9507,50.9972,4707307.0
2020-06-17,51.0964,51.0964,49.0486,49.1478,2544059.0
2020-06-18,48.7148,50.5191,48.0382,50.4559,3470679.0
2020-06-19,51.3219,51.358,48.8456,48.9494,5945231.0
2020-06-20,51.3219,51.358,48.8456,48.9494,5945231.0
2020-06-21,51.3219,51.358,48.8456,48.9494,5945231.0
2020-06-22,48.6697,49.7883,47.6954,49.6169,3270476.0
2020-06-23,51.1325,53.893,51.1325,52.5759,7164200.0
2020-06-24,51.1415,51.5114,48.2908,49.5087,5384017.0
2020-06-25,48.8411,50.1402,48.4983,49.6169,2793682.0
2020-06-26,49.3463,49.3463,47.1451,47.1812,6824479.0
2020-06-27,49.3463,49.3463,47.1451,47.1812,6824479.0
2020-06-28,49.3463,49.3463,47.1451,47.1812,6824479.0
2020-06-29,47.7676,49.5718,47.0549,49.0937,2971066.0
2020-06-30,48.7148,49.7974,48.2728,49.3102,4668319.0
2020-07-01,49.483,50.2471,47.9822,48.8463,3393505.0
2020-07-02,49.9197,50.8839,49.101,49.1738,4925108.0
2020-07-03,49.9197,50.8839,49.101,49.1738,4925108.0
2020-07-04,49.9197,50.8839,49.101,49.1738,4925108.0
2020-07-05,49.9197,50.8839,49.101,49.1738,4925108.0
2020-07-06,50.1653,50.52,48.6462,48.9009,2530086.0
2020-07-07,48.6189,48.8463,47.4546,48.2278,2827143.0
2020-07-08,48.1732,49.1647,47.8185,48.3096,3457071.0
2020-07-09,48.0731,48.1004,45.6399,46.3722,3704207.0
2020-07-10,46.4176,47.6547,45.508,47.582,2442716.0
2020-07-11,46.4176,47.6547,45.508,47.582,2442716.0
2020-07-12,46.4176,47.6547,45.508,47.582,2442716.0
2020-07-13,47.9003,49.0282,47.018,47.7002,3136977.0
2020-07-14,47.3455,48.4097,46.8179,48.1732,2607936.0
2020-07-15,49.3921,50.6837,49.3103,50.429,2938348.0
2020-07-16,50.0925,50.6155,49.4239,49.6832,1944190.0
2020-07-17,50.047,50.0925,48.9555,49.2738,1727842.0
2020-07-18,50.047,50.0925,48.9555,49.2738,1727842.0
2020-07-19,50.047,50.0925,48.9555,49.2738,1727842.0
2020-07-20,48.6826,49.4376,47.7548,48.2369,2727307.0
2020-07-21,48.7735,50.2562,48.7008,49.7741,2329007.0
2020-07-22,49.765,51.2568,49.3375,50.3381,2290132.0
2020-07-23,50.1744,50.4381,49.4558,49.9742,2855206.0
2020-07-24,49.6104,50.1107,49.4162,49.9742,2070857.0
2020-07-25,49.6104,50.1107,49.4162,49.9742,2070857.0
2020-07-26,49.6104,50.1107,49.4162,49.9742,2070857.0
2020-07-27,49.6559,49.8469,48.91,49.1101,2373087.0
2020-07-28,48.9737,49.3557,48.4825,48.6644,1957846.0
2020-07-29,48.8645,49.4376,48.2824,49.1101,2633009.0
2020-07-30,48.2551,48.7554,47.5956,48.7463,2101740.0
2020-07-31,48.3642,48.6189,47.491,48.0731,3070070.0
2020-08-01,48.3642,48.6189,47.491,48.0731,3070070.0
2020-08-02,48.3642,48.6189,47.491,48.0731,3070070.0
2020-08-03,47.964,48.0186,46.2948,47.4182,2901862.0
2020-08-04,47.8457,49.292,47.4182,49.2193,3407882.0
2020-08-05,49.6468,50.1198,49.1374,50.0197,4392326.0
2020-08-06,49.947,52.5121,49.7377,51.3023,3328381.0
2020-08-07,50.7565,53.4126,50.6565,52.5757,4447585.0
2020-08-08,50.7565,53.4126,50.6565,52.5757,4447585.0
2020-08-09,50.7565,53.4126,50.6565,52.5757,4447585.0
2020-08-10,52.9942,55.059,52.9487,54.6679,4005962.0
2020-08-11,53.3034,56.8691,52.9942,55.341,7641274.0
2020-08-12,55.5775,55.8322,54.0948,54.304,3189766.0
2020-08-13,53.7582,54.6769,53.1579,53.3034,2320216.0
2020-08-14,53.1579,54.5769,52.6212,54.1585,3852718.0
2020-08-15,53.1579,54.5769,52.6212,54.1585,3852718.0
2020-08-16,53.1579,54.5769,52.6212,54.1585,3852718.0
2020-08-17,54.4314,54.6815,53.74,54.304,2656916.0
2020-08-18,54.4223,55.1227,53.7309,54.2039,2866369.0
2020-08-19,53.9038,54.0038,52.6485,52.8304,2321663.0
2020-08-20,52.3938,53.1033,51.8117,52.694,2167783.0
2020-08-21,52.7031,52.7213,52.0391,52.2665,2599395.0
2020-08-22,52.7031,52.7213,52.0391,52.2665,2599395.0
2020-08-23,52.7031,52.7213,52.0391,52.2665,2599395.0
2020-08-24,52.7122,54.1494,52.03,54.1312,2734484.0
2020-08-25,54.3586,54.3859,52.1027,52.9396,4052281.0
2020-08-26,52.3029,52.9487,51.1385,52.3029,4352223.0
2020-08-27,52.6121,55.4137,52.5712,54.6042,3195739.0
2020-08-28,54.8043,56.3961,54.6315,56.2961,2564113.0
2020-08-29,54.8043,56.3961,54.6315,56.2961,2564113.0
2020-08-30,54.8043,56.3961,54.6315,56.2961,2564113.0
2020-08-31,55.9595,56.3961,54.6769,54.7042,2428257.0
2020-09-01,54.1767,54.9316,53.5945,54.6679,2488880.0
2020-09-02,54.8771,55.5957,54.2312,55.341,2049864.0
2020-09-03,55.6502,56.5508,54.4996,54.9134,2646754.0
2020-09-04,55.4683,56.1141,54.1585,54.7042,2228815.0
2020-09-05,55.4683,56.1141,54.1585,54.7042,2228815.0
2020-09-06,55.4683,56.1141,54.1585,54.7042,2228815.0
2020-09-07,55.4683,56.1141,54.1585,54.7042,2228815.0
2020-09-08,54.1312,55.1045,53.8856,54.1039,2549749.0
2020-09-09,54.5769,56.3415,53.6846,55.8685,4225291.0
2020-09-10,56.2779,57.4012,55.8413,56.196,3657759.0
2020-09-11,56.3052,56.9601,56.1869,56.669,2861435.0
2020-09-12,56.3052,56.9601,56.1869,56.669,2861435.0
2020-09-13,56.3052,56.9601,56.1869,56.669,2861435.0
2020-09-14,57.0783,59.0067,56.7964,58.7338,2167379.0
2020-09-15,58.843,59.7117,58.4246,59.4888,3150791.0
2020-09-16,59.6798,62.6361,59.5343,62.0812,5170872.0
2020-09-17,61.4081,62.8453,61.2728,62.2177,4434469.0
2020-09-18,62.3723,63.2319,61.3171,61.5173,4585975.0
2020-09-19,62.3723,63.2319,61.3171,61.5173,4585975.0
2020-09-20,62.3723,63.2319,61.3171,61.5173,4585975.0
2020-09-21,59.1704,60.1255,57.6787,58.2608,4036662.0
2020-09-22,58.5155,58.9612,57.5422,58.2335,2854762.0
2020-09-23,58.3245,59.1159,54.8088,55.0499,3427262.0
2020-09-24,54.8862,56.7162,53.6127,55.9959,2954192.0
2020-09-25,55.3319,56.5871,55.059,56.4052,2543564.0
2020-09-26,55.3319,56.5871,55.059,56.4052,2543564.0
2020-09-27,55.3319,56.5871,55.059,56.4052,2543564.0
2020-09-28,57.3785,57.7423,56.1869,56.2597,2163542.0
2020-09-29,56.0778,56.387,55.3137,55.6411,2135882.0
2020-09-30,55.9868,57.382,55.9868,56.5962,2257158.0
2020-10-01,57.1001,57.7507,56.3305,57.375,2034403.0
2020-10-02,56.2389,58.0988,55.8449,57.8789,1709313.0
2020-10-03,56.2389,58.0988,55.8449,57.8789,1709313.0
2020-10-04,56.2389,58.0988,55.8449,57.8789,1709313.0
2020-10-05,58.3096,58.5845,57.1368,58.218,1704067.0
2020-10-06,58.7036,60.2245,58.4837,59.2533,3698619.0
2020-10-07,59.8305,60.9025,59.8305,60.7285,2066099.0
2020-10-08,61.0583,62.1853,60.8751,62.1578,2362318.0
2020-10-09,62.3044,63.468,61.9837,62.2861,2594089.0
2020-10-10,62.3044,63.468,61.9837,62.2861,2594089.0
2020-10-11,62.3044,63.468,61.9837,62.2861,2594089.0
2020-10-12,62.1853,62.341,61.4889,61.8279,2060795.0
2020-10-13,61.2141,61.2141,59.5832,59.629,2313947.0
2020-10-14,59.7481,62.0753,59.7481,61.2965,2228966.0
2020-10-15,60.4719,61.7088,60.4353,61.0033,1970762.0
2020-10-16,61.2965,61.434,60.2429,60.2703,2620694.0
2020-10-17,61.2965,61.434,60.2429,60.2703,2620694.0
2020-10-18,61.2965,61.434,60.2429,60.2703,2620694.0
2020-10-19,60.3162,60.8109,58.8502,58.951,2333422.0
2020-10-20,59.7389,60.1879,58.9555,59.1708,1565900.0
2020-10-21,59.1342,59.4182,58.163,58.4562,1495680.0
2020-10-22,58.7127,59.7756,58.0164,59.7481,1793466.0
2020-10-23,60.1237,60.2245,58.425,59.3724,1717434.0
2020-10-24,60.1237,60.2245,58.425,59.3724,1717434.0
2020-10-25,60.1237,60.2245,58.425,59.3724,1717434.0
2020-10-26,58.4837,58.5478,55.2768,55.7075,3163087.0
2020-10-27,55.515,56.0281,53.4443,53.4535,3537817.0
2020-10-28,52.0425,52.6839,50.1459,50.2008,4212375.0
2020-10-29,50.0451,51.4744,49.3396,50.659,3873690.0
2020-10-30,50.3658,50.7781,49.4129,50.6773,4689870.0
2020-10-31,50.3658,50.7781,49.4129,50.6773,4689870.0
2020-11-01,50.3658,50.7781,49.4129,50.6773,4689870.0
2020-11-02,51.4561,52.6472,50.6498,52.3082,3665326.0
2020-11-03,54.6721,56.0373,53.7834,55.2035,4172117.0
2020-11-04,55.8082,57.1826,55.4509,55.6525,3185938.0
2020-11-05,55.8357,56.5504,55.0203,55.7349,3106313.0
2020-11-06,56.0648,56.5046,55.2585,55.7624,1627009.0
2020-11-07,56.0648,56.5046,55.2585,55.7624,1627009.0
2020-11-08,56.0648,56.5046,55.2585,55.7624,1627009.0
2020-11-09,61.4798,70.3032,61.4431,65.1264,8057925.0
2020-11-10,67.1696,67.7469,65.0714,66.2259,3917848.0
2020-11-11,65.8228,66.4275,62.1028,62.7534,3571169.0
2020-11-12,62.0478,63.3581,61.663,62.3136,3008933.0
2020-11-13,62.9824,65.7495,62.9824,65.5479,3104451.0
2020-11-14,62.9824,65.7495,62.9824,65.5479,3104451.0
2020-11-15,62.9824,65.7495,62.9824,65.5479,3104451.0
2020-11-16,68.5073,68.7547,66.2534,68.6906,3843926.0
2020-11-17,67.5453,68.8189,66.8857,68.0126,2861396.0
2020-11-18,67.9118,68.5165,65.6487,65.6762,3601747.0
2020-11-19,65.3646,66.4916,64.9065,65.9602,3257247.0
2020-11-20,65.4379,65.4654,63.7521,64.1369,2912436.0
2020-11-21,65.4379,65.4654,63.7521,64.1369,2912436.0
2020-11-22,65.4379,65.4654,63.7521,64.1369,2912436.0
2020-11-23,64.6958,65.6212,64.0269,65.3372,2093474.0
2020-11-24,66.5558,67.6369,66.0014,66.3817,2318689.0
2020-11-25,66.1618,66.4825,64.8974,65.6762,2498198.0
2020-11-26,66.1618,66.4825,64.8974,65.6762,2498198.0
2020-11-27,65.3738,66.2351,64.9157,65.273,865313.0
2020-11-28,65.3738,66.2351,64.9157,65.273,865313.0
2020-11-29,65.3738,66.2351,64.9157,65.273,865313.0
2020-11-30,64.7966,65.3463,64.0269,65.3188,3650689.0
2020-12-01,65.4379,67.866,65.4379,67.2796,3007506.0
2020-12-02,66.7115,67.1238,65.9785,66.6565,3102000.0
2020-12-03,66.684,69.4053,66.2442,68.4249,3494403.0
2020-12-04,68.9655,71.5951,68.6173,71.5768,4305552.0
2020-12-05,68.9655,71.5951,68.6173,71.5768,4305552.0
2020-12-06,68.9655,71.5951,68.6173,71.5768,4305552.0
2020-12-07,70.4681,71.4393,69.0113,69.5152,2723818.0
2020-12-08,69.3961,70.5964,68.9555,70.294,1746722.0
2020-12-09,70.1841,70.5506,69.2953,70.01,2630251.0
2020-12-10,69.3869,71.0087,69.135,70.7705,2750787.0
2020-12-11,70.2574,71.0087,69.0663,69.5244,4403368.0
2020-12-12,70.2574,71.0087,69.0663,69.5244,4403368.0
2020-12-13,70.2574,71.0087,69.0663,69.5244,4403368.0
2020-12-14,70.2024,70.2024,67.1696,67.2796,3452602.0
2020-12-15,67.6919,68.4432,66.7024,68.0859,2728664.0
2020-12-16,68.0859,68.1225,66.5099,67.6919,3116360.0
2020-12-17,68.3241,69.561,68.0034,68.205,2844513.0
2020-12-18,68.1042,68.1592,65.8869,66.2259,7618395.0
2020-12-19,68.1042,68.1592,65.8869,66.2259,7618395.0
2020-12-20,68.1042,68.1592,65.8869,66.2259,7618395.0
2020-12-21,64.6133,66.8856,64.4301,66.4,4483780.0
2020-12-22,66.2076,66.4,65.1081,65.8961,2173776.0
2020-12-23,66.5741,67.2796,66.4366,66.7665,1752893.0
2020-12-24,66.6474,66.7023,65.5112,66.3542,730194.0
2020-12-25,66.6474,66.7023,65.5112,66.3542,730194.0
2020-12-26,66.6474,66.7023,65.5112,66.3542,730194.0
2020-12-27,66.6474,66.7023,65.5112,66.3542,730194.0
2020-12-28,66.7482,68.15,66.6382,67.6461,1975922.0
2020-12-29,67.9759,68.938,66.6199,66.7298,1409042.0
2020-12-30,66.6199,67.3643,66.6016,67.1513,1108109.0
2020-12-31,67.2796,68.2325,66.5741,68.0401,1163701.0
2021-01-01,67.2796,68.2325,66.5741,68.0401,1163701.0
2021-01-02,67.2796,68.2325,66.5741,68.0401,1163701.0
2021-01-03,67.2796,68.2325,66.5741,68.0401,1163701.0
2021-01-04,67.9301,68.15,64.8241,66.2534,2497325.0
2021-01-05,65.9877,67.5911,65.9877,66.6749,1662577.0
2021-01-06,67.1055,69.6893,66.8948,69.6343,3642010.0
2021-01-07,69.9938,70.4039,68.6527,69.6712,4195085.0
2021-01-08,69.6159,71.7266,69.3209,71.4777,3682938.0
2021-01-09,69.6159,71.7266,69.3209,71.4777,3682938.0
2021-01-10,69.6159,71.7266,69.3209,71.4777,3682938.0
2021-01-11,70.4731,72.6667,69.92,71.4777,3023790.0
2021-01-12,71.192,73.699,70.9892,72.2335,3281396.0
2021-01-13,72.2151,72.2151,70.1689,70.1781,2262136.0
2021-01-14,70.6021,71.4316,69.0905,69.5975,2659836.0
2021-01-15,69.3578,70.086,68.8739,69.6528,2049740.0
2021-01-16,69.3578,70.086,68.8739,69.6528,2049740.0
2021-01-17,69.3578,70.086,68.8739,69.6528,2049740.0
2021-01-18,69.3578,70.086,68.8739,69.6528,2049740.0
2021-01-19,70.086,70.2426,68.9615,69.0076,1772455.0
2021-01-20,68.7126,71.1459,68.3439,70.9892,2274812.0
2021-01-21,70.8786,71.192,70.3432,70.8141,1988361.0
2021-01-22,70.3809,70.6113,69.261,69.3025,1539095.0
2021-01-23,70.3809,70.6113,69.261,69.3025,1539095.0
2021-01-24,70.3809,70.6113,69.261,69.3025,1539095.0
2021-01-25,67.284,68.3255,66.2517,67.284,4094749.0
2021-01-26,68.2241,69.7173,67.8877,68.3624,2061057.0
2021-01-27,67.5144,68.3808,65.9835,66.3807,2671475.0
2021-01-28,67.0812,69.3762,66.5466,68.3439,1960198.0
2021-01-29,68.0213,68.0213,65.7908,65.9107,2685141.0
2021-01-30,68.0213,68.0213,65.7908,65.9107,2685141.0
2021-01-31,68.0213,68.0213,65.7908,65.9107,2685141.0
2021-02-01,66.6941,66.943,65.5235,65.966,2129013.0
2021-02-02,64.5189,68.0213,64.482,67.3116,5352601.0
2021-02-03,67.1181,70.7588,67.0628,70.4178,4967755.0
2021-02-04,70.4085,71.2472,69.874,70.5284,2419952.0
2021-02-05,71.5791,72.2243,70.4915,71.0445,1908197.0
2021-02-06,71.5791,72.2243,70.4915,71.0445,1908197.0
2021-02-07,71.5791,72.2243,70.4915,71.0445,1908197.0
2021-02-08,71.3395,71.9386,70.3164,70.897,1412492.0
2021-02-09,70.9155,71.1457,69.4223,70.2426,1864907.0
2021-02-10,70.7311,71.533,69.8279,70.1781,1461482.0
2021-02-11,70.2887,70.8049,69.6159,70.2519,1218939.0
2021-02-12,69.8555,70.6528,69.4882,70.2703,1207676.0
2021-02-13,69.8555,70.6528,69.4882,70.2703,1207676.0
2021-02-14,69.8555,70.6528,69.4882,70.2703,1207676.0
2021-02-15,69.8555,70.6528,69.4882,70.2703,1207676.0
2021-02-16,70.2519,70.7864,69.5882,70.4085,2091639.0
2021-02-17,70.1228,70.1228,68.6389,69.026,2094640.0
2021-02-18,68.2333,69.2749,68.0951,69.0629,1452761.0
2021-02-19,69.3394,71.2196,69.1643,70.7035,2005658.0
2021-02-20,69.3394,71.2196,69.1643,70.7035,2005658.0
2021-02-21,69.3394,71.2196,69.1643,70.7035,2005658.0
2021-02-22,70.003,73.0999,70.003,72.5008,2122305.0
2021-02-23,72.5745,73.828,72.1874,72.934,2304487.0
2021-02-24,72.6944,75.1553,72.5008,74.6391,3194995.0
2021-02-25,74.9249,75.3949,73.6253,74.1046,3596457.0
2021-02-26,73.7727,75.1461,72.8326,73.3948,3146238.0
2021-02-27,73.7727,75.1461,72.8326,73.3948,3146238.0
2021-02-28,73.7727,75.1461,72.8326,73.3948,3146238.0
2021-03-01,74.1506,75.4687,73.9018,74.5746,2285883.0
2021-03-02,74.5193,74.9341,73.5792,73.7635,2210790.0
2021-03-03,74.0861,76.0401,73.9479,75.1184,2525500.0
2021-03-04,74.9433,75.3028,72.0768,73.2013,2746753.0
2021-03-05,74.4272,75.5793,72.2243,75.3857,2231355.0
2021-03-06,74.4272,75.5793,72.2243,75.3857,2231355.0
2021-03-07,74.4272,75.5793,72.2243,75.3857,2231355.0
2021-03-08,75.7267,76.6761,75.2382,75.3028,2683130.0
2021-03-09,74.9802,75.3028,72.8695,73.146,3654678.0
2021-03-10,73.1091,75.1498,72.8971,74.8696,2352117.0
2021-03-11,75.2567,75.4687,74.1309,74.6852,1922113.0
2021-03-12,75.3304,76.9157,75.017,76.8697,1866513.0
2021-03-13,75.3304,76.9157,75.017,76.8697,1866513.0
2021-03-14,75.3304,76.9157,75.017,76.8697,1866513.0
2021-03-15,76.6761,77.395,76.2436,76.7222,2304155.0
2021-03-16,75.9295,76.1692,73.8926,74.1506,2428750.0
2021-03-17,74.6023,75.441,73.9755,74.4364,1642995.0
2021-03-18,74.7037,74.7313,72.5838,72.6483,1981709.0
2021-03-19,72.3902,74.3949,71.4869,73.4594,4882543.0
2021-03-20,72.3902,74.3949,71.4869,73.4594,4882543.0
2021-03-21,72.3902,74.3949,71.4869,73.4594,4882543.0
2021-03-22,73.275,73.6161,71.6252,72.4455,2151927.0
2021-03-23,71.7634,72.1413,70.427,71.6897,3149016.0
2021-03-24,72.2796,73.6714,71.5238,71.5699,1612781.0
2021-03-25,70.8878,73.6068,70.6851,73.358,1685678.0
2021-03-26,73.8926,74.6576,73.4133,74.3165,1560664.0
2021-03-27,73.8926,74.6576,73.4133,74.3165,1560664.0
2021-03-28,73.8926,74.6576,73.4133,74.3165,1560664.0
2021-03-29,74.0953,74.5009,72.1321,72.8418,1563423.0
2021-03-30,72.6022,74.3442,72.6022,73.6345,2242946.0
2021-03-31,73.7921,74.135,72.9579,72.9857,2080031.0
2021-04-01,72.9022,73.2174,72.0866,72.2905,2391594.0
2021-04-02,72.9022,73.2174,72.0866,72.2905,2391594.0
2021-04-03,72.9022,73.2174,72.0866,72.2905,2391594.0
2021-04-04,72.9022,73.2174,72.0866,72.2905,2391594.0
2021-04-05,73.0784,73.8431,72.6242,73.4862,3052751.0
2021-04-06,73.3101,76.2021,73.2359,75.3122,1928030.0
2021-04-07,75.2381,75.7479,74.5883,74.7561,1522299.0
2021-04-08,74.0053,74.821,73.919,74.719,1178894.0
2021-04-09,75.2566,75.7108,74.2277,74.9507,1311244.0
2021-04-10,75.2566,75.7108,74.2277,74.9507,1311244.0
2021-04-11,75.2566,75.7108,74.2277,74.9507,1311244.0
2021-04-12,75.0342,75.7757,74.6727,75.6088,1079186.0
2021-04-13,74.617,75.0156,73.8199,74.5985,1457156.0
2021-04-14,74.4224,75.7757,74.4224,74.6449,1216702.0
2021-04-15,75.0527,75.2473,74.3751,74.6912,1226610.0
2021-04-16,75.1269,75.7479,74.4502,74.6727,2057960.0
2021-04-17,75.1269,75.7479,74.4502,74.6727,2057960.0
2021-04-18,75.1269,75.7479,74.4502,74.6727,2057960.0
2021-04-19,74.7283,75.2381,74.2648,75.1547,1455949.0
2021-04-20,74.6263,74.7793,73.4955,74.4409,1906535.0
2021-04-21,74.5151,76.406,74.3853,76.3782,1640682.0
2021-04-22,76.1094,77.0363,75.8128,76.3597,1634824.0
2021-04-23,76.3133,77.5739,75.7757,76.6007,1885773.0
2021-04-24,76.3133,77.5739,75.7757,76.6007,1885773.0
2021-04-25,76.3133,77.5739,75.7757,76.6007,1885773.0
2021-04-26,77.0085,77.0734,75.7757,76.267,1540375.0
2021-04-27,76.9622,78.0281,76.6007,77.2032,1862315.0
2021-04-28,77.2958,78.3386,77.0734,77.1568,1380142.0
2021-04-29,77.6481,78.4452,77.1568,78.0188,1438550.0
2021-04-30,78.093,78.918,77.7408,78.5379,1871745.0
2021-05-01,78.093,78.918,77.7408,78.5379,1871745.0
2021-05-02,78.093,78.918,77.7408,78.5379,1871745.0
