,WBA US Equity,WBA US Equity,WBA US Equity,WBA US Equity,WBA US Equity
2020-02-29,37.0529,37.6518,36.6016,37.5451,11857209.0
2020-03-01,37.0529,37.6518,36.6016,37.5451,11857209.0
2020-03-02,37.6764,39.5307,37.3072,39.4733,11247824.0
2020-03-03,38.9728,40.3922,37.5287,37.8405,10385333.0
2020-03-04,38.6856,39.9902,38.4148,39.9491,7194237.0
2020-03-05,38.7677,40.1789,38.6692,40.023,7237064.0
2020-03-06,38.7677,41.7132,38.7102,41.4424,11823804.0
2020-03-07,38.7677,41.7132,38.7102,41.4424,11823804.0
2020-03-08,38.7677,41.7132,38.7102,41.4424,11823804.0
2020-03-09,39.4076,41.6639,39.383,39.744,12341074.0
2020-03-10,40.6055,41.426,38.4395,40.3348,11190503.0
2020-03-11,39.5717,39.9245,37.3072,37.7995,8599100.0
2020-03-12,35.9452,36.0437,33.2421,33.6561,11245731.0
2020-03-13,35.0509,37.9964,33.9235,37.8979,11181111.0
2020-03-14,35.0509,37.9964,33.9235,37.8979,11181111.0
2020-03-15,35.0509,37.9964,33.9235,37.8979,11181111.0
2020-03-16,34.3289,39.4035,34.0499,36.9872,10490616.0
2020-03-17,37.8979,40.6958,35.6991,40.6958,9242841.0
2020-03-18,38.8415,43.4854,38.4395,43.3295,16597828.0
2020-03-19,43.2475,44.4946,38.2179,39.8343,10334629.0
2020-03-20,39.7112,39.8835,36.5934,38.0867,11029956.0
2020-03-21,39.7112,39.8835,36.5934,38.0867,11029956.0
2020-03-22,39.7112,39.8835,36.5934,38.0867,11029956.0
2020-03-23,38.2015,39.1451,35.4365,35.7811,8977089.0
2020-03-24,36.938,37.6928,35.8467,37.1267,9638438.0
2020-03-25,36.4703,37.2916,33.894,34.0007,11040485.0
2020-03-26,34.2468,37.619,33.6397,37.4713,11097956.0
2020-03-27,36.5277,37.3564,35.9616,36.1011,5897960.0
2020-03-28,36.5277,37.3564,35.9616,36.1011,5897960.0
2020-03-29,36.5277,37.3564,35.9616,36.1011,5897960.0
2020-03-30,36.5811,37.4549,36.4547,37.0529,7114853.0
2020-03-31,37.1431,38.9482,36.7083,37.5369,9310877.0
2020-04-01,36.979,38.0702,34.9606,35.3052,6797972.0
2020-04-02,32.9587,33.9555,32.331,33.0817,18891084.0
2020-04-03,33.0243,33.7217,32.6141,33.4099,6489129.0
2020-04-04,33.0243,33.7217,32.6141,33.4099,6489129.0
2020-04-05,33.0243,33.7217,32.6141,33.4099,6489129.0
2020-04-06,34.3781,34.9934,33.7955,34.977,10857778.0
2020-04-07,35.6006,36.3308,34.8786,35.1247,6691660.0
2020-04-08,35.4447,35.7565,34.5668,35.3545,6206547.0
2020-04-09,35.4037,36.4445,35.3545,36.0847,7114187.0
2020-04-10,35.4037,36.4445,35.3545,36.0847,7114187.0
2020-04-11,35.4037,36.4445,35.3545,36.0847,7114187.0
2020-04-12,35.4037,36.4445,35.3545,36.0847,7114187.0
2020-04-13,35.9253,36.7821,35.6498,36.1913,4412316.0
2020-04-14,36.8231,38.1113,36.7575,38.0538,6482577.0
2020-04-15,37.381,37.578,35.5145,35.6416,6050195.0
2020-04-16,35.5842,36.1667,34.7801,35.4693,6130359.0
2020-04-17,36.4092,36.6508,35.8878,36.5113,6288850.0
2020-04-18,36.4092,36.6508,35.8878,36.5113,6288850.0
2020-04-19,36.4092,36.6508,35.8878,36.5113,6288850.0
2020-04-20,36.2324,36.5442,35.0263,35.1575,5951551.0
2020-04-21,34.493,35.0591,34.2222,34.9114,5914957.0
2020-04-22,35.1986,35.6498,34.9278,35.535,4677117.0
2020-04-23,35.3873,36.4457,35.3873,35.6909,4232052.0
2020-04-24,35.8467,36.1241,35.2806,35.8878,4102420.0
2020-04-25,35.8467,36.1241,35.2806,35.8878,4102420.0
2020-04-26,35.8467,36.1241,35.2806,35.8878,4102420.0
2020-04-27,35.9206,36.5442,35.8467,36.4539,6705457.0
2020-04-28,37.1431,37.4467,36.1093,36.6344,5707205.0
2020-04-29,36.9462,37.4135,36.2406,37.2169,5062500.0
2020-04-30,36.9954,37.0939,35.4611,35.5186,7887461.0
2020-05-01,35.0919,35.3627,33.9679,34.1812,7066217.0
2020-05-02,35.0919,35.3627,33.9679,34.1812,7066217.0
2020-05-03,35.0919,35.3627,33.9679,34.1812,7066217.0
2020-05-04,34.214,35.1329,33.8202,34.8294,7189144.0
2020-05-05,35.6909,35.7155,34.3453,34.4765,7716942.0
2020-05-06,34.7063,34.7145,33.6889,33.8038,6240399.0
2020-05-07,34.0997,34.3535,33.1556,33.3607,6902150.0
2020-05-08,33.8353,34.2936,33.5412,34.1894,5966560.0
2020-05-09,33.8353,34.2936,33.5412,34.1894,5966560.0
2020-05-10,33.8353,34.2936,33.5412,34.1894,5966560.0
2020-05-11,34.2796,34.3781,33.8243,34.2222,4923506.0
2020-05-12,34.4355,34.6078,33.2458,33.254,6303490.0
2020-05-13,33.0735,33.213,31.1905,31.4654,11850199.0
2020-05-14,31.3304,32.0151,30.0706,31.8756,13076730.0
2020-05-15,31.4326,31.5721,30.7672,31.5064,17309296.0
2020-05-16,31.4326,31.5721,30.7672,31.5064,17309296.0
2020-05-17,31.4326,31.5721,30.7672,31.5064,17309296.0
2020-05-18,32.5648,33.615,32.3597,33.5248,9379507.0
2020-05-19,33.6887,33.9542,32.9751,33.0,5200970.0
2020-05-20,33.3319,33.6804,33.1742,33.307,4648855.0
2020-05-21,33.1908,33.8214,32.9087,32.9834,4439895.0
2020-05-22,32.8838,33.2489,32.6423,32.8589,3391244.0
2020-05-23,32.8838,33.2489,32.6423,32.8589,3391244.0
2020-05-24,32.8838,33.2489,32.6423,32.8589,3391244.0
2020-05-25,32.8838,33.2489,32.6423,32.8589,3391244.0
2020-05-26,33.5476,35.2403,33.4729,34.9831,8179265.0
2020-05-27,35.4976,36.2588,35.008,35.6552,7748126.0
2020-05-28,36.0452,36.0452,34.6346,34.7093,5940573.0
2020-05-29,34.4687,35.6552,34.2114,35.6303,8858013.0
2020-05-30,34.4687,35.6552,34.2114,35.6303,8858013.0
2020-05-31,34.4687,35.6552,34.2114,35.6303,8858013.0
2020-06-01,35.4364,36.0784,35.3482,35.9291,5772089.0
2020-06-02,35.8343,36.402,35.788,36.1365,4284668.0
2020-06-03,36.485,36.8501,36.0535,36.1863,4681745.0
2020-06-04,35.7631,36.8128,35.4893,36.6759,4949552.0
2020-06-05,37.5056,38.4765,37.2069,37.6301,8052004.0
2020-06-06,37.5056,38.4765,37.2069,37.6301,8052004.0
2020-06-07,37.5056,38.4765,37.2069,37.6301,8052004.0
2020-06-08,37.7463,39.3104,37.7463,39.0158,7233578.0
2020-06-09,38.6507,38.696,37.3148,37.572,5066529.0
2020-06-10,37.7711,37.879,36.6924,36.7422,4561353.0
2020-06-11,35.8295,35.8461,33.7965,33.8131,7899726.0
2020-06-12,34.7332,35.3482,33.7883,34.3525,5017758.0
2020-06-13,34.7332,35.3482,33.7883,34.3525,5017758.0
2020-06-14,34.7332,35.3482,33.7883,34.3525,5017758.0
2020-06-15,33.5702,34.8338,33.0498,34.4272,5278303.0
2020-06-16,35.2569,35.6386,34.1409,34.9748,5451473.0
2020-06-17,35.0993,35.4893,34.701,34.9748,4769041.0
2020-06-18,34.5848,35.2238,34.3359,34.8338,3201454.0
2020-06-19,35.2486,36.9248,35.0163,36.6178,13638622.0
2020-06-20,35.2486,36.9248,35.0163,36.6178,13638622.0
2020-06-21,35.2486,36.9248,35.0163,36.6178,13638622.0
2020-06-22,36.1365,36.2776,35.481,35.8793,5154136.0
2020-06-23,36.5016,36.7007,35.4478,35.5225,5418061.0
2020-06-24,35.4146,35.4146,33.8961,34.1616,6218319.0
2020-06-25,34.1202,35.077,33.7883,34.8835,6660463.0
2020-06-26,34.7425,34.7923,33.8131,34.1616,7037424.0
2020-06-27,34.7425,34.7923,33.8131,34.1616,7037424.0
2020-06-28,34.7425,34.7923,33.8131,34.1616,7037424.0
2020-06-29,34.3857,35.3814,34.3359,35.1159,5225851.0
2020-06-30,34.9499,35.3316,34.6512,35.174,4782083.0
2020-07-01,34.9748,35.4893,33.8131,33.921,7063239.0
2020-07-02,34.2778,35.1242,34.2322,34.8338,7901086.0
2020-07-03,34.2778,35.1242,34.2322,34.8338,7901086.0
2020-07-04,34.2778,35.1242,34.2322,34.8338,7901086.0
2020-07-05,34.2778,35.1242,34.2322,34.8338,7901086.0
2020-07-06,35.3897,36.3522,35.3702,35.8129,8235579.0
2020-07-07,35.4893,35.5806,34.9499,35.0329,5140226.0
2020-07-08,36.0784,36.0784,34.8006,35.091,7448304.0
2020-07-09,33.3568,33.3983,31.5728,32.3693,28780427.0
2020-07-10,32.0872,33.3485,31.9462,33.2904,11759327.0
2020-07-11,32.0872,33.3485,31.9462,33.2904,11759327.0
2020-07-12,32.0872,33.3485,31.9462,33.2904,11759327.0
2020-07-13,33.3402,33.4895,32.7303,32.8423,9757455.0
2020-07-14,32.7178,33.3568,32.2905,33.2821,5899469.0
2020-07-15,33.5559,33.9957,33.1327,33.7551,6139192.0
2020-07-16,33.614,34.5931,33.5061,34.311,4382747.0
2020-07-17,34.5102,34.7549,34.2778,34.3691,3740732.0
2020-07-18,34.5102,34.7549,34.2778,34.3691,3740732.0
2020-07-19,34.5102,34.7549,34.2778,34.3691,3740732.0
2020-07-20,34.1782,34.1782,33.3734,33.5725,4063135.0
2020-07-21,33.6057,34.4438,33.3983,33.531,6694243.0
2020-07-22,33.5227,33.7883,33.1908,33.7634,4288531.0
2020-07-23,33.9376,34.004,33.2156,33.4729,4704022.0
2020-07-24,33.4978,34.2571,33.4397,33.614,3987955.0
2020-07-25,33.4978,34.2571,33.4397,33.614,3987955.0
2020-07-26,33.4978,34.2571,33.4397,33.614,3987955.0
2020-07-27,33.697,33.9791,32.5477,33.0581,7974709.0
2020-07-28,33.1327,34.0288,33.0581,33.7551,5540925.0
2020-07-29,33.8795,34.2363,33.2821,34.1534,4971298.0
2020-07-30,33.6472,33.892,33.1825,33.7219,4505618.0
2020-07-31,33.3983,33.9293,33.2572,33.78,11718126.0
2020-08-01,33.3983,33.9293,33.2572,33.78,11718126.0
2020-08-02,33.3983,33.9293,33.2572,33.78,11718126.0
2020-08-03,33.6721,34.1658,33.1493,34.087,4911763.0
2020-08-04,33.8878,34.0787,33.5891,33.9625,5778496.0
2020-08-05,33.8961,34.3525,33.6721,33.8629,6860335.0
2020-08-06,33.8795,34.4241,33.7302,33.9293,4699427.0
2020-08-07,33.7468,34.5267,33.6223,34.4521,4538665.0
2020-08-08,33.7468,34.5267,33.6223,34.4521,4538665.0
2020-08-09,33.7468,34.5267,33.6223,34.4521,4538665.0
2020-08-10,34.5433,35.5972,34.4521,35.564,4891874.0
2020-08-11,35.9954,36.5514,34.6139,34.7259,6482621.0
2020-08-12,35.0993,35.3814,34.4936,34.701,4930113.0
2020-08-13,34.2944,34.5267,33.8712,34.0206,5689956.0
2020-08-14,33.8546,34.8089,33.838,34.7757,5687326.0
2020-08-15,33.8546,34.8089,33.838,34.7757,5687326.0
2020-08-16,33.8546,34.8089,33.838,34.7757,5687326.0
2020-08-17,34.7757,34.825,33.8629,34.1658,5275574.0
2020-08-18,34.1175,34.8645,33.9428,34.2099,4835865.0
2020-08-19,34.2173,34.319,33.6811,33.7818,4973215.0
2020-08-20,33.572,33.6895,33.2447,33.3286,3645106.0
2020-08-21,33.1775,33.5007,32.9845,33.1188,5629466.0
2020-08-22,33.1775,33.5007,32.9845,33.1188,5629466.0
2020-08-23,33.1775,33.5007,32.9845,33.1188,5629466.0
2020-08-24,33.2531,33.7315,32.7243,33.3538,5500901.0
2020-08-25,33.5216,33.6559,32.8418,33.1523,5564667.0
2020-08-26,32.8922,33.0516,32.1955,32.4557,7776630.0
2020-08-27,32.4389,33.1104,32.2795,33.0181,6072537.0
2020-08-28,33.0348,33.0684,32.4222,32.5313,6035619.0
2020-08-29,33.0348,33.0684,32.4222,32.5313,6035619.0
2020-08-30,33.0348,33.0684,32.4222,32.5313,6035619.0
2020-08-31,32.4054,32.4911,31.8934,31.9102,7940058.0
2020-09-01,31.8011,31.8598,30.6344,30.8527,10735745.0
2020-09-02,30.9702,31.5325,30.7855,31.1968,7672365.0
2020-09-03,31.2807,32.1704,30.8359,31.1296,8278005.0
2020-09-04,31.1548,31.5073,30.6764,30.9618,6994406.0
2020-09-05,31.1548,31.5073,30.6764,30.9618,6994406.0
2020-09-06,31.1548,31.5073,30.6764,30.9618,6994406.0
2020-09-07,31.1548,31.5073,30.6764,30.9618,6994406.0
2020-09-08,30.968,31.2387,30.24,30.2987,8261242.0
2020-09-09,30.2903,30.4414,29.5685,29.6692,9506332.0
2020-09-10,29.963,29.963,28.96,29.0985,7892708.0
2020-09-11,29.1321,29.5853,28.4355,29.1237,9634509.0
2020-09-12,29.1321,29.5853,28.4355,29.1237,9634509.0
2020-09-13,29.1321,29.5853,28.4355,29.1237,9634509.0
2020-09-14,29.2496,29.5182,29.0356,29.4678,5742070.0
2020-09-15,29.5434,29.963,29.2664,29.6021,8488407.0
2020-09-16,29.7028,30.9618,29.5572,30.4498,8224335.0
2020-09-17,29.9714,31.2891,29.8035,31.2303,7251331.0
2020-09-18,31.2303,31.2639,30.5841,30.9953,12824105.0
2020-09-19,31.2303,31.2639,30.5841,30.9953,12824105.0
2020-09-20,31.2303,31.2639,30.5841,30.9953,12824105.0
2020-09-21,30.8443,30.945,29.8707,30.0385,7484713.0
2020-09-22,30.0301,30.1896,29.7028,29.9798,4399066.0
2020-09-23,30.1141,30.4506,29.3251,29.4259,8479286.0
2020-09-24,29.5266,29.5937,28.9726,29.4007,5498586.0
2020-09-25,29.1153,29.8455,28.981,29.7364,5955371.0
2020-09-26,29.1153,29.8455,28.981,29.7364,5955371.0
2020-09-27,29.1153,29.8455,28.981,29.7364,5955371.0
2020-09-28,30.1225,30.647,30.0721,30.2735,5901611.0
2020-09-29,30.0469,30.4414,29.6692,29.6944,5079568.0
2020-09-30,29.8371,30.4624,29.8371,30.1476,6679235.0
2020-10-01,30.0805,30.3155,29.8287,30.1057,4808861.0
2020-10-02,29.6441,30.1812,29.6106,30.0218,5464966.0
2020-10-03,29.6441,30.1812,29.6106,30.0218,5464966.0
2020-10-04,29.6441,30.1812,29.6106,30.0218,5464966.0
2020-10-05,30.2316,30.7771,30.1728,30.7352,4774882.0
2020-10-06,30.7184,31.0793,30.0553,30.1728,5123041.0
2020-10-07,30.3633,30.8443,30.2316,30.6261,3687082.0
2020-10-08,30.7603,31.1296,30.71,31.1128,3623675.0
2020-10-09,31.2975,31.5493,30.4498,30.5002,7423679.0
2020-10-10,31.2975,31.5493,30.4498,30.5002,7423679.0
2020-10-11,31.2975,31.5493,30.4498,30.5002,7423679.0
2020-10-12,30.7352,31.65,30.5673,30.9953,8686607.0
2020-10-13,30.9702,31.1296,29.963,30.3659,8021142.0
2020-10-14,30.4834,30.8945,29.921,30.1393,8381970.0
2020-10-15,30.5085,32.078,30.475,31.5912,16171845.0
2020-10-16,31.457,31.8179,30.9702,31.3982,8563115.0
2020-10-17,31.457,31.8179,30.9702,31.3982,8563115.0
2020-10-18,31.457,31.8179,30.9702,31.3982,8563115.0
2020-10-19,31.4402,31.7255,30.9072,31.0289,4865339.0
2020-10-20,31.18,31.6962,30.8191,31.4654,6034347.0
2020-10-21,31.3615,31.7843,31.0289,31.3814,3708546.0
2020-10-22,31.4989,31.6164,31.1884,31.4821,4082988.0
2020-10-23,31.6395,31.9563,31.5325,31.927,3875134.0
2020-10-24,31.6395,31.9563,31.5325,31.927,3875134.0
2020-10-25,31.6395,31.9563,31.5325,31.927,3875134.0
2020-10-26,31.8011,31.9186,31.0541,31.2303,7692893.0
2020-10-27,31.0541,31.2975,30.1476,30.2148,5661101.0
2020-10-28,29.5769,30.0721,28.9894,29.0314,7286962.0
2020-10-29,28.8467,28.9391,28.083,28.1333,9205332.0
2020-10-30,28.0074,28.5782,27.999,28.5698,10514343.0
2020-10-31,28.0074,28.5782,27.999,28.5698,10514343.0
2020-11-01,28.0074,28.5782,27.999,28.5698,10514343.0
2020-11-02,28.981,30.0553,28.8467,30.0385,7448070.0
2020-11-03,30.5253,31.5745,30.4808,31.3646,7857056.0
2020-11-04,30.9282,31.6248,30.4036,30.4624,8564482.0
2020-11-05,30.4834,31.5493,30.2735,31.4989,6102724.0
2020-11-06,31.6332,32.0361,31.1968,31.3143,6371082.0
2020-11-07,31.6332,32.0361,31.1968,31.3143,6371082.0
2020-11-08,31.6332,32.0361,31.1968,31.3143,6371082.0
2020-11-09,33.1356,34.1847,32.355,33.3915,12109936.0
2020-11-10,33.4054,36.7277,33.1943,35.5443,18133223.0
2020-11-11,35.687,35.8801,34.6715,34.7806,7338328.0
2020-11-12,34.47,34.6127,33.7147,34.2183,5860337.0
2020-11-13,34.4952,35.8717,34.3609,35.8465,6451613.0
2020-11-14,34.4952,35.8717,34.3609,35.8465,6451613.0
2020-11-15,34.4952,35.8717,34.3609,35.8465,6451613.0
2020-11-16,36.7529,37.6594,36.6942,37.0131,8055755.0
2020-11-17,33.4965,34.2183,33.2027,33.4503,25101610.0
2020-11-18,33.9168,33.9272,32.4588,32.4673,14434714.0
2020-11-19,32.3823,32.6456,31.4398,32.1446,12780945.0
2020-11-20,31.7709,32.3399,31.5373,31.8728,9022607.0
2020-11-21,31.7709,32.3399,31.5373,31.8728,9022607.0
2020-11-22,31.7709,32.3399,31.5373,31.8728,9022607.0
2020-11-23,32.0002,32.3058,31.6095,32.255,8214111.0
2020-11-24,32.6286,32.773,32.0172,32.7136,8792033.0
2020-11-25,32.6966,33.2741,32.3314,33.1807,6644001.0
2020-11-26,32.6966,33.2741,32.3314,33.1807,6644001.0
2020-11-27,33.325,33.325,32.79,33.1212,3023964.0
2020-11-28,33.325,33.325,32.79,33.1212,3023964.0
2020-11-29,33.325,33.325,32.79,33.1212,3023964.0
2020-11-30,33.1297,33.2061,32.1785,32.2804,13859287.0
2020-12-01,32.5966,33.2911,32.531,32.6626,8004466.0
2020-12-02,32.7007,34.0554,32.6032,33.8346,8350784.0
2020-12-03,33.962,37.083,33.945,36.3654,17235450.0
2020-12-04,36.5607,36.9004,35.4312,36.8664,11221487.0
2020-12-05,36.5607,36.9004,35.4312,36.8664,11221487.0
2020-12-06,36.5607,36.9004,35.4312,36.8664,11221487.0
2020-12-07,36.6711,36.7985,35.7284,36.0342,6781706.0
2020-12-08,35.5926,36.0681,35.376,35.6605,6207400.0
2020-12-09,36.1191,36.1955,35.2104,35.4737,6505180.0
2020-12-10,35.134,35.703,35.0606,35.3717,4861713.0
2020-12-11,35.3293,35.3845,34.6923,35.2698,5937140.0
2020-12-12,35.3293,35.3845,34.6923,35.2698,5937140.0
2020-12-13,35.3293,35.3845,34.6923,35.2698,5937140.0
2020-12-14,35.7115,35.7879,34.9896,35.2274,6695702.0
2020-12-15,35.3293,35.6775,34.9811,35.1,5461005.0
2020-12-16,35.1627,35.1627,34.1743,34.3441,7870681.0
2020-12-17,34.6754,34.7858,34.2677,34.7178,5612692.0
2020-12-18,34.8112,34.9704,34.3102,34.5565,11942392.0
2020-12-19,34.8112,34.9704,34.3102,34.5565,11942392.0
2020-12-20,34.8112,34.9704,34.3102,34.5565,11942392.0
2020-12-21,34.4376,34.8367,34.1063,34.5395,4801277.0
2020-12-22,34.48,34.4885,33.2613,33.3505,8086999.0
2020-12-23,33.5165,34.17,33.4949,33.8601,4200222.0
2020-12-24,33.928,34.0044,33.1849,33.6477,2677978.0
2020-12-25,33.928,34.0044,33.1849,33.6477,2677978.0
2020-12-26,33.928,34.0044,33.1849,33.6477,2677978.0
2020-12-27,33.928,34.0044,33.1849,33.6477,2677978.0
2020-12-28,33.6987,34.2252,33.376,33.6817,4714499.0
2020-12-29,33.8118,34.2592,33.3208,33.4694,4004420.0
2020-12-30,33.5628,33.7413,33.2868,33.41,4194283.0
2020-12-31,33.4015,33.9705,33.1467,33.8686,7695968.0
2021-01-01,33.4015,33.9705,33.1467,33.8686,7695968.0
2021-01-02,33.4015,33.9705,33.1467,33.8686,7695968.0
2021-01-03,33.4015,33.9705,33.1467,33.8686,7695968.0
2021-01-04,34.1154,35.2953,33.9195,35.1594,9101845.0
2021-01-05,35.2444,35.703,34.6244,34.9556,7430961.0
2021-01-06,35.8473,36.8834,35.5586,36.5437,12503291.0
2021-01-07,37.4015,39.669,36.6117,38.4376,15553628.0
2021-01-08,38.2592,39.4652,37.8941,38.3951,9895372.0
2021-01-09,38.2592,39.4652,37.8941,38.3951,9895372.0
2021-01-10,38.2592,39.4652,37.8941,38.3951,9895372.0
2021-01-11,38.8367,40.6287,38.7093,40.5098,11225268.0
2021-01-12,40.7561,41.168,40.1871,40.7306,6661250.0
2021-01-13,41.6372,42.0809,40.5268,41.5629,10244354.0
2021-01-14,41.7783,42.1743,41.252,41.8856,7422862.0
2021-01-15,41.359,41.8431,41.1297,41.5459,7451870.0
2021-01-16,41.359,41.8431,41.1297,41.5459,7451870.0
2021-01-17,41.359,41.8431,41.1297,41.5459,7451870.0
2021-01-18,41.359,41.8431,41.1297,41.5459,7451870.0
2021-01-19,41.8431,41.8431,40.7051,40.8919,5860575.0
2021-01-20,40.7306,40.9089,39.9663,40.841,5731834.0
2021-01-21,40.5862,40.6796,39.6605,39.9747,5626595.0
2021-01-22,39.7717,40.306,39.1849,40.2975,4679523.0
2021-01-23,39.7717,40.306,39.1849,40.2975,4679523.0
2021-01-24,39.7717,40.306,39.1849,40.2975,4679523.0
2021-01-25,39.652,40.7136,39.3212,40.6117,5428372.0
2021-01-26,40.5583,41.8601,40.3824,41.7752,5473628.0
2021-01-27,43.754,47.1255,42.8623,43.4652,15940997.0
2021-01-28,42.9302,44.1191,42.8368,43.0406,6288853.0
2021-01-29,42.6669,43.6605,42.3357,42.6754,10489355.0
2021-01-30,42.6669,43.6605,42.3357,42.6754,10489355.0
2021-01-31,42.6669,43.6605,42.3357,42.6754,10489355.0
2021-02-01,42.3017,42.7433,41.444,41.4694,6732189.0
2021-02-02,41.8175,41.8261,40.5692,41.1382,5516545.0
2021-02-03,41.0278,41.8176,40.7815,41.5289,5211164.0
2021-02-04,41.5573,42.0554,41.1977,41.8431,3476443.0
2021-02-05,42.1658,42.4631,41.8176,42.3017,4293292.0
2021-02-06,42.1658,42.4631,41.8176,42.3017,4293292.0
2021-02-07,42.1658,42.4631,41.8176,42.3017,4293292.0
2021-02-08,42.3654,42.616,41.9111,42.4036,3732584.0
2021-02-09,42.3185,42.9302,42.0809,42.4631,5235838.0
2021-02-10,42.8368,43.8813,42.514,43.8304,7106370.0
2021-02-11,43.9298,43.9909,42.1404,42.565,5906294.0
2021-02-12,42.6075,43.0618,42.4631,42.7858,2840704.0
2021-02-13,42.6075,43.0618,42.4631,42.7858,2840704.0
2021-02-14,42.6075,43.0618,42.4631,42.7858,2840704.0
2021-02-15,42.6075,43.0618,42.4631,42.7858,2840704.0
2021-02-16,42.8028,43.083,41.5459,41.7327,6058727.0
2021-02-17,41.427,42.2168,41.2741,42.0894,4927493.0
2021-02-18,41.9072,42.383,41.5711,41.9415,4661514.0
2021-02-19,42.0272,42.4388,41.8386,41.8901,3570113.0
2021-02-20,42.0272,42.4388,41.8386,41.8901,3570113.0
2021-02-21,42.0272,42.4388,41.8386,41.8901,3570113.0
2021-02-22,41.7958,42.1559,41.4957,41.8901,4379740.0
2021-02-23,41.6672,41.71,40.9899,41.5043,4805894.0
2021-02-24,41.3928,42.2159,41.1356,42.1559,4268386.0
2021-02-25,42.0701,42.7731,41.2556,41.3842,5307665.0
2021-02-26,41.6414,41.6586,40.767,41.0927,9430082.0
2021-02-27,41.6414,41.6586,40.767,41.0927,9430082.0
2021-02-28,41.6414,41.6586,40.767,41.0927,9430082.0
2021-03-01,41.5122,41.6102,40.7712,41.0242,5489988.0
2021-03-02,40.8613,41.097,40.4326,40.6726,4142801.0
2021-03-03,40.4326,41.1099,40.3383,40.8355,4568751.0
2021-03-04,40.8098,41.2299,39.7038,40.1754,5252552.0
2021-03-05,40.3811,40.7069,39.8496,40.4669,6182183.0
2021-03-06,40.3811,40.7069,39.8496,40.4669,6182183.0
2021-03-07,40.3811,40.7069,39.8496,40.4669,6182183.0
2021-03-08,40.3554,41.7015,40.2611,41.5643,5113411.0
2021-03-09,41.6757,41.9158,41.0327,41.5471,5635184.0
2021-03-10,41.993,43.519,41.7015,43.3133,6068440.0
2021-03-11,43.399,44.3935,43.0989,44.1706,7324283.0
2021-03-12,44.146,45.8167,44.0249,45.6195,7518714.0
2021-03-13,44.146,45.8167,44.0249,45.6195,7518714.0
2021-03-14,44.146,45.8167,44.0249,45.6195,7518714.0
2021-03-15,45.8853,47.3428,45.8167,47.1971,9194034.0
2021-03-16,47.1542,48.1144,46.7384,46.9056,7013099.0
2021-03-17,46.7255,46.7255,45.208,46.3826,5762508.0
2021-03-18,45.9882,46.2454,45.0451,45.1823,4781307.0
2021-03-19,45.4481,45.941,44.9165,45.0451,11364489.0
2021-03-20,45.4481,45.941,44.9165,45.0451,11364489.0
2021-03-21,45.4481,45.941,44.9165,45.0451,11364489.0
2021-03-22,45.0794,45.5595,44.5907,45.5338,3322744.0
2021-03-23,45.1137,45.2852,44.3978,44.6079,3521213.0
2021-03-24,45.148,45.7224,44.3678,44.3935,6175372.0
2021-03-25,43.6734,44.4793,43.115,44.3335,5835540.0
2021-03-26,44.4964,45.2766,43.862,44.6079,5387464.0
2021-03-27,44.4964,45.2766,43.862,44.6079,5387464.0
2021-03-28,44.4964,45.2766,43.862,44.6079,5387464.0
2021-03-29,44.6765,45.4224,44.2907,45.3109,5145035.0
2021-03-30,45.0537,45.671,44.7836,45.4224,7818571.0
2021-03-31,46.5112,48.6803,46.3055,47.0685,13471763.0
2021-04-01,46.7876,47.5572,45.5681,46.9399,8647255.0
2021-04-02,46.7876,47.5572,45.5681,46.9399,8647255.0
2021-04-03,46.7876,47.5572,45.5681,46.9399,8647255.0
2021-04-04,46.7876,47.5572,45.5681,46.9399,8647255.0
2021-04-05,47.0513,48.8517,47.0513,48.6974,6142126.0
2021-04-06,48.4231,48.9118,47.6043,47.7543,4807701.0
2021-04-07,47.6,48.2345,47.51,47.6515,4315714.0
2021-04-08,47.3514,47.4886,46.7084,46.9742,5879775.0
2021-04-09,46.9656,47.257,46.2197,46.4512,5310188.0
2021-04-10,46.9656,47.257,46.2197,46.4512,5310188.0
2021-04-11,46.9656,47.257,46.2197,46.4512,5310188.0
2021-04-12,46.5793,47.1971,46.3997,46.897,3825099.0
2021-04-13,46.7598,46.9656,46.0911,46.8113,4467336.0
2021-04-14,46.9555,47.2657,46.3912,46.6998,4549718.0
2021-04-15,46.897,46.897,45.9839,46.0568,6574012.0
2021-04-16,46.3397,46.5198,45.6538,45.6967,4744523.0
2021-04-17,46.3397,46.5198,45.6538,45.6967,4744523.0
2021-04-18,46.3397,46.5198,45.6538,45.6967,4744523.0
2021-04-19,45.7396,46.2111,45.2775,46.1168,4164548.0
2021-04-20,45.851,45.9625,45.208,45.731,3136560.0
2021-04-21,45.7739,46.3569,45.5417,46.3397,3871231.0
2021-04-22,46.2797,46.3397,45.028,45.0794,5329578.0
2021-04-23,45.3366,45.6624,44.8651,45.4566,4250145.0
2021-04-24,45.3366,45.6624,44.8651,45.4566,4250145.0
2021-04-25,45.3366,45.6624,44.8651,45.4566,4250145.0
2021-04-26,45.3366,45.4138,44.8179,45.208,3552305.0
2021-04-27,45.2252,45.556,44.9637,45.0194,4097068.0
2021-04-28,45.0365,45.3709,44.8651,44.9251,3204658.0
2021-04-29,44.8394,45.4632,44.685,45.2123,4004291.0
2021-04-30,44.9851,45.7996,44.9851,45.5252,8396984.0
2021-05-01,44.9851,45.7996,44.9851,45.5252,8396984.0
