,FHB US Equity,FHB US Equity,FHB US Equity,FHB US Equity,FHB US Equity
2021-03-08,25.8802,26.6783,25.4592,26.2924,934199.0
2021-03-09,25.9328,26.0556,24.8059,25.6873,591067.0
2021-03-10,25.8363,26.3099,25.7837,26.231,632778.0
2021-03-11,26.1871,26.2047,25.7662,25.9679,551867.0
2021-03-12,26.3625,26.5555,25.9943,26.5292,902919.0
2021-03-13,26.3625,26.5555,25.9943,26.5292,902919.0
2021-03-14,26.3625,26.5555,25.9943,26.5292,902919.0
2021-03-15,26.4415,26.6344,25.6609,26.0205,489825.0
2021-03-16,25.8451,25.8777,25.3452,25.5469,604126.0
2021-03-17,25.889,26.0819,25.3803,25.582,594118.0
2021-03-18,25.9416,27.0115,25.5557,25.7662,1052252.0
2021-03-19,25.3891,25.7574,25.0514,25.2926,2084260.0
2021-03-20,25.3891,25.7574,25.0514,25.2926,2084260.0
2021-03-21,25.3891,25.7574,25.0514,25.2926,2084260.0
2021-03-22,25.1698,25.2181,24.2577,24.5208,556476.0
2021-03-23,24.3191,24.5384,23.714,23.8193,677594.0
2021-03-24,24.2928,24.6612,23.6439,23.6482,660814.0
2021-03-25,23.6351,24.5735,23.2755,24.4595,587020.0
2021-03-26,24.7138,25.1172,24.4156,24.7226,684048.0
2021-03-27,24.7138,25.1172,24.4156,24.7226,684048.0
2021-03-28,24.7138,25.1172,24.4156,24.7226,684048.0
2021-03-29,24.2577,24.5735,23.6965,23.7929,664542.0
2021-03-30,23.9333,24.6173,23.8806,24.5208,516618.0
2021-03-31,24.3016,24.6129,23.9771,24.0034,548760.0
2021-04-01,23.942,24.4156,23.8017,24.2753,477957.0
2021-04-02,23.942,24.4156,23.8017,24.2753,477957.0
2021-04-03,23.942,24.4156,23.8017,24.2753,477957.0
2021-04-04,23.942,24.4156,23.8017,24.2753,477957.0
2021-04-05,24.5559,24.6787,23.942,24.0736,777435.0
2021-04-06,24.1174,24.4331,23.9245,24.1525,420483.0
2021-04-07,24.3367,24.5384,23.8543,23.9771,460271.0
2021-04-08,23.8631,24.0911,23.6219,23.9946,506971.0
2021-04-09,23.9771,24.1964,23.8719,24.1174,341178.0
2021-04-10,23.9771,24.1964,23.8719,24.1174,341178.0
2021-04-11,23.9771,24.1964,23.8719,24.1174,341178.0
2021-04-12,24.1876,24.4068,24.1174,24.3279,384055.0
2021-04-13,24.0911,24.0999,23.6614,23.7403,756666.0
2021-04-14,23.6789,24.3367,23.5298,24.021,573915.0
2021-04-15,23.9683,24.6173,23.7316,24.4244,1654554.0
2021-04-16,24.5208,24.8366,24.3981,24.5647,842605.0
2021-04-17,24.5208,24.8366,24.3981,24.5647,842605.0
2021-04-18,24.5208,24.8366,24.3981,24.5647,842605.0
2021-04-19,24.5559,24.6962,24.1437,24.2139,837794.0
2021-04-20,24.2841,24.2841,23.4071,23.4421,840957.0
2021-04-21,23.3808,23.9069,23.2755,23.8193,570612.0
2021-04-22,23.8894,24.056,23.6439,23.7403,615682.0
2021-04-23,21.9337,24.0034,21.7057,23.8017,1492932.0
2021-04-24,21.9337,24.0034,21.7057,23.8017,1492932.0
2021-04-25,21.9337,24.0034,21.7057,23.8017,1492932.0
2021-04-26,24.0999,24.1964,23.5123,23.6702,830577.0
2021-04-27,23.8105,23.8587,23.3939,23.7579,651080.0
2021-04-28,23.8543,24.1394,23.6,24.0473,523164.0
2021-04-29,24.1964,24.6349,24.1964,24.5296,551665.0
2021-04-30,24.363,24.7927,23.9771,24.0823,1260916.0
2021-05-01,24.363,24.7927,23.9771,24.0823,1260916.0
2021-05-02,24.363,24.7927,23.9771,24.0823,1260916.0
2021-05-03,24.3893,24.5121,23.8982,24.1262,900715.0
2021-05-04,24.0473,24.6261,23.9596,24.6261,433134.0
2021-05-05,24.5735,25.0558,24.3805,24.7313,673957.0
2021-05-06,24.8541,25.047,24.5384,25.0207,654879.0
2021-05-07,24.6173,25.047,24.4331,24.9944,483635.0
2021-05-08,24.6173,25.047,24.4331,24.9944,483635.0
2021-05-09,24.6173,25.047,24.4331,24.9944,483635.0
2021-05-10,25.012,25.3628,24.6875,24.7401,614450.0
2021-05-11,24.6085,24.9944,24.5647,24.7489,739412.0
2021-05-12,25.012,25.0997,23.6,23.6877,526362.0
2021-05-13,23.9946,25.0821,23.7579,24.9593,626759.0
2021-05-14,25.0558,25.2663,24.8278,25.2137,466660.0
2021-05-15,25.0558,25.2663,24.8278,25.2137,466660.0
2021-05-16,25.0558,25.2663,24.8278,25.2137,466660.0
2021-05-17,25.0558,25.2926,24.9067,25.1611,264042.0
2021-05-18,25.1611,25.3189,24.8804,24.9067,380075.0
2021-05-19,24.7138,24.9593,24.1788,24.7927,354805.0
2021-05-20,24.705,24.8366,24.135,24.7401,556501.0
2021-05-21,24.7667,25.2269,24.7667,25.0234,446341.0
2021-05-22,24.7667,25.2269,24.7667,25.0234,446341.0
2021-05-23,24.7667,25.2269,24.7667,25.0234,446341.0
2021-05-24,25.1384,25.1384,24.5719,24.8198,488592.0
2021-05-25,24.8198,24.9968,24.1205,24.1559,448407.0
2021-05-26,24.1471,24.6427,24.1294,24.5188,728407.0
2021-05-27,24.7047,25.0411,24.5542,25.0234,1299528.0
2021-05-28,24.9968,25.1207,24.6516,24.926,1522807.0
2021-05-29,24.9968,25.1207,24.6516,24.926,1522807.0
2021-05-30,24.9968,25.1207,24.6516,24.926,1522807.0
2021-05-31,24.9968,25.1207,24.6516,24.926,1522807.0
2021-06-01,25.0676,25.4792,24.9791,25.3774,1186839.0
2021-06-02,25.4305,25.4482,24.9968,25.103,593147.0
2021-06-03,25.1384,25.2712,24.988,25.1473,568030.0
2021-06-04,25.0676,25.1738,24.7047,25.0145,775574.0
2021-06-05,25.0676,25.1738,24.7047,25.0145,775574.0
2021-06-06,25.0676,25.1738,24.7047,25.0145,775574.0
2021-06-07,25.0765,25.1915,24.9348,25.1296,428554.0
2021-06-08,24.8817,25.519,24.7578,25.4571,519615.0
2021-06-09,25.3155,25.342,25.0853,25.2446,965773.0
2021-06-10,25.5279,25.5987,25.0145,25.0499,888761.0
2021-06-11,25.2181,25.404,25.1119,25.3155,502659.0
2021-06-12,25.2181,25.404,25.1119,25.3155,502659.0
2021-06-13,25.2181,25.404,25.1119,25.3155,502659.0
2021-06-14,25.3066,25.3864,24.9614,25.1738,1577962.0
2021-06-15,25.1561,25.7934,25.1473,25.6961,1002562.0
2021-06-16,25.5899,26.298,25.3243,26.2714,827483.0
2021-06-17,26.3953,26.4219,24.6693,24.8109,1605278.0
2021-06-18,24.4215,24.6781,23.7133,23.9169,2072448.0
2021-06-19,24.4215,24.6781,23.7133,23.9169,2072448.0
2021-06-20,24.4215,24.6781,23.7133,23.9169,2072448.0
2021-06-21,24.2533,25.0411,24.1205,24.9437,865979.0
2021-06-22,24.926,24.9968,24.4569,24.926,855450.0
2021-06-23,25.0588,25.2801,24.9304,24.9437,643502.0
2021-06-24,25.0942,25.6607,25.0234,25.5545,824465.0
2021-06-25,25.5987,26.1741,25.4482,26.059,1628139.0
2021-06-26,25.5987,26.1741,25.4482,26.059,1628139.0
2021-06-27,25.5987,26.1741,25.4482,26.059,1628139.0
2021-06-28,25.9262,25.9262,24.8198,24.8198,1392891.0
2021-06-29,25.0676,25.5013,24.8286,24.9083,602740.0
2021-06-30,24.8021,25.2623,24.8021,25.0853,742653.0
2021-07-01,25.5987,25.9838,25.4836,25.9351,1612777.0
2021-07-02,25.8288,25.9262,25.4615,25.7846,1118543.0
2021-07-03,25.8288,25.9262,25.4615,25.7846,1118543.0
2021-07-04,25.8288,25.9262,25.4615,25.7846,1118543.0
2021-07-05,25.8288,25.9262,25.4615,25.7846,1118543.0
2021-07-06,25.6607,25.6695,24.9039,25.2269,1535056.0
2021-07-07,24.9791,25.3243,24.926,25.0499,1007843.0
2021-07-08,24.5631,24.988,24.4303,24.6958,1151174.0
2021-07-09,25.1561,26.0413,25.0234,25.9882,869369.0
2021-07-10,25.1561,26.0413,25.0234,25.9882,869369.0
2021-07-11,25.1561,26.0413,25.0234,25.9882,869369.0
2021-07-12,25.7049,26.2449,25.404,26.1475,885827.0
2021-07-13,26.0944,26.0944,25.3243,25.3509,695413.0
2021-07-14,25.4659,25.7669,25.0942,25.3863,460248.0
2021-07-15,25.1827,25.7315,25.1827,25.4925,731265.0
2021-07-16,25.6872,25.6872,24.6339,24.6958,591996.0
2021-07-17,25.6872,25.6872,24.6339,24.6958,591996.0
2021-07-18,25.6872,25.6872,24.6339,24.6958,591996.0
2021-07-19,24.2002,24.5055,23.585,23.7753,998445.0
2021-07-20,23.731,24.9437,23.731,24.3506,1128047.0
2021-07-21,24.5365,24.9702,24.448,24.5631,569831.0
2021-07-22,24.4834,24.6817,23.7664,24.0408,755522.0
2021-07-23,24.8109,25.0057,24.178,24.5985,632862.0
2021-07-24,24.8109,25.0057,24.178,24.5985,632862.0
2021-07-25,24.8109,25.0057,24.178,24.5985,632862.0
2021-07-26,24.51,25.0499,24.4746,24.8817,394718.0
2021-07-27,24.5719,24.8552,24.4303,24.6781,442918.0
2021-07-28,24.8286,25.0144,24.3506,24.864,569199.0
2021-07-29,24.8065,25.1296,24.6958,24.864,355683.0
2021-07-30,24.6693,25.0942,24.2975,24.3683,628245.0
2021-07-31,24.6693,25.0942,24.2975,24.3683,628245.0
2021-08-01,24.6693,25.0942,24.2975,24.3683,628245.0
2021-08-02,24.5188,25.0809,24.1116,24.1471,654919.0
2021-08-03,24.2798,24.3418,23.6779,24.2621,1178817.0
2021-08-04,23.9523,24.3108,23.7576,24.0762,431418.0
2021-08-05,24.1382,24.4392,24.1382,24.3506,421939.0
2021-08-06,24.7047,25.2358,24.6162,25.1384,433917.0
2021-08-07,24.7047,25.2358,24.6162,25.1384,433917.0
2021-08-08,24.7047,25.2358,24.6162,25.1384,433917.0
2021-08-09,24.8685,25.1738,24.7224,24.7401,349494.0
2021-08-10,24.6516,25.0145,24.4923,24.8994,545958.0
2021-08-11,24.8994,25.2978,24.687,25.2535,407215.0
2021-08-12,25.2446,25.2801,24.8286,24.9171,366177.0
2021-08-13,25.0057,25.0057,24.5454,24.6162,425129.0
2021-08-14,25.0057,25.0057,24.5454,24.6162,425129.0
2021-08-15,25.0057,25.0057,24.5454,24.6162,425129.0
2021-08-16,24.4834,24.7357,24.2887,24.5365,352400.0
2021-08-17,24.4215,24.5675,23.9966,24.3772,398767.0
2021-08-18,24.2975,24.4967,24.0054,24.0143,399253.0
2021-08-19,23.8195,24.1205,23.6425,23.8461,697707.0
2021-08-20,23.8103,24.4002,23.8014,24.3824,394147.0
2021-08-21,23.8103,24.4002,23.8014,24.3824,394147.0
2021-08-22,23.8103,24.4002,23.8014,24.3824,394147.0
2021-08-23,24.4628,24.6416,24.3466,24.4807,290097.0
2021-08-24,24.5522,24.6505,24.3824,24.6148,431532.0
2021-08-25,24.6773,25.2672,24.5701,25.008,472074.0
2021-08-26,25.008,25.0885,24.4807,24.5701,358387.0
2021-08-27,24.6148,25.1957,24.6148,25.1242,406625.0
2021-08-28,24.6148,25.1957,24.6148,25.1242,406625.0
2021-08-29,24.6148,25.1957,24.6148,25.1242,406625.0
2021-08-30,25.1421,25.1421,24.579,24.6058,340384.0
2021-08-31,24.7488,25.0259,24.5432,24.9454,494210.0
2021-09-01,25.0795,25.1153,24.5263,24.6058,417432.0
2021-09-02,24.6237,24.8382,24.4449,24.5522,366777.0
2021-09-03,24.6952,24.7265,24.3287,24.4181,383363.0
2021-09-04,24.6952,24.7265,24.3287,24.4181,383363.0
2021-09-05,24.6952,24.7265,24.3287,24.4181,383363.0
2021-09-06,24.6952,24.7265,24.3287,24.4181,383363.0
2021-09-07,24.5254,24.6863,24.1768,24.2125,445620.0
2021-09-08,24.15,24.2215,23.6182,23.8372,651123.0
2021-09-09,23.7299,24.0964,23.712,23.8372,387965.0
2021-09-10,23.8908,23.998,23.6405,23.7925,570207.0
2021-09-11,23.8908,23.998,23.6405,23.7925,570207.0
2021-09-12,23.8908,23.998,23.6405,23.7925,570207.0
2021-09-13,23.9534,24.1053,23.7746,23.9265,797428.0
2021-09-14,23.9355,24.007,23.5065,23.7657,771605.0
2021-09-15,23.9454,24.2394,23.7388,24.0785,494175.0
2021-09-16,24.2751,24.4002,23.8774,23.8997,461317.0
2021-09-17,23.9444,24.141,23.6316,23.8193,1808729.0
2021-09-18,23.9444,24.141,23.6316,23.8193,1808729.0
2021-09-19,23.9444,24.141,23.6316,23.8193,1808729.0
2021-09-20,23.3277,23.5869,23.0149,23.5422,524834.0
2021-09-21,23.6405,23.7523,23.3724,23.4081,431472.0
2021-09-22,23.578,24.141,23.578,24.0606,709401.0
2021-09-23,24.2394,25.5264,24.2394,25.4638,995600.0
2021-09-24,25.446,25.9375,25.294,25.5979,706782.0
2021-09-25,25.446,25.9375,25.294,25.5979,706782.0
2021-09-26,25.446,25.9375,25.294,25.5979,706782.0
2021-09-27,25.8303,26.7866,25.7677,26.59,967790.0
2021-09-28,26.7598,26.8671,26.1252,26.1789,788452.0
2021-09-29,26.2682,26.7151,26.0537,26.5274,391921.0
2021-09-30,26.7151,26.8135,26.2146,26.2325,403549.0
2021-10-01,26.3755,26.6973,26.1074,26.4649,685007.0
2021-10-02,26.3755,26.6973,26.1074,26.4649,685007.0
2021-10-03,26.3755,26.6973,26.1074,26.4649,685007.0
2021-10-04,26.3934,26.7688,26.161,26.4023,300647.0
2021-10-05,26.5096,26.6258,26.2057,26.447,448497.0
2021-10-06,26.2504,26.2727,25.7052,26.1431,345406.0
2021-10-07,26.3844,26.7285,26.3353,26.3934,411551.0
2021-10-08,25.9554,26.2772,25.9107,26.1163,576345.0
2021-10-09,25.9554,26.2772,25.9107,26.1163,576345.0
2021-10-10,25.9554,26.2772,25.9107,26.1163,576345.0
2021-10-11,26.2325,26.4649,25.5443,25.5443,317232.0
2021-10-12,25.4907,25.5264,25.1421,25.2851,406359.0
2021-10-13,25.1689,25.1689,24.5701,24.8829,546101.0
2021-10-14,25.0795,25.3923,24.8829,25.3923,541022.0
2021-10-15,25.5532,25.9107,25.5532,25.58,429726.0
2021-10-16,25.5532,25.9107,25.5532,25.58,429726.0
2021-10-17,25.5532,25.9107,25.5532,25.58,429726.0
2021-10-18,25.4817,25.9286,25.4192,25.6426,271344.0
2021-10-19,25.7588,25.8929,25.5175,25.8482,361638.0
2021-10-20,25.7141,26.3576,25.6649,26.3576,377420.0
2021-10-21,26.3934,26.5006,26.0806,26.2861,601484.0
2021-10-22,26.7866,26.9386,26.2057,26.4917,752106.0
2021-10-23,26.7866,26.9386,26.2057,26.4917,752106.0
2021-10-24,26.7866,26.9386,26.2057,26.4917,752106.0
2021-10-25,26.5274,26.5453,25.8973,25.9644,438882.0
2021-10-26,25.9733,26.0806,25.7677,25.7856,449708.0
2021-10-27,25.6605,25.7677,24.3466,24.3466,738378.0
2021-10-28,24.4092,24.7309,24.3109,24.5343,550823.0
2021-10-29,24.6237,24.8471,24.5969,24.6594,379128.0
2021-10-30,24.6237,24.8471,24.5969,24.6594,379128.0
2021-10-31,24.6237,24.8471,24.5969,24.6594,379128.0
2021-11-01,24.9186,25.6703,24.8874,25.6158,540428.0
2021-11-02,25.58,25.6068,25.1868,25.2225,269097.0
2021-11-03,25.0885,25.8482,25.0885,25.6426,607922.0
2021-11-04,25.6158,25.8482,25.008,25.3387,517739.0
2021-11-05,25.5622,26.0359,25.5175,25.6784,375773.0
2021-11-06,25.5622,26.0359,25.5175,25.6784,375773.0
2021-11-07,25.5622,26.0359,25.5175,25.6784,375773.0
2021-11-08,25.7588,26.0001,25.5711,25.6337,264781.0
2021-11-09,25.3923,25.723,25.1331,25.4728,315848.0
2021-11-10,25.4817,25.723,25.4013,25.5443,381411.0
2021-11-11,25.589,25.8303,25.5085,25.6605,275654.0
2021-11-12,25.6605,25.723,25.3387,25.4549,328118.0
2021-11-13,25.6605,25.723,25.3387,25.4549,328118.0
2021-11-14,25.6605,25.723,25.3387,25.4549,328118.0
2021-11-15,25.6247,25.7767,25.3208,25.4996,398553.0
2021-11-16,25.5353,25.6158,25.1912,25.3208,559358.0
2021-11-17,25.3387,25.4281,24.7667,25.3655,461724.0
2021-11-18,25.3387,25.3655,25.008,25.0974,261432.0
2021-11-19,24.7546,25.0703,24.3486,24.7816,448526.0
2021-11-20,24.7546,25.0703,24.3486,24.7816,448526.0
2021-11-21,24.7546,25.0703,24.3486,24.7816,448526.0
2021-11-22,25.0523,25.6748,24.917,25.377,366809.0
2021-11-23,25.5485,25.8191,25.2417,25.7018,342941.0
2021-11-24,25.5845,25.8011,25.377,25.3951,263185.0
2021-11-25,25.5845,25.8011,25.377,25.3951,263185.0
2021-11-26,24.6373,24.6373,23.8164,24.1862,513712.0
2021-11-27,24.6373,24.6373,23.8164,24.1862,513712.0
2021-11-28,24.6373,24.6373,23.8164,24.1862,513712.0
2021-11-29,24.5922,24.5922,24.096,24.1231,370964.0
2021-11-30,23.7983,24.1312,23.5367,23.681,931143.0
2021-12-01,24.1862,24.4839,23.23,23.239,469381.0
2021-12-02,23.4916,24.3125,23.3472,24.1411,500793.0
2021-12-03,24.1772,24.3396,23.5457,23.7352,373320.0
2021-12-04,24.1772,24.3396,23.5457,23.7352,373320.0
2021-12-05,24.1772,24.3396,23.5457,23.7352,373320.0
2021-12-06,24.1411,24.8719,24.069,24.4027,554280.0
2021-12-07,24.4478,24.7365,23.9923,24.1411,605331.0
2021-12-08,24.2674,24.6193,24.1141,24.5471,552327.0
2021-12-09,24.3125,24.6283,24.2223,24.5471,591946.0
2021-12-10,24.6283,24.6779,24.3441,24.6373,466873.0
2021-12-11,24.6283,24.6779,24.3441,24.6373,466873.0
2021-12-12,24.6283,24.6779,24.3441,24.6373,466873.0
2021-12-13,24.511,24.511,23.9246,23.9697,571918.0
2021-12-14,24.0419,24.6734,24.0419,24.1231,750791.0
2021-12-15,24.3576,24.6454,24.0058,24.4208,1062935.0
2021-12-16,24.529,24.8087,24.096,24.2043,638678.0
2021-12-17,24.3576,24.3576,23.3563,23.8344,2516560.0
2021-12-18,24.3576,24.3576,23.3563,23.8344,2516560.0
2021-12-19,24.3576,24.3576,23.3563,23.8344,2516560.0
2021-12-20,23.3743,23.7532,22.7067,23.2661,680685.0
2021-12-21,23.5006,24.105,23.4799,24.0599,448837.0
2021-12-22,24.0329,24.3306,23.9021,24.3306,314229.0
2021-12-23,24.4659,24.6689,24.2764,24.2764,338306.0
2021-12-24,24.4659,24.6689,24.2764,24.2764,338306.0
2021-12-25,24.4659,24.6689,24.2764,24.2764,338306.0
2021-12-26,24.4659,24.6689,24.2764,24.2764,338306.0
2021-12-27,24.3306,24.3667,24.0238,24.3667,348545.0
2021-12-28,24.3216,24.7004,24.2223,24.5922,321492.0
2021-12-29,24.6644,24.7997,24.4614,24.6012,281818.0
2021-12-30,24.6373,24.8809,24.3757,24.4118,296164.0
2021-12-31,24.3757,24.7275,24.2855,24.6553,449893.0
2022-01-01,24.3757,24.7275,24.2855,24.6553,449893.0
2022-01-02,24.3757,24.7275,24.2855,24.6553,449893.0
2022-01-03,24.8989,25.4402,24.6824,25.2598,501469.0
2022-01-04,25.4582,25.9725,25.4582,25.9183,470062.0
2022-01-05,25.9274,26.3288,25.8552,25.8913,565575.0
2022-01-06,26.2792,26.9242,26.2341,26.8926,672661.0
2022-01-07,27.064,27.6324,26.8836,27.5241,711569.0
2022-01-08,27.064,27.6324,26.8836,27.5241,711569.0
2022-01-09,27.064,27.6324,26.8836,27.5241,711569.0
2022-01-10,27.5873,27.7857,27.046,27.479,886192.0
2022-01-11,27.6234,27.6414,27.3166,27.5512,659757.0
2022-01-12,27.5422,27.7406,26.8114,27.2715,1345871.0
2022-01-13,27.4339,28.1105,27.3364,27.903,911250.0
2022-01-14,27.6594,27.9932,27.3709,27.9211,609072.0
2022-01-15,27.6594,27.9932,27.3709,27.9211,609072.0
2022-01-16,27.6594,27.9932,27.3709,27.9211,609072.0
2022-01-17,27.6594,27.9932,27.3709,27.9211,609072.0
2022-01-18,27.885,28.1105,27.6775,27.8669,631113.0
2022-01-19,27.9662,27.9662,26.7844,26.8024,475375.0
2022-01-20,26.8746,26.9738,26.1258,26.1619,651013.0
2022-01-21,26.613,27.1272,25.977,26.0536,932510.0
2022-01-22,26.613,27.1272,25.977,26.0536,932510.0
2022-01-23,26.613,27.1272,25.977,26.0536,932510.0
2022-01-24,25.4763,25.9183,24.6779,25.8732,1027991.0
2022-01-25,25.7108,26.3243,25.4041,25.9815,849864.0
2022-01-26,26.189,26.4325,25.4492,25.8732,642379.0
2022-01-27,25.9274,26.5306,25.2237,25.4131,397618.0
2022-01-28,25.4582,25.4853,24.6914,25.4312,506781.0
2022-01-29,25.4582,25.4853,24.6914,25.4312,506781.0
2022-01-30,25.4582,25.4853,24.6914,25.4312,506781.0
2022-01-31,25.1966,25.6522,24.917,25.5755,704753.0
2022-02-01,25.5755,26.198,25.4041,26.0717,467082.0
2022-02-02,25.9725,26.0807,25.4578,25.8101,569160.0
2022-02-03,25.8732,26.1168,25.6116,25.7379,391424.0
2022-02-04,25.8552,26.1348,25.6748,25.9544,464420.0
2022-02-05,25.8552,26.1348,25.6748,25.9544,464420.0
2022-02-06,25.8552,26.1348,25.6748,25.9544,464420.0
2022-02-07,26.0266,26.0356,25.783,25.9454,454102.0
2022-02-08,26.207,26.8522,26.155,26.7122,415252.0
2022-02-09,26.622,26.7663,26.2792,26.3965,377081.0
2022-02-10,26.5228,26.8205,26.2512,26.3333,583239.0
2022-02-11,26.2521,26.7032,26.1168,26.3153,416629.0
2022-02-12,26.2521,26.7032,26.1168,26.3153,416629.0
2022-02-13,26.2521,26.7032,26.1168,26.3153,416629.0
2022-02-14,26.2792,26.5904,25.9093,25.9725,434461.0
2022-02-15,26.198,26.7122,26.198,26.7122,523058.0
2022-02-16,26.5137,27.1182,26.5137,26.7122,584857.0
2022-02-17,26.5484,26.5757,26.0933,26.3118,618951.0
2022-02-18,26.1752,26.694,26.0751,26.5575,536868.0
2022-02-19,26.1752,26.694,26.0751,26.5575,536868.0
2022-02-20,26.1752,26.694,26.0751,26.5575,536868.0
2022-02-21,26.1752,26.694,26.0751,26.5575,536868.0
2022-02-22,26.5302,26.8669,26.2663,26.5302,764946.0
2022-02-23,26.7941,27.1218,25.9113,26.0023,606571.0
2022-02-24,25.1195,25.6747,24.5097,25.529,772461.0
2022-02-25,25.7475,26.6561,25.6246,26.5029,718881.0
2022-02-26,25.7475,26.6561,25.6246,26.5029,718881.0
2022-02-27,25.7475,26.6561,25.6246,26.5029,718881.0
2022-02-28,25.9932,26.4847,25.975,26.4574,432809.0
2022-03-01,26.2025,26.3573,24.8283,24.9557,1015581.0
2022-03-02,25.1832,26.0296,25.0467,25.8385,502620.0
2022-03-03,25.8931,25.9841,25.5746,25.8476,572693.0
2022-03-04,25.3379,25.347,24.9011,25.2833,531888.0
2022-03-05,25.3379,25.347,24.9011,25.2833,531888.0
2022-03-06,25.3379,25.347,24.9011,25.2833,531888.0
2022-03-07,25.1195,25.3288,24.7372,24.7736,612511.0
2022-03-08,25.0285,25.3834,24.6189,24.6462,572326.0
2022-03-09,25.3288,25.5017,24.9375,25.3288,564835.0
2022-03-10,25.1377,25.5199,25.0194,25.2196,318552.0
2022-03-11,25.5017,25.9341,25.4471,25.5108,614192.0
2022-03-12,25.5017,25.9341,25.4471,25.5108,614192.0
2022-03-13,25.5017,25.9341,25.4471,25.5108,614192.0
2022-03-14,25.884,26.1798,25.4016,25.6383,499505.0
2022-03-15,25.7475,25.9022,25.2151,25.6747,507194.0
2022-03-16,25.9477,26.5757,25.8203,26.3937,546364.0
2022-03-17,26.066,26.2845,25.7566,26.2754,415481.0
2022-03-18,26.1934,26.4119,25.7748,26.1934,1398071.0
2022-03-19,26.1934,26.4119,25.7748,26.1934,1398071.0
2022-03-20,26.1934,26.4119,25.7748,26.1934,1398071.0
2022-03-21,26.4119,26.5302,25.9295,26.2116,469426.0
2022-03-22,26.5848,26.7941,26.3755,26.4301,368338.0
2022-03-23,26.33,26.3846,25.4153,25.4471,566316.0
2022-03-24,25.6474,25.8749,25.3197,25.8567,507663.0
2022-03-25,25.9113,26.6758,25.9022,26.6212,468206.0
2022-03-26,25.9113,26.6758,25.9022,26.6212,468206.0
2022-03-27,25.9113,26.6758,25.9022,26.6212,468206.0
2022-03-28,26.4483,26.4483,25.9568,26.3209,501921.0
2022-03-29,26.603,26.876,26.5484,26.7031,494593.0
2022-03-30,26.6849,26.8214,25.7839,25.8567,536165.0
2022-03-31,25.8749,26.1925,25.347,25.3834,699655.0
2022-04-01,25.8567,25.884,25.0103,25.0649,1016809.0
2022-04-02,25.8567,25.884,25.0103,25.0649,1016809.0
2022-04-03,25.8567,25.884,25.0103,25.0649,1016809.0
2022-04-04,25.0558,25.702,24.5097,25.6747,815990.0
2022-04-05,25.4835,25.8385,25.2014,25.2651,797747.0
2022-04-06,25.1195,25.3652,25.0285,25.2105,614030.0
2022-04-07,25.3379,25.4562,24.7918,25.1377,651117.0
2022-04-08,25.256,25.3925,24.9921,25.1377,534669.0
2022-04-09,25.256,25.3925,24.9921,25.1377,534669.0
2022-04-10,25.256,25.3925,24.9921,25.1377,534669.0
2022-04-11,25.165,25.8567,24.9875,25.2196,513211.0
2022-04-12,25.2833,25.5199,24.7827,24.8556,502208.0
2022-04-13,24.719,24.983,24.4642,24.9193,603277.0
2022-04-14,24.9011,25.1923,24.5143,24.5643,524845.0
2022-04-15,24.9011,25.1923,24.5143,24.5643,524845.0
2022-04-16,24.9011,25.1923,24.5143,24.5643,524845.0
2022-04-17,24.9011,25.1923,24.5143,24.5643,524845.0
2022-04-18,24.4824,24.7645,24.4005,24.6007,730541.0
2022-04-19,24.6917,25.5928,24.6553,25.5199,1013928.0
2022-04-20,25.5746,25.8749,25.4562,25.4744,531762.0
2022-04-21,25.5837,25.7384,24.892,25.0194,931433.0
2022-04-22,24.9466,25.0467,23.9181,23.9727,745485.0
2022-04-23,24.9466,25.0467,23.9181,23.9727,745485.0
2022-04-24,24.9466,25.0467,23.9181,23.9727,745485.0
2022-04-25,23.5996,23.7725,22.7259,23.3083,1159898.0
2022-04-26,23.1718,23.3903,22.5347,22.5984,900940.0
2022-04-27,22.7168,22.7168,22.1252,22.1434,611132.0
2022-04-28,22.3891,22.4073,21.8612,22.2526,772777.0
2022-04-29,22.2162,22.2526,21.3971,21.4881,699593.0
2022-04-30,22.2162,22.2526,21.3971,21.4881,699593.0
2022-05-01,22.2162,22.2526,21.3971,21.4881,699593.0
2022-05-02,21.752,22.016,21.4289,21.7611,811123.0
2022-05-03,21.8066,22.5347,21.5882,22.4983,1051914.0
2022-05-04,22.471,22.9443,22.3163,22.9352,749129.0
2022-05-05,22.6804,22.6804,22.3482,22.5711,851002.0
2022-05-06,22.562,22.7259,22.2344,22.653,830311.0
2022-05-07,22.562,22.7259,22.2344,22.653,830311.0
2022-05-08,22.562,22.7259,22.2344,22.653,830311.0
2022-05-09,22.3982,22.6804,22.3163,22.5256,883881.0
2022-05-10,22.6439,22.8442,22.1798,22.562,645105.0
2022-05-11,22.7259,23.3538,22.3527,22.4073,821839.0
2022-05-12,22.3163,22.562,21.8976,22.3618,487984.0
2022-05-13,22.4437,22.7441,22.1252,22.3709,430556.0
2022-05-14,22.4437,22.7441,22.1252,22.3709,430556.0
2022-05-15,22.4437,22.7441,22.1252,22.3709,430556.0
2022-05-16,22.3709,22.5165,21.9113,22.1798,397895.0
2022-05-17,22.4164,22.9989,22.4164,22.9261,531277.0
2022-05-18,22.8897,23.1127,22.653,22.7623,1040341.0
2022-05-19,22.6257,22.8442,22.1707,22.2526,765662.0
2022-05-20,22.3262,22.6298,21.949,22.501,716121.0
