,STEL US Equity,STEL US Equity,STEL US Equity,STEL US Equity,STEL US Equity
2021-03-15,30.2493,30.2493,28.4362,29.0562,42298.0
2021-03-16,28.8871,29.0374,28.5677,28.8401,48354.0
2021-03-17,28.8965,29.0468,28.4456,28.9623,46595.0
2021-03-18,29.1877,29.8735,28.7462,28.8401,42508.0
2021-03-19,28.9059,29.648,28.3235,29.648,214832.0
2021-03-20,28.9059,29.648,28.3235,29.648,214832.0
2021-03-21,28.9059,29.648,28.3235,29.648,214832.0
2021-03-22,29.2629,29.6198,28.0604,28.6053,57510.0
2021-03-23,28.2765,29.1868,27.0177,27.7128,84935.0
2021-03-24,28.2483,29.3286,27.5625,28.1825,77685.0
2021-03-25,28.0698,29.1407,26.4352,29.122,64374.0
2021-03-26,29.5635,29.5917,29.0844,29.4789,46113.0
2021-03-27,29.5635,29.5917,29.0844,29.4789,46113.0
2021-03-28,29.5635,29.5917,29.0844,29.4789,46113.0
2021-03-29,29.0468,29.3004,28.3986,28.671,59539.0
2021-03-30,28.9059,29.3004,27.0834,29.1595,32335.0
2021-03-31,29.1973,29.7161,28.9048,28.9803,66530.0
2021-04-01,28.7539,29.2444,28.7539,29.0086,23446.0
2021-04-02,28.7539,29.2444,28.7539,29.0086,23446.0
2021-04-03,28.7539,29.2444,28.7539,29.0086,23446.0
2021-04-04,28.7539,29.2444,28.7539,29.0086,23446.0
2021-04-05,29.2256,29.6218,28.7727,29.4991,24855.0
2021-04-06,29.5407,29.7633,29.235,29.7256,78071.0
2021-04-07,29.9614,30.0557,29.5416,29.7727,62153.0
2021-04-08,29.7444,29.9425,29.3671,29.9425,39769.0
2021-04-09,30.0557,30.4802,29.5369,30.2255,51933.0
2021-04-10,30.0557,30.4802,29.5369,30.2255,51933.0
2021-04-11,30.0557,30.4802,29.5369,30.2255,51933.0
2021-04-12,30.3482,30.8765,30.3293,30.8765,45742.0
2021-04-13,29.6642,30.7255,29.6642,30.4142,46078.0
2021-04-14,30.3293,31.1029,30.2916,30.735,25104.0
2021-04-15,30.7114,31.0651,30.0699,30.6123,34585.0
2021-04-16,30.9236,31.4047,30.6972,31.1029,69423.0
2021-04-17,30.9236,31.4047,30.6972,31.1029,69423.0
2021-04-18,30.9236,31.4047,30.6972,31.1029,69423.0
2021-04-19,30.9802,31.3764,30.7067,30.7633,39433.0
2021-04-20,30.6595,30.6595,29.6973,30.0369,32420.0
2021-04-21,30.0369,30.7444,30.0369,30.518,21325.0
2021-04-22,30.6595,30.6595,29.8482,29.9048,17054.0
2021-04-23,29.8954,30.7727,29.8565,30.2538,51322.0
2021-04-24,29.8954,30.7727,29.8565,30.2538,51322.0
2021-04-25,29.8954,30.7727,29.8565,30.2538,51322.0
2021-04-26,30.4802,30.7161,29.7963,29.8388,32755.0
2021-04-27,29.9897,30.1784,29.5463,29.6123,25835.0
2021-04-28,29.8482,30.0557,29.1784,29.6406,26106.0
2021-04-29,30.1972,30.6501,29.0652,29.235,27212.0
2021-04-30,28.9237,29.7161,28.7633,29.4991,57898.0
2021-05-01,28.9237,29.7161,28.7633,29.4991,57898.0
2021-05-02,28.9237,29.7161,28.7633,29.4991,57898.0
2021-05-03,29.8388,30.0396,29.4331,29.8954,34998.0
2021-05-04,29.8576,29.952,29.6595,29.8105,52981.0
2021-05-05,29.9425,29.952,29.2067,29.6689,31217.0
2021-05-06,29.3859,29.8105,29.1784,29.7161,34586.0
2021-05-07,29.4237,29.8622,29.4237,29.6123,23990.0
2021-05-08,29.4237,29.8622,29.4237,29.6123,23990.0
2021-05-09,29.4237,29.8622,29.4237,29.6123,23990.0
2021-05-10,29.735,29.952,29.018,29.2067,29943.0
2021-05-11,28.452,28.886,26.8058,28.3199,26181.0
2021-05-12,28.3765,29.0443,27.2539,27.5935,35096.0
2021-05-13,29.1124,29.1124,27.8199,28.5558,44175.0
2021-05-14,28.8765,29.0886,28.3011,28.9237,52266.0
2021-05-15,28.8765,29.0886,28.3011,28.9237,52266.0
2021-05-16,28.8765,29.0886,28.3011,28.9237,52266.0
2021-05-17,28.9237,29.2067,28.3199,28.7161,15799.0
2021-05-18,28.8105,29.1029,27.952,27.952,17736.0
2021-05-19,27.8577,27.8577,26.886,27.7067,18221.0
2021-05-20,28.0086,28.0086,27.2728,27.4803,24758.0
2021-05-21,27.8577,27.9615,27.3671,27.8199,27773.0
2021-05-22,27.8577,27.9615,27.3671,27.8199,27773.0
2021-05-23,27.8577,27.9615,27.3671,27.8199,27773.0
2021-05-24,27.8199,28.1784,27.735,27.9615,27192.0
2021-05-25,27.952,28.0464,26.5841,26.5841,24203.0
2021-05-26,26.82,27.7237,26.5841,27.1596,42346.0
2021-05-27,27.4237,27.7539,27.3954,27.5464,34762.0
2021-05-28,27.2822,28.0464,26.8766,27.9237,52976.0
2021-05-29,27.2822,28.0464,26.8766,27.9237,52976.0
2021-05-30,27.2822,28.0464,26.8766,27.9237,52976.0
2021-05-31,27.2822,28.0464,26.8766,27.9237,52976.0
2021-06-01,27.9992,28.0369,27.3577,27.8577,39935.0
2021-06-02,27.6879,28.0369,26.9139,27.0275,39379.0
2021-06-03,26.9143,27.3954,26.5841,27.3483,23893.0
2021-06-04,27.4096,27.4096,26.3294,27.2256,21552.0
2021-06-05,27.4096,27.4096,26.3294,27.2256,21552.0
2021-06-06,27.4096,27.4096,26.3294,27.2256,21552.0
2021-06-07,27.32,27.8105,27.3011,27.6879,38885.0
2021-06-08,27.3766,27.9237,27.3388,27.8954,58494.0
2021-06-09,27.6407,27.6973,27.2445,27.4803,51784.0
2021-06-10,27.6879,27.6879,27.0747,27.1124,27679.0
2021-06-11,27.103,27.3577,26.9615,27.1785,28485.0
2021-06-12,27.103,27.3577,26.9615,27.1785,28485.0
2021-06-13,27.103,27.3577,26.9615,27.1785,28485.0
2021-06-14,27.1785,27.1785,26.603,26.7539,21408.0
2021-06-15,26.669,27.3294,26.669,27.1124,21279.0
2021-06-16,26.7256,27.3011,26.4709,27.1879,20193.0
2021-06-17,27.2634,27.2634,26.32,26.4143,26949.0
2021-06-18,25.8672,26.1596,25.32,25.4521,79354.0
2021-06-19,25.8672,26.1596,25.32,25.4521,79354.0
2021-06-20,25.8672,26.1596,25.32,25.4521,79354.0
2021-06-21,25.7068,26.8801,25.4804,26.3483,52286.0
2021-06-22,26.386,26.386,25.6125,26.0464,18466.0
2021-06-23,26.1077,26.4992,25.6785,26.4143,90368.0
2021-06-24,26.4615,27.0275,26.4049,26.9615,29739.0
2021-06-25,27.0558,27.2822,25.886,26.1596,166666.0
2021-06-26,27.0558,27.2822,25.886,26.1596,166666.0
2021-06-27,27.0558,27.2822,25.886,26.1596,166666.0
2021-06-28,26.4143,26.7304,25.8011,26.2068,44236.0
2021-06-29,26.4049,26.4872,25.9426,25.9521,33925.0
2021-06-30,26.0184,26.2175,25.791,25.8857,32222.0
2021-07-01,26.0753,26.3173,25.772,25.8383,17423.0
2021-07-02,25.3028,25.7151,25.1085,25.336,17204.0
2021-07-03,25.3028,25.7151,25.1085,25.336,17204.0
2021-07-04,25.3028,25.7151,25.1085,25.336,17204.0
2021-07-05,25.3028,25.7151,25.1085,25.336,17204.0
2021-07-06,25.2981,25.2981,24.7862,25.0706,27029.0
2021-07-07,25.118,25.1559,24.6251,24.881,69721.0
2021-07-08,24.3881,25.2791,24.3028,25.0422,36159.0
2021-07-09,25.4876,25.7246,24.8336,25.5256,68405.0
2021-07-10,25.4876,25.7246,24.8336,25.5256,68405.0
2021-07-11,25.4876,25.7246,24.8336,25.5256,68405.0
2021-07-12,25.4592,26.0184,25.2412,25.8573,18736.0
2021-07-13,25.7341,25.7341,25.0801,25.2412,16089.0
2021-07-14,25.2554,25.4497,25.099,25.2981,18239.0
2021-07-15,25.317,26.1701,25.1369,26.0658,49495.0
2021-07-16,26.2933,26.8052,26.2554,26.7767,51028.0
2021-07-17,26.2933,26.8052,26.2554,26.7767,51028.0
2021-07-18,26.2933,26.8052,26.2554,26.7767,51028.0
2021-07-19,26.2554,26.5208,25.099,25.2412,43299.0
2021-07-20,25.2507,26.2933,25.2507,25.6298,54472.0
2021-07-21,25.9047,26.4781,25.9047,25.9616,23102.0
2021-07-22,25.8478,25.9142,25.2128,25.2222,26499.0
2021-07-23,25.5256,25.9047,25.3076,25.554,18556.0
2021-07-24,25.5256,25.9047,25.3076,25.554,18556.0
2021-07-25,25.5256,25.9047,25.3076,25.554,18556.0
2021-07-26,25.4782,26.0184,25.4782,25.8668,11802.0
2021-07-27,25.6203,25.8383,25.2412,25.3644,32252.0
2021-07-28,25.5256,26.1985,25.2128,26.1985,38137.0
2021-07-29,26.4355,26.4355,25.1654,26.1322,21711.0
2021-07-30,26.2649,26.2649,24.7199,24.9284,51960.0
2021-07-31,26.2649,26.2649,24.7199,24.9284,51960.0
2021-08-01,26.2649,26.2649,24.7199,24.9284,51960.0
2021-08-02,24.9284,24.9284,23.9521,24.1227,38861.0
2021-08-03,24.1417,25.8573,23.8736,24.4071,46107.0
2021-08-04,24.0659,24.4261,24.0659,24.1891,89231.0
2021-08-05,24.3692,24.5682,23.4308,24.3976,145223.0
2021-08-06,24.7578,25.3549,24.7578,25.2317,51182.0
2021-08-07,24.7578,25.3549,24.7578,25.2317,51182.0
2021-08-08,24.7578,25.3549,24.7578,25.2317,51182.0
2021-08-09,25.1654,25.1654,24.5967,24.6441,29952.0
2021-08-10,24.1322,24.9568,24.1322,24.8384,18256.0
2021-08-11,24.8336,25.2602,24.6441,25.1843,16354.0
2021-08-12,24.9758,25.3929,24.5967,24.6441,19861.0
2021-08-13,24.4166,24.682,24.2649,24.6156,32826.0
2021-08-14,24.4166,24.682,24.2649,24.6156,32826.0
2021-08-15,24.4166,24.682,24.2649,24.6156,32826.0
2021-08-16,24.5303,24.7768,24.4118,24.6061,17357.0
2021-08-17,24.6441,24.9663,24.4829,24.8052,36342.0
2021-08-18,24.6914,25.3692,24.6914,24.7199,47380.0
2021-08-19,24.4545,25.0516,24.4545,25.0137,24803.0
2021-08-20,24.7673,25.1085,24.7199,25.0801,32110.0
2021-08-21,24.7673,25.1085,24.7199,25.0801,32110.0
2021-08-22,24.7673,25.1085,24.7199,25.0801,32110.0
2021-08-23,24.8573,25.3455,24.8289,25.1749,17924.0
2021-08-24,25.0422,25.5066,24.6156,25.2791,59605.0
2021-08-25,25.3265,25.5256,25.0696,25.3076,39629.0
2021-08-26,25.3076,25.6346,25.0185,25.0895,28997.0
2021-08-27,24.9023,25.8763,24.8644,25.8004,33975.0
2021-08-28,24.9023,25.8763,24.8644,25.8004,33975.0
2021-08-29,24.9023,25.8763,24.8644,25.8004,33975.0
2021-08-30,25.6677,25.6772,25.2602,25.2696,27076.0
2021-08-31,25.0137,25.8573,25.0137,25.8004,25915.0
2021-09-01,25.7056,25.7056,25.1654,25.554,15454.0
2021-09-02,24.9521,25.6014,24.9521,25.317,18515.0
2021-09-03,25.2507,25.6298,25.0422,25.2791,15298.0
2021-09-04,25.2507,25.6298,25.0422,25.2791,15298.0
2021-09-05,25.2507,25.6298,25.0422,25.2791,15298.0
2021-09-06,25.2507,25.6298,25.0422,25.2791,15298.0
2021-09-07,25.3834,25.3834,24.8905,24.9,22588.0
2021-09-08,24.7957,24.8147,24.2934,24.8147,22086.0
2021-09-09,24.1938,24.9095,24.1938,24.6914,44393.0
2021-09-10,24.8621,24.8621,24.1227,24.3976,46157.0
2021-09-11,24.8621,24.8621,24.1227,24.3976,46157.0
2021-09-12,24.8621,24.8621,24.1227,24.3976,46157.0
2021-09-13,24.6725,24.6725,23.99,24.464,36615.0
2021-09-14,24.6061,24.6061,23.99,24.0374,17194.0
2021-09-15,24.3218,24.6251,23.9711,24.1227,39642.0
2021-09-16,24.1701,24.3881,24.0564,24.3123,33085.0
2021-09-17,24.464,25.6014,24.3123,25.5729,180810.0
2021-09-18,24.464,25.6014,24.3123,25.5729,180810.0
2021-09-19,24.464,25.6014,24.3123,25.5729,180810.0
2021-09-20,25.1085,25.1085,24.208,24.5493,48831.0
2021-09-21,24.7284,25.2981,24.2839,24.5967,26880.0
2021-09-22,24.7721,25.6092,24.1227,24.8241,35540.0
2021-09-23,25.0327,25.7341,24.8715,25.5919,62674.0
2021-09-24,25.4308,25.7746,25.317,25.3929,66231.0
2021-09-25,25.4308,25.7746,25.317,25.3929,66231.0
2021-09-26,25.4308,25.7746,25.317,25.3929,66231.0
2021-09-27,25.554,25.7815,25.535,25.535,99153.0
2021-09-28,25.5635,25.5919,25.0611,25.4213,48964.0
2021-09-29,25.2696,25.5824,25.0327,25.4402,18174.0
2021-09-30,25.6784,25.6784,25.1069,25.1259,33713.0
2021-10-01,25.0497,25.5736,24.8211,25.3355,185439.0
2021-10-02,25.0497,25.5736,24.8211,25.3355,185439.0
2021-10-03,25.0497,25.5736,24.8211,25.3355,185439.0
2021-10-04,25.1735,25.4307,24.9069,25.0116,69652.0
2021-10-05,25.2593,25.5926,25.0497,25.5164,15949.0
2021-10-06,25.2497,25.6022,25.0613,25.3355,18462.0
2021-10-07,25.526,26.107,25.526,25.7165,19195.0
2021-10-08,25.545,25.8307,25.3926,25.526,9738.0
2021-10-09,25.545,25.8307,25.3926,25.526,9738.0
2021-10-10,25.545,25.8307,25.3926,25.526,9738.0
2021-10-11,25.5164,25.8117,25.2402,25.2402,19382.0
2021-10-12,25.2974,25.4212,25.0593,25.2497,8824.0
2021-10-13,25.1164,25.4212,25.0593,25.3355,19311.0
2021-10-14,25.6022,25.6307,25.2688,25.4974,16769.0
2021-10-15,25.8974,26.0659,25.4498,25.6212,71000.0
2021-10-16,25.8974,26.0659,25.4498,25.6212,71000.0
2021-10-17,25.8974,26.0659,25.4498,25.6212,71000.0
2021-10-18,25.5641,25.8307,25.3164,25.4021,9069.0
2021-10-19,25.4117,26.0498,25.3499,25.7165,19311.0
2021-10-20,25.3355,26.2117,25.3355,26.2117,23214.0
2021-10-21,26.1927,26.4403,25.806,25.9355,22858.0
2021-10-22,26.1402,26.5081,25.8784,26.126,17299.0
2021-10-23,26.1402,26.5081,25.8784,26.126,17299.0
2021-10-24,26.1402,26.5081,25.8784,26.126,17299.0
2021-10-25,26.0689,26.1546,25.6688,26.0879,19399.0
2021-10-26,26.0689,26.2493,25.6926,25.9546,26026.0
2021-10-27,25.7545,26.126,25.0593,25.4117,19988.0
2021-10-28,25.6784,25.945,25.5736,25.7165,22985.0
2021-10-29,25.5831,26.1832,25.5736,25.9069,30936.0
2021-10-30,25.5831,26.1832,25.5736,25.9069,30936.0
2021-10-31,25.5831,26.1832,25.5736,25.9069,30936.0
2021-11-01,25.9641,26.3641,25.8117,26.2403,35685.0
2021-11-02,26.0593,26.5737,25.8784,26.4879,37938.0
2021-11-03,26.2403,27.4404,26.1641,26.6594,55850.0
2021-11-04,26.7165,26.9546,26.3546,26.688,37646.0
2021-11-05,26.907,28.0976,26.907,28.0405,39730.0
2021-11-06,26.907,28.0976,26.907,28.0405,39730.0
2021-11-07,26.907,28.0976,26.907,28.0405,39730.0
2021-11-08,28.0976,29.5358,27.9833,29.3072,282872.0
2021-11-09,29.1263,29.5549,28.9262,29.2025,80748.0
2021-11-10,29.1358,29.1929,28.5929,28.6881,69709.0
2021-11-11,28.5048,28.8596,28.2119,28.3167,123394.0
2021-11-12,28.4976,28.9834,27.8595,28.6691,163474.0
2021-11-13,28.4976,28.9834,27.8595,28.6691,163474.0
2021-11-14,28.4976,28.9834,27.8595,28.6691,163474.0
2021-11-15,28.6691,28.9739,28.4691,28.7072,134622.0
2021-11-16,29.7644,29.7644,28.2024,28.4691,408268.0
2021-11-17,28.3738,28.431,27.2023,28.3071,115397.0
2021-11-18,28.0786,28.4786,27.8309,28.3833,103087.0
2021-11-19,28.0595,28.631,27.6833,28.5262,81911.0
2021-11-20,28.0595,28.631,27.6833,28.5262,81911.0
2021-11-21,28.0595,28.631,27.6833,28.5262,81911.0
2021-11-22,28.5738,29.5263,28.1548,29.2406,340069.0
2021-11-23,29.3739,30.0597,28.8405,29.4691,178320.0
2021-11-24,29.2501,29.3739,28.8977,28.9929,64071.0
2021-11-25,29.2501,29.3739,28.8977,28.9929,64071.0
2021-11-26,28.2595,28.3738,27.2594,27.6595,87233.0
2021-11-27,28.2595,28.3738,27.2594,27.6595,87233.0
2021-11-28,28.2595,28.3738,27.2594,27.6595,87233.0
2021-11-29,28.1262,28.1262,27.1166,27.1928,69721.0
2021-11-30,26.9166,26.9642,26.3356,26.4784,72493.0
2021-12-01,27.0308,27.3642,26.1927,26.2117,77199.0
2021-12-02,26.1546,27.1642,26.1546,26.9927,54998.0
2021-12-03,26.9927,27.2404,26.1451,26.2498,42395.0
2021-12-04,26.9927,27.2404,26.1451,26.2498,42395.0
2021-12-05,26.9927,27.2404,26.1451,26.2498,42395.0
2021-12-06,26.6213,26.9261,26.526,26.5927,66742.0
2021-12-07,26.8499,26.9451,26.2975,26.3736,45465.0
2021-12-08,26.4213,26.6261,26.1736,26.5546,86319.0
2021-12-09,26.3356,26.7165,26.1927,26.4689,50208.0
2021-12-10,26.0784,26.4594,26.0784,26.4594,46922.0
2021-12-11,26.0784,26.4594,26.0784,26.4594,46922.0
2021-12-12,26.0784,26.4594,26.0784,26.4594,46922.0
2021-12-13,26.4403,27.3166,26.2498,27.0499,111679.0
2021-12-14,27.4404,27.6595,26.707,26.9166,69556.0
2021-12-15,26.9261,27.2975,26.5832,26.8689,100835.0
2021-12-16,27.1642,27.3737,26.6594,26.7642,95277.0
2021-12-17,26.7546,27.2404,26.0498,26.8404,321870.0
2021-12-18,26.7546,27.2404,26.0498,26.8404,321870.0
2021-12-19,26.7546,27.2404,26.0498,26.8404,321870.0
2021-12-20,26.9118,26.9118,25.7831,26.3451,80897.0
2021-12-21,26.4594,26.9832,26.4594,26.8689,52322.0
2021-12-22,26.7165,27.107,26.4975,27.0785,49485.0
2021-12-23,27.2023,27.4785,26.9546,27.3261,81485.0
2021-12-24,27.2023,27.4785,26.9546,27.3261,81485.0
2021-12-25,27.2023,27.4785,26.9546,27.3261,81485.0
2021-12-26,27.2023,27.4785,26.9546,27.3261,81485.0
2021-12-27,27.4023,27.7357,27.0499,27.7357,39939.0
2021-12-28,27.8309,27.9738,27.6023,27.7452,62564.0
2021-12-29,27.8309,27.8309,27.5071,27.7357,41768.0
2021-12-30,27.7261,27.869,27.107,27.5071,40588.0
2021-12-31,27.4592,27.8228,27.4401,27.7463,85617.0
2022-01-01,27.4592,27.8228,27.4401,27.7463,85617.0
2022-01-02,27.4592,27.8228,27.4401,27.7463,85617.0
2022-01-03,27.8802,28.5308,27.8802,28.5117,128178.0
2022-01-04,28.5786,28.9231,28.0524,28.0716,404065.0
2022-01-05,28.3395,28.7796,28.1865,28.5212,90992.0
2022-01-06,28.6935,29.2867,28.6648,29.2292,39046.0
2022-01-07,29.2197,29.3919,28.9422,29.0666,40316.0
2022-01-08,29.2197,29.3919,28.9422,29.0666,40316.0
2022-01-09,29.2197,29.3919,28.9422,29.0666,40316.0
2022-01-10,29.0762,29.3632,28.7222,28.9135,31869.0
2022-01-11,28.9422,29.3249,28.8561,29.3058,73219.0
2022-01-12,29.3441,29.899,29.1336,29.6694,192166.0
2022-01-13,29.6598,30.1956,29.6598,30.1382,133090.0
2022-01-14,30.7696,30.7696,29.6334,30.3391,86843.0
2022-01-15,30.7696,30.7696,29.6334,30.3391,86843.0
2022-01-16,30.7696,30.7696,29.6334,30.3391,86843.0
2022-01-17,30.7696,30.7696,29.6334,30.3391,86843.0
2022-01-18,30.1286,30.4539,29.0174,30.186,103392.0
2022-01-19,30.253,30.473,29.9564,30.1286,139444.0
2022-01-20,30.0329,30.1764,28.8944,28.9135,82691.0
2022-01-21,28.77,29.5833,28.5595,29.0953,106488.0
2022-01-22,28.77,29.5833,28.5595,29.0953,106488.0
2022-01-23,28.77,29.5833,28.5595,29.0953,106488.0
2022-01-24,28.6648,29.8416,28.5978,29.7937,84792.0
2022-01-25,29.6885,30.0234,28.8274,29.7172,94059.0
2022-01-26,28.8083,30.2434,28.8083,29.545,113478.0
2022-01-27,29.6885,30.253,28.8178,29.0188,89272.0
2022-01-28,28.6839,29.1144,27.3444,28.0429,180094.0
2022-01-29,28.6839,29.1144,27.3444,28.0429,180094.0
2022-01-30,28.6839,29.1144,27.3444,28.0429,180094.0
2022-01-31,28.129,28.4256,27.5262,28.1577,132730.0
2022-02-01,28.1768,28.5021,27.287,28.2629,135613.0
2022-02-02,28.062,28.3395,27.287,27.2966,78930.0
2022-02-03,27.3157,28.0142,27.1339,27.3157,75801.0
2022-02-04,27.3923,27.6362,27.0765,27.5166,54050.0
2022-02-05,27.3923,27.6362,27.0765,27.5166,54050.0
2022-02-06,27.3923,27.6362,27.0765,27.5166,54050.0
2022-02-07,27.4401,28.2438,27.4401,28.1864,85528.0
2022-02-08,28.2246,29.2005,28.2246,29.1623,70543.0
2022-02-09,29.1718,29.1718,28.1385,28.2438,86533.0
2022-02-10,28.1385,28.5404,27.8037,28.3873,167253.0
2022-02-11,28.282,28.5786,28.1194,28.349,46758.0
2022-02-12,28.282,28.5786,28.1194,28.349,46758.0
2022-02-13,28.282,28.5786,28.1194,28.349,46758.0
2022-02-14,28.5308,28.5308,28.0046,28.1385,33986.0
2022-02-15,28.2916,28.703,28.2151,28.6169,47929.0
2022-02-16,28.5595,28.9422,28.4734,28.8465,91276.0
2022-02-17,28.77,28.8752,28.0716,28.1864,45624.0
2022-02-18,28.1098,29.0666,28.1098,28.9996,199615.0
2022-02-19,28.1098,29.0666,28.1098,28.9996,199615.0
2022-02-20,28.1098,29.0666,28.1098,28.9996,199615.0
2022-02-21,28.1098,29.0666,28.1098,28.9996,199615.0
2022-02-22,28.7509,29.0666,28.5117,28.8178,78264.0
2022-02-23,29.1049,29.124,28.6073,28.6743,77923.0
2022-02-24,28.0237,28.3682,26.9484,28.1768,90327.0
2022-02-25,28.3012,29.1718,28.062,29.1144,76726.0
2022-02-26,28.3012,29.1718,28.062,29.1144,76726.0
2022-02-27,28.3012,29.1718,28.062,29.1144,76726.0
2022-02-28,28.7413,28.9805,28.3682,28.7604,60148.0
2022-03-01,28.6648,28.6648,27.6697,27.8898,99828.0
2022-03-02,27.9759,29.258,27.9759,29.1049,103071.0
2022-03-03,29.0762,29.6885,28.6073,29.6694,87885.0
2022-03-04,29.2484,29.3441,29.057,29.2675,47813.0
2022-03-05,29.2484,29.3441,29.057,29.2675,47813.0
2022-03-06,29.2484,29.3441,29.057,29.2675,47813.0
2022-03-07,29.2388,29.5641,28.7509,28.7796,115482.0
2022-03-08,28.9135,29.6215,28.8944,29.0188,113383.0
2022-03-09,29.5928,29.7268,29.2101,29.3919,57687.0
2022-03-10,29.0475,29.7746,29.0475,29.7076,77203.0
2022-03-11,29.8416,30.2243,29.6885,29.8416,80517.0
2022-03-12,29.8416,30.2243,29.6885,29.8416,80517.0
2022-03-13,29.8416,30.2243,29.6885,29.8416,80517.0
2022-03-14,30.2243,30.473,29.8033,29.966,77139.0
2022-03-15,30.2243,30.2473,29.588,29.832,61268.0
2022-03-16,30.1573,30.2913,29.832,30.119,106354.0
2022-03-17,29.8033,29.9755,29.5641,29.6502,64105.0
2022-03-18,29.6311,29.6789,28.8274,29.5641,266485.0
2022-03-19,29.6311,29.6789,28.8274,29.5641,266485.0
2022-03-20,29.6311,29.6789,28.8274,29.5641,266485.0
2022-03-21,29.5928,29.8416,29.1623,29.3536,67846.0
2022-03-22,29.4971,30.4348,29.4971,30.3582,137121.0
2022-03-23,30.1095,30.4061,29.478,29.545,137002.0
2022-03-24,29.9181,30.186,29.2388,29.6885,93270.0
2022-03-25,30.076,30.5496,30.076,30.5017,46109.0
2022-03-26,30.076,30.5496,30.076,30.5017,46109.0
2022-03-27,30.076,30.5496,30.076,30.5017,46109.0
2022-03-28,30.3869,30.4635,29.8799,30.1477,38767.0
2022-03-29,30.3678,30.8653,30.2721,30.6261,65589.0
2022-03-30,30.607,30.9801,29.7937,29.9373,89438.0
2022-03-31,30.0429,30.4465,29.6779,29.7835,159243.0
2022-04-01,29.9084,29.9853,29.2647,29.3608,90101.0
2022-04-02,29.9084,29.9853,29.2647,29.3608,90101.0
2022-04-03,29.9084,29.9853,29.2647,29.3608,90101.0
2022-04-04,29.2647,29.2647,28.7363,29.0822,65345.0
2022-04-05,29.3512,29.5193,28.7651,28.8612,108515.0
2022-04-06,28.9525,28.9525,28.597,28.6883,71092.0
2022-04-07,28.6498,28.6498,28.0157,28.0734,57615.0
2022-04-08,28.083,28.1887,27.6891,27.7948,43933.0
2022-04-09,28.083,28.1887,27.6891,27.7948,43933.0
2022-04-10,28.083,28.1887,27.6891,27.7948,43933.0
2022-04-11,27.9581,28.304,27.6218,27.7948,52445.0
2022-04-12,27.9197,28.1887,27.324,27.3816,62958.0
2022-04-13,27.2183,27.5642,27.1511,27.5258,105893.0
2022-04-14,27.6411,27.8428,27.4297,27.6507,79670.0
2022-04-15,27.6411,27.8428,27.4297,27.6507,79670.0
2022-04-16,27.6411,27.8428,27.4297,27.6507,79670.0
2022-04-17,27.6411,27.8428,27.4297,27.6507,79670.0
2022-04-18,27.7659,27.9581,27.4681,27.5834,52512.0
2022-04-19,27.6411,28.4955,27.6411,28.3808,63281.0
2022-04-20,28.4097,29.0342,28.4097,28.573,56656.0
2022-04-21,28.6498,29.0245,28.1599,28.2944,39364.0
2022-04-22,28.2175,28.2175,27.5065,27.5834,59316.0
2022-04-23,28.2175,28.2175,27.5065,27.5834,59316.0
2022-04-24,28.2175,28.2175,27.5065,27.5834,59316.0
2022-04-25,27.5738,27.7083,26.8628,27.5738,72643.0
2022-04-26,27.372,27.6314,26.9397,26.9877,89597.0
2022-04-27,27.0454,27.276,26.3248,26.4305,77622.0
2022-04-28,26.7475,26.9973,26.5074,26.9013,62593.0
2022-04-29,27.1895,27.8332,26.9493,27.4009,100994.0
2022-04-30,27.1895,27.8332,26.9493,27.4009,100994.0
2022-05-01,27.1895,27.8332,26.9493,27.4009,100994.0
2022-05-02,27.5834,28.1262,27.2183,27.8812,103824.0
2022-05-03,27.9389,28.1839,27.6747,27.8428,60722.0
2022-05-04,27.9725,28.3136,27.4009,28.2752,95556.0
2022-05-05,27.9869,28.0157,27.324,27.6218,81643.0
2022-05-06,27.7179,27.8236,27.3192,27.8044,57694.0
2022-05-07,27.7179,27.8236,27.3192,27.8044,57694.0
2022-05-08,27.7179,27.8236,27.3192,27.8044,57694.0
2022-05-09,27.5065,28.1406,27.3913,28.0157,83054.0
2022-05-10,28.1983,28.2559,27.1511,27.276,144470.0
2022-05-11,27.372,27.6218,27.0358,27.0742,44151.0
2022-05-12,27.0646,27.0646,26.1807,26.5458,54173.0
2022-05-13,26.786,26.8052,26.0366,26.3728,151397.0
2022-05-14,26.786,26.8052,26.0366,26.3728,151397.0
2022-05-15,26.786,26.8052,26.0366,26.3728,151397.0
2022-05-16,26.3152,26.6707,25.9501,26.613,73909.0
2022-05-17,26.9493,27.2567,26.4977,26.7956,67380.0
2022-05-18,26.4977,26.6419,26.2576,26.4113,55973.0
2022-05-19,26.2095,26.5362,25.6138,25.6619,75561.0
2022-05-20,25.9789,26.1134,25.4601,25.8444,45835.0
2022-05-21,25.9789,26.1134,25.4601,25.8444,45835.0
2022-05-22,25.9789,26.1134,25.4601,25.8444,45835.0
2022-05-23,26.1807,26.7475,26.1327,26.5458,45313.0
2022-05-24,26.4977,26.613,25.9597,26.4305,80489.0
2022-05-25,26.4593,26.8917,26.3344,26.4113,47367.0
2022-05-26,26.6419,26.8821,26.6226,26.8148,50826.0
2022-05-27,26.8821,27.3432,26.8532,27.2952,40931.0
2022-05-28,26.8821,27.3432,26.8532,27.2952,40931.0
2022-05-29,26.8821,27.3432,26.8532,27.2952,40931.0
