,LSTR US Equity,LSTR US Equity,LSTR US Equity,LSTR US Equity,LSTR US Equity
2020-03-14,86.6032,91.8572,85.4264,91.7738,648021.0
2020-03-15,86.6032,91.8572,85.4264,91.7738,648021.0
2020-03-16,83.7028,87.2982,82.1276,82.2295,763944.0
2020-03-17,83.5824,96.0363,81.97,95.3877,610592.0
2020-03-18,90.3839,94.5908,83.7492,88.8271,604263.0
2020-03-19,88.1414,92.7653,83.3322,83.9994,531858.0
2020-03-20,84.509,90.3653,83.221,85.9268,853576.0
2020-03-21,84.509,90.3653,83.221,85.9268,853576.0
2020-03-22,84.509,90.3653,83.221,85.9268,853576.0
2020-03-23,84.6851,87.0387,79.0419,80.404,480197.0
2020-03-24,83.6287,87.4047,82.4704,86.2233,626855.0
2020-03-25,86.2696,91.7368,83.3431,88.2711,585604.0
2020-03-26,89.2812,91.7368,88.2989,91.2734,398647.0
2020-03-27,88.0395,90.1059,85.2966,85.797,466162.0
2020-03-28,88.0395,90.1059,85.2966,85.797,466162.0
2020-03-29,88.0395,90.1059,85.2966,85.797,466162.0
2020-03-30,86.6495,91.1252,85.6071,89.8742,330418.0
2020-03-31,89.7445,90.7638,86.4271,88.8271,466428.0
2020-04-01,85.8341,88.892,84.2923,85.7507,252720.0
2020-04-02,85.2689,87.5206,83.6936,86.4179,304038.0
2020-04-03,86.1955,87.1817,84.1106,85.5468,313891.0
2020-04-04,86.1955,87.1817,84.1106,85.5468,313891.0
2020-04-05,86.1955,87.1817,84.1106,85.5468,313891.0
2020-04-06,87.8449,92.5522,87.8078,92.1537,372742.0
2020-04-07,94.6557,94.7761,89.7213,90.3931,449395.0
2020-04-08,91.4773,93.8865,90.2032,92.8394,380645.0
2020-04-09,93.0804,97.241,93.0804,96.4533,436133.0
2020-04-10,93.0804,97.241,93.0804,96.4533,436133.0
2020-04-11,93.0804,97.241,93.0804,96.4533,436133.0
2020-04-12,93.0804,97.241,93.0804,96.4533,436133.0
2020-04-13,95.6749,96.3977,92.6819,93.1638,397219.0
2020-04-14,94.841,97.2873,93.1823,94.878,297977.0
2020-04-15,91.9499,94.0441,91.3383,92.5615,333962.0
2020-04-16,92.6263,96.5738,92.1167,96.2773,405587.0
2020-04-17,98.8348,98.946,95.0587,95.99,344196.0
2020-04-18,98.8348,98.946,95.0587,95.99,344196.0
2020-04-19,98.8348,98.946,95.0587,95.99,344196.0
2020-04-20,94.8966,95.4433,92.4132,93.0896,355001.0
2020-04-21,91.7738,91.8294,89.9993,90.9491,262364.0
2020-04-22,93.275,93.3398,90.5599,91.5514,287177.0
2020-04-23,87.9376,95.9159,87.2148,94.285,715013.0
2020-04-24,94.9892,95.8047,93.034,95.2116,285897.0
2020-04-25,94.9892,95.8047,93.034,95.2116,285897.0
2020-04-26,94.9892,95.8047,93.034,95.2116,285897.0
2020-04-27,95.3136,100.4193,95.0726,100.1043,359124.0
2020-04-28,101.0958,101.8741,97.8525,98.0193,346493.0
2020-04-29,100.1691,100.9197,97.7506,98.9645,255831.0
2020-04-30,98.39,98.39,95.712,95.7305,282110.0
2020-05-01,93.9421,96.6942,93.5993,95.5452,371992.0
2020-05-02,93.9421,96.6942,93.5993,95.5452,371992.0
2020-05-03,93.9421,96.6942,93.5993,95.5452,371992.0
2020-05-04,94.146,94.9151,91.7553,93.4696,305528.0
2020-05-05,94.3962,96.1197,94.3962,95.6101,201950.0
2020-05-06,96.4409,96.4409,94.3569,95.0763,179650.0
2020-05-07,96.5802,97.462,95.443,95.6333,162152.0
2020-05-08,96.8865,99.8292,96.8865,99.5414,266694.0
2020-05-09,96.8865,99.8292,96.8865,99.5414,266694.0
2020-05-10,96.8865,99.8292,96.8865,99.5414,266694.0
2020-05-11,98.6595,101.8065,98.4925,101.1103,434262.0
2020-05-12,101.9364,102.4841,98.9845,99.133,268102.0
2020-05-13,97.8983,99.1423,95.3455,96.2088,248500.0
2020-05-14,94.8628,96.492,93.8835,95.8375,357604.0
2020-05-15,95.1042,97.1046,94.7978,96.0139,756284.0
2020-05-16,95.1042,97.1046,94.7978,96.0139,756284.0
2020-05-17,95.1042,97.1046,94.7978,96.0139,756284.0
2020-05-18,98.7431,103.3846,97.7498,102.8647,554070.0
2020-05-19,102.9669,105.7796,101.89,101.9457,230106.0
2020-05-20,103.0225,105.761,102.9761,105.5197,416588.0
2020-05-21,105.4918,106.2252,103.6909,104.053,296356.0
2020-05-22,104.0622,105.2427,103.1432,104.6378,164142.0
2020-05-23,104.0622,105.2427,103.1432,104.6378,164142.0
2020-05-24,104.0622,105.2427,103.1432,104.6378,164142.0
2020-05-25,104.0622,105.2427,103.1432,104.6378,164142.0
2020-05-26,106.6243,108.3417,105.5939,107.1442,278624.0
2020-05-27,108.0446,109.1725,106.1927,107.1071,300485.0
2020-05-28,107.5991,108.4902,106.7868,107.2463,218639.0
2020-05-29,106.6522,108.4624,106.6522,107.924,277143.0
2020-05-30,106.6522,108.4624,106.6522,107.924,277143.0
2020-05-31,106.6522,108.4624,106.6522,107.924,277143.0
2020-06-01,108.0446,108.3138,105.3154,105.3526,278949.0
2020-06-02,105.7703,108.2767,105.4547,107.3299,226815.0
2020-06-03,107.5805,108.6109,106.1323,107.1349,366040.0
2020-06-04,106.7636,106.7729,105.0462,106.0859,389598.0
2020-06-05,107.6083,108.5181,104.1087,104.2293,570904.0
2020-06-06,107.6083,108.5181,104.1087,104.2293,570904.0
2020-06-07,107.6083,108.5181,104.1087,104.2293,570904.0
2020-06-08,104.7863,105.2226,103.3846,103.6909,321619.0
2020-06-09,103.1804,105.1669,102.0015,104.5821,252208.0
2020-06-10,104.7213,105.2876,103.6909,104.5171,290140.0
2020-06-11,102.6698,102.6698,99.8385,100.0149,298325.0
2020-06-12,102.1592,102.1685,96.181,99.0216,331037.0
2020-06-13,102.1592,102.1685,96.181,99.0216,331037.0
2020-06-14,102.1592,102.1685,96.181,99.0216,331037.0
2020-06-15,97.1836,102.6327,96.0882,101.7601,351120.0
2020-06-16,104.8977,105.9096,101.8807,102.3449,453525.0
2020-06-17,102.7905,105.529,102.6698,103.988,209391.0
2020-06-18,103.8951,103.9416,102.5491,102.9297,261249.0
2020-06-19,104.4985,104.4985,101.4909,102.7812,537447.0
2020-06-20,104.4985,104.4985,101.4909,102.7812,537447.0
2020-06-21,104.4985,104.4985,101.4909,102.7812,537447.0
2020-06-22,102.2056,103.4449,100.9989,102.0386,243497.0
2020-06-23,102.939,104.0994,102.7719,103.4124,226407.0
2020-06-24,103.2546,103.4681,101.7415,102.4099,261383.0
2020-06-25,102.4284,102.7905,100.3955,102.0014,194063.0
2020-06-26,101.5837,101.7601,99.4857,99.7735,597261.0
2020-06-27,101.5837,101.7601,99.4857,99.7735,597261.0
2020-06-28,101.5837,101.7601,99.4857,99.7735,597261.0
2020-06-29,100.4883,102.7812,100.0798,102.4934,283538.0
2020-06-30,102.4377,104.7399,102.4377,104.2572,328450.0
2020-07-01,105.0741,105.7796,102.8183,103.2546,259425.0
2020-07-02,104.48,104.7724,103.3939,103.9787,233379.0
2020-07-03,104.48,104.7724,103.3939,103.9787,233379.0
2020-07-04,104.48,104.7724,103.3939,103.9787,233379.0
2020-07-05,104.48,104.7724,103.3939,103.9787,233379.0
2020-07-06,105.2226,106.4387,104.2108,104.9348,240825.0
2020-07-07,104.0994,107.1442,103.5888,106.2716,335133.0
2020-07-08,106.0024,107.664,106.0024,107.4877,321594.0
2020-07-09,107.8497,108.5552,106.629,106.9307,303638.0
2020-07-10,107.0792,107.859,106.0627,106.7079,222816.0
2020-07-11,107.0792,107.859,106.0627,106.7079,222816.0
2020-07-12,107.0792,107.859,106.0627,106.7079,222816.0
2020-07-13,106.94,107.3391,103.988,104.1458,249769.0
2020-07-14,104.3222,106.1138,104.1551,106.0302,323376.0
2020-07-15,107.2463,107.794,104.6192,106.8564,258022.0
2020-07-16,106.6615,110.124,106.0813,108.7687,317258.0
2020-07-17,109.4371,111.3958,109.4371,111.173,280653.0
2020-07-18,109.4371,111.3958,109.4371,111.173,280653.0
2020-07-19,109.4371,111.3958,109.4371,111.173,280653.0
2020-07-20,111.2101,112.9089,111.173,112.0178,419254.0
2020-07-21,113.7165,114.6727,112.3427,113.0482,415340.0
2020-07-22,113.8558,114.3571,111.5443,112.2777,398822.0
2020-07-23,113.9486,115.0811,110.1333,113.1688,554430.0
2020-07-24,113.1688,114.7841,112.6954,114.5242,301260.0
2020-07-25,113.1688,114.7841,112.6954,114.5242,301260.0
2020-07-26,113.1688,114.7841,112.6954,114.5242,301260.0
2020-07-27,113.9486,114.8212,112.8439,113.7537,404585.0
2020-07-28,112.8718,114.9419,112.8625,113.8744,493827.0
2020-07-29,114.5334,117.0863,114.5334,116.1116,393414.0
2020-07-30,114.979,115.9073,114.0136,114.9697,261520.0
2020-07-31,114.5242,114.9744,110.9409,113.0482,362129.0
2020-08-01,114.5242,114.9744,110.9409,113.0482,362129.0
2020-08-02,114.5242,114.9744,110.9409,113.0482,362129.0
2020-08-03,113.5309,114.8027,112.6583,113.7444,308413.0
2020-08-04,115.2575,117.2162,113.076,116.6314,367195.0
2020-08-05,117.1512,118.3023,115.9166,117.4205,394167.0
2020-08-06,117.0027,118.1074,116.2508,116.947,296393.0
2020-08-07,116.5286,118.6394,116.5286,118.4906,184745.0
2020-08-08,116.5286,118.6394,116.5286,118.4906,184745.0
2020-08-09,116.5286,118.6394,116.5286,118.4906,184745.0
2020-08-10,118.2581,120.6199,118.2581,119.8668,222961.0
2020-08-11,120.5548,122.4285,119.8947,120.4898,241278.0
2020-08-12,121.2615,124.3207,121.2615,121.5126,265802.0
2020-08-13,120.7687,122.3959,120.4526,121.4754,223837.0
2020-08-14,121.5033,122.0984,120.1922,120.4061,266946.0
2020-08-15,121.5033,122.0984,120.1922,120.4061,266946.0
2020-08-16,121.5033,122.0984,120.1922,120.4061,266946.0
2020-08-17,120.4154,121.6335,119.9969,121.215,231582.0
2020-08-18,120.9082,121.8706,120.5734,120.8803,211306.0
2020-08-19,121.3731,123.0189,120.964,121.2894,263846.0
2020-08-20,120.5176,123.1026,119.5506,122.1728,251456.0
2020-08-21,122.3773,123.8093,121.6893,123.4467,315380.0
2020-08-22,122.3773,123.8093,121.6893,123.4467,315380.0
2020-08-23,122.3773,123.8093,121.6893,123.4467,315380.0
2020-08-24,124.0604,124.9437,123.4839,124.7671,295844.0
2020-08-25,124.7764,125.325,123.9116,124.0232,200723.0
2020-08-26,121.8008,126.478,120.5269,126.4129,503361.0
2020-08-27,126.729,126.9429,125.4458,126.3757,260676.0
2020-08-28,126.7755,127.0777,124.6927,125.0088,211372.0
2020-08-29,126.7755,127.0777,124.6927,125.0088,211372.0
2020-08-30,126.7755,127.0777,124.6927,125.0088,211372.0
2020-08-31,125.139,128.8305,123.2235,123.7535,409039.0
2020-09-01,124.0604,125.3668,122.6563,124.8414,243485.0
2020-09-02,125.2134,125.669,124.2835,125.483,229726.0
2020-09-03,125.139,125.139,122.1914,123.2328,194567.0
2020-09-04,123.7814,124.7299,120.8803,123.7535,270652.0
2020-09-05,123.7814,124.7299,120.8803,123.7535,270652.0
2020-09-06,123.7814,124.7299,120.8803,123.7535,270652.0
2020-09-07,123.7814,124.7299,120.8803,123.7535,270652.0
2020-09-08,122.7307,125.0274,121.2708,122.7121,360262.0
2020-09-09,123.3537,126.3943,122.7772,125.3715,274960.0
2020-09-10,128.0122,130.1695,122.7865,123.0003,412760.0
2020-09-11,123.2235,124.3579,121.4103,122.1821,293137.0
2020-09-12,123.2235,124.3579,121.4103,122.1821,293137.0
2020-09-13,123.2235,124.3579,121.4103,122.1821,293137.0
2020-09-14,123.0468,123.0468,117.8676,118.5836,387080.0
2020-09-15,118.8997,121.0477,118.1465,120.5827,504661.0
2020-09-16,121.7915,122.031,118.3883,119.8761,447738.0
2020-09-17,117.9606,121.3173,117.1711,120.5455,276279.0
2020-09-18,121.1128,121.1128,117.6165,118.7602,428114.0
2020-09-19,121.1128,121.1128,117.6165,118.7602,428114.0
2020-09-20,121.1128,121.1128,117.6165,118.7602,428114.0
2020-09-21,117.226,117.4399,114.9711,116.9098,298569.0
2020-09-22,117.1516,118.286,116.631,118.0721,226378.0
2020-09-23,118.1093,119.6994,116.8959,117.8304,201711.0
2020-09-24,117.4399,118.7695,116.1195,117.4399,222664.0
2020-09-25,117.5328,117.9559,116.3659,116.8447,202025.0
2020-09-26,117.5328,117.9559,116.3659,116.8447,202025.0
2020-09-27,117.5328,117.9559,116.3659,116.8447,202025.0
2020-09-28,118.2209,119.1136,117.2911,118.5929,270159.0
2020-09-29,118.2023,119.6157,117.6723,117.756,186191.0
2020-09-30,117.6444,118.7044,116.073,116.6867,281692.0
2020-10-01,116.3054,117.5142,115.4314,116.3984,320974.0
2020-10-02,112.4838,117.3887,112.4382,116.4635,296400.0
2020-10-03,112.4838,117.3887,112.4382,116.4635,296400.0
2020-10-04,112.4838,117.3887,112.4382,116.4635,296400.0
2020-10-05,117.3097,119.8389,116.9098,119.4483,299164.0
2020-10-06,119.5227,119.6752,117.1469,118.2023,333024.0
2020-10-07,118.2581,120.0434,117.8629,119.6901,236808.0
2020-10-08,120.2945,122.8237,119.7459,122.5726,210404.0
2020-10-09,122.8051,123.5954,121.931,122.6842,268075.0
2020-10-10,122.8051,123.5954,121.931,122.6842,268075.0
2020-10-11,122.8051,123.5954,121.931,122.6842,268075.0
2020-10-12,122.9167,124.1534,122.3959,123.3723,172023.0
2020-10-13,123.5118,124.7764,122.8795,123.1491,179590.0
2020-10-14,122.9167,125.762,122.9167,124.1162,295623.0
2020-10-15,122.9353,125.418,122.8981,125.1669,196566.0
2020-10-16,124.3951,125.3854,121.3266,121.4568,223672.0
2020-10-17,124.3951,125.3854,121.3266,121.4568,223672.0
2020-10-18,124.3951,125.3854,121.3266,121.4568,223672.0
2020-10-19,121.4382,121.6614,117.6072,118.0071,297395.0
2020-10-20,118.4348,120.0574,118.4069,119.2902,232438.0
2020-10-21,119.625,121.6474,117.7188,118.3604,347736.0
2020-10-22,126.4408,127.194,116.854,122.21,481444.0
2020-10-23,122.2193,123.4234,118.8904,122.7214,305791.0
2020-10-24,122.2193,123.4234,118.8904,122.7214,305791.0
2020-10-25,122.2193,123.4234,118.8904,122.7214,305791.0
2020-10-26,121.0663,122.3402,119.6529,122.2751,366068.0
2020-10-27,122.6842,123.4932,119.8854,120.062,281289.0
2020-10-28,118.3976,119.6157,116.696,116.8912,358379.0
2020-10-29,115.8126,117.0772,115.2268,116.4356,374166.0
2020-10-30,115.7568,117.8025,114.9665,115.9521,408466.0
2020-10-31,115.7568,117.8025,114.9665,115.9521,408466.0
2020-11-01,115.7568,117.8025,114.9665,115.9521,408466.0
2020-11-02,117.0493,117.5189,114.0273,114.7526,339529.0
2020-11-03,114.8735,119.7831,114.8735,119.2624,303608.0
2020-11-04,118.3232,121.3545,115.3849,115.6731,350888.0
2020-11-05,116.5937,117.6863,115.264,116.2961,219398.0
2020-11-06,116.3705,117.2167,114.6875,115.1896,245783.0
2020-11-07,116.3705,117.2167,114.6875,115.1896,245783.0
2020-11-08,116.3705,117.2167,114.6875,115.1896,245783.0
2020-11-09,120.1448,121.8074,114.7146,116.121,355417.0
2020-11-10,116.6799,122.1008,114.8822,121.663,447933.0
2020-11-11,122.1287,122.5664,118.8222,120.9086,295592.0
2020-11-12,120.387,120.6757,117.9233,118.8874,229821.0
2020-11-13,119.5207,120.9086,119.5207,119.8654,137708.0
2020-11-14,119.5207,120.9086,119.5207,119.8654,137708.0
2020-11-15,119.5207,120.9086,119.5207,119.8654,137708.0
2020-11-16,121.1414,123.0508,119.9585,122.8366,236147.0
2020-11-17,122.1939,123.3116,120.2938,123.1067,147084.0
2020-11-18,123.3116,124.4666,122.017,122.3988,208511.0
2020-11-19,121.7375,122.2405,120.8247,122.1101,186213.0
2020-11-20,122.8459,123.4001,120.7875,120.8899,327029.0
2020-11-21,122.8459,123.4001,120.7875,120.8899,327029.0
2020-11-22,122.8459,123.4001,120.7875,120.8899,327029.0
2020-11-23,121.3743,122.1753,119.7117,120.9179,263682.0
2020-11-24,120.8713,124.2617,120.6198,123.6004,281454.0
2020-11-25,123.2744,124.3269,120.4475,121.4208,209033.0
2020-11-26,123.2744,124.3269,120.4475,121.4208,209033.0
2020-11-27,120.9272,122.0356,120.4382,121.3277,78515.0
2020-11-28,120.9272,122.0356,120.4382,121.3277,78515.0
2020-11-29,120.9272,122.0356,120.4382,121.3277,78515.0
2020-11-30,121.6258,123.293,120.1215,122.4082,436686.0
2020-12-01,122.2405,124.3642,121.337,123.6563,359669.0
2020-12-02,123.796,124.0009,120.033,121.6071,320566.0
2020-12-03,120.8992,123.3303,119.8374,122.138,303576.0
2020-12-04,121.9145,124.9044,120.8108,124.42,249359.0
2020-12-05,121.9145,124.9044,120.8108,124.42,249359.0
2020-12-06,121.9145,124.9044,120.8108,124.42,249359.0
2020-12-07,123.9916,126.8231,123.9916,125.4167,502519.0
2020-12-08,125.1466,128.6208,124.6622,128.1085,526670.0
2020-12-09,128.7232,130.3532,127.8477,129.8223,401907.0
2020-12-10,130.1669,130.3998,127.7732,129.8689,390591.0
2020-12-11,129.3845,130.5255,128.5463,129.2076,393193.0
2020-12-12,129.3845,130.5255,128.5463,129.2076,393193.0
2020-12-13,129.3845,130.5255,128.5463,129.2076,393193.0
2020-12-14,129.8316,130.7677,123.7494,124.0195,313416.0
2020-12-15,125.0907,125.6216,123.4234,125.2024,260685.0
2020-12-16,125.0627,125.8731,119.6977,124.8858,251750.0
2020-12-17,125.1931,125.9848,124.3828,125.3608,223667.0
2020-12-18,125.6682,126.7393,124.2431,125.6588,460350.0
2020-12-19,125.6682,126.7393,124.2431,125.6588,460350.0
2020-12-20,125.6682,126.7393,124.2431,125.6588,460350.0
2020-12-21,124.9323,126.2736,123.1626,126.0314,213058.0
2020-12-22,126.0873,127.6707,125.2397,126.5716,203563.0
2020-12-23,126.4692,126.9815,125.0441,126.0873,122326.0
2020-12-24,125.901,126.2363,124.8578,126.078,79800.0
2020-12-25,125.901,126.2363,124.8578,126.078,79800.0
2020-12-26,125.901,126.2363,124.8578,126.078,79800.0
2020-12-27,125.901,126.2363,124.8578,126.078,79800.0
2020-12-28,126.6089,127.205,125.7706,126.3108,108024.0
2020-12-29,126.3015,127.0932,125.249,125.5005,158671.0
2020-12-30,125.3328,126.5856,124.6715,125.0534,193523.0
2020-12-31,125.0534,126.4273,124.4573,125.426,188755.0
2021-01-01,125.0534,126.4273,124.4573,125.426,188755.0
2021-01-02,125.0534,126.4273,124.4573,125.426,188755.0
2021-01-03,125.0534,126.4273,124.4573,125.426,188755.0
2021-01-04,125.4446,125.7891,123.2837,123.9636,177431.0
2021-01-05,123.9078,126.5716,123.9078,126.1525,167396.0
2021-01-06,126.3015,133.3431,126.3015,132.9612,313748.0
2021-01-07,131.9504,136.4895,131.2608,136.173,373017.0
2021-01-08,136.5036,138.648,136.4092,136.4186,303748.0
2021-01-09,136.5036,138.648,136.4092,136.4186,303748.0
2021-01-10,136.5036,138.648,136.4092,136.4186,303748.0
2021-01-11,135.5401,136.8059,134.6146,136.3903,188556.0
2021-01-12,136.3997,141.1986,136.0455,139.8761,287444.0
2021-01-13,142.1055,142.1055,138.563,139.81,359969.0
2021-01-14,140.9719,143.6453,139.8855,143.428,263204.0
2021-01-15,142.2,143.4138,138.7141,141.3309,396002.0
2021-01-16,142.2,143.4138,138.7141,141.3309,396002.0
2021-01-17,142.2,143.4138,138.7141,141.3309,396002.0
2021-01-18,142.2,143.4138,138.7141,141.3309,396002.0
2021-01-19,143.2202,145.733,142.1016,144.8545,385150.0
2021-01-20,145.015,148.4536,144.8356,148.3497,293388.0
2021-01-21,148.5764,150.1162,144.1271,144.146,273461.0
2021-01-22,144.2782,145.5629,142.4078,143.9381,266620.0
2021-01-23,144.2782,145.5629,142.4078,143.9381,266620.0
2021-01-24,144.2782,145.5629,142.4078,143.9381,266620.0
2021-01-25,143.5414,146.2337,143.0029,146.1392,348390.0
2021-01-26,146.8382,146.8382,140.9766,141.5009,223331.0
2021-01-27,139.7155,140.4523,136.7121,137.4672,667957.0
2021-01-28,134.3876,139.8572,131.9504,134.4726,607376.0
2021-01-29,135.5212,135.6062,130.7318,131.6859,584301.0
2021-01-30,135.5212,135.6062,130.7318,131.6859,584301.0
2021-01-31,135.5212,135.6062,130.7318,131.6859,584301.0
2021-02-01,131.5347,133.8019,130.6467,132.8761,430833.0
2021-02-02,133.2446,136.6076,133.2446,135.814,352577.0
2021-02-03,136.2108,136.5698,134.1798,135.8235,353554.0
2021-02-04,136.8248,138.7425,135.4314,138.733,212409.0
2021-02-05,139.1392,140.6507,137.9301,140.1311,273802.0
2021-02-06,139.1392,140.6507,137.9301,140.1311,273802.0
2021-02-07,139.1392,140.6507,137.9301,140.1311,273802.0
2021-02-08,140.0178,142.2944,139.7722,141.4064,222294.0
2021-02-09,141.9638,144.5427,140.6696,144.4388,241783.0
2021-02-10,144.7222,144.8356,142.3794,143.0974,389697.0
2021-02-11,143.6744,145.3062,142.5581,144.1663,285129.0
2021-02-12,144.2325,146.6164,144.2325,146.5218,155143.0
2021-02-13,144.2325,146.6164,144.2325,146.5218,155143.0
2021-02-14,144.2325,146.6164,144.2325,146.5218,155143.0
2021-02-15,144.2325,146.6164,144.2325,146.5218,155143.0
2021-02-16,146.4272,146.9569,144.9325,145.5474,254156.0
2021-02-17,145.2542,146.1717,144.2751,145.8312,193852.0
2021-02-18,145.1974,149.2083,144.5731,148.5367,239747.0
2021-02-19,148.5178,152.1503,148.5178,151.4692,319063.0
2021-02-20,148.5178,152.1503,148.5178,151.4692,319063.0
2021-02-21,148.5178,152.1503,148.5178,151.4692,319063.0
2021-02-22,151.7908,153.7206,146.6069,151.63,263217.0
2021-02-23,150.4665,152.576,149.4354,151.8192,207382.0
2021-02-24,151.3651,153.7963,150.8732,153.0773,227818.0
2021-02-25,153.2382,155.0544,151.7624,153.0017,177126.0
2021-02-26,151.5638,153.4274,150.6462,151.4881,270503.0
2021-02-27,151.5638,153.4274,150.6462,151.4881,270503.0
2021-02-28,151.5638,153.4274,150.6462,151.4881,270503.0
2021-03-01,153.5787,155.2105,150.1708,154.0139,287097.0
2021-03-02,153.7868,154.7139,152.4577,153.7301,307545.0
2021-03-03,154.4774,157.6275,153.4368,155.5085,207444.0
2021-03-04,155.9153,158.9234,150.3624,151.157,482519.0
2021-03-05,152.453,154.6193,149.4543,153.5976,357885.0
2021-03-06,152.453,154.6193,149.4543,153.5976,357885.0
2021-03-07,152.453,154.6193,149.4543,153.5976,357885.0
2021-03-08,154.5341,156.6058,152.4908,153.2476,396002.0
2021-03-09,154.6098,157.1498,153.153,153.4652,390473.0
2021-03-10,148.584,153.924,146.5123,153.5409,273732.0
2021-03-11,154.5247,155.0071,152.576,154.7044,266042.0
2021-03-12,155.3666,155.9909,154.1558,155.4234,326398.0
2021-03-13,155.3666,155.9909,154.1558,155.4234,326398.0
2021-03-14,155.3666,155.9909,154.1558,155.4234,326398.0
2021-03-15,156.2747,158.3464,155.1396,157.2113,162804.0
2021-03-16,157.7315,158.0437,155.3855,155.8963,275576.0
2021-03-17,156.0288,157.5234,153.6213,156.6531,220738.0
2021-03-18,156.8423,159.8411,156.6437,157.4194,169524.0
2021-03-19,158.3653,159.2451,154.4206,156.095,501264.0
2021-03-20,158.3653,159.2451,154.4206,156.095,501264.0
2021-03-21,158.3653,159.2451,154.4206,156.095,501264.0
2021-03-22,155.972,157.9728,152.5571,154.1936,276162.0
2021-03-23,153.5409,154.8889,151.4124,151.7435,229670.0
2021-03-24,152.7368,155.4896,152.7368,153.9382,223553.0
2021-03-25,154.6666,157.1829,152.9638,156.5869,200715.0
2021-03-26,156.7383,160.2005,156.1991,160.0681,194698.0
2021-03-27,156.7383,160.2005,156.1991,160.0681,194698.0
2021-03-28,156.7383,160.2005,156.1991,160.0681,194698.0
2021-03-29,160.1438,161.6006,156.5396,157.2302,298373.0
2021-03-30,157.4194,160.2762,157.4194,159.8505,258998.0
2021-03-31,158.3559,159.3113,154.5625,156.1423,346750.0
2021-04-01,156.445,158.862,155.9058,158.6397,158601.0
2021-04-02,156.445,158.862,155.9058,158.6397,158601.0
2021-04-03,156.445,158.862,155.9058,158.6397,158601.0
2021-04-04,156.445,158.862,155.9058,158.6397,158601.0
2021-04-05,159.8221,161.2789,159.0843,160.6357,158830.0
2021-04-06,160.4749,161.8465,158.5829,159.5289,214701.0
2021-04-07,159.7748,163.8709,157.9491,158.8951,222454.0
2021-04-08,158.9235,160.0586,158.3086,159.6329,195087.0
2021-04-09,160.0208,162.0357,158.6917,160.2667,184405.0
2021-04-10,160.0208,162.0357,158.6917,160.2667,184405.0
2021-04-11,160.0208,162.0357,158.6917,160.2667,184405.0
2021-04-12,160.5032,163.7763,159.9924,163.4452,207428.0
2021-04-13,163.4736,168.0426,161.5309,162.7357,174107.0
2021-04-14,163.0668,164.0128,161.7898,163.5209,230362.0
2021-04-15,163.9466,169.7974,163.6533,164.5615,172252.0
2021-04-16,165.3277,166.5858,164.5804,166.2737,196122.0
2021-04-17,165.3277,166.5858,164.5804,166.2737,196122.0
2021-04-18,165.3277,166.5858,164.5804,166.2737,196122.0
2021-04-19,166.9926,167.2196,163.9277,165.5453,260321.0
2021-04-20,166.2169,168.1637,163.975,165.5264,236165.0
2021-04-21,165.5547,167.319,163.6439,163.6912,531092.0
2021-04-22,169.017,169.8022,159.0843,159.9262,780961.0
2021-04-23,160.2573,164.1358,159.9546,162.4519,399153.0
2021-04-24,160.2573,164.1358,159.9546,162.4519,399153.0
2021-04-25,160.2573,164.1358,159.9546,162.4519,399153.0
2021-04-26,162.9155,163.2087,159.4532,160.21,535506.0
2021-04-27,159.7275,162.433,159.7275,162.2438,302230.0
2021-04-28,162.9533,162.9628,158.7059,159.6235,330072.0
2021-04-29,160.6073,163.1898,159.964,161.9222,197164.0
2021-04-30,161.9033,164.2304,161.1087,162.9722,269320.0
2021-05-01,161.9033,164.2304,161.1087,162.9722,269320.0
2021-05-02,161.9033,164.2304,161.1087,162.9722,269320.0
2021-05-03,164.0885,167.3994,163.5115,166.1791,197381.0
2021-05-04,165.8007,169.4001,164.8926,168.9413,235972.0
2021-05-05,169.0266,169.1402,166.0717,167.6249,197008.0
2021-05-06,168.089,168.8726,164.9541,166.4221,240290.0
2021-05-07,165.5318,169.0455,164.9636,168.8656,307491.0
2021-05-08,165.5318,169.0455,164.9636,168.8656,307491.0
2021-05-09,165.5318,169.0455,164.9636,168.8656,307491.0
2021-05-10,169.8127,172.9665,169.5711,170.9681,233831.0
2021-05-11,167.4449,168.5151,164.3196,167.1798,270372.0
2021-05-12,166.8293,166.924,162.3496,162.3686,264729.0
2021-05-13,162.6622,165.797,162.6622,164.6984,273899.0
2021-05-14,165.2098,166.924,164.8026,165.8538,154438.0
2021-05-15,165.2098,166.924,164.8026,165.8538,154438.0
2021-05-16,165.2098,166.924,164.8026,165.8538,154438.0
2021-05-17,165.2951,165.8586,164.0733,165.3613,112415.0
2021-05-18,165.5224,166.9477,163.4104,163.4104,171127.0
2021-05-19,161.5635,163.2304,159.7546,163.1452,230575.0
2021-05-20,163.4388,164.921,159.1958,159.3758,288439.0
2021-05-21,159.5841,160.6496,158.2487,158.3718,234630.0
2021-05-22,159.5841,160.6496,158.2487,158.3718,234630.0
2021-05-23,159.5841,160.6496,158.2487,158.3718,234630.0
2021-05-24,159.0348,160.0387,157.7752,159.2716,174818.0
2021-05-25,159.4326,160.5596,156.2125,156.5156,172468.0
2021-05-26,155.8431,159.0064,154.2994,158.8075,368350.0
2021-05-27,159.0443,161.1942,159.0443,160.1713,199407.0
2021-05-28,159.3,161.8382,158.1824,161.4783,215488.0
