,ITW US Equity,ITW US Equity,ITW US Equity,ITW US Equity,ITW US Equity
2021-05-12,220.702,221.0008,216.4435,216.4622,1157806.0
2021-05-13,216.8638,223.1581,216.593,222.2149,884800.0
2021-05-14,222.7659,224.5029,222.2055,222.7285,821523.0
2021-05-15,222.7659,224.5029,222.2055,222.7285,821523.0
2021-05-16,222.7659,224.5029,222.2055,222.7285,821523.0
2021-05-17,221.86,222.495,219.7214,221.8413,679775.0
2021-05-18,221.1783,221.6452,217.2093,217.3027,1022507.0
2021-05-19,214.7906,216.9665,213.7446,216.8731,954033.0
2021-05-20,217.228,218.386,216.2474,216.6957,760093.0
2021-05-21,217.8257,219.6187,215.1455,216.649,1473620.0
2021-05-22,217.8257,219.6187,215.1455,216.649,1473620.0
2021-05-23,217.8257,219.6187,215.1455,216.649,1473620.0
2021-05-24,217.835,217.835,215.8178,216.7237,977883.0
2021-05-25,216.9665,218.2459,216.2381,217.1906,816517.0
2021-05-26,213.3057,215.3042,212.3158,214.8093,1147912.0
2021-05-27,216.9758,217.0599,214.9774,215.5377,1050466.0
2021-05-28,215.9486,217.1253,215.4163,216.4342,700951.0
2021-05-29,215.9486,217.1253,215.4163,216.4342,700951.0
2021-05-30,215.9486,217.1253,215.4163,216.4342,700951.0
2021-05-31,215.9486,217.1253,215.4163,216.4342,700951.0
2021-06-01,218.8623,220.0203,217.0225,217.807,701958.0
2021-06-02,218.0311,218.8716,216.6023,218.2272,731799.0
2021-06-03,217.7416,219.5253,216.7424,218.9183,748996.0
2021-06-04,219.5347,220.4965,218.8716,220.2164,556345.0
2021-06-05,219.5347,220.4965,218.8716,220.2164,556345.0
2021-06-06,219.5347,220.4965,218.8716,220.2164,556345.0
2021-06-07,220.8514,220.8514,217.4895,218.0498,809417.0
2021-06-08,217.2373,218.1899,215.5283,217.2934,817626.0
2021-06-09,217.2747,218.1152,216.2381,216.9572,907223.0
2021-06-10,218.358,219.1051,216.2568,217.2934,734012.0
2021-06-11,218.414,219.4506,215.7805,217.3587,747223.0
2021-06-12,218.414,219.4506,215.7805,217.3587,747223.0
2021-06-13,218.414,219.4506,215.7805,217.3587,747223.0
2021-06-14,216.705,217.7416,214.6972,217.0599,709758.0
2021-06-15,217.3214,217.5922,215.5003,216.6677,824835.0
2021-06-16,217.3214,217.3307,212.7361,212.8295,1327764.0
2021-06-17,213.0162,213.2404,206.3484,208.2908,1399362.0
2021-06-18,205.5453,206.7686,204.6301,205.041,1821631.0
2021-06-19,205.5453,206.7686,204.6301,205.041,1821631.0
2021-06-20,205.5453,206.7686,204.6301,205.041,1821631.0
2021-06-21,207.0021,208.9726,206.3504,208.3562,1370323.0
2021-06-22,208.1974,209.757,206.9741,208.8325,787048.0
2021-06-23,208.515,209.3835,207.2916,207.3383,645559.0
2021-06-24,208.076,208.8792,206.2737,207.8426,709279.0
2021-06-25,208.5803,209.5609,207.7492,208.1881,2861631.0
2021-06-26,208.5803,209.5609,207.7492,208.1881,2861631.0
2021-06-27,208.5803,209.5609,207.7492,208.1881,2861631.0
2021-06-28,207.9546,210.4014,206.6752,209.7757,899597.0
2021-06-29,210.8176,211.7187,209.2688,209.3158,657842.0
2021-06-30,209.0529,210.4327,208.6548,209.8414,971223.0
2021-07-01,210.8082,211.24,209.5129,210.827,779211.0
2021-07-02,211.3338,212.3382,210.3436,211.7562,452034.0
2021-07-03,211.3338,212.3382,210.3436,211.7562,452034.0
2021-07-04,211.3338,212.3382,210.3436,211.7562,452034.0
2021-07-05,211.3338,212.3382,210.3436,211.7562,452034.0
2021-07-06,211.0335,211.0616,207.1287,209.0248,919803.0
2021-07-07,208.4898,211.653,208.3771,211.3901,631438.0
2021-07-08,209.1374,211.4183,208.2269,210.0948,638945.0
2021-07-09,212.892,214.1967,212.6855,213.427,819898.0
2021-07-10,212.892,214.1967,212.6855,213.427,819898.0
2021-07-11,212.892,214.1967,212.6855,213.427,819898.0
2021-07-12,212.3476,213.8775,212.2349,213.5115,789391.0
2021-07-13,214.084,215.1728,213.0046,213.5115,800555.0
2021-07-14,213.5678,215.323,212.7512,214.9288,605291.0
2021-07-15,214.6284,216.9093,214.497,215.4075,649249.0
2021-07-16,215.8956,217.0407,213.8869,214.375,725982.0
2021-07-17,215.8956,217.0407,213.8869,214.375,725982.0
2021-07-18,215.8956,217.0407,213.8869,214.375,725982.0
2021-07-19,212.2349,212.7136,208.8136,211.2118,715197.0
2021-07-20,211.2869,215.7079,210.78,215.032,826499.0
2021-07-21,215.4732,216.8389,214.5815,215.2761,479830.0
2021-07-22,215.9801,215.9801,213.3894,213.6053,436307.0
2021-07-23,215.0133,215.0133,211.8876,212.4977,985432.0
2021-07-24,215.0133,215.0133,211.8876,212.4977,985432.0
2021-07-25,215.0133,215.0133,211.8876,212.4977,985432.0
2021-07-26,212.6761,213.3425,211.2775,213.0703,1440518.0
2021-07-27,212.3757,214.4219,210.8833,213.7555,852997.0
2021-07-28,213.6992,214.5909,211.5685,211.9721,728079.0
2021-07-29,213.5396,214.5064,212.0519,214.3844,897718.0
2021-07-30,210.0291,213.3425,207.9078,212.7606,1558829.0
2021-07-31,210.0291,213.3425,207.9078,212.7606,1558829.0
2021-08-01,210.0291,213.3425,207.9078,212.7606,1558829.0
2021-08-02,213.2956,214.4313,211.5028,211.653,884000.0
2021-08-03,212.4977,216.731,211.5122,216.4682,797028.0
2021-08-04,215.5389,216.609,213.5678,213.6335,804162.0
2021-08-05,215.032,215.3136,212.6254,213.0515,556392.0
2021-08-06,213.4364,214.8725,212.6667,213.7555,753870.0
2021-08-07,213.4364,214.8725,212.6667,213.7555,753870.0
2021-08-08,213.4364,214.8725,212.6667,213.7555,753870.0
2021-08-09,213.0703,213.7461,212.1598,213.3237,584303.0
2021-08-10,213.6241,217.4256,213.6241,216.5526,968248.0
2021-08-11,216.731,219.8473,216.731,219.4812,923603.0
2021-08-12,218.9931,220.2978,218.1478,218.3079,603326.0
2021-08-13,218.4956,219.087,217.5476,218.7115,556365.0
2021-08-14,218.4956,219.087,217.5476,218.7115,556365.0
2021-08-15,218.4956,219.087,217.5476,218.7115,556365.0
2021-08-16,218.6364,221.1144,217.205,220.7671,618486.0
2021-08-17,220.326,220.5043,217.679,218.9086,674056.0
2021-08-18,217.9512,219.1151,215.6046,215.7736,601150.0
2021-08-19,214.9382,216.6559,214.2155,216.0739,537422.0
2021-08-20,216.1584,217.5429,215.4263,216.4212,671749.0
2021-08-21,216.1584,217.5429,215.4263,216.4212,671749.0
2021-08-22,216.1584,217.5429,215.4263,216.4212,671749.0
2021-08-23,217.3599,218.3924,216.1913,216.609,670466.0
2021-08-24,216.6747,217.7072,215.7454,216.4118,719093.0
2021-08-25,216.7404,217.7353,215.6797,216.4494,700725.0
2021-08-26,215.6891,216.2875,214.4281,215.8956,813844.0
2021-08-27,216.853,218.3454,215.8768,216.4869,737583.0
2021-08-28,216.853,218.3454,215.8768,216.4869,737583.0
2021-08-29,216.853,218.3454,215.8768,216.4869,737583.0
2021-08-30,217.3035,219.5187,217.1534,218.5238,545286.0
2021-08-31,218.6176,218.9368,217.6415,218.5707,945153.0
2021-09-01,218.6833,218.6833,215.9895,217.0877,677959.0
2021-09-02,217.8855,218.5707,215.6703,216.9469,878381.0
2021-09-03,216.3837,216.6643,214.3375,214.5064,695146.0
2021-09-04,216.3837,216.6643,214.3375,214.5064,695146.0
2021-09-05,216.3837,216.6643,214.3375,214.5064,695146.0
2021-09-06,216.3837,216.6643,214.3375,214.5064,695146.0
2021-09-07,212.6948,213.2017,207.5699,207.9829,1759588.0
2021-09-08,207.6074,209.1656,206.5412,208.1988,972313.0
2021-09-09,208.3771,208.9215,206.2089,206.4905,859116.0
2021-09-10,207.3071,207.5887,205.2233,205.3547,649487.0
2021-09-11,207.3071,207.5887,205.2233,205.3547,649487.0
2021-09-12,207.3071,207.5887,205.2233,205.3547,649487.0
2021-09-13,206.8941,207.4338,204.0406,205.8897,824354.0
2021-09-14,206.4623,206.9316,203.0363,203.7496,890780.0
2021-09-15,203.4868,207.0443,202.9894,206.6876,987237.0
2021-09-16,206.3591,206.6219,204.2471,204.4724,851938.0
2021-09-17,203.1771,203.7403,201.389,202.6421,2025613.0
2021-09-18,203.1771,203.7403,201.389,202.6421,2025613.0
2021-09-19,203.1771,203.7403,201.389,202.6421,2025613.0
2021-09-20,200.0514,202.4168,199.216,202.2478,1085182.0
2021-09-21,202.6139,202.6139,200.1077,200.6428,1026222.0
2021-09-22,202.0789,204.3767,201.572,202.4356,1023649.0
2021-09-23,203.2146,205.3547,203.2146,204.5099,976264.0
2021-09-24,204.2847,204.9511,202.5341,202.689,689781.0
2021-09-25,204.2847,204.9511,202.5341,202.689,689781.0
2021-09-26,204.2847,204.9511,202.5341,202.689,689781.0
2021-09-27,202.276,204.8572,202.0413,203.2709,882606.0
2021-09-28,202.7453,203.8435,200.5114,200.7554,1116114.0
2021-09-29,201.3218,202.3413,199.7925,201.3218,879273.0
2021-09-30,201.9732,202.766,195.0063,195.0629,1100214.0
2021-10-01,195.7426,196.5734,192.5896,195.2895,1471236.0
2021-10-02,195.7426,196.5734,192.5896,195.2895,1471236.0
2021-10-03,195.7426,196.5734,192.5896,195.2895,1471236.0
2021-10-04,195.4122,197.3569,193.6941,196.3846,1683301.0
2021-10-05,195.9598,201.9354,195.45,200.6327,1372073.0
2021-10-06,199.8019,200.9819,196.5262,200.5099,1088178.0
2021-10-07,202.4924,203.9698,201.4634,203.2004,795237.0
2021-10-08,202.7284,205.2206,201.3501,204.286,871513.0
2021-10-09,202.7284,205.2206,201.3501,204.286,871513.0
2021-10-10,202.7284,205.2206,201.3501,204.286,871513.0
2021-10-11,204.0972,205.702,201.8693,201.8976,771775.0
2021-10-12,201.9071,203.5686,200.8403,201.6428,871568.0
2021-10-13,202.2941,204.6259,201.2604,202.7567,969521.0
2021-10-14,204.0028,209.3648,204.0028,209.0344,1087123.0
2021-10-15,210.0634,211.956,209.4876,210.9602,956854.0
2021-10-16,210.0634,211.956,209.4876,210.9602,956854.0
2021-10-17,210.0634,211.956,209.4876,210.9602,956854.0
2021-10-18,209.4781,211.1585,208.468,209.3743,711743.0
2021-10-19,210.677,211.5738,209.818,210.7431,542407.0
2021-10-20,210.9697,212.3291,210.6487,211.149,663417.0
2021-10-21,210.9791,211.9987,208.7371,211.9609,521726.0
2021-10-22,212.9049,213.8678,211.8665,211.9987,520421.0
2021-10-23,212.9049,213.8678,211.8665,211.9987,520421.0
2021-10-24,212.9049,213.8678,211.8665,211.9987,520421.0
2021-10-25,211.5361,213.6649,210.4599,212.886,605802.0
2021-10-26,213.2259,213.9717,211.0452,211.2529,913785.0
2021-10-27,211.319,211.7898,209.6386,209.7613,759781.0
2021-10-28,209.1005,214.4248,206.4667,213.8584,1122088.0
2021-10-29,213.207,216.2751,212.9096,215.1139,1479950.0
2021-10-30,213.207,216.2751,212.9096,215.1139,1479950.0
2021-10-31,213.207,216.2751,212.9096,215.1139,1479950.0
2021-11-01,215.4349,217.1341,212.8011,216.0296,1122296.0
2021-11-02,216.6527,217.7053,214.5192,217.2852,961834.0
2021-11-03,216.8887,217.0492,213.2825,216.445,882883.0
2021-11-04,217.0114,220.9003,217.0114,219.598,1182982.0
2021-11-05,221.4766,222.3546,220.2494,220.9669,841137.0
2021-11-06,221.4766,222.3546,220.2494,220.9669,841137.0
2021-11-07,221.4766,222.3546,220.2494,220.9669,841137.0
2021-11-08,222.449,223.1523,219.4564,220.3816,683921.0
2021-11-09,219.8529,222.4301,218.805,221.6749,679214.0
2021-11-10,221.2595,223.1947,221.2595,221.571,645231.0
2021-11-11,221.0424,221.2406,219.4281,220.6553,522995.0
2021-11-12,221.7221,225.3849,220.3249,225.2338,1078541.0
2021-11-13,221.7221,225.3849,220.3249,225.2338,1078541.0
2021-11-14,221.7221,225.3849,220.3249,225.2338,1078541.0
2021-11-15,225.6114,228.0848,224.8468,225.6398,756515.0
2021-11-16,226.6121,229.4536,226.4355,228.519,872611.0
2021-11-17,228.4529,229.6518,226.7443,229.0571,957804.0
2021-11-18,228.9344,230.0955,226.6971,227.4806,852407.0
2021-11-19,228.3869,229.4725,227.1271,228.3963,1047805.0
2021-11-20,228.3869,229.4725,227.1271,228.3963,1047805.0
2021-11-21,228.3869,229.4725,227.1271,228.3963,1047805.0
2021-11-22,228.8494,230.6242,227.6019,228.5568,801332.0
2021-11-23,229.3214,230.7658,228.3019,230.3882,802737.0
2021-11-24,229.6235,230.3882,227.1596,228.2264,888007.0
2021-11-25,229.6235,230.3882,227.1596,228.2264,888007.0
2021-11-26,224.2332,227.7544,221.0518,221.6088,1061714.0
2021-11-27,224.2332,227.7544,221.0518,221.6088,1061714.0
2021-11-28,224.2332,227.7544,221.0518,221.6088,1061714.0
2021-11-29,223.4024,225.5642,222.0525,224.7807,846380.0
2021-11-30,223.3647,223.4685,218.5502,219.1543,2850716.0
2021-12-01,222.3923,224.3748,217.8516,217.8893,1095137.0
2021-12-02,218.9372,222.8832,218.5313,221.9581,989545.0
2021-12-03,222.4301,223.3647,219.8057,222.7133,939095.0
2021-12-04,222.4301,223.3647,219.8057,222.7133,939095.0
2021-12-05,222.4301,223.3647,219.8057,222.7133,939095.0
2021-12-06,224.894,228.3113,224.2898,225.8758,969262.0
2021-12-07,227.1313,228.5889,225.4698,226.546,1090807.0
2021-12-08,227.3862,227.5656,223.2231,227.103,974274.0
2021-12-09,226.9614,229.9822,225.8286,228.0848,662600.0
2021-12-10,229.1798,230.1144,227.4187,229.1798,721676.0
2021-12-11,229.1798,230.1144,227.4187,229.1798,721676.0
2021-12-12,229.1798,230.1144,227.4187,229.1798,721676.0
2021-12-13,229.9256,231.0395,228.5568,229.8029,1114273.0
2021-12-14,229.1421,230.1616,226.4044,228.1697,860209.0
2021-12-15,229.4536,232.0024,227.8204,231.3322,985882.0
2021-12-16,231.3322,232.8143,230.2182,231.6532,1097118.0
2021-12-17,231.4266,231.9836,224.3748,224.8468,1982340.0
2021-12-18,231.4266,231.9836,224.3748,224.8468,1982340.0
2021-12-19,231.4266,231.9836,224.3748,224.8468,1982340.0
2021-12-20,222.9965,223.3552,219.3479,222.3734,1128526.0
2021-12-21,224.422,224.9978,222.364,223.4402,889181.0
2021-12-22,223.7517,224.7807,222.921,224.4314,601734.0
2021-12-23,224.9034,227.9432,224.5919,227.0369,614812.0
2021-12-24,224.9034,227.9432,224.5919,227.0369,614812.0
2021-12-25,224.9034,227.9432,224.5919,227.0369,614812.0
2021-12-26,224.9034,227.9432,224.5919,227.0369,614812.0
2021-12-27,228.3869,230.2088,227.0747,230.0861,664327.0
2021-12-28,229.5574,232.1157,229.5574,231.9552,635803.0
2021-12-29,232.229,234.2209,231.1906,233.2391,1038521.0
2021-12-30,233.7514,234.3112,232.4327,232.8217,555161.0
2021-12-31,233.1158,234.8899,232.4992,234.1404,533945.0
2022-01-01,233.1158,234.8899,232.4992,234.1404,533945.0
2022-01-02,233.1158,234.8899,232.4992,234.1404,533945.0
2022-01-03,234.6148,234.8994,228.0545,230.9907,839726.0
2022-01-04,232.4327,235.9812,231.6738,234.8804,797725.0
2022-01-05,235.2978,236.998,233.8273,233.9791,1120924.0
2022-01-06,234.4535,235.5255,232.3047,233.9507,732645.0
2022-01-07,233.2866,234.6812,232.8597,233.5048,695478.0
2022-01-08,233.2866,234.6812,232.8597,233.5048,695478.0
2022-01-09,233.2866,234.6812,232.8597,233.5048,695478.0
2022-01-10,232.8597,232.8597,229.3874,231.3322,815344.0
2022-01-11,232.243,232.243,227.9264,231.6074,696353.0
2022-01-12,232.3948,234.4345,231.6928,233.6091,783662.0
2022-01-13,234.2353,235.4307,233.1443,234.3396,702441.0
2022-01-14,232.8881,232.8881,229.7764,231.3322,1078336.0
2022-01-15,232.8881,232.8881,229.7764,231.3322,1078336.0
2022-01-16,232.8881,232.8881,229.7764,231.3322,1078336.0
2022-01-17,232.8881,232.8881,229.7764,231.3322,1078336.0
2022-01-18,229.4348,231.6548,226.731,231.5315,1107350.0
2022-01-19,232.1766,233.9412,229.4443,229.8048,1159213.0
2022-01-20,231.0761,231.3797,224.9475,225.4787,1136141.0
2022-01-21,226.1713,228.1446,224.4067,225.27,1571962.0
2022-01-22,226.1713,228.1446,224.4067,225.27,1571962.0
2022-01-23,226.1713,228.1446,224.4067,225.27,1571962.0
2022-01-24,222.9457,226.1333,218.3634,225.7064,1363586.0
2022-01-25,222.3006,224.8621,218.297,221.9306,1150228.0
2022-01-26,223.0501,225.1846,218.5342,221.0673,1064351.0
2022-01-27,222.7749,223.1829,216.7981,218.7429,1068645.0
2022-01-28,217.8037,220.0142,213.6484,219.8624,1200860.0
2022-01-29,217.8037,220.0142,213.6484,219.8624,1200860.0
2022-01-30,217.8037,220.0142,213.6484,219.8624,1200860.0
2022-01-31,218.4393,222.2247,217.3673,221.9211,1271848.0
2022-02-01,222.7465,223.1544,218.5437,221.0862,1113228.0
2022-02-02,220.147,224.3118,219.5873,223.8659,1839459.0
2022-02-03,224.7293,234.3302,224.7293,229.0648,1555605.0
2022-02-04,227.2908,228.7233,217.1396,217.1776,1725974.0
2022-02-05,227.2908,228.7233,217.1396,217.1776,1725974.0
2022-02-06,227.2908,228.7233,217.1396,217.1776,1725974.0
2022-02-07,217.3199,218.4108,212.842,213.2879,904518.0
2022-02-08,213.2974,215.8209,212.7993,213.9045,1140021.0
2022-02-09,214.7109,216.3142,214.3504,215.1189,1255566.0
2022-02-10,212.2633,213.3543,207.0739,208.5538,1483211.0
2022-02-11,208.402,210.1097,205.6603,206.5521,1304089.0
2022-02-12,208.402,210.1097,205.6603,206.5521,1304089.0
2022-02-13,208.402,210.1097,205.6603,206.5521,1304089.0
2022-02-14,207.6336,209.5215,205.7172,207.9277,1394702.0
2022-02-15,209.9674,211.3335,207.7949,208.4685,958279.0
2022-02-16,207.7664,209.8441,206.3149,208.791,778652.0
2022-02-17,206.9126,208.8574,205.537,206.0208,815519.0
2022-02-18,205.3567,207.1877,203.9906,204.74,933110.0
2022-02-19,205.3567,207.1877,203.9906,204.74,933110.0
2022-02-20,205.3567,207.1877,203.9906,204.74,933110.0
2022-02-21,205.3567,207.1877,203.9906,204.74,933110.0
2022-02-22,205.2523,205.8121,202.5343,203.8862,1276352.0
2022-02-23,204.2847,206.0303,202.0267,202.539,1465959.0
2022-02-24,200.5468,204.076,198.5649,203.1557,1936471.0
2022-02-25,203.8388,207.8897,203.4688,207.2257,1160558.0
2022-02-26,203.8388,207.8897,203.4688,207.2257,1160558.0
2022-02-27,203.8388,207.8897,203.4688,207.2257,1160558.0
2022-02-28,204.5977,206.7229,202.8853,205.2429,1876294.0
2022-03-01,205.4705,206.3244,198.9245,200.044,1439832.0
2022-03-02,201.6473,204.5456,201.467,203.1842,1202474.0
2022-03-03,204.9772,206.1157,202.5865,204.2752,1079615.0
2022-03-04,201.2868,202.7478,198.8012,201.2488,1353427.0
2022-03-05,201.2868,202.7478,198.8012,201.2488,1353427.0
2022-03-06,201.2868,202.7478,198.8012,201.2488,1353427.0
2022-03-07,200.9073,201.0116,195.8602,195.9361,1442790.0
2022-03-08,197.1409,199.3893,192.3926,193.0805,1546996.0
2022-03-09,197.1694,200.2811,196.7899,197.1125,950445.0
2022-03-10,194.3327,196.714,193.2404,195.623,790004.0
2022-03-11,196.9891,197.7291,193.2607,193.403,886387.0
2022-03-12,196.9891,197.7291,193.2607,193.403,886387.0
2022-03-13,196.9891,197.7291,193.2607,193.403,886387.0
2022-03-14,195.0158,197.3781,194.494,195.5756,1080175.0
2022-03-15,196.9132,198.2177,195.4522,197.7576,663057.0
2022-03-16,198.7347,200.5942,196.6476,199.2186,1019946.0
2022-03-17,198.1371,201.2298,197.9189,200.5373,850637.0
2022-03-18,201.448,202.6576,198.5924,201.4386,1710598.0
2022-03-19,201.448,202.6576,198.5924,201.4386,1710598.0
2022-03-20,201.448,202.6576,198.5924,201.4386,1710598.0
2022-03-21,201.5998,202.6244,199.9206,201.116,1059188.0
2022-03-22,202.3114,202.966,201.2393,201.5998,750898.0
2022-03-23,200.9262,201.9319,198.5924,198.6114,727567.0
2022-03-24,199.266,200.0534,198.5829,199.8827,945565.0
2022-03-25,200.7175,202.0457,199.9111,200.8883,609407.0
2022-03-26,200.7175,202.0457,199.9111,200.8883,609407.0
2022-03-27,200.7175,202.0457,199.9111,200.8883,609407.0
2022-03-28,203.3549,203.4498,200.464,203.317,960919.0
2022-03-29,205.5275,208.9997,205.0816,207.3585,843516.0
2022-03-30,206.6048,207.845,203.7714,204.7922,865913.0
2022-03-31,203.695,204.9734,199.7358,199.774,1507974.0
2022-04-01,201.0142,201.2623,197.3603,200.4895,1015066.0
2022-04-02,201.0142,201.2623,197.3603,200.4895,1015066.0
2022-04-03,201.0142,201.2623,197.3603,200.4895,1015066.0
2022-04-04,198.9917,199.8408,196.1391,199.3447,795038.0
2022-04-05,198.6387,200.1174,196.4158,196.9405,712408.0
2022-04-06,194.3169,196.9214,193.3629,195.7098,1086041.0
2022-04-07,194.1738,196.3967,192.5806,195.5095,1066062.0
2022-04-08,195.643,196.3259,193.5919,194.2883,821650.0
2022-04-09,195.643,196.3259,193.5919,194.2883,821650.0
2022-04-10,195.643,196.3259,193.5919,194.2883,821650.0
2022-04-11,193.8113,195.2042,191.2259,191.5789,760860.0
2022-04-12,192.1036,194.5697,189.6517,190.6248,1009527.0
2022-04-13,190.3291,190.8061,189.5229,190.1764,1021449.0
2022-04-14,190.3291,190.4436,186.99,187.2476,1540828.0
2022-04-15,190.3291,190.4436,186.99,187.2476,1540828.0
2022-04-16,190.3291,190.4436,186.99,187.2476,1540828.0
2022-04-17,190.3291,190.4436,186.99,187.2476,1540828.0
2022-04-18,186.9518,189.2033,186.2745,187.591,968779.0
2022-04-19,189.2033,194.212,188.5737,194.0403,956864.0
2022-04-20,196.1868,199.0489,195.7766,197.0455,876735.0
2022-04-21,199.0489,200.9093,197.6847,198.715,1092952.0
2022-04-22,197.1981,198.0472,193.8113,194.0021,906355.0
2022-04-23,197.1981,198.0472,193.8113,194.0021,906355.0
2022-04-24,197.1981,198.0472,193.8113,194.0021,906355.0
2022-04-25,193.8399,195.3377,190.1669,194.7367,957901.0
2022-04-26,192.9717,194.6222,189.3941,189.4705,1046668.0
2022-04-27,189.4705,192.4375,188.6691,189.1938,1163767.0
2022-04-28,190.9206,194.6604,189.2987,193.4011,1113006.0
2022-04-29,192.323,194.1834,187.4002,188.0489,1922887.0
2022-04-30,192.323,194.1834,187.4002,188.0489,1922887.0
2022-05-01,192.323,194.1834,187.4002,188.0489,1922887.0
2022-05-02,188.1062,192.3898,186.7896,190.8156,1881935.0
2022-05-03,200.251,204.0099,190.6678,194.813,1916719.0
2022-05-04,195.4904,203.8954,194.4505,203.218,1786033.0
2022-05-05,201.3863,202.8841,197.3603,198.6005,1955329.0
2022-05-06,197.4557,200.6135,194.7844,199.65,1612585.0
2022-05-07,197.4557,200.6135,194.7844,199.65,1612585.0
2022-05-08,197.4557,200.6135,194.7844,199.65,1612585.0
2022-05-09,197.5702,202.1877,196.7974,199.8121,1634075.0
2022-05-10,201.8251,202.1781,193.7445,194.2024,1554539.0
2022-05-11,194.0975,196.9644,192.7332,194.46,1040075.0
2022-05-12,194.0212,198.2857,193.4488,198.0472,1590820.0
2022-05-13,198.9726,199.6213,195.0468,198.0949,1492021.0
2022-05-14,198.9726,199.6213,195.0468,198.0949,1492021.0
2022-05-15,198.9726,199.6213,195.0468,198.0949,1492021.0
2022-05-16,195.8529,198.4193,192.5138,197.5511,921561.0
2022-05-17,200.0984,202.6838,198.5147,202.4834,958486.0
2022-05-18,200.1365,200.5658,193.506,194.0403,1208758.0
2022-05-19,191.8651,194.2883,189.7662,191.5693,1603483.0
2022-05-20,192.1894,192.7953,188.7359,192.4947,1179268.0
2022-05-21,192.1894,192.7953,188.7359,192.4947,1179268.0
2022-05-22,192.1894,192.7953,188.7359,192.4947,1179268.0
2022-05-23,194.813,194.8893,192.1704,193.1816,1007366.0
2022-05-24,192.5234,194.918,189.6231,193.8781,1169817.0
2022-05-25,192.9336,193.8399,190.2528,192.6474,870193.0
2022-05-26,194.2978,195.9102,193.6443,194.937,835360.0
2022-05-27,196.3109,197.3221,194.7367,197.2363,792373.0
2022-05-28,196.3109,197.3221,194.7367,197.2363,792373.0
2022-05-29,196.3109,197.3221,194.7367,197.2363,792373.0
2022-05-30,196.3109,197.3221,194.7367,197.2363,792373.0
2022-05-31,194.9561,199.4544,193.2675,198.5051,2172226.0
2022-06-01,199.7931,200.0411,194.2311,196.5112,817769.0
2022-06-02,197.9804,199.8312,195.4141,199.6404,483452.0
2022-06-03,198.0281,198.7389,197.0836,198.2762,514333.0
2022-06-04,198.0281,198.7389,197.0836,198.2762,514333.0
2022-06-05,198.0281,198.7389,197.0836,198.2762,514333.0
2022-06-06,198.7627,199.841,198.009,198.6005,458436.0
2022-06-07,197.9327,200.7471,194.9227,200.48,922574.0
2022-06-08,198.715,199.5164,196.3299,196.8546,677786.0
2022-06-09,196.2536,198.6578,193.8208,194.0116,810560.0
2022-06-10,190.6535,191.0828,187.6673,187.7246,1173468.0
2022-06-11,190.6535,191.0828,187.6673,187.7246,1173468.0
2022-06-12,190.6535,191.0828,187.6673,187.7246,1173468.0
2022-06-13,184.042,185.4158,178.8426,179.9492,1297446.0
2022-06-14,179.9397,181.0941,175.9662,177.3829,1206599.0
2022-06-15,178.5182,180.3785,175.8612,177.8408,1304289.0
2022-06-16,174.7498,174.7498,169.8794,170.9336,1324020.0
2022-06-17,170.4375,172.1643,169.1782,170.0559,2128674.0
2022-06-18,170.4375,172.1643,169.1782,170.0559,2128674.0
2022-06-19,170.4375,172.1643,169.1782,170.0559,2128674.0
2022-06-20,170.4375,172.1643,169.1782,170.0559,2128674.0
2022-06-21,171.84,173.8768,170.3946,172.9466,1029329.0
2022-06-22,170.4662,174.3014,170.2754,173.042,1019904.0
2022-06-23,172.7081,174.5685,169.9605,171.8209,695000.0
2022-06-24,173.0898,179.2909,172.67,179.2814,1507216.0
2022-06-25,173.0898,179.2909,172.67,179.2814,1507216.0
2022-06-26,173.0898,179.2909,172.67,179.2814,1507216.0
2022-06-27,180.2068,180.6838,177.2779,178.6899,1381119.0
2022-06-28,179.5485,180.846,174.225,174.578,979261.0
2022-06-29,174.943,174.9718,171.7832,173.6368,749536.0
2022-06-30,171.8984,175.1831,170.7363,175.039,1486893.0
2022-07-01,175.7113,177.9155,173.1278,175.6537,779370.0
2022-07-02,175.7113,177.9155,173.1278,175.6537,779370.0
2022-07-03,175.7113,177.9155,173.1278,175.6537,779370.0
2022-07-04,175.7113,177.9155,173.1278,175.6537,779370.0
2022-07-05,172.8493,175.8362,170.0256,175.4328,1428377.0
2022-07-06,175.9803,176.4461,173.4447,175.0198,937840.0
2022-07-07,175.7498,178.6407,174.0114,178.2949,1220877.0
2022-07-08,176.7198,177.9011,174.7635,175.0582,1149171.0
2022-07-09,176.7198,177.9011,174.7635,175.0582,1149171.0
2022-07-10,176.7198,177.9011,174.7635,175.0582,1149171.0
2022-07-11,174.3859,176.4605,174.1074,175.7017,1127458.0
2022-07-12,175.4424,179.2649,174.9526,175.6249,800728.0
2022-07-13,172.5995,173.4255,171.1397,171.2453,1154088.0
2022-07-14,168.4313,169.2668,166.6545,169.0075,1271346.0
2022-07-15,171.7832,173.997,170.064,173.4735,858104.0
2022-07-16,171.7832,173.997,170.064,173.4735,858104.0
2022-07-17,171.7832,173.997,170.064,173.4735,858104.0
2022-07-18,173.9538,175.0294,172.5611,173.1566,863851.0
2022-07-19,175.2503,180.2974,174.7221,180.0429,1152121.0
2022-07-20,179.9565,181.3923,178.7847,180.8689,765714.0
2022-07-21,180.6192,183.2027,179.3898,183.1451,619233.0
