,EXPR US Equity,EXPR US Equity,EXPR US Equity,EXPR US Equity,EXPR US Equity
2021-09-18,111.2,116.4,107.3,107.4,332885.0
2021-09-19,111.2,116.4,107.3,107.4,332885.0
2021-09-20,104.0,107.0,101.4,104.6,167654.0
2021-09-21,105.8,107.2,100.0,101.8,165353.0
2021-09-22,102.6,107.5,102.44,105.6,116401.0
2021-09-23,106.4,113.2,105.4,108.2,185531.0
2021-09-24,106.8,108.2,104.0,105.2,106057.0
2021-09-25,106.8,108.2,104.0,105.2,106057.0
2021-09-26,106.8,108.2,104.0,105.2,106057.0
2021-09-27,105.6,109.0,104.3,104.8,128006.0
2021-09-28,104.0,107.9,103.42,104.8,197728.0
2021-09-29,105.0,107.0,100.8,102.2,147201.0
2021-09-30,101.0,101.688,93.0,94.4,437964.0
2021-10-01,96.0,97.3,93.2,94.6,192412.0
2021-10-02,96.0,97.3,93.2,94.6,192412.0
2021-10-03,96.0,97.3,93.2,94.6,192412.0
2021-10-04,94.6,96.8,93.2,93.8,116957.0
2021-10-05,94.2,97.044,90.4,92.4,162081.0
2021-10-06,91.0,91.8,87.4,88.2,163781.0
2021-10-07,89.2,92.2,89.0,91.2,96267.0
2021-10-08,90.6,92.798,89.6,90.4,78001.0
2021-10-09,90.6,92.798,89.6,90.4,78001.0
2021-10-10,90.6,92.798,89.6,90.4,78001.0
2021-10-11,90.2,95.0,90.0,90.8,132239.0
2021-10-12,92.0,92.4,89.4,91.2,97216.0
2021-10-13,91.2,92.6,89.5,90.2,124860.0
2021-10-14,90.4,90.8,87.6,88.4,183795.0
2021-10-15,89.0,90.8,87.2,87.2,168619.0
2021-10-16,89.0,90.8,87.2,87.2,168619.0
2021-10-17,89.0,90.8,87.2,87.2,168619.0
2021-10-18,87.2,87.2,83.2,85.4,248960.0
2021-10-19,85.8,87.4,82.7,86.0,232549.0
2021-10-20,84.4,85.5,83.0,83.8,148695.0
2021-10-21,84.2,89.6,84.0,84.6,167961.0
2021-10-22,84.0,84.2,80.4,83.0,171665.0
2021-10-23,84.0,84.2,80.4,83.0,171665.0
2021-10-24,84.0,84.2,80.4,83.0,171665.0
2021-10-25,81.2,84.8,81.0,82.8,148169.0
2021-10-26,83.4,83.7,78.4,78.8,178889.0
2021-10-27,78.8,79.2,75.8,75.8,123102.0
2021-10-28,77.4,79.4,75.7,78.0,137869.0
2021-10-29,78.0,78.6,75.4,76.8,92814.0
2021-10-30,78.0,78.6,75.4,76.8,92814.0
2021-10-31,78.0,78.6,75.4,76.8,92814.0
2021-11-01,77.6,83.6,77.6,80.6,167563.0
2021-11-02,81.2,86.0,78.9,85.6,245608.0
2021-11-03,86.6,95.956,85.2,85.6,754203.0
2021-11-04,86.4,87.0,83.8,85.4,141277.0
2021-11-05,86.0,89.6,84.002,89.0,217597.0
2021-11-06,86.0,89.6,84.002,89.0,217597.0
2021-11-07,86.0,89.6,84.002,89.0,217597.0
2021-11-08,91.8,92.218,87.4,87.6,165518.0
2021-11-09,87.6,90.0,83.6,87.8,159675.0
2021-11-10,86.2,88.3,82.2,83.8,123093.0
2021-11-11,85.4,87.2,84.15,84.4,110777.0
2021-11-12,85.0,86.2,83.4,85.4,83697.0
2021-11-13,85.0,86.2,83.4,85.4,83697.0
2021-11-14,85.0,86.2,83.4,85.4,83697.0
2021-11-15,85.6,87.8,85.2,86.2,91821.0
2021-11-16,85.2,85.4,80.3,84.2,150501.0
2021-11-17,83.8,88.0,82.8,83.0,100734.0
2021-11-18,87.6,91.8,84.2,91.0,239039.0
2021-11-19,88.4,88.6,85.2,85.4,223511.0
2021-11-20,88.4,88.6,85.2,85.4,223511.0
2021-11-21,88.4,88.6,85.2,85.4,223511.0
2021-11-22,86.6,96.0,86.4,92.2,279264.0
2021-11-23,90.8,93.164,86.9,89.0,122474.0
2021-11-24,87.2,88.4,84.0,84.4,157105.0
2021-11-25,87.2,88.4,84.0,84.4,157105.0
2021-11-26,80.8,81.564,76.0,78.6,201432.0
2021-11-27,80.8,81.564,76.0,78.6,201432.0
2021-11-28,80.8,81.564,76.0,78.6,201432.0
2021-11-29,81.2,83.2,73.246,76.4,227521.0
2021-11-30,75.4,75.6,70.2,72.8,193764.0
2021-12-01,74.8,78.8,67.2,67.6,306461.0
2021-12-02,72.2,87.6,72.0,77.6,1101840.0
2021-12-03,75.8,76.6,65.1,68.6,452277.0
2021-12-04,75.8,76.6,65.1,68.6,452277.0
2021-12-05,75.8,76.6,65.1,68.6,452277.0
2021-12-06,72.2,75.6,66.826,69.4,240888.0
2021-12-07,70.0,75.2,69.2,73.2,193782.0
2021-12-08,74.2,77.2,71.2,73.6,124597.0
2021-12-09,73.2,75.6,72.0,72.4,113973.0
2021-12-10,72.8,73.8,67.9,68.8,184326.0
2021-12-11,72.8,73.8,67.9,68.8,184326.0
2021-12-12,72.8,73.8,67.9,68.8,184326.0
2021-12-13,68.8,69.0,61.6,64.0,208586.0
2021-12-14,62.6,66.4,62.4,63.6,146313.0
2021-12-15,64.4,64.4,58.6,62.4,324968.0
2021-12-16,63.2,63.6,57.6,58.4,169773.0
2021-12-17,57.0,61.0,55.0,58.4,325813.0
2021-12-18,57.0,61.0,55.0,58.4,325813.0
2021-12-19,57.0,61.0,55.0,58.4,325813.0
2021-12-20,56.0,62.586,55.6,60.0,289985.0
2021-12-21,60.6,63.378,60.2,62.2,138232.0
2021-12-22,61.8,62.8,60.6,62.6,99261.0
2021-12-23,63.2,63.2,61.0,61.4,63661.0
2021-12-24,63.2,63.2,61.0,61.4,63661.0
2021-12-25,63.2,63.2,61.0,61.4,63661.0
2021-12-26,63.2,63.2,61.0,61.4,63661.0
2021-12-27,61.0,62.2,60.0,61.0,78688.0
2021-12-28,60.6,67.8,60.6,61.4,188418.0
2021-12-29,61.8,63.9,60.4,62.8,125027.0
2021-12-30,62.4,66.4,62.2,66.2,156333.0
2021-12-31,66.0,67.8,61.4,61.6,247592.0
2022-01-01,66.0,67.8,61.4,61.6,247592.0
2022-01-02,66.0,67.8,61.4,61.6,247592.0
2022-01-03,62.6,67.0,62.6,65.4,145478.0
2022-01-04,65.6,67.0,64.4,66.6,116584.0
2022-01-05,66.2,66.6,60.6,61.0,125348.0
2022-01-06,61.8,63.2,57.8,62.8,202566.0
2022-01-07,61.8,64.198,59.9,61.0,75346.0
2022-01-08,61.8,64.198,59.9,61.0,75346.0
2022-01-09,61.8,64.198,59.9,61.0,75346.0
2022-01-10,60.0,60.8,56.2,59.8,170252.0
2022-01-11,59.6,64.6,59.048,63.6,125220.0
2022-01-12,64.6,65.4,61.2,62.6,108281.0
2022-01-13,62.6,66.2,62.2,65.2,136193.0
2022-01-14,63.8,64.892,60.8,63.0,91062.0
2022-01-15,63.8,64.892,60.8,63.0,91062.0
2022-01-16,63.8,64.892,60.8,63.0,91062.0
2022-01-17,63.8,64.892,60.8,63.0,91062.0
2022-01-18,61.8,65.4,60.2,63.0,165558.0
2022-01-19,62.6,64.0,60.0,60.6,114763.0
2022-01-20,60.6,62.2,57.6,58.0,160045.0
2022-01-21,58.2,59.2,54.8,58.4,141621.0
2022-01-22,58.2,59.2,54.8,58.4,141621.0
2022-01-23,58.2,59.2,54.8,58.4,141621.0
2022-01-24,56.2,62.6,55.0,61.6,197906.0
2022-01-25,60.0,62.2,59.0,61.8,117014.0
2022-01-26,63.0,64.0,58.4,59.0,148220.0
2022-01-27,59.8,61.8,57.6,58.0,91106.0
2022-01-28,57.4,59.0,55.9,58.0,115077.0
2022-01-29,57.4,59.0,55.9,58.0,115077.0
2022-01-30,57.4,59.0,55.9,58.0,115077.0
2022-01-31,57.8,60.5,57.2,60.4,95920.0
2022-02-01,60.4,64.8,60.3,63.2,122002.0
2022-02-02,63.2,65.42,60.2,63.0,118803.0
2022-02-03,61.6,64.2,61.0,64.0,105989.0
2022-02-04,64.2,68.6,63.6,68.6,251582.0
2022-02-05,64.2,68.6,63.6,68.6,251582.0
2022-02-06,64.2,68.6,63.6,68.6,251582.0
2022-02-07,70.0,79.0,69.6,78.6,423148.0
2022-02-08,80.4,84.6,77.8,84.4,253180.0
2022-02-09,84.5,88.2,83.058,87.4,142879.0
2022-02-10,84.8,92.6,84.0,88.0,160543.0
2022-02-11,88.0,88.8,82.2,83.6,115343.0
2022-02-12,88.0,88.8,82.2,83.6,115343.0
2022-02-13,88.0,88.8,82.2,83.6,115343.0
2022-02-14,83.2,86.4,80.8,81.4,84339.0
2022-02-15,81.8,90.6,81.8,90.4,124975.0
2022-02-16,90.0,92.4,87.8,88.4,86793.0
2022-02-17,87.0,89.8,83.6,84.4,66934.0
2022-02-18,83.8,87.6,83.3,87.2,93738.0
2022-02-19,83.8,87.6,83.3,87.2,93738.0
2022-02-20,83.8,87.6,83.3,87.2,93738.0
2022-02-21,83.8,87.6,83.3,87.2,93738.0
2022-02-22,87.0,89.4,82.6,86.4,126402.0
2022-02-23,86.8,89.4,83.436,88.4,97989.0
2022-02-24,82.2,89.6,80.008,89.2,146704.0
2022-02-25,90.0,91.6,85.8,90.8,98220.0
2022-02-26,90.0,91.6,85.8,90.8,98220.0
2022-02-27,90.0,91.6,85.8,90.8,98220.0
2022-02-28,89.4,95.6,88.2,95.2,122579.0
2022-03-01,95.0,96.8,89.1,90.6,115862.0
2022-03-02,90.4,98.7,90.2,97.4,119875.0
2022-03-03,97.6,97.8,91.582,94.6,120866.0
2022-03-04,94.8,97.0,87.0,89.2,124296.0
2022-03-05,94.8,97.0,87.0,89.2,124296.0
2022-03-06,94.8,97.0,87.0,89.2,124296.0
2022-03-07,87.6,90.6,78.8,79.4,163388.0
2022-03-08,79.8,85.6,77.202,82.2,145437.0
2022-03-09,85.998,88.2,80.0,80.6,249784.0
2022-03-10,79.6,83.2,77.406,81.4,225864.0
2022-03-11,82.2,82.2,73.0,74.0,135344.0
2022-03-12,82.2,82.2,73.0,74.0,135344.0
2022-03-13,82.2,82.2,73.0,74.0,135344.0
2022-03-14,74.0,74.2,66.428,67.0,124693.0
2022-03-15,68.2,69.6,65.6,67.2,114860.0
2022-03-16,67.6,71.4,62.5,65.8,227207.0
2022-03-17,66.6,69.4,64.6,68.8,108701.0
2022-03-18,68.2,72.6,67.6,70.6,228496.0
2022-03-19,68.2,72.6,67.6,70.6,228496.0
2022-03-20,68.2,72.6,67.6,70.6,228496.0
2022-03-21,70.6,71.002,66.8,67.8,118358.0
2022-03-22,68.6,75.2,68.6,74.4,266857.0
2022-03-23,74.6,77.3,72.2,72.6,220506.0
2022-03-24,72.6,74.0,70.0,72.2,79371.0
2022-03-25,72.2,75.1,70.0,70.8,107592.0
2022-03-26,72.2,75.1,70.0,70.8,107592.0
2022-03-27,72.2,75.1,70.0,70.8,107592.0
2022-03-28,71.0,73.6,67.6,72.4,332670.0
2022-03-29,73.4,77.6,71.4,77.0,281824.0
2022-03-30,76.4,77.8,71.2,71.2,102471.0
2022-03-31,71.6,73.4,66.4,71.2,289208.0
2022-04-01,72.4,72.8,66.4,67.4,155938.0
2022-04-02,72.4,72.8,66.4,67.4,155938.0
2022-04-03,72.4,72.8,66.4,67.4,155938.0
2022-04-04,68.2,69.2,64.6,66.4,180635.0
2022-04-05,67.0,67.8,62.9,63.4,170241.0
2022-04-06,62.6,65.5,60.4,64.0,242855.0
2022-04-07,64.4,64.8,61.624,63.2,95314.0
2022-04-08,65.2,65.2,61.9,63.0,64733.0
2022-04-09,65.2,65.2,61.9,63.0,64733.0
2022-04-10,65.2,65.2,61.9,63.0,64733.0
2022-04-11,62.4,65.636,62.0,62.4,97593.0
2022-04-12,64.0,67.4,63.6,64.4,115398.0
2022-04-13,65.6,67.8,64.598,67.2,85311.0
2022-04-14,66.4,68.5,65.8,66.2,61885.0
2022-04-15,66.4,68.5,65.8,66.2,61885.0
2022-04-16,66.4,68.5,65.8,66.2,61885.0
2022-04-17,66.4,68.5,65.8,66.2,61885.0
2022-04-18,65.0,67.6,64.8,66.4,81024.0
2022-04-19,66.4,73.4,66.4,71.2,136172.0
2022-04-20,70.6,72.0,68.9,70.8,64689.0
2022-04-21,70.6,72.0,66.4,67.0,68851.0
2022-04-22,66.2,66.2,61.8,62.6,90086.0
2022-04-23,66.2,66.2,61.8,62.6,90086.0
2022-04-24,66.2,66.2,61.8,62.6,90086.0
2022-04-25,62.0,65.1,61.4,65.0,79228.0
2022-04-26,63.8,65.2,63.4,64.2,51824.0
2022-04-27,65.4,68.8,64.6,67.6,128441.0
2022-04-28,67.2,70.2,65.8,68.6,70538.0
2022-04-29,68.0,69.4,67.5,68.8,64096.0
2022-04-30,68.0,69.4,67.5,68.8,64096.0
2022-05-01,68.0,69.4,67.5,68.8,64096.0
2022-05-02,68.6,70.6,67.0,69.8,79046.0
2022-05-03,69.8,75.4,69.6,75.4,145421.0
2022-05-04,74.6,80.2,73.8,80.2,125047.0
2022-05-05,78.2,80.4,77.0,80.4,98410.0
2022-05-06,78.6,79.6,75.4,77.2,89192.0
2022-05-07,78.6,79.6,75.4,77.2,89192.0
2022-05-08,78.6,79.6,75.4,77.2,89192.0
2022-05-09,77.2,77.2,71.8,72.4,155820.0
2022-05-10,72.6,73.8,63.8,68.2,140677.0
2022-05-11,67.0,67.6,61.9,65.2,133295.0
2022-05-12,63.6,69.3,63.0,68.6,152386.0
2022-05-13,69.6,72.7,68.0,71.4,130960.0
2022-05-14,69.6,72.7,68.0,71.4,130960.0
2022-05-15,69.6,72.7,68.0,71.4,130960.0
2022-05-16,70.6,74.8,69.4,74.2,58713.0
2022-05-17,75.0,80.0,74.6,80.0,88493.0
2022-05-18,77.5,77.6,71.0,72.0,93686.0
2022-05-19,70.1,71.6,68.0,68.0,87095.0
2022-05-20,69.0,69.0,62.4,64.8,133957.0
2022-05-21,69.0,69.0,62.4,64.8,133957.0
2022-05-22,69.0,69.0,62.4,64.8,133957.0
2022-05-23,64.8,65.2,57.2,59.0,377449.0
2022-05-24,57.6,57.9,46.7,47.6,501289.0
2022-05-25,52.6,53.6,46.0,50.8,586201.0
2022-05-26,51.4,56.2,47.6,51.0,776165.0
2022-05-27,50.6,60.4,50.6,60.0,396195.0
2022-05-28,50.6,60.4,50.6,60.0,396195.0
2022-05-29,50.6,60.4,50.6,60.0,396195.0
2022-05-30,50.6,60.4,50.6,60.0,396195.0
2022-05-31,58.4,63.3,58.2,59.4,202010.0
2022-06-01,60.4,60.7,51.8,55.6,314480.0
2022-06-02,55.6,58.1,53.8,56.0,97640.0
2022-06-03,55.0,56.4,54.4,55.0,84536.0
2022-06-04,55.0,56.4,54.4,55.0,84536.0
2022-06-05,55.0,56.4,54.4,55.0,84536.0
2022-06-06,55.8,55.8,53.0,54.0,129825.0
2022-06-07,52.6,54.998,51.9,54.2,102970.0
2022-06-08,53.8,55.4,52.8,53.6,128415.0
2022-06-09,52.6,53.4,48.2,49.0,167596.0
2022-06-10,48.0,50.0,47.434,48.8,109319.0
2022-06-11,48.0,50.0,47.434,48.8,109319.0
2022-06-12,48.0,50.0,47.434,48.8,109319.0
2022-06-13,46.0,46.8,43.4,44.6,196856.0
2022-06-14,45.4,46.0,43.8,44.6,112500.0
2022-06-15,45.0,47.0,44.3,45.6,128740.0
2022-06-16,43.6,44.0,40.4,41.2,126265.0
2022-06-17,41.4,42.8,40.0,40.0,145748.0
2022-06-18,41.4,42.8,40.0,40.0,145748.0
2022-06-19,41.4,42.8,40.0,40.0,145748.0
2022-06-20,41.4,42.8,40.0,40.0,145748.0
2022-06-21,42.0,49.0,40.0,45.8,320216.0
2022-06-22,43.8,46.2,43.6,44.8,175608.0
2022-06-23,45.0,46.4,42.8,44.0,137835.0
2022-06-24,44.4,47.8,43.54,44.6,487826.0
2022-06-25,44.4,47.8,43.54,44.6,487826.0
2022-06-26,44.4,47.8,43.54,44.6,487826.0
2022-06-27,45.2,46.628,43.2,43.6,74524.0
2022-06-28,44.0,45.4,41.6,42.0,78969.0
2022-06-29,42.0,42.0,38.4,39.8,141549.0
2022-06-30,38.6,40.0,38.2,39.2,94767.0
2022-07-01,39.4,39.4,36.8,38.0,89938.0
2022-07-02,39.4,39.4,36.8,38.0,89938.0
2022-07-03,39.4,39.4,36.8,38.0,89938.0
2022-07-04,39.4,39.4,36.8,38.0,89938.0
2022-07-05,37.4,40.51,36.4,39.8,111104.0
2022-07-06,39.6,40.388,37.0,37.4,84008.0
2022-07-07,38.0,40.4,37.7,39.0,114402.0
2022-07-08,38.8,39.0,37.2,37.6,112496.0
2022-07-09,38.8,39.0,37.2,37.6,112496.0
2022-07-10,38.8,39.0,37.2,37.6,112496.0
2022-07-11,37.4,37.8,35.6,35.6,87188.0
2022-07-12,35.8,37.2,35.2,35.6,78094.0
2022-07-13,34.6,35.6,34.1,35.4,130533.0
2022-07-14,34.2,35.2,33.0,33.0,111487.0
2022-07-15,34.4,35.8,33.8,35.0,127826.0
2022-07-16,34.4,35.8,33.8,35.0,127826.0
2022-07-17,34.4,35.8,33.8,35.0,127826.0
2022-07-18,36.0,38.6,36.0,37.0,129172.0
2022-07-19,38.0,40.2,37.2,37.8,141370.0
2022-07-20,37.6,39.2,37.5,38.4,58031.0
2022-07-21,38.2,38.8,36.8,38.6,72778.0
2022-07-22,38.4,39.6,36.6,37.4,57320.0
2022-07-23,38.4,39.6,36.6,37.4,57320.0
2022-07-24,38.4,39.6,36.6,37.4,57320.0
2022-07-25,37.2,37.4,35.6,36.6,92348.0
2022-07-26,36.0,36.2,33.2,33.4,88676.0
2022-07-27,34.0,35.0,32.8,34.8,91660.0
2022-07-28,35.4,35.4,32.8,33.8,114250.0
2022-07-29,33.6,34.2,32.6,33.8,78672.0
2022-07-30,33.6,34.2,32.6,33.8,78672.0
2022-07-31,33.6,34.2,32.6,33.8,78672.0
2022-08-01,33.4,34.8,32.6,34.4,66177.0
2022-08-02,34.4,34.8,33.2,34.0,75619.0
2022-08-03,34.6,35.8,34.5,35.6,66877.0
2022-08-04,35.6,36.6,35.4,35.8,44921.0
2022-08-05,34.8,37.782,34.42,37.2,166528.0
2022-08-06,34.8,37.782,34.42,37.2,166528.0
2022-08-07,34.8,37.782,34.42,37.2,166528.0
2022-08-08,39.6,45.6,39.002,44.0,560951.0
2022-08-09,42.4,42.4,37.6,38.4,165913.0
2022-08-10,40.2,41.6,38.8,40.4,116441.0
2022-08-11,41.2,43.0,40.2,42.0,121992.0
2022-08-12,42.4,43.8,40.8,43.6,96616.0
2022-08-13,42.4,43.8,40.8,43.6,96616.0
2022-08-14,42.4,43.8,40.8,43.6,96616.0
2022-08-15,43.6,47.0,42.2,46.0,251907.0
2022-08-16,45.4,54.0,45.2,51.4,451285.0
2022-08-17,50.4,51.4,45.6,46.0,273689.0
2022-08-18,46.8,48.3,44.044,47.8,152145.0
2022-08-19,45.6,47.2,43.4,44.6,132116.0
2022-08-20,45.6,47.2,43.4,44.6,132116.0
2022-08-21,45.6,47.2,43.4,44.6,132116.0
2022-08-22,43.4,44.0,42.5,42.6,93548.0
2022-08-23,43.0,44.198,42.6,42.8,62827.0
2022-08-24,42.8,42.908,40.2,40.4,75655.0
2022-08-25,40.8,42.4,39.4,41.0,79473.0
2022-08-26,40.4,41.0,38.5,39.0,78206.0
2022-08-27,40.4,41.0,38.5,39.0,78206.0
2022-08-28,40.4,41.0,38.5,39.0,78206.0
2022-08-29,38.2,40.2,37.6,39.2,60923.0
2022-08-30,38.8,39.2,37.8,38.4,84848.0
2022-08-31,35.8,35.8,29.0,30.4,536529.0
2022-09-01,30.2,30.398,27.2,28.2,206394.0
2022-09-02,28.6,29.2,27.2,28.0,148851.0
2022-09-03,28.6,29.2,27.2,28.0,148851.0
2022-09-04,28.6,29.2,27.2,28.0,148851.0
2022-09-05,28.6,29.2,27.2,28.0,148851.0
2022-09-06,27.4,28.4,26.8,27.4,103929.0
2022-09-07,26.0,27.4,25.6,27.0,118118.0
2022-09-08,26.6,27.2,25.6,25.6,121094.0
2022-09-09,26.4,27.8,26.0,27.0,158466.0
2022-09-10,26.4,27.8,26.0,27.0,158466.0
2022-09-11,26.4,27.8,26.0,27.0,158466.0
2022-09-12,27.6,29.2,27.222,27.8,174704.0
2022-09-13,27.0,27.2,25.8,25.8,82039.0
2022-09-14,26.0,26.2,24.9,25.2,96646.0
2022-09-15,25.8,27.2,24.8,25.4,89951.0
2022-09-16,24.8,25.4,24.0,25.0,82656.0
2022-09-17,24.8,25.4,24.0,25.0,82656.0
2022-09-18,24.8,25.4,24.0,25.0,82656.0
2022-09-19,25.4,25.6,24.8,25.2,55078.0
2022-09-20,25.0,25.0,23.4,23.8,68643.0
2022-09-21,23.2,24.2,23.0,23.4,72531.0
2022-09-22,23.2,23.4,22.4,22.6,51638.0
2022-09-23,22.0,22.4,21.8,22.0,57969.0
2022-09-24,22.0,22.4,21.8,22.0,57969.0
2022-09-25,22.0,22.4,21.8,22.0,57969.0
2022-09-26,21.8,23.4,21.6,21.8,55943.0
2022-09-27,22.8,24.0,22.5,23.4,52979.0
2022-09-28,23.6,24.1,23.2,23.8,33911.0
2022-09-29,23.2,23.2,22.0,22.4,35078.0
2022-09-30,22.0,22.8,21.4,21.8,32627.0
2022-10-01,22.0,22.8,21.4,21.8,32627.0
2022-10-02,22.0,22.8,21.4,21.8,32627.0
2022-10-03,22.4,22.6,21.4,22.2,31793.0
2022-10-04,22.6,24.2,22.6,23.6,69784.0
2022-10-05,23.2,24.8,22.4,24.6,85061.0
2022-10-06,24.6,25.4,23.6,23.8,46836.0
2022-10-07,23.4,23.6,22.0,22.8,53306.0
2022-10-08,23.4,23.6,22.0,22.8,53306.0
2022-10-09,23.4,23.6,22.0,22.8,53306.0
2022-10-10,23.4,23.6,22.6,23.4,55610.0
2022-10-11,22.8,24.3,22.6,23.2,23920.0
2022-10-12,23.6,24.0,22.2,22.8,32231.0
2022-10-13,22.2,24.0,21.4,23.8,52715.0
2022-10-14,23.8,24.2,23.002,23.8,28941.0
2022-10-15,23.8,24.2,23.002,23.8,28941.0
2022-10-16,23.8,24.2,23.002,23.8,28941.0
2022-10-17,24.2,24.8,24.0,24.6,32007.0
2022-10-18,25.0,26.0,24.2,24.6,36704.0
2022-10-19,24.0,24.6,23.2,24.0,38732.0
2022-10-20,24.4,25.4,23.6,24.0,30394.0
2022-10-21,24.6,25.0,23.8,25.0,23946.0
2022-10-22,24.6,25.0,23.8,25.0,23946.0
2022-10-23,24.6,25.0,23.8,25.0,23946.0
2022-10-24,25.2,25.4,23.9,25.0,30806.0
2022-10-25,25.0,27.0,25.0,26.2,64376.0
2022-10-26,26.2,26.7,25.2,25.6,41293.0
2022-10-27,25.6,26.2,25.1,25.6,17331.0
2022-10-28,25.2,26.4,24.904,26.2,24899.0
2022-10-29,25.2,26.4,24.904,26.2,24899.0
2022-10-30,25.2,26.4,24.904,26.2,24899.0
2022-10-31,26.2,27.8,23.8,24.4,136578.0
2022-11-01,24.8,25.2,21.0,22.6,213490.0
2022-11-02,22.2,22.6,20.8,22.0,185654.0
2022-11-03,21.0,23.8,20.9,22.4,111951.0
2022-11-04,23.2,23.6,22.2,23.0,50046.0
2022-11-05,23.2,23.6,22.2,23.0,50046.0
2022-11-06,23.2,23.6,22.2,23.0,50046.0
2022-11-07,23.0,23.6,22.4,23.4,32942.0
2022-11-08,23.8,23.8,22.5,23.0,54372.0
2022-11-09,23.0,23.3,21.8,22.0,35489.0
2022-11-10,22.4,25.2,22.4,24.6,110449.0
2022-11-11,24.8,26.4,24.8,26.0,38725.0
2022-11-12,24.8,26.4,24.8,26.0,38725.0
2022-11-13,24.8,26.4,24.8,26.0,38725.0
2022-11-14,25.8,26.2,24.6,25.4,41593.0
2022-11-15,26.2,27.4,25.8,27.0,42594.0
2022-11-16,26.0,26.11,24.4,24.6,35187.0
2022-11-17,24.6,26.0,24.0,25.8,35778.0
2022-11-18,26.6,26.602,25.0,25.2,33990.0
2022-11-19,26.6,26.602,25.0,25.2,33990.0
2022-11-20,26.6,26.602,25.0,25.2,33990.0
2022-11-21,25.0,25.4,24.2,24.2,28511.0
2022-11-22,25.0,26.4,25.0,26.0,57761.0
2022-11-23,26.6,27.4,26.0,27.2,43546.0
2022-11-24,26.6,27.4,26.0,27.2,43546.0
2022-11-25,26.8,28.4,26.8,28.0,26705.0
2022-11-26,26.8,28.4,26.8,28.0,26705.0
2022-11-27,26.8,28.4,26.8,28.0,26705.0
2022-11-28,27.0,27.598,25.8,26.0,63274.0
2022-11-29,27.4,29.6,27.4,28.2,78170.0
2022-11-30,28.4,28.622,26.4,28.4,47775.0
2022-12-01,28.8,29.2,27.2,28.2,50396.0
2022-12-02,27.6,28.6,27.3,28.4,30469.0
2022-12-03,27.6,28.6,27.3,28.4,30469.0
2022-12-04,27.6,28.6,27.3,28.4,30469.0
2022-12-05,28.0,28.2,26.8,27.0,40111.0
2022-12-06,27.4,27.5,25.5,26.0,48177.0
2022-12-07,25.8,26.4,25.0,25.6,74727.0
2022-12-08,40.614,42.8,31.2,35.4,3701127.0
2022-12-09,32.8,34.8,23.8,24.8,910903.0
2022-12-10,32.8,34.8,23.8,24.8,910903.0
2022-12-11,32.8,34.8,23.8,24.8,910903.0
2022-12-12,25.2,25.2,21.6,22.2,330296.0
2022-12-13,23.2,24.4,20.8,21.2,200916.0
2022-12-14,21.8,22.0,20.2,20.8,179891.0
2022-12-15,20.4,22.4,20.4,21.8,127156.0
2022-12-16,21.4,22.2,20.6,21.4,85964.0
2022-12-17,21.4,22.2,20.6,21.4,85964.0
2022-12-18,21.4,22.2,20.6,21.4,85964.0
2022-12-19,21.4,21.5,19.236,19.528,114034.0
2022-12-20,19.802,20.4,19.003,19.196,108629.0
2022-12-21,19.8,19.972,18.2,18.426,119512.0
2022-12-22,18.2,18.4,16.81,17.82,101839.0
2022-12-23,18.452,18.752,17.266,18.376,77097.0
2022-12-24,18.452,18.752,17.266,18.376,77097.0
2022-12-25,18.452,18.752,17.266,18.376,77097.0
2022-12-26,18.452,18.752,17.266,18.376,77097.0
2022-12-27,18.376,18.376,17.0,17.282,99491.0
2022-12-28,17.27,17.8,16.622,16.852,106111.0
2022-12-29,16.916,18.89,16.014,18.7,164136.0
2022-12-30,18.8,20.6,18.22,20.4,133924.0
2022-12-31,18.8,20.6,18.22,20.4,133924.0
2023-01-01,18.8,20.6,18.22,20.4,133924.0
2023-01-02,18.8,20.6,18.22,20.4,133924.0
2023-01-03,21.0,21.0,18.02,18.4,118891.0
2023-01-04,18.4,19.552,17.8,19.188,69396.0
2023-01-05,19.132,19.2,18.202,18.7,31170.0
2023-01-06,18.55,18.996,18.002,18.636,30604.0
2023-01-07,18.55,18.996,18.002,18.636,30604.0
2023-01-08,18.55,18.996,18.002,18.636,30604.0
2023-01-09,18.75,19.798,18.496,18.8,97244.0
2023-01-10,18.6,21.2,18.22,20.8,83578.0
2023-01-11,21.4,21.98,20.4,21.6,153915.0
2023-01-12,22.0,23.0,20.6,22.4,169286.0
2023-01-13,22.0,22.6,21.2,21.8,61793.0
2023-01-14,22.0,22.6,21.2,21.8,61793.0
2023-01-15,22.0,22.6,21.2,21.8,61793.0
2023-01-16,22.0,22.6,21.2,21.8,61793.0
2023-01-17,21.6,22.4,21.402,22.0,85599.0
2023-01-18,22.4,23.2,20.4,20.4,97479.0
2023-01-19,20.6,20.6,19.0,19.6,91025.0
2023-01-20,19.8,20.6,19.22,20.2,63974.0
2023-01-21,19.8,20.6,19.22,20.2,63974.0
2023-01-22,19.8,20.6,19.22,20.2,63974.0
2023-01-23,20.2,21.7,20.2,21.6,76399.0
2023-01-24,21.2,22.0,20.2,20.4,60131.0
2023-01-25,20.4,20.8,19.802,20.6,49805.0
2023-01-26,22.6,23.0,20.8,22.0,251678.0
2023-01-27,21.4,23.8,21.2,22.6,149393.0
2023-01-28,21.4,23.8,21.2,22.6,149393.0
