,WD US Equity,WD US Equity,WD US Equity,WD US Equity,WD US Equity
2019-05-17,47.1575,47.7865,47.0069,47.0601,150748.0
2019-05-18,47.1575,47.7865,47.0069,47.0601,150748.0
2019-05-19,47.1575,47.7865,47.0069,47.0601,150748.0
2019-05-20,46.626,47.0778,46.4399,46.5197,128681.0
2019-05-21,46.8209,47.9106,46.8209,47.3967,133422.0
2019-05-22,47.3436,47.4343,46.5197,46.5197,57249.0
2019-05-23,46.2096,46.245,45.3591,45.6958,117968.0
2019-05-24,45.7844,46.1564,45.4566,46.0767,86480.0
2019-05-25,45.7844,46.1564,45.4566,46.0767,86480.0
2019-05-26,45.7844,46.1564,45.4566,46.0767,86480.0
2019-05-27,45.7844,46.1564,45.4566,46.0767,86480.0
2019-05-28,46.121,46.3956,45.7135,46.1122,183953.0
2019-05-29,45.7578,46.2096,45.6205,46.1299,135243.0
2019-05-30,46.1476,46.3292,44.689,44.7656,132080.0
2019-05-31,44.3226,44.9737,43.8442,44.5352,225652.0
2019-06-01,44.3226,44.9737,43.8442,44.5352,225652.0
2019-06-02,44.3226,44.9737,43.8442,44.5352,225652.0
2019-06-03,44.4289,44.801,43.8619,44.4998,111959.0
2019-06-04,44.925,45.7046,44.8984,45.7046,98958.0
2019-06-05,45.8641,46.1122,45.3281,45.9793,149818.0
2019-06-06,45.8021,46.2982,45.6426,46.2007,124930.0
2019-06-07,46.7323,46.8512,46.4086,46.5463,120221.0
2019-06-08,46.7323,46.8512,46.4086,46.5463,120221.0
2019-06-09,46.7323,46.8512,46.4086,46.5463,120221.0
2019-06-10,46.7589,47.3967,46.7589,47.2904,117123.0
2019-06-11,47.5651,47.6182,46.4444,46.9006,152921.0
2019-06-12,46.6614,47.0069,46.0324,46.6703,91190.0
2019-06-13,46.8652,47.3702,46.5463,47.1132,80805.0
2019-06-14,47.0512,47.5562,46.6043,47.3347,88650.0
2019-06-15,47.0512,47.5562,46.6043,47.3347,88650.0
2019-06-16,47.0512,47.5562,46.6043,47.3347,88650.0
2019-06-17,47.4942,47.7068,47.0424,47.1753,128632.0
2019-06-18,47.2196,47.9371,47.131,47.6005,70835.0
2019-06-19,47.6448,48.2384,47.131,48.0346,97072.0
2019-06-20,48.4953,48.7168,47.7954,48.0523,82977.0
2019-06-21,47.7777,47.822,46.657,46.7323,162826.0
2019-06-22,47.7777,47.822,46.657,46.7323,162826.0
2019-06-23,47.7777,47.822,46.657,46.7323,162826.0
2019-06-24,46.7412,46.7412,45.8641,45.9173,101214.0
2019-06-25,45.9881,46.0413,45.4034,45.5274,92677.0
2019-06-26,45.7578,46.3071,45.2971,45.8464,86099.0
2019-06-27,45.997,46.75,45.997,46.75,80820.0
2019-06-28,46.9183,47.7157,46.8563,47.1398,195921.0
2019-06-29,46.9183,47.7157,46.8563,47.1398,195921.0
2019-06-30,46.9183,47.7157,46.8563,47.1398,195921.0
2019-07-01,47.7511,47.9017,47.1753,47.7422,92880.0
2019-07-02,47.5916,47.7688,46.8829,47.5562,64482.0
2019-07-03,48.0612,48.8585,48.0169,48.6902,76072.0
2019-07-04,48.0612,48.8585,48.0169,48.6902,76072.0
2019-07-05,48.7611,49.5495,48.5396,49.3103,75414.0
2019-07-06,48.7611,49.5495,48.5396,49.3103,75414.0
2019-07-07,48.7611,49.5495,48.5396,49.3103,75414.0
2019-07-08,49.2129,49.4166,48.7876,48.9471,68876.0
2019-07-09,48.8762,49.2306,48.7433,49.0888,60852.0
2019-07-10,49.3635,49.6027,48.2118,48.6813,136466.0
2019-07-11,48.9825,49.4521,48.7345,49.1952,98421.0
2019-07-12,49.1686,50.4886,48.9205,50.1165,103264.0
2019-07-13,49.1686,50.4886,48.9205,50.1165,103264.0
2019-07-14,49.1686,50.4886,48.9205,50.1165,103264.0
2019-07-15,50.1608,50.4532,49.235,49.7444,107830.0
2019-07-16,49.6381,50.1512,49.4521,49.833,105167.0
2019-07-17,49.6204,50.0899,49.3369,49.4787,166441.0
2019-07-18,49.3812,50.4089,49.1154,50.3823,90457.0
2019-07-19,50.1342,50.462,49.4609,49.4787,107907.0
2019-07-20,50.1342,50.462,49.4609,49.4787,107907.0
2019-07-21,50.1342,50.462,49.4609,49.4787,107907.0
2019-07-22,49.5052,49.5052,48.8142,49.1243,97296.0
2019-07-23,49.2483,50.2848,49.2483,50.1874,60785.0
2019-07-24,50.0988,51.5694,50.0634,51.3568,92315.0
2019-07-25,51.3479,51.9061,50.8075,51.2239,86725.0
2019-07-26,51.2416,52.101,50.9759,51.9769,74271.0
2019-07-27,51.2416,52.101,50.9759,51.9769,74271.0
2019-07-28,51.2416,52.101,50.9759,51.9769,74271.0
2019-07-29,52.0124,52.1187,51.6624,51.782,79903.0
2019-07-30,51.3834,52.163,51.1796,52.0921,88175.0
2019-07-31,52.1098,52.6148,51.5606,51.6846,143625.0
2019-08-01,51.6314,52.5129,50.4266,50.7721,97156.0
2019-08-02,50.4089,50.4797,49.7001,50.2405,91063.0
2019-08-03,50.4089,50.4797,49.7001,50.2405,91063.0
2019-08-04,50.4089,50.4797,49.7001,50.2405,91063.0
2019-08-05,49.7267,49.7267,47.8929,48.6813,121838.0
2019-08-06,48.7345,49.6647,48.6902,49.6293,116482.0
2019-08-07,49.6293,49.8419,47.9283,49.0623,175593.0
2019-08-08,49.5938,51.0202,48.8762,50.8164,107981.0
2019-08-09,50.7898,51.3657,50.2937,51.0556,172063.0
2019-08-10,50.7898,51.3657,50.2937,51.0556,172063.0
2019-08-11,50.7898,51.3657,50.2937,51.0556,172063.0
2019-08-12,50.5418,51.1442,50.1564,51.0202,78638.0
2019-08-13,50.843,51.2593,50.4089,50.5683,162004.0
2019-08-14,49.647,49.7489,48.1055,48.2827,159521.0
2019-08-15,48.3624,48.5574,47.9371,48.1232,88559.0
2019-08-16,48.2295,49.4964,48.1409,49.1863,112980.0
2019-08-17,48.2295,49.4964,48.1409,49.1863,112980.0
2019-08-18,48.2295,49.4964,48.1409,49.1863,112980.0
2019-08-19,49.8064,50.7278,49.3369,50.0191,100745.0
2019-08-20,49.8064,49.8419,49.0091,49.5229,111390.0
2019-08-21,49.9659,50.3646,49.771,50.0279,92475.0
2019-08-22,50.3664,50.6336,49.7786,50.3219,66809.0
2019-08-23,50.3219,50.4065,48.3446,48.4248,94568.0
2019-08-24,50.3219,50.4065,48.3446,48.4248,94568.0
2019-08-25,50.3219,50.4065,48.3446,48.4248,94568.0
2019-08-26,48.977,49.6628,48.7009,49.2442,65977.0
2019-08-27,49.4846,49.5381,48.211,48.2555,75981.0
2019-08-28,48.0952,49.2976,48.0863,48.8345,67607.0
2019-08-29,49.3243,50.0636,49.1618,49.5203,56758.0
2019-08-30,50.0012,50.1526,49.4243,49.7518,78621.0
2019-08-31,50.0012,50.1526,49.4243,49.7518,78621.0
2019-09-01,50.0012,50.1526,49.4243,49.7518,78621.0
2019-09-02,50.0012,50.1526,49.4243,49.7518,78621.0
2019-09-03,49.4579,49.6539,48.7632,49.5292,201558.0
2019-09-04,49.9834,50.1749,49.6806,49.8498,70659.0
2019-09-05,50.5712,51.8805,50.2506,51.0611,251617.0
2019-09-06,49.2976,49.2976,45.2006,45.3164,474717.0
2019-09-07,49.2976,49.2976,45.2006,45.3164,474717.0
2019-09-08,49.2976,49.2976,45.2006,45.3164,474717.0
2019-09-09,45.5034,47.5965,45.5034,46.5544,222669.0
2019-09-10,46.8305,49.0571,46.5825,48.781,224311.0
2019-09-11,49.066,50.8384,48.6906,50.8384,205876.0
2019-09-12,51.2125,51.3906,50.1883,50.4911,230481.0
2019-09-13,50.9186,51.2659,49.9701,50.6336,185177.0
2019-09-14,50.9186,51.2659,49.9701,50.6336,185177.0
2019-09-15,50.9186,51.2659,49.9701,50.6336,185177.0
2019-09-16,50.2862,50.9631,49.7964,50.5178,112600.0
2019-09-17,50.3397,51.4886,50.313,51.3728,102286.0
2019-09-18,51.257,51.2927,50.402,50.9453,75708.0
2019-09-19,50.8652,51.6133,50.2951,50.4822,97781.0
2019-09-20,50.5267,51.07,50.1348,50.313,261580.0
2019-09-21,50.5267,51.07,50.1348,50.313,261580.0
2019-09-22,50.5267,51.07,50.1348,50.313,261580.0
2019-09-23,49.9478,50.6069,49.8943,50.5445,76791.0
2019-09-24,50.5089,51.3194,50.3798,50.6247,111557.0
2019-09-25,50.402,51.4797,50.2595,51.1858,89455.0
2019-09-26,51.1234,51.6133,50.9052,50.9542,87085.0
2019-09-27,51.1502,51.5777,50.0992,50.313,71141.0
2019-09-28,51.1502,51.5777,50.0992,50.313,71141.0
2019-09-29,51.1502,51.5777,50.0992,50.313,71141.0
2019-09-30,50.3664,50.4644,49.6539,49.8142,106265.0
2019-10-01,50.0725,50.5534,48.3446,49.1284,95083.0
2019-10-02,48.7721,49.4579,48.6091,49.2976,96625.0
2019-10-03,48.9859,49.6361,48.6341,49.1462,83577.0
2019-10-04,49.2174,49.6004,48.9102,49.4579,72976.0
2019-10-05,49.2174,49.6004,48.9102,49.4579,72976.0
2019-10-06,49.2174,49.6004,48.9102,49.4579,72976.0
2019-10-07,49.262,50.5445,49.1729,50.304,176858.0
2019-10-08,49.6806,50.7939,49.6539,50.4555,138798.0
2019-10-09,50.8117,51.6578,50.7609,51.4352,134552.0
2019-10-10,51.6578,52.2813,51.5331,51.7469,136684.0
2019-10-11,52.6999,53.3768,52.2635,52.5752,160422.0
2019-10-12,52.6999,53.3768,52.2635,52.5752,160422.0
2019-10-13,52.6999,53.3768,52.2635,52.5752,160422.0
2019-10-14,52.4149,52.9048,52.0675,52.6732,126523.0
2019-10-15,52.8246,54.2764,52.4951,54.1249,170642.0
2019-10-16,54.3209,54.6415,53.2877,53.6529,123581.0
2019-10-17,53.9112,54.4367,53.5104,54.3476,102148.0
2019-10-18,53.9646,54.4812,53.5015,53.6084,216021.0
2019-10-19,53.9646,54.4812,53.5015,53.6084,216021.0
2019-10-20,53.9646,54.4812,53.5015,53.6084,216021.0
2019-10-21,53.9112,54.6593,53.7865,54.3921,86368.0
2019-10-22,54.3298,54.7217,54.0982,54.2496,86626.0
2019-10-23,54.2496,54.7484,53.7776,54.6861,160297.0
2019-10-24,54.8286,54.9634,54.2585,54.6682,94882.0
2019-10-25,54.6771,56.0844,54.6148,55.7192,104228.0
2019-10-26,54.6771,56.0844,54.6148,55.7192,104228.0
2019-10-27,54.6771,56.0844,54.6148,55.7192,104228.0
2019-10-28,56.0577,56.5564,55.8706,56.0577,163432.0
2019-10-29,55.9686,56.975,55.8973,56.0933,211739.0
2019-10-30,55.8795,56.405,55.3095,55.9597,114534.0
2019-10-31,55.6034,56.12,54.9711,56.1022,127230.0
2019-11-01,56.2358,56.2447,55.5144,56.1556,135919.0
2019-11-02,56.2358,56.2447,55.5144,56.1556,135919.0
2019-11-03,56.2358,56.2447,55.5144,56.1556,135919.0
2019-11-04,56.7346,56.7346,55.5322,56.2625,201160.0
2019-11-05,56.4852,56.5297,55.9597,56.4674,138169.0
2019-11-06,56.5921,57.8479,54.5614,56.9038,378463.0
2019-11-07,57.5718,57.7766,56.2358,56.7435,188283.0
2019-11-08,56.6989,57.4204,56.5921,57.3491,134169.0
2019-11-09,56.6989,57.4204,56.5921,57.3491,134169.0
2019-11-10,56.6989,57.4204,56.5921,57.3491,134169.0
2019-11-11,57.5361,58.3199,57.3669,58.2487,164581.0
2019-11-12,58.4268,59.1749,58.0802,58.8365,129854.0
2019-11-13,58.3199,58.6673,57.741,57.8033,134517.0
2019-11-14,57.7766,58.5782,57.7766,58.1596,159122.0
2019-11-15,58.5248,58.6183,57.5272,58.5337,183987.0
2019-11-16,58.5248,58.6183,57.5272,58.5337,183987.0
2019-11-17,58.5248,58.6183,57.5272,58.5337,183987.0
2019-11-18,58.5159,59.3085,58.3199,58.8187,114970.0
2019-11-19,58.9256,59.1928,58.5515,58.6851,132997.0
2019-11-20,58.4268,58.9968,57.5896,58.026,197803.0
2019-11-21,57.9723,58.2855,57.2028,57.7128,138515.0
2019-11-22,57.5965,57.8739,57.2207,57.346,85736.0
2019-11-23,57.5965,57.8739,57.2207,57.346,85736.0
2019-11-24,57.5965,57.8739,57.2207,57.346,85736.0
2019-11-25,57.4355,58.6031,57.4355,58.0618,122646.0
2019-11-26,57.9365,58.706,57.9365,58.4734,150844.0
2019-11-27,58.7508,58.8134,58.2587,58.5271,67895.0
2019-11-28,58.7508,58.8134,58.2587,58.5271,67895.0
2019-11-29,58.3123,58.8224,57.6681,58.7329,32209.0
2019-11-30,58.3123,58.8224,57.6681,58.7329,32209.0
2019-12-01,58.3123,58.8224,57.6681,58.7329,32209.0
2019-12-02,58.7687,58.9121,58.2408,58.5092,123667.0
2019-12-03,57.9992,58.1973,57.0418,57.4176,141932.0
2019-12-04,57.8739,58.3034,57.7755,57.9276,92312.0
2019-12-05,58.2139,58.4734,57.7039,58.0886,187004.0
2019-12-06,58.7687,59.574,58.5092,58.9208,159586.0
2019-12-07,58.7687,59.574,58.5092,58.9208,159586.0
2019-12-08,58.7687,59.574,58.5092,58.9208,159586.0
2019-12-09,58.8939,59.3324,58.7326,59.0103,156362.0
2019-12-10,59.0103,59.574,58.6703,59.5382,93996.0
2019-12-11,59.3592,59.7082,58.9566,59.6187,95778.0
2019-12-12,60.0482,61.1667,59.7171,60.4419,204730.0
2019-12-13,60.0482,60.2853,58.6613,59.3324,125825.0
2019-12-14,60.0482,60.2853,58.6613,59.3324,125825.0
2019-12-15,60.0482,60.2853,58.6613,59.3324,125825.0
2019-12-16,59.6008,60.2898,59.3682,59.5382,112889.0
2019-12-17,59.3592,59.8335,58.7776,59.7082,126313.0
2019-12-18,59.7708,60.3614,59.4308,60.0661,142184.0
2019-12-19,60.0303,60.2093,59.7261,60.075,90021.0
2019-12-20,60.2361,60.3882,58.2855,58.8045,856504.0
2019-12-21,60.2361,60.3882,58.2855,58.8045,856504.0
2019-12-22,60.2361,60.3882,58.2855,58.8045,856504.0
2019-12-23,58.9745,59.5292,58.7239,58.9118,171061.0
2019-12-24,58.8492,59.3234,58.5092,58.7687,90811.0
2019-12-25,58.8492,59.3234,58.5092,58.7687,90811.0
2019-12-26,58.706,59.0371,58.5002,58.6971,124082.0
2019-12-27,58.8134,58.8582,58.0618,58.1781,190208.0
2019-12-28,58.8134,58.8582,58.0618,58.1781,190208.0
2019-12-29,58.8134,58.8582,58.0618,58.1781,190208.0
2019-12-30,58.4823,58.8134,57.9007,58.2944,126850.0
2019-12-31,58.1602,58.6255,57.8113,57.8739,200950.0
2020-01-01,58.1602,58.6255,57.8113,57.8739,200950.0
2020-01-02,58.1155,58.366,57.3818,57.865,198002.0
2020-01-03,57.2028,58.3929,56.997,58.0439,131882.0
2020-01-04,57.2028,58.3929,56.997,58.0439,131882.0
2020-01-05,57.2028,58.3929,56.997,58.0439,131882.0
2020-01-06,57.346,57.6055,56.8539,56.8539,175287.0
2020-01-07,56.7823,57.4713,56.581,56.9881,163425.0
2020-01-08,56.8897,58.8179,56.8897,58.5808,288173.0
2020-01-09,58.9118,58.9566,58.4555,58.8224,176901.0
2020-01-10,58.6613,58.7642,58.1289,58.375,123182.0
2020-01-11,58.6613,58.7642,58.1289,58.375,123182.0
2020-01-12,58.6613,58.7642,58.1289,58.375,123182.0
2020-01-13,58.4466,59.5113,58.1423,59.4487,243987.0
2020-01-14,59.3861,60.1869,59.1713,60.0124,161622.0
2020-01-15,59.6456,60.0929,59.5606,60.0393,237007.0
2020-01-16,60.3972,61.4709,60.1824,61.4262,291236.0
2020-01-17,61.7662,61.8467,60.2898,60.5135,181728.0
2020-01-18,61.7662,61.8467,60.2898,60.5135,181728.0
2020-01-19,61.7662,61.8467,60.2898,60.5135,181728.0
2020-01-20,61.7662,61.8467,60.2898,60.5135,181728.0
2020-01-21,60.5582,60.8535,59.6724,59.7977,141026.0
2020-01-22,60.2629,60.7551,59.8871,60.433,145589.0
2020-01-23,60.4866,60.6119,59.7261,60.2898,191553.0
2020-01-24,60.5045,60.5045,59.1892,59.8156,86358.0
2020-01-25,60.5045,60.5045,59.1892,59.8156,86358.0
2020-01-26,60.5045,60.5045,59.1892,59.8156,86358.0
2020-01-27,58.9924,59.6478,58.9118,59.0818,111157.0
2020-01-28,59.4666,59.6903,59.3413,59.404,132427.0
2020-01-29,59.6813,59.8424,59.0729,59.2429,130778.0
2020-01-30,59.0103,59.5203,58.1602,59.5113,122183.0
2020-01-31,59.1534,59.8125,59.064,59.3861,301593.0
2020-02-01,59.1534,59.8125,59.064,59.3861,301593.0
2020-02-02,59.1534,59.8125,59.064,59.3861,301593.0
2020-02-03,59.2966,60.2898,59.0729,59.6456,369669.0
2020-02-04,60.3524,61.5693,59.9229,61.1398,351776.0
2020-02-05,62.0078,67.2243,61.274,67.0901,460051.0
2020-02-06,66.7679,68.3964,66.3474,68.0027,307718.0
2020-02-07,67.9222,68.9601,67.6359,68.5485,298122.0
2020-02-08,67.9222,68.9601,67.6359,68.5485,298122.0
2020-02-09,67.9222,68.9601,67.6359,68.5485,298122.0
2020-02-10,68.6201,69.667,68.3249,69.667,311590.0
2020-02-11,70.0428,71.1344,69.7296,70.9107,274395.0
2020-02-12,71.1165,71.3492,70.4276,70.5349,268735.0
2020-02-13,70.3291,70.7049,69.9802,70.4813,184747.0
2020-02-14,70.5439,70.6871,69.7117,70.4991,213343.0
2020-02-15,70.5439,70.6871,69.7117,70.4991,213343.0
2020-02-16,70.5439,70.6871,69.7117,70.4991,213343.0
2020-02-17,70.5439,70.6871,69.7117,70.4991,213343.0
2020-02-18,69.2017,69.7252,68.0117,68.4501,258601.0
2020-02-19,68.8796,69.2554,66.759,67.3406,208286.0
2020-02-20,67.2147,68.1497,66.8731,67.3675,176410.0
2020-02-21,67.3226,67.3765,65.8841,66.1898,438704.0
2020-02-22,67.3226,67.3765,65.8841,66.1898,438704.0
2020-02-23,67.3226,67.3765,65.8841,66.1898,438704.0
2020-02-24,64.1668,64.5287,63.3847,63.5824,218345.0
2020-02-25,63.8881,63.8881,61.2718,61.7663,255756.0
2020-02-26,61.9192,63.186,61.9102,62.045,224610.0
2020-02-27,60.8403,61.9866,59.5816,59.6805,334847.0
2020-02-28,58.6286,60.3817,57.5946,58.3049,478147.0
2020-02-29,58.6286,60.3817,57.5946,58.3049,478147.0
2020-03-01,58.6286,60.3817,57.5946,58.3049,478147.0
2020-03-02,58.4937,62.9441,58.4937,62.8452,279911.0
2020-03-03,62.7553,63.7713,60.2019,60.6694,326880.0
2020-03-04,61.4067,62.8992,60.1795,62.7823,273036.0
2020-03-05,60.4986,61.146,58.7815,60.0401,301393.0
2020-03-06,57.7025,59.7973,57.7025,59.0241,273676.0
2020-03-07,57.7025,59.7973,57.7025,59.0241,273676.0
2020-03-08,57.7025,59.7973,57.7025,59.0241,273676.0
2020-03-09,54.9693,55.8954,52.2496,52.3261,291401.0
2020-03-10,54.1422,54.8704,51.8316,54.34,230512.0
2020-03-11,52.6497,53.1082,50.0154,50.7347,228876.0
2020-03-12,48.1364,49.3052,44.648,46.5001,310835.0
2020-03-13,49.0804,49.1883,44.3153,47.8756,343950.0
2020-03-14,49.0804,49.1883,44.3153,47.8756,343950.0
