,WD US Equity,WD US Equity,WD US Equity,WD US Equity,WD US Equity
2020-03-15,49.0804,49.1883,44.3153,47.8756,343950.0
2020-03-16,41.3574,44.1355,40.9078,42.5351,298412.0
2020-03-17,43.1195,44.8997,40.4583,43.7219,341456.0
2020-03-18,40.3324,41.9418,33.8321,36.9069,410731.0
2020-03-19,36.5293,39.1726,34.3626,37.9499,262632.0
2020-03-20,38.7051,39.6851,34.5694,34.956,352405.0
2020-03-21,38.7051,39.6851,34.5694,34.956,352405.0
2020-03-22,38.7051,39.6851,34.5694,34.956,352405.0
2020-03-23,34.4165,35.4864,30.6044,31.1619,308394.0
2020-03-24,33.0679,35.6213,33.0679,34.9739,278227.0
2020-03-25,35.3516,37.1047,34.1738,34.6413,336693.0
2020-03-26,35.4145,40.764,34.875,40.5122,285899.0
2020-03-27,39.2176,40.2605,38.0847,38.2735,174121.0
2020-03-28,39.2176,40.2605,38.0847,38.2735,174121.0
2020-03-29,39.2176,40.2605,38.0847,38.2735,174121.0
2020-03-30,38.2106,38.6152,36.1877,37.0238,235647.0
2020-03-31,36.9159,37.2526,34.938,36.2057,374644.0
2020-04-01,34.3446,34.4525,29.8223,30.065,480342.0
2020-04-02,29.7144,30.1159,27.3768,27.9252,518975.0
2020-04-03,27.5206,27.6465,22.0722,22.342,971885.0
2020-04-04,27.5206,27.6465,22.0722,22.342,971885.0
2020-04-05,27.5206,27.6465,22.0722,22.342,971885.0
2020-04-06,23.9603,25.6236,23.9603,25.1291,1051914.0
2020-04-07,26.9003,30.4426,26.2439,29.7593,1235110.0
2020-04-08,30.4067,32.7712,29.1932,32.6004,700442.0
2020-04-09,33.7242,37.8195,33.6793,36.6552,616579.0
2020-04-10,33.7242,37.8195,33.6793,36.6552,616579.0
2020-04-11,33.7242,37.8195,33.6793,36.6552,616579.0
2020-04-12,33.7242,37.8195,33.6793,36.6552,616579.0
2020-04-13,36.6822,37.1137,33.2612,33.6074,361474.0
2020-04-14,35.0009,35.3396,32.6094,33.6433,295545.0
2020-04-15,31.5575,32.0654,30.2241,30.9641,333926.0
2020-04-16,30.8742,31.7508,30.2809,31.2698,370229.0
2020-04-17,33.2207,33.3376,32.1778,32.8252,271220.0
2020-04-18,33.2207,33.3376,32.1778,32.8252,271220.0
2020-04-19,33.2207,33.3376,32.1778,32.8252,271220.0
2020-04-20,31.6204,32.052,30.083,30.5325,290616.0
2020-04-21,29.2918,29.7683,28.7973,29.3907,202143.0
2020-04-22,30.1729,30.3167,28.9277,29.4446,262425.0
2020-04-23,29.7953,30.8382,29.6694,29.9661,238600.0
2020-04-24,30.065,30.1999,29.0311,29.9301,176336.0
2020-04-25,30.065,30.1999,29.0311,29.9301,176336.0
2020-04-26,30.065,30.1999,29.0311,29.9301,176336.0
2020-04-27,30.2089,31.3866,30.2089,31.045,224887.0
2020-04-28,32.1419,33.3122,31.7463,32.1958,239735.0
2020-04-29,33.5714,36.0124,33.0949,35.5943,329257.0
2020-04-30,34.6862,35.0638,33.904,34.5514,244555.0
2020-05-01,33.6703,33.94,32.3666,33.4545,197260.0
2020-05-02,33.6703,33.94,32.3666,33.4545,197260.0
2020-05-03,33.6703,33.94,32.3666,33.4545,197260.0
2020-05-04,32.7263,33.6118,31.9171,33.3196,219215.0
2020-05-05,34.2277,34.947,33.1219,33.1758,215615.0
2020-05-06,36.0259,37.5138,34.6143,34.6952,488706.0
2020-05-07,35.8011,36.1922,34.7941,35.918,342818.0
2020-05-08,36.4844,36.8081,34.2007,35.9719,440920.0
2020-05-09,36.4844,36.8081,34.2007,35.9719,440920.0
2020-05-10,36.4844,36.8081,34.2007,35.9719,440920.0
2020-05-11,34.8391,35.5583,33.4275,34.3266,280748.0
2020-05-12,34.3356,34.9829,32.1329,32.2228,262147.0
2020-05-13,32.1509,32.2408,28.8872,30.2268,370516.0
2020-05-14,30.101,32.7352,29.058,32.4475,333491.0
2020-05-15,32.016,32.7263,31.5852,32.3846,481374.0
2020-05-16,32.016,32.7263,31.5852,32.3846,481374.0
2020-05-17,32.016,32.7263,31.5852,32.3846,481374.0
2020-05-18,34.3895,36.3945,33.6433,36.1967,357808.0
2020-05-19,35.6433,36.5369,34.8541,34.8903,220944.0
2020-05-20,35.734,36.6321,35.6567,36.2874,271315.0
2020-05-21,35.9971,36.7773,35.6161,35.8882,232229.0
2020-05-22,36.1604,36.1604,34.8813,35.4347,193900.0
2020-05-23,36.1604,36.1604,34.8813,35.4347,193900.0
2020-05-24,36.1604,36.1604,34.8813,35.4347,193900.0
2020-05-25,36.1604,36.1604,34.8813,35.4347,193900.0
2020-05-26,37.3942,38.1018,36.3781,36.7047,506252.0
2020-05-27,38.3467,41.5128,36.5051,41.1136,595324.0
2020-05-28,41.6035,41.6035,38.0927,38.2832,267114.0
2020-05-29,37.4305,37.6845,36.3509,36.741,267292.0
2020-05-30,37.4305,37.6845,36.3509,36.741,267292.0
2020-05-31,37.4305,37.6845,36.3509,36.741,267292.0
2020-06-01,37.0857,38.2469,36.5051,37.3488,194205.0
2020-06-02,37.9203,38.4895,37.5575,37.7933,184080.0
2020-06-03,38.6733,41.1499,38.5554,40.8778,264311.0
2020-06-04,40.4151,43.7808,40.0432,43.427,355230.0
2020-06-05,46.711,47.6272,44.9692,46.0215,417197.0
2020-06-06,46.711,47.6272,44.9692,46.0215,417197.0
2020-06-07,46.711,47.6272,44.9692,46.0215,417197.0
2020-06-08,47.219,47.6354,46.4569,46.9559,276052.0
2020-06-09,47.346,47.9266,45.4681,47.3551,379754.0
2020-06-10,46.9922,47.1192,45.0871,45.7766,332608.0
2020-06-11,42.3655,43.9078,41.3132,41.5219,424762.0
2020-06-12,43.8624,44.2845,41.608,44.1346,303568.0
2020-06-13,43.8624,44.2845,41.608,44.1346,303568.0
2020-06-14,43.8624,44.2845,41.608,44.1346,303568.0
2020-06-15,41.8666,45.9081,41.8666,45.1506,273176.0
2020-06-16,47.8994,48.1443,45.6042,46.965,281023.0
2020-06-17,47.2008,47.4004,45.3593,46.3481,232795.0
2020-06-18,45.4409,46.7699,45.3683,45.5225,199527.0
2020-06-19,46.2302,46.2302,43.9531,44.8512,329584.0
2020-06-20,46.2302,46.2302,43.9531,44.8512,329584.0
2020-06-21,46.2302,46.2302,43.9531,44.8512,329584.0
2020-06-22,44.5428,45.1415,43.808,45.0417,244779.0
2020-06-23,46.0306,47.5365,45.6768,47.2553,301147.0
2020-06-24,46.1848,46.5386,43.7717,44.7696,331791.0
2020-06-25,44.2162,46.4025,44.2162,46.3934,164138.0
2020-06-26,45.3048,45.3048,42.8509,43.2183,299155.0
2020-06-27,45.3048,45.3048,42.8509,43.2183,299155.0
2020-06-28,45.3048,45.3048,42.8509,43.2183,299155.0
2020-06-29,44.1164,45.8401,43.286,45.4863,215246.0
2020-06-30,45.1506,46.5114,45.1325,46.0941,208290.0
2020-07-01,46.1122,46.4796,44.2978,44.316,166481.0
2020-07-02,45.6677,46.0487,44.3341,44.5246,125128.0
2020-07-03,45.6677,46.0487,44.3341,44.5246,125128.0
2020-07-04,45.6677,46.0487,44.3341,44.5246,125128.0
2020-07-05,45.6677,46.0487,44.3341,44.5246,125128.0
2020-07-06,45.3593,46.1394,44.57,45.1597,142867.0
2020-07-07,44.6607,44.8331,42.8146,43.1004,207883.0
2020-07-08,42.8191,43.7808,42.2673,43.2727,159888.0
2020-07-09,42.9734,43.2319,41.1408,41.6579,211008.0
2020-07-10,41.8757,43.808,41.8757,43.7535,147426.0
2020-07-11,41.8757,43.808,41.8757,43.7535,147426.0
2020-07-12,41.8757,43.808,41.8757,43.7535,147426.0
2020-07-13,44.3795,44.6244,43.014,43.5902,153887.0
2020-07-14,43.3272,44.0257,42.7919,43.2818,253177.0
2020-07-15,44.7152,45.8945,44.7152,45.4772,191864.0
2020-07-16,44.7061,46.0669,44.4038,45.8128,232643.0
2020-07-17,45.9126,46.3934,45.4318,45.5951,150229.0
2020-07-18,45.9126,46.3934,45.4318,45.5951,150229.0
2020-07-19,45.9126,46.3934,45.4318,45.5951,150229.0
2020-07-20,45.4409,45.8128,44.9964,45.0327,116433.0
2020-07-21,45.6768,46.7654,45.5951,45.8219,153746.0
2020-07-22,45.3593,46.9105,45.3593,46.847,131854.0
2020-07-23,46.3662,47.0361,46.2574,46.8924,141520.0
2020-07-24,46.6928,47.1736,45.5044,45.5679,154855.0
2020-07-25,46.6928,47.1736,45.5044,45.5679,154855.0
2020-07-26,46.6928,47.1736,45.5044,45.5679,154855.0
2020-07-27,45.4046,45.4046,44.2343,45.0508,140889.0
2020-07-28,44.7787,46.0124,44.7787,45.205,101116.0
2020-07-29,45.3593,46.3209,45.2059,46.3118,105231.0
2020-07-30,45.323,45.7221,44.5972,45.5225,184784.0
2020-07-31,45.2595,45.8128,44.3795,45.7312,142009.0
2020-08-01,45.2595,45.8128,44.3795,45.7312,142009.0
2020-08-02,45.2595,45.8128,44.3795,45.7312,142009.0
2020-08-03,46.0124,46.4842,45.6586,46.1939,124139.0
2020-08-04,45.6223,46.6202,45.0599,46.5386,191454.0
2020-08-05,48.0808,50.4123,47.5833,50.3488,298995.0
2020-08-06,50.884,51.2014,49.9496,50.757,231876.0
2020-08-07,50.757,52.4172,50.0812,52.3446,179919.0
2020-08-08,50.757,52.4172,50.0812,52.3446,179919.0
2020-08-09,50.757,52.4172,50.0812,52.3446,179919.0
2020-08-10,52.3264,54.1771,52.3038,53.2336,187405.0
2020-08-11,54.3041,56.2999,54.3041,55.2657,250824.0
2020-08-12,56.4723,56.4813,52.0452,53.1248,174525.0
2020-08-13,52.4625,52.898,51.4465,51.7277,106844.0
2020-08-14,51.0654,52.5169,50.8024,52.1631,149733.0
2020-08-15,51.0654,52.5169,50.8024,52.1631,149733.0
2020-08-16,51.0654,52.5169,50.8024,52.1631,149733.0
2020-08-17,52.1722,52.1722,50.7706,50.9929,124599.0
2020-08-18,50.8024,50.8024,49.9768,50.1855,135615.0
2020-08-19,50.1038,50.5846,49.2783,49.4869,118373.0
2020-08-20,49.1034,49.907,48.9025,49.149,119577.0
2020-08-21,48.7564,49.1764,48.3089,48.5372,147422.0
2020-08-22,48.7564,49.1764,48.3089,48.5372,147422.0
2020-08-23,48.7564,49.1764,48.3089,48.5372,147422.0
2020-08-24,48.802,50.181,48.4185,49.9892,93460.0
2020-08-25,50.6741,50.7106,49.1627,49.9435,65524.0
2020-08-26,49.697,50.2174,48.9755,49.8796,150511.0
2020-08-27,49.9618,51.0485,49.9618,50.5189,145695.0
2020-08-28,51.1398,51.6878,50.4138,51.6695,206913.0
2020-08-29,51.1398,51.6878,50.4138,51.6695,206913.0
2020-08-30,51.1398,51.6878,50.4138,51.6695,206913.0
2020-08-31,51.6238,51.6238,50.0075,50.0257,245719.0
2020-09-01,49.5508,50.9526,49.0942,50.7746,172991.0
2020-09-02,50.7928,51.6056,50.6284,51.1581,173579.0
2020-09-03,51.1581,52.0257,49.6193,50.1627,172570.0
2020-09-04,51.5599,51.5782,49.56,50.4823,106096.0
2020-09-05,51.5599,51.5782,49.56,50.4823,106096.0
2020-09-06,51.5599,51.5782,49.56,50.4823,106096.0
2020-09-07,51.5599,51.5782,49.56,50.4823,106096.0
2020-09-08,49.6696,50.4732,49.1034,49.7061,127628.0
2020-09-09,50.0257,51.1216,49.7974,50.4458,117177.0
2020-09-10,50.5828,50.8476,48.7746,48.8385,146365.0
2020-09-11,48.8568,48.9025,47.1582,47.5053,138168.0
2020-09-12,48.8568,48.9025,47.1582,47.5053,138168.0
2020-09-13,48.8568,48.9025,47.1582,47.5053,138168.0
2020-09-14,48.108,49.6056,47.5327,48.939,182289.0
2020-09-15,49.6787,51.0759,49.2952,49.3317,141897.0
2020-09-16,49.1216,49.5143,48.4002,48.455,201964.0
2020-09-17,47.6331,49.4504,47.6331,48.8751,130000.0
2020-09-18,49.2678,49.4595,47.8157,48.1993,377270.0
2020-09-19,49.2678,49.4595,47.8157,48.1993,377270.0
2020-09-20,49.2678,49.4595,47.8157,48.1993,377270.0
2020-09-21,46.6103,46.9299,44.5738,44.7565,284138.0
2020-09-22,45.0852,45.6094,44.6469,44.9391,167530.0
2020-09-23,44.9574,46.1336,43.2588,43.3593,209780.0
2020-09-24,43.6058,45.1218,42.9529,43.7428,256285.0
2020-09-25,43.1218,45.1857,43.1218,45.0031,131391.0
2020-09-26,43.1218,45.1857,43.1218,45.0031,131391.0
2020-09-27,43.1218,45.1857,43.1218,45.0031,131391.0
2020-09-28,45.9345,47.1491,45.9345,46.5738,234203.0
2020-09-29,46.6012,46.9016,45.7976,46.6925,174819.0
2020-09-30,47.0669,48.7016,47.0669,48.4002,309305.0
2020-10-01,48.4002,50.1262,48.0988,50.0257,273152.0
2020-10-02,48.8842,52.738,48.5281,52.6923,324689.0
2020-10-03,48.8842,52.738,48.5281,52.6923,324689.0
2020-10-04,48.8842,52.738,48.5281,52.6923,324689.0
2020-10-05,53.3681,54.0086,52.5462,53.4685,299986.0
2020-10-06,54.4274,55.7698,53.1717,53.7699,381103.0
2020-10-07,54.9662,55.7059,53.222,53.5507,176271.0
2020-10-08,54.2265,54.8338,53.3041,54.3361,190906.0
2020-10-09,54.8109,55.3086,53.6276,54.0165,137687.0
2020-10-10,54.8109,55.3086,53.6276,54.0165,137687.0
2020-10-11,54.8109,55.3086,53.6276,54.0165,137687.0
2020-10-12,54.3361,54.7836,53.8018,54.61,116712.0
2020-10-13,53.9708,54.2722,52.674,53.8064,215751.0
2020-10-14,53.916,54.1443,53.158,53.8429,262526.0
2020-10-15,53.0028,55.3589,52.5097,54.3817,217862.0
2020-10-16,54.4274,54.5279,52.6192,54.1808,141408.0
2020-10-17,54.4274,54.5279,52.6192,54.1808,141408.0
2020-10-18,54.4274,54.5279,52.6192,54.1808,141408.0
2020-10-19,54.3909,55.158,53.4503,53.9982,159558.0
2020-10-20,54.5552,55.779,54.0256,54.537,114299.0
2020-10-21,54.6831,54.9297,54.0895,54.5644,199630.0
2020-10-22,54.7927,55.8703,54.4457,55.8337,116627.0
2020-10-23,56.3086,56.8109,55.5689,56.8109,233841.0
2020-10-24,56.3086,56.8109,55.5689,56.8109,233841.0
2020-10-25,56.3086,56.8109,55.5689,56.8109,233841.0
2020-10-26,56.1168,56.1534,54.8109,55.4137,196032.0
2020-10-27,55.1671,55.3132,54.19,54.9205,191315.0
2020-10-28,53.7699,54.4183,52.9023,53.6968,284417.0
2020-10-29,53.5051,61.587,52.3909,61.3039,374081.0
2020-10-30,60.7286,61.1578,56.3817,57.4227,266843.0
2020-10-31,60.7286,61.1578,56.3817,57.4227,266843.0
2020-11-01,60.7286,61.1578,56.3817,57.4227,266843.0
2020-11-02,57.9707,59.8519,57.2173,59.5596,150663.0
2020-11-03,60.8564,62.5824,60.555,62.1988,192382.0
2020-11-04,60.5733,61.2947,58.0894,60.3176,101768.0
2020-11-05,60.829,62.1532,60.4272,62.0801,100859.0
2020-11-06,62.3449,63.3312,60.0802,60.272,119982.0
2020-11-07,62.3449,63.3312,60.0802,60.272,119982.0
2020-11-08,62.3449,63.3312,60.0802,60.272,119982.0
2020-11-09,64.2079,67.7557,63.9248,66.7101,265867.0
2020-11-10,67.3859,70.4999,66.7786,68.71,306679.0
2020-11-11,68.984,69.3767,66.9567,69.2762,168541.0
2020-11-12,68.5422,69.0652,67.4411,68.9643,144586.0
2020-11-13,70.3498,74.1577,69.9147,73.1851,295088.0
2020-11-14,70.3498,74.1577,69.9147,73.1851,295088.0
2020-11-15,70.3498,74.1577,69.9147,73.1851,295088.0
2020-11-16,75.7818,76.6696,72.9327,74.2953,275525.0
2020-11-17,73.4053,74.2109,70.3636,70.9279,366917.0
2020-11-18,71.5426,73.7173,70.6251,70.6526,199837.0
2020-11-19,70.6526,71.8821,69.9002,71.5426,106141.0
2020-11-20,70.8361,72.3776,70.3223,71.8363,142769.0
2020-11-21,70.8361,72.3776,70.3223,71.8363,142769.0
2020-11-22,70.8361,72.3776,70.3223,71.8363,142769.0
2020-11-23,73.0841,75.0476,72.9511,74.4788,181847.0
2020-11-24,76.2222,77.5481,75.3047,76.4791,264938.0
2020-11-25,75.7267,76.3874,73.7815,75.2955,127913.0
2020-11-26,75.7267,76.3874,73.7815,75.2955,127913.0
2020-11-27,75.0386,75.791,73.7723,74.3871,77948.0
2020-11-28,75.0386,75.791,73.7723,74.3871,77948.0
2020-11-29,75.0386,75.791,73.7723,74.3871,77948.0
2020-11-30,74.644,75.112,72.6529,73.4145,197711.0
2020-12-01,74.8459,75.0426,73.1943,74.1577,147071.0
2020-12-02,73.8457,75.2496,73.4695,74.7174,208080.0
2020-12-03,74.9927,75.69,73.3319,74.0476,159141.0
2020-12-04,74.8183,75.2404,73.5613,74.7266,161201.0
2020-12-05,74.8183,75.2404,73.5613,74.7266,161201.0
2020-12-06,74.8183,75.2404,73.5613,74.7266,161201.0
2020-12-07,74.8275,75.167,72.997,74.1485,340942.0
2020-12-08,73.2218,74.9376,73.2218,74.1485,246276.0
2020-12-09,74.7816,75.479,72.4969,72.6896,192315.0
2020-12-10,72.1574,76.1213,71.3591,76.0846,306071.0
2020-12-11,75.7451,78.5345,75.2771,77.7179,206365.0
2020-12-12,75.7451,78.5345,75.2771,77.7179,206365.0
2020-12-13,75.7451,78.5345,75.2771,77.7179,206365.0
2020-12-14,79.3695,80.6304,78.7455,79.9659,264871.0
2020-12-15,80.0118,84.7648,79.9842,83.2508,235776.0
2020-12-16,83.6729,83.7463,81.9845,83.4802,156033.0
2020-12-17,83.4435,85.3704,82.6976,84.7648,162693.0
2020-12-18,85.0309,86.0585,81.4982,82.7094,659545.0
2020-12-19,85.0309,86.0585,81.4982,82.7094,659545.0
2020-12-20,85.0309,86.0585,81.4982,82.7094,659545.0
2020-12-21,81.6909,82.4158,80.0668,81.9478,285279.0
2020-12-22,82.2598,83.0122,81.0415,82.4892,156508.0
2020-12-23,82.9113,86.0952,82.581,85.9576,184735.0
2020-12-24,86.1319,86.7099,83.7646,84.985,66883.0
2020-12-25,86.1319,86.7099,83.7646,84.985,66883.0
2020-12-26,86.1319,86.7099,83.7646,84.985,66883.0
2020-12-27,86.1319,86.7099,83.7646,84.985,66883.0
2020-12-28,85.5906,86.6917,84.7648,85.1043,161225.0
2020-12-29,85.7374,85.7374,82.581,82.6635,133469.0
2020-12-30,82.5718,84.4069,82.5718,83.4985,86145.0
2020-12-31,83.4985,84.8382,82.3057,84.4344,100538.0
2021-01-01,83.4985,84.8382,82.3057,84.4344,100538.0
2021-01-02,83.4985,84.8382,82.3057,84.4344,100538.0
2021-01-03,83.4985,84.8382,82.3057,84.4344,100538.0
2021-01-04,84.5354,84.5354,79.9751,80.0943,181988.0
2021-01-05,79.7824,82.168,79.5346,81.5349,236812.0
2021-01-06,82.581,86.5724,82.581,85.6273,246275.0
2021-01-07,86.8201,87.0246,82.3332,82.4066,201577.0
2021-01-08,82.581,82.9847,79.2594,81.4065,236954.0
2021-01-09,82.581,82.9847,79.2594,81.4065,236954.0
2021-01-10,82.581,82.9847,79.2594,81.4065,236954.0
2021-01-11,80.3696,83.1865,80.1861,82.2231,141582.0
2021-01-12,82.8287,84.0858,82.0763,83.7004,113299.0
2021-01-13,84.2509,84.361,82.1589,83.1315,139784.0
2021-01-14,83.8013,84.3886,82.5993,83.315,120452.0
2021-01-15,82.168,83.1773,81.8194,82.1313,123452.0
2021-01-16,82.168,83.1773,81.8194,82.1313,123452.0
2021-01-17,82.168,83.1773,81.8194,82.1313,123452.0
2021-01-18,82.168,83.1773,81.8194,82.1313,123452.0
2021-01-19,82.581,82.9387,81.2046,81.5992,127913.0
2021-01-20,81.4799,83.2645,81.4799,82.9939,132853.0
2021-01-21,83.315,83.5903,81.7643,82.5901,104326.0
2021-01-22,81.6726,83.6791,81.3973,83.627,97820.0
2021-01-23,81.6726,83.6791,81.3973,83.627,97820.0
2021-01-24,81.6726,83.6791,81.3973,83.627,97820.0
2021-01-25,82.581,83.4068,80.966,82.5534,97961.0
2021-01-26,83.0306,83.0856,79.6172,79.9108,71823.0
2021-01-27,78.9107,79.3144,74.8,75.0936,195145.0
2021-01-28,76.6627,78.718,75.9837,77.9748,142675.0
2021-01-29,77.8647,78.8556,75.2588,75.534,202375.0
2021-01-30,77.8647,78.8556,75.2588,75.534,202375.0
2021-01-31,77.8647,78.8556,75.2588,75.534,202375.0
2021-02-01,76.4149,78.25,75.0294,78.1032,116458.0
2021-02-02,78.8098,80.4889,77.7087,79.5989,135500.0
2021-02-03,79.2594,80.1861,77.9931,79.1401,130138.0
2021-02-04,83.3242,97.0601,80.7073,88.4259,908815.0
2021-02-05,89.7655,89.7747,84.9345,87.6276,258127.0
2021-02-06,89.7655,89.7747,84.9345,87.6276,258127.0
2021-02-07,89.7655,89.7747,84.9345,87.6276,258127.0
2021-02-08,88.1873,90.2784,87.3018,89.6921,184596.0
2021-02-09,89.7288,92.2062,88.2332,91.8025,138810.0
2021-02-10,93.1421,93.2614,89.7563,91.8851,132397.0
2021-02-11,93.5917,95.1333,91.6098,92.8577,239450.0
2021-02-12,92.6834,94.5735,91.4813,92.0869,122241.0
2021-02-13,92.6834,94.5735,91.4813,92.0869,122241.0
2021-02-14,92.6834,94.5735,91.4813,92.0869,122241.0
2021-02-15,92.6834,94.5735,91.4813,92.0869,122241.0
2021-02-16,92.4356,93.5546,90.4445,90.8849,196606.0
2021-02-17,95.6104,95.6104,92.8944,93.2064,237353.0
2021-02-18,92.9862,94.8855,91.3896,91.5548,240200.0
2021-02-19,92.3294,94.5242,90.5865,94.5057,196929.0
2021-02-20,92.3294,94.5242,90.5865,94.5057,196929.0
2021-02-21,92.3294,94.5242,90.5865,94.5057,196929.0
2021-02-22,94.0631,98.1641,93.4637,97.6781,168116.0
2021-02-23,96.6452,97.051,93.602,94.7547,196445.0
2021-02-24,94.9853,96.5563,93.0118,94.1553,337873.0
2021-02-25,94.7824,94.9023,90.5588,91.2965,184151.0
2021-02-26,91.6746,93.1409,89.5813,91.9052,218290.0
2021-02-27,91.6746,93.1409,89.5813,91.9052,218290.0
2021-02-28,91.6746,93.1409,89.5813,91.9052,218290.0
2021-03-01,93.7864,94.6256,93.5282,94.2383,159853.0
2021-03-02,94.0539,95.2158,93.4268,94.1738,126878.0
2021-03-03,94.2844,95.368,92.5415,92.5415,185947.0
2021-03-04,92.2279,93.8049,89.4245,91.9421,324355.0
2021-03-05,94.0631,94.0631,87.6728,92.7997,205440.0
2021-03-06,94.0631,94.0631,87.6728,92.7997,205440.0
2021-03-07,94.0631,94.0631,87.6728,92.7997,205440.0
2021-03-08,92.1726,94.6585,90.9277,91.7115,178849.0
2021-03-09,92.062,93.5006,89.3599,92.2187,160052.0
2021-03-10,93.1686,94.5657,92.6798,93.9432,187787.0
2021-03-11,94.7916,100.8974,94.0631,100.2141,455576.0
2021-03-12,101.3576,101.4406,97.2908,98.0285,149159.0
2021-03-13,101.3576,101.4406,97.2908,98.0285,149159.0
2021-03-14,101.3576,101.4406,97.2908,98.0285,149159.0
2021-03-15,104.2072,104.2072,100.1956,103.4602,249922.0
2021-03-16,102.3075,103.7461,99.9835,100.1772,197142.0
2021-03-17,99.587,102.8206,98.1668,102.5933,183307.0
2021-03-18,102.8608,104.9357,99.1351,99.5593,172806.0
2021-03-19,98.674,99.1351,93.6112,94.4873,518598.0
2021-03-20,98.674,99.1351,93.6112,94.4873,518598.0
2021-03-21,98.674,99.1351,93.6112,94.4873,518598.0
2021-03-22,94.2936,94.764,89.987,92.1081,185332.0
2021-03-23,91.0475,94.2383,90.5311,92.8181,294542.0
2021-03-24,95.8983,97.4567,91.6654,91.7576,222698.0
2021-03-25,90.8447,95.6769,89.655,94.9853,198940.0
2021-03-26,96.3409,96.719,94.6349,96.4608,139116.0
2021-03-27,96.3409,96.719,94.6349,96.4608,139116.0
2021-03-28,96.3409,96.719,94.6349,96.4608,139116.0
2021-03-29,95.5386,96.4838,91.9236,93.0948,150860.0
2021-03-30,92.9104,95.4279,92.3663,94.9484,93426.0
2021-03-31,95.1236,96.3501,94.3398,94.7455,199836.0
2021-04-01,95.0314,97.1432,95.0314,97.0879,128097.0
2021-04-02,95.0314,97.1432,95.0314,97.0879,128097.0
2021-04-03,95.0314,97.1432,95.0314,97.0879,128097.0
2021-04-04,95.0314,97.1432,95.0314,97.0879,128097.0
2021-04-05,98.342,100.5645,97.6923,99.7253,205706.0
2021-04-06,99.5962,100.7858,98.2222,98.8492,226050.0
2021-04-07,98.1761,98.8677,95.9259,96.1472,121740.0
2021-04-08,96.5991,98.9415,96.0089,98.2959,125055.0
2021-04-09,98.4066,98.5541,97.0602,98.3144,101502.0
2021-04-10,98.4066,98.5541,97.0602,98.3144,101502.0
2021-04-11,98.4066,98.5541,97.0602,98.3144,101502.0
2021-04-12,98.3789,100.8781,97.7887,99.6239,117863.0
2021-04-13,98.6833,100.0573,97.6135,98.6464,119327.0
2021-04-14,99.1259,102.5841,98.7017,99.5593,141511.0
2021-04-15,99.9743,100.6106,97.8441,100.2879,106027.0
2021-04-16,101.8002,102.7778,101.2746,102.3351,123527.0
2021-04-17,101.8002,102.7778,101.2746,102.3351,123527.0
2021-04-18,101.8002,102.7778,101.2746,102.3351,123527.0
2021-04-19,101.2377,102.4688,100.7213,101.4683,129514.0
2021-04-20,101.3392,101.8002,97.5213,98.2683,150061.0
2021-04-21,98.1115,99.5317,96.4885,98.1668,172216.0
2021-04-22,98.4988,98.7201,96.4112,97.1063,138380.0
2021-04-23,96.8297,101.7541,96.4885,100.6291,122607.0
2021-04-24,96.8297,101.7541,96.4885,100.6291,122607.0
2021-04-25,96.8297,101.7541,96.4885,100.6291,122607.0
2021-04-26,101.4314,102.87,101.4314,102.1138,83096.0
2021-04-27,102.8515,103.2573,101.4498,102.8792,88837.0
2021-04-28,102.9069,103.534,101.1793,102.0585,94078.0
2021-04-29,103.5616,105.7564,103.036,103.9397,105149.0
2021-04-30,103.2389,104.0187,101.0263,102.2245,155029.0
2021-05-01,103.2389,104.0187,101.0263,102.2245,155029.0
2021-05-02,103.2389,104.0187,101.0263,102.2245,155029.0
2021-05-03,103.9305,105.6458,102.8515,104.2256,314227.0
2021-05-04,104.1518,105.6089,102.8239,104.8435,175155.0
2021-05-05,105.3783,105.8394,102.8147,104.4193,139773.0
2021-05-06,100.5184,101.4406,87.617,92.8919,778189.0
2021-05-07,92.0158,96.7282,91.564,96.3317,284732.0
2021-05-08,92.0158,96.7282,91.564,96.3317,284732.0
2021-05-09,92.0158,96.7282,91.564,96.3317,284732.0
2021-05-10,96.4147,96.4147,92.4677,92.4769,184055.0
2021-05-11,91.1121,91.9974,89.7565,91.5916,132469.0
2021-05-12,91.5824,91.8268,88.8666,88.9173,231067.0
2021-05-13,89.4337,93.1686,89.053,92.2833,146549.0
2021-05-14,92.689,93.9432,92.2187,93.6942,142162.0
2021-05-15,92.689,93.9432,92.2187,93.6942,142162.0
2021-05-16,92.689,93.9432,92.2187,93.6942,142162.0
2021-05-17,92.1542,92.6245,90.9553,92.5692,97446.0
2021-05-18,92.606,93.1685,91.066,91.2043,93079.0
2021-05-19,89.5452,91.7419,88.5257,91.4546,100762.0
2021-05-20,91.2414,92.2749,90.2033,91.918,100108.0
2021-05-21,93.1044,93.1091,90.7502,91.5566,115868.0
2021-05-22,93.1044,93.1091,90.7502,91.5566,115868.0
2021-05-23,93.1044,93.1091,90.7502,91.5566,115868.0
2021-05-24,92.5761,92.9005,91.6493,92.8078,116161.0
2021-05-25,93.2527,94.3835,90.2404,90.3146,134066.0
2021-05-26,90.8336,93.6698,90.8336,92.9005,133935.0
2021-05-27,93.9664,94.6616,93.1415,93.744,139742.0
2021-05-28,93.985,94.7172,92.6874,94.1147,84832.0
2021-05-29,93.985,94.7172,92.6874,94.1147,84832.0
