,AA US Equity,AA US Equity,AA US Equity,AA US Equity,AA US Equity
2020-05-28,9.7139,10.4063,9.1775,9.2457,15644265.0
2020-05-29,9.0507,9.236,8.7483,8.9824,7942378.0
2020-05-30,9.0507,9.236,8.7483,8.9824,7942378.0
2020-05-31,9.0507,9.236,8.7483,8.9824,7942378.0
2020-06-01,8.9824,9.4067,8.9239,9.2555,5525222.0
2020-06-02,9.3823,9.7919,9.3823,9.6749,6267115.0
2020-06-03,9.9479,10.6209,9.8358,10.5039,8568694.0
2020-06-04,10.5819,11.3621,10.3137,11.3524,11430613.0
2020-06-05,12.3764,13.5175,11.2841,11.7717,18677633.0
2020-06-06,12.3764,13.5175,11.2841,11.7717,18677633.0
2020-06-07,12.3764,13.5175,11.2841,11.7717,18677633.0
2020-06-08,12.3862,12.7178,11.9961,12.6593,11247246.0
2020-06-09,12.0741,12.3764,11.7717,12.2789,7781523.0
2020-06-10,12.2009,12.2984,11.6352,11.8693,8252125.0
2020-06-11,10.6209,11.1572,10.0162,10.1625,11959427.0
2020-06-12,10.9232,11.3329,10.7721,11.2451,10185645.0
2020-06-13,10.9232,11.3329,10.7721,11.2451,10185645.0
2020-06-14,10.9232,11.3329,10.7721,11.2451,10185645.0
2020-06-15,10.6307,11.2451,10.4161,11.128,6956181.0
2020-06-16,11.723,11.84,11.0988,11.2646,9388165.0
2020-06-17,11.2646,11.5182,11.0988,11.2646,6532178.0
2020-06-18,10.9818,11.6401,10.8548,11.3621,6059734.0
2020-06-19,11.684,11.7035,11.0598,11.1963,8894573.0
2020-06-20,11.684,11.7035,11.0598,11.1963,8894573.0
2020-06-21,11.684,11.7035,11.0598,11.1963,8894573.0
2020-06-22,11.1378,11.6157,11.05,11.5377,7827434.0
2020-06-23,11.8205,12.0058,11.6352,11.8985,7237304.0
2020-06-24,11.6645,11.7425,10.6307,10.8647,7562692.0
2020-06-25,10.7379,11.5474,10.5916,11.5377,6728553.0
2020-06-26,11.3231,11.4109,10.6014,10.6599,25817580.0
2020-06-27,11.3231,11.4109,10.6014,10.6599,25817580.0
2020-06-28,11.3231,11.4109,10.6014,10.6599,25817580.0
2020-06-29,10.7672,10.9135,10.4356,10.7184,7397605.0
2020-06-30,10.5721,11.0793,10.4795,10.9622,5798134.0
2020-07-01,10.9037,11.3719,10.6307,10.6794,7706527.0
2020-07-02,10.9818,11.3914,10.5917,10.6989,7515353.0
2020-07-03,10.9818,11.3914,10.5917,10.6989,7515353.0
2020-07-04,10.9818,11.3914,10.5917,10.6989,7515353.0
2020-07-05,10.9818,11.3914,10.5917,10.6989,7515353.0
2020-07-06,11.0695,11.2888,10.7477,11.1866,7084253.0
2020-07-07,10.9525,11.3524,10.8355,10.9525,4613857.0
2020-07-08,11.7717,11.8205,10.6209,10.816,12283996.0
2020-07-09,10.7574,10.7873,10.2015,10.26,8074262.0
2020-07-10,10.2308,11.1378,10.1736,11.128,7890349.0
2020-07-11,10.2308,11.1378,10.1736,11.128,7890349.0
2020-07-12,10.2308,11.1378,10.1736,11.128,7890349.0
2020-07-13,11.2451,11.6791,11.1817,11.2256,7871869.0
2020-07-14,11.0988,12.3862,10.9622,12.2984,11441062.0
2020-07-15,12.5325,12.6495,11.8254,12.3764,11807550.0
2020-07-16,12.4935,13.3615,12.4349,13.1567,16696892.0
2020-07-17,13.2054,13.5175,12.4642,12.7373,9757629.0
2020-07-18,13.2054,13.5175,12.4642,12.7373,9757629.0
2020-07-19,13.2054,13.5175,12.4642,12.7373,9757629.0
2020-07-20,12.5812,12.7689,12.3959,12.4057,4678559.0
2020-07-21,12.513,12.9421,12.4935,12.8348,5734469.0
2020-07-22,12.7275,13.0542,12.6788,12.747,4860872.0
2020-07-23,12.6983,12.8446,12.3081,12.3959,5684962.0
2020-07-24,12.2789,12.5422,11.9961,12.4349,4173960.0
2020-07-25,12.2789,12.5422,11.9961,12.4349,4173960.0
2020-07-26,12.2789,12.5422,11.9961,12.4349,4173960.0
2020-07-27,12.4935,12.9811,12.2234,12.9128,4692296.0
2020-07-28,12.6495,12.7958,12.4837,12.591,3546374.0
2020-07-29,12.6788,13.0299,12.4935,12.8543,4758535.0
2020-07-30,12.513,12.9226,12.1619,12.8543,6616336.0
2020-07-31,12.6007,12.8055,12.1716,12.6788,10357413.0
2020-08-01,12.6007,12.8055,12.1716,12.6788,10357413.0
2020-08-02,12.6007,12.8055,12.1716,12.6788,10357413.0
2020-08-03,12.7568,13.4395,12.6007,13.342,5888115.0
2020-08-04,13.2737,13.5078,12.9713,13.3322,4871603.0
2020-08-05,13.654,14.4786,13.654,14.3172,9437501.0
2020-08-06,14.366,15.117,13.9662,14.5318,10031558.0
2020-08-07,14.2782,14.4733,13.8784,14.3075,6573588.0
2020-08-08,14.2782,14.4733,13.8784,14.3075,6573588.0
2020-08-09,14.2782,14.4733,13.8784,14.3075,6573588.0
2020-08-10,14.4928,15.6729,14.4733,15.1853,8087794.0
2020-08-11,15.6241,15.6729,14.4635,14.5221,7744457.0
2020-08-12,14.8927,15.0341,14.4538,14.5903,3987737.0
2020-08-13,14.3855,14.7464,14.0637,14.1222,4135694.0
2020-08-14,13.9759,14.4148,13.8296,14.2782,2991556.0
2020-08-15,13.9759,14.4148,13.8296,14.2782,2991556.0
2020-08-16,13.9759,14.4148,13.8296,14.2782,2991556.0
2020-08-17,14.3855,14.5318,14.0052,14.1417,2527740.0
2020-08-18,14.2587,14.6073,14.21,14.3953,4571125.0
2020-08-19,14.4343,15.551,14.405,14.9317,7297256.0
2020-08-20,14.6683,14.8683,14.366,14.8146,3140945.0
2020-08-21,14.5416,14.6683,14.1563,14.2392,4326712.0
2020-08-22,14.5416,14.6683,14.1563,14.2392,4326712.0
2020-08-23,14.5416,14.6683,14.1563,14.2392,4326712.0
2020-08-24,14.483,14.7561,14.3368,14.7464,3171175.0
2020-08-25,14.7464,14.8732,14.4538,14.6781,2363258.0
2020-08-26,14.7171,15.0585,14.6488,14.6976,3158480.0
2020-08-27,14.8439,14.9512,14.3094,14.4733,3246941.0
2020-08-28,14.6391,14.8049,14.4933,14.7464,3144918.0
2020-08-29,14.6391,14.8049,14.4933,14.7464,3144918.0
2020-08-30,14.6391,14.8049,14.4933,14.7464,3144918.0
2020-08-31,14.8537,14.8537,14.2587,14.2587,4033212.0
2020-09-01,14.2782,14.8049,13.8881,14.7171,4123171.0
2020-09-02,14.366,14.5025,14.0539,14.3075,5691182.0
2020-09-03,14.171,14.4148,13.6638,13.8784,3930760.0
2020-09-04,14.1612,14.3075,13.5565,14.0442,3929632.0
2020-09-05,14.1612,14.3075,13.5565,14.0442,3929632.0
2020-09-06,14.1612,14.3075,13.5565,14.0442,3929632.0
2020-09-07,14.1612,14.3075,13.5565,14.0442,3929632.0
2020-09-08,13.9076,14.1953,13.3517,13.8784,4901863.0
2020-09-09,13.9661,14.0442,13.7028,13.7516,3084124.0
2020-09-10,13.8003,13.9856,13.3907,13.4395,4206090.0
2020-09-11,13.5468,13.9271,13.3371,13.6345,4217426.0
2020-09-12,13.5468,13.9271,13.3371,13.6345,4217426.0
2020-09-13,13.5468,13.9271,13.3371,13.6345,4217426.0
2020-09-14,13.8394,13.8686,13.5273,13.7028,2691561.0
2020-09-15,13.8491,14.0344,13.4395,13.4395,5345890.0
2020-09-16,13.576,13.7321,13.3663,13.5565,5585966.0
2020-09-17,13.2737,13.3029,12.8836,13.1176,7479512.0
2020-09-18,13.1567,13.4639,12.9713,12.9909,7734461.0
2020-09-19,13.1567,13.4639,12.9713,12.9909,7734461.0
2020-09-20,13.1567,13.4639,12.9713,12.9909,7734461.0
2020-09-21,12.6397,12.7664,11.6888,11.9961,7070388.0
2020-09-22,12.0546,12.1131,11.5962,11.9083,4914999.0
2020-09-23,11.7132,12.0838,11.2841,11.3524,5418928.0
2020-09-24,11.3719,11.6206,11.1085,11.4109,3919562.0
2020-09-25,11.2158,11.4668,11.0208,11.2646,6190419.0
2020-09-26,11.2158,11.4668,11.0208,11.2646,6190419.0
2020-09-27,11.2158,11.4668,11.0208,11.2646,6190419.0
2020-09-28,11.5377,12.0253,11.5279,11.9375,5121059.0
2020-09-29,11.8789,11.8789,11.2646,11.3816,5180879.0
2020-09-30,11.3914,11.801,11.2743,11.3426,5513080.0
2020-10-01,11.4011,11.5864,11.011,11.1085,6112046.0
2020-10-02,10.7477,11.6547,10.7087,11.5279,5600902.0
2020-10-03,10.7477,11.6547,10.7087,11.5279,5600902.0
2020-10-04,10.7477,11.6547,10.7087,11.5279,5600902.0
2020-10-05,11.6547,11.8693,11.5425,11.6352,5387481.0
2020-10-06,11.8108,12.1619,11.3719,11.3816,7031319.0
2020-10-07,11.6645,11.9961,11.6645,11.9375,3928884.0
2020-10-08,12.1423,12.4252,12.0741,12.4154,4872874.0
2020-10-09,12.6202,12.6495,11.9473,12.2106,8440008.0
2020-10-10,12.6202,12.6495,11.9473,12.2106,8440008.0
2020-10-11,12.6202,12.6495,11.9473,12.2106,8440008.0
2020-10-12,12.2789,12.3374,12.0442,12.2789,5099471.0
2020-10-13,12.1326,12.513,12.0546,12.4057,5930770.0
2020-10-14,12.4739,12.8153,12.3915,12.6788,7484734.0
2020-10-15,11.1671,12.1326,11.128,11.9961,13471681.0
2020-10-16,12.0058,12.3472,11.7327,12.3081,5378026.0
2020-10-17,12.0058,12.3472,11.7327,12.3081,5378026.0
2020-10-18,12.0058,12.3472,11.7327,12.3081,5378026.0
2020-10-19,12.3569,12.8933,12.2984,12.3179,6672158.0
2020-10-20,12.5812,12.7763,12.4252,12.4837,4542602.0
2020-10-21,12.513,13.2639,12.4837,12.9909,7320878.0
2020-10-22,12.9518,13.3322,12.6983,13.3224,5368251.0
2020-10-23,13.459,13.7906,13.1371,13.1371,5307324.0
2020-10-24,13.459,13.7906,13.1371,13.1371,5307324.0
2020-10-25,13.459,13.7906,13.1371,13.1371,5307324.0
2020-10-26,12.9323,13.0396,12.5471,12.6788,3640636.0
2020-10-27,12.6105,12.8884,12.4544,12.708,3815534.0
2020-10-28,12.1911,12.3179,12.0448,12.0546,4349777.0
2020-10-29,11.9083,12.4739,11.8498,12.4349,5620866.0
2020-10-30,12.3862,12.71,12.2984,12.6007,3998321.0
2020-10-31,12.3862,12.71,12.2984,12.6007,3998321.0
2020-11-01,12.3862,12.71,12.2984,12.6007,3998321.0
2020-11-02,12.7763,13.3615,12.708,13.2737,4940788.0
2020-11-03,13.5956,13.7808,13.3517,13.4882,4717116.0
2020-11-04,13.3127,13.3127,12.5422,12.8641,6122748.0
2020-11-05,12.9811,13.9466,12.9811,13.7028,5732695.0
2020-11-06,13.9466,14.1807,13.654,14.0832,4255758.0
2020-11-07,13.9466,14.1807,13.654,14.0832,4255758.0
2020-11-08,13.9466,14.1807,13.654,14.0832,4255758.0
2020-11-09,15.117,15.7851,14.7366,15.3413,8373249.0
2020-11-10,15.4973,15.7607,15.1267,15.5949,4843782.0
2020-11-11,15.8094,15.9363,15.2973,15.4973,5780551.0
2020-11-12,15.1072,15.7022,14.7854,15.234,5090151.0
2020-11-13,15.5266,16.2189,15.4681,16.1605,5058820.0
2020-11-14,15.5266,16.2189,15.4681,16.1605,5058820.0
2020-11-15,15.5266,16.2189,15.4681,16.1605,5058820.0
2020-11-16,16.7847,17.2236,16.3458,17.2236,6564812.0
2020-11-17,16.9408,17.8478,16.6872,17.8185,5443321.0
2020-11-18,17.8478,18.3842,17.8478,17.8771,6255259.0
2020-11-19,17.8478,18.5207,17.7405,18.4622,5024584.0
2020-11-20,18.4232,18.7548,18.1404,18.3549,4749801.0
2020-11-21,18.4232,18.7548,18.1404,18.3549,4749801.0
2020-11-22,18.4232,18.7548,18.1404,18.3549,4749801.0
2020-11-23,18.8231,19.5838,18.7646,19.3205,7392416.0
2020-11-24,19.7399,20.4811,19.5302,20.3055,7384066.0
2020-11-25,20.169,20.325,19.7594,19.8666,5405714.0
2020-11-26,20.169,20.325,19.7594,19.8666,5405714.0
2020-11-27,20.091,20.6664,19.7642,19.9739,3739509.0
2020-11-28,20.091,20.6664,19.7642,19.9739,3739509.0
2020-11-29,20.091,20.6664,19.7642,19.9739,3739509.0
2020-11-30,19.8179,19.9447,19.1644,19.4083,4427569.0
2020-12-01,19.9739,21.5734,19.9544,21.2906,8331878.0
2020-12-02,21.0467,21.905,20.7737,21.8172,5866346.0
2020-12-03,22.1781,22.3244,21.4173,21.4954,5909508.0
2020-12-04,21.7782,23.5727,21.7782,23.1436,7697829.0
2020-12-05,21.7782,23.5727,21.7782,23.1436,7697829.0
2020-12-06,21.7782,23.5727,21.7782,23.1436,7697829.0
2020-12-07,22.929,22.9583,22.4609,22.812,6582480.0
2020-12-08,22.4999,23.0948,22.3341,22.7145,5734950.0
2020-12-09,23.0802,23.4069,21.4564,22.1488,7021415.0
2020-12-10,22.0659,23.5025,21.9733,23.4167,4988111.0
2020-12-11,22.9193,23.0071,21.6124,22.2756,6157390.0
2020-12-12,22.9193,23.0071,21.6124,22.2756,6157390.0
2020-12-13,22.9193,23.0071,21.6124,22.2756,6157390.0
2020-12-14,22.6755,22.7974,21.1462,21.2223,6286195.0
2020-12-15,21.5685,22.0415,21.2205,21.6222,4226504.0
2020-12-16,21.5149,21.5831,20.7778,21.0467,5423842.0
2020-12-17,21.7294,22.6365,21.2028,21.6319,7318439.0
2020-12-18,21.6612,22.0513,21.3198,21.4661,5137275.0
2020-12-19,21.6612,22.0513,21.3198,21.4661,5137275.0
2020-12-20,21.6612,22.0513,21.3198,21.4661,5137275.0
2020-12-21,20.7249,21.6904,20.6079,21.5636,3869440.0
2020-12-22,21.6222,21.6709,20.9687,21.076,4197039.0
2020-12-23,21.2613,22.1001,21.2613,21.6709,3480750.0
2020-12-24,21.788,21.788,21.2711,21.4173,1075501.0
2020-12-25,21.788,21.788,21.2711,21.4173,1075501.0
2020-12-26,21.788,21.788,21.2711,21.4173,1075501.0
2020-12-27,21.788,21.788,21.2711,21.4173,1075501.0
2020-12-28,21.5539,22.4512,21.5441,21.6904,4336333.0
2020-12-29,21.5929,21.788,20.6274,21.4954,3492994.0
2020-12-30,21.5246,22.6072,21.4369,22.3829,3435025.0
2020-12-31,22.4317,22.851,21.8465,22.4804,3443724.0
2021-01-01,22.4317,22.851,21.8465,22.4804,3443724.0
2021-01-02,22.4317,22.851,21.8465,22.4804,3443724.0
2021-01-03,22.4317,22.851,21.8465,22.4804,3443724.0
2021-01-04,23.0363,23.8458,22.5536,22.6755,5400324.0
2021-01-05,22.7242,23.524,22.6462,23.0851,4297930.0
2021-01-06,23.8946,25.0259,23.7971,24.587,5656874.0
2021-01-07,24.9967,25.5526,24.3432,24.6065,4445458.0
2021-01-08,24.6748,24.8406,23.9141,24.3725,2967826.0
2021-01-09,24.6748,24.8406,23.9141,24.3725,2967826.0
2021-01-10,24.6748,24.8406,23.9141,24.3725,2967826.0
2021-01-11,23.2704,24.2847,22.9486,23.9531,3041869.0
2021-01-12,24.1677,24.8211,23.9336,24.4603,2844175.0
2021-01-13,24.5188,24.5285,23.7093,23.8361,2599874.0
2021-01-14,24.3822,24.7528,24.236,24.47,3991370.0
2021-01-15,23.9092,23.9092,22.3926,22.7047,5866810.0
2021-01-16,23.9092,23.9092,22.3926,22.7047,5866810.0
2021-01-17,23.9092,23.9092,22.3926,22.7047,5866810.0
2021-01-18,23.9092,23.9092,22.3926,22.7047,5866810.0
2021-01-19,23.2997,23.6215,22.2951,22.5194,5737725.0
2021-01-20,22.9193,23.1534,22.0805,22.2756,5578332.0
2021-01-21,20.4128,21.1638,19.5058,19.5155,22833827.0
2021-01-22,18.9206,19.5448,18.6963,18.9206,11183386.0
2021-01-23,18.9206,19.5448,18.6963,18.9206,11183386.0
2021-01-24,18.9206,19.5448,18.6963,18.9206,11183386.0
2021-01-25,18.7841,18.9596,18.1209,18.8621,7926939.0
2021-01-26,19.1157,19.174,18.0916,18.1014,5928799.0
2021-01-27,18.2282,18.5012,16.8725,18.1989,9215320.0
2021-01-28,18.628,18.8231,18.0185,18.0428,7028644.0
2021-01-29,18.1891,18.3743,17.3358,17.5552,7772462.0
2021-01-30,18.1891,18.3743,17.3358,17.5552,7772462.0
2021-01-31,18.1891,18.3743,17.3358,17.5552,7772462.0
2021-02-01,18.0331,18.4232,17.3406,18.3549,9127432.0
2021-02-02,18.6865,18.8962,18.3403,18.6378,7218520.0
2021-02-03,18.6378,19.6813,18.3842,19.4083,10453664.0
2021-02-04,19.5253,19.9407,19.3595,19.8569,5516652.0
2021-02-05,20.0715,20.4616,19.7203,20.4323,5242727.0
2021-02-06,20.0715,20.4616,19.7203,20.4323,5242727.0
2021-02-07,20.0715,20.4616,19.7203,20.4323,5242727.0
2021-02-08,20.8029,21.4271,20.7639,21.2613,8285018.0
2021-02-09,21.232,21.7928,21.1248,21.2223,5591021.0
2021-02-10,21.0467,21.5734,20.5322,21.0272,5196620.0
2021-02-11,20.9785,21.1345,20.4518,20.8614,3865124.0
2021-02-12,20.5688,21.2174,20.4421,21.1248,3306025.0
2021-02-13,20.5688,21.2174,20.4421,21.1248,3306025.0
2021-02-14,20.5688,21.2174,20.4421,21.1248,3306025.0
2021-02-15,20.5688,21.2174,20.4421,21.1248,3306025.0
2021-02-16,21.5441,22.061,21.5095,21.8757,4264320.0
2021-02-17,21.8562,22.1147,21.1735,21.3881,4239475.0
2021-02-18,21.4856,21.7099,20.5493,20.5981,3545632.0
2021-02-19,21.0272,22.7632,21.0175,22.5584,7262321.0
2021-02-20,21.0272,22.7632,21.0175,22.5584,7262321.0
2021-02-21,21.0272,22.7632,21.0175,22.5584,7262321.0
2021-02-22,22.8803,24.8455,22.4804,24.1872,9399508.0
2021-02-23,23.2704,24.47,22.3829,24.2847,6009773.0
2021-02-24,24.4798,26.6156,24.4798,26.5279,8974303.0
2021-02-25,26.8009,27.113,24.4846,24.9284,8444384.0
2021-02-26,23.602,24.3627,23.0558,23.9433,6412682.0
2021-02-27,23.602,24.3627,23.0558,23.9433,6412682.0
2021-02-28,23.602,24.3627,23.0558,23.9433,6412682.0
