,AA US Equity,AA US Equity,AA US Equity,AA US Equity,AA US Equity
2021-03-01,25.0357,25.7281,24.7723,25.3478,5560293.0
2021-03-02,25.5526,27.1716,25.5526,26.8205,8530319.0
2021-03-03,28.1859,30.5948,27.8152,30.0682,17570191.0
2021-03-04,28.9807,29.639,26.684,27.8835,10364263.0
2021-03-05,28.5077,29.7512,26.7327,28.2736,7777627.0
2021-03-06,28.5077,29.7512,26.7327,28.2736,7777627.0
2021-03-07,28.5077,29.7512,26.7327,28.2736,7777627.0
2021-03-08,28.9173,29.4245,27.6982,27.7665,4985666.0
2021-03-09,28.2736,29.3074,27.5032,29.2002,7555203.0
2021-03-10,29.5903,31.6189,29.5903,31.1897,7927665.0
2021-03-11,31.5018,32.0594,30.907,31.3653,6259221.0
2021-03-12,31.102,31.6774,30.507,30.7314,4732979.0
2021-03-13,31.102,31.6774,30.507,30.7314,4732979.0
2021-03-14,31.102,31.6774,30.507,30.7314,4732979.0
2021-03-15,30.6728,30.8972,29.5903,30.273,4543403.0
2021-03-16,29.9901,30.0243,28.5662,28.7905,5035665.0
2021-03-17,29.4245,31.0239,29.2977,31.0239,6861307.0
2021-03-18,30.8777,32.6229,30.1657,30.4193,6727235.0
2021-03-19,30.3608,30.8386,29.327,30.3705,6934807.0
2021-03-20,30.3608,30.8386,29.327,30.3705,6934807.0
2021-03-21,30.3608,30.8386,29.327,30.3705,6934807.0
2021-03-22,30.4583,30.6436,29.3367,29.678,3552299.0
2021-03-23,27.6885,28.5272,26.4401,26.7424,8474586.0
2021-03-24,28.9857,29.7268,27.8835,28.0493,9127477.0
2021-03-25,27.3374,29.0296,26.8692,28.9271,6403022.0
2021-03-26,29.6585,31.9895,29.405,31.97,9604262.0
2021-03-27,29.6585,31.9895,29.405,31.97,9604262.0
2021-03-28,29.6585,31.9895,29.405,31.97,9604262.0
2021-03-29,31.6481,33.1501,31.0678,31.2483,8276237.0
2021-03-30,31.3555,32.2333,30.5656,32.1553,6286685.0
2021-03-31,32.8282,33.4427,31.3165,31.6871,7236579.0
2021-04-01,31.4043,31.7748,30.7119,31.4336,5482082.0
2021-04-02,31.4043,31.7748,30.7119,31.4336,5482082.0
2021-04-03,31.4043,31.7748,30.7119,31.4336,5482082.0
2021-04-04,31.4043,31.7748,30.7119,31.4336,5482082.0
2021-04-05,31.8724,31.9894,30.7314,30.7704,3933781.0
2021-04-06,30.8777,32.2528,30.3315,30.5363,6204497.0
2021-04-07,30.5948,31.18,30.3412,30.7411,4193353.0
2021-04-08,31.0142,31.1312,29.2831,30.6728,5776052.0
2021-04-09,30.39,30.7704,29.7561,30.5851,4317326.0
2021-04-10,30.39,30.7704,29.7561,30.5851,4317326.0
2021-04-11,30.39,30.7704,29.7561,30.5851,4317326.0
2021-04-12,30.7216,31.0922,30.3315,30.9849,4418476.0
2021-04-13,31.1897,31.3848,30.0682,30.468,3412640.0
2021-04-14,31.1605,33.3939,31.0142,32.5649,8200517.0
2021-04-15,32.6332,32.7892,31.3555,32.0285,6132580.0
2021-04-16,33.1891,35.1397,33.0282,34.7496,17790325.0
2021-04-17,33.1891,35.1397,33.0282,34.7496,17790325.0
2021-04-18,33.1891,35.1397,33.0282,34.7496,17790325.0
2021-04-19,34.5252,35.6371,33.9498,35.1397,10102393.0
2021-04-20,35.0226,35.0616,31.5808,32.165,10494794.0
2021-04-21,31.7652,33.823,31.6969,33.4134,7890150.0
2021-04-22,33.3549,33.4817,32.3406,32.3894,5436624.0
2021-04-23,33.1403,33.9986,32.926,33.8523,4818317.0
2021-04-24,33.1403,33.9986,32.926,33.8523,4818317.0
2021-04-25,33.1403,33.9986,32.926,33.8523,4818317.0
2021-04-26,34.2912,36.1442,34.1302,35.8906,7747562.0
2021-04-27,35.1494,36.7684,34.9349,35.8419,5855171.0
2021-04-28,35.6273,36.0564,35.3932,35.5883,3468329.0
2021-04-29,36.0759,36.5733,35.4615,36.2515,4895439.0
2021-04-30,35.6176,37.1293,35.4518,35.7346,6284736.0
2021-05-01,35.6176,37.1293,35.4518,35.7346,6284736.0
2021-05-02,35.6176,37.1293,35.4518,35.7346,6284736.0
2021-05-03,36.2613,37.1146,35.1592,36.6806,4657715.0
2021-05-04,37.0805,38.2996,36.7196,38.1045,6704936.0
2021-05-05,38.3971,39.8698,37.6852,39.5967,7658810.0
2021-05-06,39.8796,40.416,38.3094,38.9043,7163968.0
2021-05-07,38.7775,40.3575,38.2801,40.1819,4828309.0
2021-05-08,38.7775,40.3575,38.2801,40.1819,4828309.0
2021-05-09,38.7775,40.3575,38.2801,40.1819,4828309.0
2021-05-10,41.6936,43.3223,40.0064,40.0259,11649721.0
2021-05-11,38.1045,41.1084,37.9973,40.2989,9042131.0
2021-05-12,40.1136,41.1962,38.1826,38.5337,8252229.0
2021-05-13,38.1787,39.9576,37.2463,38.1631,6493529.0
2021-05-14,38.1338,38.9921,37.6959,38.719,4718169.0
2021-05-15,38.1338,38.9921,37.6959,38.719,4718169.0
2021-05-16,38.1338,38.9921,37.6959,38.719,4718169.0
2021-05-17,38.5727,39.6943,37.6169,39.6748,4774540.0
2021-05-18,40.0941,40.6598,38.6019,38.8555,5665221.0
2021-05-19,37.3926,37.4218,34.5155,35.2762,15755855.0
2021-05-20,35.4615,35.4615,34.4082,34.9349,7124340.0
2021-05-21,35.2762,36.1515,34.7691,35.2469,6902609.0
2021-05-22,35.2762,36.1515,34.7691,35.2469,6902609.0
2021-05-23,35.2762,36.1515,34.7691,35.2469,6902609.0
2021-05-24,35.2177,35.8809,34.5252,35.5981,5462015.0
2021-05-25,35.559,36.0174,34.0766,34.2814,5868522.0
2021-05-26,34.5057,35.681,34.5057,35.6468,5991018.0
2021-05-27,36.5831,38.0899,36.3783,38.046,6946052.0
2021-05-28,37.6852,38.719,37.2756,38.6897,4536793.0
2021-05-29,37.6852,38.719,37.2756,38.6897,4536793.0
2021-05-30,37.6852,38.719,37.2756,38.6897,4536793.0
2021-05-31,37.6852,38.719,37.2756,38.6897,4536793.0
2021-06-01,39.2066,40.138,39.1481,39.9673,7332372.0
2021-06-02,39.6943,39.6943,38.4849,39.0116,5504606.0
2021-06-03,38.0558,38.5629,37.3222,37.7632,5030088.0
2021-06-04,38.3484,38.6019,37.3731,37.8802,3361220.0
2021-06-05,38.3484,38.6019,37.3731,37.8802,3361220.0
2021-06-06,38.3484,38.6019,37.3731,37.8802,3361220.0
2021-06-07,37.7827,37.7827,36.4609,36.8074,5016418.0
2021-06-08,36.7001,37.9582,35.7931,37.6657,5046288.0
2021-06-09,37.5194,37.7242,36.5636,37.0415,4926756.0
2021-06-10,37.3146,37.8412,36.3198,36.4953,3736056.0
2021-06-11,37.2853,37.6071,36.193,36.4563,4649409.0
2021-06-12,37.2853,37.6071,36.193,36.4563,4649409.0
2021-06-13,37.2853,37.6071,36.193,36.4563,4649409.0
2021-06-14,36.3783,36.8513,35.559,36.0369,5887303.0
2021-06-15,35.325,35.4615,33.8913,35.3932,8600587.0
2021-06-16,34.6618,34.9641,33.8328,34.4862,7645651.0
2021-06-17,34.3887,34.4765,31.8237,32.7502,12414489.0
2021-06-18,32.2333,32.6234,31.1117,31.2873,9979915.0
2021-06-19,32.2333,32.6234,31.1117,31.2873,9979915.0
2021-06-20,32.2333,32.6234,31.1117,31.2873,9979915.0
2021-06-21,31.6384,32.5064,31.5506,32.2723,6758628.0
2021-06-22,32.5552,33.2379,31.97,33.0721,6153288.0
2021-06-23,34.2131,35.0714,33.9596,34.1741,9462627.0
2021-06-24,35.0421,35.7639,34.3975,35.4518,6733849.0
2021-06-25,36.0369,36.193,34.8958,34.9154,32496825.0
2021-06-26,36.0369,36.193,34.8958,34.9154,32496825.0
2021-06-27,36.0369,36.193,34.8958,34.9154,32496825.0
2021-06-28,35.2762,35.7053,34.7886,35.1982,8758199.0
2021-06-29,35.6468,37.061,35.6371,36.6026,8493518.0
2021-06-30,36.2808,36.8697,35.7736,35.9297,6047752.0
2021-07-01,36.4758,36.7586,35.5688,36.0467,6119937.0
2021-07-02,36.5148,37.5486,36.2125,36.983,7338025.0
2021-07-03,36.5148,37.5486,36.2125,36.983,7338025.0
2021-07-04,36.5148,37.5486,36.2125,36.983,7338025.0
2021-07-05,36.5148,37.5486,36.2125,36.983,7338025.0
2021-07-06,36.6806,37.0102,35.3445,35.5688,8577484.0
2021-07-07,35.7541,36.3588,34.9446,35.3347,4987915.0
2021-07-08,34.1351,35.1982,33.2379,34.4862,6245448.0
2021-07-09,35.5981,36.8464,35.3835,36.5148,6624400.0
2021-07-10,35.5981,36.8464,35.3835,36.5148,6624400.0
2021-07-11,35.5981,36.8464,35.3835,36.5148,6624400.0
2021-07-12,35.9687,37.0025,35.6761,36.3685,5139491.0
2021-07-13,36.232,36.2613,34.3497,34.7398,8073363.0
2021-07-14,35.3542,35.9882,34.0766,34.2717,6964629.0
2021-07-15,34.3984,35.0421,33.389,33.6865,8560168.0
2021-07-16,34.4765,34.8178,31.9235,32.1358,14579689.0
2021-07-17,34.4765,34.8178,31.9235,32.1358,14579689.0
2021-07-18,34.4765,34.8178,31.9235,32.1358,14579689.0
2021-07-19,31.1995,31.6481,30.2291,30.8386,12140838.0
2021-07-20,30.7704,34.3889,30.4875,34.0864,15651337.0
2021-07-21,34.3789,36.4856,34.3789,36.1735,11877733.0
2021-07-22,36.0369,36.5636,35.2079,36.31,7230108.0
2021-07-23,36.5928,36.9342,35.5883,36.1442,5840643.0
2021-07-24,36.5928,36.9342,35.5883,36.1442,5840643.0
2021-07-25,36.5928,36.9342,35.5883,36.1442,5840643.0
2021-07-26,36.6611,38.0558,36.1052,37.9973,8950255.0
2021-07-27,37.1,37.5486,36.4466,37.3243,5782369.0
2021-07-28,37.6071,37.9583,36.8723,37.2853,6217530.0
2021-07-29,37.9778,39.0116,37.8217,38.3971,6648512.0
2021-07-30,38.1923,39.6553,37.9973,39.1579,8142636.0
2021-07-31,38.1923,39.6553,37.9973,39.1579,8142636.0
2021-08-01,38.1923,39.6553,37.9973,39.1579,8142636.0
2021-08-02,39.2261,40.6208,38.4069,38.4264,7601700.0
2021-08-03,38.5434,39.4504,37.061,39.3822,6269207.0
2021-08-04,38.9823,39.0301,37.5779,37.7925,5087554.0
2021-08-05,37.5389,38.3776,37.3438,37.7925,4021718.0
2021-08-06,38.641,39.9381,38.2605,39.704,6146725.0
2021-08-07,38.641,39.9381,38.2605,39.704,6146725.0
2021-08-08,38.641,39.9381,38.2605,39.704,6146725.0
2021-08-09,39.4504,40.4647,38.914,39.5285,5634414.0
2021-08-10,39.6845,43.059,39.6455,42.7859,11404034.0
2021-08-11,42.4056,43.6344,42.0837,43.5564,7674533.0
2021-08-12,43.1956,44.2781,42.6885,44.0343,6678342.0
2021-08-13,44.2684,44.659,43.7807,44.1318,5839387.0
2021-08-14,44.2684,44.659,43.7807,44.1318,5839387.0
2021-08-15,44.2684,44.659,43.7807,44.1318,5839387.0
2021-08-16,43.0103,43.098,41.762,42.3471,4964509.0
2021-08-17,41.7229,41.8789,39.3432,40.5818,8015483.0
2021-08-18,40.0161,41.3035,39.7918,40.4647,6107372.0
2021-08-19,38.914,39.0993,35.7039,36.0077,16177792.0
2021-08-20,36.5733,37.256,36.271,36.7782,7819084.0
2021-08-21,36.5733,37.256,36.271,36.7782,7819084.0
2021-08-22,36.5733,37.256,36.271,36.7782,7819084.0
2021-08-23,37.6462,40.416,37.6169,40.0941,9678618.0
2021-08-24,40.7964,41.9667,40.7086,41.0889,5672786.0
2021-08-25,41.0109,41.64,40.611,41.0207,4728792.0
2021-08-26,40.6891,41.5277,40.3282,40.3965,3971998.0
2021-08-27,41.1474,43.2053,41.0402,43.0395,7106743.0
2021-08-28,41.1474,43.2053,41.0402,43.0395,7106743.0
2021-08-29,41.1474,43.2053,41.0402,43.0395,7106743.0
2021-08-30,43.4004,43.771,42.2593,42.9615,5552301.0
2021-08-31,43.1663,43.8392,41.8984,43.2736,6152582.0
2021-09-01,42.6299,45.0779,41.401,44.4732,11739149.0
2021-09-02,44.8926,47.0479,44.7658,45.7508,8466801.0
2021-09-03,45.7947,46.5408,44.9023,46.0434,5203778.0
2021-09-04,45.7947,46.5408,44.9023,46.0434,5203778.0
2021-09-05,45.7947,46.5408,44.9023,46.0434,5203778.0
2021-09-06,45.7947,46.5408,44.9023,46.0434,5203778.0
2021-09-07,46.4335,47.1942,45.3314,45.6143,6170038.0
2021-09-08,45.3705,46.5896,44.283,44.6,5689816.0
2021-09-09,45.0437,46.7065,44.9023,46.336,7477554.0
2021-09-10,47.0577,49.1009,47.0577,48.2768,10397446.0
2021-09-11,47.0577,49.1009,47.0577,48.2768,10397446.0
2021-09-12,47.0577,49.1009,47.0577,48.2768,10397446.0
2021-09-13,49.0083,49.9046,47.8477,48.0037,8579094.0
2021-09-14,47.7697,48.0272,46.4433,46.8139,6902590.0
2021-09-15,48.4914,50.6078,48.2866,50.4029,9413927.0
2021-09-16,49.691,49.7007,47.4576,48.189,8054416.0
2021-09-17,47.9745,48.5401,46.297,47.6234,10520023.0
2021-09-18,47.9745,48.5401,46.297,47.6234,10520023.0
2021-09-19,47.9745,48.5401,46.297,47.6234,10520023.0
2021-09-20,44.5805,47.282,44.1221,47.2625,9338058.0
2021-09-21,47.5453,47.9257,43.3809,44.4732,14587085.0
2021-09-22,46.1312,48.15,45.9361,46.7651,10983765.0
2021-09-23,46.9212,48.2378,46.6188,47.36,5723397.0
2021-09-24,46.6871,47.8672,46.5701,47.2918,5168089.0
2021-09-25,46.6871,47.8672,46.5701,47.2918,5168089.0
2021-09-26,46.6871,47.8672,46.5701,47.2918,5168089.0
2021-09-27,47.36,50.4322,47.282,50.2859,8264621.0
2021-09-28,50.3249,51.1539,48.9205,49.7202,7122331.0
2021-09-29,50.7882,50.7928,48.9211,49.3301,4609123.0
2021-09-30,48.823,49.2228,47.7209,47.7307,6045624.0
2021-10-01,48.2378,48.6572,46.7554,48.5401,6561195.0
2021-10-02,48.2378,48.6572,46.7554,48.5401,6561195.0
2021-10-03,48.2378,48.6572,46.7554,48.5401,6561195.0
2021-10-04,49.2814,49.9641,47.8477,47.9647,4681676.0
2021-10-05,48.3646,48.5889,47.1942,47.8379,4226393.0
2021-10-06,46.6091,47.0382,44.6682,45.8874,7321764.0
2021-10-07,46.9797,47.0675,45.7801,45.8874,5916632.0
2021-10-08,45.9069,46.1604,44.5024,44.8926,5548594.0
2021-10-09,45.9069,46.1604,44.5024,44.8926,5548594.0
2021-10-10,45.9069,46.1604,44.5024,44.8926,5548594.0
2021-10-11,46.7261,48.1598,45.9849,46.1214,6078775.0
2021-10-12,46.6968,48.2183,46.1747,46.5993,6872261.0
2021-10-13,46.9455,47.6916,46.0629,47.204,5836826.0
2021-10-14,48.072,48.8035,46.8724,47.3991,9971260.0
2021-10-15,50.637,55.5232,49.7397,54.6162,33374931.0
2021-10-16,50.637,55.5232,49.7397,54.6162,33374931.0
2021-10-17,50.637,55.5232,49.7397,54.6162,33374931.0
2021-10-18,53.6312,56.1474,53.6019,55.8256,9883752.0
2021-10-19,55.8256,55.8256,52.2853,52.3535,10860849.0
2021-10-20,51.4953,52.568,50.7345,51.2124,7330394.0
2021-10-21,50.4224,50.4224,48.5694,48.7547,9066902.0
2021-10-22,49.2423,49.73,47.6624,48.033,7469345.0
2021-10-23,49.2423,49.73,47.6624,48.033,7469345.0
2021-10-24,49.2423,49.73,47.6624,48.033,7469345.0
2021-10-25,48.8717,50.8369,48.1305,49.9055,11070148.0
2021-10-26,49.5447,49.9988,48.0427,48.3256,6153108.0
2021-10-27,46.3067,46.7359,44.3269,44.756,12864707.0
2021-10-28,46.1049,46.4079,44.4823,45.4011,10235705.0
2021-10-29,45.0395,46.1439,44.3553,44.9124,6647240.0
2021-10-30,45.0395,46.1439,44.3553,44.9124,6647240.0
2021-10-31,45.0395,46.1439,44.3553,44.9124,6647240.0
2021-11-01,45.1763,46.4568,44.1891,45.6748,9336808.0
2021-11-02,45.8019,46.4079,44.8635,46.0169,10040498.0
2021-11-03,46.1342,47.5514,45.7041,46.359,6552163.0
2021-11-04,46.4274,46.5447,44.2673,45.3229,11378845.0
2021-11-05,44.9613,47.0139,44.9613,46.7793,8316982.0
2021-11-06,44.9613,47.0139,44.9613,46.7793,8316982.0
2021-11-07,44.9613,47.0139,44.9613,46.7793,8316982.0
2021-11-08,48.089,49.4769,47.0725,47.7567,10550347.0
2021-11-09,47.6199,48.0499,45.6943,46.1733,7051546.0
2021-11-10,45.9485,46.6131,44.5703,45.1274,5964765.0
2021-11-11,47.4244,50.5423,47.3071,50.0536,14257316.0
2021-11-12,49.5845,51.6664,49.213,50.7476,9310579.0
2021-11-13,49.5845,51.6664,49.213,50.7476,9310579.0
2021-11-14,49.5845,51.6664,49.213,50.7476,9310579.0
2021-11-15,49.8386,49.8484,48.3236,49.4867,6352096.0
2021-11-16,48.7341,48.8709,46.877,47.1116,8759691.0
2021-11-17,47.8056,48.8709,46.5447,46.8379,5365638.0
2021-11-18,46.4763,46.7499,45.4402,46.6229,4353631.0
2021-11-19,46.2417,46.9943,45.6357,46.5251,5644176.0
2021-11-20,46.2417,46.9943,45.6357,46.5251,5644176.0
2021-11-21,46.2417,46.9943,45.6357,46.5251,5644176.0
2021-11-22,46.7206,48.5777,46.2319,47.4146,6379850.0
2021-11-23,48.0499,49.0762,47.3559,47.9131,4881724.0
2021-11-24,47.7078,50.1758,47.3169,49.3206,7137598.0
2021-11-25,47.7078,50.1758,47.3169,49.3206,7137598.0
2021-11-26,46.662,47.0529,44.7853,46.8672,7291156.0
2021-11-27,46.662,47.0529,44.7853,46.8672,7291156.0
2021-11-28,46.662,47.0529,44.7853,46.8672,7291156.0
2021-11-29,48.1086,48.8074,46.7001,48.0304,6546723.0
2021-11-30,47.6785,48.2649,44.5312,45.4793,9644856.0
2021-12-01,46.8086,46.965,42.7621,42.7914,15223056.0
2021-12-02,43.4316,44.2673,42.8306,43.8079,5522504.0
2021-12-03,43.7493,43.9057,42.2831,43.0749,5930836.0
2021-12-04,43.7493,43.9057,42.2831,43.0749,5930836.0
2021-12-05,43.7493,43.9057,42.2831,43.0749,5930836.0
2021-12-06,43.9057,45.6827,43.1335,44.5312,7116506.0
2021-12-07,46.0071,46.965,45.6748,45.88,5637731.0
2021-12-08,46.0071,47.6345,45.9191,47.4635,5594720.0
2021-12-09,46.7206,49.8288,46.2808,48.8514,8731969.0
2021-12-10,48.8416,49.0176,46.7597,47.698,5525355.0
2021-12-11,48.8416,49.0176,46.7597,47.698,5525355.0
2021-12-12,48.8416,49.0176,46.7597,47.698,5525355.0
2021-12-13,48.1086,48.9198,46.1342,46.7011,4950901.0
2021-12-14,47.8544,49.9266,47.3169,49.3206,14668202.0
2021-12-15,48.392,49.8581,46.9601,49.819,9047608.0
2021-12-16,50.8258,52.9272,50.8062,51.4025,12482609.0
2021-12-17,51.0799,52.5656,49.7322,52.5167,31780861.0
2021-12-18,51.0799,52.5656,49.7322,52.5167,31780861.0
2021-12-19,51.0799,52.5656,49.7322,52.5167,31780861.0
2021-12-20,50.7183,52.1502,50.2002,51.9107,8394528.0
2021-12-21,52.5851,55.9475,52.5363,55.5076,10784072.0
2021-12-22,55.6445,59.1862,55.3903,57.9707,10594824.0
2021-12-23,57.6677,59.2218,57.1399,58.0196,7516371.0
2021-12-24,57.6677,59.2218,57.1399,58.0196,7516371.0
2021-12-25,57.6677,59.2218,57.1399,58.0196,7516371.0
2021-12-26,57.6677,59.2218,57.1399,58.0196,7516371.0
2021-12-27,57.0519,58.5083,55.9377,58.479,6270013.0
2021-12-28,57.9414,58.2151,57.1888,57.8534,6002294.0
2021-12-29,57.7948,58.7624,57.3452,58.2835,4022735.0
2021-12-30,58.3324,60.1992,57.8046,57.873,4507541.0
2021-12-31,57.8241,58.6893,57.3745,58.2346,3943966.0
2022-01-01,57.8241,58.6893,57.3745,58.2346,3943966.0
2022-01-02,57.8241,58.6893,57.3745,58.2346,3943966.0
2022-01-03,58.8797,61.1962,58.7331,58.997,6208442.0
2022-01-04,59.3098,59.7692,55.9181,56.2309,7980653.0
2022-01-05,57.6188,60.3947,57.1252,57.2279,7599751.0
2022-01-06,57.6091,58.1477,55.9572,57.1301,4363058.0
2022-01-07,58.782,61.4699,58.303,60.9616,8071270.0
2022-01-08,58.782,61.4699,58.303,60.9616,8071270.0
2022-01-09,58.782,61.4699,58.303,60.9616,8071270.0
2022-01-10,60.2286,61.2939,59.0762,60.1504,5653472.0
2022-01-11,59.3391,60.8443,57.785,60.7955,6003582.0
2022-01-12,62.2225,62.9165,59.4857,60.4827,6434989.0
2022-01-13,60.3556,61.8315,59.0068,59.1436,5769838.0
2022-01-14,58.909,60.0526,58.0,60.0037,4397108.0
2022-01-15,58.909,60.0526,58.0,60.0037,4397108.0
2022-01-16,58.909,60.0526,58.0,60.0037,4397108.0
2022-01-17,58.909,60.0526,58.0,60.0037,4397108.0
2022-01-18,59.1338,60.1699,57.4722,58.694,5994091.0
2022-01-19,60.0037,60.5316,57.5553,58.2835,7851084.0
2022-01-20,60.6977,62.7992,58.6158,59.8669,15925959.0
2022-01-21,58.6647,58.7917,54.7746,54.9407,11024982.0
2022-01-22,58.6647,58.7917,54.7746,54.9407,11024982.0
2022-01-23,58.6647,58.7917,54.7746,54.9407,11024982.0
2022-01-24,52.5949,56.8858,52.0573,56.7098,9209629.0
2022-01-25,56.2114,60.209,55.4791,59.8278,7780587.0
2022-01-26,60.1504,62.2029,58.5278,59.3782,9267426.0
2022-01-27,59.2316,60.2676,56.1723,56.7196,6445290.0
2022-01-28,56.6903,57.0715,54.3249,56.1038,6995278.0
2022-01-29,56.6903,57.0715,54.3249,56.1038,6995278.0
2022-01-30,56.6903,57.0715,54.3249,56.1038,6995278.0
2022-01-31,55.6542,55.7324,53.7776,55.4294,7206053.0
2022-02-01,56.6805,57.1204,55.449,56.8565,5939348.0
2022-02-02,56.876,58.2395,55.9572,57.873,5613758.0
2022-02-03,57.57,61.9293,57.0128,61.3233,8076610.0
2022-02-04,60.8541,64.1187,60.4827,62.7698,7161159.0
2022-02-05,60.8541,64.1187,60.4827,62.7698,7161159.0
2022-02-06,60.8541,64.1187,60.4827,62.7698,7161159.0
2022-02-07,63.4834,64.2848,61.5969,62.3105,5021855.0
2022-02-08,64.3435,70.3448,64.1187,68.39,16122881.0
2022-02-09,67.9502,70.7358,67.4126,70.2862,10244697.0
2022-02-10,69.3381,72.0553,68.5366,69.5629,11437736.0
2022-02-11,67.4028,72.8177,67.1788,71.8598,9952265.0
2022-02-12,67.4028,72.8177,67.1788,71.8598,9952265.0
2022-02-13,67.4028,72.8177,67.1788,71.8598,9952265.0
2022-02-14,72.8568,73.5312,70.296,72.1922,7813281.0
2022-02-15,70.814,72.5147,68.9667,72.3681,6823367.0
2022-02-16,73.3064,76.1898,73.0327,76.0823,7355774.0
2022-02-17,75.3199,75.9064,73.7311,74.7432,5515030.0
2022-02-18,74.3132,76.6003,73.844,76.4342,5825344.0
2022-02-19,74.3132,76.6003,73.844,76.4342,5825344.0
2022-02-20,74.3132,76.6003,73.844,76.4342,5825344.0
2022-02-21,74.3132,76.6003,73.844,76.4342,5825344.0
2022-02-22,78.1935,78.2717,71.4591,72.417,8994048.0
2022-02-23,72.5734,73.9711,71.4592,73.6192,6588168.0
2022-02-24,73.5899,75.7011,68.2727,71.6448,11610911.0
2022-02-25,71.4591,76.6101,70.1601,76.0921,7361905.0
2022-02-26,71.4591,76.6101,70.1601,76.0921,7361905.0
2022-02-27,71.4591,76.6101,70.1601,76.0921,7361905.0
2022-02-28,75.8966,78.7603,73.3162,73.6387,9363349.0
2022-03-01,76.1312,83.7941,75.3199,77.9785,15303424.0
2022-03-02,79.1807,81.2822,77.0029,80.6957,10760849.0
2022-03-03,80.6664,82.372,77.6559,81.0183,7513666.0
2022-03-04,80.1581,88.8963,79.8845,88.6128,19676804.0
2022-03-05,80.1581,88.8963,79.8845,88.6128,19676804.0
2022-03-06,80.1581,88.8963,79.8845,88.6128,19676804.0
2022-03-07,87.6343,90.335,81.7144,83.5637,12623520.0
2022-03-08,80.2369,83.7594,76.0978,80.5989,12840933.0
2022-03-09,78.0842,79.0724,75.3444,77.8102,11917672.0
2022-03-10,81.8905,82.5461,76.5675,81.1566,10238577.0
2022-03-11,78.7593,80.1069,76.9589,77.3405,5690036.0
2022-03-12,78.7593,80.1069,76.9589,77.3405,5690036.0
2022-03-13,78.7593,80.1069,76.9589,77.3405,5690036.0
2022-03-14,75.5107,75.5107,70.4989,71.9196,7915115.0
2022-03-15,69.5419,72.4089,68.4264,72.1251,7090348.0
2022-03-16,73.1819,75.1389,71.0204,74.0038,6809804.0
2022-03-17,76.3033,79.9629,75.3639,78.9942,8423152.0
2022-03-18,78.7887,80.9218,77.5068,80.6674,7681594.0
2022-03-19,78.7887,80.9218,77.5068,80.6674,7681594.0
2022-03-20,78.7887,80.9218,77.5068,80.6674,7681594.0
2022-03-21,83.7301,90.1295,83.466,88.74,9901007.0
2022-03-22,88.0453,89.5942,86.6167,87.9474,6100540.0
2022-03-23,89.5228,93.7303,89.0629,92.1941,6848035.0
2022-03-24,89.6794,93.3879,89.425,93.016,7352274.0
2022-03-25,93.8282,95.9809,89.0629,89.9827,6039434.0
2022-03-26,93.8282,95.9809,89.0629,89.9827,6039434.0
2022-03-27,93.8282,95.9809,89.0629,89.9827,6039434.0
2022-03-28,88.6911,90.8731,86.2155,90.4719,5111285.0
2022-03-29,84.6401,88.1627,82.3206,88.1333,7530657.0
2022-03-30,90.6089,91.969,89.0042,90.2078,5513570.0
2022-03-31,89.6989,90.7068,87.8697,88.0942,4567221.0
2022-04-01,89.7185,91.5679,85.6528,88.6715,5746311.0
2022-04-02,89.7185,91.5679,85.6528,88.6715,5746311.0
2022-04-03,89.7185,91.5679,85.6528,88.6715,5746311.0
2022-04-04,89.0433,89.6109,86.9396,88.9455,3687030.0
2022-04-05,91.196,91.196,83.2702,85.8241,6846078.0
2022-04-06,87.0863,87.8789,84.8749,85.8436,4531447.0
2022-04-07,85.8143,86.4937,81.3818,84.2487,6516553.0
2022-04-08,83.4659,85.0021,81.8318,82.3406,4586351.0
2022-04-09,83.4659,85.0021,81.8318,82.3406,4586351.0
2022-04-10,83.4659,85.0021,81.8318,82.3406,4586351.0
2022-04-11,81.822,82.3896,79.092,80.7555,4671668.0
2022-04-12,81.9003,84.5227,81.1705,81.4698,4274335.0
2022-04-13,82.9082,85.8534,81.3621,85.5403,4797730.0
2022-04-14,85.5012,88.1431,85.2272,85.8828,5012822.0
2022-04-15,85.5012,88.1431,85.2272,85.8828,5012822.0
2022-04-16,85.5012,88.1431,85.2272,85.8828,5012822.0
2022-04-17,85.5012,88.1431,85.2272,85.8828,5012822.0
2022-04-18,86.1078,89.0238,85.0706,87.5267,4475049.0
2022-04-19,85.9611,86.3035,83.6714,84.7184,5120603.0
2022-04-20,84.0628,86.1176,80.7848,85.0609,6909149.0
2022-04-21,78.9159,79.6498,69.7865,70.6476,21971312.0
2022-04-22,70.3247,70.7454,65.2854,65.9214,10970339.0
2022-04-23,70.3247,70.7454,65.2854,65.9214,10970339.0
2022-04-24,70.3247,70.7454,65.2854,65.9214,10970339.0
2022-04-25,63.3186,67.1054,61.117,65.9214,14092516.0
2022-04-26,65.7062,67.5457,63.2795,65.53,7984906.0
2022-04-27,66.7972,70.0018,66.0878,68.4851,8631131.0
2022-04-28,68.2796,69.4718,65.6388,69.0037,5643487.0
2022-04-29,69.5321,71.1173,65.7795,66.3422,6093752.0
2022-04-30,69.5321,71.1173,65.7795,66.3422,6093752.0
2022-05-01,69.5321,71.1173,65.7795,66.3422,6093752.0
2022-05-02,65.5594,66.166,63.0446,64.7374,5816742.0
