,TPX US Equity,TPX US Equity,TPX US Equity,TPX US Equity,TPX US Equity
2021-03-01,33.097,34.0838,33.0312,33.6968,2312446.0
2021-03-02,33.6968,34.2812,33.513,34.0258,2537796.0
2021-03-03,34.2483,35.4673,34.1031,34.8578,3015542.0
2021-03-04,34.5482,34.6643,31.9457,33.0583,3632198.0
2021-03-05,33.4259,35.0029,32.5165,34.9545,2398357.0
2021-03-06,33.4259,35.0029,32.5165,34.9545,2398357.0
2021-03-07,33.4259,35.0029,32.5165,34.9545,2398357.0
2021-03-08,35.3512,36.4144,35.0706,35.893,2800870.0
2021-03-09,36.3186,36.8314,35.4673,35.535,3264530.0
2021-03-10,35.1964,36.1542,35.0222,35.5543,2160366.0
2021-03-11,36.0671,36.309,35.6047,35.8252,2048738.0
2021-03-12,35.8252,36.9088,35.5737,36.7347,2256217.0
2021-03-13,35.8252,36.9088,35.5737,36.7347,2256217.0
2021-03-14,35.8252,36.9088,35.5737,36.7347,2256217.0
2021-03-15,36.7443,37.973,36.4347,37.8763,3126467.0
2021-03-16,38.1181,38.1181,36.8411,37.2571,2223738.0
2021-03-17,37.0926,38.2729,36.9572,37.8763,2567953.0
2021-03-18,37.7215,38.776,36.9088,36.9959,2378290.0
2021-03-19,36.9862,38.6599,36.6379,38.1859,3449846.0
2021-03-20,36.9862,38.6599,36.6379,38.1859,3449846.0
2021-03-21,36.9862,38.6599,36.6379,38.1859,3449846.0
2021-03-22,38.4567,38.6889,37.5183,37.615,2902719.0
2021-03-23,37.1216,37.1652,35.3996,35.6124,2918498.0
2021-03-24,36.0961,36.6863,35.3028,35.3609,1817095.0
2021-03-25,34.8965,36.2219,34.4805,36.0478,3201626.0
2021-03-26,36.4154,37.0829,35.8639,36.7347,1699796.0
2021-03-27,36.4154,37.0829,35.8639,36.7347,1699796.0
2021-03-28,36.4154,37.0829,35.8639,36.7347,1699796.0
2021-03-29,36.4734,37.0636,34.4901,35.119,2794188.0
2021-03-30,35.2835,35.8833,34.9352,35.7478,1664005.0
2021-03-31,35.9026,36.0574,35.3609,35.3705,1895455.0
2021-04-01,35.6221,36.4444,35.4044,36.2025,1662146.0
2021-04-02,35.6221,36.4444,35.4044,36.2025,1662146.0
2021-04-03,35.6221,36.4444,35.4044,36.2025,1662146.0
2021-04-04,35.6221,36.4444,35.4044,36.2025,1662146.0
2021-04-05,36.696,37.0346,35.8543,36.2993,1204146.0
2021-04-06,36.4251,36.9233,36.0518,36.396,1395615.0
2021-04-07,36.3767,36.5992,35.98,36.2606,1052942.0
2021-04-08,36.2412,36.4057,35.6956,36.2703,1265233.0
2021-04-09,36.5702,37.6731,36.4396,37.6634,2042108.0
2021-04-10,36.5702,37.6731,36.4396,37.6634,2042108.0
2021-04-11,36.5702,37.6731,36.4396,37.6634,2042108.0
2021-04-12,37.8859,38.0359,37.0926,37.5957,1689482.0
2021-04-13,37.5667,37.6731,36.6872,37.5667,1602337.0
2021-04-14,37.4216,38.002,37.2087,37.7118,1714842.0
2021-04-15,38.1278,38.2197,37.3925,37.7989,1365441.0
2021-04-16,37.9246,38.3697,37.7021,38.2149,1571348.0
2021-04-17,37.9246,38.3697,37.7021,38.2149,1571348.0
2021-04-18,37.9246,38.3697,37.7021,38.2149,1571348.0
2021-04-19,38.1181,38.3793,37.5667,37.7311,2163439.0
2021-04-20,38.002,38.1375,36.5799,37.1216,1202813.0
2021-04-21,37.1023,38.2246,36.8314,38.1472,3008064.0
2021-04-22,37.7311,38.36,37.2087,37.6924,2520955.0
2021-04-23,38.1085,38.8728,37.9246,38.6793,1733122.0
2021-04-24,38.1085,38.8728,37.9246,38.6793,1733122.0
2021-04-25,38.1085,38.8728,37.9246,38.6793,1733122.0
2021-04-26,38.9888,39.3081,38.3019,38.4567,2024707.0
2021-04-27,38.6019,39.521,38.3213,39.3178,2059495.0
2021-04-28,39.1146,39.6999,38.4954,38.9888,2165836.0
2021-04-29,36.9572,38.6289,36.5992,37.1894,4080177.0
2021-04-30,37.3055,37.9343,36.7734,36.8991,2684200.0
2021-05-01,37.3055,37.9343,36.7734,36.8991,2684200.0
2021-05-02,37.3055,37.9343,36.7734,36.8991,2684200.0
2021-05-03,37.528,38.0117,37.2571,37.7118,2642071.0
2021-05-04,37.3925,37.6924,36.8604,37.3925,1177473.0
2021-05-05,37.7602,37.8666,37.0249,37.7698,1137211.0
2021-05-06,37.8376,37.9537,36.7347,37.4216,1630075.0
2021-05-07,37.6054,38.2342,37.1894,38.0698,1315588.0
2021-05-08,37.6054,38.2342,37.1894,38.0698,1315588.0
2021-05-09,37.6054,38.2342,37.1894,38.0698,1315588.0
2021-05-10,38.1375,38.8671,37.7989,37.9246,1077601.0
2021-05-11,37.3538,37.6731,36.3767,37.17,2101524.0
2021-05-12,36.8889,36.9956,34.7179,34.8148,2503209.0
2021-05-13,34.9796,35.9876,34.9311,35.6192,1769860.0
2021-05-14,35.9972,36.8696,35.9003,36.7242,1709583.0
2021-05-15,35.9972,36.8696,35.9003,36.7242,1709583.0
2021-05-16,35.9972,36.8696,35.9003,36.7242,1709583.0
2021-05-17,36.6757,36.8017,35.7937,36.3849,1253441.0
2021-05-18,36.666,37.0052,35.7743,35.8034,2287225.0
2021-05-19,35.1152,35.4012,34.4756,35.1637,1685200.0
2021-05-20,35.2316,35.4836,34.6791,35.3285,1205824.0
2021-05-21,35.5514,35.8033,34.5531,34.5919,2166769.0
2021-05-22,35.5514,35.8033,34.5531,34.5919,2166769.0
2021-05-23,35.5514,35.8033,34.5531,34.5919,2166769.0
2021-05-24,34.9311,36.0942,34.7566,35.5805,2050342.0
2021-05-25,35.7646,35.9779,35.4739,35.532,2010371.0
2021-05-26,35.7162,36.1038,35.5417,35.7162,1598410.0
2021-05-27,38.6239,39.2054,37.7031,38.2362,3223186.0
2021-05-28,38.4494,38.7886,37.0537,37.3154,1450490.0
2021-05-29,38.4494,38.7886,37.0537,37.3154,1450490.0
2021-05-30,38.4494,38.7886,37.0537,37.3154,1450490.0
2021-05-31,38.4494,38.7886,37.0537,37.3154,1450490.0
2021-06-01,37.7031,38.2749,37.3832,38.0229,1149033.0
2021-06-02,37.9454,38.2168,36.9956,37.0731,1620584.0
2021-06-03,36.8308,37.0731,35.8616,36.7629,1551461.0
2021-06-04,36.8696,37.4172,36.7339,37.3736,1454906.0
2021-06-05,36.8696,37.4172,36.7339,37.3736,1454906.0
2021-06-06,36.8696,37.4172,36.7339,37.3736,1454906.0
2021-06-07,37.3736,38.2556,37.3639,37.7612,1990497.0
2021-06-08,37.9163,38.1296,37.4705,37.9842,1550755.0
2021-06-09,38.0811,38.1603,37.5577,37.7612,1123160.0
2021-06-10,38.0326,38.5463,37.0052,37.2476,2204699.0
2021-06-11,37.3251,38.304,37.2621,38.2652,2155602.0
2021-06-12,37.3251,38.304,37.2621,38.2652,2155602.0
2021-06-13,37.3251,38.304,37.2621,38.2652,2155602.0
2021-06-14,38.304,38.3816,37.3978,37.6256,1612469.0
2021-06-15,37.5771,37.5771,36.9762,37.3542,1100454.0
2021-06-16,37.3154,37.4996,36.5206,36.8792,1654003.0
2021-06-17,36.8308,37.044,35.2606,36.1426,1800617.0
2021-06-18,35.5708,36.3074,35.3769,36.0651,4600225.0
2021-06-19,35.5708,36.3074,35.3769,36.0651,4600225.0
2021-06-20,35.5708,36.3074,35.3769,36.0651,4600225.0
2021-06-21,36.4334,36.8114,36.1523,36.5109,1228938.0
2021-06-22,36.5982,36.7193,36.1232,36.4625,1208455.0
2021-06-23,36.4237,36.5788,36.0942,36.288,876279.0
2021-06-24,36.5885,36.7823,36.3074,36.7532,817418.0
2021-06-25,36.8308,37.7031,36.7145,37.5771,2577576.0
2021-06-26,36.8308,37.7031,36.7145,37.5771,2577576.0
2021-06-27,36.8308,37.7031,36.7145,37.5771,2577576.0
2021-06-28,37.674,37.674,36.9384,37.4899,1596836.0
2021-06-29,37.2185,38.1489,37.1216,37.6643,1593493.0
2021-06-30,37.6643,38.2022,37.3736,37.9842,1646693.0
2021-07-01,38.3331,40.5429,38.1683,40.2425,3205080.0
2021-07-02,40.4751,41.1196,39.8451,40.9403,3312601.0
2021-07-03,40.4751,41.1196,39.8451,40.9403,3312601.0
2021-07-04,40.4751,41.1196,39.8451,40.9403,3312601.0
2021-07-05,40.4751,41.1196,39.8451,40.9403,3312601.0
2021-07-06,41.1439,41.2892,38.5657,39.3411,2773911.0
2021-07-07,39.4186,39.9517,39.0309,39.3023,1151147.0
2021-07-08,38.1102,38.556,36.6272,38.0326,1821987.0
2021-07-09,38.43,39.2054,38.43,39.0697,1245510.0
2021-07-10,38.43,39.2054,38.43,39.0697,1245510.0
2021-07-11,38.43,39.2054,38.43,39.0697,1245510.0
2021-07-12,38.9146,39.5979,38.556,39.4477,1333926.0
2021-07-13,39.1472,39.2732,38.43,38.4494,909827.0
2021-07-14,38.6723,39.0212,38.178,38.2556,1055166.0
2021-07-15,38.0229,38.1732,37.4705,37.8291,1097874.0
2021-07-16,37.9163,38.2943,37.3251,37.3929,742190.0
2021-07-17,37.9163,38.2943,37.3251,37.3929,742190.0
2021-07-18,37.9163,38.2943,37.3251,37.3929,742190.0
2021-07-19,36.4431,37.2379,36.2202,36.7532,1000108.0
2021-07-20,36.8017,38.5124,36.5497,38.3137,1107599.0
2021-07-21,38.3234,39.1957,38.2895,39.1569,1197526.0
2021-07-22,39.2539,39.2539,38.1199,38.2071,875655.0
2021-07-23,38.4979,39.0503,38.2943,38.5948,858152.0
2021-07-24,38.4979,39.0503,38.2943,38.5948,858152.0
2021-07-25,38.4979,39.0503,38.2943,38.5948,858152.0
2021-07-26,38.4979,38.9243,38.4155,38.6723,966890.0
2021-07-27,38.2652,38.3961,36.3559,37.0731,3044745.0
2021-07-28,36.9762,37.4026,35.9558,36.4819,2664896.0
2021-07-29,38.2362,42.6365,37.9939,42.1034,7070028.0
2021-07-30,42.1616,42.1616,41.202,41.9386,2468642.0
2021-07-31,42.1616,42.1616,41.202,41.9386,2468642.0
2021-08-01,42.1616,42.1616,41.202,41.9386,2468642.0
2021-08-02,41.4831,42.6267,41.1245,41.2892,2387458.0
2021-08-03,41.2989,41.6285,40.4169,41.2989,1605722.0
2021-08-04,41.1923,41.5606,40.4945,41.0372,1798228.0
2021-08-05,41.454,42.0743,40.7174,41.4637,1042702.0
2021-08-06,41.6479,42.1809,40.9306,40.9597,1364545.0
2021-08-07,41.6479,42.1809,40.9306,40.9597,1364545.0
2021-08-08,41.6479,42.1809,40.9306,40.9597,1364545.0
2021-08-09,40.9985,41.7545,40.7707,41.3668,1075120.0
2021-08-10,41.8611,42.1034,41.3862,41.4831,1134855.0
2021-08-11,41.5705,42.5515,41.114,42.4835,1065847.0
2021-08-12,42.3864,43.5033,41.6288,42.3864,1717907.0
2021-08-13,42.1047,42.5515,41.7842,42.5321,814522.0
2021-08-14,42.1047,42.5515,41.7842,42.5321,814522.0
2021-08-15,42.1047,42.5515,41.7842,42.5321,814522.0
2021-08-16,42.2504,42.7069,41.9202,42.5321,1122269.0
2021-08-17,41.9396,42.906,41.2284,41.823,2806146.0
2021-08-18,41.4637,42.4738,41.2888,41.8716,1354477.0
2021-08-19,41.0363,41.9493,40.5507,41.1917,1817387.0
2021-08-20,41.0752,41.4394,40.8421,41.3665,1136925.0
2021-08-21,41.0752,41.4394,40.8421,41.3665,1136925.0
2021-08-22,41.0752,41.4394,40.8421,41.3665,1136925.0
2021-08-23,41.7939,42.1873,41.5802,41.9299,977415.0
2021-08-24,42.0173,43.0177,41.8716,42.5806,1124360.0
2021-08-25,42.7263,44.1153,42.6001,43.7267,1599313.0
2021-08-26,43.9501,44.0861,42.9303,43.3577,1991966.0
2021-08-27,43.2897,44.4649,43.2897,44.1347,1917994.0
2021-08-28,43.2897,44.4649,43.2897,44.1347,1917994.0
2021-08-29,43.2897,44.4649,43.2897,44.1347,1917994.0
2021-08-30,44.5232,44.6883,44.0958,44.1153,992060.0
2021-08-31,43.989,44.1298,43.1634,43.4159,3462165.0
2021-09-01,43.5325,44.5766,43.4645,44.2221,1829291.0
2021-09-02,44.2221,44.7951,43.6782,44.4552,1506763.0
2021-09-03,44.2707,44.7417,44.1687,44.4843,1720133.0
2021-09-04,44.2707,44.7417,44.1687,44.4843,1720133.0
2021-09-05,44.2707,44.7417,44.1687,44.4843,1720133.0
2021-09-06,44.2707,44.7417,44.1687,44.4843,1720133.0
2021-09-07,44.5815,45.2419,44.2318,44.2609,2265414.0
2021-09-08,43.989,44.5135,43.5616,44.4843,2293168.0
2021-09-09,44.7174,46.524,44.6883,46.0967,2751150.0
2021-09-10,46.3589,46.9514,45.8538,45.8635,2141401.0
2021-09-11,46.3589,46.9514,45.8538,45.8635,2141401.0
2021-09-12,46.3589,46.9514,45.8538,45.8635,2141401.0
2021-09-13,46.3686,46.4463,45.1448,46.3589,2047433.0
2021-09-14,46.6211,47.0194,45.9801,46.0384,1746615.0
2021-09-15,45.9218,46.558,45.6693,46.4269,1410248.0
2021-09-16,46.2618,47.0485,46.2229,46.32,1606926.0
2021-09-17,46.1646,46.4949,45.679,46.2132,5462247.0
2021-09-18,46.1646,46.4949,45.679,46.2132,5462247.0
2021-09-19,46.1646,46.4949,45.679,46.2132,5462247.0
2021-09-20,44.9603,46.3395,44.8437,46.2618,2460357.0
2021-09-21,46.9902,47.2719,46.2181,46.9514,2051769.0
2021-09-22,47.3302,48.4471,47.2136,48.1655,2701214.0
2021-09-23,48.35,49.059,47.9712,48.0878,1607478.0
2021-09-24,47.8838,48.6414,47.4759,47.9518,1271862.0
2021-09-25,47.8838,48.6414,47.4759,47.9518,1271862.0
2021-09-26,47.8838,48.6414,47.4759,47.9518,1271862.0
2021-09-27,47.8449,48.6802,47.7672,48.0198,1458562.0
2021-09-28,47.5924,48.1946,46.8348,46.9514,1986991.0
2021-09-29,47.301,47.4273,46.6017,46.8834,848168.0
2021-09-30,46.8542,46.8542,45.0768,45.0768,1880333.0
2021-10-01,45.3099,45.6693,44.0987,45.1934,1827745.0
2021-10-02,45.3099,45.6693,44.0987,45.1934,1827745.0
2021-10-03,45.3099,45.6693,44.0987,45.1934,1827745.0
2021-10-04,45.0283,45.1351,44.0764,44.2901,2639889.0
2021-10-05,44.3386,44.9214,43.921,43.9793,1890599.0
2021-10-06,43.5228,44.2027,42.9012,43.9307,1833615.0
2021-10-07,44.4455,45.5139,44.3581,44.6689,1381746.0
2021-10-08,44.5135,44.7806,43.6588,43.6976,988187.0
2021-10-09,44.5135,44.7806,43.6588,43.6976,988187.0
2021-10-10,44.5135,44.7806,43.6588,43.6976,988187.0
2021-10-11,43.6782,44.2124,43.5034,43.5228,890375.0
2021-10-12,43.6005,43.9599,43.3674,43.3771,944349.0
2021-10-13,43.4839,43.5373,42.6486,42.7555,1866631.0
2021-10-14,43.2508,44.0764,42.9497,43.6976,1331847.0
2021-10-15,44.1541,44.4455,43.3091,43.3285,889724.0
2021-10-16,44.1541,44.4455,43.3091,43.3285,889724.0
2021-10-17,44.1541,44.4455,43.3091,43.3285,889724.0
2021-10-18,43.2314,45.2225,43.2217,45.1837,1449350.0
2021-10-19,45.407,45.6402,44.6397,44.7854,627143.0
2021-10-20,44.6397,45.6887,44.5815,45.5333,841641.0
2021-10-21,45.6499,46.4852,45.6499,46.4075,1036369.0
2021-10-22,46.5726,47.2428,46.2909,46.5434,912698.0
2021-10-23,46.5726,47.2428,46.2909,46.5434,912698.0
2021-10-24,46.5726,47.2428,46.2909,46.5434,912698.0
2021-10-25,46.4657,46.7814,46.2132,46.592,1255184.0
2021-10-26,46.7086,46.864,45.9412,46.1938,800532.0
2021-10-27,46.0481,46.2812,44.8874,45.3973,2504263.0
2021-10-28,45.3585,45.3585,42.6389,43.7559,5109923.0
2021-10-29,43.7559,44.3581,42.8914,43.1925,2270588.0
2021-10-30,43.7559,44.3581,42.8914,43.1925,2270588.0
2021-10-31,43.7559,44.3581,42.8914,43.1925,2270588.0
2021-11-01,43.6199,44.3775,43.3577,43.7559,1554400.0
2021-11-02,43.8433,44.2901,43.0177,43.0857,2320485.0
2021-11-03,43.0566,44.5232,43.0566,43.9113,1492144.0
2021-11-04,43.7559,44.9797,43.5228,43.7365,1133272.0
2021-11-05,44.1444,44.4941,43.5082,43.785,1463816.0
2021-11-06,44.1444,44.4941,43.5082,43.785,1463816.0
2021-11-07,44.1444,44.4941,43.5082,43.785,1463816.0
2021-11-08,43.8044,44.1541,43.3479,43.5422,1276258.0
2021-11-09,43.4254,44.0337,43.114,43.2892,1101797.0
2021-11-10,43.2211,43.513,42.5203,42.6469,1257518.0
2021-11-11,42.9875,43.1627,42.2673,42.4814,1174097.0
2021-11-12,42.5787,44.2235,42.3646,43.6298,1480735.0
2021-11-13,42.5787,44.2235,42.3646,43.6298,1480735.0
2021-11-14,42.5787,44.2235,42.3646,43.6298,1480735.0
2021-11-15,43.9704,44.1943,43.2405,43.9802,1104469.0
2021-11-16,44.1164,45.2162,43.7758,44.7393,1721112.0
2021-11-17,44.8561,44.9923,42.9972,43.1043,1445192.0
2021-11-18,43.4644,43.6201,42.7734,43.0264,968232.0
2021-11-19,42.7831,43.26,42.5787,42.8026,1625636.0
2021-11-20,42.7831,43.26,42.5787,42.8026,1625636.0
2021-11-21,42.7831,43.26,42.5787,42.8026,1625636.0
2021-11-22,43.1335,43.5714,42.3646,42.8902,1196493.0
2021-11-23,42.715,43.0361,41.8585,42.7344,1283823.0
2021-11-24,42.2284,42.9972,41.9948,42.6955,1194596.0
2021-11-25,42.2284,42.9972,41.9948,42.6955,1194596.0
2021-11-26,41.1967,41.732,40.642,41.0994,1587744.0
2021-11-27,41.1967,41.732,40.642,41.0994,1587744.0
2021-11-28,41.1967,41.732,40.642,41.0994,1587744.0
2021-11-29,41.6542,41.9072,40.9826,41.3817,1867432.0
2021-11-30,40.934,42.0435,40.4668,41.6931,2957895.0
2021-12-01,42.2478,43.805,42.0921,42.1213,3884240.0
2021-12-02,42.131,43.7758,42.0921,43.6395,1894975.0
2021-12-03,43.9802,44.0872,42.2263,42.5009,2146584.0
2021-12-04,43.9802,44.0872,42.2263,42.5009,2146584.0
2021-12-05,43.9802,44.0872,42.2263,42.5009,2146584.0
2021-12-06,42.5301,44.496,42.2186,44.1067,3560809.0
2021-12-07,44.6128,45.4497,44.0288,44.1554,1744402.0
2021-12-08,44.5154,44.7782,43.9996,44.5349,1045352.0
2021-12-09,44.1067,44.7198,43.5714,43.5812,955860.0
2021-12-10,43.8147,44.1359,43.2405,43.6298,1347462.0
2021-12-11,43.8147,44.1359,43.2405,43.6298,1347462.0
2021-12-12,43.8147,44.1359,43.2405,43.6298,1347462.0
2021-12-13,44.0483,44.9437,43.0945,44.5057,2772841.0
2021-12-14,44.0678,45.1091,43.9412,44.6712,2738745.0
2021-12-15,44.9826,46.0142,44.0483,45.9266,2478994.0
2021-12-16,46.1213,46.2575,44.8853,45.1383,2983219.0
2021-12-17,44.5836,44.9047,43.9192,44.4376,3805277.0
2021-12-18,44.5836,44.9047,43.9192,44.4376,3805277.0
2021-12-19,44.5836,44.9047,43.9192,44.4376,3805277.0
2021-12-20,43.9023,43.9315,42.6079,43.659,2211375.0
2021-12-21,44.1554,44.4571,43.5422,44.4279,2676655.0
2021-12-22,44.3987,45.6347,44.3987,45.2551,4296081.0
2021-12-23,45.4011,45.8585,45.0313,45.0605,2590299.0
2021-12-24,45.4011,45.8585,45.0313,45.0605,2590299.0
2021-12-25,45.4011,45.8585,45.0313,45.0605,2590299.0
2021-12-26,45.4011,45.8585,45.0313,45.0605,2590299.0
2021-12-27,45.0605,45.7612,44.788,45.7612,2121389.0
2021-12-28,45.7417,46.5106,45.7271,45.9266,1373378.0
2021-12-29,45.9072,46.822,45.8974,46.4911,1618627.0
2021-12-30,46.423,46.7636,45.7223,45.732,876870.0
2021-12-31,45.6541,46.0045,45.4303,45.7709,882866.0
2022-01-01,45.6541,46.0045,45.4303,45.7709,882866.0
2022-01-02,45.6541,46.0045,45.4303,45.7709,882866.0
2022-01-03,45.8098,46.8415,45.8098,46.1018,1435995.0
2022-01-04,46.3354,47.1724,46.3354,46.9193,2223570.0
2022-01-05,47.5422,47.659,45.3427,45.5763,2292165.0
2022-01-06,45.4206,46.131,44.8675,45.8098,933595.0
2022-01-07,45.8196,45.9218,43.6201,43.6395,1596930.0
2022-01-08,45.8196,45.9218,43.6201,43.6395,1596930.0
2022-01-09,45.8196,45.9218,43.6201,43.6395,1596930.0
2022-01-10,43.0361,43.1432,41.586,43.0848,2165410.0
2022-01-11,42.8804,43.5082,42.2186,43.4546,1311224.0
2022-01-12,43.2503,43.7953,42.8512,43.2211,1141601.0
2022-01-13,43.5033,43.552,42.4327,42.5787,1088984.0
2022-01-14,42.0435,42.0629,40.3306,40.9632,2366344.0
2022-01-15,42.0435,42.0629,40.3306,40.9632,2366344.0
2022-01-16,42.0435,42.0629,40.3306,40.9632,2366344.0
2022-01-17,42.0435,42.0629,40.3306,40.9632,2366344.0
2022-01-18,40.1067,40.5739,39.5131,39.7272,2729725.0
2022-01-19,39.8245,40.2332,39.2892,39.3087,2462342.0
2022-01-20,39.3865,40.2401,38.2673,38.3355,3450709.0
2022-01-21,37.9656,38.9341,37.4595,37.6737,3159176.0
2022-01-22,37.9656,38.9341,37.4595,37.6737,3159176.0
2022-01-23,37.9656,38.9341,37.4595,37.6737,3159176.0
2022-01-24,36.4571,38.9778,35.445,38.8707,5431669.0
2022-01-25,37.9559,39.153,37.5056,38.7539,2747754.0
2022-01-26,39.3768,39.7564,37.4887,37.6737,2424651.0
2022-01-27,37.7807,38.1895,35.9802,36.0094,3370048.0
2022-01-28,36.3598,37.5082,35.7515,37.4887,2397873.0
2022-01-29,36.3598,37.5082,35.7515,37.4887,2397873.0
2022-01-30,36.3598,37.5082,35.7515,37.4887,2397873.0
2022-01-31,37.5082,38.7831,37.4352,38.7442,2412952.0
2022-02-01,38.9194,39.1919,38.1116,39.0751,2396762.0
2022-02-02,39.2503,39.4839,38.5398,39.0946,1816548.0
2022-02-03,38.6372,39.0848,38.3257,38.3452,1871651.0
2022-02-04,38.2771,38.934,37.6055,38.5204,2816837.0
2022-02-05,38.2771,38.934,37.6055,38.5204,2816837.0
2022-02-06,38.2771,38.934,37.6055,38.5204,2816837.0
2022-02-07,38.7929,39.114,38.2673,38.6274,1976107.0
2022-02-08,38.5106,39.5325,38.4912,39.3281,2255092.0
2022-02-09,39.9023,40.7783,39.7564,40.6517,2036385.0
2022-02-10,39.7466,41.1383,39.3865,39.6006,1690676.0
2022-02-11,39.7856,40.097,38.7442,39.0946,1947478.0
2022-02-12,39.7856,40.097,38.7442,39.0946,1947478.0
2022-02-13,39.7856,40.097,38.7442,39.0946,1947478.0
2022-02-14,38.8902,39.6493,38.5788,38.8026,2387791.0
2022-02-15,39.3184,39.6493,38.6469,38.9194,2916178.0
2022-02-16,38.5106,38.7539,37.9121,38.1992,2101421.0
2022-02-17,37.9656,38.0775,36.2722,36.2917,4499692.0
2022-02-18,36.1652,36.8659,35.8489,36.4085,3272613.0
2022-02-19,36.1652,36.8659,35.8489,36.4085,3272613.0
2022-02-20,36.1652,36.8659,35.8489,36.4085,3272613.0
2022-02-21,36.1652,36.8659,35.8489,36.4085,3272613.0
2022-02-22,31.4353,32.4961,28.3696,29.3331,14938517.0
2022-02-23,29.4499,31.4645,29.0801,30.9292,10295260.0
2022-02-24,29.7418,32.0192,29.5277,31.9121,5505171.0
2022-02-25,31.7175,32.9048,31.4937,32.8854,3497645.0
2022-02-26,31.7175,32.9048,31.4937,32.8854,3497645.0
2022-02-27,31.7175,32.9048,31.4937,32.8854,3497645.0
2022-02-28,32.2333,32.7297,31.6688,32.1263,3701853.0
2022-03-01,31.8927,32.1847,30.8611,31.0168,3794768.0
2022-03-02,31.1044,32.7978,31.1044,32.5058,3163250.0
2022-03-03,32.4864,32.7929,31.8927,32.2041,1985373.0
2022-03-04,32.2041,32.2903,31.0849,31.5423,2960395.0
2022-03-05,32.2041,32.2903,31.0849,31.5423,2960395.0
2022-03-06,32.2041,32.2903,31.0849,31.5423,2960395.0
2022-03-07,31.3861,31.4349,28.3598,28.3793,4345559.0
2022-03-08,28.5257,30.3757,28.5257,29.4141,4875887.0
2022-03-09,30.0584,31.0542,30.0584,30.4099,3098047.0
2022-03-10,30.117,31.2885,29.9022,31.0639,3675147.0
2022-03-11,31.2787,31.6253,30.4489,30.4684,2354987.0
2022-03-12,31.2787,31.6253,30.4489,30.4684,2354987.0
2022-03-13,31.2787,31.6253,30.4489,30.4684,2354987.0
2022-03-14,30.3318,30.5212,29.2872,29.5898,2220528.0
2022-03-15,29.746,30.8394,29.746,30.732,1717746.0
2022-03-16,30.9956,32.1525,30.8199,31.9035,2166793.0
2022-03-17,31.5814,32.2354,31.4984,32.2354,1912059.0
2022-03-18,32.294,33.4167,31.8254,33.2995,2936380.0
2022-03-19,32.294,33.4167,31.8254,33.2995,2936380.0
2022-03-20,32.294,33.4167,31.8254,33.2995,2936380.0
2022-03-21,33.3093,33.6998,32.0499,32.4502,2722631.0
2022-03-22,32.4307,32.7236,32.0988,32.3428,2435824.0
2022-03-23,31.9426,32.1769,29.9315,29.9608,3086123.0
2022-03-24,30.0291,30.2195,29.6484,29.9413,3225767.0
2022-03-25,29.6679,29.9706,28.8381,29.0236,2693750.0
2022-03-26,29.6679,29.9706,28.8381,29.0236,2693750.0
2022-03-27,29.6679,29.9706,28.8381,29.0236,2693750.0
2022-03-28,28.5062,29.0041,28.4281,28.7112,4527761.0
2022-03-29,29.3751,30.7125,29.3262,30.0389,3705634.0
2022-03-30,29.4043,29.4336,27.8326,28.3012,4773427.0
2022-03-31,26.417,27.6666,26.2608,27.2566,7838772.0
2022-04-01,27.4323,27.6081,27.0614,27.3835,3036535.0
2022-04-02,27.4323,27.6081,27.0614,27.3835,3036535.0
2022-04-03,27.4323,27.6081,27.0614,27.3835,3036535.0
2022-04-04,27.3249,27.9497,27.1395,27.6862,2912385.0
2022-04-05,27.6569,27.9986,27.4226,27.5983,3749195.0
2022-04-06,27.0126,27.94,26.7294,27.6471,6924032.0
2022-04-07,27.5788,27.9009,26.3194,27.403,3539033.0
2022-04-08,27.5885,28.6233,27.3445,27.979,2590753.0
2022-04-09,27.5885,28.6233,27.3445,27.979,2590753.0
2022-04-10,27.5885,28.6233,27.3445,27.979,2590753.0
2022-04-11,27.4714,28.721,27.4714,27.8326,2248171.0
2022-04-12,28.1645,29.0627,28.1255,28.4379,3468864.0
2022-04-13,28.3012,28.8967,28.2573,28.2914,2232056.0
2022-04-14,28.4379,28.8479,27.814,27.94,2273837.0
2022-04-15,28.4379,28.8479,27.814,27.94,2273837.0
2022-04-16,28.4379,28.8479,27.814,27.94,2273837.0
2022-04-17,28.4379,28.8479,27.814,27.94,2273837.0
2022-04-18,27.8424,28.3891,27.2957,27.7935,2590313.0
2022-04-19,27.9107,29.3067,27.9107,29.0919,2908227.0
2022-04-20,29.3751,29.5605,29.0431,29.0529,2547502.0
2022-04-21,29.3458,29.3702,27.7252,27.8814,2884747.0
2022-04-22,27.4909,27.8082,26.9345,27.159,3584218.0
2022-04-23,27.4909,27.8082,26.9345,27.159,3584218.0
2022-04-24,27.4909,27.8082,26.9345,27.159,3584218.0
2022-04-25,26.749,28.0815,26.4463,28.0181,3165105.0
2022-04-26,27.8716,28.1546,26.4462,26.6513,4725147.0
2022-04-27,26.749,27.3347,25.968,26.1632,4980026.0
2022-04-28,26.5537,28.0181,24.9478,27.7154,6263455.0
2022-04-29,27.3152,28.145,26.4073,26.4659,3593524.0
2022-04-30,27.3152,28.145,26.4073,26.4659,3593524.0
2022-05-01,27.3152,28.145,26.4073,26.4659,3593524.0
2022-05-02,26.4854,27.4421,26.2706,27.364,3374543.0
