,TPX US Equity,TPX US Equity,TPX US Equity,TPX US Equity,TPX US Equity
2020-04-24,10.5042,11.1318,10.3811,11.0521,5146456.0
2020-04-25,10.5042,11.1318,10.3811,11.0521,5146456.0
2020-04-26,10.5042,11.1318,10.3811,11.0521,5146456.0
2020-04-27,11.2307,12.4013,11.2307,12.2251,8477316.0
2020-04-28,12.7393,13.0699,12.1938,12.6306,5331500.0
2020-04-29,13.222,13.9075,13.0168,13.654,4582692.0
2020-04-30,12.7368,13.9992,12.3,12.9734,9382980.0
2020-05-01,12.5413,12.7417,12.0876,12.7151,4342440.0
2020-05-02,12.5413,12.7417,12.0876,12.7151,4342440.0
2020-05-03,12.5413,12.7417,12.0876,12.7151,4342440.0
2020-05-04,12.2951,13.0892,11.9886,12.8575,4336272.0
2020-05-05,13.0699,13.7554,12.8382,12.8406,3178068.0
2020-05-06,12.9613,13.1303,12.5679,12.6162,2495200.0
2020-05-07,12.8044,13.2872,12.6065,12.9951,4079644.0
2020-05-08,13.3668,13.8157,13.2534,13.753,3626112.0
2020-05-09,13.3668,13.8157,13.2534,13.753,3626112.0
2020-05-10,13.3668,13.8157,13.2534,13.753,3626112.0
2020-05-11,13.5309,13.5309,13.1085,13.1254,4149956.0
2020-05-12,13.4609,13.4609,12.662,12.8913,5267104.0
2020-05-13,12.703,12.732,11.7955,11.8776,4012548.0
2020-05-14,11.5855,12.7006,11.2621,12.6451,4063812.0
2020-05-15,12.4327,13.0796,12.3028,12.9492,2392272.0
2020-05-16,12.4327,13.0796,12.3028,12.9492,2392272.0
2020-05-17,12.4327,13.0796,12.3028,12.9492,2392272.0
2020-05-18,13.7409,14.2719,13.6999,13.7795,2921948.0
2020-05-19,13.6685,13.7747,13.1906,13.2003,2678596.0
2020-05-20,13.5358,13.8906,13.2799,13.6009,1835828.0
2020-05-21,13.6009,14.3854,13.6009,14.2478,3005900.0
2020-05-22,14.3636,14.5978,13.9521,14.5495,2360444.0
2020-05-23,14.3636,14.5978,13.9521,14.5495,2360444.0
2020-05-24,14.3636,14.5978,13.9521,14.5495,2360444.0
2020-05-25,14.3636,14.5978,13.9521,14.5495,2360444.0
2020-05-26,15.317,15.4184,14.8729,15.2808,2634908.0
2020-05-27,15.7394,16.1956,15.2712,16.1522,4164104.0
2020-05-28,16.8183,16.8545,15.9301,16.0291,5833056.0
2020-05-29,15.836,16.3163,15.4932,15.7442,3819700.0
2020-05-30,15.836,16.3163,15.4932,15.7442,3819700.0
2020-05-31,15.836,16.3163,15.4932,15.7442,3819700.0
2020-06-01,15.8505,16.227,15.6332,15.9084,2621500.0
2020-06-02,16.0508,16.4104,15.9929,16.1353,2454856.0
2020-06-03,16.4394,16.8666,16.4394,16.6542,3169848.0
2020-06-04,16.688,16.9487,16.3815,16.6711,2552708.0
2020-06-05,17.6293,18.5586,17.1562,17.2842,5656492.0
2020-06-06,17.6293,18.5586,17.1562,17.2842,5656492.0
2020-06-07,17.6293,18.5586,17.1562,17.2842,5656492.0
2020-06-08,17.861,18.2979,17.6003,17.9745,3774028.0
2020-06-09,17.6197,18.3727,17.3421,18.0951,3553172.0
2020-06-10,18.0203,18.0203,17.0549,17.0959,3254748.0
2020-06-11,15.4884,16.2825,15.0588,15.6694,4928676.0
2020-06-12,16.5335,16.7121,15.0057,15.7611,6285792.0
2020-06-13,16.5335,16.7121,15.0057,15.7611,6285792.0
2020-06-14,16.5335,16.7121,15.0057,15.7611,6285792.0
2020-06-15,14.9381,16.2511,14.7715,16.1328,3093704.0
2020-06-16,17.0862,17.4362,16.6445,17.2552,2669808.0
2020-06-17,18.1024,18.5755,17.6752,18.1362,5633232.0
2020-06-18,18.0783,18.246,17.395,17.6921,3819076.0
2020-06-19,17.8972,18.1845,17.2069,17.4773,4497836.0
2020-06-20,17.8972,18.1845,17.2069,17.4773,4497836.0
2020-06-21,17.8972,18.1845,17.2069,17.4773,4497836.0
2020-06-22,17.3542,17.7307,16.8666,17.2407,5820808.0
2020-06-23,17.5472,17.8779,17.2142,17.6148,1670268.0
2020-06-24,17.4652,17.6197,16.5552,17.2335,2307304.0
2020-06-25,17.0693,17.4845,16.6204,16.9535,2548504.0
2020-06-26,16.8763,17.0138,16.338,16.4659,3136336.0
2020-06-27,16.8763,17.0138,16.338,16.4659,3136336.0
2020-06-28,16.8763,17.0138,16.338,16.4659,3136336.0
2020-06-29,16.6735,17.4121,16.262,17.4024,2569140.0
2020-06-30,17.4121,17.6679,17.2359,17.3662,2341968.0
2020-07-01,17.4,17.6438,17.1659,17.4555,2071360.0
2020-07-02,17.861,18.0107,17.0983,17.1442,2026444.0
2020-07-03,17.861,18.0107,17.0983,17.1442,2026444.0
2020-07-04,17.861,18.0107,17.0983,17.1442,2026444.0
2020-07-05,17.861,18.0107,17.0983,17.1442,2026444.0
2020-07-06,17.7355,17.9189,17.1611,17.7259,2996092.0
2020-07-07,17.4145,17.5497,17.1273,17.2359,2112652.0
2020-07-08,17.3228,17.6559,17.1007,17.5714,2158964.0
2020-07-09,17.5014,17.5557,16.6156,17.1249,2425992.0
2020-07-10,17.1586,17.7862,16.9945,17.6824,2273636.0
2020-07-11,17.1586,17.7862,16.9945,17.6824,2273636.0
2020-07-12,17.1586,17.7862,16.9945,17.6824,2273636.0
2020-07-13,17.9455,18.0493,17.33,17.3879,2264752.0
2020-07-14,17.4097,17.96,16.9052,17.9262,2354452.0
2020-07-15,18.462,18.8699,18.24,18.742,1978136.0
2020-07-16,18.6334,18.6334,18.1917,18.2955,2310336.0
2020-07-17,18.3438,18.5393,18.0879,18.2931,2040672.0
2020-07-18,18.3438,18.5393,18.0879,18.2931,2040672.0
2020-07-19,18.3438,18.5393,18.0879,18.2931,2040672.0
2020-07-20,18.1458,18.2424,17.5472,17.7862,2364952.0
2020-07-21,17.8948,18.3124,17.7162,17.8103,1881896.0
2020-07-22,17.6848,18.1929,17.6848,18.1289,1979556.0
2020-07-23,18.0927,18.2786,17.5714,18.0445,2698568.0
2020-07-24,18.0058,18.0614,17.4362,17.7355,3302164.0
2020-07-25,18.0058,18.0614,17.4362,17.7355,3302164.0
2020-07-26,18.0058,18.0614,17.4362,17.7355,3302164.0
2020-07-27,17.7693,18.3438,17.7403,18.31,1989912.0
2020-07-28,18.2834,18.5006,18.0107,18.0662,1733248.0
2020-07-29,18.3438,18.8929,18.1507,18.8796,3450856.0
2020-07-30,20.2167,20.4098,18.3619,19.5554,7850312.0
2020-07-31,19.903,20.4147,19.273,19.5385,3538268.0
2020-08-01,19.903,20.4147,19.273,19.5385,3538268.0
2020-08-02,19.903,20.4147,19.273,19.5385,3538268.0
2020-08-03,19.5699,20.3519,19.5409,20.0261,3155112.0
2020-08-04,20.0116,20.3688,19.7195,19.9971,2052300.0
2020-08-05,20.0164,20.7405,20.0164,20.7091,2611392.0
2020-08-06,20.6053,21.0784,20.475,20.825,2206204.0
2020-08-07,20.7212,21.0326,20.644,21.0036,1944972.0
2020-08-08,20.7212,21.0326,20.644,21.0036,1944972.0
2020-08-09,20.7212,21.0326,20.644,21.0036,1944972.0
2020-08-10,21.0495,21.537,20.9288,21.0446,2726876.0
2020-08-11,21.2981,21.4308,20.6488,20.7188,2191880.0
2020-08-12,20.9336,21.105,20.8153,21.0591,1175520.0
2020-08-13,20.9336,21.2112,20.7766,21.076,1206856.0
2020-08-14,20.9577,21.146,20.7031,20.8298,1146276.0
2020-08-15,20.9577,21.146,20.7031,20.8298,1146276.0
2020-08-16,20.9577,21.146,20.7031,20.8298,1146276.0
2020-08-17,20.9191,21.4694,20.8419,21.216,1915248.0
2020-08-18,21.1991,21.3512,20.8636,20.9408,1517120.0
2020-08-19,20.9939,21.216,20.784,20.8105,1619636.0
2020-08-20,20.6271,21.2775,20.6271,20.9988,1727468.0
2020-08-21,20.8588,21.1508,20.6295,20.7405,1858152.0
2020-08-22,20.8588,21.1508,20.6295,20.7405,1858152.0
2020-08-23,20.8588,21.1508,20.6295,20.7405,1858152.0
2020-08-24,20.9384,21.1919,20.7502,21.1001,1516004.0
2020-08-25,21.1363,21.1363,20.6083,20.8684,1049928.0
2020-08-26,20.9433,21.187,20.7719,21.1195,1172084.0
2020-08-27,21.1726,21.4067,20.7767,20.8733,1749256.0
2020-08-28,21.0277,21.2281,20.7309,20.8033,1401316.0
2020-08-29,21.0277,21.2281,20.7309,20.8033,1401316.0
2020-08-30,21.0277,21.2281,20.7309,20.8033,1401316.0
2020-08-31,20.8008,20.8153,20.446,20.6464,1917124.0
2020-09-01,20.644,21.3886,20.4509,21.1001,2507892.0
2020-09-02,21.2594,21.5402,20.8346,21.4139,2122208.0
2020-09-03,21.3994,21.4686,19.7968,19.9657,1946264.0
2020-09-04,20.1612,20.3881,19.1885,19.9585,2315020.0
2020-09-05,20.1612,20.3881,19.1885,19.9585,2315020.0
2020-09-06,20.1612,20.3881,19.1885,19.9585,2315020.0
2020-09-07,20.1612,20.3881,19.1885,19.9585,2315020.0
2020-09-08,19.5023,20.4328,19.5023,19.9923,1632316.0
2020-09-09,20.294,20.5426,20.1202,20.4412,1598252.0
2020-09-10,20.5812,21.0024,20.4267,20.5498,1767292.0
2020-09-11,20.7164,21.0832,20.3012,20.6922,1785072.0
2020-09-12,20.7164,21.0832,20.3012,20.6922,1785072.0
2020-09-13,20.7164,21.0832,20.3012,20.6922,1785072.0
2020-09-14,21.3681,22.6038,21.3487,22.4277,6117136.0
2020-09-15,22.8356,23.2821,22.5701,22.71,2772236.0
2020-09-16,22.9297,23.0721,21.4381,21.8894,4997504.0
2020-09-17,21.5901,22.1356,21.3729,21.9546,3000188.0
2020-09-18,22.0849,22.138,20.9529,21.1774,5575568.0
2020-09-19,22.0849,22.138,20.9529,21.1774,5575568.0
2020-09-20,22.0849,22.138,20.9529,21.1774,5575568.0
2020-09-21,20.5233,21.0253,20.3278,20.9408,1865312.0
2020-09-22,21.175,21.3548,20.5764,20.9915,1465324.0
2020-09-23,21.0495,21.3415,20.586,20.6536,1722716.0
2020-09-24,20.516,21.0519,19.9657,20.6995,2398960.0
2020-09-25,20.7309,21.426,20.5788,21.146,2069360.0
2020-09-26,20.7309,21.426,20.5788,21.146,2069360.0
2020-09-27,20.7309,21.426,20.5788,21.146,2069360.0
2020-09-28,21.7687,21.9063,21.4356,21.7953,1744780.0
2020-09-29,21.7325,21.8146,21.2027,21.2981,1634192.0
2020-09-30,21.3512,21.8061,21.3512,21.5274,1322428.0
2020-10-01,21.8991,22.2032,21.4996,21.6553,1932988.0
2020-10-02,21.1291,22.3985,20.8419,22.0994,2586072.0
2020-10-03,21.1291,22.3985,20.8419,22.0994,2586072.0
2020-10-04,21.1291,22.3985,20.8419,22.0994,2586072.0
2020-10-05,22.2708,22.5556,21.8537,22.1453,2059652.0
2020-10-06,22.3239,22.3914,21.3608,21.4453,2545836.0
2020-10-07,21.9015,22.2321,20.9819,21.2594,3051764.0
2020-10-08,21.4815,21.8701,21.1436,21.5056,2547336.0
2020-10-09,21.7904,22.1235,21.5805,21.7567,1331772.0
2020-10-10,21.7904,22.1235,21.5805,21.7567,1331772.0
2020-10-11,21.7904,22.1235,21.5805,21.7567,1331772.0
2020-10-12,21.9377,22.3866,21.846,22.2249,2312624.0
2020-10-13,22.1935,22.5676,21.9739,22.4614,1794828.0
2020-10-14,22.628,23.0045,22.4228,22.7631,2089640.0
2020-10-15,22.488,23.1035,22.2056,22.9852,1375336.0
2020-10-16,23.1035,23.2483,22.768,22.768,1483116.0
2020-10-17,23.1035,23.2483,22.768,22.768,1483116.0
2020-10-18,23.1035,23.2483,22.768,22.768,1483116.0
2020-10-19,22.8162,23.0455,22.2008,22.2321,2135800.0
2020-10-20,22.5001,22.6232,22.0873,22.1428,1217748.0
2020-10-21,22.1766,22.214,21.2884,21.3825,2414840.0
2020-10-22,21.5153,21.7349,21.1557,21.4381,1804444.0
2020-10-23,21.6505,21.6522,20.7453,21.3922,2340228.0
2020-10-24,21.6505,21.6522,20.7453,21.3922,2340228.0
2020-10-25,21.6505,21.6522,20.7453,21.3922,2340228.0
2020-10-26,21.2401,21.3113,20.5522,20.9071,4145120.0
2020-10-27,21.0615,21.4381,20.9891,21.1967,2520776.0
2020-10-28,20.7067,21.1726,20.4617,20.9746,4415268.0
2020-10-29,21.8894,22.2032,20.5909,20.7888,5984992.0
2020-10-30,20.8781,21.5056,20.5921,21.4815,4976524.0
2020-10-31,20.8781,21.5056,20.5921,21.4815,4976524.0
2020-11-01,20.8781,21.5056,20.5921,21.4815,4976524.0
2020-11-02,21.6529,21.8954,21.0277,21.4815,5055832.0
2020-11-03,21.8315,21.9642,21.3439,21.5467,4138172.0
2020-11-04,21.3053,22.0946,21.1774,22.0053,4444716.0
2020-11-05,22.278,23.7021,22.1115,23.5693,6225116.0
2020-11-06,23.6031,23.9145,23.4172,23.5041,3338328.0
2020-11-07,23.6031,23.9145,23.4172,23.5041,3338328.0
2020-11-08,23.6031,23.9145,23.4172,23.5041,3338328.0
2020-11-09,23.8831,24.5299,21.047,21.0953,4937640.0
2020-11-10,21.1098,21.8218,20.7598,21.4815,2790864.0
2020-11-11,21.4598,22.1356,21.2884,21.8725,2907244.0
2020-11-12,21.9884,22.2804,21.5587,21.8387,2614440.0
2020-11-13,21.9666,22.8525,21.928,22.6787,2968824.0
2020-11-14,21.9666,22.8525,21.928,22.6787,2968824.0
2020-11-15,21.9666,22.8525,21.928,22.6787,2968824.0
2020-11-16,23.1614,23.5983,22.6883,23.5814,3350092.0
2020-11-17,23.3448,24.583,23.2169,24.4527,2417680.0
2020-11-18,24.4865,24.8703,24.3924,24.4358,2925304.0
2020-11-19,24.2741,24.6844,24.0424,24.6723,2130940.0
2020-11-20,24.6555,24.7792,24.3682,24.7448,2328484.0
2020-11-21,24.6555,24.7792,24.3682,24.7448,2328484.0
2020-11-22,24.6555,24.7792,24.3682,24.7448,2328484.0
2020-11-23,24.8148,24.9596,24.5155,24.7592,3336856.0
2020-11-24,24.6386,24.8316,24.0689,24.2524,2568645.0
2020-11-25,24.2813,24.8123,23.7986,24.6192,1365326.0
2020-11-26,24.2813,24.8123,23.7986,24.6192,1365326.0
2020-11-27,24.3875,24.8123,24.1751,24.6772,1706961.0
2020-11-28,24.3875,24.8123,24.1751,24.6772,1706961.0
2020-11-29,24.3875,24.8123,24.1751,24.6772,1706961.0
2020-11-30,24.6289,25.0537,23.8276,24.32,3619010.0
2020-12-01,24.6386,24.851,23.8083,24.2427,2059232.0
2020-12-02,24.2331,24.3006,23.4221,23.5765,2581489.0
2020-12-03,23.6055,24.6965,23.6055,24.4165,1515290.0
2020-12-04,24.5903,24.7544,24.2717,24.32,1244806.0
2020-12-05,24.5903,24.7544,24.2717,24.32,1244806.0
2020-12-06,24.5903,24.7544,24.2717,24.32,1244806.0
2020-12-07,24.2813,24.4648,23.8662,24.4262,1909750.0
2020-12-08,24.0786,24.2717,23.4703,23.7407,1780357.0
2020-12-09,24.2427,24.6192,23.6345,23.8469,3011760.0
2020-12-10,23.8372,24.793,23.451,24.7061,2516704.0
2020-12-11,24.5903,25.633,24.5227,25.4399,2589427.0
2020-12-12,24.5903,25.633,24.5227,25.4399,2589427.0
2020-12-13,24.5903,25.633,24.5227,25.4399,2589427.0
2020-12-14,25.7295,26.2412,25.1309,25.4109,2069351.0
2020-12-15,25.5557,26.4729,25.2758,26.386,2267986.0
2020-12-16,26.6467,26.975,25.9612,26.1543,1632455.0
2020-12-17,26.2991,26.4729,26.0192,26.4053,1523241.0
2020-12-18,26.946,27.0908,26.2991,26.5019,3470960.0
2020-12-19,26.946,27.0908,26.2991,26.5019,3470960.0
2020-12-20,26.946,27.0908,26.2991,26.5019,3470960.0
2020-12-21,25.913,26.9605,25.7681,26.7433,2577471.0
2020-12-22,26.8205,27.0136,26.444,26.8205,1476965.0
2020-12-23,27.0329,27.2163,26.4729,26.5598,1440013.0
2020-12-24,26.4729,27.1488,26.2895,27.0908,1106218.0
2020-12-25,26.4729,27.1488,26.2895,27.0908,1106218.0
2020-12-26,26.4729,27.1488,26.2895,27.0908,1106218.0
2020-12-27,26.4729,27.1488,26.2895,27.0908,1106218.0
2020-12-28,27.5639,27.6604,26.4536,26.5695,2109668.0
2020-12-29,26.5695,26.7143,25.884,26.3185,1567907.0
2020-12-30,26.4633,26.8157,26.2798,26.5212,839689.0
2020-12-31,26.5888,26.6467,26.0481,26.0674,1527093.0
2021-01-01,26.5888,26.6467,26.0481,26.0674,1527093.0
2021-01-02,26.5888,26.6467,26.0481,26.0674,1527093.0
2021-01-03,26.5888,26.6467,26.0481,26.0674,1527093.0
2021-01-04,26.135,26.1881,25.0151,25.5461,2451380.0
2021-01-05,25.3627,25.9612,25.3047,25.7778,1533700.0
2021-01-06,25.7585,26.9653,25.6909,26.8591,1738114.0
2021-01-07,27.0329,27.3418,26.6371,26.9846,995970.0
2021-01-08,27.226,27.3129,26.4826,26.8398,1127765.0
2021-01-09,27.226,27.3129,26.4826,26.8398,1127765.0
2021-01-10,27.226,27.3129,26.4826,26.8398,1127765.0
2021-01-11,26.3378,27.8246,26.2509,27.3708,1477040.0
2021-01-12,27.448,28.2494,27.3949,28.1142,1019724.0
2021-01-13,28.1046,28.2204,27.4384,27.4674,1819442.0
2021-01-14,27.6604,27.9597,27.4867,27.6122,1238473.0
2021-01-15,27.4287,27.9597,26.9653,27.7184,806137.0
2021-01-16,27.4287,27.9597,26.9653,27.7184,806137.0
2021-01-17,27.4287,27.9597,26.9653,27.7184,806137.0
2021-01-18,27.4287,27.9597,26.9653,27.7184,806137.0
2021-01-19,27.9501,28.1721,27.0426,27.4094,1397913.0
2021-01-20,27.5446,28.1625,27.4191,27.757,1385623.0
2021-01-21,28.0756,28.4232,27.6218,27.6411,1212457.0
2021-01-22,27.5156,27.8922,27.2647,27.8439,1073960.0
2021-01-23,27.5156,27.8922,27.2647,27.8439,1073960.0
2021-01-24,27.5156,27.8922,27.2647,27.8439,1073960.0
2021-01-25,27.9984,28.8093,27.226,27.4384,2658201.0
2021-01-26,27.5832,27.6894,26.7722,26.8977,1901338.0
2021-01-27,26.0674,26.695,24.9861,25.9323,3029081.0
2021-01-28,25.8261,26.4922,25.6233,26.2316,2956556.0
2021-01-29,26.1447,26.1833,25.2371,25.4882,2220864.0
2021-01-30,26.1447,26.1833,25.2371,25.4882,2220864.0
2021-01-31,26.1447,26.1833,25.2371,25.4882,2220864.0
2021-02-01,25.7199,26.4826,25.6137,26.4053,2296634.0
2021-02-02,26.7819,27.448,26.3571,27.3708,1682820.0
2021-02-03,27.5446,27.6315,26.3474,27.0619,1729708.0
2021-02-04,27.0812,27.786,27.0715,27.6411,1239744.0
2021-02-05,27.8439,27.9733,27.3032,27.4384,1088306.0
2021-02-06,27.8439,27.9733,27.3032,27.4384,1088306.0
2021-02-07,27.8439,27.9733,27.3032,27.4384,1088306.0
2021-02-08,27.6604,28.4039,27.5446,28.3749,2787851.0
2021-02-09,28.4811,28.6163,27.9984,28.3459,1481444.0
2021-02-10,28.317,28.848,28.0225,28.3652,2451598.0
2021-02-11,32.7291,32.9222,30.3155,31.0685,6682246.0
2021-02-12,31.2133,31.8602,30.4024,31.3871,2103183.0
2021-02-13,31.2133,31.8602,30.4024,31.3871,2103183.0
2021-02-14,31.2133,31.8602,30.4024,31.3871,2103183.0
2021-02-15,31.2133,31.8602,30.4024,31.3871,2103183.0
2021-02-16,31.3775,31.4885,29.9486,30.5279,3185059.0
2021-02-17,30.2093,30.8658,29.9389,30.132,2038940.0
2021-02-18,31.1361,31.3582,30.1706,30.9044,2755246.0
2021-02-19,31.2809,32.3526,31.1364,32.3429,3135769.0
2021-02-20,31.2809,32.3526,31.1364,32.3429,3135769.0
2021-02-21,31.2809,32.3526,31.1364,32.3429,3135769.0
2021-02-22,31.9761,32.7195,31.6864,32.034,2752475.0
2021-02-23,31.3775,32.7677,30.9527,32.6133,3366434.0
2021-02-24,32.4294,33.484,32.1392,33.0486,2353282.0
2021-02-25,33.2131,33.7258,32.0811,32.323,2443455.0
2021-02-26,32.5649,32.9809,31.5983,32.323,2368300.0
2021-02-27,32.5649,32.9809,31.5983,32.323,2368300.0
2021-02-28,32.5649,32.9809,31.5983,32.323,2368300.0
