,DUK US Equity,DUK US Equity,DUK US Equity,DUK US Equity,DUK US Equity
2021-03-01,76.1718,77.978,76.1718,77.0929,2827982.0
2021-03-02,77.1106,77.8281,76.5703,77.27,2427661.0
2021-03-03,76.96,77.4649,75.9984,77.2966,2724697.0
2021-03-04,77.3232,78.6252,76.1806,76.5792,4197253.0
2021-03-05,76.836,78.8289,76.3312,78.4126,3787986.0
2021-03-06,76.836,78.8289,76.3312,78.4126,3787986.0
2021-03-07,76.836,78.8289,76.3312,78.4126,3787986.0
2021-03-08,78.8289,80.8041,78.4392,79.9095,3741049.0
2021-03-09,79.9095,81.0166,79.5286,80.5561,3228468.0
2021-03-10,80.5561,81.2204,80.2461,80.4143,4227799.0
2021-03-11,80.3081,81.7505,79.9626,80.3258,3565218.0
2021-03-12,80.6092,81.4418,80.3258,80.9546,3462260.0
2021-03-13,80.6092,81.4418,80.3258,80.9546,3462260.0
2021-03-14,80.6092,81.4418,80.3258,80.9546,3462260.0
2021-03-15,81.3798,81.9722,81.0692,81.7784,4261234.0
2021-03-16,81.6544,82.7084,81.3178,82.3895,3140071.0
2021-03-17,82.3364,82.6464,81.0255,81.3532,4138383.0
2021-03-18,81.3266,82.0727,80.8562,81.7784,3471844.0
2021-03-19,81.9024,82.6818,81.1318,82.1238,11280761.0
2021-03-20,81.9024,82.6818,81.1318,82.1238,11280761.0
2021-03-21,81.9024,82.6818,81.1318,82.1238,11280761.0
2021-03-22,82.1238,82.5844,81.5746,82.4781,4108035.0
2021-03-23,82.3629,83.7801,82.0618,83.2752,3852868.0
2021-03-24,82.8412,84.2584,82.7261,83.6029,3024344.0
2021-03-25,84.1166,84.9404,83.6118,84.6127,2622948.0
2021-03-26,84.4355,84.9847,83.9702,84.8784,6036220.0
2021-03-27,84.4355,84.9847,83.9702,84.8784,6036220.0
2021-03-28,84.4355,84.9847,83.9702,84.8784,6036220.0
2021-03-29,84.8429,86.7251,84.4267,86.4284,4941205.0
2021-03-30,86.4372,86.4813,84.6392,85.2415,3275093.0
2021-03-31,84.9492,85.7287,84.8872,85.4984,3480686.0
2021-04-01,85.4098,85.4984,84.4444,85.2769,2876052.0
2021-04-02,85.4098,85.4984,84.4444,85.2769,2876052.0
2021-04-03,85.4098,85.4984,84.4444,85.2769,2876052.0
2021-04-04,85.4098,85.4984,84.4444,85.2769,2876052.0
2021-04-05,85.3389,86.4992,85.1795,85.8527,2839828.0
2021-04-06,85.7021,86.4461,85.0909,86.4195,3634332.0
2021-04-07,86.5347,86.8447,86.2247,86.6409,2549239.0
2021-04-08,86.7384,86.9332,86.2424,86.4638,4922358.0
2021-04-09,86.8004,87.4558,86.3044,86.3929,2028665.0
2021-04-10,86.8004,87.4558,86.3044,86.3929,2028665.0
2021-04-11,86.8004,87.4558,86.3044,86.3929,2028665.0
2021-04-12,86.0387,86.8978,85.9767,86.4815,3784694.0
2021-04-13,86.0209,87.5532,85.7464,87.2432,3661297.0
2021-04-14,87.0572,87.5887,86.8269,87.5001,3604346.0
2021-04-15,87.5444,88.4744,87.4558,88.3504,3271631.0
2021-04-16,88.439,89.569,88.3504,89.1652,3820931.0
2021-04-17,88.439,89.569,88.3504,89.1652,3820931.0
2021-04-18,88.439,89.569,88.3504,89.1652,3820931.0
2021-04-19,89.1741,89.2361,88.2707,88.749,3491591.0
2021-04-20,88.7932,90.1927,88.625,89.8207,3171562.0
2021-04-21,89.7852,90.0332,89.0767,89.5372,3741980.0
2021-04-22,89.6435,89.6435,88.6028,88.6427,3866818.0
2021-04-23,88.6515,88.9792,88.0758,88.439,2849413.0
2021-04-24,88.6515,88.9792,88.0758,88.439,2849413.0
2021-04-25,88.6515,88.9792,88.0758,88.439,2849413.0
2021-04-26,88.5187,88.5187,87.695,87.8632,2750007.0
2021-04-27,87.6507,87.819,87.1015,87.3407,3441328.0
2021-04-28,87.5887,87.8278,86.8624,87.3052,2514564.0
2021-04-29,87.4027,88.2441,87.3141,88.1732,2171991.0
2021-04-30,88.4478,89.2007,87.9252,89.183,2575017.0
2021-05-01,88.4478,89.2007,87.9252,89.183,2575017.0
2021-05-02,88.4478,89.2007,87.9252,89.183,2575017.0
2021-05-03,89.2981,90.2547,88.9084,89.2007,3572218.0
2021-05-04,89.2007,89.5248,88.6692,89.2627,3096407.0
2021-05-05,89.0147,89.1563,87.3761,88.005,3582226.0
2021-05-06,88.3592,89.2272,87.9961,89.0501,2051569.0
2021-05-07,88.9172,89.8384,88.7401,89.3335,4544918.0
2021-05-08,88.9172,89.8384,88.7401,89.3335,4544918.0
2021-05-09,88.9172,89.8384,88.7401,89.3335,4544918.0
2021-05-10,89.7055,95.6576,89.5107,91.8844,8173920.0
2021-05-11,92.2741,92.6461,90.981,91.787,4487880.0
2021-05-12,91.725,91.8578,89.5904,89.6524,4477644.0
2021-05-13,89.7821,92.6347,89.6479,92.1071,3318245.0
2021-05-14,92.3843,92.8493,91.7673,92.1608,2409600.0
2021-05-15,92.3843,92.8493,91.7673,92.1608,2409600.0
2021-05-16,92.3843,92.8493,91.7673,92.1608,2409600.0
2021-05-17,92.2591,96.5783,91.5527,91.6153,5582995.0
2021-05-18,91.3917,92.2055,91.1771,91.6511,4857062.0
2021-05-19,91.3917,91.5348,89.5317,90.4617,4371640.0
2021-05-20,90.5958,91.9104,90.4885,91.4543,3110153.0
2021-05-21,91.6868,92.1697,91.1413,91.9819,4136476.0
2021-05-22,91.6868,92.1697,91.1413,91.9819,4136476.0
2021-05-23,91.6868,92.1697,91.1413,91.9819,4136476.0
2021-05-24,92.1876,92.5632,91.3548,91.4901,2726479.0
2021-05-25,91.3202,91.4454,90.1353,90.5958,3015198.0
2021-05-26,90.5869,90.8641,90.1219,90.417,2607778.0
2021-05-27,90.5958,90.6406,89.335,89.4333,4251289.0
2021-05-28,89.7553,90.113,89.4154,89.6211,2271192.0
2021-05-29,89.7553,90.113,89.4154,89.6211,2271192.0
2021-05-30,89.7553,90.113,89.4154,89.6211,2271192.0
2021-05-31,89.7553,90.113,89.4154,89.6211,2271192.0
2021-06-01,89.9073,90.0906,89.0488,89.4959,2816156.0
2021-06-02,89.791,90.5601,89.174,90.0325,1889880.0
2021-06-03,89.639,91.2263,89.5853,90.9178,3401873.0
2021-06-04,91.186,91.2934,90.6674,90.7479,2771395.0
2021-06-05,91.186,91.2934,90.6674,90.7479,2771395.0
2021-06-06,91.186,91.2934,90.6674,90.7479,2771395.0
2021-06-07,90.8105,91.4007,90.721,91.0877,3335072.0
2021-06-08,91.3381,91.3381,89.8179,89.952,3147912.0
2021-06-09,89.9788,90.7389,89.8089,90.6674,1584765.0
2021-06-10,90.6584,91.0877,90.4528,90.9535,1783884.0
2021-06-11,90.7926,91.2665,90.4438,91.1503,1908960.0
2021-06-12,90.7926,91.2665,90.4438,91.1503,1908960.0
2021-06-13,90.7926,91.2665,90.4438,91.1503,1908960.0
2021-06-14,91.1503,91.7047,90.9983,91.6868,2003453.0
2021-06-15,91.7494,92.5632,91.4096,92.3038,2738684.0
2021-06-16,92.751,92.9119,90.9714,91.043,3865392.0
2021-06-17,91.0519,92.2591,90.7568,91.5885,3998678.0
2021-06-18,91.2755,91.4364,88.9862,89.0756,5190379.0
2021-06-19,91.2755,91.4364,88.9862,89.0756,5190379.0
2021-06-20,91.2755,91.4364,88.9862,89.0756,5190379.0
2021-06-21,89.5049,90.8181,89.2098,90.5958,3566057.0
2021-06-22,90.1755,90.7389,89.6748,89.7821,2562099.0
2021-06-23,89.5585,90.2471,88.6017,88.7358,3997331.0
2021-06-24,88.7358,88.937,88.2619,88.5927,2448584.0
2021-06-25,88.8521,89.2679,88.4854,89.174,3236194.0
2021-06-26,88.8521,89.2679,88.4854,89.174,3236194.0
2021-06-27,88.8521,89.2679,88.4854,89.174,3236194.0
2021-06-28,89.4244,90.0772,89.1025,89.4333,3192833.0
2021-06-29,89.2098,89.639,87.3497,87.7432,2669543.0
2021-06-30,87.7879,88.4854,87.3453,88.2798,2493445.0
2021-07-01,88.4944,89.3081,87.9489,89.022,2406895.0
2021-07-02,89.1919,89.1919,88.6911,88.9862,1779340.0
2021-07-03,89.1919,89.1919,88.6911,88.9862,1779340.0
2021-07-04,89.1919,89.1919,88.6911,88.9862,1779340.0
2021-07-05,89.1919,89.1919,88.6911,88.9862,1779340.0
2021-07-06,89.0577,89.326,87.9936,89.2724,3258062.0
2021-07-07,89.3797,89.9252,88.6927,89.7553,2044410.0
2021-07-08,89.4512,90.3186,89.2902,89.9252,2386166.0
2021-07-09,90.2739,90.3544,89.335,90.0146,2676306.0
2021-07-10,90.2739,90.3544,89.335,90.0146,2676306.0
2021-07-11,90.2739,90.3544,89.335,90.0146,2676306.0
2021-07-12,89.6211,90.8909,89.2992,90.7926,2509131.0
2021-07-13,90.73,91.0787,90.2918,90.7926,2774443.0
2021-07-14,90.7657,92.1429,89.9341,91.8388,2692937.0
2021-07-15,91.6958,93.0014,91.6958,92.9477,2869368.0
2021-07-16,93.0908,94.2354,92.8315,93.681,2759092.0
2021-07-17,93.0908,94.2354,92.8315,93.681,2759092.0
2021-07-18,93.0908,94.2354,92.8315,93.681,2759092.0
2021-07-19,93.368,94.307,91.8746,92.903,5548785.0
2021-07-20,93.0729,94.2712,92.4916,92.7689,2411432.0
2021-07-21,92.9298,93.0863,92.2144,92.2502,2078095.0
2021-07-22,92.2591,92.9745,91.8925,92.0356,2948720.0
2021-07-23,92.1608,93.529,92.1608,93.4217,1896057.0
2021-07-24,92.1608,93.529,92.1608,93.4217,1896057.0
2021-07-25,92.1608,93.529,92.1608,93.4217,1896057.0
2021-07-26,93.5379,93.9403,92.9566,93.52,3170100.0
2021-07-27,93.3322,95.3979,93.0461,95.1118,2036075.0
2021-07-28,95.0223,95.1475,93.672,94.4769,2144669.0
2021-07-29,94.7094,94.8435,93.8706,94.5037,1477925.0
2021-07-30,94.5037,95.4248,93.7883,93.994,2567756.0
2021-07-31,94.5037,95.4248,93.7883,93.994,2567756.0
2021-08-01,94.5037,95.4248,93.7883,93.994,2567756.0
2021-08-02,94.2444,95.38,94.0342,94.9598,3392333.0
2021-08-03,95.1565,96.1849,94.772,95.3353,2398941.0
2021-08-04,95.0492,95.6841,94.2235,95.4426,2261822.0
2021-08-05,95.4605,96.5783,95.0849,96.5157,2843840.0
2021-08-06,96.0597,96.632,95.5768,95.6483,2617775.0
2021-08-07,96.0597,96.632,95.5768,95.6483,2617775.0
2021-08-08,96.0597,96.632,95.5768,95.6483,2617775.0
2021-08-09,95.4158,95.693,94.3121,94.924,2435827.0
2021-08-10,95.237,95.8942,94.7898,95.5947,2022350.0
2021-08-11,95.9345,96.4084,95.6573,95.8093,2510425.0
2021-08-12,95.4799,96.1207,95.1911,95.3896,2227260.0
2021-08-13,95.6514,95.9312,95.2452,95.6694,2010975.0
2021-08-14,95.6514,95.9312,95.2452,95.6694,2010975.0
2021-08-15,95.6514,95.9312,95.2452,95.6694,2010975.0
2021-08-16,95.9673,97.8175,95.8138,97.303,3286659.0
2021-08-17,97.285,97.6866,96.3463,97.2128,2151866.0
2021-08-18,97.2669,97.3301,96.1839,96.6171,2834136.0
2021-08-19,96.6261,97.6731,96.2967,96.4637,2464575.0
2021-08-20,95.877,96.8788,95.3445,96.7615,2569137.0
2021-08-21,95.877,96.8788,95.3445,96.7615,2569137.0
2021-08-22,95.877,96.8788,95.3445,96.7615,2569137.0
2021-08-23,96.6261,96.9962,95.3806,95.516,2712775.0
2021-08-24,95.6965,95.8229,94.2118,94.9023,3730669.0
2021-08-25,94.8842,95.6333,94.2524,95.1099,2357877.0
2021-08-26,95.1279,95.2904,94.5999,94.6315,2495848.0
2021-08-27,94.8391,95.0642,94.3201,94.4691,1724449.0
2021-08-28,94.8391,95.0642,94.3201,94.4691,1724449.0
2021-08-29,94.8391,95.0642,94.3201,94.4691,1724449.0
2021-08-30,94.3156,94.9113,94.1667,94.5774,1947959.0
2021-08-31,94.6225,95.3265,94.2254,94.46,3069334.0
2021-09-01,94.6766,96.0124,94.4691,95.7777,2499536.0
2021-09-02,95.8499,96.5268,95.6694,96.2561,2792661.0
2021-09-03,96.0214,96.2471,95.1911,95.3806,3043749.0
2021-09-04,96.0214,96.2471,95.1911,95.3806,3043749.0
2021-09-05,96.0214,96.2471,95.1911,95.3806,3043749.0
2021-09-06,96.0214,96.2471,95.1911,95.3806,3043749.0
2021-09-07,95.2362,95.2995,93.1152,93.1423,4472933.0
2021-09-08,93.2055,95.3535,92.7001,95.0647,3616351.0
2021-09-09,94.8481,95.0828,94.3427,94.4239,2317719.0
2021-09-10,94.451,94.5728,93.0927,93.1423,2391729.0
2021-09-11,94.451,94.5728,93.0927,93.1423,2391729.0
2021-09-12,94.451,94.5728,93.0927,93.1423,2391729.0
2021-09-13,93.8463,94.0629,92.5557,92.7181,2801051.0
2021-09-14,92.9618,93.422,91.5899,91.7073,3421744.0
2021-09-15,91.3824,92.4391,90.9762,92.0863,2795837.0
2021-09-16,92.5015,92.7903,91.4094,91.5268,3219079.0
2021-09-17,91.1567,91.6802,89.8661,89.9563,6699178.0
2021-09-18,91.1567,91.6802,89.8661,89.9563,6699178.0
2021-09-19,91.1567,91.6802,89.8661,89.9563,6699178.0
2021-09-20,89.6134,90.534,88.9274,89.9293,4907802.0
2021-09-21,90.182,90.6784,89.1982,89.2794,3274870.0
2021-09-22,89.5773,89.7668,88.6116,88.9365,2732950.0
2021-09-23,88.9996,89.7578,88.6296,88.8101,2419921.0
2021-09-24,88.6747,89.4238,88.3498,88.8643,3010760.0
2021-09-25,88.6747,89.4238,88.3498,88.8643,3010760.0
2021-09-26,88.6747,89.4238,88.3498,88.8643,3010760.0
2021-09-27,88.8552,89.8571,87.9978,88.1152,2772782.0
2021-09-28,87.9527,88.3227,87.1675,87.5917,3126760.0
2021-09-29,87.5917,89.3787,87.5014,88.756,3299000.0
2021-09-30,88.9184,89.0809,88.052,88.0791,2963951.0
2021-10-01,88.6296,89.2433,88.0971,88.8643,4598467.0
2021-10-02,88.6296,89.2433,88.0971,88.8643,4598467.0
2021-10-03,88.6296,89.2433,88.0971,88.8643,4598467.0
2021-10-04,89.0448,91.1838,88.9094,90.9401,4645667.0
2021-10-05,91.0484,91.1387,90.2091,90.4076,3411517.0
2021-10-06,90.191,91.9735,89.5773,91.9239,2794824.0
2021-10-07,91.9871,92.5647,91.0304,91.1206,2020022.0
2021-10-08,91.1567,91.4455,90.6242,90.7325,1745173.0
2021-10-09,91.1567,91.4455,90.6242,90.7325,1745173.0
2021-10-10,91.1567,91.4455,90.6242,90.7325,1745173.0
2021-10-11,90.4166,90.913,89.6675,89.9924,1659659.0
2021-10-12,90.1188,90.7579,89.8751,90.0917,2426116.0
2021-10-13,90.1098,90.9311,89.3968,90.886,1799807.0
2021-10-14,91.256,91.96,90.9401,91.7434,3045634.0
2021-10-15,91.8336,92.0502,90.3399,90.5701,2593496.0
2021-10-16,91.8336,92.0502,90.3399,90.5701,2593496.0
2021-10-17,91.8336,92.0502,90.3399,90.5701,2593496.0
2021-10-18,90.1188,90.4166,89.487,90.1278,2057710.0
2021-10-19,90.5701,91.3553,90.3715,91.2741,1759349.0
2021-10-20,91.3824,92.5748,91.3824,92.2668,1892691.0
2021-10-21,92.4113,92.9889,92.2127,92.9618,2057867.0
2021-10-22,93.1513,94.7127,92.9347,93.6658,2430337.0
2021-10-23,93.1513,94.7127,92.9347,93.6658,2430337.0
2021-10-24,93.1513,94.7127,92.9347,93.6658,2430337.0
2021-10-25,93.5846,93.5891,92.6188,92.8174,1681631.0
2021-10-26,92.7723,93.9907,92.6369,93.2235,2298346.0
2021-10-27,93.5485,93.7019,92.6459,92.7452,1519205.0
2021-10-28,92.4383,92.8264,91.8517,92.5015,1973889.0
2021-10-29,92.2759,92.9257,91.6937,92.0683,2301579.0
2021-10-30,92.2759,92.9257,91.6937,92.0683,2301579.0
2021-10-31,92.2759,92.9257,91.6937,92.0683,2301579.0
2021-11-01,92.1766,92.673,91.5719,92.3391,1606531.0
2021-11-02,92.6279,92.7903,91.608,92.4654,2701053.0
2021-11-03,92.2849,92.9167,91.5629,92.5466,2061953.0
2021-11-04,92.4113,92.8264,90.1368,91.1748,3054472.0
2021-11-05,91.3282,92.664,91.2018,91.7705,2127856.0
2021-11-06,91.3282,92.664,91.2018,91.7705,2127856.0
2021-11-07,91.3282,92.664,91.2018,91.7705,2127856.0
2021-11-08,91.951,92.0502,90.7145,91.5358,3686955.0
2021-11-09,91.8697,92.2849,91.3643,92.0232,2876319.0
2021-11-10,92.3012,92.8753,91.7635,92.611,1876566.0
2021-11-11,92.3741,92.5563,91.0982,91.3625,2002720.0
2021-11-12,91.3625,91.5903,90.7519,91.0253,2504304.0
2021-11-13,91.3625,91.5903,90.7519,91.0253,2504304.0
2021-11-14,91.3625,91.5903,90.7519,91.0253,2504304.0
2021-11-15,91.3534,92.0551,90.8886,91.6814,2362902.0
2021-11-16,91.6176,91.8364,90.1868,90.2962,3758788.0
2021-11-17,90.2233,90.4511,89.6856,90.2142,2368603.0
2021-11-18,89.8405,89.9137,89.2937,89.6491,2810277.0
2021-11-19,89.722,90.0046,89.2755,89.6947,2986447.0
2021-11-20,89.722,90.0046,89.2755,89.6947,2986447.0
2021-11-21,89.722,90.0046,89.2755,89.6947,2986447.0
2021-11-22,89.7676,91.6359,89.6036,91.3625,3913928.0
2021-11-23,91.5812,92.1098,90.5696,91.809,3174245.0
2021-11-24,92.0369,92.2191,91.0617,91.2987,2236838.0
2021-11-25,92.0369,92.2191,91.0617,91.2987,2236838.0
2021-11-26,90.3873,91.7358,90.36,90.4785,1805360.0
2021-11-27,90.3873,91.7358,90.36,90.4785,1805360.0
2021-11-28,90.3873,91.7358,90.36,90.4785,1805360.0
2021-11-29,91.0617,91.5812,90.3235,91.3351,2128879.0
2021-11-30,90.8157,90.8795,88.1728,88.4097,3873210.0
2021-12-01,88.8016,90.2233,88.0178,88.0543,2826066.0
2021-12-02,88.4917,89.9317,88.3368,88.993,2956178.0
2021-12-03,89.4031,91.0891,88.6831,91.0253,3106864.0
2021-12-04,89.4031,91.0891,88.6831,91.0253,3106864.0
2021-12-05,89.4031,91.0891,88.6831,91.0253,3106864.0
2021-12-06,91.6085,93.5953,91.3716,92.2374,2972512.0
2021-12-07,91.9366,92.5472,91.5903,92.2009,4402505.0
2021-12-08,92.0369,92.6292,91.3169,91.9093,4819465.0
2021-12-09,92.0824,92.1553,90.4602,91.3898,4020793.0
2021-12-10,91.8728,93.0029,91.4628,92.5108,3039913.0
2021-12-11,91.8728,93.0029,91.4628,92.5108,3039913.0
2021-12-12,91.8728,93.0029,91.4628,92.5108,3039913.0
2021-12-13,92.5017,94.4428,92.4561,93.9051,3932509.0
2021-12-14,93.9142,94.3243,93.249,93.6591,2825123.0
2021-12-15,93.6955,94.8803,93.6955,94.616,3378793.0
2021-12-16,94.78,95.7916,94.452,95.2721,3066595.0
2021-12-17,95.1901,95.8463,93.2497,93.9051,7150284.0
2021-12-18,95.1901,95.8463,93.2497,93.9051,7150284.0
2021-12-19,95.1901,95.8463,93.2497,93.9051,7150284.0
2021-12-20,93.4312,94.6251,92.848,94.4793,3678554.0
2021-12-21,94.78,95.2266,93.577,93.8869,2054554.0
2021-12-22,93.7866,94.3517,93.5679,94.0145,1588711.0
2021-12-23,94.1238,94.6761,93.8049,93.8413,1435271.0
2021-12-24,94.1238,94.6761,93.8049,93.8413,1435271.0
2021-12-25,94.1238,94.6761,93.8049,93.8413,1435271.0
2021-12-26,94.1238,94.6761,93.8049,93.8413,1435271.0
2021-12-27,93.8413,94.2697,93.577,94.133,1269614.0
2021-12-28,94.2879,95.3268,94.2879,95.2995,1197446.0
2021-12-29,95.4726,95.7141,94.9896,95.4726,1176335.0
2021-12-30,95.5045,95.7278,94.8848,95.5,1690726.0
2021-12-31,95.4362,95.901,94.7755,95.6002,1945660.0
2022-01-01,95.4362,95.901,94.7755,95.6002,1945660.0
2022-01-02,95.4362,95.901,94.7755,95.6002,1945660.0
2022-01-03,95.6093,95.6093,93.8869,94.3152,3272662.0
2022-01-04,94.1968,95.6367,94.1238,94.2423,2558360.0
2022-01-05,94.3243,95.6185,94.297,94.4519,2446659.0
2022-01-06,94.3335,95.4818,94.1694,94.297,3944125.0
2022-01-07,93.6955,95.664,93.1943,95.2357,2990064.0
2022-01-08,93.6955,95.664,93.1943,95.2357,2990064.0
2022-01-09,93.6955,95.664,93.1943,95.2357,2990064.0
2022-01-10,95.3724,95.983,94.8438,95.2904,2683463.0
2022-01-11,95.3086,95.418,93.4403,94.0783,2937477.0
2022-01-12,93.577,94.616,93.1396,94.4337,2216052.0
2022-01-13,94.3608,95.2357,94.0509,94.9167,2591245.0
2022-01-14,95.181,95.3997,94.1147,94.8165,3425980.0
2022-01-15,95.181,95.3997,94.1147,94.8165,3425980.0
2022-01-16,95.181,95.3997,94.1147,94.8165,3425980.0
2022-01-17,95.181,95.3997,94.1147,94.8165,3425980.0
2022-01-18,94.1694,94.5522,92.7204,92.8388,3082135.0
2022-01-19,92.848,93.7113,92.3239,93.1123,2460844.0
2022-01-20,93.0029,94.3517,92.9482,93.2398,2427042.0
2022-01-21,93.8869,94.9714,93.5634,93.8504,3453822.0
2022-01-22,93.8869,94.9714,93.5634,93.8504,3453822.0
2022-01-23,93.8869,94.9714,93.5634,93.8504,3453822.0
2022-01-24,94.4337,94.7618,91.3625,93.4859,5654602.0
2022-01-25,92.693,94.0054,92.5563,93.249,3336368.0
2022-01-26,93.1214,94.1421,92.2282,92.9118,3111004.0
2022-01-27,93.4221,95.1263,93.3857,94.0965,3384930.0
2022-01-28,94.0418,95.4818,93.6864,95.4453,2874365.0
2022-01-29,94.0418,95.4818,93.6864,95.4453,2874365.0
2022-01-30,94.0418,95.4818,93.6864,95.4453,2874365.0
2022-01-31,94.6615,95.9101,94.2879,95.746,4306735.0
2022-02-01,95.2813,95.7643,93.3127,94.2788,3036261.0
2022-02-02,94.1876,95.8919,93.9142,95.6914,3391315.0
2022-02-03,95.8919,96.384,95.418,96.0832,2238905.0
2022-02-04,95.2904,96.0012,94.444,95.0079,2217282.0
2022-02-05,95.2904,96.0012,94.444,95.0079,2217282.0
2022-02-06,95.2904,96.0012,94.444,95.0079,2217282.0
2022-02-07,94.9076,95.5273,94.1876,95.0899,3046640.0
2022-02-08,95.9374,96.0194,94.8347,95.1537,2298767.0
2022-02-09,95.4635,95.8827,94.9805,95.4271,2259855.0
2022-02-10,94.9532,95.0808,90.7518,90.9432,5918179.0
2022-02-11,91.2258,91.9184,90.736,90.9068,3953478.0
2022-02-12,91.2258,91.9184,90.736,90.9068,3953478.0
2022-02-13,91.2258,91.9184,90.736,90.9068,3953478.0
2022-02-14,91.6359,92.0551,89.8861,91.0891,5284441.0
2022-02-15,91.2531,92.1462,90.0137,90.4967,3149517.0
2022-02-16,90.5514,91.1073,90.1322,90.6881,2956107.0
2022-02-17,90.6374,91.2725,89.774,90.8767,2401928.0
2022-02-18,90.5362,92.2206,90.2784,91.8708,4505553.0
2022-02-19,90.5362,92.2206,90.2784,91.8708,4505553.0
2022-02-20,90.5362,92.2206,90.2784,91.8708,4505553.0
2022-02-21,90.5362,92.2206,90.2784,91.8708,4505553.0
2022-02-22,92.0457,92.2666,90.7294,91.5394,3304893.0
2022-02-23,91.7327,91.926,89.8366,89.901,4055904.0
2022-02-24,89.6801,89.855,87.8852,89.3211,4207758.0
2022-02-25,90.2416,92.3587,90.0575,92.2482,3326772.0
2022-02-26,90.2416,92.3587,90.0575,92.2482,3326772.0
2022-02-27,90.2416,92.3587,90.0575,92.2482,3326772.0
2022-02-28,91.3185,92.5197,91.116,92.4231,3069393.0
2022-03-01,92.4231,93.0214,90.8215,91.8892,2448073.0
2022-03-02,91.9905,93.1963,91.8064,92.7729,2334531.0
2022-03-03,93.1963,95.0188,93.0214,94.4757,2607640.0
2022-03-04,94.31,96.9886,94.2548,96.8873,3276739.0
2022-03-05,94.31,96.9886,94.2548,96.8873,3276739.0
2022-03-06,94.31,96.9886,94.2548,96.8873,3276739.0
2022-03-07,97.0162,98.4797,96.2338,98.2128,3610974.0
2022-03-08,98.268,98.9021,96.9517,97.0806,3549811.0
2022-03-09,97.7433,98.0931,96.7584,96.9517,3293419.0
2022-03-10,96.2982,97.955,96.1325,97.7433,2038462.0
2022-03-11,97.6605,98.5717,97.5224,97.6973,2229694.0
2022-03-12,97.6605,98.5717,97.5224,97.6973,2229694.0
2022-03-13,97.6605,98.5717,97.5224,97.6973,2229694.0
2022-03-14,98.5349,99.1332,97.3291,97.8446,2562940.0
2022-03-15,98.8019,98.8387,97.6875,98.2036,2113500.0
2022-03-16,98.5073,98.5073,95.8847,97.5408,2636495.0
2022-03-17,97.5684,98.9857,96.9149,98.0287,2675174.0
2022-03-18,97.8446,98.4153,96.2522,96.694,4859217.0
2022-03-19,97.8446,98.4153,96.2522,96.694,4859217.0
2022-03-20,97.8446,98.4153,96.2522,96.694,4859217.0
2022-03-21,96.9425,98.3692,96.9011,97.7157,1987471.0
2022-03-22,98.2772,98.4429,96.5191,97.7433,2574899.0
2022-03-23,98.1944,98.9583,97.4948,98.3324,2617382.0
2022-03-24,98.0931,99.483,97.9366,98.9215,2196580.0
2022-03-25,99.2253,100.6612,98.9767,100.4495,1704639.0
2022-03-26,99.2253,100.6612,98.9767,100.4495,1704639.0
2022-03-27,99.2253,100.6612,98.9767,100.4495,1704639.0
2022-03-28,100.3298,101.2871,99.6395,101.2871,2470336.0
2022-03-29,101.3699,102.1615,100.9005,102.1431,2461711.0
2022-03-30,102.1707,102.631,101.6139,102.6125,1979358.0
2022-03-31,102.5205,103.5974,102.3548,102.7782,3280069.0
2022-04-01,102.815,103.9196,101.754,103.846,2302523.0
2022-04-02,102.815,103.9196,101.754,103.846,2302523.0
2022-04-03,102.815,103.9196,101.754,103.846,2302523.0
2022-04-04,103.1832,103.3213,101.6277,102.8979,2266203.0
2022-04-05,103.0912,105.0652,103.0728,103.5698,2489198.0
2022-04-06,104.1129,106.0919,103.5422,105.9906,3413388.0
2022-04-07,105.8434,106.0505,104.4258,105.7237,2785870.0
2022-04-08,106.2115,106.5797,105.0886,106.1747,1678131.0
2022-04-09,106.2115,106.5797,105.0886,106.1747,1678131.0
2022-04-10,106.2115,106.5797,105.0886,106.1747,1678131.0
2022-04-11,106.276,106.7401,104.7388,105.1438,2574188.0
2022-04-12,104.9597,106.5199,104.2602,106.2391,2509813.0
2022-04-13,106.322,106.6809,105.3003,105.9538,2092345.0
2022-04-14,106.0274,106.3312,105.3739,105.7145,2719313.0
2022-04-15,106.0274,106.3312,105.3739,105.7145,2719313.0
2022-04-16,106.0274,106.3312,105.3739,105.7145,2719313.0
2022-04-17,106.0274,106.3312,105.3739,105.7145,2719313.0
2022-04-18,106.1103,106.6073,104.5547,105.153,1962567.0
2022-04-19,105.2727,105.5764,104.7158,105.3647,2018154.0
2022-04-20,106.3036,106.6534,106.009,106.2484,2152864.0
2022-04-21,105.9906,107.0768,105.5494,106.1103,1865854.0
2022-04-22,106.009,106.2668,105.061,105.1898,3185591.0
2022-04-23,106.009,106.2668,105.061,105.1898,3185591.0
2022-04-24,106.009,106.2668,105.061,105.1898,3185591.0
2022-04-25,105.6869,105.8802,103.128,104.7204,3743598.0
2022-04-26,104.7572,106.6165,104.3338,104.4719,3937303.0
2022-04-27,104.5271,105.7513,103.2845,104.0945,2483986.0
2022-04-28,104.5363,105.5764,103.6435,104.748,2734076.0
2022-04-29,104.3982,104.4811,101.0478,101.3975,5423994.0
2022-04-30,104.3982,104.4811,101.0478,101.3975,5423994.0
2022-05-01,104.3982,104.4811,101.0478,101.3975,5423994.0
2022-05-02,101.867,102.2536,98.9215,100.0537,3831717.0
