,RSG US Equity,RSG US Equity,RSG US Equity,RSG US Equity,RSG US Equity
2021-03-04,87.2187,89.1282,86.9131,87.2568,2343464.0
2021-03-05,87.7438,90.4171,87.6865,90.1785,1759261.0
2021-03-06,87.7438,90.4171,87.6865,90.1785,1759261.0
2021-03-07,87.7438,90.4171,87.6865,90.1785,1759261.0
2021-03-08,90.694,92.8375,90.293,91.3146,1565478.0
2021-03-09,91.2955,91.9639,90.3312,90.3503,1503989.0
2021-03-10,90.4362,91.9639,90.0734,91.5151,1293379.0
2021-03-11,90.9996,91.3051,90.589,90.8945,1291767.0
2021-03-12,91.3051,92.2503,90.9709,91.8302,1040838.0
2021-03-13,91.3051,92.2503,90.9709,91.8302,1040838.0
2021-03-14,91.3051,92.2503,90.9709,91.8302,1040838.0
2021-03-15,91.8302,92.2885,91.0091,92.2026,973435.0
2021-03-16,92.2121,92.7659,91.4579,92.2312,762388.0
2021-03-17,92.4604,92.4604,89.8061,89.9684,963124.0
2021-03-18,90.2166,92.7086,89.9207,92.3458,1571748.0
2021-03-19,92.5845,92.89,91.3051,91.6679,2301782.0
2021-03-20,92.5845,92.89,91.3051,91.6679,2301782.0
2021-03-21,92.5845,92.89,91.3051,91.6679,2301782.0
2021-03-22,91.6488,92.3315,90.7895,92.2885,2037697.0
2021-03-23,91.6202,92.8327,91.4483,92.4413,1363507.0
2021-03-24,92.3744,94.1503,92.3744,93.778,1438423.0
2021-03-25,94.0739,94.8759,93.1955,94.6086,1046788.0
2021-03-26,94.9332,96.8141,94.7144,96.7091,1250941.0
2021-03-27,94.9332,96.8141,94.7144,96.7091,1250941.0
2021-03-28,94.9332,96.8141,94.7144,96.7091,1250941.0
2021-03-29,96.2222,97.3775,96.0312,96.5468,949636.0
2021-03-30,96.3081,96.8332,95.7161,95.888,662518.0
2021-03-31,95.4805,95.8449,94.9436,95.26,1294063.0
2021-04-01,95.6531,95.8353,94.6559,95.6148,898315.0
2021-04-02,95.6531,95.8353,94.6559,95.6148,898315.0
2021-04-03,95.6531,95.8353,94.6559,95.6148,898315.0
2021-04-04,95.6531,95.8353,94.6559,95.6148,898315.0
2021-04-05,96.3626,97.2256,96.1613,96.89,1072324.0
2021-04-06,97.0051,97.9351,96.5352,97.3982,826463.0
2021-04-07,98.2611,98.9323,97.8776,98.1653,983741.0
2021-04-08,97.9351,98.2515,97.6379,98.1365,978205.0
2021-04-09,98.2515,99.3734,98.1173,99.2871,927974.0
2021-04-10,98.2515,99.3734,98.1173,99.2871,927974.0
2021-04-11,98.2515,99.3734,98.1173,99.2871,927974.0
2021-04-12,99.6706,100.035,98.544,99.0378,1090703.0
2021-04-13,98.3954,99.8336,98.2899,99.3638,1276749.0
2021-04-14,99.2391,99.5172,98.9419,99.2008,776960.0
2021-04-15,99.3063,100.2459,99.2583,99.9199,808494.0
2021-04-16,100.4089,100.85,99.8624,100.0254,1118434.0
2021-04-17,100.4089,100.85,99.8624,100.0254,1118434.0
2021-04-18,100.4089,100.85,99.8624,100.0254,1118434.0
2021-04-19,99.8432,100.5144,99.2967,100.361,1130430.0
2021-04-20,100.3706,101.4445,100.3706,100.687,910518.0
2021-04-21,101.1568,101.8184,100.6774,101.5308,739553.0
2021-04-22,101.4445,101.961,100.85,101.2623,953224.0
2021-04-23,101.339,102.2595,100.7253,102.0102,947814.0
2021-04-24,101.339,102.2595,100.7253,102.0102,947814.0
2021-04-25,101.339,102.2595,100.7253,102.0102,947814.0
2021-04-26,101.991,101.991,100.2843,100.3226,1040799.0
2021-04-27,100.3418,100.9171,99.7186,100.5815,946222.0
2021-04-28,101.0322,101.0322,100.1596,100.361,636186.0
2021-04-29,100.8692,101.7417,100.4665,101.7129,752412.0
2021-04-30,101.7896,102.1444,101.4157,101.9239,1054915.0
2021-05-01,101.7896,102.1444,101.4157,101.9239,1054915.0
2021-05-02,101.7896,102.1444,101.4157,101.9239,1054915.0
2021-05-03,102.4225,104.0333,102.1828,103.5443,974345.0
2021-05-04,103.1512,104.4648,103.1512,104.2251,1264844.0
2021-05-05,104.2443,105.0593,103.7505,104.8579,1525072.0
2021-05-06,105.4716,107.5139,105.4044,106.2099,1536616.0
2021-05-07,106.066,106.6222,105.6729,106.3153,1148511.0
2021-05-08,106.066,106.6222,105.6729,106.3153,1148511.0
2021-05-09,106.066,106.6222,105.6729,106.3153,1148511.0
2021-05-10,106.8523,108.6165,106.603,107.4372,1117772.0
2021-05-11,107.1783,107.6002,104.7045,105.3757,1692237.0
2021-05-12,105.1551,105.5099,103.3717,103.4101,1277826.0
2021-05-13,103.784,106.1427,103.4197,105.7209,739356.0
2021-05-14,106.1044,106.9865,105.7017,106.5263,910938.0
2021-05-15,106.1044,106.9865,105.7017,106.5263,910938.0
2021-05-16,106.1044,106.9865,105.7017,106.5263,910938.0
2021-05-17,106.4112,106.9769,105.0209,105.5003,1294819.0
2021-05-18,105.3181,105.5866,104.6374,104.7237,986345.0
2021-05-19,104.436,104.599,102.7197,103.7361,1231448.0
2021-05-20,103.9854,105.2798,103.2662,104.925,1323625.0
2021-05-21,105.1168,105.9318,104.4456,104.9921,1237955.0
2021-05-22,105.1168,105.9318,104.4456,104.9921,1237955.0
2021-05-23,105.1168,105.9318,104.4456,104.9921,1237955.0
2021-05-24,105.5579,105.7496,104.7428,104.8867,910773.0
2021-05-25,104.7045,105.0784,103.9566,104.158,1410865.0
2021-05-26,103.6402,104.2395,103.2375,103.5155,1212161.0
2021-05-27,103.8799,104.5894,103.0169,104.5127,2564426.0
2021-05-28,105.2606,105.3948,104.436,104.6853,872123.0
2021-05-29,105.2606,105.3948,104.436,104.6853,872123.0
2021-05-30,105.2606,105.3948,104.436,104.6853,872123.0
2021-05-31,105.2606,105.3948,104.436,104.6853,872123.0
2021-06-01,105.2318,105.3133,103.8032,103.9087,1084204.0
2021-06-02,104.158,104.5031,103.6018,104.4744,1132287.0
2021-06-03,104.4648,104.6278,103.8224,104.4073,666369.0
2021-06-04,104.6757,104.9058,103.947,104.7333,866244.0
2021-06-05,104.6757,104.9058,103.947,104.7333,866244.0
2021-06-06,104.6757,104.9058,103.947,104.7333,866244.0
2021-06-07,104.9921,105.0784,103.6114,104.0908,1095270.0
2021-06-08,104.3593,104.8963,103.9087,104.5223,1126422.0
2021-06-09,104.4552,105.0017,104.2826,104.7333,867575.0
2021-06-10,105.1168,105.3469,104.5655,104.6086,639427.0
2021-06-11,104.7524,105.1168,104.4744,105.0593,764436.0
2021-06-12,104.7524,105.1168,104.4744,105.0593,764436.0
2021-06-13,104.7524,105.1168,104.4744,105.0593,764436.0
2021-06-14,105.1647,105.251,104.6326,105.1264,768399.0
2021-06-15,105.1456,106.0948,104.5415,106.066,1006886.0
2021-06-16,106.3057,106.3057,104.5415,104.7045,1295407.0
2021-06-17,104.9154,104.925,103.4772,104.1484,1073078.0
2021-06-18,103.1799,103.434,102.0773,102.1348,2127647.0
2021-06-19,103.1799,103.434,102.0773,102.1348,2127647.0
2021-06-20,103.1799,103.434,102.0773,102.1348,2127647.0
2021-06-21,102.8635,104.0717,102.6238,103.9662,1161668.0
2021-06-22,103.8895,104.6374,103.6402,104.2922,712771.0
2021-06-23,104.3018,104.3785,103.3621,103.4101,806005.0
2021-06-24,103.7648,104.3497,103.2758,103.8703,866847.0
2021-06-25,103.9182,104.4264,103.6594,104.321,1121174.0
2021-06-26,103.9182,104.4264,103.6594,104.321,1121174.0
2021-06-27,103.9182,104.4264,103.6594,104.321,1121174.0
2021-06-28,104.1675,104.4744,103.6498,104.3018,1531995.0
2021-06-29,104.4264,105.4811,104.1675,105.1647,1611312.0
2021-06-30,105.3043,106.0984,104.977,105.8915,2020788.0
2021-07-01,106.5845,106.7963,105.9492,106.469,1100066.0
2021-07-02,106.5171,107.8166,106.2572,107.2391,1348260.0
2021-07-03,106.5171,107.8166,106.2572,107.2391,1348260.0
2021-07-04,106.5171,107.8166,106.2572,107.2391,1348260.0
2021-07-05,106.5171,107.8166,106.2572,107.2391,1348260.0
2021-07-06,107.3738,108.0957,106.7818,108.0187,1598401.0
2021-07-07,107.9899,109.8284,107.7588,109.7321,1573717.0
2021-07-08,108.7022,109.3134,107.884,108.192,1092034.0
2021-07-09,108.6155,108.8754,107.9417,108.4519,764954.0
2021-07-10,108.6155,108.8754,107.9417,108.4519,764954.0
2021-07-11,108.6155,108.8754,107.9417,108.4519,764954.0
2021-07-12,108.4904,108.5866,108.0861,108.4326,744851.0
2021-07-13,110.4155,110.5984,108.2786,108.3941,1200193.0
2021-07-14,108.4326,109.6262,108.3653,109.5877,944008.0
2021-07-15,109.1353,110.5118,109.0294,110.2423,1094496.0
2021-07-16,110.6369,111.8594,110.3385,110.9257,957382.0
2021-07-17,110.6369,111.8594,110.3385,110.9257,957382.0
2021-07-18,110.6369,111.8594,110.3385,110.9257,957382.0
2021-07-19,110.0594,110.3096,108.4038,109.4722,1097779.0
2021-07-20,109.7321,111.8401,109.7128,110.7909,1060877.0
2021-07-21,111.2433,111.2626,110.5021,110.5792,849128.0
2021-07-22,110.6754,111.02,109.992,110.7139,631784.0
2021-07-23,110.8005,111.946,110.7235,111.8305,482615.0
2021-07-24,110.8005,111.946,110.7235,111.8305,482615.0
2021-07-25,110.8005,111.946,110.7235,111.8305,482615.0
2021-07-26,111.7053,111.9941,111.1471,111.484,1122072.0
2021-07-27,111.4647,112.9422,111.2337,111.7631,886399.0
2021-07-28,111.4551,111.7246,110.7428,111.0316,782110.0
2021-07-29,111.5706,112.0615,111.1567,111.1567,928693.0
2021-07-30,111.0412,114.1214,111.0412,113.9289,2013065.0
2021-07-31,111.0412,114.1214,111.0412,113.9289,2013065.0
2021-08-01,111.0412,114.1214,111.0412,113.9289,2013065.0
2021-08-02,114.3139,114.4583,112.6679,113.5823,1054477.0
2021-08-03,113.7652,115.6326,113.3706,115.2572,1571067.0
2021-08-04,115.0743,116.0176,114.3139,114.6989,990368.0
2021-08-05,115.0358,115.392,113.3225,113.8037,1090981.0
2021-08-06,113.7075,114.9973,113.4668,113.8807,832681.0
2021-08-07,113.7075,114.9973,113.4668,113.8807,832681.0
2021-08-08,113.7075,114.9973,113.4668,113.8807,832681.0
2021-08-09,114.0636,114.208,113.2551,113.4091,771586.0
2021-08-10,113.3513,114.0251,112.8508,113.0433,746146.0
2021-08-11,113.2647,115.2572,113.1973,115.1898,973787.0
2021-08-12,115.1513,115.9214,115.1032,115.5941,1246729.0
2021-08-13,115.9791,116.2583,115.5652,116.0561,518139.0
2021-08-14,115.9791,116.2583,115.5652,116.0561,518139.0
2021-08-15,115.9791,116.2583,115.5652,116.0561,518139.0
2021-08-16,115.9021,117.2112,115.4497,117.1631,716100.0
2021-08-17,117.0476,117.3508,116.1861,116.8647,641281.0
2021-08-18,116.4027,116.7107,114.8144,114.9203,998488.0
2021-08-19,114.3716,116.9321,114.1214,116.5855,856032.0
2021-08-20,116.47,117.7406,116.0465,117.5289,1184984.0
2021-08-21,116.47,117.7406,116.0465,117.5289,1184984.0
2021-08-22,116.47,117.7406,116.0465,117.5289,1184984.0
2021-08-23,117.8657,118.0101,116.8936,117.0283,721768.0
2021-08-24,117.654,117.9331,117.0283,117.8561,857338.0
2021-08-25,117.9909,118.2123,117.6925,118.0679,1011286.0
2021-08-26,118.1545,118.5684,117.7695,118.4529,790408.0
2021-08-27,118.8957,119.3866,118.6454,118.9342,1126896.0
2021-08-28,118.8957,119.3866,118.6454,118.9342,1126896.0
2021-08-29,118.8957,119.3866,118.6454,118.9342,1126896.0
2021-08-30,119.1652,119.9064,118.7744,119.6176,716302.0
2021-08-31,119.4829,120.2337,118.9342,119.4829,1319701.0
2021-09-01,118.8957,120.2722,118.424,120.147,725694.0
2021-09-02,120.5994,121.3984,120.07,121.3791,790013.0
2021-09-03,121.2828,121.3431,120.5802,120.7727,906053.0
2021-09-04,121.2828,121.3431,120.5802,120.7727,906053.0
2021-09-05,121.2828,121.3431,120.5802,120.7727,906053.0
2021-09-06,121.2828,121.3431,120.5802,120.7727,906053.0
2021-09-07,120.5513,120.5513,118.6262,118.7224,1293419.0
2021-09-08,118.6165,120.4069,118.3952,119.9545,1098462.0
2021-09-09,119.8968,120.1951,119.1748,119.3481,939760.0
2021-09-10,119.5791,120.2337,119.1075,119.5887,921017.0
2021-09-11,119.5791,120.2337,119.1075,119.5887,921017.0
2021-09-12,119.5791,120.2337,119.1075,119.5887,921017.0
2021-09-13,120.2529,121.4276,119.4829,120.1566,1208300.0
2021-09-14,120.4262,121.2443,120.0325,120.2722,966250.0
2021-09-15,120.2048,121.5235,119.993,120.5898,871016.0
2021-09-16,120.6476,120.9459,119.3491,119.4058,1013719.0
2021-09-17,118.5684,119.2201,118.116,118.8187,2720204.0
2021-09-18,118.5684,119.2201,118.116,118.8187,2720204.0
2021-09-19,118.5684,119.2201,118.116,118.8187,2720204.0
2021-09-20,117.8657,119.4203,117.2978,118.9246,1807649.0
2021-09-21,119.5984,120.455,118.8957,118.8957,915358.0
2021-09-22,119.7331,120.3395,119.0786,119.8294,717005.0
2021-09-23,120.3395,121.0326,119.6898,119.916,846966.0
2021-09-24,119.8486,120.7053,119.6561,120.1374,869777.0
2021-09-25,119.8486,120.7053,119.6561,120.1374,869777.0
2021-09-26,119.8486,120.7053,119.6561,120.1374,869777.0
2021-09-27,120.0604,120.0604,117.7599,118.2123,1328306.0
2021-09-28,117.5,117.8946,115.8444,116.3449,1013646.0
2021-09-29,116.5759,118.2026,116.5085,117.9043,1115974.0
2021-09-30,118.3003,118.5612,116.0008,116.0008,1681971.0
2021-10-01,116.6192,117.2762,114.3583,116.6482,947906.0
2021-10-02,116.6192,117.2762,114.3583,116.6482,947906.0
2021-10-03,116.6192,117.2762,114.3583,116.6482,947906.0
2021-10-04,116.2907,117.3921,114.996,115.9525,868179.0
2021-10-05,116.2134,117.711,115.3631,117.2858,741444.0
2021-10-06,116.5709,119.5081,116.4453,119.3342,1310267.0
2021-10-07,120.0105,121.682,119.7786,120.8221,944069.0
2021-10-08,120.6578,121.7786,120.0105,121.3921,656945.0
2021-10-09,120.6578,121.7786,120.0105,121.3921,656945.0
2021-10-10,120.6578,121.7786,120.0105,121.3921,656945.0
2021-10-11,121.2762,122.8414,120.7931,121.8752,1041812.0
2021-10-12,122.5806,123.2859,121.7207,121.9525,955332.0
2021-10-13,122.3004,122.7158,120.6192,122.2714,855625.0
2021-10-14,123.1796,124.368,122.7255,124.3004,1000508.0
2021-10-15,125.1216,125.2376,123.3535,123.4115,1003880.0
2021-10-16,125.1216,125.2376,123.3535,123.4115,1003880.0
2021-10-17,125.1216,125.2376,123.3535,123.4115,1003880.0
2021-10-18,123.3922,123.682,122.6192,123.0733,735512.0
2021-10-19,123.3728,124.0975,122.7255,124.0588,678520.0
2021-10-20,124.0395,125.4212,123.8463,125.1216,581854.0
2021-10-21,126.2907,126.9767,124.7835,126.8511,1108596.0
2021-10-22,127.025,128.8705,126.8028,128.7642,682942.0
2021-10-23,127.025,128.8705,126.8028,128.7642,682942.0
2021-10-24,127.025,128.8705,126.8028,128.7642,682942.0
2021-10-25,128.7642,128.7642,126.5033,126.8221,676466.0
2021-10-26,126.0395,126.5419,124.2811,126.0105,1840774.0
2021-10-27,126.0492,126.2521,124.7255,124.7642,933626.0
2021-10-28,125.2956,125.9526,124.3825,125.5371,1577033.0
2021-10-29,135.5951,141.0445,127.682,130.0492,2668885.0
2021-10-30,135.5951,141.0445,127.682,130.0492,2668885.0
2021-10-31,135.5951,141.0445,127.682,130.0492,2668885.0
2021-11-01,130.6096,131.0734,127.9429,128.1651,1730523.0
2021-11-02,128.5033,130.8415,128.1458,129.6627,1279682.0
2021-11-03,129.4212,130.513,127.5758,127.9333,1102312.0
2021-11-04,127.798,129.1796,127.5564,129.0251,667038.0
2021-11-05,129.4695,129.6048,128.1651,128.2714,1023694.0
2021-11-06,129.4695,129.6048,128.1651,128.2714,1023694.0
2021-11-07,129.4695,129.6048,128.1651,128.2714,1023694.0
2021-11-08,128.7352,129.3149,127.5854,128.5806,765329.0
2021-11-09,128.5806,128.8994,128.0878,128.6386,543927.0
2021-11-10,128.397,129.9912,128.2618,129.8946,628126.0
2021-11-11,129.8077,130.0971,128.9188,129.0927,545870.0
2021-11-12,129.5854,131.3053,129.0376,130.7062,948028.0
2021-11-13,129.5854,131.3053,129.0376,130.7062,948028.0
2021-11-14,129.5854,131.3053,129.0376,130.7062,948028.0
2021-11-15,130.3777,130.8512,130.2618,130.6869,507155.0
2021-11-16,130.9478,132.0396,130.6289,131.8077,845205.0
2021-11-17,131.9526,133.0444,131.7111,132.8029,631678.0
2021-11-18,132.7545,133.1346,131.9623,132.7932,668292.0
2021-11-19,133.2376,133.4197,131.0251,131.8367,1075079.0
2021-11-20,133.2376,133.4197,131.0251,131.8367,1075079.0
2021-11-21,133.2376,133.4197,131.0251,131.8367,1075079.0
2021-11-22,132.3198,132.9478,131.4599,132.3391,911590.0
2021-11-23,132.0396,133.3343,131.8077,133.2183,723981.0
2021-11-24,132.6869,133.8657,132.3874,133.7111,688958.0
2021-11-25,132.6869,133.8657,132.3874,133.7111,688958.0
2021-11-26,132.2618,133.2473,130.1458,130.455,675688.0
2021-11-27,132.2618,133.2473,130.1458,130.455,675688.0
2021-11-28,132.2618,133.2473,130.1458,130.455,675688.0
2021-11-29,131.4309,134.3005,131.2473,133.5565,879249.0
2021-11-30,132.3777,133.0541,126.9139,127.7883,2365736.0
2021-12-01,128.9864,131.3053,127.4212,127.4695,1477254.0
2021-12-02,128.0202,132.2811,127.9236,131.4212,1270356.0
2021-12-03,132.3004,132.4121,129.6144,130.8222,592280.0
2021-12-04,132.3004,132.4121,129.6144,130.8222,592280.0
2021-12-05,132.3004,132.4121,129.6144,130.8222,592280.0
2021-12-06,131.9816,132.5806,130.1168,130.6966,859557.0
2021-12-07,131.5951,133.0154,130.3777,131.0154,1021503.0
2021-12-08,130.9574,131.4599,129.4985,130.6966,803568.0
2021-12-09,130.5903,131.1797,129.4019,129.9526,825444.0
2021-12-10,130.5903,131.7787,130.0202,130.9091,904857.0
2021-12-11,130.5903,131.7787,130.0202,130.9091,904857.0
2021-12-12,130.5903,131.7787,130.0202,130.9091,904857.0
2021-12-13,131.3246,132.3101,130.5806,131.5565,832398.0
2021-12-14,131.112,131.7884,130.0009,130.8898,1061156.0
2021-12-15,131.3536,132.7159,130.8318,132.513,1126299.0
2021-12-16,132.8318,135.0927,132.484,134.3874,1098004.0
2021-12-17,134.1942,134.2521,130.3391,130.4164,1950943.0
2021-12-18,134.1942,134.2521,130.3391,130.4164,1950943.0
2021-12-19,134.1942,134.2521,130.3391,130.4164,1950943.0
2021-12-20,129.5661,129.8511,127.4115,129.199,1393438.0
2021-12-21,129.9526,130.3874,128.0782,128.8705,886861.0
2021-12-22,129.054,129.856,128.4164,129.5371,478054.0
2021-12-23,130.0492,131.4888,129.7014,130.8415,544522.0
2021-12-24,130.0492,131.4888,129.7014,130.8415,544522.0
2021-12-25,130.0492,131.4888,129.7014,130.8415,544522.0
2021-12-26,130.0492,131.4888,129.7014,130.8415,544522.0
2021-12-27,131.4212,132.7739,131.2714,132.6386,449076.0
2021-12-28,132.542,133.8367,132.542,133.7401,298427.0
2021-12-29,133.6338,134.8463,133.3343,134.6966,386497.0
2021-12-30,135.2666,135.2811,133.769,133.8947,313571.0
2021-12-31,133.7492,135.8043,133.313,135.1839,447856.0
2022-01-01,133.7492,135.8043,133.313,135.1839,447856.0
2022-01-02,133.7492,135.8043,133.313,135.1839,447856.0
2022-01-03,134.9319,135.1936,129.5904,131.2675,1150650.0
2022-01-04,131.8201,133.6232,131.6892,132.4017,912540.0
2022-01-05,132.5277,133.1191,129.6777,130.0557,1011835.0
2022-01-06,130.3466,132.0197,129.4644,130.3078,841556.0
2022-01-07,130.1915,130.4726,128.4853,129.6777,910550.0
2022-01-08,130.1915,130.4726,128.4853,129.6777,910550.0
2022-01-09,130.1915,130.4726,128.4853,129.6777,910550.0
2022-01-10,128.8634,128.8634,126.3817,127.6031,1196763.0
2022-01-11,127.7679,128.0782,126.12,128.0588,1087140.0
2022-01-12,128.5532,128.7374,126.7501,127.7873,1393802.0
2022-01-13,128.146,128.146,126.2557,126.6434,1141725.0
2022-01-14,125.8388,126.2751,124.8209,125.8873,1235999.0
2022-01-15,125.8388,126.2751,124.8209,125.8873,1235999.0
2022-01-16,125.8388,126.2751,124.8209,125.8873,1235999.0
2022-01-17,125.8388,126.2751,124.8209,125.8873,1235999.0
2022-01-18,124.8016,125.4123,123.4347,124.6755,1443452.0
2022-01-19,124.7628,126.4399,124.1908,125.199,1025732.0
2022-01-20,125.4123,126.7598,124.3169,124.4235,1238291.0
2022-01-21,124.472,126.1587,123.5458,124.0745,1167503.0
2022-01-22,124.472,126.1587,123.5458,124.0745,1167503.0
2022-01-23,124.472,126.1587,123.5458,124.0745,1167503.0
2022-01-24,122.8337,123.9873,120.5362,123.6964,1858949.0
2022-01-25,122.1357,122.9791,119.9642,121.0112,1633939.0
2022-01-26,121.5734,123.5122,120.3908,121.2632,1740792.0
2022-01-27,121.8933,123.4832,119.3535,119.8091,1323070.0
2022-01-28,119.9351,122.7173,118.5877,122.7076,1196210.0
2022-01-29,119.9351,122.7173,118.5877,122.7076,1196210.0
2022-01-30,119.9351,122.7173,118.5877,122.7076,1196210.0
2022-01-31,121.8255,123.8612,121.8255,123.7546,1389324.0
2022-02-01,123.7255,124.4913,120.6525,122.126,1733534.0
2022-02-02,121.8255,125.0294,121.2341,124.7531,1988343.0
2022-02-03,123.6092,125.1118,122.9985,123.1923,1046181.0
2022-02-04,122.5525,123.9873,121.4668,122.5913,1167093.0
2022-02-05,122.5525,123.9873,121.4668,122.5913,1167093.0
2022-02-06,122.5525,123.9873,121.4668,122.5913,1167093.0
2022-02-07,122.6495,123.9,122.2908,122.5525,1023229.0
2022-02-08,122.8724,123.3474,121.9418,123.0663,1289332.0
2022-02-09,121.6025,124.3653,121.428,123.7352,1829844.0
2022-02-10,122.029,124.2732,121.1954,121.8836,2133068.0
2022-02-11,120.8755,121.6413,115.5437,116.5034,3188306.0
2022-02-12,120.8755,121.6413,115.5437,116.5034,3188306.0
2022-02-13,120.8755,121.6413,115.5437,116.5034,3188306.0
2022-02-14,116.5034,116.8233,113.4207,114.9427,2768086.0
2022-02-15,116.2998,116.581,114.3126,114.836,2250770.0
2022-02-16,114.6809,114.9136,112.1314,113.9539,2384834.0
2022-02-17,113.9539,114.7973,113.1008,113.159,1204721.0
2022-02-18,113.0717,114.5161,112.3156,113.9442,1952943.0
2022-02-19,113.0717,114.5161,112.3156,113.9442,1952943.0
2022-02-20,113.0717,114.5161,112.3156,113.9442,1952943.0
2022-02-21,113.0717,114.5161,112.3156,113.9442,1952943.0
2022-02-22,114.8748,115.2461,112.8197,113.5758,1385672.0
2022-02-23,113.7988,114.3998,112.3107,112.4125,1701953.0
2022-02-24,110.8809,114.361,110.0989,113.8763,1603987.0
2022-02-25,114.3998,117.2596,113.9054,117.1917,1114841.0
2022-02-26,114.3998,117.2596,113.9054,117.1917,1114841.0
2022-02-27,114.3998,117.2596,113.9054,117.1917,1114841.0
2022-02-28,116.0575,117.88,115.66,116.6004,1880264.0
2022-03-01,116.6198,118.006,116.3386,117.5116,1766668.0
2022-03-02,117.7346,122.1454,117.7346,121.0306,2176736.0
2022-03-03,121.5443,123.1051,121.4765,122.3877,1236637.0
2022-03-04,121.2826,126.183,121.1178,125.9939,2232939.0
2022-03-05,121.2826,126.183,121.1178,125.9939,2232939.0
2022-03-06,121.2826,126.183,121.1178,125.9939,2232939.0
2022-03-07,125.6546,126.1103,123.2704,124.0454,2297417.0
2022-03-08,123.774,124.8016,119.2565,119.3438,1972439.0
2022-03-09,120.9045,122.5041,119.9739,121.9224,1429094.0
2022-03-10,120.8755,122.9888,120.8464,122.9112,920362.0
2022-03-11,123.4444,124.3556,122.5913,122.6689,899082.0
2022-03-12,123.4444,124.3556,122.5913,122.6689,899082.0
2022-03-13,123.4444,124.3556,122.5913,122.6689,899082.0
2022-03-14,123.4347,124.5592,122.2956,124.5398,1648649.0
2022-03-15,125.7225,125.8049,123.8031,125.1118,970413.0
2022-03-16,125.6934,126.624,124.0163,126.0521,948562.0
2022-03-17,126.1684,127.6419,125.897,127.5062,900202.0
2022-03-18,127.8164,128.0103,126.0182,127.4674,1429714.0
2022-03-19,127.8164,128.0103,126.0182,127.4674,1429714.0
2022-03-20,127.8164,128.0103,126.0182,127.4674,1429714.0
2022-03-21,127.3802,128.1169,126.7985,127.5062,714876.0
2022-03-22,128.0685,128.1169,125.4995,125.5577,901860.0
2022-03-23,125.1215,126.5756,124.6748,125.5189,790088.0
2022-03-24,125.8388,126.9367,125.2184,126.2072,768976.0
2022-03-25,126.624,127.5741,125.9794,127.4771,614710.0
2022-03-26,126.624,127.5741,125.9794,127.4771,614710.0
2022-03-27,126.624,127.5741,125.9794,127.4771,614710.0
2022-03-28,127.8261,129.1639,127.3123,128.9894,849390.0
2022-03-29,129.445,129.9006,128.3981,129.542,1242794.0
2022-03-30,129.5129,130.5792,129.1348,130.5695,545693.0
2022-03-31,130.8516,131.5811,128.8769,128.8867,1268983.0
2022-04-01,129.0131,129.7621,128.1182,129.6162,1054771.0
2022-04-02,129.0131,129.7621,128.1182,129.6162,1054771.0
2022-04-03,129.0131,129.7621,128.1182,129.6162,1054771.0
2022-04-04,129.373,129.7913,127.8167,128.5365,948550.0
2022-04-05,128.4392,131.2115,128.089,129.6357,1104226.0
2022-04-06,129.0715,130.6279,128.6678,129.801,1281092.0
2022-04-07,129.5968,132.1745,129.198,131.5909,1303043.0
2022-04-08,132.0967,132.836,131.3963,132.1259,937208.0
2022-04-09,132.0967,132.836,131.3963,132.1259,937208.0
2022-04-10,132.0967,132.836,131.3963,132.1259,937208.0
2022-04-11,132.2718,132.9916,131.6395,132.0675,1171178.0
2022-04-12,131.6006,132.6511,129.9372,130.2582,863959.0
2022-04-13,130.1512,130.9002,128.624,129.519,849570.0
2022-04-14,130.0248,130.9586,129.0238,129.091,890693.0
2022-04-15,130.0248,130.9586,129.0238,129.091,890693.0
2022-04-16,130.0248,130.9586,129.0238,129.091,890693.0
2022-04-17,130.0248,130.9586,129.0238,129.091,890693.0
2022-04-18,129.48,130.0637,128.1085,128.6921,761458.0
2022-04-19,129.3925,130.4625,129.1785,130.0734,906164.0
2022-04-20,130.9002,131.6881,130.2777,130.657,790809.0
2022-04-21,131.2601,132.5636,130.7057,131.1337,1032438.0
2022-04-22,131.0753,131.3866,128.6532,128.7894,1501495.0
2022-04-23,131.0753,131.3866,128.6532,128.7894,1501495.0
2022-04-24,131.0753,131.3866,128.6532,128.7894,1501495.0
2022-04-25,128.6727,129.0715,126.8343,128.838,1261676.0
2022-04-26,130.5014,133.906,129.9178,131.299,2081741.0
2022-04-27,131.3088,134.2853,131.1191,133.3223,1799238.0
2022-04-28,133.1181,134.6258,132.2037,134.3437,999591.0
2022-04-29,133.585,133.8573,130.3701,130.6084,1610559.0
2022-04-30,133.585,133.8573,130.3701,130.6084,1610559.0
2022-05-01,133.585,133.8573,130.3701,130.6084,1610559.0
2022-05-02,130.3847,131.5422,125.9101,127.4179,1943214.0
2022-05-03,127.5735,129.7719,127.2136,127.6513,1202233.0
2022-05-04,127.8459,130.122,126.7272,129.9275,1270588.0
2022-05-05,129.412,129.8886,125.8712,126.7759,1332848.0
2022-05-06,127.3887,132.3788,127.0579,131.5033,2450244.0
2022-05-07,127.3887,132.3788,127.0579,131.5033,2450244.0
2022-05-08,127.3887,132.3788,127.0579,131.5033,2450244.0
2022-05-09,130.3652,131.0656,126.5521,127.3789,1595305.0
2022-05-10,128.196,129.0326,124.4364,125.5891,1377495.0
