,ZBH US Equity,ZBH US Equity,ZBH US Equity,ZBH US Equity,ZBH US Equity
2021-03-05,149.5307,150.9319,145.8999,150.0609,1492040.0
2021-03-06,149.5307,150.9319,145.8999,150.0609,1492040.0
2021-03-07,149.5307,150.9319,145.8999,150.0609,1492040.0
2021-03-08,150.3259,152.3331,148.0916,148.1673,2266070.0
2021-03-09,149.1993,151.9922,148.1815,148.3188,1289508.0
2021-03-10,149.5401,152.7402,148.4088,151.8502,1055400.0
2021-03-11,151.765,153.0337,150.5437,151.765,1372815.0
2021-03-12,151.4337,154.7378,151.197,154.4727,1863517.0
2021-03-13,151.4337,154.7378,151.197,154.4727,1863517.0
2021-03-14,151.4337,154.7378,151.197,154.4727,1863517.0
2021-03-15,155.3059,156.6787,152.0206,152.8727,1088556.0
2021-03-16,152.4277,152.4277,150.0419,151.7177,1008746.0
2021-03-17,151.1212,152.8538,149.5165,151.9733,920322.0
2021-03-18,151.4526,152.494,150.0514,150.4301,693353.0
2021-03-19,150.023,153.0431,149.2466,151.6325,1412910.0
2021-03-20,150.023,153.0431,149.2466,151.6325,1412910.0
2021-03-21,150.023,153.0431,149.2466,151.6325,1412910.0
2021-03-22,151.178,152.4183,150.6194,151.7082,667462.0
2021-03-23,151.036,151.6222,146.9176,147.8265,979910.0
2021-03-24,148.8585,150.1898,148.2242,149.0668,694430.0
2021-03-25,149.8904,149.8904,146.6336,149.4739,1081864.0
2021-03-26,150.1471,153.1244,149.142,152.9632,655775.0
2021-03-27,150.1471,153.1244,149.142,152.9632,655775.0
2021-03-28,150.1471,153.1244,149.142,152.9632,655775.0
2021-03-29,151.8918,152.9158,150.6828,151.9107,667083.0
2021-03-30,150.7918,153.1434,150.5832,152.8684,762880.0
2021-03-31,154.1674,155.4854,151.6642,151.7874,1259091.0
2021-04-01,151.7874,152.2521,150.1566,151.7116,788484.0
2021-04-02,151.7874,152.2521,150.1566,151.7116,788484.0
2021-04-03,151.7874,152.2521,150.1566,151.7116,788484.0
2021-04-04,151.7874,152.2521,150.1566,151.7116,788484.0
2021-04-05,153.3804,154.67,152.6124,154.2717,788869.0
2021-04-06,154.5562,156.3293,154.0442,155.0398,795838.0
2021-04-07,155.1441,155.732,152.9253,154.3191,691420.0
2021-04-08,155.5802,156.7939,155.1061,156.0164,804703.0
2021-04-09,157.2396,160.7953,156.8888,160.7005,1508430.0
2021-04-10,157.2396,160.7953,156.8888,160.7005,1508430.0
2021-04-11,157.2396,160.7953,156.8888,160.7005,1508430.0
2021-04-12,159.9514,161.0134,159.0032,159.6101,1293731.0
2021-04-13,158.8136,160.3781,158.5197,159.7428,892190.0
2021-04-14,160.16,161.6914,159.3541,159.5911,904795.0
2021-04-15,159.8661,163.4124,159.8661,162.8624,945595.0
2021-04-16,163.7916,164.2468,161.5539,162.9762,723354.0
2021-04-17,163.7916,164.2468,161.5539,162.9762,723354.0
2021-04-18,163.7916,164.2468,161.5539,162.9762,723354.0
2021-04-19,163.0141,164.0619,161.2694,163.5925,1107620.0
2021-04-20,163.5925,166.1052,163.2986,164.8062,1172773.0
2021-04-21,165.0243,168.2576,164.389,167.4991,1089040.0
2021-04-22,167.4327,169.9075,166.3707,168.1913,1009196.0
2021-04-23,167.8499,169.6041,167.3474,168.4188,909424.0
2021-04-24,167.8499,169.6041,167.3474,168.4188,909424.0
2021-04-25,167.8499,169.6041,167.3474,168.4188,909424.0
2021-04-26,168.9783,168.9783,166.3802,166.6173,820952.0
2021-04-27,166.7216,168.5421,165.5173,167.2146,819459.0
2021-04-28,167.4896,169.386,166.7121,169.2532,977308.0
2021-04-29,169.9644,171.0169,167.8878,169.3575,895950.0
2021-04-30,168.8645,169.2058,166.9586,167.9827,1291455.0
2021-05-01,168.8645,169.2058,166.9586,167.9827,1291455.0
2021-05-02,168.8645,169.2058,166.9586,167.9827,1291455.0
2021-05-03,169.2532,169.4998,167.812,168.7223,1292929.0
2021-05-04,164.8346,166.9396,161.3074,163.9718,1755554.0
2021-05-05,164.7303,165.7165,162.1702,164.5597,999310.0
2021-05-06,164.0761,164.6924,160.9565,164.2562,760501.0
2021-05-07,164.0666,165.7828,163.3839,163.5546,991444.0
2021-05-08,164.0666,165.7828,163.3839,163.5546,991444.0
2021-05-09,164.0666,165.7828,163.3839,163.5546,991444.0
2021-05-10,163.7158,164.2088,162.3693,163.0426,1162631.0
2021-05-11,162.815,162.9383,158.4154,158.8705,1407964.0
2021-05-12,157.4766,158.33,155.1725,155.2863,1432303.0
2021-05-13,155.5708,157.799,155.4475,157.0499,1136264.0
2021-05-14,157.5525,159.7618,156.6896,158.605,565606.0
2021-05-15,157.5525,159.7618,156.6896,158.605,565606.0
2021-05-16,157.5525,159.7618,156.6896,158.605,565606.0
2021-05-17,158.1973,158.6808,156.9172,157.2206,598734.0
2021-05-18,157.1827,159.0506,157.1542,157.9128,862741.0
2021-05-19,156.5,157.287,155.3242,157.1732,738401.0
2021-05-20,157.2301,158.9748,156.8508,158.2826,767960.0
2021-05-21,159.2972,160.729,158.4722,158.6524,824417.0
2021-05-22,159.2972,160.729,158.4722,158.6524,824417.0
2021-05-23,159.2972,160.729,158.4722,158.6524,824417.0
2021-05-24,159.8851,160.2833,158.9274,159.1644,783540.0
2021-05-25,160.0368,160.729,158.7472,159.0696,633627.0
2021-05-26,158.0456,158.4722,154.6273,155.6751,1383491.0
2021-05-27,156.4526,159.2261,155.9974,158.9463,1839514.0
2021-05-28,160.1885,160.7384,159.0886,159.6101,1366969.0
2021-05-29,160.1885,160.7384,159.0886,159.6101,1366969.0
2021-05-30,160.1885,160.7384,159.0886,159.6101,1366969.0
2021-05-31,160.1885,160.7384,159.0886,159.6101,1366969.0
2021-06-01,160.691,161.1746,157.3913,157.6094,914973.0
2021-06-02,157.4956,157.5904,151.9866,152.7167,1920047.0
2021-06-03,152.0719,152.5176,149.7204,151.6547,1992247.0
2021-06-04,152.4417,152.4417,150.7255,150.8867,2068632.0
2021-06-05,152.4417,152.4417,150.7255,150.8867,2068632.0
2021-06-06,152.4417,152.4417,150.7255,150.8867,2068632.0
2021-06-07,151.6831,151.7116,149.2463,149.7204,1783377.0
2021-06-08,150.6496,150.6781,147.6628,149.379,1062476.0
2021-06-09,149.5497,150.4594,149.1278,150.0238,785485.0
2021-06-10,150.3367,151.5882,150.2893,151.0099,854687.0
2021-06-11,150.8772,151.0336,149.2273,150.0807,1112939.0
2021-06-12,150.8772,151.0336,149.2273,150.0807,1112939.0
2021-06-13,150.8772,151.0336,149.2273,150.0807,1112939.0
2021-06-14,150.0143,150.4979,148.5731,149.3885,1271762.0
2021-06-15,149.6635,150.991,148.9554,150.1376,1376843.0
2021-06-16,150.3936,150.972,148.3739,149.8436,1426162.0
2021-06-17,149.5402,152.5745,149.5402,152.0814,1367058.0
2021-06-18,151.1237,151.7495,149.8152,150.2988,2238958.0
2021-06-19,151.1237,151.7495,149.8152,150.2988,2238958.0
2021-06-20,151.1237,151.7495,149.8152,150.2988,2238958.0
2021-06-21,151.1806,155.5708,150.5453,155.0113,1580142.0
2021-06-22,155.3147,158.4912,154.3476,157.7611,2081974.0
2021-06-23,157.7611,158.0787,155.9406,155.95,1187364.0
2021-06-24,156.8319,156.8319,155.1251,155.8742,1090842.0
2021-06-25,156.235,159.1408,156.235,157.4885,1072442.0
2021-06-26,156.235,159.1408,156.235,157.4885,1072442.0
2021-06-27,156.235,159.1408,156.235,157.4885,1072442.0
2021-06-28,157.7259,157.7259,153.7376,155.4469,1653804.0
2021-06-29,155.4374,155.7792,152.883,153.0539,1100621.0
2021-06-30,152.5412,153.6522,151.9714,152.7121,1241144.0
2021-07-01,153.3578,154.9436,152.6076,154.9151,1136200.0
2021-07-02,154.7632,155.5751,153.9275,155.276,893758.0
2021-07-03,154.7632,155.5751,153.9275,155.276,893758.0
2021-07-04,154.7632,155.5751,153.9275,155.276,893758.0
2021-07-05,154.7632,155.5751,153.9275,155.276,893758.0
2021-07-06,154.6397,155.219,153.7851,154.5733,1217953.0
2021-07-07,154.9531,155.3329,152.2753,152.978,1483608.0
2021-07-08,151.4396,152.1471,149.9963,151.2307,1060967.0
2021-07-09,151.2212,152.1043,150.3191,151.2782,723792.0
2021-07-10,151.2212,152.1043,150.3191,151.2782,723792.0
2021-07-11,151.2212,152.1043,150.3191,151.2782,723792.0
2021-07-12,150.7464,152.3038,150.0532,151.7055,751470.0
2021-07-13,151.4491,152.1233,148.7523,149.1226,911932.0
2021-07-14,149.512,149.7778,147.3944,147.7363,1137545.0
2021-07-15,146.8911,147.4989,144.7925,145.3813,1480345.0
2021-07-16,145.7231,146.1694,143.4726,145.6662,2026235.0
2021-07-17,145.7231,146.1694,143.4726,145.6662,2026235.0
2021-07-18,145.7231,146.1694,143.4726,145.6662,2026235.0
2021-07-19,143.805,144.2703,141.8109,142.599,1397256.0
2021-07-20,142.6845,148.1541,142.6845,147.7837,1740694.0
2021-07-21,149.5784,151.7815,148.4105,151.5251,1753774.0
2021-07-22,151.9144,151.9144,148.9327,150.661,860619.0
2021-07-23,151.6011,152.6741,151.0978,151.9049,792103.0
2021-07-24,151.6011,152.6741,151.0978,151.9049,792103.0
2021-07-25,151.6011,152.6741,151.0978,151.9049,792103.0
2021-07-26,151.1358,152.0284,150.0153,151.6011,567990.0
2021-07-27,151.0598,155.0386,150.5375,154.6302,951654.0
2021-07-28,155.0955,155.3424,153.74,154.3644,883698.0
2021-07-29,155.0575,155.257,152.6029,154.5353,902952.0
2021-07-30,154.5828,156.6623,154.2219,155.181,1120898.0
2021-07-31,154.5828,156.6623,154.2219,155.181,1120898.0
2021-08-01,154.5828,156.6623,154.2219,155.181,1120898.0
2021-08-02,155.8077,157.0564,154.5733,154.7917,1671232.0
2021-08-03,145.2721,147.2757,142.4756,145.9605,4332535.0
2021-08-04,145.0489,145.7611,140.0161,140.7568,2385086.0
2021-08-05,140.7378,142.6845,139.8642,142.599,1734434.0
2021-08-06,142.7225,143.0311,140.0636,141.488,1605782.0
2021-08-07,142.7225,143.0311,140.0636,141.488,1605782.0
2021-08-08,142.7225,143.0311,140.0636,141.488,1605782.0
2021-08-09,141.488,141.583,139.3609,140.0066,1715379.0
2021-08-10,139.7787,139.793,136.4172,138.4208,3042153.0
2021-08-11,139.4274,139.4654,138.2309,138.3544,1328890.0
2021-08-12,138.1075,139.6078,138.003,139.0286,2157105.0
2021-08-13,138.6392,139.3609,137.6517,138.7247,1457693.0
2021-08-14,138.6392,139.3609,137.6517,138.7247,1457693.0
2021-08-15,138.6392,139.3609,137.6517,138.7247,1457693.0
2021-08-16,138.6013,139.6553,137.1769,139.1805,1775624.0
2021-08-17,138.7057,140.7093,137.2623,140.4055,1969971.0
2021-08-18,140.5954,140.8423,137.0534,137.1009,1299385.0
2021-08-19,135.6575,137.5282,135.6575,136.854,1166388.0
2021-08-20,137.3383,138.7817,135.9519,138.1265,1019142.0
2021-08-21,137.3383,138.7817,135.9519,138.1265,1019142.0
2021-08-22,137.3383,138.7817,135.9519,138.1265,1019142.0
2021-08-23,138.6867,139.0666,136.854,138.0125,1098076.0
2021-08-24,137.9176,141.8251,137.9176,141.2411,2368770.0
2021-08-25,141.488,144.0709,140.8518,142.8079,1665144.0
2021-08-26,142.2951,143.3492,141.4975,142.0482,1094570.0
2021-08-27,142.3711,143.4156,141.7064,142.504,1081560.0
2021-08-28,142.3711,143.4156,141.7064,142.504,1081560.0
2021-08-29,142.3711,143.4156,141.7064,142.504,1081560.0
2021-08-30,142.6655,143.3967,141.8773,142.2287,894609.0
2021-08-31,142.5515,143.3207,142.2192,142.8649,1186495.0
2021-09-01,143.1593,143.5201,142.015,143.2637,886482.0
2021-09-02,143.8145,144.6596,141.0417,141.5735,1309390.0
2021-09-03,141.374,141.7539,138.6487,139.3419,2740498.0
2021-09-04,141.374,141.7539,138.6487,139.3419,2740498.0
2021-09-05,141.374,141.7539,138.6487,139.3419,2740498.0
2021-09-06,141.374,141.7539,138.6487,139.3419,2740498.0
2021-09-07,138.9621,139.8737,137.5947,139.228,1505717.0
2021-09-08,138.9241,140.8613,137.9745,140.0446,1325916.0
2021-09-09,139.9402,142.0957,136.9965,137.0629,1337409.0
2021-09-10,137.1579,137.4618,133.2836,133.3596,1310150.0
2021-09-11,137.1579,137.4618,133.2836,133.3596,1310150.0
2021-09-12,137.1579,137.4618,133.2836,133.3596,1310150.0
2021-09-13,133.7869,135.3347,133.4165,133.8913,1504697.0
2021-09-14,133.8913,142.5325,132.2865,140.2345,4136192.0
2021-09-15,140.282,140.7758,137.4902,138.6487,1955753.0
2021-09-16,139.3134,140.4814,138.0885,138.8576,1421952.0
2021-09-17,138.1739,139.5224,137.0724,139.3229,1822556.0
2021-09-18,138.1739,139.5224,137.0724,139.3229,1822556.0
2021-09-19,138.1739,139.5224,137.0724,139.3229,1822556.0
2021-09-20,137.7276,138.5158,135.159,136.7876,1204734.0
2021-09-21,138.2119,138.4873,135.5341,135.5626,1458985.0
2021-09-22,136.5217,139.5603,135.9519,138.3544,1050625.0
2021-09-23,138.5823,144.0044,138.1977,142.8174,2230875.0
2021-09-24,142.8079,144.0756,141.6637,143.6056,1657789.0
2021-09-25,142.8079,144.0756,141.6637,143.6056,1657789.0
2021-09-26,142.8079,144.0756,141.6637,143.6056,1657789.0
2021-09-27,143.0263,146.008,142.7699,143.8999,1579359.0
2021-09-28,143.4251,144.7166,142.4661,143.2447,1615877.0
2021-09-29,143.1116,143.7393,141.5432,142.0559,913862.0
2021-09-30,142.5599,143.0735,139.155,139.2026,987667.0
2021-10-01,140.2773,142.7867,139.8208,142.1605,1384963.0
2021-10-02,140.2773,142.7867,139.8208,142.1605,1384963.0
2021-10-03,140.2773,142.7867,139.8208,142.1605,1384963.0
2021-10-04,141.5328,142.6931,138.1088,139.5545,1134314.0
2021-10-05,139.602,141.723,138.7841,138.8697,1155884.0
2021-10-06,137.3765,139.4403,135.7025,139.1835,1096888.0
2021-10-07,140.2202,142.5409,139.7741,140.5151,990783.0
2021-10-08,140.4295,140.8955,139.2406,139.4784,498881.0
2021-10-09,140.4295,140.8955,139.2406,139.4784,498881.0
2021-10-10,140.4295,140.8955,139.2406,139.4784,498881.0
2021-10-11,139.2121,140.7814,136.7297,136.7582,792584.0
2021-10-12,136.7773,137.3669,135.3411,135.8262,772939.0
2021-10-13,135.8547,136.1275,134.5517,135.7881,880557.0
2021-10-14,137.0246,138.7651,136.8248,138.5083,797281.0
2021-10-15,139.6686,139.992,138.6414,139.2026,883308.0
2021-10-16,139.6686,139.992,138.6414,139.2026,883308.0
2021-10-17,139.6686,139.992,138.6414,139.2026,883308.0
2021-10-18,138.0898,138.6414,135.9403,137.8805,1026514.0
2021-10-19,136.4824,142.4886,136.4824,141.6374,1019167.0
2021-10-20,142.6646,143.8629,140.867,142.7882,1086499.0
2021-10-21,142.7977,144.31,142.3317,143.4349,739492.0
2021-10-22,143.3779,144.134,142.5885,143.064,320772.0
2021-10-23,143.3779,144.134,142.5885,143.064,320772.0
2021-10-24,143.3779,144.134,142.5885,143.064,320772.0
2021-10-25,143.0165,144.4241,141.9703,143.6442,825100.0
2021-10-26,144.1292,144.1292,142.4553,142.5029,462158.0
2021-10-27,142.6455,142.6455,139.117,139.155,658765.0
2021-10-28,138.9458,139.8113,137.8425,138.4036,924315.0
2021-10-29,136.0164,136.4729,132.4308,136.121,1632060.0
2021-10-30,136.0164,136.4729,132.4308,136.121,1632060.0
2021-10-31,136.0164,136.4729,132.4308,136.121,1632060.0
2021-11-01,136.5205,139.9825,136.1305,138.6604,1142365.0
2021-11-02,138.7555,139.5497,137.443,138.5463,884360.0
2021-11-03,138.1088,141.4662,138.1088,141.4662,1407766.0
2021-11-04,137.8996,138.8602,130.0055,131.0136,3648196.0
2021-11-05,135.2983,138.9458,133.0299,134.7324,2977139.0
2021-11-06,135.2983,138.9458,133.0299,134.7324,2977139.0
2021-11-07,135.2983,138.9458,133.0299,134.7324,2977139.0
2021-11-08,134.4946,135.0463,130.3193,130.8519,2751736.0
2021-11-09,130.2813,131.6176,127.2473,127.8084,4094703.0
2021-11-10,127.447,129.3777,126.9049,127.3234,1314742.0
2021-11-11,126.8003,127.6277,123.8899,126.2011,1594223.0
2021-11-12,126.6861,126.8383,125.0027,125.9062,1618218.0
2021-11-13,126.6861,126.8383,125.0027,125.9062,1618218.0
2021-11-14,126.6861,126.8383,125.0027,125.9062,1618218.0
2021-11-15,125.9823,126.4293,123.7853,124.7174,1456793.0
2021-11-16,124.3179,126.9049,123.5856,125.3165,1615275.0
2021-11-17,124.7174,126.1535,123.7282,124.6698,1321410.0
2021-11-18,124.9551,125.269,122.5774,122.5869,1312399.0
2021-11-19,122.5774,123.4334,120.913,122.5108,1914363.0
2021-11-20,122.5774,123.4334,120.913,122.5108,1914363.0
2021-11-21,122.5774,123.4334,120.913,122.5108,1914363.0
2021-11-22,122.6915,125.7065,122.2825,123.8519,1355400.0
2021-11-23,121.3029,124.4606,121.3029,124.0991,1538804.0
2021-11-24,123.5285,125.241,123.5,123.8994,1187235.0
2021-11-25,123.5285,125.241,123.5,123.8994,1187235.0
2021-11-26,120.9225,122.3967,118.7254,119.4768,1363928.0
2021-11-27,120.9225,122.3967,118.7254,119.4768,1363928.0
2021-11-28,120.9225,122.3967,118.7254,119.4768,1363928.0
2021-11-29,120.5706,120.6656,117.3939,117.4605,1428805.0
2021-11-30,116.5189,117.3749,113.7037,113.7512,2442255.0
2021-12-01,115.2825,119.1154,113.9129,113.9319,2009823.0
2021-12-02,114.4931,117.3464,114.417,116.9184,1404912.0
2021-12-03,117.3939,117.8534,114.1697,115.292,1742283.0
2021-12-04,117.3939,117.8534,114.1697,115.292,1742283.0
2021-12-05,117.3939,117.8534,114.1697,115.292,1742283.0
2021-12-06,117.2703,120.7227,116.6882,119.3532,2255510.0
2021-12-07,121.4456,123.9565,121.2174,122.1494,1806995.0
2021-12-08,122.1969,123.8756,121.845,122.6535,1288695.0
2021-12-09,120.7703,122.1018,119.0583,119.3056,2448293.0
2021-12-10,120.6371,120.6371,116.7662,118.4021,1646754.0
2021-12-11,120.6371,120.6371,116.7662,118.4021,1646754.0
2021-12-12,120.6371,120.6371,116.7662,118.4021,1646754.0
2021-12-13,118.4021,120.7703,118.4021,119.3246,1574516.0
2021-12-14,118.8301,120.1901,117.0705,117.2512,1291733.0
2021-12-15,116.6711,117.3749,112.4862,114.7784,3154322.0
2021-12-16,115.4251,117.4129,113.6561,114.5787,3243369.0
2021-12-17,114.1316,117.2037,112.8477,114.9401,3948232.0
2021-12-18,114.1316,117.2037,112.8477,114.9401,3948232.0
2021-12-19,114.1316,117.2037,112.8477,114.9401,3948232.0
2021-12-20,113.3232,114.0874,110.8979,113.0759,2508860.0
2021-12-21,114.2743,117.4605,113.6561,116.4713,1852025.0
2021-12-22,116.1004,118.6303,115.4917,118.6303,991176.0
2021-12-23,119.5053,120.8559,118.7825,120.7798,1396784.0
2021-12-24,119.5053,120.8559,118.7825,120.7798,1396784.0
2021-12-25,119.5053,120.8559,118.7825,120.7798,1396784.0
2021-12-26,119.5053,120.8559,118.7825,120.7798,1396784.0
2021-12-27,121.0085,121.8566,119.4172,121.7899,1185511.0
2021-12-28,121.6946,123.2859,121.5421,122.1711,1462659.0
2021-12-29,122.0472,123.2955,121.7232,122.1901,2435734.0
2021-12-30,122.3235,123.305,122.0377,122.2282,1266737.0
2021-12-31,121.9328,122.9763,121.018,121.0562,913567.0
2022-01-01,121.9328,122.9763,121.018,121.0562,913567.0
2022-01-02,121.9328,122.9763,121.018,121.0562,913567.0
2022-01-03,121.3516,123.8196,120.6512,123.0477,1150267.0
2022-01-04,122.8286,125.5681,122.2092,124.296,1359963.0
2022-01-05,124.9249,127.2976,123.8005,123.8863,1840700.0
2022-01-06,124.7248,126.1256,122.6189,122.8571,1057137.0
2022-01-07,121.2086,123.3622,121.0466,122.1139,1640986.0
2022-01-08,121.2086,123.3622,121.0466,122.1139,1640986.0
2022-01-09,121.2086,123.3622,121.0466,122.1139,1640986.0
2022-01-10,121.342,121.8661,119.5887,120.9228,1885488.0
2022-01-11,121.5612,123.0051,120.7036,122.333,1444667.0
2022-01-12,122.0281,122.5141,118.1784,119.6649,1846934.0
2022-01-13,120.2367,123.4241,120.1223,122.0377,1807446.0
2022-01-14,120.8751,121.8375,118.8836,121.3802,1404618.0
2022-01-15,120.8751,121.8375,118.8836,121.3802,1404618.0
2022-01-16,120.8751,121.8375,118.8836,121.3802,1404618.0
2022-01-17,120.8751,121.8375,118.8836,121.3802,1404618.0
2022-01-18,120.8751,121.2372,119.0456,120.3987,2121437.0
2022-01-19,117.7115,120.2081,117.378,117.4637,1742863.0
2022-01-20,116.9492,121.018,116.9492,117.2446,1683817.0
2022-01-21,117.054,118.4357,115.4579,116.7681,2972177.0
2022-01-22,117.054,118.4357,115.4579,116.7681,2972177.0
2022-01-23,117.054,118.4357,115.4579,116.7681,2972177.0
2022-01-24,114.5288,117.8735,112.766,117.8258,2051508.0
2022-01-25,115.6437,117.1493,113.3567,115.253,2346983.0
2022-01-26,115.7485,117.3494,113.8999,114.8147,2829755.0
2022-01-27,116.0439,116.7777,114.6908,115.5294,1877774.0
2022-01-28,115.7581,116.063,112.329,115.1958,2250410.0
2022-01-29,115.7581,116.063,112.329,115.1958,2250410.0
2022-01-30,115.7581,116.063,112.329,115.1958,2250410.0
2022-01-31,114.3478,117.3208,113.8141,117.2255,1443945.0
2022-02-01,117.3685,118.369,116.5394,118.1498,1035825.0
2022-02-02,115.5198,116.8491,113.6862,115.9772,2461149.0
2022-02-03,115.9677,116.6442,114.7623,115.5579,1871176.0
2022-02-04,115.3007,117.9497,114.8337,117.0445,1754897.0
2022-02-05,115.3007,117.9497,114.8337,117.0445,1754897.0
2022-02-06,115.3007,117.9497,114.8337,117.0445,1754897.0
2022-02-07,108.9162,113.29,106.2767,106.4101,6293620.0
2022-02-08,103.6658,114.6527,103.3608,114.2334,4522048.0
2022-02-09,114.6622,116.4441,114.1191,114.3954,2145490.0
2022-02-10,113.4425,115.4912,112.7278,113.1757,2445668.0
2022-02-11,113.757,114.7956,110.5838,110.7363,1845228.0
2022-02-12,113.757,114.7956,110.5838,110.7363,1845228.0
2022-02-13,113.757,114.7956,110.5838,110.7363,1845228.0
2022-02-14,111.0984,112.4039,110.1264,111.4795,1113306.0
2022-02-15,113.1376,116.5204,112.8184,116.387,1552500.0
2022-02-16,115.7199,116.9015,114.0095,116.73,1726816.0
2022-02-17,116.1869,116.1869,113.8618,114.3192,1269321.0
2022-02-18,114.1953,116.0487,114.1953,115.3197,1198403.0
2022-02-19,114.1953,116.0487,114.1953,115.3197,1198403.0
2022-02-20,114.1953,116.0487,114.1953,115.3197,1198403.0
2022-02-21,114.1953,116.0487,114.1953,115.3197,1198403.0
2022-02-22,115.8343,118.4929,115.3007,117.1779,2082293.0
2022-02-23,117.6734,118.5596,116.1487,116.8062,1432979.0
2022-02-24,114.9481,117.7591,114.1715,117.6638,1427758.0
2022-02-25,118.3309,120.837,116.7872,120.7322,1593823.0
2022-02-26,118.3309,120.837,116.7872,120.7322,1593823.0
2022-02-27,118.3309,120.837,116.7872,120.7322,1593823.0
2022-02-28,119.3219,121.404,119.0741,121.1991,2424852.0
2022-03-01,122.5547,124.2146,118.9302,121.9358,7107772.0
2022-03-02,120.3642,122.093,119.6963,120.5116,2070905.0
2022-03-03,121.5233,121.7394,119.0284,119.9615,1504091.0
2022-03-04,118.4489,119.0087,116.9362,118.3015,1364727.0
2022-03-05,118.4489,119.0087,116.9362,118.3015,1364727.0
2022-03-06,118.4489,119.0087,116.9362,118.3015,1364727.0
2022-03-07,118.1444,118.1444,113.6653,114.6083,1654907.0
2022-03-08,113.852,115.8656,112.2411,113.6948,1718998.0
2022-03-09,115.8754,116.8478,114.9914,115.5512,1201930.0
2022-03-10,114.6869,117.2996,113.7734,117.2211,1441497.0
2022-03-11,118.1346,119.107,116.0817,116.7103,2031288.0
2022-03-12,118.1346,119.107,116.0817,116.7103,2031288.0
2022-03-13,118.1346,119.107,116.0817,116.7103,2031288.0
2022-03-14,117.6925,118.5373,114.9717,115.6004,1384809.0
2022-03-15,117.1916,118.0363,115.9147,117.0836,1268976.0
2022-03-16,117.8693,120.1285,117.2211,119.824,1599306.0
2022-03-17,118.8319,120.4477,118.0363,120.1089,1830197.0
2022-03-18,120.1874,120.6393,117.5747,118.6257,2951490.0
2022-03-19,120.1874,120.6393,117.5747,118.6257,2951490.0
2022-03-20,120.1874,120.6393,117.5747,118.6257,2951490.0
2022-03-21,118.5864,119.1414,117.9283,118.8909,1444082.0
2022-03-22,119.107,119.5637,117.8055,118.3408,1819691.0
2022-03-23,117.6631,119.5195,115.7673,118.5962,2420012.0
2022-03-24,119.1463,123.6548,119.0087,121.9457,2393481.0
2022-03-25,122.3975,123.1145,121.6215,123.0556,1129743.0
2022-03-26,122.3975,123.1145,121.6215,123.0556,1129743.0
2022-03-27,122.3975,123.1145,121.6215,123.0556,1129743.0
2022-03-28,123.4099,124.0398,121.3728,123.6855,1603357.0
2022-03-29,124.8271,127.5433,124.8271,127.5236,1712192.0
2022-03-30,127.002,127.8385,125.9195,126.6477,1150178.0
2022-03-31,126.382,127.745,125.8112,125.8702,1363117.0
2022-04-01,124.7385,126.5001,123.8823,125.7029,1616921.0
2022-04-02,124.7385,126.5001,123.8823,125.7029,1616921.0
2022-04-03,124.7385,126.5001,123.8823,125.7029,1616921.0
2022-04-04,124.9156,125.2552,122.6817,123.8626,1349734.0
2022-04-05,123.4394,127.248,123.4394,127.0807,2187076.0
2022-04-06,126.3525,126.5493,123.779,125.821,2057706.0
2022-04-07,125.2994,127.868,124.9353,127.8483,1800175.0
2022-04-08,127.868,128.5864,127.0414,127.5629,1107716.0
2022-04-09,127.868,128.5864,127.0414,127.5629,1107716.0
2022-04-10,127.868,128.5864,127.0414,127.5629,1107716.0
2022-04-11,127.0512,127.9566,124.4531,124.8861,841786.0
2022-04-12,125.1026,126.1064,123.6904,124.6302,1216064.0
2022-04-13,124.0496,126.0179,123.8085,125.9195,1037285.0
2022-04-14,126.1261,126.7068,123.9512,124.0004,1087317.0
2022-04-15,126.1261,126.7068,123.9512,124.0004,1087317.0
2022-04-16,126.1261,126.7068,123.9512,124.0004,1087317.0
2022-04-17,126.1261,126.7068,123.9512,124.0004,1087317.0
2022-04-18,123.6264,125.1617,122.7604,123.2426,975992.0
2022-04-19,124.0693,128.7833,124.0299,128.5274,2137035.0
2022-04-20,129.3639,132.0555,129.0195,131.7258,1976646.0
2022-04-21,132.8182,132.9068,129.5214,129.5706,1315156.0
2022-04-22,127.6023,127.8336,122.9375,123.7052,1615803.0
2022-04-23,127.6023,127.8336,122.9375,123.7052,1615803.0
2022-04-24,127.6023,127.8336,122.9375,123.7052,1615803.0
2022-04-25,123.2131,125.8801,122.7407,125.7817,952823.0
2022-04-26,124.3547,125.6242,122.0912,122.1798,825311.0
2022-04-27,121.7271,122.8096,120.5658,120.9299,1206352.0
2022-04-28,122.1798,122.9277,120.7626,122.6325,1205433.0
2022-04-29,121.3432,122.4947,118.4843,118.8337,1205588.0
2022-04-30,121.3432,122.4947,118.4843,118.8337,1205588.0
2022-05-01,121.3432,122.4947,118.4843,118.8337,1205588.0
2022-05-02,119.4045,120.5855,116.2553,118.7353,1913498.0
2022-05-03,122.0223,123.7839,118.2432,118.7648,3135972.0
2022-05-04,118.6763,124.7779,117.9578,124.3153,2105967.0
2022-05-05,122.9277,124.1775,119.434,120.5953,1892818.0
2022-05-06,120.1623,120.2115,117.4461,118.4204,1202097.0
2022-05-07,120.1623,120.2115,117.4461,118.4204,1202097.0
2022-05-08,120.1623,120.2115,117.4461,118.4204,1202097.0
