,CC US Equity,CC US Equity,CC US Equity,CC US Equity,CC US Equity
2020-03-02,12.7566,12.7993,11.5791,12.3129,5094330.0
2020-03-03,12.3982,13.2686,12.1252,12.4494,5444445.0
2020-03-04,12.7651,12.9443,12.0228,12.8419,3324140.0
2020-03-05,12.7395,13.0979,12.3385,12.7737,2801901.0
2020-03-06,12.2446,12.5177,11.4255,11.4937,4323490.0
2020-03-07,12.2446,12.5177,11.4255,11.4937,4323490.0
2020-03-08,12.2446,12.5177,11.4255,11.4937,4323490.0
2020-03-09,10.0005,10.4527,8.8656,8.8742,6164509.0
2020-03-10,9.4544,10.0346,8.6523,9.8469,4141010.0
2020-03-11,9.4373,9.4629,8.7888,9.096,5019730.0
2020-03-12,8.4048,8.4048,7.5943,7.927,4756875.0
2020-03-13,8.6608,8.7888,7.4065,8.7888,4333031.0
2020-03-14,8.6608,8.7888,7.4065,8.7888,4333031.0
2020-03-15,8.6608,8.7888,7.4065,8.7888,4333031.0
2020-03-16,7.1676,8.4816,6.8348,7.799,3904380.0
2020-03-17,8.0123,9.3008,7.526,9.2069,4662849.0
2020-03-18,8.4731,9.5226,7.5089,8.2513,3606788.0
2020-03-19,7.9441,9.2496,7.5942,8.6864,2487238.0
2020-03-20,8.9595,9.0533,7.7905,7.7905,3739076.0
2020-03-21,8.9595,9.0533,7.7905,7.7905,3739076.0
2020-03-22,8.9595,9.0533,7.7905,7.7905,3739076.0
2020-03-23,7.6796,8.0209,6.95,7.0055,3119545.0
2020-03-24,7.7052,8.3323,7.0823,8.1574,4088862.0
2020-03-25,8.3195,9.8213,7.8247,9.2923,6769213.0
2020-03-26,9.352,9.9408,8.84,9.2325,4820600.0
2020-03-27,8.8571,8.8656,7.8417,8.1147,4277690.0
2020-03-28,8.8571,8.8656,7.8417,8.1147,4277690.0
2020-03-29,8.8571,8.8656,7.8417,8.1147,4277690.0
2020-03-30,8.1403,8.9595,7.8417,8.2683,3475398.0
2020-03-31,8.183,8.3451,7.351,7.5686,6229884.0
2020-04-01,7.1335,7.2426,6.2887,6.4338,4079119.0
2020-04-02,6.4508,6.9543,6.3143,6.4082,2594166.0
2020-04-03,6.5191,6.7751,5.9901,6.1948,4317492.0
2020-04-04,6.5191,6.7751,5.9901,6.1948,4317492.0
2020-04-05,6.5191,6.7751,5.9901,6.1948,4317492.0
2020-04-06,6.7921,7.2017,6.5447,7.1249,4835445.0
2020-04-07,7.7478,8.0635,7.223,7.3638,4451742.0
2020-04-08,7.4065,8.2257,7.2956,8.1233,3141134.0
2020-04-09,8.4816,9.6421,8.3707,9.3776,4181134.0
2020-04-10,8.4816,9.6421,8.3707,9.3776,4181134.0
2020-04-11,8.4816,9.6421,8.3707,9.3776,4181134.0
2020-04-12,8.4816,9.6421,8.3707,9.3776,4181134.0
2020-04-13,9.5226,9.5653,8.4475,8.9936,3355644.0
2020-04-14,9.3861,9.6506,8.7376,9.1131,3006881.0
2020-04-15,8.5414,8.6694,8.1254,8.1915,2618335.0
2020-04-16,8.1574,8.2043,7.537,7.9441,2653625.0
2020-04-17,8.5584,9.2112,8.4816,9.0448,4607659.0
2020-04-18,8.5584,9.2112,8.4816,9.0448,4607659.0
2020-04-19,8.5584,9.2112,8.4816,9.0448,4607659.0
2020-04-20,8.6182,9.2368,8.3622,8.8827,2355198.0
2020-04-21,8.5243,8.7974,8.3281,8.6864,2373533.0
2020-04-22,8.968,9.1813,8.5456,8.6779,1544121.0
2020-04-23,8.823,9.2496,8.7718,8.9339,1579437.0
2020-04-24,9.1643,9.2155,8.7974,9.1643,1250249.0
2020-04-25,9.1643,9.2155,8.7974,9.1643,1250249.0
2020-04-26,9.1643,9.2155,8.7974,9.1643,1250249.0
2020-04-27,9.2325,9.7616,9.1813,9.5141,1847988.0
2020-04-28,9.8128,9.9834,9.4544,9.6506,2020735.0
2020-04-29,10.2223,10.794,10.0943,10.6319,2871820.0
2020-04-30,10.2735,10.3162,9.7786,10.009,3023315.0
2020-05-01,9.7189,9.8128,9.1216,9.3264,2597905.0
2020-05-02,9.7189,9.8128,9.1216,9.3264,2597905.0
2020-05-03,9.7189,9.8128,9.1216,9.3264,2597905.0
2020-05-04,9.0363,9.3392,8.7803,9.3093,2438638.0
2020-05-05,9.7957,10.6618,9.7018,10.393,4062222.0
2020-05-06,11.0244,11.818,10.4741,10.5125,4044823.0
2020-05-07,10.8026,10.9306,9.8127,9.9066,2874056.0
2020-05-08,10.3418,11.0799,10.1711,11.0159,3030160.0
2020-05-09,10.3418,11.0799,10.1711,11.0159,3030160.0
2020-05-10,10.3418,11.0799,10.1711,11.0159,3030160.0
2020-05-11,10.9988,10.9988,10.3503,10.7599,2452711.0
2020-05-12,10.777,10.9732,10.1967,10.2053,1589939.0
2020-05-13,10.0688,10.1455,9.48,9.8128,2230605.0
2020-05-14,9.4639,10.3274,9.2633,10.0744,2413436.0
2020-05-15,9.7866,10.2407,9.6034,9.6732,1767267.0
2020-05-16,9.7866,10.2407,9.6034,9.6732,1767267.0
2020-05-17,9.7866,10.2407,9.6034,9.6732,1767267.0
2020-05-18,10.5542,11.1953,10.4495,11.0514,2859875.0
2020-05-19,10.8856,11.1996,10.6152,10.7286,2016989.0
2020-05-20,11.1211,11.3479,11.0862,11.1996,1464217.0
2020-05-21,11.1124,11.2345,10.8115,10.9118,1565084.0
2020-05-22,10.842,10.9074,10.5629,10.8595,1457230.0
2020-05-23,10.842,10.9074,10.5629,10.8595,1457230.0
2020-05-24,10.842,10.9074,10.5629,10.8595,1457230.0
2020-05-25,10.842,10.9074,10.5629,10.8595,1457230.0
2020-05-26,11.5834,11.9149,11.3392,11.6619,2031065.0
2020-05-27,12.0719,12.4077,11.8713,12.3248,2344577.0
2020-05-28,12.4731,12.4906,11.7928,11.8625,1600278.0
2020-05-29,11.566,11.9236,11.4351,11.4351,2138358.0
2020-05-30,11.566,11.9236,11.4351,11.4351,2138358.0
2020-05-31,11.566,11.9236,11.4351,11.4351,2138358.0
2020-06-01,11.5136,12.0108,11.3566,11.8364,1224787.0
2020-06-02,12.0457,12.5385,12.037,12.4121,1607368.0
2020-06-03,12.7958,13.136,12.6214,12.9092,2275843.0
2020-06-04,12.7522,13.7466,12.6999,13.7379,2551812.0
2020-06-05,14.898,15.2163,14.3223,14.4095,2442037.0
2020-06-06,14.898,15.2163,14.3223,14.4095,2442037.0
2020-06-07,14.898,15.2163,14.3223,14.4095,2442037.0
2020-06-08,14.8282,15.4649,14.8282,15.3951,2243258.0
2020-06-09,14.959,15.1378,14.4618,14.5927,2096642.0
2020-06-10,14.488,14.5229,13.8556,13.9995,1816201.0
2020-06-11,12.822,13.0488,11.6881,11.8625,2483669.0
2020-06-12,13.0314,13.293,12.604,13.0837,1664508.0
2020-06-13,13.0314,13.293,12.604,13.0837,1664508.0
2020-06-14,13.0314,13.293,12.604,13.0837,1664508.0
2020-06-15,12.2376,13.546,12.0457,13.4064,1833283.0
2020-06-16,14.331,14.5229,13.5721,14.2961,2188610.0
2020-06-17,14.3136,14.4967,13.8992,13.9472,1624428.0
2020-06-18,13.6158,14.2961,13.4413,13.6768,1626766.0
2020-06-19,13.9647,14.174,13.4849,13.8077,2436907.0
2020-06-20,13.9647,14.174,13.4849,13.8077,2436907.0
2020-06-21,13.9647,14.174,13.4849,13.8077,2436907.0
2020-06-22,13.6506,13.8862,13.3105,13.7728,1318002.0
2020-06-23,14.1217,14.2089,13.4108,13.5634,1484731.0
2020-06-24,13.3454,13.389,12.8743,13.1273,1675329.0
2020-06-25,12.9616,13.7379,12.822,13.7291,1490159.0
2020-06-26,13.5198,13.6506,12.9092,12.9354,2400417.0
2020-06-27,13.5198,13.6506,12.9092,12.9354,2400417.0
2020-06-28,13.5198,13.6506,12.9092,12.9354,2400417.0
2020-06-29,13.2581,13.607,13.0139,13.3541,3198614.0
2020-06-30,13.1447,13.4413,12.9703,13.389,2452772.0
2020-07-01,13.5024,13.5547,12.4906,12.5603,2286396.0
2020-07-02,12.9528,13.8992,12.9528,13.6681,2662148.0
2020-07-03,12.9528,13.8992,12.9528,13.6681,2662148.0
2020-07-04,12.9528,13.8992,12.9528,13.6681,2662148.0
2020-07-05,12.9528,13.8992,12.9528,13.6681,2662148.0
2020-07-06,14.1042,14.2612,13.711,14.1827,2412166.0
2020-07-07,13.9995,14.1653,13.7204,13.7902,1268262.0
2020-07-08,13.7553,13.9385,13.4195,13.6419,1263761.0
2020-07-09,13.5634,13.6594,13.0314,13.3105,1448214.0
2020-07-10,13.3803,13.9298,13.2615,13.7902,1484729.0
2020-07-11,13.3803,13.9298,13.2615,13.7902,1484729.0
2020-07-12,13.3803,13.9298,13.2615,13.7902,1484729.0
2020-07-13,13.9647,14.0432,13.4544,13.5896,1864397.0
2020-07-14,13.5547,14.2438,13.4151,14.1827,1793684.0
2020-07-15,14.5054,14.7235,14.1653,14.4618,1533940.0
2020-07-16,14.3136,14.5621,13.9995,14.4357,1272736.0
2020-07-17,14.5229,14.7061,14.3136,14.3223,1590351.0
2020-07-18,14.5229,14.7061,14.3136,14.3223,1590351.0
2020-07-19,14.5229,14.7061,14.3136,14.3223,1590351.0
2020-07-20,14.1914,14.5665,13.9603,13.9995,1076222.0
2020-07-21,14.174,14.8849,14.1565,14.5491,1370363.0
2020-07-22,14.4793,14.7235,14.3746,14.6886,951161.0
2020-07-23,14.6014,14.9328,14.5839,14.8631,1330442.0
2020-07-24,14.8892,15.1029,14.7846,14.9154,1043659.0
2020-07-25,14.8892,15.1029,14.7846,14.9154,1043659.0
2020-07-26,14.8892,15.1029,14.7846,14.9154,1043659.0
2020-07-27,14.802,16.1104,14.6973,16.0493,2069009.0
2020-07-28,15.9185,16.0493,15.4344,15.7789,2010306.0
2020-07-29,15.901,16.2936,15.8007,16.215,1530601.0
2020-07-30,15.8225,15.9272,15.4039,15.7004,2053041.0
2020-07-31,15.8225,16.6599,15.6481,16.1627,2800605.0
2020-08-01,15.8225,16.6599,15.6481,16.1627,2800605.0
2020-08-02,15.8225,16.6599,15.6481,16.1627,2800605.0
2020-08-03,16.4244,17.2116,16.2587,16.7907,1930787.0
2020-08-04,16.7122,17.2443,16.6948,17.1745,1904294.0
2020-08-05,17.3751,18.5701,17.3664,18.134,2878900.0
2020-08-06,18.0991,18.1427,17.2356,17.6979,1997423.0
2020-08-07,17.4624,17.5278,17.1222,17.3402,1583638.0
2020-08-08,17.4624,17.5278,17.1222,17.3402,1583638.0
2020-08-09,17.4624,17.5278,17.1222,17.3402,1583638.0
2020-08-10,17.4449,18.025,17.3664,17.9508,1690558.0
2020-08-11,18.2648,18.7925,18.0555,18.2212,2260657.0
2020-08-12,18.605,19.0498,18.2823,18.7969,1850527.0
2020-08-13,18.7271,18.8143,18.4742,18.6137,1048693.0
2020-08-14,18.4107,18.905,18.3489,18.5078,1320828.0
2020-08-15,18.4107,18.905,18.3489,18.5078,1320828.0
2020-08-16,18.4107,18.905,18.3489,18.5078,1320828.0
2020-08-17,18.6579,18.8344,18.243,18.4019,1263315.0
2020-08-18,18.3136,18.5961,18.2695,18.3048,1067215.0
2020-08-19,18.2607,18.5872,18.1813,18.3225,758537.0
2020-08-20,18.0136,18.3622,17.943,18.2077,682326.0
2020-08-21,18.0047,18.146,17.3251,17.4487,1275160.0
2020-08-22,18.0047,18.146,17.3251,17.4487,1275160.0
2020-08-23,18.0047,18.146,17.3251,17.4487,1275160.0
2020-08-24,17.7488,18.1768,17.5546,18.146,875211.0
2020-08-25,18.2695,18.5961,17.9165,18.1636,1096045.0
2020-08-26,18.1901,18.7902,18.1901,18.4549,891235.0
2020-08-27,18.5255,18.6049,17.8194,18.0842,958835.0
2020-08-28,18.2695,18.5343,18.1018,18.5078,823516.0
2020-08-29,18.2695,18.5343,18.1018,18.5078,823516.0
2020-08-30,18.2695,18.5343,18.1018,18.5078,823516.0
2020-08-31,18.5343,18.5343,18.2077,18.2342,1178603.0
2020-09-01,18.1813,19.2227,17.9254,19.1786,1341116.0
2020-09-02,19.2139,19.2757,18.8255,19.2139,1907391.0
2020-09-03,19.1521,19.2315,16.8309,17.8547,1984502.0
2020-09-04,18.1813,18.6976,17.537,18.4372,1056282.0
2020-09-05,18.1813,18.6976,17.537,18.4372,1056282.0
2020-09-06,18.1813,18.6976,17.537,18.4372,1056282.0
2020-09-07,18.1813,18.6976,17.537,18.4372,1056282.0
2020-09-08,18.04,18.4549,17.74,18.0047,1138857.0
2020-09-09,18.2607,18.4284,17.8812,18.296,885393.0
2020-09-10,18.5343,18.649,18.1018,18.1106,1027622.0
2020-09-11,18.4196,18.9182,18.2519,18.7461,1070952.0
2020-09-12,18.4196,18.9182,18.2519,18.7461,1070952.0
2020-09-13,18.4196,18.9182,18.2519,18.7461,1070952.0
2020-09-14,18.9756,19.1609,18.6667,19.108,898709.0
2020-09-15,19.2845,19.3242,18.7463,18.7991,1083758.0
2020-09-16,18.8697,19.2581,18.6843,18.7196,1315360.0
2020-09-17,18.4372,19.9376,18.2519,19.7081,2293047.0
2020-09-18,19.6905,19.7434,18.7196,19.1256,2367238.0
2020-09-19,19.6905,19.7434,18.7196,19.1256,2367238.0
2020-09-20,19.6905,19.7434,18.7196,19.1256,2367238.0
2020-09-21,18.4549,18.5961,17.1575,18.1724,1770620.0
2020-09-22,18.1813,18.3843,17.7135,17.837,912335.0
2020-09-23,17.687,18.1371,17.3605,17.3958,955215.0
2020-09-24,17.2457,17.943,17.0869,17.5458,967661.0
2020-09-25,17.3251,17.8547,17.2281,17.2987,1185715.0
2020-09-26,17.3251,17.8547,17.2281,17.2987,1185715.0
2020-09-27,17.3251,17.8547,17.2281,17.2987,1185715.0
2020-09-28,17.6341,18.1371,17.5281,18.0312,1173919.0
2020-09-29,18.1813,18.3843,17.6958,17.9165,724123.0
2020-09-30,17.943,18.9913,17.943,18.4549,2602262.0
2020-10-01,18.7726,18.7726,17.9165,18.1283,867100.0
2020-10-02,17.5546,18.9844,17.484,18.8962,1414940.0
2020-10-03,17.5546,18.9844,17.484,18.8962,1414940.0
2020-10-04,17.5546,18.9844,17.484,18.8962,1414940.0
2020-10-05,19.1433,20.0876,19.1433,19.664,1403491.0
2020-10-06,19.7346,20.3259,19.4787,19.5581,1163349.0
2020-10-07,20.0876,20.2995,19.826,20.1936,1002883.0
2020-10-08,20.3877,20.9084,20.3083,20.8114,931030.0
2020-10-09,20.9967,21.1114,20.2818,20.2906,766363.0
2020-10-10,20.9967,21.1114,20.2818,20.2906,766363.0
2020-10-11,20.9967,21.1114,20.2818,20.2906,766363.0
2020-10-12,20.5378,20.7761,20.3172,20.5642,714673.0
2020-10-13,20.3524,20.6701,20.0259,20.1847,512592.0
2020-10-14,20.1582,20.476,19.7699,20.2642,576939.0
2020-10-15,19.6993,20.3348,19.5228,20.2553,600732.0
2020-10-16,20.4672,20.7937,20.2995,20.3524,712994.0
2020-10-17,20.4672,20.7937,20.2995,20.3524,712994.0
2020-10-18,20.4672,20.7937,20.2995,20.3524,712994.0
2020-10-19,20.4407,20.8643,19.9641,20.0259,936811.0
2020-10-20,20.2818,20.5907,19.8493,19.9376,796657.0
2020-10-21,19.867,20.017,18.8785,18.8873,1512574.0
2020-10-22,19.0462,19.3021,18.5431,19.1433,959153.0
2020-10-23,19.1698,19.5404,19.0463,19.311,556543.0
2020-10-24,19.1698,19.5404,19.0463,19.311,556543.0
2020-10-25,19.1698,19.5404,19.0463,19.311,556543.0
2020-10-26,18.7991,19.0231,17.943,18.3048,854420.0
2020-10-27,18.1813,18.3225,17.9827,18.0224,717372.0
2020-10-28,17.4752,17.8282,17.2369,17.484,1189421.0
2020-10-29,17.2722,18.4813,17.2545,18.2166,724257.0
2020-10-30,18.1724,18.2695,17.484,17.7753,739351.0
2020-10-31,18.1724,18.2695,17.484,17.7753,739351.0
2020-11-01,18.1724,18.2695,17.484,17.7753,739351.0
2020-11-02,18.146,18.6932,17.9077,18.4284,1130451.0
2020-11-03,18.8608,19.3639,18.6049,19.2051,1198615.0
2020-11-04,19.055,19.6022,17.8724,18.8255,1396948.0
2020-11-05,19.4257,20.8555,19.1786,20.6084,1087677.0
2020-11-06,20.7319,20.829,19.9464,19.9553,694008.0
2020-11-07,20.7319,20.829,19.9464,19.9553,694008.0
2020-11-08,20.7319,20.829,19.9464,19.9553,694008.0
2020-11-09,21.2527,21.7999,19.3463,19.5316,1697580.0
2020-11-10,19.7787,20.273,19.5316,19.7964,1040627.0
2020-11-11,19.9199,20.1847,19.5228,19.8317,1082509.0
2020-11-12,19.6993,19.9111,18.9403,19.1344,1045637.0
2020-11-13,19.438,19.9827,19.3755,19.9023,742121.0
2020-11-14,19.438,19.9827,19.3755,19.9023,742121.0
2020-11-15,19.438,19.9827,19.3755,19.9023,742121.0
2020-11-16,20.4202,21.1702,20.0095,20.6702,1482964.0
2020-11-17,20.322,21.197,20.0988,21.1881,1137882.0
2020-11-18,21.4024,21.8152,20.9113,20.9202,1152439.0
2020-11-19,20.8041,21.3666,20.6434,21.322,695346.0
2020-11-20,21.1434,21.2059,20.1836,20.3577,863663.0
2020-11-21,21.1434,21.2059,20.1836,20.3577,863663.0
2020-11-22,21.1434,21.2059,20.1836,20.3577,863663.0
2020-11-23,20.6077,21.3934,20.5854,21.1345,765659.0
2020-11-24,21.7149,23.2774,21.6881,22.8578,1860169.0
2020-11-25,22.6703,22.7595,22.0095,22.322,668875.0
2020-11-26,22.6703,22.7595,22.0095,22.322,668875.0
2020-11-27,22.3667,22.7524,22.0095,22.1256,377304.0
2020-11-28,22.3667,22.7524,22.0095,22.1256,377304.0
2020-11-29,22.3667,22.7524,22.0095,22.1256,377304.0
2020-11-30,22.1702,22.4917,21.697,21.7238,1499808.0
2020-12-01,22.4113,23.1435,22.2327,22.5988,1296198.0
2020-12-02,22.3577,22.9381,22.2417,22.7685,897092.0
2020-12-03,22.572,23.3042,22.456,22.9381,795183.0
2020-12-04,22.2506,23.5096,22.2327,23.2417,1038977.0
2020-12-05,22.2506,23.5096,22.2327,23.2417,1038977.0
2020-12-06,22.2506,23.5096,22.2327,23.2417,1038977.0
2020-12-07,23.2417,23.8399,23.0274,23.5096,759730.0
2020-12-08,23.3846,24.0542,23.3221,23.7774,856296.0
2020-12-09,23.9381,24.6524,23.5453,23.8578,1018247.0
2020-12-10,23.6881,24.2864,23.331,23.7596,1115393.0
2020-12-11,23.5721,23.898,23.2506,23.7506,673189.0
2020-12-12,23.5721,23.898,23.2506,23.7506,673189.0
2020-12-13,23.5721,23.898,23.2506,23.7506,673189.0
2020-12-14,24.1078,24.1971,23.1256,23.1345,835526.0
2020-12-15,23.4738,24.3667,23.1703,24.0989,1558490.0
2020-12-16,24.2328,24.5899,23.9292,24.1703,1194214.0
2020-12-17,24.3846,24.8846,24.1703,24.7953,1136818.0
2020-12-18,24.8221,24.8846,23.9025,24.1078,4254768.0
2020-12-19,24.8221,24.8846,23.9025,24.1078,4254768.0
2020-12-20,24.8221,24.8846,23.9025,24.1078,4254768.0
2020-12-21,23.6078,24.5364,23.3967,24.4471,1129795.0
2020-12-22,24.5274,24.6257,23.7953,23.8221,616580.0
2020-12-23,24.1078,24.206,23.6256,23.7685,565707.0
2020-12-24,23.8489,24.0453,23.5721,24.0364,274987.0
2020-12-25,23.8489,24.0453,23.5721,24.0364,274987.0
2020-12-26,23.8489,24.0453,23.5721,24.0364,274987.0
2020-12-27,23.8489,24.0453,23.5721,24.0364,274987.0
2020-12-28,24.2774,24.4649,23.0274,23.0542,647228.0
2020-12-29,23.1256,23.2149,21.6792,22.1345,1216154.0
2020-12-30,22.1792,22.9381,22.1345,22.5988,915720.0
2020-12-31,22.4917,22.7417,21.9202,22.1345,822235.0
2021-01-01,22.4917,22.7417,21.9202,22.1345,822235.0
2021-01-02,22.4917,22.7417,21.9202,22.1345,822235.0
2021-01-03,22.4917,22.7417,21.9202,22.1345,822235.0
2021-01-04,22.4292,23.0185,22.072,22.1613,987867.0
2021-01-05,22.206,23.7328,22.206,23.5453,1388248.0
2021-01-06,23.3667,25.8132,23.1078,25.0542,2201951.0
2021-01-07,25.3757,25.7239,24.3667,24.9025,1187067.0
2021-01-08,26.0721,26.0721,24.2239,24.581,1546953.0
2021-01-09,26.0721,26.0721,24.2239,24.581,1546953.0
2021-01-10,26.0721,26.0721,24.2239,24.581,1546953.0
2021-01-11,24.0453,24.6882,23.6703,24.4024,964878.0
2021-01-12,24.4024,24.6435,23.9739,24.2864,1212920.0
2021-01-13,24.3757,24.5185,23.5899,24.1256,1438050.0
2021-01-14,24.4649,24.9114,24.2417,24.331,1125273.0
2021-01-15,24.2685,24.581,23.8131,24.1792,1152304.0
2021-01-16,24.2685,24.581,23.8131,24.1792,1152304.0
2021-01-17,24.2685,24.581,23.8131,24.1792,1152304.0
2021-01-18,24.2685,24.581,23.8131,24.1792,1152304.0
2021-01-19,24.5453,25.6703,24.4605,25.6257,1157594.0
2021-01-20,25.8936,26.2239,25.2864,25.3132,981190.0
2021-01-21,25.3132,25.6034,24.081,24.0899,1132640.0
2021-01-22,23.7149,24.5989,23.206,24.4203,1420683.0
2021-01-23,23.7149,24.5989,23.206,24.4203,1420683.0
2021-01-24,23.7149,24.5989,23.206,24.4203,1420683.0
2021-01-25,24.3489,24.5364,22.956,24.1346,1321664.0
2021-01-26,24.2417,24.3757,23.6703,23.9203,986114.0
2021-01-27,23.3756,24.7774,22.9024,24.3578,1372617.0
2021-01-28,24.5364,25.331,24.2795,24.5632,1156726.0
2021-01-29,24.6882,24.6882,22.9024,23.5185,1836883.0
2021-01-30,24.6882,24.6882,22.9024,23.5185,1836883.0
2021-01-31,24.6882,24.6882,22.9024,23.5185,1836883.0
2021-02-01,23.8935,24.1792,23.4649,23.8935,1071036.0
2021-02-02,24.2328,24.3578,23.2596,23.6346,991864.0
2021-02-03,23.4113,23.8578,23.2774,23.6435,827161.0
2021-02-04,23.5453,24.2365,23.3042,23.9292,789535.0
2021-02-05,24.2149,24.7328,23.9828,24.5185,866833.0
2021-02-06,24.2149,24.7328,23.9828,24.5185,866833.0
2021-02-07,24.2149,24.7328,23.9828,24.5185,866833.0
2021-02-08,24.8846,25.1346,24.4024,24.581,930927.0
2021-02-09,24.4471,24.6703,23.9561,24.3667,591383.0
2021-02-10,24.6882,24.706,23.8547,23.956,741257.0
2021-02-11,24.0631,24.6524,23.5274,24.5453,1704432.0
2021-02-12,25.3757,25.3757,22.7774,23.3399,2662047.0
2021-02-13,25.3757,25.3757,22.7774,23.3399,2662047.0
2021-02-14,25.3757,25.3757,22.7774,23.3399,2662047.0
2021-02-15,25.3757,25.3757,22.7774,23.3399,2662047.0
2021-02-16,23.3935,24.0096,23.3131,23.5185,2228065.0
2021-02-17,23.5453,24.0631,23.1345,23.1613,1411923.0
2021-02-18,22.9649,23.3667,22.1658,22.1881,1813743.0
2021-02-19,22.3667,23.4113,22.3667,23.1703,2115455.0
2021-02-20,22.3667,23.4113,22.3667,23.1703,2115455.0
2021-02-21,22.3667,23.4113,22.3667,23.1703,2115455.0
2021-02-22,23.1524,23.331,22.5452,22.706,2222336.0
2021-02-23,22.3756,22.5095,21.5184,22.3042,1530529.0
2021-02-24,22.3577,22.6881,22.0452,22.4113,1796283.0
2021-02-25,22.3031,22.4645,21.3291,21.3742,2028544.0
2021-02-26,21.5185,21.7349,21.0134,21.2209,1942149.0
2021-02-27,21.5185,21.7349,21.0134,21.2209,1942149.0
2021-02-28,21.5185,21.7349,21.0134,21.2209,1942149.0
2021-03-01,21.7439,21.9243,21.5726,21.6537,1250789.0
2021-03-02,21.6537,22.2535,21.6357,22.0235,1507441.0
2021-03-03,22.0957,23.0877,22.0325,22.9975,2953100.0
2021-03-04,23.0426,24.2241,22.8983,23.5206,3536612.0
2021-03-05,23.9625,24.7651,23.3312,24.7111,2581085.0
2021-03-06,23.9625,24.7651,23.3312,24.7111,2581085.0
2021-03-07,23.9625,24.7651,23.3312,24.7111,2581085.0
2021-03-08,24.8103,24.9997,23.719,23.7641,2002020.0
2021-03-09,23.9625,24.206,22.9614,23.232,1652914.0
2021-03-10,23.214,24.5136,23.214,24.2962,1020838.0
2021-03-11,24.5397,25.2792,24.2601,24.666,1546226.0
2021-03-12,24.666,26.0278,24.5307,25.9196,2017421.0
2021-03-13,24.666,26.0278,24.5307,25.9196,2017421.0
2021-03-14,24.666,26.0278,24.5307,25.9196,2017421.0
2021-03-15,26.2172,26.2172,23.1508,24.0527,4550236.0
2021-03-16,23.9896,24.0482,23.0246,23.7912,1942071.0
2021-03-17,23.8994,24.8012,23.7912,24.7832,1254699.0
2021-03-18,24.7471,25.2071,24.1339,24.197,1299671.0
2021-03-19,24.2241,24.2511,23.3583,23.9625,1968031.0
2021-03-20,24.2241,24.2511,23.3583,23.9625,1968031.0
2021-03-21,24.2241,24.2511,23.3583,23.9625,1968031.0
2021-03-22,23.9084,24.4766,23.3673,24.2782,1356809.0
2021-03-23,23.9625,24.1699,22.2039,22.5736,2198905.0
2021-03-24,22.8171,23.3673,22.4023,22.4113,906353.0
2021-03-25,22.0957,23.8633,22.0596,23.71,1470938.0
2021-03-26,23.9986,24.9906,23.73,24.9455,1299808.0
2021-03-27,23.9986,24.9906,23.73,24.9455,1299808.0
2021-03-28,23.9986,24.9906,23.73,24.9455,1299808.0
2021-03-29,24.8463,25.6851,24.8049,25.4416,1706923.0
2021-03-30,25.5769,25.7031,24.5036,25.0538,1706972.0
2021-03-31,25.2792,26.109,25.1079,25.171,2113346.0
2021-04-01,25.3784,25.5769,25.1259,25.4326,1000259.0
2021-04-02,25.3784,25.5769,25.1259,25.4326,1000259.0
2021-04-03,25.3784,25.5769,25.1259,25.4326,1000259.0
2021-04-04,25.3784,25.5769,25.1259,25.4326,1000259.0
2021-04-05,25.8023,26.1856,25.7212,26.145,1299926.0
2021-04-06,26.1991,26.4111,25.5904,25.9556,1195079.0
2021-04-07,25.9737,26.0639,25.5814,25.7121,731866.0
2021-04-08,25.7302,25.8023,24.6885,24.7381,1371689.0
2021-04-09,24.7291,25.1169,24.5487,25.1169,1377662.0
2021-04-10,24.7291,25.1169,24.5487,25.1169,1377662.0
2021-04-11,24.7291,25.1169,24.5487,25.1169,1377662.0
2021-04-12,25.2522,26.1721,25.2071,26.1721,1428369.0
2021-04-13,26.2352,26.4517,25.6039,25.9647,1185986.0
2021-04-14,25.8294,26.8755,25.8294,26.7222,1198753.0
2021-04-15,27.0469,27.2002,26.6952,27.0289,973628.0
2021-04-16,27.4798,27.9127,27.0289,27.1641,1191197.0
2021-04-17,27.4798,27.9127,27.0289,27.1641,1191197.0
2021-04-18,27.4798,27.9127,27.0289,27.1641,1191197.0
2021-04-19,27.3625,27.5249,26.7763,26.9206,1042824.0
2021-04-20,26.7312,26.8124,25.4055,26.2442,1346644.0
2021-04-21,26.0999,26.9161,26.0999,26.7583,762284.0
2021-04-22,26.7853,26.871,25.9556,26.0548,821407.0
2021-04-23,26.2082,27.1551,26.145,27.0559,920325.0
2021-04-24,26.2082,27.1551,26.145,27.0559,920325.0
2021-04-25,26.2082,27.1551,26.145,27.0559,920325.0
2021-04-26,27.11,28.3546,27.11,28.2193,1368841.0
2021-04-27,28.0119,28.2464,27.6962,27.9758,708172.0
2021-04-28,28.1472,28.4538,27.9217,28.2644,812828.0
2021-04-29,28.7153,29.049,27.8766,28.1021,1060575.0
2021-04-30,27.7954,28.2013,27.1912,27.2363,1215137.0
2021-05-01,27.7954,28.2013,27.1912,27.2363,1215137.0
2021-05-02,27.7954,28.2013,27.1912,27.2363,1215137.0
2021-05-03,27.8315,28.4809,27.4708,27.9668,1206928.0
2021-05-04,27.7413,28.4718,26.632,28.4358,1329169.0
2021-05-05,28.9408,30.8167,28.7501,30.465,2435232.0
2021-05-06,30.492,31.2766,29.6894,31.2496,1406328.0
