,ROP US Equity,ROP US Equity,ROP US Equity,ROP US Equity,ROP US Equity
2022-09-19,375.848,379.559,373.225,378.391,640885.0
2022-09-20,375.67,375.976,369.009,374.621,700533.0
2022-09-21,377.223,380.034,368.336,368.544,370351.0
2022-09-22,366.614,374.452,366.614,371.681,662560.0
2022-09-23,369.841,374.532,368.039,374.086,744929.0
2022-09-24,369.841,374.532,368.039,374.086,744929.0
2022-09-25,369.841,374.532,368.039,374.086,744929.0
2022-09-26,374.947,377.629,370.721,373.166,791872.0
2022-09-27,375.927,377.026,361.191,363.101,583583.0
2022-09-28,365.358,368.455,361.78,366.694,530970.0
2022-09-29,364.259,365.447,359.954,362.953,446336.0
2022-09-30,362.052,364.437,355.501,355.916,663411.0
2022-10-01,362.052,364.437,355.501,355.916,663411.0
2022-10-02,362.052,364.437,355.501,355.916,663411.0
2022-10-03,359.341,370.42,357.945,368.386,514454.0
2022-10-04,372.82,378.955,372.226,376.016,445869.0
2022-10-05,371.119,379.902,371.119,377.126,478986.0
2022-10-06,376.869,381.042,376.185,377.007,570160.0
2022-10-07,373.479,374.618,364.022,366.143,577190.0
2022-10-08,373.479,374.618,364.022,366.143,577190.0
2022-10-09,373.479,374.618,364.022,366.143,577190.0
2022-10-10,367.848,368.651,361.301,361.93,419363.0
2022-10-11,361.811,369.414,359.839,360.949,540146.0
2022-10-12,362.029,366.629,361.811,362.753,699678.0
2022-10-13,354.079,368.988,353.103,367.263,482997.0
2022-10-14,371.139,373.632,359.551,360.007,469888.0
2022-10-15,371.139,373.632,359.551,360.007,469888.0
2022-10-16,371.139,373.632,359.551,360.007,469888.0
2022-10-17,367.957,369.85,366.143,367.699,373380.0
2022-10-18,377.553,377.553,367.075,372.111,440325.0
2022-10-19,367.511,371.744,365.638,368.185,248651.0
2022-10-20,369.206,370.604,363.64,364.2,451369.0
2022-10-21,363.794,369.325,361.915,367.491,744370.0
2022-10-22,363.794,369.325,361.915,367.491,744370.0
2022-10-23,363.794,369.325,361.915,367.491,744370.0
2022-10-24,370.554,372.527,367.318,369.494,1057298.0
2022-10-25,370.871,376.66,369.86,374.698,1220934.0
2022-10-26,381.795,394.379,378.504,385.255,1385557.0
2022-10-27,389.319,398.959,389.319,396.872,1003417.0
2022-10-28,397.398,410.244,397.398,410.096,773608.0
2022-10-29,397.398,410.244,397.398,410.096,773608.0
2022-10-30,397.398,410.244,397.398,410.096,773608.0
2022-10-31,408.361,413.099,407.32,410.919,745668.0
2022-11-01,413.05,414.566,405.863,410.096,569974.0
2022-11-02,410.017,413.278,398.736,399.598,522720.0
2022-11-03,392.303,398.875,390.548,394.245,630039.0
2022-11-04,399.479,400.362,385.265,392.57,857528.0
2022-11-05,399.479,400.362,385.265,392.57,857528.0
2022-11-06,399.479,400.362,385.265,392.57,857528.0
2022-11-07,394.191,409.442,394.191,409.015,725271.0
2022-11-08,412.296,420.395,409.61,412.792,873009.0
2022-11-09,411.156,414.18,410.289,412.564,549593.0
2022-11-10,433.866,434.6,425.802,434.6,647416.0
2022-11-11,434.174,438.892,430.154,434.53,609219.0
2022-11-12,434.174,438.892,430.154,434.53,609219.0
2022-11-13,434.174,438.892,430.154,434.53,609219.0
2022-11-14,434.273,437.623,428.305,428.811,515725.0
2022-11-15,432.449,435.522,428.176,432.142,469444.0
2022-11-16,431.2,431.329,425.688,427.631,474747.0
2022-11-17,421.436,427.076,418.918,425.867,458208.0
2022-11-18,424.251,431.18,418.601,429.227,401535.0
2022-11-19,424.251,431.18,418.601,429.227,401535.0
2022-11-20,424.251,431.18,418.601,429.227,401535.0
2022-11-21,427.879,434.526,427.765,430.704,406223.0
2022-11-22,431.914,433.291,423.825,428.96,557042.0
2022-11-23,429.634,432.161,427.958,429.832,651392.0
2022-11-24,429.634,432.161,427.958,429.832,651392.0
2022-11-25,429.624,435.125,428.771,432.568,177661.0
2022-11-26,429.624,435.125,428.771,432.568,177661.0
2022-11-27,429.624,435.125,428.771,432.568,177661.0
2022-11-28,430.863,431.671,419.324,420.326,549191.0
2022-11-29,418.74,421.644,417.015,421.535,437525.0
2022-11-30,420.276,435.105,418.72,435.056,589521.0
2022-12-01,438.258,442.401,436.716,440.845,389920.0
2022-12-02,433.797,441.668,432.964,439.992,292918.0
2022-12-03,433.797,441.668,432.964,439.992,292918.0
2022-12-04,433.797,441.668,432.964,439.992,292918.0
2022-12-05,439.407,439.407,431.715,433.004,261055.0
2022-12-06,433.014,433.014,427.165,430.268,275866.0
2022-12-07,430.278,435.591,427.532,430.427,251156.0
2022-12-08,430.536,435.224,429.009,429.842,276498.0
2022-12-09,428.672,431.041,426.779,427.562,270342.0
2022-12-10,428.672,431.041,426.779,427.562,270342.0
2022-12-11,428.672,431.041,426.779,427.562,270342.0
2022-12-12,430.0,436.136,428.216,436.037,316069.0
2022-12-13,446.069,447.308,436.166,439.973,421625.0
2022-12-14,439.279,444.592,431.666,434.957,377854.0
2022-12-15,431.051,431.973,423.23,425.847,462717.0
2022-12-16,422.427,423.696,417.411,420.653,655059.0
2022-12-17,422.427,423.696,417.411,420.653,655059.0
2022-12-18,422.427,423.696,417.411,420.653,655059.0
2022-12-19,420.326,424.382,417.729,419.652,282205.0
2022-12-20,418.234,423.448,417.025,420.801,301036.0
2022-12-21,423.498,429.039,421.129,427.076,251017.0
2022-12-22,422.685,424.995,417.253,424.767,369880.0
2022-12-23,423.309,426.501,421.485,426.353,189947.0
2022-12-24,423.309,426.501,421.485,426.353,189947.0
2022-12-25,423.309,426.501,421.485,426.353,189947.0
2022-12-26,423.309,426.501,421.485,426.353,189947.0
2022-12-27,426.581,430.149,424.529,429.366,287771.0
2022-12-28,430.05,432.528,422.269,422.457,200725.0
2022-12-29,425.113,433.995,424.231,433.053,227515.0
2022-12-30,430.615,432.662,424.563,428.315,271567.0
2022-12-31,430.615,432.662,424.563,428.315,271567.0
2023-01-01,430.615,432.662,424.563,428.315,271567.0
2023-01-02,430.615,432.662,424.563,428.315,271567.0
2023-01-03,432.003,432.905,426.273,430.665,334858.0
2023-01-04,435.006,441.39,432.29,438.872,371322.0
2023-01-05,435.631,437.633,430.337,432.112,254793.0
2023-01-06,436.771,440.663,433.693,440.484,467292.0
2023-01-07,436.771,440.663,433.693,440.484,467292.0
2023-01-08,436.771,440.663,433.693,440.484,467292.0
2023-01-09,440.812,446.158,439.074,440.226,517495.0
2023-01-10,440.702,442.708,437.853,440.275,323073.0
2023-01-11,442.718,449.161,440.742,448.863,304136.0
2023-01-12,448.049,450.174,442.062,447.99,345862.0
2023-01-13,444.435,448.789,441.735,447.741,279551.0
2023-01-14,444.435,448.789,441.735,447.741,279551.0
2023-01-15,444.435,448.789,441.735,447.741,279551.0
2023-01-16,444.435,448.789,441.735,447.741,279551.0
2023-01-17,447.741,448.933,440.501,441.864,512263.0
2023-01-18,444.922,445.498,433.628,434.666,517398.0
2023-01-19,432.68,435.937,429.076,429.076,463223.0
2023-01-20,429.196,439.62,424.658,438.419,462676.0
2023-01-21,429.196,439.62,424.658,438.419,462676.0
2023-01-22,429.196,439.62,424.658,438.419,462676.0
2023-01-23,438.836,441.377,436.642,439.848,503655.0
2023-01-24,440.901,443.691,437.803,442.976,382356.0
2023-01-25,436.106,441.685,433.276,441.04,381963.0
2023-01-26,443.303,445.716,437.396,441.258,697818.0
2023-01-27,435.182,439.263,429.672,430.993,669221.0
2023-01-28,435.182,439.263,429.672,430.993,669221.0
2023-01-29,435.182,439.263,429.672,430.993,669221.0
2023-01-30,430.049,430.432,419.719,420.439,808754.0
2023-01-31,422.702,425.105,417.073,423.685,929015.0
2023-02-01,418.9,433.246,417.232,430.794,832953.0
2023-02-02,431.777,437.495,428.51,429.444,806940.0
2023-02-03,426.028,429.245,422.474,427.25,778982.0
2023-02-04,426.028,429.245,422.474,427.25,778982.0
2023-02-05,426.028,429.245,422.474,427.25,778982.0
2023-02-06,426.465,427.696,423.139,426.991,329202.0
2023-02-07,425.919,432.829,422.603,431.429,411234.0
2023-02-08,429.066,431.876,423.0,424.837,499139.0
2023-02-09,428.272,430.402,423.993,425.582,412898.0
2023-02-10,424.678,426.674,422.355,424.331,463132.0
2023-02-11,424.678,426.674,422.355,424.331,463132.0
2023-02-12,424.678,426.674,422.355,424.331,463132.0
2023-02-13,423.934,427.751,423.556,426.594,418768.0
2023-02-14,426.485,429.225,420.632,423.695,313503.0
2023-02-15,422.554,423.02,417.669,418.562,690626.0
2023-02-16,416.875,423.219,414.76,419.933,641917.0
2023-02-17,420.161,426.296,417.807,424.609,601756.0
2023-02-18,420.161,426.296,417.807,424.609,601756.0
2023-02-19,420.161,426.296,417.807,424.609,601756.0
2023-02-20,420.161,426.296,417.807,424.609,601756.0
2023-02-21,421.382,423.601,416.07,420.171,638990.0
2023-02-22,424.47,424.966,417.912,418.572,390760.0
2023-02-23,424.321,428.997,422.573,427.945,586801.0
2023-02-24,422.147,426.158,421.273,425.363,402705.0
2023-02-25,422.147,426.158,421.273,425.363,402705.0
2023-02-26,422.147,426.158,421.273,425.363,402705.0
2023-02-27,428.461,430.466,424.981,425.909,330209.0
2023-02-28,424.102,428.064,423.824,427.111,584378.0
2023-03-01,425.76,428.828,417.043,418.175,539177.0
2023-03-02,416.984,424.46,416.11,423.586,389317.0
2023-03-03,423.219,428.133,422.261,427.021,433580.0
2023-03-04,423.219,428.133,422.261,427.021,433580.0
2023-03-05,423.219,428.133,422.261,427.021,433580.0
2023-03-06,427.389,430.685,425.691,425.86,315467.0
2023-03-07,426.435,429.096,418.582,419.148,376135.0
2023-03-08,419.466,422.911,419.123,421.452,409487.0
2023-03-09,424.768,430.029,419.426,419.764,486654.0
2023-03-10,419.535,422.117,414.502,417.311,847911.0
2023-03-11,419.535,422.117,414.502,417.311,847911.0
2023-03-12,419.535,422.117,414.502,417.311,847911.0
2023-03-13,417.589,423.437,415.177,418.453,771913.0
2023-03-14,423.239,426.833,420.062,424.996,648490.0
2023-03-15,420.667,423.417,413.782,417.907,787506.0
2023-03-16,416.09,427.518,414.343,425.343,918696.0
2023-03-17,428.957,429.156,421.66,422.603,1642246.0
2023-03-18,428.957,429.156,421.66,422.603,1642246.0
2023-03-19,428.957,429.156,421.66,422.603,1642246.0
2023-03-20,424.38,434.874,424.38,429.076,561861.0
2023-03-21,430.585,432.879,419.506,427.349,948154.0
2023-03-22,428.848,432.7,424.976,425.502,854143.0
2023-03-23,425.661,429.478,421.402,421.998,852600.0
2023-03-24,422.107,427.607,420.915,426.505,673298.0
2023-03-25,422.107,427.607,420.915,426.505,673298.0
2023-03-26,422.107,427.607,420.915,426.505,673298.0
2023-03-27,429.99,430.025,426.475,427.17,393657.0
2023-03-28,426.416,430.993,425.755,428.898,409756.0
2023-03-29,431.181,432.452,429.245,431.221,809872.0
2023-03-30,432.869,435.837,432.045,433.862,436921.0
2023-03-31,435.857,437.525,433.217,437.525,957008.0
2023-04-01,435.857,437.525,433.217,437.525,957008.0
2023-04-02,435.857,437.525,433.217,437.525,957008.0
2023-04-03,437.079,440.404,435.648,437.625,609685.0
2023-04-04,438.776,441.382,433.693,433.872,590907.0
2023-04-05,434.948,435.271,431.533,434.938,450089.0
2023-04-06,435.833,435.833,430.812,433.248,363451.0
2023-04-07,435.833,435.833,430.812,433.248,363451.0
2023-04-08,435.833,435.833,430.812,433.248,363451.0
2023-04-09,435.833,435.833,430.812,433.248,363451.0
2023-04-10,431.418,433.894,428.674,433.785,359092.0
2023-04-11,434.043,437.036,433.327,436.241,410945.0
2023-04-12,437.767,443.062,437.767,439.99,659819.0
2023-04-13,440.248,441.934,434.61,440.02,729515.0
2023-04-14,439.473,442.674,435.605,437.434,456726.0
2023-04-15,439.473,442.674,435.605,437.434,456726.0
2023-04-16,439.473,442.674,435.605,437.434,456726.0
2023-04-17,437.713,440.775,436.594,440.427,410351.0
2023-04-18,441.491,443.122,437.892,439.234,327894.0
2023-04-19,439.204,441.929,437.394,440.566,374102.0
2023-04-20,441.113,443.574,438.429,440.696,484149.0
2023-04-21,443.112,445.837,440.716,442.903,506579.0
2023-04-22,443.112,445.837,440.716,442.903,506579.0
2023-04-23,443.112,445.837,440.716,442.903,506579.0
2023-04-24,444.544,445.772,442.963,445.24,469689.0
2023-04-25,444.375,444.693,434.834,434.899,530666.0
2023-04-26,433.536,435.028,427.61,428.624,646889.0
2023-04-27,433.039,451.579,433.039,450.431,823491.0
2023-04-28,449.456,454.517,449.068,452.22,560645.0
2023-04-29,449.456,454.517,449.068,452.22,560645.0
2023-04-30,449.456,454.517,449.068,452.22,560645.0
2023-05-01,452.936,459.877,451.405,456.049,446007.0
2023-05-02,457.023,461.09,454.329,458.127,687707.0
2023-05-03,459.589,460.523,453.613,453.851,406740.0
2023-05-04,454.776,455.671,449.138,450.928,376098.0
2023-05-05,453.344,458.236,452.872,455.542,329669.0
2023-05-06,453.344,458.236,452.872,455.542,329669.0
2023-05-07,453.344,458.236,452.872,455.542,329669.0
2023-05-08,453.603,457.734,453.603,455.671,341866.0
2023-05-09,455.81,457.918,454.468,454.975,261914.0
2023-05-10,458.187,458.962,452.419,456.715,449708.0
2023-05-11,456.795,456.795,452.907,455.88,344821.0
2023-05-12,456.059,459.948,455.691,459.111,403684.0
2023-05-13,456.059,459.948,455.691,459.111,403684.0
2023-05-14,456.059,459.948,455.691,459.111,403684.0
2023-05-15,459.718,461.289,456.964,459.281,338683.0
2023-05-16,456.665,459.3,455.681,457.242,307384.0
2023-05-17,459.191,459.191,451.375,451.872,626917.0
2023-05-18,450.987,456.874,449.844,455.929,360059.0
2023-05-19,457.262,458.405,452.946,455.144,340596.0
2023-05-20,457.262,458.405,452.946,455.144,340596.0
2023-05-21,457.262,458.405,452.946,455.144,340596.0
2023-05-22,454.508,456.894,452.29,454.706,333598.0
2023-05-23,452.091,453.881,446.344,447.447,435776.0
2023-05-24,445.856,446.195,438.906,439.403,641623.0
2023-05-25,441.988,448.81,438.578,446.911,526772.0
2023-05-26,449.078,452.757,443.032,447.428,524130.0
2023-05-27,449.078,452.757,443.032,447.428,524130.0
2023-05-28,449.078,452.757,443.032,447.428,524130.0
2023-05-29,449.078,452.757,443.032,447.428,524130.0
2023-05-30,448.104,453.235,446.771,449.188,619673.0
2023-05-31,445.608,454.11,445.608,451.664,2362472.0
2023-06-01,447.617,451.614,444.345,450.252,604549.0
2023-06-02,452.479,458.654,451.505,456.277,507352.0
2023-06-03,452.479,458.654,451.505,456.277,507352.0
2023-06-04,452.479,458.654,451.505,456.277,507352.0
2023-06-05,455.641,455.92,449.804,452.33,381765.0
2023-06-06,453.692,455.174,448.8,451.415,370740.0
2023-06-07,448.979,451.117,445.429,448.034,594830.0
2023-06-08,447.418,450.262,446.324,449.675,357256.0
2023-06-09,449.446,450.729,446.881,449.257,516166.0
2023-06-10,449.446,450.729,446.881,449.257,516166.0
2023-06-11,449.446,450.729,446.881,449.257,516166.0
2023-06-12,450.52,451.604,445.608,451.455,441478.0
2023-06-13,451.455,457.332,451.261,453.354,302629.0
2023-06-14,453.434,455.641,450.61,453.871,371943.0
2023-06-15,451.604,460.121,451.604,458.545,396878.0
2023-06-16,460.792,461.408,454.687,456.198,1015387.0
2023-06-17,460.792,461.408,454.687,456.198,1015387.0
2023-06-18,460.792,461.408,454.687,456.198,1015387.0
2023-06-19,460.792,461.408,454.687,456.198,1015387.0
2023-06-20,453.951,456.337,451.982,453.185,425362.0
2023-06-21,453.274,455.472,450.615,453.762,447074.0
2023-06-22,456.635,459.808,451.405,459.42,516244.0
2023-06-23,458.316,462.83,457.873,458.217,670321.0
2023-06-24,458.316,462.83,457.873,458.217,670321.0
2023-06-25,458.316,462.83,457.873,458.217,670321.0
2023-06-26,457.54,459.191,454.865,457.61,363545.0
2023-06-27,462.522,469.383,462.199,468.22,622879.0
2023-06-28,468.319,470.062,466.967,468.488,576624.0
2023-06-29,468.081,473.918,467.623,473.45,342942.0
2023-06-30,475.34,480.033,474.246,478.094,556354.0
2023-07-01,475.34,480.033,474.246,478.094,556354.0
2023-07-02,475.34,480.033,474.246,478.094,556354.0
2023-07-03,475.151,475.35,469.692,474.703,297134.0
2023-07-04,475.151,475.35,469.692,474.703,297134.0
2023-07-05,470.398,474.405,469.272,474.286,352812.0
2023-07-06,470.825,476.946,469.632,474.315,517092.0
2023-07-07,470.594,477.614,470.594,474.408,392591.0
2023-07-08,470.594,477.614,470.594,474.408,392591.0
2023-07-09,470.594,477.614,470.594,474.408,392591.0
2023-07-10,474.935,480.074,471.659,473.651,330228.0
2023-07-11,474.846,476.28,471.012,474.915,486776.0
2023-07-12,478.082,479.875,473.735,475.224,379583.0
2023-07-13,476.937,478.231,473.8,476.837,430074.0
2023-07-14,475.971,478.948,474.985,475.622,349885.0
2023-07-15,475.971,478.948,474.985,475.622,349885.0
2023-07-16,475.971,478.948,474.985,475.622,349885.0
2023-07-17,473.611,475.075,470.594,474.527,708760.0
2023-07-18,471.649,478.451,470.195,478.182,537113.0
2023-07-19,478.938,481.169,477.335,480.601,568193.0
2023-07-20,480.502,484.415,478.296,479.566,471630.0
2023-07-21,497.898,499.89,491.227,497.281,838033.0
2023-07-22,497.898,499.89,491.227,497.281,838033.0
2023-07-23,497.898,499.89,491.227,497.281,838033.0
2023-07-24,498.028,500.015,490.052,493.079,745369.0
2023-07-25,489.673,494.134,485.69,492.282,720013.0
2023-07-26,489.036,492.939,484.973,491.774,450890.0
2023-07-27,495.13,495.907,486.726,489.125,420962.0
2023-07-28,492.451,493.517,487.303,490.33,339004.0
2023-07-29,492.451,493.517,487.303,490.33,339004.0
2023-07-30,492.451,493.517,487.303,490.33,339004.0
2023-07-31,492.521,492.521,488.11,490.978,354807.0
2023-08-01,489.444,492.291,487.682,490.579,279766.0
2023-08-02,487.831,491.894,486.267,489.096,338586.0
2023-08-03,487.074,491.605,487.024,488.906,303045.0
2023-08-04,492.262,492.262,484.137,484.664,234020.0
2023-08-05,492.262,492.262,484.137,484.664,234020.0
2023-08-06,492.262,492.262,484.137,484.664,234020.0
2023-08-07,486.397,490.704,486.218,490.629,312728.0
2023-08-08,490.629,490.729,485.824,489.215,353094.0
2023-08-09,490.928,490.928,485.63,486.507,372670.0
2023-08-10,490.928,492.87,485.202,485.929,234986.0
2023-08-11,485.531,488.638,484.127,487.054,319560.0
2023-08-12,485.531,488.638,484.127,487.054,319560.0
2023-08-13,485.531,488.638,484.127,487.054,319560.0
2023-08-14,486.975,495.777,486.955,494.124,376695.0
2023-08-15,493.348,495.419,491.944,492.73,369997.0
2023-08-16,492.959,495.601,490.126,493.557,363969.0
2023-08-17,492.989,494.742,484.127,484.684,345970.0
2023-08-18,481.806,485.192,480.064,482.304,256149.0
2023-08-19,481.806,485.192,480.064,482.304,256149.0
2023-08-20,481.806,485.192,480.064,482.304,256149.0
2023-08-21,482.324,485.381,480.711,483.947,287015.0
2023-08-22,485.262,488.906,483.459,485.521,258158.0
2023-08-23,486.048,491.904,485.61,490.998,253424.0
2023-08-24,492.919,496.325,486.447,486.656,229002.0
2023-08-25,488.757,494.463,487.861,492.71,206303.0
2023-08-26,488.757,494.463,487.861,492.71,206303.0
2023-08-27,488.757,494.463,487.861,492.71,206303.0
2023-08-28,493.298,494.979,491.532,493.557,170624.0
2023-08-29,491.884,496.479,491.884,496.056,238605.0
2023-08-30,497.002,501.986,495.349,500.507,298457.0
2023-08-31,502.609,502.609,496.773,496.962,395784.0
2023-09-01,498.267,499.183,494.498,497.44,248805.0
2023-09-02,498.267,499.183,494.498,497.44,248805.0
2023-09-03,498.267,499.183,494.498,497.44,248805.0
2023-09-04,498.267,499.183,494.498,497.44,248805.0
2023-09-05,496.893,500.249,489.071,491.316,299033.0
2023-09-06,491.316,494.961,489.952,492.919,254344.0
2023-09-07,491.734,494.065,490.42,492.262,264258.0
2023-09-08,493.348,494.951,487.871,489.444,382974.0
2023-09-09,493.348,494.951,487.871,489.444,382974.0
2023-09-10,493.348,494.951,487.871,489.444,382974.0
2023-09-11,488.219,496.479,488.219,495.767,285159.0
2023-09-12,494.333,495.25,489.961,491.615,307028.0
2023-09-13,492.86,497.092,492.76,493.397,373379.0
2023-09-14,494.045,498.466,493.507,497.321,309830.0
2023-09-15,497.54,497.759,491.326,493.726,725626.0
2023-09-16,497.54,497.759,491.326,493.726,725626.0
2023-09-17,497.54,497.759,491.326,493.726,725626.0
2023-09-18,494.563,500.527,494.065,497.062,229326.0
2023-09-19,495.797,501.673,495.09,500.647,316689.0
2023-09-20,501.065,506.761,500.089,502.031,455544.0
2023-09-21,500.398,500.438,492.531,493.547,472667.0
2023-09-22,491.515,497.072,490.515,492.89,436026.0
2023-09-23,491.515,497.072,490.515,492.89,436026.0
2023-09-24,491.515,497.072,490.515,492.89,436026.0
2023-09-25,492.661,492.875,487.378,490.52,437879.0
2023-09-26,487.074,487.711,480.343,481.428,376993.0
2023-09-27,484.107,488.025,481.418,484.585,488454.0
2023-09-28,484.585,487.144,482.364,485.441,411841.0
2023-09-29,487.453,487.453,480.935,482.245,422996.0
2023-09-30,487.453,487.453,480.935,482.245,422996.0
2023-10-01,487.453,487.453,480.935,482.245,422996.0
2023-10-02,481.767,482.812,478.803,481.846,330212.0
2023-10-03,477.753,482.334,477.315,478.002,356642.0
2023-10-04,479.397,487.114,479.397,486.098,359085.0
2023-10-05,486.629,490.259,482.979,487.806,398187.0
2023-10-06,486.689,495.464,482.521,493.44,423747.0
2023-10-07,486.689,495.464,482.521,493.44,423747.0
2023-10-08,486.689,495.464,482.521,493.44,423747.0
2023-10-09,490.967,498.266,490.847,498.157,275415.0
2023-10-10,497.987,502.584,495.235,495.793,416090.0
2023-10-11,497.439,501.585,496.457,500.62,247249.0
2023-10-12,500.59,504.085,497.274,500.889,251837.0
2023-10-13,500.69,501.996,494.392,496.442,314053.0
2023-10-14,500.69,501.996,494.392,496.442,314053.0
2023-10-15,500.69,501.996,494.392,496.442,314053.0
2023-10-16,498.925,504.11,497.429,500.5,282010.0
2023-10-17,497.967,501.283,495.664,498.526,396525.0
2023-10-18,497.758,497.758,491.087,491.515,289414.0
2023-10-19,490.419,494.367,486.091,486.161,428258.0
2023-10-20,488.624,488.624,479.634,480.766,481584.0
2023-10-21,488.624,488.624,479.634,480.766,481584.0
2023-10-22,488.624,488.624,479.634,480.766,481584.0
2023-10-23,480.766,481.434,476.278,476.478,458313.0
2023-10-24,479.749,485.373,477.056,481.195,638235.0
2023-10-25,483.408,504.0,477.814,479.858,911298.0
2023-10-26,481.573,484.326,477.019,479.031,509806.0
2023-10-27,477.365,480.895,473.127,474.234,450141.0
2023-10-28,477.365,480.895,473.127,474.234,450141.0
2023-10-29,477.365,480.895,473.127,474.234,450141.0
2023-10-30,477.525,485.163,474.683,483.438,509810.0
2023-10-31,485.403,490.219,482.635,487.198,843965.0
2023-11-01,488.753,490.279,482.202,485.782,602523.0
2023-11-02,486.001,493.61,485.453,492.662,722777.0
2023-11-03,493.939,504.319,493.939,501.128,613238.0
2023-11-04,493.939,504.319,493.939,501.128,613238.0
2023-11-05,493.939,504.319,493.939,501.128,613238.0
2023-11-06,503.242,505.506,501.168,501.786,517325.0
2023-11-07,501.587,506.493,500.65,505.636,486366.0
2023-11-08,508.567,511.778,506.164,509.624,419642.0
2023-11-09,509.565,512.008,506.643,508.308,350139.0
2023-11-10,509.973,517.143,508.867,515.697,534939.0
2023-11-11,509.973,517.143,508.867,515.697,534939.0
2023-11-12,509.973,517.143,508.867,515.697,534939.0
2023-11-13,515.179,518.011,512.028,515.548,506154.0
2023-11-14,517.253,524.149,514.82,523.226,539504.0
2023-11-15,523.605,526.956,519.227,519.417,423519.0
2023-11-16,520.773,526.587,519.656,523.625,384109.0
2023-11-17,526.527,526.527,521.765,523.246,372459.0
2023-11-18,526.527,526.527,521.765,523.246,372459.0
2023-11-19,526.527,526.527,521.765,523.246,372459.0
2023-11-20,526.876,528.501,519.536,523.246,353095.0
2023-11-21,523.047,526.956,522.678,525.669,325023.0
2023-11-22,528.152,530.256,525.051,526.995,404143.0
2023-11-23,528.152,530.256,525.051,526.995,404143.0
2023-11-24,525.789,527.654,523.201,524.114,280762.0
2023-11-25,525.789,527.654,523.201,524.114,280762.0
2023-11-26,525.789,527.654,523.201,524.114,280762.0
2023-11-27,524.652,526.636,522.069,523.525,589362.0
2023-11-28,524.612,529.508,523.894,524.393,434394.0
2023-11-29,526.876,529.788,523.804,524.353,377341.0
2023-11-30,524.752,537.815,524.532,536.738,1441815.0
2023-12-01,536.738,539.336,532.141,539.061,608553.0
2023-12-02,536.738,539.336,532.141,539.061,608553.0
2023-12-03,536.738,539.336,532.141,539.061,608553.0
2023-12-04,536.09,540.522,532.5,535.242,486569.0
2023-12-05,533.667,536.359,531.971,534.036,343264.0
2023-12-06,536.439,536.549,530.496,533.866,351401.0
2023-12-07,534.983,534.983,530.541,533.298,361359.0
2023-12-08,531.952,536.07,530.216,535.093,394042.0
2023-12-09,531.952,536.07,530.216,535.093,394042.0
2023-12-10,531.952,536.07,530.216,535.093,394042.0
2023-12-11,538.483,542.911,535.442,538.693,593495.0
2023-12-12,540.577,543.479,540.492,541.933,693531.0
2023-12-13,543.339,550.36,543.0,549.223,690595.0
2023-12-14,549.223,550.28,536.718,537.316,985085.0
2023-12-15,534.255,540.478,531.468,540.029,8038336.0
2023-12-16,534.255,540.478,531.468,540.029,8038336.0
2023-12-17,534.255,540.478,531.468,540.029,8038336.0
2023-12-18,542.911,543.32,537.536,541.445,653309.0
2023-12-19,542.292,543.02,536.22,540.039,499944.0
2023-12-20,538.902,543.449,533.308,533.437,676240.0
2023-12-21,536.987,540.059,534.095,538.782,407739.0
2023-12-22,541.624,544.327,539.824,541.325,420821.0
2023-12-23,541.624,544.327,539.824,541.325,420821.0
2023-12-24,541.624,544.327,539.824,541.325,420821.0
2023-12-25,541.624,544.327,539.824,541.325,420821.0
2023-12-26,542.083,544.935,540.228,542.023,443618.0
2023-12-27,543.17,543.469,541.215,542.223,539378.0
2023-12-28,542.651,545.842,542.043,544.616,267809.0
2023-12-29,544.885,547.308,542.253,543.639,398900.0
2023-12-30,544.885,547.308,542.253,543.639,398900.0
2023-12-31,544.885,547.308,542.253,543.639,398900.0
2024-01-01,544.885,547.308,542.253,543.639,398900.0
2024-01-02,540.856,543.708,529.439,532.989,618515.0
2024-01-03,532.989,535.925,529.309,529.508,488441.0
2024-01-04,524.522,529.459,522.034,522.698,601040.0
2024-01-05,523.525,525.171,520.235,521.601,444049.0
2024-01-06,523.525,525.171,520.235,521.601,444049.0
2024-01-07,523.525,525.171,520.235,521.601,444049.0
2024-01-08,521.601,528.616,521.341,528.052,509164.0
2024-01-09,528.042,532.296,526.204,530.788,372990.0
2024-01-10,528.242,530.588,526.629,529.57,401380.0
2024-01-11,529.14,532.126,527.463,531.667,336269.0
2024-01-12,535.142,535.142,530.329,533.454,434982.0
2024-01-13,535.142,535.142,530.329,533.454,434982.0
2024-01-14,535.142,535.142,530.329,533.454,434982.0
2024-01-15,535.142,535.142,530.329,533.454,434982.0
2024-01-16,531.747,536.79,530.648,536.53,428767.0
2024-01-17,534.942,539.256,531.827,536.45,427423.0
2024-01-18,534.273,541.473,532.935,541.194,424961.0
2024-01-19,542.552,547.765,540.575,547.735,427384.0
2024-01-20,542.552,547.765,540.575,547.735,427384.0
2024-01-21,542.552,547.765,540.575,547.735,427384.0
2024-01-22,549.243,552.638,547.136,549.153,449244.0
2024-01-23,549.243,552.438,545.149,552.049,303999.0
2024-01-24,552.658,553.467,546.566,547.016,353586.0
2024-01-25,551.43,552.608,547.505,550.94,884671.0
2024-01-26,552.179,552.318,545.648,548.923,426290.0
2024-01-27,552.179,552.318,545.648,548.923,426290.0
2024-01-28,552.179,552.318,545.648,548.923,426290.0
